#name (cmd = mergePeaks -d given ./ENCODE_processed_files/GATA1_idr_cutoff.tsv ./ENCODE_processed_files/TAL1_idr_cutoff.tsv)	chr	start	end	strand	Stat	Parent files	Total subpeaks	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	./ENCODE_processed_files/TAL1_idr_cutoff.tsv
Merged-chr7-129852082-1	chr7	129851882	129852282	+	763.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33242
Merged-chr12-46452239-1	chr12	46452039	46452439	+	817.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21227
Merged-chr7-132918951-1	chr7	132918751	132919151	+	780.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33243
Merged-chr7-140402593-1	chr7	140402393	140402793	+	717.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33244
Merged-chr7-143986750-1	chr7	143986550	143986950	+	783.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33246
Merged-chr7-149460622-1	chr7	149460422	149460822	+	789.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33248
Merged-chr7-150765867-1	chr7	150765667	150766067	+	709.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33249
Merged-chr11-72321802-1	chr11	72321602	72322002	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2703
Merged-chr17-15490858-1	chr17	15490658	15491058	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2706
Merged-chr2-169072768-1	chr2	169072568	169072968	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2709
Merged-chr4-85955796-1	chr4	85955596	85955996	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10810
Merged-chr5-65971776-1	chr5	65971576	65971976	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10812
Merged-chr5-133888230-1	chr5	133888030	133888430	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10813
Merged-chr5-150851245-1	chr5	150851045	150851445	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10814
Merged-chr11-96103298-1	chr11	96103098	96103498	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22831
Merged-chr11-116658255-1	chr11	116658055	116658455	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22832
Merged-chr10-22683662-1	chr10	22683462	22683862	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1100
Merged-chr6-32154580-1	chr6	32154380	32154780	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10819
Merged-chr17-50362042-1	chr17	50361842	50362242	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1101
Merged-chrX-110238544-1	chrX	110238344	110238744	+	576.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34850
Merged-chrX-134746440-1	chrX	134746240	134746640	+	543.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34851
Merged-chr12-1915890-1	chr12	1915690	1916090	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22837
Merged-chr1-918822-1	chr1	918622	919022	+	565.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34853
Merged-chr1-1511231-1	chr1	1511031	1511431	+	581.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34854
Merged-chr5-95712589-1	chr5	95712389	95712789	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1106
Merged-chr12-3728425-1	chr12	3728225	3728625	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22839
Merged-chr1-8693313-1	chr1	8693113	8693513	+	679.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34856
Merged-chr1-11736535-1	chr1	11736335	11736735	+	643.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34857
Merged-chr1-13612467-1	chr1	13612267	13612667	+	633.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34859
Merged-chr12-53501003-1	chr12	53500803	53501203	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21230
Merged-chr12-55931739-1	chr12	55931539	55931939	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21231
Merged-chr12-64666146-1	chr12	64665946	64666346	+	995.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21232
Merged-chr12-65209201-1	chr12	65209001	65209401	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21233
Merged-chr12-118016790-1	chr12	118016590	118016990	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21234
Merged-chr7-153406707-1	chr7	153406507	153406907	+	780.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33250
Merged-chr13-52162855-1	chr13	52162655	52163055	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21235
Merged-chr13-66492666-1	chr13	66492466	66492866	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21236
Merged-chr8-9009856-1	chr8	9009656	9010056	+	717.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33255
Merged-chr8-19817303-1	chr8	19817103	19817503	+	550.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33256
Merged-chr8-23450467-1	chr8	23450267	23450667	+	788.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33258
Merged-chr8-23547963-1	chr8	23547763	23548163	+	772.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33259
Merged-chr3-100289539-1	chr3	100289339	100289739	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2712
Merged-chr4-108955023-1	chr4	108954823	108955223	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2713
Merged-chr4-174654844-1	chr4	174654644	174655044	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2714
Merged-chr1-59967544-1	chr1	59967344	59967744	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2717
Merged-chr6-119306781-1	chr6	119306581	119306981	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10821
Merged-chr6-125302974-1	chr6	125302774	125303174	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10823
Merged-chr12-6168047-1	chr12	6167847	6168247	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22840
Merged-chr7-67101141-1	chr7	67100941	67101341	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10827
Merged-chr12-31317689-1	chr12	31317489	31317889	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22843
Merged-chr7-93262708-1	chr7	93262508	93262908	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10829
Merged-chr11-33737481-1	chr11	33737281	33737681	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1111
Merged-chr12-45727724-1	chr12	45727524	45727924	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22844
Merged-chr12-104599037-1	chr12	104598837	104599237	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1112
Merged-chr12-52904233-1	chr12	52904033	52904433	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22846
Merged-chr1-16617304-1	chr1	16617104	16617504	+	586.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34862
Merged-chr1-17053964-1	chr1	17053764	17054164	+	688.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34863
Merged-chr4-81790679-1	chr4	81790479	81790879	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1115
Merged-chr6-164346864-1	chr6	164346664	164347064	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1116
Merged-chr1-26077550-1	chr1	26077350	26077750	+	639.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34866
Merged-chr1-26110975-1	chr1	26110775	26111175	+	633.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34867
Merged-chr1-26269006-1	chr1	26268806	26269206	+	655.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34868
Merged-chr1-26706348-1	chr1	26706148	26706548	+	577.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34869
Merged-chr14-23243276-1	chr14	23243076	23243476	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21240
Merged-chr14-31048793-1	chr14	31048593	31048993	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21241
Merged-chr14-68945637-1	chr14	68945437	68945837	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21243
Merged-chr14-75282726-1	chr14	75282526	75282926	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21244
Merged-chr8-28163726-1	chr8	28163526	28163926	+	725.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33260
Merged-chr14-102248307-1	chr14	102248107	102248507	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21245
Merged-chr8-30656051-1	chr8	30655851	30656251	+	824.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33261
Merged-chr8-38078542-1	chr8	38078342	38078742	+	791.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33262
Merged-chr15-39330885-1	chr15	39330685	39331085	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21247
Merged-chr8-38996455-1	chr8	38996255	38996655	+	705.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33263
Merged-chr8-48318401-1	chr8	48318201	48318601	+	662.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33264
Merged-chr8-68192414-1	chr8	68192214	68192614	+	689.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33267
Merged-chr8-73647835-1	chr8	73647635	73648035	+	591.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33269
Merged-chr3-116039755-1	chr3	116039555	116039955	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2721
Merged-chr7-12731960-1	chr7	12731760	12732160	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2723
Merged-chr9-130844374-1	chr9	130844174	130844574	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2726
Merged-chr7-103430460-1	chr7	103430260	103430660	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10830
Merged-chr7-116364254-1	chr7	116364054	116364454	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10831
Merged-chr7-135929954-1	chr7	135929754	135930154	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10833
Merged-chr7-137943427-1	chr7	137943227	137943627	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10834
Merged-chr7-150374355-1	chr7	150374155	150374555	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10835
Merged-chr12-67389002-1	chr12	67388802	67389202	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22850
Merged-chr8-6448178-1	chr8	6447978	6448378	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10836
Merged-chr1-27793599-1	chr1	27793399	27793799	+	630.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34870
Merged-chr12-89517986-1	chr12	89517786	89518186	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22855
Merged-chr12-93467633-1	chr12	93467433	93467833	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22857
Merged-chr1-33036201-1	chr1	33036001	33036401	+	686.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34875
Merged-chr1-35516823-1	chr1	35516623	35517023	+	617.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34876
Merged-chr1-40979793-1	chr1	40979593	40979993	+	685.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34879
Merged-chr15-64882326-1	chr15	64882126	64882526	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21250
Merged-chr15-65733854-1	chr15	65733654	65734054	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21251
Merged-chr15-83167035-1	chr15	83166835	83167235	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21253
Merged-chr15-84949867-1	chr15	84949667	84950067	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21254
Merged-chr8-94921265-1	chr8	94921065	94921465	+	706.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33271
Merged-chr16-10313450-1	chr16	10313250	10313650	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21256
Merged-chr8-95024836-1	chr8	95024636	95025036	+	714.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33272
Merged-chr16-12703819-1	chr16	12703619	12704019	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21257
Merged-chr8-96276401-1	chr8	96276201	96276601	+	782.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33273
Merged-chr16-24753686-1	chr16	24753486	24753886	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21258
Merged-chr8-96650062-1	chr8	96649862	96650262	+	769.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33274
Merged-chr8-99520933-1	chr8	99520733	99521133	+	765.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33275
Merged-chr8-101153924-1	chr8	101153724	101154124	+	581.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33276
Merged-chr8-105787597-1	chr8	105787397	105787797	+	771.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33277
Merged-chr2-12178442-1	chr2	12178242	12178642	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2734
Merged-chr8-126322636-1	chr8	126322436	126322836	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10840
Merged-chr9-121253333-1	chr9	121253133	121253533	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10841
Merged-chr9-122145676-1	chr9	122145476	122145876	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10842
Merged-chr9-131297326-1	chr9	131297126	131297526	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10843
Merged-chr12-111404544-1	chr12	111404344	111404744	+	962.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22860
Merged-chr12-120892335-1	chr12	120892135	120892535	+	975.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22862
Merged-chr12-124086452-1	chr12	124086252	124086652	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22864
Merged-chrX-156001733-1	chrX	156001533	156001933	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10849
Merged-chr1-44849979-1	chr1	44849779	44850179	+	610.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34880
Merged-chr12-132084012-1	chr12	132083812	132084212	+	999.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22865
Merged-chr1-45411111-1	chr1	45410911	45411311	+	679.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34881
Merged-chr13-48843761-1	chr13	48843561	48843961	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22866
Merged-chr18-48781483-1	chr18	48781283	48781683	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1133
Merged-chr1-50968445-1	chr1	50968245	50968645	+	629.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34883
Merged-chr1-52703367-1	chr1	52703167	52703567	+	662.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34885
Merged-chr3-9786353-1	chr3	9786153	9786553	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1138
Merged-chr16-55021758-1	chr16	55021558	55021958	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21260
Merged-chr16-58265067-1	chr16	58264867	58265267	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21261
Merged-chr16-69873969-1	chr16	69873769	69874169	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21262
Merged-chr16-70864866-1	chr16	70864666	70865066	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21263
Merged-chr8-123923131-1	chr8	123922931	123923331	+	620.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33280
Merged-chr8-127735423-1	chr8	127735223	127735623	+	771.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33281
Merged-chr16-81469445-1	chr16	81469245	81469645	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21266
Merged-chr16-81744580-1	chr16	81744380	81744780	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21267
Merged-chr8-129682148-1	chr8	129681948	129682348	+	752.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33283
Merged-chr16-85420906-1	chr16	85420706	85421106	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21268
Merged-chr16-89923408-1	chr16	89923208	89923608	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21269
Merged-chr8-140465809-1	chr8	140465609	140466009	+	626.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33285
Merged-chr9-4679694-1	chr9	4679494	4679894	+	779.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33288
Merged-chr9-14271266-1	chr9	14271066	14271466	+	676.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33289
Merged-chr6-83160372-1	chr6	83160172	83160572	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2748
Merged-chr1-25370167-1	chr1	25369967	25370367	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10851
Merged-chr1-64894074-1	chr1	64893874	64894274	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10854
Merged-chr13-107937435-1	chr13	107937235	107937635	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22870
Merged-chr1-161162244-1	chr1	161162044	161162444	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10857
Merged-chr14-23950598-1	chr14	23950398	23950798	+	934.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22872
Merged-chr1-168845244-1	chr1	168845044	168845444	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10858
Merged-chr14-61376496-1	chr14	61376296	61376696	+	836.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22873
Merged-chr14-61487353-1	chr14	61487153	61487553	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22874
Merged-chr14-67362525-1	chr14	67362325	67362725	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22875
Merged-chr1-85259601-1	chr1	85259401	85259801	+	613.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34891
Merged-chr17-64214309-1	chr17	64214109	64214509	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1143
Merged-chr1-86827054-1	chr1	86826854	86827254	+	654.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34892
Merged-chr15-22835531-1	chr15	22835331	22835731	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22878
Merged-chr1-109604208-1	chr1	109604008	109604408	+	660.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34894
Merged-chr1-41003871-1	chr1	41003671	41004071	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1148
Merged-chr1-109985448-1	chr1	109985248	109985648	+	637.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34896
Merged-chr1-110337637-1	chr1	110337437	110337837	+	684.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34897
Merged-chr1-207520296-1	chr1	207520096	207520496	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1149
Merged-chr1-111587067-1	chr1	111586867	111587267	+	605.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34898
Merged-chr1-111755378-1	chr1	111755178	111755578	+	554.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34899
Merged-chr17-22103081-1	chr17	22102881	22103281	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21272
Merged-chr17-37286598-1	chr17	37286398	37286798	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21274
Merged-chr9-15105027-1	chr9	15104827	15105227	+	615.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33290
Merged-chr17-39919457-1	chr17	39919257	39919657	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21275
Merged-chr9-36169146-1	chr9	36168946	36169346	+	784.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33292
Merged-chr9-68619295-1	chr9	68619095	68619495	+	691.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33293
Merged-chr9-83707931-1	chr9	83707731	83708131	+	665.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33295
Merged-chr9-93235519-1	chr9	93235319	93235719	+	762.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_33297
Merged-chr2-68564645-1	chr2	68564445	68564845	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2753
Merged-chr2-121075216-1	chr2	121075016	121075416	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2754
Merged-chr4-128686332-1	chr4	128686132	128686532	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2757
Merged-chr11-61149950-1	chr11	61149750	61150150	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10862
Merged-chr13-20993732-1	chr13	20993532	20993932	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10864
Merged-chr14-30296162-1	chr14	30295962	30296362	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10866
Merged-chr15-65870598-1	chr15	65870398	65870798	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22882
Merged-chr15-66803299-1	chr15	66803099	66803499	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22883
Merged-chr19-33124842-1	chr19	33124642	33125042	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1150
Merged-chr15-33442612-1	chr15	33442412	33442812	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10869
Merged-chr15-75067297-1	chr15	75067097	75067497	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22884
Merged-chr15-92801828-1	chr15	92801628	92802028	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22885
Merged-chr9-124964846-1	chr9	124964646	124965046	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1154
Merged-chr16-21665343-1	chr16	21665143	21665543	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22887
Merged-chr16-23597289-1	chr16	23597089	23597489	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22888
Merged-chr1-219907687-1	chr1	219907487	219907887	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1158
Merged-chr11-27201739-1	chr11	27201539	27201939	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_1159
Merged-chr17-58176387-1	chr17	58176187	58176587	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21281
Merged-chr17-67825468-1	chr17	67825268	67825668	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21283
Merged-chr17-75096331-1	chr17	75096131	75096531	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21285
Merged-chr17-77735320-1	chr17	77735120	77735520	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21287
Merged-chr17-79750145-1	chr17	79749945	79750345	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21288
Merged-chr18-3246146-1	chr18	3245946	3246346	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_21289
Merged-chr4-143819269-1	chr4	143819069	143819469	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2764
Merged-chr6-39037223-1	chr6	39037023	39037423	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2767
Merged-chr6-89073198-1	chr6	89072998	89073398	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2768
Merged-chr15-50872017-1	chr15	50871817	50872217	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10870
Merged-chr18-55664059-1	chr18	55663859	55664259	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10874
Merged-chr16-29863556-1	chr16	29863356	29863756	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22890
Merged-chr18-79519941-1	chr18	79519741	79520141	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10875
Merged-chr16-30401937-1	chr16	30401737	30402137	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22891
Merged-chr16-30566679-1	chr16	30566479	30566879	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22892
