#PeakID(python scan_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_2222	chr12	56117989	56118389	+	1000	90.0	[8.880239, 7.7851515]	[151, 157]	[]	[]	[56118229, 56118235]	[]
503_22221	chr18	3595877	3596277	+	990	24.0	[]	[]	[10.389162]	[93]	[]	[3596038]
503_22223	chr18	9684953	9685353	+	547	24.0	[]	[]	[6.892782]	[166]	[]	[9685200]
503_22226	chr18	23260316	23260716	+	641	24.0	[]	[]	[10.947011]	[116]	[]	[23260501]
503_2223	chr12	57591060	57591460	+	1000	90.0	[]	[]	[9.975595]	[114]	[]	[57591222]
503_22232	chr18	58041638	58042038	+	959	24.0	[8.261184]	[116]	[]	[]	[58041848]	[]
503_22247	chr19	5139215	5139615	+	995	24.0	[10.320872]	[79]	[11.819135]	[122]	[5139385]	[5139428]
503_22253	chr19	11114047	11114447	+	961	24.0	[8.880239]	[118]	[]	[]	[11114227]	[]
503_22254	chr19	11131856	11132256	+	977	24.0	[]	[]	[6.8936343]	[75]	[]	[11132014]
503_22257	chr19	12946750	12947150	+	764	24.0	[]	[]	[8.404206]	[103]	[]	[12946934]
503_22267	chr19	17946236	17946636	+	964	24.0	[]	[]	[7.349987]	[198]	[]	[17946471]
503_22277	chr19	39969708	39970108	+	910	24.0	[11.354753]	[158]	[]	[]	[39969934]	[]
503_2228	chr16	30949969	30950369	+	1000	90.0	[12.327155]	[86]	[]	[]	[30950155]	[]
503_22283	chr19	42401753	42402153	+	923	24.0	[7.57576]	[139]	[]	[]	[42401961]	[]
503_22285	chr19	44552333	44552733	+	945	24.0	[7.7460794]	[138]	[]	[]	[44552535]	[]
503_22287	chr19	45338516	45338916	+	681	24.0	[]	[]	[7.4008026]	[180]	[]	[45338707]
503_22288	chr19	46625069	46625469	+	962	24.0	[]	[]	[7.7460794]	[214]	[]	[46625296]
503_22292	chr19	46849191	46849591	+	947	24.0	[10.796905]	[178]	[]	[]	[46849377]	[]
503_22293	chr19	47099463	47099863	+	600	24.0	[6.993913]	[139]	[]	[]	[47099641]	[]
503_22298	chr19	48937085	48937485	+	963	24.0	[]	[]	[7.6661034]	[158]	[]	[48937319]
503_223	chr1	43946494	43946894	+	1000	206.0	[]	[]	[9.1897955]	[83]	[]	[43946646]
503_2230	chr17	36601395	36601795	+	1000	90.0	[9.975595]	[98]	[]	[]	[36601586]	[]
503_22302	chr19	50741322	50741722	+	825	24.0	[]	[]	[8.271939]	[119]	[]	[50741535]
503_22303	chr19	51807024	51807424	+	855	24.0	[10.310211]	[110]	[]	[]	[51807208]	[]
503_22304	chr19	52139701	52140101	+	1000	24.0	[7.2583613]	[209]	[9.975595]	[197]	[52139939]	[52139927]
503_22305	chr19	52428946	52429346	+	948	24.0	[11.405568]	[159]	[9.80219, 7.753163]	[147, 198]	[52429151]	[52429139, 52429190]
503_22306	chr19	53161082	53161482	+	587	24.0	[]	[]	[7.8463583]	[179]	[]	[53161296]
503_22307	chr19	53769074	53769474	+	883	24.0	[]	[]	[6.892782]	[162]	[]	[53769324]
503_22314	chr2	10253433	10253833	+	970	24.0	[]	[]	[8.261184]	[75]	[]	[10253584]
503_22318	chr2	28584160	28584560	+	931	24.0	[7.1016955]	[156]	[]	[]	[28584353]	[]
503_2232	chr19	10194437	10194837	+	1000	90.0	[14.901949]	[152]	[]	[]	[10194653]	[]
503_22326	chr2	70647871	70648271	+	755	24.0	[6.7005134]	[105]	[]	[]	[70648048]	[]
503_2233	chr19	18588549	18588949	+	1000	90.0	[8.155915]	[111]	[]	[]	[18588759]	[]
503_22330	chr2	85499084	85499484	+	978	24.0	[6.6958017]	[196]	[7.753163]	[130]	[85499332]	[85499266]
503_22336	chr2	112884887	112885287	+	902	24.0	[8.372218]	[100]	[]	[]	[112885077]	[]
503_22338	chr2	113203970	113204370	+	1000	24.0	[10.310211]	[182]	[]	[]	[113204169]	[]
503_22343	chr2	134120815	134121215	+	765	24.0	[]	[]	[10.310211, 6.406941]	[162, 194]	[]	[134121029, 134121061]
503_22350	chr2	178401935	178402335	+	944	24.0	[]	[]	[7.3587046]	[137]	[]	[178402092]
503_22355	chr2	210170833	210171233	+	883	24.0	[]	[]	[6.993913]	[180]	[]	[210171025]
503_22357	chr2	219308268	219308668	+	928	24.0	[12.327155]	[183]	[]	[]	[219308463]	[]
503_22360	chr20	973708	974108	+	550	24.0	[]	[]	[14.901949]	[154]	[]	[973941]
503_22362	chr20	4661203	4661603	+	975	24.0	[]	[]	[12.327155]	[121]	[]	[4661418]
503_22365	chr20	35269394	35269794	+	760	24.0	[]	[]	[9.366932]	[129]	[]	[35269601]
503_22367	chr20	36202767	36203167	+	908	24.0	[]	[]	[7.208534]	[149]	[]	[36202982]
503_22368	chr20	36556514	36556914	+	1000	24.0	[10.846732]	[70]	[]	[]	[36556671]	[]
503_22379	chr20	62485267	62485667	+	927	24.0	[]	[]	[7.8463583]	[161]	[]	[62485489]
503_22383	chr21	13979975	13980375	+	886	24.0	[11.405568]	[158]	[]	[]	[13980201]	[]
503_22387	chr21	35103054	35103454	+	760	24.0	[]	[]	[7.259386, 7.8463583]	[126, 171]	[]	[35103208, 35103253]
503_22388	chr21	37220620	37221020	+	909	24.0	[7.3395963, 6.7925034]	[141, 152]	[]	[]	[37220787, 37220798]	[]
503_22390	chr21	39115649	39116049	+	951	24.0	[6.8936343]	[149]	[]	[]	[39115895]	[]
503_22394	chr21	42833914	42834314	+	995	24.0	[8.261184]	[173]	[]	[]	[42834155]	[]
503_224	chr12	109713354	109713754	+	1000	206.0	[6.406941]	[125]	[]	[]	[109713574]	[]
503_2240	chr2	175181595	175181995	+	1000	90.0	[]	[]	[7.2428365]	[88]	[]	[175181771]
503_22400	chr21	45970481	45970881	+	851	24.0	[10.421151]	[119]	[]	[]	[45970692]	[]
503_22409	chr22	19187272	19187672	+	916	24.0	[7.0677395, 6.615002]	[204, 221]	[]	[]	[19187504, 19187521]	[]
503_2241	chr20	1118354	1118754	+	1000	90.0	[]	[]	[12.885004]	[159]	[]	[1118596]
503_22427	chr22	19623887	19624287	+	909	24.0	[]	[]	[11.354753]	[140]	[]	[19624095]
503_2243	chr22	22156766	22157166	+	1000	90.0	[12.376983]	[93]	[]	[]	[22156935]	[]
503_22433	chr22	19813138	19813538	+	907	24.0	[]	[]	[9.366932]	[178]	[]	[19813356]
503_22434	chr22	19824204	19824604	+	936	24.0	[10.389162]	[130]	[]	[]	[19824425]	[]
503_22439	chr22	20177883	20178283	+	953	24.0	[8.77996]	[159]	[]	[]	[20178080]	[]
503_2244	chr22	29838105	29838505	+	1000	90.0	[12.327155]	[108]	[11.405568]	[73]	[29838293]	[29838258]
503_22441	chr22	20213065	20213465	+	550	24.0	[10.796905]	[140]	[]	[]	[20213218]	[]
503_2245	chr3	23945134	23945534	+	1000	90.0	[8.880239]	[90]	[]	[]	[23945319]	[]
503_22458	chr22	20818369	20818769	+	1000	24.0	[6.4858923]	[123]	[]	[]	[20818548]	[]
503_22459	chr22	20825778	20826178	+	967	24.0	[]	[]	[10.389162]	[182]	[]	[20825986]
503_22468	chr22	21101193	21101593	+	938	24.0	[8.123926]	[130]	[]	[]	[21101407]	[]
503_22487	chr22	22662867	22663267	+	903	24.0	[9.80219]	[140]	[]	[]	[22663057]	[]
503_2249	chr5	140400603	140401003	+	1000	90.0	[]	[]	[6.4858923]	[91]	[]	[140400787]
503_22496	chr22	23010220	23010620	+	981	24.0	[7.753163]	[215]	[]	[]	[23010448]	[]
503_22501	chr22	30425601	30426001	+	959	24.0	[6.8936343]	[145]	[8.497711, 6.406941]	[54, 81]	[30425844]	[30425753, 30425780]
503_22502	chr22	35230817	35231217	+	879	24.0	[7.2925353, 6.6215615]	[104, 150]	[]	[]	[35231010, 35231056]	[]
503_22507	chr22	39946641	39947041	+	920	24.0	[]	[]	[9.80219]	[187]	[]	[39946856]
503_22508	chr22	40024746	40025146	+	798	24.0	[]	[]	[8.681774]	[96]	[]	[40024900]
503_22511	chr3	4821954	4822354	+	764	24.0	[]	[]	[10.389162, 9.683048]	[79, 116]	[]	[4822116, 4822153]
503_22513	chr3	4981705	4982105	+	907	24.0	[6.8419666]	[147]	[7.753163]	[98]	[4981939]	[4981890]
503_22520	chr3	12953888	12954288	+	769	24.0	[]	[]	[8.681774]	[153]	[]	[12954105]
503_22522	chr3	14216150	14216550	+	755	24.0	[7.1016955]	[127]	[]	[]	[14216329]	[]
503_22528	chr3	17730301	17730701	+	936	24.0	[7.753163]	[87]	[]	[]	[17730470]	[]
503_22541	chr3	48739922	48740322	+	938	24.0	[7.349987]	[70]	[]	[]	[48740074]	[]
503_22543	chr3	50600196	50600596	+	893	24.0	[8.830775]	[104]	[]	[]	[50600386]	[]
503_22557	chr3	184005953	184006353	+	872	24.0	[6.9121566]	[146]	[]	[]	[184006173]	[]
503_2256	chr9	127802881	127803281	+	1000	90.0	[]	[]	[9.875317]	[151]	[]	[127803131]
503_22564	chr3	195657383	195657783	+	802	24.0	[11.455031]	[136]	[]	[]	[195657616]	[]
503_22567	chr3	196181890	196182290	+	976	24.0	[]	[]	[7.8463583]	[126]	[]	[196182107]
503_22569	chr3	197739537	197739937	+	877	24.0	[8.497711]	[108]	[]	[]	[197739741]	[]
503_2257	chr9	128455768	128456168	+	1000	90.0	[11.405568]	[124]	[]	[]	[128455985]	[]
503_22583	chr4	40198183	40198583	+	750	24.0	[9.80219]	[180]	[]	[]	[40198376]	[]
503_22586	chr4	73222872	73223272	+	922	24.0	[11.819135]	[154]	[]	[]	[73223109]	[]
503_22589	chr4	109148548	109148948	+	844	24.0	[]	[]	[7.4201775]	[137]	[]	[109148766]
503_2259	chr9	136944518	136944918	+	1000	90.0	[]	[]	[6.8739552]	[148]	[]	[136944763]
503_22593	chr4	170027194	170027594	+	643	24.0	[7.2023387]	[98]	[]	[]	[170027386]	[]
503_22594	chr4	183183318	183183718	+	928	24.0	[11.455031]	[135]	[]	[]	[183183501]	[]
503_226	chr8	66667085	66667485	+	1000	206.0	[]	[]	[10.421151]	[156]	[]	[66667268]
503_22616	chr5	132962601	132963001	+	1000	24.0	[9.326159]	[113]	[]	[]	[132962787]	[]
503_22621	chr5	139658451	139658851	+	999	24.0	[6.751365]	[138]	[]	[]	[139658651]	[]
503_22622	chr5	139671241	139671641	+	930	24.0	[6.892782]	[234]	[]	[]	[139671477]	[]
503_22627	chr5	149930401	149930801	+	825	24.0	[7.650578]	[111]	[]	[]	[149930587]	[]
503_2263	chr1	111755344	111755744	+	1000	89.0	[6.6393065, 9.783327]	[79, 86]	[]	[]	[111755520, 111755527]	[]
503_22632	chr5	170302996	170303396	+	799	24.0	[]	[]	[7.259386]	[185]	[]	[170303190]
503_22635	chr5	172932295	172932695	+	811	24.0	[]	[]	[7.475481]	[63]	[]	[172932454]
503_22636	chr5	173853356	173853756	+	910	24.0	[]	[]	[6.780644]	[134]	[]	[173853559]
503_22637	chr5	173866300	173866700	+	804	24.0	[10.897183]	[95]	[]	[]	[173866495]	[]
503_2264	chr1	156020745	156021145	+	1000	89.0	[8.261184, 14.393928, 10.947011]	[107, 135, 152]	[7.377296]	[89]	[156020924, 156020952, 156020969]	[156020906]
503_22640	chr5	178209871	178210271	+	934	24.0	[]	[]	[6.751365]	[156]	[]	[178210063]
503_22643	chr5	181239366	181239766	+	833	24.0	[8.130486]	[200]	[]	[]	[181239596]	[]
503_22644	chr6	2920860	2921260	+	719	24.0	[]	[]	[7.208534]	[101]	[]	[2921047]
503_22649	chr6	5592955	5593355	+	911	24.0	[]	[]	[6.993913]	[68]	[]	[5593119]
503_2265	chr1	172443872	172444272	+	1000	89.0	[]	[]	[11.405568]	[132]	[]	[172444078]
503_22650	chr6	6696803	6697203	+	827	24.0	[]	[]	[8.261184]	[140]	[]	[6697001]
503_22653	chr6	7172528	7172928	+	896	24.0	[]	[]	[6.4858923, 8.830775]	[132, 220]	[]	[7172681, 7172769]
503_22655	chr6	11975531	11975931	+	752	24.0	[]	[]	[9.196355]	[79]	[]	[11975708]
503_22658	chr6	13624711	13625111	+	715	24.0	[7.57576]	[129]	[]	[]	[13624889]	[]
503_2266	chr1	173824373	173824773	+	1000	89.0	[]	[]	[9.326159]	[131]	[]	[173824583]
503_22665	chr6	17703316	17703716	+	626	24.0	[]	[]	[6.8936343]	[203]	[]	[17703556]
503_2267	chr1	236604304	236604704	+	1000	89.0	[9.467575]	[129]	[10.310211]	[158]	[236604506]	[236604535]
503_22680	chr6	30716378	30716778	+	945	24.0	[]	[]	[6.8419666]	[147]	[]	[30716575]
503_22685	chr6	31789367	31789767	+	1000	24.0	[]	[]	[9.783327]	[118]	[]	[31789552]
503_22696	chr6	39196589	39196989	+	768	24.0	[]	[]	[6.993913]	[167]	[]	[39196809]
503_227	chr16	1971815	1972215	+	1000	205.0	[6.406941]	[156]	[]	[]	[1972060]	[]
503_22700	chr6	43522408	43522808	+	786	24.0	[8.261184]	[97]	[]	[]	[43522580]	[]
503_2271	chr11	356162	356562	+	1000	89.0	[]	[]	[11.455031]	[171]	[]	[356390]
503_22712	chr6	116631479	116631879	+	920	24.0	[9.783327]	[65]	[8.722507]	[140]	[116631631]	[116631706]
503_22717	chr6	139029083	139029483	+	1000	24.0	[7.4201775]	[133]	[]	[]	[139029306]	[]
503_22719	chr6	147222275	147222675	+	974	24.0	[]	[]	[7.259386]	[207]	[]	[147222488]
503_2273	chr11	70398363	70398763	+	1000	89.0	[14.901949]	[107]	[]	[]	[70398532]	[]
503_22730	chr7	636321	636721	+	848	24.0	[11.941725]	[109]	[8.372218]	[144]	[636478]	[636513]
503_22737	chr7	2734882	2735282	+	716	24.0	[10.897183]	[103]	[]	[]	[2735077]	[]
503_22739	chr7	12731283	12731683	+	780	24.0	[10.288883]	[180]	[]	[]	[12731525]	[]
503_2274	chr11	116772832	116773232	+	1000	89.0	[12.885004]	[135]	[]	[]	[116773057]	[]
503_22745	chr7	64849770	64850170	+	966	24.0	[]	[]	[7.915865]	[142]	[]	[64849956]
503_22748	chr7	66500062	66500462	+	937	24.0	[8.00715]	[159]	[7.3587046]	[171]	[66500278]	[66500290]
503_2275	chr12	121686964	121687364	+	1000	89.0	[12.885004]	[130]	[]	[]	[121687177]	[]
503_22752	chr7	74587427	74587827	+	883	24.0	[]	[]	[11.819135, 6.615002]	[121, 146]	[]	[74587631, 74587656]
503_22755	chr7	76259735	76260135	+	933	24.0	[6.406941]	[133]	[]	[]	[76259898]	[]
503_22756	chr7	76364178	76364578	+	936	24.0	[6.8936343]	[228]	[]	[]	[76364413]	[]
503_22758	chr7	88218718	88219118	+	878	24.0	[10.389162]	[153]	[]	[]	[88218950]	[]
503_22760	chr7	98418875	98419275	+	948	24.0	[7.6661034]	[141]	[]	[]	[98419089]	[]
503_22767	chr7	100800864	100801264	+	979	24.0	[6.615002]	[53]	[]	[]	[100801016]	[]
503_2277	chr15	58933345	58933745	+	1000	89.0	[6.993913]	[123]	[]	[]	[58933548]	[]
503_22776	chr7	107995097	107995497	+	1000	24.0	[6.406941]	[80]	[7.108255, 12.327155]	[66, 146]	[107995267]	[107995253, 107995333]
503_22777	chr7	111527020	111527420	+	960	24.0	[]	[]	[8.423885]	[124]	[]	[111527199]
503_2278	chr15	74315591	74315991	+	1000	89.0	[9.92478, 12.327155]	[66, 111]	[]	[]	[74315744, 74315789]	[]
503_22782	chr7	129051952	129052352	+	983	24.0	[]	[]	[13.471976]	[179]	[]	[129052200]
503_2279	chr16	1964578	1964978	+	1000	89.0	[7.650578]	[65]	[]	[]	[1964743]	[]
503_22790	chr7	136061382	136061782	+	905	24.0	[]	[]	[6.730932]	[165]	[]	[136061630]
503_22793	chr7	139962470	139962870	+	969	24.0	[6.993913]	[164]	[]	[]	[139962679]	[]
503_22794	chr7	143382774	143383174	+	958	24.0	[]	[]	[6.486581]	[96]	[]	[143382932]
503_22797	chr7	148724396	148724796	+	884	24.0	[]	[]	[10.389162]	[144]	[]	[148724574]
503_228	chr1	160540123	160540523	+	1000	204.0	[9.276331]	[117]	[]	[]	[160540337]	[]
503_22800	chr7	149026701	149027101	+	971	24.0	[11.206739]	[143]	[]	[]	[149026930]	[]
503_22806	chr7	151078240	151078640	+	949	24.0	[6.862329]	[68]	[]	[]	[151078394]	[]
503_22807	chr7	151108346	151108746	+	792	24.0	[]	[]	[7.475481]	[89]	[]	[151108526]
503_2281	chr17	46922966	46923366	+	1000	89.0	[11.206739]	[69]	[]	[]	[46923121]	[]
503_22815	chr7	157041871	157042271	+	1000	24.0	[6.7845144]	[164]	[]	[]	[157042098]	[]
503_22817	chr7	157302389	157302789	+	988	24.0	[10.897183]	[83]	[8.830775]	[110]	[157302568]	[157302595]
503_22818	chr8	1701166	1701566	+	796	24.0	[]	[]	[9.1897955]	[94]	[]	[1701330]
503_2282	chr17	74671212	74671612	+	1000	89.0	[8.253076]	[150]	[]	[]	[74671460]	[]
503_22830	chr8	29529482	29529882	+	1000	24.0	[7.7460794]	[124]	[7.8467226]	[201]	[29529637]	[29529714]
503_22835	chr8	61023486	61023886	+	920	24.0	[6.8936343]	[115]	[]	[]	[61023688]	[]
503_22846	chr8	130194606	130195006	+	948	24.0	[6.862329]	[80]	[]	[]	[130194772]	[]
503_22855	chr8	144401884	144402284	+	919	24.0	[8.880239, 7.8463583]	[116, 173]	[]	[]	[144402054, 144402111]	[]
503_22856	chr9	2017339	2017739	+	840	24.0	[9.005733]	[232]	[]	[]	[2017583]	[]
503_22858	chr9	36136122	36136522	+	632	24.0	[8.929101]	[150]	[]	[]	[36136305]	[]
503_2286	chr2	15591618	15592018	+	1000	89.0	[11.455031]	[138]	[]	[]	[15591849]	[]
503_22861	chr9	83622915	83623315	+	862	24.0	[7.7103596]	[155]	[]	[]	[83623137]	[]
503_22869	chr9	112173865	112174265	+	976	24.0	[]	[]	[6.993913]	[102]	[]	[112174047]
503_22870	chr9	114238930	114239330	+	808	24.0	[6.924771]	[72]	[]	[]	[114239099]	[]
503_22874	chr9	120866754	120867154	+	976	24.0	[6.4858923]	[123]	[]	[]	[120866934]	[]
503_22885	chr9	128197368	128197768	+	817	24.0	[]	[]	[7.7103596]	[178]	[]	[128197594]
503_22888	chr9	129167159	129167559	+	963	24.0	[]	[]	[7.208534]	[77]	[]	[129167333]
503_22890	chr9	129752716	129753116	+	751	24.0	[6.615002]	[149]	[]	[]	[129752961]	[]
503_22895	chr9	130889054	130889454	+	961	24.0	[7.57576]	[114]	[]	[]	[130889254]	[]
503_22898	chr9	131231908	131232308	+	652	24.0	[]	[]	[8.631947]	[197]	[]	[131232151]
503_229	chr22	18077698	18078098	+	1000	204.0	[]	[]	[9.975595]	[87]	[]	[18077865]
503_22900	chr9	131407818	131408218	+	741	24.0	[]	[]	[6.993913]	[126]	[]	[131408023]
503_22908	chr9	136787682	136788082	+	953	24.0	[]	[]	[7.3005238]	[110]	[]	[136787882]
503_22915	chrUn_GL000220v1	119679	120079	+	809	24.0	[]	[]	[8.226053]	[116]	[]	[119895]
503_22918	chrX	40266956	40267356	+	972	24.0	[7.8463583]	[185]	[8.445345]	[157]	[40267174]	[40267146]
503_2292	chr4	52712316	52712716	+	1000	89.0	[]	[]	[6.993913]	[149]	[]	[52712550]
503_22920	chrX	44872244	44872644	+	926	24.0	[]	[]	[6.406941]	[159]	[]	[44872458]
503_22921	chrX	47563731	47564131	+	960	24.0	[]	[]	[7.3005238]	[159]	[]	[47563980]
503_22923	chrX	48470246	48470646	+	988	24.0	[10.796905]	[172]	[]	[]	[48470473]	[]
503_22927	chrX	71533856	71534256	+	764	24.0	[]	[]	[6.633814]	[155]	[]	[71534095]
503_2293	chr4	138910769	138911169	+	1000	89.0	[9.276331]	[117]	[]	[]	[138910954]	[]
503_22930	chrX	120468926	120469326	+	981	24.0	[8.404206]	[190]	[]	[]	[120469154]	[]
503_22931	chrX	134914904	134915304	+	968	24.0	[9.276331]	[190]	[]	[]	[134915145]	[]
503_22932	chrX	147911707	147912107	+	1000	24.0	[]	[]	[14.901949]	[192]	[]	[147911951]
503_22934	chrX	154123752	154124152	+	950	24.0	[9.80219]	[229]	[]	[]	[154124002]	[]
503_22939	chr1	1390650	1391050	+	746	23.0	[8.261184]	[150]	[]	[]	[1390879]	[]
503_2294	chr4	183506111	183506511	+	1000	89.0	[7.259386]	[230]	[11.405568]	[216]	[183506354]	[183506340]
503_22941	chr1	2190415	2190815	+	556	23.0	[]	[]	[12.885004]	[73]	[]	[2190580]
503_22948	chr1	6889899	6890299	+	904	23.0	[]	[]	[7.885317]	[138]	[]	[6890118]
503_2295	chr5	43483727	43484127	+	1000	89.0	[7.208534]	[175]	[]	[]	[43483971]	[]
503_22954	chr1	11969236	11969636	+	871	23.0	[8.423885]	[85]	[]	[]	[11969402]	[]
503_22961	chr1	15942904	15943304	+	835	23.0	[8.303927]	[183]	[]	[]	[15943139]	[]
503_22986	chr1	26129244	26129644	+	580	23.0	[7.915865]	[172]	[]	[]	[26129469]	[]
503_2299	chr6	31541833	31542233	+	1000	89.0	[12.963955]	[157]	[14.901949]	[87]	[31542080]	[31542010]
503_22990	chr1	26938068	26938468	+	873	23.0	[6.6215615]	[199]	[]	[]	[26938314]	[]
503_22991	chr1	27097351	27097751	+	702	23.0	[8.322755]	[141]	[]	[]	[27097592]	[]
503_2300	chr6	33410225	33410625	+	1000	89.0	[7.2925353]	[100]	[]	[]	[33410419]	[]
503_23002	chr1	32187775	32188175	+	884	23.0	[9.656025]	[163]	[]	[]	[32187964]	[]
503_2302	chr6	157515048	157515448	+	1000	89.0	[]	[]	[8.631947]	[99]	[]	[157515237]
503_23020	chr1	43980882	43981282	+	921	23.0	[9.92478]	[135]	[]	[]	[43981116]	[]
503_23021	chr1	44005559	44005959	+	632	23.0	[]	[]	[7.208534]	[189]	[]	[44005760]
503_23027	chr1	51850788	51851188	+	761	23.0	[6.4858923]	[99]	[]	[]	[51850969]	[]
503_23037	chr1	109803193	109803593	+	947	23.0	[]	[]	[6.862329]	[163]	[]	[109803394]
503_2304	chr7	90346473	90346873	+	1000	89.0	[]	[]	[7.099728, 6.892782]	[152, 166]	[]	[90346707, 90346721]
503_23040	chr1	111733314	111733714	+	950	23.0	[10.310211]	[121]	[]	[]	[111733482]	[]
503_23045	chr1	113677258	113677658	+	668	23.0	[]	[]	[6.730932, 7.6478944]	[70, 141]	[]	[113677415, 113677486]
503_23047	chr1	116376242	116376642	+	868	23.0	[8.261184]	[197]	[]	[]	[116376481]	[]
503_23050	chr1	116679230	116679630	+	905	23.0	[6.8936343]	[112]	[]	[]	[116679405]	[]
503_23057	chr1	151534692	151535092	+	881	23.0	[]	[]	[6.8936343]	[90]	[]	[151534860]
503_23060	chr1	153627980	153628380	+	939	23.0	[]	[]	[6.8936343]	[114]	[]	[153628176]
503_23069	chr1	156516807	156517207	+	857	23.0	[]	[]	[7.2023387]	[67]	[]	[156516961]
503_2307	chr7	106598721	106599121	+	1000	89.0	[]	[]	[8.722507]	[101]	[]	[106598917]
503_23070	chr1	156584791	156585191	+	919	23.0	[8.880239]	[75]	[]	[]	[156584943]	[]
503_23091	chr1	201448008	201448408	+	748	23.0	[]	[]	[6.730932]	[183]	[]	[201448197]
503_23096	chr1	202203526	202203926	+	883	23.0	[7.099728]	[146]	[]	[]	[202203765]	[]
503_23100	chr1	203726497	203726897	+	853	23.0	[7.377296]	[111]	[]	[]	[203726705]	[]
503_2311	chr8	143278632	143279032	+	1000	89.0	[6.6215615]	[156]	[]	[]	[143278850]	[]
503_23116	chr1	234528072	234528472	+	928	23.0	[]	[]	[8.638506]	[162]	[]	[234528294]
503_23118	chr1	234999667	235000067	+	555	23.0	[6.615002]	[205]	[]	[]	[234999904]	[]
503_2312	chr9	127424189	127424589	+	1000	89.0	[14.901949]	[78]	[]	[]	[127424367]	[]
503_23121	chr10	5284380	5284780	+	963	23.0	[9.276331]	[97]	[]	[]	[5284573]	[]
503_23122	chr10	5496342	5496742	+	890	23.0	[]	[]	[8.631947]	[196]	[]	[5496585]
503_23128	chr10	41315328	41315728	+	926	23.0	[6.6002345]	[58]	[]	[]	[41315485]	[]
503_2314	chr9	132406621	132407021	+	1000	89.0	[11.405568, 11.851124]	[107, 130]	[9.1897955]	[151]	[132406820, 132406843]	[132406864]
503_23142	chr10	72981842	72982242	+	956	23.0	[8.880239]	[97]	[]	[]	[72982012]	[]
503_23150	chr10	92699359	92699759	+	922	23.0	[]	[]	[8.00715]	[108]	[]	[92699519]
503_23153	chr10	101067771	101068171	+	833	23.0	[7.6478944, 12.327155]	[118, 154]	[]	[]	[101067973, 101068009]	[]
503_23160	chr10	132453056	132453456	+	771	23.0	[10.698719]	[184]	[]	[]	[132453277]	[]
503_23166	chr11	3154047	3154447	+	927	23.0	[8.77996]	[194]	[]	[]	[3154282]	[]
503_23171	chr11	9652218	9652618	+	817	23.0	[]	[]	[10.897183]	[128]	[]	[9652430]
503_23186	chr11	58770765	58771165	+	878	23.0	[6.8936343]	[130]	[]	[]	[58770987]	[]
503_23198	chr11	66021003	66021403	+	913	23.0	[7.57576]	[126]	[8.830775]	[110]	[66021178]	[66021162]
503_232	chr5	168579480	168579880	+	1000	203.0	[]	[]	[8.404206]	[91]	[]	[168579659]
503_23204	chr11	67071660	67072060	+	821	23.0	[]	[]	[7.3005238]	[107]	[]	[67071856]
503_23207	chr11	69010897	69011297	+	788	23.0	[10.897548]	[105]	[7.349987]	[84]	[69011082]	[69011061]
503_23211	chr11	72414147	72414547	+	933	23.0	[6.892782]	[143]	[]	[]	[72414384]	[]
503_23214	chr11	73288650	73289050	+	944	23.0	[]	[]	[10.796905]	[118]	[]	[73288867]
503_23219	chr11	83287633	83288033	+	858	23.0	[]	[]	[8.830775]	[103]	[]	[83287827]
503_2322	chr1	16054075	16054475	+	1000	88.0	[]	[]	[11.819135]	[52]	[]	[16054226]
503_23220	chr11	94768693	94769093	+	584	23.0	[]	[]	[6.859596]	[209]	[]	[94768944]
503_23229	chr11	126310473	126310873	+	864	23.0	[]	[]	[7.753163]	[107]	[]	[126310635]
503_2323	chr1	23558291	23558691	+	1000	88.0	[]	[]	[7.896186]	[64]	[]	[23558452]
503_23236	chr12	23423073	23423473	+	666	23.0	[]	[]	[9.5422535]	[85]	[]	[23423252]
503_23237	chr12	26832896	26833296	+	841	23.0	[]	[]	[10.389162]	[144]	[]	[26833058]
503_2324	chr1	24413458	24413858	+	1000	88.0	[7.916553]	[109]	[]	[]	[24413656]	[]
503_23241	chr12	47808959	47809359	+	917	23.0	[10.897183]	[106]	[]	[]	[47809148]	[]
503_23250	chr12	53701771	53702171	+	760	23.0	[7.1016955]	[165]	[]	[]	[53702019]	[]
503_23255	chr12	64608982	64609382	+	857	23.0	[]	[]	[8.672809]	[151]	[]	[64609136]
503_23257	chr12	69330949	69331349	+	938	23.0	[]	[]	[11.405568]	[169]	[]	[69331176]
503_23259	chr12	108559683	108560083	+	669	23.0	[10.389162]	[150]	[]	[]	[108559898]	[]
503_2326	chr1	45550671	45551071	+	1000	88.0	[]	[]	[7.916553]	[123]	[]	[45550888]
503_23262	chr12	111578091	111578491	+	882	23.0	[]	[]	[12.327155]	[173]	[]	[111578328]
503_23263	chr12	111753150	111753550	+	845	23.0	[6.615002]	[104]	[]	[]	[111753333]	[]
503_23267	chr12	121629721	121630121	+	926	23.0	[]	[]	[6.892782, 10.310211]	[90, 134]	[]	[121629902, 121629946]
503_23268	chr12	124715572	124715972	+	691	23.0	[6.7055626]	[138]	[]	[]	[124715738]	[]
503_2327	chr1	155563039	155563439	+	1000	88.0	[]	[]	[8.372218]	[89]	[]	[155563216]
