#PeakID(python identify_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_21851	chr22	19231615	19232015	+	704	28.5	[7.408826]	[136]	[10.276439]	[126]	[19231804]	[19231794]
28_21856	chr22	20200645	20201045	+	558	28.5	[7.408826]	[93]	[]	[]	[20200833]	[]
28_21866	chr22	22171446	22171846	+	696	28.5	[7.408826]	[83]	[]	[]	[22171622]	[]
28_21875	chr22	23010677	23011077	+	578	28.5	[]	[]	[7.408826]	[145]	[]	[23010852]
28_21902	chr3	124730406	124730806	+	675	28.5	[7.408826]	[83]	[]	[]	[124730566]	[]
28_21906	chr3	150429715	150430115	+	739	28.5	[10.276439]	[100]	[]	[]	[150429866]	[]
28_21907	chr3	153160822	153161222	+	626	28.5	[]	[]	[10.276439]	[223]	[]	[153161055]
28_21913	chr3	179269102	179269502	+	712	28.5	[7.657809]	[175]	[]	[]	[179269322]	[]
28_21917	chr3	185660300	185660700	+	724	28.5	[]	[]	[7.657809]	[117]	[]	[185660453]
28_21926	chr4	25234607	25235007	+	720	28.5	[]	[]	[7.408826]	[148]	[]	[25234798]
28_21945	chr4	143344846	143345246	+	705	28.5	[10.276439]	[134]	[7.0441737]	[122]	[143345043]	[143345031]
28_21947	chr4	169810329	169810729	+	664	28.5	[]	[]	[7.408826]	[125]	[]	[169810551]
28_21957	chr5	57693064	57693464	+	546	28.5	[7.657809]	[144]	[10.276439]	[73]	[57693291]	[57693220]
28_21961	chr5	75620014	75620414	+	727	28.5	[]	[]	[7.408826]	[238]	[]	[75620253]
28_21971	chr5	131417133	131417533	+	714	28.5	[7.408826]	[98]	[10.276439]	[108]	[131417321]	[131417331]
28_21975	chr5	143402075	143402475	+	576	28.5	[7.408826]	[160]	[]	[]	[143402268]	[]
28_21980	chr5	151164774	151165174	+	706	28.5	[7.0441737]	[129]	[10.276439]	[96]	[151164988]	[151164955]
28_21983	chr5	171907775	171908175	+	698	28.5	[]	[]	[10.276439]	[157]	[]	[171908009]
28_2199	chr6	17819929	17820329	+	1000	57.5	[7.0441737]	[143]	[]	[]	[17820117]	[]
28_22000	chr6	33183312	33183712	+	572	28.5	[]	[]	[10.276439]	[112]	[]	[33183509]
28_22002	chr6	36029431	36029831	+	683	28.5	[7.657809, 7.408826]	[90, 157]	[]	[]	[36029584, 36029651]	[]
28_22006	chr6	39227538	39227938	+	698	28.5	[10.276439]	[131]	[]	[]	[39227700]	[]
28_22013	chr6	44120923	44121323	+	678	28.5	[7.408826]	[143]	[]	[]	[44121074]	[]
28_22015	chr6	45714772	45715172	+	714	28.5	[]	[]	[10.276439]	[87]	[]	[45714935]
28_22031	chr6	105077668	105078068	+	569	28.5	[10.276439]	[188]	[7.408826]	[176]	[105077883]	[105077871]
28_22033	chr6	106628824	106629224	+	705	28.5	[7.657809]	[97]	[]	[]	[106629015]	[]
28_22038	chr6	110873390	110873790	+	541	28.5	[7.408826]	[209]	[]	[]	[110873637]	[]
28_22039	chr6	113935971	113936371	+	656	28.5	[]	[]	[7.408826]	[113]	[]	[113936130]
28_22047	chr6	139371979	139372379	+	698	28.5	[]	[]	[7.657809]	[116]	[]	[139372158]
28_22052	chr6	157382805	157383205	+	709	28.5	[7.657809]	[134]	[]	[]	[157383009]	[]
28_22066	chr7	12734857	12735257	+	674	28.5	[7.0441737]	[178]	[]	[]	[12735100]	[]
28_22075	chr7	29842318	29842718	+	600	28.5	[7.408826]	[64]	[7.408826]	[103]	[29842471]	[29842510]
28_22088	chr7	76354641	76355041	+	597	28.5	[10.276439]	[134]	[]	[]	[76354809]	[]
28_22103	chr7	106466171	106466571	+	576	28.5	[]	[]	[7.0441737]	[188]	[]	[106466410]
28_22104	chr7	107174312	107174712	+	707	28.5	[]	[]	[10.276439]	[204]	[]	[107174541]
28_2211	chr7	106792978	106793378	+	1000	57.5	[10.276439]	[163]	[]	[]	[106793198]	[]
28_22115	chr7	129949916	129950316	+	676	28.5	[]	[]	[7.408826]	[189]	[]	[129950152]
28_22129	chr7	149753651	149754051	+	724	28.5	[7.657809]	[66]	[7.657809]	[87]	[149753805]	[149753826]
28_2214	chr7	121041680	121042080	+	1000	57.5	[10.276439]	[147]	[]	[]	[121041898]	[]
28_22156	chr8	72287017	72287417	+	600	28.5	[7.0441737]	[180]	[]	[]	[72287266]	[]
28_22163	chr8	95133088	95133488	+	660	28.5	[]	[]	[9.601446]	[138]	[]	[95133312]
28_22165	chr8	100938625	100939025	+	709	28.5	[7.408826]	[143]	[]	[]	[100938792]	[]
28_22171	chr8	124815345	124815745	+	692	28.5	[]	[]	[7.657809]	[184]	[]	[124815545]
28_2218	chr8	90197370	90197770	+	1000	57.5	[7.408826]	[123]	[]	[]	[90197574]	[]
28_2219	chr8	101149760	101150160	+	1000	57.5	[7.408826]	[205]	[]	[]	[101149990]	[]
28_22194	chr9	112093524	112093924	+	677	28.5	[]	[]	[10.276439]	[135]	[]	[112093675]
28_22208	chrUn_KI270742v1	11682	12082	+	714	28.5	[]	[]	[10.276439]	[106]	[]	[11867]
28_22212	chrX	131813002	131813402	+	717	28.5	[]	[]	[10.276439]	[179]	[]	[131813211]
28_22214	chrX	136872348	136872748	+	584	28.5	[7.0441737]	[147]	[7.657809]	[99]	[136872570]	[136872522]
28_22219	chr1	10209727	10210127	+	687	28.0	[10.276439]	[120]	[7.657809]	[97]	[10209942]	[10209919]
28_22220	chr1	11979711	11980111	+	583	28.0	[7.408826]	[161]	[]	[]	[11979890]	[]
28_22224	chr1	19341288	19341688	+	617	28.0	[7.0441737]	[126]	[]	[]	[19341448]	[]
28_22244	chr1	37561832	37562232	+	647	28.0	[7.657809]	[175]	[]	[]	[37562031]	[]
28_22250	chr1	40073749	40074149	+	632	28.0	[10.276439]	[152]	[7.408826]	[224]	[40073919]	[40073991]
28_22252	chr1	42684428	42684828	+	665	28.0	[10.276439]	[229]	[]	[]	[42684666]	[]
28_22254	chr1	43651645	43652045	+	692	28.0	[9.601446]	[118]	[]	[]	[43651859]	[]
28_22260	chr1	52143007	52143407	+	694	28.0	[7.0441737]	[105]	[]	[]	[52143187]	[]
28_22266	chr1	89634065	89634465	+	672	28.0	[]	[]	[7.408826]	[115]	[]	[89634264]
28_22270	chr1	109931162	109931562	+	574	28.0	[10.276439]	[162]	[]	[]	[109931403]	[]
28_22279	chr1	155084733	155085133	+	597	28.0	[]	[]	[7.408826]	[151]	[]	[155084979]
28_22283	chr1	156895029	156895429	+	628	28.0	[]	[]	[7.408826, 9.601446]	[134, 170]	[]	[156895241, 156895277]
28_2229	chr9	131162631	131163031	+	1000	57.5	[7.657809]	[105]	[]	[]	[131162800]	[]
28_22296	chr1	179230794	179231194	+	712	28.0	[7.657809]	[82]	[9.601446]	[140]	[179230966]	[179231024]
28_22302	chr1	183475921	183476321	+	695	28.0	[7.657809]	[119]	[]	[]	[183476110]	[]
28_22304	chr1	185733829	185734229	+	667	28.0	[]	[]	[7.408826]	[149]	[]	[185734047]
28_22308	chr1	203289766	203290166	+	624	28.0	[]	[]	[10.276439]	[174]	[]	[203289966]
28_2231	chr1	2255716	2256116	+	1000	57.0	[7.408826, 7.408826, 7.408826, 7.408826]	[111, 145, 171, 203]	[]	[]	[2255867, 2255901, 2255927, 2255959]	[]
28_22320	chr1	233669950	233670350	+	605	28.0	[7.657809]	[185]	[]	[]	[233670186]	[]
28_22329	chr10	21529510	21529910	+	669	28.0	[]	[]	[10.276439]	[142]	[]	[21529739]
28_22335	chr10	46786668	46787068	+	666	28.0	[9.601446, 9.601446]	[129, 135]	[]	[]	[46786843, 46786849]	[]
28_22337	chr10	60170386	60170786	+	638	28.0	[10.276439]	[123]	[]	[]	[60170606]	[]
28_2234	chr1	16146228	16146628	+	1000	57.0	[]	[]	[10.276439]	[134]	[]	[16146430]
28_22344	chr10	72694573	72694973	+	619	28.0	[10.276439]	[223]	[]	[]	[72694811]	[]
28_22358	chr11	4146012	4146412	+	669	28.0	[]	[]	[7.408826]	[107]	[]	[4146197]
28_2236	chr1	35268272	35268672	+	1000	57.0	[10.276439]	[153]	[7.0441737]	[111]	[35268488]	[35268446]
28_22364	chr11	46075075	46075475	+	557	28.0	[10.276439]	[93]	[]	[]	[46075251]	[]
28_22369	chr11	60085850	60086250	+	679	28.0	[]	[]	[7.408826]	[152]	[]	[60086071]
28_2238	chr1	51284458	51284858	+	1000	57.0	[]	[]	[10.276439]	[121]	[]	[51284645]
28_2239	chr1	92858909	92859309	+	1000	57.0	[]	[]	[10.276439]	[139]	[]	[92859104]
28_22396	chr12	53345157	53345557	+	647	28.0	[7.0441737, 10.276439]	[95, 136]	[]	[]	[53345333, 53345374]	[]
28_22399	chr12	57243621	57244021	+	681	28.0	[7.408826]	[107]	[]	[]	[57243817]	[]
28_224	chr7	141738069	141738469	+	1000	124.5	[10.276439]	[154]	[]	[]	[141738295]	[]
28_2240	chr1	143252947	143253347	+	1000	57.0	[10.276439, 7.657809, 10.276439, 7.657809, 7.657809, 7.657809]	[61, 77, 87, 103, 129, 152]	[]	[]	[143253102, 143253118, 143253128, 143253144, 143253170, 143253193]	[]
28_22402	chr12	64720825	64721225	+	669	28.0	[7.0441737]	[107]	[]	[]	[64721029]	[]
28_22424	chr12	122499853	122500253	+	613	28.0	[7.408826]	[134]	[]	[]	[122500036]	[]
28_22428	chr13	80604247	80604647	+	671	28.0	[10.276439]	[240]	[]	[]	[80604491]	[]
28_22431	chr13	91370548	91370948	+	565	28.0	[7.657809]	[138]	[]	[]	[91370742]	[]
28_22434	chr13	91722353	91722753	+	630	28.0	[]	[]	[7.657809]	[131]	[]	[91722531]
28_22436	chr13	97222201	97222601	+	675	28.0	[10.276439]	[117]	[]	[]	[97222367]	[]
28_22445	chr14	49861947	49862347	+	681	28.0	[9.601446]	[129]	[10.276439]	[74]	[49862165]	[49862110]
28_22453	chr15	37056240	37056640	+	704	28.0	[7.408826]	[160]	[]	[]	[37056445]	[]
28_22459	chr15	42595870	42596270	+	547	28.0	[]	[]	[10.276439]	[158]	[]	[42596057]
28_22485	chr16	11052070	11052470	+	565	28.0	[7.408826]	[156]	[]	[]	[11052277]	[]
28_22486	chr16	11233021	11233421	+	678	28.0	[7.408826]	[228]	[7.0441737]	[233]	[11233263]	[11233268]
28_225	chr4	40200971	40201371	+	1000	124.0	[]	[]	[10.276439]	[105]	[]	[40201169]
28_22501	chr16	57994652	57995052	+	609	28.0	[]	[]	[7.408826]	[148]	[]	[57994877]
28_22504	chr16	69566722	69567122	+	662	28.0	[7.0441737, 7.408826]	[109, 186]	[]	[]	[69566889, 69566966]	[]
28_22505	chr16	71943795	71944195	+	667	28.0	[10.276439, 7.408826]	[134, 200]	[10.276439]	[167]	[71943950, 71944016]	[71943983]
28_22511	chr16	85275546	85275946	+	543	28.0	[]	[]	[10.276439]	[103]	[]	[85275743]
28_22514	chr16	85561913	85562313	+	664	28.0	[]	[]	[7.408826]	[146]	[]	[85562119]
28_2252	chr12	56158207	56158607	+	1000	57.0	[]	[]	[7.408826]	[92]	[]	[56158370]
28_22520	chr17	30376646	30377046	+	684	28.0	[]	[]	[7.408826]	[169]	[]	[30376873]
28_22527	chr17	39402554	39402954	+	672	28.0	[]	[]	[10.276439]	[80]	[]	[39402731]
28_22530	chr17	40101048	40101448	+	603	28.0	[7.657809]	[198]	[]	[]	[40101294]	[]
28_2254	chr12	109477383	109477783	+	1000	57.0	[7.408826, 9.601446]	[84, 122]	[]	[]	[109477553, 109477591]	[]
28_22544	chr17	60142802	60143202	+	588	28.0	[]	[]	[10.276439]	[101]	[]	[60142978]
28_22552	chr17	68035101	68035501	+	678	28.0	[]	[]	[7.408826]	[182]	[]	[68035325]
28_2256	chr16	29863233	29863633	+	1000	57.0	[7.408826]	[107]	[]	[]	[29863410]	[]
28_22569	chr18	3449637	3450037	+	701	28.0	[10.276439, 9.601446]	[135, 151]	[]	[]	[3449826, 3449842]	[]
28_2257	chr16	31074176	31074576	+	1000	57.0	[7.408826]	[205]	[]	[]	[31074416]	[]
28_22572	chr18	9119546	9119946	+	660	28.0	[7.408826]	[84]	[7.408826]	[150]	[9119722]	[9119788]
28_22578	chr18	45974154	45974554	+	658	28.0	[9.601446]	[61]	[]	[]	[45974309]	[]
28_22587	chr19	10862983	10863383	+	559	28.0	[]	[]	[7.0441737]	[169]	[]	[10863226]
28_22601	chr19	38931064	38931464	+	703	28.0	[7.408826]	[127]	[]	[]	[38931240]	[]
28_22614	chr2	3576244	3576644	+	581	28.0	[]	[]	[7.408826]	[193]	[]	[3576485]
28_22615	chr2	8679379	8679779	+	564	28.0	[]	[]	[10.276439]	[157]	[]	[8679562]
28_22617	chr2	11342729	11343129	+	578	28.0	[]	[]	[10.276439]	[129]	[]	[11342951]
28_22624	chr2	32358249	32358649	+	690	28.0	[]	[]	[7.657809]	[163]	[]	[32358418]
28_22630	chr2	48134673	48135073	+	656	28.0	[]	[]	[7.408826]	[81]	[]	[48134830]
28_22633	chr2	54971798	54972198	+	626	28.0	[10.276439]	[191]	[]	[]	[54972040]	[]
28_22639	chr2	74142426	74142826	+	691	28.0	[7.408826]	[215]	[7.408826]	[168]	[74142661]	[74142614]
28_2264	chr2	99180926	99181326	+	1000	57.0	[7.408826]	[89]	[]	[]	[99181093]	[]
28_22640	chr2	74530873	74531273	+	677	28.0	[]	[]	[7.657809]	[133]	[]	[74531074]
28_22641	chr2	84459676	84460076	+	580	28.0	[]	[]	[7.657809]	[198]	[]	[84459897]
28_2266	chr2	144582715	144583115	+	1000	57.0	[7.408826]	[207]	[]	[]	[144582943]	[]
28_22681	chr20	49916524	49916924	+	652	28.0	[7.657809]	[144]	[]	[]	[49916740]	[]
28_22687	chr20	53176021	53176421	+	687	28.0	[10.276439, 7.408826]	[124, 133]	[]	[]	[53176183, 53176192]	[]
28_227	chr3	141487581	141487981	+	1000	123.5	[]	[]	[7.408826]	[97]	[]	[141487776]
28_22713	chr22	20785526	20785926	+	625	28.0	[]	[]	[7.408826, 7.408826]	[120, 150]	[]	[20785726, 20785756]
28_22733	chr3	13417510	13417910	+	677	28.0	[10.276439]	[108]	[]	[]	[13417699]	[]
28_22750	chr3	99825281	99825681	+	580	28.0	[10.276439]	[189]	[]	[]	[99825518]	[]
28_22759	chr3	157116441	157116841	+	550	28.0	[7.0441737, 7.408826]	[72, 82]	[10.276439]	[127]	[157116594, 157116604]	[157116649]
28_2276	chr6	26197251	26197651	+	1000	57.0	[7.408826]	[139]	[]	[]	[26197428]	[]
28_22763	chr3	172070137	172070537	+	587	28.0	[9.601446]	[226]	[]	[]	[172070373]	[]
28_22765	chr3	172991632	172992032	+	676	28.0	[]	[]	[7.657809]	[154]	[]	[172991859]
28_22766	chr3	177673382	177673782	+	652	28.0	[7.408826]	[167]	[]	[]	[177673580]	[]
28_22778	chr3	196943149	196943549	+	680	28.0	[7.408826, 7.657809]	[78, 148]	[]	[]	[196943304, 196943374]	[]
28_22785	chr4	73729647	73730047	+	675	28.0	[7.408826, 7.657809]	[100, 179]	[]	[]	[73729816, 73729895]	[]
28_22786	chr4	74320405	74320805	+	643	28.0	[7.408826]	[159]	[]	[]	[74320595]	[]
28_2279	chr6	157667263	157667663	+	1000	57.0	[]	[]	[9.601446]	[124]	[]	[157667481]
28_22793	chr4	98970279	98970679	+	672	28.0	[10.276439]	[223]	[7.657809]	[154]	[98970515]	[98970446]
28_22795	chr4	102503757	102504157	+	706	28.0	[7.657809]	[145]	[]	[]	[102503993]	[]
28_22802	chr4	143184335	143184735	+	682	28.0	[7.408826, 7.408826]	[93, 120]	[]	[]	[143184499, 143184526]	[]
28_22811	chr5	15013878	15014278	+	554	28.0	[7.657809]	[108]	[]	[]	[15014081]	[]
28_22817	chr5	76542781	76543181	+	659	28.0	[]	[]	[7.408826]	[194]	[]	[76543004]
28_22818	chr5	79612920	79613320	+	680	28.0	[]	[]	[7.408826]	[207]	[]	[79613168]
28_22824	chr5	126845926	126846326	+	655	28.0	[7.657809]	[102]	[]	[]	[126846091]	[]
28_22826	chr5	132272739	132273139	+	580	28.0	[10.276439]	[138]	[]	[]	[132272937]	[]
28_22830	chr5	138213242	138213642	+	661	28.0	[]	[]	[9.601446]	[110]	[]	[138213409]
28_22834	chr5	146204371	146204771	+	692	28.0	[]	[]	[10.276439]	[83]	[]	[146204541]
28_22851	chr6	17724909	17725309	+	654	28.0	[7.408826]	[103]	[]	[]	[17725062]	[]
28_22854	chr6	18503854	18504254	+	579	28.0	[]	[]	[7.408826]	[181]	[]	[18504042]
28_2286	chr8	29225653	29226053	+	1000	57.0	[10.276439]	[124]	[7.408826]	[191]	[29225818]	[29225885]
28_22860	chr6	28741156	28741556	+	676	28.0	[7.0441737]	[138]	[]	[]	[28741368]	[]
28_22863	chr6	32853687	32854087	+	586	28.0	[]	[]	[10.276439]	[142]	[]	[32853909]
28_2287	chr8	85959078	85959478	+	1000	57.0	[7.657809]	[145]	[]	[]	[85959289]	[]
28_22870	chr6	36360668	36361068	+	663	28.0	[]	[]	[10.276439]	[117]	[]	[36360831]
28_22876	chr6	49744265	49744665	+	689	28.0	[7.408826]	[128]	[]	[]	[49744427]	[]
28_22898	chr6	138428780	138429180	+	663	28.0	[10.276439]	[137]	[]	[]	[138428989]	[]
28_22899	chr6	139977800	139978200	+	684	28.0	[10.276439]	[74]	[]	[]	[139977966]	[]
28_22901	chr6	157020488	157020888	+	666	28.0	[7.408826, 10.276439, 7.408826]	[113, 143, 155]	[]	[]	[157020686, 157020716, 157020728]	[]
28_22906	chr6	159805385	159805785	+	597	28.0	[7.408826, 7.408826]	[130, 203]	[]	[]	[159805549, 159805622]	[]
28_2291	chr1	40257736	40258136	+	1000	56.5	[]	[]	[7.408826]	[111]	[]	[40257909]
28_22916	chr7	22663024	22663424	+	677	28.0	[]	[]	[7.408826]	[179]	[]	[22663226]
28_22919	chr7	25116699	25117099	+	663	28.0	[]	[]	[7.408826]	[164]	[]	[25116929]
28_22920	chr7	32732708	32733108	+	705	28.0	[]	[]	[7.0441737]	[174]	[]	[32732887]
28_22923	chr7	38222487	38222887	+	680	28.0	[7.408826]	[159]	[]	[]	[38222705]	[]
28_22925	chr7	65551009	65551409	+	690	28.0	[7.657809]	[66]	[]	[]	[65551172]	[]
28_2293	chr1	44807469	44807869	+	1000	56.5	[]	[]	[7.657809]	[191]	[]	[44807702]
28_22932	chr7	94087790	94088190	+	687	28.0	[10.276439]	[123]	[7.0441737]	[152]	[94088002]	[94088031]
28_22945	chr7	107194206	107194606	+	616	28.0	[7.408826]	[224]	[]	[]	[107194441]	[]
28_22948	chr7	121055877	121056277	+	681	28.0	[]	[]	[10.276439, 10.276439]	[81, 127]	[]	[121056036, 121056082]
28_22953	chr7	129607607	129608007	+	605	28.0	[7.657809]	[162]	[]	[]	[129607802]	[]
28_22964	chr7	150685411	150685811	+	634	28.0	[10.276439]	[125]	[]	[]	[150685569]	[]
28_22967	chr7	156659227	156659627	+	608	28.0	[10.276439]	[142]	[]	[]	[156659460]	[]
28_2297	chr1	154157765	154158165	+	1000	56.5	[7.408826]	[181]	[]	[]	[154157956]	[]
28_22972	chr8	27597017	27597417	+	692	28.0	[7.0441737]	[164]	[]	[]	[27597222]	[]
28_22974	chr8	29004238	29004638	+	686	28.0	[]	[]	[7.408826]	[132]	[]	[29004431]
28_22989	chr8	102443943	102444343	+	612	28.0	[7.408826]	[182]	[]	[]	[102444173]	[]
28_22996	chr8	123877955	123878355	+	588	28.0	[7.0441737]	[201]	[]	[]	[123878159]	[]
28_22997	chr8	125279100	125279500	+	591	28.0	[10.276439]	[179]	[]	[]	[125279331]	[]
28_23002	chr8	130207625	130208025	+	651	28.0	[]	[]	[7.408826, 7.657809]	[181, 209]	[]	[130207816, 130207844]
28_23005	chr9	37195374	37195774	+	685	28.0	[]	[]	[10.276439, 7.408826]	[139, 145]	[]	[37195559, 37195565]
28_23008	chr9	91193515	91193915	+	582	28.0	[]	[]	[7.408826]	[174]	[]	[91193714]
28_23014	chr9	107751748	107752148	+	671	28.0	[]	[]	[10.276439]	[176]	[]	[107751978]
28_23020	chr9	120847668	120848068	+	702	28.0	[7.408826]	[217]	[]	[]	[120847917]	[]
28_23022	chr9	123929036	123929436	+	642	28.0	[10.276439]	[191]	[]	[]	[123929258]	[]
28_23023	chr9	124870175	124870575	+	655	28.0	[7.0441737]	[157]	[7.408826]	[108]	[124870385]	[124870336]
28_23024	chr9	127613237	127613637	+	596	28.0	[]	[]	[7.408826]	[93]	[]	[127613425]
28_23027	chr9	127937541	127937941	+	641	28.0	[7.0441737]	[131]	[]	[]	[127937730]	[]
28_23045	chr1	7752802	7753202	+	661	27.5	[7.657809, 10.276439]	[120, 147]	[]	[]	[7752953, 7752980]	[]
28_23067	chr1	27869435	27869835	+	626	27.5	[7.408826]	[173]	[]	[]	[27869675]	[]
28_2307	chr10	35195691	35196091	+	1000	56.5	[9.601446]	[168]	[]	[]	[35195892]	[]
28_23090	chr1	65266478	65266878	+	595	27.5	[7.408826]	[136]	[]	[]	[65266650]	[]
28_23095	chr1	78007652	78008052	+	621	27.5	[]	[]	[10.276439]	[107]	[]	[78007840]
28_2310	chr11	10933849	10934249	+	1000	56.5	[7.0441737]	[200]	[]	[]	[10934099]	[]
28_2311	chr11	12116378	12116778	+	1000	56.5	[7.408826]	[84]	[]	[]	[12116555]	[]
28_23127	chr1	182586257	182586657	+	677	27.5	[]	[]	[7.408826]	[173]	[]	[182586472]
28_23136	chr1	211674697	211675097	+	629	27.5	[7.408826]	[181]	[]	[]	[211674911]	[]
28_23144	chr1	229227533	229227933	+	576	27.5	[]	[]	[7.657809]	[132]	[]	[229227752]
28_23149	chr1	244341458	244341858	+	586	27.5	[9.601446]	[154]	[]	[]	[244341617]	[]
28_2315	chr12	31728998	31729398	+	1000	56.5	[]	[]	[7.408826]	[104]	[]	[31729166]
28_23155	chr10	17578646	17579046	+	674	27.5	[]	[]	[7.0441737]	[179]	[]	[17578895]
28_23162	chr10	45308656	45309056	+	622	27.5	[7.408826]	[126]	[]	[]	[45308870]	[]
28_23163	chr10	50303679	50304079	+	627	27.5	[10.276439]	[179]	[]	[]	[50303866]	[]
28_23165	chr10	50569908	50570308	+	620	27.5	[]	[]	[7.408826, 10.276439, 10.276439]	[144, 168, 217]	[]	[50570073, 50570097, 50570146]
28_23185	chr11	6747205	6747605	+	593	27.5	[]	[]	[7.408826]	[195]	[]	[6747430]
28_23196	chr11	57565931	57566331	+	644	27.5	[10.276439]	[154]	[7.657809, 10.276439]	[142, 165]	[57566162]	[57566150, 57566173]
28_23207	chr11	83285392	83285792	+	658	27.5	[]	[]	[9.601446]	[125]	[]	[83285600]
28_23210	chr11	95764159	95764559	+	660	27.5	[]	[]	[7.657809]	[87]	[]	[95764327]
28_23215	chr11	119319788	119320188	+	634	27.5	[10.276439]	[122]	[]	[]	[119319985]	[]
28_23225	chr12	32455533	32455933	+	624	27.5	[]	[]	[7.408826]	[181]	[]	[32455755]
28_23226	chr12	45989444	45989844	+	669	27.5	[]	[]	[7.408826]	[141]	[]	[45989604]
28_23228	chr12	47021194	47021594	+	645	27.5	[10.276439, 10.276439]	[85, 171]	[]	[]	[47021350, 47021436]	[]
28_2323	chr17	55816699	55817099	+	1000	56.5	[10.276439]	[88]	[]	[]	[55816879]	[]
28_23238	chr12	54426972	54427372	+	619	27.5	[]	[]	[10.276439]	[118]	[]	[54427180]
28_23246	chr12	92570341	92570741	+	635	27.5	[]	[]	[10.276439]	[71]	[]	[92570501]
28_23250	chr12	98516382	98516782	+	655	27.5	[]	[]	[7.408826]	[151]	[]	[98516632]
28_23269	chr14	45250105	45250505	+	578	27.5	[7.408826]	[168]	[]	[]	[45250304]	[]
28_23278	chr15	40383443	40383843	+	562	27.5	[10.276439]	[173]	[7.408826]	[218]	[40383637]	[40383682]
28_23282	chr15	45401594	45401994	+	634	27.5	[7.408826, 7.408826]	[159, 167]	[]	[]	[45401779, 45401787]	[]
28_23283	chr15	51874814	51875214	+	597	27.5	[7.657809]	[161]	[7.657809]	[133]	[51874999]	[51874971]
28_23298	chr15	95259608	95260008	+	612	27.5	[7.0441737]	[168]	[]	[]	[95259796]	[]
28_23319	chr16	31700415	31700815	+	684	27.5	[7.408826]	[81]	[]	[]	[31700596]	[]
28_23338	chr17	28357630	28358030	+	659	27.5	[9.601446]	[113]	[]	[]	[28357838]	[]
28_2334	chr22	20129118	20129518	+	1000	56.5	[7.0441737, 7.657809]	[124, 135]	[]	[]	[20129295, 20129306]	[]
28_23340	chr17	30093449	30093849	+	589	27.5	[10.276439]	[182]	[]	[]	[30093678]	[]
28_23347	chr17	39281279	39281679	+	565	27.5	[]	[]	[7.408826]	[209]	[]	[39281513]
28_23355	chr17	48620414	48620814	+	659	27.5	[7.657809]	[157]	[7.408826]	[148]	[48620638]	[48620629]
28_23361	chr17	63633691	63634091	+	606	27.5	[7.408826]	[218]	[]	[]	[63633933]	[]
28_2337	chr4	74116977	74117377	+	1000	56.5	[]	[]	[7.408826]	[133]	[]	[74117185]
28_23376	chr18	3259589	3259989	+	688	27.5	[]	[]	[7.408826]	[154]	[]	[3259754]
28_23383	chr18	49072420	49072820	+	670	27.5	[7.408826]	[200]	[]	[]	[49072634]	[]
28_23385	chr19	796781	797181	+	602	27.5	[7.408826]	[196]	[]	[]	[796982]	[]
28_23393	chr19	12611348	12611748	+	586	27.5	[9.601446]	[113]	[10.276439]	[161]	[12611500]	[12611548]
28_2342	chr5	90983178	90983578	+	1000	56.5	[]	[]	[7.0441737]	[82]	[]	[90983335]
28_23423	chr2	23941011	23941411	+	612	27.5	[]	[]	[7.408826]	[174]	[]	[23941251]
28_23435	chr2	61471954	61472354	+	657	27.5	[7.0441737]	[227]	[]	[]	[61472184]	[]
28_23438	chr2	68653423	68653823	+	639	27.5	[10.276439]	[105]	[]	[]	[68653598]	[]
28_2345	chr6	7166419	7166819	+	1000	56.5	[10.276439]	[125]	[7.408826]	[138]	[7166605]	[7166618]
28_23450	chr2	128028827	128029227	+	645	27.5	[7.408826, 10.276439]	[82, 88]	[]	[]	[128028992, 128028998]	[]
28_23457	chr2	159286764	159287164	+	649	27.5	[]	[]	[10.276439]	[135]	[]	[159286948]
28_23462	chr2	178113074	178113474	+	632	27.5	[10.276439, 7.408826]	[69, 101]	[9.601446]	[86]	[178113235, 178113267]	[178113252]
28_23465	chr2	202911575	202911975	+	644	27.5	[]	[]	[7.408826]	[150]	[]	[202911811]
28_2347	chr6	17706877	17707277	+	1000	56.5	[]	[]	[9.601446]	[99]	[]	[17707067]
28_23479	chr20	36183166	36183566	+	651	27.5	[]	[]	[7.0441737]	[189]	[]	[36183379]
28_2351	chr6	119129941	119130341	+	1000	56.5	[10.276439, 10.276439]	[94, 130]	[7.657809]	[110]	[119130111, 119130147]	[119130127]
28_23524	chr22	22762464	22762864	+	607	27.5	[7.408826]	[107]	[]	[]	[22762635]	[]
28_23526	chr22	22815973	22816373	+	554	27.5	[7.0441737]	[205]	[]	[]	[22816211]	[]
28_23534	chr3	4904593	4904993	+	642	27.5	[7.408826]	[81]	[]	[]	[4904759]	[]
28_23539	chr3	11642892	11643292	+	647	27.5	[]	[]	[9.601446]	[152]	[]	[11643135]
28_23540	chr3	12583959	12584359	+	662	27.5	[10.276439]	[75]	[]	[]	[12584120]	[]
28_23542	chr3	15858642	15859042	+	664	27.5	[]	[]	[10.276439]	[148]	[]	[15858890]
28_23544	chr3	24494047	24494447	+	671	27.5	[9.601446]	[118]	[10.276439]	[153]	[24494226]	[24494261]
