#PeakID(python scan_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_19773	chr9	99184538	99184938	+	763	68.0	[11.478587]	[126]	[]	[]	[99184728]	[]
36_19774	chr9	105693460	105693860	+	604	68.0	[10.597214]	[122]	[8.99568]	[125]	[105693635]	[105693638]
36_19775	chr9	120944529	120944929	+	785	68.0	[]	[]	[12.082027, 14.610782, 7.099119]	[81, 85, 89]	[]	[120944686, 120944690, 120944694]
36_19776	chr9	129246480	129246880	+	724	68.0	[9.271838, 7.134114, 10.270717]	[176, 207, 246]	[]	[]	[129246635, 129246666, 129246705]	[]
36_19779	chrX	135411324	135411724	+	736	68.0	[9.738114, 8.527198, 7.322044]	[105, 109, 144]	[]	[]	[135411517, 135411521, 135411556]	[]
36_19781	chr1	6352290	6352690	+	679	67.5	[]	[]	[7.402949]	[171]	[]	[6352482]
36_19782	chr1	11681198	11681598	+	759	67.5	[7.818045]	[301]	[]	[]	[11681443]	[]
36_19788	chr1	160522894	160523294	+	775	67.5	[9.506254]	[221]	[9.697288]	[195]	[160523130]	[160523104]
36_19789	chr1	167865853	167866253	+	551	67.5	[]	[]	[9.236158, 9.446291]	[146, 150]	[]	[167866079, 167866083]
36_1979	chr16	19179859	19180259	+	1000	465.5	[13.265748]	[95]	[]	[]	[19180050]	[]
36_19792	chr1	183411937	183412337	+	760	67.5	[14.959101]	[93]	[]	[]	[183412126]	[]
36_19793	chr1	195965429	195965829	+	584	67.5	[8.661665]	[146]	[]	[]	[195965657]	[]
36_19795	chr1	222463276	222463676	+	780	67.5	[]	[]	[7.1821637]	[178]	[]	[222463521]
36_19796	chr1	233543649	233544049	+	738	67.5	[7.233859]	[74]	[]	[]	[233543805]	[]
36_19799	chr10	125156173	125156573	+	703	67.5	[]	[]	[9.68913]	[155]	[]	[125156372]
36_1980	chr1	153920456	153920856	+	1000	465.0	[]	[]	[7.523909]	[102]	[]	[153920654]
36_19803	chr11	72363066	72363466	+	651	67.5	[10.040716]	[156]	[12.172607]	[137]	[72363303]	[72363284]
36_19805	chr12	109618956	109619356	+	775	67.5	[8.860477, 7.547842]	[84, 126]	[]	[]	[109619118, 109619160]	[]
36_19806	chr12	111056790	111057190	+	733	67.5	[8.30987]	[171]	[]	[]	[111056976]	[]
36_19807	chr12	121709856	121710256	+	782	67.5	[]	[]	[10.838625]	[225]	[]	[121710056]
36_19808	chr13	51541743	51542143	+	674	67.5	[7.445826]	[326]	[]	[]	[51541963]	[]
36_19809	chr14	20667963	20668363	+	770	67.5	[]	[]	[11.747158]	[112]	[]	[20668159]
36_1981	chr1	235022377	235022777	+	1000	465.0	[7.472059]	[136]	[]	[]	[235022606]	[]
36_19810	chr14	24384172	24384572	+	576	67.5	[]	[]	[7.7339315, 12.638885]	[68, 95]	[]	[24384339, 24384366]
36_19811	chr14	36968124	36968524	+	776	67.5	[11.925329, 10.229236]	[141, 162]	[12.135462, 7.8624854]	[169, 173]	[36968327, 36968348]	[36968355, 36968359]
36_19812	chr14	66507734	66508134	+	730	67.5	[]	[]	[8.114096]	[245]	[]	[66507952]
36_19815	chr16	20746908	20747308	+	657	67.5	[7.871874, 7.578298]	[156, 176]	[]	[]	[20747104, 20747124]	[]
36_19816	chr16	25464023	25464423	+	738	67.5	[13.296596]	[122]	[13.044986]	[87]	[25464243]	[25464208]
36_1982	chr11	125451353	125451753	+	1000	465.0	[]	[]	[12.799472]	[96]	[]	[125451548]
36_19821	chr17	1456988	1457388	+	590	67.5	[10.011215]	[181]	[8.779605]	[121]	[1457235]	[1457175]
36_19823	chr17	29929741	29930141	+	780	67.5	[7.654458]	[132]	[]	[]	[29929895]	[]
36_19824	chr17	45415416	45415816	+	745	67.5	[11.747158]	[87]	[14.492824]	[103]	[45415583]	[45415599]
36_19828	chr17	57784391	57784791	+	780	67.5	[7.2774377]	[136]	[]	[]	[57784557]	[]
36_19829	chr17	79845567	79845967	+	766	67.5	[8.068459]	[144]	[]	[]	[79845770]	[]
36_19830	chr17	81727922	81728322	+	588	67.5	[]	[]	[8.518409]	[191]	[]	[81728167]
36_19833	chr18	12606908	12607308	+	608	67.5	[10.347194]	[141]	[10.229236, 7.1417403]	[138, 202]	[12607075]	[12607072, 12607136]
36_19834	chr18	31738935	31739335	+	730	67.5	[]	[]	[9.698124]	[128]	[]	[31739132]
36_19835	chr19	4375904	4376304	+	740	67.5	[7.826244]	[149]	[]	[]	[4376074]	[]
36_19839	chr2	29987114	29987514	+	777	67.5	[13.044986]	[121]	[]	[]	[29987331]	[]
36_1984	chr17	38996929	38997329	+	1000	465.0	[]	[]	[14.959101]	[101]	[]	[38997126]
36_19844	chr2	99470965	99471365	+	660	67.5	[]	[]	[8.470927]	[230]	[]	[99471216]
36_19845	chr2	126648326	126648726	+	721	67.5	[7.482768]	[253]	[8.138894]	[297]	[126648490]	[126648534]
36_19848	chr2	146031138	146031538	+	774	67.5	[8.236511, 14.610782, 8.9806795]	[60, 64, 68]	[]	[]	[146031295, 146031299, 146031303]	[]
36_19849	chr2	169002327	169002727	+	781	67.5	[]	[]	[10.110129]	[160]	[]	[169002537]
36_19852	chr20	16730465	16730865	+	557	67.5	[]	[]	[11.925329]	[145]	[]	[16730669]
36_19855	chr21	44872574	44872974	+	712	67.5	[]	[]	[9.758277]	[134]	[]	[44872791]
36_19859	chr3	632584	632984	+	744	67.5	[]	[]	[11.747158, 9.7766]	[122, 130]	[]	[632804, 632812]
36_1986	chr8	25385202	25385602	+	1000	465.0	[10.831086, 8.2925205]	[126, 130]	[]	[]	[25385428, 25385432]	[]
36_19860	chr3	40418157	40418557	+	614	67.5	[]	[]	[8.789415]	[274]	[]	[40418404]
36_19862	chr3	47296447	47296847	+	651	67.5	[12.082027]	[195]	[]	[]	[47296690]	[]
36_19863	chr3	71542634	71543034	+	550	67.5	[]	[]	[7.712342]	[101]	[]	[71542802]
36_19864	chr3	126630003	126630403	+	635	67.5	[]	[]	[9.461956]	[148]	[]	[126630234]
36_19866	chr3	196081523	196081923	+	785	67.5	[7.9469666]	[79]	[]	[]	[196081682]	[]
36_19867	chr4	588230	588630	+	697	67.5	[]	[]	[12.082027]	[100]	[]	[588406]
36_19868	chr4	17670552	17670952	+	769	67.5	[11.350836]	[164]	[]	[]	[17670719]	[]
36_19869	chr4	76950782	76951182	+	768	67.5	[]	[]	[12.430346]	[120]	[]	[76950980]
36_1987	chr8	142912238	142912638	+	1000	465.0	[]	[]	[12.638885]	[103]	[]	[142912441]
36_19871	chr4	158193234	158193634	+	713	67.5	[10.520082]	[97]	[]	[]	[158193402]	[]
36_19872	chr5	7263383	7263783	+	769	67.5	[]	[]	[11.350836]	[91]	[]	[7263567]
36_19874	chr5	113093551	113093951	+	767	67.5	[11.459053]	[137]	[]	[]	[113093768]	[]
36_19878	chr6	36962241	36962641	+	767	67.5	[]	[]	[12.638885]	[103]	[]	[36962435]
36_1988	chr1	148334859	148335259	+	1000	464.5	[]	[]	[12.830319]	[99]	[]	[148335056]
36_19880	chr6	67875809	67876209	+	780	67.5	[]	[]	[9.606707]	[181]	[]	[67876036]
36_19882	chr6	146833154	146833554	+	777	67.5	[9.794609, 14.959101]	[112, 116]	[7.712342]	[167]	[146833349, 146833353]	[146833404]
36_19883	chr6	160965901	160966301	+	762	67.5	[7.7837863, 9.794609, 9.794609, 7.2735634]	[105, 113, 117, 121]	[]	[]	[160966090, 160966098, 160966102, 160966106]	[]
36_19885	chr7	7810832	7811232	+	561	67.5	[]	[]	[9.134563]	[118]	[]	[7811040]
36_1989	chr10	95297446	95297846	+	1000	464.5	[9.68913]	[93]	[]	[]	[95297638]	[]
36_19890	chr7	135557922	135558322	+	750	67.5	[7.6234226]	[115]	[]	[]	[135558129]	[]
36_19891	chr7	138254541	138254941	+	743	67.5	[7.1749406]	[93]	[7.6964445]	[117]	[138254727]	[138254751]
36_19892	chr7	159012225	159012625	+	658	67.5	[7.1755605]	[259]	[]	[]	[159012463]	[]
36_19893	chr8	40179515	40179915	+	726	67.5	[9.030621]	[143]	[]	[]	[40179751]	[]
36_19895	chr8	105533093	105533493	+	780	67.5	[]	[]	[8.003936]	[137]	[]	[105533326]
36_19896	chr8	109539667	109540067	+	766	67.5	[8.726171, 7.5943837]	[123, 206]	[]	[]	[109539827, 109539910]	[]
36_19897	chr9	69322251	69322651	+	767	67.5	[12.638885]	[99]	[]	[]	[69322446]	[]
36_19899	chr9	114401319	114401719	+	599	67.5	[12.91743, 7.6738567]	[99, 103]	[]	[]	[114401518, 114401522]	[]
36_199	chr17	27529134	27529534	+	1000	869.0	[12.638885]	[81]	[]	[]	[27529315]	[]
36_1990	chr18	3230428	3230828	+	1000	464.5	[]	[]	[9.794609]	[111]	[]	[3230637]
36_19904	chr1	29349919	29350319	+	769	67.0	[7.2369456]	[242]	[]	[]	[29350122]	[]
36_19908	chr1	61238363	61238763	+	597	67.0	[7.643009]	[147]	[]	[]	[61238582]	[]
36_19912	chr1	153422448	153422848	+	768	67.0	[]	[]	[7.601135, 10.270717]	[137, 146]	[]	[153422673, 153422682]
36_19913	chr1	153805242	153805642	+	660	67.0	[7.167077]	[98]	[]	[]	[153805417]	[]
36_19914	chr1	156437825	156438225	+	693	67.0	[]	[]	[10.419522, 12.799472]	[123, 127]	[]	[156438041, 156438045]
36_19915	chr1	156998888	156999288	+	668	67.0	[11.903602]	[100]	[]	[]	[156999077]	[]
36_19916	chr1	203268998	203269398	+	776	67.0	[]	[]	[7.6007266]	[127]	[]	[203269176]
36_19917	chr1	203681882	203682282	+	685	67.0	[7.2913337]	[84]	[]	[]	[203682055]	[]
36_1992	chr12	48186217	48186617	+	1000	464.0	[14.610782]	[101]	[]	[]	[48186415]	[]
36_19920	chr1	226555599	226555999	+	717	67.0	[]	[]	[11.747158]	[117]	[]	[226555773]
36_19921	chr10	13503810	13504210	+	766	67.0	[14.492824, 8.427828]	[134, 148]	[]	[]	[13504017, 13504031]	[]
36_19924	chr10	119737788	119738188	+	768	67.0	[9.697288]	[153]	[]	[]	[119738012]	[]
36_19928	chr11	46912710	46913110	+	682	67.0	[]	[]	[10.301564]	[143]	[]	[46912903]
36_19929	chr11	65941215	65941615	+	756	67.0	[8.131445]	[151]	[]	[]	[65941371]	[]
36_1993	chr14	22728199	22728599	+	1000	464.0	[]	[]	[7.8810873]	[103]	[]	[22728401]
36_19930	chr11	82676436	82676836	+	765	67.0	[10.829789]	[101]	[10.829789]	[124]	[82676621]	[82676644]
36_19931	chr11	93608489	93608889	+	636	67.0	[10.76784]	[87]	[7.908043]	[130]	[93608654]	[93608697]
36_19936	chr12	50589838	50590238	+	559	67.0	[]	[]	[10.270717]	[108]	[]	[50590006]
36_1994	chr14	74602095	74602495	+	1000	464.0	[14.959101]	[105]	[7.348319]	[65]	[74602295]	[74602255]
36_19941	chr13	50618195	50618595	+	773	67.0	[]	[]	[13.296596]	[97]	[]	[50618390]
36_19942	chr13	95202140	95202540	+	605	67.0	[]	[]	[9.236158, 8.101256, 8.914072]	[136, 140, 148]	[]	[95202317, 95202321, 95202329]
36_19944	chr14	34639082	34639482	+	660	67.0	[11.925329]	[160]	[]	[]	[34639233]	[]
36_19949	chr15	64205198	64205598	+	749	67.0	[]	[]	[7.7705655]	[206]	[]	[64205423]
36_1995	chr15	95715846	95716246	+	1000	463.5	[7.797315, 7.5829563]	[124, 131]	[]	[]	[95716070, 95716077]	[]
36_19951	chr16	3028184	3028584	+	722	67.0	[]	[]	[8.8627205]	[81]	[]	[3028337]
36_19954	chr16	27549822	27550222	+	780	67.0	[]	[]	[7.601135]	[185]	[]	[27550036]
36_19955	chr16	56836406	56836806	+	660	67.0	[]	[]	[8.831873]	[80]	[]	[56836560]
36_19956	chr17	29178849	29179249	+	772	67.0	[9.165411]	[108]	[]	[]	[29179036]	[]
36_19957	chr17	41793163	41793563	+	659	67.0	[]	[]	[7.6007266]	[127]	[]	[41793390]
36_1996	chr3	48556730	48557130	+	1000	463.5	[]	[]	[7.9913273]	[81]	[]	[48556891]
36_19962	chr19	38300706	38301106	+	777	67.0	[8.317065]	[167]	[7.5829563]	[131]	[38300946]	[38300910]
36_19963	chr19	45496971	45497371	+	641	67.0	[7.4148836]	[203]	[]	[]	[45497211]	[]
36_19964	chr19	50362965	50363365	+	690	67.0	[7.981348]	[143]	[7.619144, 8.121894]	[100, 132]	[50363192]	[50363149, 50363181]
36_19965	chr2	42369557	42369957	+	755	67.0	[]	[]	[14.959101]	[102]	[]	[42369756]
36_19966	chr2	46422708	46423108	+	752	67.0	[]	[]	[8.07867]	[103]	[]	[46422894]
36_19968	chr2	47265752	47266152	+	765	67.0	[10.141148]	[188]	[13.044986]	[132]	[47265976]	[47265920]
36_1997	chr6	108578607	108579007	+	1000	463.5	[10.479256]	[123]	[]	[]	[108578816]	[]
36_19970	chr2	71130024	71130424	+	658	67.0	[8.205009]	[175]	[]	[]	[71130261]	[]
36_19974	chr2	156385224	156385624	+	752	67.0	[10.44211, 7.1768875]	[75, 112]	[]	[]	[156385377, 156385414]	[]
36_19979	chr20	41607877	41608277	+	768	67.0	[14.959101]	[116]	[]	[]	[41608073]	[]
36_19983	chr22	29078714	29079114	+	767	67.0	[11.865117]	[115]	[]	[]	[29078916]	[]
36_19985	chr22	39626186	39626586	+	699	67.0	[7.302327]	[127]	[]	[]	[39626379]	[]
36_19986	chr22	47391019	47391419	+	716	67.0	[]	[]	[14.959101]	[110]	[]	[47391226]
36_19987	chr3	37186513	37186913	+	719	67.0	[9.113638]	[159]	[14.610782]	[162]	[37186743]	[37186746]
36_19988	chr3	45546650	45547050	+	730	67.0	[]	[]	[8.152741]	[131]	[]	[45546844]
36_19989	chr3	49937086	49937486	+	745	67.0	[9.3400135]	[68]	[7.6964445]	[108]	[49937253]	[49937293]
36_1999	chr1	26865073	26865473	+	1000	463.0	[12.135462, 9.245461]	[121, 125]	[]	[]	[26865286, 26865290]	[]
36_19990	chr3	72747748	72748148	+	709	67.0	[7.1120214, 14.492824]	[88, 138]	[]	[]	[72747913, 72747963]	[]
36_19992	chr4	80210516	80210916	+	719	67.0	[]	[]	[7.2228217]	[95]	[]	[80210693]
36_19995	chr4	122765606	122766006	+	775	67.0	[]	[]	[10.838625]	[221]	[]	[122765818]
36_19996	chr5	57494800	57495200	+	655	67.0	[12.430346]	[121]	[]	[]	[57495011]	[]
36_2	chr10	78029388	78029788	+	1000	1754.0	[]	[]	[12.082027]	[97]	[]	[78029583]
36_200	chr11	66958328	66958728	+	1000	868.5	[]	[]	[10.3468, 12.082027]	[70, 115]	[]	[66958489, 66958534]
36_2000	chr16	85616645	85617045	+	1000	463.0	[]	[]	[10.827915]	[113]	[]	[85616831]
36_20000	chr5	168782168	168782568	+	763	67.0	[]	[]	[12.430346]	[158]	[]	[168782398]
36_20009	chr7	36473714	36474114	+	760	67.0	[]	[]	[8.302331, 7.6580224]	[118, 134]	[]	[36473921, 36473937]
36_20010	chr7	93231729	93232129	+	718	67.0	[10.361639]	[125]	[9.158371]	[160]	[93231937]	[93231972]
36_20016	chr7	155680824	155681224	+	608	67.0	[]	[]	[7.0765295, 7.4739327]	[128, 138]	[]	[155681023, 155681033]
36_20018	chr8	23220964	23221364	+	580	67.0	[12.017504, 12.290566]	[148, 152]	[]	[]	[23221176, 23221180]	[]
36_20019	chr8	52629573	52629973	+	759	67.0	[]	[]	[13.296596]	[107]	[]	[52629777]
36_2002	chr7	24763273	24763673	+	1000	463.0	[]	[]	[9.127924]	[81]	[]	[24763438]
36_20020	chr8	60179573	60179973	+	677	67.0	[]	[]	[11.925329]	[93]	[]	[60179763]
36_20021	chr8	101134440	101134840	+	687	67.0	[]	[]	[11.178108]	[128]	[]	[101134654]
36_20022	chr9	76297601	76298001	+	734	67.0	[11.785644]	[128]	[]	[]	[76297806]	[]
36_20026	chrX	39937424	39937824	+	757	67.0	[]	[]	[7.2228217]	[119]	[]	[39937612]
36_20028	chr1	23200839	23201239	+	636	66.5	[10.388675]	[97]	[]	[]	[23201030]	[]
36_20029	chr1	38059013	38059413	+	683	66.5	[]	[]	[11.865117, 8.876314]	[146, 150]	[]	[38059237, 38059241]
36_2003	chr2	223059320	223059720	+	1000	462.5	[]	[]	[9.697288]	[105]	[]	[223059484]
36_20033	chr1	119091560	119091960	+	753	66.5	[10.270717, 9.137733]	[86, 142]	[]	[]	[119091735, 119091791]	[]
36_20034	chr1	162530955	162531355	+	571	66.5	[]	[]	[14.959101]	[93]	[]	[162531132]
36_20035	chr1	231065613	231066013	+	767	66.5	[10.956583]	[115]	[]	[]	[231065805]	[]
36_2004	chr1	22662272	22662672	+	1000	462.0	[12.430346, 10.821276]	[88, 124]	[10.354999]	[98]	[22662459, 22662495]	[22662469]
36_20041	chr11	66529064	66529464	+	553	66.5	[12.430346]	[117]	[]	[]	[66529279]	[]
36_20042	chr11	75589811	75590211	+	556	66.5	[8.416778]	[183]	[7.8328834]	[105]	[75590059]	[75589981]
36_20044	chr11	134525174	134525574	+	581	66.5	[12.269929]	[121]	[]	[]	[134525392]	[]
36_20045	chr12	6635240	6635640	+	742	66.5	[]	[]	[12.948277]	[114]	[]	[6635445]
36_20046	chr12	31315326	31315726	+	577	66.5	[]	[]	[8.302331, 7.6995034]	[108, 122]	[]	[31315493, 31315507]
36_20048	chr12	57069466	57069866	+	611	66.5	[]	[]	[10.1103, 9.271838]	[81, 105]	[]	[57069625, 57069649]
36_2005	chr16	1705996	1706396	+	1000	462.0	[13.053981]	[86]	[]	[]	[1706181]	[]
36_20053	chr12	123996520	123996920	+	558	66.5	[7.0500937, 8.07867]	[116, 120]	[]	[]	[123996703, 123996707]	[]
36_20054	chr13	39034098	39034498	+	765	66.5	[]	[]	[13.044986]	[135]	[]	[39034316]
36_20055	chr13	113908326	113908726	+	764	66.5	[7.5943837]	[99]	[]	[]	[113908524]	[]
36_20056	chr14	73728616	73729016	+	668	66.5	[]	[]	[11.254926]	[107]	[]	[73728792]
36_20057	chr15	40336698	40337098	+	724	66.5	[]	[]	[11.903602]	[106]	[]	[40336896]
36_20058	chr15	65382096	65382496	+	540	66.5	[12.172607]	[185]	[]	[]	[65382324]	[]
36_20059	chr15	65783860	65784260	+	612	66.5	[]	[]	[8.535883]	[304]	[]	[65784088]
36_2006	chr16	69424154	69424554	+	1000	462.0	[8.823982]	[148]	[]	[]	[69424399]	[]
36_20060	chr15	96392478	96392878	+	762	66.5	[10.301564]	[251]	[]	[]	[96392687]	[]
36_20062	chr16	2142971	2143371	+	700	66.5	[12.172607]	[71]	[]	[]	[2143141]	[]
36_20063	chr16	16022695	16023095	+	737	66.5	[]	[]	[10.388675]	[126]	[]	[16022864]
36_20065	chr17	40374933	40375333	+	770	66.5	[9.136437]	[145]	[]	[]	[40375153]	[]
36_20069	chr17	50865200	50865600	+	734	66.5	[8.726171]	[95]	[]	[]	[50865380]	[]
36_2007	chr2	61538242	61538642	+	1000	462.0	[]	[]	[9.274898, 9.1892185, 9.7766]	[78, 97, 101]	[]	[61538418, 61538437, 61538441]
36_20073	chr19	3565129	3565529	+	629	66.5	[7.7539153]	[89]	[10.44211]	[112]	[3565289]	[3565312]
36_20074	chr19	5445580	5445980	+	766	66.5	[7.342555, 10.123138]	[87, 156]	[]	[]	[5445758, 5445827]	[]
36_20075	chr19	7779784	7780184	+	694	66.5	[11.577011]	[101]	[11.350836]	[85]	[7779985]	[7779969]
36_20076	chr19	11227412	11227812	+	744	66.5	[8.040911, 7.233859]	[80, 122]	[]	[]	[11227575, 11227617]	[]
36_20081	chr2	70118504	70118904	+	755	66.5	[]	[]	[7.511961]	[325]	[]	[70118735]
36_20082	chr2	84888610	84889010	+	643	66.5	[7.581545]	[252]	[]	[]	[84888835]	[]
36_20083	chr2	96251627	96252027	+	709	66.5	[7.219651]	[167]	[]	[]	[96251846]	[]
36_20085	chr20	5074361	5074761	+	697	66.5	[]	[]	[13.265748]	[149]	[]	[5074594]
36_20088	chr20	51379906	51380306	+	739	66.5	[9.390787]	[174]	[7.220449]	[147]	[51380115]	[51380088]
36_20089	chr20	57108205	57108605	+	572	66.5	[]	[]	[8.249403, 7.981348]	[83, 107]	[]	[57108384, 57108408]
36_2009	chr11	12842928	12843328	+	1000	461.5	[7.9302163]	[89]	[]	[]	[12843117]	[]
36_20090	chr21	5246715	5247115	+	544	66.5	[10.228258]	[242]	[]	[]	[5246956]	[]
36_20091	chr22	20037473	20037873	+	586	66.5	[12.830319]	[112]	[]	[]	[20037675]	[]
36_20093	chr3	37852088	37852488	+	746	66.5	[7.48357]	[95]	[]	[]	[37852273]	[]
36_20094	chr3	48064217	48064617	+	679	66.5	[7.871874]	[191]	[9.794609]	[174]	[48064427]	[48064410]
36_20095	chr3	150036155	150036555	+	649	66.5	[12.213435, 8.751872]	[133, 175]	[]	[]	[150036348, 150036390]	[]
36_20096	chr3	167739312	167739712	+	728	66.5	[8.365745]	[237]	[]	[]	[167739501]	[]
36_20099	chr4	337525	337925	+	730	66.5	[]	[]	[14.492824]	[90]	[]	[337692]
36_201	chr3	9843866	9844266	+	1000	868.5	[8.6082115]	[57]	[7.7868376]	[105]	[9844023]	[9844071]
36_2010	chr1	201551748	201552148	+	1000	461.0	[]	[]	[7.9505005, 14.492824]	[82, 90]	[]	[201551915, 201551923]
36_20105	chr5	73718816	73719216	+	752	66.5	[]	[]	[12.830319]	[121]	[]	[73718991]
36_20106	chr5	176341422	176341822	+	769	66.5	[8.236511]	[161]	[]	[]	[176341635]	[]
36_20109	chr6	15901598	15901998	+	579	66.5	[7.5706415, 7.3857517]	[127, 131]	[]	[]	[15901790, 15901794]	[]
36_2011	chr2	240387580	240387980	+	1000	461.0	[]	[]	[12.25192]	[100]	[]	[240387771]
36_20110	chr6	17885137	17885537	+	644	66.5	[9.909346]	[176]	[]	[]	[17885326]	[]
36_20111	chr6	20417712	20418112	+	759	66.5	[8.668286]	[338]	[7.082794]	[306]	[20417936]	[20417904]
36_20113	chr6	28796211	28796611	+	753	66.5	[9.640319]	[138]	[]	[]	[28796441]	[]
36_20115	chr6	129832320	129832720	+	755	66.5	[11.865117]	[159]	[8.769881]	[144]	[129832516]	[129832501]
36_20118	chr6	157397640	157398040	+	691	66.5	[]	[]	[10.110129]	[151]	[]	[157397861]
36_20119	chr6	157428679	157429079	+	763	66.5	[11.304902]	[168]	[7.871874]	[181]	[157428916]	[157428929]
36_2012	chr6	30845113	30845513	+	1000	461.0	[]	[]	[10.29932]	[96]	[]	[30845309]
36_20120	chr6	158692775	158693175	+	746	66.5	[]	[]	[12.290566, 7.5943837]	[100, 141]	[]	[158692974, 158693015]
36_20129	chr8	9055009	9055409	+	749	66.5	[7.7004805]	[126]	[]	[]	[9055170]	[]
36_2013	chr7	6024071	6024471	+	1000	461.0	[11.254926]	[121]	[]	[]	[6024279]	[]
36_20130	chr8	26277670	26278070	+	769	66.5	[]	[]	[14.959101]	[105]	[]	[26277851]
36_20132	chr8	100160388	100160788	+	741	66.5	[10.838625]	[144]	[]	[]	[100160601]	[]
36_20134	chr9	371308	371708	+	750	66.5	[]	[]	[8.875516]	[95]	[]	[371478]
36_20135	chr9	99050128	99050528	+	769	66.5	[8.786245, 10.419522]	[128, 132]	[10.229236]	[177]	[99050323, 99050327]	[99050372]
36_20136	chr9	109198987	109199387	+	764	66.5	[10.643184]	[158]	[]	[]	[109199219]	[]
36_20137	chr9	121154811	121155211	+	550	66.5	[]	[]	[7.082794]	[96]	[]	[121154966]
36_2014	chr1	11045606	11046006	+	1000	460.5	[]	[]	[10.163565]	[105]	[]	[11045808]
36_20142	chr1	14783200	14783600	+	627	66.0	[]	[]	[10.516231]	[137]	[]	[14783400]
36_20144	chr1	27191441	27191841	+	571	66.0	[14.492824, 10.270717]	[123, 167]	[]	[]	[27191647, 27191691]	[]
36_20145	chr1	29811206	29811606	+	717	66.0	[9.256888, 8.249403]	[115, 173]	[]	[]	[29811396, 29811454]	[]
36_20146	chr1	32496048	32496448	+	760	66.0	[7.408339]	[80]	[]	[]	[32496222]	[]
36_20147	chr1	39117309	39117709	+	591	66.0	[]	[]	[8.930298]	[142]	[]	[39117513]
36_20151	chr1	181099524	181099924	+	748	66.0	[]	[]	[7.5706415]	[118]	[]	[181099718]
36_20152	chr1	226809544	226809944	+	745	66.0	[13.296596]	[95]	[]	[]	[226809737]	[]
36_20156	chr10	24899555	24899955	+	710	66.0	[8.916972]	[112]	[]	[]	[24899760]	[]
36_20160	chr11	65301822	65302222	+	690	66.0	[9.592721]	[117]	[]	[]	[65302029]	[]
36_20163	chr12	57368255	57368655	+	760	66.0	[7.2228217]	[135]	[]	[]	[57368480]	[]
36_20166	chr12	118016569	118016969	+	758	66.0	[7.079566]	[252]	[]	[]	[118016779]	[]
36_20167	chr12	120550101	120550501	+	729	66.0	[7.167077, 8.64581]	[94, 184]	[]	[]	[120550252, 120550342]	[]
36_20168	chr12	132784039	132784439	+	725	66.0	[14.610782]	[135]	[]	[]	[132784264]	[]
36_20169	chr13	23847359	23847759	+	710	66.0	[12.91743]	[138]	[]	[]	[23847582]	[]
36_2017	chr11	119195655	119196055	+	1000	460.5	[10.123138]	[103]	[]	[]	[119195855]	[]
36_20170	chr13	114237683	114238083	+	741	66.0	[]	[]	[7.8240004]	[180]	[]	[114237909]
36_20173	chr15	77670738	77671138	+	703	66.0	[9.396574]	[78]	[12.430346]	[118]	[77670902]	[77670942]
36_20174	chr16	19008134	19008534	+	572	66.0	[]	[]	[7.931275]	[212]	[]	[19008364]
36_20176	chr16	21260918	21261318	+	739	66.0	[8.916972]	[147]	[]	[]	[21261135]	[]
36_2018	chr4	55311860	55312260	+	1000	460.5	[]	[]	[12.213435]	[109]	[]	[55312068]
36_20180	chr17	47894651	47895051	+	741	66.0	[]	[]	[12.948277]	[110]	[]	[47894860]
36_20182	chr17	78134336	78134736	+	763	66.0	[]	[]	[7.2725053]	[135]	[]	[78134565]
36_20185	chr19	3762676	3763076	+	760	66.0	[8.470927, 7.1693687]	[93, 152]	[]	[]	[3762866, 3762925]	[]
36_20186	chr19	4791137	4791537	+	767	66.0	[8.50106]	[137]	[]	[]	[4791341]	[]
36_20189	chr19	14086356	14086756	+	715	66.0	[14.492824]	[114]	[]	[]	[14086563]	[]
36_2019	chr4	122807065	122807465	+	1000	460.5	[7.2228217]	[131]	[]	[]	[122807290]	[]
36_20190	chr19	16671078	16671478	+	762	66.0	[]	[]	[14.492824]	[93]	[]	[16671240]
36_20192	chr19	37977330	37977730	+	675	66.0	[8.2468405, 13.296596]	[62, 143]	[]	[]	[37977482, 37977563]	[]
36_20197	chr2	108662136	108662536	+	760	66.0	[]	[]	[7.9090195]	[175]	[]	[108662378]
36_20198	chr2	113583189	113583589	+	555	66.0	[]	[]	[10.141148]	[249]	[]	[113583374]
36_20199	chr2	200980201	200980601	+	731	66.0	[]	[]	[12.638885, 7.555898]	[140, 167]	[]	[200980422, 200980449]
36_202	chr5	151080882	151081282	+	1000	868.5	[11.254926]	[100]	[]	[]	[151081080]	[]
36_2020	chr5	108642021	108642421	+	1000	460.5	[8.354469, 14.610782]	[78, 82]	[8.003936]	[124]	[108642197, 108642201]	[108642243]
36_20201	chr20	45337386	45337786	+	606	66.0	[]	[]	[8.040911, 7.3831406, 7.2512965]	[107, 111, 128]	[]	[45337565, 45337569, 45337586]
36_20202	chr20	53737988	53738388	+	746	66.0	[]	[]	[9.562749]	[128]	[]	[53738204]
36_20203	chr21	34937883	34938283	+	752	66.0	[8.138894]	[270]	[]	[]	[34938106]	[]
36_20205	chr22	20235326	20235726	+	761	66.0	[10.355815]	[172]	[]	[]	[20235555]	[]
