#PeakID(python identify_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_2549	chr3	142022373	142022773	+	1000	58.0	[]	[]	[7.151105]	[104]	[]	[142022551]
39_255	chr1	117613247	117613647	+	1000	123.0	[]	[]	[8.892592, 9.738007]	[75, 110]	[]	[117613407, 117613442]
39_2550	chr3	156460222	156460622	+	1000	58.0	[7.151105]	[120]	[]	[]	[156460424]	[]
39_25506	chr7	38331826	38332226	+	965	28.0	[]	[]	[8.329008]	[91]	[]	[38331983]
39_25513	chr7	47227735	47228135	+	809	28.0	[]	[]	[12.064187]	[132]	[]	[47227934]
39_25523	chr7	67453958	67454358	+	723	28.0	[7.397283]	[167]	[]	[]	[67454207]	[]
39_25524	chr7	73827617	73828017	+	905	28.0	[7.151105]	[145]	[]	[]	[73827830]	[]
39_25530	chr7	76329450	76329850	+	858	28.0	[8.044104]	[91]	[]	[]	[76329630]	[]
39_25539	chr7	99393039	99393439	+	930	28.0	[8.260495]	[71]	[]	[]	[99393208]	[]
39_25541	chr7	99782369	99782769	+	884	28.0	[]	[]	[10.586677]	[80]	[]	[99782534]
39_25547	chr7	101137126	101137526	+	935	28.0	[]	[]	[9.738007]	[152]	[]	[101137335]
39_25557	chr7	106060382	106060782	+	1000	28.0	[8.892592]	[168]	[]	[]	[106060620]	[]
39_2556	chr4	76301451	76301851	+	1000	58.0	[12.064187, 10.370103]	[79, 93]	[]	[]	[76301624, 76301638]	[]
39_25574	chr7	112422868	112423268	+	974	28.0	[]	[]	[7.7944894]	[164]	[]	[112423112]
39_25605	chr7	135672787	135673187	+	1000	28.0	[]	[]	[8.329008]	[119]	[]	[135672999]
39_25610	chr7	139618628	139619028	+	835	28.0	[7.7944894]	[155]	[]	[]	[139618846]	[]
39_25625	chr7	149623129	149623529	+	804	28.0	[8.329008]	[130]	[]	[]	[149623333]	[]
39_25627	chr7	150476593	150476993	+	984	28.0	[]	[]	[7.2151175]	[168]	[]	[150476840]
39_25647	chr7	158920323	158920723	+	955	28.0	[8.892592]	[169]	[]	[]	[158920516]	[]
39_25648	chr8	1746196	1746596	+	953	28.0	[]	[]	[10.586677, 7.151105]	[180, 196]	[]	[1746411, 1746427]
39_25674	chr8	47180108	47180508	+	929	28.0	[]	[]	[8.329008, 8.909202]	[102, 146]	[]	[47180285, 47180329]
39_25684	chr8	65955663	65956063	+	551	28.0	[]	[]	[8.909202, 10.370103]	[108, 154]	[]	[65955856, 65955902]
39_25700	chr8	123184973	123185373	+	863	28.0	[8.892592]	[175]	[]	[]	[123185156]	[]
39_25722	chr8	144374773	144375173	+	1000	28.0	[8.017088]	[179]	[]	[]	[144374998]	[]
39_25726	chr9	14309419	14309819	+	672	28.0	[]	[]	[12.064187, 12.064187]	[76, 121]	[]	[14309585, 14309630]
39_25728	chr9	33024864	33025264	+	904	28.0	[]	[]	[9.738007]	[231]	[]	[33025115]
39_25730	chr9	33816498	33816898	+	919	28.0	[]	[]	[9.738007]	[107]	[]	[33816660]
39_25737	chr9	69180682	69181082	+	998	28.0	[]	[]	[7.7944894]	[199]	[]	[69180932]
39_25744	chr9	91037195	91037595	+	1000	28.0	[7.2151175]	[171]	[8.329008]	[93]	[91037429]	[91037351]
39_25745	chr9	91946260	91946660	+	773	28.0	[]	[]	[12.064187]	[91]	[]	[91946431]
39_25748	chr9	98184470	98184870	+	858	28.0	[]	[]	[10.370103]	[205]	[]	[98184715]
39_25765	chr9	123300541	123300941	+	887	28.0	[7.7944894]	[176]	[]	[]	[123300783]	[]
39_25775	chr9	128068787	128069187	+	977	28.0	[7.748347]	[122]	[]	[]	[128069001]	[]
39_25785	chr9	129752754	129753154	+	991	28.0	[8.260495]	[192]	[]	[]	[129753000]	[]
39_25792	chr9	133360650	133361050	+	984	28.0	[7.2151175]	[128]	[]	[]	[133360852]	[]
39_25797	chr9	136670662	136671062	+	734	28.0	[9.738007]	[210]	[]	[]	[136670899]	[]
39_25832	chrX	153947253	153947653	+	963	28.0	[]	[]	[8.892592]	[55]	[]	[153947406]
39_2584	chr7	44847254	44847654	+	1000	58.0	[12.064187]	[106]	[10.586677]	[146]	[44847455]	[44847495]
39_25859	chr1	9615551	9615951	+	905	27.0	[8.044104]	[156]	[]	[]	[9615799]	[]
39_25883	chr1	18854680	18855080	+	969	27.0	[8.329008, 8.909202]	[177, 196]	[]	[]	[18854899, 18854918]	[]
39_259	chr11	119087714	119088114	+	1000	122.0	[8.892592]	[80]	[]	[]	[119087892]	[]
39_2591	chr7	106176599	106176999	+	1000	58.0	[7.2151175]	[217]	[]	[]	[106176838]	[]
39_25927	chr1	31932563	31932963	+	925	27.0	[7.748347]	[149]	[]	[]	[31932769]	[]
39_25930	chr1	32198620	32199020	+	934	27.0	[8.260495]	[184]	[]	[]	[32198806]	[]
39_25932	chr1	32743419	32743819	+	886	27.0	[10.586677]	[144]	[]	[]	[32743599]	[]
39_25943	chr1	37997303	37997703	+	546	27.0	[8.329008]	[155]	[]	[]	[37997509]	[]
39_2595	chr7	151207022	151207422	+	1000	58.0	[7.397283]	[143]	[8.260495]	[102]	[151207232]	[151207191]
39_25955	chr1	40384824	40385224	+	862	27.0	[8.017088]	[128]	[]	[]	[40384984]	[]
39_25975	chr1	46185327	46185727	+	904	27.0	[]	[]	[7.2151175]	[173]	[]	[46185561]
39_25993	chr1	53146226	53146626	+	990	27.0	[8.260495]	[148]	[]	[]	[53146415]	[]
39_26013	chr1	89956980	89957380	+	682	27.0	[9.738007]	[114]	[10.370103]	[130]	[89957160]	[89957176]
39_26015	chr1	91872522	91872922	+	889	27.0	[8.017088]	[100]	[12.064187, 8.502309]	[143, 160]	[91872708]	[91872751, 91872768]
39_26029	chr1	111739450	111739850	+	930	27.0	[10.586677]	[155]	[]	[]	[111739669]	[]
39_26044	chr1	145849378	145849778	+	955	27.0	[]	[]	[8.892592]	[63]	[]	[145849539]
39_26054	chr1	154405670	154406070	+	912	27.0	[10.370103, 10.586677]	[79, 114]	[]	[]	[154405835, 154405870]	[]
39_26061	chr1	156104467	156104867	+	980	27.0	[]	[]	[10.370103]	[106]	[]	[156104647]
39_26068	chr1	160568067	160568467	+	753	27.0	[7.397283, 8.329008]	[134, 145]	[10.370103]	[128]	[160568251, 160568262]	[160568245]
39_2608	chr9	131042382	131042782	+	1000	58.0	[]	[]	[9.738007, 9.738007]	[102, 180]	[]	[131042534, 131042612]
39_26093	chr1	200971771	200972171	+	911	27.0	[]	[]	[7.151105]	[138]	[]	[200972008]
39_2610	chr9	131082059	131082459	+	1000	58.0	[8.260495]	[190]	[]	[]	[131082270]	[]
39_26102	chr1	205208811	205209211	+	742	27.0	[]	[]	[7.3683157]	[60]	[]	[205208963]
39_26105	chr1	206579915	206580315	+	866	27.0	[8.892592, 8.329008]	[133, 162]	[]	[]	[206580109, 206580138]	[]
39_26116	chr1	209652992	209653392	+	922	27.0	[]	[]	[10.586677]	[148]	[]	[209653237]
39_26117	chr1	209850367	209850767	+	591	27.0	[]	[]	[8.329008]	[140]	[]	[209850591]
39_26130	chr1	224433093	224433493	+	955	27.0	[]	[]	[8.017088]	[231]	[]	[224433337]
39_26146	chr1	234523013	234523413	+	866	27.0	[10.370103]	[138]	[]	[]	[234523238]	[]
39_26159	chr1	246506343	246506743	+	864	27.0	[]	[]	[8.892592, 10.586677]	[108, 124]	[]	[246506527, 246506543]
39_26161	chr10	3765062	3765462	+	948	27.0	[]	[]	[12.064187]	[160]	[]	[3765294]
39_26175	chr10	24988738	24989138	+	561	27.0	[10.370103]	[68]	[]	[]	[24988891]	[]
39_26177	chr10	29254523	29254923	+	781	27.0	[]	[]	[10.586677]	[150]	[]	[29254771]
39_26182	chr10	35195780	35196180	+	805	27.0	[7.397283]	[219]	[]	[]	[35196016]	[]
39_26189	chr10	43606900	43607300	+	636	27.0	[7.7944894]	[128]	[]	[]	[43607123]	[]
39_26195	chr10	49168155	49168555	+	673	27.0	[]	[]	[8.892592]	[159]	[]	[49168328]
39_26204	chr10	68271038	68271438	+	926	27.0	[]	[]	[9.738007]	[137]	[]	[68271251]
39_2621	chr1	35031578	35031978	+	1000	57.0	[8.892592]	[138]	[]	[]	[35031765]	[]
39_26216	chr10	72295780	72296180	+	875	27.0	[10.586677]	[136]	[]	[]	[72295991]	[]
39_2622	chr1	46036993	46037393	+	1000	57.0	[8.892592]	[144]	[]	[]	[46037220]	[]
39_26229	chr10	83871437	83871837	+	906	27.0	[]	[]	[10.370103]	[84]	[]	[83871612]
39_26258	chr11	2305395	2305795	+	852	27.0	[8.892592]	[236]	[]	[]	[2305645]	[]
39_26259	chr11	2912460	2912860	+	682	27.0	[]	[]	[9.738007]	[95]	[]	[2912619]
39_26267	chr11	9280641	9281041	+	603	27.0	[12.064187]	[108]	[8.329008, 8.909202]	[87, 117]	[9280845]	[9280824, 9280854]
39_26271	chr11	17386619	17387019	+	917	27.0	[]	[]	[8.909202]	[166]	[]	[17386866]
39_26272	chr11	17731016	17731416	+	921	27.0	[]	[]	[8.892592]	[99]	[]	[17731200]
39_26297	chr11	57427123	57427523	+	922	27.0	[]	[]	[7.7944894]	[144]	[]	[57427297]
39_2630	chr1	204516276	204516676	+	1000	57.0	[10.370103]	[203]	[]	[]	[204516511]	[]
39_26307	chr11	61959227	61959627	+	649	27.0	[8.044104]	[170]	[]	[]	[61959426]	[]
39_26309	chr11	62395149	62395549	+	654	27.0	[10.370103]	[174]	[]	[]	[62395336]	[]
39_26314	chr11	63635771	63636171	+	744	27.0	[7.3683157]	[210]	[]	[]	[63636018]	[]
39_26320	chr11	64990128	64990528	+	937	27.0	[]	[]	[8.892592]	[128]	[]	[64990316]
39_26325	chr11	65911646	65912046	+	958	27.0	[7.7944894]	[198]	[]	[]	[65911893]	[]
39_26332	chr11	68038682	68039082	+	851	27.0	[]	[]	[8.892592]	[133]	[]	[68038901]
39_26338	chr11	69949464	69949864	+	792	27.0	[8.260495]	[124]	[]	[]	[69949616]	[]
39_2634	chr1	224160327	224160727	+	1000	57.0	[8.044104]	[150]	[]	[]	[224160574]	[]
39_26341	chr11	74460050	74460450	+	928	27.0	[10.370103, 8.260495]	[147, 167]	[]	[]	[74460275, 74460295]	[]
39_26349	chr11	86218512	86218912	+	856	27.0	[12.064187]	[162]	[]	[]	[86218693]	[]
39_2635	chr1	228340889	228341289	+	1000	57.0	[]	[]	[8.329008, 8.260495]	[80, 98]	[]	[228341059, 228341077]
39_26353	chr11	94142092	94142492	+	961	27.0	[]	[]	[8.044104, 8.017088]	[101, 185]	[]	[94142258, 94142342]
39_26359	chr11	118068524	118068924	+	757	27.0	[]	[]	[8.044104]	[161]	[]	[118068687]
39_26367	chr11	124643663	124644063	+	906	27.0	[]	[]	[12.064187]	[73]	[]	[124643818]
39_26372	chr11	129696048	129696448	+	912	27.0	[10.586677]	[108]	[]	[]	[129696244]	[]
39_26378	chr12	6924223	6924623	+	921	27.0	[]	[]	[7.397283]	[134]	[]	[6924434]
39_26379	chr12	6946302	6946702	+	826	27.0	[8.260495]	[104]	[]	[]	[6946497]	[]
39_26383	chr12	31323568	31323968	+	916	27.0	[]	[]	[8.260495]	[109]	[]	[31323742]
39_26389	chr12	49019427	49019827	+	806	27.0	[10.370103]	[171]	[8.017088]	[88]	[49019674]	[49019591]
39_26392	chr12	49644539	49644939	+	616	27.0	[10.370103]	[139]	[]	[]	[49644765]	[]
39_264	chr5	90983104	90983504	+	1000	122.0	[10.586677]	[84]	[]	[]	[90983287]	[]
39_26401	chr12	54337206	54337606	+	880	27.0	[8.892592]	[77]	[]	[]	[54337370]	[]
39_26403	chr12	56634368	56634768	+	946	27.0	[7.7944894]	[131]	[]	[]	[56634596]	[]
39_26405	chr12	57069516	57069916	+	777	27.0	[9.738007]	[120]	[]	[]	[57069691]	[]
39_26413	chr12	67268713	67269113	+	743	27.0	[12.064187]	[97]	[]	[]	[67268890]	[]
39_26416	chr12	94532791	94533191	+	740	27.0	[]	[]	[7.151105]	[67]	[]	[94532951]
39_26417	chr12	96445696	96446096	+	709	27.0	[]	[]	[7.7944894]	[142]	[]	[96445918]
39_26419	chr12	101793408	101793808	+	863	27.0	[]	[]	[7.397283]	[105]	[]	[101793596]
39_26421	chr12	104387155	104387555	+	939	27.0	[7.2151175]	[92]	[]	[]	[104387306]	[]
39_26437	chr12	113612102	113612502	+	923	27.0	[7.397283]	[146]	[]	[]	[113612302]	[]
39_26448	chr12	122123240	122123640	+	957	27.0	[8.017088]	[189]	[]	[]	[122123471]	[]
39_2645	chr12	4320736	4321136	+	1000	57.0	[]	[]	[12.064187]	[83]	[]	[4320909]
39_26451	chr12	123151931	123152331	+	902	27.0	[]	[]	[8.260495]	[147]	[]	[123152174]
39_26455	chr12	124715466	124715866	+	914	27.0	[8.892592]	[130]	[9.738007]	[202]	[124715622]	[124715694]
39_2646	chr12	121794210	121794610	+	1000	57.0	[]	[]	[7.397283]	[109]	[]	[121794391]
39_26465	chr13	32586062	32586462	+	950	27.0	[12.064187]	[106]	[]	[]	[32586252]	[]
39_2647	chr13	44397872	44398272	+	1000	57.0	[10.586677]	[80]	[7.7944894]	[142]	[44398050]	[44398112]
39_26486	chr13	107852406	107852806	+	950	27.0	[10.586677]	[110]	[]	[]	[107852599]	[]
39_265	chr1	12448734	12449134	+	1000	121.0	[8.017088]	[147]	[]	[]	[12448974]	[]
39_2650	chr14	65044547	65044947	+	1000	57.0	[8.329008]	[119]	[]	[]	[65044764]	[]
39_26502	chr14	22520154	22520554	+	917	27.0	[8.329008, 8.017088]	[127, 195]	[]	[]	[22520318, 22520386]	[]
39_26511	chr14	50342672	50343072	+	729	27.0	[]	[]	[12.064187]	[125]	[]	[50342824]
39_26514	chr14	67694921	67695321	+	899	27.0	[]	[]	[7.3683157, 8.260495]	[149, 192]	[]	[67695092, 67695135]
39_26523	chr14	99683665	99684065	+	755	27.0	[7.7944894]	[157]	[]	[]	[99683851]	[]
39_26531	chr15	22775913	22776313	+	631	27.0	[]	[]	[10.370103]	[118]	[]	[22776122]
39_26532	chr15	23642385	23642785	+	881	27.0	[]	[]	[8.502309]	[154]	[]	[23642626]
39_26536	chr15	39171944	39172344	+	701	27.0	[12.064187]	[138]	[]	[]	[39172173]	[]
39_2654	chr15	64461774	64462174	+	1000	57.0	[]	[]	[7.2151175]	[84]	[]	[64461948]
39_26549	chr15	61621137	61621537	+	793	27.0	[]	[]	[10.370103]	[184]	[]	[61621376]
39_26550	chr15	63107995	63108395	+	643	27.0	[7.3683157]	[116]	[]	[]	[63108197]	[]
39_26551	chr15	63372382	63372782	+	752	27.0	[7.3683157]	[153]	[]	[]	[63372601]	[]
39_26561	chr15	67125560	67125960	+	884	27.0	[7.151105, 7.7944894]	[99, 152]	[]	[]	[67125727, 67125780]	[]
39_26578	chr15	78930678	78931078	+	736	27.0	[]	[]	[10.586677]	[182]	[]	[78930882]
39_2662	chr16	69339371	69339771	+	1000	57.0	[]	[]	[10.586677]	[123]	[]	[69339583]
39_26624	chr16	25111609	25112009	+	915	27.0	[10.370103]	[159]	[]	[]	[25111802]	[]
39_26634	chr16	50281969	50282369	+	903	27.0	[12.064187]	[118]	[]	[]	[50282162]	[]
39_26636	chr16	54929471	54929871	+	945	27.0	[8.329008, 8.892592]	[103, 157]	[]	[]	[54929667, 54929721]	[]
39_26641	chr16	57764905	57765305	+	671	27.0	[8.329008]	[92]	[8.892592, 10.370103]	[122, 139]	[57765069]	[57765099, 57765116]
39_26648	chr16	68245753	68246153	+	924	27.0	[]	[]	[7.2151175]	[139]	[]	[68245980]
39_26660	chr16	84175310	84175710	+	630	27.0	[]	[]	[8.260495]	[126]	[]	[84175474]
39_26667	chr16	85199783	85200183	+	976	27.0	[8.260495]	[238]	[]	[]	[85200032]	[]
39_26675	chr16	88779342	88779742	+	872	27.0	[]	[]	[7.748347]	[182]	[]	[88779542]
39_267	chr1	207021110	207021510	+	1000	121.0	[10.586677]	[54]	[]	[]	[207021264]	[]
39_26728	chr17	47210054	47210454	+	899	27.0	[8.260495]	[192]	[]	[]	[47210304]	[]
39_26744	chr17	58334612	58335012	+	977	27.0	[]	[]	[8.017088]	[79]	[]	[58334771]
39_26748	chr17	63841438	63841838	+	951	27.0	[]	[]	[7.7944894]	[205]	[]	[63841654]
39_26750	chr17	65294074	65294474	+	869	27.0	[]	[]	[9.738007]	[164]	[]	[65294258]
39_26760	chr17	74430495	74430895	+	847	27.0	[8.044104]	[137]	[]	[]	[74430719]	[]
39_26764	chr17	75036575	75036975	+	965	27.0	[8.909202]	[131]	[]	[]	[75036803]	[]
39_26766	chr17	76242162	76242562	+	804	27.0	[9.738007, 10.370103]	[120, 175]	[]	[]	[76242355, 76242410]	[]
39_26769	chr17	76345732	76346132	+	897	27.0	[]	[]	[12.064187]	[144]	[]	[76345896]
39_26783	chr17	80991567	80991967	+	838	27.0	[12.064187]	[166]	[]	[]	[80991746]	[]
39_26784	chr17	81020765	81021165	+	554	27.0	[8.502309]	[187]	[10.370103]	[139]	[81021004]	[81020956]
39_26786	chr17	81389825	81390225	+	927	27.0	[8.892592]	[191]	[]	[]	[81390043]	[]
39_26794	chr17	82863932	82864332	+	905	27.0	[8.892592]	[128]	[]	[]	[82864143]	[]
39_26797	chr17_GL000205v2_random	175331	175731	+	924	27.0	[8.909202]	[64]	[]	[]	[175492]	[]
39_26803	chr18	3283267	3283667	+	745	27.0	[10.586677]	[111]	[]	[]	[3283475]	[]
39_26834	chr19	806700	807100	+	894	27.0	[8.260495, 10.370103]	[150, 163]	[]	[]	[806911, 806924]	[]
39_26837	chr19	1268578	1268978	+	986	27.0	[7.7944894, 7.7944894, 7.7944894, 7.7944894]	[96, 111, 126, 143]	[]	[]	[1268741, 1268756, 1268771, 1268788]	[]
39_26838	chr19	1272738	1273138	+	836	27.0	[8.909202, 7.2151175]	[123, 143]	[]	[]	[1272921, 1272941]	[]
39_26844	chr19	2235420	2235820	+	959	27.0	[8.017088]	[135]	[]	[]	[2235633]	[]
39_26865	chr19	11141964	11142364	+	958	27.0	[9.738007]	[204]	[]	[]	[11142196]	[]
39_26876	chr19	13834142	13834542	+	921	27.0	[]	[]	[7.151105]	[174]	[]	[13834367]
39_26889	chr19	18175006	18175406	+	947	27.0	[8.260495]	[167]	[]	[]	[18175226]	[]
39_26893	chr19	18469508	18469908	+	896	27.0	[]	[]	[8.892592]	[108]	[]	[18469683]
39_2690	chr22	19576781	19577181	+	1000	57.0	[8.260495]	[125]	[]	[]	[19576987]	[]
39_26904	chr19	29610451	29610851	+	709	27.0	[]	[]	[7.748347]	[164]	[]	[29610617]
39_26909	chr19	36141222	36141622	+	938	27.0	[10.586677]	[160]	[]	[]	[36141470]	[]
39_2691	chr22	19960315	19960715	+	1000	57.0	[9.738007]	[153]	[8.017088]	[184]	[19960533]	[19960564]
39_26925	chr19	45308275	45308675	+	980	27.0	[]	[]	[9.738007]	[154]	[]	[45308500]
39_26944	chr19	47788738	47789138	+	780	27.0	[8.892592]	[151]	[]	[]	[47788966]	[]
39_26958	chr19	49497165	49497565	+	963	27.0	[]	[]	[8.044104]	[122]	[]	[49497334]
39_26961	chr19	49677889	49678289	+	954	27.0	[8.892592]	[109]	[]	[]	[49678082]	[]
39_26968	chr19	50818430	50818830	+	910	27.0	[10.370103, 8.892592]	[161, 174]	[]	[]	[50818630, 50818643]	[]
39_26974	chr19	54696127	54696527	+	661	27.0	[8.260495]	[88]	[7.7944894, 8.892592]	[107, 140]	[54696292]	[54696311, 54696344]
39_26978	chr19	55486897	55487297	+	789	27.0	[8.017088]	[190]	[]	[]	[55487144]	[]
39_2698	chr22	21702673	21703073	+	1000	57.0	[8.329008]	[95]	[]	[]	[21702839]	[]
39_26995	chr2	17753036	17753436	+	961	27.0	[]	[]	[8.017088]	[76]	[]	[17753205]
39_26998	chr2	26972360	26972760	+	679	27.0	[7.7944894, 8.329008, 10.586677]	[143, 168, 214]	[]	[]	[26972511, 26972536, 26972582]	[]
39_270	chr22	22195327	22195727	+	1000	121.0	[10.586677]	[119]	[]	[]	[22195518]	[]
39_2700	chr22	22070175	22070575	+	1000	57.0	[7.151105]	[204]	[]	[]	[22070383]	[]
39_27019	chr2	70768062	70768462	+	910	27.0	[]	[]	[8.260495]	[105]	[]	[70768244]
39_27020	chr2	70789537	70789937	+	888	27.0	[]	[]	[7.3683157]	[94]	[]	[70789688]
39_27023	chr2	74862312	74862712	+	898	27.0	[]	[]	[7.151105]	[112]	[]	[74862516]
39_27037	chr2	108448413	108448813	+	989	27.0	[]	[]	[8.329008]	[216]	[]	[108448647]
39_27038	chr2	108570542	108570942	+	930	27.0	[7.397283]	[119]	[]	[]	[108570760]	[]
39_27058	chr2	166539253	166539653	+	911	27.0	[]	[]	[8.017088]	[102]	[]	[166539418]
39_27060	chr2	167962778	167963178	+	925	27.0	[8.502309]	[171]	[]	[]	[167963011]	[]
39_27062	chr2	169071418	169071818	+	961	27.0	[]	[]	[7.151105]	[100]	[]	[169071618]
39_2707	chr22	23263997	23264397	+	1000	57.0	[]	[]	[7.397283, 7.2151175]	[128, 139]	[]	[23264162, 23264173]
39_27077	chr2	177758577	177758977	+	869	27.0	[]	[]	[7.151105, 7.3683157]	[185, 224]	[]	[177758777, 177758816]
39_27079	chr2	178404352	178404752	+	919	27.0	[9.738007]	[124]	[]	[]	[178404569]	[]
39_27082	chr2	190180057	190180457	+	777	27.0	[7.7944894]	[130]	[]	[]	[190180217]	[]
39_27088	chr2	217785450	217785850	+	837	27.0	[]	[]	[8.329008, 10.586677]	[86, 100]	[]	[217785625, 217785639]
39_27100	chr20	3045736	3046136	+	968	27.0	[]	[]	[8.892592]	[184]	[]	[3045948]
39_27103	chr20	23092394	23092794	+	899	27.0	[8.044104]	[67]	[]	[]	[23092554]	[]
39_27104	chr20	25248064	25248464	+	864	27.0	[8.892592]	[195]	[]	[]	[25248313]	[]
39_27109	chr20	31694215	31694615	+	647	27.0	[10.370103]	[185]	[]	[]	[31694465]	[]
39_27128	chr20	41150421	41150821	+	557	27.0	[7.2151175]	[149]	[]	[]	[41150633]	[]
39_27129	chr20	41540461	41540861	+	925	27.0	[7.151105]	[130]	[8.329008]	[108]	[41540653]	[41540631]
39_27136	chr20	47318796	47319196	+	597	27.0	[]	[]	[9.738007]	[214]	[]	[47319018]
39_2714	chr3	185976948	185977348	+	1000	57.0	[7.748347]	[85]	[10.370103, 12.064187, 10.370103]	[70, 78, 102]	[185977128]	[185977113, 185977121, 185977145]
39_27182	chr21	46182104	46182504	+	980	27.0	[]	[]	[8.260495]	[215]	[]	[46182320]
39_27191	chr22	19057217	19057617	+	896	27.0	[]	[]	[7.151105, 8.892592]	[140, 149]	[]	[19057382, 19057391]
39_27192	chr22	19062096	19062496	+	922	27.0	[8.892592]	[143]	[]	[]	[19062278]	[]
39_27205	chr22	19587557	19587957	+	843	27.0	[]	[]	[8.017088]	[150]	[]	[19587775]
39_27220	chr22	20253131	20253531	+	873	27.0	[10.370103]	[135]	[]	[]	[20253326]	[]
39_2723	chr6	24721502	24721902	+	1000	57.0	[10.370103]	[100]	[]	[]	[24721700]	[]
39_27236	chr22	21028876	21029276	+	868	27.0	[8.260495]	[154]	[]	[]	[21029041]	[]
39_2724	chr6	26595852	26596252	+	1000	57.0	[8.502309]	[186]	[]	[]	[26596084]	[]
39_27252	chr22	22318972	22319372	+	808	27.0	[8.909202]	[134]	[]	[]	[22319195]	[]
39_27259	chr22	28741745	28742145	+	906	27.0	[8.892592]	[154]	[]	[]	[28741904]	[]
39_27262	chr22	29798970	29799370	+	982	27.0	[]	[]	[12.064187]	[155]	[]	[29799135]
39_27270	chr22	37512534	37512934	+	739	27.0	[]	[]	[8.502309, 10.370103]	[69, 75]	[]	[37512700, 37512706]
39_27271	chr22	37643342	37643742	+	975	27.0	[10.586677]	[187]	[]	[]	[37643562]	[]
39_27291	chr3	9690360	9690760	+	827	27.0	[10.370103]	[200]	[]	[]	[9690570]	[]
39_27296	chr3	12899659	12900059	+	934	27.0	[9.738007]	[60]	[]	[]	[12899813]	[]
39_273	chr1	51284437	51284837	+	1000	120.0	[10.370103]	[97]	[]	[]	[51284614]	[]
39_27301	chr3	14456884	14457284	+	902	27.0	[7.151105]	[164]	[]	[]	[14457110]	[]
39_2731	chr6	44966760	44967160	+	1000	57.0	[]	[]	[8.892592]	[62]	[]	[44966914]
39_27310	chr3	39140280	39140680	+	969	27.0	[8.329008]	[116]	[]	[]	[39140470]	[]
39_27312	chr3	40477668	40478068	+	681	27.0	[12.064187]	[149]	[]	[]	[40477902]	[]
39_27313	chr3	42057487	42057887	+	979	27.0	[8.892592]	[126]	[]	[]	[42057702]	[]
39_27316	chr3	43389667	43390067	+	874	27.0	[]	[]	[10.586677]	[130]	[]	[43389874]
39_27323	chr3	45143690	45144090	+	825	27.0	[]	[]	[9.738007]	[146]	[]	[45143927]
39_27324	chr3	45185491	45185891	+	954	27.0	[]	[]	[10.370103]	[83]	[]	[45185668]
39_27327	chr3	46953036	46953436	+	912	27.0	[8.017088]	[67]	[]	[]	[46953187]	[]
39_27328	chr3	46977925	46978325	+	936	27.0	[]	[]	[8.892592]	[132]	[]	[46978147]
39_27330	chr3	47003681	47004081	+	903	27.0	[]	[]	[8.329008]	[216]	[]	[47003918]
39_27333	chr3	47377308	47377708	+	857	27.0	[8.892592]	[127]	[]	[]	[47377491]	[]
39_27339	chr3	52830549	52830949	+	943	27.0	[]	[]	[9.738007, 12.064187]	[97, 143]	[]	[52830721, 52830767]
39_27340	chr3	58059381	58059781	+	804	27.0	[8.017088]	[163]	[]	[]	[58059615]	[]
39_27347	chr3	108222048	108222448	+	719	27.0	[8.909202]	[113]	[]	[]	[108222205]	[]
39_27349	chr3	128413390	128413790	+	926	27.0	[]	[]	[8.892592]	[68]	[]	[128413556]
39_2735	chr7	72924756	72925156	+	1000	57.0	[]	[]	[8.044104]	[82]	[]	[72924935]
39_27357	chr3	139340750	139341150	+	939	27.0	[]	[]	[7.7944894]	[110]	[]	[139340957]
39_27366	chr3	170520964	170521364	+	919	27.0	[]	[]	[7.151105]	[58]	[]	[170521118]
39_27369	chr3	171013772	171014172	+	897	27.0	[7.748347]	[78]	[8.502309]	[121]	[171013928]	[171013971]
39_27371	chr3	171771149	171771549	+	933	27.0	[]	[]	[8.260495]	[148]	[]	[171771392]
39_27391	chr4	1201115	1201515	+	547	27.0	[9.738007]	[214]	[]	[]	[1201352]	[]
39_27395	chr4	1726239	1726639	+	922	27.0	[8.044104]	[160]	[]	[]	[1726488]	[]
39_27397	chr4	1793997	1794397	+	903	27.0	[8.329008]	[130]	[]	[]	[1794218]	[]
39_27404	chr4	6734313	6734713	+	904	27.0	[]	[]	[7.748347]	[134]	[]	[6734473]
39_27405	chr4	7066565	7066965	+	910	27.0	[8.892592]	[126]	[9.738007]	[149]	[7066727]	[7066750]
39_27407	chr4	13484179	13484579	+	963	27.0	[]	[]	[7.397283]	[207]	[]	[13484430]
39_27420	chr4	55435229	55435629	+	941	27.0	[12.064187]	[95]	[]	[]	[55435419]	[]
39_27433	chr4	112146007	112146407	+	903	27.0	[9.738007]	[90]	[8.260495]	[65]	[112146196]	[112146171]
39_27438	chr4	143346217	143346617	+	907	27.0	[8.892592]	[150]	[]	[]	[143346451]	[]
39_27442	chr4	159175503	159175903	+	890	27.0	[12.064187]	[133]	[]	[]	[159175718]	[]
39_27444	chr4	174255840	174256240	+	891	27.0	[]	[]	[8.909202]	[92]	[]	[174256024]
