#PeakID(python scan_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_23415	chr17	4391678	4392078	+	1000	37.0	[11.465191]	[135]	[]	[]	[4391887]	[]
466_23417	chr17	8210284	8210684	+	1000	37.0	[6.975399, 11.465191]	[130, 182]	[]	[]	[8210475, 8210527]	[]
466_2342	chr2	68291264	68291664	+	1000	98.0	[]	[]	[11.465191]	[112]	[]	[68291450]
466_23421	chr17	41835773	41836173	+	764	37.0	[11.465191]	[161]	[]	[]	[41835955]	[]
466_23422	chr17	44385558	44385958	+	983	37.0	[]	[]	[11.465191]	[214]	[]	[44385773]
466_23423	chr17	45353033	45353433	+	1000	37.0	[6.9489045]	[141]	[6.9489045]	[141]	[45353254]	[45353254]
466_23434	chr17	74744598	74744998	+	1000	37.0	[11.465191]	[73]	[]	[]	[74744752]	[]
466_23435	chr17	76523026	76523426	+	1000	37.0	[]	[]	[6.672127]	[205]	[]	[76523246]
466_23442	chr18	158335	158735	+	1000	37.0	[]	[]	[6.672127]	[86]	[]	[158514]
466_23444	chr18	3616717	3617117	+	1000	37.0	[]	[]	[11.465191]	[165]	[]	[3616901]
466_23446	chr18	21703885	21704285	+	1000	37.0	[6.672127]	[209]	[11.465191]	[200]	[21704129]	[21704120]
466_23448	chr18	46431688	46432088	+	1000	37.0	[]	[]	[6.53501]	[149]	[]	[46431907]
466_23450	chr19	2783347	2783747	+	1000	37.0	[6.9489045, 6.9489045, 11.465191]	[111, 130, 153]	[6.9489045, 6.9489045]	[111, 130]	[2783551, 2783570, 2783593]	[2783551, 2783570]
466_23451	chr19	3556853	3557253	+	987	37.0	[]	[]	[6.672127, 11.465191]	[84, 144]	[]	[3557021, 3557081]
466_23452	chr19	3971214	3971614	+	1000	37.0	[11.465191]	[173]	[11.465191]	[86]	[3971463]	[3971376]
466_23459	chr19	10701192	10701592	+	1000	37.0	[6.9489045, 6.9489045]	[142, 188]	[6.9489045, 6.9489045]	[142, 188]	[10701394, 10701440]	[10701394, 10701440]
466_2346	chr21	33641496	33641896	+	1000	98.0	[11.465191]	[82]	[]	[]	[33641678]	[]
466_23462	chr19	12723753	12724153	+	992	37.0	[6.9489045]	[114]	[6.9489045]	[114]	[12723951]	[12723951]
466_23468	chr19	17942619	17943019	+	1000	37.0	[6.672127]	[137]	[]	[]	[17942781]	[]
466_2347	chr22	21707678	21708078	+	1000	98.0	[]	[]	[11.465191]	[169]	[]	[21707915]
466_23472	chr19	41785538	41785938	+	1000	37.0	[6.672127]	[138]	[6.975399]	[118]	[41785737]	[41785717]
466_23473	chr19	41873021	41873421	+	1000	37.0	[]	[]	[6.975399]	[210]	[]	[41873261]
466_23479	chr19	46774155	46774555	+	1000	37.0	[11.465191]	[178]	[11.465191]	[162]	[46774377]	[46774361]
466_2348	chr22	22666487	22666887	+	1000	98.0	[6.9489045]	[123]	[11.465191, 6.9489045]	[108, 123]	[22666689]	[22666674, 22666689]
466_23481	chr19	47438670	47439070	+	1000	37.0	[11.465191]	[107]	[]	[]	[47438843]	[]
466_23482	chr19	47497315	47497715	+	947	37.0	[11.465191]	[58]	[]	[]	[47497466]	[]
466_23484	chr19	48190425	48190825	+	878	37.0	[6.975399]	[98]	[]	[]	[48190598]	[]
466_23487	chr19	49677066	49677466	+	1000	37.0	[]	[]	[6.53501, 6.672127]	[119, 125]	[]	[49677266, 49677272]
466_23489	chr19	50369198	50369598	+	954	37.0	[6.9489045]	[133]	[6.9489045]	[133]	[50369374]	[50369374]
466_23490	chr19	53068134	53068534	+	572	37.0	[]	[]	[11.465191]	[113]	[]	[53068290]
466_23492	chr19	58228823	58229223	+	687	37.0	[]	[]	[6.672127]	[79]	[]	[58228993]
466_23503	chr2	55441491	55441891	+	1000	37.0	[6.9489045]	[92]	[6.9489045]	[92]	[55441656]	[55441656]
466_23504	chr2	64254071	64254471	+	922	37.0	[11.465191]	[135]	[]	[]	[64254300]	[]
466_23508	chr2	69816870	69817270	+	1000	37.0	[]	[]	[6.975399]	[90]	[]	[69817055]
466_23509	chr2	73232616	73233016	+	867	37.0	[11.465191]	[144]	[]	[]	[73232827]	[]
466_23519	chr2	144443781	144444181	+	798	37.0	[]	[]	[6.975399]	[210]	[]	[144444001]
466_23528	chr2	178282066	178282466	+	1000	37.0	[]	[]	[6.975399]	[85]	[]	[178282249]
466_23529	chr2	186932856	186933256	+	772	37.0	[11.465191]	[89]	[6.53501]	[143]	[186933014]	[186933068]
466_23534	chr20	368333	368733	+	674	37.0	[6.672127]	[186]	[11.465191]	[170]	[368575]	[368559]
466_2354	chr6	37109934	37110334	+	1000	98.0	[6.53501]	[169]	[]	[]	[37110164]	[]
466_23541	chr20	40962886	40963286	+	860	37.0	[11.465191]	[135]	[]	[]	[40963063]	[]
466_23542	chr20	43409304	43409704	+	999	37.0	[]	[]	[6.975399]	[145]	[]	[43409548]
466_23543	chr20	44310895	44311295	+	835	37.0	[]	[]	[6.975399]	[89]	[]	[44311077]
466_23547	chr20	50793618	50794018	+	594	37.0	[11.465191]	[168]	[11.465191]	[159]	[50793832]	[50793823]
466_2355	chr7	23426869	23427269	+	1000	98.0	[11.465191]	[67]	[]	[]	[23427032]	[]
466_23553	chr21	33265856	33266256	+	1000	37.0	[11.465191]	[106]	[]	[]	[33266060]	[]
466_2356	chr7	73715846	73716246	+	1000	98.0	[11.465191]	[152]	[]	[]	[73716055]	[]
466_23565	chr22	22549749	22550149	+	895	37.0	[]	[]	[6.975399, 6.975399]	[73, 110]	[]	[22549911, 22549948]
466_23570	chr22	25747257	25747657	+	823	37.0	[]	[]	[11.465191]	[99]	[]	[25747427]
466_23572	chr22	35604813	35605213	+	960	37.0	[]	[]	[11.465191]	[134]	[]	[35605043]
466_23573	chr22	36239408	36239808	+	1000	37.0	[11.465191]	[156]	[]	[]	[36239644]	[]
466_23574	chr22	41380171	41380571	+	892	37.0	[]	[]	[11.465191]	[203]	[]	[41380389]
466_23576	chr3	4823441	4823841	+	904	37.0	[6.9489045]	[84]	[6.9489045]	[84]	[4823623]	[4823623]
466_2358	chr8	6648881	6649281	+	1000	98.0	[]	[]	[11.465191, 11.465191, 11.465191, 11.465191]	[78, 97, 126, 155]	[]	[6649049, 6649068, 6649097, 6649126]
466_23583	chr3	42033688	42034088	+	889	37.0	[6.53501]	[176]	[]	[]	[42033929]	[]
466_23585	chr3	45041755	45042155	+	898	37.0	[6.53501]	[166]	[]	[]	[45041932]	[]
466_23586	chr3	45468377	45468777	+	1000	37.0	[]	[]	[11.465191]	[154]	[]	[45468553]
466_23587	chr3	48400945	48401345	+	830	37.0	[11.465191]	[220]	[]	[]	[48401168]	[]
466_23588	chr3	49361370	49361770	+	879	37.0	[11.465191]	[181]	[]	[]	[49361618]	[]
466_23589	chr3	49939671	49940071	+	1000	37.0	[]	[]	[11.465191]	[159]	[]	[49939890]
466_23592	chr3	98551723	98552123	+	1000	37.0	[6.9489045]	[90]	[6.9489045]	[90]	[98551887]	[98551887]
466_23597	chr3	138835037	138835437	+	1000	37.0	[6.672127]	[135]	[]	[]	[138835196]	[]
466_23598	chr3	141359405	141359805	+	577	37.0	[]	[]	[11.465191]	[149]	[]	[141359652]
466_23599	chr3	141446633	141447033	+	809	37.0	[6.975399, 6.975399]	[125, 135]	[]	[]	[141446842, 141446852]	[]
466_236	chr12	31749172	31749572	+	1000	243.0	[11.465191]	[164]	[]	[]	[31749423]	[]
466_2360	chr1	1758822	1759222	+	1000	97.5	[]	[]	[11.465191]	[98]	[]	[1759007]
466_23602	chr3	154121012	154121412	+	1000	37.0	[]	[]	[11.465191]	[167]	[]	[154121233]
466_23604	chr3	160240804	160241204	+	682	37.0	[]	[]	[6.975399, 6.975399, 11.465191, 6.975399]	[73, 80, 108, 136]	[]	[160240974, 160240981, 160241009, 160241037]
466_23606	chr3	171962413	171962813	+	1000	37.0	[11.465191]	[118]	[]	[]	[171962595]	[]
466_23609	chr3	183536585	183536985	+	1000	37.0	[]	[]	[6.672127, 6.975399]	[150, 161]	[]	[183536807, 183536818]
466_2361	chr1	28517033	28517433	+	1000	97.5	[11.465191]	[127]	[]	[]	[28517257]	[]
466_23611	chr3	193883155	193883555	+	857	37.0	[11.465191, 11.465191]	[112, 154]	[]	[]	[193883355, 193883397]	[]
466_23614	chr3	195033443	195033843	+	1000	37.0	[11.465191]	[80]	[]	[]	[195033617]	[]
466_23622	chr4	1579554	1579954	+	779	37.0	[6.672127]	[52]	[]	[]	[1579705]	[]
466_23624	chr4	2537616	2538016	+	1000	37.0	[11.465191]	[54]	[6.975399]	[130]	[2537769]	[2537845]
466_23625	chr4	39977940	39978340	+	1000	37.0	[]	[]	[6.672127]	[52]	[]	[39978091]
466_23626	chr4	41909134	41909534	+	1000	37.0	[6.53501]	[101]	[]	[]	[41909320]	[]
466_23633	chr4	87014503	87014903	+	780	37.0	[6.9489045]	[144]	[6.9489045]	[144]	[87014722]	[87014722]
466_23642	chr4	173335040	173335440	+	986	37.0	[]	[]	[6.672127]	[139]	[]	[173335214]
466_23648	chr5	54354153	54354553	+	1000	37.0	[11.465191, 11.465191]	[97, 125]	[]	[]	[54354320, 54354348]	[]
466_23660	chr5	141524683	141525083	+	856	37.0	[11.465191]	[116]	[]	[]	[141524896]	[]
466_23671	chr6	13624815	13625215	+	1000	37.0	[]	[]	[6.975399]	[103]	[]	[13624999]
466_23682	chr6	27825844	27826244	+	1000	37.0	[]	[]	[6.53501]	[102]	[]	[27826034]
466_23684	chr6	29847988	29848388	+	1000	37.0	[]	[]	[11.465191, 11.465191]	[100, 152]	[]	[29848166, 29848218]
466_23687	chr6	35922089	35922489	+	1000	37.0	[]	[]	[11.465191]	[156]	[]	[35922318]
466_23688	chr6	42128983	42129383	+	1000	37.0	[11.465191]	[161]	[]	[]	[42129219]	[]
466_23691	chr6	47788075	47788475	+	1000	37.0	[6.975399]	[131]	[]	[]	[47788294]	[]
466_23697	chr6	79671517	79671917	+	1000	37.0	[6.975399]	[108]	[]	[]	[79671719]	[]
466_23700	chr6	89351990	89352390	+	885	37.0	[]	[]	[6.975399]	[130]	[]	[89352194]
466_23702	chr6	106883908	106884308	+	1000	37.0	[6.9489045]	[145]	[6.9489045]	[145]	[106884126]	[106884126]
466_23707	chr6	137927862	137928262	+	985	37.0	[11.465191, 6.9489045]	[119, 160]	[6.9489045]	[160]	[137928026, 137928067]	[137928067]
466_23711	chr6	167830841	167831241	+	1000	37.0	[6.975399]	[138]	[]	[]	[167831062]	[]
466_23713	chr7	6290332	6290732	+	747	37.0	[6.975399]	[158]	[]	[]	[6290536]	[]
466_23716	chr7	44020167	44020567	+	1000	37.0	[11.465191]	[152]	[]	[]	[44020411]	[]
466_23718	chr7	64905118	64905518	+	952	37.0	[11.465191]	[57]	[]	[]	[64905272]	[]
466_23720	chr7	73971810	73972210	+	1000	37.0	[]	[]	[11.465191]	[64]	[]	[73971966]
466_23722	chr7	84911062	84911462	+	905	37.0	[6.53501]	[93]	[]	[]	[84911241]	[]
466_23725	chr7	98821358	98821758	+	850	37.0	[]	[]	[6.975399]	[122]	[]	[98821572]
466_2373	chr16	30541885	30542285	+	1000	97.5	[6.975399, 6.53501]	[68, 129]	[]	[]	[30542053, 30542114]	[]
466_23734	chr7	135168999	135169399	+	644	37.0	[]	[]	[11.465191]	[177]	[]	[135169190]
466_23737	chr7	138161480	138161880	+	884	37.0	[]	[]	[11.465191]	[113]	[]	[138161691]
466_2374	chr16	75594482	75594882	+	1000	97.5	[11.465191]	[144]	[]	[]	[75594711]	[]
466_23741	chr7	140674266	140674666	+	946	37.0	[11.465191]	[192]	[]	[]	[140674517]	[]
466_23742	chr7	150992731	150993131	+	1000	37.0	[11.465191]	[135]	[]	[]	[150992919]	[]
466_23744	chr7	152711127	152711527	+	1000	37.0	[]	[]	[11.465191]	[77]	[]	[152711289]
466_23747	chr8	2729092	2729492	+	761	37.0	[11.465191]	[154]	[]	[]	[2729305]	[]
466_2375	chr17	46108824	46109224	+	1000	97.5	[6.672127, 11.465191]	[63, 113]	[]	[]	[46108987, 46109037]	[]
466_23753	chr8	27617040	27617440	+	964	37.0	[]	[]	[11.465191]	[141]	[]	[27617262]
466_23756	chr8	37901819	37902219	+	1000	37.0	[6.975399]	[86]	[]	[]	[37901977]	[]
466_23763	chr8	96235467	96235867	+	838	37.0	[11.465191]	[169]	[]	[]	[96235668]	[]
466_23764	chr8	100746280	100746680	+	1000	37.0	[]	[]	[6.975399, 6.975399]	[132, 221]	[]	[100746440, 100746529]
466_23765	chr8	101087757	101088157	+	999	37.0	[11.465191, 6.975399]	[128, 148]	[]	[]	[101087969, 101087989]	[]
466_23776	chr9	73171938	73172338	+	768	37.0	[11.465191, 11.465191]	[98, 148]	[]	[]	[73172090, 73172140]	[]
466_23777	chr9	86283691	86284091	+	1000	37.0	[11.465191]	[128]	[6.672127]	[112]	[86283887]	[86283871]
466_23779	chr9	94299547	94299947	+	973	37.0	[11.465191]	[175]	[6.975399]	[155]	[94299776]	[94299756]
466_2378	chr18	31739004	31739404	+	1000	97.5	[6.975399]	[222]	[]	[]	[31739240]	[]
466_23780	chr9	96619765	96620165	+	1000	37.0	[]	[]	[6.975399]	[95]	[]	[96619939]
466_23781	chr9	97510885	97511285	+	838	37.0	[6.672127]	[150]	[]	[]	[97511059]	[]
466_23784	chr9	116495025	116495425	+	642	37.0	[11.465191]	[125]	[]	[]	[116495233]	[]
466_23786	chr9	127967954	127968354	+	803	37.0	[]	[]	[11.465191]	[123]	[]	[127968160]
466_23788	chr9	128881631	128882031	+	1000	37.0	[11.465191]	[192]	[]	[]	[128881855]	[]
466_2379	chr19	21457847	21458247	+	1000	97.5	[]	[]	[6.975399]	[121]	[]	[21458061]
466_23793	chr9	131009990	131010390	+	1000	37.0	[6.53501]	[114]	[]	[]	[131010197]	[]
466_2380	chr19	29896681	29897081	+	1000	97.5	[11.465191]	[58]	[6.975399]	[70]	[29896838]	[29896850]
466_23802	chr9	137028772	137029172	+	933	37.0	[11.465191]	[67]	[]	[]	[137028938]	[]
466_23803	chr9	137240350	137240750	+	1000	37.0	[6.9489045, 6.672127]	[122, 165]	[6.9489045]	[122]	[137240502, 137240545]	[137240502]
466_23805	chrUn_KI270742v1	109961	110361	+	1000	37.0	[]	[]	[11.465191]	[158]	[]	[110200]
466_23807	chrX	2503966	2504366	+	638	37.0	[]	[]	[6.975399]	[147]	[]	[2504209]
466_23809	chrX	48631391	48631791	+	626	37.0	[]	[]	[6.672127]	[188]	[]	[48631637]
466_2381	chr19	36139501	36139901	+	1000	97.5	[11.465191]	[122]	[]	[]	[36139706]	[]
466_23813	chrX	110002285	110002685	+	918	37.0	[]	[]	[6.672127]	[139]	[]	[110002467]
466_23816	chr1	999398	999798	+	1000	36.5	[]	[]	[11.465191]	[73]	[]	[999554]
466_23825	chr1	30133689	30134089	+	576	36.5	[11.465191, 11.465191]	[89, 127]	[11.465191]	[147]	[30133851, 30133889]	[30133909]
466_23826	chr1	31069184	31069584	+	989	36.5	[]	[]	[11.465191]	[160]	[]	[31069395]
466_23828	chr1	35637531	35637931	+	1000	36.5	[11.465191]	[140]	[]	[]	[35637740]	[]
466_23829	chr1	35882831	35883231	+	1000	36.5	[]	[]	[6.672127]	[158]	[]	[35883077]
466_23831	chr1	46131688	46132088	+	1000	36.5	[6.975399]	[109]	[]	[]	[46131844]	[]
466_23836	chr1	60886945	60887345	+	984	36.5	[6.672127]	[86]	[]	[]	[60887125]	[]
466_23837	chr1	65065949	65066349	+	626	36.5	[]	[]	[11.465191]	[163]	[]	[65066146]
466_23838	chr1	84620697	84621097	+	1000	36.5	[]	[]	[6.672127]	[79]	[]	[84620864]
466_2384	chr22	20702091	20702491	+	1000	97.5	[6.975399]	[163]	[]	[]	[20702327]	[]
466_23854	chr1	155091365	155091765	+	987	36.5	[6.9489045]	[183]	[6.9489045]	[183]	[155091573]	[155091573]
466_23858	chr1	155910741	155911141	+	971	36.5	[]	[]	[6.672127]	[109]	[]	[155910947]
466_2386	chr3	32685229	32685629	+	1000	97.5	[11.465191]	[125]	[]	[]	[32685426]	[]
466_23860	chr1	156052859	156053259	+	630	36.5	[6.53501]	[130]	[]	[]	[156053070]	[]
466_23861	chr1	159921156	159921556	+	892	36.5	[]	[]	[6.53501]	[135]	[]	[159921347]
466_2387	chr3	183428201	183428601	+	1000	97.5	[]	[]	[11.465191, 11.465191]	[80, 98]	[]	[183428377, 183428395]
466_23871	chr1	192108097	192108497	+	957	36.5	[]	[]	[11.465191]	[70]	[]	[192108267]
466_23873	chr1	201507165	201507565	+	995	36.5	[6.9489045]	[157]	[6.9489045]	[157]	[201507381]	[201507381]
466_23875	chr1	203320956	203321356	+	912	36.5	[11.465191]	[162]	[]	[]	[203321207]	[]
466_2388	chr5	170151381	170151781	+	1000	97.5	[6.53501]	[95]	[11.465191]	[112]	[170151567]	[170151584]
466_23882	chr1	212699325	212699725	+	947	36.5	[6.672127]	[142]	[]	[]	[212699553]	[]
466_23884	chr1	223713887	223714287	+	941	36.5	[6.975399]	[79]	[]	[]	[223714045]	[]
466_23886	chr1	228082145	228082545	+	1000	36.5	[]	[]	[6.672127]	[216]	[]	[228082373]
466_23888	chr1	230729688	230730088	+	624	36.5	[]	[]	[11.465191]	[174]	[]	[230729932]
466_2389	chr6	13328060	13328460	+	1000	97.5	[11.465191]	[70]	[]	[]	[13328223]	[]
466_23892	chr1	234662844	234663244	+	935	36.5	[11.465191]	[106]	[]	[]	[234663037]	[]
466_23893	chr1	234852649	234853049	+	1000	36.5	[]	[]	[6.975399]	[125]	[]	[234852859]
466_23903	chr10	12068498	12068898	+	964	36.5	[]	[]	[11.465191]	[190]	[]	[12068748]
466_23904	chr10	21020615	21021015	+	913	36.5	[11.465191]	[166]	[]	[]	[21020840]	[]
466_23913	chr10	61753561	61753961	+	668	36.5	[]	[]	[6.53501]	[139]	[]	[61753722]
466_23916	chr10	70759856	70760256	+	898	36.5	[]	[]	[11.465191]	[160]	[]	[70760096]
466_23917	chr10	71613379	71613779	+	1000	36.5	[]	[]	[11.465191, 11.465191]	[62, 127]	[]	[71613532, 71613597]
466_23918	chr10	71970328	71970728	+	1000	36.5	[11.465191]	[55]	[]	[]	[71970479]	[]
466_23919	chr10	72263652	72264052	+	1000	36.5	[]	[]	[11.465191, 11.465191]	[164, 198]	[]	[72263830, 72263864]
466_23921	chr10	73959942	73960342	+	689	36.5	[11.465191]	[153]	[]	[]	[73960102]	[]
466_23926	chr10	99392550	99392950	+	1000	36.5	[11.465191]	[140]	[6.672127]	[173]	[99392728]	[99392761]
466_23928	chr10	102463321	102463721	+	688	36.5	[6.9489045]	[206]	[6.9489045]	[206]	[102463556]	[102463556]
466_23929	chr10	113851598	113851998	+	623	36.5	[]	[]	[11.465191]	[219]	[]	[113851824]
466_2393	chr1	117605952	117606352	+	1000	97.0	[]	[]	[11.465191]	[109]	[]	[117606151]
466_23930	chr11	5291214	5291614	+	1000	36.5	[]	[]	[6.975399]	[123]	[]	[5291425]
466_23931	chr11	5691614	5692014	+	1000	36.5	[]	[]	[6.975399]	[165]	[]	[5691845]
466_23932	chr11	12044195	12044595	+	1000	36.5	[]	[]	[11.465191]	[132]	[]	[12044366]
466_2394	chr1	166705486	166705886	+	1000	97.0	[]	[]	[6.53501]	[162]	[]	[166705715]
466_23949	chr11	75814628	75815028	+	996	36.5	[6.9489045]	[124]	[11.465191, 6.9489045]	[102, 124]	[75814845]	[75814823, 75814845]
466_2395	chr1	207239935	207240335	+	1000	97.0	[6.53501]	[62]	[]	[]	[207240090]	[]
466_2396	chr10	73262148	73262548	+	1000	97.0	[6.975399]	[107]	[]	[]	[73262327]	[]
466_23960	chr12	7970908	7971308	+	1000	36.5	[6.672127]	[104]	[]	[]	[7971085]	[]
466_23966	chr12	48165054	48165454	+	994	36.5	[11.465191]	[125]	[]	[]	[48165257]	[]
466_23969	chr12	52952139	52952539	+	1000	36.5	[6.53501, 6.9489045]	[110, 171]	[6.9489045]	[171]	[52952304, 52952365]	[52952365]
466_23971	chr12	56682981	56683381	+	960	36.5	[11.465191]	[153]	[]	[]	[56683222]	[]
466_23972	chr12	57078530	57078930	+	830	36.5	[6.9489045]	[154]	[6.9489045]	[154]	[57078770]	[57078770]
466_23973	chr12	57182977	57183377	+	1000	36.5	[]	[]	[11.465191, 11.465191]	[96, 121]	[]	[57183169, 57183194]
466_23975	chr12	57460422	57460822	+	1000	36.5	[]	[]	[11.465191, 6.672127]	[152, 167]	[]	[57460627, 57460642]
466_2398	chr11	72814048	72814448	+	1000	97.0	[]	[]	[6.53501]	[115]	[]	[72814212]
466_23980	chr12	93876331	93876731	+	980	36.5	[]	[]	[6.53501]	[70]	[]	[93876490]
466_23986	chr12	109154060	109154460	+	1000	36.5	[11.465191]	[135]	[11.465191]	[87]	[109154266]	[109154218]
466_23987	chr12	113208097	113208497	+	799	36.5	[]	[]	[6.53501]	[86]	[]	[113208276]
466_2399	chr11	78377810	78378210	+	1000	97.0	[6.53501, 6.9489045]	[120, 127]	[6.9489045, 11.465191, 6.975399]	[127, 138, 149]	[78378001, 78378008]	[78378008, 78378019, 78378030]
466_23990	chr12	117105868	117106268	+	996	36.5	[6.53501]	[77]	[11.465191]	[150]	[117106031]	[117106104]
466_23993	chr12	122500083	122500483	+	771	36.5	[6.53501]	[114]	[]	[]	[122500244]	[]
466_23994	chr12	132095724	132096124	+	1000	36.5	[11.465191, 11.465191]	[103, 131]	[]	[]	[132095921, 132095949]	[]
466_23995	chr13	20801696	20802096	+	1000	36.5	[6.9489045]	[72]	[6.9489045]	[72]	[20801859]	[20801859]
466_23996	chr13	24512459	24512859	+	1000	36.5	[11.465191]	[229]	[]	[]	[24512703]	[]
466_24002	chr13	95202137	95202537	+	942	36.5	[6.9489045]	[119]	[6.9489045]	[119]	[95202356]	[95202356]
466_24004	chr14	20990128	20990528	+	999	36.5	[6.9489045]	[186]	[6.9489045]	[186]	[20990332]	[20990332]
466_24007	chr14	54902535	54902935	+	1000	36.5	[11.465191]	[147]	[]	[]	[54902766]	[]
466_24009	chr14	60331126	60331526	+	1000	36.5	[6.9489045, 6.975399]	[56, 117]	[6.9489045]	[56]	[60331278, 60331339]	[60331278]
466_24010	chr14	68685685	68686085	+	967	36.5	[]	[]	[6.975399]	[100]	[]	[68685871]
466_24025	chr15	66966289	66966689	+	984	36.5	[]	[]	[6.975399]	[71]	[]	[66966448]
466_24027	chr15	72670762	72671162	+	753	36.5	[11.465191]	[133]	[]	[]	[72670936]	[]
466_2403	chr19	6652724	6653124	+	1000	97.0	[]	[]	[11.465191]	[121]	[]	[6652939]
466_24030	chr16	180004	180404	+	1000	36.5	[6.672127]	[166]	[]	[]	[180222]	[]
466_24031	chr16	1645920	1646320	+	729	36.5	[11.465191]	[109]	[]	[]	[1646116]	[]
466_24033	chr16	11408072	11408472	+	952	36.5	[]	[]	[6.672127]	[104]	[]	[11408257]
466_24034	chr16	15022106	15022506	+	1000	36.5	[]	[]	[11.465191]	[130]	[]	[15022311]
466_24042	chr16	31457892	31458292	+	996	36.5	[]	[]	[11.465191]	[110]	[]	[31458087]
466_24043	chr16	56964712	56965112	+	1000	36.5	[11.465191]	[201]	[]	[]	[56964937]	[]
466_24046	chr16	67170036	67170436	+	997	36.5	[11.465191]	[147]	[]	[]	[67170277]	[]
466_24047	chr16	67311565	67311965	+	981	36.5	[]	[]	[6.53501]	[184]	[]	[67311762]
466_24049	chr16	68040486	68040886	+	991	36.5	[6.53501]	[83]	[6.53501]	[127]	[68040659]	[68040703]
466_2405	chr22	23179969	23180369	+	1000	97.0	[]	[]	[6.53501]	[77]	[]	[23180132]
466_24054	chr16	81482412	81482812	+	1000	36.5	[6.53501]	[143]	[]	[]	[81482629]	[]
466_24055	chr16	85799547	85799947	+	972	36.5	[]	[]	[6.672127, 11.465191]	[91, 126]	[]	[85799715, 85799750]
466_24056	chr17	1563004	1563404	+	992	36.5	[11.465191]	[194]	[]	[]	[1563245]	[]
466_24057	chr17	2008648	2009048	+	962	36.5	[11.465191, 6.53501]	[79, 142]	[11.465191, 6.975399]	[73, 89]	[2008816, 2008879]	[2008810, 2008826]
466_2406	chr4	39527638	39528038	+	1000	97.0	[6.975399]	[133]	[]	[]	[39527796]	[]
466_24061	chr17	17812828	17813228	+	960	36.5	[6.9489045]	[162]	[6.9489045]	[162]	[17813040]	[17813040]
466_24070	chr17	56786858	56787258	+	975	36.5	[11.465191]	[165]	[6.975399]	[216]	[56787057]	[56787108]
466_24077	chr17	75753409	75753809	+	991	36.5	[11.465191]	[82]	[]	[]	[75753586]	[]
466_24078	chr17	76246335	76246735	+	817	36.5	[6.9489045]	[132]	[6.9489045]	[132]	[76246560]	[76246560]
466_24081	chr17	78308450	78308850	+	994	36.5	[]	[]	[6.53501]	[141]	[]	[78308639]
466_24083	chr17	81484095	81484495	+	1000	36.5	[]	[]	[11.465191]	[170]	[]	[81484318]
466_24084	chr17	81937414	81937814	+	976	36.5	[6.672127]	[125]	[]	[]	[81937611]	[]
466_24087	chr18	23586101	23586501	+	992	36.5	[11.465191]	[123]	[]	[]	[23586284]	[]
466_2409	chr5	118990554	118990954	+	1000	97.0	[]	[]	[11.465191, 6.975399]	[100, 129]	[]	[118990727, 118990756]
466_24092	chr19	3053114	3053514	+	1000	36.5	[6.975399]	[164]	[11.465191, 11.465191]	[99, 146]	[3053351]	[3053286, 3053333]
466_24094	chr19	4233328	4233728	+	923	36.5	[11.465191]	[144]	[]	[]	[4233558]	[]
466_24096	chr19	4589534	4589934	+	1000	36.5	[]	[]	[11.465191]	[130]	[]	[4589717]
466_24097	chr19	5622445	5622845	+	960	36.5	[6.672127]	[103]	[]	[]	[5622611]	[]
466_2410	chr6	14618759	14619159	+	1000	97.0	[6.9489045]	[147]	[11.465191, 6.9489045]	[118, 147]	[14618997]	[14618968, 14618997]
466_24100	chr19	9586716	9587116	+	993	36.5	[]	[]	[6.975399]	[118]	[]	[9586933]
466_24103	chr19	13396822	13397222	+	945	36.5	[11.465191]	[114]	[]	[]	[13397026]	[]
466_24107	chr19	17465973	17466373	+	961	36.5	[]	[]	[11.465191]	[80]	[]	[17466133]
466_24108	chr19	18323142	18323542	+	988	36.5	[]	[]	[11.465191]	[100]	[]	[18323334]
466_24110	chr19	19488522	19488922	+	734	36.5	[]	[]	[6.672127]	[104]	[]	[19488722]
466_24111	chr19	19663660	19664060	+	785	36.5	[]	[]	[6.672127]	[91]	[]	[19663812]
466_24112	chr19	29715272	29715672	+	808	36.5	[]	[]	[6.672127]	[154]	[]	[29715440]
466_24116	chr19	40687491	40687891	+	1000	36.5	[6.672127]	[87]	[]	[]	[40687674]	[]
466_2412	chr7	98420988	98421388	+	1000	97.0	[]	[]	[11.465191, 6.975399]	[85, 146]	[]	[98421150, 98421211]
466_2413	chr7	112790306	112790706	+	1000	97.0	[6.53501]	[143]	[11.465191]	[107]	[112790526]	[112790490]
466_24131	chr19	50431438	50431838	+	1000	36.5	[]	[]	[11.465191]	[148]	[]	[50431676]
466_24132	chr19	51794092	51794492	+	688	36.5	[]	[]	[6.975399, 11.465191, 11.465191]	[93, 127, 136]	[]	[51794283, 51794317, 51794326]
466_24136	chr2	24816938	24817338	+	1000	36.5	[6.53501]	[73]	[]	[]	[24817110]	[]
466_2414	chr7	128099328	128099728	+	1000	97.0	[6.9489045]	[156]	[6.9489045]	[156]	[128099490]	[128099490]
466_24142	chr2	58240573	58240973	+	868	36.5	[]	[]	[6.975399]	[156]	[]	[58240738]
466_24148	chr2	70141069	70141469	+	940	36.5	[]	[]	[6.975399]	[80]	[]	[70141248]
