#PeakID(python identify_motif.py ./ENCODE_processed_files/CREM_idr.fa CREM --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
978_33731	chr1	230332785	230333185	+	1000	50.0	[8.115486]	[113]	[8.120121]	[113]	[230332993]	[230332993]
978_3376	chr22	41413790	41414190	+	1000	261.0	[11.888696, 8.619436]	[91, 111]	[11.886207, 8.620841]	[91, 111]	[41413978, 41413998]	[41413978, 41413998]
978_33776	chr10	132387914	132388314	+	1000	50.0	[6.713]	[110]	[6.710395]	[110]	[132388122]	[132388122]
978_33794	chr11	47271991	47272391	+	1000	50.0	[7.842521]	[87]	[7.8499775]	[87]	[47272176]	[47272176]
978_33797	chr11	64745970	64746370	+	1000	50.0	[9.1910305]	[141]	[9.186549]	[141]	[64746210]	[64746210]
978_33798	chr11	65116772	65117172	+	1000	50.0	[7.921861]	[75]	[7.920714]	[75]	[65116947]	[65116947]
978_338	chr1	109984503	109984903	+	1000	623.0	[16.47136, 12.882286]	[74, 141]	[16.470112, 12.888424]	[74, 141]	[109984671, 109984738]	[109984671, 109984738]
978_33812	chr11	111981997	111982397	+	1000	50.0	[7.2239633]	[60]	[7.225198]	[60]	[111982156]	[111982156]
978_33815	chr11	123841109	123841509	+	1000	50.0	[10.898997, 14.123898]	[79, 165]	[10.908785, 14.126143]	[79, 165]	[123841269, 123841355]	[123841269, 123841355]
978_33821	chr12	8066236	8066636	+	1000	50.0	[10.629064]	[128]	[10.620552]	[128]	[8066457]	[8066457]
978_33822	chr12	9760726	9761126	+	1000	50.0	[8.116089]	[122]	[8.11074]	[122]	[9760936]	[9760936]
978_3383	chr11	50298362	50298762	+	1000	260.0	[6.904002, 13.24051, 9.224522]	[67, 92, 117]	[6.9011445, 13.243506, 9.225908]	[67, 92, 117]	[50298527, 50298552, 50298577]	[50298527, 50298552, 50298577]
978_33857	chr13	42174269	42174669	+	1000	50.0	[8.067264]	[63]	[8.07066]	[63]	[42174432]	[42174432]
978_3388	chr20	36183172	36183572	+	1000	260.0	[7.782986]	[129]	[7.7875137]	[129]	[36183398]	[36183398]
978_33882	chr14	105019223	105019623	+	1000	50.0	[6.7335997]	[173]	[6.72382]	[173]	[105019465]	[105019465]
978_339	chr19	49876456	49876856	+	1000	623.0	[8.862689]	[72]	[8.866319]	[72]	[49876627]	[49876627]
978_33910	chr16	4246717	4247117	+	1000	50.0	[7.807431]	[96]	[7.802299]	[96]	[4246880]	[4246880]
978_33912	chr16	11355606	11356006	+	1000	50.0	[10.828633]	[91]	[10.83064]	[91]	[11355797]	[11355797]
978_33935	chr16	75564975	75565375	+	1000	50.0	[8.131676]	[115]	[8.129899]	[115]	[75565166]	[75565166]
978_33949	chr17	40820407	40820807	+	1000	50.0	[8.275167]	[119]	[8.279554]	[119]	[40820617]	[40820617]
978_33955	chr17	47831928	47832328	+	1000	50.0	[6.628221]	[72]	[6.6391163]	[72]	[47832096]	[47832096]
978_33957	chr17	49106794	49107194	+	1000	50.0	[6.7247114]	[70]	[6.7284393]	[70]	[49106945]	[49106945]
978_33977	chr18	2875493	2875893	+	1000	50.0	[10.58393]	[120]	[10.583055]	[120]	[2875706]	[2875706]
978_33979	chr18	3712510	3712910	+	1000	50.0	[12.529279]	[100]	[12.525316]	[100]	[3712709]	[3712709]
978_33985	chr18	59847984	59848384	+	1000	50.0	[12.975886]	[98]	[12.973669]	[98]	[59848179]	[59848179]
978_33987	chr18	62785025	62785425	+	1000	50.0	[14.598358]	[95]	[14.602865]	[95]	[62785212]	[62785212]
978_33999	chr19	5952954	5953354	+	880	50.0	[8.047441]	[151]	[8.043019]	[151]	[5953182]	[5953182]
978_34000	chr19	6738439	6738839	+	1000	50.0	[8.865331]	[119]	[8.87142]	[119]	[6738653]	[6738653]
978_34024	chr19	40599344	40599744	+	1000	50.0	[10.292063]	[114]	[10.290869]	[114]	[40599549]	[40599549]
978_34049	chr2	29152595	29152995	+	1000	50.0	[12.623919]	[121]	[12.623089]	[121]	[29152804]	[29152804]
978_34050	chr2	33411824	33412224	+	1000	50.0	[16.701668]	[94]	[16.701256]	[94]	[33412017]	[33412017]
978_34053	chr2	44268250	44268650	+	1000	50.0	[8.047728, 13.029168]	[67, 92]	[8.04737, 13.030517]	[67, 92]	[44268410, 44268435]	[44268410, 44268435]
978_34077	chr2	113167285	113167685	+	864	50.0	[11.34504]	[112]	[11.348026]	[112]	[113167494]	[113167494]
978_34098	chr2	223641139	223641539	+	1000	50.0	[7.016865]	[85]	[7.0202312]	[85]	[223641318]	[223641318]
978_34112	chr20	33651481	33651881	+	1000	50.0	[10.574724]	[92]	[10.579498]	[92]	[33651664]	[33651664]
978_34113	chr20	35271095	35271495	+	1000	50.0	[7.4809275]	[158]	[7.485692]	[158]	[35271325]	[35271325]
978_34123	chr20	62066831	62067231	+	1000	50.0	[7.12989]	[145]	[7.131492]	[145]	[62067062]	[62067062]
978_34127	chr21	14875642	14876042	+	654	50.0	[6.7688603]	[144]	[6.7527223]	[144]	[14875862]	[14875862]
978_34132	chr21	36806139	36806539	+	1000	50.0	[7.1062274, 11.405579]	[80, 118]	[7.101035, 11.404487]	[80, 118]	[36806308, 36806346]	[36806308, 36806346]
978_34152	chr22	30968367	30968767	+	1000	50.0	[6.683075]	[78]	[6.6788325]	[78]	[30968534]	[30968534]
978_3416	chr5	172900994	172901394	+	1000	259.0	[12.193309, 7.794694]	[65, 120]	[12.200201, 7.80082]	[65, 120]	[172901149, 172901204]	[172901149, 172901204]
978_34165	chr3	20081130	20081530	+	1000	50.0	[7.6119905]	[105]	[7.6114664]	[105]	[20081332]	[20081332]
978_3417	chr6	27146762	27147162	+	1000	259.0	[14.614359]	[87]	[14.6182165]	[87]	[27146946]	[27146946]
978_34175	chr3	70120343	70120743	+	1000	50.0	[8.373942]	[156]	[8.377227]	[156]	[70120590]	[70120590]
978_34199	chr3	197033136	197033536	+	1000	50.0	[13.638588, 13.638588]	[93, 153]	[13.638581, 13.638581]	[93, 153]	[197033315, 197033375]	[197033315, 197033375]
978_342	chr19	10251985	10252385	+	1000	622.0	[14.044316]	[95]	[14.045819]	[95]	[10252178]	[10252178]
978_34202	chr4	3324042	3324442	+	1000	50.0	[9.1249485]	[167]	[9.1277075]	[167]	[3324284]	[3324284]
978_34206	chr4	8675325	8675725	+	1000	50.0	[11.26656, 8.899473]	[126, 154]	[11.265153, 8.891067]	[126, 154]	[8675536, 8675564]	[8675536, 8675564]
978_3422	chr1	9071520	9071920	+	1000	258.0	[10.459314]	[88]	[10.466966]	[88]	[9071708]	[9071708]
978_34237	chr5	78510369	78510769	+	1000	50.0	[11.0294485]	[112]	[11.020024]	[112]	[78510568]	[78510568]
978_34238	chr5	78912481	78912881	+	1000	50.0	[10.96194]	[97]	[10.965342]	[97]	[78912672]	[78912672]
978_34249	chr5	138179516	138179916	+	1000	50.0	[7.167301]	[61]	[7.1695523]	[61]	[138179670]	[138179670]
978_3425	chr10	63269086	63269486	+	1000	258.0	[6.7551646]	[116]	[6.7611012]	[116]	[63269300]	[63269300]
978_34253	chr5	143191718	143192118	+	1000	50.0	[8.38516, 8.7228985]	[80, 113]	[8.388154, 8.723829]	[80, 113]	[143191897, 143191930]	[143191897, 143191930]
978_34260	chr5	172004948	172005348	+	1000	50.0	[11.708381, 6.628109]	[100, 122]	[11.705428, 6.635589]	[100, 122]	[172005145, 172005167]	[172005145, 172005167]
978_3427	chr12	56636673	56637073	+	1000	258.0	[11.493004]	[126]	[11.501383]	[126]	[56636890]	[56636890]
978_34274	chr6	4381351	4381751	+	1000	50.0	[9.819894]	[125]	[9.814561]	[125]	[4381567]	[4381567]
978_34276	chr6	6591932	6592332	+	1000	50.0	[8.888116]	[108]	[8.887014]	[108]	[6592134]	[6592134]
978_34282	chr6	15949446	15949846	+	1000	50.0	[9.976646]	[118]	[9.982914]	[118]	[15949660]	[15949660]
978_34328	chr7	20330482	20330882	+	1000	50.0	[10.977466]	[60]	[10.974025]	[60]	[20330641]	[20330641]
978_3433	chr17	2401490	2401890	+	1000	258.0	[12.608945]	[103]	[12.613088]	[103]	[2401685]	[2401685]
978_34332	chr7	27863907	27864307	+	1000	50.0	[9.19591]	[86]	[9.19507]	[86]	[27864092]	[27864092]
978_34335	chr7	44240969	44241369	+	1000	50.0	[8.128095]	[145]	[8.134481]	[145]	[44241207]	[44241207]
978_34350	chr7	107663197	107663597	+	1000	50.0	[15.686459]	[88]	[15.686657]	[88]	[107663385]	[107663385]
978_34366	chr7	156520415	156520815	+	1000	50.0	[8.926253, 8.926253]	[71, 119]	[8.9326315, 8.9326315]	[71, 119]	[156520583, 156520631]	[156520583, 156520631]
978_34367	chr8	638599	638999	+	1000	50.0	[7.8501005]	[118]	[7.8467135]	[118]	[638811]	[638811]
978_34395	chr8	125273845	125274245	+	1000	50.0	[9.663866]	[123]	[9.663257]	[123]	[125274052]	[125274052]
978_344	chr7	44986503	44986903	+	1000	622.0	[9.619671, 14.197303]	[75, 139]	[9.622185, 14.195465]	[75, 139]	[44986673, 44986737]	[44986673, 44986737]
978_34401	chr8	143306631	143307031	+	1000	50.0	[6.993747]	[80]	[7.000286]	[80]	[143306797]	[143306797]
978_34417	chr9	124306379	124306779	+	1000	50.0	[9.00932]	[110]	[9.010648]	[110]	[124306584]	[124306584]
978_3442	chr7	75624132	75624532	+	1000	258.0	[14.310183]	[109]	[14.305846]	[109]	[75624338]	[75624338]
978_34431	chr9	137716162	137716562	+	1000	50.0	[7.4655666, 7.226211]	[71, 97]	[7.46991, 7.228296]	[71, 97]	[137716332, 137716358]	[137716332, 137716358]
978_34447	chrX	119477766	119478166	+	1000	50.0	[8.231856]	[111]	[8.234166]	[111]	[119477957]	[119477957]
978_3447	chr1	221712249	221712649	+	1000	257.0	[9.555132]	[86]	[9.553807]	[86]	[221712431]	[221712431]
978_34496	chr1	55204901	55205301	+	1000	49.0	[6.9012475]	[103]	[6.911525]	[103]	[55205104]	[55205104]
978_34511	chr1	109192441	109192841	+	1000	49.0	[6.757137]	[92]	[6.761549]	[92]	[109192624]	[109192624]
978_34533	chr1	180941030	180941430	+	1000	49.0	[14.291801]	[123]	[14.293394]	[123]	[180941238]	[180941238]
978_34537	chr1	192954887	192955287	+	1000	49.0	[7.532185]	[142]	[7.5292416]	[142]	[192955111]	[192955111]
978_34539	chr1	198121046	198121446	+	1000	49.0	[10.098453]	[86]	[10.10082]	[86]	[198121225]	[198121225]
978_34555	chr1	230123838	230124238	+	1000	49.0	[10.144722, 6.7107377]	[88, 151]	[10.146135, 6.7061024]	[88, 151]	[230124025, 230124088]	[230124025, 230124088]
978_34556	chr1	230145517	230145917	+	1000	49.0	[6.684207, 7.235613]	[98, 115]	[6.6899805, 7.2397327]	[98, 115]	[230145707, 230145724]	[230145707, 230145724]
978_3457	chr4	1289656	1290056	+	1000	257.0	[10.6668825]	[88]	[10.67309]	[88]	[1289842]	[1289842]
978_34599	chr10	114023239	114023639	+	1000	49.0	[10.693904]	[123]	[10.694071]	[123]	[114023452]	[114023452]
978_346	chr6	24721074	24721474	+	1000	620.0	[8.210525]	[79]	[8.21144]	[79]	[24721252]	[24721252]
978_3464	chrX	48003924	48004324	+	1000	257.0	[18.379665]	[101]	[18.377924]	[101]	[48004123]	[48004123]
978_34678	chr13	20993581	20993981	+	1000	49.0	[8.59467]	[111]	[8.59942]	[111]	[20993780]	[20993780]
978_34679	chr13	42259572	42259972	+	1000	49.0	[9.024192]	[101]	[9.022548]	[101]	[42259772]	[42259772]
978_34701	chr14	89198898	89199298	+	1000	49.0	[10.020852, 13.285602]	[97, 112]	[10.02692, 13.283322]	[97, 112]	[89199088, 89199103]	[89199088, 89199103]
978_34704	chr14_KI270722v1_random	183038	183438	+	1000	49.0	[15.642524]	[133]	[15.645286]	[133]	[183245]	[183245]
978_34706	chr15	40747705	40748105	+	1000	49.0	[8.905179]	[126]	[8.915083]	[126]	[40747915]	[40747915]
978_34708	chr15	50593744	50594144	+	1000	49.0	[10.996401]	[86]	[10.997525]	[86]	[50593926]	[50593926]
978_34709	chr15	51577044	51577444	+	1000	49.0	[6.8844824]	[139]	[6.885242]	[139]	[51577260]	[51577260]
978_34712	chr15	60393083	60393483	+	1000	49.0	[12.558706]	[159]	[12.5593]	[159]	[60393322]	[60393322]
978_34715	chr15	64459350	64459750	+	1000	49.0	[10.943151]	[99]	[10.933293]	[99]	[64459546]	[64459546]
978_34719	chr15	69114624	69115024	+	1000	49.0	[6.5478888]	[125]	[6.5406876]	[125]	[69114843]	[69114843]
978_3472	chr17	47189366	47189766	+	1000	256.0	[8.9993105]	[109]	[9.007212]	[109]	[47189569]	[47189569]
978_34728	chr15	100234984	100235384	+	1000	49.0	[6.7907205]	[118]	[6.7987976]	[118]	[100235199]	[100235199]
978_34743	chr16	25067346	25067746	+	1000	49.0	[7.8921046]	[142]	[7.8881855]	[142]	[25067553]	[25067553]
978_3475	chr2	69914500	69914900	+	1000	256.0	[12.133131]	[95]	[12.132022]	[95]	[69914695]	[69914695]
978_3477	chr20	23193928	23194328	+	1000	256.0	[11.78134]	[113]	[11.782523]	[113]	[23194135]	[23194135]
978_34777	chr17	10716165	10716565	+	1000	49.0	[9.454569]	[136]	[9.45245]	[136]	[10716377]	[10716377]
978_3478	chr21	35106179	35106579	+	1000	256.0	[8.7322235]	[90]	[8.737458]	[90]	[35106366]	[35106366]
978_34786	chr17	29567804	29568204	+	1000	49.0	[7.927103]	[121]	[7.927589]	[121]	[29567987]	[29567987]
978_348	chr9	97922045	97922445	+	1000	620.0	[13.341617]	[87]	[13.340919]	[87]	[97922227]	[97922227]
978_34825	chr18	5298558	5298958	+	1000	49.0	[8.487555]	[99]	[8.477958]	[99]	[5298736]	[5298736]
978_34829	chr18	10628973	10629373	+	1000	49.0	[7.4759593]	[81]	[7.481891]	[81]	[10629145]	[10629145]
978_34848	chr19	4930675	4931075	+	1000	49.0	[8.673108]	[80]	[8.675981]	[80]	[4930843]	[4930843]
978_34877	chr2	747756	748156	+	1000	49.0	[13.12828, 6.571075, 6.571075]	[87, 101, 142]	[13.131159, 6.5663114, 6.5663114]	[87, 101, 142]	[747925, 747939, 747980]	[747925, 747939, 747980]
978_3488	chr11	46886240	46886640	+	1000	255.0	[10.182486]	[109]	[10.183096]	[109]	[46886446]	[46886446]
978_34887	chr2	27752687	27753087	+	1000	49.0	[8.982474]	[84]	[8.978279]	[84]	[27752868]	[27752868]
978_34898	chr2	65232014	65232414	+	1000	49.0	[7.2865276]	[124]	[7.2854457]	[124]	[65232231]	[65232231]
978_349	chr17	75271057	75271457	+	1000	619.0	[7.8832645]	[71]	[7.885623]	[71]	[75271227]	[75271227]
978_34908	chr2	106839869	106840269	+	809	49.0	[10.91711]	[129]	[10.919849]	[129]	[106840084]	[106840084]
978_34914	chr2	127638337	127638737	+	1000	49.0	[6.4894757, 8.68658]	[95, 110]	[6.4823084, 8.677991]	[95, 110]	[127638530, 127638545]	[127638530, 127638545]
978_3493	chr16	87956205	87956605	+	1000	255.0	[9.335426]	[104]	[9.336507]	[104]	[87956409]	[87956409]
978_34945	chr20	43667417	43667817	+	1000	49.0	[9.569733]	[73]	[9.571167]	[73]	[43667577]	[43667577]
978_34956	chr21	17418850	17419250	+	1000	49.0	[10.673263, 8.588103]	[86, 140]	[10.677656, 8.585904]	[86, 140]	[17419029, 17419083]	[17419029, 17419083]
978_3498	chr3	183009744	183010144	+	1000	255.0	[12.76081]	[89]	[12.763688]	[89]	[183009926]	[183009926]
978_3500	chr5	149466446	149466846	+	1000	255.0	[6.816066]	[145]	[6.8185415]	[145]	[149466691]	[149466691]
978_35003	chr3	20104185	20104585	+	1000	49.0	[8.4611225]	[101]	[8.463172]	[101]	[20104375]	[20104375]
978_35004	chr3	32140921	32141321	+	1000	49.0	[6.6136236]	[146]	[6.621785]	[146]	[32141167]	[32141167]
978_35029	chr3	129195639	129196039	+	1000	49.0	[8.644487]	[101]	[8.64123]	[101]	[129195831]	[129195831]
978_3504	chrX	155881600	155882000	+	1000	255.0	[15.510843]	[101]	[15.510425]	[101]	[155881797]	[155881797]
978_35092	chr5	34666413	34666813	+	1000	49.0	[6.88355, 9.99546]	[82, 129]	[6.8854723, 9.992198]	[82, 129]	[34666584, 34666631]	[34666584, 34666631]
978_3511	chr19	35899604	35900004	+	1000	254.0	[11.069506]	[104]	[11.060398]	[104]	[35899802]	[35899802]
978_35111	chr5	132677147	132677547	+	1000	49.0	[10.734446]	[117]	[10.739643]	[117]	[132677342]	[132677342]
978_35118	chr5	141560829	141561229	+	1000	49.0	[10.362705]	[97]	[10.356683]	[97]	[141561016]	[141561016]
978_35123	chr5	149240389	149240789	+	1000	49.0	[6.840771, 7.238044]	[92, 97]	[6.835474, 7.2343254]	[92, 97]	[149240576, 149240581]	[149240576, 149240581]
978_35127	chr5	153618865	153619265	+	1000	49.0	[10.983841]	[102]	[10.976405]	[102]	[153619065]	[153619065]
978_3513	chr2	61176802	61177202	+	1000	254.0	[7.2454915]	[106]	[7.2396703]	[106]	[61177005]	[61177005]
978_3517	chr4	105473863	105474263	+	1000	254.0	[7.0147805]	[83]	[7.01689]	[83]	[105474046]	[105474046]
978_35188	chr7	2629717	2630117	+	1000	49.0	[8.699414, 11.695192]	[67, 124]	[8.705319, 11.702246]	[67, 124]	[2629877, 2629934]	[2629877, 2629934]
978_35202	chr7	37181972	37182372	+	1000	49.0	[9.270461]	[112]	[9.271724]	[112]	[37182177]	[37182177]
978_35234	chr7	132580710	132581110	+	1000	49.0	[7.648853]	[92]	[7.645817]	[92]	[132580890]	[132580890]
978_35240	chr7	155198315	155198715	+	1000	49.0	[6.8396854]	[104]	[6.848093]	[104]	[155198511]	[155198511]
978_35245	chr8	10825321	10825721	+	1000	49.0	[7.5475993]	[128]	[7.5488825]	[128]	[10825542]	[10825542]
978_35246	chr8	22219901	22220301	+	1000	49.0	[11.030346]	[154]	[11.03105]	[154]	[22220112]	[22220112]
978_35249	chr8	23761522	23761922	+	1000	49.0	[6.7396326, 7.6978846]	[82, 85]	[6.7426753, 7.693261]	[82, 85]	[23761688, 23761691]	[23761688, 23761691]
978_3525	chr8	144901369	144901769	+	1000	254.0	[7.337865]	[87]	[7.3368516]	[87]	[144901556]	[144901556]
978_35262	chr8	125335518	125335918	+	1000	49.0	[12.752046]	[108]	[12.749013]	[108]	[125335715]	[125335715]
978_35272	chr9	2570656	2571056	+	1000	49.0	[7.2911544]	[162]	[7.3032312]	[162]	[2570905]	[2570905]
978_3528	chr1	2073422	2073822	+	1000	253.0	[15.080172]	[93]	[15.080385]	[93]	[2073608]	[2073608]
978_35296	chr9	127112034	127112434	+	1000	49.0	[16.479143]	[92]	[16.481256]	[92]	[127112222]	[127112222]
978_3531	chr11	57424693	57425093	+	1000	253.0	[9.338917]	[160]	[9.341869]	[160]	[57424942]	[57424942]
978_35313	chrX	9708971	9709371	+	1000	49.0	[10.939244]	[121]	[10.932874]	[121]	[9709186]	[9709186]
978_35345	chr1	13699954	13700354	+	1000	48.0	[10.484309]	[125]	[10.482776]	[125]	[13700177]	[13700177]
978_35350	chr1	17208038	17208438	+	1000	48.0	[12.407509]	[87]	[12.408847]	[87]	[17208219]	[17208219]
978_35356	chr1	23521685	23522085	+	1000	48.0	[11.705075]	[122]	[11.7068205]	[122]	[23521894]	[23521894]
978_35367	chr1	33501760	33502160	+	1000	48.0	[14.241533]	[112]	[14.24046]	[112]	[33501968]	[33501968]
978_3537	chr20	38748224	38748624	+	1000	253.0	[9.968235]	[76]	[9.969817]	[76]	[38748400]	[38748400]
978_35393	chr1	147890170	147890570	+	1000	48.0	[6.489843]	[107]	[6.4923944]	[107]	[147890367]	[147890367]
978_35403	chr1	174051921	174052321	+	1000	48.0	[7.3882594]	[66]	[7.3828926]	[66]	[174052079]	[174052079]
978_35407	chr1	180156550	180156950	+	1000	48.0	[11.002496]	[138]	[11.004613]	[138]	[180156744]	[180156744]
978_35411	chr1	196367851	196368251	+	1000	48.0	[15.497549]	[107]	[15.493915]	[107]	[196368034]	[196368034]
978_35417	chr1	204357445	204357845	+	1000	48.0	[9.901272]	[113]	[9.898019]	[113]	[204357658]	[204357658]
978_35420	chr1	207848169	207848569	+	1000	48.0	[10.804733]	[204]	[10.805284]	[204]	[207848415]	[207848415]
978_35430	chr1	234603769	234604169	+	1000	48.0	[12.97019]	[87]	[12.969568]	[87]	[234603945]	[234603945]
978_35437	chr10	3239586	3239986	+	1000	48.0	[7.63935]	[85]	[7.6373477]	[85]	[3239764]	[3239764]
978_35455	chr10	42933932	42934332	+	640	48.0	[10.084835, 10.821202]	[95, 108]	[10.085185, 10.818957]	[95, 108]	[42934122, 42934135]	[42934122, 42934135]
978_35457	chr10	49499287	49499687	+	1000	48.0	[6.845506]	[102]	[6.8405347]	[102]	[49499480]	[49499480]
978_35465	chr10	91411076	91411476	+	1000	48.0	[9.925861]	[109]	[9.924266]	[109]	[91411273]	[91411273]
978_35476	chr10	106996530	106996930	+	1000	48.0	[10.234484]	[78]	[10.238228]	[78]	[106996682]	[106996682]
978_35482	chr11	5522328	5522728	+	1000	48.0	[9.653056]	[121]	[9.656285]	[121]	[5522534]	[5522534]
978_35483	chr11	7927620	7928020	+	1000	48.0	[7.904667, 12.897842]	[121, 145]	[7.91831, 12.897935]	[121, 145]	[7927810, 7927834]	[7927810, 7927834]
978_35493	chr11	35036638	35037038	+	771	48.0	[9.388413]	[103]	[9.379365]	[103]	[35036810]	[35036810]
978_3550	chr13	51803592	51803992	+	1000	252.0	[12.490901]	[92]	[12.490251]	[92]	[51803774]	[51803774]
978_35504	chr11	62769690	62770090	+	909	48.0	[7.03144]	[72]	[7.026888]	[72]	[62769859]	[62769859]
978_35505	chr11	64717116	64717516	+	1000	48.0	[14.050594]	[99]	[14.050958]	[99]	[64717310]	[64717310]
978_3552	chr17	31094603	31095003	+	1000	252.0	[15.061199]	[109]	[15.061307]	[109]	[31094807]	[31094807]
978_35564	chr12	121471001	121471401	+	1000	48.0	[8.563837]	[104]	[8.55487]	[104]	[121471197]	[121471197]
978_35570	chr13	19959328	19959728	+	1000	48.0	[11.993678]	[131]	[11.996497]	[131]	[19959559]	[19959559]
978_35579	chr13	67440234	67440634	+	1000	48.0	[13.615134, 6.7543516]	[87, 101]	[13.61711, 6.7556367]	[87, 101]	[67440409, 67440423]	[67440409, 67440423]
978_3558	chr7	116211359	116211759	+	1000	252.0	[10.874884]	[98]	[10.875116]	[98]	[116211551]	[116211551]
978_356	chr19	52028232	52028632	+	1000	616.0	[11.498884]	[94]	[11.504897]	[94]	[52028423]	[52028423]
978_3560	chr9	37422425	37422825	+	1000	252.0	[8.365489]	[136]	[8.361045]	[136]	[37422645]	[37422645]
978_35600	chr15	34318599	34318999	+	1000	48.0	[6.9753814]	[122]	[6.972546]	[122]	[34318821]	[34318821]
978_35608	chr15	62776605	62777005	+	1000	48.0	[8.747909, 9.649238]	[76, 121]	[8.744686, 9.648046]	[76, 121]	[62776774, 62776819]	[62776774, 62776819]
978_35626	chr15	92883693	92884093	+	1000	48.0	[8.68399]	[114]	[8.6766205]	[114]	[92883879]	[92883879]
978_35630	chr16	1470812	1471212	+	1000	48.0	[10.517187]	[114]	[10.509889]	[114]	[1471019]	[1471019]
978_35656	chr16	73053632	73054032	+	1000	48.0	[13.020823]	[128]	[13.024479]	[128]	[73053849]	[73053849]
978_35660	chr16	84314375	84314775	+	1000	48.0	[11.342241, 13.825607]	[77, 102]	[11.335039, 13.833613]	[77, 102]	[84314544, 84314569]	[84314544, 84314569]
978_35667	chr16	89383006	89383406	+	1000	48.0	[9.269948, 7.1461544]	[86, 91]	[9.274668, 7.1410904]	[86, 91]	[89383183, 89383188]	[89383183, 89383188]
978_35692	chr17	50209662	50210062	+	1000	48.0	[10.04214]	[71]	[10.032793]	[71]	[50209829]	[50209829]
978_35695	chr17	55731758	55732158	+	1000	48.0	[7.3590097, 8.5549965]	[94, 99]	[7.356385, 8.555664]	[94, 99]	[55731934, 55731939]	[55731934, 55731939]
978_35696	chr17	62692915	62693315	+	1000	48.0	[8.171259]	[151]	[8.175254]	[151]	[62693165]	[62693165]
978_35704	chr17	75006669	75007069	+	1000	48.0	[6.489282]	[92]	[6.497294]	[92]	[75006855]	[75006855]
978_35712	chr18	24933336	24933736	+	1000	48.0	[14.535235]	[108]	[14.535338]	[108]	[24933539]	[24933539]
978_35718	chr18	54317038	54317438	+	1000	48.0	[11.471896]	[107]	[11.475908]	[107]	[54317237]	[54317237]
978_35724	chr19	3881757	3882157	+	1000	48.0	[9.204423]	[92]	[9.20652]	[92]	[3881945]	[3881945]
978_35731	chr19	7696556	7696956	+	1000	48.0	[9.896581, 10.656538, 12.476523]	[78, 94, 129]	[9.899529, 10.664719, 12.480482]	[78, 94, 129]	[7696729, 7696745, 7696780]	[7696729, 7696745, 7696780]
978_35732	chr19	7871284	7871684	+	1000	48.0	[11.196257]	[81]	[11.205813]	[81]	[7871452]	[7871452]
978_35760	chr19	49038637	49039037	+	938	48.0	[6.987908]	[82]	[6.983685]	[82]	[49038810]	[49038810]
978_35802	chr2	131363159	131363559	+	1000	48.0	[7.671401, 9.243526]	[106, 130]	[7.6657305, 9.238538]	[106, 130]	[131363359, 131363383]	[131363359, 131363383]
978_35805	chr2	169015940	169016340	+	1000	48.0	[7.159625]	[126]	[7.151173]	[126]	[169016166]	[169016166]
978_35824	chr2	231780040	231780440	+	1000	48.0	[10.5573845]	[96]	[10.561407]	[96]	[231780228]	[231780228]
978_35878	chr22	20751125	20751525	+	1000	48.0	[7.8186007]	[126]	[7.826978]	[126]	[20751339]	[20751339]
978_3588	chr6	69796909	69797309	+	1000	251.0	[15.027234]	[99]	[15.029742]	[99]	[69797107]	[69797107]
978_35892	chr22	39212754	39213154	+	1000	48.0	[9.557397]	[117]	[9.555108]	[117]	[39212962]	[39212962]
978_35893	chr22	42856186	42856586	+	1000	48.0	[7.3881626]	[97]	[7.3810096]	[97]	[42856361]	[42856361]
978_359	chr12	10613396	10613796	+	1000	615.0	[16.7818]	[91]	[16.783794]	[91]	[10613587]	[10613587]
978_35936	chr3	183259578	183259978	+	1000	48.0	[11.719259]	[130]	[11.722749]	[130]	[183259798]	[183259798]
978_35954	chr4	72112528	72112928	+	1000	48.0	[7.301411]	[105]	[7.292696]	[105]	[72112733]	[72112733]
978_35985	chr5	94888683	94889083	+	1000	48.0	[11.128838]	[99]	[11.133594]	[99]	[94888878]	[94888878]
978_36	chr11	65083996	65084396	+	1000	763.0	[9.335494]	[96]	[9.342516]	[96]	[65084189]	[65084189]
978_36007	chr6	815321	815721	+	1000	48.0	[6.5425506]	[141]	[6.5321183]	[141]	[815559]	[815559]
978_36016	chr6	10801214	10801614	+	1000	48.0	[7.1111364]	[71]	[7.1138024]	[71]	[10801379]	[10801379]
978_36041	chr6	45439954	45440354	+	1000	48.0	[8.980049, 7.792449]	[99, 112]	[8.980275, 7.7878]	[99, 112]	[45440147, 45440160]	[45440147, 45440160]
978_36054	chr6	137805558	137805958	+	1000	48.0	[14.933888, 6.568764]	[120, 154]	[14.928758, 6.5520573]	[120, 154]	[137805763, 137805797]	[137805763, 137805797]
978_36058	chr6	148947858	148948258	+	1000	48.0	[7.243275]	[88]	[7.242324]	[88]	[148948044]	[148948044]
978_361	chr17	58666756	58667156	+	1000	615.0	[13.869605]	[61]	[13.869496]	[61]	[58666915]	[58666915]
978_36102	chr7	128657340	128657740	+	1000	48.0	[7.751838]	[108]	[7.7394247]	[108]	[128657545]	[128657545]
