#PeakID(python identify_motif.py ./ENCODE_processed_files/USF2_idr.fa USF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
77_1	chr7	4775392	4775792	+	1000	1223.0	[11.787619, 12.827876, 12.827922]	[83, 95, 127]	[6.3357368, 12.086817, 12.367886]	[83, 95, 127]	[4775572, 4775584, 4775616]	[4775572, 4775584, 4775616]
77_33361	chr1	198775640	198776040	+	947	34.0	[14.94396, 9.286945]	[82, 140]	[9.467608]	[82]	[198775815, 198775873]	[198775815]
77_33364	chr1	200909099	200909499	+	771	34.0	[6.5320864]	[120]	[6.5320864]	[120]	[200909292]	[200909292]
77_33366	chr1	201456852	201457252	+	998	34.0	[]	[]	[6.720472]	[129]	[]	[201457046]
77_33375	chr1	204443849	204444249	+	955	34.0	[8.639347]	[86]	[8.639347]	[86]	[204444028]	[204444028]
77_33378	chr1	205665326	205665726	+	888	34.0	[8.113792]	[136]	[11.603561]	[117]	[205665557]	[205665538]
77_33381	chr1	206560290	206560690	+	909	34.0	[10.161823]	[130]	[9.702637]	[130]	[206560501]	[206560501]
77_33390	chr1	219918315	219918715	+	965	34.0	[13.817017]	[139]	[8.188916, 12.61677]	[76, 139]	[219918539]	[219918476, 219918539]
77_33399	chr1	227748386	227748786	+	942	34.0	[6.210307]	[94]	[]	[]	[227748549]	[]
77_334	chr12	48716732	48717132	+	1000	720.0	[15.742009]	[103]	[15.742009]	[103]	[48716934]	[48716934]
77_33400	chr1	228144648	228145048	+	683	34.0	[9.778227]	[70]	[7.1444316, 9.552897]	[63, 70]	[228144814]	[228144807, 228144814]
77_33401	chr1	231125947	231126347	+	920	34.0	[9.489765]	[106]	[]	[]	[231126134]	[]
77_33405	chr1	236150852	236151252	+	593	34.0	[14.701707]	[104]	[9.709861]	[104]	[236151042]	[236151042]
77_33407	chr1	236417453	236417853	+	549	34.0	[11.582319]	[121]	[11.582319]	[121]	[236417667]	[236417667]
77_3341	chr5	54883399	54883799	+	1000	208.0	[8.712692]	[99]	[9.913788]	[99]	[54883594]	[54883594]
77_33410	chr1	245598341	245598741	+	983	34.0	[]	[]	[6.878508]	[116]	[]	[245598539]
77_33412	chr10	6019417	6019817	+	945	34.0	[7.3519254]	[101]	[7.8195086]	[101]	[6019611]	[6019611]
77_33420	chr10	28878707	28879107	+	902	34.0	[7.3176527]	[138]	[7.777689]	[138]	[28878924]	[28878924]
77_33429	chr10	48931283	48931683	+	969	34.0	[7.5941787]	[118]	[7.5772552]	[118]	[48931475]	[48931475]
77_3343	chr6	96924165	96924565	+	1000	208.0	[11.074457]	[95]	[]	[]	[96924358]	[]
77_33436	chr10	60989503	60989903	+	879	34.0	[7.9826417]	[215]	[]	[]	[60989751]	[]
77_33442	chr10	70677585	70677985	+	834	34.0	[10.412795]	[184]	[10.327248]	[184]	[70677808]	[70677808]
77_33459	chr10	84214788	84215188	+	886	34.0	[6.712904]	[131]	[7.0931196]	[131]	[84215016]	[84215016]
77_3346	chrX	14029729	14030129	+	1000	208.0	[7.5941787]	[93]	[7.5772552]	[93]	[14029914]	[14029914]
77_33460	chr10	84540567	84540967	+	862	34.0	[6.634873]	[201]	[]	[]	[84540788]	[]
77_33467	chr11	2166313	2166713	+	912	34.0	[9.172683]	[106]	[9.172683]	[106]	[2166517]	[2166517]
77_33468	chr11	2540851	2541251	+	650	34.0	[9.022944]	[133]	[6.389925, 8.789086]	[105, 133]	[2541076]	[2541048, 2541076]
77_33476	chr11	11783148	11783548	+	844	34.0	[]	[]	[12.063598, 9.644843]	[66, 120]	[]	[11783313, 11783367]
77_33477	chr11	12680423	12680823	+	962	34.0	[]	[]	[7.4950976, 7.0157638]	[92, 119]	[]	[12680612, 12680639]
77_33480	chr11	17386669	17387069	+	944	34.0	[]	[]	[7.6927557]	[133]	[]	[17386867]
77_33489	chr11	57885288	57885688	+	759	34.0	[]	[]	[9.070155, 6.5058074]	[65, 111]	[]	[57885446, 57885492]
77_335	chr17	75979257	75979657	+	1000	720.0	[15.742009]	[99]	[15.742009]	[99]	[75979453]	[75979453]
77_3350	chr11	63564393	63564793	+	1000	207.0	[7.50171, 11.5764675]	[83, 91]	[8.484174, 7.7848682]	[83, 91]	[63564570, 63564578]	[63564570, 63564578]
77_33502	chr11	64880463	64880863	+	944	34.0	[8.045286, 10.902928]	[82, 147]	[8.58411, 9.242645]	[82, 147]	[64880628, 64880693]	[64880628, 64880693]
77_33507	chr11	75492143	75492543	+	938	34.0	[6.8281736]	[136]	[9.834032]	[136]	[75492379]	[75492379]
77_33514	chr11	114762447	114762847	+	926	34.0	[8.754446]	[122]	[13.247486]	[122]	[114762658]	[114762658]
77_3352	chr12	118060993	118061393	+	1000	207.0	[8.54334]	[91]	[14.977686]	[91]	[118061183]	[118061183]
77_33520	chr11	120235008	120235408	+	982	34.0	[6.7343836]	[96]	[8.275141]	[88]	[120235197]	[120235189]
77_33523	chr11	129930267	129930667	+	932	34.0	[10.412795]	[102]	[10.327248]	[102]	[129930457]	[129930457]
77_33526	chr12	7128189	7128589	+	907	34.0	[11.5764675]	[81]	[7.7848682]	[81]	[7128340]	[7128340]
77_3353	chr14	77825814	77826214	+	1000	207.0	[11.70322, 7.988843]	[102, 120]	[12.678137, 10.2401495]	[102, 109]	[77826015, 77826033]	[77826015, 77826022]
77_33533	chr12	47720083	47720483	+	632	34.0	[6.5320864]	[100]	[6.5320864]	[100]	[47720282]	[47720282]
77_33535	chr12	47822422	47822822	+	943	34.0	[7.6297903]	[159]	[6.185811, 13.838806]	[127, 159]	[47822644]	[47822612, 47822644]
77_33543	chr12	53153275	53153675	+	939	34.0	[11.582319]	[113]	[11.582319]	[113]	[53153480]	[53153480]
77_33548	chr12	57617872	57618272	+	912	34.0	[8.107944]	[129]	[9.2292185]	[129]	[57618088]	[57618088]
77_3355	chr18	9073619	9074019	+	1000	207.0	[6.178773]	[113]	[6.864139]	[113]	[9073824]	[9073824]
77_33552	chr12	68365068	68365468	+	966	34.0	[]	[]	[6.437684]	[131]	[]	[68365254]
77_33571	chr12	122894725	122895125	+	976	34.0	[6.178773]	[115]	[6.864139]	[115]	[122894934]	[122894934]
77_33576	chr12	131104640	131105040	+	961	34.0	[6.4237375]	[115]	[]	[]	[131104844]	[]
77_33577	chr12	132173928	132174328	+	961	34.0	[9.702637, 10.691777]	[103, 111]	[10.161823, 10.691777]	[103, 111]	[132174129, 132174137]	[132174129, 132174137]
77_33580	chr13	42041703	42042103	+	794	34.0	[9.777496]	[170]	[7.8929133]	[170]	[42041937]	[42041937]
77_3359	chr2	87648072	87648472	+	1000	207.0	[9.467608]	[89]	[14.94396]	[89]	[87648258]	[87648258]
77_336	chr13	23889229	23889629	+	1000	719.0	[10.902928]	[92]	[9.242645]	[92]	[23889421]	[23889421]
77_33618	chr13	97298692	97299092	+	774	34.0	[6.342368, 8.606075]	[153, 161]	[8.31763, 13.018968, 11.47397]	[143, 153, 161]	[97298934, 97298942]	[97298924, 97298934, 97298942]
77_33625	chr14	19906203	19906603	+	562	34.0	[10.902928]	[103]	[9.242645]	[103]	[19906403]	[19906403]
77_33626	chr14	21101735	21102135	+	569	34.0	[8.54334]	[126]	[14.977686]	[126]	[21101935]	[21101935]
77_33638	chr14	96462214	96462614	+	581	34.0	[8.754492, 7.5088897]	[117, 137]	[13.528555, 12.742989]	[117, 137]	[96462427, 96462447]	[96462427, 96462447]
77_33640	chr14	102590713	102591113	+	933	34.0	[7.058979]	[101]	[8.150382]	[101]	[102590879]	[102590879]
77_33641	chr14	104677045	104677445	+	966	34.0	[9.2292185]	[79]	[8.107944]	[79]	[104677200]	[104677200]
77_33652	chr15	43253454	43253854	+	914	34.0	[9.242645]	[171]	[10.902928]	[171]	[43253674]	[43253674]
77_33660	chr15	63321476	63321876	+	935	34.0	[13.817017]	[115]	[12.61677]	[115]	[63321691]	[63321691]
77_33663	chr15	65385469	65385869	+	564	34.0	[6.207433]	[156]	[]	[]	[65385659]	[]
77_33667	chr15	73359602	73360002	+	936	34.0	[13.783291]	[120]	[13.541038]	[120]	[73359822]	[73359822]
77_33673	chr15	88267916	88268316	+	945	34.0	[9.467608]	[115]	[14.94396]	[115]	[88268120]	[88268120]
77_33677	chr15	90059510	90059910	+	870	34.0	[7.700333]	[165]	[]	[]	[90059760]	[]
77_33680	chr15	101008431	101008831	+	951	34.0	[6.863363]	[152]	[]	[]	[101008676]	[]
77_33682	chr16	65722	66122	+	1000	34.0	[]	[]	[6.4782186]	[186]	[]	[65928]
77_33688	chr16	1362790	1363190	+	943	34.0	[8.150382]	[138]	[6.4237375, 7.058979]	[94, 138]	[1363021]	[1362977, 1363021]
77_33689	chr16	1915960	1916360	+	924	34.0	[7.777689]	[101]	[7.3176527]	[101]	[1916149]	[1916149]
77_3370	chr14	73771796	73772196	+	1000	206.0	[6.971757]	[103]	[7.4950333]	[103]	[73771998]	[73771998]
77_33705	chr16	19375589	19375989	+	551	34.0	[10.817995]	[128]	[]	[]	[19375806]	[]
77_33710	chr16	30370858	30371258	+	929	34.0	[]	[]	[8.448225]	[153]	[]	[30371092]
77_33715	chr16	57268762	57269162	+	760	34.0	[]	[]	[6.9333253]	[171]	[]	[57269002]
77_3372	chr16	53054678	53055078	+	1000	206.0	[]	[]	[6.523232]	[70]	[]	[53054844]
77_33721	chr16	69349459	69349859	+	628	34.0	[16.90268]	[64]	[11.66858]	[64]	[69349622]	[69349622]
77_33725	chr16	73714991	73715391	+	954	34.0	[10.128098]	[96]	[10.6269045]	[96]	[73715185]	[73715185]
77_33728	chr16	80466265	80466665	+	547	34.0	[6.604558]	[112]	[]	[]	[80466473]	[]
77_33730	chr16	81446488	81446888	+	948	34.0	[8.679191]	[154]	[]	[]	[81446703]	[]
77_33734	chr16	84415021	84415421	+	953	34.0	[10.863305]	[103]	[]	[]	[84415218]	[]
77_33742	chr16	85762651	85763051	+	939	34.0	[8.203105]	[140]	[7.5016646]	[140]	[85762869]	[85762869]
77_33746	chr16	88791724	88792124	+	632	34.0	[6.737386, 8.219648]	[76, 84]	[]	[]	[88791887, 88791895]	[]
77_33758	chr17	8209787	8210187	+	908	34.0	[]	[]	[7.5765243]	[108]	[]	[8209991]
77_33769	chr17	32876619	32877019	+	988	34.0	[]	[]	[7.144477]	[76]	[]	[32876773]
77_33776	chr17	40417156	40417556	+	908	34.0	[]	[]	[7.393361]	[65]	[]	[40417315]
77_33783	chr17	48603843	48604243	+	608	34.0	[]	[]	[10.614421]	[72]	[]	[48604003]
77_33785	chr17	55285474	55285874	+	1000	34.0	[8.637897]	[82]	[10.218359]	[82]	[55285653]	[55285653]
77_33793	chr17	66491941	66492341	+	876	34.0	[]	[]	[8.737925]	[109]	[]	[66492140]
77_33809	chr17	83085807	83086207	+	817	34.0	[12.61677]	[112]	[13.817017]	[112]	[83086014]	[83086014]
77_33815	chr18	9706101	9706501	+	932	34.0	[7.660959]	[129]	[6.1983414, 6.7743874]	[89, 129]	[9706330]	[9706290, 9706330]
77_3382	chr4	128468406	128468806	+	1000	206.0	[11.66858, 7.5808506]	[95, 116]	[16.90268]	[95]	[128468599, 128468620]	[128468599]
77_33822	chr18	32531295	32531695	+	1000	34.0	[7.724347]	[91]	[9.07948]	[91]	[32531486]	[32531486]
77_33825	chr18	36379408	36379808	+	945	34.0	[7.9271264]	[131]	[8.668185]	[131]	[36379628]	[36379628]
77_33827	chr18	46497145	46497545	+	764	34.0	[]	[]	[7.461177]	[68]	[]	[46497300]
77_33829	chr18	50003986	50004386	+	961	34.0	[15.742009]	[144]	[15.742009]	[144]	[50004207]	[50004207]
77_3383	chr6	32178672	32179072	+	1000	206.0	[10.6269045]	[94]	[10.128098]	[94]	[32178863]	[32178863]
77_3384	chr6	52511705	52512105	+	1000	206.0	[12.086817]	[100]	[12.827876]	[100]	[52511905]	[52511905]
77_3385	chr6	137811366	137811766	+	1000	206.0	[13.432689]	[96]	[10.807047, 6.4951406]	[96, 131]	[137811559]	[137811559, 137811594]
77_33857	chr19	13172447	13172847	+	903	34.0	[]	[]	[10.713567]	[92]	[]	[13172635]
77_33875	chr19	35352545	35352945	+	971	34.0	[]	[]	[7.1444316]	[88]	[]	[35352729]
77_33895	chr19	48462194	48462594	+	580	34.0	[10.863351]	[77]	[6.369463, 6.4237375]	[77, 108]	[48462367]	[48462367, 48462398]
77_339	chrX	102720471	102720871	+	1000	718.0	[9.242645, 16.90268]	[107, 128]	[10.902928, 11.66858]	[107, 128]	[102720673, 102720694]	[102720673, 102720694]
77_3390	chr1	15352470	15352870	+	1000	205.0	[9.76405]	[104]	[8.329096]	[104]	[15352668]	[15352668]
77_33916	chr2	9966498	9966898	+	541	34.0	[14.94396]	[105]	[9.467608]	[105]	[9966683]	[9966683]
77_33919	chr2	16644254	16644654	+	875	34.0	[10.518601]	[106]	[7.4329224]	[106]	[16644442]	[16644442]
77_33921	chr2	24077157	24077557	+	658	34.0	[6.2967544]	[113]	[6.5390077]	[113]	[24077340]	[24077340]
77_33931	chr2	42494828	42495228	+	955	34.0	[6.9946923]	[112]	[]	[]	[42495002]	[]
77_33938	chr2	54475377	54475777	+	977	34.0	[13.018968, 7.126864]	[125, 136]	[6.342368, 6.455265, 8.30356]	[125, 136, 141]	[54475580, 54475591]	[54475580, 54475591, 54475596]
77_3395	chr17	48456546	48456946	+	1000	205.0	[9.386169, 10.415798]	[88, 110]	[11.858298]	[110]	[48456725, 48456747]	[48456747]
77_33959	chr2	113167418	113167818	+	869	34.0	[10.161823]	[102]	[9.702637]	[102]	[113167611]	[113167611]
77_33962	chr2	127874874	127875274	+	961	34.0	[]	[]	[12.063598]	[131]	[]	[127875095]
77_3397	chr2	88691787	88692187	+	1000	205.0	[8.484174]	[94]	[7.50171]	[94]	[88691973]	[88691973]
77_33991	chr2	241201952	241202352	+	780	34.0	[13.783291, 8.645478]	[123, 130]	[13.541038]	[123]	[241202150, 241202157]	[241202150]
77_33992	chr20	2664117	2664517	+	922	34.0	[9.286945]	[153]	[]	[]	[2664345]	[]
77_33996	chr20	24833591	24833991	+	879	34.0	[11.858298]	[102]	[10.415798]	[102]	[24833791]	[24833791]
77_340	chr19	40750349	40750749	+	1000	717.0	[8.457079, 13.783291]	[70, 111]	[9.657327, 13.541038]	[70, 111]	[40750516, 40750557]	[40750516, 40750557]
77_3402	chr6	106883925	106884325	+	1000	205.0	[6.370377]	[107]	[7.5630774]	[107]	[106884124]	[106884124]
77_34028	chr21	32428184	32428584	+	651	34.0	[]	[]	[8.478322]	[172]	[]	[32428414]
77_34030	chr21	34822662	34823062	+	754	34.0	[13.988591]	[110]	[8.294456, 9.30087]	[110, 147]	[34822868]	[34822868, 34822905]
77_34040	chr21	44330379	44330779	+	940	34.0	[6.5881147]	[200]	[7.0642257]	[200]	[44330625]	[44330625]
77_34041	chr21	45888387	45888787	+	805	34.0	[8.668185]	[127]	[7.9271264]	[127]	[45888593]	[45888593]
77_34050	chr22	19136789	19137189	+	958	34.0	[8.789132]	[150]	[9.304013]	[150]	[19137031]	[19137031]
77_34098	chr22	31646464	31646864	+	851	34.0	[9.885845]	[144]	[10.869158]	[144]	[31646692]	[31646692]
77_341	chr3	37996799	37997199	+	1000	717.0	[9.76405]	[101]	[6.5756316, 8.329096]	[60, 101]	[37996995]	[37996954, 37996995]
77_3410	chr2	144582773	144583173	+	1000	204.0	[]	[]	[6.1795697]	[92]	[]	[144582960]
77_34103	chr22	38505891	38506291	+	989	34.0	[7.8748984]	[148]	[]	[]	[38506069]	[]
77_34107	chr22	48089675	48090075	+	932	34.0	[10.807047]	[123]	[6.229783, 13.432689]	[89, 123]	[48089885]	[48089851, 48089885]
77_34148	chr3	49500965	49501365	+	958	34.0	[12.863889]	[127]	[8.604708]	[127]	[49501177]	[49501177]
77_34168	chr3	177483635	177484035	+	1000	34.0	[11.2176485]	[79]	[]	[]	[177483808]	[]
77_3417	chr6	24721433	24721833	+	1000	204.0	[6.7876997]	[102]	[6.213453, 6.7885485]	[65, 102]	[24721627]	[24721590, 24721627]
77_34175	chr4	6641403	6641803	+	875	34.0	[8.106478]	[141]	[6.923335]	[141]	[6641615]	[6641615]
77_34183	chr4	25769144	25769544	+	782	34.0	[10.691777]	[119]	[8.659331, 10.691777]	[112, 119]	[25769334]	[25769327, 25769334]
77_34188	chr4	52917887	52918287	+	687	34.0	[10.902928]	[95]	[9.242645]	[95]	[52918070]	[52918070]
77_3419	chr8	22314160	22314560	+	1000	204.0	[8.701957]	[105]	[7.283927]	[105]	[22314363]	[22314363]
77_34194	chr4	98664482	98664882	+	967	34.0	[6.7957277]	[131]	[11.0465145]	[131]	[98664692]	[98664692]
77_342	chr6	7313135	7313535	+	1000	717.0	[12.61677]	[96]	[13.817017]	[96]	[7313328]	[7313328]
77_34200	chr4	128454929	128455329	+	944	34.0	[]	[]	[6.754243]	[128]	[]	[128455107]
77_34203	chr4	151014408	151014808	+	947	34.0	[]	[]	[6.2091265]	[112]	[]	[151014595]
77_34206	chr4	174522386	174522786	+	822	34.0	[7.1518536]	[136]	[10.518556]	[136]	[174522619]	[174522619]
77_34209	chr5	432928	433328	+	735	34.0	[8.329096]	[130]	[9.76405]	[130]	[433132]	[433132]
77_34226	chr5	123179986	123180386	+	995	34.0	[6.5320864]	[117]	[6.5320864]	[117]	[123180203]	[123180203]
77_3423	chr12	62260921	62261321	+	1000	203.0	[6.5320864]	[94]	[6.5320864]	[94]	[62261111]	[62261111]
77_34239	chr5	173310220	173310620	+	884	34.0	[10.807047]	[77]	[13.432689]	[77]	[173310397]	[173310397]
77_34243	chr5	175478776	175479176	+	938	34.0	[8.382457]	[172]	[]	[]	[175479022]	[]
77_34245	chr5	176155805	176156205	+	963	34.0	[6.9501348]	[75]	[8.259226]	[75]	[176155966]	[176155966]
77_34252	chr6	217183	217583	+	799	34.0	[7.3176527]	[132]	[7.777689]	[132]	[217401]	[217401]
77_34267	chr6	16319900	16320300	+	610	34.0	[10.333398]	[137]	[]	[]	[16320124]	[]
77_34278	chr6	27242819	27243219	+	836	34.0	[6.679178]	[130]	[8.017387]	[130]	[27243021]	[27243021]
77_34299	chr6	31763213	31763613	+	931	34.0	[6.523232]	[174]	[]	[]	[31763451]	[]
77_3430	chr7	33129081	33129481	+	1000	203.0	[6.6007094]	[96]	[8.103613]	[96]	[33129274]	[33129274]
77_34300	chr6	31766400	31766800	+	543	34.0	[]	[]	[7.8525033]	[215]	[]	[31766635]
77_34320	chr6	43915499	43915899	+	849	34.0	[6.6488357]	[125]	[6.6488357]	[123]	[43915696]	[43915694]
77_34324	chr6	44579771	44580171	+	943	34.0	[16.90268]	[90]	[11.66858, 7.4475]	[90, 115]	[44579954]	[44579954, 44579979]
77_34325	chr6	47241848	47242248	+	935	34.0	[9.286945]	[103]	[]	[]	[47242013]	[]
77_3433	chr8	144443324	144443724	+	1000	203.0	[9.242645]	[110]	[10.902928]	[110]	[144443531]	[144443531]
77_34333	chr6	108578564	108578964	+	835	34.0	[8.424045, 10.464683]	[74, 81]	[]	[]	[108578736, 108578743]	[]
77_34336	chr6	110399434	110399834	+	905	34.0	[9.552897]	[101]	[9.778227]	[101]	[110399632]	[110399632]
77_3434	chr1	3454282	3454682	+	1000	202.0	[7.283927, 8.509592]	[116, 151]	[8.701957]	[116]	[3454490, 3454525]	[3454490]
77_34342	chr6	135217737	135218137	+	841	34.0	[13.528555]	[137]	[8.754492]	[137]	[135217972]	[135217972]
77_34343	chr6	135536070	135536470	+	889	34.0	[9.804418]	[156]	[9.942381]	[156]	[135536320]	[135536320]
77_34353	chr6	149962787	149963187	+	557	34.0	[]	[]	[6.8046575]	[137]	[]	[149963020]
77_34355	chr6	157019607	157020007	+	882	34.0	[]	[]	[6.1785617]	[150]	[]	[157019776]
77_34362	chr6	160363148	160363548	+	989	34.0	[10.902928]	[96]	[9.242645]	[96]	[160363343]	[160363343]
77_34365	chr6	163729152	163729552	+	788	34.0	[7.885464, 6.8303676]	[77, 100]	[6.8219724]	[100]	[163729306, 163729329]	[163729329]
77_34366	chr6	166658709	166659109	+	840	34.0	[12.678137]	[132]	[8.024808, 11.70322]	[65, 132]	[166658941]	[166658874, 166658941]
77_34369	chr6	168280752	168281152	+	945	34.0	[11.763137]	[92]	[12.1433525]	[92]	[168280931]	[168280931]
77_3437	chr1	39817241	39817641	+	1000	202.0	[10.869158]	[111]	[9.885845]	[111]	[39817451]	[39817451]
77_34370	chr6	168343204	168343604	+	916	34.0	[8.457079]	[105]	[9.657327]	[105]	[168343402]	[168343402]
77_34398	chr7	92407339	92407739	+	949	34.0	[11.70322]	[150]	[12.678137]	[150]	[92407552]	[92407552]
77_34418	chr7	112110986	112111386	+	960	34.0	[9.709861]	[107]	[14.701707]	[107]	[112111193]	[112111193]
77_3442	chr16	19086627	19087027	+	1000	202.0	[8.329096]	[103]	[9.76405]	[103]	[19086823]	[19086823]
77_34425	chr7	127057937	127058337	+	830	34.0	[9.657327]	[106]	[8.457079]	[106]	[127058119]	[127058119]
77_34426	chr7	128407353	128407753	+	911	34.0	[6.712904]	[98]	[7.0931196]	[98]	[128407515]	[128407515]
77_3443	chr16	89322288	89322688	+	1000	202.0	[6.424416, 9.702637]	[72, 102]	[10.161823]	[102]	[89322457, 89322487]	[89322487]
77_34434	chr7	132580768	132581168	+	734	34.0	[6.3510985]	[166]	[]	[]	[132581013]	[]
77_34435	chr7	134359940	134360340	+	943	34.0	[6.182951]	[155]	[7.7994785]	[92]	[134360188]	[134360125]
77_34444	chr7	138008652	138009052	+	973	34.0	[]	[]	[8.4308]	[118]	[]	[138008869]
77_34452	chr7	140147408	140147808	+	850	34.0	[13.838806]	[95]	[7.6297903]	[95]	[140147577]	[140147577]
77_34463	chr7	151272913	151273313	+	879	34.0	[6.411015]	[183]	[]	[]	[151273127]	[]
77_34471	chr7	154231740	154232140	+	795	34.0	[7.06331]	[164]	[]	[]	[154231976]	[]
77_34477	chr7	158569167	158569567	+	964	34.0	[7.283927]	[107]	[8.701957, 8.19934]	[107, 118]	[158569374]	[158569374, 158569385]
77_3448	chr2	189762372	189762772	+	1000	202.0	[10.902928]	[91]	[9.242645]	[91]	[189762562]	[189762562]
77_34480	chr7	159005534	159005934	+	725	34.0	[]	[]	[8.224895]	[151]	[]	[159005743]
77_34482	chr8	10818876	10819276	+	876	34.0	[8.454077]	[98]	[8.126276]	[98]	[10819069]	[10819069]
77_34489	chr8	24415145	24415545	+	954	34.0	[10.869158]	[88]	[9.885845]	[88]	[24415318]	[24415318]
77_34491	chr8	33471687	33472087	+	892	34.0	[]	[]	[8.31763]	[115]	[]	[33471874]
77_34495	chr8	42760856	42761256	+	554	34.0	[10.691777]	[123]	[10.691777]	[123]	[42761061]	[42761061]
77_34502	chr8	105335403	105335803	+	999	34.0	[8.938358]	[119]	[]	[]	[105335610]	[]
77_34511	chr8	128326908	128327308	+	973	34.0	[]	[]	[8.188916]	[120]	[]	[128327121]
77_34513	chr8	139772969	139773369	+	954	34.0	[12.61677]	[83]	[13.817017]	[83]	[139773143]	[139773143]
77_34522	chr9	37985205	37985605	+	971	34.0	[6.712904]	[102]	[7.0931196]	[102]	[37985395]	[37985395]
77_34525	chr9	70419142	70419542	+	891	34.0	[7.5288043]	[129]	[6.3285575]	[129]	[70419359]	[70419359]
77_34528	chr9	92459100	92459500	+	777	34.0	[12.678137]	[87]	[11.70322]	[87]	[92459283]	[92459283]
77_34535	chr9	99071800	99072200	+	983	34.0	[]	[]	[11.880088]	[175]	[]	[99072037]
77_34556	chr9	129866775	129867175	+	941	34.0	[]	[]	[6.354525]	[137]	[]	[129866986]
77_34563	chr9	133715821	133716221	+	949	34.0	[10.817995]	[94]	[]	[]	[133716011]	[]
77_34579	chrX	2475341	2475741	+	899	34.0	[8.904587, 10.863305]	[106, 156]	[]	[]	[2475538, 2475588]	[]
77_34581	chrX	13689853	13690253	+	953	34.0	[12.827876]	[101]	[12.086817]	[101]	[13690049]	[13690049]
77_34586	chrX	48636792	48637192	+	944	34.0	[9.915115]	[140]	[9.174056]	[140]	[48637006]	[48637006]
77_34592	chrX	119477735	119478135	+	933	34.0	[7.8929586]	[113]	[10.058565]	[113]	[119477938]	[119477938]
77_34600	chr1	1080852	1081252	+	914	33.0	[]	[]	[6.7343836]	[110]	[]	[1081056]
77_3461	chr11	124207326	124207726	+	1000	201.0	[]	[]	[11.880088]	[92]	[]	[124207517]
77_34614	chr1	10901283	10901683	+	903	33.0	[12.367886]	[102]	[12.827922]	[102]	[10901463]	[10901463]
77_34615	chr1	10960996	10961396	+	553	33.0	[7.8151503]	[78]	[]	[]	[10961158]	[]
77_34618	chr1	11515255	11515655	+	905	33.0	[6.5320864]	[87]	[6.5320864]	[87]	[11515432]	[11515432]
77_34622	chr1	14436958	14437358	+	644	33.0	[10.938896]	[124]	[]	[]	[14437156]	[]
77_34629	chr1	18346436	18346836	+	918	33.0	[9.657327]	[144]	[8.457079]	[144]	[18346641]	[18346641]
77_34631	chr1	18875045	18875445	+	728	33.0	[8.938358]	[118]	[]	[]	[18875223]	[]
77_34641	chr1	22972823	22973223	+	850	33.0	[14.94396]	[136]	[9.467608]	[136]	[22973040]	[22973040]
77_34646	chr1	25254010	25254410	+	678	33.0	[6.2967544]	[98]	[6.5390077]	[98]	[25254206]	[25254206]
77_34662	chr1	30758908	30759308	+	559	33.0	[7.7238355]	[161]	[]	[]	[30759093]	[]
77_34666	chr1	31669739	31670139	+	920	33.0	[]	[]	[11.787574]	[107]	[]	[31669924]
77_34681	chr1	39639722	39640122	+	836	33.0	[6.863363]	[168]	[]	[]	[39639908]	[]
77_34688	chr1	43360553	43360953	+	913	33.0	[9.893727]	[137]	[]	[]	[43360783]	[]
77_34690	chr1	44598444	44598844	+	911	33.0	[10.869158, 6.8654666]	[105, 117]	[9.885845, 6.6401367]	[105, 117]	[44598646, 44598658]	[44598646, 44598658]
77_34708	chr1	54286321	54286721	+	753	33.0	[6.437684]	[181]	[]	[]	[54286545]	[]
77_34722	chr1	116918566	116918966	+	831	33.0	[9.617748]	[158]	[]	[]	[116918801]	[]
77_34725	chr1	119743801	119744201	+	904	33.0	[12.029826]	[112]	[]	[]	[119744006]	[]
77_34727	chr1	145957371	145957771	+	685	33.0	[7.0157638]	[75]	[]	[]	[145957534]	[]
77_3474	chr4	20700072	20700472	+	1000	201.0	[8.203105]	[92]	[7.5016646]	[92]	[20700262]	[20700262]
77_34741	chr1	161801927	161802327	+	633	33.0	[8.457079]	[142]	[9.657327]	[142]	[161802163]	[161802163]
77_34745	chr1	172456275	172456675	+	942	33.0	[]	[]	[6.7346935]	[99]	[]	[172456466]
77_3475	chr5	123423728	123424128	+	1000	201.0	[9.242645]	[114]	[10.902928]	[114]	[123423938]	[123423938]
77_34754	chr1	202189948	202190348	+	820	33.0	[6.369463]	[125]	[10.863351]	[125]	[202190122]	[202190122]
77_34756	chr1	204989201	204989601	+	864	33.0	[8.842476]	[179]	[6.392637, 7.4342666]	[162, 179]	[204989432]	[204989415, 204989432]
77_34763	chr1	208219648	208220048	+	758	33.0	[8.32191]	[107]	[]	[]	[208219812]	[]
77_34764	chr1	209657610	209658010	+	598	33.0	[11.852447, 10.691777]	[58, 124]	[6.618347, 10.691777]	[58, 124]	[209657764, 209657830]	[209657764, 209657830]
77_34768	chr1	212915206	212915606	+	923	33.0	[]	[]	[8.133572]	[176]	[]	[212915421]
77_34777	chr1	229753519	229753919	+	864	33.0	[8.733058]	[116]	[8.490806]	[116]	[229753720]	[229753720]
77_34779	chr1	231187519	231187919	+	635	33.0	[10.691777]	[119]	[10.691777]	[119]	[231187726]	[231187726]
