#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIC_idr.fa NFIC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
366_3283	chr1	32746122	32746522	+	1000	489.0	[]	[]	[7.275311]	[150]	[]	[32746358]
366_32830	chr6	141573368	141573768	+	994	77.5	[]	[]	[7.275311]	[225]	[]	[141573593]
366_32832	chr6	154993106	154993506	+	725	77.5	[7.275311, 7.275311]	[131, 144]	[7.275311]	[140]	[154993326, 154993339]	[154993335]
366_32834	chr7	36408678	36409078	+	728	77.5	[7.275311]	[147]	[]	[]	[36408847]	[]
366_32840	chr7	153617426	153617826	+	895	77.5	[7.275311]	[191]	[7.275311]	[136]	[153617670]	[153617615]
366_32842	chr8	11016634	11017034	+	917	77.5	[]	[]	[7.275311]	[132]	[]	[11016809]
366_32843	chr8	25454102	25454502	+	889	77.5	[7.275311]	[97]	[7.275311, 7.275311]	[89, 106]	[25454295]	[25454287, 25454304]
366_32845	chr8	66032112	66032512	+	857	77.5	[7.275311, 7.275311]	[89, 96]	[7.275311]	[98]	[66032273, 66032280]	[66032282]
366_32847	chr8	91197497	91197897	+	779	77.5	[7.275311]	[195]	[]	[]	[91197743]	[]
366_32849	chr8	130662482	130662882	+	725	77.5	[7.275311]	[135]	[7.275311]	[61]	[130662714]	[130662640]
366_32850	chr8	143610100	143610500	+	977	77.5	[7.275311]	[95]	[7.275311, 7.275311]	[99, 139]	[143610271]	[143610275, 143610315]
366_32859	chr9	131076655	131077055	+	1000	77.5	[7.275311]	[105]	[7.275311, 7.275311]	[112, 186]	[131076806]	[131076813, 131076887]
366_3286	chr4	25160231	25160631	+	1000	489.0	[7.275311]	[63]	[7.275311]	[94]	[25160387]	[25160418]
366_32861	chrUn_GL000219v1	85622	86022	+	1000	77.5	[7.275311]	[119]	[]	[]	[85816]	[]
366_32862	chrX	24006828	24007228	+	936	77.5	[7.275311, 7.275311]	[187, 245]	[7.275311]	[254]	[24007000, 24007058]	[24007067]
366_32865	chr1	10473074	10473474	+	1000	77.0	[7.275311, 7.275311]	[132, 143]	[]	[]	[10473284, 10473295]	[]
366_32866	chr1	12496540	12496940	+	973	77.0	[]	[]	[7.275311]	[178]	[]	[12496771]
366_32867	chr1	19459772	19460172	+	659	77.0	[7.275311]	[148]	[7.275311]	[205]	[19459962]	[19460019]
366_3287	chr5	131996720	131997120	+	1000	488.5	[7.275311, 7.275311, 7.275311]	[102, 151, 156]	[]	[]	[131996906, 131996955, 131996960]	[]
366_32872	chr1	36217714	36218114	+	901	77.0	[7.275311]	[219]	[7.275311]	[189]	[36217923]	[36217893]
366_32873	chr1	38953293	38953693	+	566	77.0	[7.275311, 7.275311]	[254, 271]	[]	[]	[38953466, 38953483]	[]
366_32876	chr1	43479432	43479832	+	759	77.0	[]	[]	[7.275311]	[229]	[]	[43479658]
366_32877	chr1	43581971	43582371	+	889	77.0	[]	[]	[7.275311]	[223]	[]	[43582170]
366_32879	chr1	109275131	109275531	+	946	77.0	[7.275311]	[105]	[7.275311]	[141]	[109275288]	[109275324]
366_32883	chr1	192476903	192477303	+	822	77.0	[7.275311]	[196]	[]	[]	[192477144]	[]
366_32889	chr10	17244774	17245174	+	1000	77.0	[7.275311]	[149]	[]	[]	[17244967]	[]
366_32891	chr10	50310647	50311047	+	977	77.0	[7.275311]	[65]	[7.275311]	[128]	[50310801]	[50310864]
366_32892	chr10	50614634	50615034	+	676	77.0	[7.275311]	[168]	[7.275311]	[162]	[50614804]	[50614798]
366_32893	chr10	61781817	61782217	+	930	77.0	[]	[]	[7.275311]	[166]	[]	[61782056]
366_32896	chr10	71878258	71878658	+	620	77.0	[]	[]	[7.275311]	[179]	[]	[71878479]
366_32899	chr10	95152923	95153323	+	924	77.0	[7.275311]	[166]	[7.275311]	[127]	[95153155]	[95153116]
366_32901	chr10	95553758	95554158	+	995	77.0	[7.275311, 7.275311]	[191, 214]	[7.275311, 7.275311]	[193, 271]	[95553925, 95553948]	[95553927, 95554005]
366_32903	chr10	101572045	101572445	+	969	77.0	[]	[]	[7.275311, 7.275311]	[185, 223]	[]	[101572240, 101572278]
366_32905	chr11	236576	236976	+	977	77.0	[7.275311]	[178]	[]	[]	[236821]	[]
366_32906	chr11	2799557	2799957	+	1000	77.0	[]	[]	[7.275311]	[128]	[]	[2799743]
366_32908	chr11	31947319	31947719	+	940	77.0	[7.275311]	[249]	[7.275311]	[240]	[31947569]	[31947560]
366_32909	chr11	44057368	44057768	+	980	77.0	[7.275311]	[152]	[7.275311]	[154]	[44057602]	[44057604]
366_3291	chr9	129483408	129483808	+	1000	488.0	[7.275311, 7.275311]	[76, 127]	[]	[]	[129483562, 129483613]	[]
366_32912	chr11	47609648	47610048	+	601	77.0	[7.275311]	[66]	[]	[]	[47609811]	[]
366_32918	chr11	111936798	111937198	+	942	77.0	[]	[]	[7.275311]	[112]	[]	[111936961]
366_32919	chr11	112223831	112224231	+	1000	77.0	[]	[]	[7.275311, 7.275311]	[114, 118]	[]	[112224044, 112224048]
366_3292	chr1	223845454	223845854	+	1000	487.5	[7.275311, 7.275311]	[155, 210]	[7.275311]	[212]	[223845635, 223845690]	[223845692]
366_32926	chr12	32020982	32021382	+	1000	77.0	[7.275311]	[191]	[7.275311]	[168]	[32021229]	[32021206]
366_32927	chr12	45140584	45140984	+	736	77.0	[7.275311]	[118]	[7.275311]	[127]	[45140773]	[45140782]
366_32929	chr12	55930943	55931343	+	761	77.0	[]	[]	[7.275311, 7.275311]	[171, 205]	[]	[55931135, 55931169]
366_3293	chr12	132471017	132471417	+	1000	487.5	[7.275311]	[129]	[7.275311]	[102]	[132471235]	[132471208]
366_32930	chr12	108587292	108587692	+	990	77.0	[7.275311]	[121]	[7.275311, 7.275311]	[108, 130]	[108587478]	[108587465, 108587487]
366_32933	chr14	54488967	54489367	+	947	77.0	[7.275311]	[137]	[]	[]	[54489186]	[]
366_32937	chr15	80152893	80153293	+	935	77.0	[7.275311]	[115]	[]	[]	[80153071]	[]
366_32938	chr15	90148817	90149217	+	1000	77.0	[]	[]	[7.275311]	[70]	[]	[90148970]
366_32939	chr15	92820181	92820581	+	999	77.0	[7.275311]	[63]	[]	[]	[92820339]	[]
366_32941	chr16	15572448	15572848	+	982	77.0	[7.275311, 7.275311]	[196, 205]	[]	[]	[15572681, 15572690]	[]
366_32943	chr16	50741311	50741711	+	1000	77.0	[]	[]	[7.275311]	[121]	[]	[50741475]
366_32944	chr16	74700718	74701118	+	998	77.0	[7.275311]	[135]	[7.275311]	[169]	[74700870]	[74700904]
366_32945	chr16	84922615	84923015	+	610	77.0	[7.275311]	[324]	[]	[]	[84922851]	[]
366_32946	chr16	85611931	85612331	+	1000	77.0	[]	[]	[7.275311]	[115]	[]	[85612146]
366_32947	chr16	87765962	87766362	+	1000	77.0	[7.275311, 7.275311]	[98, 135]	[]	[]	[87766154, 87766191]	[]
366_32948	chr17	3987314	3987714	+	969	77.0	[7.275311, 7.275311]	[116, 129]	[7.275311, 7.275311]	[118, 162]	[3987491, 3987504]	[3987493, 3987537]
366_32952	chr17	43200940	43201340	+	861	77.0	[7.275311, 7.275311]	[119, 187]	[7.275311, 7.275311]	[176, 196]	[43201096, 43201164]	[43201153, 43201173]
366_32959	chr18	2002624	2003024	+	973	77.0	[]	[]	[7.275311]	[152]	[]	[2002839]
366_32961	chr18	49476716	49477116	+	939	77.0	[]	[]	[7.275311]	[146]	[]	[49476904]
366_32965	chr19	3804051	3804451	+	947	77.0	[]	[]	[7.275311, 7.275311]	[155, 240]	[]	[3804202, 3804287]
366_32966	chr19	8363666	8364066	+	959	77.0	[]	[]	[7.275311]	[141]	[]	[8363843]
366_32967	chr19	12696292	12696692	+	781	77.0	[7.275311, 7.275311]	[91, 123]	[7.275311, 7.275311]	[77, 110]	[12696459, 12696491]	[12696445, 12696478]
366_3297	chr7	12493409	12493809	+	1000	487.5	[7.275311]	[132]	[7.275311, 7.275311]	[82, 141]	[12493627]	[12493577, 12493636]
366_32970	chr19	16254805	16255205	+	859	77.0	[7.275311, 7.275311]	[119, 195]	[]	[]	[16254960, 16255036]	[]
366_32971	chr19	17758490	17758890	+	972	77.0	[7.275311, 7.275311]	[86, 107]	[7.275311]	[109]	[17758669, 17758690]	[17758692]
366_32973	chr19	35805476	35805876	+	977	77.0	[7.275311]	[166]	[7.275311]	[175]	[35805705]	[35805714]
366_32977	chr19	50669300	50669700	+	569	77.0	[]	[]	[7.275311]	[195]	[]	[50669545]
366_32978	chr2	24024127	24024527	+	930	77.0	[]	[]	[7.275311]	[181]	[]	[24024295]
366_32979	chr2	32062148	32062548	+	1000	77.0	[7.275311, 7.275311]	[110, 145]	[]	[]	[32062332, 32062367]	[]
366_32980	chr2	38542756	38543156	+	987	77.0	[7.275311]	[144]	[7.275311, 7.275311]	[109, 146]	[38542952]	[38542917, 38542954]
366_32982	chr2	43142746	43143146	+	996	77.0	[7.275311]	[102]	[7.275311, 7.275311]	[112, 148]	[43142917]	[43142927, 43142963]
366_32983	chr2	69590234	69590634	+	928	77.0	[]	[]	[7.275311]	[221]	[]	[69590460]
366_32988	chr2	173963377	173963777	+	992	77.0	[7.275311]	[127]	[]	[]	[173963586]	[]
366_32990	chr2	229731856	229732256	+	948	77.0	[7.275311]	[126]	[7.275311]	[128]	[229732077]	[229732079]
366_32991	chr20	44911009	44911409	+	701	77.0	[7.275311]	[99]	[7.275311]	[88]	[44911194]	[44911183]
366_32992	chr20	52035459	52035859	+	962	77.0	[7.275311, 7.275311]	[90, 171]	[7.275311, 7.275311]	[99, 173]	[52035620, 52035701]	[52035629, 52035703]
366_32995	chr21	38797395	38797795	+	992	77.0	[]	[]	[7.275311]	[122]	[]	[38797601]
366_32996	chr21	43726175	43726575	+	1000	77.0	[7.275311, 7.275311]	[65, 76]	[7.275311, 7.275311]	[112, 160]	[43726330, 43726341]	[43726377, 43726425]
366_32999	chr22	19995025	19995425	+	1000	77.0	[7.275311, 7.275311]	[120, 140]	[]	[]	[19995225, 19995245]	[]
366_33	chr17	73474291	73474691	+	1000	2364.5	[7.275311, 7.275311, 7.275311]	[100, 122, 150]	[7.275311, 7.275311]	[102, 109]	[73474484, 73474506, 73474534]	[73474486, 73474493]
366_3300	chr18	22023976	22024376	+	1000	487.0	[7.275311]	[103]	[7.275311]	[112]	[22024171]	[22024180]
366_33002	chr22	20692807	20693207	+	926	77.0	[7.275311]	[149]	[7.275311, 7.275311]	[151, 229]	[20692969]	[20692971, 20693049]
366_33003	chr22	20941937	20942337	+	987	77.0	[]	[]	[7.275311]	[161]	[]	[20942106]
366_33004	chr22	21740629	21741029	+	873	77.0	[]	[]	[7.275311]	[57]	[]	[21740780]
366_33005	chr22	21805484	21805884	+	1000	77.0	[]	[]	[7.275311]	[154]	[]	[21805726]
366_3301	chr3	50594273	50594673	+	1000	487.0	[7.275311]	[101]	[7.275311, 7.275311]	[70, 110]	[50594469]	[50594438, 50594478]
366_33013	chr3	49017942	49018342	+	778	77.0	[7.275311, 7.275311]	[124, 152]	[7.275311]	[163]	[49018137, 49018165]	[49018176]
366_33014	chr3	72460806	72461206	+	974	77.0	[7.275311]	[142]	[]	[]	[72461018]	[]
366_33015	chr3	128424660	128425060	+	707	77.0	[]	[]	[7.275311]	[146]	[]	[128424880]
366_33019	chr4	74398293	74398693	+	984	77.0	[7.275311, 7.275311]	[233, 259]	[]	[]	[74398507, 74398533]	[]
366_3302	chr7	136049111	136049511	+	1000	487.0	[7.275311]	[88]	[7.275311]	[73]	[136049299]	[136049284]
366_33020	chr4	87405545	87405945	+	1000	77.0	[7.275311, 7.275311]	[99, 144]	[7.275311, 7.275311, 7.275311]	[75, 108, 128]	[87405742, 87405787]	[87405718, 87405751, 87405771]
366_33022	chr4	128443526	128443926	+	1000	77.0	[7.275311, 7.275311]	[205, 257]	[7.275311]	[259]	[128443703, 128443755]	[128443757]
366_33026	chr5	65270530	65270930	+	775	77.0	[7.275311]	[158]	[]	[]	[65270734]	[]
366_3303	chr16	85336126	85336526	+	1000	486.5	[7.275311, 7.275311]	[93, 111]	[7.275311]	[102]	[85336318, 85336336]	[85336327]
366_33031	chr6	20405374	20405774	+	1000	77.0	[7.275311, 7.275311]	[89, 102]	[]	[]	[20405542, 20405555]	[]
366_33033	chr6	26218397	26218797	+	1000	77.0	[]	[]	[7.275311, 7.275311]	[160, 171]	[]	[26218623, 26218634]
366_33038	chr6	85865995	85866395	+	966	77.0	[7.275311]	[162]	[7.275311, 7.275311]	[76, 100]	[85866236]	[85866150, 85866174]
366_33039	chr6	100204392	100204792	+	562	77.0	[7.275311]	[114]	[7.275311]	[123]	[100204589]	[100204598]
366_33042	chr6	149458528	149458928	+	987	77.0	[7.275311, 7.275311]	[104, 159]	[7.275311, 7.275311]	[111, 185]	[149458696, 149458751]	[149458703, 149458777]
366_33043	chr6	158691367	158691767	+	669	77.0	[7.275311]	[73]	[]	[]	[158691536]	[]
366_33044	chr6	161214737	161215137	+	996	77.0	[7.275311]	[148]	[]	[]	[161214941]	[]
366_33045	chr6	169788342	169788742	+	892	77.0	[]	[]	[7.275311]	[101]	[]	[169788501]
366_33048	chr7	75813783	75814183	+	952	77.0	[]	[]	[7.275311]	[214]	[]	[75814006]
366_33049	chr7	90154200	90154600	+	949	77.0	[7.275311, 7.275311]	[157, 199]	[7.275311]	[148]	[90154397, 90154439]	[90154388]
366_33051	chr7	101356536	101356936	+	843	77.0	[]	[]	[7.275311, 7.275311, 7.275311, 7.275311]	[66, 90, 104, 121]	[]	[101356690, 101356714, 101356728, 101356745]
366_33052	chr7	111329360	111329760	+	869	77.0	[7.275311]	[90]	[]	[]	[111329538]	[]
366_33053	chr7	137899121	137899521	+	629	77.0	[7.275311]	[119]	[]	[]	[137899300]	[]
366_33059	chr8	10055144	10055544	+	895	77.0	[]	[]	[7.275311]	[154]	[]	[10055360]
366_33062	chr8	57209753	57210153	+	680	77.0	[7.275311]	[80]	[]	[]	[57209916]	[]
366_33064	chr8	100708395	100708795	+	888	77.0	[7.275311, 7.275311, 7.275311]	[83, 104, 117]	[7.275311]	[113]	[100708572, 100708593, 100708606]	[100708602]
366_33065	chr8	144372919	144373319	+	988	77.0	[7.275311]	[110]	[7.275311]	[122]	[144373102]	[144373114]
366_33067	chr9	70540945	70541345	+	929	77.0	[7.275311]	[157]	[]	[]	[70541195]	[]
366_33068	chr9	94086479	94086879	+	887	77.0	[7.275311]	[153]	[7.275311]	[162]	[94086706]	[94086715]
366_33070	chr9	123339587	123339987	+	998	77.0	[]	[]	[7.275311]	[162]	[]	[123339815]
366_33072	chr9	129174357	129174757	+	967	77.0	[7.275311, 7.275311]	[167, 183]	[]	[]	[129174534, 129174550]	[]
366_33073	chrX	41067677	41068077	+	967	77.0	[]	[]	[7.275311]	[138]	[]	[41067909]
366_33077	chr1	8763741	8764141	+	913	76.5	[7.275311]	[121]	[7.275311]	[104]	[8763915]	[8763898]
366_33078	chr1	12079582	12079982	+	928	76.5	[7.275311]	[245]	[7.275311]	[286]	[12079775]	[12079816]
366_33079	chr1	13171613	13172013	+	938	76.5	[]	[]	[7.275311]	[91]	[]	[13171804]
366_3308	chr2	233091566	233091966	+	1000	486.0	[]	[]	[7.275311]	[75]	[]	[233091727]
366_33080	chr1	21910735	21911135	+	832	76.5	[7.275311]	[119]	[7.275311]	[121]	[21910951]	[21910953]
366_33081	chr1	22048637	22049037	+	871	76.5	[7.275311]	[77]	[7.275311, 7.275311]	[79, 134]	[22048799]	[22048801, 22048856]
366_33082	chr1	25278369	25278769	+	964	76.5	[7.275311, 7.275311]	[120, 148]	[7.275311]	[171]	[25278543, 25278571]	[25278594]
366_33083	chr1	31111144	31111544	+	847	76.5	[]	[]	[7.275311, 7.275311]	[205, 212]	[]	[31111384, 31111391]
366_33084	chr1	40399389	40399789	+	773	76.5	[7.275311]	[149]	[]	[]	[40399567]	[]
366_33085	chr1	41431792	41432192	+	939	76.5	[7.275311, 7.275311, 7.275311]	[59, 110, 153]	[7.275311]	[119]	[41431944, 41431995, 41432038]	[41432004]
366_33087	chr1	61547283	61547683	+	951	76.5	[7.275311, 7.275311]	[95, 113]	[7.275311]	[104]	[61547474, 61547492]	[61547483]
366_33088	chr1	80777864	80778264	+	935	76.5	[7.275311, 7.275311]	[99, 128]	[7.275311]	[108]	[80778057, 80778086]	[80778066]
366_33089	chr1	84620796	84621196	+	999	76.5	[7.275311, 7.275311]	[103, 170]	[]	[]	[84620976, 84621043]	[]
366_33092	chr1	177995330	177995730	+	961	76.5	[7.275311]	[153]	[7.275311]	[162]	[177995561]	[177995570]
366_33094	chr1	202041478	202041878	+	927	76.5	[7.275311, 7.275311]	[137, 185]	[7.275311, 7.275311, 7.275311]	[139, 146, 187]	[202041659, 202041707]	[202041661, 202041668, 202041709]
366_33096	chr1	223790070	223790470	+	926	76.5	[7.275311, 7.275311]	[178, 210]	[7.275311, 7.275311]	[180, 224]	[223790274, 223790306]	[223790276, 223790320]
366_33098	chr10	3802997	3803397	+	923	76.5	[]	[]	[7.275311, 7.275311]	[115, 153]	[]	[3803165, 3803203]
366_331	chr16	88558971	88559371	+	1000	1667.0	[]	[]	[7.275311]	[90]	[]	[88559153]
366_3310	chrX	48547359	48547759	+	1000	486.0	[7.275311]	[70]	[7.275311]	[122]	[48547526]	[48547578]
366_33100	chr10	12068244	12068644	+	1000	76.5	[7.275311]	[167]	[7.275311, 7.275311]	[113, 200]	[12068451]	[12068397, 12068484]
366_33102	chr10	24915267	24915667	+	888	76.5	[7.275311]	[134]	[]	[]	[24915438]	[]
366_33103	chr10	32226629	32227029	+	698	76.5	[7.275311, 7.275311]	[85, 101]	[]	[]	[32226793, 32226809]	[]
366_33105	chr10	72503303	72503703	+	999	76.5	[7.275311]	[113]	[]	[]	[72503459]	[]
366_33107	chr10	74515948	74516348	+	943	76.5	[7.275311, 7.275311]	[107, 185]	[]	[]	[74516120, 74516198]	[]
366_33108	chr10	80226311	80226711	+	994	76.5	[7.275311]	[83]	[]	[]	[80226464]	[]
366_3311	chr1	112893348	112893748	+	1000	485.5	[7.275311, 7.275311, 7.275311]	[99, 103, 149]	[7.275311, 7.275311, 7.275311]	[112, 137, 141]	[112893535, 112893539, 112893585]	[112893548, 112893573, 112893577]
366_33111	chr11	2301994	2302394	+	542	76.5	[]	[]	[7.275311, 7.275311]	[136, 143]	[]	[2302177, 2302184]
366_33113	chr11	5520186	5520586	+	859	76.5	[7.275311, 7.275311, 7.275311]	[103, 130, 154]	[7.275311]	[156]	[5520348, 5520375, 5520399]	[5520401]
366_33115	chr11	61344326	61344726	+	788	76.5	[7.275311, 7.275311]	[202, 246]	[7.275311, 7.275311, 7.275311]	[191, 239, 248]	[61344524, 61344568]	[61344513, 61344561, 61344570]
366_33116	chr11	65919568	65919968	+	940	76.5	[7.275311]	[97]	[]	[]	[65919743]	[]
366_33117	chr11	67582485	67582885	+	917	76.5	[]	[]	[7.275311, 7.275311]	[72, 97]	[]	[67582643, 67582668]
366_33118	chr11	68945901	68946301	+	987	76.5	[7.275311]	[197]	[7.275311]	[144]	[68946129]	[68946076]
366_33119	chr11	68995420	68995820	+	695	76.5	[7.275311, 7.275311]	[52, 63]	[7.275311, 7.275311]	[72, 144]	[68995572, 68995583]	[68995592, 68995664]
366_3312	chr1	203650290	203650690	+	1000	485.5	[]	[]	[7.275311]	[120]	[]	[203650505]
366_33120	chr11	75559079	75559479	+	998	76.5	[]	[]	[7.275311]	[150]	[]	[75559291]
366_33121	chr11	78446207	78446607	+	814	76.5	[7.275311]	[115]	[]	[]	[78446377]	[]
366_33122	chr11	85854642	85855042	+	983	76.5	[]	[]	[7.275311]	[172]	[]	[85854878]
366_33126	chr12	15996283	15996683	+	1000	76.5	[7.275311, 7.275311]	[102, 136]	[7.275311]	[80]	[15996462, 15996496]	[15996440]
366_33127	chr12	32133867	32134267	+	987	76.5	[7.275311]	[113]	[7.275311, 7.275311]	[102, 122]	[32134076]	[32134065, 32134085]
366_33129	chr12	49269287	49269687	+	983	76.5	[7.275311, 7.275311]	[160, 181]	[7.275311]	[162]	[49269488, 49269509]	[49269490]
366_3313	chr1	205157119	205157519	+	1000	485.5	[7.275311]	[156]	[]	[]	[205157313]	[]
366_33131	chr12	53150336	53150736	+	994	76.5	[7.275311, 7.275311]	[145, 165]	[7.275311]	[154]	[53150556, 53150576]	[53150565]
366_33133	chr12	57102702	57103102	+	997	76.5	[7.275311, 7.275311]	[94, 100]	[7.275311]	[119]	[57102861, 57102867]	[57102886]
366_33135	chr12	108272374	108272774	+	994	76.5	[7.275311]	[184]	[]	[]	[108272580]	[]
366_3314	chr10	34495925	34496325	+	1000	485.5	[7.275311]	[112]	[7.275311]	[121]	[34496135]	[34496144]
366_33143	chr13	99151521	99151921	+	828	76.5	[7.275311]	[185]	[7.275311, 7.275311, 7.275311]	[159, 187, 220]	[99151724]	[99151698, 99151726, 99151759]
366_33144	chr14	54870326	54870726	+	558	76.5	[]	[]	[7.275311]	[202]	[]	[54870533]
366_33145	chr14	60724066	60724466	+	543	76.5	[7.275311]	[116]	[7.275311]	[138]	[60724221]	[60724243]
366_33148	chr15	49741669	49742069	+	982	76.5	[]	[]	[7.275311, 7.275311]	[73, 125]	[]	[49741841, 49741893]
366_3315	chr10	78959173	78959573	+	1000	485.5	[]	[]	[7.275311, 7.275311]	[78, 82]	[]	[78959350, 78959354]
366_33154	chr15	88541968	88542368	+	609	76.5	[]	[]	[7.275311, 7.275311]	[124, 183]	[]	[88542144, 88542203]
366_33156	chr16	15645019	15645419	+	935	76.5	[]	[]	[7.275311]	[168]	[]	[15645197]
366_33157	chr16	15990680	15991080	+	953	76.5	[]	[]	[7.275311]	[148]	[]	[15990871]
366_33159	chr16	23826640	23827040	+	884	76.5	[7.275311]	[158]	[]	[]	[23826862]	[]
366_3316	chr11	27201947	27202347	+	1000	485.5	[7.275311]	[146]	[]	[]	[27202179]	[]
366_33160	chr16	30902797	30903197	+	972	76.5	[]	[]	[7.275311]	[124]	[]	[30902961]
366_33162	chr16	89559288	89559688	+	991	76.5	[7.275311, 7.275311]	[106, 182]	[7.275311]	[95]	[89559450, 89559526]	[89559439]
366_33163	chr17	50421619	50422019	+	943	76.5	[7.275311]	[62]	[7.275311]	[67]	[50421777]	[50421782]
366_33165	chr17	64366400	64366800	+	965	76.5	[7.275311]	[135]	[7.275311]	[165]	[64366611]	[64366641]
366_33166	chr17	77555821	77556221	+	906	76.5	[7.275311]	[129]	[]	[]	[77555981]	[]
366_33168	chr17	80261643	80262043	+	995	76.5	[7.275311, 7.275311]	[136, 191]	[7.275311]	[138]	[80261827, 80261882]	[80261829]
366_33169	chr17	81346341	81346741	+	994	76.5	[7.275311]	[149]	[]	[]	[81346555]	[]
366_3317	chr12	121050742	121051142	+	1000	485.5	[7.275311]	[126]	[]	[]	[121050961]	[]
366_33173	chr18	5295969	5296369	+	976	76.5	[7.275311]	[168]	[]	[]	[5296217]	[]
366_33174	chr18	8696684	8697084	+	554	76.5	[]	[]	[7.275311, 7.275311]	[234, 246]	[]	[8696916, 8696928]
366_33175	chr18	58058709	58059109	+	993	76.5	[]	[]	[7.275311, 7.275311]	[135, 141]	[]	[58058897, 58058903]
366_33177	chr19	2331549	2331949	+	780	76.5	[7.275311, 7.275311]	[109, 158]	[]	[]	[2331743, 2331792]	[]
366_3318	chr16	50280979	50281379	+	1000	485.5	[7.275311, 7.275311]	[88, 117]	[7.275311, 7.275311]	[90, 97]	[50281167, 50281196]	[50281169, 50281176]
366_33183	chr19	8397036	8397436	+	984	76.5	[]	[]	[7.275311]	[130]	[]	[8397243]
366_33185	chr19	10747780	10748180	+	983	76.5	[7.275311]	[159]	[7.275311]	[172]	[10748017]	[10748030]
366_33186	chr19	12883937	12884337	+	945	76.5	[7.275311]	[131]	[]	[]	[12884108]	[]
366_33187	chr19	13803376	13803776	+	994	76.5	[7.275311]	[220]	[7.275311]	[222]	[13803612]	[13803614]
366_3319	chr17	55451336	55451736	+	1000	485.5	[7.275311]	[93]	[]	[]	[55451498]	[]
366_33190	chr19	48553837	48554237	+	756	76.5	[]	[]	[7.275311]	[74]	[]	[48553997]
366_33193	chr19	54654838	54655238	+	612	76.5	[7.275311, 7.275311]	[171, 203]	[]	[]	[54655011, 54655043]	[]
366_33198	chr2	56133791	56134191	+	676	76.5	[]	[]	[7.275311]	[191]	[]	[56133946]
366_3320	chr2	459144	459544	+	1000	485.5	[7.275311, 7.275311]	[82, 106]	[7.275311]	[115]	[459324, 459348]	[459357]
366_33201	chr2	99089782	99090182	+	871	76.5	[7.275311]	[92]	[7.275311, 7.275311]	[101, 178]	[99089935]	[99089944, 99090021]
366_33203	chr2	108356223	108356623	+	988	76.5	[7.275311, 7.275311]	[156, 193]	[]	[]	[108356421, 108356458]	[]
366_33206	chr2	126676853	126677253	+	1000	76.5	[7.275311]	[118]	[7.275311, 7.275311]	[129, 137]	[126677037]	[126677048, 126677056]
366_33208	chr2	203569914	203570314	+	945	76.5	[]	[]	[7.275311]	[111]	[]	[203570117]
366_33214	chr20	50355214	50355614	+	983	76.5	[7.275311, 7.275311, 7.275311, 7.275311, 7.275311]	[57, 67, 86, 109, 116]	[7.275311, 7.275311]	[88, 118]	[50355365, 50355375, 50355394, 50355417, 50355424]	[50355396, 50355426]
366_33215	chr20	53857836	53858236	+	924	76.5	[7.275311, 7.275311]	[97, 155]	[]	[]	[53858024, 53858082]	[]
366_33218	chr22	16651179	16651579	+	996	76.5	[]	[]	[7.275311]	[120]	[]	[16651390]
366_33219	chr22	19073732	19074132	+	931	76.5	[7.275311]	[207]	[]	[]	[19073941]	[]
366_33220	chr22	20409282	20409682	+	997	76.5	[]	[]	[7.275311]	[145]	[]	[20409438]
366_33221	chr22	20674617	20675017	+	997	76.5	[7.275311]	[79]	[]	[]	[20674788]	[]
366_33222	chr22	20930811	20931211	+	846	76.5	[7.275311]	[101]	[7.275311]	[89]	[20930978]	[20930966]
366_33223	chr22	21743175	21743575	+	923	76.5	[7.275311]	[156]	[7.275311, 7.275311]	[113, 158]	[21743398]	[21743355, 21743400]
366_33225	chr22	22501748	22502148	+	999	76.5	[7.275311]	[127]	[7.275311]	[72]	[22501972]	[22501917]
366_33227	chr22	22961696	22962096	+	960	76.5	[]	[]	[7.275311]	[94]	[]	[22961876]
366_33228	chr22	23162835	23163235	+	958	76.5	[7.275311]	[154]	[]	[]	[23163072]	[]
366_33229	chr22	25447787	25448187	+	958	76.5	[7.275311]	[166]	[]	[]	[25447993]	[]
366_33234	chr3	17788647	17789047	+	933	76.5	[7.275311]	[229]	[7.275311]	[231]	[17788886]	[17788888]
366_33237	chr3	42871898	42872298	+	989	76.5	[7.275311]	[71]	[7.275311, 7.275311]	[76, 157]	[42872058]	[42872063, 42872144]
366_33238	chr3	43418873	43419273	+	669	76.5	[7.275311, 7.275311]	[132, 172]	[7.275311, 7.275311]	[78, 141]	[43419083, 43419123]	[43419029, 43419092]
366_33239	chr3	46864393	46864793	+	921	76.5	[7.275311, 7.275311, 7.275311]	[80, 89, 157]	[7.275311]	[129]	[46864560, 46864569, 46864637]	[46864609]
366_3324	chr7	39811261	39811661	+	1000	485.5	[]	[]	[7.275311]	[111]	[]	[39811461]
366_33241	chr3	124601250	124601650	+	919	76.5	[7.275311]	[87]	[]	[]	[124601435]	[]
366_33242	chr3	126703869	126704269	+	946	76.5	[]	[]	[7.275311]	[179]	[]	[126704098]
366_33245	chr3	194556567	194556967	+	728	76.5	[]	[]	[7.275311]	[236]	[]	[194556794]
