#PeakID(python identify_motif.py ./ENCODE_processed_files/NFE2_idr.fa NFE2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
314_40081	chr12	112199115	112199515	+	1000	33.0	[10.376464]	[128]	[8.742208]	[128]	[112199328]	[112199328]
314_40082	chr12	113781875	113782275	+	822	33.0	[8.706215]	[99]	[10.310684]	[99]	[113782064]	[113782064]
314_40085	chr12	121202423	121202823	+	815	33.0	[]	[]	[3.7897503]	[149]	[]	[121202658]
314_4009	chr19	43784409	43784809	+	1000	178.0	[6.7177763, 10.545787]	[96, 121]	[6.01237, 8.904404]	[96, 121]	[43784601, 43784626]	[43784601, 43784626]
314_40090	chr12	123073452	123073852	+	999	33.0	[4.195397]	[98]	[4.356292]	[98]	[123073649]	[123073649]
314_40092	chr12	124039290	124039690	+	1000	33.0	[3.825743]	[107]	[]	[]	[124039494]	[]
314_40094	chr12	125105091	125105491	+	1000	33.0	[]	[]	[3.825743]	[150]	[]	[125105337]
314_40097	chr12	132812639	132813039	+	1000	33.0	[8.742208]	[97]	[10.376464]	[97]	[132812836]	[132812836]
314_40099	chr13	33717739	33718139	+	1000	33.0	[10.383591]	[113]	[8.735081]	[113]	[33717951]	[33717951]
314_401	chr1	246110583	246110983	+	1000	412.0	[6.01237]	[102]	[6.7177763]	[102]	[246110784]	[246110784]
314_4010	chr19	49154960	49155360	+	1000	178.0	[]	[]	[3.9022686]	[106]	[]	[49155154]
314_40100	chr13	36712777	36713177	+	666	33.0	[10.383591]	[142]	[8.735081]	[142]	[36712998]	[36712998]
314_40101	chr13	37589407	37589807	+	941	33.0	[8.742208]	[89]	[10.376464]	[89]	[37589591]	[37589591]
314_40103	chr13	37947424	37947824	+	818	33.0	[]	[]	[3.7822251]	[123]	[]	[37947623]
314_40108	chr13	90950117	90950517	+	1000	33.0	[8.735081]	[124]	[10.383591]	[124]	[90950341]	[90950341]
314_40114	chr13	95267616	95268016	+	944	33.0	[10.383591]	[75]	[8.735081]	[75]	[95267778]	[95267778]
314_40115	chr13	96109086	96109486	+	971	33.0	[6.7177763]	[120]	[6.01237]	[120]	[96109297]	[96109297]
314_40116	chr13	98057602	98058002	+	1000	33.0	[10.310684]	[122]	[8.698907]	[122]	[98057822]	[98057822]
314_40119	chr13	107937326	107937726	+	1000	33.0	[6.64487]	[162]	[5.946591]	[162]	[107937495]	[107937495]
314_40124	chr13	113064401	113064801	+	1000	33.0	[11.627113]	[105]	[14.211601]	[105]	[113064595]	[113064595]
314_40129	chr14	24317298	24317698	+	960	33.0	[15.292928]	[121]	[16.93431]	[121]	[24317513]	[24317513]
314_4013	chr20	58252052	58252452	+	1000	178.0	[11.627113]	[119]	[14.211601]	[119]	[58252270]	[58252270]
314_40133	chr14	56539916	56540316	+	783	33.0	[7.6537538]	[89]	[5.076393]	[89]	[56540095]	[56540095]
314_40135	chr14	59895729	59896129	+	1000	33.0	[3.825743]	[100]	[]	[]	[59895910]	[]
314_4014	chr3	129657670	129658070	+	1000	178.0	[10.383591]	[114]	[8.735081]	[114]	[129657876]	[129657876]
314_40142	chr14	75350661	75351061	+	1000	33.0	[3.7822251]	[124]	[]	[]	[75350869]	[]
314_40143	chr14	76959265	76959665	+	885	33.0	[]	[]	[3.8256726]	[128]	[]	[76959430]
314_40144	chr14	81401397	81401797	+	1000	33.0	[7.284498]	[186]	[8.096313]	[186]	[81401622]	[81401622]
314_40145	chr14	90849360	90849760	+	899	33.0	[10.376464]	[144]	[8.742208]	[144]	[90849540]	[90849540]
314_40146	chr14	91681136	91681536	+	1000	33.0	[10.545787]	[98]	[8.904404]	[98]	[91681326]	[91681326]
314_40147	chr14	99194349	99194749	+	999	33.0	[3.8185804]	[107]	[]	[]	[99194539]	[]
314_4015	chr4	70855429	70855829	+	1000	178.0	[8.742208]	[110]	[10.376464]	[110]	[70855636]	[70855636]
314_40151	chr15	32004271	32004671	+	560	33.0	[8.735081]	[89]	[10.383591]	[89]	[32004443]	[32004443]
314_40155	chr15	42510906	42511306	+	781	33.0	[3.8033974]	[81]	[]	[]	[42511076]	[]
314_40157	chr15	48361650	48362050	+	1000	33.0	[8.735081]	[141]	[10.383591]	[141]	[48361888]	[48361888]
314_40158	chr15	48925723	48926123	+	1000	33.0	[8.669301, 14.211601]	[143, 154]	[10.347598, 11.627113]	[143, 154]	[48925946, 48925957]	[48925946, 48925957]
314_40159	chr15	50210684	50211084	+	1000	33.0	[10.383591]	[136]	[8.735081]	[136]	[50210889]	[50210889]
314_4016	chr4	72473453	72473853	+	1000	178.0	[15.292928]	[87]	[16.93431]	[87]	[72473640]	[72473640]
314_40161	chr15	51223622	51224022	+	969	33.0	[10.310684]	[142]	[8.706215]	[142]	[51223848]	[51223848]
314_40166	chr15	59702150	59702550	+	572	33.0	[16.93431]	[172]	[15.292928]	[172]	[59702400]	[59702400]
314_40168	chr15	62107759	62108159	+	1000	33.0	[10.383591]	[78]	[8.735081]	[78]	[62107937]	[62107937]
314_40169	chr15	63331411	63331811	+	1000	33.0	[10.383591, 3.92216]	[103, 133]	[8.735081]	[103]	[63331614, 63331644]	[63331614]
314_40170	chr15	63341903	63342303	+	956	33.0	[6.703487]	[142]	[6.005208]	[142]	[63342133]	[63342133]
314_40179	chr15	69305449	69305849	+	771	33.0	[5.0109453]	[59]	[7.6028533]	[59]	[69305601]	[69305601]
314_4018	chr5	34923921	34924321	+	1000	178.0	[12.570218, 13.2684965]	[96, 108]	[13.2684965, 12.570218]	[96, 108]	[34924116, 34924128]	[34924116, 34924128]
314_4019	chr6	53532495	53532895	+	1000	178.0	[3.92216]	[99]	[]	[]	[53532681]	[]
314_40198	chr15	96153943	96154343	+	1000	33.0	[8.669301]	[98]	[10.310684]	[98]	[96154133]	[96154133]
314_402	chr10	75109054	75109454	+	1000	412.0	[6.7177763]	[106]	[6.01237]	[106]	[75109260]	[75109260]
314_40200	chr15	98646807	98647207	+	722	33.0	[8.735081]	[100]	[10.383591]	[100]	[98647007]	[98647007]
314_40203	chr16	525538	525938	+	807	33.0	[6.7177763, 13.2684965]	[92, 142]	[6.01237, 12.570218]	[92, 142]	[525721, 525771]	[525721, 525771]
314_40204	chr16	528706	529106	+	1000	33.0	[8.904404]	[111]	[10.545787]	[111]	[528888]	[528888]
314_40205	chr16	1870679	1871079	+	1000	33.0	[8.742208, 3.7968774]	[126, 139]	[10.376464]	[126]	[1870900, 1870913]	[1870900]
314_4021	chr7	140485840	140486240	+	1000	178.0	[]	[]	[3.825743]	[110]	[]	[140486048]
314_40210	chr16	3084470	3084870	+	599	33.0	[]	[]	[3.7822251]	[131]	[]	[3084658]
314_40214	chr16	8087953	8088353	+	1000	33.0	[11.627113]	[121]	[14.211601]	[121]	[8088168]	[8088168]
314_40215	chr16	11060790	11061190	+	999	33.0	[6.01237]	[149]	[6.7177763]	[149]	[11061037]	[11061037]
314_40219	chr16	15062105	15062505	+	1000	33.0	[8.727918]	[95]	[10.369301]	[95]	[15062297]	[15062297]
314_4022	chr1	6581824	6582224	+	1000	177.0	[4.261176]	[90]	[4.399592]	[90]	[6582009]	[6582009]
314_40222	chr16	20938397	20938797	+	1000	33.0	[4.392465]	[134]	[4.268303]	[134]	[20938629]	[20938629]
314_40223	chr16	25005679	25006079	+	909	33.0	[7.587974]	[79]	[5.033093]	[79]	[25005857]	[25005857]
314_40224	chr16	29316644	29317044	+	790	33.0	[8.742208]	[98]	[10.376464]	[98]	[29316834]	[29316834]
314_40231	chr16	53002952	53003352	+	893	33.0	[6.7177763]	[124]	[6.01237]	[124]	[53003160]	[53003160]
314_40234	chr16	57708433	57708833	+	874	33.0	[6.01237]	[108]	[6.7177763]	[108]	[57708632]	[57708632]
314_40235	chr16	57949610	57950010	+	1000	33.0	[3.8368208, 3.9022686]	[132, 139]	[]	[]	[57949842, 57949849]	[]
314_40236	chr16	58434260	58434660	+	1000	33.0	[4.399592]	[155]	[4.261176]	[155]	[58434491]	[58434491]
314_40237	chr16	58452046	58452446	+	716	33.0	[5.076393]	[104]	[7.6537538]	[104]	[58452242]	[58452242]
314_4024	chr1	93878404	93878804	+	1000	177.0	[5.96147]	[123]	[3.825743, 3.7824428, 6.6817837]	[89, 99, 123]	[93878627]	[93878593, 93878603, 93878627]
314_40248	chr16	79400769	79401169	+	905	33.0	[]	[]	[3.796015]	[179]	[]	[79401019]
314_40249	chr16	79607605	79608005	+	967	33.0	[13.2684965, 4.195397]	[92, 99]	[12.570218, 4.326686]	[92, 99]	[79607795, 79607802]	[79607795, 79607802]
314_4025	chr1	113658959	113659359	+	1000	177.0	[3.7824428]	[134]	[]	[]	[113659190]	[]
314_40250	chr16	81071758	81072158	+	1000	33.0	[]	[]	[3.92216]	[168]	[]	[81071974]
314_40256	chr17	4949646	4950046	+	835	33.0	[6.01237]	[110]	[6.7177763]	[110]	[4949853]	[4949853]
314_40259	chr17	13597959	13598359	+	801	33.0	[10.376464]	[113]	[8.742208]	[113]	[13598164]	[13598164]
314_4026	chr1	117659940	117660340	+	1000	177.0	[5.0034866]	[90]	[7.6102357]	[90]	[117660128]	[117660128]
314_40261	chr17	18373197	18373597	+	761	33.0	[11.627113]	[96]	[14.211601]	[96]	[18373393]	[18373393]
314_40263	chr17	19956164	19956564	+	794	33.0	[]	[]	[3.825743]	[136]	[]	[19956400]
314_40265	chr17	20108594	20108994	+	710	33.0	[6.01237]	[132]	[6.7177763]	[132]	[20108826]	[20108826]
314_40266	chr17	21284454	21284854	+	852	33.0	[]	[]	[3.825743]	[129]	[]	[21284669]
314_40268	chr17	30188174	30188574	+	836	33.0	[4.261176]	[153]	[4.399592]	[153]	[30188400]	[30188400]
314_40269	chr17	30380181	30380581	+	1000	33.0	[3.825743]	[118]	[]	[]	[30380386]	[]
314_4027	chr1	169312135	169312535	+	1000	177.0	[8.706215]	[84]	[10.310684]	[84]	[169312310]	[169312310]
314_40273	chr17	36849789	36850189	+	929	33.0	[8.67676]	[166]	[10.325563]	[166]	[36850030]	[36850030]
314_40274	chr17	40005567	40005967	+	719	33.0	[]	[]	[3.8293622]	[130]	[]	[40005774]
314_40277	chr17	41453053	41453453	+	967	33.0	[]	[]	[3.92216]	[93]	[]	[41453237]
314_4028	chr1	182589054	182589454	+	1000	177.0	[]	[]	[3.825743]	[107]	[]	[182589258]
314_40280	chr17	42018432	42018832	+	1000	33.0	[6.64487]	[171]	[6.088896]	[171]	[42018665]	[42018665]
314_40285	chr17	43314943	43315343	+	584	33.0	[3.923441, 7.6537538]	[87, 119]	[5.076393]	[119]	[43315115, 43315147]	[43315147]
314_40293	chr17	47664272	47664672	+	931	33.0	[4.195397]	[121]	[4.326686]	[121]	[47664475]	[47664475]
314_40297	chr17	49316141	49316541	+	751	33.0	[8.735081]	[158]	[10.383591]	[158]	[49316382]	[49316382]
314_40298	chr17	49763001	49763401	+	914	33.0	[]	[]	[3.7824428]	[112]	[]	[49763188]
314_403	chr19	4130972	4131372	+	1000	412.0	[6.7177763]	[102]	[6.01237]	[102]	[4131174]	[4131174]
314_40304	chr17	64118628	64119028	+	1000	33.0	[3.825743]	[94]	[]	[]	[64118809]	[]
314_40307	chr17	67785472	67785872	+	930	33.0	[10.376464]	[168]	[8.742208]	[168]	[67785709]	[67785709]
314_40314	chr17	78339621	78340021	+	752	33.0	[6.64487]	[126]	[6.088896]	[126]	[78339824]	[78339824]
314_40319	chr18	268631	269031	+	1000	33.0	[3.825743]	[141]	[]	[]	[268859]	[]
314_4032	chr10	91607792	91608192	+	1000	177.0	[7.682053, 8.735081]	[80, 110]	[5.0034866, 10.383591]	[80, 110]	[91607968, 91607998]	[91607968, 91607998]
314_40322	chr18	2048211	2048611	+	1000	33.0	[8.706215]	[119]	[3.9590735, 10.310684]	[87, 119]	[2048425]	[2048393, 2048425]
314_40327	chr18	9871489	9871889	+	736	33.0	[5.0034866]	[126]	[7.624888]	[126]	[9871682]	[9871682]
314_40328	chr18	9966202	9966602	+	1000	33.0	[5.0034866]	[120]	[7.587974]	[120]	[9966401]	[9966401]
314_40329	chr18	20996364	20996764	+	1000	33.0	[3.825743]	[129]	[]	[]	[20996586]	[]
314_40331	chr18	22578333	22578733	+	1000	33.0	[]	[]	[3.9022686]	[114]	[]	[22578521]
314_40334	chr18	31049078	31049478	+	611	33.0	[3.825743]	[96]	[]	[]	[31049270]	[]
314_40336	chr18	48720366	48720766	+	988	33.0	[8.742208]	[139]	[10.376464]	[139]	[48720589]	[48720589]
314_40339	chr18	50847166	50847566	+	1000	33.0	[15.292928]	[82]	[16.93431]	[82]	[50847345]	[50847345]
314_40340	chr18	56257215	56257615	+	1000	33.0	[16.93431]	[163]	[15.292928]	[163]	[56257444]	[56257444]
314_40341	chr18	57589141	57589541	+	828	33.0	[7.587974]	[64]	[5.033093]	[64]	[57589296]	[57589296]
314_4035	chr11	69688488	69688888	+	1000	177.0	[8.735081]	[102]	[10.383591]	[102]	[69688687]	[69688687]
314_40352	chr19	4575403	4575803	+	1000	33.0	[5.076393]	[134]	[7.6537538]	[134]	[4575554]	[4575554]
314_40361	chr19	13701557	13701957	+	1000	33.0	[3.8039694]	[125]	[]	[]	[13701779]	[]
314_40362	chr19	13850385	13850785	+	934	33.0	[10.545787]	[94]	[8.904404]	[94]	[13850578]	[13850578]
314_40366	chr19	17555402	17555802	+	1000	33.0	[3.923441]	[234]	[]	[]	[17555647]	[]
314_4037	chr11	108947622	108948022	+	1000	177.0	[3.7968774]	[90]	[]	[]	[108947805]	[]
314_40370	chr19	18660381	18660781	+	1000	33.0	[]	[]	[3.8293622]	[79]	[]	[18660556]
314_40372	chr19	19900090	19900490	+	683	33.0	[7.6028533]	[121]	[5.0109453]	[121]	[19900297]	[19900297]
314_40373	chr19	27824124	27824524	+	1000	33.0	[8.735081]	[122]	[10.383591]	[122]	[27824328]	[27824328]
314_40374	chr19	29206937	29207337	+	1000	33.0	[3.887979]	[114]	[]	[]	[29207150]	[]
314_40377	chr19	34475000	34475400	+	944	33.0	[10.376464, 14.211601]	[68, 112]	[8.742208, 11.627113]	[68, 112]	[34475160, 34475204]	[34475160, 34475204]
314_4038	chr12	24759140	24759540	+	1000	177.0	[10.383591, 13.2684965]	[97, 143]	[8.735081, 12.570218]	[97, 143]	[24759334, 24759380]	[24759334, 24759380]
314_40393	chr19	48399572	48399972	+	1000	33.0	[8.68418]	[98]	[10.347598]	[98]	[48399759]	[48399759]
314_40396	chr19	49014085	49014485	+	982	33.0	[]	[]	[3.7822251]	[146]	[]	[49014318]
314_404	chr3	45183284	45183684	+	1000	412.0	[10.376464]	[100]	[8.742208]	[100]	[45183483]	[45183483]
314_40402	chr19	55519957	55520357	+	1000	33.0	[10.318143]	[74]	[8.68418]	[74]	[55520131]	[55520131]
314_4041	chr14	103136974	103137374	+	1000	177.0	[10.383591]	[95]	[8.735081, 3.825743]	[95, 126]	[103137167]	[103137167, 103137198]
314_40410	chr2	4618756	4619156	+	1000	33.0	[10.383591]	[94]	[8.735081]	[94]	[4618933]	[4618933]
314_40411	chr2	8591043	8591443	+	857	33.0	[8.735081]	[99]	[10.383591]	[99]	[8591229]	[8591229]
314_40413	chr2	9232957	9233357	+	982	33.0	[8.706215]	[97]	[10.310684]	[97]	[9233127]	[9233127]
314_40416	chr2	10524805	10525205	+	1000	33.0	[4.268303]	[93]	[4.392465]	[93]	[10524997]	[10524997]
314_40417	chr2	11344863	11345263	+	975	33.0	[3.825743]	[90]	[]	[]	[11345050]	[]
314_40420	chr2	12027204	12027604	+	777	33.0	[4.348947]	[118]	[4.275395]	[118]	[12027412]	[12027412]
314_40423	chr2	15567010	15567410	+	1000	33.0	[4.268303]	[135]	[4.392465]	[135]	[15567214]	[15567214]
314_40424	chr2	16413278	16413678	+	961	33.0	[]	[]	[3.8611343]	[98]	[]	[16413472]
314_40432	chr2	20537287	20537687	+	756	33.0	[6.01237]	[122]	[6.7177763]	[122]	[20537490]	[20537490]
314_40434	chr2	25771575	25771975	+	853	33.0	[16.93431]	[207]	[15.292928]	[207]	[25771810]	[25771810]
314_4044	chr16	19481284	19481684	+	1000	177.0	[6.7177763]	[96]	[6.01237]	[96]	[19481475]	[19481475]
314_40442	chr2	36633785	36634185	+	1000	33.0	[8.096313]	[86]	[7.284498]	[86]	[36633971]	[36633971]
314_40446	chr2	37877486	37877886	+	1000	33.0	[13.2684965]	[119]	[12.570218]	[119]	[37877700]	[37877700]
314_40448	chr2	39732003	39732403	+	1000	33.0	[]	[]	[3.7968774]	[192]	[]	[39732250]
314_40449	chr2	41894526	41894926	+	928	33.0	[4.3377013, 4.399592]	[64, 140]	[4.326686, 4.261176]	[64, 140]	[41894685, 41894761]	[41894685, 41894761]
314_40453	chr2	46737535	46737935	+	1000	33.0	[11.627113]	[119]	[14.211601]	[119]	[46737735]	[46737735]
314_40455	chr2	47368997	47369397	+	1000	33.0	[13.2684965]	[116]	[12.570218]	[116]	[47369205]	[47369205]
314_40456	chr2	47602976	47603376	+	928	33.0	[5.076393]	[145]	[7.6537538]	[145]	[47603193]	[47603193]
314_40458	chr2	55099303	55099703	+	884	33.0	[3.7968774]	[124]	[]	[]	[55099506]	[]
314_4046	chr16	55623043	55623443	+	1000	177.0	[8.735081]	[103]	[10.383591]	[103]	[55623235]	[55623235]
314_40460	chr2	55365237	55365637	+	1000	33.0	[14.211601]	[121]	[11.627113]	[121]	[55365456]	[55365456]
314_40466	chr2	65199899	65200299	+	941	33.0	[10.383591]	[111]	[8.735081]	[111]	[65200090]	[65200090]
314_40470	chr2	72415148	72415548	+	1000	33.0	[10.376464]	[126]	[8.742208]	[126]	[72415369]	[72415369]
314_40474	chr2	75089480	75089880	+	1000	33.0	[6.01237]	[97]	[6.7177763]	[97]	[75089675]	[75089675]
314_4048	chr17	64635653	64636053	+	1000	177.0	[8.735081]	[100]	[10.383591]	[100]	[64635850]	[64635850]
314_40481	chr2	101656149	101656549	+	966	33.0	[4.268303]	[97]	[4.392465]	[97]	[101656333]	[101656333]
314_4049	chr2	8301985	8302385	+	1000	177.0	[15.292928]	[99]	[16.93431]	[99]	[8302177]	[8302177]
314_40491	chr2	112812712	112813112	+	1000	33.0	[8.904404]	[133]	[10.545787]	[133]	[112812941]	[112812941]
314_40493	chr2	118862893	118863293	+	999	33.0	[4.326686]	[104]	[4.225003, 3.9444213, 3.951766]	[104, 128, 140]	[118863096]	[118863096, 118863120, 118863132]
314_40499	chr2	132623365	132623765	+	1000	33.0	[10.383591]	[107]	[8.735081]	[107]	[132623572]	[132623572]
314_40500	chr2	134727370	134727770	+	994	33.0	[15.292928]	[122]	[16.93431]	[122]	[134727582]	[134727582]
314_40503	chr2	138012045	138012445	+	1000	33.0	[3.7819347]	[166]	[]	[]	[138012291]	[]
314_40505	chr2	145690188	145690588	+	1000	33.0	[10.383591]	[109]	[8.735081]	[109]	[145690390]	[145690390]
314_40506	chr2	150878359	150878759	+	1000	33.0	[8.706215, 15.292928, 15.292928]	[80, 87, 94]	[10.310684, 16.93431, 16.93431]	[80, 87, 94]	[150878532, 150878539, 150878546]	[150878532, 150878539, 150878546]
314_40510	chr2	157784093	157784493	+	1000	33.0	[6.64487]	[181]	[5.946591]	[181]	[157784332]	[157784332]
314_40513	chr2	161782564	161782964	+	809	33.0	[]	[]	[3.825743]	[128]	[]	[161782788]
314_40514	chr2	164896623	164897023	+	743	33.0	[12.570218, 6.7177763]	[103, 115]	[13.2684965, 6.01237]	[103, 115]	[164896823, 164896835]	[164896823, 164896835]
314_40517	chr2	169141756	169142156	+	1000	33.0	[8.669301]	[89]	[10.347598]	[89]	[169141917]	[169141917]
314_40519	chr2	170258388	170258788	+	908	33.0	[15.292928]	[88]	[16.93431]	[88]	[170258568]	[170258568]
314_40521	chr2	176313691	176314091	+	1000	33.0	[10.383591]	[100]	[8.735081]	[100]	[176313891]	[176313891]
314_40527	chr2	189551885	189552285	+	788	33.0	[3.92216, 10.310684]	[69, 93]	[8.706215]	[93]	[189552045, 189552069]	[189552069]
314_4053	chr20	49868980	49869380	+	1000	177.0	[8.904404, 4.3415647]	[66, 114]	[10.545787, 4.2028556]	[66, 114]	[49869146, 49869194]	[49869146, 49869194]
314_40530	chr2	190380976	190381376	+	886	33.0	[5.0257483]	[144]	[7.587974]	[144]	[190381195]	[190381195]
314_40531	chr2	190618039	190618439	+	1000	33.0	[3.8039694]	[120]	[]	[]	[190618203]	[]
314_40532	chr2	206106216	206106616	+	940	33.0	[]	[]	[3.825743]	[100]	[]	[206106399]
314_40536	chr2	216664531	216664931	+	1000	33.0	[12.570218]	[73]	[13.2684965]	[73]	[216664701]	[216664701]
314_40539	chr2	227308918	227309318	+	1000	33.0	[4.561788]	[102]	[4.430499]	[102]	[227309114]	[227309114]
314_4054	chr22	22099791	22100191	+	1000	177.0	[10.376464]	[92]	[8.742208]	[92]	[22099980]	[22099980]
314_40540	chr2	230204999	230205399	+	946	33.0	[]	[]	[3.9296186]	[89]	[]	[230205172]
314_40541	chr2	233872118	233872518	+	851	33.0	[8.669301]	[200]	[10.310684]	[200]	[233872358]	[233872358]
314_40546	chr20	977002	977402	+	740	33.0	[4.261176]	[106]	[4.399592]	[106]	[977202]	[977202]
314_40547	chr20	2870441	2870841	+	991	33.0	[16.93431]	[113]	[15.292928]	[113]	[2870631]	[2870631]
314_40548	chr20	4043789	4044189	+	1000	33.0	[10.383591]	[107]	[8.735081]	[107]	[4043996]	[4043996]
314_40549	chr20	21173480	21173880	+	779	33.0	[10.310684, 5.0257483]	[81, 105]	[8.706215, 7.587974]	[81, 105]	[21173659, 21173683]	[21173659, 21173683]
314_4055	chr22	22752449	22752849	+	1000	177.0	[8.742208]	[104]	[10.376464]	[104]	[22752651]	[22752651]
314_40552	chr20	32112853	32113253	+	1000	33.0	[11.627113]	[194]	[14.211601]	[194]	[32113101]	[32113101]
314_4056	chr22	25853516	25853916	+	1000	177.0	[8.742208]	[101]	[10.376464]	[101]	[25853715]	[25853715]
314_40560	chr20	45322936	45323336	+	1000	33.0	[]	[]	[3.7822251]	[62]	[]	[45323093]
314_40562	chr20	46368336	46368736	+	1000	33.0	[16.93431]	[101]	[15.292928]	[101]	[46368509]	[46368509]
314_40563	chr20	47325201	47325601	+	943	33.0	[3.825743]	[134]	[]	[]	[47325432]	[]
314_40564	chr20	53738377	53738777	+	1000	33.0	[]	[]	[4.0162387]	[172]	[]	[53738598]
314_40565	chr20	55143575	55143975	+	1000	33.0	[8.698907]	[98]	[10.310684]	[98]	[55143769]	[55143769]
314_40567	chr20	58032599	58032999	+	972	33.0	[8.742208]	[87]	[10.376464]	[87]	[58032786]	[58032786]
314_40569	chr20	58876368	58876768	+	1000	33.0	[10.383591]	[104]	[8.735081]	[104]	[58876554]	[58876554]
314_4057	chr3	17069755	17070155	+	1000	177.0	[7.6537538]	[99]	[5.076393]	[99]	[17069947]	[17069947]
314_40571	chr20	63126260	63126660	+	882	33.0	[10.383591]	[92]	[8.735081]	[92]	[63126452]	[63126452]
314_40574	chr21	24395320	24395720	+	828	33.0	[6.01237]	[106]	[6.7177763]	[106]	[24395526]	[24395526]
314_40575	chr21	29403292	29403692	+	943	33.0	[6.7177763]	[90]	[6.01237]	[90]	[29403461]	[29403461]
314_40576	chr21	29504937	29505337	+	991	33.0	[8.735081]	[99]	[10.383591]	[99]	[29505134]	[29505134]
314_40578	chr21	33368058	33368458	+	925	33.0	[6.088896]	[63]	[6.64487]	[63]	[33368218]	[33368218]
314_4058	chr3	44223210	44223610	+	1000	177.0	[10.383591, 4.392465]	[99, 119]	[8.735081, 4.268303]	[99, 119]	[44223402, 44223422]	[44223402, 44223422]
314_40582	chr21	36097825	36098225	+	1000	33.0	[8.742208]	[145]	[10.376464]	[145]	[36098045]	[36098045]
314_40583	chr21	36134092	36134492	+	943	33.0	[]	[]	[3.8185804]	[127]	[]	[36134302]
314_40584	chr21	37073762	37074162	+	1000	33.0	[]	[]	[3.8293622]	[186]	[]	[37073962]
314_40587	chr21	42975385	42975785	+	1000	33.0	[3.7893171]	[183]	[]	[]	[42975591]	[]
314_4059	chr3	186669700	186670100	+	1000	177.0	[10.383591]	[105]	[8.735081]	[105]	[186669901]	[186669901]
314_40591	chr21	45372865	45373265	+	987	33.0	[6.7177763]	[147]	[6.01237]	[147]	[45373092]	[45373092]
314_40594	chr22	17243444	17243844	+	673	33.0	[10.383591]	[90]	[8.735081]	[90]	[17243633]	[17243633]
314_406	chr1	8879997	8880397	+	1000	411.0	[10.383591]	[94]	[8.735081]	[94]	[8880189]	[8880189]
314_40600	chr22	20001211	20001611	+	1000	33.0	[6.01237]	[104]	[6.7177763]	[104]	[20001414]	[20001414]
314_4061	chr5	107466099	107466499	+	1000	177.0	[8.735081]	[105]	[10.383591]	[105]	[107466297]	[107466297]
314_40616	chr22	21686792	21687192	+	1000	33.0	[]	[]	[3.9022686]	[191]	[]	[21687042]
314_4062	chr5	112969391	112969791	+	1000	177.0	[10.376464]	[100]	[8.742208]	[100]	[112969590]	[112969590]
314_40625	chr22	21896290	21896690	+	1000	33.0	[3.825743]	[138]	[]	[]	[21896506]	[]
314_40626	chr22	21989803	21990203	+	909	33.0	[]	[]	[3.7819347]	[135]	[]	[21989986]
314_4063	chr7	2331642	2332042	+	1000	177.0	[5.0034866]	[88]	[7.624888]	[88]	[2331822]	[2331822]
314_40630	chr22	22171592	22171992	+	1000	33.0	[3.8589683]	[164]	[3.8293622]	[157]	[22171829]	[22171822]
314_40635	chr22	22709120	22709520	+	905	33.0	[10.383591]	[120]	[8.735081]	[120]	[22709330]	[22709330]
314_40639	chr22	23138922	23139322	+	934	33.0	[10.34029]	[188]	[8.669301]	[188]	[23139124]	[23139124]
314_40642	chr22	23165539	23165939	+	971	33.0	[7.624888]	[95]	[5.018366]	[95]	[23165720]	[23165720]
314_40647	chr22	26606638	26607038	+	612	33.0	[16.93431, 4.561788]	[113, 147]	[15.292928, 4.430499]	[113, 147]	[26606846, 26606880]	[26606846, 26606880]
314_4065	chr7	135169117	135169517	+	1000	177.0	[3.825743]	[96]	[]	[]	[135169309]	[]
314_40651	chr22	39820278	39820678	+	1000	33.0	[6.64487, 5.076393]	[110, 121]	[5.983505, 7.6537538]	[110, 121]	[39820470, 39820481]	[39820470, 39820481]
314_40654	chr22	45591533	45591933	+	811	33.0	[10.383591]	[120]	[8.735081]	[120]	[45591747]	[45591747]
314_40655	chr22	47645379	47645779	+	1000	33.0	[8.096313, 6.6671314]	[100, 160]	[7.284498, 5.946591]	[100, 160]	[47645565, 47645625]	[47645565, 47645625]
314_40658	chr3	9105393	9105793	+	1000	33.0	[6.01237]	[139]	[6.7177763]	[139]	[9105600]	[9105600]
314_40659	chr3	9340408	9340808	+	1000	33.0	[8.742208, 8.735081]	[81, 107]	[10.376464, 10.383591]	[81, 107]	[9340585, 9340611]	[9340585, 9340611]
314_4066	chr8	1760096	1760496	+	1000	177.0	[]	[]	[3.951766]	[140]	[]	[1760336]
314_40660	chr3	9353125	9353525	+	833	33.0	[3.8180497]	[61]	[]	[]	[9353283]	[]
314_40662	chr3	9618191	9618591	+	1000	33.0	[8.735081]	[107]	[10.383591]	[107]	[9618391]	[9618391]
314_4067	chrX	102832657	102833057	+	1000	177.0	[4.268303]	[105]	[4.392465]	[105]	[102832858]	[102832858]
314_40672	chr3	21484784	21485184	+	1000	33.0	[8.735081]	[101]	[10.383591]	[101]	[21484964]	[21484964]
314_40674	chr3	24502736	24503136	+	1000	33.0	[]	[]	[3.92216]	[126]	[]	[24502954]
