#PeakID(python scan_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_24468	chrX	124335603	124336003	+	1000	34.0	[6.3822823, 16.22155, 12.498416, 6.661567, 11.358898]	[91, 97, 109, 112, 142]	[]	[]	[124335792, 124335798, 124335810, 124335813, 124335843]	[]
685_24469	chrX	125681066	125681466	+	993	34.0	[19.177654]	[92]	[]	[]	[125681258]	[]
685_2447	chr8	105364778	105365178	+	1000	160.0	[]	[]	[6.679029, 8.398369, 5.734566, 15.746171, 5.767495]	[60, 81, 85, 96, 138]	[]	[105364938, 105364959, 105364963, 105364974, 105365016]
685_24470	chrX	130084431	130084831	+	956	34.0	[10.135949]	[152]	[]	[]	[130084657]	[]
685_24471	chrX	133567751	133568151	+	668	34.0	[18.345798]	[83]	[]	[]	[133567930]	[]
685_24472	chrX	140087799	140088199	+	982	34.0	[]	[]	[12.022577]	[123]	[]	[140088010]
685_24473	chrX	153547010	153547410	+	1000	34.0	[17.231827]	[84]	[]	[]	[153547192]	[]
685_24474	chrX	153794418	153794818	+	1000	34.0	[]	[]	[10.962456, 10.117649]	[105, 146]	[]	[153794620, 153794661]
685_24475	chr1	1407194	1407594	+	957	33.0	[6.57381]	[117]	[]	[]	[1407411]	[]
685_24476	chr1	2541994	2542394	+	1000	33.0	[]	[]	[10.657835]	[91]	[]	[2542174]
685_24477	chr1	3770634	3771034	+	710	33.0	[11.170305, 8.353709, 18.402313, 7.067976, 6.56996]	[98, 109, 115, 127, 144]	[]	[]	[3770803, 3770814, 3770820, 3770832, 3770849]	[]
685_24478	chr1	4177456	4177856	+	642	33.0	[]	[]	[15.206261]	[140]	[]	[4177675]
685_24479	chr1	5771013	5771413	+	1000	33.0	[9.517377]	[95]	[]	[]	[5771202]	[]
685_2448	chr8	129420582	129420982	+	1000	160.0	[]	[]	[15.290571, 7.010545]	[102, 140]	[]	[129420782, 129420820]
685_24480	chr1	6204145	6204545	+	991	33.0	[]	[]	[6.3698316, 14.2998905]	[62, 80]	[]	[6204304, 6204322]
685_24481	chr1	7770546	7770946	+	1000	33.0	[6.881657]	[147]	[]	[]	[7770700]	[]
685_24483	chr1	9793768	9794168	+	818	33.0	[]	[]	[6.298551, 9.239871]	[118, 154]	[]	[9793958, 9793994]
685_24484	chr1	10385195	10385595	+	936	33.0	[9.240197, 7.2810483, 14.778071]	[78, 127, 131]	[]	[]	[10385370, 10385419, 10385423]	[]
685_24486	chr1	16441295	16441695	+	926	33.0	[]	[]	[8.616968, 6.6485734, 8.766597]	[116, 120, 121]	[]	[16441511, 16441515, 16441516]
685_24487	chr1	17090566	17090966	+	938	33.0	[6.9793043]	[139]	[11.993687]	[100]	[17090805]	[17090766]
685_24488	chr1	18941846	18942246	+	963	33.0	[15.193479, 7.4060025]	[98, 139]	[7.310284]	[63]	[18942037, 18942078]	[18942002]
685_24489	chr1	19612795	19613195	+	1000	33.0	[]	[]	[15.432899]	[96]	[]	[19612990]
685_2449	chr9	6080076	6080476	+	1000	160.0	[]	[]	[6.39605, 12.819792]	[83, 118]	[]	[6080254, 6080289]
685_24490	chr1	19873446	19873846	+	1000	33.0	[9.712924, 10.464574]	[61, 114]	[]	[]	[19873603, 19873656]	[]
685_24491	chr1	23149059	23149459	+	610	33.0	[16.773355, 9.460003]	[115, 128]	[]	[]	[23149241, 23149254]	[]
685_24492	chr1	23402693	23403093	+	984	33.0	[5.753477, 5.770886, 12.993834, 10.862824]	[85, 105, 113, 178]	[]	[]	[23402847, 23402867, 23402875, 23402940]	[]
685_24493	chr1	25302304	25302704	+	1000	33.0	[19.122936]	[53]	[]	[]	[25302455]	[]
685_24494	chr1	25529390	25529790	+	1000	33.0	[11.962498]	[137]	[8.7683735]	[117]	[25529606]	[25529586]
685_24495	chr1	26797611	26798011	+	1000	33.0	[]	[]	[8.951996, 7.883949]	[73, 115]	[]	[26797781, 26797823]
685_24496	chr1	27166395	27166795	+	994	33.0	[]	[]	[6.1263833]	[100]	[]	[27166580]
685_24497	chr1	27314310	27314710	+	1000	33.0	[6.212809]	[114]	[]	[]	[27314523]	[]
685_24498	chr1	27956680	27957080	+	960	33.0	[13.659824, 7.0434065]	[85, 129]	[]	[]	[27956860, 27956904]	[]
685_24499	chr1	28256177	28256577	+	648	33.0	[6.991497]	[124]	[]	[]	[28256386]	[]
685_245	chr10	4848530	4848930	+	1000	382.0	[]	[]	[8.728234, 14.42632]	[85, 101]	[]	[4848715, 4848731]
685_2450	chr9	136655897	136656297	+	1000	160.0	[]	[]	[18.191957]	[106]	[]	[136656100]
685_24501	chr1	31396875	31397275	+	932	33.0	[14.778071]	[98]	[10.623195]	[88]	[31397060]	[31397050]
685_24502	chr1	31964048	31964448	+	1000	33.0	[6.873147]	[96]	[7.138556]	[87]	[31964223]	[31964214]
685_24503	chr1	32100343	32100743	+	1000	33.0	[]	[]	[13.031528]	[107]	[]	[32100547]
685_24504	chr1	32793819	32794219	+	985	33.0	[13.049875]	[99]	[]	[]	[32794015]	[]
685_24506	chr1	32927595	32927995	+	830	33.0	[13.679886]	[129]	[]	[]	[32927804]	[]
685_24507	chr1	35848132	35848532	+	757	33.0	[]	[]	[9.676434, 5.7835894, 8.625363, 5.689705]	[105, 117, 146, 149]	[]	[35848334, 35848346, 35848375, 35848378]
685_24508	chr1	37454780	37455180	+	1000	33.0	[7.4890556]	[72]	[7.5951376]	[99]	[37454947]	[37454974]
685_24509	chr1	37795400	37795800	+	903	33.0	[10.27621]	[108]	[]	[]	[37795597]	[]
685_2451	chrX	72381643	72382043	+	1000	160.0	[10.055497, 15.923084]	[81, 89]	[5.7849994]	[58]	[72381824, 72381832]	[72381801]
685_24510	chr1	38281648	38282048	+	960	33.0	[]	[]	[11.003257]	[98]	[]	[38281820]
685_24511	chr1	40421321	40421721	+	595	33.0	[]	[]	[13.256354, 6.3643656]	[88, 97]	[]	[40421497, 40421506]
685_24512	chr1	40633846	40634246	+	965	33.0	[]	[]	[6.1562686]	[95]	[]	[40634027]
685_24513	chr1	40844893	40845293	+	962	33.0	[]	[]	[6.439777]	[73]	[]	[40845060]
685_24514	chr1	42935225	42935625	+	838	33.0	[]	[]	[18.203526]	[109]	[]	[42935433]
685_24515	chr1	43274365	43274765	+	948	33.0	[]	[]	[6.780815, 15.421331]	[75, 125]	[]	[43274533, 43274583]
685_24516	chr1	44390502	44390902	+	923	33.0	[7.634578, 18.476559]	[89, 102]	[]	[]	[44390682, 44390695]	[]
685_24517	chr1	44785491	44785891	+	1000	33.0	[13.732568, 8.840032, 6.0119004]	[102, 120, 124]	[]	[]	[44785692, 44785710, 44785714]	[]
685_24518	chr1	50489185	50489585	+	977	33.0	[]	[]	[13.904964]	[104]	[]	[50489383]
685_24519	chr1	50720411	50720811	+	980	33.0	[9.772742]	[164]	[]	[]	[50720656]	[]
685_2452	chrX	73943931	73944331	+	1000	160.0	[10.5745735, 5.6957846, 14.6272335]	[60, 87, 97]	[]	[]	[73944090, 73944117, 73944127]	[]
685_24520	chr1	50977644	50978044	+	1000	33.0	[]	[]	[6.7258873]	[107]	[]	[50977836]
685_24521	chr1	54124019	54124419	+	901	33.0	[]	[]	[10.896737]	[122]	[]	[54124226]
685_24522	chr1	67635302	67635702	+	1000	33.0	[]	[]	[8.160453]	[112]	[]	[67635509]
685_24523	chr1	69976518	69976918	+	828	33.0	[]	[]	[12.480339]	[148]	[]	[69976745]
685_24524	chr1	77527084	77527484	+	953	33.0	[]	[]	[16.407028]	[100]	[]	[77527272]
685_24525	chr1	88891364	88891764	+	809	33.0	[10.980496]	[90]	[]	[]	[88891548]	[]
685_24526	chr1	89929104	89929504	+	984	33.0	[13.763484, 6.411193]	[97, 115]	[]	[]	[89929299, 89929317]	[]
685_24527	chr1	90926209	90926609	+	915	33.0	[]	[]	[12.724106, 11.812142]	[111, 125]	[]	[90926402, 90926416]
685_24528	chr1	92663838	92664238	+	1000	33.0	[]	[]	[10.479823, 16.332783]	[134, 140]	[]	[92664050, 92664056]
685_24529	chr1	93815400	93815800	+	1000	33.0	[6.7258873]	[125]	[]	[]	[93815617]	[]
685_2453	chr1	26112459	26112859	+	1000	159.0	[14.560041, 6.4279447]	[109, 115]	[9.089788]	[143]	[26112663, 26112669]	[26112697]
685_24530	chr1	95273220	95273620	+	680	33.0	[7.874324, 18.345798, 6.859081]	[70, 103, 130]	[]	[]	[95273383, 95273416, 95273443]	[]
685_24531	chr1	99646226	99646626	+	1000	33.0	[10.049467]	[122]	[]	[]	[99646402]	[]
685_24532	chr1	109425848	109426248	+	876	33.0	[]	[]	[6.573913]	[121]	[]	[109426069]
685_24533	chr1	109501963	109502363	+	993	33.0	[9.63308]	[215]	[]	[]	[109502200]	[]
685_24534	chr1	109776819	109777219	+	1000	33.0	[]	[]	[6.15223]	[94]	[]	[109776972]
685_24535	chr1	110419120	110419520	+	1000	33.0	[8.131303, 18.203526]	[70, 124]	[]	[]	[110419275, 110419329]	[]
685_24536	chr1	110430361	110430761	+	681	33.0	[]	[]	[13.755271]	[108]	[]	[110430566]
685_24537	chr1	111139993	111140393	+	842	33.0	[]	[]	[6.902369]	[107]	[]	[111140193]
685_24538	chr1	111216375	111216775	+	730	33.0	[6.180368]	[92]	[14.22133, 6.389459]	[140, 162]	[111216547]	[111216595, 111216617]
685_24539	chr1	112390771	112391171	+	923	33.0	[7.5878105]	[98]	[]	[]	[112390963]	[]
685_2454	chr1	160375504	160375904	+	1000	159.0	[]	[]	[13.248663, 10.762991]	[98, 132]	[]	[160375697, 160375731]
685_24540	chr1	112462612	112463012	+	1000	33.0	[]	[]	[10.375786, 6.2264705]	[100, 113]	[]	[112462801, 112462814]
685_24541	chr1	112901438	112901838	+	748	33.0	[12.13524]	[90]	[]	[]	[112901628]	[]
685_24542	chr1	115879992	115880392	+	998	33.0	[]	[]	[12.176419]	[116]	[]	[115880192]
685_24543	chr1	116743455	116743855	+	1000	33.0	[8.927908, 11.903626]	[69, 87]	[]	[]	[116743619, 116743637]	[]
685_24546	chr1	143270564	143270964	+	898	33.0	[5.867991, 6.7834992]	[144, 149]	[]	[]	[143270808, 143270813]	[]
685_24547	chr1	143748948	143749348	+	947	33.0	[10.885702, 9.664767]	[92, 99]	[]	[]	[143749136, 143749143]	[]
685_24548	chr1	145824243	145824643	+	814	33.0	[11.591455]	[106]	[]	[]	[145824443]	[]
685_24549	chr1	145859787	145860187	+	574	33.0	[]	[]	[12.990858]	[186]	[]	[145860003]
685_2455	chr1	171828824	171829224	+	1000	159.0	[21.247185, 8.15874, 8.58035]	[89, 142, 146]	[]	[]	[171829013, 171829066, 171829070]	[]
685_24550	chr1	145977431	145977831	+	1000	33.0	[]	[]	[8.046449]	[98]	[]	[145977627]
685_24551	chr1	146934689	146935089	+	1000	33.0	[]	[]	[9.396493, 8.092945]	[69, 75]	[]	[146934842, 146934848]
685_24552	chr1	151003153	151003553	+	968	33.0	[6.809389, 9.854619, 10.758439]	[76, 90, 96]	[]	[]	[151003325, 151003339, 151003345]	[]
685_24555	chr1	156165125	156165525	+	1000	33.0	[]	[]	[7.5826297, 13.904964]	[77, 122]	[]	[156165298, 156165343]
685_24556	chr1	156402536	156402936	+	936	33.0	[15.487197]	[122]	[5.7541614, 5.951151]	[87, 89]	[156402746]	[156402711, 156402713]
685_24557	chr1	156591429	156591829	+	1000	33.0	[10.532445]	[92]	[]	[]	[156591618]	[]
685_24559	chr1	159924837	159925237	+	1000	33.0	[13.618846]	[98]	[]	[]	[159925031]	[]
685_2456	chr1	181033082	181033482	+	1000	159.0	[]	[]	[16.093534]	[98]	[]	[181033275]
685_24560	chr1	160104533	160104933	+	797	33.0	[16.176338]	[92]	[13.0727625, 6.178944]	[137, 160]	[160104699]	[160104744, 160104767]
685_24561	chr1	161473437	161473837	+	1000	33.0	[]	[]	[10.669388]	[127]	[]	[161473661]
685_24562	chr1	161953392	161953792	+	970	33.0	[10.221114]	[121]	[8.253663]	[95]	[161953610]	[161953584]
685_24563	chr1	164720689	164721089	+	601	33.0	[]	[]	[8.424726]	[77]	[]	[164720856]
685_24564	chr1	165871323	165871723	+	1000	33.0	[8.252329]	[65]	[16.549639]	[101]	[165871486]	[165871522]
685_24567	chr1	167425150	167425550	+	677	33.0	[9.697777]	[81]	[]	[]	[167425323]	[]
685_24568	chr1	167489828	167490228	+	694	33.0	[6.8391747]	[134]	[]	[]	[167490047]	[]
685_24569	chr1	171781000	171781400	+	881	33.0	[]	[]	[10.652832, 6.9103365]	[101, 113]	[]	[171781196, 171781208]
685_2457	chr10	48701470	48701870	+	1000	159.0	[18.261488]	[95]	[]	[]	[48701663]	[]
685_24570	chr1	173423210	173423610	+	977	33.0	[]	[]	[15.006159, 6.0365386]	[89, 109]	[]	[173423395, 173423415]
685_24571	chr1	176206121	176206521	+	1000	33.0	[]	[]	[16.918556, 8.086736]	[105, 127]	[]	[176206320, 176206342]
685_24572	chr1	180145068	180145468	+	985	33.0	[]	[]	[14.900891]	[106]	[]	[180145226]
685_24573	chr1	184031228	184031628	+	971	33.0	[11.200699, 11.071622]	[116, 152]	[]	[]	[184031441, 184031477]	[]
685_24574	chr1	191309472	191309872	+	767	33.0	[]	[]	[15.87502]	[138]	[]	[191309682]
685_24575	chr1	197857456	197857856	+	1000	33.0	[]	[]	[12.683474]	[100]	[]	[197857655]
685_24576	chr1	198079468	198079868	+	820	33.0	[]	[]	[9.869437]	[110]	[]	[198079672]
685_24578	chr1	202586477	202586877	+	1000	33.0	[]	[]	[13.928584]	[140]	[]	[202586696]
685_24579	chr1	203703555	203703955	+	1000	33.0	[10.735886, 7.345898, 11.027199]	[60, 75, 98]	[]	[]	[203703714, 203703729, 203703752]	[]
685_2458	chr10	68955936	68956336	+	1000	159.0	[10.003176]	[96]	[7.3407063, 13.145822]	[135, 141]	[68956124]	[68956163, 68956169]
685_24580	chr1	204464357	204464757	+	732	33.0	[12.007224, 8.211599]	[113, 155]	[]	[]	[204464565, 204464607]	[]
685_24581	chr1	205212012	205212412	+	972	33.0	[8.777143]	[125]	[8.3207855]	[89]	[205212236]	[205212200]
685_24582	chr1	205256200	205256600	+	1000	33.0	[7.4394484, 15.631688]	[118, 131]	[]	[]	[205256386, 205256399]	[]
685_24583	chr1	207032241	207032641	+	634	33.0	[10.148961, 10.591603]	[123, 133]	[6.417736]	[167]	[207032446, 207032456]	[207032490]
685_24584	chr1	207048104	207048504	+	956	33.0	[]	[]	[14.889323]	[100]	[]	[207048302]
685_24585	chr1	208244325	208244725	+	673	33.0	[]	[]	[11.150424]	[95]	[]	[208244502]
685_24586	chr1	219814849	219815249	+	611	33.0	[14.0554085]	[104]	[]	[]	[219815048]	[]
685_24587	chr1	220337111	220337511	+	1000	33.0	[16.093534]	[89]	[]	[]	[220337297]	[]
685_24588	chr1	222589461	222589861	+	1000	33.0	[7.1429524]	[84]	[7.8420424]	[125]	[222589631]	[222589672]
685_24589	chr1	225975988	225976388	+	1000	33.0	[]	[]	[8.221521]	[146]	[]	[225976180]
685_2459	chr11	3834555	3834955	+	1000	159.0	[5.847074, 11.046332, 8.308246]	[71, 114, 146]	[]	[]	[3834710, 3834753, 3834785]	[]
685_24590	chr1	226242584	226242984	+	1000	33.0	[]	[]	[6.373613, 9.131945, 16.407028]	[64, 70, 118]	[]	[226242740, 226242746, 226242794]
685_24591	chr1	227865375	227865775	+	747	33.0	[12.356789]	[89]	[8.568492]	[152]	[227865553]	[227865616]
685_24592	chr1	230306169	230306569	+	1000	33.0	[9.358094, 6.924676]	[105, 145]	[]	[]	[230306370, 230306410]	[]
685_24593	chr1	231408657	231409057	+	1000	33.0	[6.20094, 5.829919, 12.783542]	[89, 126, 134]	[]	[]	[231408823, 231408860, 231408868]	[]
685_24594	chr1	235831194	235831594	+	984	33.0	[15.87502]	[92]	[8.897124]	[116]	[235831372]	[235831396]
685_24595	chr1	241696976	241697376	+	988	33.0	[]	[]	[11.40935]	[116]	[]	[241697177]
685_24596	chr1	241764136	241764536	+	938	33.0	[]	[]	[13.038307]	[103]	[]	[241764338]
685_24598	chr1	247389990	247390390	+	993	33.0	[]	[]	[6.5588903, 7.190601, 10.856812]	[84, 147, 154]	[]	[247390147, 247390210, 247390217]
685_24599	chr1	248852586	248852986	+	654	33.0	[]	[]	[11.099352, 10.869585, 11.456463, 8.407577]	[57, 86, 105, 111]	[]	[248852741, 248852770, 248852789, 248852795]
685_246	chr11	83157641	83158041	+	1000	382.0	[7.645727]	[68]	[14.589532, 7.145753]	[101, 115]	[83157808]	[83157841, 83157855]
685_2460	chr11	82845978	82846378	+	1000	159.0	[15.490863]	[91]	[]	[]	[82846167]	[]
685_24600	chr10	988229	988629	+	1000	33.0	[8.481298]	[82]	[]	[]	[988404]	[]
685_24601	chr10	3069327	3069727	+	742	33.0	[9.106058, 16.386547]	[103, 109]	[]	[]	[3069514, 3069520]	[]
685_24602	chr10	4794021	4794421	+	839	33.0	[]	[]	[15.360103, 6.27668, 9.580393]	[98, 104, 113]	[]	[4794218, 4794224, 4794233]
685_24603	chr10	5330976	5331376	+	1000	33.0	[9.33526, 8.408533]	[91, 96]	[]	[]	[5331164, 5331169]	[]
685_24604	chr10	6875205	6875605	+	830	33.0	[]	[]	[6.2835298, 15.162296]	[94, 101]	[]	[6875392, 6875399]
685_24605	chr10	15123940	15124340	+	1000	33.0	[]	[]	[9.482737]	[93]	[]	[15124131]
685_24606	chr10	22927397	22927797	+	974	33.0	[6.7537227, 9.7868, 5.7350435, 18.402313]	[139, 145, 150, 156]	[]	[]	[22927588, 22927594, 22927599, 22927605]	[]
685_24607	chr10	25023153	25023553	+	1000	33.0	[13.3950815]	[96]	[]	[]	[25023346]	[]
685_24608	chr10	25493073	25493473	+	776	33.0	[]	[]	[5.9124756, 10.214139]	[126, 145]	[]	[25493281, 25493300]
685_24609	chr10	28444010	28444410	+	908	33.0	[14.480108]	[104]	[]	[]	[28444206]	[]
685_2461	chr14	22790235	22790635	+	1000	159.0	[18.203526]	[92]	[]	[]	[22790426]	[]
685_24611	chr10	30392489	30392889	+	853	33.0	[5.6295075]	[55]	[]	[]	[30392640]	[]
685_24612	chr10	30502153	30502553	+	909	33.0	[10.329602]	[111]	[6.7261066]	[100]	[30502356]	[30502345]
685_24613	chr10	32047205	32047605	+	954	33.0	[]	[]	[10.744702]	[99]	[]	[32047389]
685_24614	chr10	32943396	32943796	+	1000	33.0	[14.0554085]	[102]	[]	[]	[32943591]	[]
685_24615	chr10	35291298	35291698	+	1000	33.0	[]	[]	[13.657602]	[139]	[]	[35291521]
685_24616	chr10	35451075	35451475	+	870	33.0	[11.763171]	[95]	[]	[]	[35451266]	[]
685_24619	chr10	43981071	43981471	+	545	33.0	[]	[]	[13.519802]	[124]	[]	[43981285]
685_2462	chr14	55271054	55271454	+	1000	159.0	[]	[]	[5.723459, 15.432899]	[55, 101]	[]	[55271205, 55271251]
685_24620	chr10	47383833	47384233	+	1000	33.0	[8.993172, 11.218349, 7.87935, 9.268968, 5.852671]	[76, 91, 96, 141, 162]	[]	[]	[47383996, 47384011, 47384016, 47384061, 47384082]	[]
685_24621	chr10	61713245	61713645	+	1000	33.0	[]	[]	[18.345798, 9.028212]	[130, 138]	[]	[61713468, 61713476]
685_24622	chr10	68016521	68016921	+	1000	33.0	[]	[]	[15.206261]	[100]	[]	[68016717]
685_24624	chr10	73309906	73310306	+	1000	33.0	[]	[]	[16.22155]	[99]	[]	[73310097]
685_24625	chr10	73998561	73998961	+	1000	33.0	[]	[]	[12.143731]	[99]	[]	[73998754]
685_24626	chr10	77041575	77041975	+	775	33.0	[10.369639, 10.151758, 13.470668]	[105, 116, 135]	[]	[]	[77041760, 77041771, 77041790]	[]
685_24627	chr10	78251672	78252072	+	1000	33.0	[]	[]	[14.101634]	[112]	[]	[78251875]
685_24628	chr10	79180834	79181234	+	1000	33.0	[11.831654]	[76]	[]	[]	[79181003]	[]
685_24629	chr10	79415711	79416111	+	979	33.0	[12.443537]	[95]	[]	[]	[79415904]	[]
685_2463	chr14	73311336	73311736	+	1000	159.0	[13.127505]	[104]	[]	[]	[73311533]	[]
685_24630	chr10	90825705	90826105	+	861	33.0	[19.177654]	[112]	[]	[]	[90825904]	[]
685_24631	chr10	95601088	95601488	+	1000	33.0	[10.584849]	[88]	[5.934998]	[105]	[95601273]	[95601290]
685_24632	chr10	96089658	96090058	+	606	33.0	[]	[]	[8.975102]	[124]	[]	[96089869]
685_24633	chr10	97319274	97319674	+	591	33.0	[12.004153, 10.27743, 10.375196, 9.161647]	[113, 119, 146, 152]	[6.00305]	[166]	[97319469, 97319475, 97319502, 97319508]	[97319522]
685_24634	chr10	110212107	110212507	+	1000	33.0	[6.846557]	[100]	[7.607765, 7.097613, 5.7436156, 5.9540453]	[87, 154, 157, 160]	[110212279]	[110212266, 110212333, 110212336, 110212339]
685_24635	chr10	112963684	112964084	+	1000	33.0	[8.142861]	[180]	[]	[]	[112963919]	[]
685_24636	chr10	115409339	115409739	+	1000	33.0	[]	[]	[21.247185, 7.101303]	[90, 98]	[]	[115409525, 115409533]
685_24637	chr10	124911392	124911792	+	979	33.0	[7.3683233]	[107]	[7.7109637]	[89]	[124911599]	[124911581]
685_24638	chr10	125522128	125522528	+	1000	33.0	[5.897607]	[97]	[]	[]	[125522289]	[]
685_24639	chr11	216963	217363	+	1000	33.0	[12.283531]	[95]	[]	[]	[217155]	[]
685_2464	chr14	97077354	97077754	+	1000	159.0	[]	[]	[10.328368, 10.212059]	[100, 105]	[]	[97077550, 97077555]
685_24640	chr11	12842178	12842578	+	687	33.0	[12.283531]	[92]	[]	[]	[12842364]	[]
685_24641	chr11	13363374	13363774	+	1000	33.0	[]	[]	[6.6159906, 5.7671747]	[102, 110]	[]	[13363570, 13363578]
685_24642	chr11	17353479	17353879	+	1000	33.0	[5.7230453]	[92]	[]	[]	[17353668]	[]
685_24643	chr11	19396752	19397152	+	1000	33.0	[]	[]	[16.332783]	[107]	[]	[19396950]
685_24644	chr11	44524313	44524713	+	1000	33.0	[]	[]	[14.438751, 5.7568326]	[99, 142]	[]	[44524509, 44524552]
685_24645	chr11	44564670	44565070	+	1000	33.0	[]	[]	[8.984985]	[87]	[]	[44564856]
685_24646	chr11	45103170	45103570	+	1000	33.0	[9.506449, 12.004153, 6.077528, 8.165258, 16.332783, 13.46552]	[97, 112, 118, 121, 148, 154]	[]	[]	[45103337, 45103352, 45103358, 45103361, 45103388, 45103394]	[]
685_24647	chr11	45113783	45114183	+	1000	33.0	[]	[]	[18.345798, 6.4199543, 12.666436]	[97, 127, 130]	[]	[45113973, 45114003, 45114006]
685_24648	chr11	45171556	45171956	+	991	33.0	[16.256191]	[123]	[]	[]	[45171768]	[]
685_2465	chr15	67080957	67081357	+	1000	159.0	[]	[]	[12.197236]	[117]	[]	[67081165]
685_24650	chr11	47515251	47515651	+	1000	33.0	[]	[]	[9.569564, 6.500851]	[103, 167]	[]	[47515429, 47515493]
685_24651	chr11	57356242	57356642	+	978	33.0	[]	[]	[12.33951]	[104]	[]	[57356443]
685_24652	chr11	59754002	59754402	+	932	33.0	[10.22044]	[101]	[]	[]	[59754196]	[]
685_24653	chr11	61168673	61169073	+	1000	33.0	[9.898329]	[119]	[8.177788]	[139]	[61168879]	[61168899]
685_24654	chr11	63286198	63286598	+	1000	33.0	[6.278459, 12.805416, 18.345798]	[74, 95, 103]	[]	[]	[63286371, 63286392, 63286400]	[]
685_24655	chr11	64185907	64186307	+	1000	33.0	[7.7388625]	[167]	[]	[]	[64186139]	[]
685_24656	chr11	64271303	64271703	+	967	33.0	[6.0119004]	[77]	[]	[]	[64271479]	[]
685_24657	chr11	65448584	65448984	+	708	33.0	[7.687187, 8.658492, 8.856772]	[85, 141, 145]	[]	[]	[65448752, 65448808, 65448812]	[]
685_24658	chr11	66408345	66408745	+	1000	33.0	[]	[]	[5.6561956, 10.86295]	[103, 116]	[]	[66408532, 66408545]
685_2466	chr16	11264232	11264632	+	1000	159.0	[]	[]	[19.177654, 6.30376]	[102, 139]	[]	[11264433, 11264470]
685_24660	chr11	67486160	67486560	+	995	33.0	[]	[]	[11.089156, 5.850282, 7.362153]	[100, 105, 156]	[]	[67486352, 67486357, 67486408]
685_24661	chr11	69460825	69461225	+	995	33.0	[10.386061, 7.5341597]	[113, 134]	[]	[]	[69461029, 69461050]	[]
685_24662	chr11	74581056	74581456	+	661	33.0	[9.45784, 8.967538]	[83, 126]	[]	[]	[74581219, 74581262]	[]
685_24663	chr11	76327190	76327590	+	880	33.0	[8.897716, 7.962698]	[92, 98]	[]	[]	[76327381, 76327387]	[]
685_24664	chr11	94726387	94726787	+	989	33.0	[]	[]	[18.191957]	[100]	[]	[94726580]
685_24665	chr11	95336051	95336451	+	900	33.0	[]	[]	[10.531402, 16.632532, 9.658207]	[73, 94, 136]	[]	[95336224, 95336245, 95336287]
685_24666	chr11	96173455	96173855	+	810	33.0	[14.208533, 13.738317, 10.35692]	[76, 82, 143]	[]	[]	[96173606, 96173612, 96173673]	[]
685_24667	chr11	117224338	117224738	+	776	33.0	[]	[]	[6.0471563, 8.272119]	[91, 148]	[]	[117224520, 117224577]
685_24668	chr11	118896632	118897032	+	835	33.0	[6.974112, 15.441559, 7.103993]	[130, 135, 150]	[]	[]	[118896856, 118896861, 118896876]	[]
685_24669	chr11	119065485	119065885	+	1000	33.0	[]	[]	[10.847006, 8.424588]	[105, 108]	[]	[119065667, 119065670]
685_2467	chr17	81412825	81413225	+	1000	159.0	[]	[]	[14.425192, 14.348892]	[91, 100]	[]	[81413013, 81413022]
685_24670	chr11	119103061	119103461	+	984	33.0	[16.716843]	[106]	[]	[]	[119103261]	[]
685_24672	chr11	125552945	125553345	+	901	33.0	[8.435405, 7.130496]	[193, 199]	[5.7723603]	[224]	[125553159, 125553165]	[125553190]
685_24673	chr11	127074430	127074830	+	764	33.0	[]	[]	[9.09578]	[172]	[]	[127074644]
685_24674	chr11	134260483	134260883	+	832	33.0	[7.03733, 9.286909, 14.246063, 7.7163296]	[73, 77, 116, 157]	[]	[]	[134260647, 134260651, 134260690, 134260731]	[]
685_24675	chr12	950034	950434	+	1000	33.0	[8.604484]	[115]	[]	[]	[950239]	[]
685_24676	chr12	4769066	4769466	+	1000	33.0	[19.177654, 6.848512]	[82, 93]	[]	[]	[4769246, 4769257]	[]
685_24677	chr12	6873156	6873556	+	976	33.0	[]	[]	[5.862306]	[108]	[]	[6873347]
685_24678	chr12	8019551	8019951	+	1000	33.0	[18.62852]	[68]	[]	[]	[8019704]	[]
685_24679	chr12	10406815	10407215	+	634	33.0	[]	[]	[7.5952907, 14.188168]	[111, 143]	[]	[10406996, 10407028]
685_2468	chr18	22194106	22194506	+	1000	159.0	[12.673453]	[92]	[]	[]	[22194297]	[]
685_24680	chr12	14710923	14711323	+	965	33.0	[7.371902]	[132]	[15.206261]	[100]	[14711154]	[14711122]
685_24681	chr12	21501136	21501536	+	1000	33.0	[14.347805]	[113]	[]	[]	[21501338]	[]
685_24682	chr12	24584006	24584406	+	1000	33.0	[11.5493145, 5.6993175, 10.526568]	[108, 114, 163]	[]	[]	[24584201, 24584207, 24584256]	[]
685_24683	chr12	25250835	25251235	+	702	33.0	[7.899831]	[164]	[5.994066]	[111]	[25251061]	[25251008]
685_24684	chr12	26576284	26576684	+	860	33.0	[]	[]	[17.61965, 9.226187, 5.829311, 15.016564]	[72, 78, 84, 95]	[]	[26576438, 26576444, 26576450, 26576461]
685_24685	chr12	26853727	26854127	+	553	33.0	[7.2786126]	[96]	[]	[]	[26853906]	[]
