#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_2422	chr3	39260917	39261317	+	1000	100.0	[5.531557]	[107]	[8.302944]	[106]	[39261089]	[39261088]
582_2423	chr3	100002791	100003191	+	1000	100.0	[6.9395094]	[130]	[5.5146813, 5.8491526]	[78, 141]	[100003003]	[100002951, 100003014]
582_2426	chr4	122820026	122820426	+	1000	100.0	[10.902532]	[121]	[5.8086514]	[81]	[122820235]	[122820195]
582_2429	chr7	44606007	44606407	+	1000	100.0	[11.422971]	[106]	[6.266632]	[105]	[44606198]	[44606197]
582_2431	chr7	106262252	106262652	+	1000	100.0	[10.759561]	[117]	[11.166897]	[116]	[106262461]	[106262460]
582_2432	chr7	156889102	156889502	+	1000	100.0	[11.503221]	[108]	[10.229654]	[107]	[156889298]	[156889297]
582_2433	chr9	94594935	94595335	+	1000	100.0	[10.636991]	[92]	[11.910557, 5.830307]	[91, 114]	[94595126]	[94595125, 94595148]
582_2434	chr9	96515652	96516052	+	1000	100.0	[15.12992]	[101]	[11.654483]	[100]	[96515848]	[96515847]
582_2435	chr9	128874467	128874867	+	1000	100.0	[5.830307]	[110]	[6.8953743]	[109]	[128874665]	[128874664]
582_2437	chr11	5129280	5129680	+	1000	99.5	[]	[]	[5.9220176]	[138]	[]	[5129507]
582_2439	chr11	125514559	125514959	+	1000	99.5	[11.503221]	[177]	[10.229654]	[176]	[125514785]	[125514784]
582_2441	chr15	47737399	47737799	+	1000	99.5	[]	[]	[5.9220176, 5.9220176]	[80, 130]	[]	[47737579, 47737629]
582_2445	chr18	3867727	3868127	+	1000	99.5	[11.247147]	[101]	[15.12992]	[100]	[3867928]	[3867927]
582_2447	chr2	151392353	151392753	+	1000	99.5	[11.910557]	[101]	[10.636991]	[100]	[151392554]	[151392553]
582_245	chr22	19947655	19948055	+	1000	237.5	[10.495195]	[101]	[]	[]	[19947853]	[]
582_2452	chr3	140941070	140941470	+	1000	99.5	[7.947534]	[106]	[10.1494055]	[105]	[140941270]	[140941269]
582_2454	chr6	67914408	67914808	+	1000	99.5	[10.810822]	[104]	[11.009659]	[103]	[67914610]	[67914609]
582_2456	chr8	29209793	29210193	+	1000	99.5	[]	[]	[5.9220176]	[128]	[]	[29210008]
582_2457	chr9	131164551	131164951	+	1000	99.5	[9.1358795]	[105]	[6.5180492]	[104]	[131164737]	[131164736]
582_2460	chr1	175185922	175186322	+	1000	99.0	[11.910557]	[101]	[10.636991]	[100]	[175186120]	[175186119]
582_2461	chr10	32792984	32793384	+	1000	99.0	[7.4599485]	[198]	[6.186383]	[197]	[32793232]	[32793231]
582_2462	chr10	107280347	107280747	+	1000	99.0	[10.636991]	[103]	[11.910557]	[102]	[107280550]	[107280549]
582_2463	chr12	3160090	3160490	+	1000	99.0	[15.12992]	[108]	[11.654483]	[107]	[3160291]	[3160290]
582_2465	chr12	57112055	57112455	+	1000	99.0	[10.073735]	[115]	[5.198277]	[114]	[57112267]	[57112266]
582_2467	chr13	91199876	91200276	+	1000	99.0	[]	[]	[5.5146813]	[97]	[]	[91200059]
582_2468	chr19	35671804	35672204	+	1000	99.0	[10.636991]	[113]	[11.503221]	[112]	[35672011]	[35672010]
582_247	chr5	32390931	32391331	+	1000	236.5	[10.636991]	[88]	[7.485369]	[87]	[32391115]	[32391114]
582_2470	chr3	19932432	19932832	+	1000	99.0	[10.636991]	[104]	[11.910557]	[103]	[19932623]	[19932622]
582_2475	chr4	183238799	183239199	+	1000	99.0	[15.210169]	[105]	[15.617505]	[104]	[183238998]	[183238997]
582_2478	chr6	30779030	30779430	+	1000	99.0	[8.601925]	[96]	[11.390118]	[95]	[30779221]	[30779220]
582_2479	chr6	33390736	33391136	+	1000	99.0	[6.6739683, 7.6831694]	[106, 153]	[11.422971]	[105]	[33390932, 33390979]	[33390931]
582_248	chr6	43114457	43114857	+	1000	236.0	[]	[]	[5.9220176]	[95]	[]	[43114651]
582_2483	chr8	12579709	12580109	+	1000	99.0	[9.901916]	[105]	[9.197866]	[104]	[12579906]	[12579905]
582_2484	chr8	30057338	30057738	+	1000	99.0	[]	[]	[5.9220176]	[95]	[]	[30057517]
582_2486	chr9	68774872	68775272	+	1000	99.0	[5.5146813]	[181]	[]	[]	[68775114]	[]
582_2487	chr9	131016120	131016520	+	1000	99.0	[11.503221]	[148]	[10.229654]	[147]	[131016337]	[131016336]
582_2489	chr1	16951733	16952133	+	1000	98.5	[11.390118]	[135]	[8.601925]	[134]	[16951949]	[16951948]
582_2490	chr1	26174438	26174838	+	1000	98.5	[11.390118]	[93]	[8.601925]	[92]	[26174627]	[26174626]
582_2491	chr10	5932389	5932789	+	1000	98.5	[11.910557]	[133]	[10.636991]	[132]	[5932604]	[5932603]
582_2492	chr11	10920177	10920577	+	1000	98.5	[7.3027105]	[112]	[5.422971]	[111]	[10920383]	[10920382]
582_2493	chr11	37948350	37948750	+	1000	98.5	[11.654483]	[101]	[15.12992]	[100]	[37948545]	[37948544]
582_2495	chr11	75480194	75480594	+	1000	98.5	[5.476728]	[130]	[8.79053]	[129]	[75480395]	[75480394]
582_2496	chr11	86202895	86203295	+	1000	98.5	[10.1494055]	[94]	[7.540198]	[93]	[86203086]	[86203085]
582_2498	chr15	50165620	50166020	+	1000	98.5	[9.623465, 5.3587623]	[142, 157]	[10.073735]	[141]	[50165813, 50165828]	[50165812]
582_25	chr22	22836527	22836927	+	1000	587.5	[5.9220176]	[92]	[]	[]	[22836718]	[]
582_250	chr1	212608527	212608927	+	1000	235.0	[5.5146813]	[136]	[]	[]	[212608740]	[]
582_2500	chr19	12775719	12776119	+	1000	98.5	[11.390118]	[118]	[8.601925]	[117]	[12775934]	[12775933]
582_2501	chr2	99787810	99788210	+	1000	98.5	[5.9220176]	[105]	[]	[]	[99788012]	[]
582_2502	chr2	177187615	177188015	+	1000	98.5	[]	[]	[5.9220176]	[88]	[]	[177187802]
582_2505	chr20	26008587	26008987	+	1000	98.5	[7.3027105, 9.623465]	[132, 149]	[5.830307, 10.481071]	[131, 148]	[26008818, 26008835]	[26008817, 26008834]
582_2507	chr22	22948580	22948980	+	1000	98.5	[5.7242174]	[109]	[7.947534]	[108]	[22948780]	[22948779]
582_2508	chr22	24511256	24511656	+	1000	98.5	[11.503221, 5.3023133]	[142, 178]	[10.229654]	[141]	[24511467, 24511503]	[24511466]
582_2509	chr3	32249427	32249827	+	1000	98.5	[9.623465]	[115]	[10.481071]	[114]	[32249638]	[32249637]
582_2512	chr6	106180925	106181325	+	1000	98.5	[15.210169]	[99]	[15.617505]	[98]	[106181124]	[106181123]
582_2513	chr7	79882923	79883323	+	1000	98.5	[]	[]	[5.9220176, 5.5146813]	[104, 141]	[]	[79883105, 79883142]
582_2514	chr7	99072749	99073149	+	1000	98.5	[8.728543]	[120]	[6.5180492]	[119]	[99072969]	[99072968]
582_2515	chr7	152232118	152232518	+	1000	98.5	[14.722584]	[105]	[11.654483]	[104]	[152232322]	[152232321]
582_2516	chr9	37467534	37467934	+	1000	98.5	[6.1760974]	[127]	[]	[]	[37467746]	[]
582_2517	chrX	136159485	136159885	+	1000	98.5	[11.910557]	[141]	[10.229654]	[140]	[136159708]	[136159707]
582_2518	chr1	43135858	43136258	+	1000	98.0	[11.247147]	[99]	[15.12992]	[98]	[43136053]	[43136052]
582_2519	chr1	99374142	99374542	+	1000	98.0	[10.810822]	[102]	[11.009659]	[101]	[99374344]	[99374343]
582_252	chr1	143311125	143311525	+	1000	234.5	[]	[]	[5.9220176]	[84]	[]	[143311307]
582_2520	chr1	201170493	201170893	+	1000	98.0	[]	[]	[5.9220176]	[149]	[]	[201170722]
582_2521	chr10	82658004	82658404	+	1000	98.0	[]	[]	[5.9220176]	[93]	[]	[82658195]
582_2522	chr12	121840163	121840563	+	1000	98.0	[11.390118]	[105]	[8.601925]	[104]	[121840358]	[121840357]
582_2525	chr15	65783872	65784272	+	1000	98.0	[5.9220176]	[90]	[]	[]	[65784061]	[]
582_2529	chr17	58285047	58285447	+	1000	98.0	[]	[]	[5.9220176]	[106]	[]	[58285252]
582_2530	chr19	8569084	8569484	+	1000	98.0	[5.3587623]	[131]	[]	[]	[8569291]	[]
582_2531	chr19	56370282	56370682	+	1000	98.0	[15.210169]	[91]	[15.210169]	[90]	[56370467]	[56370466]
582_2532	chr2	215870225	215870625	+	1000	98.0	[5.5146813]	[90]	[]	[]	[215870415]	[]
582_2534	chr20	4065291	4065691	+	1000	98.0	[9.742069]	[90]	[7.947534]	[89]	[4065470]	[4065469]
582_2535	chr20	49680525	49680925	+	1000	98.0	[11.654483]	[101]	[14.722584]	[100]	[49680724]	[49680723]
582_2536	chr21	33645724	33646124	+	1000	98.0	[11.654483]	[101]	[15.12992]	[100]	[33645920]	[33645919]
582_2538	chr5	68987535	68987935	+	1000	98.0	[7.3027105, 7.3027105]	[104, 125]	[5.830307, 5.830307]	[103, 124]	[68987731, 68987752]	[68987730, 68987751]
582_2539	chr5	72472782	72473182	+	1000	98.0	[7.947534]	[109]	[10.1494055]	[108]	[72472988]	[72472987]
582_254	chr6	29478707	29479107	+	1000	234.5	[15.210169]	[103]	[15.617505]	[102]	[29478909]	[29478908]
582_2542	chr6	138394102	138394502	+	1000	98.0	[5.9220176]	[103]	[]	[]	[138394302]	[]
582_2544	chr8	71852665	71853065	+	1000	98.0	[15.12992]	[104]	[11.247147]	[103]	[71852869]	[71852868]
582_2547	chr1	52580292	52580692	+	1000	97.5	[11.910557, 5.094671]	[92, 135]	[10.636991]	[91]	[52580479, 52580522]	[52580478]
582_2548	chr1	181042921	181043321	+	1000	97.5	[5.9220176]	[76]	[5.1364346]	[97]	[181043091]	[181043112]
582_2549	chr1	212545924	212546324	+	1000	97.5	[8.710281]	[110]	[5.531557]	[109]	[212546107]	[212546106]
582_2550	chr10	22737503	22737903	+	1000	97.5	[6.6739683]	[126]	[11.422971]	[125]	[22737724]	[22737723]
582_2551	chr10	68895059	68895459	+	1000	97.5	[15.210169]	[111]	[15.210169]	[110]	[68895261]	[68895260]
582_2552	chr11	27510012	27510412	+	1000	97.5	[]	[]	[5.5146813]	[102]	[]	[27510173]
582_2554	chr12	64212020	64212420	+	1000	97.5	[5.5711503, 15.210169]	[106, 114]	[15.617505]	[113]	[64212219, 64212227]	[64212226]
582_2556	chr13	48448899	48449299	+	1000	97.5	[11.654483]	[104]	[14.722584]	[103]	[48449096]	[48449095]
582_2558	chr4	122146631	122147031	+	1000	97.5	[]	[]	[5.9220176]	[118]	[]	[122146842]
582_2559	chr4	140250974	140251374	+	1000	97.5	[6.4773445]	[157]	[]	[]	[140251193]	[]
582_2562	chr8	93897714	93898114	+	1000	97.5	[5.9220176]	[134]	[]	[]	[93897927]	[]
582_2563	chrX	111680983	111681383	+	1000	97.5	[]	[]	[10.495195]	[104]	[]	[111681171]
582_2564	chr1	42937166	42937566	+	1000	97.0	[10.229654]	[114]	[11.910557]	[113]	[42937371]	[42937370]
582_2565	chr10	72048485	72048885	+	1000	97.0	[10.902532]	[102]	[]	[]	[72048672]	[]
582_257	chr2	8598301	8598701	+	1000	233.5	[9.742069]	[109]	[5.5146813, 7.947534]	[79, 108]	[8598497]	[8598467, 8598496]
582_2571	chr14_GL000225v1_random	12811	13211	+	1000	97.0	[]	[]	[5.5146813, 5.5146813]	[95, 164]	[]	[12979, 13048]
582_2573	chr16	67488696	67489096	+	1000	97.0	[]	[]	[5.9220176]	[126]	[]	[67488902]
582_2574	chr16	67563631	67564031	+	1000	97.0	[10.229654]	[134]	[11.910557]	[133]	[67563856]	[67563855]
582_2576	chr21	36945539	36945939	+	1000	97.0	[11.503221]	[106]	[10.636991]	[105]	[36945743]	[36945742]
582_2577	chr22	21996993	21997393	+	1000	97.0	[5.198277]	[164]	[10.481071]	[163]	[21997190]	[21997189]
582_2579	chr3	4972707	4973107	+	1000	97.0	[5.9220176]	[95]	[5.4289308]	[54]	[4972901]	[4972860]
582_258	chr8	128176875	128177275	+	1000	233.5	[]	[]	[5.3587623, 5.9220176]	[55, 91]	[]	[128177028, 128177064]
582_2580	chr3	114496890	114497290	+	1000	97.0	[10.1494055, 6.410001]	[114, 142]	[7.947534, 6.6739683]	[113, 141]	[114497090, 114497118]	[114497089, 114497117]
582_2581	chr3	129703960	129704360	+	1000	97.0	[5.9220176]	[94]	[]	[]	[129704140]	[]
582_2583	chr5	71455412	71455812	+	1000	97.0	[11.390118]	[107]	[9.009261]	[106]	[71455605]	[71455604]
582_2589	chr7	145064127	145064527	+	1000	97.0	[10.810822]	[108]	[11.009659]	[107]	[145064325]	[145064324]
582_2591	chr8	128309506	128309906	+	1000	97.0	[]	[]	[5.5146813]	[113]	[]	[128309708]
582_2592	chr9	5627119	5627519	+	1000	97.0	[5.5146813]	[102]	[]	[]	[5627319]	[]
582_2593	chr9	72292856	72293256	+	1000	97.0	[6.374935]	[110]	[]	[]	[72293053]	[]
582_2594	chr9	107786573	107786973	+	1000	97.0	[15.12992]	[102]	[11.654483]	[101]	[107786771]	[107786770]
582_2596	chr1	26335758	26336158	+	1000	96.5	[6.4424567, 11.192318]	[76, 129]	[15.617505]	[128]	[26335919, 26335972]	[26335971]
582_2597	chr1	47972861	47973261	+	1000	96.5	[15.12992]	[97]	[11.654483]	[96]	[47973051]	[47973050]
582_260	chr18	31711402	31711802	+	1000	233.0	[]	[]	[5.9220176]	[97]	[]	[31711598]
582_2601	chr1	230127222	230127622	+	1000	96.5	[11.390118]	[111]	[8.601925]	[110]	[230127433]	[230127432]
582_2603	chr10	102455864	102456264	+	1000	96.5	[5.9220176]	[110]	[]	[]	[102456066]	[]
582_2604	chr11	108948566	108948966	+	1000	96.5	[15.617505]	[94]	[15.617505]	[93]	[108948759]	[108948758]
582_2608	chr12	110262796	110263196	+	1000	96.5	[11.192318]	[108]	[7.103873, 15.210169]	[76, 107]	[110262982]	[110262950, 110262981]
582_2609	chr12	116185552	116185952	+	1000	96.5	[11.390118]	[105]	[8.601925]	[104]	[116185754]	[116185753]
582_261	chr17	50933371	50933771	+	1000	232.0	[11.503221]	[97]	[10.636991]	[96]	[50933562]	[50933561]
582_2610	chr14	101732120	101732520	+	1000	96.5	[]	[]	[5.9220176]	[105]	[]	[101732324]
582_2611	chr15	96151734	96152134	+	1000	96.5	[10.403485]	[100]	[11.009659]	[99]	[96151926]	[96151925]
582_2618	chr3	154786699	154787099	+	1000	96.5	[]	[]	[5.5146813]	[71]	[]	[154786868]
582_2620	chr6	5041949	5042349	+	1000	96.5	[15.617505]	[111]	[15.617505]	[110]	[5042151]	[5042150]
582_2622	chr6	109237595	109237995	+	1000	96.5	[6.741709]	[86]	[11.166897]	[85]	[109237753]	[109237752]
582_2626	chr1	91765849	91766249	+	1000	96.0	[11.910557]	[144]	[10.229654]	[143]	[91766085]	[91766084]
582_263	chr8	90230876	90231276	+	1000	232.0	[10.495195]	[97]	[]	[]	[90231071]	[]
582_2630	chr10	96124509	96124909	+	1000	96.0	[6.002267]	[135]	[]	[]	[96124712]	[]
582_2631	chr11	16034066	16034466	+	1000	96.0	[15.617505]	[102]	[15.617505]	[101]	[16034268]	[16034267]
582_2632	chr11	47767257	47767657	+	1000	96.0	[11.192318]	[107]	[11.192318]	[106]	[47767446]	[47767445]
582_2633	chr11	57279917	57280317	+	1000	96.0	[15.210169]	[105]	[15.210169]	[104]	[57280121]	[57280120]
582_2635	chr13	97766733	97767133	+	1000	96.0	[5.9220176]	[94]	[]	[]	[97766927]	[]
582_2636	chr14	105352170	105352570	+	1000	96.0	[6.5180492]	[100]	[]	[]	[105352364]	[]
582_2637	chr14_GL000225v1_random	46951	47351	+	1000	96.0	[]	[]	[5.5146813]	[96]	[]	[47111]
582_2639	chr17	31923309	31923709	+	1000	96.0	[9.009261]	[109]	[11.390118]	[108]	[31923506]	[31923505]
582_2640	chr17	75027831	75028231	+	1000	96.0	[10.229654]	[100]	[11.910557]	[99]	[75028030]	[75028029]
582_2642	chr19	35845013	35845413	+	1000	96.0	[]	[]	[10.902532]	[120]	[]	[35845222]
582_2643	chr19	51784981	51785381	+	1000	96.0	[5.6604424]	[195]	[]	[]	[51785221]	[]
582_2644	chr2	43040521	43040921	+	1000	96.0	[5.5146813]	[124]	[5.5711503]	[106]	[43040723]	[43040705]
582_2646	chr20	22411829	22412229	+	1000	96.0	[5.9220176]	[112]	[]	[]	[22412026]	[]
582_2647	chr22	22955820	22956220	+	1000	96.0	[5.621808]	[138]	[]	[]	[22956019]	[]
582_2648	chr3	101976410	101976810	+	1000	96.0	[11.422971]	[96]	[6.6739683]	[95]	[101976600]	[101976599]
582_2653	chr5	132298345	132298745	+	1000	96.0	[11.503221]	[95]	[6.208951, 10.636991]	[62, 94]	[132298538]	[132298505, 132298537]
582_2654	chr6	116447479	116447879	+	1000	96.0	[11.503221]	[121]	[10.636991]	[120]	[116447689]	[116447688]
582_2655	chr6	119630528	119630928	+	1000	96.0	[11.654483]	[107]	[15.12992]	[106]	[119630728]	[119630727]
582_2656	chr6	136020692	136021092	+	1000	96.0	[10.636991]	[102]	[11.910557]	[101]	[136020889]	[136020888]
582_2657	chr6	144307870	144308270	+	1000	96.0	[]	[]	[5.9220176]	[98]	[]	[144308067]
582_2659	chr7	16652170	16652570	+	1000	96.0	[10.636991]	[103]	[11.910557]	[102]	[16652373]	[16652372]
582_2660	chr7	66739496	66739896	+	1000	96.0	[14.722584]	[103]	[11.654483]	[102]	[66739696]	[66739695]
582_2661	chr7	73587625	73588025	+	1000	96.0	[6.584471]	[94]	[10.810822]	[93]	[73587810]	[73587809]
582_2663	chr9	33041819	33042219	+	1000	96.0	[11.247147, 11.910557]	[100, 130]	[14.722584, 10.636991]	[99, 129]	[33042016, 33042046]	[33042015, 33042045]
582_2664	chr9	128174973	128175373	+	1000	96.0	[]	[]	[5.9220176]	[126]	[]	[128175175]
582_2665	chr9	128296221	128296621	+	1000	96.0	[8.601925]	[66]	[11.390118]	[65]	[128296385]	[128296384]
582_2666	chrX	21978334	21978734	+	1000	96.0	[15.210169]	[102]	[15.617505]	[101]	[21978529]	[21978528]
582_267	chr16	87388196	87388596	+	1000	231.0	[9.623465]	[106]	[6.055884]	[105]	[87388384]	[87388383]
582_2675	chr12	112122985	112123385	+	1000	95.5	[10.636991]	[100]	[11.503221]	[99]	[112123181]	[112123180]
582_2676	chr13	95756131	95756531	+	1000	95.5	[5.9220176]	[115]	[]	[]	[95756332]	[]
582_2677	chr13	107978189	107978589	+	1000	95.5	[11.422971]	[139]	[6.6739683]	[138]	[107978410]	[107978409]
582_2678	chr15	51579042	51579442	+	1000	95.5	[15.12992]	[102]	[11.247147]	[101]	[51579234]	[51579233]
582_2681	chr16	29581760	29582160	+	1000	95.5	[6.616287]	[77]	[]	[]	[29581936]	[]
582_2684	chr20	32036756	32037156	+	1000	95.5	[5.9220176]	[105]	[]	[]	[32036952]	[]
582_2686	chr3	9643250	9643650	+	1000	95.5	[10.636991]	[110]	[11.503221]	[109]	[9643453]	[9643452]
582_2688	chr4	151099273	151099673	+	1000	95.5	[6.374935]	[117]	[]	[]	[151099490]	[]
582_2689	chr4	184474510	184474910	+	1000	95.5	[10.229654]	[73]	[7.485369]	[72]	[184474676]	[184474675]
582_269	chr22	22727792	22728192	+	1000	230.5	[]	[]	[5.9220176]	[112]	[]	[22727997]
582_2690	chr5	176994635	176995035	+	1000	95.5	[6.208951, 5.422971]	[196, 205]	[6.7822714]	[127]	[176994872, 176994881]	[176994803]
582_2692	chr7	25930442	25930842	+	1000	95.5	[]	[]	[5.5146813, 5.5146813]	[132, 146]	[]	[25930652, 25930666]
582_2693	chr7	32691936	32692336	+	1000	95.5	[5.3023133, 11.390118]	[65, 134]	[8.601925]	[133]	[32692098, 32692167]	[32692166]
582_2696	chr9	90868580	90868980	+	1000	95.5	[5.9220176]	[109]	[]	[]	[90868761]	[]
582_2697	chr1	154354693	154355093	+	1000	95.0	[5.2940693]	[103]	[]	[]	[154354892]	[]
582_2698	chr10	117175883	117176283	+	1000	95.0	[15.210169]	[141]	[10.604535]	[140]	[117176088]	[117176087]
582_2699	chr12	56438514	56438914	+	1000	95.0	[8.601925]	[142]	[11.390118]	[141]	[56438731]	[56438730]
582_2701	chr14	101895188	101895588	+	1000	95.0	[15.210169]	[113]	[15.210169]	[112]	[101895396]	[101895395]
582_2705	chr16	4179036	4179436	+	1000	95.0	[5.9220176]	[108]	[]	[]	[4179241]	[]
582_2706	chr17	38624857	38625257	+	1000	95.0	[5.476728, 10.902532]	[87, 107]	[8.79053]	[86]	[38625039, 38625059]	[38625038]
582_2707	chr17	63460737	63461137	+	1000	95.0	[8.710281]	[105]	[5.9388933]	[104]	[63460927]	[63460926]
582_2709	chr2	10408191	10408591	+	1000	95.0	[5.465889, 5.5146813]	[117, 169]	[]	[]	[10408375, 10408427]	[]
582_2710	chr2	174145758	174146158	+	1000	95.0	[10.636991]	[109]	[11.503221]	[108]	[174145956]	[174145955]
582_2711	chr3	39167237	39167637	+	1000	95.0	[7.3027105]	[96]	[5.422971]	[95]	[39167431]	[39167430]
582_2714	chr5	171945079	171945479	+	1000	95.0	[11.654483]	[105]	[15.12992]	[104]	[171945280]	[171945279]
582_2715	chr6	5504073	5504473	+	1000	95.0	[]	[]	[5.9220176]	[106]	[]	[5504271]
582_2718	chr6	145756212	145756612	+	1000	95.0	[]	[]	[5.9220176]	[102]	[]	[145756414]
582_2719	chr7	24904824	24905224	+	1000	95.0	[11.503221]	[99]	[10.229654]	[98]	[24905016]	[24905015]
582_2720	chr7	43765015	43765415	+	1000	95.0	[10.1494055]	[102]	[7.947534]	[101]	[43765211]	[43765210]
582_2721	chr7	123727045	123727445	+	1000	95.0	[5.396077, 11.503221]	[60, 105]	[10.636991]	[104]	[123727196, 123727241]	[123727240]
582_2722	chr7	137942747	137943147	+	1000	95.0	[5.9220176]	[101]	[]	[]	[137942933]	[]
582_2724	chrX	38869110	38869510	+	1000	95.0	[5.9220176, 6.616287]	[98, 146]	[]	[]	[38869304, 38869352]	[]
582_2725	chrX	41010155	41010555	+	1000	95.0	[6.2118034]	[100]	[7.485369]	[99]	[41010335]	[41010334]
582_2726	chrX	114017005	114017405	+	1000	95.0	[]	[]	[5.9220176]	[97]	[]	[114017198]
582_2727	chr1	20184647	20185047	+	1000	94.5	[6.584471]	[96]	[10.403485]	[95]	[20184823]	[20184822]
582_2728	chr1	155858822	155859222	+	1000	94.5	[10.229654]	[116]	[11.503221]	[115]	[155859024]	[155859023]
582_2729	chr10	24681523	24681923	+	1000	94.5	[5.5146813]	[124]	[]	[]	[24681729]	[]
582_2731	chr15	95559914	95560314	+	1000	94.5	[7.6831694]	[141]	[]	[]	[95560124]	[]
582_2732	chr16	69706202	69706602	+	1000	94.5	[5.9220176, 7.4599485]	[103, 117]	[5.7790465]	[116]	[69706405, 69706419]	[69706418]
582_2733	chr17	75969953	75970353	+	1000	94.5	[8.79053]	[135]	[6.409603, 5.476728]	[119, 134]	[75970163]	[75970147, 75970162]
582_2735	chr19	10346451	10346851	+	1000	94.5	[8.601925]	[106]	[11.390118]	[105]	[10346653]	[10346652]
582_2737	chr3	12194333	12194733	+	1000	94.5	[5.62402]	[133]	[6.8975863]	[132]	[12194517]	[12194516]
582_2739	chr3	129439749	129440149	+	1000	94.5	[6.3856335]	[104]	[10.602323]	[103]	[129439950]	[129439949]
582_2740	chr4	103019473	103019873	+	1000	94.5	[7.229295]	[90]	[14.722584]	[89]	[103019657]	[103019656]
582_2741	chr4	182582265	182582665	+	1000	94.5	[11.654483]	[95]	[15.12992, 5.2964234]	[94, 137]	[182582454]	[182582453, 182582496]
582_2743	chr6	11398944	11399344	+	1000	94.5	[7.229295]	[122]	[14.722584]	[121]	[11399141]	[11399140]
582_2744	chr6	49920233	49920633	+	1000	94.5	[]	[]	[5.9220176]	[101]	[]	[49920434]
582_2745	chr6	69690956	69691356	+	1000	94.5	[5.9220176]	[153]	[]	[]	[69691179]	[]
582_2747	chr7	131231591	131231991	+	1000	94.5	[]	[]	[5.5146813]	[171]	[]	[131231836]
582_2748	chr8	66129728	66130128	+	1000	94.5	[9.1358795, 10.759561]	[106, 128]	[6.5180492, 6.741709]	[105, 127]	[66129916, 66129938]	[66129915, 66129937]
582_2749	chr9	128860415	128860815	+	1000	94.5	[15.617505]	[110]	[15.210169]	[109]	[128860623]	[128860622]
582_2750	chr1	32499806	32500206	+	1000	94.0	[9.009261]	[110]	[11.390118]	[109]	[32500001]	[32500000]
582_2752	chr1	154272782	154273182	+	1000	94.0	[5.5146813]	[117]	[]	[]	[154272987]	[]
582_2753	chr1	167564547	167564947	+	1000	94.0	[]	[]	[5.9220176]	[111]	[]	[167564750]
582_2754	chr1	195756094	195756494	+	1000	94.0	[10.636991, 5.5005574]	[120, 147]	[11.910557, 5.9165163]	[119, 146]	[195756303, 195756330]	[195756302, 195756329]
582_2755	chr1	222053785	222054185	+	1000	94.0	[5.1364346, 15.617505]	[73, 109]	[15.617505]	[108]	[222053952, 222053988]	[222053987]
582_2756	chr10	69734662	69735062	+	1000	94.0	[]	[]	[5.5146813]	[111]	[]	[69734858]
582_2758	chr11	34809102	34809502	+	1000	94.0	[5.9220176]	[102]	[]	[]	[34809297]	[]
582_276	chr6	160100920	160101320	+	1000	228.5	[5.9220176, 5.9220176]	[92, 113]	[]	[]	[160101112, 160101133]	[]
582_2760	chr13	80806175	80806575	+	1000	94.0	[6.8953743]	[106]	[5.830307]	[105]	[80806334]	[80806333]
582_2763	chr16	55571484	55571884	+	1000	94.0	[10.636991]	[123]	[11.910557]	[122]	[55571694]	[55571693]
582_2764	chr18	33326994	33327394	+	1000	94.0	[15.12992]	[105]	[11.654483]	[104]	[33327197]	[33327196]
582_2765	chr19	13343505	13343905	+	1000	94.0	[14.722584]	[104]	[11.654483, 5.1869426]	[103, 129]	[13343706]	[13343705, 13343731]
582_2768	chr20	2314501	2314901	+	1000	94.0	[8.601925]	[100]	[11.390118]	[99]	[2314674]	[2314673]
582_2769	chr22	26517430	26517830	+	1000	94.0	[10.810822]	[94]	[11.009659]	[93]	[26517623]	[26517622]
582_2770	chr22	32660188	32660588	+	1000	94.0	[10.810822]	[106]	[10.602323]	[105]	[32660389]	[32660388]
582_2771	chr4	25291150	25291550	+	1000	94.0	[10.810822]	[110]	[11.009659]	[109]	[25291351]	[25291350]
582_2772	chr4	173052444	173052844	+	1000	94.0	[10.229654]	[98]	[11.910557]	[97]	[173052638]	[173052637]
582_2774	chr5	121304836	121305236	+	1000	94.0	[11.654483]	[100]	[15.12992]	[99]	[121305031]	[121305030]
582_2775	chr6	11682565	11682965	+	1000	94.0	[5.9220176, 10.810822]	[130, 180]	[11.009659]	[179]	[11682755, 11682805]	[11682804]
582_2776	chr7	7876408	7876808	+	1000	94.0	[11.247147]	[104]	[5.5005574, 15.12992]	[74, 103]	[7876610]	[7876580, 7876609]
582_2777	chr7	94266164	94266564	+	1000	94.0	[11.910557]	[115]	[10.636991]	[114]	[94266370]	[94266369]
582_2778	chr8	126818636	126819036	+	1000	94.0	[]	[]	[5.9220176]	[140]	[]	[126818858]
582_2779	chr9	91943864	91944264	+	1000	94.0	[10.073735]	[80]	[9.216128]	[79]	[91944040]	[91944039]
582_2780	chr10	21044283	21044683	+	1000	93.5	[11.015635]	[108]	[]	[]	[21044479]	[]
582_2781	chr10	32374603	32375003	+	1000	93.5	[6.5180492]	[110]	[5.9220176]	[119]	[32374801]	[32374810]
582_2784	chr11	108845993	108846393	+	1000	93.5	[10.636991]	[109]	[11.503221]	[108]	[108846198]	[108846197]
