#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID2_idr.fa ARID2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
652_22111	chr2	64854842	64855242	+	830	34.0	[6.5447836]	[147]	[6.5447836]	[98]	[64855079]	[64855030]
652_22113	chr2	85595756	85596156	+	686	34.0	[6.5447836]	[139]	[]	[]	[85595952]	[]
652_22117	chr2	100606825	100607225	+	799	34.0	[6.5447836]	[100]	[]	[]	[100607012]	[]
652_22118	chr2	112483050	112483450	+	838	34.0	[6.5447836]	[208]	[]	[]	[112483285]	[]
652_2212	chr15	50148343	50148743	+	1000	69.5	[]	[]	[6.5447836]	[139]	[]	[50148572]
652_22125	chr2	169636641	169637041	+	851	34.0	[6.5447836]	[135]	[]	[]	[169636809]	[]
652_22127	chr2	170742221	170742621	+	808	34.0	[6.5447836]	[140]	[]	[]	[170742434]	[]
652_22131	chr2	171999480	171999880	+	858	34.0	[]	[]	[6.5447836]	[154]	[]	[171999674]
652_22132	chr2	172048671	172049071	+	772	34.0	[6.5447836, 11.127059]	[142, 173]	[]	[]	[172048888, 172048919]	[]
652_22135	chr2	177727606	177728006	+	858	34.0	[]	[]	[13.202995, 6.5447836]	[158, 174]	[]	[177727820, 177727836]
652_22140	chr20	3926814	3927214	+	735	34.0	[]	[]	[13.202995]	[153]	[]	[3927009]
652_22146	chr20	33792161	33792561	+	774	34.0	[8.236117]	[194]	[]	[]	[33792393]	[]
652_22147	chr20	34904154	34904554	+	669	34.0	[6.5447836]	[100]	[]	[]	[34904305]	[]
652_22149	chr20	46684008	46684408	+	738	34.0	[]	[]	[6.5447836]	[175]	[]	[46684240]
652_22150	chr20	47500345	47500745	+	561	34.0	[6.5447836]	[195]	[]	[]	[47500581]	[]
652_22152	chr20	50468428	50468828	+	683	34.0	[]	[]	[6.5447836]	[176]	[]	[50468663]
652_22154	chr20	53623398	53623798	+	651	34.0	[]	[]	[6.5447836]	[125]	[]	[53623615]
652_22158	chr21	34075991	34076391	+	737	34.0	[6.5447836]	[152]	[]	[]	[34076151]	[]
652_2216	chr16	75517363	75517763	+	1000	69.5	[]	[]	[6.5447836]	[98]	[]	[75517541]
652_22160	chr21	37166685	37167085	+	850	34.0	[6.5447836]	[84]	[]	[]	[37166862]	[]
652_22162	chr21	46184626	46185026	+	811	34.0	[6.5447836]	[132]	[]	[]	[46184841]	[]
652_22165	chr22	17155879	17156279	+	629	34.0	[8.236117]	[163]	[]	[]	[17156089]	[]
652_22176	chr22	20948661	20949061	+	722	34.0	[6.5447836]	[170]	[6.5447836, 6.5447836]	[86, 119]	[20948909]	[20948825, 20948858]
652_22182	chr22	22103675	22104075	+	797	34.0	[]	[]	[6.5447836]	[133]	[]	[22103865]
652_22183	chr22	22159442	22159842	+	836	34.0	[6.5447836]	[172]	[6.5447836]	[129]	[22159675]	[22159632]
652_22185	chr22	22296035	22296435	+	616	34.0	[6.5447836, 6.5447836]	[133, 145]	[]	[]	[22296266, 22296278]	[]
652_22186	chr22	22410942	22411342	+	739	34.0	[]	[]	[6.5447836]	[164]	[]	[22411141]
652_22189	chr22	22448389	22448789	+	780	34.0	[]	[]	[6.5447836]	[76]	[]	[22448549]
652_22191	chr22	23027642	23028042	+	794	34.0	[6.5447836]	[196]	[]	[]	[23027853]	[]
652_22192	chr22	23062674	23063074	+	861	34.0	[6.9436774]	[130]	[]	[]	[23062897]	[]
652_22193	chr22	23079239	23079639	+	767	34.0	[6.5447836]	[108]	[]	[]	[23079404]	[]
652_22194	chr22	23131670	23132070	+	845	34.0	[6.5447836]	[227]	[]	[]	[23131918]	[]
652_22196	chr22	23254631	23255031	+	700	34.0	[]	[]	[6.5447836, 6.5447836]	[151, 156]	[]	[23254851, 23254856]
652_22197	chr22	39012564	39012964	+	627	34.0	[6.5447836]	[186]	[]	[]	[39012789]	[]
652_2220	chr19	39410229	39410629	+	1000	69.5	[]	[]	[6.5447836]	[151]	[]	[39410395]
652_22203	chr3	15858647	15859047	+	788	34.0	[6.5447836]	[150]	[]	[]	[15858844]	[]
652_22204	chr3	17861579	17861979	+	710	34.0	[]	[]	[11.127059]	[94]	[]	[17861757]
652_22206	chr3	25792248	25792648	+	673	34.0	[]	[]	[6.5447836]	[129]	[]	[25792436]
652_22207	chr3	34260917	34261317	+	851	34.0	[]	[]	[6.5447836, 6.5447836, 6.5447836, 6.5447836]	[84, 97, 109, 125]	[]	[34261072, 34261085, 34261097, 34261113]
652_22212	chr3	48736905	48737305	+	778	34.0	[]	[]	[13.202995]	[53]	[]	[48737057]
652_22225	chr3	136753748	136754148	+	804	34.0	[]	[]	[6.6472974]	[191]	[]	[136753996]
652_22228	chr3	143002203	143002603	+	844	34.0	[6.5447836]	[215]	[]	[]	[143002446]	[]
652_22237	chr3	193794367	193794767	+	717	34.0	[6.5447836, 6.5447836]	[94, 164]	[11.127059]	[144]	[193794523, 193794593]	[193794573]
652_22248	chr4	78657583	78657983	+	837	34.0	[]	[]	[6.5447836]	[107]	[]	[78657752]
652_22254	chr4	165326883	165327283	+	841	34.0	[]	[]	[6.5447836]	[110]	[]	[165327044]
652_22255	chr4	185202278	185202678	+	837	34.0	[6.5447836]	[133]	[]	[]	[185202498]	[]
652_22258	chr5	42586667	42587067	+	683	34.0	[11.127059]	[168]	[]	[]	[42586878]	[]
652_22259	chr5	42767442	42767842	+	833	34.0	[]	[]	[11.127059]	[184]	[]	[42767656]
652_22260	chr5	43515607	43516007	+	783	34.0	[11.127059]	[136]	[]	[]	[43515779]	[]
652_22265	chr5	88825780	88826180	+	852	34.0	[6.5447836, 8.236117, 6.5447836]	[100, 114, 128]	[]	[]	[88825946, 88825960, 88825974]	[]
652_22269	chr5	126976661	126977061	+	841	34.0	[]	[]	[6.5447836]	[155]	[]	[126976879]
652_22273	chr5	131994555	131994955	+	828	34.0	[6.5447836]	[151]	[6.5447836]	[87]	[131994797]	[131994733]
652_22276	chr5	139272418	139272818	+	782	34.0	[]	[]	[6.5447836]	[143]	[]	[139272636]
652_22278	chr5	146427132	146427532	+	859	34.0	[6.5447836, 6.9436774]	[104, 113]	[]	[]	[146427314, 146427323]	[]
652_22286	chr6	2978962	2979362	+	725	34.0	[]	[]	[13.202995]	[122]	[]	[2979165]
652_22289	chr6	6873125	6873525	+	680	34.0	[6.5447836]	[118]	[]	[]	[6873299]	[]
652_22292	chr6	13624829	13625229	+	777	34.0	[]	[]	[6.5447836]	[221]	[]	[13625054]
652_22293	chr6	13993653	13994053	+	832	34.0	[]	[]	[6.5447836]	[173]	[]	[13993857]
652_22297	chr6	26956060	26956460	+	708	34.0	[]	[]	[13.202995]	[139]	[]	[26956216]
652_22299	chr6	27374312	27374712	+	830	34.0	[]	[]	[13.202995, 6.5447836]	[112, 146]	[]	[27374511, 27374545]
652_22301	chr6	31609973	31610373	+	809	34.0	[6.5447836]	[111]	[]	[]	[31610137]	[]
652_22303	chr6	33905141	33905541	+	806	34.0	[]	[]	[13.202995]	[211]	[]	[33905356]
652_22306	chr6	37101018	37101418	+	841	34.0	[6.5447836]	[132]	[]	[]	[37101220]	[]
652_22312	chr6	44255047	44255447	+	851	34.0	[6.5447836]	[203]	[]	[]	[44255266]	[]
652_22313	chr6	52351985	52352385	+	835	34.0	[6.5447836, 6.5447836]	[174, 179]	[6.5447836]	[138]	[52352224, 52352229]	[52352188]
652_22314	chr6	53067768	53068168	+	846	34.0	[13.202995, 6.5447836]	[139, 144]	[]	[]	[53067993, 53067998]	[]
652_22317	chr6	68640042	68640442	+	829	34.0	[]	[]	[11.127059]	[114]	[]	[68640209]
652_22319	chr6	99119423	99119823	+	831	34.0	[6.5447836]	[125]	[6.5447836]	[151]	[99119634]	[99119660]
652_22324	chr6	131909858	131910258	+	789	34.0	[11.127059]	[196]	[]	[]	[131910069]	[]
652_22329	chr6	150072075	150072475	+	604	34.0	[9.98438, 6.5447836]	[160, 186]	[]	[]	[150072241, 150072267]	[]
652_22333	chr6	156756502	156756902	+	674	34.0	[6.5447836]	[85]	[]	[]	[156756672]	[]
652_22334	chr6	156988322	156988722	+	851	34.0	[]	[]	[6.5447836]	[143]	[]	[156988477]
652_22336	chr6	157392420	157392820	+	850	34.0	[]	[]	[6.5447836]	[96]	[]	[157392586]
652_2235	chr6	158972337	158972737	+	1000	69.5	[]	[]	[6.5447836]	[141]	[]	[158972556]
652_22351	chr7	27136364	27136764	+	854	34.0	[]	[]	[11.127059, 6.5447836]	[154, 159]	[]	[27136605, 27136610]
652_22352	chr7	31736335	31736735	+	658	34.0	[]	[]	[6.5447836]	[83]	[]	[31736511]
652_22356	chr7	50208547	50208947	+	740	34.0	[]	[]	[6.5447836, 6.5447836]	[112, 160]	[]	[50208749, 50208797]
652_22357	chr7	66684257	66684657	+	804	34.0	[6.5447836]	[155]	[]	[]	[66684474]	[]
652_22362	chr7	99723194	99723594	+	808	34.0	[9.98438]	[110]	[]	[]	[99723396]	[]
652_22365	chr7	101772409	101772809	+	851	34.0	[6.5447836, 6.5447836]	[70, 141]	[]	[]	[101772577, 101772648]	[]
652_22368	chr7	106772156	106772556	+	632	34.0	[6.5447836, 6.5447836]	[148, 171]	[6.5447836]	[136]	[106772360, 106772383]	[106772348]
652_22371	chr7	107378510	107378910	+	590	34.0	[6.5447836, 6.5447836, 6.5447836, 6.5447836]	[120, 141, 168, 173]	[]	[]	[107378662, 107378683, 107378710, 107378715]	[]
652_22373	chr7	121054698	121055098	+	726	34.0	[6.5447836]	[166]	[6.5447836]	[96]	[121054937]	[121054867]
652_22374	chr7	126803060	126803460	+	832	34.0	[6.5447836]	[97]	[]	[]	[126803244]	[]
652_22383	chr7	134210118	134210518	+	661	34.0	[6.5447836]	[90]	[]	[]	[134210301]	[]
652_22385	chr7	143846548	143846948	+	863	34.0	[]	[]	[6.5447836]	[71]	[]	[143846703]
652_22392	chr7	152394312	152394712	+	797	34.0	[]	[]	[6.5447836, 6.5447836]	[175, 219]	[]	[152394508, 152394552]
652_22393	chr7	156888926	156889326	+	774	34.0	[6.5447836, 6.5447836]	[163, 176]	[]	[]	[156889131, 156889144]	[]
652_22394	chr7	158821590	158821990	+	777	34.0	[6.5447836]	[104]	[]	[]	[158821785]	[]
652_22396	chr8	11828125	11828525	+	827	34.0	[]	[]	[6.5447836]	[81]	[]	[11828284]
652_22398	chr8	20203792	20204192	+	762	34.0	[]	[]	[6.5447836, 6.5447836]	[141, 149]	[]	[20204027, 20204035]
652_22400	chr8	21920505	21920905	+	839	34.0	[11.127059]	[135]	[]	[]	[21920692]	[]
652_22419	chr8	109541051	109541451	+	817	34.0	[6.5447836]	[95]	[8.236117]	[170]	[109541210]	[109541285]
652_22426	chr8	127800577	127800977	+	803	34.0	[13.202995]	[147]	[]	[]	[127800818]	[]
652_22436	chr9	38040015	38040415	+	831	34.0	[6.5447836]	[154]	[]	[]	[38040193]	[]
652_22443	chr9	97983274	97983674	+	663	34.0	[6.5447836]	[213]	[]	[]	[97983524]	[]
652_22448	chr9	112334460	112334860	+	843	34.0	[6.5447836]	[238]	[]	[]	[112334699]	[]
652_22451	chr9	120814845	120815245	+	830	34.0	[6.5447836]	[187]	[]	[]	[120815094]	[]
652_22454	chr9	122264247	122264647	+	849	34.0	[6.5447836]	[203]	[]	[]	[122264473]	[]
652_22455	chr9	123002787	123003187	+	738	34.0	[6.6472974]	[100]	[6.5447836]	[93]	[123002983]	[123002976]
652_22457	chr9	124794884	124795284	+	676	34.0	[6.5447836]	[168]	[]	[]	[124795130]	[]
652_2246	chr1	50873496	50873896	+	1000	69.0	[]	[]	[6.5447836]	[145]	[]	[50873654]
652_2247	chr1	55277473	55277873	+	1000	69.0	[]	[]	[6.5447836]	[74]	[]	[55277639]
652_22478	chrX	125404649	125405049	+	823	34.0	[13.202995, 8.236117]	[159, 188]	[]	[]	[125404864, 125404893]	[]
652_22479	chrX	130268589	130268989	+	837	34.0	[6.6472974]	[106]	[]	[]	[130268795]	[]
652_22495	chr1	15883130	15883530	+	792	33.5	[6.5447836]	[219]	[6.5447836]	[232]	[15883359]	[15883372]
652_22498	chr1	19405166	19405566	+	742	33.5	[11.127059]	[118]	[]	[]	[19405374]	[]
652_22500	chr1	23119627	23120027	+	767	33.5	[]	[]	[6.5447836, 6.5447836]	[122, 138]	[]	[23119804, 23119820]
652_22502	chr1	27940274	27940674	+	788	33.5	[]	[]	[9.98438]	[132]	[]	[27940504]
652_22507	chr1	31643968	31644368	+	815	33.5	[6.5447836]	[163]	[]	[]	[31644217]	[]
652_22512	chr1	36236303	36236703	+	806	33.5	[]	[]	[6.5447836]	[133]	[]	[36236527]
652_22513	chr1	36330938	36331338	+	792	33.5	[]	[]	[13.202995]	[160]	[]	[36331170]
652_22518	chr1	40476791	40477191	+	752	33.5	[9.98438]	[150]	[]	[]	[40477020]	[]
652_22526	chr1	52532574	52532974	+	795	33.5	[6.5447836, 6.5447836]	[133, 154]	[]	[]	[52532747, 52532768]	[]
652_22531	chr1	75640166	75640566	+	671	33.5	[]	[]	[8.236117]	[119]	[]	[75640371]
652_22532	chr1	75693750	75694150	+	819	33.5	[6.5447836]	[147]	[]	[]	[75693951]	[]
652_22538	chr1	89703531	89703931	+	758	33.5	[9.98438]	[94]	[]	[]	[89703692]	[]
652_22539	chr1	90811556	90811956	+	813	33.5	[8.236117]	[118]	[6.5447836, 6.5447836, 13.202995]	[146, 174, 193]	[90811719]	[90811747, 90811775, 90811794]
652_22542	chr1	109393939	109394339	+	718	33.5	[]	[]	[11.127059]	[152]	[]	[109394155]
652_22543	chr1	109796744	109797144	+	800	33.5	[]	[]	[13.202995]	[63]	[]	[109796895]
652_22546	chr1	111448022	111448422	+	679	33.5	[6.5447836]	[155]	[]	[]	[111448251]	[]
652_22555	chr1	150268594	150268994	+	827	33.5	[6.5447836]	[113]	[]	[]	[150268747]	[]
652_22558	chr1	151534714	151535114	+	766	33.5	[6.5447836]	[154]	[]	[]	[151534942]	[]
652_22566	chr1	155983796	155984196	+	818	33.5	[]	[]	[6.9436774]	[116]	[]	[155983988]
652_22572	chr1	179976960	179977360	+	694	33.5	[]	[]	[6.6472974]	[101]	[]	[179977143]
652_22573	chr1	182262197	182262597	+	755	33.5	[8.236117]	[217]	[6.5447836]	[174]	[182262443]	[182262400]
652_22577	chr1	192805775	192806175	+	622	33.5	[]	[]	[6.5447836]	[84]	[]	[192805936]
652_22584	chr1	207691594	207691994	+	823	33.5	[6.5447836]	[170]	[]	[]	[207691829]	[]
652_22594	chr1	226199921	226200321	+	633	33.5	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[72, 77, 144]	[]	[226200088, 226200093, 226200160]
652_22595	chr1	227388970	227389370	+	825	33.5	[]	[]	[6.6472974]	[130]	[]	[227389197]
652_22597	chr1	228369322	228369722	+	815	33.5	[]	[]	[6.5447836]	[134]	[]	[228369533]
652_22602	chr1	234522843	234523243	+	809	33.5	[6.5447836]	[200]	[]	[]	[234523063]	[]
652_22606	chr1	246139703	246140103	+	811	33.5	[6.5447836, 6.5447836]	[170, 224]	[]	[]	[246139886, 246139940]	[]
652_22607	chr1	246580437	246580837	+	817	33.5	[]	[]	[6.9436774]	[185]	[]	[246580669]
652_22608	chr10	5853346	5853746	+	823	33.5	[6.5447836]	[185]	[]	[]	[5853593]	[]
652_2261	chr12	92570340	92570740	+	1000	69.0	[6.5447836]	[94]	[]	[]	[92570513]	[]
652_22612	chr10	35120349	35120749	+	765	33.5	[6.5447836]	[71]	[]	[]	[35120511]	[]
652_22618	chr10	61759513	61759913	+	544	33.5	[6.5447836]	[142]	[]	[]	[61759705]	[]
652_2262	chr12	121658920	121659320	+	1000	69.0	[]	[]	[6.5447836]	[118]	[]	[121659092]
652_22629	chr10	103921666	103922066	+	822	33.5	[6.5447836]	[98]	[]	[]	[103921850]	[]
652_22638	chr11	5249979	5250379	+	790	33.5	[]	[]	[6.5447836]	[139]	[]	[5250215]
652_22640	chr11	8988813	8989213	+	838	33.5	[]	[]	[6.5447836]	[94]	[]	[8988989]
652_22641	chr11	9530130	9530530	+	758	33.5	[13.202995]	[114]	[]	[]	[9530311]	[]
652_22643	chr11	11022295	11022695	+	836	33.5	[6.5447836]	[82]	[]	[]	[11022452]	[]
652_22647	chr11	45995440	45995840	+	798	33.5	[8.236117]	[159]	[]	[]	[45995651]	[]
652_22649	chr11	46664634	46665034	+	755	33.5	[]	[]	[6.5447836, 6.5447836]	[87, 113]	[]	[46664818, 46664844]
652_22655	chr11	62467501	62467901	+	809	33.5	[]	[]	[6.5447836]	[213]	[]	[62467745]
652_22658	chr11	65112546	65112946	+	817	33.5	[]	[]	[8.236117]	[181]	[]	[65112784]
652_22661	chr11	66001563	66001963	+	761	33.5	[]	[]	[6.5447836]	[182]	[]	[66001747]
652_22664	chr11	67240843	67241243	+	811	33.5	[6.5447836]	[96]	[6.5447836]	[106]	[67241014]	[67241024]
652_22666	chr11	72118405	72118805	+	813	33.5	[6.5447836]	[57]	[]	[]	[72118561]	[]
652_22667	chr11	74726551	74726951	+	637	33.5	[6.5447836]	[161]	[]	[]	[74726802]	[]
652_22668	chr11	75815310	75815710	+	795	33.5	[6.5447836]	[159]	[]	[]	[75815523]	[]
652_2267	chr15	84734945	84735345	+	1000	69.0	[6.5447836]	[71]	[8.236117]	[83]	[84735101]	[84735113]
652_22674	chr11	86934218	86934618	+	810	33.5	[]	[]	[6.5447836]	[143]	[]	[86934457]
652_22675	chr11	108500745	108501145	+	569	33.5	[]	[]	[9.98438]	[163]	[]	[108500955]
652_22679	chr11	124190303	124190703	+	818	33.5	[13.202995]	[139]	[]	[]	[124190474]	[]
652_22688	chr12	49097926	49098326	+	789	33.5	[]	[]	[6.5447836]	[170]	[]	[49098148]
652_22690	chr12	51993078	51993478	+	823	33.5	[]	[]	[6.5447836]	[61]	[]	[51993229]
652_22692	chr12	56023676	56024076	+	710	33.5	[6.9436774]	[159]	[]	[]	[56023926]	[]
652_22694	chr12	56360557	56360957	+	740	33.5	[]	[]	[6.5447836]	[221]	[]	[56360797]
652_22701	chr12	70645532	70645932	+	651	33.5	[6.9436774, 6.5447836]	[172, 209]	[]	[]	[70645713, 70645750]	[]
652_22703	chr12	76111279	76111679	+	764	33.5	[6.5447836]	[62]	[]	[]	[76111432]	[]
652_22706	chr12	93379950	93380350	+	656	33.5	[]	[]	[6.5447836]	[201]	[]	[93380185]
652_22710	chr12	106386207	106386607	+	764	33.5	[]	[]	[11.127059]	[62]	[]	[106386364]
652_22716	chr12	109853039	109853439	+	819	33.5	[6.5447836]	[113]	[]	[]	[109853199]	[]
652_22725	chr12	122072638	122073038	+	820	33.5	[6.5447836]	[197]	[]	[]	[122072883]	[]
652_22727	chr12	123905380	123905780	+	669	33.5	[6.5447836]	[135]	[]	[]	[123905569]	[]
652_2273	chr2	157929898	157930298	+	1000	69.0	[]	[]	[8.236117, 9.98438]	[123, 145]	[]	[157930108, 157930130]
652_22731	chr13	42056611	42057011	+	663	33.5	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[135, 173, 209]	[]	[42056786, 42056824, 42056860]
652_22732	chr13	79541435	79541835	+	643	33.5	[8.236117]	[85]	[]	[]	[79541598]	[]
652_22734	chr13	80890118	80890518	+	762	33.5	[]	[]	[6.5447836]	[123]	[]	[80890309]
652_22736	chr13	91232082	91232482	+	802	33.5	[]	[]	[6.5447836]	[170]	[]	[91232292]
652_22737	chr13	91370523	91370923	+	659	33.5	[6.5447836]	[207]	[]	[]	[91370758]	[]
652_22738	chr13	91613834	91614234	+	790	33.5	[6.5447836, 6.5447836]	[136, 152]	[]	[]	[91614050, 91614066]	[]
652_22739	chr13	92341939	92342339	+	645	33.5	[]	[]	[6.5447836]	[126]	[]	[92342164]
652_22745	chr13	93345023	93345423	+	823	33.5	[6.5447836]	[113]	[8.236117]	[85]	[93345216]	[93345188]
652_22756	chr15	39698929	39699329	+	688	33.5	[]	[]	[11.127059, 6.5447836]	[181, 204]	[]	[39699145, 39699168]
652_22762	chr15	50885703	50886103	+	690	33.5	[6.9436774]	[189]	[]	[]	[50885917]	[]
652_22767	chr15	66292432	66292832	+	822	33.5	[6.5447836, 6.5447836, 6.5447836]	[143, 148, 153]	[]	[]	[66292589, 66292594, 66292599]	[]
652_22769	chr15	67024256	67024656	+	542	33.5	[6.5447836, 6.6472974]	[57, 63]	[]	[]	[67024413, 67024419]	[]
652_2277	chr20	48921248	48921648	+	1000	69.0	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[116, 182, 192]	[]	[48921408, 48921474, 48921484]
652_22770	chr15	67074428	67074828	+	812	33.5	[]	[]	[11.127059]	[247]	[]	[67074676]
652_22774	chr15	68822016	68822416	+	824	33.5	[13.202995]	[140]	[]	[]	[68822256]	[]
652_22778	chr15	78916647	78917047	+	830	33.5	[]	[]	[6.5447836, 6.5447836]	[80, 85]	[]	[78916811, 78916816]
652_22781	chr15	91271559	91271959	+	784	33.5	[]	[]	[6.5447836, 6.5447836]	[79, 127]	[]	[91271736, 91271784]
652_22788	chr16	14971847	14972247	+	759	33.5	[]	[]	[13.202995, 6.5447836]	[115, 167]	[]	[14972042, 14972094]
652_22789	chr16	15990896	15991296	+	792	33.5	[6.5447836]	[169]	[]	[]	[15991135]	[]
652_22795	chr16	29808072	29808472	+	649	33.5	[6.5447836]	[87]	[]	[]	[29808255]	[]
652_22799	chr16	56729570	56729970	+	799	33.5	[]	[]	[6.5447836]	[227]	[]	[56729808]
652_2280	chr22	20657975	20658375	+	1000	69.0	[6.5447836, 6.5447836]	[173, 202]	[]	[]	[20658159, 20658188]	[]
652_22804	chr16	70415617	70416017	+	692	33.5	[]	[]	[6.5447836]	[95]	[]	[70415783]
652_2281	chr22	22463122	22463522	+	1000	69.0	[6.5447836]	[146]	[6.5447836]	[61]	[22463365]	[22463280]
652_22810	chr16	81482829	81483229	+	783	33.5	[]	[]	[6.5447836]	[154]	[]	[81483056]
652_22811	chr16	84700724	84701124	+	816	33.5	[]	[]	[6.5447836]	[125]	[]	[84700899]
652_22815	chr17	3737676	3738076	+	708	33.5	[6.5447836]	[69]	[]	[]	[3737843]	[]
652_22816	chr17	5618414	5618814	+	797	33.5	[6.5447836]	[90]	[]	[]	[5618565]	[]
652_22824	chr17	42428396	42428796	+	753	33.5	[6.5447836]	[77]	[6.5447836]	[59]	[42428571]	[42428553]
652_22826	chr17	45161876	45162276	+	756	33.5	[]	[]	[6.6472974]	[122]	[]	[45162094]
652_22833	chr17	48486671	48487071	+	828	33.5	[]	[]	[6.5447836]	[178]	[]	[48486875]
652_22837	chr17	60720711	60721111	+	756	33.5	[6.5447836]	[171]	[]	[]	[60720960]	[]
652_22838	chr17	64306852	64307252	+	841	33.5	[]	[]	[11.127059]	[102]	[]	[64307043]
652_22840	chr17	67833933	67834333	+	772	33.5	[]	[]	[6.5447836]	[72]	[]	[67834104]
652_22848	chr17	76303208	76303608	+	824	33.5	[6.5447836]	[183]	[6.5447836]	[191]	[76303439]	[76303447]
652_22854	chr17	82868621	82869021	+	794	33.5	[9.98438]	[111]	[6.5447836]	[148]	[82868793]	[82868830]
652_22859	chr18	2656455	2656855	+	833	33.5	[6.5447836]	[105]	[]	[]	[2656643]	[]
652_22860	chr18	3512114	3512514	+	810	33.5	[6.5447836]	[99]	[]	[]	[3512270]	[]
652_22888	chr19	13098311	13098711	+	824	33.5	[]	[]	[6.5447836]	[154]	[]	[13098537]
652_22894	chr19	34999886	35000286	+	585	33.5	[]	[]	[6.5447836, 6.5447836]	[107, 197]	[]	[35000042, 35000132]
652_22896	chr19	39319246	39319646	+	791	33.5	[6.5447836]	[136]	[]	[]	[39319471]	[]
652_22897	chr19	40403150	40403550	+	593	33.5	[6.5447836]	[115]	[6.5447836, 6.5447836]	[70, 134]	[40403351]	[40403306, 40403370]
652_22902	chr19	45994780	45995180	+	844	33.5	[6.5447836]	[110]	[]	[]	[45994957]	[]
652_22908	chr19	50082799	50083199	+	709	33.5	[6.5447836]	[195]	[]	[]	[50083034]	[]
652_22913	chr19	55477208	55477608	+	675	33.5	[]	[]	[13.202995]	[231]	[]	[55477455]
652_22916	chr2	8615807	8616207	+	815	33.5	[9.98438, 6.9436774]	[95, 125]	[6.5447836]	[79]	[8615993, 8616023]	[8615977]
652_22929	chr2	48120790	48121190	+	824	33.5	[6.6472974]	[203]	[]	[]	[48121012]	[]
652_22930	chr2	55051385	55051785	+	613	33.5	[6.5447836]	[145]	[]	[]	[55051594]	[]
652_22932	chr2	68231018	68231418	+	818	33.5	[]	[]	[6.5447836]	[113]	[]	[68231228]
652_22933	chr2	71067844	71068244	+	546	33.5	[]	[]	[6.5447836]	[166]	[]	[71068048]
652_22936	chr2	74552675	74553075	+	764	33.5	[13.202995, 6.5447836]	[139, 171]	[]	[]	[74552870, 74552902]	[]
652_22937	chr2	74585504	74585904	+	845	33.5	[]	[]	[6.5447836]	[145]	[]	[74585744]
652_22939	chr2	98412858	98413258	+	690	33.5	[]	[]	[13.202995]	[187]	[]	[98413105]
652_2294	chr8	140467168	140467568	+	1000	69.0	[]	[]	[6.5447836]	[173]	[]	[140467414]
652_22945	chr2	118087869	118088269	+	711	33.5	[6.5447836]	[111]	[]	[]	[118088042]	[]
652_22947	chr2	126994105	126994505	+	822	33.5	[]	[]	[6.5447836]	[158]	[]	[126994329]
652_22952	chr2	170930585	170930985	+	773	33.5	[]	[]	[6.5447836, 6.9436774]	[172, 183]	[]	[170930800, 170930811]
652_22953	chr2	177166189	177166589	+	711	33.5	[]	[]	[6.5447836]	[203]	[]	[177166436]
652_22954	chr2	178197692	178198092	+	832	33.5	[6.5447836]	[136]	[]	[]	[178197843]	[]
652_22955	chr2	178242148	178242548	+	837	33.5	[]	[]	[6.5447836]	[82]	[]	[178242302]
652_2296	chr1	27858021	27858421	+	1000	68.5	[6.5447836]	[157]	[]	[]	[27858271]	[]
652_22962	chr20	2687991	2688391	+	820	33.5	[]	[]	[6.5447836]	[142]	[]	[2688224]
652_22964	chr20	30671116	30671516	+	826	33.5	[]	[]	[6.5447836]	[98]	[]	[30671282]
652_22965	chr20	31721120	31721520	+	725	33.5	[6.5447836]	[176]	[]	[]	[31721315]	[]
652_22966	chr20	32091844	32092244	+	766	33.5	[6.5447836]	[69]	[]	[]	[32092000]	[]
652_22967	chr20	35270931	35271331	+	828	33.5	[6.5447836]	[173]	[]	[]	[35271163]	[]
652_2297	chr1	45300226	45300626	+	1000	68.5	[6.5447836]	[99]	[]	[]	[45300422]	[]
652_22970	chr20	41074610	41075010	+	817	33.5	[]	[]	[6.5447836]	[140]	[]	[41074836]
652_22981	chr20	62182606	62183006	+	759	33.5	[6.5447836]	[158]	[]	[]	[62182776]	[]
652_22983	chr21	35232150	35232550	+	721	33.5	[]	[]	[6.5447836, 6.5447836]	[83, 99]	[]	[35232330, 35232346]
652_22987	chr22	16640860	16641260	+	679	33.5	[6.5447836]	[163]	[]	[]	[16641052]	[]
652_2299	chr1	109112052	109112452	+	1000	68.5	[]	[]	[6.5447836]	[126]	[]	[109112261]
652_22998	chr22	20374019	20374419	+	694	33.5	[13.202995]	[86]	[6.5447836]	[96]	[20374199]	[20374209]
652_2300	chr1	111481605	111482005	+	1000	68.5	[6.9436774]	[78]	[]	[]	[111481769]	[]
652_23005	chr22	22082352	22082752	+	819	33.5	[]	[]	[8.236117]	[137]	[]	[22082587]
652_23008	chr22	22296737	22297137	+	698	33.5	[6.9436774]	[66]	[]	[]	[22296891]	[]
652_23011	chr22	22678874	22679274	+	741	33.5	[]	[]	[6.5447836]	[148]	[]	[22679069]
652_23012	chr22	22743858	22744258	+	696	33.5	[]	[]	[6.5447836]	[134]	[]	[22744026]
