#PeakID(python scan_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_22473	chr15	84955885	84956285	+	637	28.0	[]	[]	[7.408826]	[66]	[]	[84956042]
28_22474	chr15	85854317	85854717	+	663	28.0	[7.0441737]	[172]	[]	[]	[85854525]	[]
28_22477	chr15	90071127	90071527	+	695	28.0	[]	[]	[10.276439]	[148]	[]	[90071345]
28_22484	chr16	8183481	8183881	+	592	28.0	[7.0441737]	[199]	[]	[]	[8183683]	[]
28_22485	chr16	11052070	11052470	+	565	28.0	[7.408826]	[156]	[]	[]	[11052277]	[]
28_22486	chr16	11233021	11233421	+	678	28.0	[7.408826]	[228]	[7.0441737]	[233]	[11233263]	[11233268]
28_22488	chr16	14487317	14487717	+	660	28.0	[7.657809]	[210]	[]	[]	[14487557]	[]
28_2249	chr10	70759053	70759453	+	1000	57.0	[7.0441737, 10.276439]	[85, 121]	[]	[]	[70759222, 70759258]	[]
28_22490	chr16	20805607	20806007	+	690	28.0	[7.0441737]	[212]	[7.408826]	[223]	[20805830]	[20805841]
28_22494	chr16	29926223	29926623	+	682	28.0	[]	[]	[10.276439]	[175]	[]	[29926418]
28_225	chr4	40200971	40201371	+	1000	124.0	[]	[]	[10.276439]	[105]	[]	[40201169]
28_2250	chr12	32047887	32048287	+	1000	57.0	[]	[]	[7.657809]	[82]	[]	[32048057]
28_22501	chr16	57994652	57995052	+	609	28.0	[]	[]	[7.408826]	[148]	[]	[57994877]
28_22504	chr16	69566722	69567122	+	662	28.0	[7.0441737, 7.408826]	[109, 186]	[]	[]	[69566889, 69566966]	[]
28_22505	chr16	71943795	71944195	+	667	28.0	[10.276439, 7.408826]	[134, 200]	[10.276439]	[167]	[71943950, 71944016]	[71943983]
28_22506	chr16	79868037	79868437	+	625	28.0	[]	[]	[10.276439]	[69]	[]	[79868201]
28_22508	chr16	84702224	84702624	+	676	28.0	[]	[]	[7.657809]	[170]	[]	[84702408]
28_2251	chr12	47215487	47215887	+	1000	57.0	[7.408826, 10.276439]	[155, 181]	[]	[]	[47215692, 47215718]	[]
28_22511	chr16	85275546	85275946	+	543	28.0	[]	[]	[10.276439]	[103]	[]	[85275743]
28_22512	chr16	85359162	85359562	+	668	28.0	[]	[]	[7.408826]	[103]	[]	[85359363]
28_22514	chr16	85561913	85562313	+	664	28.0	[]	[]	[7.408826]	[146]	[]	[85562119]
28_2252	chr12	56158207	56158607	+	1000	57.0	[]	[]	[7.408826]	[92]	[]	[56158370]
28_22520	chr17	30376646	30377046	+	684	28.0	[]	[]	[7.408826]	[169]	[]	[30376873]
28_22521	chr17	30701369	30701769	+	633	28.0	[7.657809]	[114]	[10.276439]	[106]	[30701536]	[30701528]
28_22525	chr17	38598600	38599000	+	665	28.0	[]	[]	[7.657809]	[199]	[]	[38598816]
28_22526	chr17	39360335	39360735	+	561	28.0	[]	[]	[7.0441737, 10.276439]	[156, 169]	[]	[39360571, 39360584]
28_22527	chr17	39402554	39402954	+	672	28.0	[]	[]	[10.276439]	[80]	[]	[39402731]
28_2253	chr12	93060665	93061065	+	1000	57.0	[]	[]	[10.276439]	[135]	[]	[93060879]
28_22530	chr17	40101048	40101448	+	603	28.0	[7.657809]	[198]	[]	[]	[40101294]	[]
28_22531	chr17	40803561	40803961	+	693	28.0	[]	[]	[10.276439]	[233]	[]	[40803802]
28_22538	chr17	47493162	47493562	+	679	28.0	[]	[]	[9.601446]	[193]	[]	[47493387]
28_2254	chr12	109477383	109477783	+	1000	57.0	[7.408826, 9.601446]	[84, 122]	[]	[]	[109477553, 109477591]	[]
28_22542	chr17	49333784	49334184	+	661	28.0	[7.657809, 7.0441737]	[141, 147]	[]	[]	[49334011, 49334017]	[]
28_22544	chr17	60142802	60143202	+	588	28.0	[]	[]	[10.276439]	[101]	[]	[60142978]
28_22552	chr17	68035101	68035501	+	678	28.0	[]	[]	[7.408826]	[182]	[]	[68035325]
28_22553	chr17	68057558	68057958	+	620	28.0	[]	[]	[7.657809]	[135]	[]	[68057729]
28_2256	chr16	29863233	29863633	+	1000	57.0	[7.408826]	[107]	[]	[]	[29863410]	[]
28_22567	chr18	2572279	2572679	+	631	28.0	[7.657809]	[199]	[7.408826, 7.408826]	[143, 185]	[2572520]	[2572464, 2572506]
28_22568	chr18	3384999	3385399	+	664	28.0	[10.276439]	[187]	[]	[]	[3385218]	[]
28_22569	chr18	3449637	3450037	+	701	28.0	[10.276439, 9.601446]	[135, 151]	[]	[]	[3449826, 3449842]	[]
28_2257	chr16	31074176	31074576	+	1000	57.0	[7.408826]	[205]	[]	[]	[31074416]	[]
28_22570	chr18	3583114	3583514	+	548	28.0	[7.408826, 7.408826]	[116, 179]	[]	[]	[3583274, 3583337]	[]
28_22571	chr18	9005323	9005723	+	637	28.0	[10.276439]	[177]	[7.0441737]	[196]	[9005528]	[9005547]
28_22572	chr18	9119546	9119946	+	660	28.0	[7.408826]	[84]	[7.408826]	[150]	[9119722]	[9119788]
28_22574	chr18	9908003	9908403	+	673	28.0	[10.276439]	[136]	[]	[]	[9908228]	[]
28_22577	chr18	26227445	26227845	+	624	28.0	[10.276439]	[110]	[]	[]	[26227599]	[]
28_22578	chr18	45974154	45974554	+	658	28.0	[9.601446]	[61]	[]	[]	[45974309]	[]
28_22579	chr18	57833705	57834105	+	652	28.0	[7.0441737]	[121]	[]	[]	[57833866]	[]
28_22584	chr19	7674437	7674837	+	678	28.0	[]	[]	[7.408826]	[147]	[]	[7674678]
28_22587	chr19	10862983	10863383	+	559	28.0	[]	[]	[7.0441737]	[169]	[]	[10863226]
28_22591	chr19	15377172	15377572	+	664	28.0	[]	[]	[7.408826]	[155]	[]	[15377371]
28_22593	chr19	19394575	19394975	+	553	28.0	[7.408826]	[82]	[]	[]	[19394749]	[]
28_22601	chr19	38931064	38931464	+	703	28.0	[7.408826]	[127]	[]	[]	[38931240]	[]
28_22602	chr19	40424521	40424921	+	583	28.0	[]	[]	[10.276439]	[156]	[]	[40424754]
28_22608	chr19	48951195	48951595	+	649	28.0	[]	[]	[7.408826]	[112]	[]	[48951360]
28_2261	chr19	15828837	15829237	+	1000	57.0	[10.276439]	[124]	[]	[]	[15829043]	[]
28_22613	chr19	55656303	55656703	+	678	28.0	[10.276439]	[188]	[]	[]	[55656500]	[]
28_22614	chr2	3576244	3576644	+	581	28.0	[]	[]	[7.408826]	[193]	[]	[3576485]
28_22615	chr2	8679379	8679779	+	564	28.0	[]	[]	[10.276439]	[157]	[]	[8679562]
28_22617	chr2	11342729	11343129	+	578	28.0	[]	[]	[10.276439]	[129]	[]	[11342951]
28_22619	chr2	17126105	17126505	+	627	28.0	[7.408826]	[79]	[]	[]	[17126259]	[]
28_22621	chr2	24382280	24382680	+	623	28.0	[]	[]	[7.408826, 7.408826]	[76, 81]	[]	[24382431, 24382436]
28_22624	chr2	32358249	32358649	+	690	28.0	[]	[]	[7.657809]	[163]	[]	[32358418]
28_22627	chr2	43612342	43612742	+	640	28.0	[]	[]	[7.657809]	[96]	[]	[43612537]
28_22630	chr2	48134673	48135073	+	656	28.0	[]	[]	[7.408826]	[81]	[]	[48134830]
28_22633	chr2	54971798	54972198	+	626	28.0	[10.276439]	[191]	[]	[]	[54972040]	[]
28_22638	chr2	73234601	73235001	+	603	28.0	[]	[]	[7.0441737]	[173]	[]	[73234802]
28_22639	chr2	74142426	74142826	+	691	28.0	[7.408826]	[215]	[7.408826]	[168]	[74142661]	[74142614]
28_2264	chr2	99180926	99181326	+	1000	57.0	[7.408826]	[89]	[]	[]	[99181093]	[]
28_22640	chr2	74530873	74531273	+	677	28.0	[]	[]	[7.657809]	[133]	[]	[74531074]
28_22641	chr2	84459676	84460076	+	580	28.0	[]	[]	[7.657809]	[198]	[]	[84459897]
28_22642	chr2	85999019	85999419	+	695	28.0	[]	[]	[9.601446]	[184]	[]	[85999256]
28_22645	chr2	100303636	100304036	+	656	28.0	[]	[]	[10.276439]	[183]	[]	[100303862]
28_22649	chr2	121856358	121856758	+	672	28.0	[]	[]	[7.0441737]	[141]	[]	[121856594]
28_2265	chr2	99609848	99610248	+	1000	57.0	[7.0441737]	[115]	[]	[]	[99610038]	[]
28_22652	chr2	128063499	128063899	+	591	28.0	[]	[]	[10.276439]	[133]	[]	[128063688]
28_2266	chr2	144582715	144583115	+	1000	57.0	[7.408826]	[207]	[]	[]	[144582943]	[]
28_22665	chr2	237998512	237998912	+	618	28.0	[10.276439]	[118]	[7.657809, 7.408826]	[68, 85]	[237998730]	[237998680, 237998697]
28_22666	chr20	17996004	17996404	+	556	28.0	[]	[]	[7.0441737]	[109]	[]	[17996208]
28_22667	chr20	31610615	31611015	+	665	28.0	[10.276439]	[118]	[7.408826, 7.408826]	[123, 140]	[31610766]	[31610771, 31610788]
28_22669	chr20	35539671	35540071	+	682	28.0	[10.276439]	[124]	[]	[]	[35539866]	[]
28_2267	chr20	47331308	47331708	+	1000	57.0	[]	[]	[10.276439]	[118]	[]	[47331526]
28_22670	chr20	35541373	35541773	+	579	28.0	[]	[]	[10.276439]	[96]	[]	[35541560]
28_22677	chr20	38946666	38947066	+	665	28.0	[10.276439]	[125]	[]	[]	[38946828]	[]
28_22678	chr20	43558538	43558938	+	664	28.0	[7.0441737]	[109]	[]	[]	[43558721]	[]
28_22679	chr20	47350274	47350674	+	622	28.0	[7.408826]	[79]	[7.408826]	[161]	[47350426]	[47350508]
28_2268	chr21	31737939	31738339	+	1000	57.0	[10.276439, 7.408826]	[137, 172]	[]	[]	[31738138, 31738173]	[]
28_22681	chr20	49916524	49916924	+	652	28.0	[7.657809]	[144]	[]	[]	[49916740]	[]
28_22682	chr20	50012543	50012943	+	685	28.0	[7.408826]	[97]	[]	[]	[50012734]	[]
28_22684	chr20	50478199	50478599	+	662	28.0	[]	[]	[7.408826]	[127]	[]	[50478351]
28_22687	chr20	53176021	53176421	+	687	28.0	[10.276439, 7.408826]	[124, 133]	[]	[]	[53176183, 53176192]	[]
28_22698	chr22	16593892	16594292	+	571	28.0	[7.408826, 7.408826]	[81, 100]	[]	[]	[16594070, 16594089]	[]
28_227	chr3	141487581	141487981	+	1000	123.5	[]	[]	[7.408826]	[97]	[]	[141487776]
28_2270	chr22	20955558	20955958	+	1000	57.0	[7.0441737]	[108]	[]	[]	[20955720]	[]
28_22701	chr22	19200183	19200583	+	663	28.0	[7.408826]	[148]	[7.657809]	[204]	[19200372]	[19200428]
28_22702	chr22	19460045	19460445	+	628	28.0	[10.276439]	[170]	[]	[]	[19460218]	[]
28_22703	chr22	19614469	19614869	+	715	28.0	[9.601446]	[150]	[]	[]	[19614663]	[]
28_22707	chr22	19936086	19936486	+	682	28.0	[7.408826]	[134]	[]	[]	[19936269]	[]
28_22712	chr22	20630323	20630723	+	571	28.0	[]	[]	[7.657809]	[62]	[]	[20630477]
28_22713	chr22	20785526	20785926	+	625	28.0	[]	[]	[7.408826, 7.408826]	[120, 150]	[]	[20785726, 20785756]
28_22714	chr22	20835938	20836338	+	610	28.0	[]	[]	[7.0441737]	[200]	[]	[20836154]
28_22716	chr22	21741709	21742109	+	592	28.0	[7.657809]	[128]	[]	[]	[21741886]	[]
28_22718	chr22	22132284	22132684	+	585	28.0	[]	[]	[10.276439]	[83]	[]	[22132436]
28_22719	chr22	22189943	22190343	+	683	28.0	[]	[]	[10.276439]	[115]	[]	[22190144]
28_22727	chr22	39840065	39840465	+	631	28.0	[]	[]	[7.408826, 7.408826, 10.276439]	[129, 150, 214]	[]	[39840223, 39840244, 39840308]
28_22728	chr22	41666859	41667259	+	656	28.0	[]	[]	[7.657809]	[165]	[]	[41667074]
28_2273	chr5	76319674	76320074	+	1000	57.0	[7.408826]	[144]	[]	[]	[76319892]	[]
28_22730	chr22	50533379	50533779	+	693	28.0	[10.276439]	[131]	[7.657809]	[146]	[50533594]	[50533609]
28_22733	chr3	13417510	13417910	+	677	28.0	[10.276439]	[108]	[]	[]	[13417699]	[]
28_22735	chr3	13895476	13895876	+	652	28.0	[9.601446]	[136]	[10.276439, 9.601446]	[98, 148]	[13895695]	[13895657, 13895707]
28_22736	chr3	14221918	14222318	+	609	28.0	[7.408826]	[162]	[]	[]	[14222146]	[]
28_22738	chr3	17412875	17413275	+	642	28.0	[7.408826]	[147]	[7.657809]	[116]	[17413099]	[17413068]
28_22740	chr3	32175616	32176016	+	652	28.0	[7.0441737]	[87]	[]	[]	[32175770]	[]
28_22743	chr3	38521258	38521658	+	623	28.0	[]	[]	[7.657809]	[142]	[]	[38521428]
28_22749	chr3	72595471	72595871	+	689	28.0	[9.601446]	[141]	[]	[]	[72595690]	[]
28_2275	chr6	13702711	13703111	+	1000	57.0	[10.276439]	[146]	[10.276439]	[159]	[13702923]	[13702936]
28_22750	chr3	99825281	99825681	+	580	28.0	[10.276439]	[189]	[]	[]	[99825518]	[]
28_22751	chr3	100708862	100709262	+	698	28.0	[]	[]	[10.276439]	[85]	[]	[100709018]
28_22753	chr3	124619961	124620361	+	682	28.0	[]	[]	[7.657809]	[121]	[]	[124620161]
28_22757	chr3	146544718	146545118	+	689	28.0	[]	[]	[7.0441737, 10.276439]	[111, 117]	[]	[146544875, 146544881]
28_22759	chr3	157116441	157116841	+	550	28.0	[7.0441737, 7.408826]	[72, 82]	[10.276439]	[127]	[157116594, 157116604]	[157116649]
28_2276	chr6	26197251	26197651	+	1000	57.0	[7.408826]	[139]	[]	[]	[26197428]	[]
28_22761	chr3	161222544	161222944	+	695	28.0	[]	[]	[7.408826]	[206]	[]	[161222782]
28_22763	chr3	172070137	172070537	+	587	28.0	[9.601446]	[226]	[]	[]	[172070373]	[]
28_22764	chr3	172987276	172987676	+	658	28.0	[]	[]	[7.0441737, 10.276439, 7.657809]	[157, 205, 213]	[]	[172987456, 172987504, 172987512]
28_22765	chr3	172991632	172992032	+	676	28.0	[]	[]	[7.657809]	[154]	[]	[172991859]
28_22766	chr3	177673382	177673782	+	652	28.0	[7.408826]	[167]	[]	[]	[177673580]	[]
28_22769	chr3	184712532	184712932	+	642	28.0	[7.657809]	[177]	[7.408826]	[193]	[184712748]	[184712764]
28_22771	chr3	186997180	186997580	+	594	28.0	[]	[]	[7.657809]	[157]	[]	[186997350]
28_22772	chr3	187139574	187139974	+	606	28.0	[]	[]	[7.408826]	[108]	[]	[187139751]
28_22778	chr3	196943149	196943549	+	680	28.0	[7.408826, 7.657809]	[78, 148]	[]	[]	[196943304, 196943374]	[]
28_22780	chr3	197964009	197964409	+	670	28.0	[7.408826]	[104]	[9.601446]	[151]	[197964198]	[197964245]
28_22785	chr4	73729647	73730047	+	675	28.0	[7.408826, 7.657809]	[100, 179]	[]	[]	[73729816, 73729895]	[]
28_22786	chr4	74320405	74320805	+	643	28.0	[7.408826]	[159]	[]	[]	[74320595]	[]
28_22789	chr4	78810332	78810732	+	691	28.0	[10.276439]	[198]	[]	[]	[78810583]	[]
28_2279	chr6	157667263	157667663	+	1000	57.0	[]	[]	[9.601446]	[124]	[]	[157667481]
28_22790	chr4	78864407	78864807	+	621	28.0	[]	[]	[10.276439]	[77]	[]	[78864579]
28_22793	chr4	98970279	98970679	+	672	28.0	[10.276439]	[223]	[7.657809]	[154]	[98970515]	[98970446]
28_22795	chr4	102503757	102504157	+	706	28.0	[7.657809]	[145]	[]	[]	[102503993]	[]
28_22796	chr4	107999775	108000175	+	687	28.0	[]	[]	[7.408826]	[166]	[]	[107999943]
28_228	chr12	110418443	110418843	+	1000	123.0	[7.0441737]	[96]	[]	[]	[110418627]	[]
28_22801	chr4	126704317	126704717	+	706	28.0	[7.657809]	[166]	[]	[]	[126704502]	[]
28_22802	chr4	143184335	143184735	+	682	28.0	[7.408826, 7.408826]	[93, 120]	[]	[]	[143184499, 143184526]	[]
28_22805	chr4	173013562	173013962	+	692	28.0	[]	[]	[10.276439]	[116]	[]	[173013771]
28_22808	chr4	186500981	186501381	+	628	28.0	[7.0441737]	[169]	[7.0441737]	[106]	[186501203]	[186501140]
28_22809	chr4	186829942	186830342	+	667	28.0	[10.276439]	[155]	[]	[]	[186830192]	[]
28_2281	chr7	76383232	76383632	+	1000	57.0	[]	[]	[7.657809]	[91]	[]	[76383386]
28_22810	chr5	10250866	10251266	+	618	28.0	[]	[]	[7.408826]	[167]	[]	[10251096]
28_22811	chr5	15013878	15014278	+	554	28.0	[7.657809]	[108]	[]	[]	[15014081]	[]
28_22817	chr5	76542781	76543181	+	659	28.0	[]	[]	[7.408826]	[194]	[]	[76543004]
28_22818	chr5	79612920	79613320	+	680	28.0	[]	[]	[7.408826]	[207]	[]	[79613168]
28_2282	chr7	127383298	127383698	+	1000	57.0	[]	[]	[10.276439, 7.657809]	[81, 133]	[]	[127383477, 127383529]
28_22822	chr5	109406836	109407236	+	698	28.0	[7.408826]	[152]	[]	[]	[109407017]	[]
28_22823	chr5	126354000	126354400	+	625	28.0	[7.408826]	[124]	[7.408826]	[167]	[126354167]	[126354210]
28_22824	chr5	126845926	126846326	+	655	28.0	[7.657809]	[102]	[]	[]	[126846091]	[]
28_22826	chr5	132272739	132273139	+	580	28.0	[10.276439]	[138]	[]	[]	[132272937]	[]
28_22830	chr5	138213242	138213642	+	661	28.0	[]	[]	[9.601446]	[110]	[]	[138213409]
28_22834	chr5	146204371	146204771	+	692	28.0	[]	[]	[10.276439]	[83]	[]	[146204541]
28_22851	chr6	17724909	17725309	+	654	28.0	[7.408826]	[103]	[]	[]	[17725062]	[]
28_22854	chr6	18503854	18504254	+	579	28.0	[]	[]	[7.408826]	[181]	[]	[18504042]
28_22856	chr6	25788678	25789078	+	550	28.0	[]	[]	[10.276439, 10.276439, 7.657809]	[130, 151, 189]	[]	[25788864, 25788885, 25788923]
28_2286	chr8	29225653	29226053	+	1000	57.0	[10.276439]	[124]	[7.408826]	[191]	[29225818]	[29225885]
28_22860	chr6	28741156	28741556	+	676	28.0	[7.0441737]	[138]	[]	[]	[28741368]	[]
28_22863	chr6	32853687	32854087	+	586	28.0	[]	[]	[10.276439]	[142]	[]	[32853909]
28_22864	chr6	33208785	33209185	+	673	28.0	[9.601446, 10.276439]	[93, 150]	[]	[]	[33208977, 33209034]	[]
28_2287	chr8	85959078	85959478	+	1000	57.0	[7.657809]	[145]	[]	[]	[85959289]	[]
28_22870	chr6	36360668	36361068	+	663	28.0	[]	[]	[10.276439]	[117]	[]	[36360831]
28_22871	chr6	36605683	36606083	+	624	28.0	[10.276439]	[108]	[7.657809]	[84]	[36605879]	[36605855]
28_22874	chr6	44063365	44063765	+	646	28.0	[]	[]	[7.657809]	[88]	[]	[44063517]
28_22875	chr6	44133003	44133403	+	584	28.0	[]	[]	[10.276439]	[142]	[]	[44133154]
28_22876	chr6	49744265	49744665	+	689	28.0	[7.408826]	[128]	[]	[]	[49744427]	[]
28_22884	chr6	106566540	106566940	+	568	28.0	[]	[]	[7.408826]	[194]	[]	[106566751]
28_22885	chr6	109238516	109238916	+	605	28.0	[7.0441737]	[129]	[]	[]	[109238739]	[]
28_22896	chr6	137849264	137849664	+	590	28.0	[]	[]	[7.657809, 7.408826]	[137, 147]	[]	[137849498, 137849508]
28_22898	chr6	138428780	138429180	+	663	28.0	[10.276439]	[137]	[]	[]	[138428989]	[]
28_22899	chr6	139977800	139978200	+	684	28.0	[10.276439]	[74]	[]	[]	[139977966]	[]
28_22901	chr6	157020488	157020888	+	666	28.0	[7.408826, 10.276439, 7.408826]	[113, 143, 155]	[]	[]	[157020686, 157020716, 157020728]	[]
28_22902	chr6	157219976	157220376	+	675	28.0	[7.408826]	[117]	[]	[]	[157220187]	[]
28_22903	chr6	157977969	157978369	+	686	28.0	[7.408826]	[98]	[]	[]	[157978120]	[]
28_22904	chr6	158706684	158707084	+	607	28.0	[7.657809, 10.276439]	[91, 107]	[]	[]	[158706844, 158706860]	[]
28_22905	chr6	159729487	159729887	+	617	28.0	[]	[]	[10.276439, 7.657809, 7.408826]	[81, 110, 138]	[]	[159729659, 159729688, 159729716]
28_22906	chr6	159805385	159805785	+	597	28.0	[7.408826, 7.408826]	[130, 203]	[]	[]	[159805549, 159805622]	[]
28_22907	chr6	161351739	161352139	+	594	28.0	[]	[]	[7.408826, 7.0441737, 7.657809]	[103, 121, 133]	[]	[161351896, 161351914, 161351926]
28_22909	chr7	2020808	2021208	+	671	28.0	[]	[]	[7.408826]	[215]	[]	[2021038]
28_2291	chr1	40257736	40258136	+	1000	56.5	[]	[]	[7.408826]	[111]	[]	[40257909]
28_22910	chr7	6104371	6104771	+	658	28.0	[]	[]	[10.276439]	[83]	[]	[6104549]
28_22914	chr7	16742532	16742932	+	656	28.0	[7.0441737]	[62]	[]	[]	[16742686]	[]
28_22915	chr7	22647488	22647888	+	673	28.0	[7.408826]	[161]	[]	[]	[22647720]	[]
28_22916	chr7	22663024	22663424	+	677	28.0	[]	[]	[7.408826]	[179]	[]	[22663226]
28_22919	chr7	25116699	25117099	+	663	28.0	[]	[]	[7.408826]	[164]	[]	[25116929]
28_22920	chr7	32732708	32733108	+	705	28.0	[]	[]	[7.0441737]	[174]	[]	[32732887]
28_22922	chr7	36301894	36302294	+	622	28.0	[7.408826]	[189]	[]	[]	[36302131]	[]
28_22923	chr7	38222487	38222887	+	680	28.0	[7.408826]	[159]	[]	[]	[38222705]	[]
28_22925	chr7	65551009	65551409	+	690	28.0	[7.657809]	[66]	[]	[]	[65551172]	[]
28_22928	chr7	76341312	76341712	+	650	28.0	[]	[]	[10.276439, 7.657809]	[70, 135]	[]	[76341480, 76341545]
28_22929	chr7	76380953	76381353	+	583	28.0	[]	[]	[10.276439]	[188]	[]	[76381188]
28_2293	chr1	44807469	44807869	+	1000	56.5	[]	[]	[7.657809]	[191]	[]	[44807702]
28_22930	chr7	77692089	77692489	+	584	28.0	[]	[]	[10.276439]	[127]	[]	[77692241]
28_22931	chr7	93593099	93593499	+	684	28.0	[]	[]	[7.657809]	[140]	[]	[93593299]
28_22932	chr7	94087790	94088190	+	687	28.0	[10.276439]	[123]	[7.0441737]	[152]	[94088002]	[94088031]
28_22939	chr7	105760194	105760594	+	685	28.0	[]	[]	[7.408826]	[88]	[]	[105760362]
28_22941	chr7	106244234	106244634	+	620	28.0	[]	[]	[10.276439]	[229]	[]	[106244482]
28_22944	chr7	107061744	107062144	+	694	28.0	[]	[]	[9.601446, 7.657809]	[143, 182]	[]	[107061896, 107061935]
28_22945	chr7	107194206	107194606	+	616	28.0	[7.408826]	[224]	[]	[]	[107194441]	[]
28_22946	chr7	116438200	116438600	+	651	28.0	[7.657809, 10.276439]	[149, 158]	[]	[]	[116438436, 116438445]	[]
28_22948	chr7	121055877	121056277	+	681	28.0	[]	[]	[10.276439, 10.276439]	[81, 127]	[]	[121056036, 121056082]
28_22949	chr7	121164491	121164891	+	695	28.0	[7.657809]	[179]	[]	[]	[121164742]	[]
28_2295	chr1	109719307	109719707	+	1000	56.5	[7.657809]	[163]	[]	[]	[109719557]	[]
28_22953	chr7	129607607	129608007	+	605	28.0	[7.657809]	[162]	[]	[]	[129607802]	[]
28_22955	chr7	140402353	140402753	+	561	28.0	[]	[]	[7.408826]	[194]	[]	[140402590]
28_22956	chr7	141550922	141551322	+	641	28.0	[9.601446, 7.0441737]	[106, 117]	[]	[]	[141551108, 141551119]	[]
28_22957	chr7	142783240	142783640	+	688	28.0	[]	[]	[7.408826]	[215]	[]	[142783488]
28_22964	chr7	150685411	150685811	+	634	28.0	[10.276439]	[125]	[]	[]	[150685569]	[]
28_22965	chr7	150918358	150918758	+	692	28.0	[7.408826]	[153]	[]	[]	[150918605]	[]
28_22967	chr7	156659227	156659627	+	608	28.0	[10.276439]	[142]	[]	[]	[156659460]	[]
28_22969	chr8	688459	688859	+	590	28.0	[]	[]	[7.408826]	[76]	[]	[688622]
28_2297	chr1	154157765	154158165	+	1000	56.5	[7.408826]	[181]	[]	[]	[154157956]	[]
28_22970	chr8	9171656	9172056	+	574	28.0	[10.276439]	[141]	[]	[]	[9171844]	[]
28_22971	chr8	23221454	23221854	+	663	28.0	[7.408826]	[96]	[]	[]	[23221643]	[]
28_22972	chr8	27597017	27597417	+	692	28.0	[7.0441737]	[164]	[]	[]	[27597222]	[]
28_22974	chr8	29004238	29004638	+	686	28.0	[]	[]	[7.408826]	[132]	[]	[29004431]
28_22979	chr8	47997267	47997667	+	686	28.0	[7.408826]	[205]	[]	[]	[47997493]	[]
28_22982	chr8	66917770	66918170	+	661	28.0	[10.276439, 10.276439]	[130, 151]	[]	[]	[66917985, 66918006]	[]
28_22989	chr8	102443943	102444343	+	612	28.0	[7.408826]	[182]	[]	[]	[102444173]	[]
28_22991	chr8	105363391	105363791	+	650	28.0	[7.657809]	[137]	[]	[]	[105363587]	[]
28_22993	chr8	106011356	106011756	+	668	28.0	[10.276439]	[155]	[10.276439]	[100]	[106011597]	[106011542]
28_22996	chr8	123877955	123878355	+	588	28.0	[7.0441737]	[201]	[]	[]	[123878159]	[]
28_22997	chr8	125279100	125279500	+	591	28.0	[10.276439]	[179]	[]	[]	[125279331]	[]
28_23	chrUn_KI270438v1	104694	105094	+	1000	454.0	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809, 10.276439, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[53, 63, 73, 83, 88, 103, 118, 128, 133, 148]	[]	[104847, 104857, 104867, 104877, 104882, 104897, 104912, 104922, 104927, 104942]
28_230	chr16	34576280	34576680	+	1000	123.0	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809]	[57, 80, 142, 152]	[]	[34576435, 34576458, 34576520, 34576530]
28_23002	chr8	130207625	130208025	+	651	28.0	[]	[]	[7.408826, 7.657809]	[181, 209]	[]	[130207816, 130207844]
28_23005	chr9	37195374	37195774	+	685	28.0	[]	[]	[10.276439, 7.408826]	[139, 145]	[]	[37195559, 37195565]
28_23007	chr9	87445691	87446091	+	681	28.0	[10.276439, 7.657809]	[149, 223]	[]	[]	[87445866, 87445940]	[]
28_23008	chr9	91193515	91193915	+	582	28.0	[]	[]	[7.408826]	[174]	[]	[91193714]
28_23011	chr9	95409699	95410099	+	688	28.0	[7.408826]	[158]	[]	[]	[95409927]	[]
28_23013	chr9	100098732	100099132	+	683	28.0	[]	[]	[7.408826]	[151]	[]	[100098908]
28_23014	chr9	107751748	107752148	+	671	28.0	[]	[]	[10.276439]	[176]	[]	[107751978]
28_23015	chr9	112097598	112097998	+	676	28.0	[7.408826]	[149]	[]	[]	[112097813]	[]
28_23018	chr9	120767472	120767872	+	690	28.0	[7.408826]	[220]	[]	[]	[120767700]	[]
28_23020	chr9	120847668	120848068	+	702	28.0	[7.408826]	[217]	[]	[]	[120847917]	[]
28_23022	chr9	123929036	123929436	+	642	28.0	[10.276439]	[191]	[]	[]	[123929258]	[]
28_23023	chr9	124870175	124870575	+	655	28.0	[7.0441737]	[157]	[7.408826]	[108]	[124870385]	[124870336]
28_23024	chr9	127613237	127613637	+	596	28.0	[]	[]	[7.408826]	[93]	[]	[127613425]
28_23027	chr9	127937541	127937941	+	641	28.0	[7.0441737]	[131]	[]	[]	[127937730]	[]
28_23030	chr9	130531764	130532164	+	674	28.0	[7.408826]	[101]	[7.408826]	[64]	[130531959]	[130531922]
28_23035	chr9	137685454	137685854	+	576	28.0	[10.276439]	[172]	[]	[]	[137685677]	[]
28_23038	chrX	41010821	41011221	+	605	28.0	[]	[]	[7.408826]	[138]	[]	[41010981]
28_23045	chr1	7752802	7753202	+	661	27.5	[7.657809, 10.276439]	[120, 147]	[]	[]	[7752953, 7752980]	[]
28_23046	chr1	8165670	8166070	+	648	27.5	[7.408826]	[128]	[]	[]	[8165898]	[]
