#PeakID(python identify_motif.py ./ENCODE_processed_files/EGR1_idr.fa EGR1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
124_10003	chr22	31084698	31085098	+	1000	64.5	[9.087717]	[114]	[11.022005, 8.912237]	[140, 170]	[31084885]	[31084911, 31084941]
124_2068	chr1	14437046	14437446	+	1000	174.5	[10.223966]	[93]	[]	[]	[14437234]	[]
124_2069	chr1	207024393	207024793	+	1000	174.5	[10.628352]	[97]	[]	[]	[207024579]	[]
124_20690	chr22	49052250	49052650	+	597	36.0	[6.8398285]	[85]	[8.673553]	[114]	[49052418]	[49052447]
124_20695	chr3	13040995	13041395	+	869	36.0	[]	[]	[8.412784]	[189]	[]	[13041214]
124_20696	chr3	14262291	14262691	+	577	36.0	[7.761374]	[118]	[]	[]	[14262457]	[]
124_2070	chr1	223233592	223233992	+	1000	174.5	[]	[]	[8.336318]	[102]	[]	[223233794]
124_20703	chr3	179942241	179942641	+	887	36.0	[9.872764]	[133]	[8.874801, 8.190466, 6.854853]	[100, 108, 114]	[179942454]	[179942421, 179942429, 179942435]
124_20706	chr4	53592553	53592953	+	885	36.0	[]	[]	[6.6161695]	[199]	[]	[53592745]
124_20718	chr5	133806771	133807171	+	763	36.0	[10.943448]	[183]	[]	[]	[133807009]	[]
124_20724	chr6	2901635	2902035	+	891	36.0	[6.7142572, 6.702412]	[115, 121]	[]	[]	[2901799, 2901805]	[]
124_20726	chr6	3351471	3351871	+	879	36.0	[6.7762966]	[139]	[6.973857]	[158]	[3351701]	[3351720]
124_2073	chr12	118061061	118061461	+	1000	174.5	[]	[]	[7.284421, 13.844391, 7.4875197, 7.6922283, 7.1162806]	[89, 91, 116, 118, 120]	[]	[118061212, 118061214, 118061239, 118061241, 118061243]
124_20730	chr6	15574502	15574902	+	860	36.0	[]	[]	[8.568877]	[101]	[]	[15574688]
124_20739	chr6	42783437	42783837	+	831	36.0	[8.894457]	[213]	[]	[]	[42783654]	[]
124_20743	chr6	106325300	106325700	+	894	36.0	[8.206155, 6.9615703]	[159, 161]	[]	[]	[106325512, 106325514]	[]
124_2075	chr17	7252007	7252407	+	1000	174.5	[]	[]	[15.82531]	[93]	[]	[7252192]
124_20755	chr7	45978200	45978600	+	834	36.0	[11.523553]	[149]	[]	[]	[45978447]	[]
124_20758	chr7	99929353	99929753	+	844	36.0	[]	[]	[8.482947]	[124]	[]	[99929562]
124_2076	chr17	75779594	75779994	+	1000	174.5	[9.405562]	[96]	[]	[]	[75779781]	[]
124_2077	chr19	2474583	2474983	+	1000	174.5	[]	[]	[9.709036]	[91]	[]	[2474765]
124_20771	chr7	158341088	158341488	+	840	36.0	[12.190124, 12.190124, 12.190124]	[118, 164, 183]	[]	[]	[158341266, 158341312, 158341331]	[]
124_20772	chr8	6709269	6709669	+	812	36.0	[]	[]	[9.464078]	[199]	[]	[6709428]
124_20773	chr8	10716484	10716884	+	705	36.0	[9.237138, 11.459085]	[98, 131]	[]	[]	[10716669, 10716702]	[]
124_20774	chr8	23022945	23023345	+	863	36.0	[7.0285068, 12.415197, 8.568877, 7.549896, 7.869774]	[124, 154, 171, 173, 175]	[]	[]	[23023114, 23023144, 23023161, 23023163, 23023165]	[]
124_20777	chr8	65743175	65743575	+	849	36.0	[]	[]	[7.0828924]	[133]	[]	[65743367]
124_20786	chr9	122828021	122828421	+	881	36.0	[]	[]	[8.113635, 7.039815]	[106, 168]	[]	[122828209, 122828271]
124_2079	chr21	45411343	45411743	+	1000	174.5	[8.817991, 10.875376]	[100, 136]	[]	[]	[45411515, 45411551]	[]
124_20797	chrX	72276910	72277310	+	877	36.0	[]	[]	[7.25622]	[144]	[]	[72277138]
124_20798	chr1	2327321	2327721	+	819	35.5	[]	[]	[9.586199]	[183]	[]	[2327565]
124_20799	chr1	3510795	3511195	+	861	35.5	[12.266589, 7.758964, 11.70845, 8.449994, 8.847424]	[121, 123, 127, 147, 158]	[]	[]	[3510954, 3510956, 3510960, 3510980, 3510991]	[]
124_208	chr3	5023275	5023675	+	1000	382.5	[]	[]	[9.786884]	[105]	[]	[5023479]
124_2080	chr3	196431828	196432228	+	1000	174.5	[6.646445, 10.472259]	[89, 93]	[13.844391]	[115]	[196432011, 196432015]	[196432037]
124_20809	chr1	20186651	20187051	+	764	35.5	[]	[]	[10.209206, 6.787949, 11.100249]	[230, 236, 246]	[]	[20186886, 20186892, 20186902]
124_2081	chr6	2857891	2858291	+	1000	174.5	[]	[]	[8.96253]	[99]	[]	[2858076]
124_20827	chr1	145708138	145708538	+	570	35.5	[11.70845]	[156]	[]	[]	[145708366]	[]
124_20828	chr1	151715075	151715475	+	852	35.5	[11.784916, 6.742392]	[85, 140]	[]	[]	[151715253, 151715308]	[]
124_20833	chr1	212671692	212672092	+	854	35.5	[8.779411, 8.489766, 7.1162806, 10.43637, 7.0572567, 6.9506383]	[110, 114, 118, 120, 122, 126]	[]	[]	[212671892, 212671896, 212671900, 212671902, 212671904, 212671908]	[]
124_2084	chr8	108443320	108443720	+	1000	174.5	[7.673353, 10.977412]	[97, 153]	[6.876466]	[131]	[108443483, 108443539]	[108443517]
124_20854	chr10	128629741	128630141	+	874	35.5	[12.958331]	[137]	[]	[]	[128629943]	[]
124_2086	chr1	151281317	151281717	+	1000	174.0	[10.893155, 10.628352]	[68, 94]	[]	[]	[151281482, 151281508]	[]
124_20863	chr11	64232185	64232585	+	824	35.5	[]	[]	[6.701721]	[73]	[]	[64232352]
124_20866	chr11	112226372	112226772	+	760	35.5	[]	[]	[8.358398, 8.912237, 6.9720244]	[134, 166, 173]	[]	[112226557, 112226589, 112226596]
124_20870	chr12	7933223	7933623	+	867	35.5	[]	[]	[9.742292]	[150]	[]	[7933454]
124_20876	chr12	53441557	53441957	+	832	35.5	[]	[]	[6.9216833]	[202]	[]	[53441779]
124_20879	chr12	66130487	66130887	+	734	35.5	[12.190124, 10.979415]	[145, 158]	[]	[]	[66130716, 66130729]	[]
124_2088	chr18	22559047	22559447	+	1000	174.0	[]	[]	[7.9466176]	[145]	[]	[22559279]
124_20883	chr12	112121840	112122240	+	763	35.5	[]	[]	[8.96253]	[164]	[]	[112122047]
124_20884	chr12	113589831	113590231	+	744	35.5	[7.039815, 11.505457]	[171, 175]	[]	[]	[113590025, 113590029]	[]
124_20892	chr14	75298657	75299057	+	845	35.5	[]	[]	[6.9750056, 11.70845, 8.806168, 10.263539, 7.736823, 6.9332414, 11.110025]	[68, 74, 78, 103, 105, 109, 118]	[]	[75298822, 75298828, 75298832, 75298857, 75298859, 75298863, 75298872]
124_20893	chr14	81533715	81534115	+	874	35.5	[6.552371, 13.081168]	[108, 147]	[]	[]	[81533905, 81533944]	[]
124_20895	chr14	104526984	104527384	+	806	35.5	[12.190124, 12.190124, 8.886065]	[135, 191, 215]	[]	[]	[104527149, 104527205, 104527229]	[]
124_209	chr7	12715501	12715901	+	1000	382.5	[]	[]	[16.306982]	[111]	[]	[12715707]
124_20901	chr15	74725785	74726185	+	684	35.5	[]	[]	[13.844391]	[114]	[]	[74725970]
124_20902	chr15	79896816	79897216	+	787	35.5	[10.285617, 8.045562, 6.694925]	[147, 168, 186]	[]	[]	[79896992, 79897013, 79897031]	[]
124_20903	chr16	4370687	4371087	+	718	35.5	[]	[]	[9.401702, 12.190124]	[121, 127]	[]	[4370871, 4370877]
124_20905	chr16	14301379	14301779	+	852	35.5	[]	[]	[11.505457]	[108]	[]	[14301548]
124_2091	chr22	21657317	21657717	+	1000	174.0	[8.73304, 10.472259]	[64, 142]	[]	[]	[21657477, 21657555]	[]
124_20911	chr16	89759786	89760186	+	815	35.5	[13.767925, 13.767925, 13.767925, 11.70845]	[64, 93, 122, 151]	[]	[]	[89759944, 89759973, 89760002, 89760031]	[]
124_2093	chr3	51389335	51389735	+	1000	174.0	[]	[]	[12.190124, 13.844391]	[82, 133]	[]	[51389513, 51389564]
124_20930	chr19	642796	643196	+	840	35.5	[]	[]	[7.0282426]	[133]	[]	[642986]
124_20936	chr19	12163052	12163452	+	814	35.5	[]	[]	[10.208804]	[147]	[]	[12163293]
124_2094	chr5	54310563	54310963	+	1000	174.0	[]	[]	[6.5681996, 6.896305, 7.758964, 11.784916]	[75, 122, 126, 128]	[]	[54310719, 54310766, 54310770, 54310772]
124_20949	chr2	26482522	26482922	+	745	35.5	[]	[]	[8.440358, 6.90567, 11.382621, 7.539584, 7.0475, 6.9594793, 8.218496, 7.539584, 7.0475, 9.550309, 9.550309, 9.591214]	[126, 130, 154, 168, 170, 186, 188, 192, 194, 200, 216, 220]	[]	[26482677, 26482681, 26482705, 26482719, 26482721, 26482737, 26482739, 26482743, 26482745, 26482751, 26482767, 26482771]
124_2095	chr6	8064199	8064599	+	1000	174.0	[13.081168, 7.1771083, 9.542518]	[89, 93, 99]	[]	[]	[8064388, 8064392, 8064398]	[]
124_20950	chr2	26577769	26578169	+	794	35.5	[]	[]	[11.170612]	[104]	[]	[26577962]
124_20954	chr2	71227073	71227473	+	862	35.5	[12.958331]	[72]	[]	[]	[71227241]	[]
124_20957	chr2	119265085	119265485	+	703	35.5	[7.7197247]	[120]	[7.7197247]	[164]	[119265272]	[119265316]
124_2096	chr6	119349354	119349754	+	1000	174.0	[7.495274]	[132]	[15.82531]	[108]	[119349586]	[119349562]
124_20961	chr2	233566496	233566896	+	745	35.5	[7.5120068, 6.526993]	[115, 121]	[]	[]	[233566696, 233566702]	[]
124_20973	chr22	18577121	18577521	+	811	35.5	[]	[]	[10.977412, 7.883855]	[135, 145]	[]	[18577338, 18577348]
124_20989	chr22	31495968	31496368	+	857	35.5	[11.550309]	[149]	[9.234492]	[235]	[31496121]	[31496207]
124_2099	chr15	75843087	75843487	+	1000	173.5	[7.28436]	[203]	[10.977412, 7.28436]	[189, 203]	[75843288]	[75843274, 75843288]
124_210	chr1	109984572	109984972	+	1000	382.0	[]	[]	[10.277971, 6.817416, 7.904601]	[112, 131, 143]	[]	[109984770, 109984789, 109984801]
124_2100	chr16	85557215	85557615	+	1000	173.5	[]	[]	[7.5214887, 7.7244816, 11.70845, 6.971882, 10.209206]	[98, 100, 104, 122, 124]	[]	[85557398, 85557400, 85557404, 85557422, 85557424]
124_21000	chr3	37243089	37243489	+	880	35.5	[6.734695]	[129]	[]	[]	[37243293]	[]
124_21003	chr3	50328117	50328517	+	714	35.5	[]	[]	[11.784916]	[136]	[]	[50328289]
124_21004	chr3	72177317	72177717	+	612	35.5	[]	[]	[9.063811]	[126]	[]	[72177524]
124_21005	chr3	101779065	101779465	+	813	35.5	[]	[]	[9.862483]	[213]	[]	[101779306]
124_21023	chr5	2134985	2135385	+	737	35.5	[]	[]	[13.767925, 7.622278]	[118, 122]	[]	[2135190, 2135194]
124_21025	chr5	129094240	129094640	+	868	35.5	[]	[]	[7.2790575]	[149]	[]	[129094475]
124_21029	chr5	176415986	176416386	+	839	35.5	[7.4831595, 9.468438]	[139, 141]	[7.284421, 9.087717]	[164, 166]	[176416173, 176416175]	[176416198, 176416200]
124_2103	chr2	96157809	96158209	+	1000	173.5	[7.1185703]	[57]	[13.765835]	[109]	[96157966]	[96158018]
124_2104	chr20	50931391	50931791	+	1000	173.5	[10.346803, 8.376895, 9.591275, 11.787007]	[63, 112, 114, 118]	[]	[]	[50931553, 50931602, 50931604, 50931608]	[]
124_21045	chr6	139134751	139135151	+	682	35.5	[]	[]	[9.302566]	[142]	[]	[139134984]
124_21046	chr6	144149920	144150320	+	870	35.5	[7.0581927, 14.2495985]	[122, 178]	[]	[]	[144150071, 144150127]	[]
124_21047	chr6	149140474	149140874	+	769	35.5	[]	[]	[8.206155]	[147]	[]	[149140648]
124_21052	chr7	1459124	1459524	+	828	35.5	[8.522126]	[118]	[10.461775]	[109]	[1459334]	[1459325]
124_2106	chr7	133081165	133081565	+	1000	173.5	[]	[]	[10.900947, 9.865129, 9.401702]	[112, 116, 125]	[]	[133081374, 133081378, 133081387]
124_21065	chr7	135385205	135385605	+	819	35.5	[]	[]	[9.718811]	[119]	[]	[135385403]
124_21070	chr8	26265861	26266261	+	868	35.5	[]	[]	[7.5214887, 7.7244816]	[116, 118]	[]	[26266071, 26266073]
124_21071	chr8	37835584	37835984	+	703	35.5	[8.482947, 7.5624747]	[115, 164]	[]	[]	[37835744, 37835793]	[]
124_21072	chr8	74350301	74350701	+	838	35.5	[6.6849856]	[199]	[]	[]	[74350517]	[]
124_21078	chr9	35914040	35914440	+	826	35.5	[]	[]	[8.206155, 7.3986516, 8.206155, 8.206155]	[181, 209, 211, 235]	[]	[35914204, 35914232, 35914234, 35914258]
124_2108	chr9	37422455	37422855	+	1000	173.5	[7.1516585, 12.958331, 8.953689]	[80, 107, 127]	[]	[]	[37422633, 37422660, 37422680]	[]
124_21083	chr9	96022666	96023066	+	877	35.5	[8.568877]	[152]	[]	[]	[96022909]	[]
124_21084	chr9	109345316	109345716	+	871	35.5	[10.900947]	[113]	[]	[]	[109345501]	[]
124_21085	chr9	112751068	112751468	+	738	35.5	[7.8132887, 11.730531]	[133, 135]	[7.228246]	[119]	[112751244, 112751246]	[112751230]
124_21089	chr9	135850722	135851122	+	563	35.5	[13.440004]	[106]	[]	[]	[135850905]	[]
124_21094	chrX	48785668	48786068	+	664	35.5	[10.275942, 7.7825093]	[219, 225]	[]	[]	[48785901, 48785907]	[]
124_21095	chrX	48890249	48890649	+	806	35.5	[]	[]	[7.7197247]	[160]	[]	[48890436]
124_21098	chrX	135004007	135004407	+	869	35.5	[8.568877]	[154]	[7.4628534]	[222]	[135004186]	[135004254]
124_21100	chr1	3993837	3994237	+	772	35.0	[16.306982]	[65]	[]	[]	[3993995]	[]
124_21107	chr1	39955553	39955953	+	646	35.0	[9.742292, 7.7197247]	[111, 120]	[]	[]	[39955763, 39955772]	[]
124_21109	chr1	65196042	65196442	+	658	35.0	[]	[]	[6.701721]	[202]	[]	[65196292]
124_21116	chr1	149886441	149886841	+	838	35.0	[]	[]	[7.1847377]	[153]	[]	[149886687]
124_21119	chr1	156476812	156477212	+	858	35.0	[6.864414, 7.758964, 8.078561]	[76, 78, 97]	[]	[]	[156476979, 156476981, 156477000]	[]
124_2112	chr17	1484831	1485231	+	1000	173.0	[10.900947, 8.201655]	[69, 96]	[10.628352]	[85]	[1484990, 1485017]	[1485006]
124_21122	chr1	161440362	161440762	+	795	35.0	[8.121353]	[138]	[]	[]	[161440532]	[]
124_2113	chr17	45894036	45894436	+	1000	173.0	[8.046877, 11.505457, 11.787007]	[58, 83, 87]	[7.2720184]	[134]	[45894194, 45894219, 45894223]	[45894270]
124_21131	chr10	1420987	1421387	+	751	35.0	[]	[]	[7.5732517]	[144]	[]	[1421143]
124_21134	chr10	60778673	60779073	+	724	35.0	[7.21824, 9.60937]	[196, 198]	[]	[]	[60778903, 60778905]	[]
124_21138	chr10	70699692	70700092	+	841	35.0	[]	[]	[8.877223]	[238]	[]	[70699933]
124_21139	chr10	75408117	75408517	+	829	35.0	[]	[]	[7.284421, 13.844391]	[155, 157]	[]	[75408293, 75408295]
124_2114	chr2	151261188	151261588	+	1000	173.0	[]	[]	[8.010488, 10.549796]	[167, 173]	[]	[151261413, 151261419]
124_21143	chr10	101617356	101617756	+	848	35.0	[6.837073, 9.673146, 13.767925]	[129, 138, 142]	[]	[]	[101617584, 101617593, 101617597]	[]
124_21146	chr10	122879638	122880038	+	719	35.0	[6.6443834, 7.0970693]	[140, 150]	[]	[]	[122879877, 122879887]	[]
124_21148	chr11	1169672	1170072	+	853	35.0	[8.656574, 8.656574, 8.656574, 8.656574, 8.656574]	[108, 120, 144, 152, 164]	[]	[]	[1169826, 1169838, 1169862, 1169870, 1169882]	[]
124_21150	chr11	57387393	57387793	+	858	35.0	[11.70845]	[179]	[]	[]	[57387608]	[]
124_21152	chr11	62832626	62833026	+	846	35.0	[13.767925, 6.864414, 7.758964]	[61, 133, 135]	[]	[]	[62832777, 62832849, 62832851]	[]
124_21153	chr11	64226736	64227136	+	852	35.0	[]	[]	[6.659607]	[96]	[]	[64226894]
124_21154	chr11	64916057	64916457	+	836	35.0	[]	[]	[6.9823656]	[141]	[]	[64916296]
124_21159	chr11	118924577	118924977	+	842	35.0	[8.923889]	[153]	[]	[]	[118924758]	[]
124_2116	chr3	182793613	182794013	+	1000	173.0	[7.79173, 13.844391]	[83, 111]	[]	[]	[182793791, 182793819]	[]
124_21163	chr12	6540255	6540655	+	851	35.0	[]	[]	[7.1426945]	[147]	[]	[6540449]
124_21168	chr12	93573671	93574071	+	593	35.0	[]	[]	[9.727532, 9.109602]	[97, 101]	[]	[93573856, 93573860]
124_21170	chr12	110778885	110779285	+	785	35.0	[12.268681]	[188]	[]	[]	[110779121]	[]
124_21179	chr13	99200380	99200780	+	581	35.0	[9.356474]	[127]	[]	[]	[99200604]	[]
124_2118	chr7	30504655	30505055	+	1000	173.0	[]	[]	[11.068636]	[97]	[]	[30504841]
124_21183	chr14	21069910	21070310	+	653	35.0	[]	[]	[7.1462135]	[196]	[]	[21070139]
124_21197	chr16	4351190	4351590	+	616	35.0	[]	[]	[8.046877]	[132]	[]	[4351416]
124_21200	chr16	68289562	68289962	+	855	35.0	[]	[]	[9.591275, 9.727532]	[92, 94]	[]	[68289754, 68289756]
124_21204	chr16	87560335	87560735	+	575	35.0	[]	[]	[7.130973, 6.864414, 8.412784]	[183, 185, 217]	[]	[87560533, 87560535, 87560567]
124_21206	chr17	18260621	18261021	+	848	35.0	[]	[]	[10.004002]	[132]	[]	[18260810]
124_2121	chrX	101386121	101386521	+	1000	173.0	[8.920029]	[91]	[]	[]	[101386309]	[]
124_21211	chr17	47879027	47879427	+	863	35.0	[6.6123323]	[138]	[]	[]	[47879237]	[]
124_21217	chr17	74972673	74973073	+	812	35.0	[7.62843]	[128]	[8.093007]	[108]	[74972886]	[74972866]
124_2122	chr1	52553234	52553634	+	1000	172.5	[6.742331, 14.2495985]	[97, 107]	[10.977412]	[159]	[52553421, 52553431]	[52553483]
124_21220	chr17	83081161	83081561	+	665	35.0	[6.7165995, 13.844391, 8.877223]	[120, 123, 132]	[]	[]	[83081359, 83081362, 83081371]	[]
124_21223	chr19	6801406	6801806	+	785	35.0	[11.023784]	[141]	[]	[]	[6801620]	[]
124_21230	chr19	17327926	17328326	+	852	35.0	[9.727532, 8.963284, 7.60528, 10.977412]	[113, 115, 165, 182]	[]	[]	[17328078, 17328080, 17328130, 17328147]	[]
124_21238	chr19	43798611	43799011	+	846	35.0	[6.854853, 7.1462135]	[102, 112]	[9.155227, 10.258781]	[138, 159]	[43798790, 43798800]	[43798826, 43798847]
124_2124	chr1	10835769	10836169	+	1000	172.0	[]	[]	[16.306982, 6.646445]	[78, 151]	[]	[10835946, 10836019]
124_21245	chr19	58519263	58519663	+	856	35.0	[9.58397, 8.974362, 6.941113, 6.9215894, 6.929777]	[94, 123, 127, 132, 138]	[]	[]	[58519439, 58519468, 58519472, 58519477, 58519483]	[]
124_21247	chr2	10689429	10689829	+	702	35.0	[7.25622]	[177]	[]	[]	[10689637]	[]
124_21248	chr2	39135699	39136099	+	849	35.0	[]	[]	[12.609271]	[128]	[]	[39135899]
124_21253	chr2	88626769	88627169	+	794	35.0	[7.25622]	[151]	[]	[]	[88626941]	[]
124_21259	chr2	216412547	216412947	+	856	35.0	[]	[]	[10.346803]	[116]	[]	[216412758]
124_2126	chr1	178542541	178542941	+	1000	172.0	[7.470093, 14.326064, 7.284421, 7.128622, 12.493753]	[94, 100, 102, 106, 108]	[]	[]	[178542732, 178542738, 178542740, 178542744, 178542746]	[]
124_21266	chr20	34363177	34363577	+	740	35.0	[6.734695]	[86]	[10.208804]	[115]	[34363329]	[34363358]
124_21269	chr20	47907208	47907608	+	842	35.0	[8.305424, 12.190124, 11.6049595, 6.92932]	[127, 133, 143, 147]	[]	[]	[47907384, 47907390, 47907400, 47907404]	[]
124_21273	chr21	32645427	32645827	+	655	35.0	[]	[]	[7.21824]	[180]	[]	[32645667]
124_21285	chr22	22048971	22049371	+	783	35.0	[6.7570624]	[78]	[]	[]	[22049138]	[]
124_213	chr2	112055077	112055477	+	1000	382.0	[16.306982, 7.3975706]	[115, 154]	[]	[]	[112055275, 112055314]	[]
124_21306	chr3	75785237	75785637	+	867	35.0	[8.284562, 14.474671]	[144, 155]	[]	[]	[75785402, 75785413]	[]
124_21309	chr3	124679046	124679446	+	828	35.0	[6.866505]	[141]	[]	[]	[124679258]	[]
124_21310	chr3	138947066	138947466	+	797	35.0	[9.142367]	[158]	[]	[]	[138947269]	[]
124_21311	chr3	143122592	143122992	+	853	35.0	[]	[]	[6.971882, 9.727532, 9.591275, 9.727532]	[152, 154, 158, 160]	[]	[143122809, 143122811, 143122815, 143122817]
124_21313	chr3	153284296	153284696	+	854	35.0	[9.464078, 7.7244816, 6.9615703]	[98, 102, 104]	[]	[]	[153284479, 153284483, 153284485]	[]
124_21318	chr4	3836605	3837005	+	856	35.0	[10.258781, 7.1776633, 10.977412, 7.718569]	[96, 116, 149, 155]	[]	[]	[3836790, 3836810, 3836843, 3836849]	[]
124_21325	chr4	95249513	95249913	+	576	35.0	[]	[]	[10.549796]	[142]	[]	[95249745]
124_21326	chr4	119212579	119212979	+	850	35.0	[]	[]	[9.382184, 6.854853, 7.6593366]	[125, 138, 165]	[]	[119212762, 119212775, 119212802]
124_2133	chr19	48747131	48747531	+	1000	172.0	[11.123285]	[128]	[]	[]	[48747349]	[]
124_21338	chr5	143214566	143214966	+	857	35.0	[]	[]	[9.742292]	[237]	[]	[143214817]
124_2134	chr2	25878366	25878766	+	1000	172.0	[7.674471, 12.493753, 6.587905, 14.326064]	[60, 84, 93, 146]	[11.255987, 8.522126]	[76, 78]	[25878523, 25878547, 25878556, 25878609]	[25878539, 25878541]
124_2135	chr20	50509967	50510367	+	1000	172.0	[9.554171]	[90]	[12.4531765]	[101]	[50510125]	[50510136]
124_21350	chr6	27757189	27757589	+	870	35.0	[7.3779783, 9.522328, 6.9195924]	[176, 205, 218]	[]	[]	[27757391, 27757420, 27757433]	[]
124_21354	chr6	29748202	29748602	+	812	35.0	[]	[]	[7.0078487]	[126]	[]	[29748357]
124_21358	chr6	43669911	43670311	+	756	35.0	[]	[]	[10.549796]	[180]	[]	[43670122]
124_21362	chr6	118551110	118551510	+	759	35.0	[6.866505, 7.0572567]	[115, 117]	[]	[]	[118551320, 118551322]	[]
124_21368	chr6	167825448	167825848	+	830	35.0	[]	[]	[8.44363]	[98]	[]	[167825617]
124_21369	chr7	2031184	2031584	+	867	35.0	[]	[]	[8.568877]	[98]	[]	[2031345]
124_2138	chr3	15427346	15427746	+	1000	172.0	[13.844391]	[77]	[]	[]	[15427519]	[]
124_21380	chr7	142856991	142857391	+	675	35.0	[]	[]	[8.200242, 9.742292]	[106, 112]	[]	[142857171, 142857177]
124_21382	chr7	149429533	149429933	+	831	35.0	[10.395793, 8.305424]	[113, 162]	[]	[]	[149429702, 149429751]	[]
124_2139	chr4	6953918	6954318	+	1000	172.0	[13.844391]	[97]	[]	[]	[6954115]	[]
124_21390	chr8	100212781	100213181	+	846	35.0	[7.1750174, 10.43637]	[122, 178]	[8.070797]	[128]	[100212952, 100213008]	[100212958]
124_21392	chr8	128556652	128557052	+	643	35.0	[6.6161695]	[142]	[]	[]	[128556867]	[]
124_21393	chr8	141280419	141280819	+	784	35.0	[]	[]	[9.550309]	[123]	[]	[141280630]
124_21394	chr8	144335874	144336274	+	856	35.0	[]	[]	[10.354437]	[155]	[]	[144336086]
124_2140	chr4	177442263	177442663	+	1000	172.0	[6.558424, 14.474671, 7.8153796, 10.22132]	[91, 102, 106, 108]	[]	[]	[177442451, 177442462, 177442466, 177442468]	[]
124_21401	chr9	127836078	127836478	+	694	35.0	[6.76094]	[122]	[10.900947, 13.081168]	[144, 148]	[127836282]	[127836304, 127836308]
124_21403	chr9	130973942	130974342	+	781	35.0	[8.593251]	[239]	[]	[]	[130974190]	[]
124_21405	chr9	131606172	131606572	+	694	35.0	[]	[]	[6.903809, 9.727532]	[120, 122]	[]	[131606372, 131606374]
124_21406	chr9	132260541	132260941	+	741	35.0	[]	[]	[9.540544, 11.784916]	[127, 139]	[]	[132260742, 132260754]
124_21407	chr9	133030629	133031029	+	860	35.0	[7.1426945]	[197]	[]	[]	[133030864]	[]
124_21408	chrX	13734431	13734831	+	805	35.0	[]	[]	[7.551659]	[139]	[]	[13734647]
124_21411	chrX	71252228	71252628	+	846	35.0	[7.0285068]	[85]	[]	[]	[71252390]	[]
124_21412	chrX	119605493	119605893	+	845	35.0	[12.190124]	[206]	[]	[]	[119605712]	[]
124_21413	chrX	123960886	123961286	+	832	35.0	[11.6000185]	[137]	[]	[]	[123961092]	[]
124_21417	chr1	2446824	2447224	+	772	34.5	[7.620757, 8.920029]	[194, 198]	[]	[]	[2447042, 2447046]	[]
124_21418	chr1	6030479	6030879	+	650	34.5	[]	[]	[7.5214887, 8.206155]	[157, 185]	[]	[6030666, 6030694]
124_21424	chr1	25302299	25302699	+	704	34.5	[]	[]	[11.382621]	[120]	[]	[25302519]
124_21430	chr1	29062498	29062898	+	853	34.5	[11.784916]	[105]	[]	[]	[29062694]	[]
124_21436	chr1	75522321	75522721	+	828	34.5	[8.920029]	[102]	[]	[]	[75522522]	[]
124_21437	chr1	84944593	84944993	+	774	34.5	[]	[]	[7.4447145, 8.351447, 12.190124]	[101, 113, 115]	[]	[84944788, 84944800, 84944802]
124_2144	chr10	73413630	73414030	+	1000	171.5	[11.523553, 7.3779783]	[126, 145]	[]	[]	[73413815, 73413834]	[]
124_21442	chr1	145858638	145859038	+	823	34.5	[11.730531]	[138]	[]	[]	[145858869]	[]
124_21450	chr1	172845372	172845772	+	845	34.5	[13.090944]	[100]	[]	[]	[172845567]	[]
124_21452	chr1	203692813	203693213	+	784	34.5	[10.223966]	[118]	[]	[]	[203692972]	[]
124_21454	chr1	207050887	207051287	+	857	34.5	[6.865229]	[219]	[]	[]	[207051133]	[]
124_2146	chr16	85027404	85027804	+	1000	171.5	[]	[]	[11.123285]	[106]	[]	[85027608]
124_21467	chr10	58267768	58268168	+	844	34.5	[12.493753, 10.977412, 8.634997, 10.54715]	[172, 178, 214, 231]	[6.552371, 9.116671]	[151, 216]	[58267954, 58267960, 58267996, 58268013]	[58267933, 58267998]
124_2147	chr16	85328181	85328581	+	1000	171.5	[]	[]	[9.087717]	[168]	[]	[85328412]
124_21472	chr10	126013529	126013929	+	845	34.5	[]	[]	[9.063811]	[115]	[]	[126013735]
124_21474	chr11	16861877	16862277	+	805	34.5	[10.264548]	[67]	[]	[]	[16862039]	[]
124_21477	chr11	47185647	47186047	+	709	34.5	[]	[]	[11.787007]	[194]	[]	[47185883]
124_21479	chr11	47848074	47848474	+	836	34.5	[8.979067, 6.552371]	[229, 246]	[]	[]	[47848306, 47848323]	[]
124_21483	chr11	65417618	65418018	+	841	34.5	[8.835772]	[72]	[7.677117]	[133]	[65417780]	[65417841]
124_21490	chr11	100688195	100688595	+	835	34.5	[]	[]	[12.190124]	[146]	[]	[100688422]
124_21497	chr12	56449229	56449629	+	830	34.5	[7.6370344]	[87]	[]	[]	[56449405]	[]
124_2150	chr19	50357718	50358118	+	1000	171.5	[9.865129, 8.511846, 10.540331]	[73, 94, 98]	[]	[]	[50357891, 50357912, 50357916]	[]
124_21510	chr13	95301641	95302041	+	788	34.5	[7.5498734, 8.070797, 11.459085]	[102, 143, 162]	[]	[]	[95301797, 95301838, 95301857]	[]
124_21513	chr14	30874404	30874804	+	768	34.5	[]	[]	[9.872764, 9.198604, 7.6160493]	[177, 181, 183]	[]	[30874609, 30874613, 30874615]
