#PeakID(python scan_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_513	chr2	48314173	48314573	+	1000	86.5	[9.495462, 10.534392]	[157, 180]	[]	[]	[48314396, 48314419]	[]
293_5130	chr13	107850474	107850874	+	832	39.5	[]	[]	[7.022195]	[170]	[]	[107850674]
293_5132	chr13	107980908	107981308	+	1000	39.5	[]	[]	[7.315276]	[165]	[]	[107981106]
293_5133	chr13	108008254	108008654	+	1000	39.5	[7.022195]	[196]	[]	[]	[108008468]	[]
293_5134	chr15	48331188	48331588	+	1000	39.5	[12.265705]	[110]	[]	[]	[48331384]	[]
293_5138	chr15	90265346	90265746	+	1000	39.5	[]	[]	[9.09216]	[124]	[]	[90265548]
293_514	chr20	62598731	62599131	+	1000	86.5	[]	[]	[14.252311, 14.252311, 7.643828, 12.265705, 7.643828]	[84, 94, 99, 159, 164]	[]	[62598897, 62598907, 62598912, 62598972, 62598977]
293_5141	chr16	28822407	28822807	+	1000	39.5	[8.214792]	[160]	[]	[]	[28822630]	[]
293_5142	chr16	31074097	31074497	+	587	39.5	[]	[]	[7.5088573]	[118]	[]	[31074278]
293_5143	chr16	31094457	31094857	+	886	39.5	[7.9705]	[146]	[]	[]	[31094694]	[]
293_5144	chr16	56576950	56577350	+	1000	39.5	[]	[]	[9.495462, 14.252311]	[104, 121]	[]	[56577130, 56577147]
293_5145	chr17	2392442	2392842	+	1000	39.5	[12.520998]	[178]	[]	[]	[2392676]	[]
293_5148	chr17	41511043	41511443	+	932	39.5	[11.779043]	[116]	[]	[]	[41511242]	[]
293_5149	chr17	43483589	43483989	+	982	39.5	[]	[]	[7.0663056, 7.1055546, 7.5088573]	[70, 107, 111]	[]	[43483746, 43483783, 43483787]
293_515	chr4	49512609	49513009	+	1000	86.5	[7.5088573, 10.0477295]	[96, 138]	[]	[]	[49512800, 49512842]	[]
293_5150	chr17	44014732	44015132	+	858	39.5	[8.786449]	[157]	[]	[]	[44014978]	[]
293_5154	chr17	81481146	81481546	+	874	39.5	[]	[]	[7.9846697]	[243]	[]	[81481392]
293_5155	chr17	82418430	82418830	+	1000	39.5	[]	[]	[10.534392]	[128]	[]	[82418650]
293_5158	chr18	31942784	31943184	+	1000	39.5	[6.253357]	[104]	[]	[]	[31942951]	[]
293_516	chr6	136236815	136237215	+	1000	86.5	[]	[]	[12.265705, 9.792437]	[146, 171]	[]	[136236997, 136237022]
293_5162	chr19	12696411	12696811	+	1000	39.5	[]	[]	[9.09216]	[129]	[]	[12696589]
293_5163	chr19	12758853	12759253	+	1000	39.5	[9.788544]	[169]	[]	[]	[12759075]	[]
293_5165	chr19	45886249	45886649	+	1000	39.5	[10.534392]	[209]	[]	[]	[45886492]	[]
293_5169	chr2	26355487	26355887	+	1000	39.5	[]	[]	[9.2401705]	[139]	[]	[26355711]
293_517	chr1	1375203	1375603	+	1000	86.0	[]	[]	[7.9705]	[154]	[]	[1375430]
293_5170	chr2	61288113	61288513	+	972	39.5	[10.68806]	[163]	[]	[]	[61288303]	[]
293_5171	chr2	68908493	68908893	+	1000	39.5	[]	[]	[7.801938]	[124]	[]	[68908645]
293_5172	chr2	74503063	74503463	+	1000	39.5	[]	[]	[9.09216, 12.265705]	[65, 69]	[]	[74503226, 74503230]
293_5175	chr2	148020501	148020901	+	961	39.5	[10.68806]	[202]	[]	[]	[148020733]	[]
293_5179	chr2	190534556	190534956	+	991	39.5	[6.0706253]	[162]	[7.5088573]	[175]	[190534784]	[190534797]
293_518	chr1	20696863	20697263	+	1000	86.0	[10.534392, 7.801938]	[92, 138]	[]	[]	[20697035, 20697081]	[]
293_5180	chr2	219294704	219295104	+	1000	39.5	[7.5088573, 10.534392]	[187, 193]	[6.0706253]	[214]	[219294926, 219294932]	[219294953]
293_5183	chr20	63865000	63865400	+	967	39.5	[]	[]	[7.0663056]	[172]	[]	[63865190]
293_5187	chr22	19631068	19631468	+	1000	39.5	[12.265705]	[189]	[]	[]	[19631280]	[]
293_5188	chr22	19714744	19715144	+	1000	39.5	[]	[]	[6.224293]	[127]	[]	[19714965]
293_5189	chr22	19757025	19757425	+	1000	39.5	[9.495462]	[169]	[12.520998]	[118]	[19757230]	[19757179]
293_5192	chr22	20270367	20270767	+	1000	39.5	[]	[]	[6.483479, 7.5940995, 11.226776]	[199, 203, 227]	[]	[20270585, 20270589, 20270613]
293_5195	chr22	21561384	21561784	+	859	39.5	[7.5940995]	[90]	[]	[]	[21561568]	[]
293_5197	chr22	21684928	21685328	+	985	39.5	[]	[]	[8.956747, 11.779043, 7.5940995]	[192, 232, 234]	[]	[21685126, 21685166, 21685168]
293_52	chr22	19723263	19723663	+	1000	280.5	[]	[]	[12.265705, 10.534392]	[121, 132]	[]	[19723481, 19723492]
293_5200	chr22	21911885	21912285	+	1000	39.5	[]	[]	[7.5940995]	[133]	[]	[21912116]
293_5202	chr22	22165945	22166345	+	1000	39.5	[7.9846697]	[145]	[]	[]	[22166116]	[]
293_5207	chr22	22999892	23000292	+	818	39.5	[8.956747, 8.956747]	[82, 87]	[]	[]	[23000056, 23000061]	[]
293_5208	chr22	23011940	23012340	+	1000	39.5	[]	[]	[14.252311]	[131]	[]	[23012138]
293_521	chr1	159924450	159924850	+	1000	85.5	[7.9846697, 14.252311, 7.1055546]	[83, 95, 170]	[]	[]	[159924601, 159924613, 159924688]	[]
293_5210	chr3	9642725	9643125	+	920	39.5	[]	[]	[12.520998]	[154]	[]	[9642924]
293_5211	chr3	72163702	72164102	+	926	39.5	[]	[]	[10.823473]	[161]	[]	[72163914]
293_5213	chr3	184363107	184363507	+	869	39.5	[]	[]	[7.5940995]	[108]	[]	[184363313]
293_5215	chr3	195687422	195687822	+	1000	39.5	[7.5088573, 7.5088573, 7.5088573]	[106, 138, 168]	[]	[]	[195687590, 195687622, 195687652]	[]
293_5216	chr4	1855969	1856369	+	1000	39.5	[]	[]	[10.534392]	[148]	[]	[1856153]
293_5218	chr5	442894	443294	+	987	39.5	[8.061124]	[137]	[]	[]	[443102]	[]
293_5219	chr5	963755	964155	+	915	39.5	[8.057231, 9.577935, 8.786449]	[169, 224, 243]	[]	[]	[963931, 963986, 964005]	[]
293_522	chr11	65422045	65422445	+	1000	85.5	[10.534392]	[125]	[]	[]	[65422227]	[]
293_5221	chr5	6378322	6378722	+	682	39.5	[]	[]	[7.801938]	[115]	[]	[6378531]
293_5228	chr6	26071084	26071484	+	750	39.5	[9.495462, 7.9846697]	[157, 159]	[12.265705]	[136]	[26071297, 26071299]	[26071276]
293_5229	chr6	27753036	27753436	+	1000	39.5	[]	[]	[8.786449, 6.3204575]	[152, 180]	[]	[27753219, 27753247]
293_523	chr12	103859039	103859439	+	1000	85.5	[]	[]	[12.520998]	[165]	[]	[103859261]
293_5230	chr6	31902200	31902600	+	966	39.5	[10.534392]	[146]	[]	[]	[31902379]	[]
293_5232	chr6	132814000	132814400	+	1000	39.5	[]	[]	[7.643828]	[161]	[]	[132814202]
293_5233	chr6	136550367	136550767	+	640	39.5	[]	[]	[10.534392]	[65]	[]	[136550526]
293_5234	chr6	149132338	149132738	+	882	39.5	[]	[]	[10.7842245]	[160]	[]	[149132571]
293_5236	chr7	100088577	100088977	+	1000	39.5	[]	[]	[6.0706253, 7.5940995]	[149, 160]	[]	[100088777, 100088788]
293_5237	chr7	101814228	101814628	+	666	39.5	[9.052912]	[209]	[9.495462]	[170]	[101814479]	[101814440]
293_5239	chr7	155069963	155070363	+	1000	39.5	[]	[]	[10.534392, 6.7998433]	[103, 108]	[]	[155070116, 155070121]
293_524	chr2	26033870	26034270	+	1000	85.5	[]	[]	[8.797619, 7.1055546]	[95, 108]	[]	[26034047, 26034060]
293_5241	chr8	100951760	100952160	+	1000	39.5	[]	[]	[7.846622]	[153]	[]	[100951942]
293_5242	chr8	143596914	143597314	+	907	39.5	[6.0706253]	[197]	[]	[]	[143597163]	[]
293_5243	chr8	143952223	143952623	+	1000	39.5	[12.265705, 9.495462]	[132, 165]	[7.5940995]	[178]	[143952418, 143952451]	[143952464]
293_5244	chr8	144082297	144082697	+	1000	39.5	[7.5940995, 9.09216]	[103, 140]	[]	[]	[144082475, 144082512]	[]
293_5246	chr9	128723951	128724351	+	1000	39.5	[12.520998]	[69]	[7.1055546, 8.956747, 10.534392]	[94, 109, 153]	[128724109]	[128724134, 128724149, 128724193]
293_5249	chr9	133004247	133004647	+	910	39.5	[12.520998]	[112]	[9.788544, 12.520998]	[174, 181]	[133004417]	[133004479, 133004486]
293_5253	chrX	123784903	123785303	+	929	39.5	[11.226776, 12.520998]	[89, 131]	[]	[]	[123785073, 123785115]	[]
293_5254	chrX	155434916	155435316	+	764	39.5	[7.5940995]	[160]	[12.520998]	[112]	[155435157]	[155435109]
293_5255	chr1	12657541	12657941	+	896	39.0	[14.252311]	[144]	[11.779043]	[197]	[12657726]	[12657779]
293_5256	chr1	21647959	21648359	+	641	39.0	[]	[]	[9.792437]	[155]	[]	[21648147]
293_5257	chr1	26111538	26111938	+	1000	39.0	[]	[]	[10.534392, 11.779043]	[206, 228]	[]	[26111761, 26111783]
293_5259	chr1	26233593	26233993	+	1000	39.0	[14.252311]	[59]	[6.3204575, 8.786449]	[99, 138]	[26233752]	[26233792, 26233831]
293_526	chr1	110407517	110407917	+	1000	85.0	[]	[]	[12.265705]	[91]	[]	[110407705]
293_5265	chr1	46616693	46617093	+	1000	39.0	[7.5088573]	[76]	[10.534392, 8.956747, 7.5088573]	[108, 113, 118]	[46616859]	[46616891, 46616896, 46616901]
293_5267	chr1	114380012	114380412	+	985	39.0	[8.753508]	[98]	[]	[]	[114380165]	[]
293_527	chr22	21056649	21057049	+	1000	85.0	[]	[]	[11.779043]	[137]	[]	[21056871]
293_5273	chr1	220300358	220300758	+	1000	39.0	[]	[]	[8.836867]	[162]	[]	[220300592]
293_5275	chr1	229625996	229626396	+	1000	39.0	[8.956747]	[105]	[]	[]	[229626171]	[]
293_5277	chr10	15155899	15156299	+	1000	39.0	[]	[]	[11.779043]	[136]	[]	[15156123]
293_5280	chr10	70132645	70133045	+	1000	39.0	[7.591329]	[188]	[10.534392, 8.797619]	[143, 148]	[70132874]	[70132829, 70132834]
293_5281	chr10	72321326	72321726	+	1000	39.0	[6.0706253]	[93]	[]	[]	[72321493]	[]
293_5284	chr11	13782443	13782843	+	1000	39.0	[12.520998]	[103]	[]	[]	[13782625]	[]
293_5285	chr11	17276091	17276491	+	1000	39.0	[]	[]	[7.9846697, 10.0477295, 7.9705]	[85, 87, 91]	[]	[17276250, 17276252, 17276256]
293_5286	chr11	46617049	46617449	+	1000	39.0	[7.1055546]	[140]	[]	[]	[46617254]	[]
293_5289	chr11	95067132	95067532	+	874	39.0	[7.643828]	[199]	[]	[]	[95067373]	[]
293_529	chr7	128739150	128739550	+	1000	85.0	[]	[]	[10.534392, 7.9705]	[119, 124]	[]	[128739325, 128739330]
293_5290	chr12	57771933	57772333	+	586	39.0	[7.0663056]	[231]	[]	[]	[57772175]	[]
293_5293	chr12	121738284	121738684	+	1000	39.0	[]	[]	[7.9705]	[82]	[]	[121738448]
293_5296	chr15	44288502	44288902	+	768	39.0	[6.0706253]	[179]	[12.520998, 7.5940995]	[139, 204]	[44288718]	[44288678, 44288743]
293_5300	chr15	78131339	78131739	+	1000	39.0	[]	[]	[6.0706253]	[214]	[]	[78131579]
293_5301	chr16	667807	668207	+	1000	39.0	[7.1055546]	[176]	[]	[]	[668036]	[]
293_5303	chr16	10743717	10744117	+	871	39.0	[]	[]	[12.265705]	[84]	[]	[10743898]
293_5304	chr16	14285591	14285991	+	932	39.0	[10.534392]	[173]	[8.956747, 7.1055546]	[195, 226]	[14285781]	[14285803, 14285834]
293_5305	chr16	14629918	14630318	+	1000	39.0	[12.520998]	[155]	[6.0706253]	[83]	[14630150]	[14630078]
293_5308	chr16	30698559	30698959	+	1000	39.0	[7.1055546]	[138]	[]	[]	[30698772]	[]
293_531	chr1	36386348	36386748	+	1000	84.5	[12.265705]	[150]	[]	[]	[36386586]	[]
293_5311	chr16	85403039	85403439	+	788	39.0	[]	[]	[7.9705, 6.483479]	[85, 93]	[]	[85403206, 85403214]
293_5312	chr17	41930310	41930710	+	784	39.0	[7.2199736]	[142]	[]	[]	[41930516]	[]
293_5314	chr17	74873256	74873656	+	1000	39.0	[]	[]	[6.7998433]	[153]	[]	[74873487]
293_5316	chr17_GL000205v2_random	58994	59394	+	1000	39.0	[]	[]	[8.061124]	[87]	[]	[59158]
293_5317	chr18	2889857	2890257	+	1000	39.0	[]	[]	[7.022195]	[192]	[]	[2890089]
293_5318	chr18	36067298	36067698	+	1000	39.0	[6.7998433, 8.786449, 12.520998]	[141, 149, 154]	[]	[]	[36067479, 36067487, 36067492]	[]
293_5319	chr18	54269397	54269797	+	804	39.0	[]	[]	[7.9846697, 9.495462]	[118, 120]	[]	[54269558, 54269560]
293_5321	chr19	4470956	4471356	+	1000	39.0	[12.265705]	[188]	[]	[]	[4471169]	[]
293_5322	chr19	17246266	17246666	+	946	39.0	[11.779043]	[123]	[]	[]	[17246467]	[]
293_5324	chr19	36139884	36140284	+	1000	39.0	[10.534392]	[105]	[]	[]	[36140076]	[]
293_5325	chr19	39254323	39254723	+	1000	39.0	[]	[]	[6.313181]	[175]	[]	[39254554]
293_5326	chr19	39341651	39342051	+	1000	39.0	[9.052912]	[131]	[]	[]	[39341837]	[]
293_5328	chr19	40443227	40443627	+	1000	39.0	[10.534392, 6.149097]	[117, 165]	[12.520998]	[70]	[40443425, 40443473]	[40443378]
293_5329	chr19	40444311	40444711	+	932	39.0	[9.09216, 8.956747]	[60, 65]	[10.534392, 9.495462]	[111, 130]	[40444462, 40444467]	[40444513, 40444532]
293_5330	chr19	40716885	40717285	+	1000	39.0	[14.252311]	[86]	[]	[]	[40717065]	[]
293_5332	chr19	48899982	48900382	+	570	39.0	[]	[]	[10.534392]	[129]	[]	[48900203]
293_5333	chr19	49085431	49085831	+	1000	39.0	[]	[]	[7.9705]	[224]	[]	[49085666]
293_5334	chr19	50134211	50134611	+	1000	39.0	[]	[]	[14.252311, 6.483479, 8.786449]	[76, 112, 116]	[]	[50134382, 50134418, 50134422]
293_5338	chr2	55617719	55618119	+	977	39.0	[7.801938]	[131]	[]	[]	[55617874]	[]
293_534	chr12	56129169	56129569	+	1000	84.5	[8.214792, 14.252311]	[83, 108]	[]	[]	[56129344, 56129369]	[]
293_5341	chr2	159286846	159287246	+	831	39.0	[9.495462]	[155]	[7.591329]	[96]	[159287095]	[159287036]
293_5342	chr2	174248539	174248939	+	1000	39.0	[]	[]	[7.662525, 7.0663056, 9.052912]	[114, 121, 137]	[]	[174248703, 174248710, 174248726]
293_5343	chr20	33732210	33732610	+	720	39.0	[]	[]	[7.9705]	[214]	[]	[33732431]
293_5345	chr20	35741942	35742342	+	860	39.0	[7.022195]	[159]	[]	[]	[35742181]	[]
293_5348	chr20	63216122	63216522	+	1000	39.0	[]	[]	[10.534392, 10.534392, 9.792437]	[97, 118, 152]	[]	[63216288, 63216309, 63216343]
293_5351	chr22	18968131	18968531	+	1000	39.0	[]	[]	[6.224293]	[92]	[]	[18968308]
293_5357	chr22	20420156	20420556	+	1000	39.0	[12.520998]	[98]	[]	[]	[20420343]	[]
293_5359	chr22	20607375	20607775	+	890	39.0	[7.5940995, 7.1055546]	[144, 149]	[]	[]	[20607619, 20607624]	[]
293_536	chr13	51584189	51584589	+	1000	84.5	[7.846622, 6.483479, 10.534392, 7.5088573]	[82, 86, 143, 158]	[]	[]	[51584354, 51584358, 51584415, 51584430]	[]
293_5360	chr22	20782633	20783033	+	1000	39.0	[]	[]	[8.786449]	[165]	[]	[20782842]
293_5363	chr22	21577047	21577447	+	1000	39.0	[7.022195]	[107]	[]	[]	[21577207]	[]
293_5366	chr22	21811542	21811942	+	1000	39.0	[7.9705]	[150]	[6.3204575]	[138]	[21811767]	[21811755]
293_5371	chr22	22176805	22177205	+	1000	39.0	[9.495462]	[197]	[]	[]	[22177020]	[]
293_5372	chr22	22446519	22446919	+	1000	39.0	[]	[]	[7.2199736]	[169]	[]	[22446700]
293_5374	chr22	31084763	31085163	+	651	39.0	[7.5088573, 7.1055546]	[156, 160]	[]	[]	[31084976, 31084980]	[]
293_5376	chr3	39406696	39407096	+	1000	39.0	[7.0663056, 8.057231]	[118, 132]	[]	[]	[39406877, 39406891]	[]
293_5378	chr3	45224949	45225349	+	968	39.0	[7.9846697]	[125]	[]	[]	[45225136]	[]
293_5379	chr3	72447427	72447827	+	585	39.0	[10.68806]	[174]	[]	[]	[72447676]	[]
293_5382	chr3	195876639	195877039	+	1000	39.0	[8.956747, 9.792437]	[92, 148]	[]	[]	[195876803, 195876859]	[]
293_5383	chr4	4673130	4673530	+	1000	39.0	[12.265705, 9.09216, 6.7998433, 12.265705, 8.797619, 12.265705]	[133, 137, 154, 176, 191, 197]	[]	[]	[4673291, 4673295, 4673312, 4673334, 4673349, 4673355]	[]
293_5384	chr4	94452588	94452988	+	1000	39.0	[]	[]	[10.7842245]	[87]	[]	[94452748]
293_5385	chr5	98929289	98929689	+	986	39.0	[]	[]	[10.534392]	[180]	[]	[98929522]
293_5388	chr5	159209649	159210049	+	785	39.0	[7.2199736, 10.7842245, 7.5940995]	[103, 133, 139]	[]	[]	[159209807, 159209837, 159209843]	[]
293_5389	chr6	5003540	5003940	+	1000	39.0	[10.534392, 10.534392]	[210, 237]	[6.7998433]	[201]	[5003762, 5003789]	[5003753]
293_5390	chr6	16270348	16270748	+	835	39.0	[10.7842245, 7.5940995]	[89, 147]	[]	[]	[16270517, 16270575]	[]
293_5393	chr6	28335102	28335502	+	1000	39.0	[]	[]	[9.577935]	[98]	[]	[28335275]
293_5394	chr6	36660715	36661115	+	1000	39.0	[6.0706253]	[113]	[12.265705]	[90]	[36660910]	[36660887]
293_5396	chr6	75284600	75285000	+	1000	39.0	[7.5940995]	[88]	[]	[]	[75284762]	[]
293_5399	chr7	636374	636774	+	942	39.0	[12.520998]	[136]	[]	[]	[636561]	[]
293_54	chr1	9300090	9300490	+	1000	263.5	[]	[]	[11.779043]	[99]	[]	[9300288]
293_540	chr22	21651500	21651900	+	1000	84.5	[]	[]	[8.956747]	[109]	[]	[21651696]
293_5400	chr7	1418411	1418811	+	1000	39.0	[9.495462]	[96]	[]	[]	[1418602]	[]
293_5401	chr7	44959583	44959983	+	764	39.0	[]	[]	[9.792437]	[130]	[]	[44959763]
293_5405	chr7	129824694	129825094	+	1000	39.0	[7.5940995]	[94]	[]	[]	[129824871]	[]
293_5406	chr7	139044447	139044847	+	1000	39.0	[]	[]	[12.265705, 7.9846697, 12.520998]	[128, 134, 136]	[]	[139044630, 139044636, 139044638]
293_5407	chr7	149883494	149883894	+	860	39.0	[7.5940995]	[144]	[7.9846697, 7.022195]	[60, 62]	[149883737]	[149883653, 149883655]
293_5408	chr7	151925984	151926384	+	1000	39.0	[7.846622]	[103]	[]	[]	[151926187]	[]
293_5409	chr7	155296808	155297208	+	984	39.0	[7.5940995]	[73]	[]	[]	[155296965]	[]
293_5411	chr8	103414843	103415243	+	946	39.0	[8.057231]	[177]	[]	[]	[103415037]	[]
293_5413	chr8	132775064	132775464	+	984	39.0	[10.534392, 6.0706253]	[104, 139]	[]	[]	[132775222, 132775257]	[]
293_5414	chr8	142726843	142727243	+	1000	39.0	[7.1055546]	[194]	[]	[]	[142727091]	[]
293_5415	chr9	3526264	3526664	+	1000	39.0	[10.534392]	[64]	[10.534392, 7.1055546]	[92, 97]	[3526415]	[3526443, 3526448]
293_5416	chr9	94166365	94166765	+	1000	39.0	[]	[]	[8.061124, 8.956747]	[114, 176]	[]	[94166540, 94166602]
293_5417	chr9	129626128	129626528	+	1000	39.0	[10.534392]	[92]	[]	[]	[129626285]	[]
293_542	chr4	40531232	40531632	+	1000	84.5	[]	[]	[14.252311, 10.0477295, 7.5940995]	[141, 173, 177]	[]	[40531446, 40531478, 40531482]
293_5422	chr1	21937556	21937956	+	1000	38.5	[14.252311]	[147]	[]	[]	[21937792]	[]
293_5423	chr1	41540774	41541174	+	905	38.5	[]	[]	[9.052912, 6.483479, 14.252311]	[125, 146, 150]	[]	[41540988, 41541009, 41541013]
293_5424	chr1	70985896	70986296	+	1000	38.5	[8.214792]	[118]	[]	[]	[70986101]	[]
293_5426	chr1	117024567	117024967	+	906	38.5	[7.7586894]	[146]	[8.753508]	[166]	[117024763]	[117024783]
293_5427	chr1	117122027	117122427	+	917	38.5	[]	[]	[10.68806]	[116]	[]	[117122191]
293_5429	chr1	144523798	144524198	+	946	38.5	[7.5088573]	[153]	[]	[]	[144524034]	[]
293_543	chr6	125872126	125872526	+	1000	84.5	[]	[]	[7.591329]	[134]	[]	[125872360]
293_5433	chr1	182299994	182300394	+	1000	38.5	[8.786449, 12.520998, 7.9846697]	[150, 174, 176]	[]	[]	[182300180, 182300204, 182300206]	[]
293_5434	chr1	196933590	196933990	+	941	38.5	[]	[]	[10.0477295, 14.252311]	[132, 136]	[]	[196933772, 196933776]
293_5438	chr10	50739726	50740126	+	1000	38.5	[]	[]	[7.643828]	[141]	[]	[50739944]
293_544	chr1	27542634	27543034	+	1000	84.0	[]	[]	[6.224293]	[207]	[]	[27542864]
293_5441	chr10	73811600	73812000	+	1000	38.5	[10.534392]	[138]	[]	[]	[73811776]	[]
293_5443	chr11	86193464	86193864	+	921	38.5	[12.520998]	[85]	[]	[]	[86193629]	[]
293_5446	chr12	53079337	53079737	+	1000	38.5	[]	[]	[14.252311]	[71]	[]	[53079503]
293_5447	chr12	53995406	53995806	+	1000	38.5	[10.68806]	[165]	[]	[]	[53995628]	[]
293_5448	chr12	54473358	54473758	+	970	38.5	[7.315276]	[146]	[]	[]	[54473556]	[]
293_5449	chr12	106984673	106985073	+	1000	38.5	[14.252311]	[160]	[]	[]	[106984910]	[]
293_5450	chr12	132687153	132687553	+	983	38.5	[9.052912]	[117]	[]	[]	[132687363]	[]
293_5456	chr14	64387720	64388120	+	1000	38.5	[8.061124]	[61]	[]	[]	[64387878]	[]
293_5457	chr15	45198543	45198943	+	1000	38.5	[]	[]	[6.7998433]	[206]	[]	[45198773]
293_5458	chr15	45279124	45279524	+	1000	38.5	[7.5088573, 9.792437]	[190, 212]	[6.0706253]	[201]	[45279338, 45279360]	[45279349]
293_5460	chr15	57950300	57950700	+	1000	38.5	[7.643828]	[208]	[]	[]	[57950548]	[]
293_5463	chr15	90929967	90930367	+	848	38.5	[]	[]	[6.7998433]	[149]	[]	[90930212]
293_5466	chr16	4734091	4734491	+	844	38.5	[8.061124]	[74]	[]	[]	[4734257]	[]
293_5467	chr16	29816098	29816498	+	1000	38.5	[]	[]	[10.534392]	[226]	[]	[29816343]
293_5470	chr16	74296674	74297074	+	961	38.5	[]	[]	[7.5940995, 11.779043]	[135, 166]	[]	[74296872, 74296903]
293_5472	chr16	88461599	88461999	+	1000	38.5	[12.265705, 10.7842245]	[81, 104]	[]	[]	[88461757, 88461780]	[]
293_5473	chr17	29639263	29639663	+	832	38.5	[7.801938]	[112]	[]	[]	[29639439]	[]
293_5474	chr17	37609200	37609600	+	964	38.5	[8.057231]	[167]	[]	[]	[37609444]	[]
293_5479	chr17	76384636	76385036	+	1000	38.5	[9.09216, 7.1055546]	[99, 137]	[]	[]	[76384815, 76384853]	[]
293_548	chr21	36060350	36060750	+	1000	84.0	[7.591329]	[148]	[]	[]	[36060596]	[]
293_5480	chr17	78315440	78315840	+	1000	38.5	[7.9846697, 10.534392]	[123, 169]	[7.5940995, 9.788544, 7.5940995]	[109, 133, 193]	[78315620, 78315666]	[78315606, 78315630, 78315690]
293_5484	chr19	2328415	2328815	+	601	38.5	[]	[]	[7.591329]	[152]	[]	[2328660]
293_5487	chr19	7920080	7920480	+	913	38.5	[12.265705, 7.5088573]	[135, 195]	[]	[]	[7920256, 7920316]	[]
293_5489	chr19	12835127	12835527	+	999	38.5	[]	[]	[7.9846697, 10.0477295]	[129, 131]	[]	[12835326, 12835328]
293_549	chr3	49171251	49171651	+	1000	84.0	[8.836867]	[121]	[]	[]	[49171465]	[]
293_5490	chr19	13162741	13163141	+	1000	38.5	[]	[]	[12.520998]	[152]	[]	[13162932]
293_5491	chr19	14381918	14382318	+	1000	38.5	[7.0663056, 12.520998]	[134, 139]	[]	[]	[14382129, 14382134]	[]
293_5496	chr19	18622309	18622709	+	884	38.5	[12.265705]	[124]	[]	[]	[18622505]	[]
293_5497	chr19	19515815	19516215	+	1000	38.5	[8.797619]	[174]	[]	[]	[19516009]	[]
293_5498	chr19	38849839	38850239	+	947	38.5	[9.792437, 12.520998, 7.5940995]	[140, 160, 212]	[6.483479]	[198]	[38850011, 38850031, 38850083]	[38850069]
293_5499	chr19	58347471	58347871	+	983	38.5	[12.265705, 12.265705, 14.252311, 14.252311]	[118, 130, 142, 154]	[8.956747, 7.5088573, 8.061124]	[76, 89, 98]	[58347672, 58347684, 58347696, 58347708]	[58347630, 58347643, 58347652]
293_550	chr5	122113215	122113615	+	1000	84.0	[]	[]	[14.252311]	[190]	[]	[122113433]
293_5500	chr2	26769136	26769536	+	1000	38.5	[7.662525]	[148]	[]	[]	[26769295]	[]
293_5502	chr2	28366422	28366822	+	1000	38.5	[]	[]	[7.5940995, 10.7842245]	[99, 114]	[]	[28366588, 28366603]
293_5505	chr2	74603593	74603993	+	1000	38.5	[14.252311, 6.483479]	[142, 160]	[]	[]	[74603804, 74603822]	[]
293_5506	chr2	219597935	219598335	+	1000	38.5	[7.5088573]	[65]	[]	[]	[219598095]	[]
293_5508	chr20	59042112	59042512	+	1000	38.5	[]	[]	[7.0663056]	[127]	[]	[59042338]
293_5509	chr20	64062771	64063171	+	921	38.5	[]	[]	[8.956747, 8.836867]	[192, 197]	[]	[64062965, 64062970]
293_5511	chr22	19395936	19396336	+	979	38.5	[]	[]	[7.2199736]	[164]	[]	[19396161]
293_5512	chr22	19735235	19735635	+	1000	38.5	[7.2592225]	[104]	[]	[]	[19735411]	[]
293_5521	chr22	21068844	21069244	+	1000	38.5	[14.252311]	[160]	[6.3204575]	[211]	[21069024]	[21069075]
293_5530	chr22	22566376	22566776	+	1000	38.5	[7.2199736]	[85]	[]	[]	[22566532]	[]
293_5535	chr3	13451730	13452130	+	1000	38.5	[7.0663056]	[162]	[]	[]	[13451915]	[]
293_5536	chr3	20014543	20014943	+	1000	38.5	[14.252311, 10.0477295]	[118, 155]	[]	[]	[20014698, 20014735]	[]
293_5537	chr3	24495382	24495782	+	1000	38.5	[10.0477295]	[89]	[7.5940995, 7.5940995]	[68, 119]	[24495568]	[24495547, 24495598]
293_5538	chr3	37824162	37824562	+	1000	38.5	[]	[]	[8.214792]	[153]	[]	[37824328]
293_5539	chr3	42349735	42350135	+	1000	38.5	[12.520998]	[152]	[]	[]	[42349937]	[]
293_554	chr12	123033592	123033992	+	1000	83.5	[]	[]	[12.520998]	[122]	[]	[123033803]
293_5540	chr3	45273679	45274079	+	862	38.5	[]	[]	[14.252311]	[162]	[]	[45273914]
293_5541	chr3	49429450	49429850	+	1000	38.5	[]	[]	[7.801938]	[163]	[]	[49429700]
293_5546	chr5	72107851	72108251	+	1000	38.5	[6.224293]	[149]	[12.520998]	[127]	[72108075]	[72108053]
293_5547	chr5	76181037	76181437	+	930	38.5	[14.252311]	[133]	[]	[]	[76181235]	[]
293_5550	chr5	119071211	119071611	+	1000	38.5	[8.061124, 6.7998433]	[101, 117]	[]	[]	[119071365, 119071381]	[]
293_5553	chr5	140107296	140107696	+	990	38.5	[]	[]	[9.495462, 7.5088573]	[136, 151]	[]	[140107524, 140107539]
