#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_3079	chr8	124635370	124635770	+	1000	246.5	[8.001244]	[214]	[]	[]	[124635620]	[]
368_308	chr2	69799023	69799423	+	1000	621.5	[8.891774]	[127]	[8.891774]	[126]	[69799250]	[69799249]
368_3081	chr11	44531117	44531517	+	1000	246.0	[8.090539]	[170]	[8.182954]	[153]	[44531340]	[44531323]
368_309	chr10	73456203	73456603	+	1000	621.0	[7.549868]	[69]	[]	[]	[73456363]	[]
368_3094	chr11	44548058	44548458	+	1000	245.0	[8.891774]	[126]	[]	[]	[44548281]	[]
368_3097	chr14	71461601	71462001	+	1000	245.0	[]	[]	[8.891774]	[111]	[]	[71461803]
368_3099	chr16	24844470	24844870	+	1000	245.0	[8.069409]	[86]	[8.320784]	[105]	[24844643]	[24844662]
368_310	chr9	14395646	14396046	+	1000	621.0	[]	[]	[8.968127]	[109]	[]	[14395855]
368_3107	chr12	89799336	89799736	+	1000	244.5	[]	[]	[8.228404]	[159]	[]	[89799580]
368_3112	chr10	38003544	38003944	+	1000	244.0	[8.891774]	[99]	[8.891774, 8.182954]	[98, 111]	[38003717]	[38003716, 38003729]
368_3117	chr5	8057757	8058157	+	1000	244.0	[8.090539]	[115]	[8.805163]	[164]	[8057958]	[8058007]
368_3133	chr19	6652711	6653111	+	1000	243.0	[]	[]	[8.320784]	[147]	[]	[6652938]
368_314	chr8	93502024	93502424	+	1000	620.0	[8.527855]	[104]	[]	[]	[93502219]	[]
368_3143	chr2	9714549	9714949	+	1000	242.5	[]	[]	[8.891774]	[106]	[]	[9714736]
368_3145	chr3	110625449	110625849	+	1000	242.5	[]	[]	[8.891774]	[120]	[]	[110625651]
368_3157	chr8	105568955	105569355	+	1000	242.0	[8.228404]	[210]	[]	[]	[105569185]	[]
368_3166	chr7	106986529	106986929	+	1000	241.5	[8.001244]	[126]	[]	[]	[106986751]	[]
368_3167	chr8	95226481	95226881	+	1000	241.5	[]	[]	[8.228404]	[116]	[]	[95226658]
368_3168	chr9	32942750	32943150	+	1000	241.5	[8.779576]	[123]	[]	[]	[32942956]	[]
368_3171	chr16	31230053	31230453	+	1000	241.0	[8.891774]	[138]	[8.891774]	[137]	[31230267]	[31230266]
368_3172	chr17	39020016	39020416	+	1000	241.0	[]	[]	[8.001244]	[71]	[]	[39020184]
368_3176	chr12	89679672	89680072	+	1000	240.5	[]	[]	[8.182954]	[151]	[]	[89679918]
368_3178	chr22	35742291	35742691	+	1000	240.5	[]	[]	[8.069409]	[97]	[]	[35742476]
368_318	chr7	44995139	44995539	+	1000	619.0	[]	[]	[8.320784]	[135]	[]	[44995354]
368_319	chr11	95153363	95153763	+	1000	618.5	[8.001244]	[83]	[8.090539]	[114]	[95153538]	[95153569]
368_3191	chr4	54066621	54067021	+	1000	240.0	[8.891774]	[90]	[]	[]	[54066805]	[]
368_320	chr10	124717832	124718232	+	1000	618.0	[8.891774]	[237]	[8.891774]	[218]	[124718081]	[124718062]
368_3201	chr18	50395989	50396389	+	1000	239.5	[8.320784]	[145]	[]	[]	[50396216]	[]
368_3203	chr7	16261666	16262066	+	1000	239.5	[8.527855]	[79]	[]	[]	[16261822]	[]
368_3211	chrX	71000233	71000633	+	1000	239.0	[8.320784]	[63]	[]	[]	[71000393]	[]
368_3214	chr1	65904597	65904997	+	1000	238.5	[8.228404]	[124]	[]	[]	[65904812]	[]
368_3216	chr16	12613665	12614065	+	1000	238.5	[12.567606, 8.779576]	[116, 145]	[]	[]	[12613832, 12613861]	[]
368_3218	chr2	12434588	12434988	+	1000	238.5	[]	[]	[7.549868]	[125]	[]	[12434812]
368_322	chr7	128860375	128860775	+	1000	617.5	[8.779576]	[118]	[]	[]	[128860586]	[]
368_3222	chr6	13688612	13689012	+	1000	238.5	[]	[]	[8.02331]	[135]	[]	[13688829]
368_323	chr20	53175409	53175809	+	1000	617.0	[]	[]	[8.891774]	[141]	[]	[53175640]
368_3231	chr12	10363329	10363729	+	1000	238.0	[8.891774]	[108]	[8.891774]	[107]	[10363523]	[10363522]
368_3234	chr22	21014697	21015097	+	1000	238.0	[8.182954]	[125]	[]	[]	[21014911]	[]
368_3239	chr10	21807128	21807528	+	1000	237.5	[9.473919]	[165]	[]	[]	[21807379]	[]
368_324	chr7	91299922	91300322	+	1000	617.0	[8.001244, 8.001244, 12.567606]	[81, 92, 107]	[]	[]	[91300098, 91300109, 91300124]	[]
368_3241	chr13	98509490	98509890	+	1000	237.5	[8.001244]	[149]	[]	[]	[98509738]	[]
368_3244	chr22	41603796	41604196	+	1000	237.5	[8.891774]	[124]	[8.891774]	[123]	[41603972]	[41603971]
368_3249	chr12	96375917	96376317	+	1000	237.0	[8.069409]	[123]	[]	[]	[96376132]	[]
368_3250	chr17	76354852	76355252	+	1000	237.0	[8.891774]	[74]	[]	[]	[76355024]	[]
368_326	chr19	38882794	38883194	+	1000	616.0	[]	[]	[8.891774]	[100]	[]	[38882978]
368_3262	chr12	121781982	121782382	+	1000	236.0	[8.001244, 8.228404]	[142, 200]	[]	[]	[121782172, 121782230]	[]
368_3267	chr6	144543406	144543806	+	1000	236.0	[8.891774]	[69]	[]	[]	[144543560]	[]
368_3269	chr15	57322121	57322521	+	1000	235.5	[12.567606]	[180]	[]	[]	[57322364]	[]
368_3275	chr10	101824680	101825080	+	1000	235.0	[]	[]	[8.001244]	[99]	[]	[101824871]
368_3276	chr11	5810408	5810808	+	1000	235.0	[]	[]	[7.7957826]	[110]	[]	[5810604]
368_3279	chr2	26974331	26974731	+	1000	235.0	[8.891774]	[122]	[8.001244, 8.891774]	[86, 121]	[26974540]	[26974504, 26974539]
368_3281	chr3	187522282	187522682	+	1000	235.0	[8.891774]	[104]	[8.891774]	[103]	[187522465]	[187522464]
368_3282	chr11	73941976	73942376	+	1000	234.5	[]	[]	[12.567606]	[128]	[]	[73942184]
368_3284	chr22	50118683	50119083	+	1000	234.5	[]	[]	[8.228404]	[82]	[]	[50118846]
368_3285	chr7	154672669	154673069	+	1000	234.5	[8.891774]	[121]	[8.891774]	[120]	[154672881]	[154672880]
368_3287	chr1	42949450	42949850	+	1000	234.0	[]	[]	[7.7957826]	[127]	[]	[42949662]
368_3288	chr2	68391790	68392190	+	1000	234.0	[8.891774]	[97]	[8.891774]	[96]	[68391973]	[68391972]
368_3291	chr5	36442360	36442760	+	1000	234.0	[8.779576]	[85]	[]	[]	[36442525]	[]
368_3303	chr1	192108134	192108534	+	1000	233.0	[]	[]	[9.473919]	[136]	[]	[192108363]
368_3306	chr12	89619139	89619539	+	1000	233.0	[]	[]	[8.320784]	[95]	[]	[89619332]
368_3312	chr3	143563797	143564197	+	1000	233.0	[7.549868]	[80]	[]	[]	[143563974]	[]
368_3325	chr9	121372910	121373310	+	1000	232.5	[]	[]	[8.779576]	[83]	[]	[121373076]
368_3326	chr10	5472319	5472719	+	1000	232.0	[8.182954]	[111]	[]	[]	[5472514]	[]
368_3329	chr4	3079596	3079996	+	1000	232.0	[8.494345]	[114]	[]	[]	[3079778]	[]
368_333	chr19	38270025	38270425	+	1000	614.5	[]	[]	[7.7957826]	[144]	[]	[38270232]
368_3337	chr16	19395574	19395974	+	1000	231.5	[]	[]	[8.001244]	[86]	[]	[19395742]
368_3342	chr9	129023269	129023669	+	1000	231.5	[7.549868]	[145]	[8.069409]	[150]	[129023475]	[129023480]
368_3347	chr11	78943827	78944227	+	1000	231.0	[8.090539]	[90]	[8.891774]	[141]	[78944009]	[78944060]
368_3351	chr17	33508206	33508606	+	1000	231.0	[12.567606]	[140]	[]	[]	[33508429]	[]
368_3352	chr19	2884076	2884476	+	1000	231.0	[12.567606]	[151]	[]	[]	[2884302]	[]
368_3353	chr19	56125862	56126262	+	1000	231.0	[8.891774]	[108]	[8.891774, 8.891774]	[113, 142]	[56126056]	[56126061, 56126090]
368_3354	chr22	29195598	29195998	+	1000	231.0	[]	[]	[7.549868]	[80]	[]	[29195767]
368_3357	chr7	140317563	140317963	+	1000	231.0	[]	[]	[8.891774]	[164]	[]	[140317806]
368_3361	chr20	41261987	41262387	+	1000	230.5	[8.891774]	[102]	[]	[]	[41262183]	[]
368_3368	chr19	555942	556342	+	1000	230.0	[8.069409]	[138]	[]	[]	[556160]	[]
368_3377	chr4	126546200	126546600	+	1000	229.5	[8.090539]	[164]	[]	[]	[126546438]	[]
368_3378	chr1	196517149	196517549	+	1000	229.0	[8.891774]	[142]	[]	[]	[196517382]	[]
368_3384	chr7	101902899	101903299	+	1000	229.0	[8.779576]	[158]	[]	[]	[101903108]	[]
368_3387	chr1	18530949	18531349	+	1000	228.5	[8.527855]	[132]	[]	[]	[18531179]	[]
368_339	chr18	2854143	2854543	+	1000	610.0	[]	[]	[12.567606]	[118]	[]	[2854356]
368_3390	chr2	64252625	64253025	+	1000	228.5	[9.473919]	[101]	[]	[]	[64252818]	[]
368_3393	chr5	159207909	159208309	+	1000	228.5	[8.182954, 9.473919]	[126, 141]	[]	[]	[159208120, 159208135]	[]
368_3394	chr8	129316649	129317049	+	1000	228.5	[8.090539]	[146]	[]	[]	[129316861]	[]
368_3396	chr10	79083237	79083637	+	1000	228.0	[]	[]	[8.320784]	[137]	[]	[79083459]
368_3401	chr16	50425603	50426003	+	1000	228.0	[8.001244]	[100]	[]	[]	[50425799]	[]
368_3402	chr17	60361910	60362310	+	1000	228.0	[8.001244]	[134]	[]	[]	[60362140]	[]
368_3403	chr9	122376026	122376426	+	1000	228.0	[8.228404]	[168]	[]	[]	[122376263]	[]
368_3407	chr13	102670055	102670455	+	1000	227.5	[]	[]	[7.549868]	[156]	[]	[102670296]
368_3413	chr8	143956557	143956957	+	1000	227.5	[8.779576]	[86]	[]	[]	[143956721]	[]
368_3416	chr10	91838207	91838607	+	1000	227.0	[8.001244]	[112]	[]	[]	[91838413]	[]
368_3421	chr3	186700376	186700776	+	1000	227.0	[8.182954, 8.069409]	[114, 136]	[]	[]	[186700580, 186700602]	[]
368_3424	chr6	1703141	1703541	+	1000	227.0	[]	[]	[8.001244]	[96]	[]	[1703298]
368_3426	chr12	9895215	9895615	+	1000	226.5	[]	[]	[9.473919]	[159]	[]	[9895430]
368_3428	chr19	380644	381044	+	1000	226.5	[]	[]	[8.001244, 8.001244, 8.182954, 8.001244, 8.182954]	[86, 126, 135, 166, 175]	[]	[380797, 380837, 380846, 380877, 380886]
368_3430	chr4	75512632	75513032	+	1000	226.5	[8.891774]	[126]	[]	[]	[75512838]	[]
368_3437	chr19	52723885	52724285	+	1000	226.0	[]	[]	[8.069409]	[62]	[]	[52724047]
368_3455	chr13	59468395	59468795	+	1000	225.0	[8.891774]	[158]	[]	[]	[59468630]	[]
368_3457	chr16	66534503	66534903	+	1000	225.0	[8.527855]	[153]	[]	[]	[66534739]	[]
368_3464	chr4	173218686	173219086	+	1000	225.0	[8.228404]	[73]	[]	[]	[173218842]	[]
368_3478	chrX	118948269	118948669	+	1000	224.5	[8.320784]	[115]	[]	[]	[118948468]	[]
368_3481	chr4	71406375	71406775	+	1000	224.0	[7.7957826]	[93]	[]	[]	[71406555]	[]
368_3487	chr8	27361680	27362080	+	1000	223.5	[8.228404]	[60]	[]	[]	[27361831]	[]
368_3492	chr9	6683413	6683813	+	1000	223.0	[]	[]	[12.567606]	[82]	[]	[6683583]
368_3493	chrX	131917596	131917996	+	1000	223.0	[]	[]	[8.320784]	[84]	[]	[131917772]
368_3495	chr15	40427184	40427584	+	1000	222.5	[8.891774]	[139]	[8.069409, 8.891774]	[109, 138]	[40427396]	[40427366, 40427395]
368_3498	chr17	19271049	19271449	+	1000	222.5	[]	[]	[7.7957826]	[101]	[]	[19271244]
368_3505	chr3	39388598	39388998	+	1000	222.5	[]	[]	[8.320784]	[180]	[]	[39388845]
368_3509	chr8	105201924	105202324	+	1000	222.5	[]	[]	[8.001244]	[79]	[]	[105202094]
368_351	chr18	46153197	46153597	+	1000	606.5	[8.891774]	[137]	[12.567606]	[129]	[46153433]	[46153425]
368_3516	chr20	47042469	47042869	+	1000	222.0	[8.320784, 7.7957826]	[81, 117]	[]	[]	[47042627, 47042663]	[]
368_3517	chr4	48729188	48729588	+	1000	222.0	[]	[]	[8.891774]	[113]	[]	[48729379]
368_3520	chr1	112462852	112463252	+	1000	221.5	[8.779576]	[140]	[]	[]	[112463092]	[]
368_3531	chr19	21197621	21198021	+	1000	221.0	[8.891774]	[113]	[8.891774]	[112]	[21197816]	[21197815]
368_3534	chr4	141912829	141913229	+	1000	221.0	[8.320784]	[97]	[]	[]	[141913013]	[]
368_3536	chr6	37112018	37112418	+	1000	221.0	[8.069409]	[162]	[]	[]	[37112266]	[]
368_3538	chr9	122332070	122332470	+	1000	221.0	[]	[]	[8.891774]	[82]	[]	[122332230]
368_3543	chr20	36770622	36771022	+	1000	220.5	[8.779576]	[153]	[]	[]	[36770870]	[]
368_3544	chr4	4324195	4324595	+	1000	220.5	[8.891774]	[96]	[8.891774]	[95]	[4324388]	[4324387]
368_3550	chr12	21813148	21813548	+	1000	220.0	[8.891774]	[122]	[8.891774]	[121]	[21813368]	[21813367]
368_3553	chr2	74049010	74049410	+	1000	220.0	[]	[]	[7.549868]	[78]	[]	[74049186]
368_3559	chr11	69948537	69948937	+	1000	219.5	[]	[]	[8.069409]	[156]	[]	[69948770]
368_3561	chr15	39517124	39517524	+	1000	219.5	[8.182954]	[81]	[]	[]	[39517282]	[]
368_3562	chr16	72072827	72073227	+	1000	219.5	[8.001244]	[101]	[]	[]	[72073023]	[]
368_3565	chr20	50165999	50166399	+	1000	219.5	[8.891774]	[65]	[]	[]	[50166163]	[]
368_3569	chr8	102811221	102811621	+	1000	219.5	[]	[]	[8.494345]	[103]	[]	[102811392]
368_357	chr1	46158463	46158863	+	1000	605.0	[]	[]	[12.567606]	[75]	[]	[46158632]
368_3572	chr11	71948386	71948786	+	1000	219.0	[]	[]	[8.891774, 8.891774]	[127, 136]	[]	[71948605, 71948614]
368_3578	chr7	158819824	158820224	+	1000	219.0	[]	[]	[8.805163]	[159]	[]	[158820022]
368_3579	chr9	77987050	77987450	+	1000	219.0	[8.001244]	[58]	[]	[]	[77987201]	[]
368_3581	chr11	118437438	118437838	+	1000	218.5	[8.182954]	[98]	[]	[]	[118437625]	[]
368_3585	chr19	44753303	44753703	+	1000	218.5	[8.891774]	[81]	[]	[]	[44753482]	[]
368_3596	chr2	61288051	61288451	+	1000	218.0	[8.069409]	[60]	[]	[]	[61288207]	[]
368_3597	chr2	102420266	102420666	+	1000	218.0	[]	[]	[8.891774]	[109]	[]	[102420468]
368_3601	chr8	53492472	53492872	+	1000	218.0	[]	[]	[8.228404, 8.182954]	[110, 149]	[]	[53492662, 53492701]
368_3604	chr11	78666570	78666970	+	1000	217.5	[8.001244]	[103]	[]	[]	[78666760]	[]
368_3609	chr1	13808647	13809047	+	1000	217.0	[7.549868]	[76]	[8.001244, 8.494345]	[98, 128]	[13808806]	[13808828, 13808858]
368_3614	chr16	14397358	14397758	+	1000	217.0	[8.001244]	[61]	[]	[]	[14397510]	[]
368_3619	chr5	68480378	68480778	+	1000	217.0	[12.567606]	[153]	[]	[]	[68480619]	[]
368_3620	chr6	15106866	15107266	+	1000	217.0	[]	[]	[12.567606]	[205]	[]	[15107112]
368_3623	chr9	76456250	76456650	+	1000	217.0	[8.891774]	[148]	[8.891774]	[147]	[76456479]	[76456478]
368_3625	chrX	2232970	2233370	+	1000	217.0	[]	[]	[8.891774]	[153]	[]	[2233203]
368_3628	chr13	28538871	28539271	+	1000	216.5	[8.891774]	[113]	[]	[]	[28539074]	[]
368_3639	chr22	30421629	30422029	+	1000	216.0	[8.182954]	[62]	[]	[]	[30421788]	[]
368_364	chr19	14391108	14391508	+	1000	604.0	[8.891774]	[82]	[]	[]	[14391277]	[]
368_3645	chr1	27157213	27157613	+	1000	215.5	[]	[]	[8.182954]	[170]	[]	[27157462]
368_3647	chr1	116409205	116409605	+	1000	215.5	[8.182954, 8.968127]	[58, 67]	[8.320784]	[105]	[116409360, 116409369]	[116409407]
368_3649	chr10	79391500	79391900	+	1000	215.5	[8.228404]	[60]	[]	[]	[79391660]	[]
368_3652	chr18	11951463	11951863	+	1000	215.5	[]	[]	[8.891774, 8.069409]	[94, 118]	[]	[11951652, 11951676]
368_366	chr9	64479078	64479478	+	1000	604.0	[8.069409]	[94]	[]	[]	[64479272]	[]
368_367	chr11	47056252	47056652	+	1000	603.0	[8.891774, 8.891774]	[143, 162]	[8.001244, 8.891774]	[112, 142]	[47056482, 47056501]	[47056451, 47056481]
368_3670	chr1	6561836	6562236	+	1000	214.5	[]	[]	[8.779576, 8.891774]	[84, 139]	[]	[6562005, 6562060]
368_3673	chr5	103605305	103605705	+	1000	214.5	[]	[]	[7.7957826]	[111]	[]	[103605512]
368_3676	chr8	16545268	16545668	+	1000	214.5	[8.891774]	[84]	[]	[]	[16545448]	[]
368_3677	chr8	98768644	98769044	+	1000	214.5	[]	[]	[8.001244]	[90]	[]	[98768831]
368_3678	chr9	73009900	73010300	+	1000	214.5	[8.891774]	[132]	[]	[]	[73010125]	[]
368_3684	chr8	27730359	27730759	+	1000	214.0	[8.069409]	[158]	[]	[]	[27730604]	[]
368_3686	chr6	31395810	31396210	+	1000	213.5	[8.968127]	[59]	[]	[]	[31395965]	[]
368_3694	chr22	37242516	37242916	+	1000	213.0	[]	[]	[9.473919, 7.7957826]	[120, 164]	[]	[37242718, 37242762]
368_3707	chr2	21287333	21287733	+	1000	212.5	[8.320784]	[104]	[]	[]	[21287522]	[]
368_3711	chr4	173289365	173289765	+	1000	212.5	[]	[]	[8.891774]	[114]	[]	[173289576]
368_3717	chr19	487755	488155	+	1000	212.0	[]	[]	[8.494345]	[147]	[]	[487986]
368_3718	chr2	96924175	96924575	+	1000	212.0	[7.549868]	[145]	[]	[]	[96924405]	[]
368_3720	chr5	115463971	115464371	+	1000	212.0	[8.891774]	[96]	[]	[]	[115464166]	[]
368_3724	chr1	51752545	51752945	+	1000	211.5	[]	[]	[8.805163]	[109]	[]	[51752753]
368_3735	chr2	128028581	128028981	+	1000	211.0	[8.779576]	[73]	[]	[]	[128028744]	[]
368_3738	chr20	48853905	48854305	+	1000	211.0	[8.891774]	[104]	[]	[]	[48854107]	[]
368_3741	chr5	57042593	57042993	+	1000	211.0	[8.228404]	[79]	[]	[]	[57042765]	[]
368_3742	chr7	140267779	140268179	+	1000	211.0	[8.228404, 8.891774]	[94, 136]	[]	[]	[140267939, 140267981]	[]
368_3748	chr1	198598890	198599290	+	1000	210.0	[8.891774]	[76]	[7.549868]	[106]	[198599065]	[198599095]
368_3749	chr11	76364986	76365386	+	1000	210.0	[]	[]	[8.182954, 8.182954]	[128, 137]	[]	[76365208, 76365217]
368_3751	chr2	70085195	70085595	+	1000	210.0	[]	[]	[8.779576]	[92]	[]	[70085372]
368_3755	chr4	54588347	54588747	+	1000	210.0	[8.090539]	[74]	[]	[]	[54588515]	[]
368_3759	chr10	45261962	45262362	+	1000	209.5	[8.891774]	[117]	[]	[]	[45262173]	[]
368_3762	chr15	45212473	45212873	+	1000	209.5	[]	[]	[8.779576]	[137]	[]	[45212709]
368_3773	chr10	35533518	35533918	+	1000	209.0	[8.779576]	[101]	[]	[]	[35533711]	[]
368_3778	chr2	167944901	167945301	+	1000	209.0	[]	[]	[8.182954]	[96]	[]	[167945078]
368_3783	chr6	25207542	25207942	+	1000	209.0	[8.779576]	[148]	[8.891774]	[162]	[25207765]	[25207779]
368_3790	chr11	82832963	82833363	+	1000	208.5	[]	[]	[8.001244]	[99]	[]	[82833155]
368_3797	chr2	159152088	159152488	+	1000	208.5	[]	[]	[8.001244]	[156]	[]	[159152306]
368_3801	chr6	79599876	79600276	+	1000	208.5	[12.567606]	[118]	[]	[]	[79600072]	[]
368_3804	chrX	41956074	41956474	+	1000	208.5	[]	[]	[8.001244]	[172]	[]	[41956322]
368_3806	chr1	111025121	111025521	+	1000	208.0	[8.069409]	[92]	[7.549868]	[106]	[111025275]	[111025289]
368_3818	chr10	74921106	74921506	+	1000	207.5	[9.473919]	[194]	[]	[]	[74921356]	[]
368_3819	chr12	111994761	111995161	+	1000	207.5	[8.001244]	[120]	[]	[]	[111994971]	[]
368_3822	chr20	35462380	35462780	+	1000	207.5	[8.891774]	[103]	[8.891774, 8.069409]	[102, 171]	[35462560]	[35462559, 35462628]
368_3823	chr20	38995707	38996107	+	1000	207.5	[8.02331]	[126]	[]	[]	[38995915]	[]
368_3830	chr9	98174468	98174868	+	1000	207.5	[8.228404, 8.069409]	[139, 157]	[]	[]	[98174684, 98174702]	[]
368_3835	chr2	13020467	13020867	+	1000	207.0	[8.182954]	[140]	[]	[]	[13020699]	[]
368_3837	chr3	9786148	9786548	+	1000	207.0	[7.549868]	[114]	[]	[]	[9786348]	[]
368_3841	chr6	30767522	30767922	+	1000	207.0	[]	[]	[8.891774]	[106]	[]	[30767716]
368_3844	chr8	66105653	66106053	+	1000	207.0	[]	[]	[7.7957826]	[81]	[]	[66105828]
368_3851	chr5	160262704	160263104	+	1000	206.5	[8.891774]	[100]	[]	[]	[160262895]	[]
368_3858	chr19	2345915	2346315	+	1000	206.0	[]	[]	[8.891774]	[121]	[]	[2346134]
368_3859	chr19	48891897	48892297	+	1000	206.0	[]	[]	[8.069409]	[112]	[]	[48892090]
368_3865	chr1	11697118	11697518	+	1000	205.5	[8.320784]	[121]	[]	[]	[11697315]	[]
368_3869	chr11	112045001	112045401	+	1000	205.5	[]	[]	[8.779576]	[102]	[]	[112045189]
368_3870	chr11	126159845	126160245	+	1000	205.5	[7.549868]	[113]	[]	[]	[126160037]	[]
368_3876	chr4	102342683	102343083	+	1000	205.5	[8.182954]	[71]	[]	[]	[102342840]	[]
368_3879	chr1	155699046	155699446	+	1000	205.0	[]	[]	[7.7957826]	[205]	[]	[155699279]
368_388	chr3	32972740	32973140	+	1000	596.5	[8.891774]	[99]	[8.891774]	[98]	[32972936]	[32972935]
368_3881	chr10	103040488	103040888	+	1000	205.0	[]	[]	[8.779576]	[107]	[]	[103040689]
368_3884	chr8	133271685	133272085	+	1000	205.0	[]	[]	[8.182954]	[61]	[]	[133271844]
368_3885	chr9	127911127	127911527	+	1000	205.0	[]	[]	[12.567606]	[136]	[]	[127911360]
368_3889	chr1	168161412	168161812	+	1000	204.5	[8.891774]	[179]	[]	[]	[168161660]	[]
368_3896	chr8	55961357	55961757	+	1000	204.5	[8.891774, 8.891774]	[97, 152]	[8.891774]	[151]	[55961529, 55961584]	[55961583]
368_3898	chr1	191582116	191582516	+	1000	204.0	[8.001244]	[134]	[]	[]	[191582346]	[]
368_3903	chr19	44553700	44554100	+	1000	204.0	[]	[]	[8.182954]	[160]	[]	[44553869]
368_3904	chr2	26750132	26750532	+	1000	204.0	[8.069409]	[151]	[]	[]	[26750359]	[]
368_391	chr3	138875700	138876100	+	1000	595.0	[8.069409]	[87]	[]	[]	[138875875]	[]
368_3915	chr7	75798738	75799138	+	1000	203.5	[8.891774, 8.320784]	[138, 145]	[]	[]	[75798973, 75798980]	[]
368_3920	chr6	89072997	89073397	+	1000	203.0	[8.891774]	[119]	[8.891774]	[118]	[89073204]	[89073203]
368_3931	chr1	167728833	167729233	+	1000	202.0	[]	[]	[8.968127]	[105]	[]	[167729035]
368_3941	chr8	60330224	60330624	+	1000	202.0	[8.320784]	[130]	[]	[]	[60330446]	[]
368_3945	chr11	33320909	33321309	+	1000	201.5	[]	[]	[8.02331]	[168]	[]	[33321156]
368_3947	chr14	74735096	74735496	+	1000	201.5	[8.891774]	[108]	[8.891774]	[107]	[74735297]	[74735296]
368_3949	chr17	35942612	35943012	+	1000	201.5	[8.891774]	[142]	[]	[]	[35942850]	[]
368_395	chr1	207649949	207650349	+	1000	593.5	[]	[]	[8.891774]	[140]	[]	[207650182]
368_3952	chr6	13360683	13361083	+	1000	201.5	[]	[]	[8.182954]	[115]	[]	[13360859]
368_3955	chr8	124921317	124921717	+	1000	201.5	[8.891774, 8.891774]	[134, 161]	[8.891774]	[133]	[124921540, 124921567]	[124921539]
368_3975	chr20	37833527	37833927	+	1000	200.5	[8.182954]	[85]	[8.891774]	[116]	[37833700]	[37833731]
368_3982	chr9	97051779	97052179	+	1000	200.5	[8.891774, 8.228404]	[54, 104]	[8.891774, 9.473919]	[53, 59]	[97051931, 97051981]	[97051930, 97051936]
368_3985	chr11	57395857	57396257	+	1000	200.0	[]	[]	[7.7957826]	[115]	[]	[57396056]
368_3988	chr6	14863841	14864241	+	1000	200.0	[]	[]	[12.567606]	[86]	[]	[14864015]
368_3998	chr9	70256074	70256474	+	1000	199.5	[]	[]	[8.320784]	[79]	[]	[70256239]
368_4003	chr20	45337433	45337833	+	1000	199.0	[]	[]	[8.069409]	[142]	[]	[45337651]
368_4013	chr12	42076982	42077382	+	1000	198.5	[12.567606, 7.7957826]	[85, 105]	[]	[]	[42077158, 42077178]	[]
368_4014	chr14	77604727	77605127	+	1000	198.5	[8.090539]	[102]	[]	[]	[77604911]	[]
368_4017	chr2	38440739	38441139	+	1000	198.5	[]	[]	[7.549868]	[66]	[]	[38440898]
368_4024	chr6	90044771	90045171	+	1000	198.5	[]	[]	[8.001244]	[212]	[]	[90044982]
368_4025	chr6	129704721	129705121	+	1000	198.5	[8.228404]	[101]	[]	[]	[129704915]	[]
368_4034	chr16	27547101	27547501	+	1000	198.0	[8.891774]	[73]	[]	[]	[27547267]	[]
368_4037	chr22	43263793	43264193	+	1000	198.0	[]	[]	[8.228404]	[138]	[]	[43264017]
368_4046	chr1	233668819	233669219	+	1000	197.5	[7.7957826]	[160]	[]	[]	[233669050]	[]
368_4049	chr13	45122950	45123350	+	1000	197.5	[]	[]	[8.968127]	[133]	[]	[45123171]
368_405	chr1	26286999	26287399	+	1000	591.0	[8.891774]	[116]	[]	[]	[26287204]	[]
368_4051	chr18	755503	755903	+	1000	197.5	[]	[]	[8.891774]	[95]	[]	[755684]
368_4059	chr1	31471492	31471892	+	1000	197.0	[]	[]	[12.567606, 12.567606]	[100, 128]	[]	[31471692, 31471720]
368_4065	chr3	72595448	72595848	+	1000	197.0	[7.7957826, 8.779576]	[84, 161]	[8.090539]	[106]	[72595620, 72595697]	[72595642]
368_4069	chr1	113141619	113142019	+	1000	196.5	[]	[]	[8.891774]	[111]	[]	[113141778]
368_4071	chr10	3074247	3074647	+	1000	196.5	[]	[]	[12.567606]	[113]	[]	[3074433]
368_4077	chr7	138374141	138374541	+	1000	196.5	[7.7957826]	[145]	[8.320784]	[159]	[138374350]	[138374364]
368_408	chr1	231200436	231200836	+	1000	591.0	[8.891774, 8.069409]	[120, 161]	[7.7957826]	[111]	[231200633, 231200674]	[231200624]
368_4087	chr20	31610614	31611014	+	1000	196.0	[7.549868]	[160]	[7.7957826]	[171]	[31610846]	[31610857]
368_4096	chr11	10920231	10920631	+	1000	195.5	[8.069409]	[150]	[]	[]	[10920427]	[]
368_41	chr3	125433076	125433476	+	1000	799.5	[]	[]	[12.567606]	[107]	[]	[125433283]
368_4105	chr20	2315069	2315469	+	1000	195.5	[8.891774, 8.182954]	[69, 75]	[]	[]	[2315231, 2315237]	[]
368_4119	chr7	5452597	5452997	+	1000	195.0	[8.001244]	[121]	[]	[]	[5452812]	[]
368_412	chr16	10972228	10972628	+	1000	590.5	[8.069409]	[52]	[8.001244]	[98]	[10972380]	[10972426]
368_4127	chr2	201125642	201126042	+	1000	194.5	[]	[]	[8.182954, 8.228404]	[162, 197]	[]	[201125846, 201125881]
