#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXJ2_idr.fa FOXJ2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
303_26194	chrX	107683128	107683528	+	869	28.0	[]	[]	[12.285931]	[161]	[]	[107683374]
303_26198	chrX	134948711	134949111	+	832	28.0	[]	[]	[10.381243]	[152]	[]	[134948946]
303_2622	chr4	174423288	174423688	+	1000	84.0	[]	[]	[7.1202607]	[77]	[]	[174423464]
303_26227	chr1	24830397	24830797	+	746	27.0	[7.3291993]	[136]	[]	[]	[24830602]	[]
303_2623	chr5	97041277	97041677	+	1000	84.0	[]	[]	[7.5476513]	[146]	[]	[97041505]
303_26230	chr1	27523472	27523872	+	731	27.0	[]	[]	[7.3291993]	[158]	[]	[27523722]
303_26233	chr1	31447165	31447565	+	702	27.0	[]	[]	[12.285931]	[157]	[]	[31447375]
303_26238	chr1	35544933	35545333	+	783	27.0	[]	[]	[12.067478]	[196]	[]	[35545149]
303_26239	chr1	35589060	35589460	+	764	27.0	[]	[]	[12.285931]	[123]	[]	[35589269]
303_26242	chr1	40612098	40612498	+	678	27.0	[]	[]	[8.10693]	[138]	[]	[40612304]
303_26244	chr1	42146929	42147329	+	702	27.0	[12.285931]	[122]	[]	[]	[42147124]	[]
303_26252	chr1	45264125	45264525	+	733	27.0	[8.325381]	[219]	[]	[]	[45264353]	[]
303_26253	chr1	46065474	46065874	+	724	27.0	[]	[]	[12.285931]	[95]	[]	[46065661]
303_26256	chr1	51192278	51192678	+	700	27.0	[12.067478]	[163]	[]	[]	[51192519]	[]
303_26265	chr1	62775024	62775424	+	747	27.0	[]	[]	[8.1802225]	[109]	[]	[62775221]
303_26272	chr1	84572994	84573394	+	709	27.0	[7.5476513]	[210]	[]	[]	[84573225]	[]
303_26288	chr1	109438798	109439198	+	747	27.0	[]	[]	[7.5476513]	[167]	[]	[109438986]
303_2629	chr6	26303634	26304034	+	1000	84.0	[]	[]	[7.3291993, 7.3291993, 7.3291993, 8.10693]	[105, 109, 113, 117]	[]	[26303812, 26303816, 26303820, 26303824]
303_26299	chr1	113761056	113761456	+	547	27.0	[]	[]	[8.325381]	[253]	[]	[113761229]
303_26300	chr1	113846508	113846908	+	751	27.0	[]	[]	[8.325381]	[114]	[]	[113846712]
303_26304	chr1	119696866	119697266	+	652	27.0	[]	[]	[12.285931]	[106]	[]	[119697065]
303_26307	chr1	122929150	122929550	+	762	27.0	[]	[]	[7.3291993]	[100]	[]	[122929350]
303_26312	chr1	147402658	147403058	+	755	27.0	[12.285931]	[106]	[]	[]	[147402861]	[]
303_26323	chr1	154861612	154862012	+	757	27.0	[]	[]	[8.10693]	[177]	[]	[154861850]
303_26328	chr1	155276681	155277081	+	703	27.0	[]	[]	[8.10693, 8.325381]	[101, 122]	[]	[155276870, 155276891]
303_26329	chr1	155339674	155340074	+	752	27.0	[6.5088143]	[118]	[]	[]	[155339853]	[]
303_2633	chr6	159981936	159982336	+	1000	84.0	[]	[]	[10.381243]	[108]	[]	[159982143]
303_26334	chr1	167564556	167564956	+	711	27.0	[8.325381]	[67]	[]	[]	[167564711]	[]
303_26337	chr1	167926576	167926976	+	772	27.0	[7.5476513]	[179]	[]	[]	[167926761]	[]
303_26342	chr1	179251664	179252064	+	717	27.0	[8.325381]	[89]	[]	[]	[179251847]	[]
303_26343	chr1	180291002	180291402	+	686	27.0	[8.1802225]	[144]	[6.4206944, 8.325381]	[111, 126]	[180291238]	[180291205, 180291220]
303_26351	chr1	193110801	193111201	+	738	27.0	[]	[]	[7.1202607]	[202]	[]	[193111013]
303_26352	chr1	194860328	194860728	+	671	27.0	[8.10693, 7.3291993, 7.3291993, 7.3387127, 7.3291993]	[122, 126, 130, 171, 191]	[]	[]	[194860507, 194860511, 194860515, 194860556, 194860576]	[]
303_26355	chr1	205076360	205076760	+	668	27.0	[7.3291993, 12.285931]	[141, 176]	[]	[]	[205076570, 205076605]	[]
303_2636	chr7	102973236	102973636	+	1000	84.0	[]	[]	[12.285931]	[120]	[]	[102973446]
303_26360	chr1	206912458	206912858	+	649	27.0	[7.3291993]	[120]	[]	[]	[206912662]	[]
303_26363	chr1	207651585	207651985	+	765	27.0	[12.067478]	[64]	[]	[]	[207651739]	[]
303_26365	chr1	209741022	209741422	+	663	27.0	[]	[]	[12.067478]	[96]	[]	[209741210]
303_26378	chr1	224554763	224555163	+	742	27.0	[7.3387127]	[170]	[]	[]	[224554951]	[]
303_26384	chr1	230152893	230153293	+	723	27.0	[]	[]	[8.1802225, 7.961771, 6.4206944]	[115, 126, 164]	[]	[230153050, 230153061, 230153099]
303_2639	chr7	148987199	148987599	+	1000	84.0	[]	[]	[7.961771]	[156]	[]	[148987394]
303_26395	chr1	246641169	246641569	+	779	27.0	[]	[]	[7.961771]	[66]	[]	[246641333]
303_26399	chr10	5476005	5476405	+	780	27.0	[8.1802225, 7.961771]	[135, 139]	[]	[]	[5476214, 5476218]	[]
303_2640	chr8	21919253	21919653	+	1000	84.0	[12.285931]	[125]	[]	[]	[21919455]	[]
303_26403	chr10	11710666	11711066	+	691	27.0	[8.10693]	[97]	[]	[]	[11710839]	[]
303_26413	chr10	32326993	32327393	+	759	27.0	[7.961771]	[142]	[]	[]	[32327203]	[]
303_26418	chr10	45145912	45146312	+	727	27.0	[8.325381]	[97]	[]	[]	[45146094]	[]
303_26421	chr10	50511842	50512242	+	744	27.0	[6.2755356, 12.067478]	[137, 141]	[]	[]	[50511997, 50512001]	[]
303_26425	chr10	63384616	63385016	+	750	27.0	[]	[]	[12.285931]	[126]	[]	[63384836]
303_26426	chr10	63722530	63722930	+	803	27.0	[12.285931]	[88]	[]	[]	[63722718]	[]
303_26427	chr10	69215551	69215951	+	795	27.0	[]	[]	[6.5088143]	[149]	[]	[69215710]
303_26431	chr10	73168573	73168973	+	775	27.0	[]	[]	[8.1802225]	[93]	[]	[73168731]
303_2644	chrX	47796330	47796730	+	1000	84.0	[]	[]	[7.961771]	[107]	[]	[47796537]
303_26442	chr10	95406899	95407299	+	759	27.0	[12.285931]	[164]	[]	[]	[95407126]	[]
303_26445	chr10	101575896	101576296	+	792	27.0	[6.5088143]	[81]	[]	[]	[101576059]	[]
303_26450	chr10	102963296	102963696	+	701	27.0	[]	[]	[8.325381]	[97]	[]	[102963478]
303_26451	chr10	109899393	109899793	+	798	27.0	[]	[]	[12.067478]	[162]	[]	[109899617]
303_26467	chr11	12888721	12889121	+	808	27.0	[]	[]	[8.10693]	[84]	[]	[12888891]
303_26470	chr11	14337052	14337452	+	668	27.0	[]	[]	[7.1202607]	[171]	[]	[14337284]
303_26477	chr11	44911275	44911675	+	800	27.0	[7.5476513]	[112]	[]	[]	[44911457]	[]
303_26478	chr11	46108795	46109195	+	690	27.0	[10.162791]	[132]	[12.285931]	[92]	[46109019]	[46108979]
303_26479	chr11	46273336	46273736	+	742	27.0	[8.10693]	[130]	[]	[]	[46273507]	[]
303_26481	chr11	57441856	57442256	+	716	27.0	[7.5476513]	[107]	[]	[]	[57442055]	[]
303_26483	chr11	59546847	59547247	+	752	27.0	[]	[]	[12.067478]	[105]	[]	[59547036]
303_26484	chr11	59753823	59754223	+	595	27.0	[8.10693, 7.3291993, 7.3291993, 7.3291993, 7.3291993, 7.3291993, 7.3291993, 7.3291993]	[119, 123, 127, 131, 135, 139, 143, 147]	[]	[]	[59754012, 59754016, 59754020, 59754024, 59754028, 59754032, 59754036, 59754040]	[]
303_26495	chr11	68857538	68857938	+	635	27.0	[]	[]	[10.381243]	[167]	[]	[68857757]
303_26507	chr11	85752827	85753227	+	759	27.0	[8.10693]	[136]	[7.1202607]	[167]	[85753020]	[85753051]
303_26508	chr11	86597275	86597675	+	748	27.0	[]	[]	[6.4206944]	[162]	[]	[86597516]
303_26509	chr11	87005272	87005672	+	749	27.0	[8.1802225]	[78]	[]	[]	[87005433]	[]
303_26510	chr11	88544208	88544608	+	726	27.0	[]	[]	[7.5476513]	[107]	[]	[88544380]
303_26512	chr11	93973631	93974031	+	820	27.0	[8.10693]	[152]	[]	[]	[93973834]	[]
303_26514	chr11	96255225	96255625	+	702	27.0	[10.162791]	[229]	[]	[]	[96255462]	[]
303_26522	chr12	10739160	10739560	+	742	27.0	[12.285931]	[111]	[]	[]	[10739364]	[]
303_26525	chr12	19373535	19373935	+	808	27.0	[12.067478]	[98]	[]	[]	[19373731]	[]
303_2653	chr1	234728155	234728555	+	1000	83.0	[10.381243]	[68]	[8.10693]	[82]	[234728317]	[234728331]
303_26544	chr12	94458736	94459136	+	645	27.0	[]	[]	[12.285931]	[97]	[]	[94458919]
303_26547	chr12	107684930	107685330	+	699	27.0	[]	[]	[8.325381]	[170]	[]	[107685180]
303_26550	chr12	116885384	116885784	+	744	27.0	[7.5476513, 6.5088143]	[107, 135]	[]	[]	[116885575, 116885603]	[]
303_26551	chr12	118182261	118182661	+	668	27.0	[]	[]	[6.5088143]	[80]	[]	[118182430]
303_26555	chr13	16398154	16398554	+	694	27.0	[]	[]	[6.2755356]	[154]	[]	[16398403]
303_26556	chr13	16635264	16635664	+	676	27.0	[8.10693]	[120]	[7.3291993]	[59]	[16635482]	[16635421]
303_2656	chr10	3945687	3946087	+	1000	83.0	[6.5088143]	[154]	[]	[]	[3945904]	[]
303_26569	chr13	90204453	90204853	+	658	27.0	[]	[]	[8.1802225]	[137]	[]	[90204664]
303_26571	chr13	90594631	90595031	+	647	27.0	[]	[]	[6.5088143]	[176]	[]	[90594864]
303_26574	chr13	91368594	91368994	+	684	27.0	[7.3291993]	[81]	[7.5476513]	[64]	[91368771]	[91368754]
303_26575	chr13	91373999	91374399	+	577	27.0	[7.961771, 6.5088143]	[142, 168]	[]	[]	[91374171, 91374197]	[]
303_26576	chr13	92306947	92307347	+	756	27.0	[]	[]	[10.162791]	[219]	[]	[92307188]
303_26577	chr13	92316207	92316607	+	767	27.0	[7.1202607]	[68]	[8.1802225]	[149]	[92316358]	[92316439]
303_2658	chr11	48141681	48142081	+	1000	83.0	[8.1802225]	[149]	[]	[]	[48141904]	[]
303_26581	chr13	92446681	92447081	+	750	27.0	[]	[]	[8.325381]	[205]	[]	[92446909]
303_26582	chr13	92570797	92571197	+	659	27.0	[]	[]	[8.10693]	[156]	[]	[92570965]
303_26586	chr13	93297976	93298376	+	734	27.0	[7.3291993]	[207]	[]	[]	[93298202]	[]
303_26587	chr13	93323986	93324386	+	812	27.0	[12.067478]	[166]	[]	[]	[93324200]	[]
303_26589	chr13	93333803	93334203	+	716	27.0	[]	[]	[8.10693]	[169]	[]	[93333982]
303_26595	chr13	107876007	107876407	+	777	27.0	[7.3291993]	[109]	[]	[]	[107876160]	[]
303_26597	chr14	19918511	19918911	+	700	27.0	[12.285931, 7.3387127]	[79, 167]	[8.10693, 7.3387127]	[97, 166]	[19918673, 19918761]	[19918691, 19918760]
303_26598	chr14	20989713	20990113	+	671	27.0	[7.5476513]	[67]	[]	[]	[20989878]	[]
303_266	chr7	120950357	120950757	+	1000	218.0	[10.162791, 12.067478]	[65, 73]	[7.5476513]	[111]	[120950509, 120950517]	[120950555]
303_2660	chr11	85827665	85828065	+	1000	83.0	[]	[]	[6.5088143]	[125]	[]	[85827870]
303_26603	chr14	32102480	32102880	+	655	27.0	[]	[]	[12.067478]	[166]	[]	[32102683]
303_26617	chr14	95524857	95525257	+	651	27.0	[7.5476513]	[135]	[12.285931]	[164]	[95525051]	[95525080]
303_26620	chr14	103105029	103105429	+	770	27.0	[]	[]	[7.3291993]	[138]	[]	[103105195]
303_26625	chr14	105452045	105452445	+	719	27.0	[12.067478]	[138]	[]	[]	[105452260]	[]
303_26627	chr15	27135700	27136100	+	620	27.0	[7.3291993, 8.10693]	[115, 122]	[]	[]	[27135914, 27135921]	[]
303_2663	chr12	7973337	7973737	+	1000	83.0	[]	[]	[7.961771]	[148]	[]	[7973581]
303_26636	chr15	44780643	44781043	+	758	27.0	[12.067478]	[77]	[]	[]	[44780815]	[]
303_26643	chr15	52020478	52020878	+	763	27.0	[]	[]	[6.5088143]	[233]	[]	[52020717]
303_26644	chr15	55250346	55250746	+	769	27.0	[]	[]	[7.5476513]	[134]	[]	[55250575]
303_26650	chr15	63109821	63110221	+	582	27.0	[]	[]	[10.162791]	[104]	[]	[63110022]
303_26655	chr15	67406391	67406791	+	748	27.0	[]	[]	[8.10693]	[95]	[]	[67406572]
303_26657	chr15	72782636	72783036	+	710	27.0	[]	[]	[12.285931]	[107]	[]	[72782789]
303_26659	chr15	75552221	75552621	+	683	27.0	[8.10693, 8.10693]	[143, 166]	[]	[]	[75552410, 75552433]	[]
303_26660	chr15	75902068	75902468	+	636	27.0	[]	[]	[12.067478]	[166]	[]	[75902308]
303_26662	chr15	83062721	83063121	+	541	27.0	[]	[]	[12.067478]	[100]	[]	[83062883]
303_26663	chr15	84534859	84535259	+	704	27.0	[8.325381, 7.5476513]	[107, 120]	[]	[]	[84535012, 84535025]	[]
303_26677	chr16	12541738	12542138	+	656	27.0	[]	[]	[8.325381]	[83]	[]	[12541904]
303_26678	chr16	15644149	15644549	+	794	27.0	[12.285931]	[143]	[]	[]	[15644340]	[]
303_26682	chr16	22077637	22078037	+	765	27.0	[]	[]	[8.10693]	[168]	[]	[22077851]
303_26684	chr16	22680645	22681045	+	816	27.0	[]	[]	[7.3291993]	[133]	[]	[22680798]
303_26685	chr16	23949018	23949418	+	708	27.0	[7.3291993]	[131]	[]	[]	[23949211]	[]
303_26686	chr16	24504741	24505141	+	682	27.0	[7.5476513, 8.325381]	[119, 126]	[]	[]	[24504944, 24504951]	[]
303_26688	chr16	30693789	30694189	+	624	27.0	[]	[]	[6.5088143]	[159]	[]	[30694010]
303_2669	chr14	32183621	32184021	+	1000	83.0	[7.5476513]	[171]	[]	[]	[32183872]	[]
303_26699	chr16	69382417	69382817	+	779	27.0	[8.325381]	[126]	[]	[]	[69382636]	[]
303_26703	chr16	79757110	79757510	+	717	27.0	[]	[]	[12.067478]	[96]	[]	[79757289]
303_26712	chr16	87363710	87364110	+	779	27.0	[]	[]	[12.285931]	[164]	[]	[87363957]
303_26723	chr17	17792785	17793185	+	691	27.0	[7.5476513]	[132]	[]	[]	[17792983]	[]
303_26724	chr17	18917579	18917979	+	660	27.0	[]	[]	[6.5088143]	[163]	[]	[18917825]
303_2673	chr16	56582022	56582422	+	1000	83.0	[12.067478]	[93]	[]	[]	[56582213]	[]
303_26734	chr17	40341166	40341566	+	757	27.0	[]	[]	[7.3291993]	[105]	[]	[40341333]
303_26740	chr17	44246033	44246433	+	762	27.0	[]	[]	[10.381243]	[141]	[]	[44246248]
303_26748	chr17	49100964	49101364	+	675	27.0	[12.067478]	[89]	[]	[]	[49101135]	[]
303_26749	chr17	49111921	49112321	+	633	27.0	[12.067478, 7.3291993]	[107, 140]	[]	[]	[49112106, 49112139]	[]
303_26753	chr17	50421398	50421798	+	804	27.0	[]	[]	[6.5088143]	[221]	[]	[50421623]
303_26757	chr17	66296171	66296571	+	765	27.0	[]	[]	[8.325381]	[71]	[]	[66296328]
303_26765	chr17	78986859	78987259	+	695	27.0	[]	[]	[8.10693]	[111]	[]	[78987019]
303_26766	chr17	81663133	81663533	+	747	27.0	[]	[]	[8.325381, 8.325381]	[117, 130]	[]	[81663315, 81663328]
303_26769	chr17_GL000205v2_random	11518	11918	+	698	27.0	[7.3291993]	[183]	[]	[]	[11768]	[]
303_26770	chr17_GL000205v2_random	42690	43090	+	679	27.0	[]	[]	[7.1202607]	[92]	[]	[42865]
303_26772	chr18	227295	227695	+	730	27.0	[12.067478]	[86]	[]	[]	[227473]	[]
303_26778	chr18	12391552	12391952	+	782	27.0	[12.285931]	[102]	[]	[]	[12391754]	[]
303_26781	chr18	23498838	23499238	+	774	27.0	[12.067478]	[132]	[]	[]	[23499062]	[]
303_26784	chr18	36812713	36813113	+	686	27.0	[8.10693]	[158]	[10.162791, 10.162791]	[67, 129]	[36812960]	[36812869, 36812931]
303_26787	chr18	49224611	49225011	+	768	27.0	[]	[]	[12.067478]	[100]	[]	[49224765]
303_26798	chr19	9144792	9145192	+	547	27.0	[]	[]	[7.3291993]	[215]	[]	[9145042]
303_26809	chr19	16262577	16262977	+	749	27.0	[8.1802225]	[153]	[]	[]	[16262808]	[]
303_26814	chr19	19060881	19061281	+	755	27.0	[]	[]	[6.4206944]	[123]	[]	[19061095]
303_26819	chr19	32692112	32692512	+	655	27.0	[6.4206944]	[94]	[]	[]	[32692297]	[]
303_2682	chr2	131492630	131493030	+	1000	83.0	[10.162791]	[80]	[]	[]	[131492802]	[]
303_26822	chr19	39190741	39191141	+	770	27.0	[]	[]	[12.067478, 7.961771, 8.1802225]	[123, 127, 131]	[]	[39190943, 39190947, 39190951]
303_26824	chr19	43430098	43430498	+	660	27.0	[6.4206944, 12.067478]	[134, 161]	[]	[]	[43430321, 43430348]	[]
303_26826	chr19	45817091	45817491	+	792	27.0	[6.5088143]	[131]	[]	[]	[45817304]	[]
303_2683	chr2	169794830	169795230	+	1000	83.0	[]	[]	[8.10693]	[100]	[]	[169795014]
303_26830	chr19	48537538	48537938	+	795	27.0	[7.3291993, 12.067478, 12.285931]	[70, 76, 91]	[]	[]	[48537700, 48537706, 48537721]	[]
303_26832	chr19	49410183	49410583	+	636	27.0	[]	[]	[8.10693]	[61]	[]	[49410340]
303_26837	chr19	51822371	51822771	+	738	27.0	[7.3291993]	[190]	[]	[]	[51822603]	[]
303_26842	chr2	3386366	3386766	+	656	27.0	[]	[]	[7.1202607, 6.4206944]	[100, 150]	[]	[3386535, 3386585]
303_26844	chr2	9434462	9434862	+	635	27.0	[]	[]	[12.067478]	[137]	[]	[9434670]
303_26847	chr2	12059602	12060002	+	591	27.0	[]	[]	[12.285931]	[94]	[]	[12059795]
303_2685	chr2	229740252	229740652	+	1000	83.0	[7.5476513]	[124]	[10.162791]	[62]	[229740469]	[229740407]
303_26851	chr2	24854003	24854403	+	793	27.0	[6.5088143]	[158]	[10.381243]	[175]	[24854221]	[24854238]
303_26855	chr2	27471940	27472340	+	634	27.0	[]	[]	[10.162791, 10.162791]	[68, 94]	[]	[27472106, 27472132]
303_26856	chr2	29042729	29043129	+	680	27.0	[]	[]	[12.285931]	[172]	[]	[29042949]
303_2687	chr20	29781856	29782256	+	1000	83.0	[]	[]	[7.5476513]	[84]	[]	[29782009]
303_26872	chr2	64524871	64525271	+	722	27.0	[12.285931]	[75]	[]	[]	[64525027]	[]
303_26874	chr2	68391806	68392206	+	755	27.0	[7.3291993]	[51]	[]	[]	[68391957]	[]
303_26877	chr2	74313470	74313870	+	552	27.0	[]	[]	[6.5088143]	[143]	[]	[74313712]
303_26883	chr2	94804306	94804706	+	776	27.0	[]	[]	[12.285931]	[104]	[]	[94804474]
303_26889	chr2	105801204	105801604	+	578	27.0	[]	[]	[8.1802225]	[190]	[]	[105801444]
303_26891	chr2	108404728	108405128	+	718	27.0	[12.285931]	[101]	[]	[]	[108404927]	[]
303_269	chr6	108897320	108897720	+	1000	217.0	[]	[]	[6.5088143, 10.381243, 8.1802225]	[62, 78, 91]	[]	[108897478, 108897494, 108897507]
303_26900	chr2	170021429	170021829	+	726	27.0	[12.067478]	[163]	[]	[]	[170021608]	[]
303_26903	chr2	171336624	171337024	+	593	27.0	[8.1802225]	[90]	[]	[]	[171336804]	[]
303_26905	chr2	173223896	173224296	+	781	27.0	[7.961771]	[92]	[]	[]	[173224087]	[]
303_26908	chr2	184190557	184190957	+	604	27.0	[]	[]	[7.961771]	[139]	[]	[184190750]
303_26910	chr2	192139780	192140180	+	767	27.0	[10.162791]	[135]	[]	[]	[192139998]	[]
303_26912	chr2	201125707	201126107	+	599	27.0	[]	[]	[7.5476513]	[126]	[]	[201125910]
303_26923	chr2	239318335	239318735	+	734	27.0	[12.067478]	[88]	[]	[]	[239318522]	[]
303_26929	chr20	4082376	4082776	+	662	27.0	[]	[]	[10.162791]	[184]	[]	[4082623]
303_26934	chr20	22914313	22914713	+	790	27.0	[7.5476513]	[90]	[]	[]	[22914480]	[]
303_26936	chr20	32040636	32041036	+	800	27.0	[]	[]	[7.5476513]	[124]	[]	[32040859]
303_26938	chr20	33359420	33359820	+	792	27.0	[12.067478, 12.067478, 7.3291993]	[153, 163, 167]	[]	[]	[33359645, 33359655, 33359659]	[]
303_26939	chr20	35096237	35096637	+	767	27.0	[]	[]	[10.162791]	[94]	[]	[35096422]
303_26943	chr20	45343614	45344014	+	762	27.0	[]	[]	[8.1802225]	[190]	[]	[45343836]
303_26944	chr20	45983088	45983488	+	764	27.0	[7.3291993]	[121]	[]	[]	[45983253]	[]
303_26945	chr20	46359958	46360358	+	746	27.0	[12.285931]	[137]	[12.285931]	[128]	[46360181]	[46360172]
303_26946	chr20	46688337	46688737	+	768	27.0	[]	[]	[6.5088143]	[103]	[]	[46688499]
303_26947	chr20	47326683	47327083	+	721	27.0	[7.961771]	[189]	[]	[]	[47326877]	[]
303_26948	chr20	47438806	47439206	+	779	27.0	[]	[]	[12.285931]	[82]	[]	[47438976]
303_2695	chr3	58334807	58335207	+	1000	83.0	[]	[]	[6.4206944]	[109]	[]	[58335005]
303_26950	chr20	47468955	47469355	+	550	27.0	[8.325381]	[150]	[]	[]	[47469192]	[]
303_26960	chr21	29939833	29940233	+	770	27.0	[]	[]	[8.1802225]	[191]	[]	[29940065]
303_26961	chr21	32433324	32433724	+	560	27.0	[]	[]	[8.1802225]	[90]	[]	[32433509]
303_26965	chr21	37462914	37463314	+	764	27.0	[]	[]	[8.1802225]	[121]	[]	[37463085]
303_26969	chr21	42117339	42117739	+	758	27.0	[]	[]	[7.5476513]	[134]	[]	[42117546]
303_2697	chr4	87410181	87410581	+	1000	83.0	[12.067478]	[109]	[]	[]	[87410364]	[]
303_26974	chr21	46227866	46228266	+	612	27.0	[]	[]	[12.285931]	[180]	[]	[46228073]
303_26978	chr22	16643153	16643553	+	558	27.0	[]	[]	[12.067478]	[161]	[]	[16643382]
303_26987	chr22	19651648	19652048	+	782	27.0	[12.067478]	[134]	[]	[]	[19651839]	[]
303_26997	chr22	20522007	20522407	+	783	27.0	[8.1802225]	[108]	[]	[]	[20522173]	[]
303_27	chr3	14144501	14144901	+	1000	488.0	[]	[]	[7.3291993]	[139]	[]	[14144733]
303_2700	chr5	39164876	39165276	+	1000	83.0	[7.1202607]	[85]	[]	[]	[39165040]	[]
303_27004	chr22	20959979	20960379	+	603	27.0	[]	[]	[6.5088143]	[125]	[]	[20960149]
303_27021	chr22	22335237	22335637	+	622	27.0	[6.5088143]	[153]	[]	[]	[22335452]	[]
303_27026	chr22	22433730	22434130	+	754	27.0	[7.3387127]	[117]	[7.3387127, 10.162791]	[116, 144]	[22433940]	[22433939, 22433967]
303_27029	chr22	22477513	22477913	+	739	27.0	[]	[]	[8.10693, 8.1802225, 7.961771]	[105, 138, 155]	[]	[22477681, 22477714, 22477731]
303_27030	chr22	22484871	22485271	+	723	27.0	[8.325381]	[190]	[]	[]	[22485087]	[]
303_27033	chr22	22715730	22716130	+	669	27.0	[]	[]	[7.3291993]	[231]	[]	[22715962]
303_27038	chr22	23025456	23025856	+	766	27.0	[8.10693]	[140]	[8.10693]	[122]	[23025650]	[23025632]
303_27041	chr22	23119864	23120264	+	691	27.0	[]	[]	[7.3291993]	[156]	[]	[23120042]
303_2706	chr7	6228878	6229278	+	1000	83.0	[]	[]	[6.5088143]	[90]	[]	[6229061]
303_27063	chr3	9896968	9897368	+	733	27.0	[]	[]	[8.10693]	[151]	[]	[9897207]
303_27066	chr3	15623871	15624271	+	653	27.0	[]	[]	[12.285931, 8.10693]	[112, 173]	[]	[15624048, 15624109]
303_27067	chr3	15875055	15875455	+	708	27.0	[]	[]	[10.162791]	[160]	[]	[15875296]
303_2707	chr7	91940665	91941065	+	1000	83.0	[]	[]	[12.285931]	[101]	[]	[91940863]
303_27070	chr3	32972662	32973062	+	771	27.0	[]	[]	[8.10693]	[191]	[]	[32972861]
303_27075	chr3	39148960	39149360	+	653	27.0	[]	[]	[6.5088143]	[118]	[]	[39149112]
303_27081	chr3	44968321	44968721	+	724	27.0	[6.5088143]	[196]	[]	[]	[44968539]	[]
303_27083	chr3	47780358	47780758	+	698	27.0	[]	[]	[8.325381, 8.1802225]	[162, 183]	[]	[47780582, 47780603]
303_27088	chr3	60333671	60334071	+	653	27.0	[]	[]	[10.162791]	[162]	[]	[60333911]
303_2709	chr8	38943689	38944089	+	1000	83.0	[]	[]	[6.2755356]	[91]	[]	[38943871]
303_27093	chr3	72178456	72178856	+	635	27.0	[6.5088143, 12.067478]	[87, 93]	[]	[]	[72178618, 72178624]	[]
303_27095	chr3	101557508	101557908	+	739	27.0	[8.10693]	[92]	[12.067478, 7.961771]	[126, 158]	[101557663]	[101557697, 101557729]
303_27096	chr3	106131422	106131822	+	754	27.0	[]	[]	[8.10693]	[146]	[]	[106131660]
303_27097	chr3	108090945	108091345	+	642	27.0	[]	[]	[10.381243]	[169]	[]	[108091138]
303_27098	chr3	108110407	108110807	+	800	27.0	[7.3387127]	[145]	[]	[]	[108110639]	[]
303_2710	chr8	53872917	53873317	+	1000	83.0	[8.10693]	[101]	[6.5088143, 7.961771]	[96, 131]	[53873101]	[53873096, 53873131]
303_27107	chr3	132556724	132557124	+	768	27.0	[7.3291993, 10.381243]	[123, 137]	[]	[]	[132556925, 132556939]	[]
303_27113	chr3	142866976	142867376	+	700	27.0	[]	[]	[8.325381]	[91]	[]	[142867158]
303_27117	chr3	153032820	153033220	+	583	27.0	[10.381243]	[126]	[]	[]	[153033037]	[]
303_27123	chr3	171459054	171459454	+	683	27.0	[8.325381, 8.325381]	[90, 165]	[]	[]	[171459212, 171459287]	[]
303_27125	chr3	177051394	177051794	+	565	27.0	[]	[]	[6.4206944]	[194]	[]	[177051641]
303_27126	chr3	177142223	177142623	+	779	27.0	[]	[]	[6.4206944]	[126]	[]	[177142420]
303_2713	chr8	134814546	134814946	+	1000	83.0	[]	[]	[12.285931]	[95]	[]	[134814741]
303_27131	chr3	183998621	183999021	+	734	27.0	[12.067478]	[73]	[]	[]	[183998792]	[]
303_27139	chr3	196684740	196685140	+	765	27.0	[]	[]	[6.5088143]	[83]	[]	[196684892]
303_27144	chr4	24805451	24805851	+	632	27.0	[6.5088143]	[69]	[]	[]	[24805611]	[]
303_27147	chr4	40308020	40308420	+	648	27.0	[8.10693]	[89]	[8.325381]	[112]	[40308176]	[40308199]
303_2715	chrX	38327318	38327718	+	1000	83.0	[10.381243, 7.3291993]	[126, 130]	[]	[]	[38327526, 38327530]	[]
303_27152	chr4	74228737	74229137	+	685	27.0	[6.5088143]	[172]	[]	[]	[74228974]	[]
303_27155	chr4	77776635	77777035	+	707	27.0	[]	[]	[12.067478]	[140]	[]	[77776869]
303_27158	chr4	85196005	85196405	+	552	27.0	[]	[]	[12.285931]	[102]	[]	[85196197]
303_27171	chr4	153799568	153799968	+	733	27.0	[7.5476513]	[72]	[]	[]	[153799739]	[]
303_27174	chr4	177440929	177441329	+	754	27.0	[12.285931]	[152]	[]	[]	[177441152]	[]
303_27175	chr4	179755324	179755724	+	715	27.0	[10.162791]	[112]	[]	[]	[179755499]	[]
303_27176	chr4	183391071	183391471	+	733	27.0	[10.381243]	[135]	[6.4206944]	[119]	[183391279]	[183391263]
303_27180	chr5	10248315	10248715	+	742	27.0	[]	[]	[8.10693]	[203]	[]	[10248559]
303_27182	chr5	12611825	12612225	+	758	27.0	[]	[]	[12.067478, 7.3387127, 8.10693]	[100, 133, 147]	[]	[12611995, 12612028, 12612042]
