#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIX_idr.fa NFIX --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_4642	chr8	15146336	15146736	+	1000	37.0	[8.844542]	[111]	[7.4974093]	[101]	[15146544]	[15146534]
642_4643	chr8	31951182	31951582	+	632	37.0	[8.844542]	[176]	[7.4974093]	[166]	[31951422]	[31951412]
642_4644	chr8	59122180	59122580	+	1000	37.0	[]	[]	[8.844542]	[116]	[]	[59122390]
642_4645	chr8	124956178	124956578	+	1000	37.0	[]	[]	[7.4974093]	[82]	[]	[124956335]
642_4646	chr8	130032449	130032849	+	1000	37.0	[7.4974093]	[138]	[8.844542, 7.4974093]	[95, 135]	[130032657]	[130032614, 130032654]
642_4647	chr9	93119862	93120262	+	1000	37.0	[8.844542, 8.844542, 7.4974093]	[101, 129, 156]	[7.4974093, 8.844542]	[98, 126]	[93120032, 93120060, 93120087]	[93120029, 93120057]
642_465	chr21	14742134	14742534	+	1000	153.5	[]	[]	[8.844542]	[66]	[]	[14742290]
642_4650	chr9	130791582	130791982	+	1000	37.0	[]	[]	[8.844542]	[85]	[]	[130791752]
642_4651	chr9	130885171	130885571	+	1000	37.0	[7.4974093, 7.4974093]	[145, 165]	[]	[]	[130885337, 130885357]	[]
642_4652	chr9	130905506	130905906	+	1000	37.0	[7.4974093, 7.4974093]	[216, 222]	[]	[]	[130905740, 130905746]	[]
642_4654	chr9	130922921	130923321	+	1000	37.0	[7.4974093]	[193]	[]	[]	[130923127]	[]
642_4655	chr9	130927620	130928020	+	1000	37.0	[7.4974093]	[226]	[7.4974093, 8.844542]	[179, 223]	[130927867]	[130927820, 130927864]
642_4656	chr9	130986843	130987243	+	1000	37.0	[8.844542, 8.844542]	[71, 111]	[]	[]	[130987011, 130987051]	[]
642_4657	chr9	131030237	131030637	+	1000	37.0	[]	[]	[7.4974093]	[111]	[]	[131030440]
642_466	chr9	113247645	113248045	+	1000	153.5	[8.844542]	[109]	[8.844542]	[99]	[113247849]	[113247839]
642_4660	chrX	48597252	48597652	+	1000	37.0	[8.844542]	[125]	[]	[]	[48597413]	[]
642_4661	chrX	53638096	53638496	+	569	37.0	[8.844542]	[113]	[7.4974093]	[103]	[53638286]	[53638276]
642_4662	chr1	9914578	9914978	+	1000	36.5	[7.4974093]	[97]	[7.4974093]	[87]	[9914758]	[9914748]
642_4663	chr1	15952386	15952786	+	648	36.5	[8.844542]	[180]	[]	[]	[15952605]	[]
642_4664	chr1	21956670	21957070	+	1000	36.5	[8.844542, 8.844542]	[79, 169]	[8.844542, 7.4974093]	[134, 159]	[21956825, 21956915]	[21956880, 21956905]
642_4666	chr1	39566688	39567088	+	1000	36.5	[8.844542]	[103]	[8.844542, 7.4974093]	[93, 100]	[39566884]	[39566874, 39566881]
642_4668	chr1	51617210	51617610	+	1000	36.5	[8.844542, 8.844542, 8.844542]	[140, 170, 215]	[]	[]	[51617381, 51617411, 51617456]	[]
642_4669	chr1	64986879	64987279	+	1000	36.5	[8.844542]	[127]	[8.844542]	[117]	[64987093]	[64987083]
642_467	chr1	235657726	235658126	+	1000	153.0	[8.844542]	[118]	[8.844542]	[108]	[235657935]	[235657925]
642_4670	chr1	104402152	104402552	+	1000	36.5	[8.844542]	[145]	[]	[]	[104402374]	[]
642_4671	chr1	116569854	116570254	+	1000	36.5	[7.4974093]	[130]	[7.4974093]	[111]	[116570070]	[116570051]
642_4672	chr1	178789214	178789614	+	1000	36.5	[7.4974093]	[160]	[8.844542]	[150]	[178789413]	[178789403]
642_4673	chr1	183550849	183551249	+	1000	36.5	[]	[]	[8.844542, 8.844542]	[172, 215]	[]	[183551057, 183551100]
642_4674	chr10	63628697	63629097	+	1000	36.5	[]	[]	[8.844542]	[244]	[]	[63628948]
642_4675	chr10	70575882	70576282	+	791	36.5	[7.4974093]	[174]	[7.4974093]	[171]	[70576121]	[70576118]
642_4676	chr10	112966168	112966568	+	1000	36.5	[]	[]	[8.844542]	[111]	[]	[112966361]
642_468	chr12	56636762	56637162	+	1000	153.0	[8.844542]	[134]	[7.4974093]	[124]	[56636952]	[56636942]
642_4680	chr12	29430108	29430508	+	1000	36.5	[7.4974093]	[125]	[8.844542]	[115]	[29430296]	[29430286]
642_4681	chr12	56127715	56128115	+	1000	36.5	[]	[]	[8.844542]	[94]	[]	[56127886]
642_4682	chr12	58068724	58069124	+	1000	36.5	[8.844542]	[96]	[8.844542, 7.4974093]	[86, 159]	[58068891]	[58068881, 58068954]
642_4683	chr12	74538068	74538468	+	1000	36.5	[7.4974093]	[165]	[8.844542]	[155]	[74538298]	[74538288]
642_4684	chr12	101620153	101620553	+	983	36.5	[8.844542]	[121]	[]	[]	[101620353]	[]
642_4688	chr15	67406097	67406497	+	698	36.5	[7.4974093]	[139]	[8.844542]	[129]	[67406321]	[67406311]
642_4689	chr15	75125331	75125731	+	1000	36.5	[8.844542]	[103]	[]	[]	[75125505]	[]
642_469	chr16	20944760	20945160	+	1000	152.5	[]	[]	[7.4974093]	[77]	[]	[20944922]
642_4690	chr15	81167787	81168187	+	840	36.5	[8.844542]	[122]	[8.844542, 7.4974093]	[112, 119]	[81167990]	[81167980, 81167987]
642_4691	chr16	142441	142841	+	1000	36.5	[7.4974093]	[104]	[8.844542, 7.4974093]	[94, 114]	[142623]	[142613, 142633]
642_4692	chr16	3235147	3235547	+	1000	36.5	[7.4974093, 7.4974093]	[92, 121]	[8.844542]	[176]	[3235299, 3235328]	[3235383]
642_4693	chr16	28819982	28820382	+	1000	36.5	[7.4974093]	[142]	[]	[]	[28820186]	[]
642_4695	chr16	84748217	84748617	+	1000	36.5	[7.4974093]	[167]	[7.4974093]	[157]	[84748461]	[84748451]
642_4697	chr18	3585878	3586278	+	784	36.5	[]	[]	[8.844542]	[138]	[]	[3586080]
642_4698	chr18	33804278	33804678	+	1000	36.5	[7.4974093, 8.844542]	[92, 99]	[8.844542]	[89]	[33804464, 33804471]	[33804461]
642_4699	chr19	5105644	5106044	+	577	36.5	[8.844542]	[171]	[7.4974093]	[161]	[5105878]	[5105868]
642_47	chr16	50323477	50323877	+	1000	417.5	[8.844542]	[111]	[8.844542]	[101]	[50323681]	[50323671]
642_470	chr3	25144417	25144817	+	1000	152.5	[7.4974093]	[102]	[8.844542]	[92]	[25144617]	[25144607]
642_4700	chr19	13022877	13023277	+	873	36.5	[8.844542]	[67]	[7.4974093]	[149]	[13023043]	[13023125]
642_4703	chr2	16614574	16614974	+	1000	36.5	[]	[]	[8.844542]	[119]	[]	[16614788]
642_4704	chr2	48535974	48536374	+	1000	36.5	[8.844542]	[99]	[]	[]	[48536168]	[]
642_4705	chr2	86251946	86252346	+	1000	36.5	[]	[]	[8.844542]	[138]	[]	[86252154]
642_4706	chr20	37379085	37379485	+	1000	36.5	[]	[]	[8.844542]	[150]	[]	[37379335]
642_471	chr7	41825934	41826334	+	1000	152.5	[8.844542, 8.844542]	[69, 96]	[8.844542, 8.844542]	[66, 86]	[41826098, 41826125]	[41826095, 41826115]
642_4711	chr22	20073483	20073883	+	1000	36.5	[]	[]	[7.4974093]	[77]	[]	[20073638]
642_4712	chr22	20494440	20494840	+	1000	36.5	[7.4974093]	[139]	[8.844542]	[146]	[20494620]	[20494627]
642_4715	chr22	21600271	21600671	+	1000	36.5	[7.4974093, 8.844542]	[140, 187]	[7.4974093]	[184]	[21600459, 21600506]	[21600503]
642_4717	chr22	21693237	21693637	+	906	36.5	[]	[]	[7.4974093, 7.4974093]	[131, 189]	[]	[21693416, 21693474]
642_472	chr7	83547477	83547877	+	1000	152.5	[8.844542]	[124]	[8.844542]	[114]	[83547687]	[83547677]
642_4721	chr22	21991944	21992344	+	1000	36.5	[7.4974093]	[122]	[]	[]	[21992124]	[]
642_4723	chr22	22522885	22523285	+	987	36.5	[7.4974093]	[152]	[8.844542]	[149]	[22523070]	[22523067]
642_4724	chr22	22575105	22575505	+	1000	36.5	[8.844542]	[111]	[]	[]	[22575306]	[]
642_4726	chr22	22704729	22705129	+	1000	36.5	[8.844542]	[149]	[7.4974093]	[146]	[22704928]	[22704925]
642_4728	chr22	22983900	22984300	+	1000	36.5	[7.4974093]	[106]	[]	[]	[22984082]	[]
642_4729	chr22	23107766	23108166	+	1000	36.5	[7.4974093]	[133]	[]	[]	[23107917]	[]
642_473	chr1	230145467	230145867	+	1000	152.0	[8.844542]	[99]	[8.844542]	[89]	[230145666]	[230145656]
642_4732	chr3	9897882	9898282	+	1000	36.5	[8.844542]	[196]	[]	[]	[9898116]	[]
642_4733	chr3	30246037	30246437	+	1000	36.5	[8.844542]	[122]	[8.844542, 7.4974093]	[112, 119]	[30246246]	[30246236, 30246243]
642_4734	chr3	136377479	136377879	+	1000	36.5	[8.844542]	[142]	[7.4974093]	[132]	[136377709]	[136377699]
642_4735	chr3	139378540	139378940	+	734	36.5	[8.844542]	[109]	[]	[]	[139378744]	[]
642_4736	chr3	140068525	140068925	+	1000	36.5	[7.4974093, 8.844542]	[86, 101]	[8.844542]	[91]	[140068702, 140068717]	[140068707]
642_4738	chr3	155076966	155077366	+	783	36.5	[]	[]	[8.844542, 7.4974093]	[98, 129]	[]	[155077161, 155077192]
642_4739	chr4	34362617	34363017	+	1000	36.5	[8.844542, 8.844542]	[92, 127]	[7.4974093]	[117]	[34362805, 34362840]	[34362830]
642_4741	chr4	189562138	189562538	+	1000	36.5	[8.844542]	[113]	[8.844542]	[103]	[189562313]	[189562303]
642_4742	chr5	55227625	55228025	+	932	36.5	[8.844542]	[154]	[8.844542]	[144]	[55227850]	[55227840]
642_4743	chr5	67592622	67593022	+	1000	36.5	[8.844542, 8.844542]	[99, 143]	[8.844542]	[89]	[67592818, 67592862]	[67592808]
642_4744	chr5	112703928	112704328	+	1000	36.5	[7.4974093]	[106]	[]	[]	[112704124]	[]
642_4745	chr5	122430074	122430474	+	1000	36.5	[8.844542]	[87]	[8.844542]	[77]	[122430257]	[122430247]
642_4746	chr5	125198511	125198911	+	1000	36.5	[8.844542]	[148]	[8.844542]	[138]	[125198735]	[125198725]
642_4747	chr6	16163891	16164291	+	1000	36.5	[7.4974093]	[119]	[]	[]	[16164083]	[]
642_4749	chr6	31806792	31807192	+	1000	36.5	[]	[]	[7.4974093]	[138]	[]	[31807014]
642_475	chr16	72646643	72647043	+	1000	152.0	[8.844542]	[110]	[8.844542, 7.4974093]	[100, 117]	[72646839]	[72646829, 72646846]
642_4751	chr7	26013428	26013828	+	1000	36.5	[]	[]	[8.844542]	[95]	[]	[26013614]
642_4752	chr7	50983830	50984230	+	895	36.5	[8.844542]	[113]	[8.844542]	[103]	[50984028]	[50984018]
642_4753	chr7	116501355	116501755	+	1000	36.5	[7.4974093]	[170]	[]	[]	[116501587]	[]
642_4755	chr7	144004695	144005095	+	1000	36.5	[7.4974093, 7.4974093]	[130, 135]	[7.4974093]	[120]	[144004910, 144004915]	[144004900]
642_4757	chr8	17238480	17238880	+	1000	36.5	[8.844542]	[112]	[8.844542]	[102]	[17238692]	[17238682]
642_4758	chr8	74158447	74158847	+	1000	36.5	[7.4974093]	[82]	[7.4974093]	[72]	[74158629]	[74158619]
642_4759	chr8	76780391	76780791	+	1000	36.5	[8.844542]	[162]	[8.844542, 8.844542]	[120, 152]	[76780617]	[76780575, 76780607]
642_476	chr19	48874823	48875223	+	1000	152.0	[8.844542]	[89]	[8.844542]	[79]	[48875003]	[48874993]
642_4760	chr8	84686174	84686574	+	1000	36.5	[7.4974093]	[124]	[8.844542]	[114]	[84686361]	[84686351]
642_4764	chr9	131031677	131032077	+	1000	36.5	[]	[]	[8.844542]	[221]	[]	[131031912]
642_4765	chr9	131115809	131116209	+	1000	36.5	[]	[]	[8.844542]	[161]	[]	[131115994]
642_4767	chr1	1021059	1021459	+	1000	36.0	[7.4974093, 7.4974093]	[96, 109]	[]	[]	[1021223, 1021236]	[]
642_4769	chr1	44327753	44328153	+	1000	36.0	[7.4974093, 7.4974093]	[142, 149]	[8.844542, 7.4974093]	[139, 159]	[44327980, 44327987]	[44327977, 44327997]
642_477	chr6	89680177	89680577	+	1000	152.0	[8.844542]	[90]	[]	[]	[89680366]	[]
642_4770	chr1	47181146	47181546	+	754	36.0	[7.4974093]	[123]	[]	[]	[47181355]	[]
642_4772	chr1	61446511	61446911	+	979	36.0	[7.4974093]	[100]	[7.4974093, 7.4974093]	[90, 110]	[61446678]	[61446668, 61446688]
642_4773	chr1	74366523	74366923	+	1000	36.0	[7.4974093]	[167]	[8.844542]	[157]	[74366759]	[74366749]
642_4774	chr1	94795330	94795730	+	1000	36.0	[8.844542]	[96]	[8.844542]	[86]	[94795524]	[94795514]
642_4775	chr1	115688158	115688558	+	1000	36.0	[7.4974093]	[115]	[8.844542]	[150]	[115688344]	[115688379]
642_4778	chr1	152775833	152776233	+	1000	36.0	[8.844542]	[139]	[7.4974093]	[129]	[152776054]	[152776044]
642_4779	chr1	193121722	193122122	+	1000	36.0	[]	[]	[7.4974093]	[161]	[]	[193121926]
642_478	chr11	33475953	33476353	+	1000	151.5	[8.844542]	[97]	[8.844542]	[87]	[33476148]	[33476138]
642_4780	chr1	204127606	204128006	+	569	36.0	[]	[]	[7.4974093]	[95]	[]	[204127773]
642_4783	chr1	240906485	240906885	+	1000	36.0	[8.844542]	[150]	[7.4974093, 7.4974093]	[140, 147]	[240906685]	[240906675, 240906682]
642_4785	chr10	50019328	50019728	+	926	36.0	[8.844542]	[114]	[8.844542, 8.844542]	[86, 104]	[50019533]	[50019505, 50019523]
642_4786	chr10	70585920	70586320	+	546	36.0	[8.844542]	[97]	[8.844542, 7.4974093]	[83, 87]	[70586115]	[70586101, 70586105]
642_4787	chr10	74968343	74968743	+	1000	36.0	[8.844542]	[141]	[8.844542]	[102]	[74968567]	[74968528]
642_4789	chr10	118835946	118836346	+	1000	36.0	[7.4974093]	[123]	[7.4974093, 7.4974093]	[91, 113]	[118836159]	[118836127, 118836149]
642_479	chr2	36184842	36185242	+	1000	151.5	[8.844542]	[107]	[8.844542]	[97]	[36185046]	[36185036]
642_4791	chr10	122930168	122930568	+	846	36.0	[8.844542]	[124]	[]	[]	[122930375]	[]
642_4792	chr11	5258905	5259305	+	1000	36.0	[8.844542]	[110]	[7.4974093]	[100]	[5259068]	[5259058]
642_4793	chr11	18105897	18106297	+	570	36.0	[7.4974093]	[119]	[]	[]	[18106109]	[]
642_4794	chr11	106424125	106424525	+	805	36.0	[7.4974093]	[140]	[8.844542]	[130]	[106424363]	[106424353]
642_4795	chr11	124123585	124123985	+	1000	36.0	[]	[]	[8.844542]	[65]	[]	[124123748]
642_4796	chr12	52907101	52907501	+	1000	36.0	[8.844542]	[135]	[]	[]	[52907309]	[]
642_4797	chr12	108951145	108951545	+	981	36.0	[8.844542]	[151]	[8.844542]	[97]	[108951355]	[108951301]
642_4798	chr13	62537614	62538014	+	1000	36.0	[7.4974093]	[99]	[8.844542]	[89]	[62537794]	[62537784]
642_48	chr8	60751620	60752020	+	1000	416.5	[8.844542]	[109]	[8.844542]	[99]	[60751826]	[60751816]
642_480	chr3	25820255	25820655	+	1000	151.5	[7.4974093]	[114]	[8.844542]	[104]	[25820463]	[25820453]
642_4802	chr14	93527082	93527482	+	1000	36.0	[7.4974093]	[89]	[7.4974093]	[79]	[93527246]	[93527236]
642_4805	chr15	63792939	63793339	+	929	36.0	[7.4974093]	[108]	[]	[]	[63793127]	[]
642_4806	chr15	64884188	64884588	+	1000	36.0	[8.844542, 8.844542]	[103, 170]	[7.4974093]	[160]	[64884361, 64884428]	[64884418]
642_4808	chr15	100471800	100472200	+	1000	36.0	[8.844542]	[140]	[7.4974093]	[130]	[100472037]	[100472027]
642_4809	chr16	2214813	2215213	+	694	36.0	[]	[]	[8.844542, 8.844542, 7.4974093]	[106, 136, 140]	[]	[2214984, 2215014, 2215018]
642_481	chr8	81749213	81749613	+	1000	151.5	[7.4974093, 7.4974093]	[106, 113]	[8.844542]	[103]	[81749418, 81749425]	[81749415]
642_4810	chr16	19281224	19281624	+	1000	36.0	[7.4974093]	[181]	[8.844542]	[171]	[19281439]	[19281429]
642_4811	chr16	75464517	75464917	+	909	36.0	[8.844542]	[138]	[]	[]	[75464731]	[]
642_4812	chr17	27332351	27332751	+	1000	36.0	[7.4974093, 7.4974093]	[73, 81]	[8.844542]	[139]	[27332513, 27332521]	[27332579]
642_4813	chr17	32771696	32772096	+	1000	36.0	[8.844542]	[85]	[]	[]	[32771862]	[]
642_4814	chr17	33198800	33199200	+	1000	36.0	[7.4974093]	[159]	[7.4974093]	[149]	[33199033]	[33199023]
642_4815	chr17	64331991	64332391	+	912	36.0	[7.4974093, 7.4974093, 8.844542]	[119, 159, 179]	[7.4974093]	[151]	[64332142, 64332182, 64332202]	[64332174]
642_4816	chr17	66807964	66808364	+	1000	36.0	[7.4974093, 7.4974093, 8.844542]	[76, 102, 140]	[7.4974093]	[130]	[66808119, 66808145, 66808183]	[66808173]
642_4817	chr17	75511716	75512116	+	1000	36.0	[7.4974093, 8.844542]	[110, 148]	[]	[]	[75511891, 75511929]	[]
642_4818	chr17	82457102	82457502	+	1000	36.0	[7.4974093, 7.4974093]	[108, 115]	[7.4974093]	[105]	[82457307, 82457314]	[82457304]
642_482	chr1	23156932	23157332	+	1000	151.0	[8.844542, 8.844542]	[73, 126]	[7.4974093]	[116]	[23157097, 23157150]	[23157140]
642_4820	chr18	10402918	10403318	+	712	36.0	[8.844542]	[93]	[7.4974093]	[83]	[10403081]	[10403071]
642_4822	chr19	46783660	46784060	+	897	36.0	[7.4974093]	[70]	[7.4974093]	[64]	[46783819]	[46783813]
642_4823	chr2	459127	459527	+	938	36.0	[7.4974093, 8.844542]	[70, 149]	[7.4974093]	[139]	[459278, 459357]	[459347]
642_4824	chr2	49191448	49191848	+	691	36.0	[7.4974093]	[117]	[]	[]	[49191640]	[]
642_4826	chr2	72024634	72025034	+	1000	36.0	[8.844542]	[125]	[8.844542]	[115]	[72024855]	[72024845]
642_4827	chr2	102291128	102291528	+	631	36.0	[]	[]	[8.844542]	[151]	[]	[102291371]
642_4829	chr2	144914046	144914446	+	1000	36.0	[7.4974093]	[119]	[8.844542]	[109]	[144914262]	[144914252]
642_4830	chr2	159551188	159551588	+	1000	36.0	[8.844542]	[140]	[7.4974093]	[130]	[159551415]	[159551405]
642_4832	chr2	183030252	183030652	+	1000	36.0	[8.844542]	[95]	[]	[]	[183030430]	[]
642_4834	chr20	32356948	32357348	+	1000	36.0	[]	[]	[7.4974093]	[127]	[]	[32357133]
642_484	chr1	153880994	153881394	+	1000	151.0	[8.844542]	[112]	[7.4974093]	[102]	[153881198]	[153881188]
642_4840	chr22	21586546	21586946	+	1000	36.0	[7.4974093]	[140]	[]	[]	[21586774]	[]
642_4844	chr22	21771088	21771488	+	1000	36.0	[7.4974093]	[188]	[8.844542]	[185]	[21771298]	[21771295]
642_4847	chr22	22003958	22004358	+	1000	36.0	[8.844542]	[138]	[]	[]	[22004157]	[]
642_4848	chr22	22026804	22027204	+	1000	36.0	[8.844542]	[123]	[]	[]	[22026984]	[]
642_485	chr1	166882892	166883292	+	1000	151.0	[7.4974093]	[120]	[8.844542]	[110]	[166883098]	[166883088]
642_4851	chr22	22367139	22367539	+	813	36.0	[8.844542]	[208]	[7.4974093]	[128]	[22367387]	[22367307]
642_4856	chr22	22855330	22855730	+	1000	36.0	[7.4974093]	[106]	[]	[]	[22855526]	[]
642_486	chr2	208274762	208275162	+	1000	151.0	[8.844542]	[96]	[8.844542]	[86]	[208274946]	[208274936]
642_4862	chr22	23096376	23096776	+	1000	36.0	[]	[]	[7.4974093]	[124]	[]	[23096534]
642_4863	chr22	23111892	23112292	+	1000	36.0	[7.4974093]	[166]	[7.4974093]	[140]	[23112095]	[23112069]
642_4864	chr22	23170188	23170588	+	991	36.0	[]	[]	[7.4974093]	[90]	[]	[23170355]
642_4866	chr3	14371945	14372345	+	1000	36.0	[7.4974093]	[146]	[]	[]	[14372108]	[]
642_4867	chr3	195149205	195149605	+	1000	36.0	[7.4974093]	[119]	[]	[]	[195149399]	[]
642_4868	chr3	195716257	195716657	+	1000	36.0	[8.844542]	[121]	[]	[]	[195716451]	[]
642_487	chr8	86530179	86530579	+	1000	151.0	[8.844542]	[99]	[8.844542]	[89]	[86530375]	[86530365]
642_4870	chr5	25006944	25007344	+	956	36.0	[8.844542]	[96]	[7.4974093]	[86]	[25007117]	[25007107]
642_4871	chr5	31448392	31448792	+	1000	36.0	[8.844542]	[109]	[8.844542]	[106]	[31448570]	[31448567]
642_4872	chr5	34191238	34191638	+	1000	36.0	[7.4974093]	[86]	[7.4974093]	[91]	[34191405]	[34191410]
642_4873	chr5	39114114	39114514	+	1000	36.0	[7.4974093]	[127]	[]	[]	[39114305]	[]
642_4874	chr5	122327074	122327474	+	1000	36.0	[8.844542]	[138]	[8.844542]	[128]	[122327302]	[122327292]
642_4875	chr5	171689127	171689527	+	1000	36.0	[7.4974093, 7.4974093]	[110, 164]	[7.4974093]	[100]	[171689324, 171689378]	[171689314]
642_4876	chr5	175542707	175543107	+	771	36.0	[7.4974093]	[103]	[7.4974093]	[93]	[175542890]	[175542880]
642_4878	chr6	28351020	28351420	+	1000	36.0	[7.4974093]	[155]	[8.844542, 8.844542]	[89, 134]	[28351240]	[28351174, 28351219]
642_4879	chr6	28402147	28402547	+	1000	36.0	[]	[]	[8.844542]	[116]	[]	[28402360]
642_488	chr17	18865006	18865406	+	1000	150.5	[7.4974093, 8.844542]	[85, 114]	[8.844542]	[104]	[18865163, 18865192]	[18865182]
642_4883	chr6	43971306	43971706	+	706	36.0	[7.4974093]	[154]	[]	[]	[43971518]	[]
642_4884	chr6	53388557	53388957	+	1000	36.0	[8.844542]	[131]	[]	[]	[53388779]	[]
642_4885	chr6	133474527	133474927	+	1000	36.0	[8.844542]	[124]	[7.4974093]	[114]	[133474719]	[133474709]
642_4887	chr7	24758979	24759379	+	1000	36.0	[7.4974093]	[154]	[7.4974093]	[144]	[24759215]	[24759205]
642_4888	chr7	38962961	38963361	+	1000	36.0	[8.844542]	[68]	[8.844542]	[138]	[38963126]	[38963196]
642_4889	chr7	43342776	43343176	+	929	36.0	[8.844542]	[105]	[7.4974093]	[95]	[43342972]	[43342962]
642_489	chr2	3581427	3581827	+	1000	150.0	[7.4974093]	[109]	[8.844542]	[99]	[3581617]	[3581607]
642_4890	chr7	64849164	64849564	+	1000	36.0	[]	[]	[8.844542]	[161]	[]	[64849413]
642_4891	chr7	113968721	113969121	+	1000	36.0	[8.844542, 7.4974093]	[96, 114]	[8.844542]	[104]	[113968912, 113968930]	[113968920]
642_4892	chr8	8625833	8626233	+	879	36.0	[7.4974093, 8.844542]	[98, 102]	[7.4974093]	[92]	[8626026, 8626030]	[8626020]
642_4893	chr8	22622895	22623295	+	1000	36.0	[7.4974093, 7.4974093]	[85, 117]	[7.4974093]	[143]	[22623054, 22623086]	[22623112]
642_4894	chr8	91494639	91495039	+	915	36.0	[7.4974093]	[122]	[8.844542]	[112]	[91494857]	[91494847]
642_4896	chr8	121545491	121545891	+	1000	36.0	[8.844542, 7.4974093]	[95, 114]	[7.4974093]	[104]	[121545680, 121545699]	[121545689]
642_4898	chr9	96643120	96643520	+	926	36.0	[8.844542]	[125]	[8.844542]	[115]	[96643323]	[96643313]
642_490	chr7	121561708	121562108	+	1000	150.0	[7.4974093]	[104]	[7.4974093]	[94]	[121561906]	[121561896]
642_4901	chr9	130946224	130946624	+	1000	36.0	[7.4974093]	[179]	[]	[]	[130946468]	[]
642_4902	chr9	130990878	130991278	+	888	36.0	[7.4974093]	[109]	[]	[]	[130991046]	[]
642_4905	chr9	131198690	131199090	+	1000	36.0	[8.844542]	[199]	[8.844542, 7.4974093]	[196, 232]	[131198890]	[131198887, 131198923]
642_4906	chr9	131244965	131245365	+	992	36.0	[]	[]	[7.4974093]	[216]	[]	[131245197]
642_4907	chr1	11741280	11741680	+	767	35.5	[7.4974093]	[236]	[]	[]	[11741465]	[]
642_4908	chr1	24847964	24848364	+	1000	35.5	[7.4974093]	[123]	[]	[]	[24848178]	[]
642_4909	chr1	31483070	31483470	+	1000	35.5	[]	[]	[8.844542, 7.4974093]	[153, 158]	[]	[31483237, 31483242]
642_491	chr1	61081119	61081519	+	1000	149.5	[8.844542, 8.844542]	[105, 137]	[7.4974093]	[95]	[61081296, 61081328]	[61081286]
642_4910	chr1	39701723	39702123	+	1000	35.5	[7.4974093, 8.844542]	[82, 154]	[]	[]	[39701894, 39701966]	[]
642_4913	chr1	56425262	56425662	+	789	35.5	[7.4974093]	[99]	[8.844542]	[89]	[56425437]	[56425427]
642_4915	chr1	185938400	185938800	+	1000	35.5	[7.4974093, 8.844542]	[95, 134]	[8.844542]	[168]	[185938577, 185938616]	[185938650]
642_4917	chr1	228513299	228513699	+	809	35.5	[]	[]	[7.4974093, 7.4974093]	[145, 170]	[]	[228513476, 228513501]
642_4918	chr1	237012949	237013349	+	869	35.5	[7.4974093]	[203]	[]	[]	[237013181]	[]
642_4919	chr10	28811623	28812023	+	831	35.5	[8.844542]	[92]	[]	[]	[28811785]	[]
642_4920	chr10	70295353	70295753	+	1000	35.5	[8.844542]	[159]	[7.4974093, 8.844542]	[103, 149]	[70295567]	[70295511, 70295557]
642_4921	chr10	71082006	71082406	+	921	35.5	[8.844542]	[122]	[7.4974093]	[112]	[71082204]	[71082194]
642_4922	chr10	101745241	101745641	+	1000	35.5	[]	[]	[8.844542]	[182]	[]	[101745484]
642_4924	chr11	9529221	9529621	+	1000	35.5	[7.4974093, 7.4974093]	[140, 167]	[7.4974093, 7.4974093]	[130, 137]	[9529443, 9529470]	[9529433, 9529440]
642_4927	chr11	97902814	97903214	+	1000	35.5	[]	[]	[8.844542]	[112]	[]	[97903008]
642_4928	chr11	114785802	114786202	+	1000	35.5	[8.844542]	[110]	[7.4974093]	[100]	[114786011]	[114786001]
642_4929	chr12	5396355	5396755	+	1000	35.5	[7.4974093]	[127]	[8.844542]	[117]	[5396570]	[5396560]
642_493	chr3	6108962	6109362	+	1000	149.5	[7.4974093, 8.844542]	[56, 107]	[8.844542]	[97]	[6109117, 6109168]	[6109158]
642_4931	chr12	46450337	46450737	+	742	35.5	[7.4974093, 7.4974093]	[155, 183]	[]	[]	[46450527, 46450555]	[]
642_4932	chr12	56915672	56916072	+	1000	35.5	[8.844542, 7.4974093]	[117, 150]	[7.4974093]	[107]	[56915888, 56915921]	[56915878]
642_4934	chr12	88566176	88566576	+	984	35.5	[]	[]	[8.844542]	[103]	[]	[88566351]
642_4935	chr12	91467670	91468070	+	1000	35.5	[7.4974093]	[98]	[]	[]	[91467845]	[]
642_4936	chr12	101615938	101616338	+	1000	35.5	[]	[]	[7.4974093]	[107]	[]	[101616144]
642_4938	chr13	22967709	22968109	+	897	35.5	[7.4974093]	[127]	[8.844542]	[117]	[22967923]	[22967913]
642_494	chr4	80788795	80789195	+	1000	149.5	[8.844542]	[111]	[8.844542]	[101]	[80789002]	[80788992]
642_4942	chr15	39828327	39828727	+	1000	35.5	[7.4974093, 8.844542, 8.844542]	[113, 129, 142]	[8.844542, 7.4974093]	[103, 168]	[39828507, 39828523, 39828536]	[39828497, 39828562]
642_4943	chr15	72231339	72231739	+	1000	35.5	[8.844542, 7.4974093]	[104, 117]	[8.844542]	[137]	[72231526, 72231539]	[72231559]
642_4944	chr15	75208546	75208946	+	1000	35.5	[7.4974093, 7.4974093]	[79, 120]	[7.4974093]	[110]	[75208715, 75208756]	[75208746]
642_4946	chr16	4123792	4124192	+	883	35.5	[8.844542]	[70]	[8.844542]	[60]	[4123957]	[4123947]
