#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_27308	chr14	74712965	74713365	+	550	33.0	[12.039788]	[187]	[]	[]	[74713214]	[]
133_27309	chr14	75123924	75124324	+	704	33.0	[7.5209255]	[114]	[]	[]	[75124083]	[]
133_27314	chr15	40037728	40038128	+	558	33.0	[11.489884]	[133]	[]	[]	[40037951]	[]
133_27321	chr15	51843241	51843641	+	691	33.0	[6.1742854, 7.545944]	[177, 190]	[]	[]	[51843436, 51843449]	[]
133_27329	chr15	72670828	72671228	+	641	33.0	[14.173678]	[143]	[11.842608]	[143]	[72671071]	[72671071]
133_27336	chr15	85047145	85047545	+	706	33.0	[]	[]	[6.626151]	[161]	[]	[85047377]
133_27339	chr15	90872740	90873140	+	730	33.0	[7.079775, 6.3577366]	[227, 239]	[]	[]	[90872970, 90872982]	[]
133_27342	chr15	95557510	95557910	+	548	33.0	[6.410166]	[88]	[7.879267]	[115]	[95557697]	[95557724]
133_27343	chr15	98896845	98897245	+	697	33.0	[9.029213]	[143]	[7.6275287]	[133]	[98897059]	[98897049]
133_27352	chr16	22191198	22191598	+	738	33.0	[6.8599873]	[143]	[]	[]	[22191396]	[]
133_27365	chr16	84478635	84479035	+	558	33.0	[8.662755, 8.662755]	[79, 141]	[]	[]	[84478809, 84478871]	[]
133_27370	chr16	86994603	86995003	+	714	33.0	[8.504869, 10.94174, 6.8068504]	[101, 146, 156]	[7.3783107]	[101]	[86994781, 86994826, 86994836]	[86994781]
133_27376	chr17	28723208	28723608	+	646	33.0	[7.686224]	[114]	[10.039902]	[177]	[28723387]	[28723450]
133_27377	chr17	30290923	30291323	+	705	33.0	[]	[]	[8.735476]	[205]	[]	[30291161]
133_27381	chr17	39529479	39529879	+	617	33.0	[6.3565664]	[150]	[]	[]	[39529722]	[]
133_27396	chr17	58219682	58220082	+	681	33.0	[]	[]	[8.490457]	[140]	[]	[58219909]
133_27404	chr17	70133986	70134386	+	546	33.0	[]	[]	[6.9603963]	[63]	[]	[70134144]
133_27405	chr17	76029522	76029922	+	693	33.0	[]	[]	[6.573722]	[92]	[]	[76029675]
133_2741	chr7	2109967	2110367	+	1000	138.0	[]	[]	[7.082873]	[121]	[]	[2110185]
133_27423	chr18	10520022	10520422	+	659	33.0	[7.5888314]	[126]	[]	[]	[10520190]	[]
133_27430	chr18	35137679	35138079	+	680	33.0	[]	[]	[6.1742854]	[173]	[]	[35137926]
133_27435	chr18	77737330	77737730	+	720	33.0	[14.173678]	[100]	[11.842608]	[100]	[77737524]	[77737524]
133_27438	chr19	1259311	1259711	+	717	33.0	[6.957288]	[174]	[11.03802]	[174]	[1259545]	[1259545]
133_27439	chr19	3671705	3672105	+	738	33.0	[8.36798]	[107]	[8.808403]	[107]	[3671909]	[3671909]
133_27442	chr19	3984157	3984557	+	747	33.0	[14.173678]	[167]	[11.842608]	[167]	[3984387]	[3984387]
133_27445	chr19	4911689	4912089	+	728	33.0	[]	[]	[6.4879513]	[144]	[]	[4911933]
133_2745	chr1	9717623	9718023	+	1000	137.0	[7.7649856]	[109]	[7.83516, 9.136207]	[109, 135]	[9717828]	[9717828, 9717854]
133_27479	chr19	49148355	49148755	+	698	33.0	[15.901753]	[126]	[8.538297]	[126]	[49148569]	[49148569]
133_27481	chr19	50046805	50047205	+	666	33.0	[7.5888314]	[92]	[]	[]	[50046981]	[]
133_27486	chr19	54517516	54517916	+	543	33.0	[10.311713]	[91]	[6.562315]	[91]	[54517707]	[54517707]
133_27489	chr19	55476922	55477322	+	560	33.0	[8.267781]	[132]	[]	[]	[55477088]	[]
133_27510	chr2	46983240	46983640	+	713	33.0	[]	[]	[7.097286]	[154]	[]	[46983452]
133_27512	chr2	48332264	48332664	+	639	33.0	[15.901753]	[144]	[8.538297]	[144]	[48332497]	[48332497]
133_27520	chr2	85541173	85541573	+	742	33.0	[]	[]	[9.158815]	[197]	[]	[85541406]
133_27535	chr2	157804385	157804785	+	640	33.0	[]	[]	[12.55011]	[139]	[]	[157804611]
133_27538	chr2	158142984	158143384	+	720	33.0	[11.437455]	[146]	[]	[]	[158143171]	[]
133_27547	chr2	196324081	196324481	+	659	33.0	[12.766095]	[77]	[6.901222]	[139]	[196324243]	[196324305]
133_2755	chr12	93569698	93570098	+	1000	137.0	[10.763187]	[96]	[]	[]	[93569892]	[]
133_27553	chr2	241489744	241490144	+	617	33.0	[]	[]	[7.57549]	[114]	[]	[241489922]
133_27554	chr20	17743685	17744085	+	696	33.0	[11.842608]	[100]	[14.173678]	[100]	[17743876]	[17743876]
133_27556	chr20	31341481	31341881	+	626	33.0	[8.538297]	[140]	[15.901753]	[140]	[31341697]	[31341697]
133_2756	chr12	110270471	110270871	+	1000	137.0	[10.869366]	[92]	[13.5706835, 7.0094256]	[92, 136]	[110270651]	[110270651, 110270695]
133_27576	chr21	17611383	17611783	+	613	33.0	[7.57549]	[163]	[10.435025]	[95]	[17611608]	[17611540]
133_27597	chr21	46184117	46184517	+	683	33.0	[]	[]	[8.085812]	[184]	[]	[46184367]
133_27605	chr22	19275139	19275539	+	689	33.0	[6.301925]	[165]	[9.213665, 8.007392]	[165, 166]	[19275325]	[19275325, 19275326]
133_27610	chr22	19716609	19717009	+	650	33.0	[6.957288]	[138]	[11.03802]	[138]	[19716819]	[19716819]
133_27618	chr22	20552761	20553161	+	673	33.0	[6.552134]	[223]	[]	[]	[20552986]	[]
133_27625	chr22	20870436	20870836	+	719	33.0	[6.9185925, 6.4879513, 6.410166]	[144, 156, 211]	[]	[]	[20870617, 20870629, 20870684]	[]
133_27639	chr22	22414971	22415371	+	628	33.0	[8.588062]	[137]	[]	[]	[22415134]	[]
133_27655	chr3	10738784	10739184	+	663	33.0	[7.9806437]	[90]	[8.893384]	[90]	[10738943]	[10738943]
133_27665	chr3	23826384	23826784	+	705	33.0	[7.5888314]	[109]	[]	[]	[23826564]	[]
133_27666	chr3	23949660	23950060	+	700	33.0	[7.9018755]	[152]	[6.4050674]	[152]	[23949909]	[23949909]
133_27668	chr3	37779640	37780040	+	684	33.0	[]	[]	[8.247232]	[170]	[]	[37779816]
133_27669	chr3	40311573	40311973	+	699	33.0	[]	[]	[11.437455]	[135]	[]	[40311789]
133_27677	chr3	58173334	58173734	+	717	33.0	[6.626151, 6.562315]	[100, 116]	[10.311713]	[116]	[58173533, 58173549]	[58173549]
133_27696	chr3	196142483	196142883	+	713	33.0	[]	[]	[7.082873]	[233]	[]	[196142722]
133_27698	chr3	197223957	197224357	+	647	33.0	[8.138241]	[150]	[]	[]	[197224175]	[]
133_27701	chr4	1041563	1041963	+	694	33.0	[6.298889]	[146]	[]	[]	[1041786]	[]
133_27702	chr4	2835142	2835542	+	557	33.0	[14.173678]	[148]	[11.842608]	[148]	[2835375]	[2835375]
133_27714	chr4	78800138	78800538	+	559	33.0	[]	[]	[6.3859587]	[117]	[]	[78800296]
133_27719	chr4	94459421	94459821	+	633	33.0	[13.5706835]	[133]	[10.869366]	[133]	[94459572]	[94459572]
133_27725	chr4	153465059	153465459	+	570	33.0	[]	[]	[6.612033]	[206]	[]	[153465269]
133_27729	chr4	177287278	177287678	+	698	33.0	[11.842608]	[71]	[14.173678, 7.57549]	[71, 129]	[177287446]	[177287446, 177287504]
133_2773	chr6	142400539	142400939	+	1000	137.0	[6.298889]	[66]	[]	[]	[142400693]	[]
133_27742	chr5	43305965	43306365	+	700	33.0	[7.864854]	[124]	[]	[]	[43306173]	[]
133_27745	chr5	75648680	75649080	+	725	33.0	[9.288357]	[121]	[6.8476133, 8.70695]	[82, 121]	[75648886]	[75648847, 75648886]
133_27761	chr5	101084359	101084759	+	703	33.0	[]	[]	[12.766095]	[92]	[]	[101084513]
133_27769	chr5	126354252	126354652	+	731	33.0	[7.4425774, 11.820001]	[118, 164]	[10.022524]	[164]	[126354450, 126354496]	[126354496]
133_2777	chr8	101198413	101198813	+	1000	137.0	[]	[]	[7.4425774]	[61]	[]	[101198572]
133_27799	chr6	4134754	4135154	+	608	33.0	[6.279317]	[178]	[]	[]	[4134982]	[]
133_27801	chr6	5589457	5589857	+	640	33.0	[]	[]	[8.355901]	[114]	[]	[5589657]
133_27802	chr6	6701884	6702284	+	710	33.0	[10.412417]	[148]	[]	[]	[6702101]	[]
133_27804	chr6	10682318	10682718	+	632	33.0	[]	[]	[7.4115434]	[137]	[]	[10682501]
133_27806	chr6	11655744	11656144	+	724	33.0	[9.051821]	[158]	[9.035112]	[158]	[11655959]	[11655959]
133_27818	chr6	17311741	17312141	+	674	33.0	[8.632995]	[118]	[6.8825955]	[118]	[17311927]	[17311927]
133_27832	chr6	27288785	27289185	+	680	33.0	[]	[]	[9.158815]	[132]	[]	[27288999]
133_27841	chr6	32415405	32415805	+	688	33.0	[6.3565664, 7.5739202]	[176, 189]	[]	[]	[32415637, 32415650]	[]
133_27849	chr6	39228112	39228512	+	684	33.0	[11.820001, 8.504869]	[98, 127]	[10.022524, 7.3783107]	[98, 127]	[39228308, 39228337]	[39228308, 39228337]
133_27856	chr6	44073611	44074011	+	728	33.0	[7.5900965]	[114]	[]	[]	[44073808]	[]
133_27858	chr6	47247276	47247676	+	647	33.0	[7.7121196]	[53]	[7.130713]	[53]	[47247429]	[47247429]
133_27861	chr6	49651024	49651424	+	712	33.0	[6.6379886]	[163]	[]	[]	[49651247]	[]
133_27865	chr6	57317536	57317936	+	567	33.0	[6.988318]	[130]	[6.8068504]	[110]	[57317713]	[57317693]
133_27876	chr6	107675269	107675669	+	621	33.0	[7.9018755]	[81]	[6.4050674, 7.1081047]	[81, 113]	[107675441]	[107675441, 107675473]
133_27887	chr6	129667567	129667967	+	676	33.0	[7.879267]	[123]	[]	[]	[129667738]	[]
133_27891	chr6	134063309	134063709	+	716	33.0	[8.247232]	[167]	[]	[]	[134063509]	[]
133_27902	chr6	147201161	147201561	+	749	33.0	[9.122182]	[188]	[7.43074]	[188]	[147201399]	[147201399]
133_27909	chr6	156953492	156953892	+	725	33.0	[6.650434]	[118]	[10.822035]	[118]	[156953643]	[156953643]
133_27925	chr7	5591530	5591930	+	683	33.0	[10.311713]	[126]	[6.562315]	[126]	[5591741]	[5591741]
133_2793	chr14	81423402	81423802	+	1000	136.0	[8.446286]	[114]	[10.243763]	[114]	[81423609]	[81423609]
133_27936	chr7	25861991	25862391	+	682	33.0	[6.136779]	[191]	[]	[]	[25862194]	[]
133_27971	chr7	103573574	103573974	+	745	33.0	[8.133142]	[159]	[]	[]	[103573788]	[]
133_27982	chr7	108232106	108232506	+	574	33.0	[]	[]	[7.4858007, 6.735589]	[112, 186]	[]	[108232272, 108232346]
133_27986	chr7	116180229	116180629	+	646	33.0	[6.7039366]	[86]	[]	[]	[116180403]	[]
133_27988	chr7	116489729	116490129	+	639	33.0	[8.03]	[152]	[]	[]	[116489965]	[]
133_27990	chr7	121090154	121090554	+	714	33.0	[7.7088323, 6.552134]	[136, 168]	[]	[]	[121090331, 121090363]	[]
133_2800	chr2	177242479	177242879	+	1000	136.0	[6.52701]	[72]	[8.311827]	[72]	[177242650]	[177242650]
133_2801	chr20	50165916	50166316	+	1000	136.0	[9.70938]	[197]	[6.1738005]	[197]	[50166145]	[50166145]
133_28037	chr8	21951833	21952233	+	684	33.0	[8.03]	[191]	[]	[]	[21952053]	[]
133_2804	chr22	21646601	21647001	+	1000	136.0	[7.3783107]	[122]	[8.504869]	[122]	[21646768]	[21646768]
133_2806	chr3	106130752	106131152	+	1000	136.0	[8.538297]	[98]	[15.901753]	[98]	[106130936]	[106130936]
133_28060	chr8	109412098	109412498	+	591	33.0	[9.029213]	[191]	[]	[]	[109412321]	[]
133_28064	chr8	141242484	141242884	+	705	33.0	[]	[]	[7.879267]	[141]	[]	[141242721]
133_28069	chr9	35815201	35815601	+	681	33.0	[]	[]	[8.138241]	[115]	[]	[35815403]
133_28076	chr9	99819038	99819438	+	696	33.0	[]	[]	[7.806082]	[182]	[]	[99819239]
133_28078	chr9	101570056	101570456	+	706	33.0	[8.232476]	[138]	[]	[]	[101570283]	[]
133_28082	chr9	112194913	112195313	+	684	33.0	[7.5888314]	[112]	[]	[]	[112195095]	[]
133_2810	chr6	29005453	29005853	+	1000	136.0	[10.869366]	[122]	[13.5706835]	[122]	[29005657]	[29005657]
133_28110	chrX	7132377	7132777	+	697	33.0	[8.045571]	[115]	[6.159387]	[115]	[7132537]	[7132537]
133_28114	chrX	18272276	18272676	+	652	33.0	[10.243763]	[124]	[8.446286]	[124]	[18272465]	[18272465]
133_28119	chrX	48521322	48521722	+	676	33.0	[9.158815]	[100]	[]	[]	[48521477]	[]
133_2813	chr7	100444687	100445087	+	1000	136.0	[10.869366]	[127]	[13.5706835]	[127]	[100444910]	[100444910]
133_28146	chr1	17125835	17126235	+	693	32.0	[]	[]	[6.626151]	[151]	[]	[17126062]
133_28154	chr1	26005447	26005847	+	713	32.0	[13.548076, 8.538297]	[75, 101]	[6.7182117, 15.901753]	[75, 101]	[26005615, 26005641]	[26005615, 26005641]
133_28155	chr1	26043813	26044213	+	597	32.0	[]	[]	[7.082873, 7.6374273]	[151, 174]	[]	[26044023, 26044046]
133_28162	chr1	31182331	31182731	+	704	32.0	[11.03802]	[180]	[6.957288]	[180]	[31182543]	[31182543]
133_28167	chr1	32933954	32934354	+	548	32.0	[8.045571]	[150]	[6.159387]	[150]	[32934113]	[32934113]
133_28191	chr1	54229387	54229787	+	667	32.0	[8.515688]	[154]	[11.750599]	[154]	[54229625]	[54229625]
133_282	chr21	35483226	35483626	+	1000	361.0	[7.864854, 11.842608]	[82, 144]	[14.173678]	[144]	[35483404, 35483466]	[35483466]
133_28212	chr1	109298853	109299253	+	671	32.0	[]	[]	[10.2329445]	[68]	[]	[109299004]
133_28216	chr1	113915653	113916053	+	679	32.0	[10.243763]	[146]	[8.446286]	[146]	[113915879]	[113915879]
133_2822	chr1	202553650	202554050	+	1000	135.0	[]	[]	[6.3577366]	[96]	[]	[202553843]
133_28221	chr1	152001692	152002092	+	578	32.0	[]	[]	[8.496579]	[89]	[]	[152001857]
133_28227	chr1	161305957	161306357	+	704	32.0	[6.8068504]	[131]	[6.3577366]	[96]	[161306169]	[161306134]
133_28231	chr1	167219188	167219588	+	626	32.0	[6.7276034]	[59]	[9.708719]	[152]	[167219343]	[167219436]
133_28236	chr1	169348400	169348800	+	624	32.0	[]	[]	[8.490457]	[102]	[]	[169348596]
133_28237	chr1	172473339	172473739	+	665	32.0	[]	[]	[6.298889]	[143]	[]	[172473575]
133_28239	chr1	172717672	172718072	+	569	32.0	[11.03802]	[205]	[6.957288]	[205]	[172717882]	[172717882]
133_28260	chr1	207020163	207020563	+	692	32.0	[8.11152]	[186]	[]	[]	[207020400]	[]
133_28278	chr1	224509969	224510369	+	666	32.0	[]	[]	[8.496579]	[179]	[]	[224510203]
133_28279	chr1	226110161	226110561	+	613	32.0	[14.173678]	[123]	[11.842608]	[123]	[226110381]	[226110381]
133_2828	chr13	44143244	44143644	+	1000	135.0	[8.446286]	[169]	[10.243763]	[169]	[44143469]	[44143469]
133_2829	chr16	25216783	25217183	+	1000	135.0	[7.879267]	[117]	[]	[]	[25216998]	[]
133_28310	chr10	44864739	44865139	+	608	32.0	[6.7905855]	[158]	[]	[]	[44864942]	[]
133_28326	chr10	72331416	72331816	+	628	32.0	[]	[]	[8.662755]	[118]	[]	[72331625]
133_2833	chr3	13546771	13547171	+	1000	135.0	[]	[]	[10.621459]	[73]	[]	[13546943]
133_28330	chr10	75115016	75115416	+	688	32.0	[]	[]	[7.419969]	[147]	[]	[75115196]
133_28337	chr10	100997611	100998011	+	593	32.0	[]	[]	[6.279317]	[167]	[]	[100997832]
133_28349	chr11	14642686	14643086	+	629	32.0	[]	[]	[7.4858007]	[162]	[]	[14642882]
133_28373	chr11	67382582	67382982	+	605	32.0	[9.029213]	[139]	[]	[]	[67382768]	[]
133_28389	chr12	2004244	2004644	+	601	32.0	[]	[]	[11.016432]	[149]	[]	[2004462]
133_28390	chr12	22350794	22351194	+	563	32.0	[7.879267, 7.317147]	[77, 130]	[6.4044065]	[130]	[22350964, 22351017]	[22351017]
133_28402	chr12	53453572	53453972	+	643	32.0	[6.4220033]	[142]	[]	[]	[53453768]	[]
133_28416	chr12	93573760	93574160	+	696	32.0	[10.266372]	[69]	[12.597441]	[69]	[93573914]	[93573914]
133_2842	chr7	117014667	117015067	+	1000	135.0	[8.588062]	[142]	[]	[]	[117014906]	[]
133_28423	chr12	107912381	107912781	+	562	32.0	[]	[]	[6.1571608]	[144]	[]	[107912569]
133_28424	chr12	111993740	111994140	+	659	32.0	[]	[]	[8.40951]	[156]	[]	[111993978]
133_28449	chr13	89830668	89831068	+	596	32.0	[10.7095785]	[165]	[]	[]	[89830869]	[]
133_28450	chr13	90070004	90070404	+	548	32.0	[10.218532]	[74]	[]	[]	[90070169]	[]
133_28463	chr13	91318727	91319127	+	663	32.0	[6.8068504]	[170]	[]	[]	[91318917]	[]
133_28466	chr13	91459480	91459880	+	678	32.0	[7.6275287]	[88]	[]	[]	[91459658]	[]
133_28488	chr14	58296686	58297086	+	686	32.0	[9.122182, 7.056757]	[130, 150]	[7.43074]	[130]	[58296866, 58296886]	[58296866]
133_2850	chr10	5933964	5934364	+	1000	134.0	[9.106386]	[108]	[]	[]	[5934166]	[]
133_28505	chr15	41596974	41597374	+	690	32.0	[7.5888314]	[188]	[]	[]	[41597219]	[]
133_28506	chr15	41603945	41604345	+	668	32.0	[6.1738005]	[130]	[9.70938]	[130]	[41604114]	[41604114]
133_28515	chr15	55846133	55846533	+	643	32.0	[6.410166]	[155]	[]	[]	[55846375]	[]
133_28518	chr15	63506495	63506895	+	686	32.0	[6.1742854]	[206]	[]	[]	[63506712]	[]
133_2852	chr10	49165924	49166324	+	1000	134.0	[14.173678, 8.588062]	[99, 126]	[11.842608]	[99]	[49166120, 49166147]	[49166120]
133_28528	chr15	89095087	89095487	+	711	32.0	[6.7182117]	[131]	[13.548076]	[131]	[89095285]	[89095285]
133_28529	chr15	90189719	90190119	+	694	32.0	[8.432117]	[190]	[8.078578]	[190]	[90189914]	[90189914]
133_28534	chr15	96336049	96336449	+	633	32.0	[6.209915]	[177]	[]	[]	[96336292]	[]
133_28535	chr15	101278139	101278539	+	636	32.0	[11.437455]	[218]	[]	[]	[101278387]	[]
133_28559	chr16	68093824	68094224	+	560	32.0	[7.7337074]	[147]	[8.685363]	[147]	[68094017]	[68094017]
133_28561	chr16	70252463	70252863	+	625	32.0	[]	[]	[7.4504957]	[159]	[]	[70252654]
133_28566	chr16	85568529	85568929	+	665	32.0	[]	[]	[7.627919]	[151]	[]	[85568701]
133_2857	chr14	54773277	54773677	+	1000	134.0	[8.538297]	[99]	[15.901753, 8.490457]	[99, 120]	[54773468]	[54773468, 54773489]
133_28571	chr17	7466918	7467318	+	666	32.0	[8.40951]	[142]	[]	[]	[7467158]	[]
133_28592	chr17	42272327	42272727	+	656	32.0	[7.317147]	[144]	[6.4044065]	[144]	[42272502]	[42272502]
133_28613	chr17	64507539	64507939	+	674	32.0	[7.864854]	[213]	[]	[]	[64507767]	[]
133_2862	chr17	57481918	57482318	+	1000	134.0	[10.36107]	[116]	[]	[]	[57482122]	[]
133_28622	chr17	81057083	81057483	+	661	32.0	[9.288357]	[85]	[8.70695]	[85]	[81057242]	[81057242]
133_28626	chr18	807663	808063	+	663	32.0	[12.597441]	[132]	[10.266372]	[132]	[807883]	[807883]
133_28630	chr18	9094355	9094755	+	694	32.0	[6.9147277]	[105]	[7.4052663]	[105]	[9094531]	[9094531]
133_28636	chr18	22971045	22971445	+	678	32.0	[6.3577366]	[65]	[]	[]	[22971207]	[]
133_28638	chr18	44729817	44730217	+	671	32.0	[]	[]	[10.218532]	[149]	[]	[44730046]
133_28639	chr18	54878040	54878440	+	661	32.0	[10.7095785]	[137]	[]	[]	[54878255]	[]
133_28666	chr19	39538991	39539391	+	631	32.0	[7.6275287]	[81]	[]	[]	[39539164]	[]
133_28684	chr19	57350845	57351245	+	662	32.0	[]	[]	[6.552134]	[168]	[]	[57351080]
133_28686	chr2	3458603	3459003	+	655	32.0	[11.842608]	[95]	[14.173678]	[95]	[3458776]	[3458776]
133_28703	chr2	39513510	39513910	+	679	32.0	[15.901753]	[193]	[8.538297]	[193]	[39513713]	[39513713]
133_28709	chr2	54330632	54331032	+	659	32.0	[6.152699, 6.209915]	[125, 151]	[]	[]	[54330818, 54330844]	[]
133_28712	chr2	65265151	65265551	+	688	32.0	[8.490965]	[145]	[8.9815035]	[145]	[65265302]	[65265302]
133_28717	chr2	71548504	71548904	+	683	32.0	[6.8825955]	[202]	[8.632995]	[202]	[71548728]	[71548728]
133_28743	chr2	170363816	170364216	+	696	32.0	[7.887462]	[116]	[]	[]	[170363987]	[]
133_28758	chr20	35772677	35773077	+	669	32.0	[7.225411]	[130]	[]	[]	[35772840]	[]
133_28784	chr21	37460183	37460583	+	551	32.0	[6.8921194]	[133]	[]	[]	[37460410]	[]
133_28801	chr22	19394244	19394644	+	652	32.0	[]	[]	[6.9185925]	[101]	[]	[19394433]
133_28821	chr22	20621276	20621676	+	620	32.0	[]	[]	[8.133142]	[145]	[]	[20621435]
133_28844	chr22	36541995	36542395	+	619	32.0	[10.243763]	[123]	[8.446286]	[123]	[36542187]	[36542187]
133_28850	chr3	9402292	9402692	+	665	32.0	[]	[]	[12.766095]	[204]	[]	[9402502]
133_28852	chr3	10248917	10249317	+	674	32.0	[6.573722]	[153]	[]	[]	[10249149]	[]
133_2886	chr11	100863127	100863527	+	1000	133.0	[7.485917]	[62]	[]	[]	[100863282]	[]
133_28866	chr3	15795568	15795968	+	683	32.0	[10.94174]	[97]	[]	[]	[15795764]	[]
133_28875	chr3	37855411	37855811	+	665	32.0	[]	[]	[10.94174]	[182]	[]	[37855612]
133_28879	chr3	44477697	44478097	+	675	32.0	[]	[]	[6.590865]	[147]	[]	[44477849]
133_2888	chr12	56117908	56118308	+	1000	133.0	[]	[]	[7.879267]	[152]	[]	[56118139]
133_28882	chr3	47042436	47042836	+	597	32.0	[7.6647887]	[175]	[]	[]	[47042668]	[]
133_28884	chr3	47779502	47779902	+	638	32.0	[]	[]	[7.4504957]	[138]	[]	[47779694]
133_28889	chr3	53113858	53114258	+	631	32.0	[6.8599873]	[149]	[]	[]	[53114069]	[]
133_2889	chr12	56126760	56127160	+	1000	133.0	[9.461782]	[128]	[]	[]	[56126988]	[]
133_289	chr21	35106281	35106681	+	1000	359.0	[11.750599]	[130]	[8.515688]	[130]	[35106504]	[35106504]
133_28903	chr3	152436722	152437122	+	656	32.0	[]	[]	[6.1742854]	[140]	[]	[152436912]
133_28918	chr3	185916429	185916829	+	677	32.0	[14.173678]	[96]	[11.842608]	[96]	[185916588]	[185916588]
133_28932	chr4	39182067	39182467	+	617	32.0	[6.3577366]	[195]	[]	[]	[39182284]	[]
133_28933	chr4	40210298	40210698	+	682	32.0	[14.173678, 8.138241, 6.9346795]	[117, 125, 136]	[11.842608, 6.8868656]	[117, 136]	[40210485, 40210493, 40210504]	[40210485, 40210504]
133_28951	chr4	105473240	105473640	+	599	32.0	[7.7337074]	[135]	[8.685363]	[135]	[105473474]	[105473474]
133_28954	chr4	108651404	108651804	+	631	32.0	[10.7095785]	[112]	[7.545944]	[122]	[108651608]	[108651618]
133_28959	chr4	173025006	173025406	+	622	32.0	[7.5085254]	[151]	[6.410166]	[188]	[173025201]	[173025238]
133_28965	chr5	7866251	7866651	+	673	32.0	[7.9018755]	[134]	[6.4050674]	[134]	[7866473]	[7866473]
133_28974	chr5	61658473	61658873	+	674	32.0	[6.7182117]	[120]	[13.548076]	[120]	[61658671]	[61658671]
133_28977	chr5	66987890	66988290	+	563	32.0	[6.914219]	[197]	[]	[]	[66988104]	[]
133_28985	chr5	81908729	81909129	+	663	32.0	[7.4858007]	[124]	[9.773646]	[156]	[81908947]	[81908979]
133_28986	chr5	82466951	82467351	+	666	32.0	[8.504869]	[140]	[7.3783107]	[140]	[82467186]	[82467186]
133_28992	chr5	109656827	109657227	+	674	32.0	[6.626151]	[172]	[]	[]	[109657068]	[]
133_28998	chr5	132296561	132296961	+	681	32.0	[11.842608]	[77]	[14.173678]	[77]	[132296730]	[132296730]
133_29	chr17	55816811	55817211	+	1000	566.0	[6.7911124, 6.8068504]	[74, 112]	[9.761809]	[74]	[55816980, 55817018]	[55816980]
133_29009	chr5	148491065	148491465	+	676	32.0	[10.435025]	[130]	[]	[]	[148491282]	[]
133_29039	chr6	13485369	13485769	+	695	32.0	[8.538297, 6.301925]	[147, 174]	[15.901753, 9.213665]	[147, 174]	[13485530, 13485557]	[13485530, 13485557]
133_29044	chr6	15997902	15998302	+	678	32.0	[11.03802]	[130]	[6.957288]	[130]	[15998113]	[15998113]
133_29047	chr6	19964043	19964443	+	622	32.0	[7.517722]	[180]	[8.3785095]	[180]	[19964254]	[19964254]
133_29063	chr6	31670512	31670912	+	633	32.0	[6.3859587]	[248]	[]	[]	[31670763]	[]
133_29073	chr6	36150238	36150638	+	680	32.0	[6.6381965, 11.842608]	[67, 129]	[14.173678]	[129]	[36150403, 36150465]	[36150465]
133_29075	chr6	36546013	36546413	+	670	32.0	[8.03]	[146]	[]	[]	[36546259]	[]
133_29077	chr6	41894286	41894686	+	622	32.0	[10.243763]	[170]	[8.446286]	[170]	[41894489]	[41894489]
133_29087	chr6	68761292	68761692	+	547	32.0	[]	[]	[6.3513184]	[92]	[]	[68761461]
133_29091	chr6	89970587	89970987	+	621	32.0	[10.869366]	[114]	[13.5706835]	[114]	[89970785]	[89970785]
133_29093	chr6	108260019	108260419	+	681	32.0	[]	[]	[8.40951]	[146]	[]	[108260247]
133_29100	chr6	122492099	122492499	+	648	32.0	[]	[]	[6.4228773]	[184]	[]	[122492291]
133_29102	chr6	124961486	124961886	+	630	32.0	[]	[]	[6.612033]	[164]	[]	[124961713]
133_29116	chr6	142005043	142005443	+	673	32.0	[11.382891]	[86]	[6.704043]	[86]	[142005219]	[142005219]
133_29117	chr6	145962129	145962529	+	676	32.0	[6.4050674]	[112]	[7.9018755]	[112]	[145962305]	[145962305]
133_29118	chr6	146893663	146894063	+	677	32.0	[9.035112]	[215]	[9.051821]	[215]	[146893911]	[146893911]
133_29123	chr6	151045772	151046172	+	663	32.0	[7.864854, 8.045571]	[120, 121]	[6.159387]	[121]	[151045975, 151045976]	[151045976]
133_29127	chr6	155108457	155108857	+	628	32.0	[7.3783107]	[91]	[8.504869]	[91]	[155108645]	[155108645]
133_29137	chr6	167842010	167842410	+	630	32.0	[]	[]	[11.489884]	[204]	[]	[167842258]
133_29141	chr7	5486814	5487214	+	566	32.0	[6.279317]	[163]	[]	[]	[5487045]	[]
133_29157	chr7	64903159	64903559	+	681	32.0	[6.8825955]	[150]	[8.632995]	[150]	[64903400]	[64903400]
133_29171	chr7	92609956	92610356	+	637	32.0	[9.942509]	[180]	[]	[]	[92610163]	[]
133_29181	chr7	101911669	101912069	+	674	32.0	[7.130713]	[154]	[7.7121196]	[154]	[101911907]	[101911907]
133_29184	chr7	103887844	103888244	+	691	32.0	[]	[]	[6.9286323]	[78]	[]	[103887999]
133_29194	chr7	106864108	106864508	+	687	32.0	[]	[]	[7.097286, 7.887462]	[98, 108]	[]	[106864290, 106864300]
133_29202	chr7	111529500	111529900	+	634	32.0	[]	[]	[8.247232]	[140]	[]	[111529736]
133_29212	chr7	123680659	123681059	+	620	32.0	[]	[]	[9.773646]	[174]	[]	[123680841]
