#PeakID(python identify_motif.py ./ENCODE_processed_files/ELK1_idr.fa ELK1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
120_3321	chr11	62791791	62792191	+	1000	33.0	[]	[]	[12.6155815, 6.155368]	[135, 149]	[]	[62792004, 62792018]
120_3322	chr12	6852269	6852669	+	1000	33.0	[9.8508215]	[129]	[]	[]	[6852470]	[]
120_3324	chr12	55715847	55716247	+	1000	33.0	[]	[]	[10.785713]	[164]	[]	[55716083]
120_3325	chr12	56725178	56725578	+	1000	33.0	[5.92804]	[175]	[5.92804, 5.95339]	[172, 185]	[56725388]	[56725385, 56725398]
120_3328	chr12	96907026	96907426	+	1000	33.0	[11.899101]	[142]	[14.663861]	[106]	[96907246]	[96907210]
120_3329	chr12	109880349	109880749	+	725	33.0	[]	[]	[10.118435, 6.64452]	[66, 130]	[]	[109880505, 109880569]
120_3331	chr12	120194550	120194950	+	974	33.0	[6.771575, 5.54794]	[90, 148]	[10.785713, 9.8508215]	[99, 110]	[120194713, 120194771]	[120194722, 120194733]
120_3332	chr13	27251274	27251674	+	932	33.0	[]	[]	[8.432895]	[114]	[]	[27251475]
120_3338	chr15	48877652	48878052	+	1000	33.0	[]	[]	[7.7027783]	[123]	[]	[48877864]
120_3339	chr16	636604	637004	+	1000	33.0	[8.30505]	[155]	[]	[]	[636849]	[]
120_334	chr7	112206312	112206712	+	1000	100.0	[12.6155815]	[133]	[]	[]	[112206522]	[]
120_3345	chr17	28335298	28335698	+	1000	33.0	[10.785713]	[128]	[]	[]	[28335493]	[]
120_3348	chr17	49998220	49998620	+	786	33.0	[12.6155815]	[138]	[]	[]	[49998458]	[]
120_3350	chr17	64496865	64497265	+	1000	33.0	[9.8508215]	[158]	[]	[]	[64497106]	[]
120_3351	chr17	65123202	65123602	+	1000	33.0	[8.157101, 11.899101, 7.1942153]	[85, 102, 144]	[]	[]	[65123381, 65123398, 65123440]	[]
120_3352	chr17	75012468	75012868	+	1000	33.0	[11.899101]	[93]	[]	[]	[75012661]	[]
120_3353	chr17	75271098	75271498	+	623	33.0	[9.8508215]	[156]	[]	[]	[75271323]	[]
120_336	chr11	108222850	108223250	+	1000	99.0	[7.032336, 13.681358, 5.5495296]	[67, 104, 110]	[]	[]	[108223015, 108223052, 108223058]	[]
120_3360	chr19	12669285	12669685	+	1000	33.0	[]	[]	[11.899101, 7.979905]	[82, 136]	[]	[12669450, 12669504]
120_3361	chr19	14571932	14572332	+	1000	33.0	[]	[]	[9.8508215]	[89]	[]	[14572083]
120_3363	chr19	34733932	34734332	+	860	33.0	[]	[]	[11.419997]	[111]	[]	[34734142]
120_3366	chr19	57599631	57600031	+	1000	33.0	[7.8865533]	[169]	[8.183473]	[144]	[57599882]	[57599857]
120_3367	chr19	58387023	58387423	+	994	33.0	[12.6155815]	[166]	[5.676263]	[215]	[58387221]	[58387270]
120_3369	chr2	19989933	19990333	+	1000	33.0	[]	[]	[5.7344956, 16.446117]	[120, 141]	[]	[19990144, 19990165]
120_3371	chr2	48111174	48111574	+	1000	33.0	[8.720509]	[117]	[]	[]	[48111389]	[]
120_3373	chr2	85266446	85266846	+	1000	33.0	[]	[]	[13.681358]	[82]	[]	[85266627]
120_3376	chr2	241686833	241687233	+	1000	33.0	[]	[]	[9.8508215]	[76]	[]	[241686994]
120_3377	chr20	973736	974136	+	1000	33.0	[]	[]	[16.446117]	[115]	[]	[973941]
120_3378	chr20	2840473	2840873	+	1000	33.0	[7.353675, 11.900691]	[126, 132]	[]	[]	[2840694, 2840700]	[]
120_3379	chr20	18567153	18567553	+	1000	33.0	[11.899101]	[140]	[7.8849635]	[177]	[18567350]	[18567387]
120_3383	chr20	49278501	49278901	+	1000	33.0	[7.3671174]	[151]	[6.0731683]	[157]	[49278714]	[49278720]
120_339	chr1	26169705	26170105	+	1000	98.0	[12.6155815]	[121]	[]	[]	[26169914]	[]
120_34	chr3	9792588	9792988	+	1000	352.0	[11.419997]	[56]	[]	[]	[9792740]	[]
120_341	chr1	43172119	43172519	+	1000	98.0	[]	[]	[11.900691, 11.899101, 16.446117]	[86, 92, 111]	[]	[43172305, 43172311, 43172330]
120_3429	chr3	14124670	14125070	+	1000	33.0	[8.181883]	[129]	[]	[]	[14124861]	[]
120_3430	chr3	36992828	36993228	+	1000	33.0	[5.9205213]	[112]	[]	[]	[36993020]	[]
120_3433	chr3	50227395	50227795	+	962	33.0	[7.5894604]	[90]	[11.899101]	[123]	[50227576]	[50227609]
120_3441	chr4	147683934	147684334	+	1000	33.0	[7.353675]	[152]	[]	[]	[147684142]	[]
120_3444	chr5	69369398	69369798	+	1000	33.0	[9.833897]	[90]	[]	[]	[69369551]	[]
120_3447	chr5	108382320	108382720	+	1000	33.0	[9.833897]	[109]	[5.4397116]	[139]	[108382526]	[108382556]
120_345	chr1	38990994	38991394	+	1000	97.0	[]	[]	[9.63774]	[105]	[]	[38991195]
120_3455	chr6	31827166	31827566	+	1000	33.0	[]	[]	[6.108821]	[97]	[]	[31827362]
120_3458	chr6	84764618	84765018	+	1000	33.0	[10.118435]	[153]	[]	[]	[84764865]	[]
120_3459	chr6	108074521	108074921	+	541	33.0	[]	[]	[13.681358]	[109]	[]	[108074723]
120_3460	chr6	110874532	110874932	+	679	33.0	[]	[]	[6.8718476]	[152]	[]	[110874725]
120_3462	chr6	158231587	158231987	+	989	33.0	[]	[]	[5.54794, 14.663861]	[64, 110]	[]	[158231738, 158231784]
120_3467	chr7	95794917	95795317	+	1000	33.0	[16.446117]	[133]	[]	[]	[95795149]	[]
120_3469	chr7	103149077	103149477	+	1000	33.0	[5.54794]	[132]	[11.899101]	[162]	[103149294]	[103149324]
120_3476	chr9	73143898	73144298	+	1000	33.0	[]	[]	[12.6155815]	[134]	[]	[73144105]
120_348	chr7	141738085	141738485	+	1000	97.0	[8.6928]	[143]	[]	[]	[141738285]	[]
120_3480	chr9	124861799	124862199	+	1000	33.0	[6.1569576]	[81]	[6.64452]	[113]	[124861954]	[124861986]
120_3481	chr9	129888375	129888775	+	1000	33.0	[16.446117]	[123]	[]	[]	[129888564]	[]
120_3497	chr9	137223492	137223892	+	1000	33.0	[]	[]	[14.663861, 9.914867]	[116, 138]	[]	[137223683, 137223705]
120_3498	chrX	1591413	1591813	+	1000	33.0	[14.663861]	[95]	[]	[]	[1591587]	[]
120_350	chr1	40040512	40040912	+	1000	96.0	[12.6155815, 11.899101]	[118, 157]	[12.7289]	[86]	[40040710, 40040749]	[40040678]
120_3507	chr1	26921555	26921955	+	867	32.0	[]	[]	[8.181883]	[80]	[]	[26921728]
120_351	chr11	8682526	8682926	+	1000	96.0	[5.4397116, 16.446117]	[80, 101]	[]	[]	[8682705, 8682726]	[]
120_3516	chr1	109392796	109393196	+	942	32.0	[]	[]	[8.601443, 12.6155815]	[156, 187]	[]	[109393002, 109393033]
120_3517	chr1	144546228	144546628	+	1000	32.0	[]	[]	[11.900691]	[70]	[]	[144546397]
120_3518	chr1	145979268	145979668	+	1000	32.0	[10.702384]	[167]	[]	[]	[145979509]	[]
120_3520	chr1	153141347	153141747	+	1000	32.0	[7.682986]	[83]	[]	[]	[153141524]	[]
120_3523	chr1	160031834	160032234	+	1000	32.0	[]	[]	[9.135932, 12.7289, 6.1128917]	[52, 82, 105]	[]	[160031985, 160032015, 160032038]
120_3527	chr1	203795929	203796329	+	1000	32.0	[]	[]	[12.329792]	[93]	[]	[203796097]
120_353	chr11	47578802	47579202	+	1000	96.0	[5.8366838, 7.5894604]	[62, 93]	[5.544434, 11.899101, 11.697124, 9.96414]	[68, 74, 115, 121]	[47578959, 47578990]	[47578965, 47578971, 47579012, 47579018]
120_3530	chr10	12068509	12068909	+	1000	32.0	[]	[]	[6.586058]	[166]	[]	[12068726]
120_3531	chr10	14954007	14954407	+	1000	32.0	[]	[]	[9.565032]	[119]	[]	[14954177]
120_3535	chr10	62804296	62804696	+	1000	32.0	[9.914867, 8.312699]	[103, 136]	[]	[]	[62804481, 62804514]	[]
120_3536	chr10	66180658	66181058	+	679	32.0	[]	[]	[14.663861]	[124]	[]	[66180881]
120_3539	chr11	9614062	9614462	+	1000	32.0	[7.785617]	[79]	[]	[]	[9614220]	[]
120_3542	chr11	63838521	63838921	+	1000	32.0	[10.946643]	[132]	[]	[]	[63838729]	[]
120_3548	chr12	57111574	57111974	+	836	32.0	[]	[]	[9.833897]	[146]	[]	[57111817]
120_3555	chr13	107919430	107919830	+	1000	32.0	[7.784365]	[110]	[]	[]	[107919582]	[]
120_3557	chr14	44961847	44962247	+	1000	32.0	[]	[]	[6.1569576]	[122]	[]	[44962052]
120_3570	chr16	89004069	89004469	+	945	32.0	[5.54029]	[81]	[]	[]	[89004238]	[]
120_3572	chr17	7572373	7572773	+	882	32.0	[]	[]	[8.801478]	[165]	[]	[7572594]
120_3578	chr17	74982136	74982536	+	1000	32.0	[]	[]	[10.702384]	[125]	[]	[74982361]
120_3581	chr17	75855451	75855851	+	785	32.0	[6.1976485]	[149]	[7.8865533]	[162]	[75855663]	[75855676]
120_3584	chr19	6372317	6372717	+	1000	32.0	[]	[]	[13.550472]	[89]	[]	[6372469]
120_3586	chr19	44500308	44500708	+	935	32.0	[12.6155815]	[150]	[]	[]	[44500530]	[]
120_3587	chr19	46788354	46788754	+	977	32.0	[7.199311, 9.135932]	[108, 174]	[]	[]	[46788539, 46788605]	[]
120_3589	chr19	49453456	49453856	+	1000	32.0	[]	[]	[7.405859]	[77]	[]	[49453616]
120_359	chr2	232550452	232550852	+	1000	96.0	[16.446117, 11.900691]	[96, 135]	[]	[]	[232550640, 232550679]	[]
120_3590	chr19	52570256	52570656	+	1000	32.0	[13.550472]	[129]	[]	[]	[52570473]	[]
120_3595	chr2	20579335	20579735	+	1000	32.0	[]	[]	[14.663861]	[117]	[]	[20579503]
120_3596	chr2	27250101	27250501	+	1000	32.0	[]	[]	[14.663861]	[109]	[]	[27250290]
120_3597	chr2	32277628	32278028	+	1000	32.0	[5.676263]	[100]	[10.702384, 13.550472]	[66, 84]	[32277827]	[32277793, 32277811]
120_3598	chr2	33599070	33599470	+	853	32.0	[8.601443]	[161]	[]	[]	[33599302]	[]
120_3601	chr2	54589556	54589956	+	1000	32.0	[]	[]	[5.87242, 8.181883, 6.155368]	[78, 140, 147]	[]	[54589716, 54589778, 54589785]
120_3602	chr2	64609253	64609653	+	868	32.0	[]	[]	[11.899101, 5.5428443]	[127, 134]	[]	[64609476, 64609483]
120_3603	chr2	97645872	97646272	+	1000	32.0	[12.6155815, 12.6155815]	[69, 101]	[]	[]	[97646024, 97646056]	[]
120_3606	chr2	180007150	180007550	+	1000	32.0	[6.1976485]	[105]	[]	[]	[180007336]	[]
120_3607	chr20	543651	544051	+	1000	32.0	[11.899101, 5.418713]	[73, 79]	[5.933891]	[117]	[543803, 543809]	[543847]
120_361	chr6	33391126	33391526	+	1000	96.0	[]	[]	[12.6155815]	[107]	[]	[33391316]
120_3610	chr20	36064552	36064952	+	962	32.0	[9.8508215]	[91]	[]	[]	[36064733]	[]
120_3614	chr21	25607317	25607717	+	887	32.0	[6.133603]	[112]	[]	[]	[25607523]	[]
120_363	chr6	153002552	153002952	+	1000	96.0	[9.66722, 16.446117]	[76, 82]	[9.536335]	[88]	[153002711, 153002717]	[153002723]
120_3637	chr22	22973703	22974103	+	977	32.0	[]	[]	[7.0910826]	[224]	[]	[22973932]
120_364	chr8	52714320	52714720	+	1000	96.0	[13.550472]	[118]	[5.5428443]	[156]	[52714519]	[52714557]
120_3645	chr22	36529089	36529489	+	1000	32.0	[8.898363]	[99]	[]	[]	[36529282]	[]
120_3646	chr3	41117361	41117761	+	858	32.0	[]	[]	[5.95339]	[90]	[]	[41117549]
120_3648	chr3	49674133	49674533	+	958	32.0	[9.8508215]	[119]	[12.6155815]	[131]	[49674339]	[49674351]
120_3649	chr3	53347396	53347796	+	1000	32.0	[]	[]	[10.118435]	[177]	[]	[53347614]
120_3650	chr3	156826041	156826441	+	966	32.0	[]	[]	[10.118435]	[85]	[]	[156826220]
120_3651	chr3	184711837	184712237	+	1000	32.0	[7.8849635]	[84]	[14.663861]	[132]	[184712011]	[184712059]
120_3653	chr4	25914070	25914470	+	958	32.0	[5.8366838]	[164]	[]	[]	[25914318]	[]
120_3657	chr5	43121286	43121686	+	1000	32.0	[7.785617]	[106]	[]	[]	[43121475]	[]
120_366	chr1	204516156	204516556	+	1000	95.0	[13.681358, 14.663861]	[108, 140]	[7.0684943]	[93]	[204516356, 204516388]	[204516341]
120_3661	chr5	157142659	157143059	+	925	32.0	[]	[]	[16.446117]	[149]	[]	[157142872]
120_3670	chr6	30717381	30717781	+	1000	32.0	[]	[]	[8.30505, 5.92804]	[93, 137]	[]	[30717546, 30717590]
120_3675	chr6	42217661	42218061	+	1000	32.0	[]	[]	[9.8508215]	[181]	[]	[42217876]
120_3682	chr7	47979412	47979812	+	1000	32.0	[6.133603]	[82]	[]	[]	[47979590]	[]
120_3685	chr7	96321223	96321623	+	1000	32.0	[11.697124]	[157]	[]	[]	[96321441]	[]
120_3693	chr7	149028314	149028714	+	644	32.0	[5.9205213, 7.866587]	[136, 148]	[]	[]	[149028512, 149028524]	[]
120_3694	chr7	154681392	154681792	+	1000	32.0	[]	[]	[7.7027783]	[142]	[]	[154681574]
120_3696	chr8	11409442	11409842	+	1000	32.0	[]	[]	[14.663861]	[140]	[]	[11409641]
120_3699	chr8	144137405	144137805	+	798	32.0	[]	[]	[11.899101]	[143]	[]	[144137627]
120_37	chr11	46700497	46700897	+	1000	338.0	[]	[]	[6.401216, 14.663861, 8.920127]	[64, 86, 126]	[]	[46700657, 46700679, 46700719]
120_370	chr16	1420576	1420976	+	1000	94.0	[8.181883, 9.96414]	[111, 118]	[9.914867]	[102]	[1420781, 1420788]	[1420772]
120_3700	chr9	19102759	19103159	+	1000	32.0	[]	[]	[14.663861, 9.833897]	[127, 178]	[]	[19102951, 19103002]
120_3701	chr9	89310593	89310993	+	1000	32.0	[]	[]	[9.135932, 11.899101]	[134, 161]	[]	[89310785, 89310812]
120_372	chr6	28616071	28616471	+	1000	94.0	[8.315654]	[151]	[]	[]	[28616289]	[]
120_3722	chrX	49079686	49080086	+	1000	32.0	[]	[]	[12.6155815]	[115]	[]	[49079900]
120_373	chr9	128455785	128456185	+	1000	94.0	[12.6155815]	[107]	[]	[]	[128455985]	[]
120_3743	chr1	143210718	143211118	+	1000	31.0	[]	[]	[5.840594]	[74]	[]	[143210892]
120_3744	chr1	143211994	143212394	+	946	31.0	[5.840594]	[123]	[]	[]	[143212217]	[]
120_375	chr11	9364298	9364698	+	1000	93.0	[11.419997]	[164]	[]	[]	[9364519]	[]
120_3751	chr1	222589710	222590110	+	942	31.0	[12.6155815, 7.0910826, 6.8718476]	[119, 132, 144]	[7.032336]	[129]	[222589925, 222589938, 222589950]	[222589935]
120_3753	chr1	226828007	226828407	+	1000	31.0	[11.419997]	[93]	[]	[]	[226828182]	[]
120_3754	chr1	227563518	227563918	+	1000	31.0	[5.9205213]	[101]	[]	[]	[227563714]	[]
120_3758	chr1	229270784	229271184	+	847	31.0	[]	[]	[11.899101]	[198]	[]	[229271014]
120_3759	chr1	247078576	247078976	+	910	31.0	[9.8508215]	[100]	[]	[]	[247078772]	[]
120_376	chr13	91347423	91347823	+	1000	93.0	[8.69865]	[86]	[]	[]	[91347606]	[]
120_3763	chr10	46786635	46787035	+	873	31.0	[]	[]	[8.307604, 7.979905, 8.181883]	[127, 154, 160]	[]	[46786815, 46786842, 46786848]
120_3764	chr10	48470070	48470470	+	760	31.0	[6.155368]	[159]	[]	[]	[48470278]	[]
120_3766	chr10	119892526	119892926	+	1000	31.0	[9.005046]	[72]	[9.96414]	[103]	[119892689]	[119892720]
120_377	chr16	23641220	23641620	+	1000	93.0	[11.900691, 14.663861]	[126, 144]	[]	[]	[23641445, 23641463]	[]
120_3772	chr11	94128618	94129018	+	785	31.0	[10.785713, 8.524351]	[117, 161]	[8.524351, 6.771575]	[114, 158]	[94128819, 94128863]	[94128816, 94128860]
120_3773	chr11	134224335	134224735	+	872	31.0	[8.312699]	[157]	[]	[]	[134224581]	[]
120_378	chr19	7629521	7629921	+	1000	93.0	[13.681358]	[67]	[]	[]	[7629679]	[]
120_3782	chr12	123365054	123365454	+	753	31.0	[]	[]	[5.840594]	[98]	[]	[123365251]
120_3790	chr14	68795867	68796267	+	1000	31.0	[]	[]	[5.92963, 5.933891]	[113, 119]	[]	[68796079, 68796085]
120_3799	chr16	3234975	3235375	+	1000	31.0	[]	[]	[5.8813252, 9.96414]	[233, 247]	[]	[3235211, 3235225]
120_3805	chr17	1324093	1324493	+	772	31.0	[]	[]	[9.8508215, 6.133603, 9.8508215, 9.8508215]	[107, 137, 167, 189]	[]	[1324261, 1324291, 1324321, 1324343]
120_3806	chr17	17591504	17591904	+	1000	31.0	[5.8366838, 6.6441803]	[84, 90]	[]	[]	[17591678, 17591684]	[]
120_3808	chr17	39730317	39730717	+	1000	31.0	[]	[]	[9.8508215]	[156]	[]	[39730521]
120_381	chr12	113966154	113966554	+	1000	92.0	[5.623602, 13.550472]	[81, 122]	[]	[]	[113966323, 113966364]	[]
120_3810	chr17	43170840	43171240	+	927	31.0	[]	[]	[6.1042967]	[132]	[]	[43171027]
120_3811	chr17	44186775	44187175	+	630	31.0	[9.63774]	[130]	[10.702384, 9.8508215]	[95, 117]	[44186989]	[44186954, 44186976]
120_3812	chr17	46194041	46194441	+	616	31.0	[]	[]	[6.155368]	[203]	[]	[46194280]
120_3814	chr17	48908283	48908683	+	1000	31.0	[9.8508215]	[154]	[]	[]	[48908486]	[]
120_3815	chr17	48944625	48945025	+	1000	31.0	[7.353675, 11.899101]	[103, 136]	[]	[]	[48944814, 48944847]	[]
120_3817	chr18	3666188	3666588	+	1000	31.0	[6.1042967]	[76]	[]	[]	[3666343]	[]
120_3819	chr18	47150285	47150685	+	1000	31.0	[14.663861, 11.899101]	[150, 173]	[]	[]	[47150491, 47150514]	[]
120_382	chr18	35497780	35498180	+	1000	92.0	[]	[]	[9.914867]	[76]	[]	[35497947]
120_3821	chr19	3626902	3627302	+	815	31.0	[8.69865]	[138]	[]	[]	[3627140]	[]
120_3825	chr19	17859608	17860008	+	1000	31.0	[6.1042967]	[84]	[]	[]	[17859769]	[]
120_3829	chr19	39402560	39402960	+	878	31.0	[14.663861]	[199]	[]	[]	[39402795]	[]
120_383	chr7	2079551	2079951	+	1000	92.0	[]	[]	[10.118435]	[154]	[]	[2079778]
120_3833	chr19	49813107	49813507	+	916	31.0	[14.663861]	[169]	[]	[]	[49813329]	[]
120_3834	chr19	57240434	57240834	+	942	31.0	[]	[]	[14.663861]	[77]	[]	[57240594]
120_3835	chr19	58155023	58155423	+	1000	31.0	[]	[]	[7.353675]	[76]	[]	[58155198]
120_3841	chr2	68751756	68752156	+	787	31.0	[]	[]	[8.932364]	[116]	[]	[68751955]
120_3845	chr2	136423468	136423868	+	1000	31.0	[11.899101]	[117]	[]	[]	[136423683]	[]
120_3849	chr2	207625179	207625579	+	590	31.0	[]	[]	[12.7289, 5.5428443]	[132, 154]	[]	[207625389, 207625411]
120_3850	chr2	223957208	223957608	+	661	31.0	[]	[]	[5.8366838]	[90]	[]	[223957397]
120_3852	chr20	50510186	50510586	+	1000	31.0	[]	[]	[10.649723, 7.710297]	[112, 119]	[]	[50510363, 50510370]
120_386	chr11	118359374	118359774	+	1000	91.0	[8.69865]	[137]	[11.899101, 16.446117]	[64, 117]	[118359607]	[118359534, 118359587]
120_3864	chr22	19477775	19478175	+	833	31.0	[6.9851656]	[97]	[]	[]	[19477969]	[]
120_3870	chr22	21756694	21757094	+	1000	31.0	[5.95339]	[101]	[]	[]	[21756870]	[]
120_3883	chr22	22616832	22617232	+	979	31.0	[]	[]	[5.95339]	[173]	[]	[22617028]
120_3900	chr22	37199218	37199618	+	1000	31.0	[]	[]	[14.663861]	[122]	[]	[37199432]
120_391	chr5	74766964	74767364	+	1000	91.0	[]	[]	[14.663861, 9.914867]	[62, 101]	[]	[74767123, 74767162]
120_3910	chr4	40515746	40516146	+	999	31.0	[]	[]	[13.681358]	[86]	[]	[40515916]
120_3911	chr4	127880557	127880957	+	911	31.0	[6.1561913]	[205]	[11.899101]	[190]	[127880796]	[127880781]
120_3913	chr5	54310547	54310947	+	813	31.0	[6.8745704]	[151]	[]	[]	[54310786]	[]
120_3914	chr5	56123794	56124194	+	1000	31.0	[6.0021086]	[155]	[]	[]	[56123981]	[]
120_3915	chr5	76657815	76658215	+	1000	31.0	[]	[]	[14.663861, 6.155368]	[121, 171]	[]	[76657995, 76658045]
120_3916	chr5	78359764	78360164	+	1000	31.0	[7.710297, 11.419997]	[99, 154]	[]	[]	[78359945, 78360000]	[]
120_3917	chr5	142024642	142025042	+	1000	31.0	[]	[]	[16.446117]	[160]	[]	[142024889]
120_3918	chr5	150357442	150357842	+	1000	31.0	[14.663861]	[133]	[]	[]	[150357648]	[]
120_3922	chr6	20534302	20534702	+	1000	31.0	[]	[]	[10.785713]	[141]	[]	[20534512]
120_3929	chr6	27772399	27772799	+	1000	31.0	[6.111302]	[239]	[]	[]	[27772643]	[]
120_3938	chr6	32128166	32128566	+	968	31.0	[8.920127]	[168]	[7.0910826]	[178]	[32128399]	[32128409]
120_3946	chr7	43729366	43729766	+	921	31.0	[7.3251014]	[124]	[14.663861]	[77]	[43729585]	[43729538]
120_3953	chr7	135509822	135510222	+	1000	31.0	[]	[]	[7.1745977]	[143]	[]	[135510043]
120_3958	chr8	26670556	26670956	+	994	31.0	[]	[]	[11.697124]	[133]	[]	[26670763]
120_396	chr11	18322334	18322734	+	1000	90.0	[7.070727]	[56]	[16.446117]	[114]	[18322489]	[18322547]
120_3963	chr8	81686150	81686550	+	692	31.0	[7.1942153, 10.702384]	[60, 85]	[8.524351, 6.1042967]	[57, 91]	[81686308, 81686333]	[81686305, 81686339]
120_3964	chr8	86508509	86508909	+	871	31.0	[]	[]	[8.720509]	[105]	[]	[86508696]
120_3965	chr8	109334121	109334521	+	1000	31.0	[8.898363]	[127]	[]	[]	[109334321]	[]
120_3966	chr8	119832618	119833018	+	1000	31.0	[11.900691]	[159]	[]	[]	[119832855]	[]
120_3968	chr8	144508562	144508962	+	752	31.0	[]	[]	[9.833897]	[143]	[]	[144508780]
120_3969	chr9	35812102	35812502	+	1000	31.0	[10.118435]	[70]	[7.898935]	[108]	[35812260]	[35812298]
120_397	chr18	35240834	35241234	+	1000	90.0	[]	[]	[16.446117]	[118]	[]	[35241042]
120_3988	chr9	131130611	131131011	+	1000	31.0	[]	[]	[5.676263]	[150]	[]	[131130830]
120_399	chr7	149126166	149126566	+	1000	90.0	[9.135932]	[114]	[]	[]	[149126352]	[]
120_3997	chrX	23782847	23783247	+	1000	31.0	[7.5894604]	[114]	[]	[]	[23783036]	[]
120_3998	chrX	101390822	101391222	+	954	31.0	[]	[]	[11.697124]	[75]	[]	[101390989]
120_3999	chrX	154401349	154401749	+	874	31.0	[5.9862313]	[165]	[]	[]	[154401554]	[]
120_4002	chr1	9593383	9593783	+	1000	30.0	[]	[]	[7.5894604, 6.8718476]	[88, 165]	[]	[9593554, 9593631]
120_4004	chr1	11802993	11803393	+	847	30.0	[5.5428443, 5.676263]	[142, 164]	[]	[]	[11803211, 11803233]	[]
120_4008	chr1	26788016	26788416	+	870	30.0	[]	[]	[11.899101]	[100]	[]	[26788195]
120_401	chr1	114716588	114716988	+	1000	89.0	[]	[]	[14.663861]	[81]	[]	[114716760]
120_4016	chr1	50977198	50977598	+	1000	30.0	[]	[]	[6.2644196]	[123]	[]	[50977392]
120_402	chr16	2682257	2682657	+	1000	89.0	[12.43198, 6.111302]	[52, 144]	[10.118435, 13.681358]	[58, 151]	[2682409, 2682501]	[2682415, 2682508]
120_4020	chr1	109655941	109656341	+	989	30.0	[]	[]	[10.785713]	[125]	[]	[109656104]
120_4027	chr1	155193486	155193886	+	985	30.0	[7.3301964]	[84]	[]	[]	[155193659]	[]
120_4035	chr1	226407724	226408124	+	1000	30.0	[10.785713]	[134]	[]	[]	[226407953]	[]
120_4042	chr10	73252475	73252875	+	1000	30.0	[10.785713]	[121]	[]	[]	[73252632]	[]
120_4043	chr10	73811536	73811936	+	934	30.0	[]	[]	[5.8366838]	[120]	[]	[73811705]
120_4049	chr11	62123653	62124053	+	969	30.0	[9.8508215]	[159]	[]	[]	[62123827]	[]
120_405	chr2	169694226	169694626	+	1000	89.0	[14.663861]	[111]	[]	[]	[169694425]	[]
120_4050	chr11	63986144	63986544	+	1000	30.0	[7.221968]	[93]	[]	[]	[63986314]	[]
120_4051	chr11	64778760	64779160	+	1000	30.0	[5.819759]	[142]	[5.6981783]	[153]	[64778995]	[64779006]
120_4052	chr11	65860246	65860646	+	1000	30.0	[5.87242]	[129]	[]	[]	[65860434]	[]
120_4053	chr11	67482945	67483345	+	986	30.0	[10.785713, 13.550472]	[124, 144]	[]	[]	[67483102, 67483122]	[]
120_4057	chr11	119101939	119102339	+	1000	30.0	[8.183473]	[155]	[5.7596235]	[222]	[119102108]	[119102175]
120_4058	chr12	2004342	2004742	+	934	30.0	[]	[]	[9.833897]	[162]	[]	[2004547]
120_4059	chr12	12356908	12357308	+	744	30.0	[7.785617]	[91]	[]	[]	[12357086]	[]
120_4065	chr12	120437855	120438255	+	997	30.0	[]	[]	[5.95339, 11.900691, 11.899101]	[103, 147, 153]	[]	[120438046, 120438090, 120438096]
120_407	chr3	8963293	8963693	+	1000	89.0	[14.663861]	[124]	[]	[]	[8963513]	[]
120_4071	chr13	99498395	99498795	+	1000	30.0	[13.550472]	[130]	[]	[]	[99498612]	[]
120_4074	chr13	107938447	107938847	+	1000	30.0	[9.986728]	[121]	[]	[]	[107938610]	[]
120_4079	chr14	74881652	74882052	+	791	30.0	[]	[]	[16.446117]	[166]	[]	[74881893]
120_408	chr3	16264793	16265193	+	1000	89.0	[7.8849635]	[51]	[9.833897]	[104]	[16264944]	[16264997]
120_4081	chr15	82750222	82750622	+	991	30.0	[5.5508943]	[109]	[]	[]	[82750383]	[]
120_4083	chr15	101451417	101451817	+	1000	30.0	[]	[]	[10.785713]	[177]	[]	[101451650]
120_4084	chr16	3112330	3112730	+	1000	30.0	[5.8366838]	[84]	[10.702384]	[150]	[3112491]	[3112557]
120_4087	chr17	714674	715074	+	762	30.0	[]	[]	[14.663861, 12.6155815]	[80, 99]	[]	[714852, 714871]
120_4090	chr17	42388577	42388977	+	790	30.0	[5.7596235]	[172]	[]	[]	[42388799]	[]
120_4091	chr17	44006913	44007313	+	1000	30.0	[11.697124]	[83]	[]	[]	[44007085]	[]
120_41	chr9	131125376	131125776	+	1000	331.0	[10.946643]	[109]	[]	[]	[131125575]	[]
120_4101	chr18	814494	814894	+	813	30.0	[]	[]	[7.353675]	[176]	[]	[814719]
120_4105	chr19	15836698	15837098	+	844	30.0	[]	[]	[6.533397, 8.876061, 10.946643, 9.8508215]	[93, 133, 156, 163]	[]	[15836870, 15836910, 15836933, 15836940]
120_4107	chr19	39409946	39410346	+	725	30.0	[9.8508215]	[142]	[]	[]	[39410185]	[]
120_4112	chr19	51594339	51594739	+	1000	30.0	[8.25828, 7.199311]	[76, 145]	[7.785617]	[142]	[51594504, 51594573]	[51594570]
120_4116	chr19	58451360	58451760	+	777	30.0	[]	[]	[14.663861]	[178]	[]	[58451604]
120_412	chr10	70364458	70364858	+	1000	88.0	[]	[]	[13.681358]	[99]	[]	[70364650]
120_4120	chr2	55231971	55232371	+	947	30.0	[7.0684943]	[124]	[14.663861]	[103]	[55232193]	[55232172]
