#PeakID(python identify_motif.py ./ENCODE_processed_files/JUN_idr.fa JUN --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_2287	chr17	48626386	48626786	+	1000	96.0	[9.896005, 4.9782777]	[133, 148]	[5.112386]	[148]	[48626603, 48626618]	[48626618]
92_22871	chr11	126480686	126481086	+	1000	29.0	[]	[]	[6.7141137]	[129]	[]	[126480894]
92_22872	chr12	752158	752558	+	841	29.0	[]	[]	[6.305617]	[142]	[]	[752395]
92_22874	chr12	6635317	6635717	+	1000	29.0	[]	[]	[7.402391, 4.988018]	[69, 74]	[]	[6635472, 6635477]
92_22880	chr12	25328018	25328418	+	995	29.0	[17.21607]	[98]	[8.741374]	[98]	[25328207]	[25328207]
92_22894	chr12	54327124	54327524	+	958	29.0	[8.415957]	[171]	[4.966422]	[171]	[54327358]	[54327358]
92_22897	chr12	64619099	64619499	+	964	29.0	[7.913128]	[177]	[]	[]	[64619344]	[]
92_22903	chr12	93094957	93095357	+	958	29.0	[4.966422]	[97]	[8.415957]	[97]	[93095149]	[93095149]
92_2291	chr19	44588411	44588811	+	1000	96.0	[]	[]	[9.413617]	[83]	[]	[44588582]
92_22916	chr12	117060221	117060621	+	952	29.0	[]	[]	[5.561699]	[157]	[]	[117060455]
92_22921	chr12	124775719	124776119	+	913	29.0	[10.861387, 12.347575]	[101, 119]	[]	[]	[124775890, 124775908]	[]
92_22929	chr13	46182054	46182454	+	878	29.0	[5.2159944]	[163]	[]	[]	[46182272]	[]
92_22934	chr13	99042825	99043225	+	834	29.0	[6.648359]	[111]	[15.161812, 6.305685]	[111, 129]	[99043029]	[99043029, 99043047]
92_22935	chr13	107872956	107873356	+	943	29.0	[15.123054, 5.670115]	[63, 79]	[6.6871166, 11.477641]	[63, 136]	[107873116, 107873132]	[107873116, 107873189]
92_22936	chr13	107880477	107880877	+	998	29.0	[9.071671]	[133]	[]	[]	[107880691]	[]
92_2294	chr2	24253333	24253733	+	1000	96.0	[11.997897]	[129]	[]	[]	[24253553]	[]
92_22942	chr14	22930371	22930771	+	671	29.0	[9.414506]	[132]	[6.741014]	[146]	[22930594]	[22930608]
92_22947	chr14	36320522	36320922	+	923	29.0	[10.623671]	[90]	[5.199823]	[90]	[36320676]	[36320676]
92_22953	chr14	69056386	69056786	+	1000	29.0	[]	[]	[10.000973]	[79]	[]	[69056565]
92_22955	chr14	75283901	75284301	+	898	29.0	[]	[]	[5.300996]	[166]	[]	[75284137]
92_2296	chr22	22464061	22464461	+	1000	96.0	[]	[]	[5.1202216, 5.493584]	[110, 137]	[]	[22464262, 22464289]
92_22966	chr14_GL000225v1_random	82023	82423	+	796	29.0	[5.447921]	[123]	[]	[]	[82245]	[]
92_22969	chr15	40679036	40679436	+	712	29.0	[]	[]	[9.423384]	[142]	[]	[40679271]
92_22985	chr15	78916651	78917051	+	922	29.0	[14.052155]	[125]	[]	[]	[78916865]	[]
92_230	chr20	51033717	51034117	+	1000	199.0	[8.2299385]	[84]	[]	[]	[51033881]	[]
92_2300	chr3	52287842	52288242	+	1000	96.0	[13.303303]	[97]	[13.2645445]	[97]	[52288024]	[52288024]
92_23009	chr16	11743536	11743936	+	918	29.0	[5.9078236]	[147]	[5.170224]	[105]	[11743774]	[11743732]
92_23013	chr16	16194845	16195245	+	1000	29.0	[5.9078236]	[78]	[]	[]	[16195022]	[]
92_23029	chr16	58243683	58244083	+	798	29.0	[]	[]	[8.752467]	[133]	[]	[58243914]
92_23032	chr16	67247375	67247775	+	865	29.0	[6.0127234]	[189]	[]	[]	[67247594]	[]
92_23037	chr16	75289231	75289631	+	824	29.0	[]	[]	[6.410585]	[153]	[]	[75289449]
92_2304	chr5	43336263	43336663	+	1000	96.0	[12.347575]	[53]	[]	[]	[43336415]	[]
92_23043	chr16	85477760	85478160	+	733	29.0	[]	[]	[9.071671]	[103]	[]	[85477957]
92_2305	chr5	96881668	96882068	+	1000	96.0	[5.012173]	[91]	[7.080693, 5.3886166]	[91, 118]	[96881845]	[96881845, 96881872]
92_23051	chr17	6914674	6915074	+	893	29.0	[8.834029]	[113]	[4.9575453]	[113]	[6914875]	[6914875]
92_23060	chr17	27463243	27463643	+	996	29.0	[]	[]	[14.052155]	[103]	[]	[27463434]
92_23069	chr17	40494152	40494552	+	739	29.0	[5.3129845]	[130]	[]	[]	[40494364]	[]
92_2307	chr6	27633160	27633560	+	1000	96.0	[]	[]	[6.0127234]	[160]	[]	[27633401]
92_23082	chr17	45627119	45627519	+	803	29.0	[10.704721]	[106]	[15.729881, 9.071671]	[106, 125]	[45627317]	[45627317, 45627336]
92_2309	chr6	149963684	149964084	+	1000	96.0	[]	[]	[5.9832387]	[90]	[]	[149963850]
92_23090	chr17	53627519	53627919	+	955	29.0	[5.9497805]	[103]	[]	[]	[53627718]	[]
92_23091	chr17	57440976	57441376	+	894	29.0	[6.5663886]	[131]	[]	[]	[57441195]	[]
92_23095	chr17	62995369	62995769	+	936	29.0	[]	[]	[9.0798]	[179]	[]	[62995582]
92_2310	chr6	154613326	154613726	+	1000	96.0	[8.707479]	[121]	[9.268537]	[121]	[154613522]	[154613522]
92_23102	chr17	66331024	66331424	+	906	29.0	[]	[]	[13.570657]	[115]	[]	[66331197]
92_23123	chr18	31711414	31711814	+	984	29.0	[]	[]	[14.052155, 12.347575]	[119, 139]	[]	[31711598, 31711618]
92_23126	chr18	49274394	49274794	+	987	29.0	[]	[]	[14.052155]	[96]	[]	[49274578]
92_23129	chr18	59874140	59874540	+	921	29.0	[]	[]	[5.8362265, 16.21138]	[111, 140]	[]	[59874291, 59874320]
92_23134	chr19	3552851	3553251	+	864	29.0	[8.611706]	[80]	[13.675624]	[80]	[3553008]	[3553008]
92_23136	chr19	4831585	4831985	+	968	29.0	[11.582608]	[111]	[6.5574484]	[111]	[4831785]	[4831785]
92_23138	chr19	7829749	7830149	+	998	29.0	[]	[]	[5.0391703]	[140]	[]	[7829931]
92_23154	chr19	14795328	14795728	+	607	29.0	[8.109006]	[149]	[10.599883]	[80]	[14795572]	[14795503]
92_23158	chr19	16886555	16886955	+	943	29.0	[14.052155]	[135]	[]	[]	[16886779]	[]
92_23159	chr19	16951539	16951939	+	723	29.0	[8.407081]	[108]	[5.3844943]	[108]	[16951744]	[16951744]
92_23164	chr19	21519512	21519912	+	830	29.0	[5.7363243]	[171]	[]	[]	[21519761]	[]
92_23166	chr19	29953386	29953786	+	933	29.0	[14.052155]	[99]	[7.402073]	[156]	[29953577]	[29953634]
92_23167	chr19	35107467	35107867	+	856	29.0	[6.8287253]	[154]	[]	[]	[35107699]	[]
92_23171	chr19	41595251	41595651	+	672	29.0	[]	[]	[10.557858]	[77]	[]	[41595424]
92_23178	chr19	48190198	48190598	+	826	29.0	[]	[]	[5.3844943]	[77]	[]	[48190374]
92_23186	chr19	51038093	51038493	+	775	29.0	[15.35756]	[112]	[15.35756]	[112]	[51038297]	[51038297]
92_23197	chr2	10030242	10030642	+	806	29.0	[9.773061]	[138]	[]	[]	[10030445]	[]
92_23199	chr2	15554703	15555103	+	825	29.0	[8.2299385]	[77]	[]	[]	[15554879]	[]
92_23205	chr2	38533751	38534151	+	910	29.0	[5.973965, 5.6853056]	[85, 166]	[]	[]	[38533904, 38533985]	[]
92_23211	chr2	43737289	43737689	+	936	29.0	[]	[]	[5.8309]	[140]	[]	[43737447]
92_23212	chr2	46981702	46982102	+	750	29.0	[11.582608]	[96]	[6.5574484]	[96]	[46981885]	[46981885]
92_23216	chr2	55175605	55176005	+	774	29.0	[]	[]	[5.5354342]	[158]	[]	[55175818]
92_23231	chr2	85702143	85702543	+	960	29.0	[]	[]	[6.166804]	[165]	[]	[85702385]
92_23236	chr2	112047898	112048298	+	968	29.0	[10.704721]	[96]	[15.729881]	[96]	[112048084]	[112048084]
92_23238	chr2	112272618	112273018	+	985	29.0	[]	[]	[7.402391]	[173]	[]	[112272837]
92_23248	chr2	189660987	189661387	+	984	29.0	[9.071671]	[146]	[]	[]	[189661221]	[]
92_23250	chr2	198214036	198214436	+	859	29.0	[]	[]	[11.997897, 11.997897]	[100, 114]	[]	[198214228, 198214242]
92_23261	chr2	230758794	230759194	+	896	29.0	[16.21138]	[115]	[]	[]	[230759007]	[]
92_23273	chr20	22353608	22354008	+	953	29.0	[5.342469]	[137]	[]	[]	[22353845]	[]
92_23274	chr20	22471380	22471780	+	980	29.0	[8.510532, 7.3506765, 8.741374]	[97, 131, 134]	[6.540124, 17.21607]	[81, 134]	[22471553, 22471587, 22471590]	[22471537, 22471590]
92_2329	chr15	44784240	44784640	+	1000	95.0	[7.0255423]	[100]	[]	[]	[44784420]	[]
92_23293	chr20	57539824	57540224	+	884	29.0	[]	[]	[5.3187795]	[78]	[]	[57540000]
92_23297	chr20	63580799	63581199	+	1000	29.0	[]	[]	[13.486869]	[112]	[]	[63581005]
92_23298	chr21	28899776	28900176	+	871	29.0	[]	[]	[10.2545595]	[69]	[]	[28899941]
92_23299	chr21	29289332	29289732	+	988	29.0	[8.611706]	[108]	[13.675624]	[108]	[29289532]	[29289532]
92_2331	chr17	29692152	29692552	+	1000	95.0	[]	[]	[5.9497805]	[97]	[]	[29692336]
92_23315	chr22	20003179	20003579	+	977	29.0	[12.000681]	[176]	[6.5485716]	[176]	[20003358]	[20003358]
92_23318	chr22	20614995	20615395	+	943	29.0	[7.4989796]	[155]	[]	[]	[20615194]	[]
92_23319	chr22	20775326	20775726	+	973	29.0	[]	[]	[5.6853056]	[142]	[]	[20775538]
92_23326	chr22	21814101	21814501	+	962	29.0	[6.0127234]	[80]	[]	[]	[21814277]	[]
92_23346	chr22	23206597	23206997	+	817	29.0	[]	[]	[9.895116]	[117]	[]	[23206761]
92_23353	chr22	30196152	30196552	+	928	29.0	[10.389164]	[106]	[]	[]	[30196313]	[]
92_23354	chr22	30212542	30212942	+	905	29.0	[6.564379]	[82]	[]	[]	[30212724]	[]
92_23361	chr22	50508001	50508401	+	550	29.0	[7.2629576]	[100]	[12.298614]	[100]	[50508188]	[50508188]
92_23363	chr3	4613383	4613783	+	988	29.0	[15.123054]	[93]	[6.6871166]	[93]	[4613576]	[4613576]
92_2337	chr19	55215890	55216290	+	1000	95.0	[6.1371675]	[85]	[]	[]	[55216056]	[]
92_23374	chr3	31356916	31357316	+	843	29.0	[8.116777]	[76]	[]	[]	[31357082]	[]
92_23380	chr3	43644412	43644812	+	687	29.0	[6.6871166]	[79]	[15.123054]	[79]	[43644583]	[43644583]
92_23382	chr3	46194898	46195298	+	948	29.0	[8.072927]	[136]	[12.347575]	[156]	[46195111]	[46195131]
92_23387	chr3	71913256	71913656	+	967	29.0	[]	[]	[9.907665]	[168]	[]	[71913505]
92_23389	chr3	72595263	72595663	+	976	29.0	[]	[]	[13.068796]	[119]	[]	[72595469]
92_2339	chr2	10043842	10044242	+	1000	95.0	[13.303303]	[104]	[13.2645445]	[104]	[10044044]	[10044044]
92_23390	chr3	87333377	87333777	+	774	29.0	[6.9755206]	[167]	[11.573731]	[167]	[87333601]	[87333601]
92_23391	chr3	100629755	100630155	+	943	29.0	[]	[]	[10.565988]	[149]	[]	[100629995]
92_23393	chr3	101849169	101849569	+	924	29.0	[]	[]	[12.565967]	[117]	[]	[101849361]
92_23402	chr3	128412452	128412852	+	811	29.0	[15.729881]	[73]	[10.704721]	[73]	[128412625]	[128412625]
92_23406	chr3	129616706	129617106	+	732	29.0	[6.648359]	[113]	[15.161812]	[113]	[129616889]	[129616889]
92_23413	chr3	151674066	151674466	+	968	29.0	[6.0547485]	[113]	[]	[]	[151674271]	[]
92_23422	chr3	182810988	182811388	+	853	29.0	[9.03403]	[104]	[]	[]	[182811180]	[]
92_23437	chr4	38322732	38323132	+	994	29.0	[6.683993]	[74]	[]	[]	[38322894]	[]
92_23440	chr4	40314909	40315309	+	991	29.0	[6.4187145, 5.214797, 8.506867, 5.214797]	[61, 77, 109, 123]	[12.347575, 5.25817]	[112, 126]	[40315069, 40315085, 40315117, 40315131]	[40315120, 40315134]
92_23449	chr4	75512604	75513004	+	967	29.0	[]	[]	[7.0174127]	[83]	[]	[75512785]
92_2345	chr3	39166035	39166435	+	1000	95.0	[6.352823]	[150]	[]	[]	[39166278]	[]
92_23452	chr4	79848333	79848733	+	716	29.0	[]	[]	[7.485281]	[153]	[]	[79848566]
92_23459	chr4	109810538	109810938	+	941	29.0	[7.03367, 5.012173]	[108, 111]	[13.059919]	[111]	[109810742, 109810745]	[109810745]
92_23461	chr4	121272485	121272885	+	832	29.0	[]	[]	[6.8287253]	[139]	[]	[121272713]
92_23467	chr4	165503266	165503666	+	727	29.0	[13.486869]	[97]	[]	[]	[165503455]	[]
92_23472	chr4	185246483	185246883	+	980	29.0	[]	[]	[14.052155]	[119]	[]	[185246667]
92_23474	chr5	10304854	10305254	+	970	29.0	[5.2582383]	[125]	[]	[]	[10305067]	[]
92_23487	chr5	61866957	61867357	+	950	29.0	[]	[]	[5.3048286]	[92]	[]	[61867138]
92_2349	chr4	38529131	38529531	+	1000	95.0	[6.705237]	[143]	[6.0127234]	[110]	[38529349]	[38529316]
92_23492	chr5	76762440	76762840	+	994	29.0	[6.5485716]	[131]	[12.000681]	[131]	[76762665]	[76762665]
92_23493	chr5	78586266	78586666	+	944	29.0	[]	[]	[11.866076]	[69]	[]	[78586434]
92_23494	chr5	80781327	80781727	+	963	29.0	[5.3429527]	[112]	[]	[]	[80781524]	[]
92_2350	chr4	183183295	183183695	+	1000	95.0	[]	[]	[8.200302]	[97]	[]	[183183474]
92_23501	chr5	91018984	91019384	+	877	29.0	[12.000681, 12.347575]	[143, 155]	[6.5485716, 8.506867]	[143, 158]	[91019191, 91019203]	[91019191, 91019206]
92_23518	chr5	141821432	141821832	+	859	29.0	[12.05523, 6.3525047]	[119, 127]	[7.913128]	[104]	[141821644, 141821652]	[141821629]
92_23519	chr5	141848939	141849339	+	963	29.0	[5.9116564]	[164]	[]	[]	[141849180]	[]
92_2352	chr5	68423226	68423626	+	1000	95.0	[7.1706038]	[106]	[]	[]	[68423418]	[]
92_2353	chr5	160008832	160009232	+	1000	95.0	[13.303303]	[95]	[13.2645445]	[95]	[160009023]	[160009023]
92_23539	chr6	4125896	4126296	+	865	29.0	[]	[]	[6.8398414]	[160]	[]	[4126130]
92_23544	chr6	6696874	6697274	+	960	29.0	[]	[]	[5.197805]	[95]	[]	[6697058]
92_2355	chr6	27836993	27837393	+	1000	95.0	[]	[]	[6.352823]	[120]	[]	[27837184]
92_23550	chr6	14776337	14776737	+	977	29.0	[7.0594378]	[119]	[10.470215]	[119]	[14776547]	[14776547]
92_23562	chr6	26475086	26475486	+	733	29.0	[]	[]	[7.0174127]	[158]	[]	[26475300]
92_23570	chr6	28334394	28334794	+	727	29.0	[8.80713]	[168]	[]	[]	[28334589]	[]
92_23576	chr6	30821872	30822272	+	913	29.0	[]	[]	[6.8287253]	[152]	[]	[30822087]
92_23581	chr6	36283612	36284012	+	959	29.0	[]	[]	[11.997897]	[123]	[]	[36283820]
92_23586	chr6	41836651	41837051	+	696	29.0	[12.5632305]	[82]	[9.113695]	[82]	[41836828]	[41836828]
92_23592	chr6	56335793	56336193	+	939	29.0	[6.5663886]	[127]	[7.402073]	[68]	[56336006]	[56335947]
92_2360	chr7	152025409	152025809	+	1000	95.0	[9.535344]	[78]	[9.147153, 6.3417926]	[78, 99]	[152025587]	[152025587, 152025608]
92_23600	chr6	87731807	87732207	+	830	29.0	[5.8588705]	[160]	[6.1920586]	[98]	[87732046]	[87731984]
92_23601	chr6	87944472	87944872	+	847	29.0	[9.623063]	[109]	[]	[]	[87944636]	[]
92_23602	chr6	90457384	90457784	+	682	29.0	[8.741374]	[147]	[5.8588705, 11.236842]	[139, 147]	[90457605]	[90457597, 90457605]
92_23604	chr6	97049234	97049634	+	584	29.0	[6.3525047]	[123]	[14.052155]	[118]	[97049451]	[97049446]
92_23609	chr6	109222878	109223278	+	882	29.0	[5.300195, 6.648359]	[101, 112]	[7.718803, 15.161812]	[72, 112]	[109223058, 109223069]	[109223029, 109223069]
92_23612	chr6	129901916	129902316	+	950	29.0	[]	[]	[9.640858]	[123]	[]	[129902072]
92_23615	chr6	138394126	138394526	+	748	29.0	[14.052155]	[105]	[7.74844]	[83]	[138394301]	[138394279]
92_23617	chr6	145808180	145808580	+	997	29.0	[]	[]	[9.553168]	[164]	[]	[145808419]
92_23619	chr6	147131734	147132134	+	945	29.0	[8.050568]	[196]	[]	[]	[147131977]	[]
92_23623	chr6	151373997	151374397	+	973	29.0	[12.064107]	[180]	[]	[]	[151374230]	[]
92_23624	chr6	156717514	156717914	+	987	29.0	[6.3525047]	[100]	[]	[]	[156717710]	[]
92_23627	chr6	157710571	157710971	+	973	29.0	[]	[]	[8.06698]	[115]	[]	[157710785]
92_2363	chr8	105244004	105244404	+	1000	95.0	[]	[]	[13.068796]	[126]	[]	[105244228]
92_23631	chr6	162099651	162100051	+	639	29.0	[]	[]	[7.460153]	[109]	[]	[162099859]
92_23632	chr6	163533449	163533849	+	987	29.0	[8.741374]	[68]	[17.21607, 7.0255423]	[68, 93]	[163533614]	[163533614, 163533639]
92_23637	chr7	10707567	10707967	+	724	29.0	[5.959561]	[157]	[]	[]	[10707784]	[]
92_2364	chr8	127970677	127971077	+	1000	95.0	[13.059919, 6.4098377]	[105, 133]	[5.012173]	[105]	[127970878, 127970906]	[127970878]
92_23645	chr7	32673209	32673609	+	988	29.0	[]	[]	[8.618374]	[115]	[]	[32673421]
92_23647	chr7	50486520	50486920	+	993	29.0	[15.729881]	[124]	[10.704721]	[124]	[50486702]	[50486702]
92_23648	chr7	66183715	66184115	+	979	29.0	[7.0594378]	[136]	[10.470215]	[136]	[66183942]	[66183942]
92_23651	chr7	74283845	74284245	+	961	29.0	[]	[]	[7.067209]	[109]	[]	[74284031]
92_23655	chr7	100190005	100190405	+	947	29.0	[8.191424]	[147]	[]	[]	[100190243]	[]
92_23656	chr7	100667711	100668111	+	871	29.0	[15.35756]	[104]	[15.35756]	[104]	[100667906]	[100667906]
92_23662	chr7	113142342	113142742	+	972	29.0	[8.80713]	[141]	[]	[]	[113142538]	[]
92_23664	chr7	117014155	117014555	+	939	29.0	[5.9146876]	[112]	[12.05523]	[134]	[117014320]	[117014342]
92_23667	chr7	128020139	128020539	+	854	29.0	[]	[]	[7.7335606]	[77]	[]	[128020303]
92_23668	chr7	128427292	128427692	+	907	29.0	[7.736685]	[160]	[11.214482]	[160]	[128427500]	[128427500]
92_23675	chr7	135856372	135856772	+	985	29.0	[6.9297695]	[144]	[6.9297695]	[144]	[135856583]	[135856583]
92_23677	chr7	138253578	138253978	+	909	29.0	[]	[]	[5.026435]	[109]	[]	[138253760]
92_23678	chr7	139017027	139017427	+	749	29.0	[7.4989114]	[146]	[]	[]	[139017268]	[]
92_23694	chr7	159328074	159328474	+	880	29.0	[]	[]	[5.414626]	[190]	[]	[159328307]
92_23705	chr8	22191023	22191423	+	990	29.0	[11.393853]	[66]	[]	[]	[22191182]	[]
92_23708	chr8	25385197	25385597	+	842	29.0	[13.675624]	[119]	[8.611706]	[119]	[25385408]	[25385408]
92_23709	chr8	37144668	37145068	+	965	29.0	[]	[]	[6.4017763]	[142]	[]	[37144906]
92_23710	chr8	37922665	37923065	+	945	29.0	[15.729881]	[73]	[10.704721, 6.920574]	[73, 87]	[37922832]	[37922832, 37922846]
92_23718	chr8	94448288	94448688	+	958	29.0	[]	[]	[8.506867, 5.339686]	[117, 155]	[]	[94448481, 94448519]
92_2372	chr1	89896161	89896561	+	1000	94.0	[]	[]	[13.486869]	[102]	[]	[89896338]
92_23720	chr8	98761871	98762271	+	1000	29.0	[]	[]	[6.9786544]	[110]	[]	[98762054]
92_23733	chr8	128183321	128183721	+	933	29.0	[]	[]	[13.486869]	[85]	[]	[128183501]
92_23735	chr8	129582806	129583206	+	980	29.0	[5.823968]	[141]	[]	[]	[129583017]	[]
92_2374	chr1	159817584	159817984	+	1000	94.0	[10.2545595]	[97]	[]	[]	[159817769]	[]
92_23752	chr9	39030590	39030990	+	661	29.0	[]	[]	[8.050568]	[62]	[]	[39030745]
92_23753	chr9	68775351	68775751	+	949	29.0	[]	[]	[12.347575]	[177]	[]	[68775596]
92_23768	chr9	124741664	124742064	+	907	29.0	[7.3939433, 7.8445306]	[113, 121]	[10.861387]	[78]	[124741863, 124741871]	[124741828]
92_23769	chr9	127611971	127612371	+	979	29.0	[5.8056316]	[175]	[]	[]	[127612160]	[]
92_23774	chr9	129773643	129774043	+	824	29.0	[9.907665]	[136]	[]	[]	[129773877]	[]
92_23779	chr9	130782852	130783252	+	880	29.0	[]	[]	[5.824036, 11.127046]	[149, 157]	[]	[130783026, 130783034]
92_23785	chr9	130940443	130940843	+	771	29.0	[]	[]	[5.3009276]	[170]	[]	[130940667]
92_23796	chr9	132252117	132252517	+	895	29.0	[9.0798]	[113]	[]	[]	[132252319]	[]
92_23797	chr9	132878142	132878542	+	989	29.0	[]	[]	[5.5354342]	[87]	[]	[132878312]
92_23802	chrX	11409848	11410248	+	939	29.0	[14.052155]	[94]	[]	[]	[11410033]	[]
92_23803	chrX	13692041	13692441	+	964	29.0	[6.6451674]	[150]	[]	[]	[13692259]	[]
92_23806	chrX	30659430	30659830	+	999	29.0	[6.7437506]	[114]	[]	[]	[30659640]	[]
92_23808	chrX	44484745	44485145	+	959	29.0	[]	[]	[12.347575]	[128]	[]	[44484965]
92_2381	chr14	56172589	56172989	+	1000	94.0	[4.966422]	[106]	[8.415957]	[106]	[56172792]	[56172792]
92_23812	chrX	68462534	68462934	+	979	29.0	[6.653221, 7.02068]	[118, 151]	[7.1755204, 10.508973]	[118, 151]	[68462732, 68462765]	[68462732, 68462765]
92_23815	chrX	107672899	107673299	+	684	29.0	[]	[]	[6.7141137]	[129]	[]	[107673083]
92_23819	chrX	125340529	125340929	+	936	29.0	[]	[]	[13.068796]	[149]	[]	[125340776]
92_23825	chr1	1422677	1423077	+	925	28.0	[5.3844943]	[104]	[8.407081]	[104]	[1422881]	[1422881]
92_2383	chr15	95247051	95247451	+	1000	94.0	[5.4140253]	[73]	[]	[]	[95247224]	[]
92_23835	chr1	15620212	15620612	+	904	28.0	[]	[]	[5.973965]	[165]	[]	[15620436]
92_23837	chr1	16363177	16363577	+	920	28.0	[]	[]	[5.342469]	[105]	[]	[16363367]
92_23838	chr1	16725423	16725823	+	945	28.0	[]	[]	[5.1732635]	[104]	[]	[16725592]
92_23849	chr1	21639421	21639821	+	648	28.0	[8.650464]	[170]	[13.636866]	[170]	[21639652]	[21639652]
92_23851	chr1	23417566	23417966	+	899	28.0	[]	[]	[5.643669]	[155]	[]	[23417795]
92_23859	chr1	27650556	27650956	+	801	28.0	[8.472972]	[135]	[]	[]	[27650741]	[]
92_23861	chr1	28366550	28366950	+	914	28.0	[]	[]	[7.8445306]	[76]	[]	[28366714]
92_23871	chr1	38013140	38013540	+	862	28.0	[]	[]	[5.2089825]	[97]	[]	[38013291]
92_23877	chr1	42456418	42456818	+	953	28.0	[5.4847074]	[204]	[]	[]	[42456624]	[]
92_23878	chr1	42823117	42823517	+	942	28.0	[]	[]	[5.6974926]	[178]	[]	[42823350]
92_23882	chr1	45039026	45039426	+	826	28.0	[7.0255423]	[155]	[]	[]	[45039244]	[]
92_23889	chr1	52532968	52533368	+	663	28.0	[6.8409157]	[107]	[9.078603]	[107]	[52533171]	[52533171]
92_23894	chr1	58752566	58752966	+	853	28.0	[7.4008756]	[139]	[]	[]	[58752795]	[]
92_23896	chr1	60994361	60994761	+	947	28.0	[9.700032]	[124]	[9.728294]	[124]	[60994565]	[60994565]
92_23903	chr1	75707299	75707699	+	895	28.0	[]	[]	[5.9740334]	[79]	[]	[75707464]
92_23910	chr1	109826841	109827241	+	588	28.0	[6.5401917]	[166]	[6.5401917]	[166]	[109827084]	[109827084]
92_23915	chr1	117821715	117822115	+	944	28.0	[]	[]	[5.2693543]	[179]	[]	[117821961]
92_23922	chr1	152954400	152954800	+	728	28.0	[7.5866]	[98]	[]	[]	[152954569]	[]
92_23929	chr1	156863061	156863461	+	877	28.0	[]	[]	[5.342469]	[179]	[]	[156863307]
92_23938	chr1	167620015	167620415	+	862	28.0	[13.486869]	[163]	[]	[]	[167620239]	[]
92_23941	chr1	175001960	175002360	+	778	28.0	[]	[]	[11.997897]	[148]	[]	[175002207]
92_23944	chr1	181136075	181136475	+	904	28.0	[17.21607]	[144]	[8.741374]	[144]	[181136305]	[181136305]
92_23947	chr1	182406013	182406413	+	886	28.0	[5.689363, 9.182585]	[84, 87]	[6.648359]	[87]	[182406197, 182406200]	[182406200]
92_23951	chr1	201097417	201097817	+	934	28.0	[5.197805]	[157]	[]	[]	[201097619]	[]
92_23957	chr1	205512024	205512424	+	956	28.0	[13.675624]	[96]	[8.611706]	[96]	[205512215]	[205512215]
92_23959	chr1	206104455	206104855	+	935	28.0	[9.700032]	[224]	[9.728294]	[224]	[206104684]	[206104684]
92_23972	chr1	224930239	224930639	+	926	28.0	[15.123054, 6.8748045]	[173, 206]	[6.6871166]	[173]	[224930450, 224930483]	[224930450]
92_23973	chr1	227395741	227396141	+	868	28.0	[]	[]	[9.204991]	[126]	[]	[227395927]
92_2398	chr4	76301333	76301733	+	1000	94.0	[9.330719]	[69]	[]	[]	[76301491]	[]
92_23994	chr10	17435060	17435460	+	937	28.0	[]	[]	[5.1202216]	[204]	[]	[17435273]
92_23997	chr10	21157613	21158013	+	875	28.0	[10.569042, 15.729881]	[103, 122]	[10.704721]	[122]	[21157804, 21157823]	[21157823]
92_24000	chr10	28087915	28088315	+	769	28.0	[]	[]	[14.052155]	[93]	[]	[28088101]
92_24003	chr10	30464037	30464437	+	933	28.0	[]	[]	[9.071671]	[72]	[]	[30464205]
92_24009	chr10	50439185	50439585	+	838	28.0	[11.298007]	[183]	[]	[]	[50439430]	[]
92_24012	chr10	67795139	67795539	+	670	28.0	[7.736685]	[72]	[11.214482, 5.6962953]	[72, 130]	[67795304]	[67795304, 67795362]
92_24016	chr10	71956465	71956865	+	825	28.0	[]	[]	[6.986784]	[152]	[]	[71956679]
92_24021	chr10	74223653	74224053	+	615	28.0	[]	[]	[5.252043]	[129]	[]	[74223861]
92_24025	chr10	77641783	77642183	+	927	28.0	[]	[]	[10.565988]	[158]	[]	[77642020]
92_24028	chr10	78441715	78442115	+	900	28.0	[11.959139, 8.191424]	[101, 116]	[]	[]	[78441905, 78441920]	[]
92_2403	chr6	45049212	45049612	+	1000	94.0	[]	[]	[8.503669]	[113]	[]	[45049420]
92_24033	chr10	84537375	84537775	+	673	28.0	[8.398701]	[129]	[]	[]	[84537601]	[]
92_24043	chr10	116470100	116470500	+	880	28.0	[6.6871166]	[128]	[15.123054]	[128]	[116470321]	[116470321]
92_24044	chr10	117376436	117376836	+	899	28.0	[]	[]	[14.157123]	[52]	[]	[117376588]
92_24045	chr10	122861629	122862029	+	923	28.0	[]	[]	[5.254826]	[78]	[]	[122861790]
92_24046	chr10	125824753	125825153	+	926	28.0	[]	[]	[8.503669]	[150]	[]	[125824971]
92_24049	chr10	131983781	131984181	+	816	28.0	[]	[]	[6.1371675]	[99]	[]	[131983970]
92_24052	chr11	1729481	1729881	+	835	28.0	[14.052155]	[74]	[]	[]	[1729639]	[]
92_24056	chr11	3217166	3217566	+	922	28.0	[]	[]	[11.005662]	[80]	[]	[3217331]
92_2406	chr7	44885460	44885860	+	1000	94.0	[9.535344]	[84]	[9.147153]	[84]	[44885625]	[44885625]
92_24061	chr11	5272392	5272792	+	860	28.0	[17.21607]	[118]	[8.741374]	[118]	[5272594]	[5272594]
