#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_32653	chr2	64228276	64228676	+	1000	49.0	[8.643063]	[101]	[]	[]	[64228438]	[]
203_32655	chr2	70314642	70315042	+	1000	49.0	[]	[]	[8.235647]	[167]	[]	[70314865]
203_32661	chr2	111896135	111896535	+	1000	49.0	[]	[]	[8.235647]	[74]	[]	[111896308]
203_32668	chr2	156581241	156581641	+	1000	49.0	[]	[]	[7.8923073]	[121]	[]	[156581452]
203_3267	chr22	41603793	41604193	+	1000	311.0	[8.643063]	[85]	[8.643063]	[84]	[41603972]	[41603971]
203_32670	chr2	159559032	159559432	+	1000	49.0	[]	[]	[7.5855]	[143]	[]	[159559253]
203_32671	chr2	169422165	169422565	+	1000	49.0	[8.272243]	[66]	[]	[]	[169422328]	[]
203_32677	chr2	215619992	215620392	+	1000	49.0	[]	[]	[8.679044, 7.5073967]	[102, 133]	[]	[215620176, 215620207]
203_32679	chr2	216211032	216211432	+	1000	49.0	[8.272243]	[89]	[]	[]	[216211215]	[]
203_32680	chr2	219245363	219245763	+	1000	49.0	[]	[]	[8.235647]	[157]	[]	[219245537]
203_32682	chr2	231786184	231786584	+	1000	49.0	[]	[]	[9.166563]	[77]	[]	[231786348]
203_32685	chr2	240583776	240584176	+	1000	49.0	[8.643063]	[94]	[]	[]	[240583955]	[]
203_32686	chr2	240604254	240604654	+	1000	49.0	[8.332749]	[87]	[]	[]	[240604417]	[]
203_32691	chr20	5719223	5719623	+	1000	49.0	[]	[]	[7.8880606, 7.8923073, 8.235647]	[69, 103, 124]	[]	[5719390, 5719424, 5719445]
203_32692	chr20	13638842	13639242	+	1000	49.0	[8.272243, 8.272243]	[180, 210]	[]	[]	[13639062, 13639092]	[]
203_327	chr12	106301742	106302142	+	1000	663.0	[]	[]	[12.754859]	[152]	[]	[106301990]
203_32700	chr20	32627705	32628105	+	1000	49.0	[]	[]	[12.754859]	[165]	[]	[32627948]
203_32702	chr20	32959670	32960070	+	1000	49.0	[]	[]	[8.801346]	[55]	[]	[32959823]
203_32706	chr20	37289438	37289838	+	1000	49.0	[]	[]	[8.332749]	[148]	[]	[37289683]
203_32709	chr20	38858984	38859384	+	1000	49.0	[7.8880606]	[116]	[]	[]	[38859178]	[]
203_3271	chr7	13092247	13092647	+	1000	311.0	[]	[]	[8.643063]	[80]	[]	[13092423]
203_32710	chr20	41690705	41691105	+	1000	49.0	[]	[]	[7.5073967]	[95]	[]	[41690893]
203_32713	chr20	50153693	50154093	+	1000	49.0	[]	[]	[8.643063, 8.643063]	[82, 92]	[]	[50153871, 50153881]
203_3272	chr7	20238635	20239035	+	1000	311.0	[]	[]	[8.643063]	[101]	[]	[20238833]
203_32723	chr21	37208360	37208760	+	1000	49.0	[8.52607]	[162]	[]	[]	[37208596]	[]
203_32731	chr21	45309055	45309455	+	1000	49.0	[]	[]	[8.332749]	[64]	[]	[45309217]
203_32733	chr22	19154998	19155398	+	1000	49.0	[12.754859]	[149]	[8.235647]	[113]	[19155237]	[19155201]
203_32735	chr22	19787830	19788230	+	1000	49.0	[8.272243]	[87]	[8.332749, 8.801346]	[92, 134]	[19787991]	[19787996, 19788038]
203_32736	chr22	19848768	19849168	+	1000	49.0	[]	[]	[8.52607]	[103]	[]	[19848960]
203_32738	chr22	20203601	20204001	+	1000	49.0	[]	[]	[7.5073967]	[164]	[]	[20203825]
203_32740	chr22	20836332	20836732	+	1000	49.0	[8.643063]	[184]	[8.272243]	[105]	[20836579]	[20836500]
203_32741	chr22	20845515	20845915	+	1000	49.0	[8.643063]	[164]	[]	[]	[20845749]	[]
203_32744	chr22	21635958	21636358	+	1000	49.0	[]	[]	[8.332749]	[162]	[]	[21636190]
203_32745	chr22	21739854	21740254	+	1000	49.0	[]	[]	[12.754859]	[86]	[]	[21740029]
203_32749	chr22	21989173	21989573	+	1000	49.0	[8.643063]	[128]	[8.643063]	[127]	[21989372]	[21989371]
203_32750	chr22	22112792	22113192	+	1000	49.0	[7.5855]	[158]	[]	[]	[22113008]	[]
203_32751	chr22	22514367	22514767	+	1000	49.0	[]	[]	[8.679044]	[145]	[]	[22514607]
203_32752	chr22	22604498	22604898	+	1000	49.0	[]	[]	[8.52607]	[227]	[]	[22604735]
203_32758	chr22	22739144	22739544	+	1000	49.0	[8.272243]	[52]	[]	[]	[22739295]	[]
203_3276	chr1	19479335	19479735	+	1000	310.0	[8.386223]	[82]	[]	[]	[19479513]	[]
203_32760	chr22	22911370	22911770	+	1000	49.0	[]	[]	[9.540733]	[224]	[]	[22911619]
203_32764	chr22	23077845	23078245	+	1000	49.0	[8.643063]	[148]	[8.498569]	[153]	[23078016]	[23078021]
203_32766	chr22	23122186	23122586	+	1000	49.0	[]	[]	[8.643063]	[145]	[]	[23122429]
203_32768	chr22	23271907	23272307	+	1000	49.0	[8.272243]	[103]	[8.52607]	[86]	[23272109]	[23272092]
203_32771	chr22	25747267	25747667	+	1000	49.0	[]	[]	[12.754859]	[62]	[]	[25747426]
203_32780	chr22	39253444	39253844	+	1000	49.0	[]	[]	[8.272243]	[73]	[]	[39253596]
203_32783	chr22	41482295	41482695	+	1000	49.0	[]	[]	[8.332749]	[79]	[]	[41482472]
203_32786	chr22	48240335	48240735	+	1000	49.0	[8.332749]	[71]	[]	[]	[48240504]	[]
203_32796	chr3	13352666	13353066	+	1000	49.0	[]	[]	[7.5855]	[141]	[]	[13352847]
203_32798	chr3	13648241	13648641	+	1000	49.0	[8.643063]	[99]	[8.643063]	[98]	[13648415]	[13648414]
203_32799	chr3	14175660	14176060	+	1000	49.0	[8.235647]	[71]	[]	[]	[14175813]	[]
203_328	chr5	78587655	78588055	+	1000	663.0	[7.5855]	[125]	[]	[]	[78587878]	[]
203_32801	chr3	24237973	24238373	+	1000	49.0	[8.272243]	[162]	[8.235647]	[114]	[24238212]	[24238164]
203_32803	chr3	32781455	32781855	+	1000	49.0	[8.386223]	[112]	[]	[]	[32781644]	[]
203_32806	chr3	33441332	33441732	+	1000	49.0	[]	[]	[9.166563]	[167]	[]	[33441573]
203_32810	chr3	47788878	47789278	+	1000	49.0	[8.498569]	[89]	[]	[]	[47789057]	[]
203_32811	chr3	48233355	48233755	+	1000	49.0	[]	[]	[7.8923073]	[155]	[]	[48233594]
203_32814	chr3	49802604	49803004	+	1000	49.0	[]	[]	[8.679044]	[169]	[]	[49802782]
203_32815	chr3	58520438	58520838	+	1000	49.0	[7.8880606]	[113]	[]	[]	[58520623]	[]
203_32816	chr3	67018314	67018714	+	1000	49.0	[]	[]	[7.5855]	[129]	[]	[67018541]
203_32821	chr3	94062607	94063007	+	1000	49.0	[]	[]	[8.235647]	[123]	[]	[94062781]
203_32823	chr3	129183586	129183986	+	1000	49.0	[7.5855]	[99]	[]	[]	[129183773]	[]
203_32824	chr3	132643313	132643713	+	1000	49.0	[8.272243]	[120]	[]	[]	[132643524]	[]
203_32829	chr3	152202950	152203350	+	1000	49.0	[]	[]	[8.332749]	[148]	[]	[152203166]
203_32831	chr3	156614875	156615275	+	1000	49.0	[8.52607]	[168]	[]	[]	[156615110]	[]
203_32833	chr3	167735405	167735805	+	1000	49.0	[8.643063, 8.643063, 8.643063]	[104, 133, 163]	[8.643063, 8.643063]	[103, 132]	[167735584, 167735613, 167735643]	[167735583, 167735612]
203_32836	chr3	183601191	183601591	+	1000	49.0	[7.8880606]	[130]	[]	[]	[183601406]	[]
203_32838	chr3	186614836	186615236	+	1000	49.0	[12.754859]	[157]	[]	[]	[186615076]	[]
203_3284	chr16	72072816	72073216	+	1000	310.0	[8.235647]	[108]	[]	[]	[72073023]	[]
203_32842	chr4	6680571	6680971	+	1000	49.0	[8.643063]	[128]	[12.754859, 8.643063, 12.754859]	[118, 127, 140]	[6680796]	[6680786, 6680795, 6680808]
203_32862	chr4	108224734	108225134	+	1000	49.0	[]	[]	[8.332749]	[83]	[]	[108224906]
203_32864	chr4	109433305	109433705	+	1000	49.0	[8.272243]	[158]	[]	[]	[109433471]	[]
203_32878	chr5	69332602	69333002	+	1000	49.0	[8.272243]	[102]	[]	[]	[69332762]	[]
203_32881	chr5	80094004	80094404	+	1000	49.0	[8.272243]	[132]	[]	[]	[80094229]	[]
203_32890	chr5	124649711	124650111	+	1000	49.0	[]	[]	[8.498569]	[110]	[]	[124649910]
203_32891	chr5	132673469	132673869	+	1000	49.0	[8.52607]	[98]	[]	[]	[132673664]	[]
203_32894	chr5	136087916	136088316	+	1000	49.0	[]	[]	[9.540733, 9.166563]	[118, 126]	[]	[136088129, 136088137]
203_32895	chr5	138467301	138467701	+	1000	49.0	[9.166563]	[159]	[]	[]	[138467514]	[]
203_3290	chr3	179615418	179615818	+	1000	310.0	[8.235647]	[96]	[]	[]	[179615605]	[]
203_32900	chr5	140113884	140114284	+	1000	49.0	[]	[]	[8.801346]	[128]	[]	[140114084]
203_32903	chr5	143337934	143338334	+	1000	49.0	[]	[]	[8.643063]	[115]	[]	[143338135]
203_32904	chr5	143403512	143403912	+	1000	49.0	[]	[]	[9.166563]	[64]	[]	[143403672]
203_32907	chr5	154355115	154355515	+	1000	49.0	[8.498569]	[76]	[]	[]	[154355273]	[]
203_32914	chr6	12020315	12020715	+	869	49.0	[7.5855]	[114]	[]	[]	[12020500]	[]
203_32915	chr6	14616776	14617176	+	1000	49.0	[]	[]	[8.498569]	[154]	[]	[14617004]
203_32919	chr6	16001098	16001498	+	1000	49.0	[7.5855]	[126]	[7.8880606]	[174]	[16001276]	[16001324]
203_32920	chr6	16042718	16043118	+	788	49.0	[]	[]	[8.386223]	[138]	[]	[16042937]
203_32921	chr6	16262755	16263155	+	1000	49.0	[]	[]	[12.754859, 8.332749]	[56, 114]	[]	[16262911, 16262969]
203_32924	chr6	28923132	28923532	+	1000	49.0	[]	[]	[8.235647]	[98]	[]	[28923288]
203_32926	chr6	30744370	30744770	+	1000	49.0	[]	[]	[8.643063]	[198]	[]	[30744620]
203_32927	chr6	30814157	30814557	+	1000	49.0	[8.332749]	[165]	[]	[]	[30814400]	[]
203_32928	chr6	30940667	30941067	+	1000	49.0	[8.643063]	[74]	[8.643063]	[73]	[30940837]	[30940836]
203_3293	chr7	50355742	50356142	+	1000	310.0	[8.498569]	[53]	[]	[]	[50355895]	[]
203_32930	chr6	33289019	33289419	+	1000	49.0	[9.540733, 8.643063]	[146, 164]	[]	[]	[33289193, 33289211]	[]
203_32934	chr6	35452084	35452484	+	1000	49.0	[8.386223]	[80]	[]	[]	[35452242]	[]
203_32935	chr6	35737538	35737938	+	1000	49.0	[8.235647]	[80]	[]	[]	[35737717]	[]
203_3294	chr7	134359776	134360176	+	1000	310.0	[]	[]	[7.5073967]	[65]	[]	[134359933]
203_32942	chr6	49541220	49541620	+	1000	49.0	[]	[]	[8.643063]	[113]	[]	[49541411]
203_32943	chr6	49698406	49698806	+	1000	49.0	[]	[]	[8.235647]	[111]	[]	[49698608]
203_32944	chr6	52503973	52504373	+	1000	49.0	[]	[]	[12.754859]	[177]	[]	[52504215]
203_32945	chr6	52577336	52577736	+	1000	49.0	[]	[]	[9.166563]	[113]	[]	[52577521]
203_32946	chr6	53352324	53352724	+	1000	49.0	[8.272243]	[164]	[]	[]	[53352558]	[]
203_32949	chr6	79904768	79905168	+	1000	49.0	[8.498569]	[93]	[]	[]	[79904948]	[]
203_32964	chr6	161315355	161315755	+	1000	49.0	[]	[]	[7.8880606, 7.8880606, 7.8880606]	[79, 107, 135]	[]	[161315530, 161315558, 161315586]
203_32968	chr7	5513656	5514056	+	1000	49.0	[]	[]	[8.801346]	[173]	[]	[5513841]
203_32969	chr7	21422707	21423107	+	1000	49.0	[]	[]	[8.498569, 7.5073967]	[90, 141]	[]	[21422879, 21422930]
203_32975	chr7	43771153	43771553	+	1000	49.0	[]	[]	[9.540733]	[73]	[]	[43771306]
203_32976	chr7	44044356	44044756	+	1000	49.0	[7.8923073]	[128]	[9.166563]	[172]	[44044548]	[44044592]
203_32977	chr7	50632909	50633309	+	1000	49.0	[8.386223]	[100]	[]	[]	[50633094]	[]
203_3298	chr1	201566993	201567393	+	1000	309.0	[8.643063]	[119]	[]	[]	[201567210]	[]
203_32983	chr7	88218009	88218409	+	1000	49.0	[8.52607, 8.52607]	[110, 130]	[]	[]	[88218215, 88218235]	[]
203_32989	chr7	107659639	107660039	+	1000	49.0	[8.498569]	[107]	[]	[]	[107659844]	[]
203_3299	chr1	227572710	227573110	+	1000	309.0	[8.235647]	[94]	[12.754859]	[71]	[227572889]	[227572866]
203_32996	chr7	129210450	129210850	+	1000	49.0	[7.5855]	[138]	[]	[]	[129210678]	[]
203_32999	chr7	133252952	133253352	+	1000	49.0	[]	[]	[8.643063]	[84]	[]	[133253114]
203_33002	chr7	152025329	152025729	+	1000	49.0	[]	[]	[9.166563]	[102]	[]	[152025507]
203_33006	chr8	11346957	11347357	+	1000	49.0	[7.8923073]	[138]	[8.272243]	[168]	[11347114]	[11347144]
203_33010	chr8	31169857	31170257	+	1000	49.0	[8.332749]	[97]	[7.8923073]	[145]	[31170049]	[31170097]
203_33011	chr8	42153264	42153664	+	1000	49.0	[8.801346]	[121]	[]	[]	[42153453]	[]
203_33012	chr8	49092846	49093246	+	1000	49.0	[8.235647]	[78]	[]	[]	[49093011]	[]
203_33015	chr8	65633795	65634195	+	1000	49.0	[8.386223]	[216]	[]	[]	[65634045]	[]
203_3302	chr14	59361172	59361572	+	1000	309.0	[]	[]	[8.272243, 8.332749]	[75, 145]	[]	[59361347, 59361417]
203_33022	chr8	102862836	102863236	+	1000	49.0	[]	[]	[8.332749]	[184]	[]	[102863040]
203_33023	chr8	105330105	105330505	+	1000	49.0	[]	[]	[7.5855]	[120]	[]	[105330309]
203_33030	chr8	127926068	127926468	+	1000	49.0	[]	[]	[7.5855]	[114]	[]	[127926228]
203_33033	chr8	141403931	141404331	+	1000	49.0	[8.498569]	[186]	[]	[]	[141404170]	[]
203_33035	chr9	5832879	5833279	+	1000	49.0	[8.643063]	[85]	[]	[]	[5833040]	[]
203_33037	chr9	33165626	33166026	+	1000	49.0	[8.643063, 8.386223]	[110, 134]	[]	[]	[33165818, 33165842]	[]
203_33038	chr9	70258711	70259111	+	1000	49.0	[]	[]	[8.801346]	[139]	[]	[70258927]
203_3304	chr16	27431089	27431489	+	1000	309.0	[]	[]	[9.166563]	[121]	[]	[27431309]
203_33044	chr9	112512375	112512775	+	1000	49.0	[8.386223]	[59]	[]	[]	[112512529]	[]
203_33045	chr9	112764351	112764751	+	1000	49.0	[]	[]	[8.498569]	[87]	[]	[112764520]
203_33046	chr9	121909132	121909532	+	1000	49.0	[8.235647, 12.754859]	[75, 81]	[]	[]	[121909290, 121909296]	[]
203_33048	chr9	124415284	124415684	+	1000	49.0	[]	[]	[9.166563]	[131]	[]	[124415455]
203_33049	chr9	124764749	124765149	+	758	49.0	[12.754859]	[82]	[]	[]	[124764907]	[]
203_33050	chr9	127943664	127944064	+	1000	49.0	[]	[]	[8.332749]	[92]	[]	[127943840]
203_33052	chr9	130881873	130882273	+	1000	49.0	[8.386223]	[130]	[]	[]	[130882056]	[]
203_33054	chr9	130923626	130924026	+	1000	49.0	[8.272243]	[66]	[]	[]	[130923780]	[]
203_33056	chr9	131018611	131019011	+	1000	49.0	[7.5855]	[211]	[]	[]	[131018854]	[]
203_33058	chr9	131038935	131039335	+	1000	49.0	[8.332749, 12.754859, 8.801346]	[145, 168, 174]	[]	[]	[131039139, 131039162, 131039168]	[]
203_33059	chr9	131227112	131227512	+	956	49.0	[8.52607]	[109]	[]	[]	[131227279]	[]
203_3306	chr19	44753289	44753689	+	1000	309.0	[8.643063]	[98]	[]	[]	[44753482]	[]
203_33063	chr9	136109650	136110050	+	1000	49.0	[8.643063, 8.643063]	[95, 167]	[]	[]	[136109817, 136109889]	[]
203_33064	chr9	136122867	136123267	+	1000	49.0	[8.235647]	[134]	[]	[]	[136123079]	[]
203_33070	chrX	16956569	16956969	+	1000	49.0	[8.643063]	[122]	[]	[]	[16956789]	[]
203_33071	chrX	31379008	31379408	+	1000	49.0	[8.332749]	[132]	[]	[]	[31379237]	[]
203_3308	chr2	237940193	237940593	+	1000	309.0	[]	[]	[8.643063]	[68]	[]	[237940351]
203_33081	chrX	120146362	120146762	+	1000	49.0	[8.643063]	[133]	[8.643063]	[132]	[120146595]	[120146594]
203_33082	chrX	130060488	130060888	+	1000	49.0	[12.754859]	[89]	[]	[]	[130060676]	[]
203_33086	chrX	134406479	134406879	+	1000	49.0	[8.235647]	[110]	[]	[]	[134406671]	[]
203_33087	chrX	154717811	154718211	+	1000	49.0	[]	[]	[8.498569]	[108]	[]	[154718016]
203_33088	chr1	1780226	1780626	+	1000	48.0	[8.643063]	[148]	[12.754859, 8.643063]	[107, 147]	[1780430]	[1780389, 1780429]
203_3309	chr4	108359930	108360330	+	1000	309.0	[]	[]	[8.643063]	[116]	[]	[108360141]
203_33090	chr1	6624771	6625171	+	1000	48.0	[]	[]	[8.332749]	[55]	[]	[6624922]
203_33091	chr1	8571543	8571943	+	1000	48.0	[8.498569]	[122]	[]	[]	[8571754]	[]
203_33092	chr1	8763964	8764364	+	1000	48.0	[8.643063]	[191]	[8.643063]	[190]	[8764182]	[8764181]
203_3310	chr4	152937560	152937960	+	1000	309.0	[8.679044]	[61]	[8.643063]	[116]	[152937714]	[152937769]
203_33106	chr1	24112489	24112889	+	1000	48.0	[8.386223]	[164]	[]	[]	[24112725]	[]
203_3311	chr8	98454210	98454610	+	1000	309.0	[]	[]	[7.8923073]	[112]	[]	[98454417]
203_33110	chr1	30742020	30742420	+	1000	48.0	[8.235647, 12.754859]	[128, 141]	[8.235647]	[146]	[30742238, 30742251]	[30742256]
203_33112	chr1	32109190	32109590	+	1000	48.0	[8.801346]	[212]	[]	[]	[32109414]	[]
203_33113	chr1	32421771	32422171	+	1000	48.0	[]	[]	[7.8923073]	[139]	[]	[32422008]
203_33115	chr1	37865494	37865894	+	677	48.0	[8.498569]	[200]	[]	[]	[37865734]	[]
203_33118	chr1	44786092	44786492	+	1000	48.0	[8.679044]	[145]	[]	[]	[44786318]	[]
203_3312	chr9	129023286	129023686	+	1000	309.0	[7.8923073]	[102]	[]	[]	[129023475]	[]
203_33124	chr1	60898380	60898780	+	662	48.0	[]	[]	[8.272243]	[97]	[]	[60898558]
203_33125	chr1	61091543	61091943	+	1000	48.0	[]	[]	[9.540733]	[105]	[]	[61091721]
203_33129	chr1	77979089	77979489	+	1000	48.0	[8.332749]	[175]	[]	[]	[77979269]	[]
203_33131	chr1	89219839	89220239	+	1000	48.0	[8.643063]	[106]	[8.643063]	[105]	[89220028]	[89220027]
203_33133	chr1	89821690	89822090	+	1000	48.0	[]	[]	[12.754859]	[120]	[]	[89821873]
203_33138	chr1	108474532	108474932	+	1000	48.0	[8.332749, 12.754859]	[80, 139]	[]	[]	[108474702, 108474761]	[]
203_33139	chr1	109138298	109138698	+	1000	48.0	[]	[]	[8.52607]	[110]	[]	[109138473]
203_33140	chr1	109275749	109276149	+	1000	48.0	[]	[]	[7.5855]	[173]	[]	[109275994]
203_33142	chr1	109803230	109803630	+	1000	48.0	[8.643063]	[140]	[]	[]	[109803442]	[]
203_3315	chr15	41233443	41233843	+	1000	308.0	[]	[]	[8.235647]	[82]	[]	[41233619]
203_33151	chr1	153963238	153963638	+	1000	48.0	[]	[]	[8.235647]	[104]	[]	[153963399]
203_33152	chr1	156096513	156096913	+	1000	48.0	[]	[]	[7.5855]	[149]	[]	[156096758]
203_33154	chr1	156692976	156693376	+	1000	48.0	[8.332749]	[65]	[]	[]	[156693131]	[]
203_33159	chr1	173465207	173465607	+	1000	48.0	[]	[]	[12.754859]	[70]	[]	[173465375]
203_33162	chr1	179026175	179026575	+	1000	48.0	[8.272243]	[186]	[]	[]	[179026413]	[]
203_33164	chr1	180533518	180533918	+	1000	48.0	[8.801346]	[131]	[]	[]	[180533728]	[]
203_33166	chr1	186983309	186983709	+	1000	48.0	[8.643063]	[67]	[]	[]	[186983469]	[]
203_33168	chr1	197775235	197775635	+	1000	48.0	[7.5855]	[174]	[]	[]	[197775470]	[]
203_33173	chr1	205750114	205750514	+	1000	48.0	[7.5855]	[146]	[]	[]	[205750356]	[]
203_33179	chr1	222589657	222590057	+	1000	48.0	[]	[]	[8.801346, 8.801346]	[89, 156]	[]	[222589830, 222589897]
203_33180	chr1	226870759	226871159	+	1000	48.0	[8.801346]	[194]	[]	[]	[226870960]	[]
203_33181	chr1	228130919	228131319	+	1000	48.0	[]	[]	[7.8923073, 12.754859]	[70, 141]	[]	[228131086, 228131157]
203_33182	chr1	228406148	228406548	+	1000	48.0	[]	[]	[9.166563, 8.801346, 7.5073967]	[116, 122, 170]	[]	[228406312, 228406318, 228406366]
203_33187	chr1	234755389	234755789	+	1000	48.0	[]	[]	[8.643063]	[130]	[]	[234755563]
203_33188	chr1	245537996	245538396	+	1000	48.0	[8.498569]	[132]	[]	[]	[245538208]	[]
203_33189	chr1	246569630	246570030	+	1000	48.0	[8.235647]	[185]	[]	[]	[246569841]	[]
203_33204	chr10	60425371	60425771	+	1000	48.0	[8.498569]	[101]	[]	[]	[60425550]	[]
203_33205	chr10	61211414	61211814	+	1000	48.0	[]	[]	[8.235647]	[101]	[]	[61211613]
203_33208	chr10	74044475	74044875	+	1000	48.0	[8.498569]	[144]	[]	[]	[74044686]	[]
203_33209	chr10	74151257	74151657	+	1000	48.0	[8.643063]	[188]	[]	[]	[74151476]	[]
203_3321	chr7	103025337	103025737	+	1000	308.0	[]	[]	[7.5855]	[143]	[]	[103025565]
203_33213	chr10	86960420	86960820	+	1000	48.0	[8.643063]	[130]	[8.643063, 9.540733]	[129, 151]	[86960641]	[86960640, 86960662]
203_33216	chr10	98259833	98260233	+	1000	48.0	[]	[]	[8.235647]	[160]	[]	[98260020]
203_33218	chr10	104242967	104243367	+	1000	48.0	[8.272243]	[80]	[]	[]	[104243146]	[]
203_33219	chr10	110493817	110494217	+	1000	48.0	[]	[]	[7.5073967]	[128]	[]	[110494045]
203_33221	chr10	119268785	119269185	+	1000	48.0	[8.235647]	[167]	[8.235647]	[159]	[119269029]	[119269021]
203_33224	chr11	971765	972165	+	1000	48.0	[]	[]	[8.52607]	[152]	[]	[972007]
203_33225	chr11	1309733	1310133	+	1000	48.0	[8.272243]	[132]	[]	[]	[1309926]	[]
203_33227	chr11	8787395	8787795	+	1000	48.0	[]	[]	[8.52607]	[126]	[]	[8787620]
203_33230	chr11	12187426	12187826	+	1000	48.0	[8.643063]	[156]	[8.643063, 8.332749]	[155, 167]	[12187663]	[12187662, 12187674]
203_33232	chr11	16408654	16409054	+	1000	48.0	[8.332749]	[110]	[]	[]	[16408828]	[]
203_33234	chr11	19970867	19971267	+	1000	48.0	[]	[]	[8.272243]	[161]	[]	[19971089]
203_33239	chr11	46006356	46006756	+	1000	48.0	[]	[]	[8.643063]	[114]	[]	[46006567]
203_33240	chr11	46537814	46538214	+	1000	48.0	[12.754859]	[123]	[]	[]	[46538016]	[]
203_33241	chr11	46845999	46846399	+	1000	48.0	[]	[]	[9.166563]	[190]	[]	[46846190]
203_33244	chr11	64448829	64449229	+	1000	48.0	[]	[]	[12.754859]	[152]	[]	[64449077]
203_33245	chr11	64743514	64743914	+	1000	48.0	[]	[]	[8.679044]	[148]	[]	[64743761]
203_33246	chr11	64810300	64810700	+	1000	48.0	[8.332749]	[166]	[]	[]	[64810511]	[]
203_33247	chr11	65333494	65333894	+	1000	48.0	[8.801346]	[102]	[]	[]	[65333677]	[]
203_33249	chr11	67103905	67104305	+	1000	48.0	[8.235647]	[105]	[]	[]	[67104099]	[]
203_33250	chr11	67276825	67277225	+	1000	48.0	[12.754859]	[114]	[8.679044]	[58]	[67277035]	[67276979]
203_33255	chr11	74485832	74486232	+	1000	48.0	[8.498569]	[122]	[]	[]	[74486043]	[]
203_33258	chr11	76323246	76323646	+	1000	48.0	[7.5073967]	[197]	[7.8923073, 8.643063]	[127, 164]	[76323482]	[76323412, 76323449]
203_33263	chr11	111936734	111937134	+	1000	48.0	[9.166563, 8.801346]	[122, 126]	[]	[]	[111936903, 111936907]	[]
203_3327	chr19	21612126	21612526	+	1000	307.0	[8.643063]	[140]	[8.643063]	[139]	[21612357]	[21612356]
203_33275	chr12	7005392	7005792	+	1000	48.0	[]	[]	[8.386223]	[146]	[]	[7005630]
203_33276	chr12	9798000	9798400	+	1000	48.0	[12.754859]	[171]	[]	[]	[9798244]	[]
203_33277	chr12	12791899	12792299	+	1000	48.0	[8.643063]	[121]	[]	[]	[12792052]	[]
203_33281	chr12	47237742	47238142	+	1000	48.0	[8.643063]	[104]	[]	[]	[47237909]	[]
203_33285	chr12	51993165	51993565	+	1000	48.0	[]	[]	[12.754859]	[219]	[]	[51993402]
203_33286	chr12	52050722	52051122	+	1000	48.0	[]	[]	[7.5855]	[108]	[]	[52050917]
203_33288	chr12	54379611	54380011	+	1000	48.0	[8.332749, 12.754859, 12.754859]	[60, 80, 123]	[]	[]	[54379769, 54379789, 54379832]	[]
203_3329	chr22	21938023	21938423	+	1000	307.0	[8.679044]	[92]	[12.754859]	[97]	[21938201]	[21938206]
203_33294	chr12	71938696	71939096	+	1000	48.0	[]	[]	[8.643063]	[118]	[]	[71938889]
203_33296	chr12	75876213	75876613	+	1000	48.0	[]	[]	[8.52607]	[163]	[]	[75876463]
203_33297	chr12	76084416	76084816	+	1000	48.0	[]	[]	[8.235647]	[214]	[]	[76084667]
203_33304	chr12	95428529	95428929	+	1000	48.0	[]	[]	[8.332749]	[75]	[]	[95428684]
203_33305	chr12	95473883	95474283	+	1000	48.0	[]	[]	[9.166563]	[140]	[]	[95474116]
203_33314	chr12	120430472	120430872	+	1000	48.0	[]	[]	[9.166563]	[106]	[]	[120430650]
203_33319	chr13	33542624	33543024	+	1000	48.0	[9.166563]	[174]	[8.332749]	[181]	[33542852]	[33542859]
203_3332	chr4	144140565	144140965	+	1000	307.0	[7.5855]	[76]	[]	[]	[144140741]	[]
203_33322	chr13	44400720	44401120	+	1000	48.0	[8.235647]	[88]	[]	[]	[44400904]	[]
203_33324	chr13	48094981	48095381	+	1000	48.0	[8.679044]	[155]	[]	[]	[48095231]	[]
203_33326	chr13	96984264	96984664	+	1000	48.0	[8.235647]	[81]	[]	[]	[96984440]	[]
203_33327	chr13	107926163	107926563	+	1000	48.0	[]	[]	[8.272243]	[96]	[]	[107926358]
203_33329	chr13	113820808	113821208	+	1000	48.0	[8.679044]	[112]	[]	[]	[113821008]	[]
203_33330	chr14	20461418	20461818	+	1000	48.0	[7.8923073, 7.5073967]	[167, 195]	[9.540733]	[200]	[20461630, 20461658]	[20461663]
203_33331	chr14	24114721	24115121	+	1000	48.0	[]	[]	[8.332749]	[146]	[]	[24114966]
203_33332	chr14	31048596	31048996	+	942	48.0	[9.540733]	[86]	[]	[]	[31048760]	[]
203_33334	chr14	35404507	35404907	+	1000	48.0	[]	[]	[9.166563]	[74]	[]	[35404671]
203_33335	chr14	49961255	49961655	+	1000	48.0	[]	[]	[8.272243]	[104]	[]	[49961447]
203_33338	chr14	61695031	61695431	+	1000	48.0	[]	[]	[9.540733]	[117]	[]	[61695243]
203_3334	chr9	94413658	94414058	+	1000	307.0	[12.754859]	[59]	[]	[]	[94413816]	[]
203_33344	chr14	100079017	100079417	+	1000	48.0	[9.166563]	[67]	[]	[]	[100079176]	[]
203_33347	chr15	20356357	20356757	+	1000	48.0	[]	[]	[8.272243]	[114]	[]	[20356554]
203_33350	chr15	30903589	30903989	+	1000	48.0	[8.386223]	[164]	[]	[]	[30903755]	[]
