#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_33063	chr9	136109650	136110050	+	1000	49.0	[8.643063, 8.643063]	[95, 167]	[]	[]	[136109817, 136109889]	[]
203_33070	chrX	16956569	16956969	+	1000	49.0	[8.643063]	[122]	[]	[]	[16956789]	[]
203_33082	chrX	130060488	130060888	+	1000	49.0	[12.754859]	[89]	[]	[]	[130060676]	[]
203_33086	chrX	134406479	134406879	+	1000	49.0	[8.235647]	[110]	[]	[]	[134406671]	[]
203_33087	chrX	154717811	154718211	+	1000	49.0	[]	[]	[8.498569]	[108]	[]	[154718016]
203_33088	chr1	1780226	1780626	+	1000	48.0	[8.643063]	[148]	[12.754859, 8.643063]	[107, 147]	[1780430]	[1780389, 1780429]
203_3309	chr4	108359930	108360330	+	1000	309.0	[]	[]	[8.643063]	[116]	[]	[108360141]
203_33091	chr1	8571543	8571943	+	1000	48.0	[8.498569]	[122]	[]	[]	[8571754]	[]
203_33092	chr1	8763964	8764364	+	1000	48.0	[8.643063]	[191]	[8.643063]	[190]	[8764182]	[8764181]
203_3310	chr4	152937560	152937960	+	1000	309.0	[8.679044]	[61]	[8.643063]	[116]	[152937714]	[152937769]
203_33118	chr1	44786092	44786492	+	1000	48.0	[8.679044]	[145]	[]	[]	[44786318]	[]
203_33125	chr1	61091543	61091943	+	1000	48.0	[]	[]	[9.540733]	[105]	[]	[61091721]
203_33129	chr1	77979089	77979489	+	1000	48.0	[8.332749]	[175]	[]	[]	[77979269]	[]
203_33133	chr1	89821690	89822090	+	1000	48.0	[]	[]	[12.754859]	[120]	[]	[89821873]
203_33140	chr1	109275749	109276149	+	1000	48.0	[]	[]	[7.5855]	[173]	[]	[109275994]
203_3315	chr15	41233443	41233843	+	1000	308.0	[]	[]	[8.235647]	[82]	[]	[41233619]
203_33151	chr1	153963238	153963638	+	1000	48.0	[]	[]	[8.235647]	[104]	[]	[153963399]
203_33154	chr1	156692976	156693376	+	1000	48.0	[8.332749]	[65]	[]	[]	[156693131]	[]
203_33162	chr1	179026175	179026575	+	1000	48.0	[8.272243]	[186]	[]	[]	[179026413]	[]
203_33164	chr1	180533518	180533918	+	1000	48.0	[8.801346]	[131]	[]	[]	[180533728]	[]
203_33168	chr1	197775235	197775635	+	1000	48.0	[7.5855]	[174]	[]	[]	[197775470]	[]
203_33173	chr1	205750114	205750514	+	1000	48.0	[7.5855]	[146]	[]	[]	[205750356]	[]
203_33179	chr1	222589657	222590057	+	1000	48.0	[]	[]	[8.801346, 8.801346]	[89, 156]	[]	[222589830, 222589897]
203_33180	chr1	226870759	226871159	+	1000	48.0	[8.801346]	[194]	[]	[]	[226870960]	[]
203_33182	chr1	228406148	228406548	+	1000	48.0	[]	[]	[9.166563, 8.801346, 7.5073967]	[116, 122, 170]	[]	[228406312, 228406318, 228406366]
203_33204	chr10	60425371	60425771	+	1000	48.0	[8.498569]	[101]	[]	[]	[60425550]	[]
203_33209	chr10	74151257	74151657	+	1000	48.0	[8.643063]	[188]	[]	[]	[74151476]	[]
203_33216	chr10	98259833	98260233	+	1000	48.0	[]	[]	[8.235647]	[160]	[]	[98260020]
203_33224	chr11	971765	972165	+	1000	48.0	[]	[]	[8.52607]	[152]	[]	[972007]
203_33225	chr11	1309733	1310133	+	1000	48.0	[8.272243]	[132]	[]	[]	[1309926]	[]
203_33230	chr11	12187426	12187826	+	1000	48.0	[8.643063]	[156]	[8.643063, 8.332749]	[155, 167]	[12187663]	[12187662, 12187674]
203_33239	chr11	46006356	46006756	+	1000	48.0	[]	[]	[8.643063]	[114]	[]	[46006567]
203_33240	chr11	46537814	46538214	+	1000	48.0	[12.754859]	[123]	[]	[]	[46538016]	[]
203_33241	chr11	46845999	46846399	+	1000	48.0	[]	[]	[9.166563]	[190]	[]	[46846190]
203_33244	chr11	64448829	64449229	+	1000	48.0	[]	[]	[12.754859]	[152]	[]	[64449077]
203_33246	chr11	64810300	64810700	+	1000	48.0	[8.332749]	[166]	[]	[]	[64810511]	[]
203_33255	chr11	74485832	74486232	+	1000	48.0	[8.498569]	[122]	[]	[]	[74486043]	[]
203_33276	chr12	9798000	9798400	+	1000	48.0	[12.754859]	[171]	[]	[]	[9798244]	[]
203_33286	chr12	52050722	52051122	+	1000	48.0	[]	[]	[7.5855]	[108]	[]	[52050917]
203_33288	chr12	54379611	54380011	+	1000	48.0	[8.332749, 12.754859, 12.754859]	[60, 80, 123]	[]	[]	[54379769, 54379789, 54379832]	[]
203_3329	chr22	21938023	21938423	+	1000	307.0	[8.679044]	[92]	[12.754859]	[97]	[21938201]	[21938206]
203_33294	chr12	71938696	71939096	+	1000	48.0	[]	[]	[8.643063]	[118]	[]	[71938889]
203_33305	chr12	95473883	95474283	+	1000	48.0	[]	[]	[9.166563]	[140]	[]	[95474116]
203_33319	chr13	33542624	33543024	+	1000	48.0	[9.166563]	[174]	[8.332749]	[181]	[33542852]	[33542859]
203_3332	chr4	144140565	144140965	+	1000	307.0	[7.5855]	[76]	[]	[]	[144140741]	[]
203_33326	chr13	96984264	96984664	+	1000	48.0	[8.235647]	[81]	[]	[]	[96984440]	[]
203_33329	chr13	113820808	113821208	+	1000	48.0	[8.679044]	[112]	[]	[]	[113821008]	[]
203_33331	chr14	24114721	24115121	+	1000	48.0	[]	[]	[8.332749]	[146]	[]	[24114966]
203_33335	chr14	49961255	49961655	+	1000	48.0	[]	[]	[8.272243]	[104]	[]	[49961447]
203_33338	chr14	61695031	61695431	+	1000	48.0	[]	[]	[9.540733]	[117]	[]	[61695243]
203_33350	chr15	30903589	30903989	+	1000	48.0	[8.386223]	[164]	[]	[]	[30903755]	[]
203_33351	chr15	40257916	40258316	+	1000	48.0	[8.272243]	[122]	[]	[]	[40258118]	[]
203_33355	chr15	58169272	58169672	+	1000	48.0	[]	[]	[12.754859, 8.332749]	[117, 149]	[]	[58169477, 58169509]
203_33370	chr16	2023102	2023502	+	1000	48.0	[]	[]	[8.272243]	[98]	[]	[2023284]
203_3338	chr10	11898512	11898912	+	1000	306.0	[]	[]	[8.332749]	[157]	[]	[11898698]
203_33381	chr16	30524325	30524725	+	1000	48.0	[8.332749]	[89]	[]	[]	[30524489]	[]
203_33385	chr16	46742810	46743210	+	1000	48.0	[]	[]	[8.801346]	[160]	[]	[46743015]
203_3339	chr12	53808993	53809393	+	1000	306.0	[8.498569]	[98]	[]	[]	[53809191]	[]
203_33390	chr16	81623375	81623775	+	1000	48.0	[]	[]	[8.272243]	[120]	[]	[81623566]
203_33395	chr17	2041641	2042041	+	1000	48.0	[8.643063]	[93]	[8.643063, 7.5855]	[92, 108]	[2041818]	[2041817, 2041833]
203_33399	chr17	5672758	5673158	+	1000	48.0	[]	[]	[8.235647]	[164]	[]	[5672990]
203_3342	chr2	27441189	27441589	+	1000	306.0	[]	[]	[8.332749]	[118]	[]	[27441404]
203_33425	chr17	59440747	59441147	+	1000	48.0	[8.801346]	[115]	[]	[]	[59440928]	[]
203_33429	chr17	64390590	64390990	+	1000	48.0	[8.801346]	[177]	[]	[]	[64390802]	[]
203_33437	chr17	80454591	80454991	+	1000	48.0	[8.679044]	[66]	[]	[]	[80454745]	[]
203_33440	chr17	83051389	83051789	+	1000	48.0	[]	[]	[8.386223]	[138]	[]	[83051614]
203_33442	chr18	596927	597327	+	1000	48.0	[]	[]	[8.52607]	[164]	[]	[597126]
203_33446	chr18	35101979	35102379	+	1000	48.0	[]	[]	[7.8880606]	[96]	[]	[35102156]
203_33447	chr18	36379411	36379811	+	1000	48.0	[9.540733]	[124]	[8.498569]	[98]	[36379630]	[36379604]
203_33457	chr19	3024910	3025310	+	1000	48.0	[]	[]	[8.272243]	[156]	[]	[3025156]
203_33463	chr19	10315844	10316244	+	1000	48.0	[]	[]	[8.235647]	[163]	[]	[10316079]
203_33471	chr19	35758003	35758403	+	1000	48.0	[]	[]	[12.754859]	[125]	[]	[35758223]
203_33496	chr2	20145632	20146032	+	1000	48.0	[8.332749]	[131]	[]	[]	[20145835]	[]
203_33499	chr2	27428318	27428718	+	1000	48.0	[7.5073967]	[226]	[9.166563]	[156]	[27428565]	[27428495]
203_33510	chr2	65435687	65436087	+	1000	48.0	[]	[]	[7.8923073]	[124]	[]	[65435899]
203_33517	chr2	85537673	85538073	+	1000	48.0	[8.332749]	[112]	[8.643063]	[81]	[85537879]	[85537848]
203_33521	chr2	97662955	97663355	+	1000	48.0	[]	[]	[12.754859]	[83]	[]	[97663133]
203_33526	chr2	113173645	113174045	+	1000	48.0	[]	[]	[8.801346]	[162]	[]	[113173816]
203_33543	chr2	237702009	237702409	+	1000	48.0	[8.332749]	[94]	[]	[]	[237702180]	[]
203_33554	chr20	32677690	32678090	+	1000	48.0	[]	[]	[12.754859]	[152]	[]	[32677896]
203_33558	chr20	35699125	35699525	+	1000	48.0	[7.5855]	[102]	[]	[]	[35699307]	[]
203_33579	chr21	43719634	43720034	+	1000	48.0	[8.332749]	[134]	[]	[]	[43719842]	[]
203_33582	chr21	45122738	45123138	+	974	48.0	[8.52607]	[69]	[]	[]	[45122902]	[]
203_33595	chr22	19999385	19999785	+	1000	48.0	[12.754859, 8.643063]	[90, 125]	[]	[]	[19999538, 19999573]	[]
203_3361	chr2	27537341	27537741	+	1000	305.0	[]	[]	[12.754859]	[108]	[]	[27537543]
203_33611	chr22	22409186	22409586	+	1000	48.0	[8.272243]	[153]	[]	[]	[22409382]	[]
203_33612	chr22	22549962	22550362	+	1000	48.0	[7.5855]	[81]	[]	[]	[22550120]	[]
203_33618	chr22	22823255	22823655	+	1000	48.0	[7.5073967]	[144]	[]	[]	[22823461]	[]
203_33622	chr22	23099584	23099984	+	1000	48.0	[8.386223]	[113]	[8.52607]	[142]	[23099792]	[23099821]
203_33623	chr22	23105872	23106272	+	1000	48.0	[8.332749]	[158]	[]	[]	[23106090]	[]
203_33625	chr22	23116327	23116727	+	1000	48.0	[8.52607]	[155]	[]	[]	[23116527]	[]
203_3364	chr5	126847302	126847702	+	1000	305.0	[8.235647]	[105]	[]	[]	[126847497]	[]
203_33644	chr3	15858822	15859222	+	1000	48.0	[8.52607, 8.272243]	[130, 150]	[]	[]	[15859044, 15859064]	[]
203_33646	chr3	37891219	37891619	+	1000	48.0	[8.643063]	[161]	[8.52607]	[139]	[37891453]	[37891431]
203_33651	chr3	43622153	43622553	+	1000	48.0	[]	[]	[8.498569]	[154]	[]	[43622381]
203_33658	chr3	71875398	71875798	+	1000	48.0	[8.643063, 8.801346]	[118, 150]	[8.235647, 8.643063]	[107, 117]	[71875582, 71875614]	[71875571, 71875581]
203_33674	chr3	152348742	152349142	+	1000	48.0	[]	[]	[12.754859]	[100]	[]	[152348934]
203_33677	chr3	172680540	172680940	+	1000	48.0	[]	[]	[8.272243]	[120]	[]	[172680752]
203_33679	chr3	179261076	179261476	+	1000	48.0	[7.5073967]	[99]	[]	[]	[179261272]	[]
203_33683	chr3	184299088	184299488	+	1000	48.0	[]	[]	[8.679044]	[166]	[]	[184299293]
203_33685	chr3	184914623	184915023	+	1000	48.0	[8.332749, 7.8923073]	[85, 131]	[]	[]	[184914787, 184914833]	[]
203_3370	chr1	214419663	214420063	+	1000	304.0	[]	[]	[9.166563]	[66]	[]	[214419818]
203_33703	chr4	77146528	77146928	+	1000	48.0	[]	[]	[8.643063]	[110]	[]	[77146725]
203_33704	chr4	78644714	78645114	+	1000	48.0	[]	[]	[7.8923073]	[94]	[]	[78644892]
203_33721	chr4	169757681	169758081	+	1000	48.0	[8.643063]	[105]	[8.643063]	[104]	[169757882]	[169757881]
203_33723	chr4	183398652	183399052	+	1000	48.0	[8.801346]	[146]	[]	[]	[183398875]	[]
203_33729	chr5	10283946	10284346	+	1000	48.0	[]	[]	[7.5855]	[190]	[]	[10284177]
203_33747	chr5	115625668	115626068	+	1000	48.0	[]	[]	[7.5073967]	[167]	[]	[115625908]
203_33753	chr5	132410734	132411134	+	1000	48.0	[8.643063]	[125]	[8.643063]	[124]	[132410955]	[132410954]
203_33759	chr5	143224682	143225082	+	1000	48.0	[]	[]	[8.52607]	[67]	[]	[143224837]
203_33760	chr5	143964937	143965337	+	1000	48.0	[7.5073967]	[68]	[]	[]	[143965098]	[]
203_33767	chr5	160008937	160009337	+	1000	48.0	[]	[]	[7.5855]	[146]	[]	[160009164]
203_33781	chr6	30721328	30721728	+	1000	48.0	[7.8923073]	[177]	[]	[]	[30721568]	[]
203_33784	chr6	35241078	35241478	+	1000	48.0	[]	[]	[8.52607]	[95]	[]	[35241263]
203_33786	chr6	35808656	35809056	+	1000	48.0	[]	[]	[8.272243]	[139]	[]	[35808887]
203_33810	chr6	110981895	110982295	+	1000	48.0	[9.540733]	[69]	[9.540733, 7.8880606]	[68, 96]	[110982064]	[110982063, 110982091]
203_33811	chr6	111483993	111484393	+	1000	48.0	[8.643063]	[73]	[8.679044]	[78]	[111484158]	[111484163]
203_33813	chr6	117482246	117482646	+	1000	48.0	[]	[]	[7.5073967, 12.754859]	[74, 94]	[]	[117482418, 117482438]
203_33826	chr6	169702610	169703010	+	610	48.0	[8.272243]	[142]	[7.5855]	[165]	[169702829]	[169702852]
203_33827	chr7	1875326	1875726	+	1000	48.0	[]	[]	[12.754859]	[175]	[]	[1875562]
203_33828	chr7	2242022	2242422	+	1000	48.0	[8.801346]	[73]	[7.8880606]	[144]	[2242182]	[2242253]
203_33838	chr7	22726386	22726786	+	1000	48.0	[8.272243]	[76]	[]	[]	[22726562]	[]
203_3384	chr9	14522639	14523039	+	1000	304.0	[]	[]	[7.5855]	[90]	[]	[14522826]
203_33841	chr7	29921378	29921778	+	1000	48.0	[8.332749]	[100]	[]	[]	[29921554]	[]
203_3385	chr9	135992634	135993034	+	1000	304.0	[8.643063]	[134]	[8.643063]	[133]	[135992856]	[135992855]
203_33863	chr7	106023702	106024102	+	1000	48.0	[]	[]	[8.235647]	[117]	[]	[106023905]
203_33866	chr7	107045283	107045683	+	1000	48.0	[8.235647]	[140]	[]	[]	[107045510]	[]
203_33880	chr7	150898448	150898848	+	1000	48.0	[]	[]	[8.272243]	[123]	[]	[150898655]
203_33884	chr8	11284223	11284623	+	1000	48.0	[7.8923073]	[136]	[]	[]	[11284432]	[]
203_33896	chr8	73976106	73976506	+	934	48.0	[9.166563]	[96]	[]	[]	[73976272]	[]
203_33902	chr8	100719651	100720051	+	1000	48.0	[7.5073967]	[74]	[]	[]	[100719822]	[]
203_33912	chr8	143598017	143598417	+	1000	48.0	[]	[]	[8.643063]	[164]	[]	[143598212]
203_33913	chr8	144082166	144082566	+	1000	48.0	[7.8880606]	[149]	[]	[]	[144082408]	[]
203_33914	chr8	144509519	144509919	+	1000	48.0	[8.643063]	[94]	[8.643063, 12.754859]	[93, 135]	[144509706]	[144509705, 144509747]
203_33916	chr9	4679389	4679789	+	1000	48.0	[]	[]	[8.679044]	[172]	[]	[4679581]
203_33918	chr9	19397844	19398244	+	1000	48.0	[12.754859]	[145]	[]	[]	[19398049]	[]
203_33936	chr9	130681123	130681523	+	1000	48.0	[8.235647, 7.5073967, 8.498569]	[100, 131, 143]	[]	[]	[130681303, 130681334, 130681346]	[]
203_3394	chr13	114222593	114222993	+	1000	303.0	[]	[]	[8.643063, 8.235647]	[78, 136]	[]	[114222762, 114222820]
203_33951	chr9	131117603	131118003	+	1000	48.0	[8.272243]	[120]	[]	[]	[131117806]	[]
203_33957	chr9	136964232	136964632	+	1000	48.0	[12.754859, 7.5073967]	[89, 142]	[]	[]	[136964399, 136964452]	[]
203_33959	chr9	137494124	137494524	+	1000	48.0	[8.643063]	[166]	[8.643063]	[165]	[137494347]	[137494346]
203_33971	chrX	119468951	119469351	+	1000	48.0	[8.801346]	[123]	[]	[]	[119469161]	[]
203_33974	chrX	155881099	155881499	+	1000	48.0	[8.801346]	[125]	[]	[]	[155881269]	[]
203_33980	chr1	9867441	9867841	+	1000	47.0	[]	[]	[8.332749]	[163]	[]	[9867668]
203_33989	chr1	24415300	24415700	+	1000	47.0	[8.272243, 12.754859]	[93, 120]	[12.754859]	[130]	[24415451, 24415478]	[24415488]
203_3399	chr19	37943491	37943891	+	1000	303.0	[7.5855]	[92]	[]	[]	[37943683]	[]
203_34	chr1	229555130	229555530	+	1000	843.0	[12.754859]	[94]	[]	[]	[229555324]	[]
203_340	chr2	67993339	67993739	+	1000	658.0	[8.643063]	[100]	[]	[]	[67993539]	[]
203_3401	chr21	35547976	35548376	+	1000	303.0	[8.272243]	[76]	[]	[]	[35548151]	[]
203_34015	chr1	85581152	85581552	+	1000	47.0	[12.754859]	[132]	[]	[]	[85581373]	[]
203_34032	chr1	153658510	153658910	+	1000	47.0	[]	[]	[7.5073967]	[132]	[]	[153658715]
203_34033	chr1	154877453	154877853	+	1000	47.0	[]	[]	[7.5855]	[119]	[]	[154877653]
203_34040	chr1	179002698	179003098	+	1000	47.0	[]	[]	[8.332749]	[174]	[]	[179002881]
203_34044	chr1	180632372	180632772	+	1000	47.0	[]	[]	[12.754859]	[104]	[]	[180632566]
203_34050	chr1	201649700	201650100	+	1000	47.0	[]	[]	[8.235647]	[90]	[]	[201649865]
203_34062	chr1	241773972	241774372	+	1000	47.0	[]	[]	[8.332749]	[78]	[]	[241774141]
203_34064	chr10	988133	988533	+	1000	47.0	[]	[]	[9.166563]	[91]	[]	[988315]
203_34065	chr10	3045822	3046222	+	1000	47.0	[]	[]	[8.643063]	[112]	[]	[3046008]
203_34067	chr10	7788103	7788503	+	1000	47.0	[]	[]	[8.235647]	[168]	[]	[7788350]
203_34069	chr10	21495664	21496064	+	1000	47.0	[12.754859]	[93]	[]	[]	[21495846]	[]
203_3407	chr8	73371624	73372024	+	1000	303.0	[8.643063]	[56]	[]	[]	[73371775]	[]
203_34080	chr10	70170436	70170836	+	1000	47.0	[8.801346]	[178]	[]	[]	[70170675]	[]
203_34095	chr10	100912479	100912879	+	1000	47.0	[8.643063]	[138]	[9.166563]	[116]	[100912694]	[100912672]
203_34103	chr11	450869	451269	+	1000	47.0	[8.52607]	[68]	[]	[]	[451028]	[]
203_34131	chr11	64306195	64306595	+	1000	47.0	[7.8923073]	[104]	[8.332749]	[124]	[64306360]	[64306380]
203_34146	chr11	111926583	111926983	+	1000	47.0	[]	[]	[12.754859]	[180]	[]	[111926829]
203_34151	chr11	126211528	126211928	+	1000	47.0	[]	[]	[7.8923073]	[92]	[]	[126211715]
203_34160	chr12	47648128	47648528	+	1000	47.0	[8.498569]	[88]	[]	[]	[47648313]	[]
203_34166	chr12	53379204	53379604	+	1000	47.0	[8.52607]	[103]	[]	[]	[53379379]	[]
203_34167	chr12	54200401	54200801	+	1000	47.0	[12.754859, 9.166563]	[120, 141]	[]	[]	[54200595, 54200616]	[]
203_34171	chr12	57459064	57459464	+	1000	47.0	[]	[]	[9.166563]	[77]	[]	[57459240]
203_34186	chr12	94615834	94616234	+	652	47.0	[8.386223]	[104]	[]	[]	[94616031]	[]
203_34200	chr12	127146017	127146417	+	1000	47.0	[8.801346]	[83]	[8.801346]	[136]	[127146170]	[127146223]
203_34204	chr13	46181765	46182165	+	1000	47.0	[]	[]	[8.235647]	[97]	[]	[46181949]
203_34206	chr13	48978954	48979354	+	1000	47.0	[8.272243]	[123]	[]	[]	[48979164]	[]
203_34212	chr13	91017293	91017693	+	1000	47.0	[8.272243]	[156]	[]	[]	[91017529]	[]
203_34213	chr13	91361711	91362111	+	1000	47.0	[8.498569]	[111]	[]	[]	[91361872]	[]
203_34216	chr13	111046591	111046991	+	1000	47.0	[8.643063]	[127]	[8.643063, 8.643063]	[117, 126]	[111046786]	[111046776, 111046785]
203_34220	chr14	24195510	24195910	+	1000	47.0	[8.679044]	[127]	[]	[]	[24195708]	[]
203_34221	chr14	49892752	49893152	+	1000	47.0	[8.235647]	[92]	[]	[]	[49892911]	[]
203_34224	chr14	75278734	75279134	+	1000	47.0	[8.52607]	[127]	[]	[]	[75278933]	[]
203_34225	chr14	77043999	77044399	+	1000	47.0	[]	[]	[12.754859]	[82]	[]	[77044160]
203_34239	chr15	56464896	56465296	+	1000	47.0	[8.272243]	[128]	[]	[]	[56465059]	[]
203_34247	chr15	68983164	68983564	+	1000	47.0	[7.5855]	[127]	[]	[]	[68983385]	[]
203_34250	chr15	88913182	88913582	+	1000	47.0	[8.332749]	[182]	[]	[]	[88913422]	[]
203_34281	chr16	85562429	85562829	+	1000	47.0	[]	[]	[12.754859]	[75]	[]	[85562593]
203_34283	chr16	88617206	88617606	+	1000	47.0	[8.272243]	[153]	[]	[]	[88617365]	[]
203_34285	chr17	1484830	1485230	+	1000	47.0	[8.643063, 8.332749]	[143, 163]	[]	[]	[1485052, 1485072]	[]
203_34286	chr17	3870895	3871295	+	1000	47.0	[]	[]	[7.5855]	[156]	[]	[3871139]
203_343	chr1	67733999	67734399	+	1000	657.0	[]	[]	[8.235647]	[130]	[]	[67734226]
203_3430	chr1	3625595	3625995	+	1000	301.0	[]	[]	[12.754859]	[114]	[]	[3625809]
203_34305	chr17	69949937	69950337	+	1000	47.0	[8.643063]	[84]	[]	[]	[69950117]	[]
203_34308	chr17	76397982	76398382	+	1000	47.0	[8.272243]	[139]	[8.643063]	[163]	[76398175]	[76398199]
203_34310	chr17	76726958	76727358	+	1000	47.0	[9.166563]	[161]	[12.754859]	[144]	[76727192]	[76727175]
203_34312	chr17	77331381	77331781	+	1000	47.0	[]	[]	[12.754859]	[128]	[]	[77331585]
203_34313	chr17	81285373	81285773	+	1000	47.0	[]	[]	[8.235647]	[112]	[]	[81285568]
203_34326	chr18	77077891	77078291	+	1000	47.0	[12.754859]	[111]	[8.643063]	[95]	[77078084]	[77078068]
203_34334	chr19	4372236	4372636	+	1000	47.0	[]	[]	[8.643063]	[56]	[]	[4372389]
203_34341	chr19	11090533	11090933	+	1000	47.0	[8.332749]	[157]	[]	[]	[11090751]	[]
203_34344	chr19	12400971	12401371	+	1000	47.0	[]	[]	[12.754859]	[159]	[]	[12401202]
203_34346	chr19	14496170	14496570	+	1000	47.0	[]	[]	[8.643063]	[120]	[]	[14496381]
203_34351	chr19	17688141	17688541	+	1000	47.0	[8.679044]	[94]	[8.801346]	[160]	[17688325]	[17688391]
203_34352	chr19	17874321	17874721	+	1000	47.0	[8.679044, 8.679044]	[101, 121]	[]	[]	[17874502, 17874522]	[]
203_34377	chr19	54188227	54188627	+	1000	47.0	[8.679044]	[168]	[]	[]	[54188430]	[]
203_34379	chr19	56393451	56393851	+	1000	47.0	[]	[]	[8.801346]	[218]	[]	[56393688]
203_34382	chr2	11573428	11573828	+	1000	47.0	[]	[]	[8.643063]	[147]	[]	[11573659]
203_34386	chr2	32039618	32040018	+	1000	47.0	[8.801346]	[208]	[]	[]	[32039832]	[]
203_3439	chr22	27846947	27847347	+	1000	301.0	[]	[]	[12.754859]	[106]	[]	[27847133]
203_34392	chr2	47227425	47227825	+	1000	47.0	[7.5073967]	[92]	[]	[]	[47227612]	[]
203_34422	chr2	178480062	178480462	+	1000	47.0	[8.679044]	[150]	[]	[]	[178480287]	[]
203_34440	chr20	34303007	34303407	+	1000	47.0	[]	[]	[9.166563, 7.8923073]	[173, 200]	[]	[34303198, 34303225]
203_34444	chr20	36773812	36774212	+	1000	47.0	[8.332749]	[69]	[]	[]	[36773980]	[]
203_34457	chr20	50958235	50958635	+	1000	47.0	[]	[]	[7.5073967]	[143]	[]	[50958403]
203_34466	chr21	32278773	32279173	+	1000	47.0	[8.801346]	[217]	[]	[]	[32279005]	[]
203_34470	chr21	38219022	38219422	+	1000	47.0	[]	[]	[8.235647]	[129]	[]	[38219230]
203_34477	chr22	19168887	19169287	+	1000	47.0	[12.754859]	[91]	[]	[]	[19169038]	[]
203_34480	chr22	19414045	19414445	+	1000	47.0	[8.272243]	[198]	[]	[]	[19414251]	[]
203_34483	chr22	19467355	19467755	+	1000	47.0	[]	[]	[8.272243]	[234]	[]	[19467603]
203_34491	chr22	19969264	19969664	+	1000	47.0	[8.386223]	[195]	[]	[]	[19969502]	[]
203_34498	chr22	22067057	22067457	+	1000	47.0	[]	[]	[8.235647]	[120]	[]	[22067275]
203_345	chr1	42936264	42936664	+	1000	656.0	[]	[]	[8.272243]	[116]	[]	[42936472]
203_34510	chr22	23261154	23261554	+	921	47.0	[8.52607]	[91]	[8.679044]	[162]	[23261322]	[23261393]
203_34533	chr3	21534449	21534849	+	1000	47.0	[]	[]	[8.643063, 8.643063]	[102, 150]	[]	[21534634, 21534682]
203_34538	chr3	37903433	37903833	+	1000	47.0	[12.754859]	[145]	[]	[]	[37903665]	[]
203_34544	chr3	48609524	48609924	+	1000	47.0	[]	[]	[8.801346]	[64]	[]	[48609686]
203_3455	chr11	113634929	113635329	+	1000	300.0	[8.272243]	[74]	[]	[]	[113635096]	[]
203_34556	chr3	141487692	141488092	+	1000	47.0	[8.52607]	[90]	[]	[]	[141487857]	[]
203_34558	chr3	143124785	143125185	+	1000	47.0	[]	[]	[8.52607]	[140]	[]	[143124972]
203_34562	chr3	170221831	170222231	+	1000	47.0	[7.5073967]	[188]	[]	[]	[170222080]	[]
203_34564	chr3	171646882	171647282	+	1000	47.0	[8.235647]	[114]	[]	[]	[171647094]	[]
203_34566	chr3	172913535	172913935	+	1000	47.0	[8.235647]	[106]	[8.643063]	[124]	[172913723]	[172913741]
203_34568	chr3	180989500	180989900	+	1000	47.0	[12.754859]	[77]	[]	[]	[180989670]	[]
203_34569	chr3	184371504	184371904	+	1000	47.0	[]	[]	[8.801346]	[159]	[]	[184371728]
203_34570	chr3	184711812	184712212	+	1000	47.0	[7.5073967, 7.5073967]	[130, 161]	[]	[]	[184711985, 184712016]	[]
203_34598	chr4	99563530	99563930	+	1000	47.0	[]	[]	[8.643063]	[84]	[]	[99563712]
203_34605	chr4	153467183	153467583	+	1000	47.0	[8.272243]	[230]	[]	[]	[153467428]	[]
203_34618	chr5	80351003	80351403	+	1000	47.0	[7.5855]	[135]	[8.643063]	[95]	[80351231]	[80351191]
203_3462	chr18	58118010	58118410	+	1000	300.0	[8.235647, 8.498569]	[70, 127]	[]	[]	[58118173, 58118230]	[]
203_34621	chr5	90888517	90888917	+	1000	47.0	[7.5855]	[135]	[]	[]	[90888714]	[]
203_34626	chr5	109669031	109669431	+	1000	47.0	[8.272243]	[149]	[]	[]	[109669251]	[]
203_34632	chr5	138974119	138974519	+	1000	47.0	[8.332749]	[74]	[]	[]	[138974280]	[]
203_34640	chr5	172902884	172903284	+	1000	47.0	[8.272243]	[143]	[]	[]	[172903087]	[]
203_34650	chr6	14144614	14145014	+	1000	47.0	[8.272243]	[100]	[]	[]	[14144799]	[]
203_34652	chr6	14704567	14704967	+	1000	47.0	[8.235647]	[152]	[]	[]	[14704802]	[]
203_34674	chr6	42745752	42746152	+	991	47.0	[8.643063]	[122]	[]	[]	[42745960]	[]
203_34693	chr6	123352385	123352785	+	673	47.0	[8.643063]	[102]	[]	[]	[123352584]	[]
203_34704	chr6	150211695	150212095	+	1000	47.0	[]	[]	[8.235647]	[160]	[]	[150211896]
203_34715	chr7	25855039	25855439	+	1000	47.0	[]	[]	[8.386223]	[135]	[]	[25855268]
203_34720	chr7	38311463	38311863	+	1000	47.0	[]	[]	[8.235647]	[124]	[]	[38311676]
203_34721	chr7	50467950	50468350	+	1000	47.0	[7.8923073]	[74]	[12.754859]	[59]	[50468119]	[50468104]
203_34726	chr7	77537828	77538228	+	1000	47.0	[8.332749]	[75]	[]	[]	[77538002]	[]
203_34727	chr7	87111864	87112264	+	1000	47.0	[9.540733]	[131]	[]	[]	[87112092]	[]
