#PeakID(python scan_motif.py ./ENCODE_processed_files/GATA1_idr.fa GATA1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
156_21278	chr19	49448083	49448483	+	605	25.0	[11.148683]	[67]	[]	[]	[49448245]	[]
156_2128	chr11	96817517	96817917	+	1000	116.0	[]	[]	[7.842722]	[70]	[]	[96817680]
156_21280	chr19	49982011	49982411	+	599	25.0	[]	[]	[8.230114]	[112]	[]	[49982195]
156_21281	chr19	50383692	50384092	+	696	25.0	[7.696181]	[86]	[]	[]	[50383862]	[]
156_21282	chr19	51541710	51542110	+	709	25.0	[]	[]	[11.148683]	[154]	[]	[51541941]
156_21285	chr19	52734840	52735240	+	701	25.0	[8.203644]	[141]	[]	[]	[52735048]	[]
156_21288	chr19	55183695	55184095	+	735	25.0	[12.392342, 7.3913875]	[115, 145]	[]	[]	[55183892, 55183922]	[]
156_2129	chr12	98440043	98440443	+	1000	116.0	[]	[]	[11.148683]	[92]	[]	[98440232]
156_21292	chr2	812935	813335	+	742	25.0	[11.148683]	[81]	[]	[]	[813111]	[]
156_21294	chr2	11892014	11892414	+	687	25.0	[11.148683]	[86]	[]	[]	[11892197]	[]
156_21295	chr2	12675333	12675733	+	551	25.0	[11.148683]	[64]	[]	[]	[12675495]	[]
156_21299	chr2	24797592	24797992	+	643	25.0	[]	[]	[11.148683]	[107]	[]	[24797794]
156_213	chr3	31491647	31492047	+	1000	309.0	[]	[]	[7.392081]	[64]	[]	[31491810]
156_21303	chr2	37085525	37085925	+	698	25.0	[]	[]	[8.230114]	[81]	[]	[37085679]
156_2131	chr17	63378424	63378824	+	1000	116.0	[]	[]	[11.148683]	[82]	[]	[63378606]
156_21314	chr2	55365279	55365679	+	736	25.0	[]	[]	[7.842722]	[149]	[]	[55365508]
156_21317	chr2	64522966	64523366	+	548	25.0	[11.148683]	[205]	[]	[]	[64523199]	[]
156_2132	chr18	31821666	31822066	+	1000	116.0	[]	[]	[11.148683]	[147]	[]	[31821894]
156_21322	chr2	68478687	68479087	+	685	25.0	[11.148683]	[97]	[]	[]	[68478850]	[]
156_21325	chr2	70301132	70301532	+	676	25.0	[9.473773]	[216]	[]	[]	[70301367]	[]
156_21328	chr2	74155826	74156226	+	635	25.0	[11.148683]	[94]	[]	[]	[74156004]	[]
156_21329	chr2	74690639	74691039	+	691	25.0	[7.392081, 12.392342]	[115, 137]	[7.286461]	[129]	[74690842, 74690864]	[74690856]
156_2133	chr2	6909733	6910133	+	1000	116.0	[]	[]	[8.230114, 7.74083]	[123, 128]	[]	[6909948, 6909953]
156_21334	chr2	96817815	96818215	+	558	25.0	[11.148683]	[123]	[11.148683]	[97]	[96818030]	[96818004]
156_21337	chr2	102056076	102056476	+	679	25.0	[]	[]	[8.04971]	[213]	[]	[102056318]
156_2134	chr2	18558471	18558871	+	1000	116.0	[11.148683]	[110]	[]	[]	[18558679]	[]
156_21340	chr2	105464326	105464726	+	710	25.0	[11.148683]	[120]	[]	[]	[105464507]	[]
156_21343	chr2	126646069	126646469	+	715	25.0	[]	[]	[9.473773, 8.203644]	[91, 110]	[]	[126646258, 126646277]
156_21344	chr2	127511946	127512346	+	687	25.0	[]	[]	[11.148683]	[173]	[]	[127512185]
156_21348	chr2	156436655	156437055	+	691	25.0	[]	[]	[8.230114]	[90]	[]	[156436814]
156_21349	chr2	157326644	157327044	+	640	25.0	[]	[]	[8.357435]	[138]	[]	[157326827]
156_2135	chr2	112272662	112273062	+	1000	116.0	[]	[]	[9.473773, 7.3913875]	[82, 87]	[]	[112272835, 112272840]
156_21352	chr2	168807371	168807771	+	608	25.0	[11.148683]	[112]	[]	[]	[168807574]	[]
156_21354	chr2	170248019	170248419	+	706	25.0	[11.148683]	[75]	[]	[]	[170248176]	[]
156_21355	chr2	170747929	170748329	+	702	25.0	[]	[]	[7.3913875, 8.230114]	[169, 189]	[]	[170748156, 170748176]
156_21358	chr2	177394348	177394748	+	627	25.0	[]	[]	[9.473773]	[125]	[]	[177394559]
156_2136	chr2	217842053	217842453	+	1000	116.0	[8.203644]	[58]	[]	[]	[217842206]	[]
156_21361	chr2	178287650	178288050	+	744	25.0	[11.148683]	[66]	[]	[]	[178287809]	[]
156_21362	chr2	182784748	182785148	+	739	25.0	[]	[]	[8.230114]	[160]	[]	[182784951]
156_21366	chr2	202655421	202655821	+	700	25.0	[11.148683]	[80]	[]	[]	[202655599]	[]
156_21367	chr2	209041285	209041685	+	688	25.0	[]	[]	[7.286461, 11.148683]	[103, 144]	[]	[209041478, 209041519]
156_21368	chr2	219522049	219522449	+	642	25.0	[]	[]	[8.203644]	[145]	[]	[219522258]
156_2137	chr22	19730891	19731291	+	1000	116.0	[]	[]	[11.148683]	[106]	[]	[19731095]
156_21370	chr2	233055326	233055726	+	692	25.0	[]	[]	[11.148683, 12.392342]	[66, 78]	[]	[233055477, 233055489]
156_21374	chr20	3446829	3447229	+	599	25.0	[]	[]	[7.696181, 9.473773]	[111, 150]	[]	[3447032, 3447071]
156_21375	chr20	3819889	3820289	+	714	25.0	[]	[]	[11.148683]	[154]	[]	[3820100]
156_21376	chr20	17971536	17971936	+	675	25.0	[]	[]	[12.392342]	[109]	[]	[17971731]
156_21378	chr20	32333070	32333470	+	679	25.0	[12.392342, 7.286461]	[119, 156]	[]	[]	[32333283, 32333320]	[]
156_21380	chr20	36924415	36924815	+	572	25.0	[]	[]	[7.392081]	[115]	[]	[36924619]
156_21381	chr20	37627410	37627810	+	616	25.0	[]	[]	[11.148683]	[106]	[]	[37627613]
156_21389	chr20	50151060	50151460	+	587	25.0	[]	[]	[7.286461]	[139]	[]	[50151247]
156_2139	chr3	54926244	54926644	+	1000	116.0	[11.148683, 11.148683]	[106, 154]	[]	[]	[54926427, 54926475]	[]
156_21391	chr20	53829620	53830020	+	697	25.0	[]	[]	[7.842722]	[184]	[]	[53829849]
156_21394	chr21	15558945	15559345	+	557	25.0	[]	[]	[11.148683]	[130]	[]	[15559170]
156_21399	chr21	35266903	35267303	+	582	25.0	[11.148683]	[117]	[11.148683]	[86]	[35267117]	[35267086]
156_214	chr10	71980235	71980635	+	1000	307.0	[8.230114, 12.392342, 11.148683]	[59, 94, 137]	[]	[]	[71980392, 71980427, 71980470]	[]
156_2140	chr3	68957866	68958266	+	1000	116.0	[11.148683, 7.392081]	[93, 161]	[]	[]	[68958048, 68958116]	[]
156_21401	chr21	36478201	36478601	+	693	25.0	[]	[]	[7.392081]	[237]	[]	[36478443]
156_21409	chr22	19324537	19324937	+	633	25.0	[8.203644]	[179]	[8.203644]	[176]	[19324776]	[19324773]
156_21411	chr22	20035295	20035695	+	737	25.0	[12.392342]	[113]	[]	[]	[20035501]	[]
156_21413	chr22	20540306	20540706	+	600	25.0	[]	[]	[8.190248]	[115]	[]	[20540508]
156_21414	chr22	20673582	20673982	+	557	25.0	[]	[]	[8.203644]	[126]	[]	[20673795]
156_21419	chr22	21035478	21035878	+	716	25.0	[]	[]	[7.464151]	[116]	[]	[21035638]
156_2142	chr4	152663541	152663941	+	1000	116.0	[]	[]	[7.392081]	[82]	[]	[152663703]
156_21421	chr22	21577652	21578052	+	721	25.0	[7.464151]	[213]	[]	[]	[21577889]	[]
156_21423	chr22	21614239	21614639	+	604	25.0	[8.190248]	[207]	[]	[]	[21614484]	[]
156_21426	chr22	21821346	21821746	+	567	25.0	[7.392081]	[76]	[]	[]	[21821511]	[]
156_21429	chr22	22370931	22371331	+	669	25.0	[7.3913875]	[72]	[]	[]	[22371084]	[]
156_2143	chr5	95723505	95723905	+	1000	116.0	[11.148683]	[91]	[]	[]	[95723690]	[]
156_21443	chr22	22897716	22898116	+	614	25.0	[8.04971]	[204]	[]	[]	[22897963]	[]
156_21445	chr22	22990349	22990749	+	668	25.0	[]	[]	[8.635739]	[130]	[]	[22990540]
156_21447	chr22	23000139	23000539	+	693	25.0	[8.635739]	[194]	[7.696181]	[114]	[23000376]	[23000296]
156_21449	chr22	23152353	23152753	+	725	25.0	[]	[]	[7.392081]	[206]	[]	[23152599]
156_2145	chr6	13319908	13320308	+	1000	116.0	[9.473773]	[57]	[]	[]	[13320061]	[]
156_21451	chr22	30990641	30991041	+	609	25.0	[7.286461]	[114]	[]	[]	[30990811]	[]
156_21452	chr22	36002059	36002459	+	676	25.0	[11.148683]	[125]	[]	[]	[36002272]	[]
156_21455	chr3	9400980	9401380	+	713	25.0	[]	[]	[11.148683]	[203]	[]	[9401225]
156_21459	chr3	10194210	10194610	+	728	25.0	[]	[]	[8.230114]	[117]	[]	[10194425]
156_2146	chr6	15915472	15915872	+	1000	116.0	[11.148683]	[131]	[]	[]	[15915700]	[]
156_21460	chr3	11604452	11604852	+	727	25.0	[]	[]	[11.148683]	[121]	[]	[11604617]
156_21463	chr3	13452735	13453135	+	631	25.0	[]	[]	[7.464151]	[145]	[]	[13452929]
156_21465	chr3	15040866	15041266	+	649	25.0	[]	[]	[8.230114]	[135]	[]	[15041095]
156_21467	chr3	21783858	21784258	+	690	25.0	[8.230114]	[138]	[]	[]	[21784078]	[]
156_21471	chr3	36736282	36736682	+	718	25.0	[11.148683]	[84]	[11.148683]	[143]	[36736462]	[36736521]
156_21473	chr3	38004366	38004766	+	552	25.0	[]	[]	[12.392342]	[181]	[]	[38004602]
156_21476	chr3	44398337	44398737	+	580	25.0	[]	[]	[8.230114]	[162]	[]	[44398559]
156_21478	chr3	45097349	45097749	+	588	25.0	[]	[]	[12.392342]	[94]	[]	[45097533]
156_2148	chr6	19995889	19996289	+	1000	116.0	[]	[]	[12.392342, 11.148683]	[65, 108]	[]	[19996054, 19996097]
156_21480	chr3	46825401	46825801	+	726	25.0	[]	[]	[11.148683]	[126]	[]	[46825625]
156_21484	chr3	58899896	58900296	+	601	25.0	[]	[]	[11.148683]	[114]	[]	[58900081]
156_21485	chr3	69866009	69866409	+	751	25.0	[8.230114]	[97]	[]	[]	[69866193]	[]
156_21486	chr3	72020315	72020715	+	650	25.0	[11.148683]	[104]	[]	[]	[72020512]	[]
156_21487	chr3	72448896	72449296	+	623	25.0	[]	[]	[12.392342]	[100]	[]	[72449050]
156_21488	chr3	72729209	72729609	+	558	25.0	[]	[]	[11.148683]	[136]	[]	[72729427]
156_2149	chr6	106829422	106829822	+	1000	116.0	[]	[]	[8.230114]	[125]	[]	[106829646]
156_21491	chr3	121574424	121574824	+	728	25.0	[7.3913875]	[78]	[]	[]	[121574584]	[]
156_21492	chr3	123298857	123299257	+	697	25.0	[11.148683, 8.635739]	[92, 133]	[]	[]	[123299032, 123299073]	[]
156_21496	chr3	140898311	140898711	+	568	25.0	[7.74083]	[71]	[]	[]	[140898474]	[]
156_21499	chr3	155863434	155863834	+	724	25.0	[8.230114]	[138]	[]	[]	[155863643]	[]
156_215	chr1	65412471	65412871	+	1000	306.0	[]	[]	[8.230114]	[111]	[]	[65412680]
156_2150	chr6	134315195	134315595	+	1000	116.0	[]	[]	[11.148683]	[123]	[]	[134315418]
156_21502	chr3	170777248	170777648	+	666	25.0	[9.473773]	[91]	[]	[]	[170777432]	[]
156_21503	chr3	172869629	172870029	+	622	25.0	[8.230114]	[78]	[]	[]	[172869798]	[]
156_21505	chr3	179655268	179655668	+	698	25.0	[7.392081]	[130]	[]	[]	[179655473]	[]
156_2151	chr6	139518563	139518963	+	1000	116.0	[11.148683]	[112]	[]	[]	[139518763]	[]
156_21510	chr3	194682557	194682957	+	564	25.0	[11.148683]	[115]	[]	[]	[194682723]	[]
156_2152	chr8	38091689	38092089	+	1000	116.0	[]	[]	[11.148683]	[145]	[]	[38091922]
156_21520	chr4	46081616	46082016	+	720	25.0	[]	[]	[8.230114]	[106]	[]	[46081817]
156_21525	chr4	67577947	67578347	+	671	25.0	[11.148683]	[59]	[7.392081]	[135]	[67578101]	[67578177]
156_21528	chr4	76002083	76002483	+	590	25.0	[]	[]	[8.635739]	[172]	[]	[76002260]
156_2153	chr8	66105673	66106073	+	1000	116.0	[]	[]	[11.148683]	[105]	[]	[66105877]
156_21533	chr4	89136492	89136892	+	636	25.0	[]	[]	[11.148683]	[105]	[]	[89136691]
156_21536	chr4	105808031	105808431	+	641	25.0	[8.230114, 8.230114, 7.286461]	[122, 134, 146]	[]	[]	[105808205, 105808217, 105808229]	[]
156_21538	chr4	123669169	123669569	+	701	25.0	[8.190248]	[138]	[]	[]	[123669402]	[]
156_21539	chr4	127846131	127846531	+	721	25.0	[]	[]	[11.148683]	[132]	[]	[127846311]
156_2154	chr8	90167952	90168352	+	1000	116.0	[]	[]	[8.230114]	[124]	[]	[90168173]
156_21540	chr4	138696046	138696446	+	670	25.0	[9.473773]	[98]	[]	[]	[138696237]	[]
156_21541	chr4	139011243	139011643	+	701	25.0	[8.230114]	[143]	[]	[]	[139011454]	[]
156_21543	chr4	158877009	158877409	+	689	25.0	[9.473773]	[163]	[]	[]	[158877246]	[]
156_2155	chr8	102811160	102811560	+	1000	116.0	[11.148683, 7.286461]	[88, 96]	[]	[]	[102811344, 102811352]	[]
156_21551	chr5	55885456	55885856	+	751	25.0	[11.148683]	[152]	[]	[]	[55885679]	[]
156_21553	chr5	72107211	72107611	+	720	25.0	[]	[]	[7.392081]	[201]	[]	[72107455]
156_21554	chr5	72237396	72237796	+	729	25.0	[8.357435]	[150]	[]	[]	[72237610]	[]
156_21555	chr5	75669075	75669475	+	711	25.0	[11.148683]	[117]	[]	[]	[75669290]	[]
156_21556	chr5	76329297	76329697	+	744	25.0	[7.286461]	[121]	[]	[]	[76329453]	[]
156_2156	chr9	38390421	38390821	+	1000	116.0	[11.148683]	[63]	[]	[]	[38390575]	[]
156_21561	chr5	109688518	109688918	+	645	25.0	[8.230114]	[101]	[]	[]	[109688710]	[]
156_21565	chr5	131389872	131390272	+	609	25.0	[]	[]	[8.190248, 11.148683]	[137, 161]	[]	[131390091, 131390115]
156_21567	chr5	132147616	132148016	+	673	25.0	[11.148683]	[113]	[]	[]	[132147820]	[]
156_2157	chr9	94278764	94279164	+	1000	116.0	[11.148683]	[108]	[]	[]	[94278964]	[]
156_21571	chr5	135481333	135481733	+	607	25.0	[7.286461]	[140]	[]	[]	[135481560]	[]
156_21572	chr5	136569904	136570304	+	670	25.0	[]	[]	[11.148683, 7.286461, 11.148683]	[80, 87, 122]	[]	[136570078, 136570085, 136570120]
156_21575	chr5	148685521	148685921	+	630	25.0	[9.473773, 11.148683]	[100, 148]	[7.3913875]	[113]	[148685719, 148685767]	[148685732]
156_21576	chr5	149853004	149853404	+	694	25.0	[8.230114]	[89]	[]	[]	[149853181]	[]
156_21579	chr5	163434309	163434709	+	690	25.0	[8.230114]	[94]	[]	[]	[163434488]	[]
156_21580	chr5	173324070	173324470	+	696	25.0	[8.230114]	[132]	[]	[]	[173324284]	[]
156_21581	chr5	175878850	175879250	+	590	25.0	[]	[]	[11.148683]	[145]	[]	[175879077]
156_21584	chr5	176866978	176867378	+	662	25.0	[]	[]	[8.230114]	[101]	[]	[176867149]
156_21588	chr6	2718715	2719115	+	695	25.0	[]	[]	[8.230114]	[106]	[]	[2718876]
156_21589	chr6	2783526	2783926	+	572	25.0	[]	[]	[11.148683]	[101]	[]	[2783718]
156_2159	chr1	203300384	203300784	+	1000	115.0	[8.230114]	[128]	[9.473773]	[80]	[203300604]	[203300556]
156_21592	chr6	3256850	3257250	+	549	25.0	[]	[]	[11.148683]	[144]	[]	[3257083]
156_21594	chr6	6556881	6557281	+	715	25.0	[11.148683]	[123]	[]	[]	[6557063]	[]
156_21595	chr6	7150614	7151014	+	701	25.0	[]	[]	[8.230114]	[113]	[]	[7150803]
156_21596	chr6	10919129	10919529	+	662	25.0	[7.392081]	[108]	[]	[]	[10919335]	[]
156_21597	chr6	11097497	11097897	+	716	25.0	[11.148683]	[89]	[]	[]	[11097686]	[]
156_2160	chr10	50565213	50565613	+	1000	115.0	[8.190248]	[74]	[]	[]	[50565375]	[]
156_21601	chr6	13883916	13884316	+	744	25.0	[]	[]	[8.357435]	[130]	[]	[13884086]
156_21603	chr6	14930246	14930646	+	711	25.0	[]	[]	[7.3913875]	[108]	[]	[14930421]
156_21605	chr6	15343510	15343910	+	552	25.0	[7.464151]	[153]	[7.3913875]	[136]	[15343740]	[15343723]
156_21606	chr6	15456460	15456860	+	617	25.0	[7.3913875]	[70]	[]	[]	[15456623]	[]
156_21607	chr6	15628724	15629124	+	619	25.0	[8.635739]	[166]	[]	[]	[15628949]	[]
156_21609	chr6	17729788	17730188	+	553	25.0	[7.3913875, 8.190248]	[59, 81]	[]	[]	[17729944, 17729966]	[]
156_2161	chr11	74086419	74086819	+	1000	115.0	[]	[]	[8.190248]	[66]	[]	[74086577]
156_21612	chr6	26121054	26121454	+	727	25.0	[9.473773]	[193]	[]	[]	[26121253]	[]
156_21617	chr6	27279530	27279930	+	720	25.0	[8.357435, 7.286461]	[116, 128]	[]	[]	[27279715, 27279727]	[]
156_2162	chr11	94077834	94078234	+	1000	115.0	[11.148683]	[149]	[11.148683]	[116]	[94078077]	[94078044]
156_21623	chr6	28406469	28406869	+	635	25.0	[]	[]	[8.230114]	[99]	[]	[28406654]
156_21624	chr6	28424165	28424565	+	575	25.0	[8.635739]	[59]	[9.473773]	[109]	[28424316]	[28424366]
156_2163	chr11	95109016	95109416	+	1000	115.0	[11.148683]	[106]	[]	[]	[95109218]	[]
156_21634	chr6	37157070	37157470	+	545	25.0	[11.148683]	[83]	[]	[]	[37157233]	[]
156_21639	chr6	41789398	41789798	+	737	25.0	[8.230114]	[67]	[]	[]	[41789550]	[]
156_2164	chr12	47777691	47778091	+	1000	115.0	[7.3065944]	[158]	[]	[]	[47777932]	[]
156_21641	chr6	42046733	42047133	+	709	25.0	[11.148683]	[156]	[8.190248]	[150]	[42046968]	[42046962]
156_21643	chr6	43934001	43934401	+	726	25.0	[11.148683]	[196]	[8.230114]	[210]	[43934213]	[43934227]
156_21649	chr6	52598187	52598587	+	735	25.0	[]	[]	[9.473773]	[109]	[]	[52598379]
156_2165	chr12	51917740	51918140	+	1000	115.0	[8.190248]	[80]	[9.473773]	[147]	[51917904]	[51917971]
156_21653	chr6	73285668	73286068	+	570	25.0	[11.148683]	[171]	[]	[]	[73285896]	[]
156_21654	chr6	73422418	73422818	+	707	25.0	[]	[]	[7.392081]	[137]	[]	[73422638]
156_21655	chr6	90406817	90407217	+	638	25.0	[8.230114]	[136]	[]	[]	[90407019]	[]
156_21656	chr6	95573758	95574158	+	755	25.0	[]	[]	[11.148683]	[112]	[]	[95573957]
156_21657	chr6	108662713	108663113	+	691	25.0	[11.148683]	[109]	[]	[]	[108662913]	[]
156_21661	chr6	136483822	136484222	+	616	25.0	[11.148683]	[111]	[]	[]	[136484020]	[]
156_21665	chr6	145731725	145732125	+	743	25.0	[]	[]	[7.464151]	[86]	[]	[145731895]
156_21666	chr6	149233243	149233643	+	686	25.0	[11.148683]	[96]	[]	[]	[149233436]	[]
156_21668	chr6	149504426	149504826	+	734	25.0	[8.190248]	[91]	[]	[]	[149504591]	[]
156_21671	chr6	150156622	150157022	+	735	25.0	[12.392342]	[139]	[]	[]	[150156851]	[]
156_21673	chr6	157867282	157867682	+	679	25.0	[7.3065944]	[136]	[]	[]	[157867497]	[]
156_21676	chr6	159966161	159966561	+	666	25.0	[7.3913875]	[98]	[]	[]	[159966347]	[]
156_21677	chr6	160951287	160951687	+	705	25.0	[]	[]	[11.148683]	[164]	[]	[160951528]
156_2168	chr14	68762893	68763293	+	1000	115.0	[11.148683]	[75]	[]	[]	[68763066]	[]
156_21680	chr6	163417530	163417930	+	718	25.0	[]	[]	[7.392081]	[71]	[]	[163417682]
156_21682	chr6	164098934	164099334	+	687	25.0	[11.148683]	[83]	[]	[]	[164099116]	[]
156_21685	chr7	6367898	6368298	+	688	25.0	[11.148683]	[173]	[]	[]	[6368142]	[]
156_21687	chr7	7979599	7979999	+	649	25.0	[]	[]	[11.148683]	[93]	[]	[7979777]
156_21689	chr7	22675984	22676384	+	613	25.0	[9.473773]	[180]	[]	[]	[22676223]	[]
156_2169	chr15	92848850	92849250	+	1000	115.0	[8.230114]	[85]	[7.392081]	[126]	[92849032]	[92849073]
156_21690	chr7	22771828	22772228	+	739	25.0	[]	[]	[11.148683]	[128]	[]	[22772038]
156_21692	chr7	23357406	23357806	+	683	25.0	[11.148683]	[72]	[]	[]	[23357568]	[]
156_21693	chr7	23607154	23607554	+	664	25.0	[11.148683]	[91]	[]	[]	[23607338]	[]
156_21694	chr7	25927171	25927571	+	576	25.0	[]	[]	[8.357435]	[137]	[]	[25927379]
156_21696	chr7	32897413	32897813	+	686	25.0	[8.230114, 11.148683]	[100, 167]	[]	[]	[32897585, 32897652]	[]
156_21697	chr7	36291512	36291912	+	664	25.0	[]	[]	[7.286461]	[168]	[]	[36291740]
156_21699	chr7	39721866	39722266	+	713	25.0	[]	[]	[7.842722]	[86]	[]	[39722039]
156_2170	chr17	49294602	49295002	+	1000	115.0	[]	[]	[11.148683]	[135]	[]	[49294836]
156_21702	chr7	42987632	42988032	+	605	25.0	[7.286461]	[143]	[8.230114]	[94]	[42987866]	[42987817]
156_21704	chr7	44498188	44498588	+	682	25.0	[8.190248]	[183]	[]	[]	[44498421]	[]
156_21707	chr7	50214081	50214481	+	569	25.0	[]	[]	[8.230114]	[90]	[]	[50214260]
156_21708	chr7	56051172	56051572	+	652	25.0	[8.230114]	[118]	[]	[]	[56051375]	[]
156_21710	chr7	97027658	97028058	+	690	25.0	[]	[]	[11.148683]	[74]	[]	[97027813]
156_21711	chr7	97342505	97342905	+	542	25.0	[]	[]	[11.148683]	[155]	[]	[97342728]
156_21719	chr7	102420068	102420468	+	730	25.0	[8.203644]	[114]	[]	[]	[102420271]	[]
156_2172	chr19	18373842	18374242	+	1000	115.0	[]	[]	[8.230114]	[89]	[]	[18374029]
156_21720	chr7	105353777	105354177	+	605	25.0	[8.230114]	[88]	[]	[]	[105353931]	[]
156_21721	chr7	105585769	105586169	+	637	25.0	[]	[]	[8.230114]	[136]	[]	[105585981]
156_21723	chr7	106122674	106123074	+	631	25.0	[8.230114]	[172]	[]	[]	[106122891]	[]
156_21725	chr7	106573673	106574073	+	691	25.0	[]	[]	[8.230114]	[164]	[]	[106573888]
156_21726	chr7	106808607	106809007	+	717	25.0	[8.230114]	[69]	[]	[]	[106808776]	[]
156_21731	chr7	107404981	107405381	+	677	25.0	[8.190248]	[146]	[]	[]	[107405152]	[]
156_21733	chr7	116479093	116479493	+	603	25.0	[]	[]	[9.473773]	[131]	[]	[116479312]
156_2174	chr2	12852167	12852567	+	1000	115.0	[8.190248]	[85]	[11.148683]	[123]	[12852333]	[12852371]
156_21746	chr7	134212591	134212991	+	581	25.0	[]	[]	[11.148683, 9.473773]	[123, 209]	[]	[134212751, 134212837]
156_21749	chr7	135800436	135800836	+	683	25.0	[11.148683]	[136]	[]	[]	[135800630]	[]
156_2175	chr2	121596334	121596734	+	1000	115.0	[11.148683]	[111]	[]	[]	[121596528]	[]
156_21752	chr7	139242699	139243099	+	600	25.0	[]	[]	[11.148683]	[179]	[]	[139242902]
156_21755	chr7	139908829	139909229	+	592	25.0	[]	[]	[7.392081]	[146]	[]	[139909060]
156_21759	chr7	143416510	143416910	+	620	25.0	[7.286461]	[108]	[7.842722]	[122]	[143416698]	[143416712]
156_2176	chr2	145751215	145751615	+	1000	115.0	[8.230114]	[87]	[]	[]	[145751393]	[]
156_21760	chr7	145797439	145797839	+	697	25.0	[]	[]	[11.148683]	[199]	[]	[145797687]
156_21763	chr7	149750739	149751139	+	698	25.0	[11.148683]	[138]	[7.392081]	[130]	[149750960]	[149750952]
156_21769	chr7	153470281	153470681	+	705	25.0	[]	[]	[8.230114]	[141]	[]	[153470510]
156_2177	chr2	157221371	157221771	+	1000	115.0	[]	[]	[9.473773]	[98]	[]	[157221554]
156_21771	chr8	7063527	7063927	+	749	25.0	[11.148683]	[106]	[]	[]	[7063718]	[]
156_21772	chr8	8799633	8800033	+	703	25.0	[8.190248]	[148]	[]	[]	[8799874]	[]
156_21773	chr8	8864632	8865032	+	614	25.0	[]	[]	[11.148683]	[115]	[]	[8864831]
156_21775	chr8	11355450	11355850	+	683	25.0	[8.203644]	[92]	[]	[]	[11355628]	[]
156_21777	chr8	21940672	21941072	+	647	25.0	[8.190248]	[61]	[]	[]	[21940824]	[]
156_21778	chr8	22430237	22430637	+	674	25.0	[]	[]	[7.842722]	[83]	[]	[22430416]
156_21779	chr8	23499343	23499743	+	678	25.0	[]	[]	[11.148683]	[108]	[]	[23499545]
156_21782	chr8	38030865	38031265	+	609	25.0	[7.392081]	[187]	[]	[]	[38031114]	[]
156_21783	chr8	38108202	38108602	+	637	25.0	[]	[]	[7.842722]	[127]	[]	[38108358]
156_21789	chr8	65955689	65956089	+	605	25.0	[7.3913875]	[71]	[]	[]	[65955847]	[]
156_2179	chr22	41523570	41523970	+	1000	115.0	[11.148683]	[90]	[]	[]	[41523759]	[]
156_21792	chr8	91003785	91004185	+	738	25.0	[]	[]	[11.148683]	[183]	[]	[91004018]
156_21794	chr8	95225325	95225725	+	689	25.0	[]	[]	[7.464151]	[104]	[]	[95225497]
156_21796	chr8	100216168	100216568	+	707	25.0	[11.148683]	[166]	[7.464151]	[128]	[100216387]	[100216349]
156_21797	chr8	105592643	105593043	+	569	25.0	[7.392081]	[106]	[9.473773]	[193]	[105592794]	[105592881]
156_21799	chr8	123040264	123040664	+	706	25.0	[]	[]	[11.148683, 7.3065944]	[105, 162]	[]	[123040432, 123040489]
156_218	chr4	110248806	110249206	+	1000	306.0	[8.357435, 11.148683]	[74, 141]	[]	[]	[110248979, 110249046]	[]
156_21806	chr8	130507523	130507923	+	716	25.0	[11.148683]	[86]	[]	[]	[130507697]	[]
156_21807	chr8	134776656	134777056	+	611	25.0	[]	[]	[7.392081]	[140]	[]	[134776852]
156_21813	chr9	34995670	34996070	+	637	25.0	[]	[]	[11.148683, 7.286461]	[105, 115]	[]	[34995870, 34995880]
156_21816	chr9	83965598	83965998	+	610	25.0	[7.74083]	[113]	[]	[]	[83965759]	[]
156_2182	chr3	178260842	178261242	+	1000	115.0	[8.230114]	[92]	[]	[]	[178261034]	[]
156_21820	chr9	94780694	94781094	+	550	25.0	[]	[]	[9.473773]	[86]	[]	[94780849]
156_21824	chr9	112447270	112447670	+	658	25.0	[8.04971]	[150]	[]	[]	[112447458]	[]
156_21825	chr9	113398051	113398451	+	712	25.0	[]	[]	[8.230114]	[114]	[]	[113398246]
156_21828	chr9	123823523	123823923	+	564	25.0	[]	[]	[12.392342, 11.148683]	[76, 170]	[]	[123823677, 123823771]
156_21833	chr9	130868205	130868605	+	719	25.0	[7.3913875]	[110]	[7.392081]	[123]	[130868403]	[130868416]
156_21836	chr9	130900944	130901344	+	598	25.0	[]	[]	[7.842722]	[192]	[]	[130901164]
156_21846	chrUn_GL000216v2	9880	10280	+	653	25.0	[7.74083]	[134]	[]	[]	[10114]	[]
156_21847	chrUn_GL000219v1	91673	92073	+	597	25.0	[]	[]	[8.230114]	[130]	[]	[91900]
156_2185	chr6	157747425	157747825	+	1000	115.0	[11.148683]	[94]	[8.230114]	[106]	[157747613]	[157747625]
156_21852	chrX	25052813	25053213	+	755	25.0	[]	[]	[11.148683]	[115]	[]	[25053025]
156_21853	chrX	38638903	38639303	+	571	25.0	[]	[]	[11.148683, 7.74083]	[144, 149]	[]	[38639147, 38639152]
156_21859	chrX	120224393	120224793	+	691	25.0	[]	[]	[11.148683]	[135]	[]	[120224617]
156_21860	chrX	123817535	123817935	+	745	25.0	[]	[]	[7.3913875, 7.392081]	[113, 118]	[]	[123817726, 123817731]
