#PeakID(python scan_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_1727	chr7	150962731	150963131	+	1000	61.0	[1.6608478]	[131]	[4.7286563, 3.0733116, 1.9754441]	[148, 149, 156]	[150962951]	[150962968, 150962969, 150962976]
874_17285	chr1	149812002	149812402	+	703	30.5	[]	[]	[2.1633391]	[78]	[]	[149812162]
874_17295	chr1	179130021	179130421	+	623	30.5	[4.3570724]	[114]	[]	[]	[179130176]	[]
874_17301	chr1	201254593	201254993	+	611	30.5	[]	[]	[2.638796]	[158]	[]	[201254822]
874_17302	chr1	201674097	201674497	+	596	30.5	[]	[]	[1.667941, 2.419791, 8.602029]	[184, 188, 191]	[]	[201674297, 201674301, 201674304]
874_17305	chr1	203758827	203759227	+	635	30.5	[10.203494, 9.478014, 4.20259, 8.113328]	[104, 107, 108, 109]	[]	[]	[203759013, 203759016, 203759017, 203759018]	[]
874_17307	chr1	205430890	205431290	+	706	30.5	[]	[]	[1.6259215, 3.2919888, 7.6629043]	[106, 108, 110]	[]	[205431055, 205431057, 205431059]
874_17310	chr1	207923570	207923970	+	588	30.5	[]	[]	[7.813164, 2.7264135]	[144, 145]	[]	[207923750, 207923751]
874_17311	chr1	208036843	208037243	+	693	30.5	[]	[]	[8.220514]	[99]	[]	[208037031]
874_17313	chr1	211579624	211580024	+	660	30.5	[2.9769318]	[238]	[]	[]	[211579873]	[]
874_17314	chr1	222455439	222455839	+	672	30.5	[9.885597]	[91]	[]	[]	[222455612]	[]
874_17315	chr1	224726954	224727354	+	624	30.5	[]	[]	[16.31529]	[172]	[]	[224727162]
874_17324	chr1	244354338	244354738	+	673	30.5	[7.6076403]	[139]	[]	[]	[244354504]	[]
874_17326	chr10	7007532	7007932	+	661	30.5	[5.1634774, 2.7553024, 14.015229, 5.2110963, 7.6602798]	[105, 107, 108, 110, 112]	[]	[]	[7007695, 7007697, 7007698, 7007700, 7007702]	[]
874_17329	chr10	22607144	22607544	+	564	30.5	[2.6393502]	[161]	[]	[]	[22607371]	[]
874_17331	chr10	24921200	24921600	+	588	30.5	[11.345669, 6.66725, 3.6938465, 3.0804574, 18.836569, 6.616701]	[54, 56, 57, 58, 59, 60]	[]	[]	[24921353, 24921355, 24921356, 24921357, 24921358, 24921359]	[]
874_17333	chr10	46032219	46032619	+	652	30.5	[]	[]	[5.6684904]	[130]	[]	[46032403]
874_17334	chr10	49297594	49297994	+	602	30.5	[]	[]	[3.955538, 1.7927794, 4.8445864, 5.9234066]	[153, 176, 178, 181]	[]	[49297806, 49297829, 49297831, 49297834]
874_17337	chr10	62816338	62816738	+	665	30.5	[]	[]	[2.6421988]	[123]	[]	[62816550]
874_1734	chr1	30756701	30757101	+	1000	60.5	[7.9290524]	[101]	[3.2919888, 5.6361794]	[57, 59]	[30756896]	[30756852, 30756854]
874_17342	chr10	72340532	72340932	+	683	30.5	[]	[]	[7.336976, 10.595623]	[125, 126]	[]	[72340736, 72340737]
874_1735	chr1	31938497	31938897	+	1000	60.5	[]	[]	[1.9666393]	[77]	[]	[31938666]
874_17351	chr10	119872741	119873141	+	665	30.5	[]	[]	[3.0920835]	[121]	[]	[119872893]
874_17356	chr11	5258643	5259043	+	624	30.5	[2.1652963, 9.467226]	[141, 142]	[]	[]	[5258843, 5258844]	[]
874_17360	chr11	13114864	13115264	+	587	30.5	[2.5351157, 2.5546238]	[150, 159]	[]	[]	[13115081, 13115090]	[]
874_1737	chr1	46132507	46132907	+	1000	60.5	[4.033833, 5.859234]	[127, 160]	[]	[]	[46132674, 46132707]	[]
874_17371	chr11	57395546	57395946	+	659	30.5	[]	[]	[2.6691306]	[165]	[]	[57395753]
874_17372	chr11	57530327	57530727	+	617	30.5	[1.9122573]	[231]	[]	[]	[57530577]	[]
874_17375	chr11	65181994	65182394	+	554	30.5	[]	[]	[3.2651608]	[139]	[]	[65182190]
874_17379	chr11	67353854	67354254	+	619	30.5	[14.205964, 7.336976, 11.606323, 5.3015723, 3.6315672]	[98, 99, 101, 102, 109]	[]	[]	[67354013, 67354014, 67354016, 67354017, 67354024]	[]
874_1738	chr1	46582912	46583312	+	1000	60.5	[4.0532475]	[95]	[]	[]	[46583105]	[]
874_17381	chr11	70196063	70196463	+	648	30.5	[]	[]	[4.781296]	[166]	[]	[70196263]
874_17386	chr11	110070194	110070594	+	634	30.5	[]	[]	[2.0472963, 2.6773293]	[131, 162]	[]	[110070381, 110070412]
874_17393	chr12	52032735	52033135	+	638	30.5	[7.786472, 9.923372, 7.357018]	[137, 138, 185]	[]	[]	[52032889, 52032890, 52032937]	[]
874_17394	chr12	52604851	52605251	+	562	30.5	[]	[]	[5.532612, 7.682215, 2.773301]	[69, 70, 127]	[]	[52605005, 52605006, 52605063]
874_17399	chr12	93242550	93242950	+	664	30.5	[]	[]	[1.7828958]	[185]	[]	[93242798]
874_174	chr1	123926100	123926500	+	1000	145.0	[]	[]	[2.772698, 4.8420653]	[124, 126]	[]	[123926292, 123926294]
874_17402	chr12	116598308	116598708	+	708	30.5	[6.3952265, 3.2431219, 8.676515, 14.554859]	[122, 181, 185, 186]	[]	[]	[116598475, 116598534, 116598538, 116598539]	[]
874_17404	chr12	123719581	123719981	+	703	30.5	[]	[]	[9.5851755, 2.1334553]	[193, 194]	[]	[123719817, 123719818]
874_17409	chr13	80678413	80678813	+	681	30.5	[]	[]	[2.1950033]	[118]	[]	[80678629]
874_17412	chr13	80715937	80716337	+	635	30.5	[]	[]	[1.9640148]	[201]	[]	[80716145]
874_17431	chr13	107924213	107924613	+	666	30.5	[]	[]	[4.209262]	[144]	[]	[107924446]
874_17434	chr14	24081045	24081445	+	595	30.5	[6.3827605, 2.0999358, 2.6316926, 4.37903, 11.312945]	[131, 137, 138, 139, 140]	[]	[]	[24081196, 24081202, 24081203, 24081204, 24081205]	[]
874_17435	chr14	24213375	24213775	+	675	30.5	[12.261995, 3.5489657]	[149, 152]	[]	[]	[24213603, 24213606]	[]
874_17443	chr14	100192546	100192946	+	649	30.5	[3.4172382]	[128]	[]	[]	[100192750]	[]
874_17445	chr15	27127675	27128075	+	690	30.5	[]	[]	[5.454058, 3.6454492]	[167, 169]	[]	[27127874, 27127876]
874_17448	chr15	41494875	41495275	+	666	30.5	[]	[]	[3.6003637]	[180]	[]	[41495121]
874_1745	chr1	244451487	244451887	+	1000	60.5	[1.7644244]	[152]	[]	[]	[244451711]	[]
874_17451	chr15	50424165	50424565	+	684	30.5	[]	[]	[7.2729073]	[143]	[]	[50424399]
874_17452	chr15	59657205	59657605	+	632	30.5	[3.059533, 7.7463875]	[102, 106]	[]	[]	[59657388, 59657392]	[]
874_17454	chr15	67840266	67840666	+	666	30.5	[5.086258]	[90]	[2.2845972]	[171]	[67840428]	[67840509]
874_17460	chr15	101333860	101334260	+	675	30.5	[3.5681038]	[233]	[]	[]	[101334108]	[]
874_17464	chr16	15055269	15055669	+	660	30.5	[4.677832]	[111]	[]	[]	[15055428]	[]
874_17465	chr16	15807611	15808011	+	550	30.5	[1.9430395]	[205]	[]	[]	[15807860]	[]
874_17466	chr16	20674838	20675238	+	606	30.5	[]	[]	[11.23749, 7.914263, 3.0532694]	[152, 156, 157]	[]	[20675081, 20675085, 20675086]
874_17473	chr16	57186264	57186664	+	643	30.5	[4.6453238]	[177]	[5.687999]	[228]	[57186459]	[57186510]
874_17476	chr16	67841981	67842381	+	624	30.5	[5.623826]	[161]	[]	[]	[67842226]	[]
874_17477	chr16	79764821	79765221	+	660	30.5	[]	[]	[4.610173, 6.5462646, 5.0143547]	[78, 136, 137]	[]	[79764995, 79765053, 79765054]
874_17481	chr17	37358723	37359123	+	699	30.5	[]	[]	[4.0215836]	[138]	[]	[37358891]
874_17482	chr17	39723740	39724140	+	658	30.5	[3.828309, 2.3329945, 4.5783963, 5.974231]	[161, 169, 170, 171]	[]	[]	[39723974, 39723982, 39723983, 39723984]	[]
874_17493	chr17	76659789	76660189	+	541	30.5	[]	[]	[4.623952]	[146]	[]	[76660018]
874_17499	chr18	3037468	3037868	+	621	30.5	[]	[]	[3.4310167]	[157]	[]	[3037681]
874_1750	chr13	108682795	108683195	+	1000	60.5	[3.037598]	[170]	[]	[]	[108683040]	[]
874_17503	chr18	48933089	48933489	+	671	30.5	[2.2514043]	[110]	[]	[]	[48933241]	[]
874_17504	chr18	62450273	62450673	+	581	30.5	[6.2263627, 2.9769318]	[119, 120]	[]	[]	[62450479, 62450480]	[]
874_1751	chr14	104815879	104816279	+	1000	60.5	[4.0093145]	[149]	[]	[]	[104816087]	[]
874_17511	chr19	3284621	3285021	+	626	30.5	[6.8397975]	[239]	[3.345335, 1.7125633, 2.5008473, 4.646102, 3.9712095]	[170, 171, 173, 174, 209]	[3284872]	[3284803, 3284804, 3284806, 3284807, 3284842]
874_17512	chr19	3606188	3606588	+	566	30.5	[5.468543, 2.3848555]	[131, 197]	[]	[]	[3606362, 3606428]	[]
874_1752	chr15	20341906	20342306	+	1000	60.5	[1.8486391, 4.813804, 1.8486391, 4.813804]	[129, 137, 172, 180]	[]	[]	[20342087, 20342095, 20342130, 20342138]	[]
874_17520	chr19	35745456	35745856	+	690	30.5	[]	[]	[9.633634, 1.8505545, 6.8809977]	[145, 146, 147]	[]	[35745697, 35745698, 35745699]
874_17522	chr19	41884205	41884605	+	636	30.5	[]	[]	[5.0662155]	[181]	[]	[41884408]
874_17524	chr19	42140163	42140563	+	555	30.5	[6.5664105]	[167]	[]	[]	[42140398]	[]
874_17527	chr19	43777060	43777460	+	649	30.5	[]	[]	[3.326605, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[142, 143, 145, 147, 149, 151, 153]	[]	[43777298, 43777299, 43777301, 43777303, 43777305, 43777307, 43777309]
874_17530	chr19	44914308	44914708	+	658	30.5	[6.028889, 8.970282]	[165, 166]	[5.034374]	[132]	[44914540, 44914541]	[44914507]
874_17535	chr19	51777486	51777886	+	572	30.5	[]	[]	[5.520301]	[127]	[]	[51777687]
874_17541	chr2	11747956	11748356	+	558	30.5	[]	[]	[6.2806087]	[77]	[]	[11748120]
874_17542	chr2	12278994	12279394	+	594	30.5	[]	[]	[2.6710877]	[127]	[]	[12279168]
874_17543	chr2	15562648	15563048	+	682	30.5	[6.4443083, 3.228802, 3.5654793]	[151, 153, 160]	[]	[]	[15562851, 15562853, 15562860]	[]
874_17544	chr2	16665130	16665530	+	683	30.5	[]	[]	[8.170766]	[124]	[]	[16665340]
874_17545	chr2	25982055	25982455	+	676	30.5	[]	[]	[4.6259093, 2.7386823]	[210, 216]	[]	[25982274, 25982280]
874_17548	chr2	38377409	38377809	+	667	30.5	[10.236002]	[71]	[]	[]	[38377576]	[]
874_1755	chr17	28842412	28842812	+	1000	60.5	[4.8454685, 2.0999358, 2.4813392, 2.4048977]	[116, 150, 151, 211]	[]	[]	[28842565, 28842599, 28842600, 28842660]	[]
874_17552	chr2	55136825	55137225	+	673	30.5	[2.0501225]	[175]	[]	[]	[55137009]	[]
874_17559	chr2	112666762	112667162	+	588	30.5	[]	[]	[2.8907597]	[196]	[]	[112667009]
874_17561	chr2	121530220	121530620	+	692	30.5	[6.164187]	[107]	[]	[]	[121530377]	[]
874_17563	chr2	127064631	127065031	+	695	30.5	[2.6393502]	[111]	[]	[]	[127064792]	[]
874_17564	chr2	130337368	130337768	+	685	30.5	[3.9250998]	[161]	[]	[]	[130337607]	[]
874_17568	chr2	202634504	202634904	+	673	30.5	[3.1841798]	[162]	[]	[]	[202634754]	[]
874_17569	chr2	218710778	218711178	+	542	30.5	[]	[]	[4.9491487, 3.167254]	[64, 72]	[]	[218710929, 218710937]
874_17571	chr20	17965021	17965421	+	666	30.5	[1.6905243]	[222]	[]	[]	[17965262]	[]
874_17574	chr20	32580750	32581150	+	695	30.5	[]	[]	[4.8972874, 2.3848555]	[101, 106]	[]	[32580935, 32580940]
874_17584	chr21	10464659	10465059	+	635	30.5	[]	[]	[2.3207867]	[219]	[]	[10464890]
874_17587	chr21	33751099	33751499	+	673	30.5	[2.9250705, 3.6489627, 12.317386, 2.3129523]	[181, 182, 185, 186]	[]	[]	[33751334, 33751335, 33751338, 33751339]	[]
874_1759	chr19	51800275	51800675	+	1000	60.5	[]	[]	[2.467457]	[102]	[]	[51800462]
874_17599	chr22	19329238	19329638	+	704	30.5	[]	[]	[7.0908704]	[143]	[]	[19329414]
874_17602	chr22	19441830	19442230	+	707	30.5	[2.0701647]	[240]	[]	[]	[19442078]	[]
874_17603	chr22	19913236	19913636	+	553	30.5	[5.9723377]	[124]	[]	[]	[19913427]	[]
874_17604	chr22	19999467	19999867	+	677	30.5	[]	[]	[8.389442, 4.999973, 9.699316, 3.5494356, 1.7968291]	[95, 98, 100, 148, 152]	[]	[19999647, 19999650, 19999652, 19999700, 19999704]
874_17605	chr22	20176387	20176787	+	682	30.5	[]	[]	[4.761921, 2.1324441]	[87, 107]	[]	[20176558, 20176578]
874_17608	chr22	20660365	20660765	+	636	30.5	[]	[]	[6.6673536, 3.3985085]	[184, 189]	[]	[20660607, 20660612]
874_17609	chr22	20811621	20812021	+	554	30.5	[]	[]	[6.2282557]	[163]	[]	[20811870]
874_17614	chr22	25726731	25727131	+	667	30.5	[10.226264]	[131]	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[145, 147, 149, 151, 153, 155, 157, 159, 161, 163, 165, 167, 169, 171, 173, 175]	[25726899]	[25726913, 25726915, 25726917, 25726919, 25726921, 25726923, 25726925, 25726927, 25726929, 25726931, 25726933, 25726935, 25726937, 25726939, 25726941, 25726943]
874_17617	chr22	39959521	39959921	+	656	30.5	[1.7521555]	[190]	[]	[]	[39959758]	[]
874_17618	chr22	41091806	41092206	+	678	30.5	[3.8351338, 2.7572992, 8.084439, 5.954189, 7.524204]	[122, 123, 139, 142, 144]	[]	[]	[41091968, 41091969, 41091985, 41091988, 41091990]	[]
874_17624	chr3	14409240	14409640	+	676	30.5	[6.954898]	[169]	[]	[]	[14409465]	[]
874_17626	chr3	38025246	38025646	+	609	30.5	[1.6285459]	[186]	[]	[]	[38025449]	[]
874_17629	chr3	43185675	43186075	+	672	30.5	[]	[]	[2.5008473, 2.0999358]	[57, 58]	[]	[43185830, 43185831]
874_17632	chr3	46584709	46585109	+	697	30.5	[6.5243297, 4.495598]	[187, 189]	[]	[]	[46584954, 46584956]	[]
874_17634	chr3	72085832	72086232	+	620	30.5	[4.4361606]	[91]	[6.597193, 4.1698666, 5.520146, 3.5653245]	[108, 109, 111, 112]	[72085998]	[72086015, 72086016, 72086018, 72086019]
874_17635	chr3	72319408	72319808	+	666	30.5	[]	[]	[2.5560398]	[105]	[]	[72319596]
874_17637	chr3	150727905	150728305	+	628	30.5	[]	[]	[1.697497, 2.262662]	[96, 101]	[]	[150728087, 150728092]
874_17639	chr3	195160635	195161035	+	571	30.5	[]	[]	[3.9906883]	[167]	[]	[195160834]
874_17641	chr4	6893441	6893841	+	627	30.5	[3.462681, 6.598126]	[200, 205]	[]	[]	[6893656, 6893661]	[]
874_1765	chr22	22697208	22697608	+	1000	60.5	[]	[]	[2.5351157, 5.1634774, 3.7192457]	[94, 117, 180]	[]	[22697361, 22697384, 22697447]
874_17656	chr5	56909957	56910357	+	685	30.5	[]	[]	[4.5813484]	[206]	[]	[56910207]
874_17659	chr5	72280849	72281249	+	706	30.5	[]	[]	[4.339677, 2.999022]	[162, 176]	[]	[72281075, 72281089]
874_17664	chr5	103562399	103562799	+	545	30.5	[2.2950666, 6.9757185, 6.7216935, 6.228359, 5.6376047]	[70, 71, 74, 75, 95]	[]	[]	[103562560, 103562561, 103562564, 103562565, 103562585]	[]
874_17677	chr6	2853725	2854125	+	553	30.5	[4.7937617, 4.1892195, 1.6290799]	[139, 146, 149]	[]	[]	[2853935, 2853942, 2853945]	[]
874_17679	chr6	15440193	15440593	+	689	30.5	[]	[]	[2.1334553]	[100]	[]	[15440387]
874_1768	chr22	23154515	23154915	+	1000	60.5	[4.0856524]	[148]	[]	[]	[23154721]	[]
874_17687	chr6	31662150	31662550	+	604	30.5	[2.0384915]	[189]	[]	[]	[31662374]	[]
874_17688	chr6	31686564	31686964	+	627	30.5	[]	[]	[10.662222, 3.4529521]	[112, 113]	[]	[31686756, 31686757]
874_17689	chr6	32190220	32190620	+	541	30.5	[]	[]	[9.201078, 2.2625582, 8.084439]	[133, 138, 141]	[]	[32190433, 32190438, 32190441]
874_1770	chr3	138915814	138916214	+	1000	60.5	[]	[]	[4.6115894, 9.127282]	[99, 103]	[]	[138915992, 138915996]
874_17701	chr6	131819823	131820223	+	638	30.5	[3.9872022]	[64]	[]	[]	[131819982]	[]
874_17705	chr6	137982596	137982996	+	668	30.5	[]	[]	[4.105798]	[133]	[]	[137982828]
874_1771	chr5	34191314	34191714	+	1000	60.5	[8.115501]	[178]	[]	[]	[34191557]	[]
874_17721	chr7	6081100	6081500	+	684	30.5	[1.697497, 2.1852653]	[180, 182]	[]	[]	[6081287, 6081289]	[]
874_17725	chr7	43582533	43582933	+	555	30.5	[3.9697642]	[68]	[]	[]	[43582688]	[]
874_17726	chr7	44146579	44146979	+	659	30.5	[4.8763633]	[150]	[]	[]	[44146745]	[]
874_17730	chr7	99422207	99422607	+	696	30.5	[3.2790923, 5.4693213]	[134, 136]	[]	[]	[99422403, 99422405]	[]
874_17731	chr7	106042815	106043215	+	660	30.5	[]	[]	[8.369359]	[162]	[]	[106043056]
874_17735	chr7	106959923	106960323	+	606	30.5	[2.6593924]	[107]	[]	[]	[106960084]	[]
874_17737	chr7	108012882	108013282	+	586	30.5	[3.8518577, 7.3213043, 2.3207867]	[108, 110, 112]	[]	[]	[108013044, 108013046, 108013048]	[]
874_1774	chr6	16265690	16266090	+	1000	60.5	[5.182207]	[165]	[]	[]	[16265938]	[]
874_17743	chr7	150355749	150356149	+	591	30.5	[]	[]	[2.4206731]	[166]	[]	[150355950]
874_17745	chr7	151404237	151404637	+	658	30.5	[5.4693213, 11.673448, 12.750391, 8.113432, 4.842844]	[111, 112, 113, 134, 136]	[]	[]	[151404441, 151404442, 151404443, 151404464, 151404466]	[]
874_17746	chr7	152894278	152894678	+	551	30.5	[]	[]	[2.5351157]	[94]	[]	[152894457]
874_17749	chr8	21920311	21920711	+	656	30.5	[]	[]	[8.215388, 8.116281, 8.602029, 2.1431842]	[85, 86, 88, 90]	[]	[21920482, 21920483, 21920485, 21920487]
874_17750	chr8	26640922	26641322	+	665	30.5	[3.6227622]	[146]	[]	[]	[26641098]	[]
874_17760	chr8	144314200	144314600	+	638	30.5	[5.755657, 6.5462646, 5.1513124, 6.5462646, 12.750391, 2.5991845, 2.0472963, 2.5351157]	[123, 126, 127, 128, 129, 130, 131, 132]	[2.9450905, 3.1956089]	[150, 152]	[144314351, 144314354, 144314355, 144314356, 144314357, 144314358, 144314359, 144314360]	[144314378, 144314380]
874_17761	chr9	4984339	4984739	+	635	30.5	[3.768525, 3.917903]	[101, 103]	[4.1575556]	[129]	[4984493, 4984495]	[4984521]
874_17762	chr9	19229940	19230340	+	581	30.5	[8.179674, 7.7786984]	[99, 101]	[]	[]	[19230136, 19230138]	[]
874_17767	chr9	35161913	35162313	+	665	30.5	[]	[]	[5.014458]	[121]	[]	[35162108]
874_17769	chr9	41229587	41229987	+	669	30.5	[]	[]	[9.781917, 11.249655, 4.115423, 2.8389406, 9.548859, 11.213942, 15.057342, 1.7409183, 7.6084185, 5.520146, 7.6084185, 2.9050283, 14.422017, 6.5803843, 9.781917, 11.249655, 4.115423, 7.6602798, 2.1950033, 8.991206, 2.9424663, 2.8265781, 3.057618, 1.7409183, 2.8265781, 6.5803843, 9.781917, 11.249655]	[81, 84, 86, 88, 112, 114, 116, 118, 119, 120, 121, 122, 123, 125, 127, 130, 132, 134, 136, 139, 160, 162, 164, 166, 171, 173, 175, 178]	[]	[41229739, 41229742, 41229744, 41229746, 41229770, 41229772, 41229774, 41229776, 41229777, 41229778, 41229779, 41229780, 41229781, 41229783, 41229785, 41229788, 41229790, 41229792, 41229794, 41229797, 41229818, 41229820, 41229822, 41229824, 41229829, 41229831, 41229833, 41229836]
874_1777	chr6	36667103	36667503	+	1000	60.5	[]	[]	[3.799954, 9.615101, 3.128074, 4.6521926]	[121, 123, 124, 132]	[]	[36667321, 36667323, 36667324, 36667332]
874_17771	chr9	98576942	98577342	+	688	30.5	[]	[]	[4.677832, 3.1271918, 5.541225]	[78, 79, 82]	[]	[98577108, 98577109, 98577112]
874_17773	chr9	112178933	112179333	+	680	30.5	[1.7830505]	[206]	[]	[]	[112179158]	[]
874_17776	chr9	123326655	123327055	+	683	30.5	[]	[]	[2.9762006]	[81]	[]	[123326826]
874_17777	chr9	123329577	123329977	+	623	30.5	[]	[]	[5.7080827, 6.0702443, 6.797665, 2.5428667]	[77, 82, 83, 88]	[]	[123329743, 123329748, 123329749, 123329754]
874_17781	chr9	129110319	129110719	+	682	30.5	[3.9037187, 3.0734153]	[185, 187]	[]	[]	[129110541, 129110543]	[]
874_17782	chr9	129458283	129458683	+	673	30.5	[]	[]	[5.456077]	[204]	[]	[129458518]
874_17788	chr9	136219961	136220361	+	641	30.5	[5.520301]	[143]	[]	[]	[136220140]	[]
874_1779	chr6	37172231	37172631	+	1000	60.5	[]	[]	[2.28217]	[164]	[]	[37172475]
874_17792	chr9	137217167	137217567	+	585	30.5	[]	[]	[3.1237056]	[217]	[]	[137217408]
874_17794	chrUn_KI270742v1	50706	51106	+	699	30.5	[]	[]	[3.208656]	[156]	[]	[50955]
874_17797	chrX	39854738	39855138	+	643	30.5	[8.772529, 7.76643]	[137, 141]	[]	[]	[39854959, 39854963]	[]
874_17798	chr1	904631	905031	+	654	30.0	[4.1575046]	[82]	[]	[]	[904808]	[]
874_17799	chr1	1907202	1907602	+	666	30.0	[]	[]	[9.73352]	[159]	[]	[1907417]
874_17800	chr1	2132249	2132649	+	574	30.0	[]	[]	[4.1257143]	[184]	[]	[2132486]
874_17801	chr1	2174511	2174911	+	570	30.0	[3.7532616]	[169]	[]	[]	[2174713]	[]
874_17805	chr1	9909543	9909943	+	652	30.0	[]	[]	[10.595623]	[72]	[]	[9909710]
874_17808	chr1	11790219	11790619	+	656	30.0	[4.337784, 1.8128216, 3.767643]	[166, 168, 171]	[]	[]	[11790437, 11790439, 11790442]	[]
874_17810	chr1	12656554	12656954	+	680	30.0	[4.1584377]	[200]	[]	[]	[12656761]	[]
874_17814	chr1	23483797	23484197	+	577	30.0	[3.3493755, 4.4222784, 2.7054892]	[166, 168, 189]	[]	[]	[23483974, 23483976, 23483997]	[]
874_17816	chr1	24641650	24642050	+	600	30.0	[2.624457]	[159]	[]	[]	[24641863]	[]
874_1782	chr7	134646830	134647230	+	1000	60.5	[]	[]	[2.3329945, 2.4883811, 2.5560398, 4.273434, 5.6376047]	[101, 102, 107, 149, 153]	[]	[134646994, 134646995, 134647000, 134647042, 134647046]
874_17821	chr1	27044594	27044994	+	554	30.0	[]	[]	[6.6814585]	[194]	[]	[27044817]
874_17825	chr1	32742541	32742941	+	544	30.0	[2.0701647, 3.493576]	[200, 203]	[]	[]	[32742763, 32742766]	[]
874_17827	chr1	39170871	39171271	+	675	30.0	[]	[]	[2.034451]	[196]	[]	[39171087]
874_17834	chr1	119001653	119002053	+	653	30.0	[4.495064]	[93]	[]	[]	[119001837]	[]
874_17835	chr1	151165438	151165838	+	576	30.0	[]	[]	[3.788567]	[121]	[]	[151165650]
874_17838	chr1	156055269	156055669	+	627	30.0	[]	[]	[3.7392879]	[179]	[]	[156055496]
874_1784	chr7	149239505	149239905	+	1000	60.5	[]	[]	[8.051884, 2.3662386]	[195, 198]	[]	[149239753, 149239756]
874_17849	chr1	204671184	204671584	+	582	30.0	[]	[]	[4.6259093, 3.1956089, 2.2180395, 2.2268445, 6.7501526, 2.7545712, 6.614808, 7.8746085, 6.5515175, 5.959441, 5.2320204, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[135, 138, 141, 169, 172, 173, 174, 177, 178, 180, 182, 184, 186, 188, 190, 192, 194, 196, 198, 200, 202]	[]	[204671356, 204671359, 204671362, 204671390, 204671393, 204671394, 204671395, 204671398, 204671399, 204671401, 204671403, 204671405, 204671407, 204671409, 204671411, 204671413, 204671415, 204671417, 204671419, 204671421, 204671423]
874_17853	chr1	206932246	206932646	+	570	30.0	[9.063109]	[164]	[1.816328, 2.5351157, 5.974231]	[90, 94, 98]	[206932484]	[206932410, 206932414, 206932418]
874_17861	chr10	3045914	3046314	+	641	30.0	[4.2755046]	[63]	[1.8486391]	[81]	[3046069]	[3046087]
874_17871	chr10	70814276	70814676	+	658	30.0	[]	[]	[2.639476, 1.9763261]	[91, 168]	[]	[70814444, 70814521]
874_17872	chr10	71270418	71270818	+	597	30.0	[]	[]	[16.94799, 1.8286191, 9.984817, 2.7870793, 1.6583169, 2.5516715]	[179, 180, 182, 183, 184, 186]	[]	[71270620, 71270621, 71270623, 71270624, 71270625, 71270627]
874_17873	chr10	71743367	71743767	+	654	30.0	[1.6584297]	[124]	[]	[]	[71743571]	[]
874_17875	chr10	73496090	73496490	+	642	30.0	[]	[]	[3.1630094]	[125]	[]	[73496297]
874_17877	chr10	77926882	77927282	+	653	30.0	[2.1343372]	[165]	[]	[]	[77927063]	[]
874_17878	chr10	79151892	79152292	+	640	30.0	[8.061622]	[167]	[]	[]	[79152072]	[]
874_17884	chr10	110441740	110442140	+	593	30.0	[8.252356]	[123]	[]	[]	[110441924]	[]
874_17886	chr10	131892183	131892583	+	650	30.0	[2.3233075]	[89]	[]	[]	[131892369]	[]
874_1789	chr9	130908195	130908595	+	1000	60.5	[]	[]	[20.136024, 3.2597814, 7.039009, 1.7767869]	[168, 170, 172, 175]	[]	[130908400, 130908402, 130908404, 130908407]
874_17895	chr11	44621410	44621810	+	653	30.0	[]	[]	[5.7864394, 2.5903375]	[119, 120]	[]	[44621609, 44621610]
874_17900	chr11	61964750	61965150	+	656	30.0	[]	[]	[5.149699]	[168]	[]	[61964989]
874_17905	chr11	69298558	69298958	+	677	30.0	[5.3699894, 4.410849]	[181, 188]	[]	[]	[69298742, 69298749]	[]
874_17909	chr11	83157120	83157520	+	654	30.0	[4.2436633, 3.0753083]	[153, 154]	[]	[]	[83157294, 83157295]	[]
874_17910	chr11	86134487	86134887	+	623	30.0	[]	[]	[4.781296, 3.0409071, 2.0596588, 5.71984, 12.397035, 11.082103, 1.6705858, 2.269704, 2.269531]	[132, 139, 140, 141, 143, 145, 148, 149, 153]	[]	[86134668, 86134675, 86134676, 86134677, 86134679, 86134681, 86134684, 86134685, 86134689]
874_17920	chr12	48865597	48865997	+	607	30.0	[3.4310167]	[151]	[]	[]	[48865834]	[]
874_17921	chr12	49945554	49945954	+	649	30.0	[3.8077052]	[176]	[]	[]	[49945782]	[]
874_17924	chr12	54000224	54000624	+	684	30.0	[2.693127]	[200]	[]	[]	[54000432]	[]
874_1793	chr1	3775784	3776184	+	1000	60.0	[9.063109, 2.2689257]	[207, 209]	[]	[]	[3776002, 3776004]	[]
874_17932	chr12	116916714	116917114	+	578	30.0	[]	[]	[4.007244, 5.45365, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[132, 134, 136, 138, 140, 142, 144, 146, 148]	[]	[116916886, 116916888, 116916890, 116916892, 116916894, 116916896, 116916898, 116916900, 116916902]
