#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_4965	chr15	59689719	59690119	+	1000	40.0	[]	[]	[7.022195, 12.265705]	[81, 167]	[]	[59689871, 59689957]
293_4966	chr15	89815008	89815408	+	943	40.0	[]	[]	[7.846622]	[148]	[]	[89815220]
293_4967	chr15	100596744	100597144	+	1000	40.0	[9.09216]	[173]	[]	[]	[100596980]	[]
293_4968	chr16	740973	741373	+	1000	40.0	[10.534392]	[96]	[]	[]	[741137]	[]
293_4971	chr16	29943994	29944394	+	1000	40.0	[]	[]	[9.495462]	[66]	[]	[29944156]
293_4979	chr17	28743735	28744135	+	1000	40.0	[]	[]	[7.9846697, 9.09216, 10.534392, 7.1055546]	[73, 75, 79, 140]	[]	[28743907, 28743909, 28743913, 28743974]
293_498	chr1	161540069	161540469	+	1000	87.5	[7.591329, 9.052912]	[111, 178]	[]	[]	[161540233, 161540300]	[]
293_4985	chr17	75131562	75131962	+	1000	40.0	[]	[]	[7.5940995]	[121]	[]	[75131737]
293_4986	chr17	78129043	78129443	+	1000	40.0	[]	[]	[10.534392]	[73]	[]	[78129205]
293_4987	chr17_GL000205v2_random	7286	7686	+	1000	40.0	[]	[]	[8.214792]	[142]	[]	[7528]
293_4990	chr18	24426361	24426761	+	1000	40.0	[12.520998, 7.5940995, 7.7586894]	[126, 133, 157]	[]	[]	[24426556, 24426563, 24426587]	[]
293_4996	chr19	39435822	39436222	+	562	40.0	[]	[]	[10.534392]	[179]	[]	[39436050]
293_4997	chr19	40690769	40691169	+	1000	40.0	[14.252311]	[220]	[]	[]	[40690990]	[]
293_5	chrM	16127	16527	+	1000	868.0	[10.0477295]	[62]	[]	[]	[16289]	[]
293_5000	chr19	47112786	47113186	+	1000	40.0	[]	[]	[7.9846697, 12.520998]	[166, 168]	[]	[47112974, 47112976]
293_5003	chr1_KI270713v1_random	34354	34754	+	1000	40.0	[]	[]	[7.5940995]	[156]	[]	[34559]
293_5007	chr2	69770126	69770526	+	1000	40.0	[10.7842245]	[138]	[12.520998]	[125]	[69770347]	[69770334]
293_502	chr16	58265447	58265847	+	1000	87.0	[]	[]	[14.252311]	[222]	[]	[58265695]
293_5020	chr22	20302445	20302845	+	1000	40.0	[]	[]	[8.786449]	[193]	[]	[20302684]
293_5021	chr22	20567952	20568352	+	855	40.0	[9.2401705]	[167]	[]	[]	[20568129]	[]
293_5025	chr22	20787804	20788204	+	1000	40.0	[]	[]	[7.5940995]	[181]	[]	[20788004]
293_5026	chr22	20887424	20887824	+	895	40.0	[7.643828]	[146]	[]	[]	[20887605]	[]
293_5029	chr22	21604027	21604427	+	1000	40.0	[]	[]	[9.2401705, 7.022195]	[105, 154]	[]	[21604222, 21604271]
293_5030	chr22	21663364	21663764	+	1000	40.0	[12.265705]	[159]	[]	[]	[21663575]	[]
293_5036	chr22	22510641	22511041	+	1000	40.0	[6.3204575]	[162]	[]	[]	[22510863]	[]
293_5037	chr22	22564238	22564638	+	884	40.0	[]	[]	[7.797938]	[83]	[]	[22564390]
293_5043	chr22	40856785	40857185	+	1000	40.0	[7.591329]	[125]	[12.265705]	[158]	[40856952]	[40856985]
293_5045	chr3	46549606	46550006	+	894	40.0	[8.956747]	[101]	[12.265705]	[118]	[46549792]	[46549809]
293_5046	chr3	69999522	69999922	+	1000	40.0	[12.265705]	[66]	[]	[]	[69999684]	[]
293_5047	chr3	124579674	124580074	+	1000	40.0	[14.252311]	[139]	[]	[]	[124579884]	[]
293_5049	chr4	10203898	10204298	+	1000	40.0	[]	[]	[14.252311]	[90]	[]	[10204077]
293_505	chr19	12775510	12775910	+	1000	87.0	[7.1055546, 6.7998433]	[121, 188]	[]	[]	[12775693, 12775760]	[]
293_5050	chr4	38529264	38529664	+	826	40.0	[]	[]	[7.5940995, 7.5940995]	[171, 199]	[]	[38529472, 38529500]
293_5052	chr4	79210009	79210409	+	923	40.0	[]	[]	[10.534392]	[169]	[]	[79210256]
293_5054	chr5	16418631	16419031	+	1000	40.0	[]	[]	[9.577935]	[86]	[]	[16418802]
293_5055	chr5	21485337	21485737	+	1000	40.0	[8.753508]	[96]	[]	[]	[21485525]	[]
293_5058	chr5	96701167	96701567	+	1000	40.0	[]	[]	[14.252311]	[147]	[]	[96701356]
293_5060	chr6	28863552	28863952	+	1000	40.0	[11.226776]	[167]	[]	[]	[28863747]	[]
293_5063	chr6	41536792	41537192	+	1000	40.0	[]	[]	[7.5940995]	[189]	[]	[41536998]
293_5070	chr7	5563592	5563992	+	829	40.0	[]	[]	[12.520998]	[136]	[]	[5563785]
293_5073	chr7	32957155	32957555	+	1000	40.0	[8.956747, 7.1055546]	[152, 208]	[10.534392]	[187]	[32957314, 32957370]	[32957349]
293_5080	chr8	27332991	27333391	+	955	40.0	[]	[]	[9.788544]	[112]	[]	[27333190]
293_5087	chr9	128787040	128787440	+	1000	40.0	[]	[]	[10.534392]	[134]	[]	[128787192]
293_5089	chr1	1435364	1435764	+	894	39.5	[]	[]	[12.265705, 12.265705]	[151, 157]	[]	[1435597, 1435603]
293_509	chr7	44796879	44797279	+	1000	87.0	[7.1055546]	[72]	[]	[]	[44797043]	[]
293_5092	chr1	15617313	15617713	+	977	39.5	[]	[]	[7.5940995, 7.0663056, 7.2199736]	[60, 90, 98]	[]	[15617472, 15617502, 15617510]
293_5095	chr1	29124376	29124776	+	856	39.5	[7.0663056]	[245]	[6.483479]	[180]	[29124626]	[29124561]
293_5098	chr1	43974361	43974761	+	1000	39.5	[]	[]	[7.5088573]	[229]	[]	[43974591]
293_5100	chr1	58816332	58816732	+	1000	39.5	[14.252311]	[102]	[]	[]	[58816528]	[]
293_5108	chr1	207825867	207826267	+	1000	39.5	[]	[]	[7.9705]	[167]	[]	[207826099]
293_511	chr1	27321897	27322297	+	1000	86.5	[]	[]	[10.68806, 10.534392]	[61, 68]	[]	[27322049, 27322056]
293_5112	chr10	70797797	70798197	+	1000	39.5	[14.252311]	[121]	[]	[]	[70797998]	[]
293_5113	chr11	2700034	2700434	+	1000	39.5	[12.520998]	[142]	[10.7842245]	[107]	[2700262]	[2700227]
293_5114	chr11	8682574	8682974	+	1000	39.5	[10.534392]	[117]	[]	[]	[8682746]	[]
293_5126	chr12	133037126	133037526	+	1000	39.5	[]	[]	[8.214792]	[169]	[]	[133037354]
293_513	chr2	48314173	48314573	+	1000	86.5	[9.495462, 10.534392]	[157, 180]	[]	[]	[48314396, 48314419]	[]
293_5130	chr13	107850474	107850874	+	832	39.5	[]	[]	[7.022195]	[170]	[]	[107850674]
293_5132	chr13	107980908	107981308	+	1000	39.5	[]	[]	[7.315276]	[165]	[]	[107981106]
293_5133	chr13	108008254	108008654	+	1000	39.5	[7.022195]	[196]	[]	[]	[108008468]	[]
293_514	chr20	62598731	62599131	+	1000	86.5	[]	[]	[14.252311, 14.252311, 7.643828, 12.265705, 7.643828]	[84, 94, 99, 159, 164]	[]	[62598897, 62598907, 62598912, 62598972, 62598977]
293_5144	chr16	56576950	56577350	+	1000	39.5	[]	[]	[9.495462, 14.252311]	[104, 121]	[]	[56577130, 56577147]
293_5148	chr17	41511043	41511443	+	932	39.5	[11.779043]	[116]	[]	[]	[41511242]	[]
293_515	chr4	49512609	49513009	+	1000	86.5	[7.5088573, 10.0477295]	[96, 138]	[]	[]	[49512800, 49512842]	[]
293_5158	chr18	31942784	31943184	+	1000	39.5	[6.253357]	[104]	[]	[]	[31942951]	[]
293_516	chr6	136236815	136237215	+	1000	86.5	[]	[]	[12.265705, 9.792437]	[146, 171]	[]	[136236997, 136237022]
293_5162	chr19	12696411	12696811	+	1000	39.5	[]	[]	[9.09216]	[129]	[]	[12696589]
293_5163	chr19	12758853	12759253	+	1000	39.5	[9.788544]	[169]	[]	[]	[12759075]	[]
293_5165	chr19	45886249	45886649	+	1000	39.5	[10.534392]	[209]	[]	[]	[45886492]	[]
293_5169	chr2	26355487	26355887	+	1000	39.5	[]	[]	[9.2401705]	[139]	[]	[26355711]
293_5170	chr2	61288113	61288513	+	972	39.5	[10.68806]	[163]	[]	[]	[61288303]	[]
293_5179	chr2	190534556	190534956	+	991	39.5	[6.0706253]	[162]	[7.5088573]	[175]	[190534784]	[190534797]
293_5180	chr2	219294704	219295104	+	1000	39.5	[7.5088573, 10.534392]	[187, 193]	[6.0706253]	[214]	[219294926, 219294932]	[219294953]
293_5187	chr22	19631068	19631468	+	1000	39.5	[12.265705]	[189]	[]	[]	[19631280]	[]
293_5195	chr22	21561384	21561784	+	859	39.5	[7.5940995]	[90]	[]	[]	[21561568]	[]
293_52	chr22	19723263	19723663	+	1000	280.5	[]	[]	[12.265705, 10.534392]	[121, 132]	[]	[19723481, 19723492]
293_5200	chr22	21911885	21912285	+	1000	39.5	[]	[]	[7.5940995]	[133]	[]	[21912116]
293_5207	chr22	22999892	23000292	+	818	39.5	[8.956747, 8.956747]	[82, 87]	[]	[]	[23000056, 23000061]	[]
293_5208	chr22	23011940	23012340	+	1000	39.5	[]	[]	[14.252311]	[131]	[]	[23012138]
293_5210	chr3	9642725	9643125	+	920	39.5	[]	[]	[12.520998]	[154]	[]	[9642924]
293_5215	chr3	195687422	195687822	+	1000	39.5	[7.5088573, 7.5088573, 7.5088573]	[106, 138, 168]	[]	[]	[195687590, 195687622, 195687652]	[]
293_5218	chr5	442894	443294	+	987	39.5	[8.061124]	[137]	[]	[]	[443102]	[]
293_5228	chr6	26071084	26071484	+	750	39.5	[9.495462, 7.9846697]	[157, 159]	[12.265705]	[136]	[26071297, 26071299]	[26071276]
293_5229	chr6	27753036	27753436	+	1000	39.5	[]	[]	[8.786449, 6.3204575]	[152, 180]	[]	[27753219, 27753247]
293_5230	chr6	31902200	31902600	+	966	39.5	[10.534392]	[146]	[]	[]	[31902379]	[]
293_5232	chr6	132814000	132814400	+	1000	39.5	[]	[]	[7.643828]	[161]	[]	[132814202]
293_5236	chr7	100088577	100088977	+	1000	39.5	[]	[]	[6.0706253, 7.5940995]	[149, 160]	[]	[100088777, 100088788]
293_5241	chr8	100951760	100952160	+	1000	39.5	[]	[]	[7.846622]	[153]	[]	[100951942]
293_5243	chr8	143952223	143952623	+	1000	39.5	[12.265705, 9.495462]	[132, 165]	[7.5940995]	[178]	[143952418, 143952451]	[143952464]
293_5253	chrX	123784903	123785303	+	929	39.5	[11.226776, 12.520998]	[89, 131]	[]	[]	[123785073, 123785115]	[]
293_5254	chrX	155434916	155435316	+	764	39.5	[7.5940995]	[160]	[12.520998]	[112]	[155435157]	[155435109]
293_5255	chr1	12657541	12657941	+	896	39.0	[14.252311]	[144]	[11.779043]	[197]	[12657726]	[12657779]
293_5256	chr1	21647959	21648359	+	641	39.0	[]	[]	[9.792437]	[155]	[]	[21648147]
293_5257	chr1	26111538	26111938	+	1000	39.0	[]	[]	[10.534392, 11.779043]	[206, 228]	[]	[26111761, 26111783]
293_5265	chr1	46616693	46617093	+	1000	39.0	[7.5088573]	[76]	[10.534392, 8.956747, 7.5088573]	[108, 113, 118]	[46616859]	[46616891, 46616896, 46616901]
293_5267	chr1	114380012	114380412	+	985	39.0	[8.753508]	[98]	[]	[]	[114380165]	[]
293_5273	chr1	220300358	220300758	+	1000	39.0	[]	[]	[8.836867]	[162]	[]	[220300592]
293_5275	chr1	229625996	229626396	+	1000	39.0	[8.956747]	[105]	[]	[]	[229626171]	[]
293_5277	chr10	15155899	15156299	+	1000	39.0	[]	[]	[11.779043]	[136]	[]	[15156123]
293_5280	chr10	70132645	70133045	+	1000	39.0	[7.591329]	[188]	[10.534392, 8.797619]	[143, 148]	[70132874]	[70132829, 70132834]
293_5281	chr10	72321326	72321726	+	1000	39.0	[6.0706253]	[93]	[]	[]	[72321493]	[]
293_5284	chr11	13782443	13782843	+	1000	39.0	[12.520998]	[103]	[]	[]	[13782625]	[]
293_5285	chr11	17276091	17276491	+	1000	39.0	[]	[]	[7.9846697, 10.0477295, 7.9705]	[85, 87, 91]	[]	[17276250, 17276252, 17276256]
293_5286	chr11	46617049	46617449	+	1000	39.0	[7.1055546]	[140]	[]	[]	[46617254]	[]
293_5290	chr12	57771933	57772333	+	586	39.0	[7.0663056]	[231]	[]	[]	[57772175]	[]
293_5293	chr12	121738284	121738684	+	1000	39.0	[]	[]	[7.9705]	[82]	[]	[121738448]
293_5296	chr15	44288502	44288902	+	768	39.0	[6.0706253]	[179]	[12.520998, 7.5940995]	[139, 204]	[44288718]	[44288678, 44288743]
293_5300	chr15	78131339	78131739	+	1000	39.0	[]	[]	[6.0706253]	[214]	[]	[78131579]
293_5301	chr16	667807	668207	+	1000	39.0	[7.1055546]	[176]	[]	[]	[668036]	[]
293_5304	chr16	14285591	14285991	+	932	39.0	[10.534392]	[173]	[8.956747, 7.1055546]	[195, 226]	[14285781]	[14285803, 14285834]
293_5308	chr16	30698559	30698959	+	1000	39.0	[7.1055546]	[138]	[]	[]	[30698772]	[]
293_5311	chr16	85403039	85403439	+	788	39.0	[]	[]	[7.9705, 6.483479]	[85, 93]	[]	[85403206, 85403214]
293_5312	chr17	41930310	41930710	+	784	39.0	[7.2199736]	[142]	[]	[]	[41930516]	[]
293_5316	chr17_GL000205v2_random	58994	59394	+	1000	39.0	[]	[]	[8.061124]	[87]	[]	[59158]
293_5317	chr18	2889857	2890257	+	1000	39.0	[]	[]	[7.022195]	[192]	[]	[2890089]
293_5319	chr18	54269397	54269797	+	804	39.0	[]	[]	[7.9846697, 9.495462]	[118, 120]	[]	[54269558, 54269560]
293_5321	chr19	4470956	4471356	+	1000	39.0	[12.265705]	[188]	[]	[]	[4471169]	[]
293_5322	chr19	17246266	17246666	+	946	39.0	[11.779043]	[123]	[]	[]	[17246467]	[]
293_5329	chr19	40444311	40444711	+	932	39.0	[9.09216, 8.956747]	[60, 65]	[10.534392, 9.495462]	[111, 130]	[40444462, 40444467]	[40444513, 40444532]
293_5330	chr19	40716885	40717285	+	1000	39.0	[14.252311]	[86]	[]	[]	[40717065]	[]
293_5334	chr19	50134211	50134611	+	1000	39.0	[]	[]	[14.252311, 6.483479, 8.786449]	[76, 112, 116]	[]	[50134382, 50134418, 50134422]
293_5342	chr2	174248539	174248939	+	1000	39.0	[]	[]	[7.662525, 7.0663056, 9.052912]	[114, 121, 137]	[]	[174248703, 174248710, 174248726]
293_5345	chr20	35741942	35742342	+	860	39.0	[7.022195]	[159]	[]	[]	[35742181]	[]
293_5348	chr20	63216122	63216522	+	1000	39.0	[]	[]	[10.534392, 10.534392, 9.792437]	[97, 118, 152]	[]	[63216288, 63216309, 63216343]
293_5357	chr22	20420156	20420556	+	1000	39.0	[12.520998]	[98]	[]	[]	[20420343]	[]
293_5360	chr22	20782633	20783033	+	1000	39.0	[]	[]	[8.786449]	[165]	[]	[20782842]
293_5363	chr22	21577047	21577447	+	1000	39.0	[7.022195]	[107]	[]	[]	[21577207]	[]
293_5366	chr22	21811542	21811942	+	1000	39.0	[7.9705]	[150]	[6.3204575]	[138]	[21811767]	[21811755]
293_5371	chr22	22176805	22177205	+	1000	39.0	[9.495462]	[197]	[]	[]	[22177020]	[]
293_5378	chr3	45224949	45225349	+	968	39.0	[7.9846697]	[125]	[]	[]	[45225136]	[]
293_5383	chr4	4673130	4673530	+	1000	39.0	[12.265705, 9.09216, 6.7998433, 12.265705, 8.797619, 12.265705]	[133, 137, 154, 176, 191, 197]	[]	[]	[4673291, 4673295, 4673312, 4673334, 4673349, 4673355]	[]
293_5388	chr5	159209649	159210049	+	785	39.0	[7.2199736, 10.7842245, 7.5940995]	[103, 133, 139]	[]	[]	[159209807, 159209837, 159209843]	[]
293_5393	chr6	28335102	28335502	+	1000	39.0	[]	[]	[9.577935]	[98]	[]	[28335275]
293_5394	chr6	36660715	36661115	+	1000	39.0	[6.0706253]	[113]	[12.265705]	[90]	[36660910]	[36660887]
293_5396	chr6	75284600	75285000	+	1000	39.0	[7.5940995]	[88]	[]	[]	[75284762]	[]
293_54	chr1	9300090	9300490	+	1000	263.5	[]	[]	[11.779043]	[99]	[]	[9300288]
293_5400	chr7	1418411	1418811	+	1000	39.0	[9.495462]	[96]	[]	[]	[1418602]	[]
293_5405	chr7	129824694	129825094	+	1000	39.0	[7.5940995]	[94]	[]	[]	[129824871]	[]
293_5406	chr7	139044447	139044847	+	1000	39.0	[]	[]	[12.265705, 7.9846697, 12.520998]	[128, 134, 136]	[]	[139044630, 139044636, 139044638]
293_5408	chr7	151925984	151926384	+	1000	39.0	[7.846622]	[103]	[]	[]	[151926187]	[]
293_5413	chr8	132775064	132775464	+	984	39.0	[10.534392, 6.0706253]	[104, 139]	[]	[]	[132775222, 132775257]	[]
293_542	chr4	40531232	40531632	+	1000	84.5	[]	[]	[14.252311, 10.0477295, 7.5940995]	[141, 173, 177]	[]	[40531446, 40531478, 40531482]
293_5422	chr1	21937556	21937956	+	1000	38.5	[14.252311]	[147]	[]	[]	[21937792]	[]
293_5423	chr1	41540774	41541174	+	905	38.5	[]	[]	[9.052912, 6.483479, 14.252311]	[125, 146, 150]	[]	[41540988, 41541009, 41541013]
293_5424	chr1	70985896	70986296	+	1000	38.5	[8.214792]	[118]	[]	[]	[70986101]	[]
293_5426	chr1	117024567	117024967	+	906	38.5	[7.7586894]	[146]	[8.753508]	[166]	[117024763]	[117024783]
293_5429	chr1	144523798	144524198	+	946	38.5	[7.5088573]	[153]	[]	[]	[144524034]	[]
293_543	chr6	125872126	125872526	+	1000	84.5	[]	[]	[7.591329]	[134]	[]	[125872360]
293_5433	chr1	182299994	182300394	+	1000	38.5	[8.786449, 12.520998, 7.9846697]	[150, 174, 176]	[]	[]	[182300180, 182300204, 182300206]	[]
293_5434	chr1	196933590	196933990	+	941	38.5	[]	[]	[10.0477295, 14.252311]	[132, 136]	[]	[196933772, 196933776]
293_544	chr1	27542634	27543034	+	1000	84.0	[]	[]	[6.224293]	[207]	[]	[27542864]
293_5446	chr12	53079337	53079737	+	1000	38.5	[]	[]	[14.252311]	[71]	[]	[53079503]
293_5449	chr12	106984673	106985073	+	1000	38.5	[14.252311]	[160]	[]	[]	[106984910]	[]
293_5450	chr12	132687153	132687553	+	983	38.5	[9.052912]	[117]	[]	[]	[132687363]	[]
293_5457	chr15	45198543	45198943	+	1000	38.5	[]	[]	[6.7998433]	[206]	[]	[45198773]
293_5458	chr15	45279124	45279524	+	1000	38.5	[7.5088573, 9.792437]	[190, 212]	[6.0706253]	[201]	[45279338, 45279360]	[45279349]
293_5460	chr15	57950300	57950700	+	1000	38.5	[7.643828]	[208]	[]	[]	[57950548]	[]
293_5463	chr15	90929967	90930367	+	848	38.5	[]	[]	[6.7998433]	[149]	[]	[90930212]
293_5472	chr16	88461599	88461999	+	1000	38.5	[12.265705, 10.7842245]	[81, 104]	[]	[]	[88461757, 88461780]	[]
293_5480	chr17	78315440	78315840	+	1000	38.5	[7.9846697, 10.534392]	[123, 169]	[7.5940995, 9.788544, 7.5940995]	[109, 133, 193]	[78315620, 78315666]	[78315606, 78315630, 78315690]
293_5484	chr19	2328415	2328815	+	601	38.5	[]	[]	[7.591329]	[152]	[]	[2328660]
293_5496	chr19	18622309	18622709	+	884	38.5	[12.265705]	[124]	[]	[]	[18622505]	[]
293_5498	chr19	38849839	38850239	+	947	38.5	[9.792437, 12.520998, 7.5940995]	[140, 160, 212]	[6.483479]	[198]	[38850011, 38850031, 38850083]	[38850069]
293_5499	chr19	58347471	58347871	+	983	38.5	[12.265705, 12.265705, 14.252311, 14.252311]	[118, 130, 142, 154]	[8.956747, 7.5088573, 8.061124]	[76, 89, 98]	[58347672, 58347684, 58347696, 58347708]	[58347630, 58347643, 58347652]
293_550	chr5	122113215	122113615	+	1000	84.0	[]	[]	[14.252311]	[190]	[]	[122113433]
293_5508	chr20	59042112	59042512	+	1000	38.5	[]	[]	[7.0663056]	[127]	[]	[59042338]
293_5509	chr20	64062771	64063171	+	921	38.5	[]	[]	[8.956747, 8.836867]	[192, 197]	[]	[64062965, 64062970]
293_5511	chr22	19395936	19396336	+	979	38.5	[]	[]	[7.2199736]	[164]	[]	[19396161]
293_5521	chr22	21068844	21069244	+	1000	38.5	[14.252311]	[160]	[6.3204575]	[211]	[21069024]	[21069075]
293_5535	chr3	13451730	13452130	+	1000	38.5	[7.0663056]	[162]	[]	[]	[13451915]	[]
293_5536	chr3	20014543	20014943	+	1000	38.5	[14.252311, 10.0477295]	[118, 155]	[]	[]	[20014698, 20014735]	[]
293_5537	chr3	24495382	24495782	+	1000	38.5	[10.0477295]	[89]	[7.5940995, 7.5940995]	[68, 119]	[24495568]	[24495547, 24495598]
293_5538	chr3	37824162	37824562	+	1000	38.5	[]	[]	[8.214792]	[153]	[]	[37824328]
293_554	chr12	123033592	123033992	+	1000	83.5	[]	[]	[12.520998]	[122]	[]	[123033803]
293_5540	chr3	45273679	45274079	+	862	38.5	[]	[]	[14.252311]	[162]	[]	[45273914]
293_5541	chr3	49429450	49429850	+	1000	38.5	[]	[]	[7.801938]	[163]	[]	[49429700]
293_5547	chr5	76181037	76181437	+	930	38.5	[14.252311]	[133]	[]	[]	[76181235]	[]
293_556	chr22	22586960	22587360	+	1000	83.5	[6.3204575]	[173]	[]	[]	[22587200]	[]
293_5562	chr6	30345058	30345458	+	910	38.5	[8.956747]	[207]	[]	[]	[30345286]	[]
293_5565	chr6	34224278	34224678	+	1000	38.5	[7.5940995, 7.5940995]	[161, 168]	[]	[]	[34224484, 34224491]	[]
293_5568	chr7	5555738	5556138	+	933	38.5	[10.534392, 10.823473]	[182, 194]	[10.534392]	[157]	[5555936, 5555948]	[5555911]
293_5571	chr7	120988426	120988826	+	1000	38.5	[7.5088573]	[158]	[]	[]	[120988665]	[]
293_5574	chr7	149838009	149838409	+	971	38.5	[]	[]	[6.0706253, 6.483479]	[230, 235]	[]	[149838242, 149838247]
293_5578	chr8	95269298	95269698	+	1000	38.5	[8.956747]	[95]	[]	[]	[95269478]	[]
293_5582	chr9	127424124	127424524	+	1000	38.5	[]	[]	[7.643828]	[187]	[]	[127424336]
293_5587	chr9	131249433	131249833	+	705	38.5	[]	[]	[7.5940995]	[188]	[]	[131249653]
293_5591	chrX	48701892	48702292	+	937	38.5	[14.252311]	[161]	[]	[]	[48702100]	[]
293_5594	chr1	26234249	26234649	+	941	38.0	[6.766902]	[174]	[]	[]	[26234466]	[]
293_5604	chr1	152036709	152037109	+	777	38.0	[]	[]	[7.5940995]	[141]	[]	[152036940]
293_5608	chr1	201480692	201481092	+	846	38.0	[7.5940995]	[140]	[12.265705]	[68]	[201480920]	[201480848]
293_5611	chr10	46030427	46030827	+	969	38.0	[9.788544]	[135]	[]	[]	[46030639]	[]
293_562	chr17	75096042	75096442	+	1000	83.0	[7.1046667, 7.0663056, 7.643828, 7.846622]	[124, 136, 146, 149]	[]	[]	[75096264, 75096276, 75096286, 75096289]	[]
293_5623	chr13	17752028	17752428	+	964	38.0	[]	[]	[7.5940995]	[106]	[]	[17752214]
293_5624	chr13	45464731	45465131	+	979	38.0	[7.0663056]	[168]	[]	[]	[45464921]	[]
293_563	chr18	23503284	23503684	+	1000	83.0	[]	[]	[10.534392, 12.520998, 12.265705]	[82, 87, 93]	[]	[23503463, 23503468, 23503474]
293_5630	chr14	100068517	100068917	+	929	38.0	[]	[]	[12.265705, 7.846622]	[126, 163]	[]	[100068690, 100068727]
293_5631	chr14	102552072	102552472	+	885	38.0	[7.2199736, 8.057231, 12.265705, 9.788544]	[58, 63, 72, 116]	[]	[]	[102552226, 102552231, 102552240, 102552284]	[]
293_5634	chr15	60362657	60363057	+	986	38.0	[]	[]	[14.252311]	[152]	[]	[60362892]
293_5644	chr16	58001191	58001591	+	1000	38.0	[8.956747, 7.5088573, 10.534392]	[70, 80, 108]	[]	[]	[58001351, 58001361, 58001389]	[]
293_5645	chr16	75578211	75578611	+	1000	38.0	[12.265705]	[136]	[]	[]	[75578424]	[]
293_5649	chr17	1649773	1650173	+	1000	38.0	[7.9846697]	[129]	[7.801938]	[79]	[1650001]	[1649951]
293_565	chr22	20025273	20025673	+	1000	83.0	[]	[]	[10.823473]	[86]	[]	[20025450]
293_5656	chr17	75034252	75034652	+	911	38.0	[7.782383]	[95]	[]	[]	[75034428]	[]
293_566	chr22	20545916	20546316	+	1000	83.0	[8.956747]	[208]	[]	[]	[20546152]	[]
293_5661	chr19	246978	247378	+	912	38.0	[8.836867]	[159]	[]	[]	[247201]	[]
293_5662	chr19	733993	734393	+	1000	38.0	[8.836867]	[110]	[]	[]	[734183]	[]
293_5665	chr19	13234558	13234958	+	640	38.0	[8.836867]	[137]	[8.786449]	[160]	[13234751]	[13234774]
293_568	chr3	141312563	141312963	+	1000	83.0	[8.214792]	[107]	[6.149097]	[96]	[141312733]	[141312722]
293_5689	chr22	20008328	20008728	+	999	38.0	[]	[]	[6.313181]	[172]	[]	[20008571]
293_5716	chr3	197029629	197030029	+	1000	38.0	[12.265705]	[117]	[]	[]	[197029841]	[]
293_5722	chr5	10353157	10353557	+	874	38.0	[]	[]	[7.0663056]	[202]	[]	[10353394]
293_5723	chr5	10601921	10602321	+	807	38.0	[]	[]	[11.226776]	[204]	[]	[10602163]
293_5724	chr5	27217436	27217836	+	1000	38.0	[9.495462, 12.265705]	[72, 154]	[]	[]	[27217587, 27217669]	[]
293_5725	chr5	32297706	32298106	+	879	38.0	[14.252311]	[97]	[]	[]	[32297880]	[]
293_573	chr12	111599374	111599774	+	1000	82.5	[]	[]	[9.052912]	[133]	[]	[111599540]
293_5733	chr6	3209218	3209618	+	1000	38.0	[7.5088573]	[186]	[11.226776]	[169]	[3209428]	[3209411]
293_5749	chr7	24821384	24821784	+	1000	38.0	[14.252311]	[140]	[7.5940995]	[123]	[24821579]	[24821562]
293_5752	chr7	73667363	73667763	+	674	38.0	[]	[]	[9.052912]	[214]	[]	[73667595]
293_5753	chr7	84880460	84880860	+	942	38.0	[]	[]	[9.09216, 12.265705]	[100, 104]	[]	[84880641, 84880645]
293_5759	chr7	139500046	139500446	+	933	38.0	[]	[]	[6.0706253]	[134]	[]	[139500254]
293_5760	chr7	150404488	150404888	+	1000	38.0	[8.797619]	[74]	[8.057231]	[155]	[150404647]	[150404728]
293_5762	chr8	38231375	38231775	+	911	38.0	[8.057231, 8.836867, 12.520998]	[110, 152, 157]	[]	[]	[38231574, 38231616, 38231621]	[]
293_5766	chr9	92765300	92765700	+	817	38.0	[]	[]	[7.0663056]	[155]	[]	[92765484]
293_577	chr2	85843547	85843947	+	1000	82.5	[10.823473, 12.265705]	[106, 114]	[]	[]	[85843724, 85843732]	[]
293_5770	chr9	128115546	128115946	+	819	38.0	[12.520998]	[176]	[]	[]	[128115791]	[]
293_5773	chrUn_KI270754v1	17993	18393	+	969	38.0	[7.5940995]	[157]	[]	[]	[18234]	[]
293_5786	chr1	40974954	40975354	+	688	37.5	[]	[]	[10.823473]	[141]	[]	[40975189]
293_58	chr20	64221106	64221506	+	1000	252.5	[9.2401705, 7.5940995]	[156, 193]	[]	[]	[64221306, 64221343]	[]
293_5804	chr1	244350446	244350846	+	983	37.5	[12.265705]	[111]	[]	[]	[244350607]	[]
293_5805	chr1	245988527	245988927	+	971	37.5	[7.5940995]	[115]	[]	[]	[245988694]	[]
293_5807	chr10	32346972	32347372	+	856	37.5	[]	[]	[10.534392]	[226]	[]	[32347219]
293_5808	chr10	35042740	35043140	+	923	37.5	[]	[]	[10.823473]	[89]	[]	[35042893]
293_5814	chr10	131897387	131897787	+	669	37.5	[]	[]	[6.483479]	[97]	[]	[131897567]
