#PeakID(python scan_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_26564	chr4	94472878	94473278	+	754	34.0	[10.311713]	[162]	[6.562315]	[162]	[94473127]	[94473127]
133_26565	chr4	102299659	102300059	+	595	34.0	[6.4879513]	[151]	[]	[]	[102299885]	[]
133_26566	chr4	102871713	102872113	+	762	34.0	[10.266372]	[102]	[12.597441]	[102]	[102871914]	[102871914]
133_26570	chr4	123593645	123594045	+	758	34.0	[6.7911124]	[115]	[9.761809]	[115]	[123593860]	[123593860]
133_26573	chr4	159145739	159146139	+	656	34.0	[10.196432]	[63]	[]	[]	[159145892]	[]
133_26574	chr4	168923686	168924086	+	741	34.0	[13.5706835]	[74]	[10.869366]	[74]	[168923853]	[168923853]
133_26575	chr4	184745824	184746224	+	762	34.0	[6.3565664]	[196]	[]	[]	[184746038]	[]
133_26577	chr4	185235862	185236262	+	768	34.0	[]	[]	[7.3557024]	[123]	[]	[185236067]
133_26589	chr5	36880746	36881146	+	748	34.0	[]	[]	[9.245797]	[142]	[]	[36880957]
133_26593	chr5	72588007	72588407	+	783	34.0	[13.5706835]	[103]	[10.869366]	[103]	[72588197]	[72588197]
133_26594	chr5	76716854	76717254	+	717	34.0	[9.158815]	[134]	[]	[]	[76717034]	[]
133_26596	chr5	79576564	79576964	+	740	34.0	[14.173678]	[128]	[6.3513184, 11.842608]	[112, 128]	[79576777]	[79576761, 79576777]
133_26597	chr5	79697250	79697650	+	799	34.0	[10.21904]	[69]	[]	[]	[79697416]	[]
133_266	chr5	126514010	126514410	+	1000	366.0	[8.490457, 11.842608]	[88, 110]	[14.173678]	[110]	[126514197, 126514219]	[126514219]
133_26601	chr5	94787240	94787640	+	610	34.0	[8.138241]	[138]	[]	[]	[94787451]	[]
133_26603	chr5	112795797	112796197	+	781	34.0	[9.288357, 12.039788]	[138, 154]	[8.70695]	[138]	[112795959, 112795975]	[112795959]
133_26608	chr5	141923427	141923827	+	693	34.0	[9.029213]	[73]	[]	[]	[141923586]	[]
133_2661	chr1	78004269	78004669	+	1000	140.0	[]	[]	[10.850257]	[134]	[]	[78004473]
133_26610	chr5	148697393	148697793	+	766	34.0	[]	[]	[6.604563]	[91]	[]	[148697578]
133_26618	chr5	176970215	176970615	+	626	34.0	[]	[]	[11.489884]	[135]	[]	[176970449]
133_26621	chr6	2684001	2684401	+	766	34.0	[7.231736]	[133]	[6.6814346]	[133]	[2684167]	[2684167]
133_26622	chr6	3372172	3372572	+	560	34.0	[]	[]	[7.879267]	[129]	[]	[3372390]
133_26623	chr6	3596745	3597145	+	741	34.0	[14.173678]	[130]	[11.842608]	[130]	[3596958]	[3596958]
133_26625	chr6	5474218	5474618	+	699	34.0	[8.446286]	[111]	[10.243763]	[111]	[5474423]	[5474423]
133_2663	chr10	7252124	7252524	+	1000	140.0	[]	[]	[10.2329445]	[98]	[]	[7252312]
133_26635	chr6	20292234	20292634	+	769	34.0	[8.138241]	[192]	[11.437455]	[211]	[20292463]	[20292482]
133_26639	chr6	26172507	26172907	+	644	34.0	[7.225411]	[108]	[6.590865]	[122]	[26172713]	[26172727]
133_26641	chr6	26344675	26345075	+	764	34.0	[10.850257]	[68]	[]	[]	[26344837]	[]
133_26645	chr6	28168680	28169080	+	779	34.0	[10.243763, 7.231736]	[158, 198]	[8.662755, 8.446286, 6.6814346]	[132, 158, 198]	[28168871, 28168911]	[28168845, 28168871, 28168911]
133_26667	chr6	37185793	37186193	+	723	34.0	[8.355901]	[87]	[]	[]	[37185950]	[]
133_26669	chr6	41790058	41790458	+	738	34.0	[]	[]	[8.11152]	[158]	[]	[41790220]
133_26670	chr6	42046488	42046888	+	688	34.0	[7.485917]	[162]	[]	[]	[42046702]	[]
133_26675	chr6	43686547	43686947	+	770	34.0	[9.288357]	[149]	[8.70695]	[149]	[43686778]	[43686778]
133_26677	chr6	43904627	43905027	+	674	34.0	[9.106386, 11.03802]	[97, 109]	[6.957288]	[109]	[43904782, 43904794]	[43904794]
133_26679	chr6	47097310	47097710	+	737	34.0	[7.6275287]	[180]	[]	[]	[47097545]	[]
133_26680	chr6	47533119	47533519	+	742	34.0	[]	[]	[6.3513184]	[134]	[]	[47533329]
133_26681	chr6	49631893	49632293	+	729	34.0	[]	[]	[10.21904]	[171]	[]	[49632101]
133_26685	chr6	68737984	68738384	+	680	34.0	[]	[]	[7.879267]	[139]	[]	[68738171]
133_26689	chr6	79411608	79412008	+	766	34.0	[8.40951]	[173]	[]	[]	[79411846]	[]
133_2669	chr17	7585611	7586011	+	1000	140.0	[]	[]	[9.158815]	[93]	[]	[7585792]
133_26692	chr6	108194464	108194864	+	771	34.0	[8.490965]	[82]	[8.9815035]	[82]	[108194643]	[108194643]
133_26694	chr6	112951843	112952243	+	776	34.0	[13.548076]	[77]	[6.7182117, 6.3859587]	[77, 126]	[112952009]	[112952009, 112952058]
133_26705	chr6	135086027	135086427	+	561	34.0	[14.173678]	[126]	[11.842608]	[126]	[135086178]	[135086178]
133_26707	chr6	135410813	135411213	+	747	34.0	[8.03]	[203]	[]	[]	[135411032]	[]
133_26711	chr6	139927216	139927616	+	573	34.0	[6.159387]	[150]	[9.708719, 8.045571]	[96, 150]	[139927432]	[139927378, 139927432]
133_26716	chr6	150080723	150081123	+	706	34.0	[11.382891]	[205]	[6.704043]	[205]	[150080947]	[150080947]
133_26722	chr6	158231286	158231686	+	673	34.0	[]	[]	[6.298889]	[203]	[]	[158231500]
133_26723	chr6	159633172	159633572	+	723	34.0	[]	[]	[10.435025]	[149]	[]	[159633415]
133_26727	chr6	167832905	167833305	+	763	34.0	[8.40951]	[175]	[]	[]	[167833121]	[]
133_26730	chr7	6228424	6228824	+	650	34.0	[]	[]	[7.864854]	[154]	[]	[6228651]
133_26739	chr7	32657937	32658337	+	752	34.0	[7.3557024]	[142]	[]	[]	[32658168]	[]
133_2674	chr3	185976940	185977340	+	1000	140.0	[7.5900965]	[164]	[8.614941]	[139]	[185977184]	[185977159]
133_26747	chr7	66687265	66687665	+	762	34.0	[]	[]	[7.357935]	[133]	[]	[66687429]
133_26748	chr7	69106314	69106714	+	635	34.0	[14.173678, 11.842608]	[141, 162]	[11.842608, 14.173678]	[141, 162]	[69106535, 69106556]	[69106535, 69106556]
133_2675	chr6	5541707	5542107	+	1000	140.0	[14.173678, 13.548076]	[80, 101]	[11.842608, 6.7182117]	[80, 101]	[5541878, 5541899]	[5541878, 5541899]
133_26754	chr7	74656230	74656630	+	738	34.0	[6.1605587]	[111]	[6.5397067]	[111]	[74656408]	[74656408]
133_26755	chr7	75627945	75628345	+	717	34.0	[6.650434]	[86]	[10.822035]	[86]	[75628100]	[75628100]
133_26759	chr7	77657748	77658148	+	762	34.0	[7.806082]	[155]	[]	[]	[77657995]	[]
133_2676	chr6	20811182	20811582	+	1000	140.0	[8.007392, 9.213665]	[88, 89]	[6.301925]	[89]	[20811366, 20811367]	[20811367]
133_26762	chr7	92763564	92763964	+	689	34.0	[6.8921194]	[94]	[]	[]	[92763753]	[]
133_26763	chr7	96075291	96075691	+	749	34.0	[8.70695]	[97]	[9.288357]	[97]	[96075475]	[96075475]
133_26766	chr7	100080867	100081267	+	758	34.0	[6.410166]	[121]	[]	[]	[100081059]	[]
133_26769	chr7	101144044	101144444	+	673	34.0	[9.029213]	[126]	[]	[]	[101144224]	[]
133_2677	chr7	32634772	32635172	+	1000	140.0	[7.4425774, 13.5706835, 13.5706835]	[61, 118, 147]	[10.869366, 10.869366]	[118, 147]	[32634933, 32634990, 32635019]	[32634990, 32635019]
133_26770	chr7	102978502	102978902	+	766	34.0	[7.2345104]	[191]	[]	[]	[102978713]	[]
133_26772	chr7	104938751	104939151	+	574	34.0	[]	[]	[6.881301]	[90]	[]	[104938927]
133_26773	chr7	106153811	106154211	+	731	34.0	[6.301925]	[78]	[9.213665]	[78]	[106153977]	[106153977]
133_26777	chr7	106959663	106960063	+	742	34.0	[]	[]	[7.5739202]	[121]	[]	[106959836]
133_26788	chr7	121207620	121208020	+	749	34.0	[]	[]	[9.773646]	[200]	[]	[121207828]
133_26791	chr7	128208350	128208750	+	749	34.0	[]	[]	[8.40951]	[80]	[]	[128208526]
133_26792	chr7	129052480	129052880	+	724	34.0	[15.901753, 7.7649856]	[80, 102]	[8.538297, 7.83516]	[80, 102]	[129052638, 129052660]	[129052638, 129052660]
133_26799	chr7	136051489	136051889	+	706	34.0	[10.266372]	[90]	[12.597441]	[90]	[136051676]	[136051676]
133_268	chr20	2525602	2526002	+	1000	365.0	[14.173678, 11.842608]	[109, 130]	[11.842608, 14.173678]	[109, 130]	[2525811, 2525832]	[2525811, 2525832]
133_26800	chr7	136062865	136063265	+	754	34.0	[6.1742854]	[172]	[]	[]	[136063041]	[]
133_26803	chr7	139366535	139366935	+	758	34.0	[]	[]	[7.225411]	[187]	[]	[139366752]
133_26804	chr7	139647114	139647514	+	756	34.0	[8.133142]	[163]	[]	[]	[139647353]	[]
133_26807	chr7	140316356	140316756	+	709	34.0	[8.538297]	[76]	[15.901753]	[76]	[140316510]	[140316510]
133_26813	chr7	148704953	148705353	+	757	34.0	[8.247232]	[140]	[]	[]	[148705141]	[]
133_26814	chr7	149787437	149787837	+	705	34.0	[8.662755]	[92]	[]	[]	[149787597]	[]
133_26815	chr7	149838821	149839221	+	667	34.0	[11.489884]	[177]	[]	[]	[149839047]	[]
133_2682	chr9	111900913	111901313	+	1000	140.0	[]	[]	[10.196432]	[67]	[]	[111901080]
133_26820	chr7	152520793	152521193	+	741	34.0	[7.3783107]	[213]	[8.504869]	[213]	[152521040]	[152521040]
133_26824	chr7	157124686	157125086	+	773	34.0	[6.4574966]	[211]	[8.519188]	[211]	[157124918]	[157124918]
133_26826	chr7	158767677	158768077	+	739	34.0	[6.7276034]	[80]	[]	[]	[158767850]	[]
133_26829	chr8	721439	721839	+	664	34.0	[8.538297]	[77]	[15.901753]	[77]	[721615]	[721615]
133_2683	chrX	40571181	40571581	+	1000	140.0	[10.022524, 11.842608]	[88, 109]	[11.820001, 14.173678]	[88, 109]	[40571363, 40571384]	[40571363, 40571384]
133_26830	chr8	1735359	1735759	+	626	34.0	[]	[]	[8.785794]	[162]	[]	[1735552]
133_26833	chr8	18075943	18076343	+	681	34.0	[7.6114397]	[204]	[]	[]	[18076154]	[]
133_26835	chr8	22088746	22089146	+	778	34.0	[]	[]	[6.470305]	[172]	[]	[22088991]
133_26837	chr8	23456900	23457300	+	729	34.0	[15.901753]	[148]	[8.538297]	[148]	[23457106]	[23457106]
133_26839	chr8	28419435	28419835	+	732	34.0	[8.490457]	[82]	[]	[]	[28419615]	[]
133_26843	chr8	37864294	37864694	+	684	34.0	[9.761809, 12.766095]	[95, 121]	[6.7911124]	[95]	[37864478, 37864504]	[37864478]
133_26844	chr8	38278095	38278495	+	648	34.0	[10.435025]	[161]	[]	[]	[38278317]	[]
133_26845	chr8	38784961	38785361	+	759	34.0	[14.173678]	[99]	[11.842608]	[99]	[38785158]	[38785158]
133_26846	chr8	53728617	53729017	+	743	34.0	[11.03802]	[71]	[6.957288]	[71]	[53728776]	[53728776]
133_26849	chr8	57205809	57206209	+	727	34.0	[]	[]	[8.490457]	[144]	[]	[57206035]
133_2685	chr1	26620490	26620890	+	1000	139.0	[14.173678]	[70]	[11.842608]	[70]	[26620653]	[26620653]
133_26850	chr8	61095961	61096361	+	773	34.0	[]	[]	[7.6114397]	[158]	[]	[61096123]
133_26852	chr8	85957867	85958267	+	752	34.0	[]	[]	[8.354226]	[70]	[]	[85958020]
133_26859	chr8	105424946	105425346	+	685	34.0	[]	[]	[11.016432]	[123]	[]	[105425145]
133_26867	chr8	143218894	143219294	+	743	34.0	[]	[]	[10.94174]	[73]	[]	[143219056]
133_26869	chr8	144104702	144105102	+	620	34.0	[7.4081316]	[110]	[]	[]	[144104893]	[]
133_26871	chr9	4688990	4689390	+	613	34.0	[9.035112]	[67]	[9.051821]	[67]	[4689157]	[4689157]
133_26875	chr9	73149491	73149891	+	761	34.0	[]	[]	[7.887462]	[84]	[]	[73149658]
133_26876	chr9	91423139	91423539	+	607	34.0	[]	[]	[8.490457]	[168]	[]	[91423337]
133_26879	chr9	94065421	94065821	+	773	34.0	[6.4050674]	[136]	[7.9018755, 8.11152]	[136, 166]	[94065575]	[94065575, 94065605]
133_26880	chr9	96419313	96419713	+	725	34.0	[]	[]	[10.94174]	[114]	[]	[96419471]
133_26888	chr9	108994771	108995171	+	789	34.0	[9.122182]	[198]	[7.43074]	[198]	[108994986]	[108994986]
133_26889	chr9	109010534	109010934	+	710	34.0	[10.266372]	[177]	[12.597441]	[177]	[109010713]	[109010713]
133_2689	chr11	47004671	47005071	+	1000	139.0	[11.03802]	[81]	[6.957288]	[81]	[47004850]	[47004850]
133_2690	chr11	61966539	61966939	+	1000	139.0	[8.685363]	[100]	[7.7337074]	[100]	[61966736]	[61966736]
133_26911	chr9	131264909	131265309	+	784	34.0	[]	[]	[11.489884]	[225]	[]	[131265141]
133_26913	chr9	135925587	135925987	+	576	34.0	[14.173678, 10.243763]	[78, 129]	[11.842608, 8.446286]	[78, 129]	[135925763, 135925814]	[135925763, 135925814]
133_26915	chr9	136482002	136482402	+	733	34.0	[10.869366]	[131]	[13.5706835]	[131]	[136482215]	[136482215]
133_26925	chrX	74614487	74614887	+	773	34.0	[8.808403]	[150]	[8.36798]	[150]	[74614699]	[74614699]
133_26929	chrX	153985539	153985939	+	748	34.0	[6.9147277]	[148]	[7.4052663]	[148]	[153985777]	[153985777]
133_2693	chr12	116385816	116386216	+	1000	139.0	[6.881301]	[142]	[]	[]	[116386058]	[]
133_26945	chr1	14915246	14915646	+	649	33.0	[8.662755]	[230]	[]	[]	[14915485]	[]
133_26946	chr1	15272543	15272943	+	654	33.0	[9.213665, 9.773646]	[62, 139]	[6.301925, 9.083777, 12.766095]	[62, 92, 102]	[15272701, 15272778]	[15272701, 15272731, 15272741]
133_26947	chr1	15523221	15523621	+	702	33.0	[7.079775]	[129]	[]	[]	[15523375]	[]
133_26950	chr1	17502346	17502746	+	711	33.0	[6.744411]	[121]	[6.23409]	[171]	[17502511]	[17502561]
133_26951	chr1	18820773	18821173	+	716	33.0	[7.864854]	[151]	[]	[]	[18821009]	[]
133_26952	chr1	18884022	18884422	+	732	33.0	[7.879267, 6.626151, 9.245797]	[127, 146, 195]	[]	[]	[18884193, 18884212, 18884261]	[]
133_26956	chr1	19918029	19918429	+	653	33.0	[]	[]	[8.214434]	[150]	[]	[19918207]
133_26958	chr1	22093539	22093939	+	624	33.0	[8.138241]	[111]	[]	[]	[22093697]	[]
133_26959	chr1	23370396	23370796	+	728	33.0	[8.045571]	[161]	[7.6647887, 6.159387]	[105, 161]	[23370642]	[23370586, 23370642]
133_2696	chr16	46399932	46400332	+	1000	139.0	[]	[]	[6.190716]	[61]	[]	[46400093]
133_26969	chr1	25818661	25819061	+	607	33.0	[]	[]	[8.007392]	[158]	[]	[25818878]
133_2697	chr17	43251506	43251906	+	1000	139.0	[]	[]	[9.029213]	[106]	[]	[43251712]
133_26974	chr1	26145067	26145467	+	718	33.0	[]	[]	[12.766095]	[119]	[]	[26145272]
133_26977	chr1	26976797	26977197	+	716	33.0	[14.173678]	[107]	[11.842608]	[107]	[26976999]	[26976999]
133_2698	chr19	10719460	10719860	+	1000	139.0	[14.173678]	[90]	[11.842608]	[90]	[10719642]	[10719642]
133_26980	chr1	27650620	27651020	+	728	33.0	[6.957288]	[151]	[11.03802]	[151]	[27650850]	[27650850]
133_26984	chr1	31172246	31172646	+	717	33.0	[]	[]	[7.4115434]	[146]	[]	[31172477]
133_26988	chr1	33350811	33351211	+	724	33.0	[11.842608]	[111]	[14.173678]	[111]	[33350988]	[33350988]
133_26994	chr1	37795469	37795869	+	618	33.0	[]	[]	[7.4425774]	[126]	[]	[37795635]
133_26997	chr1	38992520	38992920	+	708	33.0	[10.21904]	[85]	[]	[]	[38992687]	[]
133_27	chr7	30761223	30761623	+	1000	575.0	[13.5706835]	[136]	[10.869366]	[136]	[30761459]	[30761459]
133_2700	chr20	18624882	18625282	+	1000	139.0	[15.901753]	[80]	[8.538297]	[80]	[18625055]	[18625055]
133_27001	chr1	42766005	42766405	+	727	33.0	[9.288357]	[166]	[8.70695]	[166]	[42766225]	[42766225]
133_27009	chr1	51734051	51734451	+	569	33.0	[7.419969]	[187]	[]	[]	[51734266]	[]
133_27010	chr1	54283593	54283993	+	641	33.0	[6.6379886]	[141]	[]	[]	[54283755]	[]
133_27012	chr1	65149034	65149434	+	609	33.0	[11.842608]	[157]	[14.173678]	[157]	[65149246]	[65149246]
133_27015	chr1	67896881	67897281	+	715	33.0	[11.842608]	[141]	[14.173678]	[141]	[67897100]	[67897100]
133_27019	chr1	88678451	88678851	+	574	33.0	[7.5900965]	[177]	[]	[]	[88678699]	[]
133_27023	chr1	109308049	109308449	+	680	33.0	[6.704043]	[212]	[11.382891]	[212]	[109308275]	[109308275]
133_27031	chr1	116417390	116417790	+	732	33.0	[15.901753]	[209]	[8.538297]	[209]	[116417631]	[116417631]
133_27033	chr1	149848491	149848891	+	726	33.0	[6.7182117]	[153]	[13.548076]	[153]	[149848715]	[149848715]
133_27035	chr1	150001360	150001760	+	559	33.0	[8.085812]	[183]	[]	[]	[150001577]	[]
133_27039	chr1	153945275	153945675	+	671	33.0	[8.9815035]	[117]	[8.490965]	[117]	[153945450]	[153945450]
133_27041	chr1	156146046	156146446	+	622	33.0	[10.243763]	[154]	[8.446286]	[154]	[156146258]	[156146258]
133_27045	chr1	159204676	159205076	+	722	33.0	[9.083777]	[77]	[10.7095785]	[116]	[159204853]	[159204892]
133_2705	chr5	38807553	38807953	+	1000	139.0	[10.869366]	[129]	[8.858079, 10.94174, 13.5706835]	[67, 87, 129]	[38807777]	[38807715, 38807735, 38807777]
133_27050	chr1	164673585	164673985	+	724	33.0	[]	[]	[7.686224]	[114]	[]	[164673764]
133_27058	chr1	173329707	173330107	+	716	33.0	[7.419969]	[132]	[]	[]	[173329938]	[]
133_27060	chr1	179079146	179079546	+	627	33.0	[7.879267]	[82]	[]	[]	[179079324]	[]
133_27061	chr1	182584562	182584962	+	659	33.0	[6.301925]	[192]	[9.213665]	[192]	[182584797]	[182584797]
133_27062	chr1	182784594	182784994	+	736	33.0	[]	[]	[6.469334]	[133]	[]	[182784823]
133_27068	chr1	198272458	198272858	+	677	33.0	[10.850257]	[127]	[]	[]	[198272681]	[]
133_27075	chr1	205679268	205679668	+	662	33.0	[]	[]	[7.6114397]	[140]	[]	[205679497]
133_27078	chr1	207308513	207308913	+	588	33.0	[9.035112]	[118]	[9.051821]	[118]	[207308703]	[207308703]
133_27081	chr1	207869053	207869453	+	725	33.0	[6.1605587, 13.548076]	[114, 160]	[6.5397067, 6.7182117]	[114, 160]	[207869256, 207869302]	[207869256, 207869302]
133_27089	chr1	219991952	219992352	+	749	33.0	[13.5706835]	[98]	[10.869366]	[98]	[219992128]	[219992128]
133_27090	chr1	223620589	223620989	+	700	33.0	[13.548076]	[118]	[6.7182117]	[118]	[223620797]	[223620797]
133_27091	chr1	223713102	223713502	+	644	33.0	[]	[]	[8.247232]	[194]	[]	[223713319]
133_27093	chr1	225926867	225927267	+	735	33.0	[]	[]	[6.3577366]	[183]	[]	[225927066]
133_27094	chr1	225981247	225981647	+	683	33.0	[]	[]	[8.588062]	[186]	[]	[225981471]
133_27096	chr1	227225720	227226120	+	641	33.0	[8.685363]	[190]	[7.7337074]	[190]	[227225952]	[227225952]
133_27098	chr1	227429693	227430093	+	622	33.0	[8.490457]	[106]	[]	[]	[227429890]	[]
133_271	chr19	29893700	29894100	+	1000	364.0	[11.842608, 11.842608]	[116, 144]	[14.173678, 14.173678]	[116, 144]	[29893915, 29893943]	[29893915, 29893943]
133_2710	chr9	251400	251800	+	1000	139.0	[]	[]	[6.8921194]	[87]	[]	[251573]
133_27101	chr1	233655213	233655613	+	734	33.0	[]	[]	[9.773646]	[156]	[]	[233655439]
133_27103	chr1	234675619	234676019	+	689	33.0	[8.138241]	[195]	[]	[]	[234675850]	[]
133_27106	chr1	234942886	234943286	+	697	33.0	[]	[]	[9.106386]	[84]	[]	[234943058]
133_27108	chr1	236742438	236742838	+	583	33.0	[]	[]	[7.4504957]	[85]	[]	[236742603]
133_2711	chr9	72580130	72580530	+	1000	139.0	[13.548076]	[91]	[6.7182117]	[91]	[72580312]	[72580312]
133_27110	chr1	241845105	241845505	+	716	33.0	[10.266372]	[150]	[12.597441]	[150]	[241845327]	[241845327]
133_27112	chr1	244367677	244368077	+	668	33.0	[8.490457]	[180]	[]	[]	[244367921]	[]
133_27123	chr10	15856683	15857083	+	707	33.0	[6.8476133]	[144]	[]	[]	[15856882]	[]
133_27125	chr10	17456089	17456489	+	629	33.0	[10.435025]	[153]	[]	[]	[17456282]	[]
133_27126	chr10	17673663	17674063	+	625	33.0	[8.504869]	[216]	[7.3783107]	[216]	[17673890]	[17673890]
133_27133	chr10	49037383	49037783	+	694	33.0	[6.7182117]	[218]	[13.548076]	[218]	[49037626]	[49037626]
133_27135	chr10	50309434	50309834	+	619	33.0	[7.6114397]	[207]	[]	[]	[50309657]	[]
133_27136	chr10	50398835	50399235	+	639	33.0	[6.914219]	[147]	[]	[]	[50399057]	[]
133_27137	chr10	60140162	60140562	+	707	33.0	[14.173678]	[161]	[11.842608]	[161]	[60140406]	[60140406]
133_27139	chr10	60434435	60434835	+	722	33.0	[6.612033]	[118]	[]	[]	[60434638]	[]
133_27143	chr10	68722030	68722430	+	726	33.0	[9.6861105]	[134]	[]	[]	[68722195]	[]
133_27145	chr10	70843317	70843717	+	581	33.0	[7.082873]	[108]	[]	[]	[70843487]	[]
133_27147	chr10	74738809	74739209	+	625	33.0	[]	[]	[6.914219]	[139]	[]	[74738983]
133_27149	chr10	77673694	77674094	+	735	33.0	[10.435025]	[123]	[]	[]	[77673904]	[]
133_27151	chr10	92290748	92291148	+	659	33.0	[11.842608]	[131]	[14.173678]	[131]	[92290964]	[92290964]
133_27154	chr10	99667429	99667829	+	621	33.0	[6.3817983]	[176]	[]	[]	[99667677]	[]
133_27160	chr11	235585	235985	+	735	33.0	[6.4574966]	[176]	[8.519188]	[176]	[235767]	[235767]
133_27164	chr11	3859477	3859877	+	729	33.0	[]	[]	[6.2977095]	[174]	[]	[3859726]
133_27168	chr11	12675776	12676176	+	553	33.0	[10.266372]	[110]	[12.597441]	[110]	[12675965]	[12675965]
133_2717	chr1	223772022	223772422	+	1000	138.0	[6.7905855]	[100]	[]	[]	[223772200]	[]
133_27172	chr11	16788303	16788703	+	740	33.0	[6.573722]	[187]	[]	[]	[16788546]	[]
133_27179	chr11	62398632	62399032	+	693	33.0	[8.610671]	[136]	[]	[]	[62398866]	[]
133_27183	chr11	64318783	64319183	+	623	33.0	[11.842608]	[167]	[14.173678]	[167]	[64319029]	[64319029]
133_27189	chr11	66855990	66856390	+	722	33.0	[8.632995]	[129]	[6.8825955]	[129]	[66856194]	[66856194]
133_27190	chr11	69048379	69048779	+	564	33.0	[7.079775]	[299]	[]	[]	[69048629]	[]
133_27191	chr11	70313033	70313433	+	697	33.0	[]	[]	[6.9286323]	[167]	[]	[70313264]
133_27194	chr11	78015393	78015793	+	558	33.0	[10.94174]	[59]	[]	[]	[78015551]	[]
133_27195	chr11	78260111	78260511	+	602	33.0	[]	[]	[8.40951]	[160]	[]	[78260311]
133_27196	chr11	83147887	83148287	+	717	33.0	[15.901753]	[113]	[8.538297]	[113]	[83148067]	[83148067]
133_27199	chr11	86919547	86919947	+	695	33.0	[]	[]	[6.298889]	[78]	[]	[86919708]
133_272	chr20	38453009	38453409	+	1000	364.0	[10.869366]	[107]	[13.5706835]	[107]	[38453216]	[38453216]
133_27202	chr11	96393659	96394059	+	693	33.0	[]	[]	[10.7095785]	[175]	[]	[96393879]
133_27203	chr11	110076194	110076594	+	701	33.0	[]	[]	[8.588062]	[133]	[]	[110076379]
133_27204	chr11	110112525	110112925	+	687	33.0	[7.57549]	[152]	[]	[]	[110112739]	[]
133_27208	chr11	118595089	118595489	+	580	33.0	[10.763187]	[86]	[]	[]	[118595251]	[]
133_2721	chr11	67605755	67606155	+	1000	138.0	[14.173678, 10.621459]	[126, 160]	[11.842608]	[126]	[67605966, 67606000]	[67605966]
133_27213	chr11	125922993	125923393	+	674	33.0	[]	[]	[6.4220033]	[95]	[]	[125923151]
133_2722	chr12	102474475	102474875	+	1000	138.0	[11.842608]	[132]	[14.173678]	[132]	[102474695]	[102474695]
133_27224	chr12	32706238	32706638	+	556	33.0	[6.7182117]	[178]	[13.548076]	[178]	[32706484]	[32706484]
133_27228	chr12	49251833	49252233	+	683	33.0	[12.597441]	[89]	[10.266372]	[89]	[49252008]	[49252008]
133_27229	chr12	49321998	49322398	+	668	33.0	[]	[]	[10.21904]	[138]	[]	[49322172]
133_27238	chr12	55966077	55966477	+	747	33.0	[6.410166]	[158]	[]	[]	[55966327]	[]
133_27243	chr12	71973276	71973676	+	572	33.0	[6.7182117]	[185]	[13.548076]	[185]	[71973518]	[71973518]
133_27246	chr12	93500209	93500609	+	724	33.0	[]	[]	[6.881301]	[108]	[]	[93500398]
133_27247	chr12	93593785	93594185	+	665	33.0	[6.190716]	[185]	[]	[]	[93594031]	[]
133_27250	chr12	94102201	94102601	+	598	33.0	[8.610671]	[64]	[]	[]	[94102358]	[]
133_27251	chr12	95859271	95859671	+	603	33.0	[8.133142]	[142]	[]	[]	[95859503]	[]
133_27252	chr12	100554541	100554941	+	622	33.0	[11.03802]	[158]	[6.957288]	[158]	[100554764]	[100554764]
133_27253	chr12	101698418	101698818	+	647	33.0	[6.159387]	[81]	[8.045571]	[81]	[101698589]	[101698589]
133_27258	chr12	110354958	110355358	+	698	33.0	[10.850257]	[156]	[]	[]	[110355125]	[]
133_27259	chr12	112992782	112993182	+	551	33.0	[9.136207]	[131]	[]	[]	[112993004]	[]
133_2726	chr17	34885097	34885497	+	1000	138.0	[6.6882577]	[67]	[12.766095]	[133]	[34885257]	[34885323]
133_27260	chr12	113439436	113439836	+	632	33.0	[6.7182117, 7.130713]	[166, 179]	[13.548076, 7.7121196]	[166, 179]	[113439657, 113439670]	[113439657, 113439670]
133_27263	chr12	119061165	119061565	+	588	33.0	[8.685363]	[117]	[7.7337074]	[117]	[119061381]	[119061381]
133_27266	chr12	123270111	123270511	+	587	33.0	[6.8476133]	[169]	[]	[]	[123270346]	[]
133_27269	chr13	80633836	80634236	+	723	33.0	[9.773646]	[118]	[]	[]	[80634053]	[]
133_27273	chr13	80790107	80790507	+	582	33.0	[14.173678]	[165]	[11.842608]	[165]	[80790297]	[80790297]
133_27278	chr13	91024674	91025074	+	634	33.0	[6.6278257]	[146]	[6.6708803]	[146]	[91024913]	[91024913]
133_27280	chr13	91211664	91212064	+	751	33.0	[]	[]	[10.586154]	[208]	[]	[91211883]
133_2729	chr17	82339013	82339413	+	1000	138.0	[13.5706835]	[73]	[10.869366]	[73]	[82339184]	[82339184]
133_27290	chr13	92498408	92498808	+	706	33.0	[]	[]	[6.410166]	[118]	[]	[92498618]
133_27291	chr13	92511399	92511799	+	588	33.0	[7.485917]	[207]	[6.4220033]	[167]	[92511635]	[92511595]
133_27292	chr13	92564845	92565245	+	609	33.0	[]	[]	[7.2345104]	[116]	[]	[92565013]
133_27300	chr13	114128903	114129303	+	687	33.0	[]	[]	[6.4975696]	[192]	[]	[114129146]
133_27308	chr14	74712965	74713365	+	550	33.0	[12.039788]	[187]	[]	[]	[74713214]	[]
133_27309	chr14	75123924	75124324	+	704	33.0	[7.5209255]	[114]	[]	[]	[75124083]	[]
