#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_27890	chr3	152302421	152302821	+	1000	60.0	[15.887955]	[168]	[14.058652]	[168]	[152302640]	[152302640]
658_27893	chr3	171833673	171834073	+	1000	60.0	[15.887955]	[81]	[14.058652]	[81]	[171833847]	[171833847]
658_2791	chr6	35259294	35259694	+	1000	251.0	[]	[]	[8.620539]	[108]	[]	[35259498]
658_27913	chr4	56410264	56410664	+	927	60.0	[10.410505]	[151]	[9.445623]	[151]	[56410489]	[56410489]
658_27921	chr4	150329346	150329746	+	1000	60.0	[9.445623]	[129]	[10.410505]	[129]	[150329572]	[150329572]
658_27925	chr5	37738113	37738513	+	703	60.0	[8.595078]	[131]	[7.0539017]	[131]	[37738317]	[37738317]
658_27930	chr5	65032238	65032638	+	1000	60.0	[8.279789]	[69]	[8.860666]	[69]	[65032404]	[65032404]
658_27934	chr5	78677689	78678089	+	1000	60.0	[10.9372835]	[88]	[8.706673]	[88]	[78677864]	[78677864]
658_27936	chr5	123454513	123454913	+	887	60.0	[14.058652]	[129]	[15.887955]	[129]	[123454722]	[123454722]
658_27938	chr5	132389673	132390073	+	1000	60.0	[11.371393]	[118]	[14.169626]	[118]	[132389879]	[132389879]
658_27963	chr6	28408390	28408790	+	1000	60.0	[8.706673]	[97]	[10.9372835]	[97]	[28408576]	[28408576]
658_27983	chr6	82260284	82260684	+	1000	60.0	[11.482367]	[123]	[9.653064]	[123]	[82260496]	[82260496]
658_27997	chr6	154593035	154593435	+	1000	60.0	[8.279789]	[110]	[8.860666]	[110]	[154593239]	[154593239]
658_27999	chr6	155171044	155171444	+	1000	60.0	[9.653064]	[99]	[11.482367]	[99]	[155171202]	[155171202]
658_28	chr6	90368982	90369382	+	1000	629.0	[11.437814, 14.169626]	[83, 96]	[10.508272, 11.371393]	[83, 96]	[90369164, 90369177]	[90369164, 90369177]
658_2800	chr11	86524141	86524541	+	1000	250.0	[9.990892, 14.058652]	[60, 80]	[8.16159, 15.887955]	[60, 80]	[86524297, 86524317]	[86524297, 86524317]
658_28000	chr6	156699018	156699418	+	1000	60.0	[13.200696]	[128]	[12.340323]	[128]	[156699229]	[156699229]
658_28011	chr7	26686539	26686939	+	1000	60.0	[]	[]	[6.2840924]	[75]	[]	[26686709]
658_28012	chr7	27784302	27784702	+	1000	60.0	[8.706673]	[60]	[10.9372835]	[60]	[27784459]	[27784459]
658_28016	chr7	92642176	92642576	+	1000	60.0	[9.718622, 10.508272]	[88, 107]	[11.827421, 11.437814]	[88, 107]	[92642359, 92642378]	[92642359, 92642378]
658_28017	chr7	93719487	93719887	+	1000	60.0	[13.223235]	[129]	[10.826309]	[129]	[93719688]	[93719688]
658_2804	chr19	41225993	41226393	+	1000	250.0	[11.482367]	[109]	[9.653064]	[109]	[41226191]	[41226191]
658_28041	chr8	19665354	19665754	+	1000	60.0	[13.200696]	[96]	[12.340323]	[96]	[19665549]	[19665549]
658_28047	chr8	58659652	58660052	+	1000	60.0	[10.9372835]	[125]	[8.706673]	[125]	[58659852]	[58659852]
658_28049	chr8	73327102	73327502	+	1000	60.0	[8.706673]	[114]	[10.9372835]	[114]	[73327304]	[73327304]
658_2805	chr2	55111707	55112107	+	1000	250.0	[12.655612]	[98]	[11.393932]	[98]	[55111902]	[55111902]
658_28052	chr8	100719211	100719611	+	1000	60.0	[11.371393]	[132]	[14.169626]	[132]	[100719431]	[100719431]
658_28059	chr8	130604597	130604997	+	1000	60.0	[15.887955]	[126]	[14.058652]	[126]	[130604807]	[130604807]
658_2807	chr3	113051223	113051623	+	1000	250.0	[14.058652]	[106]	[15.887955]	[106]	[113051426]	[113051426]
658_28071	chr9	107751798	107752198	+	1000	60.0	[6.876749, 7.7272944]	[112, 132]	[7.723246]	[132]	[107751994, 107752014]	[107752014]
658_28077	chr9	125233684	125234084	+	1000	60.0	[11.482367]	[99]	[8.164393, 9.653064]	[86, 99]	[125233871]	[125233858, 125233871]
658_28079	chr9	127943698	127944098	+	1000	60.0	[]	[]	[7.372508]	[102]	[]	[127943875]
658_28084	chr9	130578722	130579122	+	1000	60.0	[10.9372835]	[87]	[8.706673]	[87]	[130578903]	[130578903]
658_28085	chr9	131289480	131289880	+	1000	60.0	[8.00517]	[117]	[9.882722]	[117]	[131289675]	[131289675]
658_281	chr1	153566502	153566902	+	1000	485.0	[11.482367, 10.9372835]	[95, 133]	[9.653064, 8.706673]	[95, 133]	[153566693, 153566731]	[153566693, 153566731]
658_28106	chr1	7827411	7827811	+	1000	59.0	[]	[]	[6.2084436]	[101]	[]	[7827612]
658_28107	chr1	8096673	8097073	+	1000	59.0	[10.414554, 14.058652]	[53, 90]	[9.441575, 15.887955]	[53, 90]	[8096825, 8096862]	[8096825, 8096862]
658_28109	chr1	12460912	12461312	+	1000	59.0	[10.109092]	[103]	[7.031363]	[103]	[12461109]	[12461109]
658_28110	chr1	16727372	16727772	+	1000	59.0	[9.653064]	[123]	[11.482367]	[123]	[16727578]	[16727578]
658_2814	chr14	68620139	68620539	+	1000	249.0	[10.535975]	[158]	[9.107981]	[158]	[68620389]	[68620389]
658_28149	chr1	115679001	115679401	+	1000	59.0	[11.393932]	[134]	[12.655612]	[134]	[115679225]	[115679225]
658_2816	chr16	54448057	54448457	+	1000	249.0	[12.132883, 6.6167903]	[87, 134]	[12.128834, 8.147932]	[87, 134]	[54448241, 54448288]	[54448241, 54448288]
658_28182	chr10	11869125	11869525	+	1000	59.0	[9.650316]	[134]	[7.890182]	[134]	[11869357]	[11869357]
658_28190	chr10	62049091	62049491	+	1000	59.0	[9.998118]	[134]	[11.547925]	[134]	[62049297]	[62049297]
658_28206	chr11	22752926	22753326	+	1000	59.0	[7.333398]	[98]	[8.315582]	[98]	[22753120]	[22753120]
658_28207	chr11	35036680	35037080	+	1000	59.0	[10.575411, 7.0539017]	[89, 155]	[8.680293, 8.595078]	[89, 155]	[35036852, 35036918]	[35036852, 35036918]
658_28211	chr11	62614320	62614720	+	1000	59.0	[9.107981]	[94]	[10.535975]	[94]	[62614505]	[62614505]
658_28219	chr11	86196024	86196424	+	1000	59.0	[13.200696]	[117]	[12.340323]	[117]	[86196240]	[86196240]
658_2822	chr8	29225651	29226051	+	1000	249.0	[6.876749]	[88]	[]	[]	[29225839]	[]
658_28241	chr12	57008144	57008544	+	1000	59.0	[6.6140423]	[118]	[]	[]	[57008340]	[]
658_28257	chr13	32175331	32175731	+	1000	59.0	[6.502496]	[149]	[6.278107, 6.423249]	[89, 149]	[32175561]	[32175501, 32175561]
658_28258	chr13	44397851	44398251	+	1000	59.0	[9.718622]	[96]	[11.827421]	[96]	[44398032]	[44398032]
658_2826	chr12	108691654	108692054	+	1000	248.0	[9.653064]	[131]	[11.482367]	[131]	[108691882]	[108691882]
658_28265	chr14	23328026	23328426	+	1000	59.0	[10.410505]	[145]	[9.445623]	[145]	[23328270]	[23328270]
658_2827	chr13	40116034	40116434	+	1000	248.0	[14.058652]	[90]	[15.887955]	[90]	[40116221]	[40116221]
658_28274	chr14	77822737	77823137	+	1000	59.0	[12.655612, 7.277253]	[104, 138]	[11.393932]	[104]	[77822935, 77822969]	[77822935]
658_28275	chr14	81401437	81401837	+	1000	59.0	[10.410505, 10.9372835]	[102, 143]	[9.445623, 8.706673]	[102, 143]	[81401622, 81401663]	[81401622, 81401663]
658_2828	chr13	73090453	73090853	+	1000	248.0	[11.393932]	[122]	[12.655612]	[122]	[73090674]	[73090674]
658_28280	chr14	103315250	103315650	+	1000	59.0	[6.526481]	[115]	[]	[]	[103315437]	[]
658_28282	chr15	34650098	34650498	+	1000	59.0	[6.650379]	[135]	[]	[]	[34650305]	[]
658_28293	chr15	60673927	60674327	+	919	59.0	[9.653064, 9.653064]	[96, 106]	[11.482367, 11.482367]	[96, 106]	[60674115, 60674125]	[60674115, 60674125]
658_28296	chr15	74823322	74823722	+	1000	59.0	[14.058652]	[108]	[15.887955]	[108]	[74823524]	[74823524]
658_283	chr3	14432221	14432621	+	1000	485.0	[9.107981, 10.535975]	[94, 123]	[10.535975, 9.107981]	[94, 123]	[14432414, 14432443]	[14432414, 14432443]
658_2830	chr15	97993263	97993663	+	1000	248.0	[11.371393]	[107]	[14.169626]	[107]	[97993464]	[97993464]
658_28324	chr16	67935587	67935987	+	1000	59.0	[7.5703087]	[152]	[6.6347375]	[152]	[67935804]	[67935804]
658_28331	chr16	85395466	85395866	+	1000	59.0	[9.650316]	[117]	[7.890182]	[117]	[85395665]	[85395665]
658_2834	chr2	47354127	47354527	+	1000	248.0	[15.887955]	[102]	[14.058652]	[102]	[47354326]	[47354326]
658_28340	chr17	27893802	27894202	+	1000	59.0	[14.058652]	[109]	[15.887955]	[109]	[27893995]	[27893995]
658_2836	chr20	53162316	53162716	+	1000	248.0	[]	[]	[8.791267]	[154]	[]	[53162564]
658_2837	chr22	23219777	23220177	+	1000	248.0	[10.508272]	[96]	[11.437814]	[96]	[23219971]	[23219971]
658_2838	chr22	43007654	43008054	+	1000	248.0	[10.535975]	[102]	[9.107981, 8.164393]	[102, 149]	[43007854]	[43007854, 43007901]
658_28384	chr19	35909277	35909677	+	1000	59.0	[]	[]	[7.4997025]	[132]	[]	[35909485]
658_28399	chr19	53912630	53913030	+	1000	59.0	[11.371393]	[109]	[14.169626]	[109]	[53912832]	[53912832]
658_28419	chr2	55232077	55232477	+	1000	59.0	[]	[]	[6.526481]	[145]	[]	[55232236]
658_2842	chr5	131796836	131797236	+	1000	248.0	[7.031363]	[91]	[7.025225, 10.109092]	[73, 91]	[131797025]	[131797007, 131797025]
658_28425	chr2	83992007	83992407	+	1000	59.0	[13.223235]	[82]	[10.826309]	[82]	[83992185]	[83992185]
658_28431	chr2	106161928	106162328	+	1000	59.0	[11.371393]	[158]	[14.169626]	[158]	[106162170]	[106162170]
658_28433	chr2	121627506	121627906	+	1000	59.0	[6.184894]	[54]	[6.323601, 6.850379]	[54, 100]	[121627660]	[121627660, 121627706]
658_28436	chr2	138019261	138019661	+	1000	59.0	[7.2844954]	[147]	[]	[]	[138019499]	[]
658_28440	chr2	157464175	157464575	+	1000	59.0	[10.535975, 10.257568]	[105, 140]	[9.107981, 8.353066]	[105, 140]	[157464371, 157464406]	[157464371, 157464406]
658_28460	chr20	3805866	3806266	+	1000	59.0	[11.393932]	[97]	[12.655612]	[97]	[3806063]	[3806063]
658_28477	chr21	35217608	35218008	+	1000	59.0	[9.719484]	[117]	[7.821013]	[117]	[35217785]	[35217785]
658_28502	chr3	5798809	5799209	+	1000	59.0	[11.482367]	[84]	[8.464041, 9.653064]	[80, 84]	[5798985]	[5798981, 5798985]
658_28519	chr3	101128772	101129172	+	1000	59.0	[12.655612]	[161]	[11.393932]	[161]	[101128996]	[101128996]
658_28521	chr3	112075022	112075422	+	1000	59.0	[9.107981]	[126]	[10.535975]	[126]	[112075228]	[112075228]
658_28522	chr3	126607130	126607530	+	1000	59.0	[10.826309, 9.1401615]	[80, 131]	[13.223235, 8.000293]	[80, 131]	[126607302, 126607353]	[126607302, 126607353]
658_28528	chr3	152105491	152105891	+	727	59.0	[11.393932]	[116]	[12.655612]	[116]	[152105696]	[152105696]
658_28529	chr3	156553972	156554372	+	1000	59.0	[6.2868404]	[171]	[7.195463]	[171]	[156554204]	[156554204]
658_28535	chr3	186103967	186104367	+	1000	59.0	[10.109092]	[118]	[7.031363]	[118]	[186104183]	[186104183]
658_28542	chr4	55385211	55385611	+	1000	59.0	[10.826309]	[161]	[13.223235]	[161]	[55385449]	[55385449]
658_28548	chr4	94507596	94507996	+	637	59.0	[8.582502, 8.896491]	[116, 154]	[7.678693, 9.468163]	[116, 154]	[94507802, 94507840]	[94507802, 94507840]
658_28561	chr5	78566777	78567177	+	1000	59.0	[11.371393, 11.371393]	[96, 111]	[14.169626, 14.169626]	[96, 111]	[78566970, 78566985]	[78566970, 78566985]
658_28572	chr5	135075997	135076397	+	1000	59.0	[9.653064]	[113]	[11.482367]	[113]	[135076206]	[135076206]
658_28589	chr6	7163894	7164294	+	1000	59.0	[13.223235, 6.389586]	[147, 164]	[10.826309]	[147]	[7164114, 7164131]	[7164114]
658_28591	chr6	13307462	13307862	+	1000	59.0	[10.826309]	[139]	[13.223235]	[139]	[13307692]	[13307692]
658_286	chr1	36373755	36374155	+	1000	484.0	[10.9372835]	[109]	[8.706673]	[109]	[36373959]	[36373959]
658_28613	chr6	89080557	89080957	+	1000	59.0	[]	[]	[6.966067]	[152]	[]	[89080770]
658_28614	chr6	90319076	90319476	+	1000	59.0	[14.058652]	[100]	[15.887955]	[100]	[90319267]	[90319267]
658_28638	chr7	33063016	33063416	+	1000	59.0	[6.650379]	[109]	[]	[]	[33063212]	[]
658_28639	chr7	36396154	36396554	+	1000	59.0	[15.887955]	[107]	[14.058652]	[107]	[36396347]	[36396347]
658_2864	chr5	96657072	96657472	+	1000	247.0	[9.653064]	[98]	[11.482367]	[98]	[96657268]	[96657268]
658_2868	chr6	146914401	146914801	+	1000	247.0	[11.393932]	[84]	[12.655612]	[84]	[146914580]	[146914580]
658_28696	chr8	100950185	100950585	+	1000	59.0	[7.0715647]	[155]	[6.489596]	[155]	[100950377]	[100950377]
658_28700	chr8	107448798	107449198	+	1000	59.0	[13.223235, 6.278107]	[79, 135]	[10.826309]	[79]	[107448973, 107449029]	[107448973]
658_28726	chr9	137618495	137618895	+	1000	59.0	[9.005888]	[193]	[10.164422]	[193]	[137618716]	[137618716]
658_28730	chrX	13128098	13128498	+	1000	59.0	[10.508272, 10.826309]	[101, 141]	[11.437814, 13.223235]	[101, 141]	[13128289, 13128329]	[13128289, 13128329]
658_28732	chrX	40107385	40107785	+	1000	59.0	[7.031363]	[124]	[10.109092]	[124]	[40107589]	[40107589]
658_28734	chrX	49171690	49172090	+	1000	59.0	[7.7272944]	[77]	[7.723246]	[77]	[49171866]	[49171866]
658_28740	chr1	1398063	1398463	+	1000	58.0	[10.535975]	[88]	[9.107981]	[88]	[1398224]	[1398224]
658_2875	chr9	104961231	104961631	+	1000	247.0	[14.058652]	[94]	[15.887955]	[94]	[104961424]	[104961424]
658_28752	chr1	20192398	20192798	+	1000	58.0	[15.887955]	[102]	[14.058652]	[102]	[20192599]	[20192599]
658_2877	chr1	26201221	26201621	+	1000	246.0	[]	[]	[7.372508]	[85]	[]	[26201395]
658_28770	chr1	59150994	59151394	+	967	58.0	[8.16159]	[137]	[9.990892]	[137]	[59151217]	[59151217]
658_28771	chr1	61441718	61442118	+	1000	58.0	[6.332342]	[153]	[]	[]	[61441952]	[]
658_2879	chr10	35195645	35196045	+	1000	246.0	[]	[]	[6.966067]	[134]	[]	[35195863]
658_28791	chr1	155070921	155071321	+	1000	58.0	[6.7168727]	[151]	[]	[]	[155071170]	[]
658_288	chr11	66892156	66892556	+	1000	484.0	[9.990892, 8.595078, 14.169626]	[68, 89, 110]	[8.16159, 7.0539017, 11.371393]	[68, 89, 110]	[66892318, 66892339, 66892360]	[66892318, 66892339, 66892360]
658_28803	chr1	172513469	172513869	+	1000	58.0	[7.792853]	[65]	[8.0683, 7.5176497]	[65, 110]	[172513632]	[172513632, 172513677]
658_28806	chr1	179883687	179884087	+	1000	58.0	[8.706673, 8.706673]	[70, 136]	[10.9372835, 10.9372835]	[70, 136]	[179883851, 179883917]	[179883851, 179883917]
658_28807	chr1	180156549	180156949	+	1000	58.0	[6.123601]	[143]	[]	[]	[180156789]	[]
658_28812	chr1	207218406	207218806	+	1000	58.0	[10.410505]	[156]	[9.445623]	[156]	[207218645]	[207218645]
658_28831	chr10	25682108	25682508	+	1000	58.0	[6.7545238]	[92]	[6.8162904]	[92]	[25682299]	[25682299]
658_28839	chr10	50603946	50604346	+	1000	58.0	[6.9437904]	[151]	[9.105232]	[151]	[50604176]	[50604176]
658_28846	chr10	75262068	75262468	+	1000	58.0	[15.887955]	[104]	[14.058652]	[104]	[75262264]	[75262264]
658_28858	chr11	698021	698421	+	1000	58.0	[9.107981]	[105]	[10.535975]	[105]	[698213]	[698213]
658_28877	chr11	65555807	65556207	+	1000	58.0	[9.653064, 8.464041]	[113, 117]	[11.482367]	[113]	[65556013, 65556017]	[65556013]
658_28879	chr11	69122696	69123096	+	1000	58.0	[10.535975]	[105]	[9.107981]	[105]	[69122901]	[69122901]
658_289	chr1	149939018	149939418	+	1000	483.0	[11.482367, 11.371393]	[104, 116]	[9.653064, 14.169626]	[104, 116]	[149939218, 149939230]	[149939218, 149939230]
658_2890	chr6	157107781	157108181	+	1000	246.0	[8.253419, 11.393932]	[74, 110]	[9.939966, 12.655612]	[74, 110]	[157107943, 157107979]	[157107943, 157107979]
658_28902	chr12	53867647	53868047	+	1000	58.0	[10.826309]	[113]	[13.223235]	[113]	[53867855]	[53867855]
658_28906	chr12	57452148	57452548	+	1000	58.0	[6.876749]	[90]	[]	[]	[57452335]	[]
658_28907	chr12	64619132	64619532	+	1000	58.0	[]	[]	[6.332342]	[126]	[]	[64619344]
658_2892	chr8	128556657	128557057	+	1000	246.0	[12.655612]	[103]	[11.393932]	[103]	[128556858]	[128556858]
658_2893	chr9	71725896	71726296	+	1000	246.0	[14.058652]	[111]	[15.887955]	[111]	[71726103]	[71726103]
658_28930	chr13	29594939	29595339	+	1000	58.0	[6.1959457]	[105]	[]	[]	[29595135]	[]
658_28957	chr15	34837269	34837669	+	1000	58.0	[9.107981]	[174]	[10.535975]	[174]	[34837509]	[34837509]
658_28963	chr15	44817806	44818206	+	1000	58.0	[10.9372835]	[104]	[8.706673]	[104]	[44818008]	[44818008]
658_28965	chr15	58454355	58454755	+	639	58.0	[9.445623]	[123]	[10.410505]	[123]	[58454556]	[58454556]
658_28973	chr15	80153858	80154258	+	1000	58.0	[]	[]	[6.5323415]	[125]	[]	[80154080]
658_2898	chr1	245091897	245092297	+	1000	245.0	[11.482367]	[115]	[9.653064]	[115]	[245092104]	[245092104]
658_29	chr15	58332142	58332542	+	1000	628.0	[11.482367]	[99]	[9.653064]	[99]	[58332341]	[58332341]
658_290	chr10	84293673	84294073	+	1000	483.0	[8.335119]	[95]	[10.835192]	[95]	[84293868]	[84293868]
658_29001	chr16	72468591	72468991	+	1000	58.0	[13.223235]	[95]	[10.826309]	[95]	[72468774]	[72468774]
658_2901	chr14	73058240	73058640	+	1000	245.0	[9.107981]	[99]	[10.535975]	[99]	[73058438]	[73058438]
658_29015	chr17	28270059	28270459	+	1000	58.0	[10.9372835]	[136]	[8.706673]	[136]	[28270288]	[28270288]
658_29025	chr17	55090211	55090611	+	1000	58.0	[11.393932]	[120]	[12.655612]	[120]	[55090424]	[55090424]
658_29032	chr17	73309770	73310170	+	1000	58.0	[]	[]	[7.592848]	[73]	[]	[73309940]
658_2904	chr17	75784843	75785243	+	1000	245.0	[9.653064]	[99]	[11.482367]	[99]	[75785041]	[75785041]
658_2905	chr17	81097347	81097747	+	1000	245.0	[8.16159, 8.16159]	[65, 99]	[9.990892, 9.990892]	[65, 99]	[81097507, 81097541]	[81097507, 81097541]
658_29052	chr18	59402355	59402755	+	1000	58.0	[10.535975]	[114]	[9.107981]	[114]	[59402567]	[59402567]
658_29053	chr18	61957811	61958211	+	1000	58.0	[13.200696]	[120]	[12.340323]	[120]	[61958023]	[61958023]
658_29068	chr19	18205069	18205469	+	1000	58.0	[8.480081]	[98]	[]	[]	[18205266]	[]
658_29076	chr19	41363697	41364097	+	1000	58.0	[8.119912]	[152]	[10.338868]	[152]	[41363943]	[41363943]
658_29085	chr19	49590180	49590580	+	1000	58.0	[9.468163]	[154]	[8.896491]	[154]	[49590428]	[49590428]
658_29093	chr2	20491972	20492372	+	1000	58.0	[12.655612]	[94]	[11.393932]	[94]	[20492165]	[20492165]
658_29097	chr2	37781012	37781412	+	1000	58.0	[13.200696]	[116]	[12.340323]	[116]	[37781223]	[37781223]
658_291	chr14	22536890	22537290	+	1000	483.0	[10.826309, 9.653064, 11.393932]	[93, 104, 151]	[13.223235, 11.482367, 12.655612]	[93, 104, 151]	[22537072, 22537083, 22537130]	[22537072, 22537083, 22537130]
658_29106	chr2	64606934	64607334	+	1000	58.0	[10.037228]	[113]	[7.9295206]	[113]	[64607118]	[64607118]
658_29115	chr2	112784296	112784696	+	1000	58.0	[8.773093, 7.349969, 8.16159]	[56, 76, 106]	[7.2759295, 6.2111917, 9.990892]	[56, 76, 106]	[112784448, 112784468, 112784498]	[112784448, 112784468, 112784498]
658_2912	chr3	115239776	115240176	+	1000	245.0	[14.169626]	[115]	[11.371393]	[115]	[115239985]	[115239985]
658_29120	chr2	157477311	157477711	+	1000	58.0	[9.116862]	[144]	[]	[]	[157477536]	[]
658_29129	chr2	183037127	183037527	+	1000	58.0	[11.482367]	[136]	[9.653064]	[136]	[183037340]	[183037340]
658_29147	chr20	31740274	31740674	+	1000	58.0	[9.107981]	[119]	[10.535975]	[119]	[31740474]	[31740474]
658_29152	chr20	44594719	44595119	+	679	58.0	[9.990892]	[188]	[8.16159]	[188]	[44594965]	[44594965]
658_29155	chr20	59063723	59064123	+	1000	58.0	[11.371393]	[99]	[14.169626]	[99]	[59063910]	[59063910]
658_29157	chr21	34548969	34549369	+	1000	58.0	[13.223235]	[138]	[10.826309]	[138]	[34549204]	[34549204]
658_29166	chr22	19881170	19881570	+	1000	58.0	[6.4754415]	[115]	[]	[]	[19881377]	[]
658_29186	chr3	37221456	37221856	+	1000	58.0	[9.653064]	[90]	[11.482367]	[90]	[37221643]	[37221643]
658_2919	chr7	36390227	36390627	+	1000	245.0	[10.9372835]	[102]	[8.706673]	[102]	[36390429]	[36390429]
658_29195	chr3	56928747	56929147	+	1000	58.0	[11.371393]	[120]	[14.169626]	[120]	[56928960]	[56928960]
658_29200	chr3	129651812	129652212	+	1000	58.0	[11.371393]	[104]	[14.169626]	[104]	[129652008]	[129652008]
658_29209	chr3	169148666	169149066	+	1000	58.0	[10.109092]	[72]	[7.031363]	[72]	[169148837]	[169148837]
658_2921	chr8	125434597	125434997	+	1000	245.0	[10.508272]	[132]	[11.437814]	[132]	[125434808]	[125434808]
658_29210	chr3	171871873	171872273	+	1000	58.0	[11.393932]	[145]	[12.655612]	[145]	[171872109]	[171872109]
658_29215	chr4	3233741	3234141	+	1000	58.0	[11.393932]	[119]	[12.655612]	[119]	[3233958]	[3233958]
658_29220	chr4	40210235	40210635	+	1000	58.0	[6.6140423]	[169]	[]	[]	[40210475]	[]
658_29243	chr5	56983939	56984339	+	1000	58.0	[]	[]	[6.3540196]	[106]	[]	[56984104]
658_29245	chr5	67770694	67771094	+	1000	58.0	[10.835192]	[108]	[8.335119]	[108]	[67770880]	[67770880]
658_29247	chr5	78907211	78907611	+	1000	58.0	[12.340323]	[116]	[13.200696]	[116]	[78907425]	[78907425]
658_29250	chr5	109567365	109567765	+	1000	58.0	[10.826309]	[124]	[13.223235]	[124]	[109567581]	[109567581]
658_29251	chr5	112931492	112931892	+	1000	58.0	[6.423249, 7.8874335]	[75, 100]	[6.502496]	[75]	[112931667, 112931692]	[112931667]
658_2926	chr12	106739304	106739704	+	1000	244.0	[8.746108, 13.200696]	[108, 115]	[10.509596, 12.340323]	[108, 115]	[106739505, 106739512]	[106739505, 106739512]
658_29283	chr6	30613307	30613707	+	1000	58.0	[10.414554]	[92]	[9.441575, 7.025225]	[92, 142]	[30613493]	[30613493, 30613543]
658_29296	chr6	49980873	49981273	+	1000	58.0	[10.410505, 13.223235]	[80, 125]	[9.445623, 10.826309]	[80, 125]	[49981045, 49981090]	[49981045, 49981090]
658_29297	chr6	75204234	75204634	+	1000	58.0	[12.128834]	[111]	[12.132883]	[111]	[75204444]	[75204444]
658_29298	chr6	83124552	83124952	+	1000	58.0	[15.887955]	[112]	[14.058652]	[112]	[83124749]	[83124749]
658_29313	chr6	157518353	157518753	+	1000	58.0	[7.723246]	[77]	[7.7272944]	[77]	[157518527]	[157518527]
658_29322	chr7	12211007	12211407	+	1000	58.0	[]	[]	[8.620539]	[74]	[]	[12211175]
658_29328	chr7	36280810	36281210	+	1000	58.0	[12.655612]	[111]	[11.393932]	[111]	[36281015]	[36281015]
658_29332	chr7	76318685	76319085	+	1000	58.0	[7.0977836]	[123]	[6.4477377]	[123]	[76318896]	[76318896]
658_29357	chr8	22715645	22716045	+	1000	58.0	[9.107981]	[100]	[10.535975]	[100]	[22715843]	[22715843]
658_29376	chr9	32899176	32899576	+	1000	58.0	[10.9372835, 9.464114, 9.105232]	[69, 123, 151]	[8.706673, 8.90054, 6.9437904]	[69, 123, 151]	[32899342, 32899396, 32899424]	[32899342, 32899396, 32899424]
658_29378	chr9	33458505	33458905	+	1000	58.0	[11.482367, 7.4951105, 14.169626]	[94, 128, 149]	[9.653064, 6.709936, 11.371393]	[94, 128, 149]	[33458677, 33458711, 33458732]	[33458677, 33458711, 33458732]
658_29380	chr9	68779656	68780056	+	1000	58.0	[]	[]	[6.7884874]	[173]	[]	[68779875]
658_29383	chr9	91907355	91907755	+	1000	58.0	[]	[]	[7.8874335, 6.12527]	[110, 119]	[]	[91907558, 91907567]
658_294	chr1	36155664	36156064	+	1000	481.0	[9.653064]	[97]	[11.482367]	[97]	[36155859]	[36155859]
658_29420	chr1	12496416	12496816	+	1000	57.0	[8.353066]	[167]	[10.257568]	[167]	[12496638]	[12496638]
658_29425	chr1	17569635	17570035	+	1000	57.0	[13.223235]	[106]	[10.826309]	[106]	[17569829]	[17569829]
658_2943	chr4	6688918	6689318	+	1000	244.0	[14.058652]	[126]	[15.887955]	[126]	[6689136]	[6689136]
658_29434	chr1	37682339	37682739	+	1000	57.0	[12.132883]	[113]	[12.128834]	[113]	[37682539]	[37682539]
658_2944	chr4	74659776	74660176	+	1000	244.0	[9.990892, 14.058652]	[88, 154]	[8.16159, 15.887955]	[88, 154]	[74659959, 74660025]	[74659959, 74660025]
658_29445	chr1	58584531	58584931	+	1000	57.0	[11.371393]	[124]	[14.169626]	[124]	[58584746]	[58584746]
658_29447	chr1	61271758	61272158	+	1000	57.0	[13.200696]	[97]	[12.340323]	[97]	[61271937]	[61271937]
658_29448	chr1	62539100	62539500	+	1000	57.0	[8.110663]	[108]	[10.082722]	[108]	[62539291]	[62539291]
658_2946	chr6	2733312	2733712	+	1000	244.0	[6.4015837]	[96]	[7.6516085]	[96]	[2733508]	[2733508]
658_2947	chr6	119628283	119628683	+	1000	244.0	[11.437814]	[106]	[10.508272]	[106]	[119628485]	[119628485]
658_29478	chr1	174160129	174160529	+	1000	57.0	[6.9437904]	[119]	[9.105232]	[119]	[174160315]	[174160315]
658_29480	chr1	183609239	183609639	+	1000	57.0	[8.706673]	[155]	[10.9372835]	[155]	[183609489]	[183609489]
658_29484	chr1	203702007	203702407	+	1000	57.0	[9.949216]	[139]	[8.509564]	[139]	[203702201]	[203702201]
658_29488	chr1	206680249	206680649	+	545	57.0	[7.5176497, 8.464041]	[132, 199]	[]	[]	[206680418, 206680485]	[]
658_29494	chr1	234671173	234671573	+	1000	57.0	[]	[]	[7.3430686]	[131]	[]	[234671394]
658_29495	chr1	234997345	234997745	+	1000	57.0	[9.990892]	[88]	[8.16159]	[88]	[234997531]	[234997531]
658_29497	chr1	244046813	244047213	+	1000	57.0	[12.128834]	[119]	[12.132883]	[119]	[244047021]	[244047021]
658_295	chr7	50197535	50197935	+	1000	481.0	[14.058652]	[100]	[15.887955]	[100]	[50197732]	[50197732]
658_29508	chr10	30433904	30434304	+	1000	57.0	[9.107981]	[147]	[10.535975]	[147]	[30434132]	[30434132]
658_29520	chr10	75099908	75100308	+	1000	57.0	[]	[]	[6.429603]	[141]	[]	[75100135]
