#PeakID(python identify_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_1797	chr1	39901721	39902121	+	1000	60.0	[5.8116083, 5.3694353]	[60, 97]	[]	[]	[39901872, 39901909]	[]
874_17970	chr16	2842219	2842619	+	636	30.0	[]	[]	[1.9632789]	[141]	[]	[2842452]
874_17975	chr16	21116316	21116716	+	642	30.0	[2.1308308]	[116]	[]	[]	[21116517]	[]
874_17979	chr16	31117549	31117949	+	642	30.0	[]	[]	[5.138119]	[76]	[]	[31117706]
874_17982	chr16	57544221	57544621	+	655	30.0	[]	[]	[2.269531]	[229]	[]	[57544469]
874_17987	chr16	70421566	70421966	+	589	30.0	[9.930158, 4.9166403]	[230, 232]	[]	[]	[70421811, 70421813]	[]
874_17991	chr16	84506348	84506748	+	673	30.0	[1.7409183, 8.104481, 6.597193, 1.6767458]	[153, 162, 163, 165]	[]	[]	[84506527, 84506536, 84506537, 84506539]	[]
874_18000	chr17	27339818	27340218	+	626	30.0	[3.5461173, 4.282394]	[137, 139]	[]	[]	[27340038, 27340040]	[]
874_18054	chr19	46745955	46746355	+	670	30.0	[]	[]	[3.2651608, 3.706977, 2.9050283, 5.0670977, 7.91669, 3.2919888]	[59, 60, 65, 66, 67, 68]	[]	[46746108, 46746109, 46746114, 46746115, 46746116, 46746117]
874_18072	chr2	70029468	70029868	+	650	30.0	[2.4690702, 9.6966915, 3.9010944]	[138, 143, 148]	[]	[]	[70029635, 70029640, 70029645]	[]
874_18073	chr2	73232883	73233283	+	628	30.0	[2.6035328]	[168]	[]	[]	[73233127]	[]
874_18074	chr2	74040947	74041347	+	612	30.0	[]	[]	[5.0662155, 8.223068]	[138, 139]	[]	[74041122, 74041123]
874_18089	chr2	171245517	171245917	+	620	30.0	[2.4407153, 5.7936363, 6.0133724]	[94, 95, 98]	[]	[]	[171245677, 171245678, 171245681]	[]
874_18100	chr21	28791606	28792006	+	593	30.0	[2.4157505]	[76]	[]	[]	[28791762]	[]
874_18106	chr22	16619349	16619749	+	670	30.0	[]	[]	[4.566967]	[131]	[]	[16619554]
874_18113	chr22	19068888	19069288	+	649	30.0	[2.1334553]	[93]	[]	[]	[19069059]	[]
874_18116	chr22	19277773	19278173	+	637	30.0	[]	[]	[2.6173112]	[113]	[]	[19277968]
874_18125	chr22	19828977	19829377	+	568	30.0	[3.8511264]	[131]	[]	[]	[19829193]	[]
874_18127	chr22	19899452	19899852	+	641	30.0	[5.6342864, 9.412783]	[195, 197]	[]	[]	[19899675, 19899677]	[]
874_18128	chr22	20173172	20173572	+	657	30.0	[]	[]	[5.541225]	[158]	[]	[20173348]
874_18130	chr22	20287479	20287879	+	607	30.0	[3.7035742]	[83]	[]	[]	[20287658]	[]
874_18133	chr22	20403189	20403589	+	546	30.0	[8.370775]	[159]	[5.402197]	[176]	[20403349]	[20403366]
874_18143	chr22	21905175	21905575	+	656	30.0	[]	[]	[1.6229693]	[155]	[]	[21905382]
874_18145	chr22	22393951	22394351	+	594	30.0	[]	[]	[3.7650185]	[129]	[]	[22394157]
874_18151	chr22	50327305	50327705	+	655	30.0	[8.792549]	[98]	[]	[]	[50327456]	[]
874_1817	chr15	56733504	56733904	+	1000	60.0	[2.0692317]	[131]	[]	[]	[56733723]	[]
874_18171	chr3	72072598	72072998	+	629	30.0	[]	[]	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 2.1186657, 2.5208895]	[85, 87, 89, 91, 93, 95, 97, 99, 101, 103, 105, 107, 109, 111, 113, 119, 121]	[]	[72072782, 72072784, 72072786, 72072788, 72072790, 72072792, 72072794, 72072796, 72072798, 72072800, 72072802, 72072804, 72072806, 72072808, 72072810, 72072816, 72072818]
874_18175	chr3	153231089	153231489	+	612	30.0	[]	[]	[4.3078356, 3.6716292]	[141, 142]	[]	[153231242, 153231243]
874_18177	chr3	177357205	177357605	+	595	30.0	[3.767643]	[196]	[]	[]	[177357423]	[]
874_18186	chr3	195707063	195707463	+	557	30.0	[5.3504815, 11.4395075, 4.9280696, 2.4048977, 4.9649463]	[141, 145, 146, 148, 149]	[]	[]	[195707264, 195707268, 195707269, 195707271, 195707272]	[]
874_18208	chr5	108549231	108549631	+	645	30.0	[5.6535974]	[154]	[]	[]	[108549480]	[]
874_18213	chr5	134437753	134438153	+	617	30.0	[]	[]	[8.552014, 9.467226, 10.79557]	[69, 70, 72]	[]	[134437921, 134437922, 134437924]
874_18221	chr6	2992427	2992827	+	643	30.0	[4.566967]	[107]	[]	[]	[2992602]	[]
874_18226	chr6	6605311	6605711	+	639	30.0	[6.446933, 7.682215]	[113, 115]	[]	[]	[6605520, 6605522]	[]
874_18229	chr6	16130675	16131075	+	638	30.0	[]	[]	[6.360825]	[190]	[]	[16130890]
874_18231	chr6	19999533	19999933	+	632	30.0	[5.655443]	[157]	[]	[]	[19999774]	[]
874_18238	chr6	29005275	29005675	+	610	30.0	[7.0066137]	[122]	[1.8574951]	[167]	[29005441]	[29005486]
874_18244	chr6	34537155	34537555	+	602	30.0	[2.1854894, 5.318283, 1.8453299, 1.9089481]	[62, 63, 79, 104]	[]	[]	[34537316, 34537317, 34537333, 34537358]	[]
874_18245	chr6	39229789	39230189	+	576	30.0	[5.3513727, 4.053979]	[107, 131]	[]	[]	[39229973, 39229997]	[]
874_18248	chr6	42893842	42894242	+	574	30.0	[4.813804]	[100]	[]	[]	[42894021]	[]
874_1825	chr19	962206	962606	+	1000	60.0	[1.7125633]	[161]	[]	[]	[962451]	[]
874_18251	chr6	43966591	43966991	+	638	30.0	[]	[]	[2.7863011]	[128]	[]	[43966813]
874_18254	chr6	89321542	89321942	+	632	30.0	[]	[]	[1.8574951]	[212]	[]	[89321778]
874_18273	chr7	10973218	10973618	+	652	30.0	[]	[]	[1.9606545, 13.694596]	[97, 100]	[]	[10973393, 10973396]
874_18277	chr7	75782904	75783304	+	604	30.0	[2.0693865]	[201]	[]	[]	[75783149]	[]
874_18281	chr7	101902707	101903107	+	643	30.0	[10.068253]	[183]	[]	[]	[101902896]	[]
874_18282	chr7	102992023	102992423	+	648	30.0	[2.7425609]	[158]	[]	[]	[102992273]	[]
874_18284	chr7	106054422	106054822	+	634	30.0	[]	[]	[7.914263, 3.326605, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 5.959441, 2.624457, 6.7501526]	[114, 115, 116, 118, 120, 122, 124, 126, 128, 130]	[]	[106054599, 106054600, 106054601, 106054603, 106054605, 106054607, 106054609, 106054611, 106054613, 106054615]
874_18286	chr7	106424038	106424438	+	588	30.0	[5.402197, 12.750391, 3.6324492, 6.8809977, 5.806482, 4.1066184]	[137, 138, 139, 140, 141, 145]	[]	[]	[106424234, 106424235, 106424236, 106424237, 106424238, 106424242]	[]
874_18289	chr7	116949781	116950181	+	653	30.0	[4.0856524]	[128]	[]	[]	[116950007]	[]
874_18298	chr7	142609953	142610353	+	655	30.0	[7.3422284, 7.3422284, 7.3422284]	[180, 182, 184]	[]	[]	[142610199, 142610201, 142610203]	[]
874_18302	chr7	150380467	150380867	+	660	30.0	[]	[]	[2.0271504, 7.8966475, 4.3252535]	[149, 151, 152]	[]	[150380702, 150380704, 150380705]
874_18306	chr8	10796819	10797219	+	610	30.0	[1.8040168]	[235]	[]	[]	[10797063]	[]
874_18307	chr8	12754753	12755153	+	556	30.0	[]	[]	[2.1790106]	[81]	[]	[12754920]
874_18309	chr8	22227612	22228012	+	645	30.0	[8.876209, 4.7086143]	[160, 242]	[]	[]	[22227774, 22227856]	[]
874_1831	chr20	31671202	31671602	+	1000	60.0	[4.960578]	[126]	[]	[]	[31671387]	[]
874_18315	chr8	76853879	76854279	+	624	30.0	[7.3897414, 3.2165332, 11.725309]	[186, 190, 191]	[]	[]	[76854098, 76854102, 76854103]	[]
874_18324	chr8	125383714	125384114	+	571	30.0	[]	[]	[3.7651222]	[85]	[]	[125383893]
874_18327	chr8	129999140	129999540	+	631	30.0	[6.09039, 4.053875]	[100, 193]	[]	[]	[129999291, 129999384]	[]
874_18329	chr8	143334074	143334474	+	640	30.0	[6.8196006]	[77]	[]	[]	[143334243]	[]
874_18333	chr8	144685898	144686298	+	673	30.0	[]	[]	[10.946131, 10.73228]	[147, 148]	[]	[144686137, 144686138]
874_18337	chr9	37753419	37753819	+	623	30.0	[]	[]	[1.7321134]	[92]	[]	[37753577]
874_1834	chr21	37566798	37567198	+	1000	60.0	[]	[]	[3.9354959]	[127]	[]	[37566999]
874_1835	chr22	19419089	19419489	+	1000	60.0	[4.999973, 1.7321134]	[183, 218]	[]	[]	[19419303, 19419338]	[]
874_18352	chr9	136841481	136841881	+	635	30.0	[]	[]	[4.4748707, 2.2294688, 5.7231493]	[212, 217, 218]	[]	[136841707, 136841712, 136841713]
874_18360	chrX	11355498	11355898	+	643	30.0	[]	[]	[4.20259]	[113]	[]	[11355690]
874_18365	chrX	53263008	53263408	+	655	30.0	[]	[]	[2.4813392, 4.357095]	[90, 91]	[]	[53263161, 53263162]
874_18371	chr1	6148422	6148822	+	573	29.5	[]	[]	[1.8128216]	[74]	[]	[6148577]
874_18373	chr1	9260378	9260778	+	612	29.5	[]	[]	[2.3207867, 7.5443497, 7.7638054]	[123, 151, 154]	[]	[9260534, 9260562, 9260565]
874_18377	chr1	12466550	12466950	+	557	29.5	[]	[]	[4.3695607]	[196]	[]	[12466749]
874_18386	chr1	28885350	28885750	+	626	29.5	[3.98632, 2.5359976]	[96, 98]	[]	[]	[28885503, 28885505]	[]
874_18393	chr1	77779512	77779912	+	579	29.5	[]	[]	[7.1692266, 7.4635377, 4.4238915, 4.5914435, 7.3053026, 1.6616353]	[177, 178, 179, 180, 182, 183]	[]	[77779747, 77779748, 77779749, 77779750, 77779752, 77779753]
874_18396	chr1	109821143	109821543	+	554	29.5	[]	[]	[7.4088793, 5.71984, 5.959441]	[230, 235, 237]	[]	[109821382, 109821387, 109821389]
874_18397	chr1	112316963	112317363	+	570	29.5	[7.5311766]	[172]	[]	[]	[112317178]	[]
874_18400	chr1	122888427	122888827	+	605	29.5	[]	[]	[2.772698, 1.6549141]	[138, 140]	[]	[122888644, 122888646]
874_18416	chr1	212221812	212222212	+	606	29.5	[4.7294345]	[57]	[2.6212234, 2.8090148]	[98, 99]	[212221963]	[212222004, 212222005]
874_18425	chr1	247337416	247337816	+	634	29.5	[]	[]	[2.8389406]	[227]	[]	[247337663]
874_18429	chr10	21042072	21042472	+	622	29.5	[1.9825898]	[136]	[]	[]	[21042305]	[]
874_18432	chr10	25761962	25762362	+	609	29.5	[]	[]	[4.221728]	[75]	[]	[25762116]
874_18451	chr11	3853853	3854253	+	598	29.5	[]	[]	[6.006072]	[177]	[]	[3854050]
874_18459	chr11	59549110	59549510	+	594	29.5	[]	[]	[2.9231553]	[185]	[]	[59549350]
874_18463	chr11	69402733	69403133	+	608	29.5	[]	[]	[4.2859006, 5.151115]	[175, 179]	[]	[69402979, 69402983]
874_18465	chr11	75547527	75547927	+	608	29.5	[5.305817]	[148]	[]	[]	[75547718]	[]
874_18466	chr11	76184428	76184828	+	583	29.5	[]	[]	[6.5340996]	[239]	[]	[76184679]
874_18467	chr11	78284227	78284627	+	550	29.5	[3.3616443, 7.2508683]	[139, 146]	[]	[]	[78284456, 78284463]	[]
874_18475	chr12	31718748	31719148	+	626	29.5	[3.6716292]	[78]	[]	[]	[31718913]	[]
874_1848	chr6	44043530	44043930	+	1000	60.0	[3.3985085, 4.1575556]	[178, 181]	[]	[]	[44043743, 44043746]	[]
874_18484	chr12	70090924	70091324	+	612	29.5	[]	[]	[5.741775]	[66]	[]	[70091085]
874_18497	chr13	49997026	49997426	+	629	29.5	[]	[]	[3.819504, 8.843476, 7.138341, 7.9133806, 5.974231, 8.60276]	[165, 197, 198, 199, 201, 202]	[]	[49997197, 49997229, 49997230, 49997231, 49997233, 49997234]
874_18504	chr13	89930929	89931329	+	595	29.5	[]	[]	[2.458652]	[116]	[]	[89931122]
874_18505	chr13	90079361	90079761	+	594	29.5	[]	[]	[4.8111796]	[111]	[]	[90079534]
874_18506	chr13	90184043	90184443	+	615	29.5	[]	[]	[3.8404284]	[145]	[]	[90184224]
874_18507	chr13	90290111	90290511	+	549	29.5	[]	[]	[5.45365]	[177]	[]	[90290343]
874_18511	chr13	90423752	90424152	+	655	29.5	[]	[]	[4.003051]	[175]	[]	[90423942]
874_18512	chr13	90614506	90614906	+	605	29.5	[4.5259585]	[231]	[8.704092, 1.96386]	[167, 168]	[90614743]	[90614679, 90614680]
874_1853	chr9	130782484	130782884	+	1000	60.0	[]	[]	[1.7611152, 2.6510456]	[145, 150]	[]	[130782718, 130782723]
874_18530	chr14	100068070	100068470	+	629	29.5	[]	[]	[2.5560398, 3.9292543]	[121, 122]	[]	[100068261, 100068262]
874_1854	chr9	130949283	130949683	+	1000	60.0	[]	[]	[4.8130727, 8.367466]	[82, 86]	[]	[130949438, 130949442]
874_1855	chr9	130977754	130978154	+	1000	60.0	[]	[]	[4.4580956]	[155]	[]	[130977931]
874_18557	chr16	85600828	85601228	+	545	29.5	[]	[]	[1.8989294]	[88]	[]	[85601004]
874_18558	chr16	88772267	88772667	+	635	29.5	[4.085756]	[83]	[]	[]	[88772437]	[]
874_18559	chr16	88782348	88782748	+	604	29.5	[2.0501225]	[208]	[2.5428667]	[174]	[88782591]	[88782557]
874_18572	chr17	42108024	42108424	+	614	29.5	[]	[]	[3.9230297, 4.408628]	[182, 184]	[]	[42108251, 42108253]
874_18580	chr17	48998255	48998655	+	584	29.5	[]	[]	[4.7813997]	[204]	[]	[48998490]
874_18583	chr17	50150635	50151035	+	610	29.5	[3.4310167, 3.1113944]	[81, 86]	[]	[]	[50150798, 50150803]	[]
874_18587	chr17	64836892	64837292	+	585	29.5	[4.0021176, 4.864001]	[61, 63]	[]	[]	[64837043, 64837045]	[]
874_18596	chr17	81193741	81194141	+	595	29.5	[7.5600214]	[125]	[]	[]	[81193915]	[]
874_18599	chr18	3771291	3771691	+	636	29.5	[]	[]	[8.656473]	[99]	[]	[3771470]
874_18602	chr18	35496020	35496420	+	541	29.5	[1.710136]	[205]	[]	[]	[35496226]	[]
874_18611	chr19	2042225	2042625	+	602	29.5	[4.0249863, 2.9075594]	[141, 142]	[]	[]	[2042400, 2042401]	[]
874_18625	chr19	29871184	29871584	+	590	29.5	[4.053875, 10.79557, 7.020392]	[90, 91, 94]	[]	[]	[29871347, 29871348, 29871351]	[]
874_18629	chr19	44589386	44589786	+	562	29.5	[1.7830505, 3.3591135, 4.546043]	[83, 94, 96]	[]	[]	[44589550, 44589561, 44589563]	[]
874_18632	chr19	46629011	46629411	+	621	29.5	[]	[]	[3.700669, 7.0512776]	[150, 152]	[]	[46629244, 46629246]
874_18636	chr19	51121880	51122280	+	565	29.5	[2.1210928]	[97]	[]	[]	[51122072]	[]
874_18639	chr19	56301516	56301916	+	583	29.5	[]	[]	[2.1849082, 3.828309, 4.495598, 2.143297]	[157, 165, 177, 179]	[]	[56301717, 56301725, 56301737, 56301739]
874_18640	chr2	12493136	12493536	+	602	29.5	[]	[]	[1.7611152]	[152]	[]	[12493372]
874_18641	chr2	39216837	39217237	+	611	29.5	[3.0804574, 20.136024, 5.4982104, 3.7650185]	[138, 139, 142, 144]	[]	[]	[39217018, 39217019, 39217022, 39217024]	[]
874_18649	chr2	148543537	148543937	+	624	29.5	[2.0701647]	[127]	[]	[]	[148543763]	[]
874_1865	chr1	211613325	211613725	+	1000	59.5	[]	[]	[2.0184493]	[67]	[]	[211613481]
874_18652	chr2	170262264	170262664	+	615	29.5	[]	[]	[1.6671627]	[137]	[]	[170262462]
874_18674	chr22	16559974	16560374	+	572	29.5	[4.813804, 6.1103067, 6.039462, 1.678359, 6.164187, 7.4088793]	[83, 92, 96, 100, 101, 153]	[]	[]	[16560135, 16560144, 16560148, 16560152, 16560153, 16560205]	[]
874_18675	chr22	16565168	16565568	+	611	29.5	[2.6393502, 4.813804, 4.813804, 7.0908704, 2.6393502, 11.101414, 1.9312404]	[87, 95, 121, 143, 152, 176, 178]	[]	[]	[16565327, 16565335, 16565361, 16565383, 16565392, 16565416, 16565418]	[]
874_18676	chr22	16589205	16589605	+	605	29.5	[]	[]	[2.3848555, 11.806899, 11.079478]	[141, 147, 152]	[]	[16589399, 16589405, 16589410]
874_18679	chr22	16664089	16664489	+	549	29.5	[2.8582516]	[112]	[]	[]	[16664287]	[]
874_18686	chr22	19898131	19898531	+	580	29.5	[3.5048132]	[147]	[]	[]	[19898309]	[]
874_18700	chr3	4503941	4504341	+	626	29.5	[]	[]	[4.30627]	[132]	[]	[4504120]
874_18713	chr3	40387142	40387542	+	619	29.5	[]	[]	[2.1853163]	[132]	[]	[40387306]
874_18715	chr3	45126808	45127208	+	558	29.5	[8.789925, 3.325827]	[127, 130]	[]	[]	[45127010, 45127013]	[]
874_18716	chr3	46078835	46079235	+	600	29.5	[3.6957395, 1.9754441, 4.242652, 9.751135]	[143, 145, 150, 154]	[]	[]	[46079069, 46079071, 46079076, 46079080]	[]
874_18720	chr3	87227164	87227564	+	609	29.5	[2.2845972]	[157]	[]	[]	[87227390]	[]
874_18725	chr3	157106852	157107252	+	610	29.5	[2.880918]	[174]	[]	[]	[157107086]	[]
874_18750	chr6	4682712	4683112	+	621	29.5	[]	[]	[2.562909]	[219]	[]	[4682933]
874_18755	chr6	15063339	15063739	+	613	29.5	[5.57005, 2.9424663, 5.959441, 5.45365, 2.1186657]	[156, 158, 160, 162, 164]	[]	[]	[15063580, 15063582, 15063584, 15063586, 15063588]	[]
874_18756	chr6	15300507	15300907	+	641	29.5	[]	[]	[4.421267, 2.7545712, 5.2320204, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[87, 88, 89, 91, 93, 95, 97, 99, 101, 103, 105, 107, 109, 111, 113, 115, 117, 119]	[]	[15300681, 15300682, 15300683, 15300685, 15300687, 15300689, 15300691, 15300693, 15300695, 15300697, 15300699, 15300701, 15300703, 15300705, 15300707, 15300709, 15300711, 15300713]
874_18770	chr6	67883689	67884089	+	583	29.5	[]	[]	[4.377115]	[161]	[]	[67883910]
874_18771	chr6	106830955	106831355	+	605	29.5	[1.9639636]	[130]	[]	[]	[106831142]	[]
874_18775	chr7	16265793	16266193	+	636	29.5	[3.0175557, 3.9044037]	[121, 123]	[]	[]	[16266007, 16266009]	[]
874_18779	chr7	29646732	29647132	+	578	29.5	[2.9450905]	[84]	[]	[]	[29646912]	[]
874_18787	chr7	100149409	100149809	+	607	29.5	[]	[]	[2.2687998]	[106]	[]	[100149576]
874_18798	chr7	128790328	128790728	+	600	29.5	[]	[]	[2.4074287]	[139]	[]	[128790481]
874_188	chr22	22748276	22748676	+	1000	141.5	[5.1634774]	[154]	[]	[]	[22748508]	[]
874_18817	chr8	73346661	73347061	+	618	29.5	[3.5136182]	[90]	[]	[]	[73346840]	[]
874_18825	chr9	34048768	34049168	+	571	29.5	[2.5884223]	[240]	[]	[]	[34049019]	[]
874_18827	chr9	71768954	71769354	+	647	29.5	[2.1334553]	[121]	[]	[]	[71769174]	[]
874_1883	chr18	3596666	3597066	+	1000	59.5	[]	[]	[1.709254]	[115]	[]	[3596866]
874_18833	chr9	120870493	120870893	+	610	29.5	[2.0482295]	[98]	[]	[]	[120870664]	[]
874_18843	chrUn_KI270742v1	22096	22496	+	590	29.5	[15.804804, 2.3129523, 7.0363846, 7.0363846, 7.0363846, 7.0363846, 7.0363846, 7.0363846, 4.9261765, 1.6776278]	[74, 75, 77, 80, 83, 86, 89, 92, 95, 96]	[]	[]	[22248, 22249, 22251, 22254, 22257, 22260, 22263, 22266, 22269, 22270]	[]
874_18846	chrX	11352078	11352478	+	572	29.5	[7.2717924, 9.781917, 15.868094, 15.212728, 5.6535974]	[148, 149, 151, 153, 155]	[]	[]	[11352229, 11352230, 11352232, 11352234, 11352236]	[]
874_18850	chrX	129982427	129982827	+	628	29.5	[2.5208895, 2.1186657, 3.326605, 2.2487798, 3.2625363]	[89, 91, 96, 98, 106]	[]	[]	[129982601, 129982603, 129982608, 129982610, 129982618]	[]
874_18852	chrX	151897099	151897499	+	631	29.5	[4.220997]	[125]	[]	[]	[151897262]	[]
874_18855	chr1	1329984	1330384	+	588	29.0	[]	[]	[2.702865]	[187]	[]	[1330190]
874_18857	chr1	3858026	3858426	+	564	29.0	[]	[]	[1.8305123, 6.7361174, 3.918785, 3.5489657, 3.7014003, 11.5345745, 3.3591135]	[161, 162, 167, 168, 169, 171, 173]	[]	[3858191, 3858192, 3858197, 3858198, 3858199, 3858201, 3858203]
874_18861	chr1	10507253	10507653	+	589	29.0	[]	[]	[5.0641456]	[140]	[]	[10507419]
874_18866	chr1	16545817	16546217	+	552	29.0	[3.1323185]	[83]	[]	[]	[16545989]	[]
874_18870	chr1	25428629	25429029	+	598	29.0	[2.5008473, 9.040442, 7.1544886]	[194, 198, 201]	[2.0226939]	[228]	[25428836, 25428840, 25428843]	[25428870]
874_18874	chr1	28507560	28507960	+	601	29.0	[5.500835]	[117]	[]	[]	[28507753]	[]
874_18879	chr1	41417031	41417431	+	574	29.0	[]	[]	[5.0662155]	[142]	[]	[41417217]
874_18917	chr1	206668145	206668545	+	554	29.0	[]	[]	[4.2436633]	[104]	[]	[206668332]
874_18918	chr1	206674145	206674545	+	561	29.0	[]	[]	[9.585813]	[156]	[]	[206674381]
874_18920	chr1	227312477	227312877	+	591	29.0	[]	[]	[1.6259215]	[125]	[]	[227312688]
874_18926	chr1	243264590	243264990	+	560	29.0	[]	[]	[2.6193304]	[180]	[]	[243264827]
874_18928	chr1	245345322	245345722	+	570	29.0	[5.0662155]	[103]	[3.2625363]	[143]	[245345496]	[245345536]
874_1893	chr22	21574331	21574731	+	1000	59.5	[]	[]	[2.0370753]	[97]	[]	[21574492]
874_18930	chr1	246570059	246570459	+	599	29.0	[]	[]	[5.603784]	[102]	[]	[246570246]
874_18934	chr10	43293272	43293672	+	601	29.0	[]	[]	[3.7138665]	[140]	[]	[43293464]
874_18952	chr11	46241667	46242067	+	555	29.0	[5.24681]	[97]	[]	[]	[46241834]	[]
874_1896	chr22	22870907	22871307	+	1000	59.5	[]	[]	[3.2683942, 4.7295384, 13.188805]	[110, 114, 118]	[]	[22871078, 22871082, 22871086]
874_18980	chr12	49090926	49091326	+	562	29.0	[]	[]	[3.5171247]	[135]	[]	[49091146]
874_18996	chr13	37059361	37059761	+	569	29.0	[9.499067, 5.4693213, 7.1059365, 5.520146]	[82, 83, 86, 92]	[]	[]	[37059534, 37059535, 37059538, 37059544]	[]
874_19012	chr13	91499781	91500181	+	582	29.0	[]	[]	[2.4366748]	[178]	[]	[91499978]
874_19013	chr13	91521983	91522383	+	544	29.0	[]	[]	[4.086534]	[235]	[]	[91522225]
874_19024	chr13	93357972	93358372	+	597	29.0	[]	[]	[5.2345514]	[182]	[]	[93358201]
874_19038	chr15	58416136	58416536	+	589	29.0	[1.9763261]	[179]	[]	[]	[58416374]	[]
874_19044	chr15	101168161	101168561	+	542	29.0	[]	[]	[1.7312315]	[106]	[]	[101168341]
874_1905	chr5	176540397	176540797	+	1000	59.5	[7.8620315]	[154]	[]	[]	[176540621]	[]
874_19051	chr16	17590185	17590585	+	565	29.0	[]	[]	[4.221728]	[172]	[]	[17590403]
874_19055	chr16	57736699	57737099	+	574	29.0	[]	[]	[3.493576, 2.3329945, 4.999973, 2.2503932, 7.8438263]	[132, 134, 136, 137, 138]	[]	[57736866, 57736868, 57736870, 57736871, 57736872]
874_19061	chr16	81823199	81823599	+	589	29.0	[7.0189667, 6.7967834]	[195, 197]	[]	[]	[81823395, 81823397]	[]
874_19068	chr17	40068799	40069199	+	556	29.0	[]	[]	[2.8409595, 4.7093925]	[106, 107]	[]	[40069004, 40069005]
874_19077	chr17	74715049	74715449	+	616	29.0	[9.1909, 6.6690965]	[130, 132]	[2.575178]	[158]	[74715256, 74715258]	[74715284]
874_19087	chr18	3618202	3618602	+	575	29.0	[3.2683942]	[180]	[]	[]	[3618401]	[]
874_19093	chr19	3700543	3700943	+	603	29.0	[2.8389406, 5.287191, 2.9425082]	[71, 76, 99]	[]	[]	[3700711, 3700716, 3700739]	[]
874_191	chr1	212478156	212478556	+	1000	140.5	[]	[]	[3.32744, 6.7525797]	[113, 116]	[]	[212478349, 212478352]
874_19101	chr19	14089552	14089952	+	581	29.0	[6.4283156, 1.6802522]	[149, 156]	[]	[]	[14089719, 14089726]	[]
874_19105	chr19	36528610	36529010	+	570	29.0	[]	[]	[3.8351338]	[173]	[]	[36528819]
874_19107	chr19	38336089	38336489	+	548	29.0	[]	[]	[2.7054892]	[132]	[]	[38336244]
874_19111	chr19	44753239	44753639	+	608	29.0	[7.142689]	[120]	[]	[]	[44753411]	[]
874_19115	chr19	51178018	51178418	+	586	29.0	[13.78419, 2.9568896, 3.7129843]	[120, 121, 145]	[]	[]	[51178212, 51178213, 51178237]	[]
874_19122	chr2	43985328	43985728	+	569	29.0	[1.7844666]	[139]	[]	[]	[43985509]	[]
874_19136	chr2	190880797	190881197	+	589	29.0	[7.504893, 4.3059425, 4.053979]	[101, 104, 106]	[]	[]	[190880990, 190880993, 190880995]	[]
874_19145	chr20	59011344	59011744	+	557	29.0	[]	[]	[5.9618683, 5.9743347]	[95, 97]	[]	[59011515, 59011517]
874_19149	chr21	34934326	34934726	+	556	29.0	[6.4699273, 4.1173162]	[121, 122]	[]	[]	[34934493, 34934494]	[]
874_19156	chr22	19278678	19279078	+	595	29.0	[1.6259215, 2.8380075]	[149, 157]	[]	[]	[19278882, 19278890]	[]
874_1916	chr9	130978648	130979048	+	1000	59.5	[9.855714, 1.6250395]	[159, 165]	[]	[]	[130978847, 130978853]	[]
874_19166	chr22	19809156	19809556	+	618	29.0	[5.4885235]	[135]	[]	[]	[19809328]	[]
874_19167	chr22	19809722	19810122	+	577	29.0	[2.262662]	[80]	[]	[]	[19809878]	[]
874_19172	chr22	20164827	20165227	+	579	29.0	[]	[]	[2.5991845]	[53]	[]	[20164978]
874_19175	chr22	20677081	20677481	+	587	29.0	[9.496219]	[135]	[]	[]	[20677250]	[]
874_1918	chr9	131013307	131013707	+	1000	59.5	[]	[]	[2.912863]	[78]	[]	[131013483]
874_19181	chr22	41845989	41846389	+	585	29.0	[]	[]	[2.3530366]	[163]	[]	[41846240]
874_19193	chr3	151998748	151999148	+	554	29.0	[]	[]	[2.1632264, 8.970282, 7.0080295, 3.492565, 2.1308308]	[89, 91, 92, 94, 110]	[]	[151998919, 151998921, 151998922, 151998924, 151998940]
874_19194	chr3	158716887	158717287	+	607	29.0	[]	[]	[2.0991576, 5.414663, 2.0271504]	[150, 152, 155]	[]	[158717071, 158717073, 158717076]
874_19203	chr4	985074	985474	+	562	29.0	[]	[]	[2.9231553, 2.300641]	[163, 180]	[]	[985256, 985273]
874_19210	chr4	128812224	128812624	+	594	29.0	[11.523722]	[139]	[]	[]	[128812427]	[]
874_19224	chr5	116085056	116085456	+	575	29.0	[]	[]	[18.089106, 12.6871, 7.758876, 9.412783, 11.884979, 6.164965]	[90, 91, 92, 93, 95, 96]	[]	[116085207, 116085208, 116085209, 116085210, 116085212, 116085213]
874_19229	chr5	150656412	150656812	+	588	29.0	[6.1958604]	[108]	[]	[]	[150656618]	[]
