#PeakID(python identify_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_35373	chr1	17406117	17406517	+	674	35.0	[11.476549]	[127]	[]	[]	[17406279]	[]
420_35376	chr1	19210687	19211087	+	553	35.0	[]	[]	[7.312882]	[183]	[]	[19210888]
420_3538	chr8	60022225	60022625	+	1000	168.0	[7.2262077, 8.216044]	[115, 124]	[7.2262077, 7.2262077]	[106, 117]	[60022425, 60022434]	[60022416, 60022427]
420_35384	chr1	24416931	24417331	+	738	35.0	[]	[]	[7.312882]	[113]	[]	[24417136]
420_35388	chr1	26121988	26122388	+	698	35.0	[5.659805]	[105]	[]	[]	[26122143]	[]
420_35394	chr1	27556624	27557024	+	801	35.0	[7.2262077]	[190]	[]	[]	[27556849]	[]
420_35399	chr1	32252288	32252688	+	821	35.0	[7.2262077]	[134]	[]	[]	[32252493]	[]
420_35404	chr1	35769748	35770148	+	797	35.0	[5.659805]	[138]	[]	[]	[35769922]	[]
420_35406	chr1	36040196	36040596	+	652	35.0	[]	[]	[11.476549]	[142]	[]	[36040423]
420_35411	chr1	37595576	37595976	+	575	35.0	[5.659805]	[80]	[]	[]	[37595740]	[]
420_3542	chr1	163321773	163322173	+	1000	167.0	[]	[]	[8.216044, 11.476549]	[109, 126]	[]	[163321979, 163321996]
420_35420	chr1	45929269	45929669	+	758	35.0	[7.2262077]	[128]	[7.2262077]	[130]	[45929446]	[45929448]
420_3544	chr1	225817647	225818047	+	1000	167.0	[]	[]	[11.476549]	[107]	[]	[225817844]
420_35445	chr1	78762104	78762504	+	808	35.0	[]	[]	[7.2262077]	[107]	[]	[78762308]
420_3545	chr1	229024618	229025018	+	1000	167.0	[11.476549]	[98]	[8.216044]	[91]	[229024813]	[229024806]
420_35451	chr1	91697284	91697684	+	826	35.0	[11.476549]	[143]	[]	[]	[91697520]	[]
420_35453	chr1	92004127	92004527	+	581	35.0	[8.216044]	[124]	[]	[]	[92004337]	[]
420_3546	chr11	95338585	95338985	+	1000	167.0	[]	[]	[11.476549, 11.476549]	[94, 134]	[]	[95338776, 95338816]
420_35460	chr1	109923430	109923830	+	712	35.0	[11.476549, 11.476549]	[125, 149]	[]	[]	[109923654, 109923678]	[]
420_3547	chr11	111422975	111423375	+	1000	167.0	[11.476549]	[98]	[]	[]	[111423168]	[]
420_35472	chr1	145992470	145992870	+	692	35.0	[]	[]	[5.659805]	[104]	[]	[145992663]
420_35475	chr1	148634144	148634544	+	800	35.0	[7.2262077]	[83]	[7.2262077]	[85]	[148634308]	[148634310]
420_35476	chr1	150516587	150516987	+	707	35.0	[7.2262077]	[123]	[]	[]	[150516790]	[]
420_35478	chr1	153922996	153923396	+	744	35.0	[]	[]	[7.312882]	[68]	[]	[153923151]
420_35489	chr1	162854266	162854666	+	745	35.0	[8.216044]	[138]	[]	[]	[162854498]	[]
420_35493	chr1	169483557	169483957	+	821	35.0	[7.2262077]	[86]	[]	[]	[169483724]	[]
420_355	chr14	49934629	49935029	+	1000	423.0	[11.476549]	[104]	[11.476549]	[119]	[49934832]	[49934847]
420_35501	chr1	179081237	179081637	+	799	35.0	[7.2262077]	[179]	[]	[]	[179081480]	[]
420_35505	chr1	180309415	180309815	+	853	35.0	[11.476549, 7.312882]	[76, 116]	[7.2262077]	[69]	[180309588, 180309628]	[180309581]
420_35507	chr1	184684759	184685159	+	801	35.0	[7.312882]	[142]	[11.476549]	[100]	[184684990]	[184684948]
420_35510	chr1	197093176	197093576	+	847	35.0	[]	[]	[8.216044, 8.216044]	[145, 148]	[]	[197093401, 197093404]
420_35517	chr1	204763660	204764060	+	748	35.0	[7.2262077]	[71]	[]	[]	[204763825]	[]
420_3552	chr15	101451327	101451727	+	1000	167.0	[7.312882]	[63]	[7.2262077, 8.216044]	[57, 99]	[101451486]	[101451480, 101451522]
420_35520	chr1	206647212	206647612	+	833	35.0	[11.476549]	[110]	[]	[]	[206647420]	[]
420_3553	chr16	46398718	46399118	+	1000	167.0	[8.216044]	[93]	[]	[]	[46398911]	[]
420_35539	chr1	228096676	228097076	+	657	35.0	[5.659805, 5.659805]	[123, 137]	[]	[]	[228096890, 228096904]	[]
420_3554	chr18	8615396	8615796	+	1000	167.0	[]	[]	[8.216044]	[95]	[]	[8615587]
420_35546	chr1	235263240	235263640	+	849	35.0	[]	[]	[7.312882, 7.2262077]	[128, 151]	[]	[235263455, 235263478]
420_35548	chr1	236168693	236169093	+	798	35.0	[8.216044]	[153]	[]	[]	[236168932]	[]
420_35551	chr1	241701474	241701874	+	853	35.0	[11.476549]	[133]	[]	[]	[241701653]	[]
420_35552	chr1	246152105	246152505	+	768	35.0	[5.659805]	[122]	[]	[]	[246152325]	[]
420_35556	chr10	4107418	4107818	+	725	35.0	[8.216044]	[198]	[11.476549]	[144]	[4107660]	[4107606]
420_35557	chr10	4847556	4847956	+	809	35.0	[8.216044]	[143]	[8.216044]	[136]	[4847776]	[4847769]
420_35559	chr10	10776334	10776734	+	695	35.0	[7.312882]	[103]	[11.476549]	[130]	[10776528]	[10776555]
420_35563	chr10	21052053	21052453	+	779	35.0	[11.476549]	[101]	[]	[]	[21052244]	[]
420_3557	chr19	32671850	32672250	+	1000	167.0	[11.476549, 11.476549, 5.659805]	[118, 128, 143]	[]	[]	[32672064, 32672074, 32672089]	[]
420_35575	chr10	48658134	48658534	+	827	35.0	[]	[]	[7.312882]	[100]	[]	[48658301]
420_35578	chr10	57430382	57430782	+	798	35.0	[11.476549]	[100]	[]	[]	[57430579]	[]
420_35581	chr10	62593943	62594343	+	830	35.0	[11.476549]	[138]	[]	[]	[62594166]	[]
420_35582	chr10	67884028	67884428	+	841	35.0	[7.2262077]	[164]	[]	[]	[67884258]	[]
420_3559	chr2	145925562	145925962	+	1000	167.0	[11.476549]	[110]	[]	[]	[145925771]	[]
420_35591	chr10	72315696	72316096	+	632	35.0	[7.312882, 11.476549]	[147, 159]	[]	[]	[72315917, 72315929]	[]
420_35597	chr10	79006970	79007370	+	555	35.0	[7.312882]	[69]	[8.216044]	[135]	[79007138]	[79007204]
420_35609	chr10	99658691	99659091	+	795	35.0	[7.312882, 7.312882]	[126, 159]	[8.216044]	[114]	[99658903, 99658936]	[99658891]
420_35611	chr10	101639147	101639547	+	750	35.0	[]	[]	[11.476549]	[99]	[]	[101639340]
420_35615	chr10	122019089	122019489	+	583	35.0	[8.216044]	[115]	[]	[]	[122019303]	[]
420_35619	chr11	5129547	5129947	+	787	35.0	[11.476549]	[100]	[11.476549]	[167]	[5129720]	[5129787]
420_35620	chr11	5151566	5151966	+	810	35.0	[]	[]	[8.216044]	[58]	[]	[5151718]
420_35622	chr11	9887507	9887907	+	841	35.0	[5.659805]	[86]	[11.476549]	[128]	[9887677]	[9887719]
420_35625	chr11	13463210	13463610	+	801	35.0	[7.2262077]	[221]	[]	[]	[13463448]	[]
420_35630	chr11	36109820	36110220	+	828	35.0	[]	[]	[5.659805, 11.476549]	[101, 119]	[]	[36110013, 36110031]
420_35633	chr11	46472511	46472911	+	776	35.0	[11.476549]	[113]	[]	[]	[46472723]	[]
420_35639	chr11	59776487	59776887	+	814	35.0	[]	[]	[11.476549]	[65]	[]	[59776648]
420_35642	chr11	61920236	61920636	+	785	35.0	[5.659805]	[143]	[]	[]	[61920470]	[]
420_35657	chr11	75280135	75280535	+	561	35.0	[5.659805, 5.659805]	[161, 193]	[]	[]	[75280348, 75280380]	[]
420_35664	chr11	96213552	96213952	+	776	35.0	[8.216044]	[89]	[]	[]	[96213736]	[]
420_3567	chr6	79544922	79545322	+	1000	167.0	[7.2262077, 8.216044]	[104, 156]	[11.476549]	[84]	[79545098, 79545150]	[79545078]
420_35678	chr12	4538266	4538666	+	674	35.0	[]	[]	[7.2262077]	[131]	[]	[4538478]
420_35682	chr12	23168993	23169393	+	856	35.0	[11.476549]	[138]	[]	[]	[23169210]	[]
420_35683	chr12	23555854	23556254	+	716	35.0	[]	[]	[8.216044, 11.476549]	[84, 141]	[]	[23556021, 23556078]
420_35695	chr12	50188849	50189249	+	757	35.0	[5.659805]	[110]	[11.476549]	[96]	[50189049]	[50189035]
420_35696	chr12	50723888	50724288	+	680	35.0	[11.476549]	[111]	[]	[]	[50724097]	[]
420_35698	chr12	51875211	51875611	+	802	35.0	[7.2262077]	[62]	[5.659805]	[131]	[51875366]	[51875435]
420_35707	chr12	62935057	62935457	+	727	35.0	[]	[]	[5.659805]	[144]	[]	[62935265]
420_35715	chr12	94560915	94561315	+	567	35.0	[5.659805]	[103]	[11.476549]	[96]	[94561078]	[94561071]
420_35716	chr12	95972782	95973182	+	839	35.0	[11.476549]	[87]	[]	[]	[95972959]	[]
420_35725	chr12	120446210	120446610	+	835	35.0	[8.216044]	[104]	[]	[]	[120446414]	[]
420_3573	chr1	222240526	222240926	+	1000	166.0	[11.476549]	[105]	[]	[]	[222240727]	[]
420_35733	chr13	20194352	20194752	+	754	35.0	[]	[]	[11.476549]	[112]	[]	[20194554]
420_35738	chr13	49641958	49642358	+	758	35.0	[]	[]	[8.216044]	[129]	[]	[49642169]
420_3574	chr10	22349745	22350145	+	1000	166.0	[7.312882]	[111]	[]	[]	[22349955]	[]
420_35740	chr13	59494670	59495070	+	846	35.0	[11.476549]	[104]	[]	[]	[59494843]	[]
420_35759	chr13	91767221	91767621	+	687	35.0	[]	[]	[7.312882, 7.2262077]	[142, 194]	[]	[91767399, 91767451]
420_35769	chr13	93366200	93366600	+	777	35.0	[8.216044]	[96]	[]	[]	[93366357]	[]
420_3577	chr10	126199243	126199643	+	1000	166.0	[5.659805]	[102]	[]	[]	[126199443]	[]
420_35771	chr13	98840050	98840450	+	731	35.0	[7.312882]	[105]	[7.2262077]	[98]	[98840246]	[98840239]
420_3578	chr11	59365618	59366018	+	1000	166.0	[]	[]	[11.476549]	[97]	[]	[59365808]
420_35782	chr14	29056168	29056568	+	615	35.0	[11.476549]	[130]	[]	[]	[29056378]	[]
420_35794	chr15	39665898	39666298	+	813	35.0	[11.476549]	[88]	[]	[]	[39666051]	[]
420_35798	chr15	48493670	48494070	+	806	35.0	[8.216044]	[143]	[]	[]	[48493899]	[]
420_35803	chr15	58770516	58770916	+	815	35.0	[5.659805]	[174]	[]	[]	[58770691]	[]
420_35814	chr15	70763881	70764281	+	685	35.0	[]	[]	[11.476549]	[104]	[]	[70764077]
420_35822	chr15	81235908	81236308	+	836	35.0	[]	[]	[8.216044]	[137]	[]	[81236131]
420_35828	chr15	95259443	95259843	+	815	35.0	[]	[]	[7.2262077]	[151]	[]	[95259694]
420_3583	chr13	97015936	97016336	+	1000	166.0	[]	[]	[8.216044]	[110]	[]	[97016142]
420_35830	chr15	98659176	98659576	+	569	35.0	[11.476549]	[174]	[]	[]	[98659425]	[]
420_35831	chr15	100627766	100628166	+	708	35.0	[11.476549]	[93]	[]	[]	[100627935]	[]
420_35832	chr15	101045207	101045607	+	837	35.0	[5.659805]	[84]	[8.216044]	[127]	[101045377]	[101045420]
420_35836	chr16	2521175	2521575	+	824	35.0	[11.476549]	[89]	[]	[]	[2521358]	[]
420_35842	chr16	21689074	21689474	+	788	35.0	[]	[]	[11.476549]	[157]	[]	[21689293]
420_35853	chr16	46621176	46621576	+	799	35.0	[5.659805]	[92]	[8.216044, 11.476549]	[136, 151]	[46621352]	[46621396, 46621411]
420_35855	chr16	56931849	56932249	+	815	35.0	[5.659805]	[120]	[]	[]	[56932055]	[]
420_35856	chr16	56932924	56933324	+	699	35.0	[11.476549]	[186]	[8.216044]	[126]	[56933168]	[56933108]
420_35868	chr16	78650687	78651087	+	851	35.0	[]	[]	[7.312882]	[101]	[]	[78650873]
420_35870	chr16	79658243	79658643	+	790	35.0	[]	[]	[7.2262077]	[85]	[]	[79658422]
420_35880	chr17	11853644	11854044	+	847	35.0	[]	[]	[8.216044]	[117]	[]	[11853852]
420_35882	chr17	20949357	20949757	+	674	35.0	[11.476549]	[124]	[]	[]	[20949579]	[]
420_35887	chr17	29219453	29219853	+	713	35.0	[5.659805]	[125]	[]	[]	[29219668]	[]
420_359	chr8	28367952	28368352	+	1000	423.0	[]	[]	[11.476549]	[95]	[]	[28368147]
420_35905	chr17	48556974	48557374	+	849	35.0	[]	[]	[11.476549, 7.2262077]	[108, 139]	[]	[48557176, 48557207]
420_3592	chr2	222572693	222573093	+	1000	166.0	[]	[]	[11.476549]	[106]	[]	[222572894]
420_35927	chr17	79808674	79809074	+	660	35.0	[11.476549]	[129]	[]	[]	[79808899]	[]
420_35945	chr18	60671003	60671403	+	818	35.0	[7.312882]	[143]	[7.312882]	[136]	[60671224]	[60671217]
420_35946	chr18	79910512	79910912	+	733	35.0	[]	[]	[11.476549]	[110]	[]	[79910716]
420_35947	chr19	2723066	2723466	+	857	35.0	[]	[]	[5.659805]	[69]	[]	[2723232]
420_35956	chr19	7652098	7652498	+	830	35.0	[]	[]	[7.312882]	[216]	[]	[7652331]
420_3596	chr22	33063549	33063949	+	1000	166.0	[]	[]	[11.476549]	[106]	[]	[33063752]
420_35962	chr19	10870548	10870948	+	836	35.0	[]	[]	[5.659805]	[120]	[]	[10870704]
420_35970	chr19	19776297	19776697	+	742	35.0	[]	[]	[5.659805]	[141]	[]	[19776489]
420_35972	chr19	35612605	35613005	+	860	35.0	[]	[]	[5.659805]	[148]	[]	[35612759]
420_35990	chr19	47499855	47500255	+	775	35.0	[5.659805]	[147]	[]	[]	[47500075]	[]
420_35995	chr19	50794271	50794671	+	809	35.0	[5.659805]	[102]	[]	[]	[50794434]	[]
420_36	chr6	33839990	33840390	+	1000	636.0	[11.476549, 7.2262077, 11.476549]	[58, 71, 99]	[]	[]	[33840147, 33840160, 33840188]	[]
420_360	chr1	165696513	165696913	+	1000	422.0	[11.476549]	[113]	[]	[]	[165696717]	[]
420_36004	chr1_KI270709v1_random	19185	19585	+	838	35.0	[]	[]	[8.216044, 8.216044, 8.216044]	[56, 82, 131]	[]	[19338, 19364, 19413]
420_36005	chr2	2253183	2253583	+	828	35.0	[11.476549]	[117]	[5.659805]	[110]	[2253374]	[2253367]
420_36010	chr2	11754160	11754560	+	832	35.0	[]	[]	[8.216044, 7.2262077]	[204, 219]	[]	[11754391, 11754406]
420_3602	chr5	107993342	107993742	+	1000	166.0	[7.2262077, 7.312882]	[93, 102]	[7.2262077]	[95]	[107993533, 107993542]	[107993535]
420_36021	chr2	30549106	30549506	+	582	35.0	[11.476549]	[98]	[]	[]	[30549295]	[]
420_36022	chr2	33475700	33476100	+	735	35.0	[7.2262077]	[125]	[5.659805]	[114]	[33475918]	[33475907]
420_36034	chr2	69914437	69914837	+	692	35.0	[5.659805]	[153]	[11.476549]	[144]	[69914664]	[69914655]
420_36036	chr2	73831035	73831435	+	737	35.0	[]	[]	[11.476549]	[100]	[]	[73831220]
420_36039	chr2	86298669	86299069	+	818	35.0	[11.476549]	[107]	[11.476549]	[121]	[86298863]	[86298877]
420_3604	chr5	174608732	174609132	+	1000	166.0	[11.476549]	[116]	[]	[]	[174608936]	[]
420_36042	chr2	99602444	99602844	+	722	35.0	[11.476549]	[120]	[]	[]	[99602660]	[]
420_36049	chr2	121362175	121362575	+	835	35.0	[7.312882]	[95]	[5.659805, 11.476549]	[104, 115]	[121362368]	[121362377, 121362388]
420_36050	chr2	121634320	121634720	+	585	35.0	[]	[]	[7.312882]	[108]	[]	[121634515]
420_36052	chr2	138554134	138554534	+	696	35.0	[]	[]	[11.476549]	[101]	[]	[138554310]
420_36058	chr2	158405308	158405708	+	593	35.0	[11.476549]	[121]	[]	[]	[158405514]	[]
420_36059	chr2	159101803	159102203	+	746	35.0	[]	[]	[7.2262077]	[94]	[]	[159101984]
420_36070	chr2	179837366	179837766	+	677	35.0	[11.476549]	[96]	[7.2262077]	[131]	[179837559]	[179837594]
420_36077	chr2	197453126	197453526	+	802	35.0	[]	[]	[5.659805]	[159]	[]	[197453368]
420_36079	chr2	202705617	202706017	+	670	35.0	[]	[]	[11.476549]	[97]	[]	[202705814]
420_3608	chr7	80613516	80613916	+	1000	166.0	[11.476549]	[111]	[]	[]	[80613720]	[]
420_36084	chr2	226995596	226995996	+	665	35.0	[]	[]	[11.476549]	[99]	[]	[226995792]
420_36088	chr20	11281236	11281636	+	739	35.0	[11.476549]	[107]	[]	[]	[11281440]	[]
420_36089	chr20	22390217	22390617	+	587	35.0	[]	[]	[11.476549]	[102]	[]	[22390397]
420_3609	chr7	117036267	117036667	+	1000	166.0	[]	[]	[7.2262077]	[101]	[]	[117036463]
420_36096	chr20	38083596	38083996	+	846	35.0	[11.476549]	[205]	[7.2262077]	[132]	[38083826]	[38083753]
420_3610	chr7	128933151	128933551	+	1000	166.0	[7.312882]	[118]	[11.476549]	[110]	[128933358]	[128933350]
420_36107	chr21	20463356	20463756	+	630	35.0	[11.476549]	[142]	[]	[]	[20463562]	[]
420_36110	chr21	29726097	29726497	+	812	35.0	[11.476549]	[67]	[]	[]	[29726259]	[]
420_36120	chr21	45137066	45137466	+	566	35.0	[]	[]	[5.659805]	[142]	[]	[45137304]
420_36123	chr21	45439300	45439700	+	799	35.0	[8.216044]	[145]	[11.476549]	[221]	[45439462]	[45439538]
420_36131	chr22	19483523	19483923	+	757	35.0	[7.2262077]	[157]	[]	[]	[19483764]	[]
420_36143	chr22	20555238	20555638	+	562	35.0	[7.2262077]	[148]	[5.659805, 5.659805]	[114, 163]	[20555460]	[20555426, 20555475]
420_36151	chr22	21974226	21974626	+	816	35.0	[5.659805]	[179]	[]	[]	[21974462]	[]
420_36159	chr22	22354765	22355165	+	799	35.0	[]	[]	[11.476549]	[101]	[]	[22354935]
420_36162	chr22	22415051	22415451	+	737	35.0	[5.659805]	[83]	[]	[]	[22415232]	[]
420_36163	chr22	22428552	22428952	+	857	35.0	[]	[]	[11.476549]	[153]	[]	[22428788]
420_36164	chr22	22429340	22429740	+	834	35.0	[]	[]	[11.476549]	[139]	[]	[22429496]
420_36170	chr22	22785925	22786325	+	770	35.0	[]	[]	[11.476549]	[193]	[]	[22786141]
420_36173	chr22	24607368	24607768	+	663	35.0	[7.2262077]	[146]	[]	[]	[24607606]	[]
420_3618	chr10	42479050	42479450	+	1000	165.0	[7.312882]	[109]	[11.476549]	[102]	[42479254]	[42479247]
420_36189	chr3	8769307	8769707	+	787	35.0	[]	[]	[5.659805]	[168]	[]	[8769505]
420_36194	chr3	11671768	11672168	+	587	35.0	[]	[]	[7.2262077]	[99]	[]	[11671963]
420_36197	chr3	21892103	21892503	+	861	35.0	[5.659805, 11.476549]	[59, 114]	[]	[]	[21892254, 21892309]	[]
420_36199	chr3	24264689	24265089	+	835	35.0	[]	[]	[8.216044]	[154]	[]	[24264915]
420_3620	chr13	26042786	26043186	+	1000	165.0	[7.2262077]	[95]	[]	[]	[26042980]	[]
420_3621	chr13	50149310	50149710	+	1000	165.0	[]	[]	[8.216044]	[102]	[]	[50149509]
420_36216	chr3	53042656	53043056	+	654	35.0	[8.216044]	[97]	[]	[]	[53042853]	[]
420_36218	chr3	87229117	87229517	+	589	35.0	[]	[]	[11.476549]	[92]	[]	[87229307]
420_36232	chr3	141426649	141427049	+	756	35.0	[7.312882]	[104]	[]	[]	[141426835]	[]
420_36241	chr3	152268778	152269178	+	806	35.0	[]	[]	[7.2262077, 7.2262077]	[85, 127]	[]	[152268943, 152268985]
420_36248	chr3	187286500	187286900	+	688	35.0	[]	[]	[5.659805]	[102]	[]	[187286702]
420_36253	chr3	193841910	193842310	+	794	35.0	[]	[]	[7.2262077]	[84]	[]	[193842076]
420_36259	chr4	1857259	1857659	+	678	35.0	[11.476549]	[157]	[]	[]	[1857497]	[]
420_36273	chr4	48698428	48698828	+	649	35.0	[7.312882]	[128]	[]	[]	[48698603]	[]
420_36277	chr4	54668175	54668575	+	686	35.0	[]	[]	[7.312882]	[148]	[]	[54668395]
420_36286	chr4	76208414	76208814	+	710	35.0	[]	[]	[5.659805, 11.476549]	[56, 130]	[]	[76208565, 76208639]
420_36288	chr4	78656860	78657260	+	808	35.0	[8.216044, 11.476549]	[125, 128]	[]	[]	[78657080, 78657083]	[]
420_3629	chr2	205734391	205734791	+	1000	165.0	[11.476549]	[109]	[]	[]	[205734599]	[]
420_36292	chr4	88659339	88659739	+	704	35.0	[]	[]	[7.2262077, 8.216044]	[58, 61]	[]	[88659491, 88659494]
420_36304	chr4	128061004	128061404	+	838	35.0	[7.2262077]	[102]	[]	[]	[128061189]	[]
420_36313	chr4	153831216	153831616	+	742	35.0	[8.216044]	[72]	[]	[]	[153831388]	[]
420_3632	chr21	27130146	27130546	+	1000	165.0	[11.476549]	[67]	[8.216044]	[104]	[27130312]	[27130349]
420_36323	chr5	4879658	4880058	+	804	35.0	[5.659805]	[120]	[]	[]	[4879857]	[]
420_36327	chr5	28388411	28388811	+	831	35.0	[7.312882]	[128]	[]	[]	[28388631]	[]
420_36332	chr5	41925621	41926021	+	664	35.0	[]	[]	[11.476549]	[173]	[]	[41925844]
420_36334	chr5	56148321	56148721	+	663	35.0	[]	[]	[11.476549]	[92]	[]	[56148502]
420_36337	chr5	66923911	66924311	+	800	35.0	[8.216044]	[105]	[11.476549]	[118]	[66924110]	[66924123]
420_36341	chr5	72221058	72221458	+	746	35.0	[]	[]	[11.476549]	[107]	[]	[72221257]
420_36343	chr5	75559063	75559463	+	809	35.0	[7.312882]	[124]	[7.2262077]	[116]	[75559268]	[75559260]
420_36344	chr5	77840885	77841285	+	861	35.0	[11.476549]	[165]	[]	[]	[77841122]	[]
420_36348	chr5	82165870	82166270	+	800	35.0	[]	[]	[11.476549, 8.216044]	[119, 122]	[]	[82166066, 82166069]
420_36351	chr5	99032470	99032870	+	592	35.0	[]	[]	[5.659805]	[116]	[]	[99032637]
420_36361	chr5	133327817	133328217	+	665	35.0	[7.2262077]	[104]	[]	[]	[133328020]	[]
420_36364	chr5	134561919	134562319	+	811	35.0	[]	[]	[7.2262077, 11.476549]	[152, 159]	[]	[134562133, 134562140]
420_36367	chr5	138464241	138464641	+	610	35.0	[7.2262077]	[143]	[]	[]	[138464479]	[]
420_36388	chr5	180670550	180670950	+	620	35.0	[]	[]	[11.476549]	[85]	[]	[180670722]
420_3639	chr5	5340335	5340735	+	1000	165.0	[7.2262077]	[148]	[]	[]	[5340563]	[]
420_36391	chr6	4055441	4055841	+	774	35.0	[11.476549]	[163]	[]	[]	[4055654]	[]
420_36395	chr6	4936625	4937025	+	780	35.0	[7.312882]	[174]	[]	[]	[4936805]	[]
420_36396	chr6	5390202	5390602	+	742	35.0	[11.476549]	[108]	[]	[]	[5390394]	[]
420_36397	chr6	7122696	7123096	+	691	35.0	[7.2262077]	[138]	[11.476549]	[122]	[7122908]	[7122892]
420_36400	chr6	7910937	7911337	+	774	35.0	[5.659805, 7.2262077]	[151, 167]	[]	[]	[7911147, 7911163]	[]
420_36401	chr6	8343628	8344028	+	613	35.0	[]	[]	[11.476549]	[97]	[]	[8343801]
420_3641	chr5	78659606	78660006	+	1000	165.0	[11.476549]	[97]	[]	[]	[78659791]	[]
420_36410	chr6	14727836	14728236	+	745	35.0	[8.216044, 11.476549]	[165, 168]	[]	[]	[14728061, 14728064]	[]
420_36415	chr6	16409678	16410078	+	756	35.0	[]	[]	[5.659805, 8.216044]	[135, 138]	[]	[16409895, 16409898]
420_3642	chr5	179820342	179820742	+	1000	165.0	[]	[]	[11.476549]	[111]	[]	[179820552]
420_36421	chr6	25794771	25795171	+	829	35.0	[]	[]	[11.476549, 11.476549, 5.659805]	[106, 137, 145]	[]	[25794977, 25795008, 25795016]
420_36439	chr6	32797084	32797484	+	823	35.0	[]	[]	[8.216044]	[145]	[]	[32797299]
420_36443	chr6	34248924	34249324	+	676	35.0	[11.476549]	[70]	[]	[]	[34249082]	[]
420_36444	chr6	34602524	34602924	+	692	35.0	[5.659805, 11.476549]	[60, 141]	[7.2262077]	[73]	[34602677, 34602758]	[34602690]
420_36446	chr6	36679181	36679581	+	825	35.0	[]	[]	[5.659805]	[102]	[]	[36679353]
420_36450	chr6	40695168	40695568	+	847	35.0	[]	[]	[11.476549]	[93]	[]	[40695350]
420_36452	chr6	41813942	41814342	+	829	35.0	[11.476549, 11.476549]	[130, 149]	[]	[]	[41814153, 41814172]	[]
420_36458	chr6	43986464	43986864	+	581	35.0	[]	[]	[11.476549, 11.476549]	[83, 134]	[]	[43986617, 43986668]
420_36459	chr6	47047506	47047906	+	788	35.0	[11.476549]	[129]	[]	[]	[47047685]	[]
420_36461	chr6	47479137	47479537	+	846	35.0	[]	[]	[11.476549]	[139]	[]	[47479342]
420_36465	chr6	60333685	60334085	+	690	35.0	[]	[]	[11.476549]	[101]	[]	[60333885]
420_36467	chr6	70180569	70180969	+	781	35.0	[8.216044]	[113]	[]	[]	[70180769]	[]
420_36471	chr6	96521646	96522046	+	844	35.0	[]	[]	[5.659805]	[85]	[]	[96521826]
420_36476	chr6	111848250	111848650	+	751	35.0	[]	[]	[11.476549]	[136]	[]	[111848463]
420_36477	chr6	116255225	116255625	+	854	35.0	[5.659805]	[138]	[8.216044]	[71]	[116255444]	[116255377]
420_3648	chr8	122760302	122760702	+	1000	165.0	[7.2262077, 5.659805]	[118, 123]	[11.476549]	[111]	[122760515, 122760520]	[122760508]
420_36480	chr6	127768236	127768636	+	768	35.0	[8.216044, 8.216044]	[92, 95]	[]	[]	[127768420, 127768423]	[]
420_36482	chr6	132381380	132381780	+	754	35.0	[11.476549]	[100]	[]	[]	[132381578]	[]
420_36486	chr6	135506227	135506627	+	806	35.0	[11.476549]	[94]	[]	[]	[135506409]	[]
420_36488	chr6	137805548	137805948	+	827	35.0	[]	[]	[11.476549, 5.659805]	[121, 150]	[]	[137805764, 137805793]
420_3649	chrX	134622192	134622592	+	1000	165.0	[11.476549]	[120]	[5.659805]	[113]	[134622408]	[134622401]
420_36494	chr6	147231581	147231981	+	727	35.0	[7.312882]	[113]	[]	[]	[147231791]	[]
420_36500	chr6	150891760	150892160	+	834	35.0	[11.476549]	[163]	[]	[]	[150891964]	[]
420_36505	chr6	160519859	160520259	+	830	35.0	[5.659805]	[63]	[]	[]	[160520021]	[]
420_36507	chr6	161227142	161227542	+	708	35.0	[7.312882]	[95]	[]	[]	[161227316]	[]
420_36509	chr6	162538554	162538954	+	811	35.0	[11.476549, 5.659805]	[120, 164]	[]	[]	[162538754, 162538798]	[]
420_3651	chr1	61165388	61165788	+	1000	164.0	[]	[]	[7.312882, 11.476549]	[88, 113]	[]	[61165575, 61165600]
420_36510	chr6	163263189	163263589	+	776	35.0	[11.476549]	[142]	[]	[]	[163263414]	[]
420_36514	chr6	169921294	169921694	+	699	35.0	[11.476549]	[124]	[8.216044, 8.216044, 8.216044, 8.216044]	[86, 110, 134, 158]	[169921489]	[169921451, 169921475, 169921499, 169921523]
420_36516	chr7	3931837	3932237	+	784	35.0	[]	[]	[11.476549]	[132]	[]	[3932039]
420_3652	chr1	75396265	75396665	+	1000	164.0	[11.476549]	[94]	[]	[]	[75396459]	[]
420_36520	chr7	16801557	16801957	+	698	35.0	[]	[]	[11.476549]	[137]	[]	[16801773]
420_36521	chr7	17036552	17036952	+	766	35.0	[]	[]	[11.476549]	[134]	[]	[17036776]
420_36529	chr7	39353461	39353861	+	709	35.0	[7.312882]	[111]	[7.312882, 5.659805]	[136, 151]	[39353667]	[39353692, 39353707]
420_3654	chr1	125169940	125170340	+	1000	164.0	[]	[]	[8.216044, 8.216044, 8.216044, 8.216044, 8.216044]	[75, 78, 104, 130, 156]	[]	[125170102, 125170105, 125170131, 125170157, 125170183]
