#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_35083	chr16	49883984	49884384	+	711	39.0	[7.283051]	[168]	[7.5196495]	[168]	[49884225]	[49884225]
49_3509	chr14	52951183	52951583	+	1000	118.0	[8.668092]	[66]	[10.9407625]	[66]	[52951336]	[52951336]
49_35090	chr16	69812594	69812994	+	816	39.0	[6.7177634]	[83]	[5.881383]	[83]	[69812766]	[69812766]
49_351	chr6	149953452	149953852	+	1000	588.0	[13.588854]	[103]	[14.294004]	[103]	[149953655]	[149953655]
49_3513	chr16	11627976	11628376	+	1000	118.0	[6.7211742]	[116]	[2.8553252]	[116]	[11628160]	[11628160]
49_35139	chr17	48877097	48877497	+	773	39.0	[7.407259]	[130]	[7.0321693]	[130]	[48877312]	[48877312]
49_35155	chr17	66493936	66494336	+	751	39.0	[5.84601]	[148]	[6.287725]	[148]	[66494168]	[66494168]
49_3516	chr17	78787572	78787972	+	1000	118.0	[9.68026]	[123]	[13.033171]	[123]	[78787786]	[78787786]
49_35160	chr17	74336331	74336731	+	658	39.0	[13.033171]	[117]	[9.68026]	[117]	[74336540]	[74336540]
49_35168	chr17	78176510	78176910	+	843	39.0	[5.0922184]	[167]	[]	[]	[78176757]	[]
49_3517	chr17	82292586	82292986	+	1000	118.0	[5.871373]	[120]	[6.88005]	[120]	[82292790]	[82292790]
49_35170	chr17	80988947	80989347	+	744	39.0	[2.4810548]	[135]	[5.128815]	[135]	[80989164]	[80989164]
49_35183	chr18	9094315	9094715	+	707	39.0	[2.4798305]	[118]	[5.220641]	[118]	[9094519]	[9094519]
49_35185	chr18	9334067	9334467	+	859	39.0	[2.4901874]	[115]	[6.163332]	[115]	[9334250]	[9334250]
49_35187	chr18	9868614	9869014	+	796	39.0	[]	[]	[5.45693]	[152]	[]	[9868859]
49_352	chr11	118712667	118713067	+	1000	586.0	[12.689945]	[97]	[13.47666]	[97]	[118712862]	[118712862]
49_35205	chr19	3080391	3080791	+	757	39.0	[3.3890958]	[120]	[6.9806767]	[120]	[3080576]	[3080576]
49_3522	chr2	136162477	136162877	+	1000	118.0	[8.562728]	[106]	[11.844076]	[106]	[136162677]	[136162677]
49_35221	chr19	17450177	17450577	+	828	39.0	[2.9714565, 6.48025]	[84, 145]	[4.61054, 5.9767375]	[84, 145]	[17450358, 17450419]	[17450358, 17450419]
49_3523	chr22	39625511	39625911	+	1000	118.0	[7.8204803]	[118]	[5.1727195]	[118]	[39625719]	[39625719]
49_35239	chr19	42216397	42216797	+	850	39.0	[8.704689, 6.2234435]	[106, 122]	[11.317077, 3.40983]	[106, 122]	[42216582, 42216598]	[42216582, 42216598]
49_35241	chr19	43756484	43756884	+	772	39.0	[6.2659135]	[151]	[5.788348]	[151]	[43756729]	[43756729]
49_35255	chr19	49508127	49508527	+	783	39.0	[14.892951]	[120]	[17.54071]	[120]	[49508285]	[49508285]
49_35260	chr19	52096420	52096820	+	856	39.0	[9.68026]	[121]	[13.033171]	[121]	[52096613]	[52096613]
49_35266	chr19	55760413	55760813	+	779	39.0	[6.4512362]	[72]	[6.2476873]	[72]	[55760582]	[55760582]
49_35267	chr19	57321180	57321580	+	654	39.0	[7.3639946]	[162]	[7.694056]	[162]	[57321406]	[57321406]
49_35274	chr2	21422020	21422420	+	783	39.0	[11.16668]	[91]	[8.068016]	[91]	[21422206]	[21422206]
49_35277	chr2	27584763	27585163	+	755	39.0	[5.6907926]	[152]	[5.9915066]	[152]	[27584922]	[27584922]
49_35289	chr2	48126901	48127301	+	815	39.0	[11.844076]	[132]	[8.562728]	[132]	[48127104]	[48127104]
49_35290	chr2	54522662	54523062	+	812	39.0	[]	[]	[4.9784184]	[150]	[]	[54522909]
49_353	chr19	34251652	34252052	+	1000	586.0	[14.294004]	[101]	[13.588854]	[101]	[34251847]	[34251847]
49_35305	chr2	70402182	70402582	+	768	39.0	[9.68026]	[92]	[13.033171]	[92]	[70402368]	[70402368]
49_35311	chr2	86225518	86225918	+	727	39.0	[6.631385]	[124]	[4.0551877]	[124]	[86225741]	[86225741]
49_35320	chr2	105474150	105474550	+	854	39.0	[7.407259]	[91]	[7.0321693]	[91]	[105474323]	[105474323]
49_35323	chr2	114955039	114955439	+	831	39.0	[12.689945, 2.4810548]	[75, 91]	[13.47666, 4.6634045]	[75, 91]	[114955209, 114955225]	[114955209, 114955225]
49_3534	chr6	150857144	150857544	+	1000	118.0	[13.033171]	[91]	[9.68026]	[91]	[150857315]	[150857315]
49_35341	chr2	169105524	169105924	+	787	39.0	[9.68026]	[165]	[13.033171]	[165]	[169105750]	[169105750]
49_35348	chr2	175115796	175116196	+	818	39.0	[12.427513]	[118]	[11.97661]	[118]	[175115974]	[175115974]
49_35354	chr2	177894369	177894769	+	834	39.0	[12.201596]	[156]	[12.576686]	[156]	[177894540]	[177894540]
49_35361	chr2	193090099	193090499	+	586	39.0	[9.68026]	[91]	[13.033171]	[91]	[193090275]	[193090275]
49_35367	chr2	201404765	201405165	+	851	39.0	[6.4650865]	[100]	[7.3802238]	[100]	[201404959]	[201404959]
49_35370	chr2	216491778	216492178	+	813	39.0	[6.2082367]	[142]	[3.368263]	[142]	[216491962]	[216491962]
49_35371	chr20	732603	733003	+	833	39.0	[9.68026]	[148]	[13.033171]	[148]	[732823]	[732823]
49_35372	chr20	1480375	1480775	+	663	39.0	[13.632117]	[115]	[13.632117]	[115]	[1480576]	[1480576]
49_35376	chr20	31633471	31633871	+	644	39.0	[6.0133343]	[144]	[6.353051]	[144]	[31633654]	[31633654]
49_3538	chrX	23931160	23931560	+	1000	118.0	[9.598091]	[96]	[12.447078]	[96]	[23931355]	[23931355]
49_35384	chr20	34952752	34953152	+	818	39.0	[18.801544]	[156]	[18.801544]	[156]	[34952950]	[34952950]
49_3539	chrX	114058919	114059319	+	1000	118.0	[7.407259]	[138]	[7.0321693]	[138]	[114059137]	[114059137]
49_354	chr11	27447263	27447663	+	1000	585.0	[13.47666]	[102]	[12.689945]	[102]	[27447464]	[27447464]
49_35401	chr20	49287156	49287556	+	841	39.0	[11.352449]	[121]	[8.669316]	[121]	[49287362]	[49287362]
49_35403	chr20	50178064	50178464	+	744	39.0	[9.68026]	[178]	[13.033171]	[178]	[50178297]	[50178297]
49_3541	chr1	21261873	21262273	+	1000	117.0	[5.871373]	[98]	[6.88005]	[98]	[21262053]	[21262053]
49_35431	chr22	17359517	17359917	+	819	39.0	[5.391781]	[128]	[2.3769279]	[128]	[17359719]	[17359719]
49_35442	chr22	19437242	19437642	+	823	39.0	[2.6689224]	[76]	[2.7985845]	[76]	[19437417]	[19437417]
49_35443	chr22	19466164	19466564	+	833	39.0	[6.822987]	[155]	[6.466311]	[155]	[19466336]	[19466336]
49_35460	chr22	20692759	20693159	+	786	39.0	[]	[]	[3.108973]	[199]	[]	[20692963]
49_3548	chr10	68822564	68822964	+	1000	117.0	[9.68026]	[99]	[13.033171]	[99]	[68822758]	[68822758]
49_35506	chr3	4304574	4304974	+	695	39.0	[7.9820075]	[195]	[6.763919]	[195]	[4304797]	[4304797]
49_3551	chr12	31922737	31923137	+	1000	117.0	[6.433223, 4.2870903]	[103, 150]	[3.4554012, 2.4444578]	[103, 150]	[31922922, 31922969]	[31922922, 31922969]
49_35515	chr3	11764960	11765360	+	607	39.0	[4.2224073]	[190]	[]	[]	[11765156]	[]
49_3552	chr12	49730560	49730960	+	1000	117.0	[3.0265872]	[83]	[6.809537]	[83]	[49730741]	[49730741]
49_35524	chr3	19811696	19812096	+	848	39.0	[5.492303]	[124]	[]	[]	[19811893]	[]
49_35529	chr3	37909574	37909974	+	797	39.0	[6.9351807]	[124]	[8.07037]	[124]	[37909776]	[37909776]
49_3553	chr12	50170273	50170673	+	1000	117.0	[13.033171]	[120]	[9.68026]	[120]	[50170478]	[50170478]
49_35537	chr3	43238292	43238692	+	762	39.0	[7.536359]	[100]	[8.00284]	[100]	[43238483]	[43238483]
49_35538	chr3	44988033	44988433	+	848	39.0	[9.081313]	[188]	[9.081313]	[188]	[44988271]	[44988271]
49_35542	chr3	48048134	48048534	+	828	39.0	[2.8553252]	[174]	[6.65914]	[174]	[48048380]	[48048380]
49_35548	chr3	65344848	65345248	+	632	39.0	[2.7985845]	[104]	[2.6689224]	[104]	[65345049]	[65345049]
49_3556	chr13	51541543	51541943	+	1000	117.0	[5.1727195]	[111]	[7.8204803]	[111]	[51541747]	[51541747]
49_35562	chr3	142929868	142930268	+	632	39.0	[6.202655]	[163]	[5.3766613]	[163]	[142930096]	[142930096]
49_35563	chr3	143177912	143178312	+	716	39.0	[7.694056]	[99]	[7.3639946]	[99]	[143178079]	[143178079]
49_35572	chr3	171813277	171813677	+	808	39.0	[]	[]	[2.4038222]	[155]	[]	[171813510]
49_35581	chr3	187412020	187412420	+	803	39.0	[5.0922184]	[119]	[]	[]	[187412212]	[]
49_35585	chr3	196563565	196563965	+	803	39.0	[]	[]	[4.663282]	[226]	[]	[196563802]
49_35595	chr4	6392756	6393156	+	820	39.0	[14.892951]	[96]	[17.54071]	[96]	[6392952]	[6392952]
49_35599	chr4	8546988	8547388	+	740	39.0	[7.2155213]	[146]	[7.655416]	[146]	[8547175]	[8547175]
49_356	chr22	39283515	39283915	+	1000	580.0	[7.408483]	[92]	[7.443856]	[92]	[39283706]	[39283706]
49_35606	chr4	48311803	48312203	+	675	39.0	[7.694056]	[99]	[7.3639946]	[99]	[48312000]	[48312000]
49_35609	chr4	73693849	73694249	+	684	39.0	[8.668092]	[104]	[10.9407625]	[104]	[73694046]	[73694046]
49_35618	chr4	94534848	94535248	+	835	39.0	[6.6663632]	[145]	[7.7076006]	[145]	[94535069]	[94535069]
49_35625	chr4	129144924	129145324	+	806	39.0	[7.7082863]	[173]	[3.5686607]	[173]	[129145158]	[129145158]
49_3563	chr17	82287980	82288380	+	1000	117.0	[4.6634045]	[173]	[]	[]	[82288184]	[]
49_35636	chr4	185204421	185204821	+	687	39.0	[8.669316]	[146]	[10.887038]	[146]	[185204614]	[185204614]
49_35642	chr5	34525843	34526243	+	767	39.0	[3.0265872]	[65]	[6.809537, 2.3737345]	[65, 131]	[34525995]	[34525995, 34526061]
49_35646	chr5	39215630	39216030	+	833	39.0	[9.68026]	[117]	[13.033171]	[117]	[39215842]	[39215842]
49_35653	chr5	58383419	58383819	+	691	39.0	[13.588854]	[126]	[14.294004]	[126]	[58383624]	[58383624]
49_3566	chr19	12564014	12564414	+	1000	117.0	[6.433223]	[92]	[3.4554012]	[92]	[12564199]	[12564199]
49_35679	chr5	133049553	133049953	+	759	39.0	[4.857872]	[65]	[]	[]	[133049705]	[]
49_3568	chr19	42487165	42487565	+	1000	117.0	[6.4650865]	[104]	[6.8767114]	[104]	[42487367]	[42487367]
49_35680	chr5	133236650	133237050	+	816	39.0	[6.353051]	[80]	[6.0133343]	[80]	[133236803]	[133236803]
49_35697	chr5	173455913	173456313	+	750	39.0	[9.68026]	[125]	[13.033171]	[125]	[173456124]	[173456124]
49_35699	chr5	174849473	174849873	+	628	39.0	[]	[]	[2.524629]	[134]	[]	[174849695]
49_35706	chr6	4640963	4641363	+	786	39.0	[3.368263]	[87]	[6.2082367]	[87]	[4641117]	[4641117]
49_3572	chr2	11385843	11386243	+	1000	117.0	[5.1727195]	[105]	[7.8204803]	[105]	[11386037]	[11386037]
49_35730	chr6	27477377	27477777	+	821	39.0	[6.2082367]	[139]	[3.368263]	[139]	[27477567]	[27477567]
49_35739	chr6	30013317	30013717	+	836	39.0	[6.809537]	[208]	[3.0265872]	[208]	[30013548]	[30013548]
49_3574	chr2	121649914	121650314	+	1000	117.0	[5.256014]	[139]	[2.4444578]	[139]	[121650149]	[121650149]
49_35740	chr6	30047096	30047496	+	863	39.0	[]	[]	[5.17622]	[117]	[]	[30047306]
49_35745	chr6	33841153	33841553	+	835	39.0	[6.9351807]	[113]	[8.07037]	[113]	[33841339]	[33841339]
49_35747	chr6	34955428	34955828	+	822	39.0	[12.613283]	[91]	[12.57791]	[91]	[34955591]	[34955591]
49_35748	chr6	35247717	35248117	+	831	39.0	[6.809537]	[96]	[3.0265872]	[96]	[35247896]	[35247896]
49_35766	chr6	44494225	44494625	+	625	39.0	[5.127591]	[103]	[2.5728807]	[103]	[44494424]	[44494424]
49_35768	chr6	47533979	47534379	+	651	39.0	[7.5796227]	[113]	[7.3409534]	[113]	[47534175]	[47534175]
49_35781	chr6	90457428	90457828	+	803	39.0	[6.2855215]	[199]	[6.1491013]	[199]	[90457654]	[90457654]
49_35782	chr6	90471586	90471986	+	847	39.0	[13.033171]	[160]	[9.68026]	[160]	[90471809]	[90471809]
49_35786	chr6	109896304	109896704	+	832	39.0	[13.033171]	[131]	[9.68026]	[131]	[109896531]	[109896531]
49_35794	chr6	124607228	124607628	+	687	39.0	[9.68026]	[114]	[13.033171]	[114]	[124607432]	[124607432]
49_358	chr7	5555080	5555480	+	1000	576.0	[10.9407625]	[85]	[8.668092]	[85]	[5555260]	[5555260]
49_3580	chr3	197730317	197730717	+	1000	117.0	[13.588854]	[128]	[14.294004]	[128]	[197730530]	[197730530]
49_35814	chr6	146926286	146926686	+	805	39.0	[2.3737345]	[138]	[]	[]	[146926513]	[]
49_35815	chr6	146950599	146950999	+	718	39.0	[]	[]	[5.584129]	[153]	[]	[146950848]
49_35817	chr6	149038155	149038555	+	815	39.0	[7.0321693]	[124]	[7.407259]	[124]	[149038374]	[149038374]
49_35820	chr6	151398122	151398522	+	823	39.0	[13.588854]	[91]	[14.294004]	[91]	[151398300]	[151398300]
49_35829	chr6	163161203	163161603	+	801	39.0	[12.32802]	[139]	[10.38541]	[139]	[163161418]	[163161418]
49_3584	chr6	32194901	32195301	+	1000	117.0	[6.353051, 12.471321]	[70, 119]	[5.5479236, 13.104909]	[70, 119]	[32195055, 32195104]	[32195055, 32195104]
49_35846	chr7	43568100	43568500	+	743	39.0	[13.033171]	[128]	[9.68026]	[128]	[43568300]	[43568300]
49_35854	chr7	73795233	73795633	+	821	39.0	[6.48025]	[206]	[5.9767375]	[206]	[73795472]	[73795472]
49_35857	chr7	76419277	76419677	+	856	39.0	[5.4159718]	[162]	[6.7177634]	[162]	[76419458]	[76419458]
49_35860	chr7	77714209	77714609	+	830	39.0	[4.341746]	[182]	[]	[]	[77714436]	[]
49_35861	chr7	77968277	77968677	+	820	39.0	[5.7529755]	[136]	[5.835875]	[136]	[77968428]	[77968428]
49_3587	chr7	8829122	8829522	+	1000	117.0	[18.801544]	[106]	[18.801544]	[106]	[8829318]	[8829318]
49_35879	chr7	106581296	106581696	+	789	39.0	[4.61054]	[163]	[2.9714565]	[163]	[106581495]	[106581495]
49_359	chr3	13431434	13431834	+	1000	575.0	[12.689945]	[95]	[13.47666]	[95]	[13431628]	[13431628]
49_35906	chr7	127649001	127649401	+	846	39.0	[4.628766]	[71]	[]	[]	[127649160]	[]
49_35909	chr7	127908876	127909276	+	730	39.0	[8.068016]	[111]	[11.228714]	[111]	[127909039]	[127909039]
49_35924	chr7	137950065	137950465	+	807	39.0	[4.492142]	[159]	[]	[]	[137950230]	[]
49_35926	chr7	139318010	139318410	+	722	39.0	[2.5728807]	[134]	[5.127591]	[134]	[139318227]	[139318227]
49_35930	chr7	140121724	140122124	+	837	39.0	[14.294004]	[163]	[13.588854]	[163]	[140121957]	[140121957]
49_35942	chr7	149630730	149631130	+	695	39.0	[8.068016]	[99]	[11.228714]	[99]	[149630921]	[149630921]
49_35947	chr7	151637673	151638073	+	773	39.0	[8.668092]	[107]	[10.9407625]	[107]	[151637853]	[151637853]
49_35951	chr7	157345961	157346361	+	797	39.0	[5.5479236]	[185]	[6.353051]	[185]	[157346208]	[157346208]
49_35956	chr8	903585	903985	+	597	39.0	[9.68026]	[85]	[13.033171]	[85]	[903770]	[903770]
49_35957	chr8	8806974	8807374	+	816	39.0	[]	[]	[4.527515]	[136]	[]	[8807192]
49_35961	chr8	19769571	19769971	+	833	39.0	[2.3769279]	[133]	[5.391781]	[133]	[19769741]	[19769741]
49_35967	chr8	28092289	28092689	+	854	39.0	[2.6082535]	[98]	[5.0922184]	[98]	[28092486]	[28092486]
49_35968	chr8	28888828	28889228	+	823	39.0	[7.4690695]	[130]	[7.2148223]	[130]	[28889049]	[28889049]
49_3597	chrX	31862804	31863204	+	1000	117.0	[6.103162]	[103]	[3.7854621]	[103]	[31863007]	[31863007]
49_35973	chr8	41875886	41876286	+	658	39.0	[7.9637814]	[114]	[7.892218]	[114]	[41876094]	[41876094]
49_3598	chr1	23422637	23423037	+	1000	116.0	[10.9407625]	[108]	[8.668092]	[108]	[23422841]	[23422841]
49_35984	chr8	100975012	100975412	+	682	39.0	[2.524629]	[165]	[]	[]	[100975246]	[]
49_3599	chr1	40380047	40380447	+	1000	116.0	[13.104909]	[104]	[12.471321]	[104]	[40380248]	[40380248]
49_35991	chr8	124592939	124593339	+	814	39.0	[4.9486647]	[143]	[]	[]	[124593181]	[]
49_36	chr11	62105094	62105494	+	1000	1235.0	[13.47666]	[99]	[12.689945]	[99]	[62105290]	[62105290]
49_360	chr11	101014891	101015291	+	1000	574.0	[13.47666]	[102]	[12.689945]	[102]	[101015085]	[101015085]
49_3601	chr1	54108160	54108560	+	1000	116.0	[2.7985845]	[101]	[2.6689224]	[101]	[54108356]	[54108356]
49_3602	chr1	149847060	149847460	+	1000	116.0	[11.844076, 6.763919]	[120, 163]	[8.562728, 7.9199734]	[120, 163]	[149847264, 149847307]	[149847264, 149847307]
49_36026	chr9	112082142	112082542	+	778	39.0	[8.601787]	[116]	[11.488216]	[116]	[112082347]	[112082347]
49_36037	chr9	123316944	123317344	+	686	39.0	[]	[]	[4.490918]	[80]	[]	[123317111]
49_3605	chr1	182301717	182302117	+	1000	116.0	[6.1397586]	[91]	[4.1617765]	[91]	[182301898]	[182301898]
49_36059	chrX	2677229	2677629	+	791	39.0	[18.801544]	[133]	[18.801544, 4.490918]	[133, 169]	[2677444]	[2677444, 2677480]
49_3606	chr1	225484015	225484415	+	1000	116.0	[12.201596]	[123]	[12.576686]	[123]	[225484225]	[225484225]
49_36063	chrX	44484673	44485073	+	823	39.0	[]	[]	[5.040453]	[206]	[]	[44484911]
49_36070	chrX	132052888	132053288	+	832	39.0	[14.294004]	[132]	[13.588854]	[132]	[132053096]	[132053096]
49_36093	chr1	16601225	16601625	+	783	38.0	[5.990282]	[108]	[5.2791057]	[108]	[16601411]	[16601411]
49_36094	chr1	17052965	17053365	+	679	38.0	[11.249547]	[132]	[8.840456]	[132]	[17053183]	[17053183]
49_361	chr5	177496715	177497115	+	1000	574.0	[11.844076]	[130]	[8.562728]	[130]	[177496937]	[177496937]
49_36104	chr1	23008124	23008524	+	716	38.0	[4.619341, 13.632117]	[73, 113]	[13.632117]	[113]	[23008291, 23008331]	[23008331]
49_36110	chr1	26316376	26316776	+	718	38.0	[5.685446]	[84]	[6.3750186]	[84]	[26316552]	[26316552]
49_36121	chr1	30903378	30903778	+	780	38.0	[2.8079455]	[88]	[4.208863]	[88]	[30903536]	[30903536]
49_36122	chr1	31031421	31031821	+	835	38.0	[4.9856296]	[134]	[2.596367]	[134]	[31031574]	[31031574]
49_36128	chr1	33145661	33146061	+	747	38.0	[2.5564928]	[102]	[6.119391]	[102]	[33145855]	[33145855]
49_36134	chr1	37602853	37603253	+	815	38.0	[12.147872]	[95]	[12.57791]	[95]	[37603041]	[37603041]
49_36145	chr1	42613558	42613958	+	744	38.0	[4.7580743]	[128]	[]	[]	[42613715]	[]
49_36149	chr1	43390463	43390863	+	815	38.0	[]	[]	[5.019141]	[117]	[]	[43390643]
49_3615	chr15	45048969	45049369	+	1000	116.0	[]	[]	[4.527515]	[136]	[]	[45049131]
49_3616	chr15	68972563	68972963	+	1000	116.0	[13.033171]	[108]	[9.68026]	[108]	[68972763]	[68972763]
49_36179	chr1	110872352	110872752	+	750	38.0	[8.07037]	[70]	[6.9351807]	[70]	[110872518]	[110872518]
49_3618	chr16	22213745	22214145	+	1000	116.0	[17.54071, 6.103162]	[102, 147]	[14.892951, 4.288975]	[102, 147]	[22213943, 22213988]	[22213943, 22213988]
49_36205	chr1	154070537	154070937	+	813	38.0	[18.801544]	[88]	[18.801544]	[88]	[154070710]	[154070710]
49_36209	chr1	159814951	159815351	+	560	38.0	[12.201596]	[114]	[12.576686]	[114]	[159815158]	[159815158]
49_3622	chr17	72762228	72762628	+	1000	116.0	[13.47666]	[101]	[12.689945]	[101]	[72762421]	[72762421]
49_36221	chr1	174156432	174156832	+	675	38.0	[6.026879]	[94]	[5.65542]	[94]	[174156584]	[174156584]
49_3623	chr18	70280262	70280662	+	1000	116.0	[12.689945]	[126]	[13.47666]	[126]	[70280483]	[70280483]
49_36232	chr1	181160240	181160640	+	776	38.0	[11.680565]	[118]	[8.161051]	[118]	[181160449]	[181160449]
49_36238	chr1	184483185	184483585	+	822	38.0	[8.419427]	[124]	[9.1245775]	[124]	[184483392]	[184483392]
49_36250	chr1	203779145	203779545	+	675	38.0	[7.251801]	[112]	[6.5935097]	[112]	[203779352]	[203779352]
49_36251	chr1	204127619	204128019	+	754	38.0	[7.562104]	[101]	[7.728707]	[101]	[204127793]	[204127793]
49_36262	chr1	206978304	206978704	+	578	38.0	[2.466425]	[136]	[4.4246125]	[136]	[206978510]	[206978510]
49_36263	chr1	207239920	207240320	+	715	38.0	[2.7505465]	[84]	[]	[]	[207240092]	[]
49_36270	chr1	211721653	211722053	+	784	38.0	[]	[]	[4.018273]	[163]	[]	[211721881]
49_3628	chr2	12109680	12110080	+	1000	116.0	[14.294004]	[127]	[13.588854]	[127]	[12109900]	[12109900]
49_36283	chr1	226029094	226029494	+	597	38.0	[5.2430916]	[200]	[]	[]	[226029343]	[]
49_36284	chr1	227379081	227379481	+	619	38.0	[6.8083124]	[168]	[3.5838242]	[168]	[227379296]	[227379296]
49_36288	chr1	228487905	228488305	+	718	38.0	[]	[]	[2.3598723]	[82]	[]	[228488086]
49_36295	chr1	234573739	234574139	+	833	38.0	[4.354359]	[182]	[]	[]	[234573966]	[]
49_36299	chr1	234977807	234978207	+	791	38.0	[13.033171]	[82]	[9.68026]	[82]	[234977985]	[234977985]
49_363	chr16	86975412	86975812	+	1000	573.0	[7.0321693]	[102]	[7.407259]	[102]	[86975608]	[86975608]
49_36303	chr1	246108091	246108491	+	810	38.0	[8.182405]	[221]	[8.263968]	[221]	[246108330]	[246108330]
49_36312	chr10	6273450	6273850	+	782	38.0	[9.68026]	[117]	[13.033171]	[117]	[6273642]	[6273642]
49_36325	chr10	35576862	35577262	+	802	38.0	[9.68026]	[117]	[13.033171]	[117]	[35577076]	[35577076]
49_3633	chr2	218418847	218419247	+	1000	116.0	[14.892951]	[104]	[17.54071]	[104]	[218419050]	[218419050]
49_36350	chr10	71660383	71660783	+	732	38.0	[7.407259]	[67]	[7.0321693]	[67]	[71660548]	[71660548]
49_3636	chr20	50834599	50834999	+	1000	116.0	[18.801544]	[114]	[18.801544]	[114]	[50834803]	[50834803]
49_36360	chr10	77915378	77915778	+	607	38.0	[2.7943547]	[62]	[2.7227912]	[62]	[77915534]	[77915534]
49_36366	chr10	86585406	86585806	+	729	38.0	[2.4444578]	[81]	[5.256014]	[81]	[86585575]	[86585575]
49_36375	chr10	102136703	102137103	+	811	38.0	[6.4650865]	[141]	[7.3802238]	[141]	[102136932]	[102136932]
49_36380	chr10	117496531	117496931	+	786	38.0	[5.025913]	[108]	[2.6521945]	[108]	[117496692]	[117496692]
49_36381	chr10	118348050	118348450	+	591	38.0	[12.471321]	[101]	[13.104909]	[101]	[118348250]	[118348250]
49_36383	chr10	125912911	125913311	+	799	38.0	[7.407259]	[169]	[7.0321693]	[169]	[125913115]	[125913115]
49_36385	chr10	132320622	132321022	+	810	38.0	[7.892218]	[92]	[7.9637814]	[92]	[132320798]	[132320798]
49_36392	chr11	8701026	8701426	+	692	38.0	[2.6779554]	[112]	[]	[]	[8701197]	[]
49_364	chr6	164337943	164338343	+	1000	571.0	[13.47666]	[104]	[12.689945]	[104]	[164338142]	[164338142]
49_36408	chr11	47531670	47532070	+	607	38.0	[14.294004]	[112]	[13.588854]	[112]	[47531871]	[47531871]
49_3641	chr22	21753763	21754163	+	1000	116.0	[12.613283]	[97]	[12.57791]	[97]	[21753958]	[21753958]
49_36414	chr11	63565068	63565468	+	703	38.0	[5.2441273]	[176]	[]	[]	[63565251]	[]
49_36421	chr11	68869617	68870017	+	803	38.0	[4.566732]	[133]	[]	[]	[68869814]	[]
49_36427	chr11	74615375	74615775	+	805	38.0	[8.433858]	[101]	[6.8569536]	[101]	[74615543]	[74615543]
49_36429	chr11	76364439	76364839	+	715	38.0	[8.419427]	[139]	[9.1245775]	[139]	[76364653]	[76364653]
49_36430	chr11	77299055	77299455	+	743	38.0	[8.197569]	[141]	[7.3639946]	[141]	[77299261]	[77299261]
49_36456	chr12	39458960	39459360	+	806	38.0	[5.390892]	[180]	[2.4693549]	[180]	[39459159]	[39459159]
49_3647	chr22	39310916	39311316	+	1000	116.0	[8.197569]	[107]	[7.3639946]	[107]	[39311122]	[39311122]
49_36476	chr12	69438543	69438943	+	732	38.0	[4.4299593, 7.408483]	[90, 110]	[7.443856]	[110]	[69438727, 69438747]	[69438747]
49_3648	chr3	4064177	4064577	+	1000	116.0	[18.801544]	[120]	[18.801544]	[120]	[4064382]	[4064382]
49_36483	chr12	93763008	93763408	+	664	38.0	[5.40553]	[113]	[3.799007]	[113]	[93763216]	[93763216]
49_36489	chr12	104511581	104511981	+	812	38.0	[8.419427]	[100]	[9.1245775]	[100]	[104511755]	[104511755]
49_36500	chr12	116556116	116556516	+	795	38.0	[12.689945]	[77]	[13.47666]	[77]	[116556288]	[116556288]
49_36514	chr13	52127703	52128103	+	689	38.0	[5.390206]	[144]	[5.5050235]	[144]	[52127944]	[52127944]
49_36517	chr13	80696024	80696424	+	807	38.0	[5.081703]	[136]	[2.595331]	[136]	[80696180]	[80696180]
49_3652	chr4	38669244	38669644	+	1000	116.0	[7.443856]	[108]	[7.408483]	[108]	[38669443]	[38669443]
49_36526	chr13	92318144	92318544	+	813	38.0	[4.688775]	[203]	[5.9977975]	[203]	[92318361]	[92318361]
49_36554	chr14	81162930	81163330	+	809	38.0	[7.0024495]	[73]	[7.3715143, 4.766046]	[73, 140]	[81163082]	[81163082, 81163149]
49_36556	chr14	91484177	91484577	+	810	38.0	[9.081313]	[120]	[9.081313]	[120]	[91484389]	[91484389]
49_36560	chr14	96795320	96795720	+	747	38.0	[8.182405]	[137]	[8.263968]	[137]	[96795487]	[96795487]
49_36586	chr15	63545456	63545856	+	785	38.0	[]	[]	[4.527515]	[156]	[]	[63545645]
49_366	chr4	76799145	76799545	+	1000	567.0	[9.68026]	[101]	[13.033171]	[101]	[76799344]	[76799344]
49_36605	chr15	91469817	91470217	+	624	38.0	[2.6168218]	[145]	[4.5958743]	[145]	[91470020]	[91470020]
49_36616	chr16	8346306	8346706	+	817	38.0	[6.28306]	[110]	[6.8812747]	[110]	[8346499]	[8346499]
49_3662	chr6	122484779	122485179	+	1000	116.0	[6.2082367]	[102]	[3.368263]	[102]	[122484978]	[122484978]
49_36631	chr16	29974756	29975156	+	777	38.0	[]	[]	[4.492142]	[124]	[]	[29974974]
49_36634	chr16	31021783	31022183	+	646	38.0	[12.689945]	[120]	[13.47666]	[120]	[31021993]	[31021993]
49_36636	chr16	55494971	55495371	+	763	38.0	[6.809537]	[110]	[3.4919982]	[110]	[55495166]	[55495166]
