#PeakID(python identify_motif.py ./ENCODE_processed_files/FOSL1_idr.fa FOSL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
46_33669	chr2	136236002	136236402	+	1000	34.0	[13.811987, 11.806913]	[129, 139]	[7.7131166, 11.972782, 9.245538]	[76, 129, 139]	[136236230, 136236240]	[136236177, 136236230, 136236240]
46_3367	chr12	69405444	69405844	+	1000	163.0	[10.376787, 11.8145485]	[115, 165]	[7.2474165, 11.79898]	[115, 165]	[69405644, 69405694]	[69405644, 69405694]
46_33670	chr2	138644754	138645154	+	1000	34.0	[10.910327, 10.910327, 10.910327]	[128, 162, 190]	[13.335394, 13.335394, 13.335394]	[128, 162, 190]	[138644934, 138644968, 138644996]	[138644934, 138644968, 138644996]
46_33671	chr2	144554883	144555283	+	1000	34.0	[13.351411]	[104]	[15.626627]	[104]	[144555058]	[144555058]
46_33672	chr2	151860168	151860568	+	1000	34.0	[11.806913]	[104]	[9.245538]	[104]	[151860372]	[151860372]
46_33673	chr2	157927241	157927641	+	607	34.0	[8.704309]	[149]	[]	[]	[157927484]	[]
46_33674	chr2	161130363	161130763	+	1000	34.0	[8.262972]	[134]	[8.397368]	[134]	[161130575]	[161130575]
46_33676	chr2	170365483	170365883	+	998	34.0	[]	[]	[6.511294]	[162]	[]	[170365713]
46_33678	chr2	173773118	173773518	+	1000	34.0	[12.433358]	[172]	[10.158142]	[172]	[173773338]	[173773338]
46_3368	chr13	60165429	60165829	+	1000	163.0	[9.062057]	[96]	[11.755416]	[96]	[60165622]	[60165622]
46_33682	chr2	176104178	176104578	+	1000	34.0	[13.185543]	[85]	[11.060178]	[85]	[176104354]	[176104354]
46_33684	chr2	180707821	180708221	+	1000	34.0	[11.806913]	[150]	[9.245538]	[150]	[180708052]	[180708052]
46_33686	chr2	187499945	187500345	+	1000	34.0	[]	[]	[7.7856965]	[77]	[]	[187500114]
46_33687	chr2	191907066	191907466	+	906	34.0	[11.79898]	[113]	[11.8145485]	[113]	[191907263]	[191907263]
46_33688	chr2	198098977	198099377	+	817	34.0	[]	[]	[7.3958516]	[146]	[]	[198099174]
46_3369	chr16	20084597	20084997	+	1000	163.0	[15.626627]	[112]	[13.351411]	[112]	[20084799]	[20084799]
46_33690	chr2	200763465	200763865	+	1000	34.0	[13.811987]	[131]	[11.972782]	[131]	[200763681]	[200763681]
46_33693	chr2	202911561	202911961	+	1000	34.0	[7.1132793]	[69]	[9.675097]	[69]	[202911716]	[202911716]
46_337	chr5	143246018	143246418	+	1000	355.0	[11.972782, 13.335394]	[119, 153]	[13.811987, 10.910327]	[119, 153]	[143246230, 143246264]	[143246230, 143246264]
46_33700	chr2	219272966	219273366	+	1000	34.0	[]	[]	[6.773593]	[104]	[]	[219273157]
46_33702	chr2	230855588	230855988	+	1000	34.0	[13.811987]	[114]	[11.972782]	[114]	[230855778]	[230855778]
46_33703	chr2	231347173	231347573	+	1000	34.0	[6.481828]	[127]	[]	[]	[231347364]	[]
46_33704	chr2	235263617	235264017	+	655	34.0	[13.335394]	[121]	[10.910327]	[121]	[235263772]	[235263772]
46_33709	chr20	5659636	5660036	+	1000	34.0	[]	[]	[6.511294]	[179]	[]	[5659866]
46_3371	chr18	23227161	23227561	+	1000	163.0	[15.626627]	[120]	[13.351411]	[120]	[23227370]	[23227370]
46_33712	chr20	31671973	31672373	+	1000	34.0	[15.626627]	[136]	[13.351411]	[136]	[31672194]	[31672194]
46_33716	chr20	36182276	36182676	+	1000	34.0	[7.545703]	[189]	[]	[]	[36182496]	[]
46_33724	chr20	45905648	45906048	+	1000	34.0	[7.0391154, 11.520754]	[105, 149]	[9.046039, 9.531697]	[105, 149]	[45905848, 45905892]	[45905848, 45905892]
46_33725	chr20	46689687	46690087	+	1000	34.0	[7.383864]	[114]	[]	[]	[46689893]	[]
46_33727	chr20	47878568	47878968	+	1000	34.0	[10.894309]	[83]	[8.619093, 7.4133296]	[83, 161]	[47878724]	[47878724, 47878802]
46_3373	chr2	10497789	10498189	+	1000	163.0	[11.536771]	[128]	[14.247998]	[128]	[10497995]	[10497995]
46_33730	chr20	51569821	51570221	+	563	34.0	[6.1960926, 15.626627]	[79, 106]	[13.351411]	[106]	[51569986, 51570013]	[51570013]
46_33735	chr21	15121762	15122162	+	1000	34.0	[11.536771]	[150]	[14.247998]	[150]	[15121997]	[15121997]
46_33736	chr21	18759765	18760165	+	1000	34.0	[]	[]	[6.1800203]	[100]	[]	[18759953]
46_33737	chr21	33203811	33204211	+	1000	34.0	[10.435919]	[150]	[9.98434]	[150]	[33204011]	[33204011]
46_3374	chr2	103525782	103526182	+	1000	163.0	[9.062057]	[121]	[11.755416]	[121]	[103525997]	[103525997]
46_33740	chr21	36647705	36648105	+	1000	34.0	[13.811987]	[117]	[11.972782]	[117]	[36647864]	[36647864]
46_33743	chr21	37356560	37356960	+	836	34.0	[7.1132793]	[182]	[9.675097]	[182]	[37356800]	[37356800]
46_33748	chr21	45586270	45586670	+	1000	34.0	[9.245538]	[111]	[11.806913]	[111]	[45586478]	[45586478]
46_33749	chr22	19060355	19060755	+	1000	34.0	[13.811987]	[114]	[11.972782]	[114]	[19060557]	[19060557]
46_3375	chr2	231611763	231612163	+	1000	163.0	[6.947411, 9.245538, 12.433358]	[73, 114, 130]	[11.806913, 10.158142]	[114, 130]	[231611917, 231611958, 231611974]	[231611958, 231611974]
46_33753	chr22	21827362	21827762	+	1000	34.0	[6.393947]	[131]	[8.152223]	[131]	[21827543]	[21827543]
46_3376	chr20	401862	402262	+	1000	163.0	[9.999908]	[105]	[10.420351]	[105]	[402058]	[402058]
46_33760	chr22	24262413	24262813	+	901	34.0	[10.158142]	[100]	[12.433358]	[100]	[24262608]	[24262608]
46_33762	chr22	28799171	28799571	+	1000	34.0	[7.236523]	[190]	[]	[]	[28799386]	[]
46_33763	chr22	30327872	30328272	+	1000	34.0	[7.9277687]	[108]	[7.525193]	[108]	[30328041]	[30328041]
46_33764	chr22	35727413	35727813	+	997	34.0	[]	[]	[7.279962, 7.1301107]	[153, 185]	[]	[35727626, 35727658]
46_33766	chr22	37282295	37282695	+	820	34.0	[8.661861]	[101]	[]	[]	[37282482]	[]
46_33767	chr22	38714375	38714775	+	1000	34.0	[7.889923]	[126]	[]	[]	[38714592]	[]
46_33769	chr22	41857509	41857909	+	1000	34.0	[8.13516]	[87]	[10.696422, 8.077866]	[87, 108]	[41857666]	[41857666, 41857687]
46_3377	chr3	72448813	72449213	+	1000	163.0	[13.351411]	[91]	[15.626627]	[91]	[72449001]	[72449001]
46_33770	chr22	42940071	42940471	+	1000	34.0	[11.972782]	[161]	[13.811987]	[161]	[42940310]	[42940310]
46_33771	chr22	47779539	47779939	+	1000	34.0	[6.947411]	[77]	[6.6049547]	[158]	[47779708]	[47779789]
46_33773	chr3	5497454	5497854	+	1000	34.0	[14.247998]	[124]	[7.8604574, 11.536771]	[91, 124]	[5497667]	[5497634, 5497667]
46_33779	chr3	19891740	19892140	+	1000	34.0	[12.225017]	[88]	[9.799835]	[88]	[19891921]	[19891921]
46_3378	chr3	183410247	183410647	+	1000	163.0	[11.806913]	[111]	[9.245538]	[111]	[183410438]	[183410438]
46_33780	chr3	24498437	24498837	+	1000	34.0	[6.770823]	[131]	[9.314332]	[131]	[24498656]	[24498656]
46_33782	chr3	31294448	31294848	+	1000	34.0	[7.08223]	[85]	[7.066662]	[85]	[31294621]	[31294621]
46_33785	chr3	37221436	37221836	+	1000	34.0	[10.158142]	[111]	[12.433358]	[111]	[37221643]	[37221643]
46_33786	chr3	37391694	37392094	+	1000	34.0	[11.972782]	[118]	[13.811987]	[118]	[37391886]	[37391886]
46_33788	chr3	40336144	40336544	+	1000	34.0	[7.322488, 7.5586495]	[122, 129]	[10.5189495]	[122]	[40336322, 40336329]	[40336322]
46_33789	chr3	40364885	40365285	+	1000	34.0	[6.6913023]	[185]	[]	[]	[40365127]	[]
46_3379	chr3	185900271	185900671	+	1000	163.0	[8.619093, 12.433358]	[75, 125]	[10.894309, 10.158142]	[75, 125]	[185900431, 185900481]	[185900431, 185900481]
46_33790	chr3	42597112	42597512	+	1000	34.0	[14.247998]	[77]	[11.536771]	[77]	[42597285]	[42597285]
46_33796	chr3	50575274	50575674	+	911	34.0	[10.910327]	[169]	[13.335394]	[169]	[50575510]	[50575510]
46_33797	chr3	57935550	57935950	+	1000	34.0	[6.8843427]	[113]	[6.582729]	[113]	[57935732]	[57935732]
46_33798	chr3	72015452	72015852	+	668	34.0	[13.351411]	[117]	[15.626627, 6.1800203]	[117, 152]	[72015653]	[72015653, 72015688]
46_33799	chr3	72729103	72729503	+	1000	34.0	[10.158142]	[116]	[12.433358]	[116]	[72729277]	[72729277]
46_338	chr6	28335355	28335755	+	1000	355.0	[10.420351]	[110]	[9.999908]	[110]	[28335532]	[28335532]
46_3380	chr4	54588383	54588783	+	1000	163.0	[8.144003]	[151]	[6.286931]	[151]	[54588617]	[54588617]
46_33800	chr3	101567583	101567983	+	1000	34.0	[13.335394]	[102]	[10.910327]	[102]	[101567774]	[101567774]
46_33801	chr3	101703108	101703508	+	1000	34.0	[9.507747]	[121]	[9.373464]	[121]	[101703305]	[101703305]
46_33803	chr3	115765455	115765855	+	945	34.0	[9.98434]	[108]	[10.435919]	[108]	[115765661]	[115765661]
46_33804	chr3	118842087	118842487	+	815	34.0	[11.536771]	[86]	[14.247998]	[86]	[118842249]	[118842249]
46_33806	chr3	123080757	123081157	+	1000	34.0	[]	[]	[7.281633]	[195]	[]	[123080984]
46_33808	chr3	130379263	130379663	+	1000	34.0	[11.536771]	[142]	[14.247998]	[142]	[130379475]	[130379475]
46_33809	chr3	132654217	132654617	+	1000	34.0	[11.806913]	[87]	[9.245538]	[87]	[132654384]	[132654384]
46_3381	chr7	71868808	71869208	+	1000	163.0	[13.335394]	[74]	[10.910327]	[74]	[71868977]	[71868977]
46_33814	chr3	142785675	142786075	+	1000	34.0	[14.247998, 6.139215]	[115, 127]	[11.536771, 6.235713]	[115, 127]	[142785884, 142785896]	[142785884, 142785896]
46_33816	chr3	150376093	150376493	+	1000	34.0	[7.4660616]	[160]	[]	[]	[150376282]	[]
46_33817	chr3	151933190	151933590	+	1000	34.0	[11.060178]	[137]	[13.185543]	[137]	[151933417]	[151933417]
46_33819	chr3	153209510	153209910	+	1000	34.0	[]	[]	[7.935703]	[101]	[]	[153209696]
46_3382	chr7	110994599	110994999	+	1000	163.0	[12.433358]	[135]	[10.158142]	[135]	[110994811]	[110994811]
46_33821	chr3	156465203	156465603	+	650	34.0	[11.8145485]	[170]	[11.79898]	[170]	[156465450]	[156465450]
46_33827	chr3	171108075	171108475	+	1000	34.0	[6.220145, 7.322488, 8.896188]	[86, 100, 118]	[6.1547832, 10.5189495, 7.1889668]	[86, 100, 118]	[171108228, 171108242, 171108260]	[171108228, 171108242, 171108260]
46_33828	chr3	171284293	171284693	+	1000	34.0	[9.507747]	[94]	[9.373464, 7.131782, 6.228411]	[94, 135, 154]	[171284475]	[171284475, 171284516, 171284535]
46_3383	chr8	23177038	23177438	+	1000	163.0	[10.158142, 7.517559]	[123, 150]	[12.433358]	[123]	[23177236, 23177263]	[23177236]
46_33831	chr3	179288824	179289224	+	1000	34.0	[6.932205]	[136]	[]	[]	[179289035]	[]
46_33834	chr3	186365512	186365912	+	839	34.0	[11.536771]	[115]	[14.247998]	[115]	[186365668]	[186365668]
46_33836	chr3	187262342	187262742	+	1000	34.0	[11.536771]	[100]	[14.247998]	[100]	[187262521]	[187262521]
46_33837	chr3	193598090	193598490	+	1000	34.0	[7.322488]	[101]	[10.5189495]	[101]	[193598286]	[193598286]
46_33838	chr3	193865308	193865708	+	1000	34.0	[9.245538]	[84]	[11.806913]	[84]	[193865489]	[193865489]
46_33839	chr3	194260180	194260580	+	1000	34.0	[10.376787]	[175]	[7.279962, 7.2474165]	[90, 175]	[194260422]	[194260337, 194260422]
46_3384	chr8	38999294	38999694	+	1000	163.0	[9.046039, 10.158142]	[114, 124]	[7.0391154, 12.433358]	[114, 124]	[38999494, 38999504]	[38999494, 38999504]
46_33841	chr3	196499074	196499474	+	823	34.0	[11.806913]	[127]	[9.245538]	[127]	[196499261]	[196499261]
46_33843	chr4	4656655	4657055	+	775	34.0	[9.940776]	[132]	[7.6834273]	[132]	[4656867]	[4656867]
46_33847	chr4	10205281	10205681	+	1000	34.0	[13.811987]	[111]	[11.972782, 8.077866]	[111, 184]	[10205445]	[10205445, 10205518]
46_33849	chr4	15090680	15091080	+	737	34.0	[8.619093]	[144]	[10.894309]	[144]	[15090906]	[15090906]
46_3385	chrX	66150183	66150583	+	1000	163.0	[7.0391154, 11.972782]	[80, 110]	[9.046039, 13.811987]	[80, 110]	[66150357, 66150387]	[66150357, 66150387]
46_33851	chr4	53656543	53656943	+	1000	34.0	[7.545623]	[118]	[]	[]	[53656756]	[]
46_33854	chr4	55543831	55544231	+	1000	34.0	[9.522633, 7.2474165]	[72, 105]	[8.101571, 10.376787]	[72, 105]	[55543983, 55544016]	[55543983, 55544016]
46_33857	chr4	77881898	77882298	+	700	34.0	[9.9498005, 7.7565556]	[117, 141]	[12.075051]	[117]	[77882111, 77882135]	[77882111]
46_33858	chr4	78769671	78770071	+	1000	34.0	[13.351411]	[175]	[15.626627]	[175]	[78769910]	[78769910]
46_33859	chr4	80413655	80414055	+	1000	34.0	[11.972782]	[131]	[13.811987]	[131]	[80413874]	[80413874]
46_3386	chr1	172442396	172442796	+	1000	162.0	[]	[]	[8.562147]	[115]	[]	[172442599]
46_33860	chr4	83618453	83618853	+	1000	34.0	[9.245538]	[98]	[11.806913]	[98]	[83618625]	[83618625]
46_33862	chr4	85486772	85487172	+	622	34.0	[14.247998]	[130]	[11.536771]	[130]	[85486985]	[85486985]
46_33865	chr4	98260876	98261276	+	1000	34.0	[]	[]	[7.5738554]	[109]	[]	[98261039]
46_33866	chr4	98661758	98662158	+	1000	34.0	[13.351411]	[140]	[15.626627]	[140]	[98661992]	[98661992]
46_33868	chr4	99670406	99670806	+	694	34.0	[7.1173387]	[93]	[]	[]	[99670564]	[]
46_3387	chr1	172821528	172821928	+	1000	162.0	[10.910327]	[96]	[13.335394]	[96]	[172821715]	[172821715]
46_33870	chr4	109005438	109005838	+	1000	34.0	[13.185543]	[152]	[7.4660616, 11.060178]	[77, 152]	[109005681]	[109005606, 109005681]
46_33871	chr4	118557309	118557709	+	729	34.0	[9.9498005]	[110]	[12.075051]	[110]	[118557488]	[118557488]
46_33873	chr4	133000035	133000435	+	1000	34.0	[10.894309]	[148]	[8.619093]	[148]	[133000267]	[133000267]
46_33874	chr4	133190091	133190491	+	1000	34.0	[7.6834273]	[122]	[9.940776]	[122]	[133190254]	[133190254]
46_33881	chr4	148056789	148057189	+	1000	34.0	[13.351411, 7.889923]	[99, 106]	[15.626627]	[99]	[148056977, 148056984]	[148056977]
46_33882	chr4	151029901	151030301	+	1000	34.0	[13.351411]	[109]	[15.626627]	[109]	[151030095]	[151030095]
46_33883	chr4	153257056	153257456	+	1000	34.0	[10.894309]	[174]	[8.619093]	[174]	[153257287]	[153257287]
46_33884	chr4	153528665	153529065	+	699	34.0	[]	[]	[6.1800203]	[158]	[]	[153528895]
46_33889	chr4	174707282	174707682	+	716	34.0	[7.508601, 7.322488]	[103, 138]	[9.783932, 10.5189495]	[103, 138]	[174707439, 174707474]	[174707439, 174707474]
46_3389	chr1	228842221	228842621	+	1000	162.0	[11.972782]	[106]	[13.811987]	[106]	[228842423]	[228842423]
46_33890	chr4	184792953	184793353	+	1000	34.0	[9.531697]	[71]	[7.279962, 11.520754]	[63, 71]	[184793117]	[184793109, 184793117]
46_33892	chr5	2149100	2149500	+	978	34.0	[13.335394, 11.536771]	[118, 141]	[10.910327, 14.247998]	[118, 141]	[2149299, 2149322]	[2149299, 2149322]
46_33895	chr5	10892396	10892796	+	1000	34.0	[9.531697]	[88]	[11.520754]	[88]	[10892584]	[10892584]
46_33897	chr5	34553530	34553930	+	943	34.0	[]	[]	[8.227716]	[159]	[]	[34553759]
46_33899	chr5	36108850	36109250	+	987	34.0	[13.811987]	[113]	[11.972782]	[113]	[36109061]	[36109061]
46_339	chr1	70156506	70156906	+	1000	354.0	[7.935703, 11.8145485, 8.243733]	[91, 139, 158]	[11.79898, 9.597704]	[139, 158]	[70156690, 70156738, 70156757]	[70156738, 70156757]
46_3390	chr1	234728120	234728520	+	1000	162.0	[]	[]	[8.353806]	[110]	[]	[234728313]
46_33900	chr5	38615011	38615411	+	1000	34.0	[7.383864]	[114]	[]	[]	[38615215]	[]
46_33901	chr5	56848245	56848645	+	1000	34.0	[7.066662]	[104]	[7.08223]	[104]	[56848443]	[56848443]
46_33902	chr5	61409523	61409923	+	1000	34.0	[10.910327]	[89]	[13.335394]	[89]	[61409707]	[61409707]
46_33905	chr5	74016295	74016695	+	575	34.0	[13.811987]	[184]	[8.192566, 11.972782]	[89, 184]	[74016545]	[74016450, 74016545]
46_33906	chr5	81769189	81769589	+	1000	34.0	[15.626627]	[57]	[13.351411]	[57]	[81769343]	[81769343]
46_33907	chr5	96538691	96539091	+	1000	34.0	[13.185543]	[183]	[11.060178]	[183]	[96538889]	[96538889]
46_33910	chr5	106376548	106376948	+	1000	34.0	[11.79898]	[109]	[11.8145485]	[109]	[106376726]	[106376726]
46_33911	chr5	108472235	108472635	+	1000	34.0	[7.693106]	[68]	[7.9948344]	[68]	[108472399]	[108472399]
46_33912	chr5	108818547	108818947	+	1000	34.0	[7.2959795]	[104]	[9.37329]	[104]	[108818725]	[108818725]
46_33913	chr5	109654465	109654865	+	888	34.0	[9.507747]	[103]	[9.373464]	[103]	[109654648]	[109654648]
46_33916	chr5	131221853	131222253	+	1000	34.0	[13.335394]	[142]	[10.910327]	[142]	[131222066]	[131222066]
46_33918	chr5	132862971	132863371	+	872	34.0	[7.1889668]	[86]	[8.896188]	[86]	[132863139]	[132863139]
46_3392	chr12	32258396	32258796	+	1000	162.0	[11.972782]	[138]	[13.811987]	[138]	[32258627]	[32258627]
46_33921	chr5	136080472	136080872	+	1000	34.0	[]	[]	[7.599406]	[174]	[]	[136080689]
46_33922	chr5	138970786	138971186	+	1000	34.0	[7.3256807]	[120]	[]	[]	[138970963]	[]
46_33925	chr5	145975595	145975995	+	816	34.0	[8.397368, 6.379597]	[81, 150]	[8.262972]	[81]	[145975757, 145975826]	[145975757]
46_3393	chr12	45355819	45356219	+	1000	162.0	[13.351411]	[73]	[15.626627]	[73]	[45355987]	[45355987]
46_33933	chr5	157215752	157216152	+	1000	34.0	[13.811987]	[104]	[11.972782]	[104]	[157215941]	[157215941]
46_33934	chr5	159609399	159609799	+	1000	34.0	[13.351411]	[78]	[15.626627]	[78]	[159609570]	[159609570]
46_33938	chr5	172187029	172187429	+	1000	34.0	[11.806913]	[171]	[9.245538]	[171]	[172187243]	[172187243]
46_3394	chr13	99357265	99357665	+	1000	162.0	[9.062057]	[112]	[11.755416, 6.699236]	[112, 125]	[99357457]	[99357457, 99357470]
46_33940	chr5	176716235	176716635	+	1000	34.0	[13.351411]	[138]	[15.626627]	[138]	[176716454]	[176716454]
46_33941	chr5	178112525	178112925	+	1000	34.0	[13.351411]	[65]	[15.626627]	[65]	[178112681]	[178112681]
46_33944	chr6	3205977	3206377	+	1000	34.0	[6.212843, 9.999908]	[77, 120]	[10.420351]	[120]	[3206130, 3206173]	[3206173]
46_33947	chr6	4516117	4516517	+	1000	34.0	[10.696422]	[203]	[8.13516]	[203]	[4516364]	[4516364]
46_33948	chr6	8047864	8048264	+	1000	34.0	[15.626627]	[94]	[13.351411]	[94]	[8048056]	[8048056]
46_3395	chr14	22898295	22898695	+	1000	162.0	[7.6655602, 9.245538]	[130, 148]	[9.958643, 11.806913]	[130, 148]	[22898520, 22898538]	[22898520, 22898538]
46_33951	chr6	13046105	13046505	+	1000	34.0	[7.7856965, 7.3064704]	[127, 184]	[]	[]	[13046295, 13046352]	[]
46_33959	chr6	31559041	31559441	+	1000	34.0	[9.245538]	[88]	[11.806913]	[88]	[31559216]	[31559216]
46_3396	chr15	36951880	36952280	+	1000	162.0	[6.6477385]	[74]	[]	[]	[36952054]	[]
46_33963	chr6	34190124	34190524	+	1000	34.0	[]	[]	[7.3064704]	[80]	[]	[34190282]
46_33965	chr6	35500836	35501236	+	1000	34.0	[]	[]	[7.9356613, 6.7934384]	[98, 138]	[]	[35501029, 35501069]
46_33966	chr6	35811143	35811543	+	833	34.0	[8.562147, 10.910327]	[106, 197]	[13.335394]	[197]	[35811301, 35811392]	[35811392]
46_33969	chr6	37657449	37657849	+	806	34.0	[10.894309, 13.185543]	[181, 198]	[8.619093, 11.060178]	[181, 198]	[37657677, 37657694]	[37657677, 37657694]
46_3397	chr15	87610250	87610650	+	1000	162.0	[7.08223, 11.806913]	[71, 143]	[7.066662, 9.245538]	[71, 143]	[87610403, 87610475]	[87610403, 87610475]
46_33970	chr6	38714740	38715140	+	1000	34.0	[11.520754]	[129]	[8.259117, 9.531697]	[105, 129]	[38714962]	[38714938, 38714962]
46_33971	chr6	38968660	38969060	+	1000	34.0	[11.337273]	[177]	[9.4802]	[177]	[38968850]	[38968850]
46_33973	chr6	43856211	43856611	+	990	34.0	[6.126146]	[158]	[]	[]	[43856432]	[]
46_33974	chr6	49457818	49458218	+	1000	34.0	[9.507747]	[128]	[9.373464]	[128]	[49457999]	[49457999]
46_33975	chr6	51028307	51028707	+	565	34.0	[14.247998, 7.7565556]	[109, 130]	[11.536771]	[109]	[51028499, 51028520]	[51028499]
46_33977	chr6	53629809	53630209	+	1000	34.0	[9.98434]	[76]	[10.435919]	[76]	[53629966]	[53629966]
46_33978	chr6	56906755	56907155	+	701	34.0	[9.4802]	[135]	[11.337273]	[135]	[56906952]	[56906952]
46_3398	chr16	56608253	56608653	+	1000	162.0	[11.806913]	[132]	[9.245538]	[132]	[56608479]	[56608479]
46_33988	chr6	111242393	111242793	+	1000	34.0	[11.79898]	[190]	[11.8145485]	[190]	[111242637]	[111242637]
46_3399	chr17	17990947	17991347	+	1000	162.0	[10.376787, 10.376787, 10.376787]	[94, 118, 142]	[7.2474165, 7.2474165, 7.2474165]	[94, 118, 142]	[17991131, 17991155, 17991179]	[17991131, 17991155, 17991179]
46_33990	chr6	112086525	112086925	+	1000	34.0	[7.4133296]	[219]	[]	[]	[112086749]	[]
46_33991	chr6	113352036	113352436	+	1000	34.0	[10.158142]	[120]	[12.433358]	[120]	[113352217]	[113352217]
46_33992	chr6	113847411	113847811	+	1000	34.0	[9.783932]	[124]	[7.508601]	[124]	[113847595]	[113847595]
46_33993	chr6	119172767	119173167	+	1000	34.0	[9.4802]	[127]	[11.337273]	[127]	[119172989]	[119172989]
46_33995	chr6	125354972	125355372	+	1000	34.0	[14.247998]	[163]	[11.536771]	[163]	[125355176]	[125355176]
46_33999	chr6	132820920	132821320	+	1000	34.0	[11.520754]	[136]	[9.531697]	[136]	[132821115]	[132821115]
46_34	chr1	2180288	2180688	+	1000	527.0	[13.185543]	[60]	[11.060178]	[60]	[2180447]	[2180447]
46_340	chr11	119594692	119595092	+	1000	354.0	[11.520754]	[119]	[9.531697]	[119]	[119594907]	[119594907]
46_3400	chr18	51229349	51229749	+	1000	162.0	[14.247998]	[91]	[11.536771]	[91]	[51229538]	[51229538]
46_34001	chr6	134482005	134482405	+	1000	34.0	[10.158142]	[98]	[12.433358]	[98]	[134482191]	[134482191]
46_34003	chr6	137033948	137034348	+	601	34.0	[7.383864]	[133]	[]	[]	[137034166]	[]
46_34004	chr6	137699365	137699765	+	1000	34.0	[10.696422]	[140]	[8.13516]	[140]	[137699595]	[137699595]
46_34007	chr6	142838924	142839324	+	1000	34.0	[9.373464]	[88]	[9.507747]	[88]	[142839087]	[142839087]
46_34009	chr6	148112970	148113370	+	1000	34.0	[6.2295947, 9.531697]	[80, 134]	[11.520754]	[134]	[148113142, 148113196]	[148113196]
46_3401	chr2	10936221	10936621	+	1000	162.0	[12.433358]	[134]	[10.158142]	[134]	[10936441]	[10936441]
46_34010	chr6	150254855	150255255	+	780	34.0	[9.999908]	[154]	[10.420351, 7.837481]	[154, 209]	[150255046]	[150255046, 150255101]
46_34012	chr6	157635754	157636154	+	1000	34.0	[7.4133296]	[139]	[]	[]	[157635972]	[]
46_34013	chr6	157805007	157805407	+	993	34.0	[13.335394]	[146]	[10.910327]	[146]	[157805231]	[157805231]
46_34016	chr6	164401874	164402274	+	1000	34.0	[9.4802]	[157]	[11.337273]	[157]	[164402115]	[164402115]
46_34018	chr6	168132685	168133085	+	1000	34.0	[9.98434]	[133]	[10.435919]	[133]	[168132880]	[168132880]
46_3402	chr2	191647860	191648260	+	1000	162.0	[13.351411]	[80]	[15.626627]	[80]	[191648038]	[191648038]
46_34022	chr7	5525147	5525547	+	1000	34.0	[]	[]	[8.661861]	[124]	[]	[5525320]
46_34023	chr7	5578334	5578734	+	1000	34.0	[9.799835]	[109]	[12.225017]	[109]	[5578524]	[5578524]
46_34024	chr7	5641875	5642275	+	1000	34.0	[11.536771]	[150]	[14.247998]	[150]	[5642123]	[5642123]
46_34026	chr7	16433608	16434008	+	1000	34.0	[]	[]	[6.1529865]	[104]	[]	[16433769]
46_34029	chr7	24755632	24756032	+	895	34.0	[7.322488]	[174]	[10.5189495]	[174]	[24755851]	[24755851]
46_34030	chr7	28949784	28950184	+	847	34.0	[13.351411]	[192]	[15.626627]	[192]	[28950013]	[28950013]
46_34032	chr7	36994364	36994764	+	1000	34.0	[15.626627]	[141]	[13.351411]	[141]	[36994588]	[36994588]
46_34033	chr7	37111073	37111473	+	1000	34.0	[13.811987]	[134]	[11.972782]	[134]	[37111240]	[37111240]
46_34034	chr7	37247851	37248251	+	780	34.0	[7.525778, 9.245538]	[121, 132]	[11.806913]	[132]	[37248064, 37248075]	[37248075]
46_34036	chr7	43582604	43583004	+	1000	34.0	[6.511294]	[62]	[6.643667]	[134]	[43582755]	[43582827]
46_34037	chr7	44861922	44862322	+	1000	34.0	[11.536771]	[100]	[14.247998]	[100]	[44862109]	[44862109]
46_34038	chr7	50331432	50331832	+	1000	34.0	[10.158142]	[198]	[12.433358]	[198]	[50331671]	[50331671]
46_34039	chr7	55506108	55506508	+	1000	34.0	[11.337273]	[147]	[9.4802]	[147]	[55506333]	[55506333]
46_3404	chr20	62703460	62703860	+	1000	162.0	[9.531697, 7.066662]	[131, 149]	[11.520754, 7.08223]	[131, 149]	[62703682, 62703700]	[62703682, 62703700]
46_34040	chr7	56097683	56098083	+	736	34.0	[9.531697]	[109]	[11.520754]	[109]	[56097882]	[56097882]
46_34041	chr7	56105578	56105978	+	765	34.0	[9.783817]	[156]	[7.5087156]	[156]	[56105776]	[56105776]
46_34043	chr7	73204899	73205299	+	894	34.0	[10.04049, 7.2634783]	[77, 135]	[7.2976503]	[77]	[73205065, 73205123]	[73205065]
46_34046	chr7	77275737	77276137	+	1000	34.0	[14.247998]	[106]	[11.536771]	[106]	[77275936]	[77275936]
46_34048	chr7	90404772	90405172	+	929	34.0	[13.811987]	[132]	[11.972782]	[132]	[90404960]	[90404960]
46_34049	chr7	93949436	93949836	+	1000	34.0	[10.158142]	[123]	[12.433358]	[123]	[93949631]	[93949631]
46_3405	chr21	37060359	37060759	+	1000	162.0	[6.9673734, 9.245538]	[86, 129]	[11.806913]	[129]	[37060532, 37060575]	[37060575]
46_34050	chr7	97126473	97126873	+	1000	34.0	[]	[]	[8.077866]	[97]	[]	[97126656]
46_34051	chr7	97949739	97950139	+	1000	34.0	[7.6834273]	[146]	[9.940776]	[146]	[97949981]	[97949981]
