#PeakID(python identify_motif.py ./ENCODE_processed_files/SP1_idr.fa SP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
328_4846	chr1	113812150	113812550	+	1000	62.5	[7.43743]	[144]	[]	[]	[113812326]	[]
328_4860	chr14	64503521	64503921	+	1000	62.5	[]	[]	[5.3283725]	[121]	[]	[64503702]
328_4863	chr17	1290678	1291078	+	1000	62.5	[2.8758051]	[87]	[11.145662]	[80]	[1290846]	[1290839]
328_4864	chr17	18857820	18858220	+	968	62.5	[10.440329, 2.772538, 10.69026, 3.5209095, 16.53286]	[91, 114, 128, 140, 164]	[]	[]	[18857975, 18857998, 18858012, 18858024, 18858048]	[]
328_487	chr15	42920734	42921134	+	1000	244.0	[5.09957]	[153]	[5.40001]	[129]	[42920970]	[42920946]
328_4875	chr2	151828363	151828763	+	1000	62.5	[]	[]	[5.485101, 9.4818945]	[112, 126]	[]	[151828534, 151828548]
328_4876	chr2	237469492	237469892	+	1000	62.5	[2.6165476]	[206]	[]	[]	[237469733]	[]
328_4879	chr3	48898796	48899196	+	1000	62.5	[4.150653]	[139]	[11.866553, 16.55019]	[158, 184]	[48898973]	[48898992, 48899018]
328_4884	chr5	119268497	119268897	+	1000	62.5	[11.245665, 3.3182003, 7.0464044]	[87, 126, 151]	[]	[]	[119268679, 119268718, 119268743]	[]
328_4885	chr5	151758571	151758971	+	1000	62.5	[4.17659]	[82]	[2.6273537, 5.680776, 2.8359265]	[103, 110, 151]	[151758733]	[151758754, 151758761, 151758802]
328_4886	chr5	177370645	177371045	+	1000	62.5	[10.021139]	[77]	[6.0551353]	[118]	[177370819]	[177370860]
328_4887	chr6	83859446	83859846	+	1000	62.5	[10.328646]	[97]	[14.134553]	[165]	[83859619]	[83859687]
328_489	chr11	842589	842989	+	1000	243.0	[9.829358]	[94]	[]	[]	[842768]	[]
328_4891	chr7	99500151	99500551	+	1000	62.5	[9.081537]	[215]	[]	[]	[99500391]	[]
328_4894	chr7	155644436	155644836	+	1000	62.5	[5.8417478]	[248]	[7.2488713]	[309]	[155644606]	[155644667]
328_4896	chr1	44035942	44036342	+	1000	62.0	[]	[]	[3.8229663]	[159]	[]	[44036151]
328_49	chr7	43582757	43583157	+	1000	520.0	[]	[]	[9.397233, 5.553004, 5.041045, 7.487595]	[163, 175, 191, 201]	[]	[43582964, 43582976, 43582992, 43583002]
328_4905	chr13	49936227	49936627	+	1000	62.0	[]	[]	[2.8053374]	[214]	[]	[49936437]
328_4908	chr16	85011359	85011759	+	1000	62.0	[]	[]	[4.0607786]	[75]	[]	[85011512]
328_4910	chr17	50541940	50542340	+	1000	62.0	[3.4916139, 8.586101, 10.629334]	[78, 85, 124]	[]	[]	[50542110, 50542117, 50542156]	[]
328_4911	chr17	79704757	79705157	+	1000	62.0	[9.23521]	[136]	[]	[]	[79704922]	[]
328_4912	chr19	633571	633971	+	1000	62.0	[]	[]	[3.5063224]	[178]	[]	[633730]
328_4914	chr19	38316025	38316425	+	1000	62.0	[]	[]	[6.59388]	[69]	[]	[38316189]
328_4915	chr19	49136033	49136433	+	1000	62.0	[]	[]	[8.038399, 7.6344113, 4.128301, 21.342619]	[128, 134, 146, 152]	[]	[49136223, 49136229, 49136241, 49136247]
328_4920	chr22	27717115	27717515	+	882	62.0	[8.692982, 7.3269987, 5.8461127]	[167, 187, 201]	[]	[]	[27717314, 27717334, 27717348]	[]
328_4922	chr4	49514320	49514720	+	1000	62.0	[11.345964]	[102]	[]	[]	[49514496]	[]
328_4925	chr6	26956062	26956462	+	1000	62.0	[8.893286]	[134]	[]	[]	[26956222]	[]
328_4930	chr9	128881864	128882264	+	1000	62.0	[5.1857824]	[183]	[]	[]	[128882069]	[]
328_4932	chr1	1308078	1308478	+	1000	61.5	[]	[]	[2.6487963]	[229]	[]	[1308316]
328_4933	chr1	67684931	67685331	+	1000	61.5	[]	[]	[4.472534]	[247]	[]	[67685178]
328_4937	chr10	28677216	28677616	+	852	61.5	[12.183395]	[90]	[10.791176, 2.7426057, 2.777649]	[149, 154, 159]	[28677384]	[28677443, 28677448, 28677453]
328_4939	chr11	86069028	86069428	+	1000	61.5	[]	[]	[3.4759622]	[107]	[]	[86069224]
328_4944	chr16	8868710	8869110	+	1000	61.5	[12.225276]	[175]	[]	[]	[8868891]	[]
328_4945	chr16	57300447	57300847	+	1000	61.5	[]	[]	[9.387326]	[191]	[]	[57300693]
328_4946	chr16	87765802	87766202	+	1000	61.5	[]	[]	[6.3593783]	[82]	[]	[87765967]
328_4948	chr17	44066440	44066840	+	893	61.5	[8.301547]	[109]	[]	[]	[44066636]	[]
328_4949	chr17	47100104	47100504	+	1000	61.5	[]	[]	[9.656622]	[142]	[]	[47100286]
328_4963	chr4	1793411	1793811	+	1000	61.5	[]	[]	[3.2863925, 3.404527]	[64, 75]	[]	[1793562, 1793573]
328_4968	chr6	26537770	26538170	+	1000	61.5	[2.8326218]	[195]	[]	[]	[26537977]	[]
328_4970	chr6	44246192	44246592	+	1000	61.5	[7.0094504]	[104]	[8.114702, 9.184389]	[128, 149]	[44246378]	[44246402, 44246423]
328_4971	chr6	107459399	107459799	+	1000	61.5	[2.9703128]	[163]	[2.9434237, 11.381695]	[121, 178]	[107459630]	[107459588, 107459645]
328_4973	chr7	2519511	2519911	+	786	61.5	[19.063852]	[105]	[9.184389]	[142]	[2519683]	[2519720]
328_4977	chrX	49200056	49200456	+	1000	61.5	[14.26342]	[217]	[2.7426057, 4.8943386]	[167, 178]	[49200279]	[49200229, 49200240]
328_4979	chr1	43974625	43975025	+	1000	61.0	[]	[]	[2.8055751]	[262]	[]	[43974869]
328_4980	chr1	45803407	45803807	+	549	61.0	[]	[]	[13.70639, 2.7921894]	[209, 257]	[]	[45803585, 45803633]
328_4991	chr16	2673412	2673812	+	1000	61.0	[7.701187]	[159]	[2.6262085, 2.763773]	[134, 139]	[2673613]	[2673588, 2673593]
328_4993	chr17	42677942	42678342	+	1000	61.0	[]	[]	[10.731344, 7.744344]	[72, 78]	[]	[42678114, 42678120]
328_4995	chr19	18173566	18173966	+	1000	61.0	[]	[]	[12.274021, 4.424848, 7.420619]	[124, 140, 157]	[]	[18173729, 18173745, 18173762]
328_4998	chr19	54164695	54165095	+	1000	61.0	[17.300081, 9.827289, 12.788259, 7.7521048, 14.538916]	[60, 74, 93, 109, 125]	[]	[]	[54164850, 54164864, 54164883, 54164899, 54164915]	[]
328_500	chr3	9731330	9731730	+	1000	241.0	[4.407936, 5.6886024]	[64, 69]	[]	[]	[9731493, 9731498]	[]
328_5000	chr2	10120181	10120581	+	1000	61.0	[]	[]	[12.176909, 14.325035]	[88, 93]	[]	[10120354, 10120359]
328_5003	chr20	38165040	38165440	+	1000	61.0	[]	[]	[6.3634133, 3.8351905]	[128, 129]	[]	[38165207, 38165208]
328_5018	chr8	1823556	1823956	+	927	61.0	[4.1041303]	[129]	[4.4351254, 4.549652]	[153, 178]	[1823723]	[1823747, 1823772]
328_5020	chr8	143617480	143617880	+	1000	61.0	[]	[]	[4.1823487]	[114]	[]	[143617691]
328_5023	chrX	138990460	138990860	+	1000	61.0	[14.552029]	[132]	[]	[]	[138990678]	[]
328_5030	chr10	68555006	68555406	+	1000	60.5	[4.281078]	[164]	[4.589847]	[142]	[68555248]	[68555226]
328_5037	chr14	22929413	22929813	+	1000	60.5	[3.2264647]	[215]	[]	[]	[22929629]	[]
328_5041	chr17	7887556	7887956	+	1000	60.5	[6.0854173]	[94]	[]	[]	[7887725]	[]
328_5046	chr2	11132836	11133236	+	1000	60.5	[6.662483]	[111]	[]	[]	[11133043]	[]
328_5047	chr2	27071631	27072031	+	1000	60.5	[]	[]	[14.580015, 7.102103, 11.543353]	[56, 101, 106]	[]	[27071782, 27071827, 27071832]
328_5049	chr20	30376845	30377245	+	1000	60.5	[9.429107]	[94]	[]	[]	[30377003]	[]
328_5054	chr3	38453509	38453909	+	1000	60.5	[3.0643718]	[93]	[19.063852]	[153]	[38453686]	[38453746]
328_5056	chr5	892658	893058	+	706	60.5	[]	[]	[6.6126027]	[166]	[]	[892895]
328_5069	chr8	97762808	97763208	+	1000	60.5	[]	[]	[3.0849464]	[101]	[]	[97762996]
328_5073	chr1	16048578	16048978	+	1000	60.0	[]	[]	[4.3152122]	[176]	[]	[16048762]
328_5079	chr11	615785	616185	+	1000	60.0	[]	[]	[4.6095595]	[110]	[]	[615963]
328_508	chr12	53727427	53727827	+	1000	239.5	[]	[]	[6.54321, 11.473325]	[141, 174]	[]	[53727633, 53727666]
328_5081	chr11	60841786	60842186	+	1000	60.0	[2.7601752]	[121]	[]	[]	[60841970]	[]
328_5101	chr2	173354549	173354949	+	1000	60.0	[]	[]	[8.288446]	[207]	[]	[173354725]
328_5104	chr22	39145360	39145760	+	644	60.0	[]	[]	[3.0802581]	[177]	[]	[39145551]
328_511	chr1	1293653	1294053	+	1000	239.0	[4.177957]	[99]	[]	[]	[1293810]	[]
328_5110	chr6	42217739	42218139	+	1000	60.0	[]	[]	[5.6228137]	[237]	[]	[42217987]
328_5113	chr8	100150366	100150766	+	1000	60.0	[5.3036327]	[120]	[8.161177]	[139]	[100150557]	[100150576]
328_5114	chr8	102653836	102654236	+	1000	60.0	[3.0006, 2.5907345, 2.7066345]	[119, 121, 127]	[4.5063224, 2.543091, 10.939688]	[190, 191, 196]	[102654009, 102654011, 102654017]	[102654080, 102654081, 102654086]
328_5116	chr9	37027597	37027997	+	668	60.0	[7.327517]	[176]	[]	[]	[37027812]	[]
328_5117	chr9	137053956	137054356	+	753	60.0	[7.348711, 17.191898]	[79, 95]	[]	[]	[137054126, 137054142]	[]
328_5123	chr10	130136156	130136556	+	1000	59.5	[18.595453]	[121]	[17.857111]	[81]	[130136364]	[130136324]
328_5130	chr14	91138488	91138888	+	1000	59.5	[7.116314]	[159]	[]	[]	[91138734]	[]
328_5132	chr16	22195662	22196062	+	1000	59.5	[7.8031883]	[219]	[]	[]	[22195841]	[]
328_5133	chr16	29613508	29613908	+	1000	59.5	[8.474121, 7.7010145]	[147, 170]	[]	[]	[29613729, 29613752]	[]
328_5134	chr16	69754806	69755206	+	1000	59.5	[5.2444267]	[180]	[]	[]	[69755010]	[]
328_5138	chr2	113889649	113890049	+	1000	59.5	[8.397176]	[216]	[]	[]	[113889881]	[]
328_5142	chr4	70840060	70840460	+	1000	59.5	[]	[]	[11.570542, 10.354473]	[66, 87]	[]	[70840223, 70840244]
328_5144	chr5	54822297	54822697	+	1000	59.5	[]	[]	[7.8791537]	[92]	[]	[54822471]
328_5151	chr6	118934958	118935358	+	1000	59.5	[]	[]	[6.1039824, 9.559491]	[129, 158]	[]	[118935173, 118935202]
328_5155	chr7	151349983	151350383	+	1000	59.5	[]	[]	[5.668202, 3.8948169]	[111, 154]	[]	[151350165, 151350208]
328_5157	chr8	94823015	94823415	+	1000	59.5	[12.770301]	[80]	[4.314031]	[143]	[94823184]	[94823247]
328_5158	chr8	133379771	133380171	+	1000	59.5	[6.686506]	[139]	[]	[]	[133379999]	[]
328_5164	chr1	13749086	13749486	+	780	59.0	[11.51787, 2.6742449]	[186, 192]	[]	[]	[13749295, 13749301]	[]
328_5165	chr1	16498976	16499376	+	960	59.0	[2.5605407, 6.242114]	[104, 110]	[]	[]	[16499162, 16499168]	[]
328_5167	chr1	161612401	161612801	+	1000	59.0	[]	[]	[10.986323]	[85]	[]	[161612561]
328_5169	chr10	132453143	132453543	+	1000	59.0	[7.806275]	[132]	[10.072305]	[182]	[132453299]	[132453349]
328_517	chr6	3118377	3118777	+	1000	237.5	[]	[]	[12.861932, 7.4380927, 3.668967]	[117, 130, 146]	[]	[3118586, 3118599, 3118615]
328_5171	chr11	62706107	62706507	+	1000	59.0	[11.571341]	[155]	[14.960438]	[194]	[62706312]	[62706351]
328_5174	chr12	107760996	107761396	+	1000	59.0	[5.888203, 2.7419431]	[88, 131]	[]	[]	[107761175, 107761218]	[]
328_5177	chr12	121128903	121129303	+	1000	59.0	[18.595453]	[132]	[]	[]	[121129078]	[]
328_5178	chr14	21476368	21476768	+	1000	59.0	[]	[]	[4.0784554]	[103]	[]	[21476535]
328_5189	chr17	75525431	75525831	+	1000	59.0	[10.579473, 6.461387]	[143, 230]	[5.792041, 11.51787]	[170, 181]	[75525589, 75525676]	[75525616, 75525627]
328_5190	chr18	1508823	1509223	+	1000	59.0	[15.095945]	[102]	[]	[]	[1509000]	[]
328_5192	chr19	15379615	15380015	+	1000	59.0	[6.203726]	[130]	[]	[]	[15379819]	[]
328_5194	chr19	40663150	40663550	+	1000	59.0	[]	[]	[3.92589, 14.26342, 11.381264]	[78, 109, 127]	[]	[40663318, 40663349, 40663367]
328_5196	chr2	89585510	89585910	+	1000	59.0	[]	[]	[7.787572]	[128]	[]	[89585706]
328_5199	chr20	49812605	49813005	+	1000	59.0	[14.403408]	[176]	[]	[]	[49812814]	[]
328_5202	chr22	37802246	37802646	+	1000	59.0	[]	[]	[5.6835637]	[138]	[]	[37802474]
328_5204	chr3	72034994	72035394	+	998	59.0	[]	[]	[4.445587, 2.6469944, 10.731359]	[193, 206, 221]	[]	[72035208, 72035221, 72035236]
328_521	chr19	48445567	48445967	+	1000	236.5	[3.6281753]	[67]	[]	[]	[48445729]	[]
328_5211	chr6	33580118	33580518	+	1000	59.0	[5.1701946, 9.243694]	[126, 143]	[3.5189755]	[124]	[33580327, 33580344]	[33580325]
328_5212	chr6	44206992	44207392	+	679	59.0	[10.435502]	[189]	[]	[]	[44207238]	[]
328_5217	chr9	130579323	130579723	+	977	59.0	[12.495337]	[144]	[]	[]	[130579499]	[]
328_5224	chr1	40476985	40477385	+	1000	58.5	[]	[]	[3.9598267, 3.0556943]	[93, 131]	[]	[40477139, 40477177]
328_5225	chr1	59514488	59514888	+	1000	58.5	[]	[]	[3.2677367]	[73]	[]	[59514651]
328_5227	chr1	149636161	149636561	+	1000	58.5	[]	[]	[10.958839]	[248]	[]	[149636383]
328_5233	chr12	22625024	22625424	+	1000	58.5	[]	[]	[3.1843834]	[229]	[]	[22625217]
328_5243	chr16	88773917	88774317	+	1000	58.5	[]	[]	[20.78559]	[102]	[]	[88774115]
328_5248	chr18	47176169	47176569	+	1000	58.5	[14.960438, 6.3128414]	[158, 179]	[4.872054]	[88]	[47176399, 47176420]	[47176329]
328_5249	chr18	47931105	47931505	+	1000	58.5	[]	[]	[6.0358567]	[98]	[]	[47931278]
328_5251	chr19	47743408	47743808	+	1000	58.5	[6.0273514]	[127]	[3.8906581]	[117]	[47743580]	[47743570]
328_5255	chr2	199911005	199911405	+	1000	58.5	[21.342619, 4.101112, 3.789841]	[143, 185, 190]	[]	[]	[199911199, 199911241, 199911246]	[]
328_526	chr15	66581871	66582271	+	1000	235.5	[]	[]	[3.3843412]	[84]	[]	[66582040]
328_5260	chr20	36835641	36836041	+	1000	58.5	[3.877749, 5.3865004, 9.55274]	[113, 142, 195]	[]	[]	[36835792, 36835821, 36835874]	[]
328_5261	chr20	57718431	57718831	+	1000	58.5	[2.7921083]	[207]	[3.678057, 3.6621647]	[224, 230]	[57718654]	[57718671, 57718677]
328_5274	chr7	91264187	91264587	+	1000	58.5	[5.656036]	[197]	[]	[]	[91264385]	[]
328_5277	chr8	55847699	55848099	+	1000	58.5	[]	[]	[5.285962]	[82]	[]	[55847862]
328_5279	chr8	133297072	133297472	+	1000	58.5	[15.4701605, 5.058614, 5.3951874]	[131, 144, 149]	[]	[]	[133297290, 133297303, 133297308]	[]
328_5284	chrX	130268678	130269078	+	1000	58.5	[5.9300094]	[127]	[]	[]	[130268866]	[]
328_5286	chr1	31788479	31788879	+	1000	58.0	[14.909254, 6.00406, 11.435967]	[82, 102, 131]	[]	[]	[31788651, 31788671, 31788700]	[]
328_5287	chr1	54406286	54406686	+	634	58.0	[]	[]	[9.085292]	[172]	[]	[54406491]
328_5291	chr10	15168449	15168849	+	1000	58.0	[]	[]	[4.2322903, 4.107496]	[84, 96]	[]	[15168631, 15168643]
328_5292	chr11	65418915	65419315	+	1000	58.0	[]	[]	[9.494468]	[102]	[]	[65419089]
328_5294	chr13	108006608	108007008	+	1000	58.0	[10.435502]	[254]	[4.7766657]	[230]	[108006796]	[108006772]
328_5298	chr15	56733509	56733909	+	629	58.0	[4.2137733]	[232]	[]	[]	[56733731]	[]
328_5308	chr18	74480043	74480443	+	1000	58.0	[3.3843412]	[136]	[]	[]	[74480206]	[]
328_5315	chr20	46635746	46636146	+	666	58.0	[11.105569]	[74]	[]	[]	[46635907]	[]
328_5323	chr3	143971536	143971936	+	1000	58.0	[2.762254, 8.986307, 18.568264]	[82, 146, 160]	[]	[]	[143971697, 143971761, 143971775]	[]
328_5333	chr7	101173928	101174328	+	1000	58.0	[13.871681, 8.87513, 12.217401, 9.432159]	[66, 83, 102, 123]	[]	[]	[101174082, 101174099, 101174118, 101174139]	[]
328_5339	chr1	3575530	3575930	+	1000	57.5	[8.013524]	[142]	[]	[]	[3575743]	[]
328_5342	chr1	16514165	16514565	+	1000	57.5	[8.409972]	[163]	[]	[]	[16514348]	[]
328_5344	chr1	23825312	23825712	+	1000	57.5	[15.4701605, 7.481369, 8.968522]	[119, 125, 157]	[10.142823]	[112]	[23825483, 23825489, 23825521]	[23825476]
328_5348	chr1	193121828	193122228	+	1000	57.5	[3.9456582]	[195]	[12.465769, 2.9203186]	[149, 154]	[193122029]	[193121983, 193121988]
328_5351	chr12	109713454	109713854	+	1000	57.5	[9.181455]	[170]	[3.7027264]	[100]	[109713692]	[109713622]
328_5359	chr17_GL000205v2_random	62950	63350	+	1000	57.5	[4.8368397]	[108]	[]	[]	[63121]	[]
328_5360	chr19	555936	556336	+	1000	57.5	[12.323883, 3.1639662]	[122, 199]	[]	[]	[556100, 556177]	[]
328_5361	chr19	19033798	19034198	+	1000	57.5	[]	[]	[6.8033314]	[177]	[]	[19034012]
328_5364	chr2	152334899	152335299	+	1000	57.5	[4.1720347]	[76]	[10.972413, 8.586101, 4.8940225]	[107, 124, 130]	[152335063]	[152335094, 152335111, 152335117]
328_5366	chr21	33541909	33542309	+	1000	57.5	[7.2309732, 3.710066]	[174, 189]	[]	[]	[33542142, 33542157]	[]
328_5367	chr21	33588642	33589042	+	1000	57.5	[4.8708262]	[141]	[]	[]	[33588833]	[]
328_537	chr14	103715406	103715806	+	1000	234.5	[]	[]	[9.4818945, 6.571934]	[98, 158]	[]	[103715582, 103715642]
328_5380	chr7	42911774	42912174	+	1000	57.5	[2.7996805, 3.0252078]	[298, 299]	[]	[]	[42911995, 42911996]	[]
328_5385	chr9	129488563	129488963	+	1000	57.5	[6.905849]	[196]	[]	[]	[129488737]	[]
328_5386	chr9	133992802	133993202	+	1000	57.5	[]	[]	[13.423049, 2.9143956]	[138, 218]	[]	[133992954, 133993034]
328_5388	chr1	22976270	22976670	+	1000	57.0	[5.812868, 5.08194]	[228, 246]	[]	[]	[22976460, 22976478]	[]
328_5390	chr1	100037847	100038247	+	1000	57.0	[]	[]	[6.6169896, 13.047352]	[84, 108]	[]	[100038022, 100038046]
328_5391	chr1	112465968	112466368	+	1000	57.0	[]	[]	[5.040452]	[176]	[]	[112466172]
328_5393	chr10	931515	931915	+	1000	57.0	[13.33511]	[117]	[]	[]	[931726]	[]
328_5397	chr11	67606599	67606999	+	1000	57.0	[6.398778]	[99]	[10.809716]	[141]	[67606792]	[67606834]
328_5398	chr12	50085016	50085416	+	1000	57.0	[]	[]	[16.54813]	[76]	[]	[50085188]
328_54	chr19	4402309	4402709	+	1000	510.0	[4.656668]	[72]	[6.2469153]	[98]	[4402474]	[4402500]
328_5404	chr16	2983655	2984055	+	1000	57.0	[6.233597]	[113]	[]	[]	[2983856]	[]
328_5408	chr19	47225978	47226378	+	551	57.0	[]	[]	[2.8602705]	[132]	[]	[47226192]
328_541	chr22	21867547	21867947	+	1000	234.5	[]	[]	[7.983793, 15.4701605]	[108, 154]	[]	[21867699, 21867745]
328_5414	chr2	219279060	219279460	+	1000	57.0	[7.230542]	[133]	[10.809716]	[64]	[219279283]	[219279214]
328_5420	chr3	12868664	12869064	+	1000	57.0	[4.186034]	[175]	[3.2879312]	[168]	[12868904]	[12868897]
328_5422	chr3	48439981	48440381	+	1000	57.0	[6.3855743]	[116]	[]	[]	[48440146]	[]
328_5425	chr3	127598050	127598450	+	1000	57.0	[]	[]	[4.551134]	[171]	[]	[127598289]
328_5427	chr5	69093653	69094053	+	1000	57.0	[]	[]	[10.435502, 3.8107982]	[153, 183]	[]	[69093872, 69093902]
328_5437	chr9	34637544	34637944	+	1000	57.0	[]	[]	[7.7793875]	[235]	[]	[34637733]
328_5439	chr9	131011203	131011603	+	1000	57.0	[]	[]	[3.0816247]	[101]	[]	[131011368]
328_5441	chr1	2227221	2227621	+	1000	56.5	[]	[]	[12.453082]	[130]	[]	[2227395]
328_5444	chr1	23531143	23531543	+	945	56.5	[9.464109, 4.23931, 3.1986797, 2.9420903]	[213, 218, 219, 220]	[]	[]	[23531343, 23531348, 23531349, 23531350]	[]
328_5446	chr1	40097136	40097536	+	1000	56.5	[]	[]	[8.500792]	[145]	[]	[40097295]
328_5448	chr1	99535409	99535809	+	1000	56.5	[4.0132565]	[142]	[]	[]	[99535643]	[]
328_5450	chr11	110429749	110430149	+	1000	56.5	[9.403284]	[236]	[]	[]	[110429995]	[]
328_5453	chr12	119934714	119935114	+	1000	56.5	[]	[]	[7.9281807]	[114]	[]	[119934883]
328_5456	chr15	70097751	70098151	+	1000	56.5	[]	[]	[4.472534]	[153]	[]	[70097966]
328_5457	chr15	74546029	74546429	+	1000	56.5	[6.2978935]	[74]	[]	[]	[74546193]	[]
328_5459	chr16	8614452	8614852	+	1000	56.5	[]	[]	[6.5513077]	[63]	[]	[8614610]
328_5460	chr16	68448372	68448772	+	701	56.5	[12.5737095, 3.9862847, 8.765384]	[101, 136, 142]	[]	[]	[68448543, 68448578, 68448584]	[]
328_5464	chr18	51197687	51198087	+	1000	56.5	[9.456547]	[84]	[]	[]	[51197867]	[]
328_5468	chr2	130229112	130229512	+	1000	56.5	[]	[]	[8.500792, 8.039264]	[107, 134]	[]	[130229269, 130229296]
328_5470	chr20	48139242	48139642	+	964	56.5	[]	[]	[6.445125]	[220]	[]	[48139481]
328_5471	chr20	64062766	64063166	+	1000	56.5	[]	[]	[5.8907757, 9.01607]	[135, 140]	[]	[64062963, 64062968]
328_5472	chr22	19695695	19696095	+	1000	56.5	[5.92092, 2.580923]	[103, 169]	[]	[]	[19695851, 19695917]	[]
328_5475	chr3	47479277	47479677	+	1000	56.5	[]	[]	[2.9227836]	[138]	[]	[47479477]
328_5479	chr3	172039357	172039757	+	1000	56.5	[]	[]	[6.689672]	[118]	[]	[172039541]
328_548	chr19	19405354	19405754	+	1000	233.5	[15.4701605]	[129]	[11.381695]	[100]	[19405580]	[19405551]
328_5482	chr6	34056267	34056667	+	1000	56.5	[4.2003856]	[170]	[]	[]	[34056482]	[]
328_5484	chr6	37083554	37083954	+	1000	56.5	[4.2465563]	[89]	[3.732328]	[102]	[37083718]	[37083731]
328_5485	chr7	38178077	38178477	+	1000	56.5	[6.140121, 4.46089]	[147, 152]	[2.55041]	[115]	[38178319, 38178324]	[38178287]
328_5498	chr1	154220612	154221012	+	1000	56.0	[]	[]	[8.808856]	[206]	[]	[154220851]
328_5500	chr1	246507169	246507569	+	1000	56.0	[]	[]	[10.413139]	[161]	[]	[246507324]
328_5503	chr10	78029301	78029701	+	1000	56.0	[6.819284]	[63]	[]	[]	[78029458]	[]
328_5506	chr12	21501552	21501952	+	1000	56.0	[]	[]	[4.5215335]	[172]	[]	[21501790]
328_5507	chr12	93314542	93314942	+	1000	56.0	[5.0667367]	[240]	[]	[]	[93314788]	[]
328_5509	chr14	22982467	22982867	+	1000	56.0	[]	[]	[6.992934]	[89]	[]	[22982653]
328_5511	chr15	74389561	74389961	+	1000	56.0	[]	[]	[4.277182]	[167]	[]	[74389772]
328_5519	chr19	48873025	48873425	+	1000	56.0	[7.5331593]	[211]	[]	[]	[48873242]	[]
328_5527	chr22	22297683	22298083	+	1000	56.0	[7.787572]	[102]	[]	[]	[22297838]	[]
328_553	chr1	2412379	2412779	+	1000	232.5	[17.191898, 6.2280602]	[75, 81]	[10.986323]	[160]	[2412537, 2412543]	[2412622]
328_5533	chr6	44313187	44313587	+	1000	56.0	[]	[]	[4.721341]	[153]	[]	[44313418]
328_5535	chr6	116680907	116681307	+	1000	56.0	[2.7087061]	[125]	[]	[]	[116681098]	[]
328_5539	chr7	100199846	100200246	+	1000	56.0	[4.7766657]	[143]	[]	[]	[100200016]	[]
328_554	chr12	57520442	57520842	+	1000	232.5	[13.829447, 3.836544, 8.994743]	[126, 131, 168]	[]	[]	[57520612, 57520617, 57520654]	[]
328_5540	chr7	104913914	104914314	+	1000	56.0	[10.837347]	[101]	[]	[]	[104914095]	[]
328_5541	chr7	121438438	121438838	+	1000	56.0	[6.349673]	[136]	[]	[]	[121438661]	[]
328_5542	chr8	132775089	132775489	+	1000	56.0	[14.960438, 8.574633]	[121, 193]	[]	[]	[132775254, 132775326]	[]
328_5544	chr1	27525503	27525903	+	1000	55.5	[2.7297883]	[151]	[11.249546]	[108]	[27525729]	[27525686]
328_5546	chr1	39408496	39408896	+	1000	55.5	[]	[]	[10.180646, 15.906199]	[91, 111]	[]	[39408648, 39408668]
328_5547	chr1	53220454	53220854	+	1000	55.5	[]	[]	[7.2716413, 8.84614, 4.107496]	[111, 117, 122]	[]	[53220665, 53220671, 53220676]
328_5552	chr10	45594691	45595091	+	954	55.5	[4.6331153, 4.951422]	[60, 94]	[]	[]	[45594842, 45594876]	[]
328_5553	chr10	79022532	79022932	+	1000	55.5	[4.990964]	[74]	[7.2996287]	[103]	[79022703]	[79022732]
328_5556	chr11	747141	747541	+	973	55.5	[6.400953]	[229]	[19.620882]	[193]	[747368]	[747332]
328_556	chr17	41918905	41919305	+	1000	232.0	[9.559491]	[145]	[4.711571]	[159]	[41919100]	[41919114]
328_5569	chr16	30183338	30183738	+	1000	55.5	[6.3593783]	[128]	[2.8053374, 12.109007]	[70, 141]	[30183547]	[30183489, 30183560]
328_557	chr19	9140158	9140558	+	1000	232.0	[2.7715456]	[116]	[]	[]	[9140357]	[]
328_5570	chr16	71289260	71289660	+	1000	55.5	[]	[]	[4.2130575]	[143]	[]	[71289426]
328_5572	chr17	1829655	1830055	+	614	55.5	[2.9131565]	[106]	[]	[]	[1829844]	[]
328_5574	chr18	46104119	46104519	+	1000	55.5	[3.6220496]	[115]	[19.091042, 4.921154]	[169, 187]	[46104283]	[46104337, 46104355]
328_5575	chr19	1897524	1897924	+	791	55.5	[]	[]	[5.6123986]	[125]	[]	[1897710]
328_5581	chr19	19865603	19866003	+	1000	55.5	[]	[]	[14.403408]	[125]	[]	[19865755]
328_5590	chr3	153161923	153162323	+	1000	55.5	[15.39534, 11.908585]	[119, 131]	[]	[]	[153162081, 153162093]	[]
328_5592	chr3	197627782	197628182	+	885	55.5	[7.1664133]	[99]	[6.3669043, 7.860736]	[109, 123]	[197627957]	[197627967, 197627981]
328_5595	chr5	172834003	172834403	+	999	55.5	[3.6362402]	[83]	[2.62767]	[147]	[172834154]	[172834218]
328_5596	chr5	173866922	173867322	+	1000	55.5	[11.729688]	[106]	[]	[]	[173867113]	[]
328_5601	chr6	99515386	99515786	+	1000	55.5	[]	[]	[4.033888, 9.991709]	[87, 100]	[]	[99515537, 99515550]
328_5602	chr6	116100561	116100961	+	943	55.5	[]	[]	[11.075061, 5.8977838, 7.128964]	[82, 83, 105]	[]	[116100738, 116100739, 116100761]
