#PeakID(python identify_motif.py ./ENCODE_processed_files/GATA2_idr.fa GATA2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
946_34599	chr4	10115632	10116032	+	1000	42.0	[8.065871, 8.065871]	[146, 151]	[]	[]	[10115786, 10115791]	[]
946_3460	chr9	131109905	131110305	+	1000	135.0	[]	[]	[7.373495]	[56]	[]	[131110058]
946_34602	chr4	17770914	17771314	+	923	42.0	[]	[]	[12.699877]	[128]	[]	[17771136]
946_34603	chr4	37659676	37660076	+	1000	42.0	[8.065871]	[110]	[]	[]	[37659851]	[]
946_34605	chr4	40212629	40213029	+	1000	42.0	[10.555019]	[155]	[]	[]	[40212879]	[]
946_34609	chr4	55560102	55560502	+	628	42.0	[9.93833]	[95]	[12.699877]	[118]	[55560291]	[55560314]
946_34618	chr4	78818115	78818515	+	641	42.0	[7.373495]	[211]	[]	[]	[78818361]	[]
946_3462	chr1	54375616	54376016	+	1000	134.0	[9.93833]	[65]	[]	[]	[54375777]	[]
946_34622	chr4	88298070	88298470	+	801	42.0	[7.242745]	[109]	[]	[]	[88298273]	[]
946_3463	chr1	62690230	62690630	+	1000	134.0	[9.93833]	[124]	[]	[]	[62690452]	[]
946_34631	chr4	128768344	128768744	+	824	42.0	[]	[]	[12.699877]	[131]	[]	[128768570]
946_34633	chr4	152663617	152664017	+	872	42.0	[]	[]	[7.242745]	[155]	[]	[152663790]
946_34635	chr4	159131178	159131578	+	1000	42.0	[7.6269035]	[82]	[]	[]	[159131354]	[]
946_34639	chr4	186203901	186204301	+	951	42.0	[]	[]	[12.699877]	[102]	[]	[186204101]
946_3464	chr1	207084731	207085131	+	1000	134.0	[10.555019]	[183]	[]	[]	[207084968]	[]
946_34640	chr4	186948477	186948877	+	1000	42.0	[]	[]	[8.065871]	[122]	[]	[186948676]
946_34646	chr5	34672360	34672760	+	1000	42.0	[7.7934723]	[76]	[]	[]	[34672536]	[]
946_34648	chr5	38528288	38528688	+	1000	42.0	[12.699877]	[99]	[]	[]	[38528481]	[]
946_3465	chr1	224392578	224392978	+	1000	134.0	[]	[]	[9.93833]	[134]	[]	[224392796]
946_34656	chr5	72366215	72366615	+	969	42.0	[12.699877]	[150]	[]	[]	[72366444]	[]
946_34659	chr5	75335498	75335898	+	1000	42.0	[]	[]	[8.174054]	[127]	[]	[75335716]
946_3466	chr10	5479520	5479920	+	1000	134.0	[]	[]	[12.699877]	[125]	[]	[5479719]
946_34660	chr5	79297603	79298003	+	1000	42.0	[9.722767]	[80]	[]	[]	[79297783]	[]
946_34661	chr5	88825716	88826116	+	955	42.0	[]	[]	[8.065871, 10.555019]	[166, 180]	[]	[88825946, 88825960]
946_34663	chr5	90549696	90550096	+	1000	42.0	[7.5779095, 10.555019]	[75, 153]	[]	[]	[90549862, 90549940]	[]
946_34666	chr5	96743468	96743868	+	1000	42.0	[]	[]	[8.250492]	[155]	[]	[96743683]
946_3467	chr10	47306404	47306804	+	1000	134.0	[]	[]	[12.699877]	[123]	[]	[47306598]
946_34673	chr5	136730091	136730491	+	1000	42.0	[10.555019]	[126]	[]	[]	[136730286]	[]
946_34675	chr5	139348426	139348826	+	942	42.0	[8.065871]	[156]	[]	[]	[139348665]	[]
946_3468	chr11	67348380	67348780	+	1000	134.0	[12.699877]	[179]	[]	[]	[67348622]	[]
946_34683	chr5	149388447	149388847	+	809	42.0	[8.567237]	[175]	[]	[]	[149388688]	[]
946_34687	chr5	151155949	151156349	+	1000	42.0	[]	[]	[12.699877]	[140]	[]	[151156127]
946_3469	chr12	91778873	91779273	+	1000	134.0	[]	[]	[7.7934723]	[73]	[]	[91779037]
946_34690	chr5	172758665	172759065	+	1000	42.0	[]	[]	[9.93833]	[128]	[]	[172758876]
946_34699	chr5	180560760	180561160	+	908	42.0	[12.699877]	[106]	[]	[]	[180560949]	[]
946_347	chr1	203311814	203312214	+	1000	368.0	[]	[]	[7.242745, 10.555019]	[73, 144]	[]	[203311969, 203312040]
946_34700	chr5	180562665	180563065	+	806	42.0	[12.699877]	[123]	[10.555019]	[100]	[180562885]	[180562862]
946_34704	chr6	606702	607102	+	1000	42.0	[]	[]	[12.699877]	[171]	[]	[606951]
946_3471	chr15	51580406	51580806	+	1000	134.0	[9.93833]	[92]	[]	[]	[51580587]	[]
946_34710	chr6	4172333	4172733	+	1000	42.0	[10.555019]	[187]	[]	[]	[4172558]	[]
946_34711	chr6	4742981	4743381	+	1000	42.0	[8.065871]	[166]	[]	[]	[4743178]	[]
946_34719	chr6	12015938	12016338	+	1000	42.0	[]	[]	[12.699877]	[58]	[]	[12016095]
946_3472	chr15	58110903	58111303	+	1000	134.0	[7.242745]	[86]	[9.387603]	[140]	[58111072]	[58111126]
946_34722	chr6	13714834	13715234	+	722	42.0	[7.373495]	[157]	[]	[]	[13715075]	[]
946_34724	chr6	14240380	14240780	+	954	42.0	[10.555019, 12.699877, 12.699877]	[107, 145, 166]	[]	[]	[14240559, 14240597, 14240618]	[]
946_3473	chr16	85171936	85172336	+	1000	134.0	[]	[]	[7.5779095]	[141]	[]	[85172157]
946_34733	chr6	26347328	26347728	+	857	42.0	[]	[]	[8.567237]	[145]	[]	[26347569]
946_3474	chr17	43983865	43984265	+	1000	134.0	[8.250492]	[93]	[10.555019]	[122]	[43984058]	[43984087]
946_34747	chr6	31568577	31568977	+	691	42.0	[8.174054]	[147]	[]	[]	[31568806]	[]
946_34751	chr6	33946406	33946806	+	1000	42.0	[7.6269035]	[154]	[9.722767]	[86]	[33946639]	[33946571]
946_34752	chr6	33960913	33961313	+	1000	42.0	[7.5779095]	[127]	[]	[]	[33961116]	[]
946_34753	chr6	34052911	34053311	+	976	42.0	[7.7934723, 12.699877]	[56, 105]	[]	[]	[34053065, 34053114]	[]
946_34764	chr6	34725933	34726333	+	1000	42.0	[7.5779095]	[130]	[]	[]	[34726150]	[]
946_34765	chr6	35024650	35025050	+	1000	42.0	[]	[]	[7.373495]	[193]	[]	[35024852]
946_34768	chr6	35654644	35655044	+	973	42.0	[12.699877]	[157]	[]	[]	[35654807]	[]
946_34770	chr6	36149320	36149720	+	1000	42.0	[9.387603, 7.373495]	[162, 192]	[]	[]	[36149491, 36149521]	[]
946_34772	chr6	36803166	36803566	+	1000	42.0	[]	[]	[7.242745]	[153]	[]	[36803393]
946_34776	chr6	37698962	37699362	+	1000	42.0	[8.065871]	[153]	[]	[]	[37699192]	[]
946_34777	chr6	41074344	41074744	+	940	42.0	[10.555019]	[63]	[]	[]	[41074495]	[]
946_3478	chr19	48619463	48619863	+	1000	134.0	[10.555019]	[80]	[]	[]	[48619614]	[]
946_34786	chr6	45270309	45270709	+	884	42.0	[]	[]	[10.555019]	[106]	[]	[45270469]
946_34788	chr6	52547637	52548037	+	875	42.0	[]	[]	[8.174054, 12.699877]	[116, 124]	[]	[52547836, 52547844]
946_3479	chr19	50878766	50879166	+	1000	134.0	[]	[]	[8.567237]	[132]	[]	[50878963]
946_34791	chr6	83962506	83962906	+	547	42.0	[]	[]	[12.699877]	[132]	[]	[83962710]
946_34794	chr6	97215367	97215767	+	1000	42.0	[7.373495]	[146]	[]	[]	[97215596]	[]
946_34795	chr6	106857418	106857818	+	1000	42.0	[]	[]	[9.387603]	[205]	[]	[106857638]
946_34798	chr6	109292433	109292833	+	1000	42.0	[]	[]	[12.699877]	[147]	[]	[109292642]
946_3480	chr19	53161131	53161531	+	1000	134.0	[10.555019, 12.699877]	[96, 126]	[]	[]	[53161320, 53161350]	[]
946_34801	chr6	110098538	110098938	+	1000	42.0	[12.699877]	[84]	[]	[]	[110098712]	[]
946_34804	chr6	116492574	116492974	+	897	42.0	[7.7934723]	[58]	[]	[]	[116492731]	[]
946_34806	chr6	119283991	119284391	+	1000	42.0	[8.174054]	[80]	[]	[]	[119284143]	[]
946_34807	chr6	125078570	125078970	+	990	42.0	[]	[]	[9.93833]	[126]	[]	[125078784]
946_34809	chr6	126195855	126196255	+	1000	42.0	[9.93833]	[135]	[9.93833]	[161]	[126196063]	[126196089]
946_3481	chr2	38364207	38364607	+	1000	134.0	[]	[]	[9.93833]	[89]	[]	[38364382]
946_34813	chr6	135314688	135315088	+	1000	42.0	[12.699877]	[63]	[]	[]	[135314847]	[]
946_34814	chr6	135346816	135347216	+	1000	42.0	[9.722767]	[130]	[]	[]	[135347037]	[]
946_34815	chr6	137734211	137734611	+	1000	42.0	[]	[]	[12.699877]	[120]	[]	[137734429]
946_34816	chr6	137808814	137809214	+	1000	42.0	[]	[]	[7.373495]	[147]	[]	[137809031]
946_34818	chr6	139446300	139446700	+	1000	42.0	[]	[]	[9.93833]	[88]	[]	[139446456]
946_3482	chr2	47237482	47237882	+	1000	134.0	[7.5779095]	[120]	[]	[]	[47237674]	[]
946_34821	chr6	143174934	143175334	+	910	42.0	[]	[]	[7.242745, 7.6269035, 10.555019]	[99, 123, 183]	[]	[143175098, 143175122, 143175182]
946_34822	chr6	143727185	143727585	+	1000	42.0	[8.174054]	[101]	[]	[]	[143727382]	[]
946_34826	chr6	149148246	149148646	+	1000	42.0	[]	[]	[10.555019]	[71]	[]	[149148413]
946_34827	chr6	149845550	149845950	+	1000	42.0	[12.699877, 12.699877]	[147, 171]	[9.387603, 12.699877, 8.567237, 12.699877]	[104, 125, 157, 182]	[149845764, 149845788]	[149845721, 149845742, 149845774, 149845799]
946_3483	chr2	173891307	173891707	+	1000	134.0	[]	[]	[12.699877]	[122]	[]	[173891509]
946_34830	chr6	151339333	151339733	+	1000	42.0	[10.555019]	[119]	[]	[]	[151339524]	[]
946_34834	chr6	157512324	157512724	+	887	42.0	[7.373495]	[156]	[]	[]	[157512542]	[]
946_34835	chr6	157516410	157516810	+	1000	42.0	[7.373495]	[161]	[]	[]	[157516624]	[]
946_34836	chr6	158844238	158844638	+	1000	42.0	[7.169444]	[161]	[]	[]	[158844488]	[]
946_34838	chr6	160160279	160160679	+	1000	42.0	[8.065871]	[154]	[]	[]	[160160489]	[]
946_3484	chr22	20009594	20009994	+	1000	134.0	[]	[]	[10.555019, 9.722767]	[97, 122]	[]	[20009785, 20009810]
946_34843	chr6	163554650	163555050	+	1000	42.0	[7.6269035]	[119]	[]	[]	[163554852]	[]
946_34847	chr6	167706193	167706593	+	1000	42.0	[7.242745, 9.722767]	[80, 87]	[]	[]	[167706364, 167706371]	[]
946_34851	chr7	1139544	1139944	+	862	42.0	[8.065871]	[210]	[]	[]	[1139764]	[]
946_3486	chr3	43686894	43687294	+	1000	134.0	[10.555019, 9.387603]	[92, 114]	[]	[]	[43687080, 43687102]	[]
946_34861	chr7	6658971	6659371	+	999	42.0	[]	[]	[9.722767]	[153]	[]	[6659199]
946_34863	chr7	12590560	12590960	+	924	42.0	[]	[]	[7.373495]	[148]	[]	[12590794]
946_34866	chr7	18176101	18176501	+	957	42.0	[9.722767]	[127]	[]	[]	[18176324]	[]
946_34869	chr7	23346965	23347365	+	1000	42.0	[]	[]	[9.93833]	[108]	[]	[23347161]
946_34870	chr7	24748506	24748906	+	1000	42.0	[]	[]	[10.555019]	[118]	[]	[24748706]
946_34872	chr7	26504404	26504804	+	823	42.0	[]	[]	[12.699877]	[113]	[]	[26504616]
946_34873	chr7	29289536	29289936	+	1000	42.0	[]	[]	[9.93833]	[109]	[]	[29289717]
946_34875	chr7	33050362	33050762	+	1000	42.0	[]	[]	[12.699877]	[86]	[]	[33050533]
946_3488	chr3	129016628	129017028	+	1000	134.0	[9.93833, 7.7934723]	[97, 143]	[]	[]	[129016813, 129016859]	[]
946_34880	chr7	39664050	39664450	+	771	42.0	[12.699877]	[97]	[9.93833]	[138]	[39664231]	[39664272]
946_34881	chr7	39732061	39732461	+	1000	42.0	[]	[]	[8.065871]	[152]	[]	[39732310]
946_34882	chr7	42980022	42980422	+	793	42.0	[]	[]	[8.174054]	[119]	[]	[42980229]
946_34883	chr7	43766496	43766896	+	1000	42.0	[8.250492]	[189]	[]	[]	[43766688]	[]
946_34884	chr7	44196433	44196833	+	1000	42.0	[8.174054]	[111]	[]	[]	[44196633]	[]
946_34886	chr7	44982461	44982861	+	898	42.0	[8.250492]	[153]	[]	[]	[44982706]	[]
946_34887	chr7	45349074	45349474	+	1000	42.0	[9.93833]	[94]	[]	[]	[45349259]	[]
946_3489	chr3	184742339	184742739	+	1000	134.0	[9.387603]	[94]	[]	[]	[184742530]	[]
946_34897	chr7	73778804	73779204	+	992	42.0	[12.699877]	[111]	[]	[]	[73778991]	[]
946_349	chr2	170143027	170143427	+	1000	368.0	[7.5779095]	[138]	[]	[]	[170143262]	[]
946_3490	chr4	78732531	78732931	+	1000	134.0	[12.699877]	[69]	[]	[]	[78732695]	[]
946_34905	chr7	93307028	93307428	+	1000	42.0	[7.7934723, 10.555019]	[82, 150]	[]	[]	[93307202, 93307270]	[]
946_34906	chr7	94087738	94088138	+	860	42.0	[9.387603]	[162]	[]	[]	[94087957]	[]
946_34908	chr7	97126220	97126620	+	685	42.0	[9.93833]	[147]	[]	[]	[97126460]	[]
946_3491	chr4	163187345	163187745	+	1000	134.0	[9.722767, 7.6269035]	[63, 93]	[]	[]	[163187504, 163187534]	[]
946_34913	chr7	100455473	100455873	+	1000	42.0	[]	[]	[12.699877]	[141]	[]	[100455708]
946_34917	chr7	101122534	101122934	+	1000	42.0	[]	[]	[7.5779095]	[146]	[]	[101122772]
946_34919	chr7	101947820	101948220	+	977	42.0	[9.93833]	[102]	[]	[]	[101948018]	[]
946_3492	chr5	149703169	149703569	+	1000	134.0	[8.567237]	[134]	[]	[]	[149703380]	[]
946_34920	chr7	103614321	103614721	+	1000	42.0	[]	[]	[9.93833]	[156]	[]	[103614551]
946_3493	chr5	152142854	152143254	+	1000	134.0	[12.699877]	[122]	[]	[]	[152143067]	[]
946_34932	chr7	107137067	107137467	+	1000	42.0	[]	[]	[9.722767]	[139]	[]	[107137245]
946_34933	chr7	107685556	107685956	+	982	42.0	[12.699877]	[148]	[]	[]	[107685777]	[]
946_34937	chr7	108604655	108605055	+	586	42.0	[]	[]	[12.699877]	[119]	[]	[108604859]
946_34939	chr7	111175906	111176306	+	843	42.0	[9.93833]	[113]	[9.722767]	[84]	[111176098]	[111176069]
946_3494	chr6	27502396	27502796	+	1000	134.0	[]	[]	[12.699877]	[186]	[]	[27502645]
946_34940	chr7	111511790	111512190	+	938	42.0	[7.169444]	[194]	[]	[]	[111512030]	[]
946_34945	chr7	116546063	116546463	+	869	42.0	[]	[]	[8.174054, 7.242745]	[130, 182]	[]	[116546227, 116546279]
946_34946	chr7	117013316	117013716	+	711	42.0	[7.373495]	[196]	[]	[]	[117013517]	[]
946_34951	chr7	121083572	121083972	+	1000	42.0	[7.083552]	[141]	[]	[]	[121083762]	[]
946_34955	chr7	124941450	124941850	+	874	42.0	[9.93833]	[108]	[]	[]	[124941651]	[]
946_34958	chr7	127880489	127880889	+	867	42.0	[9.722767]	[99]	[9.93833]	[69]	[127880682]	[127880652]
946_3496	chr6	151100299	151100699	+	1000	134.0	[12.699877]	[60]	[12.699877]	[143]	[151100455]	[151100538]
946_34960	chr7	128816062	128816462	+	919	42.0	[7.000952]	[159]	[]	[]	[128816230]	[]
946_34962	chr7	129460128	129460528	+	1000	42.0	[12.699877]	[79]	[]	[]	[129460287]	[]
946_34964	chr7	129605938	129606338	+	994	42.0	[12.699877]	[192]	[]	[]	[129606136]	[]
946_34971	chr7	131384217	131384617	+	1000	42.0	[]	[]	[7.6269035]	[109]	[]	[131384426]
946_34972	chr7	133003362	133003762	+	1000	42.0	[]	[]	[7.242745]	[91]	[]	[133003534]
946_34974	chr7	133372447	133372847	+	543	42.0	[]	[]	[9.722767, 9.722767]	[134, 142]	[]	[133372645, 133372653]
946_34975	chr7	134005097	134005497	+	961	42.0	[]	[]	[10.555019, 12.699877]	[95, 115]	[]	[134005287, 134005307]
946_3498	chr7	65927371	65927771	+	1000	134.0	[]	[]	[12.699877]	[87]	[]	[65927556]
946_34980	chr7	138887892	138888292	+	919	42.0	[9.93833]	[72]	[]	[]	[138888048]	[]
946_34986	chr7	140222509	140222909	+	970	42.0	[]	[]	[10.555019]	[98]	[]	[140222697]
946_34990	chr7	143252002	143252402	+	1000	42.0	[7.5779095]	[118]	[]	[]	[143252196]	[]
946_34991	chr7	145786894	145787294	+	833	42.0	[8.065871]	[110]	[]	[]	[145787082]	[]
946_34992	chr7	145985662	145986062	+	1000	42.0	[]	[]	[12.699877]	[91]	[]	[145985841]
946_34994	chr7	150398639	150399039	+	863	42.0	[10.555019]	[187]	[]	[]	[150398869]	[]
946_34995	chr7	150951456	150951856	+	696	42.0	[7.6269035]	[93]	[]	[]	[150951612]	[]
946_34998	chr7	151102827	151103227	+	1000	42.0	[]	[]	[12.699877]	[79]	[]	[151102992]
946_34999	chr7	151429759	151430159	+	1000	42.0	[]	[]	[8.174054]	[60]	[]	[151429914]
946_35	chr15	74389505	74389905	+	1000	741.0	[12.699877]	[70]	[10.555019]	[132]	[74389668]	[74389730]
946_350	chr6	37314776	37315176	+	1000	368.0	[10.555019]	[86]	[]	[]	[37314960]	[]
946_3500	chr7	111223923	111224323	+	1000	134.0	[]	[]	[9.387603]	[109]	[]	[111224129]
946_35009	chr7	155701973	155702373	+	962	42.0	[]	[]	[12.699877]	[62]	[]	[155702134]
946_3501	chr7	151233406	151233806	+	1000	134.0	[10.555019]	[150]	[]	[]	[151233604]	[]
946_35010	chr7	156766020	156766420	+	621	42.0	[7.373495]	[91]	[]	[]	[156766179]	[]
946_35018	chr8	7063476	7063876	+	1000	42.0	[12.699877]	[159]	[]	[]	[7063718]	[]
946_35020	chr8	11355494	11355894	+	1000	42.0	[]	[]	[7.5779095]	[82]	[]	[11355673]
946_35023	chr8	16545245	16545645	+	1000	42.0	[8.567237, 12.699877]	[88, 141]	[]	[]	[16545433, 16545486]	[]
946_35024	chr8	17254040	17254440	+	867	42.0	[9.722767]	[161]	[]	[]	[17254258]	[]
946_35025	chr8	17266360	17266760	+	613	42.0	[]	[]	[12.699877]	[156]	[]	[17266610]
946_35026	chr8	21965983	21966383	+	1000	42.0	[12.699877]	[133]	[]	[]	[21966177]	[]
946_3503	chr9	99057793	99058193	+	1000	134.0	[]	[]	[9.93833]	[114]	[]	[99058006]
946_35037	chr8	41791924	41792324	+	771	42.0	[]	[]	[9.93833]	[141]	[]	[41792125]
946_3504	chr9	116466173	116466573	+	1000	134.0	[12.699877]	[89]	[8.174054]	[153]	[116466358]	[116466422]
946_35043	chr8	67342314	67342714	+	794	42.0	[9.93833]	[168]	[]	[]	[67342486]	[]
946_35044	chr8	73906693	73907093	+	730	42.0	[7.6269035, 7.6269035]	[118, 127]	[]	[]	[73906908, 73906917]	[]
946_3505	chr9	120985756	120986156	+	1000	134.0	[]	[]	[9.387603]	[118]	[]	[120985966]
946_35051	chr8	98604416	98604816	+	1000	42.0	[8.174054]	[110]	[]	[]	[98604620]	[]
946_35052	chr8	99013482	99013882	+	916	42.0	[]	[]	[9.722767]	[166]	[]	[99013695]
946_35053	chr8	100900706	100901106	+	935	42.0	[]	[]	[12.699877]	[150]	[]	[100900903]
946_35054	chr8	101228556	101228956	+	798	42.0	[7.6269035, 7.6269035]	[99, 111]	[9.387603]	[123]	[101228749, 101228761]	[101228773]
946_35055	chr8	102375528	102375928	+	1000	42.0	[10.555019]	[130]	[9.93833]	[151]	[102375758]	[102375779]
946_35057	chr8	104772067	104772467	+	798	42.0	[7.242745, 9.93833]	[143, 179]	[]	[]	[104772279, 104772315]	[]
946_35058	chr8	118120634	118121034	+	1000	42.0	[12.699877]	[102]	[]	[]	[118120795]	[]
946_35066	chr8	129999956	130000356	+	1000	42.0	[10.555019]	[119]	[]	[]	[130000160]	[]
946_35067	chr8	142402104	142402504	+	1000	42.0	[]	[]	[10.555019]	[109]	[]	[142402278]
946_3507	chrX	2232963	2233363	+	1000	134.0	[7.6269035, 9.387603]	[95, 152]	[]	[]	[2233131, 2233188]	[]
946_35074	chr9	4864253	4864653	+	989	42.0	[7.7934723]	[80]	[]	[]	[4864425]	[]
946_35075	chr9	14271116	14271516	+	1000	42.0	[9.722767]	[157]	[]	[]	[14271321]	[]
946_35076	chr9	33377095	33377495	+	884	42.0	[12.699877]	[83]	[]	[]	[33377275]	[]
946_35079	chr9	38186841	38187241	+	994	42.0	[7.373495]	[158]	[]	[]	[38187068]	[]
946_3508	chrX	40544320	40544720	+	1000	134.0	[9.93833]	[83]	[8.174054]	[124]	[40544496]	[40544537]
946_35082	chr9	91500514	91500914	+	1000	42.0	[12.699877]	[94]	[]	[]	[91500669]	[]
946_35084	chr9	93159869	93160269	+	911	42.0	[]	[]	[7.5779095]	[123]	[]	[93160035]
946_35086	chr9	94146803	94147203	+	1000	42.0	[]	[]	[7.373495, 9.722767]	[102, 109]	[]	[94146971, 94146978]
946_3509	chr1	6359738	6360138	+	1000	133.0	[10.555019, 10.555019]	[106, 118]	[]	[]	[6359938, 6359950]	[]
946_35094	chr9	99947364	99947764	+	1000	42.0	[9.722767, 9.387603]	[85, 148]	[]	[]	[99947545, 99947608]	[]
946_35095	chr9	104745868	104746268	+	938	42.0	[]	[]	[12.699877, 9.93833, 9.722767]	[67, 110, 125]	[]	[104746030, 104746073, 104746088]
946_35097	chr9	112562451	112562851	+	1000	42.0	[9.93833]	[106]	[]	[]	[112562626]	[]
946_351	chr21	29641915	29642315	+	1000	367.0	[7.373495, 10.555019]	[70, 77]	[8.250492]	[143]	[29642084, 29642091]	[29642157]
946_35100	chr9	120580275	120580675	+	969	42.0	[]	[]	[9.722767]	[155]	[]	[120580518]
946_35105	chr9	124472663	124473063	+	1000	42.0	[9.93833]	[67]	[]	[]	[124472824]	[]
946_35111	chr9	128182400	128182800	+	1000	42.0	[12.699877]	[190]	[]	[]	[128182636]	[]
946_35118	chr9	129188648	129189048	+	1000	42.0	[9.93833, 7.6269035]	[135, 202]	[]	[]	[129188806, 129188873]	[]
946_3512	chr11	64885539	64885939	+	1000	133.0	[]	[]	[9.722767]	[122]	[]	[64885754]
946_35125	chr9	131297833	131298233	+	1000	42.0	[10.555019]	[98]	[8.065871]	[136]	[131297992]	[131298030]
946_35127	chr9	131851411	131851811	+	1000	42.0	[]	[]	[10.555019]	[218]	[]	[131851645]
946_35130	chr9	135291179	135291579	+	938	42.0	[]	[]	[9.93833]	[154]	[]	[135291398]
946_35138	chrX	9476047	9476447	+	1000	42.0	[12.699877]	[175]	[]	[]	[9476274]	[]
946_35139	chrX	9530752	9531152	+	992	42.0	[12.699877]	[106]	[]	[]	[9530957]	[]
946_3514	chr12	56126733	56127133	+	1000	133.0	[7.7934723]	[128]	[9.93833]	[120]	[56126952]	[56126944]
946_35140	chrX	10166158	10166558	+	959	42.0	[9.722767]	[147]	[]	[]	[10166334]	[]
946_35141	chrX	39661484	39661884	+	806	42.0	[12.699877]	[126]	[]	[]	[39661668]	[]
946_35142	chrX	39870178	39870578	+	711	42.0	[]	[]	[7.6269035]	[126]	[]	[39870369]
946_35143	chrX	47563807	47564207	+	1000	42.0	[]	[]	[9.93833]	[88]	[]	[47563963]
946_35146	chrX	74277819	74278219	+	1000	42.0	[12.699877]	[114]	[]	[]	[74277998]	[]
946_35147	chrX	101028581	101028981	+	1000	42.0	[12.699877]	[97]	[]	[]	[101028736]	[]
946_35148	chrX	101057242	101057642	+	1000	42.0	[]	[]	[9.722767]	[229]	[]	[101057487]
946_35149	chrX	103359604	103360004	+	960	42.0	[8.065871]	[162]	[]	[]	[103359814]	[]
946_3515	chr12	69779826	69780226	+	1000	133.0	[7.6269035]	[64]	[]	[]	[69779987]	[]
946_35151	chrX	130417978	130418378	+	1000	42.0	[8.174054]	[104]	[]	[]	[130418140]	[]
946_35153	chrX	156002519	156002919	+	1000	42.0	[10.555019]	[159]	[]	[]	[156002726]	[]
946_3516	chr14	22777494	22777894	+	1000	133.0	[9.722767]	[95]	[]	[]	[22777670]	[]
946_35161	chr1	1609842	1610242	+	825	41.0	[7.000952]	[153]	[]	[]	[1609997]	[]
946_35165	chr1	6198315	6198715	+	981	41.0	[12.699877]	[121]	[]	[]	[6198488]	[]
946_35169	chr1	8571560	8571960	+	709	41.0	[12.699877]	[141]	[]	[]	[8571742]	[]
946_3517	chr14	37168754	37169154	+	1000	133.0	[]	[]	[12.699877]	[90]	[]	[37168925]
946_35170	chr1	8661429	8661829	+	1000	41.0	[]	[]	[7.7934723]	[186]	[]	[8661648]
946_35172	chr1	10067036	10067436	+	1000	41.0	[]	[]	[8.065871, 7.373495]	[118, 154]	[]	[10067231, 10067267]
946_35174	chr1	11315059	11315459	+	1000	41.0	[12.699877, 9.722767]	[142, 158]	[]	[]	[11315271, 11315287]	[]
946_35180	chr1	12552080	12552480	+	1000	41.0	[7.242745]	[204]	[]	[]	[12552287]	[]
946_35183	chr1	15522491	15522891	+	980	41.0	[]	[]	[7.373495]	[136]	[]	[15522714]
946_3519	chr16	29663309	29663709	+	1000	133.0	[]	[]	[7.5779095]	[186]	[]	[29663551]
946_35192	chr1	19613355	19613755	+	1000	41.0	[7.242745]	[191]	[]	[]	[19613583]	[]
946_35195	chr1	21324067	21324467	+	1000	41.0	[7.083552]	[199]	[]	[]	[21324313]	[]
946_352	chr22	37552686	37553086	+	1000	367.0	[]	[]	[7.6269035, 7.6269035]	[101, 131]	[]	[37552866, 37552896]
946_3520	chr17	996389	996789	+	1000	133.0	[12.699877]	[89]	[]	[]	[996576]	[]
946_3521	chr17	62681441	62681841	+	1000	133.0	[12.699877]	[116]	[]	[]	[62681644]	[]
946_3522	chr17	74163523	74163923	+	1000	133.0	[12.699877]	[106]	[]	[]	[74163718]	[]
946_35228	chr1	28150679	28151079	+	995	41.0	[9.93833]	[101]	[]	[]	[28150864]	[]
946_3523	chr17	76726747	76727147	+	1000	133.0	[7.5779095]	[91]	[]	[]	[76726931]	[]
946_35231	chr1	29076307	29076707	+	699	41.0	[]	[]	[10.555019]	[61]	[]	[29076462]
946_35233	chr1	29425595	29425995	+	995	41.0	[]	[]	[7.5779095]	[132]	[]	[29425820]
946_35237	chr1	31370308	31370708	+	927	41.0	[9.722767]	[188]	[]	[]	[31370526]	[]
946_3524	chr17	78082434	78082834	+	1000	133.0	[7.6269035, 8.567237]	[119, 124]	[12.699877]	[100]	[78082636, 78082641]	[78082617]
946_35245	chr1	33120439	33120839	+	1000	41.0	[12.699877]	[158]	[]	[]	[33120673]	[]
946_35248	chr1	35509502	35509902	+	1000	41.0	[12.699877]	[123]	[]	[]	[35509681]	[]
946_35249	chr1	35692345	35692745	+	987	41.0	[]	[]	[8.065871]	[133]	[]	[35692564]
946_3525	chr18	3038482	3038882	+	1000	133.0	[]	[]	[7.6269035, 7.242745]	[60, 103]	[]	[3038636, 3038679]
946_35250	chr1	35825226	35825626	+	815	41.0	[7.5779095]	[153]	[]	[]	[35825466]	[]
946_35252	chr1	36443783	36444183	+	1000	41.0	[]	[]	[7.7934723]	[95]	[]	[36443941]
946_35254	chr1	37554981	37555381	+	1000	41.0	[9.93833]	[135]	[]	[]	[37555181]	[]
946_35255	chr1	38011550	38011950	+	985	41.0	[]	[]	[9.93833]	[156]	[]	[38011790]
946_3526	chr18	21686479	21686879	+	1000	133.0	[]	[]	[12.699877]	[145]	[]	[21686708]
946_35260	chr1	39975332	39975732	+	898	41.0	[]	[]	[12.699877]	[211]	[]	[39975570]
946_35265	chr1	44641751	44642151	+	810	41.0	[]	[]	[10.555019]	[178]	[]	[44641950]
946_35267	chr1	45491093	45491493	+	1000	41.0	[]	[]	[7.7934723]	[109]	[]	[45491270]
