#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_1	chr4	8303572	8303972	+	1000	782.0	[16.412586, 16.412586, 16.412586, 16.412586]	[64, 90, 116, 142]	[7.2059402, 7.2059402]	[62, 88]	[8303732, 8303758, 8303784, 8303810]	[8303730, 8303756]
593_45	chr1	44532107	44532507	+	1000	437.0	[9.5834875, 7.2059402]	[73, 121]	[13.902448, 16.412586]	[71, 119]	[44532272, 44532320]	[44532270, 44532318]
593_4502	chr1	157325168	157325568	+	1000	32.0	[10.945392]	[116]	[11.6737585]	[114]	[157325372]	[157325370]
593_4503	chr1	161530982	161531382	+	924	32.0	[]	[]	[7.0770397]	[137]	[]	[161531218]
593_4507	chr1	180585446	180585846	+	1000	32.0	[12.673135]	[137]	[7.0733485]	[135]	[180585657]	[180585655]
593_4511	chr1	203104777	203105177	+	966	32.0	[]	[]	[16.412586]	[161]	[]	[203104982]
593_4514	chr1	207626199	207626599	+	944	32.0	[]	[]	[7.4399867, 11.195025]	[74, 122]	[]	[207626352, 207626400]
593_4515	chr1	211967717	211968117	+	1000	32.0	[13.902448]	[90]	[16.412586]	[88]	[211967901]	[211967899]
593_4519	chr1	229874149	229874549	+	1000	32.0	[7.801716]	[68]	[6.6792603, 16.412586, 10.521743]	[66, 108, 125]	[229874314]	[229874312, 229874354, 229874371]
593_4522	chr1	244322973	244323373	+	1000	32.0	[12.146455, 12.540544]	[87, 98]	[7.0733485, 10.162996]	[85, 96]	[244323160, 244323171]	[244323158, 244323169]
593_4523	chr1	244350893	244351293	+	924	32.0	[6.9001904]	[57]	[7.4399867]	[79]	[244351046]	[244351068]
593_4524	chr10	5681921	5682321	+	1000	32.0	[7.915286]	[80]	[12.235088]	[136]	[5682078]	[5682134]
593_4525	chr10	26810357	26810757	+	1000	32.0	[6.505821, 8.085031]	[130, 146]	[]	[]	[26810583, 26810599]	[]
593_4526	chr10	31129229	31129629	+	1000	32.0	[16.412586]	[120]	[7.2059402]	[118]	[31129425]	[31129423]
593_453	chr17	43556191	43556591	+	1000	134.0	[]	[]	[12.082088]	[111]	[]	[43556393]
593_4533	chr10	71659674	71660074	+	781	32.0	[16.412586]	[178]	[10.162996]	[176]	[71659921]	[71659919]
593_4534	chr10	77827396	77827796	+	732	32.0	[16.412586]	[84]	[7.0733485, 6.2166324]	[82, 111]	[77827574]	[77827572, 77827601]
593_4535	chr10	80146933	80147333	+	1000	32.0	[]	[]	[16.412586]	[80]	[]	[80147111]
593_4536	chr11	58774280	58774680	+	1000	32.0	[10.854122]	[100]	[]	[]	[58774477]	[]
593_4540	chr11	109940689	109941089	+	827	32.0	[12.540544]	[148]	[10.945392]	[146]	[109940917]	[109940915]
593_4543	chr12	10740135	10740535	+	1000	32.0	[16.412586]	[82]	[7.904591]	[148]	[10740313]	[10740379]
593_4544	chr12	53007636	53008036	+	885	32.0	[6.803663]	[96]	[]	[]	[53007828]	[]
593_4546	chr12	71236009	71236409	+	1000	32.0	[]	[]	[7.4962606]	[151]	[]	[71236241]
593_4547	chr12	71565550	71565950	+	1000	32.0	[16.412586]	[113]	[6.6792603]	[111]	[71565762]	[71565760]
593_4552	chr13	80599786	80600186	+	1000	32.0	[16.412586]	[131]	[7.0733485, 7.0770397]	[129, 192]	[80599948]	[80599946, 80600009]
593_4554	chr13	107899672	107900072	+	748	32.0	[6.7369432]	[80]	[]	[]	[107899848]	[]
593_4557	chr13	110965245	110965645	+	971	32.0	[9.189399, 9.189399, 9.189399, 9.189399, 9.189399]	[62, 90, 107, 135, 152]	[10.162996, 10.162996, 10.162996, 10.162996]	[88, 105, 133, 150]	[110965401, 110965429, 110965446, 110965474, 110965491]	[110965427, 110965444, 110965472, 110965489]
593_4558	chr14	20446881	20447281	+	1000	32.0	[10.945392]	[115]	[16.412586]	[113]	[20447090]	[20447088]
593_456	chr8	129753354	129753754	+	1000	134.0	[16.412586]	[97]	[]	[]	[129753550]	[]
593_4561	chr14_GL000225v1_random	62259	62659	+	1000	32.0	[7.0523825]	[143]	[8.438943]	[141]	[62450]	[62448]
593_4562	chr15	43410830	43411230	+	974	32.0	[]	[]	[16.412586]	[119]	[]	[43411045]
593_4564	chr15	55279636	55280036	+	747	32.0	[13.45553, 7.2059402]	[137, 184]	[6.6792603, 7.407627]	[135, 182]	[55279838, 55279885]	[55279836, 55279883]
593_4567	chr15	67550412	67550812	+	1000	32.0	[7.2059402]	[148]	[9.189399]	[146]	[67550654]	[67550652]
593_457	chr13	30308550	30308950	+	1000	133.0	[6.682951]	[92]	[6.5061016]	[94]	[30308732]	[30308734]
593_4570	chr16	24764927	24765327	+	821	32.0	[7.0733485]	[101]	[16.412586]	[99]	[24765109]	[24765107]
593_4574	chr16	58366220	58366620	+	979	32.0	[10.030405, 12.540544]	[65, 119]	[8.062279, 7.2059402, 8.085031]	[63, 117, 131]	[58366380, 58366434]	[58366378, 58366432, 58366446]
593_4575	chr16	86998844	86999244	+	739	32.0	[]	[]	[12.235088]	[82]	[]	[86998998]
593_4576	chr16	87860528	87860928	+	1000	32.0	[6.3290386, 16.412586]	[69, 111]	[10.945392]	[109]	[87860697, 87860739]	[87860737]
593_4577	chr17	4795921	4796321	+	990	32.0	[6.7715845]	[143]	[]	[]	[4796145]	[]
593_458	chr14	89000542	89000942	+	1000	133.0	[16.412586, 9.57195]	[100, 150]	[7.2059402]	[98]	[89000734, 89000784]	[89000732]
593_4581	chr17	48484802	48485202	+	1000	32.0	[9.716079]	[193]	[10.945392]	[191]	[48485048]	[48485046]
593_4587	chr19	18418561	18418961	+	1000	32.0	[]	[]	[6.934005]	[159]	[]	[18418810]
593_4588	chr19	38434705	38435105	+	1000	32.0	[12.235088]	[95]	[8.085031]	[93]	[38434869]	[38434867]
593_4590	chr19	51246153	51246553	+	1000	32.0	[8.588959]	[111]	[13.902448]	[109]	[51246327]	[51246325]
593_4593	chr2	37109524	37109924	+	666	32.0	[11.244649]	[125]	[]	[]	[37109729]	[]
593_4594	chr2	38364233	38364633	+	1000	32.0	[]	[]	[8.896054]	[86]	[]	[38364397]
593_4595	chr2	55827440	55827840	+	867	32.0	[9.636316, 10.030405]	[89, 101]	[16.412586, 12.673135, 6.4409976]	[87, 99, 145]	[55827615, 55827627]	[55827613, 55827625, 55827671]
593_4596	chr2	69799013	69799413	+	1000	32.0	[]	[]	[8.036991]	[102]	[]	[69799171]
593_4598	chr2	120863591	120863991	+	1000	32.0	[]	[]	[16.412586]	[122]	[]	[120863810]
593_460	chr19	35305789	35306189	+	1000	133.0	[6.7715845, 6.7715845]	[93, 134]	[]	[]	[35305974, 35306015]	[]
593_4601	chr2	195413920	195414320	+	1000	32.0	[16.412586]	[133]	[]	[]	[195414140]	[]
593_4603	chr20	1255718	1256118	+	1000	32.0	[]	[]	[11.85311]	[102]	[]	[1255917]
593_4605	chr21	31737775	31738175	+	1000	32.0	[]	[]	[7.8219643]	[140]	[]	[31737982]
593_461	chr5	79346488	79346888	+	1000	133.0	[8.4563675, 6.417672, 6.3859158, 9.278032]	[79, 105, 125, 146]	[13.902448, 8.342637]	[77, 123]	[79346666, 79346692, 79346712, 79346733]	[79346664, 79346710]
593_462	chr6	118896483	118896883	+	1000	133.0	[7.0733485]	[93]	[16.412586]	[91]	[118896664]	[118896662]
593_4621	chr22	21781823	21782223	+	919	32.0	[]	[]	[6.280999]	[172]	[]	[21782023]
593_4628	chr22	21851085	21851485	+	1000	32.0	[]	[]	[7.3229833]	[177]	[]	[21851318]
593_4629	chr22	22006632	22007032	+	1000	32.0	[6.3568525]	[120]	[]	[]	[22006845]	[]
593_463	chr7	36301927	36302327	+	1000	133.0	[7.2059402]	[120]	[16.412586]	[118]	[36302139]	[36302137]
593_4631	chr22	22136707	22137107	+	831	32.0	[7.8934293]	[96]	[]	[]	[22136893]	[]
593_4633	chr22	22497336	22497736	+	954	32.0	[]	[]	[7.424376]	[127]	[]	[22497521]
593_4634	chr22	22548589	22548989	+	1000	32.0	[]	[]	[7.6756134]	[183]	[]	[22548823]
593_4639	chr22	22688497	22688897	+	1000	32.0	[]	[]	[12.673135]	[135]	[]	[22688665]
593_464	chr10	72794265	72794665	+	1000	132.0	[10.945392, 6.861438]	[112, 123]	[16.412586, 6.685174]	[110, 154]	[72794464, 72794475]	[72794462, 72794506]
593_4650	chr22	23167603	23168003	+	1000	32.0	[10.59517]	[163]	[]	[]	[23167794]	[]
593_4656	chr22	30024206	30024606	+	654	32.0	[8.588959]	[140]	[13.902448]	[138]	[30024424]	[30024422]
593_4657	chr22	40711528	40711928	+	1000	32.0	[10.945392]	[119]	[9.716079]	[117]	[40711703]	[40711701]
593_466	chr12	10673529	10673929	+	1000	132.0	[10.162996]	[86]	[16.412586]	[84]	[10673715]	[10673713]
593_4661	chr3	28868878	28869278	+	1000	32.0	[7.2059402]	[136]	[16.412586]	[134]	[28869095]	[28869093]
593_4662	chr3	31369714	31370114	+	1000	32.0	[8.062279]	[115]	[7.1146708, 13.902448]	[92, 113]	[31369924]	[31369901, 31369922]
593_4663	chr3	44439580	44439980	+	1000	32.0	[7.1189213]	[119]	[]	[]	[44439752]	[]
593_4664	chr3	45037663	45038063	+	1000	32.0	[]	[]	[6.417672]	[119]	[]	[45037874]
593_4665	chr3	107894950	107895350	+	1000	32.0	[6.682951, 12.146455]	[92, 115]	[10.945392]	[113]	[107895129, 107895152]	[107895150]
593_4666	chr3	113712188	113712588	+	1000	32.0	[7.0733485]	[77]	[16.412586]	[75]	[113712364]	[113712362]
593_4667	chr3	138823665	138824065	+	1000	32.0	[16.412586]	[146]	[6.535958, 6.6792603]	[75, 144]	[138823906]	[138823835, 138823904]
593_4668	chr3	196123081	196123481	+	1000	32.0	[13.45553]	[72]	[13.902448]	[70]	[196123247]	[196123245]
593_467	chr15	43813277	43813677	+	1000	132.0	[10.945392]	[118]	[16.412586]	[116]	[43813493]	[43813491]
593_4670	chr4	13399250	13399650	+	1000	32.0	[7.58698]	[63]	[11.977605]	[123]	[13399409]	[13399469]
593_4671	chr4	39025789	39026189	+	1000	32.0	[11.977605]	[96]	[]	[]	[39025968]	[]
593_4672	chr4	49118625	49119025	+	890	32.0	[12.673135]	[178]	[]	[]	[49118866]	[]
593_4673	chr4	54372928	54373328	+	904	32.0	[16.412586]	[144]	[7.0733485]	[142]	[54373143]	[54373141]
593_4674	chr4	68240598	68240998	+	997	32.0	[13.902448]	[133]	[16.412586]	[131]	[68240821]	[68240819]
593_4675	chr4	73104115	73104515	+	1000	32.0	[16.412586]	[127]	[]	[]	[73104330]	[]
593_4679	chr4	110106942	110107342	+	1000	32.0	[9.5834875]	[108]	[13.902448]	[106]	[110107135]	[110107133]
593_468	chr17	76446444	76446844	+	1000	132.0	[16.412586]	[102]	[7.2059402]	[100]	[76446644]	[76446642]
593_4680	chr4	160238772	160239172	+	909	32.0	[7.2059402]	[132]	[16.412586]	[130]	[160238984]	[160238982]
593_4681	chr5	10317867	10318267	+	982	32.0	[11.85311]	[106]	[6.3290386]	[123]	[10318046]	[10318063]
593_4682	chr5	43008596	43008996	+	675	32.0	[]	[]	[10.59517]	[154]	[]	[43008844]
593_4683	chr5	59713099	59713499	+	846	32.0	[16.412586]	[106]	[11.111503, 7.2059402]	[81, 104]	[59713297]	[59713272, 59713295]
593_4686	chr5	113051036	113051436	+	1000	32.0	[11.999462]	[174]	[]	[]	[113051280]	[]
593_4687	chr5	132426536	132426936	+	1000	32.0	[]	[]	[16.412586]	[109]	[]	[132426736]
593_4689	chr5	154724146	154724546	+	1000	32.0	[16.412586]	[112]	[10.030405, 8.342637]	[110, 144]	[154724337]	[154724335, 154724369]
593_469	chr19	51586321	51586721	+	1000	132.0	[16.412586, 6.3787093]	[108, 136]	[7.2059402, 8.363047]	[106, 130]	[51586527, 51586555]	[51586525, 51586549]
593_4694	chr6	14172585	14172985	+	1000	32.0	[16.412586]	[98]	[7.2059402]	[96]	[14172764]	[14172762]
593_4696	chr6	21067511	21067911	+	877	32.0	[7.0733485]	[151]	[16.412586]	[149]	[21067737]	[21067735]
593_4697	chr6	26427408	26427808	+	1000	32.0	[16.412586]	[106]	[13.902448]	[104]	[26427603]	[26427601]
593_4698	chr6	27124200	27124600	+	1000	32.0	[8.495638]	[118]	[]	[]	[27124417]	[]
593_4699	chr6	27314003	27314403	+	945	32.0	[13.45553]	[148]	[6.6792603]	[146]	[27314228]	[27314226]
593_4700	chr6	27602321	27602721	+	1000	32.0	[]	[]	[12.235088]	[201]	[]	[27602565]
593_4702	chr6	31098539	31098939	+	1000	32.0	[16.412586]	[100]	[7.0733485]	[98]	[31098734]	[31098732]
593_4705	chr6	37891060	37891460	+	1000	32.0	[10.949082]	[104]	[7.3432603]	[145]	[37891262]	[37891303]
593_4707	chr6	52725174	52725574	+	1000	32.0	[12.235088, 8.105562]	[89, 134]	[8.085031, 11.999462]	[87, 132]	[52725344, 52725389]	[52725342, 52725387]
593_4708	chr6	56965102	56965502	+	740	32.0	[16.412586]	[123]	[]	[]	[56965318]	[]
593_471	chr3	16350194	16350594	+	1000	132.0	[7.2059402]	[96]	[16.412586]	[94]	[16350386]	[16350384]
593_4711	chr6	106856143	106856543	+	977	32.0	[13.902448]	[76]	[8.062279]	[74]	[106856311]	[106856309]
593_4712	chr6	110885530	110885930	+	1000	32.0	[]	[]	[12.082088]	[89]	[]	[110885719]
593_4713	chr6	112925699	112926099	+	1000	32.0	[16.412586]	[108]	[6.6792603]	[106]	[112925891]	[112925889]
593_4714	chr6	125784318	125784718	+	1000	32.0	[16.412586]	[109]	[7.0733485]	[107]	[125784512]	[125784510]
593_4720	chr6	157964061	157964461	+	906	32.0	[9.342972]	[195]	[]	[]	[157964288]	[]
593_4722	chr6	160774406	160774806	+	811	32.0	[16.412586]	[92]	[9.636316]	[90]	[160774596]	[160774594]
593_4727	chr7	23062465	23062865	+	1000	32.0	[16.412586]	[100]	[]	[]	[23062663]	[]
593_4728	chr7	77830941	77831341	+	903	32.0	[]	[]	[7.915286, 7.904591]	[55, 131]	[]	[77831093, 77831169]
593_473	chr12	120118335	120118735	+	1000	131.0	[16.412586]	[114]	[10.030405]	[112]	[120118537]	[120118535]
593_4731	chr7	106849092	106849492	+	1000	32.0	[12.235088]	[190]	[]	[]	[106849324]	[]
593_4736	chr7	132518095	132518495	+	1000	32.0	[12.235088]	[94]	[]	[]	[132518265]	[]
593_474	chr16	69346661	69347061	+	1000	131.0	[6.6148934]	[127]	[7.4399867, 11.85311]	[94, 125]	[69346884]	[69346851, 69346882]
593_4742	chr8	20202385	20202785	+	1000	32.0	[]	[]	[7.801716]	[115]	[]	[20202565]
593_4745	chr8	66358656	66359056	+	1000	32.0	[16.412586]	[138]	[7.0733485]	[136]	[66358880]	[66358878]
593_4746	chr8	67678554	67678954	+	1000	32.0	[16.412586]	[99]	[10.945392]	[97]	[67678731]	[67678729]
593_4749	chr8	131946879	131947279	+	1000	32.0	[7.2059402]	[125]	[16.412586]	[123]	[131947074]	[131947072]
593_475	chr17	29357873	29358273	+	1000	131.0	[7.0733485]	[120]	[16.412586]	[118]	[29358089]	[29358087]
593_4750	chr9	35789576	35789976	+	1000	32.0	[13.902448]	[109]	[9.716079]	[107]	[35789778]	[35789776]
593_4751	chr9	98310729	98311129	+	1000	32.0	[]	[]	[6.5061016]	[175]	[]	[98310964]
593_4752	chr9	100429228	100429628	+	858	32.0	[7.0733485]	[131]	[16.412586, 13.45553]	[129, 162]	[100429446]	[100429444, 100429477]
593_4753	chr9	112502116	112502516	+	1000	32.0	[7.2059402]	[149]	[16.412586]	[147]	[112502356]	[112502354]
593_4767	chr9	131106037	131106437	+	1000	32.0	[]	[]	[7.8219643, 6.8076787]	[207, 230]	[]	[131106256, 131106279]
593_4775	chrX	55206524	55206924	+	852	32.0	[13.45553]	[114]	[13.902448]	[112]	[55206736]	[55206734]
593_4776	chrX	118562542	118562942	+	946	32.0	[16.412586]	[126]	[7.0733485]	[124]	[118562756]	[118562754]
593_4778	chr1	12436923	12437323	+	843	31.0	[8.062279]	[84]	[10.162996]	[82]	[12437095]	[12437093]
593_478	chr2	177168218	177168618	+	1000	131.0	[9.342972]	[97]	[]	[]	[177168410]	[]
593_4781	chr1	24878808	24879208	+	671	31.0	[9.716079, 8.78628]	[94, 126]	[7.2059402, 6.934005]	[92, 102]	[24878977, 24879009]	[24878975, 24878985]
593_4782	chr1	28631771	28632171	+	1000	31.0	[16.412586]	[114]	[7.0733485]	[112]	[28631958]	[28631956]
593_4785	chr1	47351391	47351791	+	951	31.0	[]	[]	[16.412586]	[153]	[]	[47351611]
593_4786	chr1	84945926	84946326	+	1000	31.0	[6.682951, 16.412586]	[76, 88]	[7.58698, 6.6792603]	[78, 86]	[84946094, 84946106]	[84946096, 84946104]
593_4787	chr1	109079512	109079912	+	1000	31.0	[]	[]	[7.1189213]	[117]	[]	[109079720]
593_479	chr2	240387577	240387977	+	1000	131.0	[10.854122, 10.945392]	[89, 116]	[6.1916084, 12.673135, 16.412586]	[68, 114, 132]	[240387763, 240387790]	[240387742, 240387788, 240387806]
593_4790	chr1	114458249	114458649	+	1000	31.0	[16.412586]	[195]	[]	[]	[114458484]	[]
593_4795	chr1	154463043	154463443	+	1000	31.0	[16.412586]	[202]	[7.394709, 6.6792603]	[117, 200]	[154463289]	[154463204, 154463287]
593_4798	chr1	174428016	174428416	+	1000	31.0	[9.163619]	[97]	[16.412586, 7.0523825]	[95, 172]	[174428187]	[174428185, 174428262]
593_4799	chr1	181112418	181112818	+	1000	31.0	[7.078671, 12.673135]	[113, 126]	[10.945392]	[124]	[181112608, 181112621]	[181112619]
593_48	chr7	73774950	73775350	+	1000	434.0	[9.716079, 16.412586]	[88, 105]	[13.902448, 7.0733485]	[86, 103]	[73775132, 73775149]	[73775130, 73775147]
593_480	chr3	184006162	184006562	+	1000	131.0	[9.818272]	[103]	[16.412586]	[101]	[184006363]	[184006361]
593_4800	chr1	200139586	200139986	+	717	31.0	[6.6766243]	[90]	[]	[]	[200139742]	[]
593_4801	chr1	201885590	201885990	+	545	31.0	[16.412586]	[71]	[9.818272, 6.8680296]	[69, 115]	[201885752]	[201885750, 201885796]
593_4802	chr1	206680266	206680666	+	840	31.0	[7.8347774]	[68]	[]	[]	[206680419]	[]
593_4803	chr1	211731368	211731768	+	1000	31.0	[]	[]	[7.1189213]	[122]	[]	[211731577]
593_4804	chr1	218945037	218945437	+	984	31.0	[13.45553, 11.977605]	[111, 154]	[10.945392]	[109]	[218945237, 218945280]	[218945235]
593_4805	chr1	220957243	220957643	+	1000	31.0	[12.673135]	[127]	[10.945392]	[125]	[220957469]	[220957467]
593_4809	chr1	234975060	234975460	+	1000	31.0	[]	[]	[6.112149]	[168]	[]	[234975237]
593_481	chr6	13307649	13308049	+	1000	131.0	[12.235088]	[140]	[]	[]	[13307888]	[]
593_4815	chr1	247859033	247859433	+	825	31.0	[]	[]	[6.974188]	[136]	[]	[247859224]
593_482	chr12	95877653	95878053	+	1000	130.0	[]	[]	[16.412586, 7.260634]	[82, 102]	[]	[95877827, 95877847]
593_4822	chr10	121257504	121257904	+	921	31.0	[16.412586]	[107]	[10.945392]	[105]	[121257703]	[121257701]
593_4824	chr11	13338435	13338835	+	858	31.0	[]	[]	[16.412586]	[94]	[]	[13338627]
593_4825	chr11	47859942	47860342	+	981	31.0	[16.412586, 6.919791]	[111, 124]	[9.163619]	[109]	[47860142, 47860155]	[47860140]
593_4827	chr11	73902300	73902700	+	1000	31.0	[16.412586]	[128]	[7.2059402]	[126]	[73902504]	[73902502]
593_4828	chr11	74085477	74085877	+	1000	31.0	[9.818272]	[134]	[16.412586]	[132]	[74085707]	[74085705]
593_4829	chr11	74710169	74710569	+	1000	31.0	[8.73451]	[108]	[11.409169]	[106]	[74710367]	[74710365]
593_4832	chr11	100969695	100970095	+	1000	31.0	[]	[]	[9.5834875]	[54]	[]	[100969847]
593_4833	chr11	112044875	112045275	+	1000	31.0	[]	[]	[6.965921]	[90]	[]	[112045056]
593_4837	chr12	93674409	93674809	+	1000	31.0	[10.945392]	[69]	[13.45553]	[67]	[93674563]	[93674561]
593_4839	chr13	41930154	41930554	+	773	31.0	[16.412586]	[95]	[7.0733485]	[93]	[41930347]	[41930345]
593_4845	chr14	75283969	75284369	+	1000	31.0	[12.235088]	[110]	[]	[]	[75284166]	[]
593_4848	chr15	27545845	27546245	+	1000	31.0	[13.45553]	[114]	[9.818272]	[112]	[27546036]	[27546034]
593_485	chr9	130946813	130947213	+	1000	130.0	[7.0733485]	[134]	[16.412586]	[132]	[130947036]	[130947034]
593_4855	chr16	10241138	10241538	+	1000	31.0	[16.412586]	[117]	[10.945392]	[115]	[10241353]	[10241351]
593_4856	chr16	15590897	15591297	+	1000	31.0	[10.030405]	[127]	[8.062279]	[125]	[15591117]	[15591115]
593_486	chr1	166584940	166585340	+	1000	129.0	[12.082088]	[119]	[]	[]	[166585157]	[]
593_4860	chr16	46383586	46383986	+	1000	31.0	[9.042406]	[144]	[7.711474]	[142]	[46383827]	[46383825]
593_4866	chr17	27340018	27340418	+	783	31.0	[]	[]	[16.412586, 6.256924]	[85, 129]	[]	[27340194, 27340238]
593_487	chr16	70404454	70404854	+	1000	129.0	[16.412586]	[125]	[7.0733485]	[123]	[70404677]	[70404675]
593_4870	chr17	37609500	37609900	+	971	31.0	[]	[]	[10.772233]	[184]	[]	[37609727]
593_4875	chr17	78034807	78035207	+	1000	31.0	[12.082088]	[77]	[]	[]	[78034984]	[]
593_4876	chr18	1676413	1676813	+	1000	31.0	[11.85311]	[72]	[9.57195, 11.85311]	[70, 105]	[1676574]	[1676572, 1676607]
593_488	chr17	5618522	5618922	+	1000	129.0	[7.2059402]	[93]	[16.412586]	[91]	[5618712]	[5618710]
593_4881	chr18	12491848	12492248	+	1000	31.0	[8.78628]	[144]	[]	[]	[12492081]	[]
593_4885	chr18	74223080	74223480	+	1000	31.0	[6.3859158]	[69]	[8.342637, 6.7231274]	[67, 83]	[74223249]	[74223247, 74223263]
593_4888	chr19	8575577	8575977	+	730	31.0	[12.082088]	[121]	[]	[]	[8575789]	[]
593_4889	chr19	49489118	49489518	+	855	31.0	[11.6737585]	[107]	[10.162996]	[105]	[49489324]	[49489322]
593_489	chr9	35923833	35924233	+	1000	129.0	[11.999462]	[132]	[6.1916084, 8.238153]	[65, 130]	[35924065]	[35923998, 35924063]
593_4890	chr2	15730434	15730834	+	873	31.0	[9.189399]	[96]	[13.902448]	[94]	[15730617]	[15730615]
593_4892	chr2	86661352	86661752	+	1000	31.0	[7.2059402]	[121]	[16.412586]	[119]	[86661550]	[86661548]
593_4896	chr2	147829105	147829505	+	746	31.0	[16.412586]	[138]	[6.6792603]	[136]	[147829324]	[147829322]
593_4897	chr2	150080202	150080602	+	568	31.0	[16.412586]	[119]	[7.0733485]	[117]	[150080403]	[150080401]
593_4899	chr2	161177895	161178295	+	1000	31.0	[16.412586]	[182]	[7.0733485]	[180]	[161178137]	[161178135]
593_4900	chr2	211144066	211144466	+	820	31.0	[9.5834875, 9.5834875]	[82, 111]	[13.902448, 13.902448]	[80, 109]	[211144243, 211144272]	[211144241, 211144270]
593_4901	chr20	1215324	1215724	+	595	31.0	[13.902448]	[106]	[13.45553]	[104]	[1215489]	[1215487]
593_4905	chr20	36167815	36168215	+	1000	31.0	[8.154447]	[153]	[7.260634]	[104]	[36168059]	[36168010]
593_4908	chr20	53211928	53212328	+	1000	31.0	[]	[]	[7.0523825]	[209]	[]	[53212176]
593_4909	chr20	58252057	58252457	+	1000	31.0	[7.3432603, 10.945392]	[105, 130]	[12.32841]	[128]	[58252246, 58252271]	[58252269]
593_4913	chr22	19856895	19857295	+	981	31.0	[]	[]	[6.5575905]	[133]	[]	[19857059]
593_4918	chr22	20637831	20638231	+	916	31.0	[13.45553]	[54]	[10.030405]	[52]	[20637985]	[20637983]
593_4929	chr22	21934911	21935311	+	1000	31.0	[8.2620945]	[171]	[]	[]	[21935097]	[]
593_493	chr7	123821311	123821711	+	1000	128.0	[7.0733485]	[106]	[16.412586]	[104]	[123821514]	[123821512]
593_4931	chr22	22047841	22048241	+	954	31.0	[]	[]	[7.904591]	[123]	[]	[22048007]
593_4943	chr22	22767424	22767824	+	1000	31.0	[6.6765213]	[187]	[]	[]	[22767625]	[]
593_495	chr16	10625975	10626375	+	1000	127.0	[7.0733485]	[96]	[16.412586]	[94]	[10626166]	[10626164]
593_4952	chr22	22861478	22861878	+	1000	31.0	[6.767894]	[131]	[]	[]	[22861687]	[]
593_4959	chr22	23150936	23151336	+	1000	31.0	[]	[]	[7.0273266]	[206]	[]	[23151161]
593_496	chr2	184589249	184589649	+	1000	127.0	[7.2059402]	[130]	[8.363047, 16.412586]	[98, 128]	[184589465]	[184589433, 184589463]
593_4960	chr22	23155019	23155419	+	1000	31.0	[11.244649]	[140]	[]	[]	[23155251]	[]
593_4964	chr3	9420821	9421221	+	1000	31.0	[13.902448]	[122]	[9.5834875]	[120]	[9421040]	[9421038]
593_4965	chr3	9642789	9643189	+	1000	31.0	[]	[]	[6.4409976]	[132]	[]	[9642976]
593_4967	chr3	40299142	40299542	+	1000	31.0	[]	[]	[6.86587]	[88]	[]	[40299322]
593_4969	chr3	66554174	66554574	+	1000	31.0	[13.902448]	[106]	[9.716079]	[104]	[66554373]	[66554371]
593_4971	chr3	143596949	143597349	+	851	31.0	[13.902448]	[108]	[9.5834875]	[106]	[143597144]	[143597142]
593_4978	chr4	151031886	151032286	+	1000	31.0	[7.934307]	[235]	[]	[]	[151032126]	[]
593_4981	chr5	10091617	10092017	+	705	31.0	[11.296419, 7.078671]	[122, 144]	[]	[]	[10091839, 10091861]	[]
593_4982	chr5	10601932	10602332	+	1000	31.0	[10.949082]	[109]	[]	[]	[10602141]	[]
593_4983	chr5	34675849	34676249	+	1000	31.0	[7.2059402]	[115]	[16.412586]	[113]	[34676045]	[34676043]
593_4986	chr5	173331836	173332236	+	743	31.0	[9.636316]	[128]	[16.412586]	[126]	[173332041]	[173332039]
593_4987	chr5	179698175	179698575	+	1000	31.0	[11.296419, 6.614336]	[129, 156]	[]	[]	[179698374, 179698401]	[]
593_499	chr1	182791647	182792047	+	1000	126.0	[7.934307]	[84]	[13.902448]	[82]	[182791823]	[182791821]
593_4990	chr6	16439266	16439666	+	1000	31.0	[12.673135, 11.85311]	[77, 114]	[]	[]	[16439433, 16439470]	[]
593_5	chr22	35371872	35372272	+	1000	744.0	[]	[]	[11.195025, 16.412586, 16.412586]	[77, 106, 135]	[]	[35372048, 35372077, 35372106]
593_50	chr8	129992655	129993055	+	1000	430.0	[7.904591, 12.082088]	[74, 119]	[]	[]	[129992828, 129992873]	[]
593_500	chr2	159651891	159652291	+	1000	126.0	[7.0733485]	[92]	[16.412586]	[90]	[159652077]	[159652075]
593_5001	chr6	53048361	53048761	+	1000	31.0	[9.818272]	[156]	[13.45553]	[154]	[53048583]	[53048581]
593_5002	chr6	68280237	68280637	+	554	31.0	[16.412586]	[97]	[]	[]	[68280399]	[]
593_5003	chr6	83859406	83859806	+	999	31.0	[]	[]	[11.300851]	[158]	[]	[83859641]
593_5004	chr6	87705137	87705537	+	1000	31.0	[]	[]	[7.3432603]	[101]	[]	[87705315]
593_5006	chr6	87941825	87942225	+	1000	31.0	[13.45553]	[98]	[7.2059402]	[96]	[87942020]	[87942018]
593_5015	chr6	170553075	170553475	+	1000	31.0	[]	[]	[9.72495]	[100]	[]	[170553273]
