#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_1	chrM	12078	12478	+	1000	1345.0	[5.465889, 6.002267]	[92, 147]	[]	[]	[12259, 12314]	[]
582_2115	chr7	113117288	113117688	+	1000	106.5	[5.6703434]	[145]	[5.9220176]	[122]	[113117510]	[113117487]
582_2118	chr1	7939993	7940393	+	1000	106.0	[6.4424567, 5.9220176]	[56, 105]	[5.8216057]	[114]	[7940149, 7940198]	[7940207]
582_2124	chr17	36590012	36590412	+	1000	106.0	[10.073735]	[114]	[9.623465]	[113]	[36590212]	[36590211]
582_2126	chr19	10717673	10718073	+	1000	106.0	[11.503221]	[110]	[10.229654]	[109]	[10717874]	[10717873]
582_213	chr22	20953818	20954218	+	1000	248.5	[]	[]	[6.002267]	[117]	[]	[20954029]
582_2131	chr3	178170575	178170975	+	1000	106.0	[8.302944]	[121]	[5.9388933]	[120]	[178170789]	[178170788]
582_2134	chr6	49541090	49541490	+	1000	106.0	[5.9220176]	[111]	[]	[]	[49541289]	[]
582_2138	chr6	144185125	144185525	+	1000	106.0	[11.247147]	[113]	[15.12992]	[112]	[144185335]	[144185334]
582_214	chr12	101877121	101877521	+	1000	248.0	[11.192318]	[103]	[15.210169]	[102]	[101877319]	[101877318]
582_2142	chr8	9324543	9324943	+	1000	106.0	[9.742069]	[110]	[7.540198]	[109]	[9324728]	[9324727]
582_2143	chr9	70322098	70322498	+	1000	106.0	[15.617505]	[97]	[15.617505]	[96]	[70322290]	[70322289]
582_2145	chrX	13090528	13090928	+	1000	106.0	[6.2118034]	[122]	[11.910557]	[121]	[13090741]	[13090740]
582_2146	chr1	10507472	10507872	+	1000	105.5	[5.490918, 9.623465]	[137, 145]	[10.481071]	[144]	[10507665, 10507673]	[10507672]
582_2150	chr1	151059448	151059848	+	1000	105.5	[9.915899]	[103]	[7.046636]	[102]	[151059648]	[151059647]
582_2154	chr15	51277089	51277489	+	1000	105.5	[15.12992]	[105]	[11.654483]	[104]	[51277290]	[51277289]
582_2155	chr18	76504746	76505146	+	1000	105.5	[10.636991]	[103]	[11.910557, 6.9395094]	[102, 112]	[76504935]	[76504934, 76504944]
582_2161	chr5	95861349	95861749	+	1000	105.5	[10.481071]	[98]	[9.623465]	[97]	[95861538]	[95861537]
582_2162	chr5	126776373	126776773	+	1000	105.5	[11.166897]	[105]	[11.166897]	[104]	[126776570]	[126776569]
582_2166	chr7	97117407	97117807	+	1000	105.5	[6.2118034]	[119]	[11.910557, 5.3261824]	[118, 182]	[97117585]	[97117584, 97117648]
582_2174	chr1	227748874	227749274	+	1000	105.0	[]	[]	[6.4773445]	[148]	[]	[227749101]
582_2175	chr10	15344824	15345224	+	1000	105.0	[]	[]	[6.4773445]	[90]	[]	[15345013]
582_2178	chr12	122399882	122400282	+	1000	105.0	[6.741709, 11.015635]	[62, 155]	[10.759561]	[61]	[122400035, 122400128]	[122400034]
582_218	chr1	150363251	150363651	+	1000	246.0	[6.741709, 10.1494055]	[75, 105]	[10.759561, 7.947534]	[74, 104]	[150363423, 150363453]	[150363422, 150363452]
582_2185	chr6	2841162	2841562	+	1000	105.0	[5.830307]	[118]	[6.8953743]	[117]	[2841367]	[2841366]
582_2186	chr6	159084500	159084900	+	1000	105.0	[5.172857]	[123]	[5.5146813, 6.0304637]	[106, 122]	[159084695]	[159084678, 159084694]
582_2187	chr6	169292577	169292977	+	1000	105.0	[10.636991]	[98]	[11.503221]	[97]	[169292768]	[169292767]
582_2193	chr10	21524845	21525245	+	1000	104.5	[10.481071]	[108]	[9.216128]	[107]	[21525050]	[21525049]
582_2195	chr11	32838820	32839220	+	1000	104.5	[15.210169, 5.465889]	[98, 133]	[15.210169]	[97]	[32839017, 32839052]	[32839016]
582_2197	chr15	58933766	58934166	+	1000	104.5	[9.216128, 9.58615]	[75, 120]	[6.055884, 5.253106]	[74, 119]	[58933936, 58933981]	[58933935, 58933980]
582_2201	chr18	24976507	24976907	+	1000	104.5	[11.910557]	[102]	[10.636991]	[101]	[24976704]	[24976703]
582_2202	chr2	46590318	46590718	+	1000	104.5	[]	[]	[5.9220176]	[108]	[]	[46590513]
582_2203	chr2	55153505	55153905	+	1000	104.5	[11.166897]	[93]	[11.166897, 5.830307]	[92, 108]	[55153698]	[55153697, 55153713]
582_2211	chr1	87300603	87301003	+	1000	104.0	[11.247147]	[96]	[15.12992]	[95]	[87300797]	[87300796]
582_2214	chr14	81529425	81529825	+	1000	104.0	[]	[]	[5.9220176]	[122]	[]	[81529639]
582_222	chr1	246215012	246215412	+	1000	244.0	[11.009659]	[96]	[10.403485]	[95]	[246215205]	[246215204]
582_2221	chr2	102418494	102418894	+	1000	104.0	[7.3027105, 6.616287]	[100, 121]	[5.830307]	[99]	[102418685, 102418706]	[102418684]
582_2223	chr2	191314657	191315057	+	1000	104.0	[11.654483]	[101]	[15.12992]	[100]	[191314853]	[191314852]
582_2224	chr2	199738718	199739118	+	1000	104.0	[11.503221, 7.046636]	[113, 159]	[10.636991, 10.3232355]	[112, 158]	[199738909, 199738955]	[199738908, 199738954]
582_2226	chr7	149492	149892	+	1000	104.0	[10.636991]	[124]	[11.503221]	[123]	[149705]	[149704]
582_2229	chr7	129877500	129877900	+	1000	104.0	[]	[]	[5.9220176]	[99]	[]	[129877693]
582_2232	chr1	224357676	224358076	+	1000	103.5	[9.901916, 5.3023133, 5.172857]	[127, 142, 157]	[8.79053, 6.409603]	[126, 141]	[224357888, 224357903, 224357918]	[224357887, 224357902]
582_2234	chr10	63491490	63491890	+	1000	103.5	[10.481071, 7.195584]	[99, 120]	[9.623465]	[98]	[63491681, 63491702]	[63491680]
582_2251	chr1	214657281	214657681	+	1000	103.0	[10.636991]	[134]	[11.910557]	[133]	[214657507]	[214657506]
582_2252	chr1	244653830	244654230	+	1000	103.0	[5.5146813]	[116]	[]	[]	[244654027]	[]
582_227	chr3	14204918	14205318	+	1000	242.5	[10.636991]	[108]	[11.910557]	[107]	[14205124]	[14205123]
582_2270	chrX	65997941	65998341	+	1000	103.0	[9.216128]	[153]	[6.055884]	[152]	[65998173]	[65998172]
582_2272	chr1	45171984	45172384	+	1000	102.5	[10.403485]	[120]	[10.602323]	[119]	[45172184]	[45172183]
582_2277	chr11	110565291	110565691	+	1000	102.5	[10.1494055]	[105]	[7.947534]	[104]	[110565495]	[110565494]
582_2281	chr17	38559399	38559799	+	1000	102.5	[15.210169]	[93]	[11.192318]	[92]	[38559592]	[38559591]
582_2283	chr20	22413487	22413887	+	1000	102.5	[]	[]	[5.9220176]	[103]	[]	[22413667]
582_2289	chr4	108620330	108620730	+	1000	102.5	[10.495195, 9.556101]	[96, 113]	[]	[]	[108620513, 108620530]	[]
582_229	chr6	31703198	31703598	+	1000	242.0	[]	[]	[6.374935]	[103]	[]	[31703401]
582_2292	chr6	131637048	131637448	+	1000	102.5	[9.901916]	[97]	[9.197866]	[96]	[131637236]	[131637235]
582_2294	chr7	117127543	117127943	+	1000	102.5	[7.3027105]	[123]	[5.830307]	[122]	[117127743]	[117127742]
582_2296	chr8	12753948	12754348	+	1000	102.5	[11.015635, 10.1494055]	[84, 109]	[6.266632]	[83]	[12754126, 12754151]	[12754125]
582_2297	chr8	104417929	104418329	+	1000	102.5	[7.540198]	[123]	[5.7242174]	[122]	[104418147]	[104418146]
582_230	chr10	67790935	67791335	+	1000	241.0	[]	[]	[5.9220176]	[117]	[]	[67791143]
582_2309	chr14	75298969	75299369	+	1000	102.0	[6.7822714]	[127]	[]	[]	[75299190]	[]
582_2311	chr16	69474448	69474848	+	1000	102.0	[10.636991]	[104]	[11.910557]	[103]	[69474646]	[69474645]
582_2325	chr9	128073265	128073665	+	1000	102.0	[6.5180492]	[101]	[9.1358795]	[100]	[128073465]	[128073464]
582_2329	chr1	223137400	223137800	+	1000	101.5	[]	[]	[5.674388]	[113]	[]	[223137593]
582_2331	chr11	96263215	96263615	+	1000	101.5	[7.3027105, 5.873225]	[127, 160]	[5.830307]	[126]	[96263427, 96263460]	[96263426]
582_2339	chr2	88754249	88754649	+	1000	101.5	[]	[]	[5.9220176]	[96]	[]	[88754440]
582_234	chr7	56033546	56033946	+	1000	240.5	[]	[]	[5.9220176]	[88]	[]	[56033733]
582_2344	chr6	135195453	135195853	+	1000	101.5	[5.5146813, 10.229654]	[90, 133]	[7.485369]	[132]	[135195627, 135195670]	[135195669]
582_2345	chr7	43362952	43363352	+	1000	101.5	[10.636991]	[90]	[11.503221, 6.5180492]	[89, 110]	[43363136]	[43363135, 43363156]
582_2347	chr8	27204949	27205349	+	1000	101.5	[6.055884]	[105]	[9.623465]	[104]	[27205147]	[27205146]
582_2348	chr8	51752946	51753346	+	1000	101.5	[11.247147]	[98]	[15.12992]	[97]	[51753144]	[51753143]
582_235	chr1	8211977	8212377	+	1000	240.0	[]	[]	[5.5146813]	[114]	[]	[8212178]
582_2351	chr9	34179811	34180211	+	1000	101.5	[10.403485]	[100]	[10.602323, 5.4476857]	[99, 132]	[34180001]	[34180000, 34180033]
582_2356	chr10	92697908	92698308	+	1000	101.0	[7.540198]	[99]	[10.1494055]	[98]	[92698104]	[92698103]
582_2359	chr13	52104675	52105075	+	1000	101.0	[9.623465]	[144]	[10.073735]	[143]	[52104848]	[52104847]
582_236	chr2	161160749	161161149	+	1000	240.0	[11.910557]	[113]	[10.229654]	[112]	[161160953]	[161160952]
582_2364	chr19	31831415	31831815	+	1000	101.0	[15.617505]	[108]	[15.617505]	[107]	[31831615]	[31831614]
582_2365	chr2	79935785	79936185	+	1000	101.0	[9.623465]	[95]	[10.481071]	[94]	[79935978]	[79935977]
582_2367	chr2	208642380	208642780	+	1000	101.0	[5.3023133]	[137]	[6.409603]	[136]	[208642587]	[208642586]
582_2370	chr4	80142405	80142805	+	1000	101.0	[9.623465]	[101]	[10.481071]	[100]	[80142602]	[80142601]
582_2371	chr5	143341768	143342168	+	1000	101.0	[5.9220176]	[147]	[]	[]	[143341982]	[]
582_2373	chr8	37145610	37146010	+	1000	101.0	[]	[]	[10.902532]	[99]	[]	[37145808]
582_2379	chr1	61253364	61253764	+	1000	100.5	[6.186383]	[114]	[7.0526123]	[113]	[61253562]	[61253561]
582_238	chr7	157405015	157405415	+	1000	239.5	[10.636991]	[99]	[11.503221]	[98]	[157405211]	[157405210]
582_2384	chr15	78065372	78065772	+	1000	100.5	[11.910557]	[141]	[10.636991]	[140]	[78065589]	[78065588]
582_2390	chr3	9224458	9224858	+	1000	100.5	[5.7660985]	[113]	[]	[]	[9224650]	[]
582_2391	chr3	119638814	119639214	+	1000	100.5	[5.9220176]	[100]	[]	[]	[119639010]	[]
582_2396	chr6	41936237	41936637	+	1000	100.5	[5.422971]	[108]	[6.8953743]	[107]	[41936443]	[41936442]
582_2410	chr11	61816764	61817164	+	1000	100.0	[8.79053]	[117]	[5.476728]	[116]	[61816979]	[61816978]
582_2420	chr21	39452358	39452758	+	1000	100.0	[6.266632]	[76]	[6.410001]	[75]	[39452511]	[39452510]
582_2424	chr3	130849949	130850349	+	1000	100.0	[5.5005574, 7.947534]	[75, 113]	[5.9165163, 9.742069]	[74, 112]	[130850123, 130850161]	[130850122, 130850160]
582_2425	chr3	136786767	136787167	+	1000	100.0	[6.055884]	[86]	[5.198277]	[85]	[136786931]	[136786930]
582_2427	chr5	43491311	43491711	+	1000	100.0	[11.654483]	[109]	[15.12992]	[108]	[43491518]	[43491517]
582_243	chr10	114025303	114025703	+	1000	237.5	[5.9220176]	[102]	[]	[]	[114025504]	[]
582_2440	chr13	26983056	26983456	+	1000	99.5	[10.602323]	[90]	[6.3856335]	[89]	[26983228]	[26983227]
582_2442	chr16	11762424	11762824	+	1000	99.5	[15.12992]	[102]	[11.654483]	[101]	[11762617]	[11762616]
582_2443	chr17	42456809	42457209	+	1000	99.5	[6.266632]	[102]	[11.422971]	[101]	[42457009]	[42457008]
582_2448	chr2	197453070	197453470	+	1000	99.5	[10.116949]	[111]	[11.654483, 9.125356]	[110, 119]	[197453275]	[197453274, 197453283]
582_2450	chr2	222982016	222982416	+	1000	99.5	[5.5146813]	[134]	[]	[]	[222982232]	[]
582_2451	chr22	37561735	37562135	+	1000	99.5	[]	[]	[6.4773445]	[102]	[]	[37561935]
582_2453	chr4	80007028	80007428	+	1000	99.5	[]	[]	[7.4599485]	[156]	[]	[80007276]
582_2459	chr1	10374366	10374766	+	1000	99.0	[5.9220176]	[98]	[]	[]	[10374563]	[]
582_2464	chr12	39277437	39277837	+	1000	99.0	[5.1364346]	[84]	[5.9220176]	[104]	[39277614]	[39277634]
582_2472	chr3	149967016	149967416	+	1000	99.0	[5.9220176]	[108]	[5.1833205]	[63]	[149967215]	[149967170]
582_2473	chr3	157871254	157871654	+	1000	99.0	[11.192318]	[101]	[15.617505]	[100]	[157871439]	[157871438]
582_2474	chr3	171811470	171811870	+	1000	99.0	[]	[]	[8.710281]	[152]	[]	[171811696]
582_2480	chr6	84581922	84582322	+	1000	99.0	[5.9220176]	[102]	[]	[]	[84582101]	[]
582_2481	chr6	137968081	137968481	+	1000	99.0	[5.830307]	[97]	[7.3027105]	[96]	[137968276]	[137968275]
582_2482	chr7	74178582	74178982	+	1000	99.0	[]	[]	[5.9220176, 6.410001]	[87, 141]	[]	[74178768, 74178822]
582_2485	chr8	55587567	55587967	+	1000	99.0	[11.192318]	[87]	[15.617505]	[86]	[55587746]	[55587745]
582_2497	chr12	19096966	19097366	+	1000	98.5	[15.12992, 6.410001]	[97, 133]	[11.654483]	[96]	[19097161, 19097197]	[19097160]
582_2503	chr2	191877823	191878223	+	1000	98.5	[15.617505]	[97]	[15.617505]	[96]	[191878019]	[191878018]
582_2504	chr2	224357327	224357727	+	1000	98.5	[7.947534]	[95]	[10.1494055]	[94]	[224357507]	[224357506]
582_251	chr5	97230995	97231395	+	1000	235.0	[5.830307]	[103]	[7.3027105]	[102]	[97231190]	[97231189]
582_2523	chr13	42720303	42720703	+	1000	98.0	[8.728543]	[128]	[5.9220176, 6.5180492]	[98, 127]	[42720520]	[42720490, 42720519]
582_2526	chr16	9598110	9598510	+	1000	98.0	[9.742069]	[97]	[]	[]	[9598300]	[]
582_2527	chr16	79673658	79674058	+	1000	98.0	[6.2118034]	[120]	[11.503221]	[119]	[79673867]	[79673866]
582_2528	chr17	6927258	6927658	+	1000	98.0	[]	[]	[5.674388]	[118]	[]	[6927470]
582_253	chr10	63113994	63114394	+	1000	234.5	[]	[]	[6.8953743, 5.5146813]	[60, 106]	[]	[63114149, 63114195]
582_2533	chr2	218228513	218228913	+	1000	98.0	[15.12992]	[103]	[11.247147]	[102]	[218228709]	[218228708]
582_2543	chr7	149624523	149624923	+	1000	98.0	[]	[]	[10.495195]	[115]	[]	[149624725]
582_256	chr11	34654846	34655246	+	1000	233.5	[6.7822714]	[95]	[]	[]	[34655033]	[]
582_2560	chr6	35343400	35343800	+	1000	97.5	[]	[]	[5.5146813]	[144]	[]	[35343622]
582_2568	chr12	92145747	92146147	+	1000	97.0	[6.4773445]	[163]	[]	[]	[92145952]	[]
582_2569	chr12	102455100	102455500	+	1000	97.0	[11.503221, 9.623465]	[90, 134]	[10.229654, 10.073735]	[89, 133]	[102455283, 102455327]	[102455282, 102455326]
582_2572	chr15	40746891	40747291	+	1000	97.0	[]	[]	[5.9220176]	[115]	[]	[40747102]
582_2575	chr19	49924283	49924683	+	1000	97.0	[5.5146813]	[104]	[]	[]	[49924481]	[]
582_2582	chr4	122874212	122874612	+	1000	97.0	[5.9220176]	[109]	[]	[]	[122874418]	[]
582_2584	chr5	172772284	172772684	+	1000	97.0	[8.601925]	[122]	[11.390118]	[121]	[172772505]	[172772504]
582_2585	chr6	15763361	15763761	+	1000	97.0	[11.910557]	[102]	[10.636991]	[101]	[15763558]	[15763557]
582_2587	chr7	102286123	102286523	+	1000	97.0	[]	[]	[6.374935]	[117]	[]	[102286331]
582_2598	chr1	150576067	150576467	+	1000	96.5	[9.901916]	[106]	[9.197866]	[105]	[150576271]	[150576270]
582_2600	chr1	209768218	209768618	+	1000	96.5	[10.636991]	[104]	[11.910557]	[103]	[209768419]	[209768418]
582_2605	chr12	14460212	14460612	+	1000	96.5	[15.12992]	[91]	[11.654483]	[90]	[14460402]	[14460401]
582_2606	chr12	51070045	51070445	+	1000	96.5	[5.9220176, 5.234844]	[105, 118]	[]	[]	[51070244, 51070257]	[]
582_2607	chr12	68364854	68365254	+	1000	96.5	[6.409603]	[92]	[]	[]	[68365039]	[]
582_2615	chr2	170006578	170006978	+	1000	96.5	[11.166897]	[127]	[10.759561]	[126]	[170006793]	[170006792]
582_2616	chr21	15826196	15826596	+	1000	96.5	[11.422971]	[115]	[6.6739683]	[114]	[15826407]	[15826406]
582_262	chr2	64273448	64273848	+	1000	232.0	[10.636991, 6.0291443]	[100, 119]	[11.910557, 6.6965365]	[99, 118]	[64273644, 64273663]	[64273643, 64273662]
582_2623	chr7	131606205	131606605	+	1000	96.5	[11.015635]	[121]	[6.6739683]	[120]	[131606412]	[131606411]
582_2625	chr1	62437574	62437974	+	1000	96.0	[10.810822]	[118]	[11.009659]	[117]	[62437786]	[62437785]
582_2627	chr1	149887413	149887813	+	1000	96.0	[]	[]	[9.901916]	[92]	[]	[149887584]
582_2628	chr10	16996222	16996622	+	1000	96.0	[5.2670517]	[164]	[]	[]	[16996451]	[]
582_264	chr1	52055565	52055965	+	1000	231.5	[5.5146813, 6.6965365]	[94, 146]	[6.0291443]	[145]	[52055759, 52055811]	[52055810]
582_2641	chr18	48934675	48935075	+	1000	96.0	[5.9220176]	[104]	[]	[]	[48934871]	[]
582_2649	chr3	157174709	157175109	+	1000	96.0	[6.8953743]	[131]	[5.830307]	[130]	[157174922]	[157174921]
582_2652	chr5	123429921	123430321	+	1000	96.0	[8.728543]	[109]	[6.5180492, 5.830307]	[108, 164]	[123430107]	[123430106, 123430162]
582_2658	chr6	150902399	150902799	+	1000	96.0	[5.9220176]	[112]	[]	[]	[150902607]	[]
582_2668	chr1	52552002	52552402	+	1000	95.5	[11.009659]	[151]	[6.3856335]	[150]	[52552228]	[52552227]
582_2670	chr1	202889055	202889455	+	1000	95.5	[5.1309133, 5.531557]	[113, 134]	[9.156013, 8.710281]	[112, 133]	[202889256, 202889277]	[202889255, 202889276]
582_2671	chr11	112977865	112978265	+	1000	95.5	[6.409603, 5.9220176]	[72, 138]	[]	[]	[112978029, 112978095]	[]
582_2672	chr12	9721441	9721841	+	1000	95.5	[15.617505]	[102]	[15.617505]	[101]	[9721643]	[9721642]
582_2673	chr12	88029096	88029496	+	1000	95.5	[15.12992]	[104]	[11.654483]	[103]	[88029296]	[88029295]
582_268	chr1	61120938	61121338	+	1000	230.5	[9.993486, 5.9220176]	[53, 102]	[5.253106]	[52]	[61121091, 61121140]	[61121090]
582_2682	chr17	28172946	28173346	+	1000	95.5	[]	[]	[5.674388]	[148]	[]	[28173176]
582_2683	chr2	38148421	38148821	+	1000	95.5	[10.481071, 5.9388933]	[124, 148]	[9.623465, 8.302944]	[123, 147]	[38148635, 38148659]	[38148634, 38148658]
582_2685	chr21	14762286	14762686	+	1000	95.5	[11.422971, 10.636991]	[97, 175]	[6.6739683, 11.910557]	[96, 174]	[14762442, 14762520]	[14762441, 14762519]
582_2691	chr6	159790090	159790490	+	1000	95.5	[8.728543]	[122]	[]	[]	[159790299]	[]
582_2695	chr7	113882284	113882684	+	1000	95.5	[5.9220176]	[119]	[]	[]	[113882489]	[]
582_27	chr3	5126628	5127028	+	1000	574.5	[11.910557, 5.6604424]	[92, 130]	[10.636991, 9.993486]	[91, 129]	[5126818, 5126856]	[5126817, 5126855]
582_270	chr7	65145907	65146307	+	1000	230.5	[5.3427215]	[70]	[]	[]	[65146075]	[]
582_2704	chr16	2223407	2223807	+	1000	95.0	[]	[]	[6.374935]	[103]	[]	[2223606]
582_271	chr11	33258028	33258428	+	1000	230.0	[15.210169]	[101]	[15.210169]	[100]	[33258227]	[33258226]
582_2712	chr3	177836713	177837113	+	1000	95.0	[10.481071]	[105]	[5.198277]	[104]	[177836906]	[177836905]
582_2713	chr5	72505547	72505947	+	1000	95.0	[5.9220176]	[100]	[]	[]	[72505744]	[]
582_272	chr1	17441370	17441770	+	1000	229.5	[5.9220176]	[84]	[5.9220176]	[109]	[17441550]	[17441575]
582_273	chr20	63740813	63741213	+	1000	229.5	[11.503221]	[120]	[10.229654]	[119]	[63741022]	[63741021]
582_2734	chr17	77886309	77886709	+	1000	94.5	[5.9220176]	[112]	[]	[]	[77886515]	[]
582_2738	chr3	36993226	36993626	+	1000	94.5	[]	[]	[8.521676]	[149]	[]	[36993437]
582_274	chr7	146185843	146186243	+	1000	229.0	[11.654483]	[98]	[15.12992]	[97]	[146186041]	[146186040]
582_2742	chr5	117138533	117138933	+	1000	94.5	[6.186383, 7.4599485, 6.186383, 7.4599485, 6.186383, 6.186383]	[72, 86, 102, 119, 135, 151]	[7.4599485, 6.186383, 7.4599485, 6.186383, 7.4599485, 7.4599485]	[71, 85, 101, 118, 134, 150]	[117138690, 117138704, 117138720, 117138737, 117138753, 117138769]	[117138689, 117138703, 117138719, 117138736, 117138752, 117138768]
582_2746	chr7	30595977	30596377	+	1000	94.5	[5.9220176]	[89]	[]	[]	[30596150]	[]
582_275	chr2	156401270	156401670	+	1000	228.5	[11.422971]	[102]	[6.6739683]	[101]	[156401469]	[156401468]
582_2751	chr1	51422038	51422438	+	1000	94.0	[]	[]	[5.5146813]	[126]	[]	[51422204]
582_2766	chr19	33052322	33052722	+	1000	94.0	[15.12992]	[97]	[11.247147]	[96]	[33052519]	[33052518]
582_277	chr10	80769817	80770217	+	1000	228.0	[5.5146813]	[102]	[]	[]	[80770011]	[]
582_2773	chr5	10381814	10382214	+	1000	94.0	[7.540198]	[70]	[10.1494055, 5.9220176]	[69, 100]	[10381981]	[10381980, 10382011]
582_2782	chr11	65422526	65422926	+	1000	93.5	[9.623465]	[111]	[10.073735]	[110]	[65422734]	[65422733]
582_2788	chr16	32842855	32843255	+	1000	93.5	[]	[]	[5.9220176]	[72]	[]	[32843026]
582_2798	chr2	173218628	173219028	+	1000	93.5	[11.654483]	[116]	[14.722584]	[115]	[173218837]	[173218836]
582_280	chr6	36029487	36029887	+	1000	227.5	[10.636991]	[103]	[11.910557, 8.728543]	[102, 151]	[36029686]	[36029685, 36029734]
582_2802	chr4	83536032	83536432	+	1000	93.5	[6.7822714]	[96]	[]	[]	[83536225]	[]
582_2807	chr6	31949045	31949445	+	1000	93.5	[11.503221]	[110]	[10.636991]	[109]	[31949245]	[31949244]
582_282	chr21	42199444	42199844	+	1000	227.0	[8.710281]	[81]	[5.9388933, 5.9220176]	[80, 105]	[42199619]	[42199618, 42199643]
582_2835	chr3	132788338	132788738	+	1000	93.0	[5.9220176]	[127]	[]	[]	[132788565]	[]
582_2838	chr4	112340118	112340518	+	1000	93.0	[11.654483]	[97]	[15.12992]	[96]	[112340290]	[112340289]
582_284	chr1	32817148	32817548	+	1000	226.5	[]	[]	[5.5146813]	[104]	[]	[32817347]
582_2858	chr12	89686300	89686700	+	1000	92.5	[14.722584]	[121]	[11.247147]	[120]	[89686509]	[89686508]
582_2859	chr12	122080959	122081359	+	1000	92.5	[7.103873]	[106]	[6.0291443]	[105]	[122081150]	[122081149]
582_2860	chr13	29594955	29595355	+	1000	92.5	[]	[]	[5.5146813]	[95]	[]	[29595149]
582_2865	chr15	64223871	64224271	+	1000	92.5	[5.9388933]	[101]	[8.710281]	[100]	[64224069]	[64224068]
582_287	chr4	94341470	94341870	+	1000	225.5	[15.617505]	[100]	[15.617505]	[99]	[94341668]	[94341667]
582_2872	chr17	46276239	46276639	+	1000	92.5	[11.166897]	[109]	[11.166897]	[108]	[46276431]	[46276430]
582_2879	chr2	200795173	200795573	+	1000	92.5	[10.704732]	[110]	[11.654483]	[109]	[200795373]	[200795372]
582_289	chr4	40205813	40206213	+	1000	224.5	[]	[]	[5.9220176]	[114]	[]	[40206018]
582_2891	chr6	52286866	52287266	+	1000	92.5	[7.103873]	[129]	[6.0291443]	[128]	[52287077]	[52287076]
582_2900	chr1	219906971	219907371	+	1000	92.0	[10.636991]	[104]	[11.910557]	[103]	[219907171]	[219907170]
582_2903	chr11	96098725	96099125	+	1000	92.0	[11.910557]	[104]	[10.636991]	[103]	[96098925]	[96098924]
582_2904	chr12	51954921	51955321	+	1000	92.0	[14.722584]	[107]	[7.229295, 5.7790465]	[106, 145]	[51955106]	[51955105, 51955144]
582_2908	chr14	78448442	78448842	+	1000	92.0	[10.636991]	[105]	[11.503221]	[104]	[78448632]	[78448631]
582_291	chr1	201154369	201154769	+	1000	224.0	[11.192318]	[125]	[11.192318]	[124]	[201154584]	[201154583]
582_2912	chr2	120990594	120990994	+	1000	92.0	[15.617505]	[97]	[15.210169]	[96]	[120990790]	[120990789]
582_2913	chr21	36859702	36860102	+	1000	92.0	[11.009659]	[90]	[10.403485]	[89]	[36859891]	[36859890]
582_2920	chr4	1693117	1693517	+	1000	92.0	[15.12992]	[139]	[11.654483]	[138]	[1693335]	[1693334]
582_2924	chr6	150866177	150866577	+	1000	92.0	[5.9220176]	[82]	[]	[]	[150866357]	[]
582_293	chr2	178414782	178415182	+	1000	224.0	[5.9220176]	[103]	[]	[]	[178414984]	[]
582_2931	chr1	162152253	162152653	+	1000	91.5	[9.197866]	[94]	[9.494579]	[93]	[162152445]	[162152444]
582_2937	chr17	65975765	65976165	+	1000	91.5	[15.12992]	[135]	[11.247147]	[134]	[65975984]	[65975983]
582_294	chr4	105951128	105951528	+	1000	224.0	[14.722584]	[105]	[11.654483]	[104]	[105951318]	[105951317]
582_2945	chr3	149225156	149225556	+	1000	91.5	[6.266632]	[100]	[11.422971]	[99]	[149225353]	[149225352]
582_2946	chr4	1043642	1044042	+	1000	91.5	[5.5146813]	[110]	[]	[]	[1043840]	[]
582_2947	chr4	25861189	25861589	+	1000	91.5	[10.073735]	[100]	[9.623465]	[99]	[25861387]	[25861386]
582_2949	chr5	993535	993935	+	1000	91.5	[6.2118034]	[121]	[7.485369]	[120]	[993738]	[993737]
582_2952	chr6	100880421	100880821	+	1000	91.5	[10.810822]	[85]	[11.009659]	[84]	[100880604]	[100880603]
582_2967	chr1	167601448	167601848	+	1000	91.0	[15.617505]	[106]	[10.604535]	[105]	[167601650]	[167601649]
582_2968	chr1	199167466	199167866	+	1000	91.0	[8.302944]	[128]	[6.7822714]	[97]	[199167682]	[199167651]
582_2969	chr10	89086744	89087144	+	1000	91.0	[5.9220176]	[100]	[]	[]	[89086942]	[]
582_297	chr8	41508428	41508828	+	1000	223.0	[6.6739683, 9.623465]	[105, 139]	[11.422971, 5.468101]	[104, 138]	[41508621, 41508655]	[41508620, 41508654]
582_2971	chr11	63974363	63974763	+	1000	91.0	[]	[]	[6.4773445]	[85]	[]	[63974543]
582_2972	chr13	21069549	21069949	+	1000	91.0	[7.229295, 10.481071]	[103, 118]	[14.722584, 9.623465]	[102, 117]	[21069731, 21069746]	[21069730, 21069745]
582_2974	chr15	76336260	76336660	+	1000	91.0	[6.4773445]	[103]	[]	[]	[76336456]	[]
582_2975	chr16	28538851	28539251	+	1000	91.0	[5.9220176]	[129]	[]	[]	[28539058]	[]
582_2977	chr17	50862135	50862535	+	1000	91.0	[11.910557]	[102]	[10.636991]	[101]	[50862330]	[50862329]
582_2979	chr18	69089012	69089412	+	1000	91.0	[11.654483]	[93]	[15.12992]	[92]	[69089205]	[69089204]
582_298	chr1	209673870	209674270	+	1000	222.0	[]	[]	[5.9220176]	[103]	[]	[209674073]
