#PeakID(python scan_motif.py ./ENCODE_processed_files/E2F1_idr.fa E2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
562_420	chr11	125592432	125592832	+	1000	153.0	[11.7800665]	[131]	[]	[]	[125592658]	[]
562_4202	chr7	64903105	64903505	+	1000	38.0	[]	[]	[5.667835]	[81]	[]	[64903275]
562_4206	chr7	107836278	107836678	+	1000	38.0	[11.7800665]	[111]	[]	[]	[107836452]	[]
562_4207	chr7	107890902	107891302	+	1000	38.0	[5.570742]	[174]	[]	[]	[107891102]	[]
562_4210	chr9	128504456	128504856	+	1000	38.0	[11.665144, 11.7800665]	[110, 118]	[]	[]	[128504639, 128504647]	[]
562_4216	chrX	70133217	70133617	+	1000	38.0	[]	[]	[10.589524]	[136]	[]	[70133451]
562_422	chr18	31738917	31739317	+	1000	153.0	[]	[]	[11.665144]	[101]	[]	[31739112]
562_4220	chr1	27365441	27365841	+	1000	37.5	[]	[]	[11.665144]	[97]	[]	[27365630]
562_4221	chr1	28232741	28233141	+	1000	37.5	[]	[]	[6.051324]	[166]	[]	[28232973]
562_4225	chr1	92785055	92785455	+	1000	37.5	[]	[]	[5.667835]	[127]	[]	[92785253]
562_423	chr19	47130718	47131118	+	1000	153.0	[6.051324]	[91]	[]	[]	[47130896]	[]
562_4231	chr1	182029923	182030323	+	1000	37.5	[11.665144]	[143]	[]	[]	[182030127]	[]
562_4238	chr10	32958321	32958721	+	1000	37.5	[11.7800665]	[107]	[]	[]	[32958498]	[]
562_424	chr19	50329545	50329945	+	1000	153.0	[11.665144]	[68]	[11.665144]	[91]	[50329709]	[50329732]
562_4244	chr12	53452336	53452736	+	872	37.5	[5.667835]	[67]	[5.552912, 9.302818, 10.704447]	[105, 124, 143]	[53452487]	[53452525, 53452544, 53452563]
562_4246	chr12	100141847	100142247	+	1000	37.5	[11.665144]	[121]	[]	[]	[100142063]	[]
562_4252	chr17	19378029	19378429	+	1000	37.5	[]	[]	[9.187896]	[198]	[]	[19378237]
562_4253	chr17	30117091	30117491	+	1000	37.5	[]	[]	[11.665144]	[103]	[]	[30117277]
562_4255	chr17	44503180	44503580	+	1000	37.5	[11.7800665]	[143]	[10.2635145]	[165]	[44503350]	[44503372]
562_4256	chr17	76726755	76727155	+	1000	37.5	[10.378438]	[84]	[11.665144, 10.704447]	[156, 162]	[76726923]	[76726995, 76727001]
562_4258	chr18	36187721	36188121	+	1000	37.5	[]	[]	[11.665144]	[144]	[]	[36187931]
562_4259	chr18	36828556	36828956	+	1000	37.5	[11.7800665]	[165]	[10.589524]	[155]	[36828793]	[36828783]
562_426	chr5	36151827	36152227	+	1000	152.0	[6.051324]	[108]	[]	[]	[36152027]	[]
562_4261	chr19	6730083	6730483	+	1000	37.5	[]	[]	[11.665144]	[164]	[]	[6730321]
562_4262	chr19	8505727	8506127	+	1000	37.5	[]	[]	[9.187896]	[95]	[]	[8505885]
562_4263	chr19	10403981	10404381	+	1000	37.5	[10.704447]	[101]	[10.704447]	[98]	[10404161]	[10404158]
562_4266	chr19	41957783	41958183	+	1000	37.5	[10.2635145]	[145]	[]	[]	[41957987]	[]
562_4267	chr19	50724450	50724850	+	1000	37.5	[11.7800665]	[185]	[]	[]	[50724690]	[]
562_4268	chr2	70086283	70086683	+	1000	37.5	[11.665144]	[168]	[9.302818]	[234]	[70086464]	[70086530]
562_4272	chr22	20394634	20395034	+	1000	37.5	[11.7800665]	[165]	[11.7800665]	[230]	[20394803]	[20394868]
562_4277	chr22	39308787	39309187	+	1000	37.5	[]	[]	[11.665144]	[135]	[]	[39308992]
562_4278	chr3	5774475	5774875	+	1000	37.5	[]	[]	[11.7800665]	[136]	[]	[5774645]
562_4279	chr3	23917120	23917520	+	1000	37.5	[6.051324, 10.589524]	[142, 204]	[]	[]	[23917304, 23917366]	[]
562_428	chr12	91679409	91679809	+	1000	151.0	[]	[]	[11.665144]	[132]	[]	[91679625]
562_4285	chr4	118685453	118685853	+	1000	37.5	[]	[]	[10.378438]	[181]	[]	[118685698]
562_4286	chr4	152536056	152536456	+	1000	37.5	[6.051324]	[158]	[9.302818]	[86]	[152536303]	[152536231]
562_4288	chr4	165327345	165327745	+	794	37.5	[10.704447]	[138]	[10.589524]	[135]	[165327560]	[165327557]
562_4289	chr5	37186753	37187153	+	1000	37.5	[11.7800665, 5.552912]	[95, 143]	[]	[]	[37186928, 37186976]	[]
562_429	chr13	60163758	60164158	+	1000	151.0	[]	[]	[11.7800665, 6.051324]	[98, 131]	[]	[60163934, 60163967]
562_4291	chr5	133026132	133026532	+	1000	37.5	[]	[]	[5.570742]	[104]	[]	[133026311]
562_4292	chr5	136080506	136080906	+	1000	37.5	[9.302818]	[118]	[]	[]	[136080715]	[]
562_4297	chr6	31490440	31490840	+	1000	37.5	[11.7800665]	[175]	[]	[]	[31490686]	[]
562_430	chr4	56435792	56436192	+	1000	151.0	[]	[]	[11.7800665, 5.570742]	[89, 123]	[]	[56435951, 56435985]
562_4303	chr8	123041466	123041866	+	1000	37.5	[11.665144]	[155]	[]	[]	[123041714]	[]
562_4304	chr9	130915563	130915963	+	1000	37.5	[9.187896]	[159]	[]	[]	[130915792]	[]
562_4306	chr9	131053321	131053721	+	1000	37.5	[]	[]	[5.667835]	[218]	[]	[131053568]
562_4309	chrX	123731564	123731964	+	541	37.5	[6.051324]	[174]	[]	[]	[123731792]	[]
562_431	chr6	152875779	152876179	+	1000	151.0	[10.589524]	[136]	[]	[]	[152875988]	[]
562_4311	chrX	155641417	155641817	+	1000	37.5	[11.665144, 11.665144, 5.552912]	[94, 110, 129]	[]	[]	[155641597, 155641613, 155641632]	[]
562_4318	chr1	44029727	44030127	+	720	37.0	[]	[]	[5.667835]	[162]	[]	[44029968]
562_432	chr1	32817837	32818237	+	1000	150.5	[11.7800665, 11.665144]	[103, 120]	[10.378438]	[144]	[32818018, 32818035]	[32818059]
562_4322	chr1	85276514	85276914	+	1000	37.0	[10.378438]	[99]	[11.665144]	[137]	[85276680]	[85276718]
562_4325	chr1	179293407	179293807	+	945	37.0	[]	[]	[9.302818]	[147]	[]	[179293643]
562_4329	chr10	94362894	94363294	+	833	37.0	[11.665144, 11.7800665]	[152, 164]	[]	[]	[94363124, 94363136]	[]
562_433	chr11	62855850	62856250	+	1000	150.5	[10.589524]	[114]	[]	[]	[62856058]	[]
562_4330	chr10	110568245	110568645	+	1000	37.0	[6.051324]	[83]	[11.665144]	[76]	[110568428]	[110568421]
562_4331	chr10	123135127	123135527	+	1000	37.0	[11.665144]	[95]	[11.7800665]	[78]	[123135305]	[123135288]
562_4333	chr11	46380602	46381002	+	1000	37.0	[]	[]	[11.665144, 11.665144]	[90, 97]	[]	[46380760, 46380767]
562_4336	chr11	85647742	85648142	+	1000	37.0	[]	[]	[6.051324]	[87]	[]	[85647926]
562_4337	chr11	118621014	118621414	+	944	37.0	[]	[]	[11.665144, 11.7800665]	[128, 190]	[]	[118621191, 118621253]
562_434	chr14	64387895	64388295	+	1000	150.5	[]	[]	[11.665144]	[98]	[]	[64388090]
562_4340	chr12	95073439	95073839	+	995	37.0	[5.667835]	[152]	[6.051324]	[113]	[95073630]	[95073591]
562_4344	chr14	45084116	45084516	+	1000	37.0	[]	[]	[11.7800665]	[147]	[]	[45084354]
562_4345	chr14	105490844	105491244	+	893	37.0	[6.051324]	[152]	[]	[]	[105491072]	[]
562_4346	chr15	82262301	82262701	+	1000	37.0	[]	[]	[11.665144]	[130]	[]	[82262521]
562_435	chr15	90930072	90930472	+	1000	150.5	[]	[]	[11.665144]	[92]	[]	[90930239]
562_4351	chr16	28974560	28974960	+	860	37.0	[]	[]	[11.7800665]	[123]	[]	[28974768]
562_4352	chr16	29961602	29962002	+	1000	37.0	[]	[]	[5.552912, 5.552912]	[110, 154]	[]	[29961808, 29961852]
562_4354	chr16	30558447	30558847	+	1000	37.0	[11.7800665]	[144]	[]	[]	[30558656]	[]
562_4355	chr16	57810345	57810745	+	1000	37.0	[]	[]	[11.7800665]	[57]	[]	[57810496]
562_4356	chr16	67160901	67161301	+	1000	37.0	[]	[]	[11.7800665]	[97]	[]	[67161095]
562_4357	chr16	69186927	69187327	+	1000	37.0	[11.665144]	[109]	[]	[]	[69187131]	[]
562_4358	chr16	70435974	70436374	+	623	37.0	[]	[]	[5.667835]	[91]	[]	[70436161]
562_4359	chr17	5111788	5112188	+	1000	37.0	[5.552912]	[201]	[]	[]	[5112018]	[]
562_436	chr16	58129374	58129774	+	1000	150.5	[5.570742]	[144]	[]	[]	[58129593]	[]
562_4360	chr17	28728718	28729118	+	1000	37.0	[5.667835]	[178]	[6.051324]	[165]	[28728958]	[28728945]
562_4361	chr17	42609459	42609859	+	1000	37.0	[11.7800665]	[188]	[9.187896]	[138]	[42609703]	[42609653]
562_4362	chr17	44210372	44210772	+	1000	37.0	[]	[]	[11.7800665, 11.7800665]	[87, 126]	[]	[44210549, 44210588]
562_4367	chr19	40602363	40602763	+	1000	37.0	[5.667835]	[62]	[11.7800665]	[74]	[40602523]	[40602535]
562_4368	chr19	41363744	41364144	+	1000	37.0	[10.2635145]	[217]	[]	[]	[41363990]	[]
562_437	chr4	82372919	82373319	+	1000	150.5	[11.665144]	[113]	[]	[]	[82373129]	[]
562_4370	chr19	49118819	49119219	+	1000	37.0	[10.704447]	[143]	[6.051324]	[108]	[49119056]	[49119021]
562_4372	chr19	57389747	57390147	+	1000	37.0	[10.704447, 5.552912, 11.7800665]	[151, 153, 185]	[]	[]	[57389961, 57389963, 57389995]	[]
562_4373	chr19	58555061	58555461	+	836	37.0	[]	[]	[6.051324]	[139]	[]	[58555257]
562_4374	chr2	32039611	32040011	+	996	37.0	[]	[]	[10.378438]	[122]	[]	[32039826]
562_4375	chr2	70291846	70292246	+	1000	37.0	[]	[]	[5.552912]	[110]	[]	[70292044]
562_4377	chr2	241315262	241315662	+	1000	37.0	[]	[]	[11.7800665, 11.7800665]	[113, 131]	[]	[241315448, 241315466]
562_4378	chr20	50790566	50790966	+	1000	37.0	[11.7800665]	[145]	[]	[]	[50790768]	[]
562_438	chr10	35391144	35391544	+	1000	150.0	[11.665144]	[123]	[]	[]	[35391342]	[]
562_4385	chr3	114056291	114056691	+	1000	37.0	[9.302818]	[89]	[]	[]	[114056454]	[]
562_4388	chr4	75514369	75514769	+	1000	37.0	[10.704447, 10.378438]	[165, 176]	[]	[]	[75514587, 75514598]	[]
562_4389	chr4	121696238	121696638	+	1000	37.0	[11.665144]	[112]	[]	[]	[121696390]	[]
562_439	chr11	9384409	9384809	+	1000	150.0	[]	[]	[11.7800665, 9.187896, 10.589524]	[89, 131, 149]	[]	[9384595, 9384637, 9384655]
562_4391	chr4	185396187	185396587	+	970	37.0	[]	[]	[11.7800665]	[152]	[]	[185396412]
562_4393	chr5	150904874	150905274	+	1000	37.0	[10.378438]	[133]	[]	[]	[150905031]	[]
562_4395	chr6	28737737	28738137	+	1000	37.0	[]	[]	[11.7800665, 10.2635145]	[91, 131]	[]	[28737918, 28737958]
562_440	chr17	38702339	38702739	+	1000	150.0	[11.665144, 11.665144, 11.7800665]	[74, 81, 94]	[]	[]	[38702508, 38702515, 38702528]	[]
562_4400	chr6	145733784	145734184	+	1000	37.0	[11.7800665]	[108]	[]	[]	[145733991]	[]
562_4402	chr7	2303298	2303698	+	1000	37.0	[11.665144]	[121]	[]	[]	[2303514]	[]
562_4405	chr7	44490444	44490844	+	1000	37.0	[]	[]	[11.7800665]	[92]	[]	[44490606]
562_441	chr19	55503614	55504014	+	1000	150.0	[]	[]	[11.7800665, 11.7800665, 11.665144, 9.302818]	[59, 65, 97, 115]	[]	[55503773, 55503779, 55503811, 55503829]
562_4410	chr8	144074172	144074572	+	1000	37.0	[11.665144]	[135]	[]	[]	[144074357]	[]
562_4413	chr9	125189767	125190167	+	1000	37.0	[]	[]	[10.378438]	[135]	[]	[125189977]
562_442	chr4	112636735	112637135	+	1000	150.0	[6.051324]	[88]	[]	[]	[112636913]	[]
562_4422	chr1	25232518	25232918	+	1000	36.5	[11.7800665]	[130]	[]	[]	[25232673]	[]
562_4423	chr1	28505625	28506025	+	806	36.5	[11.665144, 5.667835]	[127, 146]	[6.051324, 5.570742]	[122, 141]	[28505851, 28505870]	[28505846, 28505865]
562_4426	chr1	47231762	47232162	+	1000	36.5	[11.7800665, 10.378438]	[176, 188]	[]	[]	[47231966, 47231978]	[]
562_4430	chr1	146376944	146377344	+	1000	36.5	[10.589524]	[111]	[]	[]	[146377147]	[]
562_4432	chr1	155324311	155324711	+	1000	36.5	[11.7800665]	[151]	[11.7800665, 6.051324]	[122, 170]	[155324538]	[155324509, 155324557]
562_4433	chr1	155911227	155911627	+	881	36.5	[5.570742]	[90]	[11.665144]	[142]	[155911403]	[155911455]
562_4435	chr1	234599614	234600014	+	1000	36.5	[10.378438]	[178]	[]	[]	[234599814]	[]
562_4436	chr10	14677346	14677746	+	1000	36.5	[10.589524]	[92]	[]	[]	[14677536]	[]
562_4438	chr10	45972314	45972714	+	1000	36.5	[5.570742]	[94]	[]	[]	[45972466]	[]
562_4443	chr11	518853	519253	+	1000	36.5	[]	[]	[5.570742]	[141]	[]	[519073]
562_4444	chr11	45918424	45918824	+	1000	36.5	[11.7800665]	[86]	[]	[]	[45918602]	[]
562_4447	chr12	53727292	53727692	+	885	36.5	[10.704447]	[158]	[10.2635145]	[198]	[53727489]	[53727529]
562_4448	chr12	119667806	119668206	+	837	36.5	[]	[]	[10.589524, 10.2635145]	[116, 134]	[]	[119668006, 119668024]
562_4449	chr13	41311085	41311485	+	1000	36.5	[11.665144]	[134]	[]	[]	[41311274]	[]
562_445	chr1	62436504	62436904	+	1000	149.0	[]	[]	[10.704447]	[147]	[]	[62436712]
562_4450	chr14	59187673	59188073	+	634	36.5	[11.665144]	[99]	[]	[]	[59187842]	[]
562_4451	chr14	63101902	63102302	+	1000	36.5	[5.552912]	[167]	[]	[]	[63102090]	[]
562_4452	chr15	51077572	51077972	+	1000	36.5	[]	[]	[5.552912, 10.589524]	[71, 129]	[]	[51077725, 51077783]
562_4453	chr15	69452564	69452964	+	1000	36.5	[10.704447, 5.667835]	[199, 201]	[5.570742]	[141]	[69452809, 69452811]	[69452751]
562_4456	chr16	31142179	31142579	+	752	36.5	[]	[]	[5.570742]	[107]	[]	[31142364]
562_4457	chr16	56608382	56608782	+	1000	36.5	[]	[]	[10.2635145]	[102]	[]	[56608567]
562_446	chr22	20917045	20917445	+	1000	149.0	[11.7800665]	[150]	[5.570742]	[115]	[20917287]	[20917252]
562_4460	chr17	22310708	22311108	+	1000	36.5	[9.187896, 6.051324]	[132, 175]	[]	[]	[22310911, 22310954]	[]
562_4464	chr19	1103735	1104135	+	600	36.5	[10.704447]	[81]	[]	[]	[1103903]	[]
562_4465	chr19	4575266	4575666	+	1000	36.5	[11.665144]	[167]	[]	[]	[4575498]	[]
562_4466	chr19	44927001	44927401	+	1000	36.5	[9.187896]	[153]	[]	[]	[44927206]	[]
562_4467	chr19	48872135	48872535	+	992	36.5	[5.552912, 5.570742]	[147, 235]	[]	[]	[48872294, 48872382]	[]
562_4468	chr19	52008131	52008531	+	946	36.5	[]	[]	[9.187896]	[96]	[]	[52008324]
562_447	chr5	179623712	179624112	+	1000	149.0	[]	[]	[11.665144]	[98]	[]	[179623890]
562_4471	chr20	33401481	33401881	+	1000	36.5	[10.2635145]	[118]	[]	[]	[33401651]	[]
562_4473	chr21	10413477	10413877	+	897	36.5	[5.570742]	[125]	[]	[]	[10413692]	[]
562_4476	chr22	19695709	19696109	+	932	36.5	[6.051324]	[168]	[]	[]	[19695954]	[]
562_4484	chr22	31212242	31212642	+	1000	36.5	[]	[]	[6.051324]	[128]	[]	[31212448]
562_4487	chr3	40457127	40457527	+	1000	36.5	[]	[]	[5.552912]	[170]	[]	[40457340]
562_4488	chr3	46979181	46979581	+	1000	36.5	[10.2635145]	[184]	[]	[]	[46979404]	[]
562_449	chr1	40691545	40691945	+	1000	148.5	[]	[]	[10.589524]	[111]	[]	[40691741]
562_4490	chr3	130747613	130748013	+	1000	36.5	[]	[]	[5.552912]	[152]	[]	[130747845]
562_4491	chr4	2416280	2416680	+	1000	36.5	[]	[]	[11.7800665]	[130]	[]	[2416452]
562_4496	chr5	14675935	14676335	+	1000	36.5	[]	[]	[11.665144]	[104]	[]	[14676130]
562_4497	chr5	43483330	43483730	+	1000	36.5	[10.589524, 9.302818]	[151, 169]	[]	[]	[43483560, 43483578]	[]
562_4498	chr5	112160572	112160972	+	1000	36.5	[]	[]	[10.704447]	[163]	[]	[112160802]
562_4499	chr5	122845088	122845488	+	982	36.5	[]	[]	[9.187896]	[178]	[]	[122845324]
562_45	chr6	52284662	52285062	+	1000	462.5	[11.665144]	[160]	[]	[]	[52284909]	[]
562_4501	chr5	178153737	178154137	+	1000	36.5	[10.704447, 5.552912]	[131, 133]	[]	[]	[178153900, 178153902]	[]
562_4503	chr6	26196188	26196588	+	1000	36.5	[]	[]	[11.665144]	[76]	[]	[26196348]
562_4504	chr6	28781707	28782107	+	1000	36.5	[5.552912]	[132]	[]	[]	[28781870]	[]
562_4505	chr6	30744440	30744840	+	1000	36.5	[]	[]	[11.7800665]	[86]	[]	[30744615]
562_4508	chr6	144202723	144203123	+	1000	36.5	[]	[]	[11.665144]	[113]	[]	[144202899]
562_4511	chr7	120988563	120988963	+	841	36.5	[]	[]	[11.7800665]	[96]	[]	[120988716]
562_4512	chr7	154676648	154677048	+	1000	36.5	[5.552912]	[108]	[]	[]	[154676829]	[]
562_4513	chr7	156949572	156949972	+	1000	36.5	[11.7800665]	[100]	[]	[]	[156949756]	[]
562_452	chr17	58692455	58692855	+	1000	148.5	[11.665144, 6.051324]	[98, 126]	[11.665144]	[142]	[58692648, 58692676]	[58692692]
562_4521	chrX	48306095	48306495	+	1000	36.5	[]	[]	[6.051324]	[150]	[]	[48306326]
562_4522	chrX	71067854	71068254	+	1000	36.5	[5.570742]	[182]	[11.7800665, 10.704447]	[201, 207]	[71068067]	[71068086, 71068092]
562_4524	chr1	1782623	1783023	+	1000	36.0	[]	[]	[9.187896]	[129]	[]	[1782852]
562_4527	chr1	84506373	84506773	+	1000	36.0	[5.667835]	[156]	[]	[]	[84506622]	[]
562_4529	chr1	121016721	121017121	+	781	36.0	[5.552912]	[104]	[11.7800665]	[90]	[121016886]	[121016872]
562_453	chr12	56104195	56104595	+	1000	148.0	[]	[]	[11.665144]	[83]	[]	[56104370]
562_4530	chr1	149708503	149708903	+	1000	36.0	[5.552912]	[130]	[11.7800665]	[116]	[149708701]	[149708687]
562_4533	chr1	156082351	156082751	+	1000	36.0	[]	[]	[11.665144]	[139]	[]	[156082551]
562_4534	chr1	175023339	175023739	+	999	36.0	[]	[]	[5.667835]	[216]	[]	[175023562]
562_4535	chr1	236351956	236352356	+	1000	36.0	[]	[]	[10.378438]	[141]	[]	[236352165]
562_454	chr4	80007039	80007439	+	1000	148.0	[11.665144]	[123]	[]	[]	[80007253]	[]
562_4540	chr11	62787174	62787574	+	1000	36.0	[]	[]	[6.051324]	[72]	[]	[62787327]
562_4541	chr11	64305010	64305410	+	1000	36.0	[]	[]	[5.667835, 10.704447]	[130, 132]	[]	[64305213, 64305215]
562_4542	chr11	65615466	65615866	+	821	36.0	[]	[]	[5.570742]	[213]	[]	[65615694]
562_4545	chr12	55926868	55927268	+	1000	36.0	[]	[]	[11.7800665]	[134]	[]	[55927063]
562_4546	chr12	64759445	64759845	+	1000	36.0	[]	[]	[5.667835, 10.704447]	[138, 140]	[]	[64759658, 64759660]
562_4548	chr12	124927207	124927607	+	1000	36.0	[]	[]	[11.7800665]	[104]	[]	[124927372]
562_4549	chr14	21107361	21107761	+	1000	36.0	[6.051324]	[139]	[]	[]	[21107586]	[]
562_455	chr7	134986665	134987065	+	1000	148.0	[]	[]	[11.665144]	[83]	[]	[134986837]
562_4551	chr14	94081091	94081491	+	1000	36.0	[11.7800665]	[128]	[6.051324]	[66]	[94081317]	[94081255]
562_4552	chr15	43777170	43777570	+	978	36.0	[11.7800665]	[98]	[10.589524]	[136]	[43777329]	[43777367]
562_4554	chr15	75694632	75695032	+	1000	36.0	[9.302818]	[104]	[9.187896]	[101]	[75694814]	[75694811]
562_4555	chr15	75842606	75843006	+	1000	36.0	[11.7800665]	[154]	[]	[]	[75842851]	[]
562_4556	chr16	28862402	28862802	+	1000	36.0	[5.667835]	[117]	[]	[]	[28862578]	[]
562_4557	chr17	18039064	18039464	+	1000	36.0	[]	[]	[10.704447]	[190]	[]	[18039301]
562_456	chr8	27774304	27774704	+	1000	148.0	[]	[]	[9.302818]	[135]	[]	[27774531]
562_4563	chr19	1383248	1383648	+	1000	36.0	[10.378438]	[118]	[5.667835, 6.051324]	[130, 146]	[1383438]	[1383450, 1383466]
562_4565	chr19	4909183	4909583	+	1000	36.0	[]	[]	[5.552912, 11.665144]	[130, 137]	[]	[4909390, 4909397]
562_4567	chr19	19033822	19034222	+	1000	36.0	[]	[]	[9.302818]	[91]	[]	[19033998]
562_4570	chr19	33373074	33373474	+	1000	36.0	[11.7800665]	[68]	[]	[]	[33373237]	[]
562_4576	chr2	10044225	10044625	+	1000	36.0	[]	[]	[11.665144]	[209]	[]	[10044438]
562_458	chr11	65261752	65262152	+	1000	147.5	[5.570742]	[144]	[10.589524]	[64]	[65261990]	[65261910]
562_4581	chr2	68251049	68251449	+	1000	36.0	[11.7800665]	[123]	[]	[]	[68251227]	[]
562_4585	chr2	176140565	176140965	+	1000	36.0	[9.187896]	[112]	[11.665144]	[90]	[176140755]	[176140733]
562_4586	chr2	189580279	189580679	+	1000	36.0	[]	[]	[11.7800665, 5.667835]	[71, 137]	[]	[189580445, 189580511]
562_4588	chr20	48887612	48888012	+	1000	36.0	[11.7800665]	[174]	[]	[]	[48887854]	[]
562_459	chr14	54396633	54397033	+	1000	147.5	[]	[]	[11.7800665]	[91]	[]	[54396824]
562_4590	chr22	22357138	22357538	+	1000	36.0	[5.552912]	[139]	[]	[]	[22357297]	[]
562_4594	chr3	13418631	13419031	+	1000	36.0	[11.7800665]	[138]	[]	[]	[13418853]	[]
562_4598	chr3	69777630	69778030	+	580	36.0	[11.665144]	[122]	[]	[]	[69777785]	[]
562_46	chr1	44739620	44740020	+	1000	461.5	[5.570742, 6.051324]	[58, 108]	[]	[]	[44739778, 44739828]	[]
562_4602	chr3	198032434	198032834	+	790	36.0	[5.570742, 11.665144]	[111, 147]	[]	[]	[198032604, 198032640]	[]
562_4604	chr4	79325799	79326199	+	1000	36.0	[11.665144, 5.570742]	[143, 151]	[]	[]	[79326016, 79326024]	[]
562_4605	chr4	186889030	186889430	+	601	36.0	[]	[]	[11.7800665, 11.7800665, 11.7800665]	[64, 84, 104]	[]	[186889190, 186889210, 186889230]
562_4607	chr5	134225284	134225684	+	994	36.0	[9.187896]	[171]	[9.302818]	[168]	[134225501]	[134225498]
562_4608	chr5	139637628	139638028	+	1000	36.0	[9.302818]	[138]	[]	[]	[139637863]	[]
562_4609	chr5	148574160	148574560	+	597	36.0	[]	[]	[5.667835, 10.704447]	[132, 134]	[]	[148574381, 148574383]
562_461	chr12	55817571	55817971	+	1000	146.5	[]	[]	[11.7800665]	[117]	[]	[55817755]
562_4614	chr6	35920965	35921365	+	1000	36.0	[]	[]	[6.051324]	[186]	[]	[35921155]
562_4615	chr6	43181955	43182355	+	1000	36.0	[6.051324]	[222]	[]	[]	[43182201]	[]
562_4616	chr6	44246831	44247231	+	825	36.0	[10.378438]	[102]	[]	[]	[44246991]	[]
562_4617	chr6	157833546	157833946	+	1000	36.0	[]	[]	[11.7800665]	[94]	[]	[157833731]
562_4618	chr6	169790359	169790759	+	1000	36.0	[]	[]	[11.665144]	[140]	[]	[169790575]
562_462	chr16	30585596	30585996	+	1000	146.5	[11.665144]	[103]	[]	[]	[30585790]	[]
562_4621	chr7	87039932	87040332	+	1000	36.0	[10.378438]	[159]	[6.051324]	[78]	[87040175]	[87040094]
562_4622	chr7	103347654	103348054	+	1000	36.0	[6.051324]	[99]	[11.665144]	[143]	[103347815]	[103347859]
562_463	chr17	30831800	30832200	+	1000	146.5	[10.589524]	[100]	[]	[]	[30831978]	[]
562_4638	chrX	12791180	12791580	+	1000	36.0	[]	[]	[11.665144, 11.7800665, 11.7800665]	[130, 136, 152]	[]	[12791401, 12791407, 12791423]
562_464	chr19	46786679	46787079	+	1000	146.5	[11.665144]	[100]	[]	[]	[46786874]	[]
562_4640	chrX	39860481	39860881	+	599	36.0	[]	[]	[11.7800665]	[124]	[]	[39860668]
562_4641	chr1	2199106	2199506	+	647	35.5	[]	[]	[5.570742]	[130]	[]	[2199306]
562_4645	chr1	32520576	32520976	+	801	35.5	[]	[]	[5.552912, 5.667835]	[101, 150]	[]	[32520761, 32520810]
562_4647	chr1	93345578	93345978	+	1000	35.5	[5.570742, 10.589524]	[112, 128]	[11.7800665]	[142]	[93345782, 93345798]	[93345812]
562_465	chr19	49496030	49496430	+	1000	146.5	[]	[]	[5.667835, 11.665144]	[115, 139]	[]	[49496237, 49496261]
562_4650	chr1	202076909	202077309	+	1000	35.5	[]	[]	[5.667835]	[135]	[]	[202077128]
562_4652	chr1	236795632	236796032	+	1000	35.5	[11.7800665]	[128]	[]	[]	[236795826]	[]
562_4653	chr1	246566694	246567094	+	1000	35.5	[9.187896, 9.302818]	[130, 159]	[]	[]	[246566887, 246566916]	[]
562_4656	chr10	76547391	76547791	+	887	35.5	[11.665144]	[133]	[]	[]	[76547615]	[]
562_4657	chr10	104254609	104255009	+	1000	35.5	[11.665144]	[203]	[]	[]	[104254856]	[]
562_466	chr22	23141923	23142323	+	1000	146.5	[11.665144]	[104]	[]	[]	[23142120]	[]
562_4661	chr12	21657250	21657650	+	1000	35.5	[]	[]	[11.7800665]	[73]	[]	[21657422]
562_4662	chr12	102119946	102120346	+	1000	35.5	[]	[]	[10.378438, 11.7800665]	[77, 143]	[]	[102120098, 102120164]
562_4663	chr13	36345653	36346053	+	1000	35.5	[11.7800665, 5.552912]	[88, 148]	[]	[]	[36345822, 36345882]	[]
562_4664	chr13	72781773	72782173	+	1000	35.5	[11.665144, 5.667835]	[97, 152]	[5.552912]	[92]	[72781955, 72782010]	[72781950]
562_4669	chr14	77760946	77761346	+	1000	35.5	[10.704447]	[140]	[5.570742]	[125]	[77761146]	[77761131]
562_467	chr3	69999425	69999825	+	1000	146.5	[]	[]	[11.665144]	[124]	[]	[69999642]
562_4670	chr15	41402490	41402890	+	1000	35.5	[10.2635145]	[152]	[]	[]	[41402706]	[]
562_4671	chr15	63918804	63919204	+	1000	35.5	[]	[]	[11.665144]	[73]	[]	[63918975]
562_4674	chr15	74938066	74938466	+	1000	35.5	[]	[]	[6.051324]	[70]	[]	[74938227]
562_4675	chr16	2905173	2905573	+	1000	35.5	[]	[]	[9.302818, 9.187896]	[108, 160]	[]	[2905352, 2905404]
562_4676	chr17	4939929	4940329	+	1000	35.5	[5.552912]	[120]	[]	[]	[4940122]	[]
562_4677	chr17	7242806	7243206	+	929	35.5	[6.051324]	[212]	[]	[]	[7243019]	[]
562_4679	chr17	38703672	38704072	+	1000	35.5	[]	[]	[11.7800665]	[91]	[]	[38703827]
562_468	chr6	32971894	32972294	+	1000	146.5	[5.667835]	[101]	[]	[]	[32972078]	[]
562_4682	chr17	57084756	57085156	+	615	35.5	[10.2635145]	[78]	[6.051324]	[139]	[57084913]	[57084974]
562_4683	chr17	77233928	77234328	+	1000	35.5	[6.051324]	[114]	[]	[]	[77234132]	[]
562_4686	chr19	34733779	34734179	+	1000	35.5	[]	[]	[11.665144]	[141]	[]	[34734012]
