#PeakID(python identify_motif.py ./ENCODE_processed_files/GABPA_idr.fa GABPA --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
0_2144	chr2	202265509	202265909	+	1000	435.0	[]	[]	[9.406017, 7.4241676]	[61, 96]	[]	[202265669, 202265704]
0_21443	chr7	139853408	139853808	+	1000	40.0	[7.4763412]	[139]	[11.482137]	[133]	[139853587]	[139853581]
0_2145	chr2	218216902	218217302	+	1000	435.0	[]	[]	[7.4689865, 10.402516, 10.402516]	[91, 130, 148]	[]	[218217085, 218217124, 218217142]
0_21450	chr7	157855775	157856175	+	1000	40.0	[]	[]	[11.617513, 9.727931]	[71, 149]	[]	[157855942, 157856020]
0_21452	chr8	8139364	8139764	+	946	40.0	[]	[]	[9.275414]	[199]	[]	[8139582]
0_21455	chr8	20329301	20329701	+	1000	40.0	[]	[]	[6.9403663]	[97]	[]	[20329488]
0_21459	chr8	28887098	28887498	+	1000	40.0	[8.19779]	[119]	[7.8419166]	[74]	[28887299]	[28887254]
0_21461	chr8	42181240	42181640	+	1000	40.0	[]	[]	[10.605342, 7.2119107]	[77, 100]	[]	[42181391, 42181414]
0_21464	chr8	123631144	123631544	+	634	40.0	[]	[]	[10.951742]	[69]	[]	[123631297]
0_21466	chr8	129552234	129552634	+	1000	40.0	[11.52368]	[139]	[9.706897]	[155]	[129552451]	[129552467]
0_21467	chr8	129999788	130000188	+	1000	40.0	[8.428553]	[187]	[]	[]	[130000024]	[]
0_21473	chr9	15386464	15386864	+	967	40.0	[]	[]	[14.741034]	[147]	[]	[15386684]
0_21474	chr9	36765902	36766302	+	1000	40.0	[]	[]	[12.187773]	[69]	[]	[36766066]
0_21479	chr9	95434150	95434550	+	1000	40.0	[11.110148]	[73]	[]	[]	[95434311]	[]
0_21481	chr9	128142074	128142474	+	545	40.0	[]	[]	[13.28716, 11.700283]	[125, 156]	[]	[128142279, 128142310]
0_21482	chr9	128143524	128143924	+	1000	40.0	[]	[]	[7.328795]	[100]	[]	[128143712]
0_21484	chr9	129261472	129261872	+	1000	40.0	[12.187773]	[113]	[]	[]	[129261681]	[]
0_21489	chr9	130991470	130991870	+	1000	40.0	[6.5600133]	[99]	[]	[]	[130991664]	[]
0_21490	chrUn_GL000224v1	2092	2492	+	1000	40.0	[9.213668]	[138]	[]	[]	[2328]	[]
0_21492	chrX	48961559	48961959	+	1000	40.0	[]	[]	[8.936685]	[93]	[]	[48961749]
0_21493	chrX	68571536	68571936	+	1000	40.0	[8.060418]	[123]	[6.540387]	[105]	[68571722]	[68571704]
0_21496	chrX	139113598	139113998	+	1000	40.0	[11.828538, 7.139903]	[170, 176]	[]	[]	[139113823, 139113829]	[]
0_21497	chr1	1109735	1110135	+	1000	39.0	[]	[]	[9.8456745]	[97]	[]	[1109912]
0_21498	chr1	7372563	7372963	+	683	39.0	[7.596274]	[155]	[]	[]	[7372780]	[]
0_2150	chr15	40894230	40894630	+	1000	434.0	[]	[]	[8.679172]	[81]	[]	[40894411]
0_21500	chr1	8542119	8542519	+	1000	39.0	[7.8306646]	[119]	[9.296775]	[124]	[8542309]	[8542314]
0_21501	chr1	9253669	9254069	+	1000	39.0	[8.548608]	[177]	[]	[]	[9253899]	[]
0_21502	chr1	11384152	11384552	+	1000	39.0	[6.831237, 13.864238]	[150, 187]	[]	[]	[11384364, 11384401]	[]
0_21503	chr1	14884665	14885065	+	1000	39.0	[]	[]	[15.100268, 8.787787]	[97, 161]	[]	[14884834, 14884898]
0_21505	chr1	17487898	17488298	+	1000	39.0	[14.504025]	[71]	[]	[]	[17488050]	[]
0_21507	chr1	24507470	24507870	+	1000	39.0	[10.050995]	[115]	[]	[]	[24507666]	[]
0_2151	chr21	36966518	36966918	+	1000	434.0	[]	[]	[8.106905]	[101]	[]	[36966709]
0_21512	chr1	28065964	28066364	+	1000	39.0	[]	[]	[6.5993977]	[125]	[]	[28066160]
0_21513	chr1	30760666	30761066	+	1000	39.0	[9.233524]	[182]	[]	[]	[30760892]	[]
0_21514	chr1	31525138	31525538	+	719	39.0	[16.797768]	[138]	[]	[]	[31525361]	[]
0_21515	chr1	35079053	35079453	+	1000	39.0	[8.488816]	[177]	[]	[]	[35079266]	[]
0_21518	chr1	37764281	37764681	+	1000	39.0	[7.154604]	[150]	[]	[]	[37764529]	[]
0_21519	chr1	38680822	38681222	+	1000	39.0	[]	[]	[8.548608]	[93]	[]	[38680979]
0_21520	chr1	38765540	38765940	+	1000	39.0	[11.124158, 6.770283, 8.26837]	[85, 98, 105]	[]	[]	[38765707, 38765720, 38765727]	[]
0_21521	chr1	38777430	38777830	+	728	39.0	[10.131039]	[113]	[]	[]	[38777629]	[]
0_21526	chr1	40875745	40876145	+	1000	39.0	[9.254243, 7.7617054, 8.176619]	[57, 92, 110]	[]	[]	[40875896, 40875931, 40875949]	[]
0_21532	chr1	67570327	67570727	+	1000	39.0	[10.144581]	[106]	[]	[]	[67570513]	[]
0_21533	chr1	70034350	70034750	+	1000	39.0	[10.464252]	[172]	[]	[]	[70034548]	[]
0_21537	chr1	108079648	108080048	+	1000	39.0	[13.28716, 12.1667385]	[78, 156]	[7.397016]	[117]	[108079812, 108079890]	[108079851]
0_21538	chr1	108505063	108505463	+	1000	39.0	[10.131039]	[108]	[]	[]	[108505244]	[]
0_21539	chr1	109084575	109084975	+	676	39.0	[6.9265466, 9.887399]	[117, 123]	[]	[]	[109084781, 109084787]	[]
0_21542	chr1	112668633	112669033	+	1000	39.0	[7.803248]	[131]	[]	[]	[112668822]	[]
0_21548	chr1	116895050	116895450	+	1000	39.0	[14.337926]	[120]	[]	[]	[116895265]	[]
0_21550	chr1	121538202	121538602	+	1000	39.0	[6.827925]	[130]	[]	[]	[121538411]	[]
0_21556	chr1	155013615	155014015	+	1000	39.0	[]	[]	[9.784637, 8.46734]	[76, 146]	[]	[155013781, 155013851]
0_21557	chr1	155893581	155893981	+	719	39.0	[]	[]	[10.993419, 12.1667385]	[84, 93]	[]	[155893753, 155893762]
0_21565	chr1	180585494	180585894	+	1000	39.0	[6.7792645]	[153]	[]	[]	[180585724]	[]
0_21568	chr1	193070993	193071393	+	1000	39.0	[10.266081]	[128]	[16.797768]	[98]	[193071217]	[193071187]
0_21569	chr1	198656502	198656902	+	1000	39.0	[]	[]	[8.76805]	[123]	[]	[198656691]
0_2157	chrX	16719367	16719767	+	1000	433.0	[]	[]	[8.403745]	[81]	[]	[16719546]
0_21575	chr1	207311181	207311581	+	875	39.0	[]	[]	[6.8926506]	[82]	[]	[207311354]
0_21577	chr1	207935095	207935495	+	982	39.0	[9.646693]	[160]	[]	[]	[207935301]	[]
0_2158	chrX	153724222	153724622	+	1000	433.0	[]	[]	[10.056115]	[106]	[]	[153724425]
0_21582	chr1	231201811	231202211	+	1000	39.0	[]	[]	[12.187773, 7.3535852]	[106, 127]	[]	[231202010, 231202031]
0_21589	chr10	6296600	6297000	+	724	39.0	[7.077524, 7.7617054]	[81, 130]	[]	[]	[6296769, 6296818]	[]
0_21594	chr10	25531774	25532174	+	710	39.0	[]	[]	[10.381482]	[144]	[]	[25531993]
0_21596	chr10	34375005	34375405	+	1000	39.0	[]	[]	[13.885272]	[168]	[]	[34375214]
0_216	chr12	111599326	111599726	+	1000	756.0	[]	[]	[10.85517]	[151]	[]	[111599573]
0_21600	chr10	44311051	44311451	+	1000	39.0	[]	[]	[8.452973]	[111]	[]	[44311233]
0_21601	chr10	48249828	48250228	+	841	39.0	[]	[]	[10.783594]	[105]	[]	[48250014]
0_21602	chr10	68827088	68827488	+	1000	39.0	[]	[]	[8.0238]	[213]	[]	[68827334]
0_21604	chr10	69229300	69229700	+	1000	39.0	[8.785288]	[159]	[6.8721423]	[111]	[69229547]	[69229499]
0_21606	chr10	72291053	72291453	+	1000	39.0	[8.143188]	[92]	[]	[]	[72291227]	[]
0_2161	chr20	62238249	62238649	+	1000	432.0	[]	[]	[7.071649]	[89]	[]	[62238428]
0_21610	chr10	92486621	92487021	+	1000	39.0	[]	[]	[9.706897]	[66]	[]	[92486782]
0_21611	chr10	102163361	102163761	+	1000	39.0	[]	[]	[15.100268]	[112]	[]	[102163554]
0_21616	chr11	10308169	10308569	+	628	39.0	[7.914823, 6.6204314, 7.2996006]	[125, 146, 197]	[]	[]	[10308344, 10308365, 10308416]	[]
0_21619	chr11	18691486	18691886	+	1000	39.0	[]	[]	[7.209997, 6.541893]	[143, 177]	[]	[18691688, 18691722]
0_21621	chr11	32386710	32387110	+	1000	39.0	[]	[]	[8.766753]	[185]	[]	[32386940]
0_21622	chr11	36149770	36150170	+	1000	39.0	[]	[]	[7.555149]	[133]	[]	[36149994]
0_21624	chr11	44911185	44911585	+	1000	39.0	[]	[]	[13.584]	[115]	[]	[44911391]
0_21625	chr11	59201275	59201675	+	669	39.0	[7.2119107]	[139]	[10.402516]	[97]	[59201493]	[59201451]
0_21626	chr11	59891695	59892095	+	1000	39.0	[]	[]	[7.7262726]	[100]	[]	[59891858]
0_2163	chrX	40735577	40735977	+	1000	432.0	[]	[]	[6.891909]	[95]	[]	[40735756]
0_21633	chr11	66595169	66595569	+	1000	39.0	[16.797768]	[103]	[]	[]	[66595356]	[]
0_21634	chr11	66935383	66935783	+	1000	39.0	[10.735237]	[135]	[]	[]	[66935609]	[]
0_21635	chr11	69295143	69295543	+	682	39.0	[6.812929]	[72]	[]	[]	[69295308]	[]
0_21638	chr11	75475351	75475751	+	675	39.0	[]	[]	[8.455303]	[112]	[]	[75475534]
0_21639	chr11	95100034	95100434	+	728	39.0	[8.42165]	[129]	[]	[]	[95100250]	[]
0_2164	chr13	102845591	102845991	+	1000	431.0	[10.539888]	[54]	[]	[]	[102845745]	[]
0_21642	chr11	100681076	100681476	+	1000	39.0	[13.885272]	[117]	[]	[]	[100681281]	[]
0_21643	chr11	102306763	102307163	+	1000	39.0	[]	[]	[16.797768]	[116]	[]	[102306961]
0_21644	chr11	102760268	102760668	+	1000	39.0	[]	[]	[13.864238]	[102]	[]	[102760441]
0_21646	chr11	129825437	129825837	+	1000	39.0	[6.93056]	[143]	[7.692846, 8.04451]	[82, 88]	[129825678]	[129825617, 129825623]
0_21649	chr12	14665414	14665814	+	1000	39.0	[]	[]	[7.2698736, 12.640427, 11.482137]	[77, 99, 131]	[]	[14665573, 14665595, 14665627]
0_21653	chr12	46483436	46483836	+	669	39.0	[6.613799, 7.562599]	[127, 133]	[]	[]	[46483599, 46483605]	[]
0_21655	chr12	52626610	52627010	+	1000	39.0	[]	[]	[8.245479]	[204]	[]	[52626849]
0_21656	chr12	52741385	52741785	+	1000	39.0	[11.24513]	[97]	[]	[]	[52741582]	[]
0_21659	chr12	56010019	56010419	+	1000	39.0	[8.569641]	[154]	[]	[]	[56010237]	[]
0_2166	chr20	57351039	57351439	+	1000	431.0	[]	[]	[15.100268]	[88]	[]	[57351224]
0_21663	chr12	89309337	89309737	+	1000	39.0	[]	[]	[14.504025]	[89]	[]	[89309512]
0_21664	chr12	104377441	104377841	+	904	39.0	[9.1883955]	[94]	[11.230427]	[115]	[104377632]	[104377653]
0_21666	chr12	111994607	111995007	+	1000	39.0	[]	[]	[13.077335]	[98]	[]	[111994780]
0_21667	chr12	112555805	112556205	+	1000	39.0	[]	[]	[9.2660885]	[123]	[]	[112555980]
0_21668	chr12	117098090	117098490	+	620	39.0	[]	[]	[14.504025]	[186]	[]	[117098326]
0_21672	chr12	127060136	127060536	+	1000	39.0	[6.891909, 7.891371]	[143, 164]	[]	[]	[127060355, 127060376]	[]
0_21678	chr13	40402293	40402693	+	1000	39.0	[]	[]	[7.5106263]	[83]	[]	[40402447]
0_21679	chr13	60267487	60267887	+	1000	39.0	[8.2657385]	[154]	[6.673161]	[180]	[60267695]	[60267721]
0_21682	chr14	20490514	20490914	+	1000	39.0	[8.6276045, 9.532927]	[125, 129]	[]	[]	[20490703, 20490707]	[]
0_21684	chr14	54565783	54566183	+	1000	39.0	[6.792098]	[160]	[]	[]	[54566034]	[]
0_21685	chr14	65107243	65107643	+	1000	39.0	[]	[]	[7.1642256]	[140]	[]	[65107468]
0_21686	chr14	67816546	67816946	+	1000	39.0	[]	[]	[8.4919]	[124]	[]	[67816755]
0_21688	chr14	96962261	96962661	+	1000	39.0	[7.2996006]	[139]	[7.8937893, 9.532927, 7.5685887]	[93, 150, 154]	[96962464]	[96962418, 96962475, 96962479]
0_2169	chr19	57363238	57363638	+	1000	430.0	[9.157671]	[106]	[]	[]	[57363422]	[]
0_21691	chr15	35700220	35700620	+	1000	39.0	[9.67735]	[95]	[]	[]	[35700377]	[]
0_21693	chr15	42035345	42035745	+	1000	39.0	[]	[]	[8.375894, 7.8692293, 13.864238]	[100, 118, 157]	[]	[42035517, 42035535, 42035574]
0_21697	chr15	60091287	60091687	+	1000	39.0	[]	[]	[10.622659, 10.381482]	[108, 134]	[]	[60091459, 60091485]
0_217	chr12	119667721	119668121	+	1000	756.0	[]	[]	[8.358616, 7.9426746]	[128, 134]	[]	[119667949, 119667955]
0_2170	chr2	53970865	53971265	+	1000	430.0	[11.02127]	[105]	[]	[]	[53971065]	[]
0_21702	chr15	75090287	75090687	+	1000	39.0	[6.8000736]	[135]	[11.341048]	[179]	[75090468]	[75090512]
0_21704	chr15	80769696	80770096	+	941	39.0	[13.077335, 9.67735]	[123, 192]	[]	[]	[80769874, 80769943]	[]
0_21705	chr15	80999646	81000046	+	1000	39.0	[14.022644]	[118]	[]	[]	[80999862]	[]
0_21708	chr15	92817514	92817914	+	1000	39.0	[13.885272]	[105]	[]	[]	[92817719]	[]
0_21714	chr16	29816765	29817165	+	1000	39.0	[]	[]	[10.485287, 7.551757]	[160, 166]	[]	[29816993, 29816999]
0_21716	chr16	56202000	56202400	+	1000	39.0	[]	[]	[15.100268]	[114]	[]	[56202185]
0_21717	chr16	57799222	57799622	+	1000	39.0	[8.903031, 15.100268]	[87, 134]	[14.504025]	[143]	[57799376, 57799423]	[57799432]
0_21721	chr16	75289254	75289654	+	937	39.0	[13.584]	[144]	[]	[]	[75289456]	[]
0_21724	chr17	5619064	5619464	+	1000	39.0	[]	[]	[8.016659]	[193]	[]	[5619305]
0_21728	chr17	36182821	36183221	+	1000	39.0	[6.792098]	[151]	[]	[]	[36183050]	[]
0_2173	chr9	98045359	98045759	+	1000	430.0	[10.101244, 8.853755]	[79, 99]	[]	[]	[98045537, 98045557]	[]
0_21736	chr17	48505844	48506244	+	1000	39.0	[7.979851, 13.077335]	[78, 102]	[]	[]	[48506018, 48506042]	[]
0_21737	chr17	55326677	55327077	+	1000	39.0	[7.3663387]	[105]	[9.254243]	[96]	[55326850]	[55326841]
0_21738	chr17	55643670	55644070	+	1000	39.0	[]	[]	[11.07903]	[130]	[]	[55643864]
0_21741	chr17	63699280	63699680	+	901	39.0	[13.864238, 8.705017]	[103, 128]	[]	[]	[63699460, 63699485]	[]
0_21742	chr17	66343630	66344030	+	1000	39.0	[]	[]	[7.225262]	[146]	[]	[66343812]
0_21744	chr17	69857427	69857827	+	1000	39.0	[]	[]	[8.707014]	[175]	[]	[69857677]
0_21746	chr17	74213177	74213577	+	1000	39.0	[7.156256]	[141]	[]	[]	[74213370]	[]
0_2175	chr19	18064760	18065160	+	1000	429.0	[]	[]	[8.679172]	[129]	[]	[18064984]
0_21750	chr17	78162231	78162631	+	1000	39.0	[]	[]	[14.504025]	[135]	[]	[78162437]
0_21751	chr17	79838448	79838848	+	842	39.0	[7.3577623]	[139]	[]	[]	[79838674]	[]
0_21752	chr17	80988835	80989235	+	1000	39.0	[]	[]	[7.8970804]	[101]	[]	[80988994]
0_21756	chr18	3177922	3178322	+	1000	39.0	[7.3577623]	[77]	[9.56736]	[92]	[3178094]	[3178109]
0_21758	chr18	3402946	3403346	+	1000	39.0	[]	[]	[7.3352523, 11.341048]	[138, 170]	[]	[3403135, 3403167]
0_21767	chr19	2962060	2962460	+	1000	39.0	[6.540387]	[159]	[]	[]	[2962295]	[]
0_21775	chr19	38434702	38435102	+	882	39.0	[]	[]	[13.864238]	[64]	[]	[38434858]
0_21778	chr19	45153777	45154177	+	874	39.0	[]	[]	[10.056115]	[121]	[]	[45153979]
0_21779	chr19	46844139	46844539	+	1000	39.0	[10.993419, 11.694756]	[150, 216]	[]	[]	[46844314, 46844380]	[]
0_21780	chr19	47788802	47789202	+	642	39.0	[]	[]	[7.9743237]	[75]	[]	[47788960]
0_21782	chr19	48876423	48876823	+	1000	39.0	[]	[]	[8.011533]	[117]	[]	[48876631]
0_21783	chr19	51777813	51778213	+	1000	39.0	[]	[]	[6.4690347]	[125]	[]	[51777967]
0_21785	chr19	57830041	57830441	+	639	39.0	[13.864238, 9.157671]	[100, 131]	[]	[]	[57830236, 57830267]	[]
0_21788	chr2	17518435	17518835	+	1000	39.0	[6.651009]	[116]	[]	[]	[17518611]	[]
0_2179	chrX	24025474	24025874	+	1000	428.0	[11.617513]	[108]	[]	[]	[24025680]	[]
0_21791	chr2	27092636	27093036	+	1000	39.0	[7.6708794]	[207]	[]	[]	[27092850]	[]
0_21793	chr2	30147579	30147979	+	1000	39.0	[6.8511086]	[213]	[]	[]	[30147808]	[]
0_2180	chrX	153934844	153935244	+	1000	428.0	[]	[]	[11.617513]	[115]	[]	[153935058]
0_21803	chr2	84856759	84857159	+	1000	39.0	[]	[]	[10.485287]	[178]	[]	[84856978]
0_21805	chr2	85501230	85501630	+	1000	39.0	[7.3535852]	[124]	[]	[]	[85501394]	[]
0_21807	chr2	96245557	96245957	+	612	39.0	[6.755474]	[145]	[]	[]	[96245792]	[]
0_21809	chr2	100214193	100214593	+	1000	39.0	[11.828538]	[99]	[]	[]	[100214368]	[]
0_21810	chr2	101308744	101309144	+	1000	39.0	[]	[]	[6.7970214]	[181]	[]	[101308952]
0_21812	chr2	111643040	111643440	+	1000	39.0	[]	[]	[6.654233]	[105]	[]	[111643241]
0_21816	chr2	151347983	151348383	+	716	39.0	[8.656132]	[172]	[]	[]	[151348190]	[]
0_21817	chr2	172062660	172063060	+	1000	39.0	[11.196773]	[163]	[]	[]	[172062864]	[]
0_21822	chr2	223043445	223043845	+	1000	39.0	[11.110148, 6.532072]	[186, 201]	[]	[]	[223043660, 223043675]	[]
0_21825	chr2	241732437	241732837	+	917	39.0	[6.981497]	[127]	[6.5671253]	[71]	[241732645]	[241732589]
0_21827	chr20	1503568	1503968	+	1000	39.0	[]	[]	[6.7012587]	[100]	[]	[1503753]
0_21828	chr20	4172468	4172868	+	1000	39.0	[]	[]	[7.300838]	[122]	[]	[4172680]
0_21829	chr20	17825208	17825608	+	619	39.0	[11.589661]	[108]	[9.157671]	[152]	[17825381]	[17825425]
0_2183	chr20	62937763	62938163	+	1000	427.0	[7.7623734]	[112]	[]	[]	[62937969]	[]
0_21835	chr20	44738791	44739191	+	1000	39.0	[9.534796]	[79]	[9.887399]	[97]	[44738964]	[44738982]
0_21837	chr20	50423173	50423573	+	1000	39.0	[9.12982]	[83]	[]	[]	[50423341]	[]
0_21838	chr20	51541254	51541654	+	641	39.0	[]	[]	[6.793435]	[162]	[]	[51541485]
0_21839	chr20	61521631	61522031	+	1000	39.0	[13.864238]	[170]	[12.028045]	[131]	[61521874]	[61521835]
0_2184	chr11	62706081	62706481	+	1000	426.0	[9.157671]	[126]	[]	[]	[62706294]	[]
0_21840	chr21	19540176	19540576	+	1000	39.0	[13.538871, 6.507531]	[90, 112]	[7.083656, 8.428553]	[65, 71]	[19540366, 19540388]	[19540341, 19540347]
0_21842	chr21	33968274	33968674	+	1000	39.0	[]	[]	[10.302213]	[87]	[]	[33968440]
0_21844	chr21	36097752	36098152	+	1000	39.0	[8.106905, 6.79308]	[71, 116]	[8.028062]	[130]	[36097915, 36097960]	[36097974]
0_21845	chr21	36509075	36509475	+	1000	39.0	[13.315012]	[90]	[]	[]	[36509237]	[]
0_2185	chr14	55051435	55051835	+	1000	426.0	[13.538871]	[111]	[]	[]	[55051646]	[]
0_21850	chr21	42433927	42434327	+	1000	39.0	[8.835999]	[176]	[]	[]	[42434110]	[]
0_21853	chr22	21020908	21021308	+	1000	39.0	[8.407518]	[144]	[]	[]	[21021150]	[]
0_21855	chr22	22845057	22845457	+	1000	39.0	[]	[]	[6.597271]	[102]	[]	[22845212]
0_21859	chr22	28560307	28560707	+	865	39.0	[7.9491935]	[166]	[]	[]	[28560529]	[]
0_2186	chr16	22205842	22206242	+	1000	426.0	[6.5422564]	[101]	[]	[]	[22206030]	[]
0_21862	chr22	37896302	37896702	+	1000	39.0	[9.915027, 7.7796507, 10.945063]	[107, 127, 162]	[8.052196]	[173]	[37896474, 37896494, 37896529]	[37896540]
0_21872	chr3	37477684	37478084	+	687	39.0	[10.650471]	[152]	[]	[]	[37477856]	[]
0_21873	chr3	38960941	38961341	+	1000	39.0	[]	[]	[9.233524, 7.8692293, 11.52214]	[120, 145, 157]	[]	[38961119, 38961144, 38961156]
0_21874	chr3	39288229	39288629	+	1000	39.0	[6.487413]	[172]	[]	[]	[39288414]	[]
0_2188	chr6	136822372	136822772	+	1000	426.0	[8.403745]	[99]	[]	[]	[136822563]	[]
0_21880	chr3	51953450	51953850	+	1000	39.0	[]	[]	[9.157671]	[143]	[]	[51953670]
0_21883	chr3	69084646	69085046	+	1000	39.0	[6.8788614, 8.004411]	[169, 177]	[]	[]	[69084834, 69084842]	[]
0_21885	chr3	71858969	71859369	+	1000	39.0	[]	[]	[6.610009]	[145]	[]	[71859196]
0_21887	chr3	101642459	101642859	+	1000	39.0	[8.787787]	[161]	[]	[]	[101642666]	[]
0_21888	chr3	102438335	102438735	+	1000	39.0	[9.110655]	[172]	[]	[]	[102438585]	[]
0_2189	chr8	144901510	144901910	+	1000	426.0	[11.02127]	[108]	[]	[]	[144901707]	[]
0_21892	chr3	142706649	142707049	+	1000	39.0	[8.123694, 12.447291]	[90, 164]	[]	[]	[142706814, 142706888]	[]
0_21895	chr3	157115238	157115638	+	1000	39.0	[10.184014]	[190]	[]	[]	[157115469]	[]
0_21899	chr3	172477120	172477520	+	1000	39.0	[]	[]	[7.2313104]	[61]	[]	[172477271]
0_21900	chr3	183533006	183533406	+	883	39.0	[12.604423]	[172]	[]	[]	[183533217]	[]
0_21904	chr3	196432135	196432535	+	701	39.0	[7.4623065]	[79]	[]	[]	[196432302]	[]
0_21910	chr4	16237700	16238100	+	1000	39.0	[]	[]	[13.885272]	[67]	[]	[16237857]
0_21911	chr4	25725721	25726121	+	950	39.0	[7.7617054]	[152]	[]	[]	[25725937]	[]
0_21912	chr4	56787091	56787491	+	1000	39.0	[14.455669]	[139]	[]	[]	[56787322]	[]
0_21913	chr4	70849376	70849776	+	1000	39.0	[7.987796, 6.836628, 8.853755]	[83, 89, 103]	[]	[]	[70849527, 70849533, 70849547]	[]
0_21914	chr4	74094298	74094698	+	1000	39.0	[15.100268, 6.7654724]	[140, 186]	[]	[]	[74094458, 74094504]	[]
0_21915	chr4	75841496	75841896	+	1000	39.0	[7.252482]	[124]	[]	[]	[75841697]	[]
0_2192	chr12	54984581	54984981	+	1000	425.0	[9.863568]	[147]	[7.4689865]	[75]	[54984823]	[54984751]
0_21924	chr4	162911334	162911734	+	1000	39.0	[]	[]	[8.04451]	[123]	[]	[162911502]
0_2193	chr17	15684107	15684507	+	1000	425.0	[]	[]	[10.101244]	[104]	[]	[15684309]
0_21930	chr5	54738372	54738772	+	1000	39.0	[6.827925]	[151]	[]	[]	[54738612]	[]
0_21931	chr5	56037463	56037863	+	1000	39.0	[7.6708794]	[94]	[]	[]	[56037647]	[]
0_21932	chr5	73773264	73773664	+	1000	39.0	[]	[]	[7.6414027]	[62]	[]	[73773423]
0_21938	chr5	126748059	126748459	+	1000	39.0	[]	[]	[7.571145]	[163]	[]	[126748302]
0_21943	chr5	169637090	169637490	+	1000	39.0	[]	[]	[8.31793, 11.8865]	[71, 75]	[]	[169637245, 169637249]
0_21945	chr5	174504304	174504704	+	1000	39.0	[]	[]	[6.5867777]	[171]	[]	[174504548]
0_21948	chr5	177598412	177598812	+	1000	39.0	[7.8306646]	[163]	[13.28716]	[137]	[177598656]	[177598630]
0_21950	chr6	3257524	3257924	+	1000	39.0	[]	[]	[9.784637]	[104]	[]	[3257707]
0_21951	chr6	6684415	6684815	+	1000	39.0	[6.67925]	[107]	[]	[]	[6684589]	[]
0_21952	chr6	6811374	6811774	+	1000	39.0	[10.951742]	[118]	[6.953869]	[90]	[6811577]	[6811549]
0_21953	chr6	12103275	12103675	+	765	39.0	[]	[]	[10.402516]	[100]	[]	[12103474]
0_21954	chr6	20454197	20454597	+	1000	39.0	[6.5205355]	[90]	[15.100268]	[154]	[20454376]	[20454440]
0_2196	chr7	101321643	101322043	+	1000	425.0	[11.617513]	[94]	[]	[]	[101321834]	[]
0_21962	chr6	31491815	31492215	+	1000	39.0	[7.875347]	[168]	[]	[]	[31492006]	[]
0_21964	chr6	37423684	37424084	+	1000	39.0	[]	[]	[7.41805]	[94]	[]	[37423836]
0_21969	chr6	45421781	45422181	+	1000	39.0	[]	[]	[8.016659]	[91]	[]	[45421946]
0_21971	chr6	55241191	55241591	+	933	39.0	[]	[]	[10.539888]	[79]	[]	[55241368]
0_21974	chr6	89298745	89299145	+	959	39.0	[9.560779]	[179]	[11.988791]	[130]	[89298995]	[89298946]
0_21975	chr6	106313080	106313480	+	1000	39.0	[]	[]	[9.646693, 13.885272, 8.486515]	[66, 125, 153]	[]	[106313239, 106313298, 106313326]
0_21978	chr6	136226248	136226648	+	628	39.0	[8.263244]	[210]	[]	[]	[136226460]	[]
0_21983	chr6	166439643	166440043	+	1000	39.0	[8.903031, 9.38153]	[104, 137]	[]	[]	[166439845, 166439878]	[]
0_21984	chr6	169539164	169539564	+	1000	39.0	[8.59015]	[161]	[11.807504]	[173]	[169539367]	[169539379]
0_21986	chr7	12722627	12723027	+	1000	39.0	[7.058815]	[229]	[]	[]	[12722862]	[]
0_21989	chr7	21261660	21262060	+	648	39.0	[]	[]	[9.887399]	[100]	[]	[21261854]
0_21993	chr7	48417255	48417655	+	1000	39.0	[16.797768]	[109]	[]	[]	[48417454]	[]
0_2200	chr19	51224878	51225278	+	1000	424.0	[11.196773, 6.837227, 10.374664]	[53, 86, 90]	[11.07903]	[111]	[51225030, 51225063, 51225067]	[51225088]
0_22005	chr7	104016964	104017364	+	924	39.0	[]	[]	[11.570496]	[144]	[]	[104017197]
0_2201	chr2	157876175	157876575	+	1000	424.0	[]	[]	[12.187773]	[91]	[]	[157876365]
0_22017	chr7	149775552	149775952	+	1000	39.0	[]	[]	[8.670533, 11.230427]	[138, 149]	[]	[149775771, 149775782]
0_2202	chr3	100709068	100709468	+	1000	424.0	[]	[]	[13.315012]	[122]	[]	[100709278]
0_22020	chr7	151566774	151567174	+	1000	39.0	[11.543174]	[128]	[]	[]	[151566988]	[]
0_22022	chr8	10711110	10711510	+	1000	39.0	[]	[]	[8.644198]	[67]	[]	[10711273]
0_22023	chr8	13348851	13349251	+	965	39.0	[11.404396]	[110]	[14.455669]	[138]	[13349061]	[13349089]
0_22026	chr8	29614575	29614975	+	1000	39.0	[9.566729]	[173]	[7.606359]	[112]	[29614816]	[29614755]
0_22030	chr8	58172785	58173185	+	1000	39.0	[7.9185567, 9.131688]	[85, 168]	[]	[]	[58172950, 58173033]	[]
0_22031	chr8	63244033	63244433	+	734	39.0	[13.885272]	[129]	[]	[]	[63244252]	[]
0_22033	chr8	85127723	85128123	+	934	39.0	[]	[]	[10.617495, 9.105388]	[86, 143]	[]	[85127898, 85127955]
0_22035	chr8	92399779	92400179	+	913	39.0	[]	[]	[11.748494, 11.543174]	[80, 128]	[]	[92399933, 92399981]
