#PeakID(python scan_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_23095	chr7	6640287	6640687	+	1000	45.0	[9.465482]	[101]	[4.611834]	[101]	[6640477]	[6640477]
345_23097	chr7	7799188	7799588	+	1000	45.0	[9.465482, 4.611834]	[110, 166]	[4.611834, 4.611834]	[110, 166]	[7799376, 7799432]	[7799376, 7799432]
345_23098	chr7	21355825	21356225	+	1000	45.0	[4.611834]	[137]	[9.465482]	[137]	[21356059]	[21356059]
345_231	chr19	13069588	13069988	+	1000	696.0	[11.270045]	[142]	[11.270045]	[142]	[13069827]	[13069827]
345_23101	chr7	26192015	26192415	+	1000	45.0	[4.611834]	[108]	[9.465482]	[108]	[26192197]	[26192197]
345_23102	chr7	29109347	29109747	+	792	45.0	[4.611834]	[69]	[5.088419]	[69]	[29109508]	[29109508]
345_23103	chr7	55120732	55121132	+	1000	45.0	[5.088419]	[84]	[4.611834]	[84]	[55120903]	[55120903]
345_23107	chr7	76302477	76302877	+	1000	45.0	[4.611834]	[88]	[4.611834]	[88]	[76302654]	[76302654]
345_23109	chr7	101815799	101816199	+	935	45.0	[4.611834, 4.611834]	[107, 150]	[4.611834, 4.611834]	[107, 150]	[101815956, 101815999]	[101815956, 101815999]
345_2311	chr8	66118555	66118955	+	1000	396.0	[9.465482, 4.611834]	[94, 146]	[4.611834, 4.611834]	[94, 146]	[66118745, 66118797]	[66118745, 66118797]
345_23111	chr7	105368355	105368755	+	1000	45.0	[4.611834]	[150]	[4.611834]	[150]	[105368602]	[105368602]
345_23112	chr7	107014489	107014889	+	1000	45.0	[4.611834, 4.611834]	[73, 141]	[4.611834, 4.611834]	[73, 141]	[107014661, 107014729]	[107014661, 107014729]
345_23115	chr7	113314588	113314988	+	1000	45.0	[11.270045]	[78]	[11.270045]	[78]	[113314762]	[113314762]
345_23118	chr7	131632828	131633228	+	991	45.0	[4.611834, 4.611834, 9.465482]	[87, 121, 127]	[4.611834, 4.611834, 4.611834]	[87, 121, 127]	[131632998, 131633032, 131633038]	[131632998, 131633032, 131633038]
345_23119	chr7	135955912	135956312	+	1000	45.0	[4.611834, 4.611834]	[90, 154]	[4.611834, 4.611834]	[90, 154]	[135956097, 135956161]	[135956097, 135956161]
345_2312	chr11	114082733	114083133	+	1000	395.0	[4.611834]	[95]	[4.611834]	[95]	[114082925]	[114082925]
345_23120	chr7	137975178	137975578	+	1000	45.0	[4.611834, 8.356634, 4.611834]	[65, 125, 135]	[4.611834, 4.611834, 4.611834]	[65, 125, 135]	[137975332, 137975392, 137975402]	[137975332, 137975392, 137975402]
345_23123	chr7	158239521	158239921	+	1000	45.0	[4.611834, 4.611834]	[83, 131]	[4.611834, 9.465482]	[83, 131]	[158239696, 158239744]	[158239696, 158239744]
345_23124	chr7	158649264	158649664	+	1000	45.0	[4.611834, 9.465482, 9.465482]	[95, 130, 142]	[4.611834, 4.611834, 4.611834]	[95, 130, 142]	[158649452, 158649487, 158649499]	[158649452, 158649487, 158649499]
345_23125	chr8	630824	631224	+	1000	45.0	[4.611834, 4.611834, 4.611834]	[85, 124, 170]	[4.611834, 4.611834, 4.611834]	[85, 124, 170]	[630975, 631014, 631060]	[630975, 631014, 631060]
345_23128	chr8	26385481	26385881	+	1000	45.0	[4.611834]	[164]	[4.611834]	[164]	[26385720]	[26385720]
345_23129	chr8	39581511	39581911	+	1000	45.0	[9.465482, 5.088419]	[78, 97]	[4.611834, 4.611834]	[78, 97]	[39581671, 39581690]	[39581671, 39581690]
345_2313	chr15	55237479	55237879	+	1000	395.0	[4.611834, 4.611834]	[55, 153]	[5.088419, 4.611834]	[55, 153]	[55237630, 55237728]	[55237630, 55237728]
345_23130	chr8	54022199	54022599	+	621	45.0	[4.611834]	[82]	[8.356634]	[82]	[54022363]	[54022363]
345_23131	chr8	59056663	59057063	+	1000	45.0	[4.611834]	[119]	[4.611834]	[119]	[59056865]	[59056865]
345_23133	chr8	98192512	98192912	+	979	45.0	[4.611834, 4.611834]	[93, 115]	[4.611834, 4.611834]	[93, 115]	[98192705, 98192727]	[98192705, 98192727]
345_23135	chr8	99786983	99787383	+	1000	45.0	[4.611834]	[122]	[5.088419]	[122]	[99787198]	[99787198]
345_23136	chr8	100950618	100951018	+	1000	45.0	[11.270045, 5.088419]	[118, 124]	[11.270045, 4.611834]	[118, 124]	[100950836, 100950842]	[100950836, 100950842]
345_23137	chr8	100951877	100952277	+	1000	45.0	[4.611834, 4.611834]	[106, 151]	[4.611834, 4.611834]	[106, 151]	[100952046, 100952091]	[100952046, 100952091]
345_23138	chr8	119941356	119941756	+	1000	45.0	[8.356634, 9.465482]	[111, 121]	[4.611834, 4.611834]	[111, 121]	[119941556, 119941566]	[119941556, 119941566]
345_23139	chr8	124575285	124575685	+	1000	45.0	[11.270045]	[111]	[11.270045]	[111]	[124575491]	[124575491]
345_2314	chr15	64461788	64462188	+	1000	395.0	[4.611834, 4.611834, 4.611834]	[64, 123, 129]	[4.611834, 4.611834, 4.611834]	[64, 123, 129]	[64461944, 64462003, 64462009]	[64461944, 64462003, 64462009]
345_23140	chr8	128220321	128220721	+	1000	45.0	[4.611834]	[108]	[9.465482]	[108]	[128220529]	[128220529]
345_23142	chr8	144325160	144325560	+	1000	45.0	[9.465482]	[100]	[4.611834]	[100]	[144325349]	[144325349]
345_23143	chr9	4853876	4854276	+	1000	45.0	[4.611834]	[155]	[5.088419]	[155]	[4854079]	[4854079]
345_23144	chr9	7154096	7154496	+	1000	45.0	[5.088419, 11.270045]	[75, 101]	[4.611834, 11.270045]	[75, 101]	[7154259, 7154285]	[7154259, 7154285]
345_23146	chr9	27059912	27060312	+	904	45.0	[4.611834, 4.611834, 4.611834, 4.611834]	[68, 79, 104, 121]	[4.611834, 4.611834, 4.611834, 4.611834]	[68, 79, 104, 121]	[27060080, 27060091, 27060116, 27060133]	[27060080, 27060091, 27060116, 27060133]
345_23147	chr9	35237396	35237796	+	842	45.0	[5.088419]	[60]	[4.611834]	[60]	[35237555]	[35237555]
345_23148	chr9	97172200	97172600	+	1000	45.0	[4.611834]	[84]	[4.611834]	[84]	[97172376]	[97172376]
345_23149	chr9	108049053	108049453	+	1000	45.0	[4.611834]	[77]	[4.611834]	[77]	[108049217]	[108049217]
345_2315	chr15	72232158	72232558	+	1000	395.0	[4.611834, 11.270045, 4.611834]	[77, 87, 130]	[4.611834, 11.270045, 4.611834]	[77, 87, 130]	[72232314, 72232324, 72232367]	[72232314, 72232324, 72232367]
345_23153	chr9	124759298	124759698	+	1000	45.0	[4.611834]	[96]	[4.611834]	[96]	[124759471]	[124759471]
345_23155	chr9	128656402	128656802	+	1000	45.0	[4.611834]	[122]	[4.611834]	[122]	[128656613]	[128656613]
345_2316	chr17	48219597	48219997	+	1000	395.0	[4.611834]	[125]	[4.611834]	[125]	[48219822]	[48219822]
345_23162	chrX	153776204	153776604	+	1000	45.0	[4.611834]	[83]	[5.088419]	[83]	[153776379]	[153776379]
345_23163	chrX	154910653	154911053	+	823	45.0	[4.611834]	[68]	[9.465482]	[68]	[154910820]	[154910820]
345_23165	chr1	10283195	10283595	+	1000	44.0	[4.611834]	[137]	[4.611834]	[137]	[10283425]	[10283425]
345_23166	chr1	15835972	15836372	+	1000	44.0	[4.611834]	[123]	[4.611834]	[123]	[15836153]	[15836153]
345_23169	chr1	18429670	18430070	+	1000	44.0	[4.611834, 9.465482]	[66, 126]	[4.611834, 4.611834]	[66, 126]	[18429827, 18429887]	[18429827, 18429887]
345_2317	chr18	30568371	30568771	+	1000	395.0	[11.270045]	[73]	[11.270045]	[73]	[30568538]	[30568538]
345_23171	chr1	19210326	19210726	+	1000	44.0	[5.088419, 4.611834]	[114, 140]	[4.611834, 4.611834]	[114, 140]	[19210522, 19210548]	[19210522, 19210548]
345_23172	chr1	20787968	20788368	+	977	44.0	[4.611834]	[144]	[4.611834]	[144]	[20788143]	[20788143]
345_23174	chr1	23380692	23381092	+	1000	44.0	[4.611834]	[91]	[4.611834]	[91]	[23380882]	[23380882]
345_23175	chr1	23539759	23540159	+	867	44.0	[4.611834]	[130]	[4.611834]	[130]	[23539962]	[23539962]
345_23176	chr1	24744744	24745144	+	1000	44.0	[4.611834, 4.611834]	[88, 148]	[4.611834, 5.088419]	[88, 148]	[24744926, 24744986]	[24744926, 24744986]
345_23177	chr1	25731301	25731701	+	1000	44.0	[4.611834, 4.611834]	[123, 142]	[4.611834, 4.611834]	[123, 142]	[25731520, 25731539]	[25731520, 25731539]
345_23179	chr1	26789138	26789538	+	1000	44.0	[4.611834]	[95]	[4.611834]	[95]	[26789332]	[26789332]
345_2318	chr19	38412877	38413277	+	1000	395.0	[8.356634]	[113]	[4.611834]	[113]	[38413082]	[38413082]
345_23180	chr1	29425608	29426008	+	1000	44.0	[8.356634, 4.611834]	[87, 99]	[4.611834, 4.611834]	[87, 99]	[29425787, 29425799]	[29425787, 29425799]
345_23181	chr1	31955935	31956335	+	1000	44.0	[4.611834]	[62]	[4.611834]	[62]	[31956093]	[31956093]
345_23184	chr1	39391334	39391734	+	932	44.0	[4.611834]	[71]	[4.611834]	[71]	[39391501]	[39391501]
345_23185	chr1	39740240	39740640	+	1000	44.0	[11.270045]	[137]	[11.270045]	[137]	[39740474]	[39740474]
345_23187	chr1	42924241	42924641	+	997	44.0	[4.611834, 4.611834]	[70, 130]	[5.088419, 4.611834]	[70, 130]	[42924406, 42924466]	[42924406, 42924466]
345_23188	chr1	44986552	44986952	+	1000	44.0	[4.611834]	[140]	[4.611834]	[140]	[44986713]	[44986713]
345_2319	chr19	44695704	44696104	+	1000	395.0	[9.465482, 4.611834]	[90, 118]	[4.611834, 9.465482]	[90, 118]	[44695892, 44695920]	[44695892, 44695920]
345_23190	chr1	54421097	54421497	+	1000	44.0	[4.611834]	[118]	[4.611834]	[118]	[54421298]	[54421298]
345_23191	chr1	65289964	65290364	+	1000	44.0	[4.611834, 11.270045]	[134, 153]	[4.611834, 11.270045]	[134, 153]	[65290184, 65290203]	[65290184, 65290203]
345_23192	chr1	70412065	70412465	+	1000	44.0	[4.611834]	[89]	[4.611834]	[89]	[70412230]	[70412230]
345_23193	chr1	75720814	75721214	+	764	44.0	[5.088419]	[131]	[4.611834]	[131]	[75721027]	[75721027]
345_23194	chr1	92571574	92571974	+	1000	44.0	[5.088419]	[94]	[4.611834]	[94]	[92571764]	[92571764]
345_23195	chr1	94892881	94893281	+	1000	44.0	[4.611834, 11.270045, 8.356634]	[73, 113, 140]	[4.611834, 11.270045, 4.611834]	[73, 113, 140]	[94893042, 94893082, 94893109]	[94893042, 94893082, 94893109]
345_23196	chr1	95019124	95019524	+	1000	44.0	[4.611834]	[104]	[4.611834]	[104]	[95019323]	[95019323]
345_23197	chr1	108559369	108559769	+	1000	44.0	[4.611834]	[146]	[4.611834]	[146]	[108559596]	[108559596]
345_23198	chr1	113217738	113218138	+	1000	44.0	[4.611834]	[130]	[4.611834]	[130]	[113217951]	[113217951]
345_23199	chr1	117481422	117481822	+	1000	44.0	[4.611834]	[157]	[4.611834]	[157]	[117481667]	[117481667]
345_232	chr19	13102657	13103057	+	1000	696.0	[4.611834]	[68]	[4.611834]	[68]	[13102823]	[13102823]
345_2320	chr5	98954622	98955022	+	1000	395.0	[5.088419]	[82]	[4.611834]	[82]	[98954797]	[98954797]
345_23200	chr1	156757503	156757903	+	1000	44.0	[4.611834]	[65]	[8.356634]	[65]	[156757665]	[156757665]
345_23201	chr1	157197081	157197481	+	1000	44.0	[9.465482, 4.611834, 8.356634]	[76, 96, 145]	[4.611834, 4.611834, 4.611834]	[76, 96, 145]	[157197253, 157197273, 157197322]	[157197253, 157197273, 157197322]
345_23202	chr1	158043309	158043709	+	1000	44.0	[4.611834]	[148]	[4.611834]	[148]	[158043551]	[158043551]
345_23204	chr1	165392951	165393351	+	1000	44.0	[4.611834, 11.270045]	[64, 97]	[4.611834, 11.270045]	[64, 97]	[165393110, 165393143]	[165393110, 165393143]
345_23208	chr1	172531572	172531972	+	1000	44.0	[9.465482, 4.611834]	[106, 146]	[4.611834, 4.611834]	[106, 146]	[172531763, 172531803]	[172531763, 172531803]
345_2321	chr5	113042834	113043234	+	1000	395.0	[4.611834]	[109]	[9.465482]	[109]	[113043042]	[113043042]
345_23213	chr1	195903246	195903646	+	1000	44.0	[8.356634, 4.611834]	[82, 90]	[4.611834, 4.611834]	[82, 90]	[195903407, 195903415]	[195903407, 195903415]
345_23215	chr1	202349198	202349598	+	1000	44.0	[4.611834]	[53]	[4.611834]	[53]	[202349349]	[202349349]
345_23216	chr1	204506894	204507294	+	1000	44.0	[4.611834]	[134]	[4.611834]	[134]	[204507115]	[204507115]
345_23217	chr1	206816837	206817237	+	768	44.0	[4.611834]	[87]	[4.611834]	[87]	[206817009]	[206817009]
345_23218	chr1	207055630	207056030	+	929	44.0	[4.611834, 11.270045]	[120, 134]	[4.611834, 11.270045]	[120, 134]	[207055836, 207055850]	[207055836, 207055850]
345_23219	chr1	212858062	212858462	+	1000	44.0	[4.611834]	[173]	[9.465482]	[173]	[212858282]	[212858282]
345_23221	chr1	226407780	226408180	+	1000	44.0	[4.611834, 4.611834]	[91, 171]	[4.611834, 4.611834]	[91, 171]	[226407937, 226408017]	[226407937, 226408017]
345_23222	chr1	230030301	230030701	+	1000	44.0	[4.611834]	[128]	[4.611834]	[128]	[230030509]	[230030509]
345_23223	chr1	243421770	243422170	+	702	44.0	[4.611834, 4.611834, 4.611834]	[101, 142, 156]	[4.611834, 5.088419, 4.611834]	[101, 142, 156]	[243421941, 243421982, 243421996]	[243421941, 243421982, 243421996]
345_23224	chr1	243946231	243946631	+	1000	44.0	[9.465482]	[136]	[4.611834]	[136]	[243946455]	[243946455]
345_23225	chr1	246837629	246838029	+	1000	44.0	[9.465482]	[133]	[4.611834]	[133]	[246837855]	[246837855]
345_23226	chr10	3838522	3838922	+	1000	44.0	[9.465482, 4.611834]	[94, 114]	[4.611834, 4.611834]	[94, 114]	[3838711, 3838731]	[3838711, 3838731]
345_23227	chr10	21335060	21335460	+	1000	44.0	[4.611834, 5.088419]	[135, 143]	[4.611834, 4.611834]	[135, 143]	[21335288, 21335296]	[21335288, 21335296]
345_23228	chr10	28496448	28496848	+	1000	44.0	[5.088419]	[132]	[4.611834]	[132]	[28496627]	[28496627]
345_2323	chr6	36118582	36118982	+	1000	395.0	[4.611834, 4.611834]	[129, 140]	[4.611834, 4.611834]	[129, 140]	[36118810, 36118821]	[36118810, 36118821]
345_23230	chr10	37751634	37752034	+	1000	44.0	[4.611834, 4.611834, 9.465482]	[140, 146, 149]	[4.611834, 4.611834, 4.611834]	[140, 146, 149]	[37751870, 37751876, 37751879]	[37751870, 37751876, 37751879]
345_23231	chr10	60097177	60097577	+	1000	44.0	[4.611834]	[192]	[4.611834]	[192]	[60097404]	[60097404]
345_23233	chr10	69123603	69124003	+	1000	44.0	[9.465482]	[148]	[4.611834]	[148]	[69123842]	[69123842]
345_23235	chr10	72254745	72255145	+	631	44.0	[4.611834]	[182]	[4.611834]	[182]	[72254992]	[72254992]
345_23238	chr10	84248822	84249222	+	1000	44.0	[4.611834, 4.611834]	[77, 83]	[9.465482, 4.611834]	[77, 83]	[84248991, 84248997]	[84248991, 84248997]
345_23239	chr10	93498215	93498615	+	1000	44.0	[4.611834, 5.088419]	[168, 171]	[4.611834, 4.611834]	[168, 171]	[93498453, 93498456]	[93498453, 93498456]
345_2324	chrX	149848840	149849240	+	1000	395.0	[4.611834, 4.611834, 4.611834, 9.465482]	[68, 71, 85, 146]	[4.611834, 4.611834, 4.611834, 4.611834]	[68, 71, 85, 146]	[149848999, 149849002, 149849016, 149849077]	[149848999, 149849002, 149849016, 149849077]
345_23240	chr10	97745516	97745916	+	1000	44.0	[5.088419, 4.611834]	[67, 147]	[4.611834, 4.611834]	[67, 147]	[97745683, 97745763]	[97745683, 97745763]
345_23244	chr11	4794423	4794823	+	1000	44.0	[4.611834]	[89]	[4.611834]	[89]	[4794595]	[4794595]
345_23245	chr11	5154029	5154429	+	1000	44.0	[4.611834, 5.088419]	[80, 126]	[4.611834, 4.611834]	[80, 126]	[5154206, 5154252]	[5154206, 5154252]
345_23246	chr11	9384458	9384858	+	1000	44.0	[4.611834]	[121]	[4.611834]	[121]	[9384668]	[9384668]
345_23249	chr11	12814797	12815197	+	1000	44.0	[4.611834, 8.356634]	[166, 180]	[4.611834, 4.611834]	[166, 180]	[12815034, 12815048]	[12815034, 12815048]
345_2325	chr1	3625603	3626003	+	1000	394.0	[4.611834, 5.088419]	[108, 111]	[4.611834, 4.611834]	[108, 111]	[3625807, 3625810]	[3625807, 3625810]
345_23250	chr11	27239552	27239952	+	1000	44.0	[9.465482, 9.465482]	[87, 125]	[4.611834, 4.611834]	[87, 125]	[27239730, 27239768]	[27239730, 27239768]
345_23251	chr11	31810861	31811261	+	1000	44.0	[4.611834, 4.611834]	[111, 114]	[4.611834, 4.611834]	[111, 114]	[31811054, 31811057]	[31811054, 31811057]
345_23253	chr11	43686257	43686657	+	1000	44.0	[9.465482, 4.611834]	[86, 92]	[4.611834, 8.356634]	[86, 92]	[43686436, 43686442]	[43686436, 43686442]
345_23255	chr11	48100081	48100481	+	1000	44.0	[4.611834, 4.611834]	[89, 149]	[4.611834, 4.611834]	[89, 149]	[48100262, 48100322]	[48100262, 48100322]
345_23257	chr11	72434271	72434671	+	1000	44.0	[11.270045]	[139]	[11.270045]	[139]	[72434480]	[72434480]
345_23258	chr11	76704204	76704604	+	1000	44.0	[4.611834, 11.270045, 4.611834]	[84, 95, 148]	[5.088419, 11.270045, 4.611834]	[84, 95, 148]	[76704369, 76704380, 76704433]	[76704369, 76704380, 76704433]
345_23259	chr11	76987195	76987595	+	1000	44.0	[4.611834]	[154]	[4.611834]	[154]	[76987426]	[76987426]
345_23262	chr11	94573005	94573405	+	959	44.0	[4.611834, 4.611834]	[69, 125]	[4.611834, 9.465482]	[69, 125]	[94573169, 94573225]	[94573169, 94573225]
345_23264	chr11	116651375	116651775	+	1000	44.0	[4.611834, 4.611834]	[91, 128]	[4.611834, 4.611834]	[91, 128]	[116651554, 116651591]	[116651554, 116651591]
345_23265	chr11	118003557	118003957	+	834	44.0	[4.611834]	[120]	[9.465482]	[120]	[118003772]	[118003772]
345_23266	chr11	118939097	118939497	+	1000	44.0	[4.611834]	[132]	[4.611834]	[132]	[118939304]	[118939304]
345_23270	chr12	1565165	1565565	+	1000	44.0	[4.611834]	[126]	[4.611834]	[126]	[1565381]	[1565381]
345_23272	chr12	46384067	46384467	+	1000	44.0	[4.611834]	[117]	[4.611834]	[117]	[46384250]	[46384250]
345_23273	chr12	56332519	56332919	+	1000	44.0	[11.270045, 4.611834]	[94, 140]	[11.270045, 4.611834]	[94, 140]	[56332694, 56332740]	[56332694, 56332740]
345_23276	chr12	70050014	70050414	+	782	44.0	[4.611834, 9.465482]	[74, 139]	[4.611834, 4.611834]	[74, 139]	[70050186, 70050251]	[70050186, 70050251]
345_23277	chr12	72677820	72678220	+	1000	44.0	[4.611834]	[97]	[4.611834]	[97]	[72678009]	[72678009]
345_23279	chr12	96401309	96401709	+	1000	44.0	[4.611834]	[142]	[4.611834]	[142]	[96401540]	[96401540]
345_2328	chr13	112701091	112701491	+	1000	394.0	[4.611834]	[116]	[4.611834]	[116]	[112701299]	[112701299]
345_23280	chr12	98736788	98737188	+	1000	44.0	[9.465482, 4.611834, 8.356634]	[114, 140, 143]	[4.611834, 4.611834, 4.611834]	[114, 140, 143]	[98736960, 98736986, 98736989]	[98736960, 98736986, 98736989]
345_23282	chr12	104684914	104685314	+	556	44.0	[9.465482]	[131]	[4.611834]	[131]	[104685128]	[104685128]
345_23284	chr12	111449299	111449699	+	1000	44.0	[4.611834]	[83]	[4.611834]	[83]	[111449461]	[111449461]
345_23285	chr12	111685989	111686389	+	1000	44.0	[4.611834]	[132]	[4.611834]	[132]	[111686207]	[111686207]
345_23286	chr12	112357259	112357659	+	1000	44.0	[4.611834, 4.611834]	[65, 128]	[4.611834, 4.611834]	[65, 128]	[112357410, 112357473]	[112357410, 112357473]
345_23287	chr12	121400898	121401298	+	1000	44.0	[5.088419, 4.611834]	[106, 111]	[4.611834, 4.611834]	[106, 111]	[121401100, 121401105]	[121401100, 121401105]
345_2329	chr15	64217105	64217505	+	1000	394.0	[11.270045]	[85]	[11.270045]	[85]	[64217280]	[64217280]
345_23291	chr12	123126512	123126912	+	1000	44.0	[4.611834, 11.270045]	[154, 178]	[4.611834, 11.270045]	[154, 178]	[123126720, 123126744]	[123126720, 123126744]
345_23293	chr12	124968104	124968504	+	1000	44.0	[9.465482, 9.465482, 4.611834, 4.611834, 4.611834]	[97, 107, 124, 131, 134]	[4.611834, 4.611834, 9.465482, 4.611834, 4.611834]	[97, 107, 124, 131, 134]	[124968298, 124968308, 124968325, 124968332, 124968335]	[124968298, 124968308, 124968325, 124968332, 124968335]
345_23294	chr13	40790840	40791240	+	1000	44.0	[8.356634]	[136]	[4.611834]	[136]	[40791071]	[40791071]
345_23298	chr13	51451859	51452259	+	1000	44.0	[4.611834, 4.611834]	[78, 101]	[4.611834, 4.611834]	[78, 101]	[51452030, 51452053]	[51452030, 51452053]
345_23299	chr13	91352300	91352700	+	1000	44.0	[4.611834]	[188]	[4.611834]	[188]	[91352530]	[91352530]
345_233	chr1	42963668	42964068	+	1000	695.0	[5.088419, 4.611834]	[121, 137]	[4.611834, 4.611834]	[121, 137]	[42963885, 42963901]	[42963885, 42963901]
345_2330	chr19	3047670	3048070	+	1000	394.0	[4.611834, 4.611834]	[59, 134]	[4.611834, 4.611834]	[59, 134]	[3047823, 3047898]	[3047823, 3047898]
345_23300	chr13	109735389	109735789	+	1000	44.0	[9.465482, 4.611834]	[121, 151]	[4.611834, 4.611834]	[121, 151]	[109735592, 109735622]	[109735592, 109735622]
345_23301	chr13	113380102	113380502	+	1000	44.0	[4.611834]	[110]	[4.611834]	[110]	[113380294]	[113380294]
345_23304	chr14	24332798	24333198	+	1000	44.0	[4.611834]	[97]	[4.611834]	[97]	[24332983]	[24332983]
345_23305	chr14	31687743	31688143	+	1000	44.0	[4.611834]	[141]	[4.611834]	[141]	[31687959]	[31687959]
345_23308	chr14	67416079	67416479	+	1000	44.0	[4.611834, 4.611834, 4.611834]	[65, 90, 141]	[4.611834, 4.611834, 4.611834]	[65, 90, 141]	[67416240, 67416265, 67416316]	[67416240, 67416265, 67416316]
345_23310	chr14	70084210	70084610	+	1000	44.0	[4.611834, 4.611834, 4.611834]	[65, 136, 156]	[4.611834, 4.611834, 4.611834]	[65, 136, 156]	[70084365, 70084436, 70084456]	[70084365, 70084436, 70084456]
345_23313	chr14	101769184	101769584	+	850	44.0	[8.356634]	[133]	[4.611834]	[133]	[101769349]	[101769349]
345_23315	chr15	27833187	27833587	+	1000	44.0	[4.611834]	[67]	[4.611834]	[67]	[27833350]	[27833350]
345_23318	chr15	40929197	40929597	+	1000	44.0	[4.611834]	[98]	[4.611834]	[98]	[40929391]	[40929391]
345_23319	chr15	41536282	41536682	+	803	44.0	[4.611834]	[143]	[4.611834]	[143]	[41536518]	[41536518]
345_2332	chr2	48452123	48452523	+	1000	394.0	[11.270045]	[66]	[11.270045]	[66]	[48452284]	[48452284]
345_23320	chr15	41544106	41544506	+	988	44.0	[4.611834]	[98]	[4.611834]	[98]	[41544288]	[41544288]
345_23321	chr15	42878410	42878810	+	1000	44.0	[11.270045, 4.611834]	[93, 140]	[11.270045, 4.611834]	[93, 140]	[42878594, 42878641]	[42878594, 42878641]
345_23322	chr15	55286559	55286959	+	1000	44.0	[4.611834]	[147]	[4.611834]	[147]	[55286763]	[55286763]
345_23323	chr15	56934299	56934699	+	1000	44.0	[4.611834, 4.611834]	[121, 133]	[4.611834, 4.611834]	[121, 133]	[56934507, 56934519]	[56934507, 56934519]
345_23324	chr15	57312729	57313129	+	1000	44.0	[4.611834]	[96]	[8.356634]	[96]	[57312908]	[57312908]
345_23325	chr15	66386448	66386848	+	1000	44.0	[4.611834, 11.270045, 4.611834]	[84, 129, 139]	[5.088419, 11.270045, 5.088419]	[84, 129, 139]	[66386629, 66386674, 66386684]	[66386629, 66386674, 66386684]
345_23327	chr15	72168371	72168771	+	961	44.0	[4.611834]	[76]	[4.611834]	[76]	[72168528]	[72168528]
345_23329	chr15	78945051	78945451	+	1000	44.0	[4.611834]	[59]	[5.088419]	[59]	[78945208]	[78945208]
345_2333	chr3	14120814	14121214	+	1000	394.0	[11.270045]	[128]	[11.270045]	[128]	[14121041]	[14121041]
345_23330	chr15	82575252	82575652	+	1000	44.0	[4.611834]	[121]	[4.611834]	[121]	[82575466]	[82575466]
345_23331	chr15	89085551	89085951	+	1000	44.0	[4.611834, 11.270045]	[80, 100]	[9.465482, 11.270045]	[80, 100]	[89085731, 89085751]	[89085731, 89085751]
345_23332	chr15	90149101	90149501	+	947	44.0	[4.611834]	[146]	[4.611834]	[146]	[90149340]	[90149340]
345_23335	chr16	1828835	1829235	+	835	44.0	[4.611834]	[122]	[8.356634]	[122]	[1829042]	[1829042]
345_23337	chr16	6632508	6632908	+	1000	44.0	[4.611834]	[142]	[4.611834]	[142]	[6632743]	[6632743]
345_23338	chr16	8087949	8088349	+	1000	44.0	[4.611834]	[156]	[9.465482]	[156]	[8088197]	[8088197]
345_23339	chr16	14286222	14286622	+	1000	44.0	[11.270045]	[148]	[11.270045]	[148]	[14286449]	[14286449]
345_2334	chr3	179615411	179615811	+	1000	394.0	[4.611834]	[97]	[9.465482]	[97]	[179615605]	[179615605]
345_23342	chr16	23771555	23771955	+	1000	44.0	[4.611834]	[106]	[5.088419]	[106]	[23771747]	[23771747]
345_23345	chr16	57846412	57846812	+	1000	44.0	[4.611834, 4.611834]	[79, 124]	[4.611834, 9.465482]	[79, 124]	[57846579, 57846624]	[57846579, 57846624]
345_23347	chr16	58243781	58244181	+	1000	44.0	[11.270045]	[142]	[11.270045]	[142]	[58243982]	[58243982]
345_23348	chr16	65702697	65703097	+	1000	44.0	[4.611834]	[132]	[4.611834]	[132]	[65702929]	[65702929]
345_2335	chr6	14618764	14619164	+	1000	394.0	[5.088419]	[106]	[4.611834]	[106]	[14618968]	[14618968]
345_23350	chr16	69368899	69369299	+	1000	44.0	[4.611834]	[60]	[8.356634]	[60]	[69369054]	[69369054]
345_23353	chr16	88662849	88663249	+	1000	44.0	[4.611834]	[160]	[4.611834]	[160]	[88663060]	[88663060]
345_23355	chr17	2399903	2400303	+	1000	44.0	[4.611834]	[147]	[4.611834]	[147]	[2400125]	[2400125]
345_23356	chr17	2785337	2785737	+	1000	44.0	[4.611834]	[160]	[4.611834]	[160]	[2785571]	[2785571]
345_23357	chr17	2786120	2786520	+	1000	44.0	[5.088419]	[105]	[4.611834]	[105]	[2786310]	[2786310]
345_23358	chr17	4006851	4007251	+	1000	44.0	[11.270045, 9.465482]	[92, 131]	[11.270045, 4.611834]	[92, 131]	[4007043, 4007082]	[4007043, 4007082]
345_2336	chr6	19968208	19968608	+	1000	394.0	[4.611834, 4.611834, 4.611834]	[98, 104, 135]	[4.611834, 4.611834, 9.465482]	[98, 104, 135]	[19968405, 19968411, 19968442]	[19968405, 19968411, 19968442]
345_23361	chr17	33056712	33057112	+	1000	44.0	[4.611834]	[87]	[9.465482]	[87]	[33056898]	[33056898]
345_23362	chr17	36545377	36545777	+	599	44.0	[4.611834, 4.611834]	[124, 169]	[4.611834, 4.611834]	[124, 169]	[36545578, 36545623]	[36545578, 36545623]
345_23363	chr17	38825258	38825658	+	1000	44.0	[4.611834]	[130]	[4.611834]	[130]	[38825442]	[38825442]
