#PeakID(python identify_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_24731	chr20	62529861	62530261	+	950	41.0	[7.981569]	[146]	[7.2921777]	[160]	[62530097]	[62530111]
640_24732	chr20	62711526	62711926	+	1000	41.0	[8.415534]	[130]	[7.5613456]	[169]	[62711736]	[62711775]
640_24734	chr20	64038490	64038890	+	1000	41.0	[8.334265]	[135]	[]	[]	[64038704]	[]
640_2474	chr11	57530549	57530949	+	1000	179.0	[9.957076]	[108]	[12.820818]	[109]	[57530749]	[57530750]
640_24741	chr21	35520321	35520721	+	1000	41.0	[]	[]	[9.081068]	[154]	[]	[35520571]
640_24742	chr21	37555907	37556307	+	1000	41.0	[12.820818]	[123]	[9.859796]	[124]	[37556116]	[37556117]
640_2476	chr12	4272416	4272816	+	1000	179.0	[9.957076]	[94]	[9.859796]	[95]	[4272608]	[4272609]
640_24766	chr22	42553836	42554236	+	1000	41.0	[8.334265]	[240]	[7.5613456]	[241]	[42554083]	[42554084]
640_2478	chr16	30657768	30658168	+	1000	179.0	[8.344066]	[155]	[8.415534]	[87]	[30657993]	[30657925]
640_24784	chr3	48435980	48436380	+	1000	41.0	[]	[]	[7.5613456]	[121]	[]	[48436190]
640_248	chr16	30775267	30775667	+	1000	390.0	[]	[]	[9.081068]	[111]	[]	[30775466]
640_24817	chr4	25378058	25378458	+	1000	41.0	[9.081068]	[153]	[]	[]	[25378305]	[]
640_2482	chr2	23360716	23361116	+	1000	179.0	[9.957076]	[89]	[12.820818, 7.981569]	[90, 138]	[23360888]	[23360889, 23360937]
640_24826	chr4	110197528	110197928	+	1000	41.0	[]	[]	[7.981569]	[161]	[]	[110197745]
640_2484	chr3	53130187	53130587	+	1000	179.0	[8.415534]	[114]	[8.344066]	[115]	[53130370]	[53130371]
640_24849	chr5	132664076	132664476	+	920	41.0	[9.081068]	[160]	[]	[]	[132664275]	[]
640_24859	chr5	172902887	172903287	+	1000	41.0	[8.334265]	[117]	[7.5613456]	[118]	[172903086]	[172903087]
640_2486	chr4	76087093	76087493	+	1000	179.0	[8.415534, 9.957076, 9.081068]	[59, 91, 100]	[8.344066, 9.859796]	[60, 92]	[76087249, 76087281, 76087290]	[76087250, 76087282]
640_24875	chr6	29631360	29631760	+	1000	41.0	[]	[]	[7.5613456]	[150]	[]	[29631532]
640_24885	chr6	52665047	52665447	+	800	41.0	[9.081068]	[89]	[7.3805842]	[82]	[52665233]	[52665226]
640_24887	chr6	79269714	79270114	+	920	41.0	[]	[]	[7.981569]	[118]	[]	[79269912]
640_24892	chr6	125203452	125203852	+	1000	41.0	[8.415787]	[111]	[]	[]	[125203658]	[]
640_24902	chr7	2735257	2735657	+	1000	41.0	[9.859796]	[106]	[9.957076]	[107]	[2735457]	[2735458]
640_24903	chr7	2843738	2844138	+	1000	41.0	[]	[]	[7.1483927]	[108]	[]	[2843944]
640_24904	chr7	7148845	7149245	+	970	41.0	[]	[]	[9.081068]	[131]	[]	[7149074]
640_2491	chr6	108294733	108295133	+	1000	179.0	[9.081068]	[103]	[8.415787]	[104]	[108294928]	[108294929]
640_24910	chr7	50350404	50350804	+	1000	41.0	[7.981569]	[147]	[]	[]	[50350619]	[]
640_24919	chr7	100965672	100966072	+	1000	41.0	[12.820818]	[173]	[9.859796]	[174]	[100965857]	[100965858]
640_24920	chr7	101282909	101283309	+	1000	41.0	[7.5613456]	[143]	[]	[]	[101283106]	[]
640_24924	chr7	105678929	105679329	+	1000	41.0	[]	[]	[7.3805842]	[86]	[]	[105679114]
640_24928	chr7	108489100	108489500	+	1000	41.0	[8.415787]	[128]	[]	[]	[108489320]	[]
640_2495	chr8	144528976	144529376	+	1000	179.0	[9.081068]	[117]	[]	[]	[144529185]	[]
640_24950	chr8	42814198	42814598	+	1000	41.0	[12.820818]	[143]	[9.957076]	[144]	[42814420]	[42814421]
640_24952	chr8	70402465	70402865	+	1000	41.0	[7.3984704]	[79]	[]	[]	[70402622]	[]
640_24958	chr8	141346878	141347278	+	1000	41.0	[8.334265]	[142]	[7.5613456]	[143]	[141347101]	[141347102]
640_24959	chr8	141384560	141384960	+	1000	41.0	[]	[]	[9.081068]	[96]	[]	[141384749]
640_24962	chr9	6758763	6759163	+	1000	41.0	[8.415534]	[142]	[8.344066]	[143]	[6758971]	[6758972]
640_24964	chr9	33139753	33140153	+	1000	41.0	[12.820818]	[122]	[12.820818]	[123]	[33139974]	[33139975]
640_2497	chr1	18902737	18903137	+	1000	178.0	[9.859796]	[124]	[9.957076]	[125]	[18902946]	[18902947]
640_24975	chr9	109120618	109121018	+	1000	41.0	[]	[]	[9.081068]	[136]	[]	[109120817]
640_24980	chr9	126805708	126806108	+	1000	41.0	[7.3984704]	[131]	[]	[]	[126805913]	[]
640_24996	chr9	137454829	137455229	+	1000	41.0	[9.859796]	[105]	[9.957076]	[106]	[137455027]	[137455028]
640_250	chr9	133149309	133149709	+	1000	389.0	[9.081068, 9.3206]	[99, 115]	[9.859796]	[116]	[133149500, 133149516]	[133149517]
640_25016	chrX	153791105	153791505	+	1000	41.0	[]	[]	[8.415787]	[114]	[]	[153791299]
640_25020	chr1	1069254	1069654	+	1000	40.0	[]	[]	[7.1483927]	[144]	[]	[1069459]
640_25022	chr1	1899190	1899590	+	1000	40.0	[7.981569]	[133]	[7.3805842]	[134]	[1899414]	[1899415]
640_25023	chr1	2230288	2230688	+	748	40.0	[8.415534]	[148]	[]	[]	[2230480]	[]
640_25025	chr1	3773716	3774116	+	1000	40.0	[8.415787]	[88]	[]	[]	[3773878]	[]
640_25029	chr1	9629782	9630182	+	1000	40.0	[7.3805842]	[118]	[7.981569]	[119]	[9629989]	[9629990]
640_25035	chr1	19676388	19676788	+	895	40.0	[8.415534]	[81]	[]	[]	[19676568]	[]
640_25047	chr1	30741176	30741576	+	1000	40.0	[8.334265, 7.3984704]	[90, 171]	[7.4328523]	[172]	[30741339, 30741420]	[30741421]
640_2505	chr16	1929717	1930117	+	1000	178.0	[9.957076]	[128]	[12.820818]	[129]	[1929936]	[1929937]
640_25050	chr1	36097020	36097420	+	1000	40.0	[12.820818]	[123]	[12.820818]	[124]	[36097236]	[36097237]
640_25054	chr1	39105601	39106001	+	944	40.0	[]	[]	[8.334265]	[147]	[]	[39105797]
640_25070	chr1	93080432	93080832	+	1000	40.0	[9.081068]	[58]	[]	[]	[93080584]	[]
640_25080	chr1	150568077	150568477	+	1000	40.0	[8.415787, 7.3538165]	[131, 153]	[]	[]	[150568287, 150568309]	[]
640_25084	chr1	154348419	154348819	+	1000	40.0	[9.081068]	[107]	[8.415787]	[108]	[154348623]	[154348624]
640_2509	chr17	33874630	33875030	+	1000	178.0	[8.415787, 9.081068]	[109, 138]	[8.415787]	[139]	[33874830, 33874859]	[33874860]
640_25099	chr1	205273476	205273876	+	1000	40.0	[7.3805842]	[60]	[]	[]	[205273636]	[]
640_251	chr17	38853585	38853985	+	1000	388.0	[9.3206]	[111]	[12.820818]	[112]	[38853791]	[38853792]
640_25109	chr1	246506456	246506856	+	1000	40.0	[12.820818]	[116]	[9.859796]	[117]	[246506670]	[246506671]
640_25111	chr10	134914	135314	+	1000	40.0	[9.081068]	[94]	[]	[]	[135090]	[]
640_25125	chr10	50659019	50659419	+	668	40.0	[12.820818]	[122]	[12.820818]	[123]	[50659202]	[50659203]
640_25139	chr10	101840645	101841045	+	1000	40.0	[]	[]	[7.3984704]	[98]	[]	[101840840]
640_25146	chr10	132336105	132336505	+	1000	40.0	[9.957076]	[115]	[12.820818]	[116]	[132336278]	[132336279]
640_25147	chr11	1051067	1051467	+	1000	40.0	[7.5613456, 8.334265]	[107, 114]	[]	[]	[1051258, 1051265]	[]
640_25148	chr11	2305324	2305724	+	1000	40.0	[7.4328523]	[149]	[7.3984704]	[150]	[2305566]	[2305567]
640_25149	chr11	3231775	3232175	+	1000	40.0	[7.5613456]	[97]	[8.334265]	[98]	[3231960]	[3231961]
640_2515	chr20	23050949	23051349	+	1000	178.0	[12.820818]	[98]	[9.957076]	[99]	[23051142]	[23051143]
640_25150	chr11	3422136	3422536	+	826	40.0	[9.3206]	[122]	[12.820818]	[123]	[3422299]	[3422300]
640_25151	chr11	5504270	5504670	+	1000	40.0	[8.334265]	[172]	[]	[]	[5504448]	[]
640_25152	chr11	10351445	10351845	+	760	40.0	[7.981569]	[73]	[7.3984704]	[97]	[10351618]	[10351642]
640_25154	chr11	14645129	14645529	+	1000	40.0	[]	[]	[9.081068]	[84]	[]	[14645300]
640_25159	chr11	57457304	57457704	+	1000	40.0	[]	[]	[7.4328523]	[95]	[]	[57457474]
640_2516	chr20	23361629	23362029	+	1000	178.0	[8.344066, 9.3206]	[142, 159]	[9.3206]	[160]	[23361854, 23361871]	[23361872]
640_25161	chr11	59767258	59767658	+	1000	40.0	[]	[]	[8.415787]	[79]	[]	[59767437]
640_25162	chr11	62337201	62337601	+	1000	40.0	[7.981569]	[143]	[]	[]	[62337426]	[]
640_25163	chr11	62769726	62770126	+	1000	40.0	[]	[]	[8.334265]	[97]	[]	[62769921]
640_2517	chr20	44966180	44966580	+	1000	178.0	[12.820818]	[133]	[7.3538165, 9.3206]	[80, 134]	[44966412]	[44966359, 44966413]
640_25189	chr12	12890701	12891101	+	1000	40.0	[]	[]	[8.334265]	[128]	[]	[12890908]
640_25192	chr12	49266931	49267331	+	1000	40.0	[8.334265, 12.820818]	[58, 79]	[12.820818]	[80]	[49267087, 49267108]	[49267109]
640_25206	chr12	122894704	122895104	+	1000	40.0	[9.859796]	[144]	[12.820818]	[145]	[122894935]	[122894936]
640_25219	chr14	60250345	60250745	+	1000	40.0	[8.415787]	[91]	[9.081068]	[92]	[60250506]	[60250507]
640_25246	chr16	1941902	1942302	+	1000	40.0	[]	[]	[7.5613456]	[106]	[]	[1942105]
640_25251	chr16	21519242	21519642	+	687	40.0	[12.820818]	[155]	[12.820818]	[156]	[21519480]	[21519481]
640_2526	chr8	23068840	23069240	+	1000	178.0	[8.415534]	[82]	[]	[]	[23069005]	[]
640_25268	chr16	71367363	71367763	+	1000	40.0	[8.334265]	[144]	[]	[]	[71367575]	[]
640_25284	chr17	21253225	21253625	+	1000	40.0	[9.3206]	[238]	[9.957076]	[239]	[21253475]	[21253476]
640_25288	chr17	37047623	37048023	+	1000	40.0	[]	[]	[7.3538165]	[98]	[]	[37047806]
640_25293	chr17	45640343	45640743	+	1000	40.0	[8.415787]	[150]	[]	[]	[45640578]	[]
640_25294	chr17	48634559	48634959	+	1000	40.0	[8.344066]	[82]	[8.415534]	[83]	[48634721]	[48634722]
640_2530	chr10	80158537	80158937	+	1000	177.0	[12.820818]	[102]	[9.859796, 7.1483927]	[103, 160]	[80158725]	[80158726, 80158783]
640_25305	chr17	74351799	74352199	+	1000	40.0	[8.415534]	[113]	[]	[]	[74351980]	[]
640_25309	chr17	80364246	80364646	+	808	40.0	[9.957076]	[129]	[9.957076]	[130]	[80364475]	[80364476]
640_2531	chr10	94362761	94363161	+	1000	177.0	[9.859796]	[104]	[9.957076]	[105]	[94362914]	[94362915]
640_2532	chr11	66958588	66958988	+	1000	177.0	[9.957076]	[106]	[9.859796]	[107]	[66958785]	[66958786]
640_25329	chr19	17282471	17282871	+	1000	40.0	[8.415534]	[133]	[8.415787, 8.344066]	[123, 134]	[17282691]	[17282681, 17282692]
640_25342	chr19	42295981	42296381	+	1000	40.0	[9.081068]	[149]	[8.415787]	[150]	[42296225]	[42296226]
640_2536	chr15	90265722	90266122	+	1000	177.0	[7.981569]	[100]	[]	[]	[90265915]	[]
640_25361	chr2	46699427	46699827	+	1000	40.0	[7.3984704]	[155]	[]	[]	[46699652]	[]
640_25365	chr2	68319908	68320308	+	1000	40.0	[12.820818]	[168]	[9.3206]	[169]	[68320108]	[68320109]
640_25367	chr2	68722767	68723167	+	1000	40.0	[9.859796]	[104]	[12.820818]	[105]	[68722953]	[68722954]
640_25378	chr2	97806718	97807118	+	1000	40.0	[]	[]	[7.3538165]	[163]	[]	[97806961]
640_25384	chr2	135056784	135057184	+	1000	40.0	[7.5613456]	[84]	[]	[]	[135056963]	[]
640_25390	chr2	201129064	201129464	+	1000	40.0	[12.820818]	[106]	[12.820818]	[107]	[201129269]	[201129270]
640_25392	chr2	208255184	208255584	+	1000	40.0	[8.334265]	[131]	[]	[]	[208255346]	[]
640_25394	chr2	231612464	231612864	+	1000	40.0	[9.3206]	[89]	[9.957076]	[90]	[231612643]	[231612644]
640_25408	chr20	46011800	46012200	+	1000	40.0	[7.4328523]	[98]	[]	[]	[46011998]	[]
640_25410	chr20	49712913	49713313	+	638	40.0	[]	[]	[9.081068]	[132]	[]	[49713125]
640_25412	chr20	53593987	53594387	+	1000	40.0	[]	[]	[7.3984704]	[61]	[]	[53594145]
640_2542	chr17	49739670	49740070	+	1000	177.0	[8.334265]	[133]	[7.5613456]	[134]	[49739892]	[49739893]
640_25423	chr21	43346074	43346474	+	691	40.0	[9.3206]	[105]	[9.957076]	[106]	[43346262]	[43346263]
640_25425	chr21	46189125	46189525	+	1000	40.0	[12.820818, 9.859796]	[103, 117]	[12.820818, 12.820818]	[104, 118]	[46189326, 46189340]	[46189327, 46189341]
640_2543	chr17	50397360	50397760	+	1000	177.0	[7.2921777]	[76]	[]	[]	[50397526]	[]
640_25431	chr22	22369961	22370361	+	826	40.0	[]	[]	[8.415787]	[131]	[]	[22370189]
640_25436	chr22	31127769	31128169	+	1000	40.0	[7.981569]	[97]	[]	[]	[31127951]	[]
640_25447	chr22	46649189	46649589	+	613	40.0	[9.957076, 8.415534]	[64, 144]	[9.957076]	[65]	[46649349, 46649429]	[46649350]
640_25456	chr3	13890507	13890907	+	1000	40.0	[9.081068]	[171]	[]	[]	[13890742]	[]
640_25466	chr3	55607735	55608135	+	1000	40.0	[9.081068]	[159]	[8.415787]	[160]	[55607980]	[55607981]
640_25477	chr3	152486333	152486733	+	1000	40.0	[9.081068]	[166]	[]	[]	[152486576]	[]
640_25478	chr3	158743587	158743987	+	1000	40.0	[8.415787]	[113]	[8.415787]	[116]	[158743798]	[158743801]
640_2548	chr19	17842184	17842584	+	1000	177.0	[8.344066, 12.820818]	[83, 134]	[8.415534, 12.820818]	[84, 135]	[17842357, 17842408]	[17842358, 17842409]
640_25491	chr4	6595988	6596388	+	1000	40.0	[7.5613456, 7.5613456]	[116, 160]	[8.334265, 8.334265]	[117, 161]	[6596147, 6596191]	[6596148, 6596192]
640_25497	chr4	38230436	38230836	+	1000	40.0	[7.981569]	[145]	[]	[]	[38230675]	[]
640_25498	chr4	54784158	54784558	+	1000	40.0	[]	[]	[7.3538165]	[170]	[]	[54784408]
640_25512	chr4	128635184	128635584	+	992	40.0	[9.3206, 7.2921777]	[99, 132]	[9.3206]	[100]	[128635354, 128635387]	[128635355]
640_25516	chr4	184386193	184386593	+	1000	40.0	[12.820818]	[103]	[9.3206]	[104]	[184386391]	[184386392]
640_25517	chr4	184825055	184825455	+	1000	40.0	[7.5613456]	[164]	[]	[]	[184825245]	[]
640_2552	chr21	36060218	36060618	+	1000	177.0	[9.957076]	[96]	[12.820818]	[97]	[36060399]	[36060400]
640_25520	chr5	671560	671960	+	1000	40.0	[7.1483927]	[98]	[]	[]	[671732]	[]
640_25528	chr5	75669038	75669438	+	1000	40.0	[]	[]	[7.3805842]	[86]	[]	[75669212]
640_25533	chr5	108953943	108954343	+	1000	40.0	[9.081068]	[157]	[8.415787]	[158]	[108954177]	[108954178]
640_2556	chr3	186931089	186931489	+	1000	177.0	[9.957076]	[65]	[9.957076]	[66]	[186931250]	[186931251]
640_2557	chr4	88523520	88523920	+	1000	177.0	[]	[]	[7.4328523]	[138]	[]	[88523742]
640_25572	chr6	42548060	42548460	+	1000	40.0	[9.957076]	[119]	[9.957076]	[120]	[42548263]	[42548264]
640_2558	chr4	139015265	139015665	+	1000	177.0	[9.859796]	[100]	[9.859796]	[101]	[139015452]	[139015453]
640_25587	chr6	150891864	150892264	+	1000	40.0	[8.415787]	[121]	[9.081068]	[122]	[150892084]	[150892085]
640_25589	chr6	157536008	157536408	+	1000	40.0	[7.981569]	[139]	[7.3805842]	[140]	[157536246]	[157536247]
640_2559	chr5	14250029	14250429	+	1000	177.0	[12.820818]	[103]	[12.820818]	[104]	[14250226]	[14250227]
640_25591	chr6	159972595	159972995	+	1000	40.0	[9.957076]	[113]	[12.820818]	[114]	[159972781]	[159972782]
640_25594	chr6	163814395	163814795	+	1000	40.0	[9.859796]	[67]	[9.859796]	[68]	[163814556]	[163814557]
640_25596	chr6	168895026	168895426	+	1000	40.0	[7.3805842]	[75]	[7.981569]	[76]	[168895200]	[168895201]
640_25607	chr7	32890432	32890832	+	1000	40.0	[9.859796]	[129]	[9.3206]	[130]	[32890638]	[32890639]
640_25614	chr7	97835558	97835958	+	1000	40.0	[7.981569]	[99]	[7.3805842, 9.081068]	[100, 123]	[97835744]	[97835745, 97835768]
640_25616	chr7	101911703	101912103	+	918	40.0	[9.081068]	[66]	[8.415787]	[67]	[101911863]	[101911864]
640_25621	chr7	107064246	107064646	+	627	40.0	[12.820818]	[108]	[9.859796]	[109]	[107064438]	[107064439]
640_25622	chr7	107463112	107463512	+	1000	40.0	[]	[]	[7.3538165, 8.334265]	[100, 120]	[]	[107463294, 107463314]
640_25629	chr7	128381129	128381529	+	1000	40.0	[]	[]	[8.415787]	[86]	[]	[128381303]
640_25632	chr7	130524590	130524990	+	1000	40.0	[12.820818]	[111]	[9.859796, 8.334265]	[112, 150]	[130524794]	[130524795, 130524833]
640_25642	chr7	151404222	151404622	+	1000	40.0	[7.3538165]	[87]	[]	[]	[151404401]	[]
640_25643	chr7	155002072	155002472	+	1000	40.0	[7.3538165, 12.820818]	[95, 131]	[9.957076]	[132]	[155002242, 155002278]	[155002279]
640_25649	chr8	28890972	28891372	+	1000	40.0	[]	[]	[7.2921777]	[159]	[]	[28891199]
640_25658	chr8	81106935	81107335	+	1000	40.0	[]	[]	[8.415787]	[133]	[]	[81107168]
640_25661	chr8	105493285	105493685	+	819	40.0	[8.334265]	[143]	[]	[]	[105493523]	[]
640_25663	chr8	106762946	106763346	+	1000	40.0	[9.859796]	[150]	[12.820818]	[151]	[106763171]	[106763172]
640_25668	chr8	138767667	138768067	+	1000	40.0	[9.859796]	[174]	[12.820818]	[175]	[138767891]	[138767892]
640_25669	chr8	142874299	142874699	+	1000	40.0	[8.334265, 9.957076]	[76, 143]	[7.5613456, 12.820818]	[77, 144]	[142874465, 142874532]	[142874466, 142874533]
640_25673	chr8	144473442	144473842	+	803	40.0	[7.3538165]	[164]	[]	[]	[144473682]	[]
640_2568	chr9	87792771	87793171	+	1000	177.0	[9.081068]	[79]	[]	[]	[87792947]	[]
640_25703	chrX	2629458	2629858	+	1000	40.0	[]	[]	[9.081068]	[123]	[]	[2629614]
640_2571	chr1	12478111	12478511	+	1000	176.0	[8.415534]	[60]	[8.344066]	[61]	[12478266]	[12478267]
640_25714	chrX	154411918	154412318	+	1000	40.0	[8.334265]	[96]	[]	[]	[154412096]	[]
640_25724	chr1	11841162	11841562	+	1000	39.0	[9.957076]	[140]	[9.957076]	[141]	[11841374]	[11841375]
640_25725	chr1	15381102	15381502	+	1000	39.0	[12.820818]	[95]	[9.859796]	[96]	[15381287]	[15381288]
640_25728	chr1	17013859	17014259	+	1000	39.0	[]	[]	[8.415787]	[51]	[]	[17014010]
640_2573	chr1	45303746	45304146	+	1000	176.0	[]	[]	[7.1483927]	[178]	[]	[45303989]
640_25734	chr1	27663121	27663521	+	1000	39.0	[8.334265]	[148]	[7.5613456]	[149]	[27663335]	[27663336]
640_25739	chr1	32400780	32401180	+	1000	39.0	[7.5613456]	[131]	[]	[]	[32400996]	[]
640_2574	chr1	85708219	85708619	+	1000	176.0	[12.820818]	[72]	[9.859796]	[73]	[85708381]	[85708382]
640_25741	chr1	36384909	36385309	+	1000	39.0	[7.3538165]	[141]	[]	[]	[36385109]	[]
640_25742	chr1	37255353	37255753	+	1000	39.0	[12.820818]	[95]	[12.820818]	[96]	[37255539]	[37255540]
640_25746	chr1	39165136	39165536	+	1000	39.0	[9.081068]	[113]	[]	[]	[39165345]	[]
640_25759	chr1	75472391	75472791	+	1000	39.0	[9.081068]	[107]	[]	[]	[75472585]	[]
640_2576	chr10	11874698	11875098	+	1000	176.0	[9.3206, 12.820818]	[78, 130]	[9.957076, 12.820818]	[79, 131]	[11874868, 11874920]	[11874869, 11874921]
640_25773	chr1	153616270	153616670	+	979	39.0	[7.3805842]	[119]	[7.981569]	[120]	[153616486]	[153616487]
640_25775	chr1	153749424	153749824	+	794	39.0	[9.957076]	[175]	[9.3206]	[176]	[153749666]	[153749667]
640_25789	chr1	179002684	179003084	+	1000	39.0	[7.3984704]	[83]	[7.3984704]	[111]	[179002863]	[179002891]
640_25805	chr1	223081333	223081733	+	817	39.0	[]	[]	[7.5613456]	[134]	[]	[223081548]
640_25806	chr1	224509888	224510288	+	1000	39.0	[7.981569]	[91]	[7.3805842]	[92]	[224510062]	[224510063]
640_25813	chr1	235971699	235972099	+	890	39.0	[9.3206]	[121]	[12.820818]	[122]	[235971917]	[235971918]
640_25816	chr1	247833565	247833965	+	1000	39.0	[7.5613456]	[64]	[8.334265]	[65]	[247833728]	[247833729]
640_25822	chr10	11725158	11725558	+	1000	39.0	[9.081068]	[134]	[]	[]	[11725392]	[]
640_25829	chr10	31278585	31278985	+	1000	39.0	[]	[]	[9.081068]	[141]	[]	[31278811]
640_2583	chr15	82647482	82647882	+	1000	176.0	[7.3805842, 9.957076]	[109, 131]	[7.981569, 7.981569, 9.3206]	[71, 110, 132]	[82647691, 82647713]	[82647653, 82647692, 82647714]
640_25830	chr10	35563271	35563671	+	1000	39.0	[]	[]	[7.3538165]	[170]	[]	[35563518]
640_25844	chr10	97879075	97879475	+	1000	39.0	[]	[]	[9.081068]	[145]	[]	[97879300]
640_25856	chr11	10807631	10808031	+	1000	39.0	[7.3984704]	[120]	[7.4328523, 7.3805842]	[121, 132]	[10807823]	[10807824, 10807835]
640_25868	chr11	65116599	65116999	+	1000	39.0	[7.981569, 7.981569, 9.957076]	[130, 144, 187]	[12.820818]	[188]	[65116786, 65116800, 65116843]	[65116844]
640_2587	chr17	48995171	48995571	+	1000	176.0	[9.859796]	[71]	[12.820818]	[72]	[48995336]	[48995337]
640_25872	chr11	73178054	73178454	+	1000	39.0	[8.334265]	[88]	[7.5613456]	[89]	[73178240]	[73178241]
640_25877	chr11	117097859	117098259	+	1000	39.0	[8.344066]	[90]	[]	[]	[117098044]	[]
640_25879	chr11	118940255	118940655	+	1000	39.0	[12.820818]	[100]	[12.820818]	[101]	[118940448]	[118940449]
640_25880	chr11	125111403	125111803	+	1000	39.0	[7.4328523]	[147]	[7.3984704]	[148]	[125111610]	[125111611]
640_25888	chr12	47207293	47207693	+	1000	39.0	[9.957076]	[202]	[12.820818]	[203]	[47207527]	[47207528]
640_25897	chr12	65556706	65557106	+	1000	39.0	[]	[]	[8.344066]	[110]	[]	[65556907]
640_259	chr17	5468764	5469164	+	1000	384.0	[12.820818]	[94]	[9.957076]	[95]	[5468954]	[5468955]
640_25904	chr12	110585280	110585680	+	1000	39.0	[9.957076]	[70]	[12.820818]	[71]	[110585444]	[110585445]
640_2591	chr2	99337070	99337470	+	1000	176.0	[]	[]	[7.3805842]	[70]	[]	[99337234]
640_25924	chr13	112606316	112606716	+	1000	39.0	[7.4328523]	[109]	[]	[]	[112606483]	[]
640_25927	chr14	22460427	22460827	+	1000	39.0	[]	[]	[8.415787]	[145]	[]	[22460658]
640_25937	chr14	102504212	102504612	+	584	39.0	[8.334265]	[85]	[]	[]	[102504378]	[]
640_25948	chr15	50353926	50354326	+	1000	39.0	[]	[]	[7.3538165]	[137]	[]	[50354136]
640_25959	chr15	82855723	82856123	+	1000	39.0	[9.957076]	[123]	[9.3206]	[124]	[82855945]	[82855946]
640_2596	chr4	39527649	39528049	+	1000	176.0	[8.415534]	[170]	[]	[]	[39527882]	[]
640_25963	chr16	1408139	1408539	+	1000	39.0	[9.859796]	[131]	[7.3984704, 9.3206]	[114, 132]	[1408307]	[1408290, 1408308]
640_25965	chr16	3188915	3189315	+	1000	39.0	[12.820818]	[156]	[12.820818]	[157]	[3189075]	[3189076]
640_25968	chr16	8962335	8962735	+	1000	39.0	[9.081068]	[77]	[7.5613456]	[114]	[8962509]	[8962546]
640_2597	chr4	185203933	185204333	+	1000	176.0	[8.344066]	[116]	[8.415534]	[117]	[185204130]	[185204131]
640_25995	chr17	21275599	21275999	+	1000	39.0	[9.081068]	[200]	[]	[]	[21275847]	[]
640_26	chr1	39899029	39899429	+	1000	601.0	[9.081068]	[111]	[8.415787]	[112]	[39899236]	[39899237]
640_260	chr18	26226271	26226671	+	1000	384.0	[8.415534]	[84]	[8.344066]	[85]	[26226441]	[26226442]
640_26002	chr17	38510124	38510524	+	1000	39.0	[12.820818]	[126]	[12.820818]	[127]	[38510345]	[38510346]
640_26003	chr17	40417122	40417522	+	918	39.0	[8.334265]	[104]	[]	[]	[40417316]	[]
640_26004	chr17	40820270	40820670	+	1000	39.0	[7.981569]	[153]	[7.981569, 7.3805842]	[95, 154]	[40820513]	[40820455, 40820514]
640_26009	chr17	48259691	48260091	+	1000	39.0	[7.5613456]	[71]	[]	[]	[48259856]	[]
640_26014	chr17	63437278	63437678	+	1000	39.0	[8.344066]	[95]	[]	[]	[63437446]	[]
640_26026	chr17	78854065	78854465	+	1000	39.0	[]	[]	[8.334265]	[127]	[]	[78854248]
640_26027	chr17	80105706	80106106	+	1000	39.0	[8.415534]	[109]	[]	[]	[80105886]	[]
640_2603	chr8	9074793	9075193	+	1000	176.0	[12.820818]	[116]	[9.859796, 7.4328523]	[117, 143]	[9074978]	[9074979, 9075005]
640_26036	chr18	21686512	21686912	+	1000	39.0	[]	[]	[7.2921777]	[124]	[]	[21686694]
640_26037	chr18	25298840	25299240	+	1000	39.0	[12.820818]	[120]	[12.820818]	[121]	[25299035]	[25299036]
640_26040	chr18	49561677	49562077	+	1000	39.0	[8.344066]	[125]	[8.415534]	[126]	[49561884]	[49561885]
640_26045	chr19	3665843	3666243	+	1000	39.0	[7.5613456]	[92]	[8.334265]	[93]	[3666014]	[3666015]
640_26047	chr19	5666144	5666544	+	1000	39.0	[12.820818]	[120]	[12.820818]	[121]	[5666364]	[5666365]
640_2607	chr1	175023246	175023646	+	1000	175.0	[]	[]	[7.981569]	[124]	[]	[175023469]
640_26071	chr19	18883919	18884319	+	1000	39.0	[12.820818, 7.5613456]	[112, 149]	[12.820818]	[113]	[18884124, 18884161]	[18884125]
640_2610	chr11	72434329	72434729	+	1000	175.0	[7.3984704, 7.2921777]	[106, 132]	[7.4328523]	[107]	[72434495, 72434521]	[72434496]
640_26106	chr2	38536074	38536474	+	766	39.0	[7.5613456]	[149]	[8.334265]	[150]	[38536263]	[38536264]
640_2611	chr11	116787795	116788195	+	1000	175.0	[8.344066]	[108]	[]	[]	[116787996]	[]
640_26128	chr2	175442366	175442766	+	919	39.0	[]	[]	[8.415787]	[114]	[]	[175442560]
640_26134	chr2	231709314	231709714	+	820	39.0	[8.344066]	[78]	[]	[]	[231709476]	[]
640_26137	chr20	208991	209391	+	1000	39.0	[9.081068]	[86]	[]	[]	[209177]	[]
640_26150	chr20	58864395	58864795	+	829	39.0	[9.957076]	[122]	[8.334265, 9.859796]	[116, 123]	[58864614]	[58864608, 58864615]
640_26151	chr21	15061939	15062339	+	1000	39.0	[8.415787]	[146]	[9.081068]	[147]	[15062172]	[15062173]
