#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_18585	chr4	94896910	94897310	+	568	28.0	[9.6081915]	[122]	[]	[]	[94897088]	[]
681_1859	chr1	110089578	110089978	+	1000	69.0	[9.075708, 8.514302]	[112, 119]	[]	[]	[110089787, 110089794]	[]
681_18591	chr4	158997751	158998151	+	717	28.0	[]	[]	[13.574681]	[137]	[]	[158997984]
681_18597	chr5	10590672	10591072	+	702	28.0	[8.268917]	[71]	[]	[]	[10590824]	[]
681_18599	chr5	32288155	32288555	+	732	28.0	[7.1030235]	[103]	[]	[]	[32288352]	[]
681_186	chr16	85114914	85115314	+	1000	184.0	[]	[]	[13.574681]	[128]	[]	[85115141]
681_18601	chr5	34633003	34633403	+	704	28.0	[]	[]	[13.574681]	[88]	[]	[34633170]
681_18602	chr5	36713792	36714192	+	672	28.0	[]	[]	[15.375314]	[176]	[]	[36714035]
681_18604	chr5	43301536	43301936	+	683	28.0	[]	[]	[7.874239]	[102]	[]	[43301733]
681_18607	chr5	68460128	68460528	+	768	28.0	[7.9090343, 7.710721]	[65, 127]	[7.3451004]	[71]	[68460281, 68460343]	[68460287]
681_18610	chr5	74315365	74315765	+	614	28.0	[]	[]	[15.375314, 12.02581, 7.675926]	[125, 135, 150]	[]	[74315567, 74315577, 74315592]
681_18613	chr5	108642245	108642645	+	616	28.0	[11.846873]	[175]	[]	[]	[108642469]	[]
681_18619	chr5	138748550	138748950	+	740	28.0	[]	[]	[13.05917]	[159]	[]	[138748788]
681_1862	chr10	46217312	46217712	+	1000	69.0	[]	[]	[6.7864943, 12.623525]	[96, 132]	[]	[46217499, 46217535]
681_18621	chr5	139474491	139474891	+	746	28.0	[]	[]	[12.716828]	[135]	[]	[139474722]
681_18622	chr5	139513516	139513916	+	708	28.0	[]	[]	[6.9376044]	[91]	[]	[139513699]
681_18623	chr5	141041059	141041459	+	624	28.0	[11.136818]	[128]	[]	[]	[141041281]	[]
681_18625	chr5	143825095	143825495	+	738	28.0	[10.016101, 7.775529, 10.026865]	[73, 86, 112]	[]	[]	[143825263, 143825276, 143825302]	[]
681_18626	chr5	149134398	149134798	+	708	28.0	[]	[]	[6.726127, 8.003375]	[113, 128]	[]	[149134593, 149134608]
681_1863	chr10	75429920	75430320	+	1000	69.0	[9.215672]	[140]	[]	[]	[75430131]	[]
681_18632	chr5	153981483	153981883	+	685	28.0	[]	[]	[10.400684, 8.46723]	[111, 132]	[]	[153981670, 153981691]
681_18633	chr5	154648762	154649162	+	673	28.0	[10.25437]	[118]	[]	[]	[154648933]	[]
681_18634	chr5	157668855	157669255	+	794	28.0	[]	[]	[7.264312, 7.1165414]	[115, 196]	[]	[157669025, 157669106]
681_18635	chr5	173573049	173573449	+	665	28.0	[]	[]	[8.917174]	[175]	[]	[173573271]
681_18636	chr5	173858736	173859136	+	633	28.0	[8.115106]	[96]	[]	[]	[173858931]	[]
681_18642	chr6	288397	288797	+	721	28.0	[6.8722434]	[141]	[]	[]	[288608]	[]
681_18643	chr6	304033	304433	+	607	28.0	[6.7505236]	[101]	[6.9654317]	[124]	[304200]	[304223]
681_18645	chr6	2857298	2857698	+	707	28.0	[]	[]	[9.169012]	[157]	[]	[2857458]
681_18647	chr6	3160219	3160619	+	640	28.0	[]	[]	[6.7563543]	[63]	[]	[3160379]
681_1865	chr11	9551850	9552250	+	1000	69.0	[]	[]	[8.780026]	[130]	[]	[9552079]
681_18650	chr6	7042624	7043024	+	618	28.0	[7.8784423]	[140]	[]	[]	[7042818]	[]
681_18652	chr6	7171076	7171476	+	744	28.0	[]	[]	[8.514302]	[166]	[]	[7171296]
681_18659	chr6	14449291	14449691	+	781	28.0	[]	[]	[8.565256]	[135]	[]	[14449498]
681_1866	chr11	119594659	119595059	+	1000	69.0	[6.9793944]	[120]	[12.716828]	[109]	[119594866]	[119594855]
681_18664	chr6	27188106	27188506	+	744	28.0	[9.169012]	[202]	[]	[]	[27188344]	[]
681_1867	chr12	121797033	121797433	+	1000	69.0	[]	[]	[12.623525]	[71]	[]	[121797202]
681_18673	chr6	31127992	31128392	+	627	28.0	[6.7563543]	[79]	[]	[]	[31128153]	[]
681_18675	chr6	31686434	31686834	+	577	28.0	[]	[]	[6.7508655]	[153]	[]	[31686621]
681_18676	chr6	31707317	31707717	+	631	28.0	[9.188388]	[94]	[]	[]	[31707479]	[]
681_18678	chr6	31861974	31862374	+	584	28.0	[]	[]	[7.0428286, 9.274022]	[142, 179]	[]	[31862170, 31862207]
681_18679	chr6	31908230	31908630	+	657	28.0	[]	[]	[10.016101]	[114]	[]	[31908434]
681_1868	chr12	131350210	131350610	+	1000	69.0	[9.965039]	[96]	[]	[]	[131350405]	[]
681_18688	chr6	36810299	36810699	+	656	28.0	[]	[]	[7.730097]	[97]	[]	[36810454]
681_18689	chr6	37169537	37169937	+	609	28.0	[6.9366317]	[132]	[]	[]	[37169688]	[]
681_1869	chr13	19633268	19633668	+	1000	69.0	[12.266677]	[122]	[]	[]	[19633474]	[]
681_18694	chr6	39193215	39193615	+	721	28.0	[10.026865]	[85]	[7.699957]	[138]	[39193400]	[39193453]
681_1870	chr16	9077928	9078328	+	1000	69.0	[]	[]	[10.016101]	[133]	[]	[9078150]
681_18700	chr6	43020606	43021006	+	701	28.0	[10.225179, 6.7505236]	[131, 138]	[]	[]	[43020814, 43020821]	[]
681_18704	chr6	43843010	43843410	+	625	28.0	[7.595884]	[140]	[]	[]	[43843225]	[]
681_18706	chr6	44268087	44268487	+	541	28.0	[9.066098]	[154]	[]	[]	[44268312]	[]
681_18707	chr6	47133667	47134067	+	753	28.0	[6.9631176]	[174]	[]	[]	[47133897]	[]
681_18709	chr6	67165543	67165943	+	610	28.0	[]	[]	[10.016101, 6.9631176]	[164, 171]	[]	[67165762, 67165769]
681_1871	chr16	30875212	30875612	+	1000	69.0	[6.9366317]	[175]	[]	[]	[30875457]	[]
681_18713	chr6	108565918	108566318	+	689	28.0	[13.574681]	[140]	[]	[]	[108566138]	[]
681_18717	chr6	135320969	135321369	+	782	28.0	[]	[]	[6.9793944]	[121]	[]	[135321188]
681_18720	chr6	137809004	137809404	+	691	28.0	[]	[]	[7.702022]	[131]	[]	[137809224]
681_18722	chr6	137864327	137864727	+	746	28.0	[]	[]	[10.466044]	[172]	[]	[137864564]
681_1873	chr17	28861896	28862296	+	1000	69.0	[7.9920163]	[99]	[12.02581]	[126]	[28862057]	[28862084]
681_18733	chr6	157773169	157773569	+	774	28.0	[]	[]	[13.574681]	[172]	[]	[157773363]
681_18734	chr6	157813186	157813586	+	548	28.0	[7.9920163]	[118]	[9.367325, 8.317622]	[136, 186]	[157813346]	[157813364, 157813414]
681_18735	chr6	157891670	157892070	+	678	28.0	[7.007602]	[180]	[]	[]	[157891868]	[]
681_18736	chr6	157982914	157983314	+	737	28.0	[]	[]	[7.5666924]	[130]	[]	[157983078]
681_18737	chr6	158205166	158205566	+	702	28.0	[6.749954]	[134]	[]	[]	[158205356]	[]
681_18738	chr6	159168462	159168862	+	651	28.0	[]	[]	[7.6651616]	[175]	[]	[159168699]
681_18739	chr6	160838978	160839378	+	723	28.0	[12.02581, 7.8784423]	[144, 151]	[]	[]	[160839209, 160839216]	[]
681_1874	chr17	50209930	50210330	+	1000	69.0	[]	[]	[10.016101]	[182]	[]	[50210144]
681_18744	chr7	2735278	2735678	+	710	28.0	[]	[]	[10.026865]	[131]	[]	[2735503]
681_18745	chr7	2956807	2957207	+	707	28.0	[10.621305]	[109]	[]	[]	[2956976]	[]
681_18746	chr7	4739350	4739750	+	699	28.0	[7.7873144, 7.051181]	[113, 147]	[]	[]	[4739551, 4739585]	[]
681_18749	chr7	6994876	6995276	+	737	28.0	[10.016101]	[69]	[7.051181]	[74]	[6995043]	[6995048]
681_1875	chr17	64385118	64385518	+	1000	69.0	[7.699957]	[87]	[6.8722434]	[92]	[64385300]	[64385305]
681_18750	chr7	12740101	12740501	+	665	28.0	[7.807559]	[107]	[]	[]	[12740265]	[]
681_18752	chr7	22350789	22351189	+	725	28.0	[9.530729]	[126]	[]	[]	[22350998]	[]
681_18754	chr7	43511263	43511663	+	708	28.0	[]	[]	[9.625627]	[128]	[]	[43511484]
681_18755	chr7	44565449	44565849	+	604	28.0	[13.574681]	[155]	[]	[]	[44565676]	[]
681_18756	chr7	44751227	44751627	+	748	28.0	[9.389633]	[144]	[]	[]	[44751470]	[]
681_18757	chr7	50283135	50283535	+	646	28.0	[]	[]	[15.375314]	[157]	[]	[50283349]
681_18759	chr7	65558597	65558997	+	696	28.0	[]	[]	[9.500589]	[131]	[]	[65558826]
681_18760	chr7	66104900	66105300	+	766	28.0	[]	[]	[11.816733]	[155]	[]	[66105138]
681_18761	chr7	67484068	67484468	+	739	28.0	[7.2247434]	[137]	[10.822892]	[166]	[67484270]	[67484299]
681_18762	chr7	73576079	73576479	+	752	28.0	[9.6081915]	[85]	[]	[]	[73576262]	[]
681_18766	chr7	77898909	77899309	+	586	28.0	[]	[]	[9.540887]	[139]	[]	[77899106]
681_18767	chr7	77947108	77947508	+	693	28.0	[]	[]	[10.016101]	[150]	[]	[77947344]
681_18769	chr7	87328274	87328674	+	669	28.0	[9.215672]	[128]	[]	[]	[87328485]	[]
681_1877	chr17	78127233	78127633	+	1000	69.0	[]	[]	[13.574681, 8.245195]	[90, 123]	[]	[78127420, 78127453]
681_18776	chr7	101137752	101138152	+	732	28.0	[]	[]	[11.846873, 7.608377]	[136, 168]	[]	[101137918, 101137950]
681_18778	chr7	102578520	102578920	+	752	28.0	[]	[]	[6.7671185]	[95]	[]	[102578699]
681_18784	chr7	105654966	105655366	+	689	28.0	[9.676358]	[115]	[]	[]	[105655179]	[]
681_18785	chr7	106010414	106010814	+	714	28.0	[6.9495254]	[118]	[]	[]	[106010584]	[]
681_1879	chr19	6074630	6075030	+	1000	69.0	[]	[]	[8.375081]	[118]	[]	[6074838]
681_18792	chr7	107182271	107182671	+	738	28.0	[]	[]	[7.578237, 8.767773]	[94, 124]	[]	[107182432, 107182462]
681_18795	chr7	107875519	107875919	+	670	28.0	[]	[]	[10.016101]	[98]	[]	[107875715]
681_188	chr17	56910216	56910616	+	1000	183.0	[13.574681, 7.9839993, 7.730097]	[73, 88, 100]	[7.897818]	[134]	[56910382, 56910397, 56910409]	[56910443]
681_18803	chr7	121077965	121078365	+	765	28.0	[]	[]	[7.578237]	[112]	[]	[121078136]
681_18805	chr7	124832353	124832753	+	674	28.0	[]	[]	[7.145733, 11.816733]	[77, 158]	[]	[124832516, 124832597]
681_18806	chr7	128029171	128029571	+	637	28.0	[]	[]	[9.828814]	[184]	[]	[128029407]
681_18810	chr7	130038184	130038584	+	578	28.0	[7.7873144]	[172]	[]	[]	[130038384]	[]
681_18811	chr7	130066584	130066984	+	630	28.0	[7.699957]	[156]	[]	[]	[130066824]	[]
681_18812	chr7	130151455	130151855	+	700	28.0	[]	[]	[8.196144]	[149]	[]	[130151700]
681_18813	chr7	130475127	130475527	+	743	28.0	[6.9376044]	[171]	[]	[]	[130475367]	[]
681_1882	chr19	54208183	54208583	+	1000	69.0	[]	[]	[7.699957]	[131]	[]	[54208393]
681_18820	chr7	134845487	134845887	+	690	28.0	[]	[]	[9.215672]	[61]	[]	[134845644]
681_18821	chr7	135489430	135489830	+	724	28.0	[7.807559]	[116]	[]	[]	[135489623]	[]
681_18823	chr7	138388741	138389141	+	713	28.0	[7.415039]	[98]	[]	[]	[138388910]	[]
681_18824	chr7	138546096	138546496	+	632	28.0	[]	[]	[13.05917]	[124]	[]	[138546284]
681_18828	chr7	139153843	139154243	+	638	28.0	[7.145733]	[104]	[]	[]	[139154009]	[]
681_1883	chr2	44548433	44548833	+	1000	69.0	[]	[]	[11.258537]	[131]	[]	[44548647]
681_18833	chr7	143256494	143256894	+	767	28.0	[12.02581, 7.874239, 9.6081915]	[76, 87, 139]	[]	[]	[143256670, 143256681, 143256733]	[]
681_18834	chr7	143900291	143900691	+	695	28.0	[]	[]	[9.367325]	[66]	[]	[143900457]
681_18840	chr7	150432808	150433208	+	751	28.0	[9.188388]	[161]	[]	[]	[150433031]	[]
681_1886	chr2	238421315	238421715	+	1000	69.0	[8.49737, 13.574681]	[68, 107]	[]	[]	[238421471, 238421510]	[]
681_18861	chr8	26501258	26501658	+	761	28.0	[10.278964]	[133]	[]	[]	[26501487]	[]
681_18866	chr8	52008462	52008862	+	596	28.0	[10.026865]	[134]	[]	[]	[52008651]	[]
681_18870	chr8	94960171	94960571	+	712	28.0	[]	[]	[9.025375]	[107]	[]	[94960364]
681_18872	chr8	96261288	96261688	+	658	28.0	[7.5666924]	[190]	[]	[]	[96261530]	[]
681_18874	chr8	101126654	101127054	+	650	28.0	[]	[]	[7.3238416]	[212]	[]	[101126881]
681_1888	chr20	36873513	36873913	+	1000	69.0	[]	[]	[8.182312]	[110]	[]	[36873723]
681_18884	chr8	143430698	143431098	+	615	28.0	[]	[]	[7.2750764]	[148]	[]	[143430933]
681_18885	chr8	143548212	143548612	+	636	28.0	[9.408441]	[186]	[]	[]	[143548430]	[]
681_1889	chr22	19629923	19630323	+	1000	69.0	[7.710721]	[106]	[]	[]	[19630093]	[]
681_18896	chr9	37194929	37195329	+	781	28.0	[10.016101]	[152]	[]	[]	[37195174]	[]
681_18897	chr9	76394122	76394522	+	782	28.0	[7.702022]	[147]	[8.196144]	[195]	[76394275]	[76394323]
681_18899	chr9	93133869	93134269	+	707	28.0	[]	[]	[7.3238416]	[209]	[]	[93134093]
681_18900	chr9	93612189	93612589	+	692	28.0	[15.375314]	[136]	[13.05917]	[119]	[93612412]	[93612395]
681_18901	chr9	96420395	96420795	+	618	28.0	[]	[]	[10.026865]	[92]	[]	[96420564]
681_18902	chr9	97761848	97762248	+	640	28.0	[10.016101]	[165]	[]	[]	[97762095]	[]
681_18903	chr9	98190051	98190451	+	638	28.0	[]	[]	[8.268917, 11.8274975]	[130, 137]	[]	[98190270, 98190277]
681_18905	chr9	112316512	112316912	+	677	28.0	[]	[]	[7.699957, 11.816733]	[127, 159]	[]	[112316722, 112316754]
681_18909	chr9	113572218	113572618	+	694	28.0	[11.531816]	[126]	[]	[]	[113572436]	[]
681_18910	chr9	116431181	116431581	+	619	28.0	[9.215672]	[160]	[7.2750764, 9.540887]	[175, 182]	[116431393]	[116431408, 116431415]
681_18912	chr9	120820198	120820598	+	700	28.0	[]	[]	[7.238494]	[167]	[]	[120820428]
681_18913	chr9	120825978	120826378	+	730	28.0	[6.907464]	[217]	[]	[]	[120826223]	[]
681_18914	chr9	120838601	120839001	+	601	28.0	[13.574681, 7.1030235]	[73, 129]	[]	[]	[120838761, 120838817]	[]
681_18917	chr9	125746073	125746473	+	768	28.0	[]	[]	[10.026865]	[99]	[]	[125746243]
681_18921	chr9	128180224	128180624	+	713	28.0	[]	[]	[7.881086]	[87]	[]	[128180387]
681_18922	chr9	128237253	128237653	+	674	28.0	[7.1703277, 7.699957]	[156, 164]	[]	[]	[128237488, 128237496]	[]
681_18926	chr9	128305490	128305890	+	775	28.0	[]	[]	[9.389633]	[118]	[]	[128305648]
681_18927	chr9	128334988	128335388	+	711	28.0	[10.016101]	[95]	[]	[]	[128335155]	[]
681_1893	chr22	21646914	21647314	+	1000	69.0	[12.623525]	[160]	[]	[]	[21647096]	[]
681_18931	chr9	129854636	129855036	+	755	28.0	[]	[]	[7.589001]	[109]	[]	[129854799]
681_18933	chr9	131242944	131243344	+	775	28.0	[7.96282]	[77]	[]	[]	[131243096]	[]
681_18935	chr9	133459911	133460311	+	723	28.0	[]	[]	[6.9182286]	[146]	[]	[133460125]
681_18936	chr9	133486282	133486682	+	762	28.0	[7.897818]	[149]	[]	[]	[133486478]	[]
681_18938	chr9	136687664	136688064	+	746	28.0	[]	[]	[7.355865]	[164]	[]	[136687914]
681_18939	chr9	136762914	136763314	+	752	28.0	[]	[]	[9.274022, 7.2750764]	[117, 132]	[]	[136763128, 136763143]
681_1894	chr22	21876615	21877015	+	1000	69.0	[10.621305]	[198]	[]	[]	[21876824]	[]
681_18942	chr9	136992938	136993338	+	742	28.0	[11.846873, 10.822892]	[117, 124]	[]	[]	[136993136, 136993143]	[]
681_18945	chrUn_GL000219v1	93311	93711	+	734	28.0	[]	[]	[10.016101]	[128]	[]	[93465]
681_18947	chrUn_GL000219v1	178604	179004	+	726	28.0	[8.710301]	[160]	[]	[]	[178788]	[]
681_18952	chrX	50136707	50137107	+	614	28.0	[11.258537]	[62]	[]	[]	[50136863]	[]
681_18954	chrX	71107707	71108107	+	786	28.0	[]	[]	[6.749954, 10.225179]	[132, 139]	[]	[71107937, 71107944]
681_18956	chrX	129786068	129786468	+	582	28.0	[7.9382257, 10.225179]	[163, 180]	[]	[]	[129786248, 129786265]	[]
681_18959	chr1	1200517	1200917	+	676	27.0	[]	[]	[7.702022]	[102]	[]	[1200715]
681_18961	chr1	1376098	1376498	+	609	27.0	[]	[]	[9.095084]	[104]	[]	[1376292]
681_18968	chr1	11697121	11697521	+	648	27.0	[7.294452]	[93]	[]	[]	[11697277]	[]
681_18970	chr1	11924811	11925211	+	658	27.0	[]	[]	[10.465072]	[215]	[]	[11925051]
681_18972	chr1	12460771	12461171	+	683	27.0	[6.8722434]	[119]	[]	[]	[12460985]	[]
681_18977	chr1	15246891	15247291	+	564	27.0	[13.574681]	[136]	[]	[]	[15247055]	[]
681_18979	chr1	15416961	15417361	+	588	27.0	[7.129322]	[126]	[]	[]	[15417151]	[]
681_18982	chr1	16715816	16716216	+	693	27.0	[]	[]	[6.8722434]	[205]	[]	[16716047]
681_18983	chr1	16794554	16794954	+	657	27.0	[]	[]	[6.860204]	[142]	[]	[16794778]
681_18984	chr1	16860042	16860442	+	703	27.0	[]	[]	[7.7591453]	[112]	[]	[16860238]
681_18985	chr1	18912743	18913143	+	691	27.0	[]	[]	[9.110114]	[125]	[]	[18912948]
681_18986	chr1	19509645	19510045	+	731	27.0	[6.929461]	[173]	[]	[]	[19509874]	[]
681_18987	chr1	19765567	19765967	+	590	27.0	[]	[]	[13.05917]	[134]	[]	[19765790]
681_18988	chr1	20152280	20152680	+	613	27.0	[7.2529516]	[99]	[8.375081]	[157]	[20152470]	[20152528]
681_18989	chr1	20633130	20633530	+	678	27.0	[]	[]	[9.389633]	[120]	[]	[20633341]
681_1899	chr3	45273590	45273990	+	1000	69.0	[6.9631176, 9.530729, 6.7890983]	[91, 98, 157]	[]	[]	[45273744, 45273751, 45273810]	[]
681_18990	chr1	21019513	21019913	+	653	27.0	[]	[]	[9.6081915]	[112]	[]	[21019665]
681_18995	chr1	21686420	21686820	+	716	27.0	[]	[]	[6.9631176]	[139]	[]	[21686644]
681_18997	chr1	21818408	21818808	+	590	27.0	[10.400684]	[143]	[]	[]	[21818584]	[]
681_19	chr19	49210008	49210408	+	1000	470.0	[7.699957, 15.375314, 13.574681, 11.846873]	[72, 82, 89, 96]	[7.6377664]	[120]	[49210173, 49210183, 49210190, 49210197]	[49210221]
681_190	chr8	143553474	143553874	+	1000	183.0	[13.574681]	[85]	[]	[]	[143553659]	[]
681_1900	chr3	49939681	49940081	+	1000	69.0	[]	[]	[8.176768, 10.046241]	[120, 127]	[]	[49939897, 49939904]
681_19004	chr1	23915917	23916317	+	662	27.0	[8.710301, 6.8722434]	[201, 208]	[]	[]	[23916137, 23916144]	[]
681_19008	chr1	26101587	26101987	+	675	27.0	[]	[]	[6.9793944]	[168]	[]	[26101820]
681_1901	chr3	143307585	143307985	+	1000	69.0	[13.574681]	[108]	[]	[]	[143307756]	[]
681_19011	chr1	26722000	26722400	+	720	27.0	[]	[]	[6.7671185]	[130]	[]	[26722162]
681_19013	chr1	27148728	27149128	+	582	27.0	[]	[]	[7.2750764]	[170]	[]	[27148964]
681_19017	chr1	28232207	28232607	+	654	27.0	[]	[]	[7.1865106]	[199]	[]	[28232448]
681_19018	chr1	28352130	28352530	+	675	27.0	[7.563146]	[156]	[]	[]	[28352321]	[]
681_1902	chr3	187210860	187211260	+	1000	69.0	[9.500589, 9.274022]	[116, 188]	[8.615948]	[198]	[187211011, 187211083]	[187211093]
681_19021	chr1	28580671	28581071	+	657	27.0	[]	[]	[8.19479]	[192]	[]	[28580878]
681_19022	chr1	28830650	28831050	+	664	27.0	[]	[]	[11.341519]	[151]	[]	[28830844]
681_19023	chr1	28893485	28893885	+	670	27.0	[]	[]	[6.9631176]	[214]	[]	[28893714]
681_1903	chr4	99946797	99947197	+	1000	69.0	[8.176768, 7.415039]	[97, 104]	[]	[]	[99946977, 99946984]	[]
681_19031	chr1	32980904	32981304	+	665	27.0	[]	[]	[9.110114]	[168]	[]	[32981138]
681_19032	chr1	33118722	33119122	+	652	27.0	[]	[]	[10.822892, 10.016101]	[125, 139]	[]	[33118942, 33118956]
681_19034	chr1	35726811	35727211	+	727	27.0	[10.026865]	[128]	[]	[]	[35727022]	[]
681_19035	chr1	35807517	35807917	+	642	27.0	[]	[]	[6.7563543]	[124]	[]	[35807719]
681_19042	chr1	40218075	40218475	+	716	27.0	[]	[]	[10.510934]	[123]	[]	[40218273]
681_19044	chr1	41241277	41241677	+	679	27.0	[8.66444]	[158]	[]	[]	[41241522]	[]
681_19045	chr1	43545789	43546189	+	734	27.0	[]	[]	[8.176768, 8.245195]	[152, 205]	[]	[43545965, 43546018]
681_19051	chr1	45621128	45621528	+	679	27.0	[]	[]	[6.9631176]	[161]	[]	[45621353]
681_19058	chr1	53722822	53723222	+	659	27.0	[6.929461]	[129]	[]	[]	[53723051]	[]
681_19061	chr1	54331775	54332175	+	575	27.0	[6.860204]	[157]	[8.615948, 9.965039]	[109, 173]	[54331985]	[54331937, 54332001]
681_19064	chr1	54996278	54996678	+	662	27.0	[7.8757257]	[151]	[]	[]	[54996483]	[]
681_19069	chr1	84078108	84078508	+	645	27.0	[7.1165414]	[169]	[]	[]	[84078299]	[]
681_1907	chr6	36954186	36954586	+	1000	69.0	[9.066098]	[166]	[]	[]	[36954430]	[]
681_19072	chr1	89688475	89688875	+	706	27.0	[]	[]	[7.2529516]	[165]	[]	[89688649]
681_19075	chr1	109621010	109621410	+	585	27.0	[]	[]	[9.188388]	[123]	[]	[109621207]
681_19081	chr1	122896083	122896483	+	650	27.0	[]	[]	[7.1030235]	[138]	[]	[122896320]
681_19082	chr1	123712744	123713144	+	636	27.0	[]	[]	[7.699957]	[126]	[]	[123712965]
681_19087	chr1	151502304	151502704	+	637	27.0	[9.215672]	[162]	[]	[]	[151502549]	[]
681_19088	chr1	153597167	153597567	+	634	27.0	[9.587947]	[80]	[]	[]	[153597336]	[]
681_19089	chr1	153727230	153727630	+	740	27.0	[7.807559]	[93]	[]	[]	[153727415]	[]
681_1909	chr6	84547441	84547841	+	1000	69.0	[7.2062984]	[137]	[10.314935]	[95]	[84547642]	[84547600]
681_19090	chr1	154272137	154272537	+	614	27.0	[10.026865]	[145]	[]	[]	[154272338]	[]
681_19091	chr1	156337143	156337543	+	692	27.0	[6.929461]	[113]	[]	[]	[156337326]	[]
681_19093	chr1	160359254	160359654	+	549	27.0	[9.6081915]	[81]	[]	[]	[160359416]	[]
681_19096	chr1	161609764	161610164	+	680	27.0	[10.016101]	[83]	[]	[]	[161609938]	[]
681_19098	chr1	164772802	164773202	+	583	27.0	[8.615948]	[95]	[7.0178723]	[151]	[164772962]	[164773018]
681_191	chr16	28863218	28863618	+	1000	182.0	[]	[]	[12.716828]	[73]	[]	[28863380]
681_19101	chr1	166975476	166975876	+	634	27.0	[]	[]	[15.375314]	[91]	[]	[166975662]
681_19102	chr1	167066587	167066987	+	738	27.0	[]	[]	[7.6448336]	[126]	[]	[167066794]
681_19104	chr1	167687534	167687934	+	670	27.0	[]	[]	[9.274022]	[125]	[]	[167687731]
681_19105	chr1	167825356	167825756	+	706	27.0	[]	[]	[10.822892]	[98]	[]	[167825554]
681_19107	chr1	168281594	168281994	+	701	27.0	[]	[]	[8.718861]	[76]	[]	[168281750]
681_19111	chr1	173504785	173505185	+	686	27.0	[]	[]	[7.589001]	[114]	[]	[173504978]
681_19112	chr1	174914006	174914406	+	668	27.0	[]	[]	[9.188388]	[113]	[]	[174914200]
681_19113	chr1	175019350	175019750	+	655	27.0	[7.699957]	[73]	[]	[]	[175019523]	[]
681_19114	chr1	179032031	179032431	+	695	27.0	[]	[]	[7.415039]	[90]	[]	[179032211]
681_19115	chr1	180617938	180618338	+	667	27.0	[7.2750764]	[174]	[]	[]	[180618141]	[]
681_19119	chr1	183983956	183984356	+	689	27.0	[]	[]	[10.016101, 6.8722434]	[186, 200]	[]	[183984187, 183984201]
681_19120	chr1	185170333	185170733	+	589	27.0	[]	[]	[7.355865]	[130]	[]	[185170544]
681_19121	chr1	185893032	185893432	+	598	27.0	[11.724585]	[106]	[]	[]	[185893192]	[]
681_19123	chr1	193061675	193062075	+	690	27.0	[8.478332]	[137]	[]	[]	[193061902]	[]
681_19126	chr1	200640931	200641331	+	681	27.0	[7.6564493]	[139]	[]	[]	[200641108]	[]
681_19128	chr1	201448171	201448571	+	686	27.0	[]	[]	[7.3238416]	[166]	[]	[201448370]
681_1913	chr7	107579913	107580313	+	1000	69.0	[10.016101]	[139]	[]	[]	[107580149]	[]
681_19130	chr1	201582438	201582838	+	551	27.0	[]	[]	[8.151893, 10.046241]	[133, 152]	[]	[201582625, 201582644]
681_19131	chr1	201876097	201876497	+	705	27.0	[]	[]	[8.465817]	[150]	[]	[201876258]
681_1914	chr7	129054376	129054776	+	1000	69.0	[]	[]	[7.807559]	[97]	[]	[129054556]
681_19141	chr1	205621768	205622168	+	633	27.0	[]	[]	[10.016101]	[126]	[]	[205621994]
681_19142	chr1	206455841	206456241	+	614	27.0	[6.7259293, 9.389633]	[189, 213]	[]	[]	[206456054, 206456078]	[]
681_19146	chr1	207866469	207866869	+	695	27.0	[8.176768]	[116]	[]	[]	[207866656]	[]
681_19147	chr1	209576696	209577096	+	679	27.0	[]	[]	[7.710721]	[109]	[]	[209576902]
681_19149	chr1	209659875	209660275	+	568	27.0	[9.075708]	[94]	[]	[]	[209660058]	[]
681_1915	chr7	130025997	130026397	+	1000	69.0	[6.7505236]	[109]	[]	[]	[130026200]	[]
681_19151	chr1	211722557	211722957	+	634	27.0	[6.726127]	[159]	[]	[]	[211722783]	[]
681_19155	chr1	219839939	219840339	+	686	27.0	[]	[]	[9.28672]	[162]	[]	[219840155]
681_19158	chr1	223244177	223244577	+	692	27.0	[]	[]	[7.563146]	[143]	[]	[223244416]
681_19159	chr1	223688150	223688550	+	692	27.0	[10.016101]	[156]	[7.807559]	[135]	[223688395]	[223688374]
681_19160	chr1	225929792	225930192	+	724	27.0	[]	[]	[6.929461]	[98]	[]	[225929983]
681_19164	chr1	228072389	228072789	+	577	27.0	[]	[]	[13.574681]	[111]	[]	[228072556]
681_19167	chr1	231046752	231047152	+	619	27.0	[9.169012]	[144]	[]	[]	[231046968]	[]
681_19168	chr1	231207390	231207790	+	542	27.0	[]	[]	[6.9182286]	[91]	[]	[231207563]
681_1917	chr7	152711089	152711489	+	1000	69.0	[10.016101]	[118]	[]	[]	[152711283]	[]
681_19172	chr1	234689228	234689628	+	710	27.0	[]	[]	[7.563146, 9.075708]	[126, 133]	[]	[234689430, 234689437]
681_19177	chr10	3043468	3043868	+	611	27.0	[10.903682]	[196]	[]	[]	[3043668]	[]
681_1918	chr8	6428614	6429014	+	1000	69.0	[8.917174]	[144]	[]	[]	[6428820]	[]
681_19181	chr10	13268854	13269254	+	554	27.0	[9.965039]	[73]	[]	[]	[13269011]	[]
