#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F1_idr.fa NR2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
504_3177	chr3	47503013	47503413	+	1000	159.0	[11.108711]	[114]	[]	[]	[47503211]	[]
504_3179	chr6	150186449	150186849	+	1000	159.0	[10.737563]	[154]	[]	[]	[150186677]	[]
504_318	chr8	124476183	124476583	+	1000	450.5	[11.108711]	[139]	[]	[]	[124476400]	[]
504_3180	chr8	11798991	11799391	+	1000	159.0	[8.79676]	[104]	[]	[]	[11799152]	[]
504_3182	chrX	85003519	85003919	+	1000	159.0	[11.108711]	[93]	[]	[]	[85003703]	[]
504_3184	chr10	11757487	11757887	+	1000	158.5	[10.737563]	[145]	[]	[]	[11757722]	[]
504_3186	chr13	21140381	21140781	+	1000	158.5	[11.876825]	[117]	[]	[]	[21140572]	[]
504_3187	chr14	44961936	44962336	+	1000	158.5	[7.441646]	[101]	[]	[]	[44962137]	[]
504_3188	chr19	10754012	10754412	+	1000	158.5	[]	[]	[12.247973]	[118]	[]	[10754213]
504_319	chr9	129862960	129863360	+	1000	450.5	[]	[]	[8.580908]	[103]	[]	[129863157]
504_3190	chr19	13747681	13748081	+	1000	158.5	[6.0948906]	[201]	[]	[]	[13747923]	[]
504_3193	chr22	17638433	17638833	+	1000	158.5	[8.580908]	[167]	[]	[]	[17638622]	[]
504_3194	chr3	49238439	49238839	+	1000	158.5	[]	[]	[11.876825]	[161]	[]	[49238638]
504_3196	chr7	106774808	106775208	+	1000	158.5	[11.876825]	[147]	[]	[]	[106775045]	[]
504_3197	chr8	100726377	100726777	+	1000	158.5	[11.108711, 12.247973, 11.108711]	[121, 129, 136]	[]	[]	[100726564, 100726572, 100726579]	[]
504_3198	chr9	137218849	137219249	+	1000	158.5	[12.247973]	[168]	[]	[]	[137219092]	[]
504_3199	chr9	137491841	137492241	+	1000	158.5	[10.737563, 11.108711]	[119, 147]	[]	[]	[137492055, 137492083]	[]
504_32	chr1	228452470	228452870	+	1000	765.0	[]	[]	[10.737563, 12.247973, 10.737563, 12.247973, 10.737563]	[87, 97, 108, 142, 154]	[]	[228452629, 228452639, 228452650, 228452684, 228452696]
504_320	chr16	56964821	56965221	+	1000	449.5	[11.876825]	[104]	[]	[]	[56965018]	[]
504_3204	chr12	47742192	47742592	+	1000	158.0	[]	[]	[12.247973, 6.0948906]	[85, 156]	[]	[47742371, 47742442]
504_3207	chr2	219279348	219279748	+	1000	158.0	[7.441646]	[86]	[]	[]	[219279534]	[]
504_3210	chr3	43736557	43736957	+	1000	158.0	[7.6574984]	[128]	[8.79676]	[99]	[43736756]	[43736727]
504_3212	chr8	28390195	28390595	+	1000	158.0	[10.737563]	[111]	[11.876825]	[75]	[28390386]	[28390350]
504_3213	chr9	98334281	98334681	+	1000	158.0	[8.580908]	[129]	[]	[]	[98334448]	[]
504_3216	chr1	156863107	156863507	+	1000	157.5	[]	[]	[11.876825]	[137]	[]	[156863308]
504_3217	chr1	184773754	184774154	+	1000	157.5	[12.247973]	[169]	[11.876825]	[98]	[184773997]	[184773926]
504_3219	chr11	69295262	69295662	+	1000	157.5	[]	[]	[12.247973, 10.737563]	[135, 170]	[]	[69295476, 69295511]
504_322	chr18	987557	987957	+	1000	448.5	[8.79676]	[105]	[]	[]	[987728]	[]
504_3223	chr16	4290197	4290597	+	1000	157.5	[]	[]	[7.6574984]	[155]	[]	[4290429]
504_3225	chr19	10811656	10812056	+	1000	157.5	[]	[]	[11.108711]	[149]	[]	[10811865]
504_3229	chr21	35548077	35548477	+	1000	157.5	[10.737563]	[82]	[]	[]	[35548247]	[]
504_323	chr12	57001432	57001832	+	1000	448.0	[8.580908]	[132]	[]	[]	[57001649]	[]
504_3232	chr3	46949207	46949607	+	1000	157.5	[12.247973]	[100]	[]	[]	[46949389]	[]
504_3233	chr6	17311849	17312249	+	1000	157.5	[12.247973]	[139]	[8.580908]	[168]	[17312066]	[17312095]
504_3237	chr8	28410525	28410925	+	1000	157.5	[11.108711]	[164]	[]	[]	[28410744]	[]
504_3238	chr1	28132764	28133164	+	1000	157.0	[11.876825]	[115]	[]	[]	[28132958]	[]
504_3239	chr1	51517911	51518311	+	1000	157.0	[7.6574984]	[134]	[]	[]	[51518135]	[]
504_324	chr17	27748067	27748467	+	1000	447.0	[]	[]	[11.876825]	[126]	[]	[27748292]
504_3241	chr12	93149308	93149708	+	1000	157.0	[]	[]	[11.876825]	[208]	[]	[93149558]
504_3242	chr12	119592168	119592568	+	1000	157.0	[]	[]	[10.737563]	[183]	[]	[119592385]
504_3244	chr2	85934110	85934510	+	1000	157.0	[]	[]	[6.0948906]	[96]	[]	[85934298]
504_3247	chr21	19999834	20000234	+	1000	157.0	[11.876825]	[126]	[]	[]	[20000034]	[]
504_325	chr5	1801203	1801603	+	1000	447.0	[7.441646]	[99]	[12.247973]	[136]	[1801394]	[1801431]
504_3252	chr9	37126385	37126785	+	1000	157.0	[11.876825, 7.6574984, 11.876825]	[155, 175, 182]	[]	[]	[37126573, 37126593, 37126600]	[]
504_3254	chrX	136845144	136845544	+	1000	157.0	[]	[]	[11.876825]	[98]	[]	[136845334]
504_3255	chr1	14782734	14783134	+	1000	156.5	[]	[]	[12.247973]	[105]	[]	[14782918]
504_3256	chr1	25997038	25997438	+	1000	156.5	[]	[]	[12.247973]	[80]	[]	[25997209]
504_3257	chr1	32989237	32989637	+	1000	156.5	[11.876825]	[165]	[]	[]	[32989449]	[]
504_3258	chr1	33433747	33434147	+	1000	156.5	[11.108711]	[109]	[]	[]	[33433945]	[]
504_326	chr1	206717407	206717807	+	1000	446.5	[]	[]	[8.79676]	[128]	[]	[206717616]
504_3260	chr1	234867237	234867637	+	1000	156.5	[11.876825]	[107]	[]	[]	[234867426]	[]
504_3261	chr11	9314391	9314791	+	1000	156.5	[]	[]	[6.0331016, 6.0331016]	[129, 147]	[]	[9314552, 9314570]
504_3263	chr16	70435981	70436381	+	1000	156.5	[11.876825]	[156]	[]	[]	[70436212]	[]
504_3265	chr19	1325213	1325613	+	1000	156.5	[12.247973, 12.247973]	[98, 122]	[]	[]	[1325403, 1325427]	[]
504_3266	chr19	19488485	19488885	+	1000	156.5	[11.876825, 7.441646]	[119, 139]	[]	[]	[19488667, 19488687]	[]
504_3267	chr2	177338408	177338808	+	1000	156.5	[7.6574984]	[171]	[]	[]	[177338633]	[]
504_3268	chr22	20511895	20512295	+	1000	156.5	[11.108711]	[89]	[11.876825]	[80]	[20512082]	[20512073]
504_3269	chr3	156665290	156665690	+	1000	156.5	[10.737563, 11.876825]	[99, 107]	[]	[]	[156665483, 156665491]	[]
504_327	chr1	32394217	32394617	+	1000	446.0	[]	[]	[12.247973]	[140]	[]	[32394444]
504_3271	chr4	104490873	104491273	+	1000	156.5	[]	[]	[10.737563]	[94]	[]	[104491049]
504_3273	chr1	21345678	21346078	+	1000	156.0	[]	[]	[7.441646]	[101]	[]	[21345862]
504_3274	chr1	247367885	247368285	+	1000	156.0	[8.580908]	[89]	[11.876825]	[172]	[247368039]	[247368122]
504_3275	chr10	98919878	98920278	+	1000	156.0	[11.876825]	[114]	[10.737563]	[143]	[98920078]	[98920107]
504_3276	chr11	68009467	68009867	+	1000	156.0	[8.79676]	[150]	[]	[]	[68009688]	[]
504_3277	chr12	70165448	70165848	+	1000	156.0	[10.737563, 8.580908, 5.7237425]	[107, 120, 158]	[5.7237425]	[199]	[70165603, 70165616, 70165654]	[70165695]
504_3279	chr15	43330523	43330923	+	1000	156.0	[]	[]	[12.247973]	[89]	[]	[43330699]
504_328	chr20	38158892	38159292	+	1000	445.5	[12.247973]	[142]	[]	[]	[38159098]	[]
504_3280	chr17	27602668	27603068	+	1000	156.0	[]	[]	[12.247973]	[158]	[]	[27602907]
504_3281	chr19	54210731	54211131	+	1000	156.0	[]	[]	[8.79676]	[158]	[]	[54210968]
504_3282	chr2	178269708	178270108	+	1000	156.0	[]	[]	[12.247973]	[101]	[]	[178269868]
504_3283	chr20	23180296	23180696	+	1000	156.0	[8.580908, 11.108711]	[122, 134]	[]	[]	[23180507, 23180519]	[]
504_3286	chr22	38181567	38181967	+	1000	156.0	[11.876825]	[139]	[]	[]	[38181772]	[]
504_3287	chr3	185423184	185423584	+	1000	156.0	[8.79676, 12.247973]	[90, 139]	[]	[]	[185423372, 185423421]	[]
504_3288	chr4	123444325	123444725	+	1000	156.0	[]	[]	[12.247973]	[132]	[]	[123444532]
504_329	chr17	42267190	42267590	+	1000	444.5	[]	[]	[11.108711, 11.108711]	[148, 154]	[]	[42267432, 42267438]
504_3290	chr7	32879553	32879953	+	1000	156.0	[8.79676]	[229]	[]	[]	[32879785]	[]
504_3292	chr7	132419523	132419923	+	1000	156.0	[11.108711]	[123]	[]	[]	[132419698]	[]
504_3293	chr8	140656885	140657285	+	1000	156.0	[]	[]	[11.876825, 11.876825]	[91, 98]	[]	[140657063, 140657070]
504_3294	chr9	130053591	130053991	+	1000	156.0	[11.108711]	[228]	[]	[]	[130053821]	[]
504_3295	chr1	1897071	1897471	+	1000	155.5	[]	[]	[12.247973]	[85]	[]	[1897255]
504_3297	chr12	93319314	93319714	+	1000	155.5	[]	[]	[11.108711]	[187]	[]	[93319530]
504_330	chr8	18130056	18130456	+	1000	444.5	[11.876825]	[122]	[]	[]	[18130276]	[]
504_3301	chr22	23219266	23219666	+	1000	155.5	[]	[]	[12.247973, 11.108711]	[104, 124]	[]	[23219428, 23219448]
504_3304	chr3	156812502	156812902	+	1000	155.5	[8.580908]	[115]	[]	[]	[156812656]	[]
504_3308	chr1	116409148	116409548	+	1000	155.0	[12.247973]	[133]	[]	[]	[116409351]	[]
504_3309	chr10	12063395	12063795	+	1000	155.0	[]	[]	[11.876825, 12.247973]	[83, 127]	[]	[12063573, 12063617]
504_331	chr21	43857513	43857913	+	1000	444.0	[11.876825]	[88]	[]	[]	[43857681]	[]
504_3311	chr16	67922356	67922756	+	1000	155.0	[11.876825]	[104]	[]	[]	[67922554]	[]
504_3313	chr17	4493229	4493629	+	1000	155.0	[10.737563]	[110]	[]	[]	[4493423]	[]
504_3314	chr19	45263585	45263985	+	1000	155.0	[]	[]	[12.247973]	[144]	[]	[45263803]
504_3317	chr3	46488756	46489156	+	1000	155.0	[]	[]	[12.247973]	[181]	[]	[46488969]
504_332	chr19	10086462	10086862	+	1000	442.5	[11.108711, 12.247973]	[114, 121]	[]	[]	[10086662, 10086669]	[]
504_3320	chr1	21702789	21703189	+	1000	154.5	[]	[]	[12.247973]	[114]	[]	[21702993]
504_3327	chr2	126657895	126658295	+	1000	154.5	[10.737563]	[143]	[]	[]	[126658112]	[]
504_3332	chr6	31862771	31863171	+	1000	154.5	[]	[]	[7.441646]	[230]	[]	[31863019]
504_3334	chr7	101126672	101127072	+	1000	154.5	[12.247973]	[72]	[]	[]	[101126842]	[]
504_3336	chr7	158829819	158830219	+	1000	154.5	[5.7237425]	[198]	[]	[]	[158830031]	[]
504_3339	chr9	93064418	93064818	+	1000	154.5	[]	[]	[6.0331016]	[119]	[]	[93064591]
504_334	chr16	89098234	89098634	+	1000	442.0	[11.108711, 10.737563]	[80, 88]	[]	[]	[89098412, 89098420]	[]
504_3340	chr1	25933416	25933816	+	1000	154.0	[]	[]	[12.247973]	[198]	[]	[25933634]
504_3341	chr1	201751834	201752234	+	1000	154.0	[]	[]	[12.247973, 11.876825]	[118, 125]	[]	[201752042, 201752049]
504_3342	chr10	11612452	11612852	+	1000	154.0	[11.108711]	[206]	[]	[]	[11612693]	[]
504_3344	chr14	23005006	23005406	+	1000	154.0	[11.876825]	[97]	[]	[]	[23005177]	[]
504_3345	chr15	52568933	52569333	+	1000	154.0	[6.4042497]	[147]	[10.737563]	[95]	[52569169]	[52569117]
504_3346	chr15	101008046	101008446	+	1000	154.0	[8.580908]	[112]	[]	[]	[101008247]	[]
504_3347	chr17	16287689	16288089	+	1000	154.0	[]	[]	[6.0331016, 5.9149733]	[158, 209]	[]	[16287851, 16287902]
504_3349	chr3	48783280	48783680	+	1000	154.0	[]	[]	[12.247973]	[123]	[]	[48783459]
504_335	chr4	32002018	32002418	+	1000	442.0	[12.247973]	[134]	[]	[]	[32002241]	[]
504_3350	chr3	155179444	155179844	+	1000	154.0	[]	[]	[7.6574984]	[213]	[]	[155179676]
504_3351	chr9	101840619	101841019	+	1000	154.0	[11.108711]	[132]	[]	[]	[101840834]	[]
504_3352	chr1	53367301	53367701	+	1000	153.5	[8.79676]	[91]	[]	[]	[53367487]	[]
504_3353	chr1	84506535	84506935	+	1000	153.5	[6.0331016]	[272]	[7.441646]	[247]	[84506750]	[84506725]
504_3355	chr11	5232134	5232534	+	1000	153.5	[10.737563, 11.876825]	[77, 87]	[]	[]	[5232300, 5232310]	[]
504_3357	chr17	45627135	45627535	+	1000	153.5	[]	[]	[11.876825, 11.876825]	[107, 126]	[]	[45627318, 45627337]
504_3358	chr19	2529533	2529933	+	1000	153.5	[11.876825]	[143]	[]	[]	[2529767]	[]
504_3359	chr19	18013682	18014082	+	1000	153.5	[11.876825]	[101]	[]	[]	[18013878]	[]
504_336	chr17	82065767	82066167	+	1000	441.5	[11.876825, 11.876825]	[110, 123]	[]	[]	[82065922, 82065935]	[]
504_3360	chr2	54416416	54416816	+	1000	153.5	[]	[]	[12.247973]	[103]	[]	[54416619]
504_3361	chr3	171797778	171798178	+	1000	153.5	[]	[]	[11.108711]	[139]	[]	[171798010]
504_3362	chr5	91219118	91219518	+	1000	153.5	[11.876825]	[183]	[]	[]	[91219357]	[]
504_3363	chr6	117595141	117595541	+	1000	153.5	[8.79676]	[80]	[]	[]	[117595294]	[]
504_3364	chr8	90579666	90580066	+	1000	153.5	[11.876825]	[166]	[]	[]	[90579884]	[]
504_3365	chr1	974775	975175	+	1000	153.0	[12.247973, 11.108711, 11.876825, 11.108711, 8.580908]	[75, 84, 99, 115, 122]	[]	[]	[974931, 974940, 974955, 974971, 974978]	[]
504_3367	chr1	26828717	26829117	+	1000	153.0	[]	[]	[7.6574984, 11.108711]	[106, 115]	[]	[26828922, 26828931]
504_337	chr2	112692566	112692966	+	1000	440.0	[]	[]	[11.876825]	[98]	[]	[112692759]
504_3371	chr2	38669042	38669442	+	1000	153.0	[]	[]	[8.79676]	[132]	[]	[38669247]
504_3373	chr20	38692938	38693338	+	1000	153.0	[]	[]	[10.737563]	[218]	[]	[38693152]
504_3374	chr22	19433139	19433539	+	1000	153.0	[]	[]	[11.876825]	[131]	[]	[19433369]
504_3376	chr9	136190263	136190663	+	1000	153.0	[]	[]	[11.876825]	[161]	[]	[136190509]
504_3378	chr1	157262462	157262862	+	1000	152.5	[11.876825]	[115]	[]	[]	[157262653]	[]
504_3379	chr1	179039835	179040235	+	1000	152.5	[12.247973]	[126]	[]	[]	[179040051]	[]
504_338	chr22	20084923	20085323	+	1000	440.0	[]	[]	[11.876825]	[93]	[]	[20085102]
504_3380	chr1	223209535	223209935	+	1000	152.5	[8.79676]	[110]	[]	[]	[223209733]	[]
504_3381	chr10	9823273	9823673	+	1000	152.5	[8.580908, 8.580908]	[85, 127]	[]	[]	[9823454, 9823496]	[]
504_3382	chr11	121088439	121088839	+	1000	152.5	[]	[]	[12.247973, 12.247973]	[104, 112]	[]	[121088608, 121088616]
504_3384	chr16	15642500	15642900	+	1000	152.5	[10.737563]	[158]	[]	[]	[15642748]	[]
504_3386	chr17	28836518	28836918	+	1000	152.5	[8.79676]	[127]	[]	[]	[28836730]	[]
504_3388	chr5	135135762	135136162	+	1000	152.5	[]	[]	[12.247973]	[107]	[]	[135135964]
504_3389	chr6	14153239	14153639	+	1000	152.5	[]	[]	[11.108711]	[114]	[]	[14153435]
504_339	chr7	75907058	75907458	+	1000	440.0	[12.247973]	[154]	[]	[]	[75907294]	[]
504_3390	chr6	17700693	17701093	+	1000	152.5	[]	[]	[10.737563]	[109]	[]	[17700887]
504_3391	chr6	31560347	31560747	+	1000	152.5	[]	[]	[10.737563]	[103]	[]	[31560527]
504_3393	chr7	151404253	151404653	+	1000	152.5	[7.441646]	[91]	[7.6574984]	[168]	[151404413]	[151404490]
504_3394	chrX	130594369	130594769	+	1000	152.5	[8.580908]	[141]	[8.580908]	[161]	[130594588]	[130594608]
504_3395	chr1	236281640	236282040	+	1000	152.0	[11.108711]	[220]	[]	[]	[236281891]	[]
504_3397	chr11	68623682	68624082	+	1000	152.0	[]	[]	[6.0331016, 6.0331016]	[84, 126]	[]	[68623850, 68623892]
504_3398	chr16	21525327	21525727	+	1000	152.0	[]	[]	[11.108711]	[114]	[]	[21525522]
504_3400	chr17	21256908	21257308	+	1000	152.0	[10.737563]	[101]	[11.876825]	[118]	[21257094]	[21257111]
504_3401	chr17	30219817	30220217	+	1000	152.0	[]	[]	[7.6574984]	[100]	[]	[30219998]
504_3402	chr19	2945378	2945778	+	1000	152.0	[11.876825]	[131]	[]	[]	[2945599]	[]
504_3403	chr2	10333074	10333474	+	1000	152.0	[5.7237425]	[186]	[]	[]	[10333263]	[]
504_3404	chr20	23334049	23334449	+	1000	152.0	[11.876825, 11.876825, 6.0331016, 11.876825]	[138, 158, 178, 198]	[]	[]	[23334216, 23334236, 23334256, 23334276]	[]
504_3405	chr4	174320501	174320901	+	1000	152.0	[11.876825]	[154]	[]	[]	[174320723]	[]
504_3406	chr5	10487596	10487996	+	1000	152.0	[11.876825]	[157]	[]	[]	[10487823]	[]
504_3407	chr5	139149790	139150190	+	1000	152.0	[]	[]	[11.876825]	[160]	[]	[139150029]
504_341	chr2	47078957	47079357	+	1000	438.5	[12.247973]	[90]	[]	[]	[47079139]	[]
504_3411	chr9	124743577	124743977	+	1000	152.0	[11.876825]	[122]	[]	[]	[124743782]	[]
504_3412	chrX	19566339	19566739	+	1000	152.0	[6.0331016]	[200]	[12.247973]	[211]	[19566526]	[19566537]
504_3413	chr1	221961666	221962066	+	1000	151.5	[12.247973]	[101]	[]	[]	[221961856]	[]
504_3415	chr15	83011023	83011423	+	1000	151.5	[12.247973]	[126]	[]	[]	[83011226]	[]
504_3416	chr17	57342962	57343362	+	1000	151.5	[]	[]	[7.6574984]	[168]	[]	[57343188]
504_342	chr1	47755408	47755808	+	1000	438.0	[8.580908, 11.876825]	[55, 76]	[]	[]	[47755562, 47755583]	[]
504_3420	chr3	157109541	157109941	+	1000	151.5	[]	[]	[11.876825]	[118]	[]	[157109721]
504_3425	chr9	126985067	126985467	+	1000	151.5	[]	[]	[8.580908, 7.441646]	[137, 147]	[]	[126985267, 126985277]
504_3427	chr9	129883057	129883457	+	1000	151.5	[]	[]	[10.737563]	[158]	[]	[129883286]
504_343	chr1	167869404	167869804	+	1000	438.0	[]	[]	[8.79676, 8.79676]	[61, 93]	[]	[167869556, 167869588]
504_3430	chr1	51637071	51637471	+	1000	151.0	[11.876825]	[141]	[]	[]	[51637275]	[]
504_3431	chr1	227848534	227848934	+	1000	151.0	[12.247973]	[150]	[]	[]	[227848772]	[]
504_3432	chr1	229555032	229555432	+	1000	151.0	[8.580908]	[100]	[]	[]	[229555231]	[]
504_3434	chr10	79188180	79188580	+	1000	151.0	[]	[]	[12.247973]	[78]	[]	[79188334]
504_3437	chr17	4810920	4811320	+	1000	151.0	[]	[]	[12.247973, 6.4042497, 10.737563, 11.108711]	[155, 200, 209, 235]	[]	[4811090, 4811135, 4811144, 4811170]
504_3438	chr17	41548963	41549363	+	1000	151.0	[6.0948906]	[172]	[]	[]	[41549125]	[]
504_3439	chr17	50667966	50668366	+	1000	151.0	[11.876825, 12.247973, 10.737563, 5.7237425]	[103, 112, 119, 139]	[]	[]	[50668158, 50668167, 50668174, 50668194]	[]
504_344	chr7	101352497	101352897	+	1000	438.0	[7.441646, 11.876825]	[130, 140]	[]	[]	[101352727, 101352737]	[]
504_3441	chr6	75243770	75244170	+	1000	151.0	[]	[]	[12.247973]	[241]	[]	[75243965]
504_3442	chr7	123527880	123528280	+	1000	151.0	[]	[]	[7.441646, 10.737563]	[97, 157]	[]	[123528066, 123528126]
504_3443	chr8	55715530	55715930	+	1000	151.0	[]	[]	[8.79676]	[112]	[]	[55715734]
504_3444	chr8	123037584	123037984	+	1000	151.0	[]	[]	[11.876825]	[151]	[]	[123037804]
504_3445	chr1	45723276	45723676	+	1000	150.5	[]	[]	[11.108711]	[128]	[]	[45723480]
504_3446	chr1	161132844	161133244	+	1000	150.5	[11.108711]	[177]	[]	[]	[161133081]	[]
504_3447	chr12	49980833	49981233	+	1000	150.5	[10.737563]	[153]	[11.876825]	[128]	[49981067]	[49981042]
504_3449	chr12	123055971	123056371	+	1000	150.5	[11.876825, 8.580908]	[91, 123]	[]	[]	[123056152, 123056184]	[]
504_345	chr1	167863175	167863575	+	1000	436.5	[]	[]	[5.7237425]	[189]	[]	[167863342]
504_3450	chr17	42780008	42780408	+	1000	150.5	[5.9149733]	[97]	[11.876825]	[115]	[42780179]	[42780197]
504_3451	chr2	38386419	38386819	+	1000	150.5	[11.876825]	[117]	[]	[]	[38386619]	[]
504_3452	chr2	70247985	70248385	+	1000	150.5	[12.247973]	[91]	[]	[]	[70248164]	[]
504_3453	chr2	74444200	74444600	+	1000	150.5	[10.737563]	[105]	[]	[]	[74444400]	[]
504_3454	chr2	100588035	100588435	+	1000	150.5	[12.247973]	[104]	[]	[]	[100588215]	[]
504_3456	chr3	198027055	198027455	+	1000	150.5	[]	[]	[11.876825]	[102]	[]	[198027231]
504_3458	chr5	149365460	149365860	+	1000	150.5	[]	[]	[11.876825]	[105]	[]	[149365652]
504_3459	chr6	47437623	47438023	+	1000	150.5	[]	[]	[11.876825]	[116]	[]	[47437831]
504_346	chr1	228838404	228838804	+	1000	436.0	[10.737563]	[109]	[11.876825]	[101]	[228838606]	[228838598]
504_3460	chr6	49866567	49866967	+	1000	150.5	[12.247973]	[134]	[]	[]	[49866782]	[]
504_3462	chr8	104617294	104617694	+	1000	150.5	[]	[]	[11.876825]	[214]	[]	[104617472]
504_3464	chrX	14029051	14029451	+	1000	150.5	[]	[]	[11.876825]	[95]	[]	[14029233]
504_3466	chr1	60958027	60958427	+	1000	150.0	[]	[]	[10.737563]	[87]	[]	[60958206]
504_3468	chr11	126328961	126329361	+	1000	150.0	[]	[]	[11.876825, 11.876825, 8.79676]	[95, 102, 116]	[]	[126329152, 126329159, 126329173]
504_3469	chr14	72907438	72907838	+	1000	150.0	[8.580908]	[118]	[11.876825]	[191]	[72907604]	[72907677]
504_347	chr22	19604798	19605198	+	1000	436.0	[]	[]	[11.108711, 11.876825]	[87, 95]	[]	[19604973, 19604981]
504_3470	chr19	21197592	21197992	+	1000	150.0	[]	[]	[12.247973]	[143]	[]	[21197808]
504_3472	chr2	71130238	71130638	+	1000	150.0	[7.441646]	[161]	[6.0948906]	[230]	[71130394]	[71130463]
504_3473	chr2	84856733	84857133	+	1000	150.0	[11.876825]	[148]	[7.6574984, 12.247973]	[169, 185]	[84856928]	[84856949, 84856965]
504_3474	chr2	215849791	215850191	+	1000	150.0	[12.247973]	[79]	[]	[]	[215849951]	[]
504_3475	chr20	5126677	5127077	+	1000	150.0	[]	[]	[10.737563]	[128]	[]	[5126872]
504_3477	chr3	15297559	15297959	+	1000	150.0	[12.247973]	[182]	[5.7237425]	[149]	[15297794]	[15297761]
504_348	chr9	93109181	93109581	+	1000	436.0	[11.876825]	[116]	[12.247973]	[143]	[93109386]	[93109413]
504_3480	chr5	154422322	154422722	+	1000	150.0	[12.247973]	[83]	[12.247973]	[70]	[154422498]	[154422485]
504_3481	chr6	108689277	108689677	+	1000	150.0	[]	[]	[11.876825]	[117]	[]	[108689429]
504_3483	chr9	71911363	71911763	+	1000	150.0	[]	[]	[11.876825, 7.6574984]	[174, 200]	[]	[71911567, 71911593]
504_3485	chr1	160681434	160681834	+	1000	149.5	[]	[]	[11.876825]	[117]	[]	[160681627]
504_3487	chr12	46664897	46665297	+	1000	149.5	[10.737563]	[108]	[]	[]	[46665104]	[]
504_3489	chr15	34210034	34210434	+	1000	149.5	[12.247973]	[155]	[]	[]	[34210273]	[]
504_3491	chr16	30922398	30922798	+	1000	149.5	[6.0331016, 6.0331016]	[179, 192]	[]	[]	[30922623, 30922636]	[]
504_3492	chr16	68093920	68094320	+	1000	149.5	[11.876825]	[171]	[]	[]	[68094149]	[]
504_3493	chr19	1173517	1173917	+	1000	149.5	[11.876825, 10.737563]	[162, 232]	[]	[]	[1173671, 1173741]	[]
504_3495	chr2	151657714	151658114	+	1000	149.5	[]	[]	[6.0948906]	[260]	[]	[151657961]
504_3497	chr3	171182896	171183296	+	1000	149.5	[5.7237425, 11.876825]	[227, 236]	[]	[]	[171183127, 171183136]	[]
504_3498	chr7	107048504	107048904	+	1000	149.5	[11.108711, 12.247973]	[75, 128]	[]	[]	[107048670, 107048723]	[]
504_3499	chr8	100461398	100461798	+	1000	149.5	[6.4042497]	[169]	[11.876825]	[176]	[100461601]	[100461608]
504_35	chr1	154354536	154354936	+	1000	746.5	[]	[]	[10.737563, 8.580908, 11.108711]	[112, 130, 139]	[]	[154354745, 154354763, 154354772]
504_350	chr1	154353453	154353853	+	1000	435.0	[]	[]	[12.247973]	[159]	[]	[154353686]
504_3501	chr10	31977315	31977715	+	1000	149.0	[]	[]	[11.108711, 11.108711]	[143, 160]	[]	[31977523, 31977540]
504_3502	chr11	27509952	27510352	+	1000	149.0	[]	[]	[12.247973, 11.876825]	[141, 172]	[]	[27510155, 27510186]
504_3504	chr15	76012215	76012615	+	1000	149.0	[11.876825]	[142]	[]	[]	[76012456]	[]
504_3505	chr19	1897416	1897816	+	1000	149.0	[]	[]	[10.737563]	[107]	[]	[1897604]
504_3507	chr21	38293822	38294222	+	1000	149.0	[12.247973]	[91]	[5.7237425]	[115]	[38293998]	[38294022]
504_3508	chr3	5081990	5082390	+	1000	149.0	[12.247973]	[159]	[]	[]	[5082164]	[]
504_3509	chr3	9496854	9497254	+	1000	149.0	[]	[]	[12.247973, 10.737563]	[124, 133]	[]	[9497038, 9497047]
504_3511	chr6	27531988	27532388	+	1000	149.0	[]	[]	[12.247973]	[65]	[]	[27532143]
504_3512	chr6	28794641	28795041	+	1000	149.0	[]	[]	[11.876825]	[153]	[]	[28794874]
504_3513	chr6	31399620	31400020	+	1000	149.0	[12.247973]	[226]	[]	[]	[31399798]	[]
504_3514	chr6	125154712	125155112	+	1000	149.0	[]	[]	[8.580908]	[190]	[]	[125154955]
504_3515	chr7	16722088	16722488	+	1000	149.0	[]	[]	[11.876825]	[109]	[]	[16722280]
504_3516	chr7	45041733	45042133	+	1000	149.0	[]	[]	[12.247973, 10.737563]	[127, 134]	[]	[45041958, 45041965]
504_3518	chr1	42949318	42949718	+	1000	148.5	[]	[]	[12.247973, 11.876825]	[86, 97]	[]	[42949501, 42949512]
504_3519	chr1	150972059	150972459	+	1000	148.5	[]	[]	[5.7237425]	[172]	[]	[150972250]
504_352	chr10	72903890	72904290	+	1000	433.5	[]	[]	[8.79676]	[57]	[]	[72904047]
504_3520	chr11	32450332	32450732	+	1000	148.5	[11.108711]	[144]	[]	[]	[32450555]	[]
504_3522	chr12	26689154	26689554	+	1000	148.5	[6.0331016]	[91]	[]	[]	[26689343]	[]
504_3523	chr12	54337242	54337642	+	1000	148.5	[12.247973]	[148]	[]	[]	[54337423]	[]
504_3525	chr14	22725313	22725713	+	1000	148.5	[12.247973]	[140]	[]	[]	[22725524]	[]
504_3526	chr16	9127517	9127917	+	1000	148.5	[11.876825]	[217]	[10.737563]	[197]	[9127753]	[9127733]
504_3528	chr17	83053708	83054108	+	1000	148.5	[11.876825, 10.737563]	[106, 113]	[]	[]	[83053893, 83053900]	[]
