#PeakID(python scan_motif.py ./ENCODE_processed_files/E2F7_idr.fa E2F7 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
103_393	chr19	14136837	14137237	+	1000	96.5	[]	[]	[15.05599]	[97]	[]	[14136999]
103_3930	chr17	27353523	27353923	+	817	37.0	[15.05599]	[141]	[]	[]	[27353732]	[]
103_3931	chr17	75589194	75589594	+	1000	37.0	[]	[]	[13.948019, 8.933427]	[98, 152]	[]	[75589387, 75589441]
103_3934	chr19	6515958	6516358	+	1000	37.0	[]	[]	[7.2898073]	[184]	[]	[6516155]
103_3937	chr19	36054165	36054565	+	1000	37.0	[8.3977785]	[177]	[]	[]	[36054402]	[]
103_394	chr22	21982603	21983003	+	1000	96.5	[7.2898073, 7.2898073]	[88, 141]	[]	[]	[21982765, 21982818]	[]
103_3947	chr19	47257254	47257654	+	1000	37.0	[7.2898073]	[118]	[15.05599]	[90]	[47257470]	[47257442]
103_395	chr1	63523064	63523464	+	1000	96.0	[7.2898073]	[125]	[8.3977785]	[112]	[63523281]	[63523268]
103_3956	chr2	97664123	97664523	+	1000	37.0	[13.948019, 13.948019]	[139, 174]	[]	[]	[97664330, 97664365]	[]
103_3959	chr2	233854610	233855010	+	1000	37.0	[7.2898073]	[125]	[]	[]	[233854819]	[]
103_3967	chr21	39349374	39349774	+	1000	37.0	[8.3977785]	[134]	[]	[]	[39349585]	[]
103_3984	chr22	41589919	41590319	+	773	37.0	[]	[]	[7.2898073]	[122]	[]	[41590089]
103_3987	chr22	50508073	50508473	+	1000	37.0	[8.3977785]	[163]	[15.05599]	[83]	[50508315]	[50508235]
103_3988	chr3	9749825	9750225	+	1000	37.0	[4.3509426]	[110]	[8.3977785, 8.3977785]	[131, 159]	[9749998]	[9750019, 9750047]
103_3989	chr3	12841239	12841639	+	1000	37.0	[]	[]	[7.2898073]	[189]	[]	[12841459]
103_3990	chr3	20185964	20186364	+	1000	37.0	[8.3977785]	[214]	[]	[]	[20186212]	[]
103_3993	chr3	49723951	49724351	+	1000	37.0	[]	[]	[4.3509426]	[175]	[]	[49724156]
103_4	chrM	13955	14355	+	1000	929.0	[7.2898073]	[165]	[]	[]	[14153]	[]
103_4005	chr5	176388764	176389164	+	1000	37.0	[]	[]	[7.360343]	[113]	[]	[176388949]
103_401	chr1	91500836	91501236	+	1000	95.5	[8.468314, 15.05599]	[97, 117]	[15.05599]	[149]	[91501025, 91501045]	[91501077]
103_4012	chr6	39229224	39229624	+	1000	37.0	[]	[]	[8.933427]	[154]	[]	[39229389]
103_402	chr10	110567243	110567643	+	1000	95.5	[]	[]	[4.3509426]	[106]	[]	[110567404]
103_4022	chr7	16645746	16646146	+	1000	37.0	[]	[]	[8.3977785]	[105]	[]	[16645910]
103_4024	chr7	87875999	87876399	+	1000	37.0	[]	[]	[4.3509426]	[121]	[]	[87876182]
103_4025	chr7	99142686	99143086	+	1000	37.0	[]	[]	[8.3977785]	[122]	[]	[99142875]
103_4033	chr7	127651597	127651997	+	1000	37.0	[7.2898073]	[158]	[]	[]	[127651766]	[]
103_404	chr22	23838978	23839378	+	1000	95.5	[]	[]	[8.3977785, 8.3977785, 4.3509426]	[90, 107, 136]	[]	[23839149, 23839166, 23839195]
103_4043	chr9	37592354	37592754	+	1000	37.0	[8.3977785, 4.3509426]	[143, 179]	[4.3509426]	[97]	[37592553, 37592589]	[37592507]
103_4046	chr9	108108576	108108976	+	1000	37.0	[8.3977785]	[150]	[]	[]	[108108780]	[]
103_4057	chr1	16606972	16607372	+	1000	36.5	[]	[]	[8.3977785, 8.3977785, 8.3977785, 8.3977785]	[129, 137, 173, 181]	[]	[16607160, 16607168, 16607204, 16607212]
103_4061	chr1	35719055	35719455	+	1000	36.5	[8.3977785, 7.2898073]	[171, 200]	[]	[]	[35719258, 35719287]	[]
103_4062	chr1	39184375	39184775	+	1000	36.5	[]	[]	[8.3977785]	[147]	[]	[39184606]
103_4069	chr1	112625814	112626214	+	1000	36.5	[]	[]	[4.3509426]	[160]	[]	[112626034]
103_4076	chr1	200154174	200154574	+	981	36.5	[]	[]	[8.3977785]	[133]	[]	[200154392]
103_4077	chr1	202018318	202018718	+	1000	36.5	[8.3977785]	[188]	[]	[]	[202018555]	[]
103_4081	chr1	220046506	220046906	+	1000	36.5	[]	[]	[8.3977785]	[60]	[]	[220046661]
103_4087	chr1	241531461	241531861	+	1000	36.5	[]	[]	[8.3977785]	[207]	[]	[241531706]
103_4089	chr10	13415745	13416145	+	1000	36.5	[8.3977785]	[123]	[]	[]	[13415950]	[]
103_409	chr12	6341240	6341640	+	1000	95.0	[8.3977785]	[114]	[]	[]	[6341442]	[]
103_4098	chr11	1772283	1772683	+	1000	36.5	[]	[]	[7.2898073]	[176]	[]	[1772517]
103_41	chr21	28992852	28993252	+	1000	452.5	[]	[]	[4.3509426]	[131]	[]	[28993075]
103_4102	chr11	72080329	72080729	+	1000	36.5	[4.3509426]	[88]	[]	[]	[72080515]	[]
103_4114	chr13	39038135	39038535	+	902	36.5	[]	[]	[4.3509426, 15.05599]	[131, 149]	[]	[39038338, 39038356]
103_4115	chr13	80552269	80552669	+	1000	36.5	[]	[]	[8.3977785, 8.3977785]	[123, 144]	[]	[80552470, 80552491]
103_4119	chr14	64841721	64842121	+	1000	36.5	[]	[]	[7.2898073]	[112]	[]	[64841906]
103_4120	chr15	42548682	42549082	+	1000	36.5	[4.3509426, 4.3509426]	[63, 124]	[]	[]	[42548842, 42548903]	[]
103_4122	chr15	72230498	72230898	+	1000	36.5	[]	[]	[4.3509426]	[187]	[]	[72230744]
103_4127	chr16	30658014	30658414	+	1000	36.5	[]	[]	[8.3977785]	[144]	[]	[30658258]
103_4130	chr16	67846546	67846946	+	1000	36.5	[7.2898073]	[160]	[]	[]	[67846772]	[]
103_4131	chr16	75517187	75517587	+	1000	36.5	[8.3977785, 15.05599]	[127, 180]	[]	[]	[75517383, 75517436]	[]
103_4132	chr17	7012221	7012621	+	1000	36.5	[7.2898073]	[99]	[]	[]	[7012391]	[]
103_4137	chr17	81222845	81223245	+	1000	36.5	[7.2898073]	[96]	[]	[]	[81223014]	[]
103_414	chr17	30831812	30832212	+	1000	94.0	[8.3977785]	[98]	[11.009154]	[73]	[30832002]	[30831977]
103_4142	chr19	267260	267660	+	1000	36.5	[13.948019]	[227]	[]	[]	[267508]	[]
103_4144	chr19	3560444	3560844	+	1000	36.5	[]	[]	[8.3977785]	[70]	[]	[3560610]
103_4146	chr19	47125141	47125541	+	1000	36.5	[]	[]	[8.3977785]	[139]	[]	[47125351]
103_4147	chr19	58326579	58326979	+	1000	36.5	[8.3977785]	[176]	[]	[]	[58326829]	[]
103_4152	chr2	229922639	229923039	+	1000	36.5	[7.2898073, 15.05599]	[99, 122]	[]	[]	[229922836, 229922859]	[]
103_4160	chr22	19297279	19297679	+	1000	36.5	[]	[]	[8.3977785]	[151]	[]	[19297526]
103_4183	chr3	197510041	197510441	+	1000	36.5	[]	[]	[4.886591, 7.2898073]	[107, 153]	[]	[197510222, 197510268]
103_4185	chr4	49512453	49512853	+	1000	36.5	[]	[]	[7.2898073]	[126]	[]	[49512608]
103_4186	chr4	77820061	77820461	+	1000	36.5	[]	[]	[8.3977785, 4.3509426]	[132, 153]	[]	[77820260, 77820281]
103_4188	chr5	36242137	36242537	+	1000	36.5	[]	[]	[15.05599]	[117]	[]	[36242354]
103_4198	chr6	28789833	28790233	+	1000	36.5	[4.3509426]	[143]	[]	[]	[28790076]	[]
103_42	chr6	37169589	37169989	+	1000	449.5	[8.3977785, 4.3509426, 15.05599]	[84, 125, 139]	[]	[]	[37169771, 37169812, 37169826]	[]
103_4202	chr6	37353682	37354082	+	1000	36.5	[4.3509426]	[205]	[7.2898073]	[172]	[37353900]	[37353867]
103_4205	chr6	57089691	57090091	+	1000	36.5	[4.3509426]	[148]	[]	[]	[57089911]	[]
103_4206	chr6	73520754	73521154	+	1000	36.5	[]	[]	[13.948019]	[178]	[]	[73520975]
103_421	chr17	48048363	48048763	+	1000	93.0	[15.05599]	[132]	[]	[]	[48048575]	[]
103_4213	chr7	101902800	101903200	+	1000	36.5	[7.2898073]	[149]	[]	[]	[101903028]	[]
103_4219	chr7	129169302	129169702	+	633	36.5	[4.3509426]	[221]	[15.05599]	[172]	[129169549]	[129169500]
103_422	chr9	34049356	34049756	+	1000	93.0	[]	[]	[13.948019]	[120]	[]	[34049564]
103_4226	chr7	157401512	157401912	+	1000	36.5	[15.05599]	[165]	[]	[]	[157401742]	[]
103_4228	chr8	28093071	28093471	+	1000	36.5	[7.2898073]	[217]	[4.3509426, 4.3509426, 7.360343]	[135, 178, 221]	[28093315]	[28093233, 28093276, 28093319]
103_4233	chr8	144785834	144786234	+	1000	36.5	[]	[]	[8.3977785]	[123]	[]	[144786043]
103_424	chr11	9551867	9552267	+	1000	92.5	[]	[]	[15.05599]	[117]	[]	[9552075]
103_425	chr19	13817984	13818384	+	1000	92.5	[15.05599, 8.3977785]	[75, 137]	[]	[]	[13818156, 13818218]	[]
103_4253	chr1	21783390	21783790	+	1000	36.0	[7.2898073, 8.3977785, 7.2898073]	[171, 200, 210]	[]	[]	[21783598, 21783627, 21783637]	[]
103_4254	chr1	26284726	26285126	+	1000	36.0	[]	[]	[4.3509426]	[71]	[]	[26284882]
103_4257	chr1	32200260	32200660	+	1000	36.0	[]	[]	[8.3977785, 8.3977785]	[169, 232]	[]	[32200432, 32200495]
103_4261	chr1	51729910	51730310	+	1000	36.0	[15.05599]	[131]	[4.886591]	[102]	[51730107]	[51730078]
103_4269	chr1	116138957	116139357	+	1000	36.0	[7.2898073]	[210]	[]	[]	[116139184]	[]
103_4273	chr1	155140305	155140705	+	1000	36.0	[7.2898073]	[140]	[]	[]	[155140511]	[]
103_4275	chr1	161579051	161579451	+	1000	36.0	[8.3977785]	[70]	[]	[]	[161579207]	[]
103_428	chr6	111259096	111259496	+	1000	92.5	[8.3977785]	[107]	[]	[]	[111259303]	[]
103_4289	chr10	49260890	49261290	+	1000	36.0	[7.2898073]	[79]	[7.2898073]	[81]	[49261053]	[49261055]
103_4293	chr10	79020093	79020493	+	855	36.0	[]	[]	[8.3977785]	[174]	[]	[79020323]
103_4294	chr11	57667266	57667666	+	1000	36.0	[]	[]	[4.3509426, 7.2898073]	[98, 149]	[]	[57667442, 57667493]
103_4296	chr11	62591454	62591854	+	744	36.0	[8.3977785]	[187]	[]	[]	[62591681]	[]
103_4299	chr11	67640006	67640406	+	1000	36.0	[]	[]	[15.05599]	[132]	[]	[67640198]
103_43	chr3	9986695	9987095	+	1000	438.0	[]	[]	[15.05599]	[120]	[]	[9986905]
103_4300	chr11	71765051	71765451	+	1000	36.0	[]	[]	[15.05599]	[215]	[]	[71765296]
103_4301	chr12	6851132	6851532	+	1000	36.0	[15.05599]	[92]	[]	[]	[6851291]	[]
103_4307	chr14	55191561	55191961	+	1000	36.0	[]	[]	[8.3977785, 7.2898073, 8.3977785]	[111, 124, 173]	[]	[55191747, 55191760, 55191809]
103_4308	chr14	93207035	93207435	+	1000	36.0	[15.05599]	[132]	[]	[]	[93207245]	[]
103_4309	chr14	102525644	102526044	+	1000	36.0	[8.3977785]	[146]	[]	[]	[102525842]	[]
103_431	chr5	37371071	37371471	+	1000	92.0	[]	[]	[8.3977785, 8.3977785]	[167, 194]	[]	[37371291, 37371318]
103_4314	chr15	90840971	90841371	+	1000	36.0	[]	[]	[8.3977785]	[110]	[]	[90841178]
103_4316	chr16	28936303	28936703	+	976	36.0	[8.3977785]	[157]	[]	[]	[28936502]	[]
103_4318	chr16	66880204	66880604	+	1000	36.0	[8.3977785, 8.3977785]	[123, 135]	[]	[]	[66880404, 66880416]	[]
103_4330	chr17	67784301	67784701	+	1000	36.0	[8.3977785]	[184]	[]	[]	[67784533]	[]
103_4331	chr18	8994371	8994771	+	1000	36.0	[8.3977785]	[95]	[]	[]	[8994543]	[]
103_4335	chr19	17334768	17335168	+	1000	36.0	[4.3509426, 8.468314, 8.3977785]	[63, 98, 131]	[]	[]	[17334921, 17334956, 17334989]	[]
103_4339	chr19	38270618	38271018	+	1000	36.0	[]	[]	[8.3977785]	[200]	[]	[38270861]
103_4341	chr19	46028855	46029255	+	1000	36.0	[8.3977785, 4.886591]	[107, 154]	[7.2898073]	[83]	[46029049, 46029096]	[46029025]
103_4346	chr2	9423390	9423790	+	805	36.0	[]	[]	[8.3977785]	[136]	[]	[9423577]
103_435	chr14	23237811	23238211	+	1000	91.5	[15.05599]	[94]	[]	[]	[23237972]	[]
103_4353	chr2	71068388	71068788	+	1000	36.0	[]	[]	[7.2898073, 7.2898073, 8.3977785, 8.3977785]	[113, 123, 153, 171]	[]	[71068577, 71068587, 71068617, 71068635]
103_4354	chr2	112055120	112055520	+	1000	36.0	[8.468314]	[58]	[]	[]	[112055272]	[]
103_4355	chr2	119759722	119760122	+	1000	36.0	[8.3977785, 4.3509426]	[152, 191]	[]	[]	[119759927, 119759966]	[]
103_4357	chr2	127810973	127811373	+	1000	36.0	[]	[]	[8.3977785]	[119]	[]	[127811188]
103_436	chr14	51239719	51240119	+	1000	91.5	[4.3509426]	[154]	[4.3509426]	[156]	[51239955]	[51239957]
103_4366	chr21	43659119	43659519	+	1000	36.0	[8.3977785]	[60]	[]	[]	[43659275]	[]
103_4383	chr3	38024415	38024815	+	1000	36.0	[]	[]	[8.3977785]	[206]	[]	[38024622]
103_4384	chr3	40299609	40300009	+	1000	36.0	[8.3977785]	[150]	[]	[]	[40299818]	[]
103_4386	chr3	138174657	138175057	+	1000	36.0	[8.3977785]	[199]	[]	[]	[138174872]	[]
103_4388	chr3	150449013	150449413	+	907	36.0	[8.3977785]	[183]	[]	[]	[150449209]	[]
103_439	chr2	202238440	202238840	+	1000	91.5	[4.886591]	[75]	[15.05599]	[117]	[202238600]	[202238642]
103_4399	chr5	43007580	43007980	+	1000	36.0	[8.468314]	[173]	[]	[]	[43007784]	[]
103_4404	chr5	159207980	159208380	+	1000	36.0	[]	[]	[7.2898073]	[133]	[]	[159208184]
103_4408	chr6	20534293	20534693	+	1000	36.0	[]	[]	[8.3977785]	[138]	[]	[20534467]
103_4411	chr6	26331175	26331575	+	1000	36.0	[8.3977785]	[154]	[]	[]	[26331402]	[]
103_4427	chr6	57961247	57961647	+	540	36.0	[]	[]	[7.2898073]	[118]	[]	[57961416]
103_4435	chr7	43729301	43729701	+	1000	36.0	[7.2898073, 4.3509426, 7.2898073]	[142, 154, 181]	[]	[]	[43729501, 43729513, 43729540]	[]
103_444	chr6	158869323	158869723	+	1000	91.0	[15.05599]	[92]	[]	[]	[158869497]	[]
103_4442	chr7	100125889	100126289	+	1000	36.0	[]	[]	[15.05599]	[159]	[]	[100126100]
103_4449	chr7	135977030	135977430	+	1000	36.0	[]	[]	[9.901183, 8.3977785]	[82, 163]	[]	[135977193, 135977274]
103_4451	chr7	143289829	143290229	+	1000	36.0	[8.3977785]	[126]	[]	[]	[143290047]	[]
103_4456	chr8	73293395	73293795	+	1000	36.0	[8.3977785]	[175]	[]	[]	[73293615]	[]
103_4464	chr9	122828459	122828859	+	1000	36.0	[7.2898073]	[68]	[]	[]	[122828624]	[]
103_4467	chr9	128947472	128947872	+	1000	36.0	[8.3977785]	[85]	[9.901183]	[162]	[128947634]	[128947711]
103_4469	chr9	129823929	129824329	+	823	36.0	[7.360343, 4.3509426]	[153, 155]	[]	[]	[129824111, 129824113]	[]
103_4478	chr1	1614719	1615119	+	1000	35.5	[4.3509426]	[246]	[]	[]	[1614967]	[]
103_448	chr2	74554276	74554676	+	1000	90.5	[4.3509426]	[123]	[]	[]	[74554491]	[]
103_4482	chr1	19882109	19882509	+	1000	35.5	[]	[]	[8.3977785]	[193]	[]	[19882342]
103_4484	chr1	31815947	31816347	+	1000	35.5	[8.3977785]	[88]	[]	[]	[31816112]	[]
103_4491	chr1	153783406	153783806	+	1000	35.5	[]	[]	[9.901183]	[95]	[]	[153783573]
103_4495	chr1	174159402	174159802	+	1000	35.5	[]	[]	[4.3509426]	[70]	[]	[174159555]
103_45	chr1	145979474	145979874	+	1000	426.5	[8.3977785]	[99]	[]	[]	[145979661]	[]
103_4507	chr1	246582611	246583011	+	1000	35.5	[]	[]	[8.3977785]	[131]	[]	[246582809]
103_4512	chr10	25493142	25493542	+	1000	35.5	[8.3977785]	[140]	[]	[]	[25493339]	[]
103_4517	chr10	78033616	78034016	+	866	35.5	[7.2898073]	[128]	[]	[]	[78033811]	[]
103_452	chr11	16738370	16738770	+	1000	90.0	[4.3509426]	[127]	[]	[]	[16738561]	[]
103_4526	chr11	77994726	77995126	+	1000	35.5	[]	[]	[8.3977785]	[100]	[]	[77994888]
103_453	chr15	48811033	48811433	+	1000	90.0	[]	[]	[15.05599]	[134]	[]	[48811265]
103_4534	chr15	50908350	50908750	+	1000	35.5	[]	[]	[7.360343]	[118]	[]	[50908529]
103_4537	chr15	72685856	72686256	+	1000	35.5	[8.3977785]	[165]	[]	[]	[72686034]	[]
103_4538	chr15	92917703	92918103	+	1000	35.5	[]	[]	[8.3977785]	[113]	[]	[92917900]
103_4539	chr16	4272825	4273225	+	1000	35.5	[]	[]	[15.05599]	[119]	[]	[4273031]
103_4540	chr16	30922259	30922659	+	1000	35.5	[15.05599]	[102]	[]	[]	[30922456]	[]
103_4545	chr17	27968196	27968596	+	1000	35.5	[8.3977785]	[160]	[]	[]	[27968420]	[]
103_4548	chr17	42180004	42180404	+	1000	35.5	[7.2898073]	[116]	[7.2898073, 8.3977785, 8.3977785]	[120, 150, 189]	[42180181]	[42180185, 42180215, 42180254]
103_4555	chr17	75940903	75941303	+	1000	35.5	[]	[]	[4.3509426]	[70]	[]	[75941062]
103_4556	chr17	81923319	81923719	+	1000	35.5	[]	[]	[7.2898073]	[123]	[]	[81923528]
103_456	chr2	165953983	165954383	+	1000	90.0	[8.933427]	[84]	[13.948019]	[119]	[165954159]	[165954194]
103_4560	chr18	35497656	35498056	+	1000	35.5	[4.3509426]	[138]	[]	[]	[35497862]	[]
103_4561	chr19	3036285	3036685	+	951	35.5	[]	[]	[8.3977785]	[115]	[]	[3036437]
103_4566	chr19	12886360	12886760	+	1000	35.5	[8.933427]	[149]	[]	[]	[12886563]	[]
103_4568	chr19	35643306	35643706	+	1000	35.5	[]	[]	[8.3977785]	[177]	[]	[35643549]
103_4572	chr19	48725174	48725574	+	1000	35.5	[]	[]	[8.3977785]	[135]	[]	[48725399]
103_4579	chr2	119544038	119544438	+	1000	35.5	[7.2898073]	[96]	[7.2898073]	[156]	[119544197]	[119544257]
103_460	chr12	49868959	49869359	+	1000	89.5	[8.3977785]	[111]	[]	[]	[49869162]	[]
103_461	chr16	72072802	72073202	+	1000	89.5	[15.05599]	[114]	[]	[]	[72072987]	[]
103_4611	chr3	9396031	9396431	+	1000	35.5	[8.3977785]	[177]	[]	[]	[9396258]	[]
103_4612	chr3	9396719	9397119	+	1000	35.5	[8.3977785]	[202]	[]	[]	[9396944]	[]
103_4613	chr3	10248041	10248441	+	1000	35.5	[8.933427, 4.3509426]	[195, 204]	[]	[]	[10248271, 10248280]	[]
103_4615	chr3	15339662	15340062	+	1000	35.5	[]	[]	[8.3977785]	[168]	[]	[15339913]
103_462	chr20	49278349	49278749	+	1000	89.5	[]	[]	[15.05599, 4.3509426]	[109, 143]	[]	[49278556, 49278590]
103_4624	chr3	197959911	197960311	+	1000	35.5	[8.3977785]	[161]	[]	[]	[197960143]	[]
103_4633	chr5	43064795	43065195	+	1000	35.5	[]	[]	[7.2898073]	[151]	[]	[43065011]
103_464	chr9	95317493	95317893	+	1000	89.5	[13.948019, 7.2898073]	[82, 166]	[]	[]	[95317651, 95317735]	[]
103_4644	chr6	27251067	27251467	+	1000	35.5	[]	[]	[8.3977785]	[174]	[]	[27251297]
103_465	chr1	151070316	151070716	+	1000	89.0	[4.3509426]	[93]	[4.3509426]	[95]	[151070487]	[151070489]
103_4653	chr6	144063671	144064071	+	1000	35.5	[7.2898073, 8.3977785]	[110, 183]	[]	[]	[144063845, 144063918]	[]
103_4655	chr7	25951018	25951418	+	1000	35.5	[4.3509426]	[152]	[]	[]	[25951247]	[]
103_4662	chr7	133252681	133253081	+	1000	35.5	[7.2898073, 4.3509426]	[153, 157]	[]	[]	[133252859, 133252863]	[]
103_467	chr5	150050137	150050537	+	1000	89.0	[15.05599]	[99]	[]	[]	[150050320]	[]
103_4671	chr9	104094104	104094504	+	1000	35.5	[4.3509426, 7.2898073]	[159, 188]	[]	[]	[104094294, 104094323]	[]
103_4681	chr1	1574870	1575270	+	725	35.0	[7.2898073]	[118]	[]	[]	[1575059]	[]
103_4687	chr1	28736535	28736935	+	1000	35.0	[7.2898073, 11.009154]	[207, 219]	[8.3977785]	[138]	[28736773, 28736785]	[28736704]
103_4689	chr1	35268398	35268798	+	864	35.0	[7.2898073]	[215]	[8.3977785]	[244]	[35268619]	[35268648]
103_469	chr19	10333076	10333476	+	1000	88.5	[15.05599]	[105]	[]	[]	[10333254]	[]
103_4693	chr1	44213274	44213674	+	1000	35.0	[]	[]	[7.2898073]	[115]	[]	[44213457]
103_4695	chr1	91022018	91022418	+	1000	35.0	[4.886591]	[92]	[7.2898073]	[82]	[91022204]	[91022194]
103_47	chr8	123396489	123396889	+	1000	422.0	[]	[]	[7.2898073]	[156]	[]	[123396736]
103_4702	chr1	156624363	156624763	+	1000	35.0	[8.3977785]	[134]	[]	[]	[156624591]	[]
103_4705	chr1	167937473	167937873	+	1000	35.0	[8.3977785]	[109]	[]	[]	[167937635]	[]
103_4707	chr1	169893980	169894380	+	1000	35.0	[8.3977785]	[202]	[]	[]	[169894213]	[]
103_471	chr7	158704526	158704926	+	1000	88.0	[13.948019]	[127]	[]	[]	[158704745]	[]
103_4724	chr10	75192023	75192423	+	1000	35.0	[8.3977785]	[139]	[]	[]	[75192238]	[]
103_4725	chr10	75233957	75234357	+	884	35.0	[8.3977785]	[103]	[]	[]	[75234136]	[]
103_4729	chr11	74171524	74171924	+	1000	35.0	[]	[]	[4.3509426]	[100]	[]	[74171689]
103_4734	chr12	31715235	31715635	+	1000	35.0	[4.3509426]	[112]	[]	[]	[31715442]	[]
103_4736	chr12	45991798	45992198	+	1000	35.0	[7.2898073]	[145]	[]	[]	[45992009]	[]
103_4753	chr14	91510211	91510611	+	1000	35.0	[]	[]	[8.3977785, 4.3509426, 8.3977785]	[151, 162, 181]	[]	[91510415, 91510426, 91510445]
103_4759	chr15	66481120	66481520	+	1000	35.0	[15.05599]	[131]	[]	[]	[66481293]	[]
103_476	chr11	65911728	65912128	+	1000	87.0	[]	[]	[15.05599]	[107]	[]	[65911931]
103_4766	chr16	68084384	68084784	+	1000	35.0	[8.933427]	[143]	[]	[]	[68084607]	[]
103_4767	chr16	72008572	72008972	+	1000	35.0	[7.2898073]	[147]	[]	[]	[72008790]	[]
103_4777	chr17	46102130	46102530	+	1000	35.0	[8.3977785]	[141]	[]	[]	[46102357]	[]
103_478	chr17	28318924	28319324	+	1000	87.0	[8.468314]	[87]	[]	[]	[28319105]	[]
103_4782	chr19	962214	962614	+	998	35.0	[8.3977785]	[152]	[]	[]	[962455]	[]
103_4786	chr19	14207053	14207453	+	967	35.0	[4.3509426]	[207]	[]	[]	[14207267]	[]
103_4787	chr19	35040878	35041278	+	1000	35.0	[8.3977785, 8.3977785]	[115, 157]	[8.3977785]	[83]	[35041083, 35041125]	[35041051]
103_4790	chr19	49928580	49928980	+	1000	35.0	[]	[]	[8.3977785]	[203]	[]	[49928793]
103_4805	chr20	31573454	31573854	+	824	35.0	[]	[]	[8.3977785]	[157]	[]	[31573631]
103_4809	chr21	25734731	25735131	+	1000	35.0	[8.3977785, 8.3977785]	[127, 156]	[]	[]	[25734907, 25734936]	[]
103_4835	chr3	160240768	160241168	+	1000	35.0	[]	[]	[15.05599]	[63]	[]	[160240928]
103_4839	chr4	39638903	39639303	+	1000	35.0	[]	[]	[4.3509426]	[106]	[]	[39639094]
103_4847	chr5	159098667	159099067	+	882	35.0	[]	[]	[8.3977785]	[96]	[]	[159098834]
103_4849	chr6	3126343	3126743	+	1000	35.0	[]	[]	[8.3977785]	[219]	[]	[3126564]
103_485	chr11	61792688	61793088	+	1000	86.5	[4.3509426]	[82]	[]	[]	[61792846]	[]
103_4851	chr6	10404155	10404555	+	1000	35.0	[8.3977785, 8.3977785, 13.948019]	[108, 136, 153]	[]	[]	[10404344, 10404372, 10404389]	[]
103_4855	chr6	29628252	29628652	+	1000	35.0	[]	[]	[8.3977785]	[142]	[]	[29628471]
103_4856	chr6	34656348	34656748	+	1000	35.0	[7.2898073]	[144]	[]	[]	[34656541]	[]
103_4858	chr6	43053103	43053503	+	1000	35.0	[]	[]	[4.3509426]	[180]	[]	[43053307]
103_486	chr19	10653866	10654266	+	1000	86.5	[]	[]	[4.3509426, 8.3977785]	[80, 157]	[]	[10654030, 10654107]
103_4862	chr6	89819633	89820033	+	1000	35.0	[8.3977785]	[202]	[8.3977785, 8.3977785]	[180, 217]	[89819863]	[89819841, 89819878]
103_487	chr22	20981853	20982253	+	1000	86.5	[]	[]	[8.3977785]	[156]	[]	[20982049]
103_4871	chr7	50227810	50228210	+	1000	35.0	[]	[]	[8.3977785]	[113]	[]	[50228008]
103_4875	chr7	106072038	106072438	+	1000	35.0	[8.933427]	[110]	[]	[]	[106072211]	[]
103_4887	chr8	43093735	43094135	+	1000	35.0	[]	[]	[8.3977785]	[181]	[]	[43093980]
103_4888	chr8	123416395	123416795	+	1000	35.0	[13.948019]	[214]	[8.3977785]	[221]	[123416639]	[123416646]
103_4890	chr9	37697299	37697699	+	1000	35.0	[]	[]	[8.468314]	[139]	[]	[37697481]
103_4893	chr9	128191590	128191990	+	1000	35.0	[7.2898073]	[162]	[]	[]	[128191809]	[]
103_49	chr1	32650938	32651338	+	1000	401.0	[8.3977785, 8.3977785]	[97, 106]	[4.3509426, 11.009154]	[82, 142]	[32651122, 32651131]	[32651107, 32651167]
103_4903	chr1	6612546	6612946	+	1000	34.5	[8.3977785]	[108]	[]	[]	[6612723]	[]
103_4914	chr1	36371598	36371998	+	1000	34.5	[]	[]	[8.3977785]	[107]	[]	[36371764]
103_4924	chr1	160548794	160549194	+	1000	34.5	[8.3977785]	[161]	[]	[]	[160549039]	[]
103_4926	chr1	161621560	161621960	+	1000	34.5	[8.3977785]	[87]	[]	[]	[161621733]	[]
103_493	chr3	160449749	160450149	+	1000	86.0	[]	[]	[8.3977785]	[140]	[]	[160449978]
103_4934	chr1	202809542	202809942	+	1000	34.5	[]	[]	[8.3977785]	[179]	[]	[202809732]
103_494	chr8	94895333	94895733	+	1000	86.0	[8.3977785]	[90]	[]	[]	[94895495]	[]
103_4946	chr10	12068544	12068944	+	1000	34.5	[]	[]	[8.3977785]	[61]	[]	[12068700]
103_4949	chr10	58269034	58269434	+	863	34.5	[]	[]	[9.901183]	[145]	[]	[58269216]
103_4950	chr10	73653605	73654005	+	943	34.5	[]	[]	[8.3977785]	[95]	[]	[73653794]
103_4954	chr10	133360094	133360494	+	1000	34.5	[8.3977785]	[116]	[]	[]	[133360300]	[]
103_4957	chr11	46700552	46700952	+	1000	34.5	[8.3977785, 8.3977785]	[91, 103]	[8.3977785]	[159]	[46700731, 46700743]	[46700799]
103_4961	chr11	111777214	111777614	+	1000	34.5	[]	[]	[8.3977785]	[136]	[]	[111777428]
103_4968	chr13	91321047	91321447	+	1000	34.5	[]	[]	[8.3977785, 8.3977785]	[73, 104]	[]	[91321214, 91321245]
103_4970	chr13	94601552	94601952	+	1000	34.5	[8.3977785]	[112]	[]	[]	[94601740]	[]
