#PeakID(python identify_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_29892	chr9	88804071	88804471	+	1000	35.0	[8.415787]	[136]	[9.081068]	[137]	[88804305]	[88804306]
640_29896	chr9	99167071	99167471	+	1000	35.0	[9.081068]	[104]	[]	[]	[99167273]	[]
640_2990	chr15	56040447	56040847	+	1000	165.0	[9.3206]	[118]	[9.957076]	[119]	[56040659]	[56040660]
640_29901	chr9	123329290	123329690	+	1000	35.0	[7.5613456]	[74]	[]	[]	[123329457]	[]
640_29903	chr9	124480508	124480908	+	1000	35.0	[12.820818]	[147]	[12.820818, 7.2921777]	[148, 177]	[124480726]	[124480727, 124480756]
640_29913	chr9	129465114	129465514	+	1000	35.0	[12.820818]	[94]	[12.820818]	[95]	[129465307]	[129465308]
640_29916	chr9	130214361	130214761	+	1000	35.0	[9.859796]	[110]	[9.3206]	[111]	[130214557]	[130214558]
640_29918	chr9	130749519	130749919	+	948	35.0	[7.5613456]	[121]	[8.334265]	[122]	[130749700]	[130749701]
640_29924	chr9	131203792	131204192	+	1000	35.0	[7.5613456]	[140]	[]	[]	[131204018]	[]
640_29926	chr9	132997470	132997870	+	973	35.0	[8.415787]	[113]	[9.081068]	[114]	[132997662]	[132997663]
640_2993	chr17	38663066	38663466	+	1000	165.0	[9.081068]	[94]	[]	[]	[38663255]	[]
640_29930	chr9	137139086	137139486	+	927	35.0	[8.415534]	[99]	[8.344066]	[100]	[137139283]	[137139284]
640_29934	chrX	17923633	17924033	+	633	35.0	[9.081068]	[121]	[9.081068]	[64]	[17923842]	[17923785]
640_29936	chrX	41607432	41607832	+	952	35.0	[7.5613456, 9.957076]	[136, 144]	[9.3206]	[145]	[41607667, 41607675]	[41607676]
640_29941	chrX	120549960	120550360	+	912	35.0	[]	[]	[9.081068]	[72]	[]	[120550117]
640_29946	chrX	155057329	155057729	+	1000	35.0	[]	[]	[7.2921777]	[119]	[]	[155057545]
640_2995	chr17	78162141	78162541	+	1000	165.0	[8.415787]	[67]	[9.081068]	[68]	[78162305]	[78162306]
640_29956	chr1	7553224	7553624	+	1000	34.0	[12.820818]	[110]	[9.859796]	[111]	[7553430]	[7553431]
640_29968	chr1	17606837	17607237	+	1000	34.0	[9.957076]	[126]	[9.3206]	[127]	[17607051]	[17607052]
640_29972	chr1	20630718	20631118	+	991	34.0	[]	[]	[7.981569]	[111]	[]	[20630927]
640_29974	chr1	21903551	21903951	+	897	34.0	[9.081068]	[142]	[8.415787]	[143]	[21903773]	[21903774]
640_29976	chr1	23237602	23238002	+	802	34.0	[9.081068]	[107]	[]	[]	[23237788]	[]
640_29979	chr1	24126301	24126701	+	1000	34.0	[9.957076]	[114]	[12.820818]	[115]	[24126509]	[24126510]
640_2998	chr19	18557623	18558023	+	1000	165.0	[8.344066]	[114]	[]	[]	[18557826]	[]
640_29980	chr1	24248849	24249249	+	969	34.0	[]	[]	[8.415787]	[92]	[]	[24249024]
640_29983	chr1	27517880	27518280	+	1000	34.0	[12.820818]	[138]	[9.957076]	[139]	[27518094]	[27518095]
640_29986	chr1	28515277	28515677	+	933	34.0	[9.859796]	[106]	[9.859796]	[107]	[28515453]	[28515454]
640_29990	chr1	30700946	30701346	+	740	34.0	[9.859796]	[79]	[9.957076, 7.3538165]	[80, 96]	[30701116]	[30701117, 30701133]
640_29991	chr1	30729235	30729635	+	1000	34.0	[9.081068]	[141]	[8.415787]	[121]	[30729448]	[30729428]
640_29992	chr1	30731672	30732072	+	992	34.0	[7.2921777]	[153]	[7.3538165]	[111]	[30731866]	[30731824]
640_29993	chr1	30809769	30810169	+	1000	34.0	[9.957076]	[208]	[9.859796]	[209]	[30810003]	[30810004]
640_29996	chr1	33384353	33384753	+	929	34.0	[12.820818]	[99]	[9.957076]	[100]	[33384552]	[33384553]
640_29999	chr1	38524024	38524424	+	790	34.0	[8.415787]	[120]	[9.081068]	[121]	[38524228]	[38524229]
640_30000	chr1	38744415	38744815	+	1000	34.0	[9.081068]	[64]	[]	[]	[38744577]	[]
640_30005	chr1	41268148	41268548	+	1000	34.0	[8.334265]	[148]	[7.981569, 7.5613456]	[128, 149]	[41268367]	[41268347, 41268368]
640_30009	chr1	47515446	47515846	+	967	34.0	[]	[]	[8.415787]	[169]	[]	[47515697]
640_3003	chr20	2651699	2652099	+	1000	165.0	[9.859796]	[85]	[12.820818]	[86]	[2651875]	[2651876]
640_30031	chr1	114023210	114023610	+	1000	34.0	[9.081068, 7.3538165]	[115, 152]	[]	[]	[114023416, 114023453]	[]
640_30033	chr1	116440737	116441137	+	888	34.0	[8.415787]	[190]	[9.081068]	[191]	[116440958]	[116440959]
640_30034	chr1	116919812	116920212	+	1000	34.0	[9.081068]	[126]	[8.415787]	[127]	[116920017]	[116920018]
640_3004	chr20	38889841	38890241	+	1000	165.0	[9.081068]	[145]	[9.081068]	[118]	[38890085]	[38890058]
640_3005	chr21	43718759	43719159	+	1000	165.0	[8.334265]	[130]	[7.5613456]	[131]	[43718983]	[43718984]
640_30050	chr1	202029766	202030166	+	924	34.0	[]	[]	[8.415787]	[136]	[]	[202029990]
640_3006	chr3	50292251	50292651	+	1000	165.0	[7.3805842]	[147]	[7.981569]	[148]	[50292484]	[50292485]
640_30066	chr1	220733021	220733421	+	914	34.0	[7.981569]	[143]	[]	[]	[220733257]	[]
640_30074	chr1	236492315	236492715	+	983	34.0	[]	[]	[8.415787]	[160]	[]	[236492548]
640_30092	chr10	35643069	35643469	+	874	34.0	[]	[]	[7.981569]	[170]	[]	[35643313]
640_30095	chr10	47306461	47306861	+	1000	34.0	[7.4328523]	[168]	[]	[]	[47306694]	[]
640_30098	chr10	50668857	50669257	+	1000	34.0	[9.3206, 9.081068]	[119, 150]	[8.334265, 12.820818]	[103, 120]	[50669072, 50669103]	[50669056, 50669073]
640_30103	chr10	71978466	71978866	+	1000	34.0	[9.081068]	[84]	[8.415787]	[85]	[71978639]	[71978640]
640_30106	chr10	75084988	75085388	+	930	34.0	[]	[]	[8.415787]	[138]	[]	[75085209]
640_30121	chr10	124389209	124389609	+	998	34.0	[]	[]	[8.344066]	[125]	[]	[124389425]
640_30123	chr10	131898020	131898420	+	1000	34.0	[9.859796]	[153]	[9.859796]	[154]	[131898247]	[131898248]
640_30125	chr11	2269878	2270278	+	904	34.0	[9.957076]	[126]	[9.957076]	[127]	[2270101]	[2270102]
640_3013	chr1	12745248	12745648	+	1000	164.0	[8.415787]	[61]	[]	[]	[12745403]	[]
640_30130	chr11	33700722	33701122	+	991	34.0	[7.2921777]	[104]	[]	[]	[33700908]	[]
640_30132	chr11	34158634	34159034	+	988	34.0	[12.820818]	[71]	[9.859796, 9.081068]	[72, 155]	[34158795]	[34158796, 34158879]
640_30133	chr11	35786211	35786611	+	1000	34.0	[7.5613456]	[156]	[8.334265]	[157]	[35786434]	[35786435]
640_30134	chr11	43937696	43938096	+	922	34.0	[12.820818]	[129]	[12.820818]	[130]	[43937881]	[43937882]
640_30137	chr11	47641510	47641910	+	582	34.0	[8.415787]	[149]	[9.081068]	[150]	[47641748]	[47641749]
640_3014	chr1	22365496	22365896	+	1000	164.0	[8.415787]	[106]	[]	[]	[22365701]	[]
640_3015	chr1	27045898	27046298	+	1000	164.0	[9.957076]	[131]	[8.334265, 12.820818]	[102, 132]	[27046122]	[27046093, 27046123]
640_30150	chr11	76159627	76160027	+	1000	34.0	[12.820818]	[116]	[12.820818]	[117]	[76159840]	[76159841]
640_30151	chr11	77300046	77300446	+	718	34.0	[12.820818]	[186]	[9.859796]	[187]	[77300289]	[77300290]
640_30154	chr11	93541748	93542148	+	977	34.0	[9.081068]	[140]	[]	[]	[93541928]	[]
640_30157	chr11	100808912	100809312	+	658	34.0	[8.415787]	[182]	[9.081068]	[183]	[100809157]	[100809158]
640_30162	chr11	119103702	119104102	+	847	34.0	[9.957076]	[101]	[9.859796]	[102]	[119103886]	[119103887]
640_30163	chr11	123576959	123577359	+	644	34.0	[8.415787]	[97]	[9.081068, 7.4328523]	[98, 118]	[123577154]	[123577155, 123577175]
640_30178	chr12	24933767	24934167	+	1000	34.0	[]	[]	[7.3538165]	[141]	[]	[24934001]
640_30179	chr12	42483974	42484374	+	929	34.0	[7.3805842]	[143]	[7.981569]	[144]	[42484199]	[42484200]
640_30180	chr12	48865627	48866027	+	790	34.0	[7.5613456]	[97]	[]	[]	[48865818]	[]
640_30184	chr12	50515551	50515951	+	999	34.0	[9.957076]	[105]	[12.820818]	[106]	[50515752]	[50515753]
640_30188	chr12	60242299	60242699	+	1000	34.0	[9.859796]	[101]	[12.820818]	[102]	[60242497]	[60242498]
640_3019	chr11	6690732	6691132	+	1000	164.0	[9.957076]	[95]	[9.859796]	[96]	[6690918]	[6690919]
640_30190	chr12	67649564	67649964	+	637	34.0	[9.957076]	[182]	[12.820818]	[183]	[67649782]	[67649783]
640_30195	chr12	95546512	95546912	+	938	34.0	[9.957076]	[119]	[9.859796]	[120]	[95546698]	[95546699]
640_30209	chr12	115918771	115919171	+	1000	34.0	[9.859796]	[139]	[12.820818]	[140]	[115919004]	[115919005]
640_3022	chr15	55526471	55526871	+	1000	164.0	[12.820818]	[111]	[12.820818]	[112]	[55526679]	[55526680]
640_30221	chr13	99267885	99268285	+	958	34.0	[7.5613456, 9.3206]	[159, 219]	[12.820818]	[220]	[99268073, 99268133]	[99268134]
640_30230	chr14	30822072	30822472	+	1000	34.0	[7.5613456]	[113]	[]	[]	[30822234]	[]
640_30232	chr14	53002572	53002972	+	934	34.0	[12.820818]	[118]	[12.820818, 8.415787]	[119, 154]	[53002779]	[53002780, 53002815]
640_30237	chr14	75466435	75466835	+	733	34.0	[9.859796]	[101]	[12.820818]	[102]	[75466635]	[75466636]
640_30243	chr14	91138408	91138808	+	926	34.0	[8.415787]	[66]	[9.081068]	[67]	[91138565]	[91138566]
640_30244	chr14	96663450	96663850	+	1000	34.0	[7.4328523]	[167]	[]	[]	[96663654]	[]
640_30247	chr14	104651890	104652290	+	582	34.0	[12.820818, 7.981569]	[91, 121]	[12.820818]	[92]	[104652077, 104652107]	[104652078]
640_30249	chr14_GL000225v1_random	14044	14444	+	995	34.0	[]	[]	[7.5613456]	[75]	[]	[14212]
640_3025	chr17	59106899	59107299	+	1000	164.0	[8.334265]	[165]	[7.5613456]	[166]	[59107120]	[59107121]
640_30256	chr15	66688775	66689175	+	856	34.0	[]	[]	[9.081068]	[150]	[]	[66689023]
640_30259	chr15	74436854	74437254	+	1000	34.0	[]	[]	[9.081068]	[97]	[]	[74437015]
640_30261	chr15	83198447	83198847	+	1000	34.0	[12.820818]	[112]	[9.957076]	[113]	[83198657]	[83198658]
640_30264	chr15	90740465	90740865	+	615	34.0	[9.081068, 7.981569]	[174, 193]	[7.3805842]	[194]	[90740685, 90740704]	[90740705]
640_3027	chr19	45927667	45928067	+	1000	164.0	[]	[]	[8.415787]	[99]	[]	[45927866]
640_3028	chr2	10278366	10278766	+	1000	164.0	[9.957076]	[93]	[12.820818]	[94]	[10278528]	[10278529]
640_30282	chr16	58488581	58488981	+	617	34.0	[8.415787]	[102]	[]	[]	[58488741]	[]
640_30287	chr16	79815988	79816388	+	730	34.0	[8.415787]	[94]	[9.081068, 7.3538165]	[95, 154]	[79816176]	[79816177, 79816236]
640_30288	chr16	81697192	81697592	+	886	34.0	[]	[]	[9.081068]	[63]	[]	[81697351]
640_30289	chr16	81746082	81746482	+	1000	34.0	[9.859796]	[94]	[12.820818, 8.334265]	[95, 159]	[81746263]	[81746264, 81746328]
640_303	chr2	135985367	135985767	+	1000	372.0	[8.415534]	[139]	[8.344066]	[140]	[135985599]	[135985600]
640_30301	chr17	8218140	8218540	+	908	34.0	[9.081068]	[86]	[]	[]	[8218318]	[]
640_30302	chr17	8338312	8338712	+	873	34.0	[8.334265]	[93]	[]	[]	[8338504]	[]
640_30303	chr17	13538807	13539207	+	946	34.0	[9.081068]	[123]	[]	[]	[13538977]	[]
640_30306	chr17	21612408	21612808	+	713	34.0	[]	[]	[7.1483927]	[96]	[]	[21612602]
640_30321	chr17	45133145	45133545	+	928	34.0	[7.5613456]	[76]	[8.334265]	[77]	[45133296]	[45133297]
640_30326	chr17	48548243	48548643	+	949	34.0	[9.3206]	[88]	[9.3206]	[89]	[48548399]	[48548400]
640_30328	chr17	58019034	58019434	+	1000	34.0	[9.859796]	[124]	[9.859796]	[125]	[58019245]	[58019246]
640_30331	chr17	63113145	63113545	+	1000	34.0	[9.859796]	[75]	[12.820818]	[76]	[63113319]	[63113320]
640_30332	chr17	64918750	64919150	+	930	34.0	[7.5613456]	[116]	[8.334265]	[117]	[64918966]	[64918967]
640_30338	chr17	75738175	75738575	+	1000	34.0	[12.820818]	[131]	[9.3206]	[132]	[75738377]	[75738378]
640_30341	chr17	77459974	77460374	+	1000	34.0	[9.859796]	[118]	[9.3206]	[119]	[77460153]	[77460154]
640_30343	chr17	78458080	78458480	+	934	34.0	[12.820818, 7.3984704]	[106, 156]	[12.820818, 7.4328523]	[107, 157]	[78458266, 78458316]	[78458267, 78458317]
640_30346	chr17	82102779	82103179	+	753	34.0	[9.957076]	[115]	[12.820818]	[116]	[82102983]	[82102984]
640_30352	chr18	9000694	9001094	+	1000	34.0	[9.859796]	[112]	[12.820818]	[113]	[9000902]	[9000903]
640_30356	chr18	21956037	21956437	+	923	34.0	[8.334265]	[107]	[7.5613456]	[108]	[21956229]	[21956230]
640_30357	chr18	23505494	23505894	+	1000	34.0	[9.081068]	[98]	[]	[]	[23505679]	[]
640_30358	chr18	24118985	24119385	+	1000	34.0	[8.334265, 12.820818]	[100, 148]	[7.5613456, 9.3206]	[101, 149]	[24119170, 24119218]	[24119171, 24119219]
640_30359	chr18	25299737	25300137	+	593	34.0	[12.820818]	[84]	[9.957076]	[85]	[25299908]	[25299909]
640_3036	chr5	65121982	65122382	+	1000	164.0	[9.081068]	[88]	[]	[]	[65122160]	[]
640_30360	chr18	30705905	30706305	+	1000	34.0	[8.415787]	[119]	[]	[]	[30706122]	[]
640_30368	chr18	58781555	58781955	+	1000	34.0	[9.957076, 7.5613456]	[87, 102]	[9.3206, 8.334265]	[88, 103]	[58781724, 58781739]	[58781725, 58781740]
640_30373	chr19	869367	869767	+	1000	34.0	[7.981569]	[97]	[7.981569]	[137]	[869552]	[869592]
640_30379	chr19	3849156	3849556	+	1000	34.0	[8.334265]	[83]	[7.5613456]	[84]	[3849310]	[3849311]
640_30382	chr19	4654572	4654972	+	956	34.0	[7.3805842]	[67]	[]	[]	[4654730]	[]
640_30383	chr19	5333853	5334253	+	613	34.0	[8.415787, 12.820818]	[94, 136]	[8.415787, 9.859796]	[97, 137]	[5334024, 5334066]	[5334027, 5334067]
640_30385	chr19	8252961	8253361	+	996	34.0	[8.334265]	[98]	[7.1483927]	[131]	[8253152]	[8253185]
640_30387	chr19	9790111	9790511	+	1000	34.0	[9.081068]	[161]	[]	[]	[9790360]	[]
640_30389	chr19	10000190	10000590	+	1000	34.0	[9.081068]	[144]	[]	[]	[10000424]	[]
640_30392	chr19	11262181	11262581	+	940	34.0	[12.820818]	[85]	[12.820818]	[86]	[11262356]	[11262357]
640_30394	chr19	14248632	14249032	+	1000	34.0	[8.415534]	[160]	[]	[]	[14248856]	[]
640_30403	chr19	35315871	35316271	+	1000	34.0	[8.334265]	[130]	[]	[]	[35316072]	[]
640_30408	chr19	40272781	40273181	+	1000	34.0	[8.415787]	[122]	[]	[]	[40272993]	[]
640_3042	chr7	117016904	117017304	+	1000	164.0	[12.820818, 9.081068]	[73, 93]	[12.820818, 8.415787]	[74, 94]	[117017067, 117017087]	[117017068, 117017088]
640_30421	chr19	50820875	50821275	+	654	34.0	[]	[]	[8.334265]	[89]	[]	[50821039]
640_30425	chr19	55631628	55632028	+	969	34.0	[7.3805842, 7.5613456]	[100, 156]	[7.981569]	[101]	[55631823, 55631879]	[55631824]
640_30436	chr2	44063084	44063484	+	969	34.0	[9.957076]	[124]	[9.859796]	[125]	[44063290]	[44063291]
640_30444	chr2	55279251	55279651	+	782	34.0	[7.3984704]	[58]	[]	[]	[55279408]	[]
640_30455	chr2	97917648	97918048	+	1000	34.0	[9.081068]	[122]	[]	[]	[97917855]	[]
640_3046	chr8	97776277	97776677	+	1000	164.0	[9.957076]	[79]	[9.859796, 7.4328523]	[80, 104]	[97776454]	[97776455, 97776479]
640_30466	chr2	169528208	169528608	+	979	34.0	[7.5613456]	[129]	[8.334265]	[130]	[169528414]	[169528415]
640_30471	chr2	176638146	176638546	+	1000	34.0	[7.3984704]	[133]	[]	[]	[176638355]	[]
640_30474	chr2	200862461	200862861	+	1000	34.0	[9.859796]	[121]	[9.3206]	[122]	[200862666]	[200862667]
640_30476	chr2	207423808	207424208	+	1000	34.0	[8.415787, 9.081068]	[83, 106]	[9.081068, 8.415787]	[84, 107]	[207423982, 207424005]	[207423983, 207424006]
640_30477	chr2	208034005	208034405	+	863	34.0	[]	[]	[7.5613456]	[170]	[]	[208034251]
640_30479	chr2	216545383	216545783	+	1000	34.0	[]	[]	[9.081068]	[96]	[]	[216545568]
640_30485	chr2	222673880	222674280	+	1000	34.0	[]	[]	[9.081068]	[127]	[]	[222674097]
640_3049	chrX	48940464	48940864	+	1000	164.0	[8.415787]	[122]	[9.081068]	[123]	[48940669]	[48940670]
640_30496	chr20	31685415	31685815	+	624	34.0	[7.4328523]	[137]	[]	[]	[31685628]	[]
640_30516	chr21	31866033	31866433	+	1000	34.0	[8.334265]	[123]	[7.5613456]	[124]	[31866256]	[31866257]
640_30519	chr21	34612549	34612949	+	956	34.0	[12.820818]	[118]	[9.3206]	[119]	[34612757]	[34612758]
640_30524	chr21	42833422	42833822	+	584	34.0	[7.3984704]	[132]	[]	[]	[42833613]	[]
640_30529	chr22	19406322	19406722	+	788	34.0	[]	[]	[7.5613456]	[70]	[]	[19406479]
640_30530	chr22	20291472	20291872	+	1000	34.0	[9.081068, 12.820818]	[148, 158]	[12.820818]	[159]	[20291697, 20291707]	[20291708]
640_30531	chr22	20473184	20473584	+	1000	34.0	[7.3538165]	[148]	[]	[]	[20473421]	[]
640_30541	chr22	29154412	29154812	+	729	34.0	[7.3984704]	[125]	[7.4328523]	[126]	[29154626]	[29154627]
640_30550	chr22	45553725	45554125	+	1000	34.0	[8.334265]	[117]	[]	[]	[45553935]	[]
640_30551	chr22	46563295	46563695	+	865	34.0	[]	[]	[8.334265]	[162]	[]	[46563543]
640_30564	chr3	13932822	13933222	+	786	34.0	[8.344066]	[140]	[]	[]	[13933052]	[]
640_30568	chr3	31456341	31456741	+	951	34.0	[9.3206, 9.3206]	[117, 144]	[12.820818, 9.957076]	[118, 145]	[31456554, 31456581]	[31456555, 31456582]
640_30575	chr3	57952164	57952564	+	833	34.0	[]	[]	[9.081068]	[156]	[]	[57952389]
640_30584	chr3	128409178	128409578	+	653	34.0	[9.957076]	[128]	[12.820818]	[129]	[128409393]	[128409394]
640_30592	chr3	152102396	152102796	+	1000	34.0	[12.820818]	[143]	[9.3206]	[144]	[152102598]	[152102599]
640_30593	chr3	152199453	152199853	+	810	34.0	[]	[]	[9.081068]	[95]	[]	[152199634]
640_30598	chr3	160444358	160444758	+	927	34.0	[8.415787, 9.081068]	[96, 184]	[9.081068]	[139]	[160444520, 160444608]	[160444563]
640_30599	chr3	160885688	160886088	+	1000	34.0	[9.081068]	[101]	[]	[]	[160885884]	[]
640_306	chr1	229625983	229626383	+	1000	371.0	[12.820818]	[143]	[12.820818]	[144]	[229626223]	[229626224]
640_30602	chr3	171640519	171640919	+	883	34.0	[9.957076]	[112]	[9.957076]	[113]	[171640728]	[171640729]
640_30606	chr3	183162598	183162998	+	1000	34.0	[8.334265]	[138]	[]	[]	[183162750]	[]
640_30607	chr3	191659022	191659422	+	1000	34.0	[]	[]	[7.981569]	[138]	[]	[191659218]
640_30612	chr3	198105700	198106100	+	978	34.0	[]	[]	[7.2921777]	[172]	[]	[198105942]
640_30613	chr4	1318545	1318945	+	935	34.0	[12.820818]	[147]	[12.820818]	[148]	[1318774]	[1318775]
640_30614	chr4	2764052	2764452	+	993	34.0	[7.3805842]	[129]	[7.4328523, 7.981569]	[75, 130]	[2764276]	[2764222, 2764277]
640_3062	chr16	1871890	1872290	+	1000	163.0	[7.981569]	[134]	[]	[]	[1872120]	[]
640_30620	chr4	40314012	40314412	+	953	34.0	[8.415787]	[148]	[9.081068]	[149]	[40314258]	[40314259]
640_30621	chr4	48475782	48476182	+	1000	34.0	[]	[]	[7.981569]	[129]	[]	[48476004]
640_30628	chr4	99552860	99553260	+	789	34.0	[9.081068]	[163]	[]	[]	[99553102]	[]
640_30635	chr4	127425177	127425577	+	1000	34.0	[]	[]	[8.415534]	[135]	[]	[127425402]
640_30636	chr4	140408931	140409331	+	883	34.0	[8.415787]	[112]	[]	[]	[140409136]	[]
640_30639	chr4	165461148	165461548	+	756	34.0	[7.981569]	[96]	[7.3805842]	[97]	[165461333]	[165461334]
640_30641	chr5	777577	777977	+	863	34.0	[8.344066]	[221]	[]	[]	[777816]	[]
640_30642	chr5	1125013	1125413	+	643	34.0	[12.820818]	[123]	[9.081068, 9.957076]	[110, 124]	[1125216]	[1125203, 1125217]
640_30648	chr5	34537975	34538375	+	1000	34.0	[9.081068]	[136]	[8.415787]	[137]	[34538174]	[34538175]
640_30650	chr5	38207352	38207752	+	636	34.0	[]	[]	[9.081068]	[84]	[]	[38207527]
640_30652	chr5	39115645	39116045	+	954	34.0	[12.820818]	[143]	[9.3206]	[144]	[39115874]	[39115875]
640_30657	chr5	57442494	57442894	+	916	34.0	[8.415787, 8.415787]	[113, 128]	[8.415787]	[116]	[57442706, 57442721]	[57442709]
640_3066	chr17	81665658	81666058	+	1000	163.0	[]	[]	[9.081068]	[94]	[]	[81665845]
640_30687	chr5	177447219	177447619	+	803	34.0	[12.820818]	[106]	[12.820818, 7.1483927]	[107, 151]	[177447422]	[177447423, 177447467]
640_30698	chr6	6865686	6866086	+	1000	34.0	[8.415787]	[125]	[]	[]	[6865891]	[]
640_30700	chr6	7701542	7701942	+	552	34.0	[7.3805842]	[156]	[7.981569]	[157]	[7701771]	[7701772]
640_30713	chr6	27812743	27813143	+	1000	34.0	[]	[]	[8.334265]	[87]	[]	[27812923]
640_30737	chr6	112163324	112163724	+	1000	34.0	[8.334265]	[111]	[7.5613456]	[112]	[112163514]	[112163515]
640_30748	chr6	157762630	157763030	+	1000	34.0	[9.081068]	[106]	[8.415787]	[107]	[157762834]	[157762835]
640_3075	chr21	34030132	34030532	+	1000	163.0	[]	[]	[7.2921777]	[76]	[]	[34030306]
640_3076	chr22	20016531	20016931	+	1000	163.0	[8.344066]	[136]	[8.415534]	[137]	[20016716]	[20016717]
640_30766	chr7	30938736	30939136	+	1000	34.0	[]	[]	[8.334265]	[139]	[]	[30938950]
640_30767	chr7	38291100	38291500	+	1000	34.0	[9.957076]	[99]	[9.859796]	[100]	[38291296]	[38291297]
640_3077	chr3	33791686	33792086	+	1000	163.0	[7.2921777]	[66]	[9.081068, 7.3984704]	[100, 111]	[33791851]	[33791885, 33791896]
640_30770	chr7	63926173	63926573	+	1000	34.0	[]	[]	[7.5613456]	[99]	[]	[63926348]
640_30772	chr7	73629226	73629626	+	1000	34.0	[9.957076]	[75]	[9.957076]	[76]	[73629400]	[73629401]
640_30776	chr7	90239690	90240090	+	1000	34.0	[12.820818]	[74]	[9.957076]	[75]	[90239862]	[90239863]
640_30777	chr7	98733054	98733454	+	1000	34.0	[8.415787]	[117]	[]	[]	[98733246]	[]
640_30779	chr7	104174703	104175103	+	795	34.0	[]	[]	[9.081068]	[157]	[]	[104174905]
640_3078	chr3	196739711	196740111	+	1000	163.0	[8.344066]	[80]	[]	[]	[196739880]	[]
640_30780	chr7	106504548	106504948	+	1000	34.0	[8.415787]	[80]	[9.081068, 9.081068]	[81, 142]	[106504713]	[106504714, 106504775]
640_30785	chr7	129271716	129272116	+	981	34.0	[8.415787]	[104]	[]	[]	[129271915]	[]
640_30788	chr7	131654634	131655034	+	894	34.0	[8.334265]	[155]	[7.5613456]	[156]	[131654862]	[131654863]
640_30789	chr7	132882757	132883157	+	718	34.0	[8.415787]	[76]	[]	[]	[132882911]	[]
640_30790	chr7	134514570	134514970	+	1000	34.0	[]	[]	[7.1483927]	[165]	[]	[134514819]
640_30791	chr7	134770671	134771071	+	963	34.0	[7.1483927, 8.415787]	[119, 143]	[9.081068]	[144]	[134770865, 134770889]	[134770890]
640_30796	chr7	140444003	140444403	+	1000	34.0	[]	[]	[8.334265]	[108]	[]	[140444211]
640_30799	chr7	149635516	149635916	+	842	34.0	[7.5613456]	[164]	[]	[]	[149635746]	[]
640_308	chr6	43114494	43114894	+	1000	371.0	[8.415534]	[97]	[]	[]	[43114690]	[]
640_3080	chr5	116085239	116085639	+	1000	163.0	[9.3206]	[101]	[12.820818]	[102]	[116085431]	[116085432]
640_30807	chr8	10417744	10418144	+	996	34.0	[8.415787]	[115]	[]	[]	[10417949]	[]
640_3081	chr6	4021043	4021443	+	1000	163.0	[]	[]	[7.2921777]	[134]	[]	[4021262]
640_30810	chr8	29176931	29177331	+	957	34.0	[]	[]	[7.5613456]	[96]	[]	[29177126]
640_30818	chr8	70534428	70534828	+	1000	34.0	[]	[]	[8.344066]	[140]	[]	[70534667]
640_30830	chr8	127795838	127796238	+	987	34.0	[7.981569]	[93]	[7.3805842]	[94]	[127796020]	[127796021]
640_30839	chr9	27530926	27531326	+	1000	34.0	[9.957076]	[97]	[9.859796]	[98]	[27531120]	[27531121]
640_3084	chr6	28212891	28213291	+	1000	163.0	[9.859796]	[99]	[12.820818]	[100]	[28213090]	[28213091]
640_30841	chr9	38068073	38068473	+	1000	34.0	[]	[]	[9.081068]	[155]	[]	[38068317]
640_30845	chr9	72858282	72858682	+	582	34.0	[9.081068]	[140]	[]	[]	[72858513]	[]
640_30847	chr9	87469809	87470209	+	956	34.0	[9.081068]	[145]	[]	[]	[87470000]	[]
640_30849	chr9	98065534	98065934	+	1000	34.0	[12.820818]	[124]	[9.859796]	[125]	[98065730]	[98065731]
640_30850	chr9	98271460	98271860	+	975	34.0	[9.859796]	[156]	[]	[]	[98271711]	[]
640_30851	chr9	99575987	99576387	+	884	34.0	[12.820818]	[152]	[12.820818]	[153]	[99576224]	[99576225]
640_30854	chr9	124774387	124774787	+	939	34.0	[]	[]	[8.415787]	[92]	[]	[124774553]
640_30858	chr9	129826357	129826757	+	914	34.0	[9.859796]	[137]	[9.859796]	[138]	[129826580]	[129826581]
640_3086	chr6	41279000	41279400	+	1000	163.0	[9.3206]	[165]	[12.820818]	[166]	[41279240]	[41279241]
640_30871	chr9	131336233	131336633	+	1000	34.0	[]	[]	[8.334265]	[144]	[]	[131336466]
640_30875	chr9	136615278	136615678	+	1000	34.0	[]	[]	[9.081068]	[95]	[]	[136615472]
640_3088	chr6	135262370	135262770	+	1000	163.0	[9.957076]	[148]	[9.957076]	[149]	[135262603]	[135262604]
640_30882	chrX	39749672	39750072	+	722	34.0	[]	[]	[9.081068]	[65]	[]	[39749836]
640_30883	chrX	40933672	40934072	+	1000	34.0	[7.3538165]	[143]	[]	[]	[40933877]	[]
640_30902	chr1	3453111	3453511	+	1000	33.0	[8.334265]	[102]	[]	[]	[3453311]	[]
640_30907	chr1	10473163	10473563	+	1000	33.0	[]	[]	[7.1483927]	[103]	[]	[10473360]
640_30909	chr1	11689795	11690195	+	976	33.0	[12.820818]	[124]	[12.820818]	[125]	[11689989]	[11689990]
