#PeakID(python identify_motif.py ./ENCODE_processed_files/NFE2_idr.fa NFE2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
314_291	chr6	53548050	53548450	+	1000	438.0	[6.7177763]	[99]	[6.01237]	[99]	[53548248]	[53548248]
314_29103	chr12	54262599	54262999	+	1000	42.0	[8.669301]	[176]	[10.34029]	[176]	[54262818]	[54262818]
314_29106	chr12	56935793	56936193	+	1000	42.0	[3.825743]	[90]	[]	[]	[56935979]	[]
314_29110	chr12	64404916	64405316	+	1000	42.0	[5.018366]	[141]	[7.5954328]	[141]	[64405146]	[64405146]
314_29125	chr12	121465966	121466366	+	1000	42.0	[]	[]	[3.9022686]	[109]	[]	[121466164]
314_29139	chr13	41916568	41916968	+	1000	42.0	[15.292928]	[98]	[16.93431]	[98]	[41916757]	[41916757]
314_29147	chr13	95455818	95456218	+	1000	42.0	[3.7822251]	[93]	[]	[]	[95456010]	[]
314_29150	chr13	110388424	110388824	+	1000	42.0	[8.742208]	[107]	[10.376464]	[107]	[110388627]	[110388627]
314_29154	chr14	34496879	34497279	+	1000	42.0	[16.93431]	[125]	[15.292928]	[125]	[34497072]	[34497072]
314_29157	chr14	37595725	37596125	+	1000	42.0	[]	[]	[3.825743]	[108]	[]	[37595912]
314_29168	chr14	95475625	95476025	+	1000	42.0	[8.735081]	[90]	[10.383591]	[90]	[95475813]	[95475813]
314_2917	chr4	109912672	109913072	+	1000	214.0	[8.735081]	[98]	[10.383591]	[98]	[109912865]	[109912865]
314_29180	chr15	52337173	52337573	+	1000	42.0	[8.742208]	[118]	[10.376464]	[118]	[52337385]	[52337385]
314_29187	chr15	68821708	68822108	+	1000	42.0	[8.735081]	[107]	[10.383591]	[107]	[68821912]	[68821912]
314_29193	chr15	84833427	84833827	+	964	42.0	[8.742208]	[118]	[10.376464]	[118]	[84833628]	[84833628]
314_29199	chr15	99123642	99124042	+	1000	42.0	[6.01237]	[114]	[6.7177763]	[114]	[99123836]	[99123836]
314_29203	chr16	14261001	14261401	+	1000	42.0	[6.01237]	[111]	[6.7177763]	[111]	[14261202]	[14261202]
314_29221	chr16	83746606	83747006	+	858	42.0	[8.735081]	[110]	[10.383591]	[110]	[83746807]	[83746807]
314_29226	chr16	85461780	85462180	+	1000	42.0	[5.96147]	[146]	[6.6817837]	[146]	[85461980]	[85461980]
314_2923	chr7	116218021	116218421	+	1000	214.0	[8.669301]	[77]	[10.310684]	[77]	[116218192]	[116218192]
314_29230	chr17	22521196	22521596	+	1000	42.0	[5.946591]	[130]	[6.64487]	[130]	[22521425]	[22521425]
314_2924	chr1	23780007	23780407	+	1000	213.0	[10.819023, 3.7968774]	[85, 125]	[10.950313]	[85]	[23780183, 23780223]	[23780183]
314_29243	chr17	47895840	47896240	+	1000	42.0	[6.64487]	[104]	[5.946591]	[104]	[47896018]	[47896018]
314_2925	chr1	109201134	109201534	+	1000	213.0	[4.392465]	[116]	[4.268303]	[116]	[109201344]	[109201344]
314_29252	chr17	68036158	68036558	+	1000	42.0	[7.6102357]	[72]	[5.083485]	[72]	[68036324]	[68036324]
314_29255	chr17	75088935	75089335	+	1000	42.0	[16.93431]	[99]	[15.292928]	[99]	[75089133]	[75089133]
314_29265	chr18	9095279	9095679	+	1000	42.0	[3.839753]	[143]	[]	[]	[9095516]	[]
314_29273	chr18	50819479	50819879	+	1000	42.0	[3.8185804]	[96]	[]	[]	[50819670]	[]
314_29281	chr19	16457711	16458111	+	542	42.0	[10.383591]	[93]	[8.735081]	[93]	[16457897]	[16457897]
314_29287	chr19	35909301	35909701	+	1000	42.0	[]	[]	[3.7824428]	[89]	[]	[35909485]
314_2929	chr11	113634923	113635323	+	1000	213.0	[]	[]	[3.7824428]	[135]	[]	[113635140]
314_29290	chr19	38831522	38831922	+	1000	42.0	[10.545787]	[111]	[8.904404]	[111]	[38831712]	[38831712]
314_29291	chr19	38837552	38837952	+	1000	42.0	[10.383591]	[86]	[8.735081]	[86]	[38837730]	[38837730]
314_2930	chr11	117072543	117072943	+	1000	213.0	[6.6523285, 6.01237]	[113, 123]	[5.96147, 6.7177763]	[113, 123]	[117072744, 117072754]	[117072744, 117072754]
314_2931	chr11	130003426	130003826	+	1000	213.0	[6.7177763]	[89]	[6.01237]	[89]	[130003613]	[130003613]
314_29319	chr2	30239242	30239642	+	1000	42.0	[3.7824428]	[120]	[]	[]	[30239410]	[]
314_29332	chr2	68569602	68570002	+	1000	42.0	[4.326686, 10.383591]	[65, 132]	[4.2323103, 8.735081]	[65, 132]	[68569764, 68569831]	[68569764, 68569831]
314_29338	chr2	82815420	82815820	+	631	42.0	[5.018366]	[151]	[7.624888]	[151]	[82815665]	[82815665]
314_29344	chr2	111678530	111678930	+	1000	42.0	[]	[]	[3.825743]	[125]	[]	[111678741]
314_29348	chr2	120132225	120132625	+	1000	42.0	[7.6537538]	[127]	[5.076393]	[127]	[120132440]	[120132440]
314_29349	chr2	127398238	127398638	+	1000	42.0	[12.570218]	[81]	[13.2684965]	[81]	[127398413]	[127398413]
314_29350	chr2	127874839	127875239	+	1000	42.0	[3.8293622]	[60]	[]	[]	[127874997]	[]
314_29353	chr2	144377929	144378329	+	1000	42.0	[6.088896, 7.6537538]	[113, 141]	[6.64487, 5.076393]	[113, 141]	[144378107, 144378135]	[144378107, 144378135]
314_29354	chr2	144645378	144645778	+	872	42.0	[]	[]	[3.8107421]	[178]	[]	[144645624]
314_29358	chr2	152166602	152167002	+	1000	42.0	[4.195397]	[187]	[4.348947]	[187]	[152166797]	[152166797]
314_29376	chr2	227004464	227004864	+	700	42.0	[10.383591]	[105]	[8.735081]	[105]	[227004661]	[227004661]
314_2938	chr6	111591412	111591812	+	1000	213.0	[8.735081]	[112]	[3.839962, 10.383591]	[79, 112]	[111591618]	[111591585, 111591618]
314_29388	chr20	45891111	45891511	+	1000	42.0	[6.703487]	[121]	[6.005208]	[121]	[45891313]	[45891313]
314_29391	chr20	49678938	49679338	+	1000	42.0	[10.310684]	[134]	[8.706215]	[134]	[49679128]	[49679128]
314_29394	chr20	50509842	50510242	+	1000	42.0	[3.7885947, 6.64487]	[137, 163]	[5.983505]	[163]	[50510046, 50510072]	[50510072]
314_29409	chr21	41370785	41371185	+	1000	42.0	[8.735081]	[95]	[10.383591]	[95]	[41370978]	[41370978]
314_29433	chr22	43007645	43008045	+	1000	42.0	[7.6537538]	[124]	[5.076393]	[124]	[43007854]	[43007854]
314_29439	chr3	13078955	13079355	+	1000	42.0	[]	[]	[3.825743]	[101]	[]	[13079149]
314_29440	chr3	14468007	14468407	+	1000	42.0	[]	[]	[3.825743]	[102]	[]	[14468204]
314_2945	chr1	200226187	200226587	+	1000	212.0	[4.268303]	[109]	[4.392465]	[109]	[200226393]	[200226393]
314_29454	chr3	45143633	45144033	+	1000	42.0	[6.659749]	[150]	[5.983505]	[150]	[45143849]	[45143849]
314_29466	chr3	54891500	54891900	+	1000	42.0	[15.292928]	[111]	[16.93431]	[111]	[54891709]	[54891709]
314_2947	chr11	125890417	125890817	+	1000	212.0	[6.01237]	[112]	[6.7177763]	[112]	[125890624]	[125890624]
314_29471	chr3	124834993	124835393	+	1000	42.0	[10.383591]	[110]	[8.735081]	[110]	[124835191]	[124835191]
314_29473	chr3	129366242	129366642	+	997	42.0	[6.01237]	[107]	[6.7177763]	[107]	[129366447]	[129366447]
314_29474	chr3	130386612	130387012	+	1000	42.0	[15.292928]	[127]	[16.93431]	[127]	[130386824]	[130386824]
314_2948	chr15	27124439	27124839	+	1000	212.0	[4.3415647, 3.839962, 3.825743]	[54, 78, 98]	[4.2028556]	[54]	[27124590, 27124614, 27124634]	[27124590]
314_29500	chr4	23028947	23029347	+	853	42.0	[4.399592]	[135]	[4.261176]	[135]	[23029163]	[23029163]
314_29504	chr4	39697608	39698008	+	1000	42.0	[]	[]	[3.825743]	[131]	[]	[39697809]
314_29505	chr4	39910073	39910473	+	1000	42.0	[7.153209]	[107]	[8.227603]	[107]	[39910269]	[39910269]
314_2951	chr2	15556286	15556686	+	1000	212.0	[4.275395]	[113]	[4.348947]	[113]	[15556497]	[15556497]
314_29515	chr4	84691073	84691473	+	1000	42.0	[13.2684965]	[117]	[12.570218]	[117]	[84691280]	[84691280]
314_29519	chr4	88630681	88631081	+	1000	42.0	[8.735081, 6.64487]	[108, 151]	[10.383591, 5.983505]	[108, 151]	[88630885, 88630928]	[88630885, 88630928]
314_2952	chr2	64212960	64213360	+	1000	212.0	[10.310684]	[111]	[8.706215]	[111]	[64213164]	[64213164]
314_29522	chr4	99949973	99950373	+	1000	42.0	[]	[]	[3.8540423]	[95]	[]	[99950137]
314_29523	chr4	102828270	102828670	+	1000	42.0	[]	[]	[3.7968774]	[135]	[]	[102828499]
314_29531	chr4	145098681	145099081	+	1000	42.0	[15.292928]	[118]	[16.93431]	[118]	[145098878]	[145098878]
314_29538	chr4	168923712	168924112	+	1000	42.0	[3.7822251]	[151]	[]	[]	[168923960]	[]
314_29559	chr5	68290152	68290552	+	1000	42.0	[]	[]	[3.796015]	[191]	[]	[68290401]
314_29576	chr5	134224854	134225254	+	1000	42.0	[4.326686, 14.211601]	[82, 136]	[4.217658, 11.627113]	[82, 136]	[134225023, 134225077]	[134225023, 134225077]
314_2958	chr6	704047	704447	+	1000	212.0	[5.9688525]	[112]	[6.7248683]	[112]	[704258]	[704258]
314_29588	chr5	173670134	173670534	+	1000	42.0	[8.669301]	[120]	[10.310684]	[120]	[173670351]	[173670351]
314_29593	chr6	2739337	2739737	+	1000	42.0	[15.292928]	[163]	[16.93431]	[163]	[2739571]	[2739571]
314_296	chr13	114222631	114223031	+	1000	436.0	[3.7822251]	[94]	[]	[]	[114222824]	[]
314_29602	chr6	15987519	15987919	+	1000	42.0	[12.570218]	[93]	[13.2684965]	[93]	[15987689]	[15987689]
314_29603	chr6	17932505	17932905	+	1000	42.0	[3.7968774]	[146]	[]	[]	[17932746]	[]
314_2961	chr8	9172456	9172856	+	1000	212.0	[]	[]	[3.9022686]	[92]	[]	[9172647]
314_29610	chr6	26522879	26523279	+	1000	42.0	[8.227603]	[129]	[7.153209]	[129]	[26523108]	[26523108]
314_2962	chr9	111601648	111602048	+	1000	212.0	[10.383591]	[77]	[8.735081]	[77]	[111601822]	[111601822]
314_29624	chr6	36099811	36100211	+	1000	42.0	[6.659749]	[101]	[5.9540496]	[101]	[36100008]	[36100008]
314_29633	chr6	50995051	50995451	+	1000	42.0	[10.347598]	[120]	[8.68418, 3.7968774]	[120, 153]	[50995260]	[50995260, 50995293]
314_29642	chr6	110398812	110399212	+	1000	42.0	[10.376464]	[127]	[8.742208]	[127]	[110399038]	[110399038]
314_29649	chr6	136583026	136583426	+	995	42.0	[3.8293622]	[152]	[]	[]	[136583269]	[]
314_2965	chr1	196078700	196079100	+	1000	211.0	[10.383591]	[92]	[8.735081]	[92]	[196078888]	[196078888]
314_29691	chr7	107051315	107051715	+	1000	42.0	[10.383591]	[153]	[8.735081]	[153]	[107051563]	[107051563]
314_29702	chr7	133771118	133771518	+	1000	42.0	[5.033093, 15.292928]	[95, 124]	[7.587974, 16.93431]	[95, 124]	[133771306, 133771335]	[133771306, 133771335]
314_29731	chr8	11409375	11409775	+	1000	42.0	[]	[]	[3.8589683]	[138]	[]	[11409609]
314_29735	chr8	19786021	19786421	+	1000	42.0	[14.211601]	[123]	[11.627113]	[123]	[19786232]	[19786232]
314_29742	chr8	29175568	29175968	+	1000	42.0	[14.211601]	[94]	[11.627113]	[94]	[29175756]	[29175756]
314_29744	chr8	33104933	33105333	+	1000	42.0	[7.682053, 10.310684]	[64, 111]	[5.0034866, 8.706215]	[64, 111]	[33105096, 33105143]	[33105096, 33105143]
314_29750	chr8	41300805	41301205	+	1000	42.0	[5.946591]	[99]	[6.64487]	[99]	[41300997]	[41300997]
314_29754	chr8	58553777	58554177	+	1000	42.0	[10.383591]	[112]	[8.735081]	[112]	[58553977]	[58553977]
314_29760	chr8	76857386	76857786	+	1000	42.0	[]	[]	[3.825743]	[115]	[]	[76857597]
314_29767	chr8	101222736	101223136	+	1000	42.0	[8.669301]	[179]	[10.347598]	[179]	[101222984]	[101222984]
314_29771	chr8	123622759	123623159	+	957	42.0	[]	[]	[3.7968774]	[158]	[]	[123623000]
314_29777	chr9	237803	238203	+	1000	42.0	[12.570218]	[142]	[13.2684965]	[142]	[238025]	[238025]
314_29778	chr9	14148700	14149100	+	1000	42.0	[8.742208]	[107]	[10.376464]	[107]	[14148900]	[14148900]
314_2978	chr22	20807382	20807782	+	1000	211.0	[16.93431]	[113]	[15.292928]	[113]	[20807587]	[20807587]
314_29788	chr9	72979529	72979929	+	1000	42.0	[7.6537538]	[101]	[5.076393]	[101]	[72979728]	[72979728]
314_29791	chr9	89021133	89021533	+	1000	42.0	[12.570218]	[97]	[13.2684965]	[97]	[89021325]	[89021325]
314_29798	chr9	111484264	111484664	+	1000	42.0	[3.825743]	[108]	[]	[]	[111484462]	[]
314_29800	chr9	113275476	113275876	+	1000	42.0	[3.9444213, 3.9444213]	[81, 99]	[]	[]	[113275635, 113275653]	[]
314_29801	chr9	121282437	121282837	+	1000	42.0	[7.6537538]	[96]	[5.076393]	[96]	[121282632]	[121282632]
314_2981	chr7	604393	604793	+	1000	211.0	[8.735081]	[106]	[10.383591]	[106]	[604598]	[604598]
314_29820	chr9	131129173	131129573	+	1000	42.0	[]	[]	[3.8611343]	[78]	[]	[131129329]
314_29823	chr9	131196916	131197316	+	1000	42.0	[8.669301]	[165]	[10.45299]	[165]	[131197162]	[131197162]
314_29845	chrX	131565886	131566286	+	1000	42.0	[10.369301]	[95]	[8.727918]	[95]	[131566074]	[131566074]
314_29858	chr1	12434162	12434562	+	1000	41.0	[8.742208]	[116]	[10.376464]	[116]	[12434373]	[12434373]
314_2990	chr13	30364097	30364497	+	1000	210.0	[6.01237]	[99]	[6.7177763]	[99]	[30364294]	[30364294]
314_29904	chr1	74730009	74730409	+	1000	41.0	[16.93431, 10.325563]	[76, 99]	[15.292928, 8.706215]	[76, 99]	[74730180, 74730203]	[74730180, 74730203]
314_29926	chr1	155026607	155027007	+	1000	41.0	[10.383591, 3.839962]	[114, 144]	[8.735081]	[114]	[155026816, 155026846]	[155026816]
314_29929	chr1	159843448	159843848	+	1000	41.0	[10.383591]	[121]	[8.735081]	[121]	[159843648]	[159843648]
314_2993	chr14	56219978	56220378	+	1000	210.0	[3.825743]	[95]	[]	[]	[56220168]	[]
314_29931	chr1	161730207	161730607	+	1000	41.0	[4.195397, 10.310684]	[119, 126]	[4.326686, 8.706215]	[119, 126]	[161730420, 161730427]	[161730420, 161730427]
314_29950	chr1	201748323	201748723	+	1000	41.0	[5.983505]	[129]	[6.659749]	[129]	[201748550]	[201748550]
314_29952	chr1	204400827	204401227	+	1000	41.0	[]	[]	[3.8662758]	[63]	[]	[204400990]
314_29961	chr1	222455111	222455511	+	1000	41.0	[3.7822251]	[100]	[]	[]	[222455295]	[]
314_29965	chr1	225425345	225425745	+	1000	41.0	[6.01237]	[108]	[6.7177763]	[108]	[225425526]	[225425526]
314_29967	chr1	230877136	230877536	+	1000	41.0	[10.383591]	[110]	[8.735081]	[110]	[230877336]	[230877336]
314_2998	chr17	51121832	51122232	+	1000	210.0	[6.7177763]	[130]	[6.01237]	[130]	[51122058]	[51122058]
314_29986	chr10	21520007	21520407	+	1000	41.0	[3.8256726]	[112]	[]	[]	[21520211]	[]
314_29991	chr10	32210300	32210700	+	1000	41.0	[6.01237]	[117]	[6.7177763]	[117]	[32210504]	[32210504]
314_29998	chr10	64534591	64534991	+	1000	41.0	[4.268303]	[104]	[3.7895699, 4.392465]	[85, 104]	[64534774]	[64534755, 64534774]
314_300	chr6	146913891	146914291	+	1000	435.0	[4.261176]	[98]	[4.399592]	[98]	[146914087]	[146914087]
314_3000	chr19	46866714	46867114	+	1000	210.0	[8.735081]	[94]	[10.383591]	[94]	[46866905]	[46866905]
314_30003	chr10	71771028	71771428	+	846	41.0	[]	[]	[3.825743]	[147]	[]	[71771255]
314_3001	chr19	46913782	46914182	+	1000	210.0	[6.7177763]	[101]	[6.01237]	[101]	[46913979]	[46913979]
314_30010	chr10	84597143	84597543	+	1000	41.0	[3.825743]	[121]	[]	[]	[84597347]	[]
314_30025	chr11	450031	450431	+	1000	41.0	[]	[]	[3.8033974]	[64]	[]	[450192]
314_30034	chr11	14951123	14951523	+	1000	41.0	[6.7177763]	[108]	[6.01237]	[108]	[14951322]	[14951322]
314_30037	chr11	27209595	27209995	+	1000	41.0	[3.7968774]	[167]	[]	[]	[27209846]	[]
314_30038	chr11	30322795	30323195	+	1000	41.0	[4.3635993]	[100]	[4.195397]	[100]	[30322967]	[30322967]
314_30044	chr11	44144507	44144907	+	1000	41.0	[10.383591]	[96]	[8.735081]	[96]	[44144703]	[44144703]
314_30055	chr11	72534868	72535268	+	1000	41.0	[3.825743]	[128]	[]	[]	[72535077]	[]
314_30075	chr12	6295130	6295530	+	1000	41.0	[4.275395, 8.742208]	[52, 94]	[4.348947, 10.376464]	[52, 94]	[6295282, 6295324]	[6295282, 6295324]
314_30086	chr12	50249478	50249878	+	1000	41.0	[8.669301]	[147]	[10.347598]	[147]	[50249710]	[50249710]
314_3009	chr6	150377455	150377855	+	1000	210.0	[]	[]	[3.8442411]	[144]	[]	[150377699]
314_301	chr7	26234080	26234480	+	1000	435.0	[3.7822251]	[100]	[]	[]	[26234278]	[]
314_30113	chr12	110436182	110436582	+	1000	41.0	[6.6523285]	[172]	[5.96147]	[172]	[110436417]	[110436417]
314_3012	chr8	38347365	38347765	+	1000	210.0	[15.292928]	[92]	[16.93431]	[92]	[38347556]	[38347556]
314_30122	chr12	127238241	127238641	+	1000	41.0	[3.7968774]	[193]	[]	[]	[127238484]	[]
314_30127	chr13	50109382	50109782	+	1000	41.0	[]	[]	[3.7822251, 3.7822251]	[107, 152]	[]	[50109588, 50109633]
314_30131	chr13	90511903	90512303	+	1000	41.0	[16.93431]	[102]	[15.292928]	[102]	[90512094]	[90512094]
314_30135	chr14	21264113	21264513	+	1000	41.0	[16.93431, 5.0034866]	[84, 108]	[15.292928, 7.587974]	[84, 108]	[21264295, 21264319]	[21264295, 21264319]
314_30138	chr14	22898337	22898737	+	1000	41.0	[5.9540496, 6.01237, 3.92216]	[94, 112, 136]	[6.659749, 6.7177763]	[94, 112]	[22898520, 22898538, 22898562]	[22898520, 22898538]
314_30143	chr14	56987648	56988048	+	1000	41.0	[8.742208]	[130]	[10.376464]	[130]	[56987871]	[56987871]
314_30145	chr14	77822754	77823154	+	979	41.0	[10.383591]	[100]	[8.735081]	[100]	[77822935]	[77822935]
314_3015	chr1	14479804	14480204	+	1000	209.0	[6.01237]	[98]	[6.7177763]	[98]	[14480002]	[14480002]
314_30154	chr15	29669782	29670182	+	1000	41.0	[8.742208]	[148]	[10.376464]	[148]	[29669998]	[29669998]
314_30157	chr15	41917657	41918057	+	1000	41.0	[14.211601]	[107]	[11.627113]	[107]	[41917857]	[41917857]
314_30159	chr15	45118089	45118489	+	1000	41.0	[]	[]	[3.832835]	[150]	[]	[45118329]
314_3017	chr10	110083960	110084360	+	1000	209.0	[8.735081]	[106]	[10.383591]	[106]	[110084163]	[110084163]
314_3018	chr10	124688849	124689249	+	1000	209.0	[10.376464]	[112]	[8.742208]	[112]	[124689049]	[124689049]
314_30180	chr15	93028665	93029065	+	1000	41.0	[7.646591, 6.64487, 10.383591]	[80, 98, 105]	[5.0621037, 5.9688525, 8.735081]	[80, 98, 105]	[93028845, 93028863, 93028870]	[93028845, 93028863, 93028870]
314_30188	chr16	3654224	3654624	+	1000	41.0	[4.399592]	[84]	[4.261176]	[84]	[3654395]	[3654395]
314_30236	chr17	40100540	40100940	+	1000	41.0	[3.92216]	[105]	[]	[]	[40100728]	[]
314_3024	chr17	73291420	73291820	+	1000	209.0	[6.7177763]	[93]	[6.01237]	[93]	[73291611]	[73291611]
314_30243	chr17	47070274	47070674	+	1000	41.0	[13.2684965]	[84]	[12.570218]	[84]	[47070456]	[47070456]
314_30246	chr17	47695119	47695519	+	986	41.0	[8.735081]	[95]	[10.383591]	[95]	[47695314]	[47695314]
314_3025	chr18	55732148	55732548	+	1000	209.0	[10.383591]	[103]	[8.735081]	[103]	[55732350]	[55732350]
314_30252	chr17	58364223	58364623	+	1000	41.0	[]	[]	[3.7897503]	[133]	[]	[58364381]
314_30258	chr17	68248908	68249308	+	1000	41.0	[8.68418]	[107]	[10.318143]	[107]	[68249113]	[68249113]
314_30264	chr17	75601410	75601810	+	1000	41.0	[6.01237]	[122]	[6.7177763]	[122]	[75601622]	[75601622]
314_30269	chr17	82332771	82333171	+	969	41.0	[4.430499]	[114]	[4.561788]	[114]	[82332969]	[82332969]
314_30275	chr18	9787736	9788136	+	1000	41.0	[10.383591]	[103]	[3.8469152, 3.7819347, 8.735081]	[87, 96, 103]	[9787921]	[9787905, 9787914, 9787921]
314_3028	chr2	128186970	128187370	+	1000	209.0	[6.01237]	[104]	[6.7177763]	[104]	[128187173]	[128187173]
314_30282	chr18	35343236	35343636	+	1000	41.0	[8.811605]	[137]	[10.310684]	[137]	[35343469]	[35343469]
314_30286	chr18	54805916	54806316	+	1000	41.0	[]	[]	[3.9590735]	[242]	[]	[54806166]
314_30297	chr19	5828120	5828520	+	1000	41.0	[7.153209]	[136]	[8.227603]	[136]	[5828333]	[5828333]
314_303	chr7	134448648	134449048	+	1000	434.0	[4.392465]	[111]	[4.268303]	[111]	[134448856]	[134448856]
314_3031	chr3	120678517	120678917	+	1000	209.0	[6.01237]	[102]	[6.7177763]	[102]	[120678717]	[120678717]
314_30310	chr19	19516018	19516418	+	1000	41.0	[]	[]	[3.9444213]	[98]	[]	[19516194]
314_30313	chr19	27975405	27975805	+	1000	41.0	[8.735081]	[109]	[10.383591]	[109]	[27975609]	[27975609]
314_30323	chr19	45441077	45441477	+	774	41.0	[5.946591]	[158]	[6.64487]	[158]	[45441299]	[45441299]
314_30333	chr19	50728314	50728714	+	1000	41.0	[10.404763]	[99]	[8.669301]	[99]	[50728491]	[50728491]
314_30334	chr19	51448739	51449139	+	1000	41.0	[10.347598]	[137]	[8.68418]	[137]	[51448969]	[51448969]
314_30347	chr2	33360762	33361162	+	944	41.0	[4.4207644]	[168]	[4.195397]	[168]	[33360939]	[33360939]
314_3035	chr7	129958631	129959031	+	1000	209.0	[7.6537538]	[115]	[5.076393]	[115]	[129958845]	[129958845]
314_30357	chr2	60260618	60261018	+	1000	41.0	[8.735081]	[93]	[10.383591]	[93]	[60260803]	[60260803]
314_30358	chr2	61066361	61066761	+	1000	41.0	[3.8185804]	[124]	[]	[]	[61066584]	[]
314_30364	chr2	73000049	73000449	+	1000	41.0	[8.735081]	[114]	[10.383591]	[114]	[73000252]	[73000252]
314_30375	chr2	132416323	132416723	+	850	41.0	[]	[]	[3.7968774]	[89]	[]	[132416508]
314_30399	chr2	197799560	197799960	+	1000	41.0	[3.7968774]	[97]	[]	[]	[197799755]	[]
314_304	chr15	64246696	64247096	+	1000	433.0	[10.376464]	[95]	[8.742208]	[95]	[64246889]	[64246889]
314_30403	chr2	218679065	218679465	+	952	41.0	[11.627113]	[112]	[14.211601]	[112]	[218679262]	[218679262]
314_30406	chr2	225226442	225226842	+	1000	41.0	[6.01237]	[107]	[6.7177763]	[107]	[225226643]	[225226643]
314_30413	chr20	2515216	2515616	+	625	41.0	[10.383591]	[110]	[8.735081]	[110]	[2515419]	[2515419]
314_3042	chr11	10899542	10899942	+	1000	208.0	[12.570218]	[66]	[13.2684965]	[66]	[10899702]	[10899702]
314_30432	chr20	63865688	63866088	+	1000	41.0	[3.8039694, 5.076393]	[140, 163]	[7.6537538]	[163]	[63865900, 63865923]	[63865923]
314_30436	chr21	34967459	34967859	+	1000	41.0	[13.2684965]	[151]	[12.570218]	[151]	[34967683]	[34967683]
314_30442	chr21	45065026	45065426	+	1000	41.0	[10.347598]	[100]	[8.669301]	[100]	[45065224]	[45065224]
314_30443	chr21	45130216	45130616	+	1000	41.0	[15.292928]	[145]	[16.93431]	[145]	[45130436]	[45130436]
314_3047	chr14	32657076	32657476	+	1000	208.0	[10.376464]	[95]	[8.742208]	[95]	[32657270]	[32657270]
314_30472	chr22	36331467	36331867	+	1000	41.0	[10.376464]	[140]	[8.742208]	[140]	[36331702]	[36331702]
314_30495	chr3	40327626	40328026	+	1000	41.0	[3.8662758]	[88]	[]	[]	[40327814]	[]
314_30498	chr3	45981298	45981698	+	1000	41.0	[12.570218]	[115]	[13.2684965]	[115]	[45981503]	[45981503]
314_30507	chr3	72579585	72579985	+	1000	41.0	[8.691563]	[74]	[10.310684]	[74]	[72579757]	[72579757]
314_30510	chr3	122004955	122005355	+	1000	41.0	[3.825743]	[135]	[]	[]	[122005169]	[]
314_30519	chr3	158109606	158110006	+	899	41.0	[4.217658]	[76]	[4.326686]	[76]	[158109766]	[158109766]
314_3053	chr2	131371992	131372392	+	1000	208.0	[8.742208]	[106]	[10.376464]	[106]	[131372195]	[131372195]
314_30531	chr3	187285411	187285811	+	1000	41.0	[8.735081]	[102]	[10.383591]	[102]	[187285605]	[187285605]
314_30533	chr4	1081298	1081698	+	1000	41.0	[6.7177763]	[123]	[6.01237]	[123]	[1081511]	[1081511]
314_30537	chr4	10106582	10106982	+	1000	41.0	[7.6102357]	[114]	[5.0034866, 3.825743]	[114, 125]	[10106793]	[10106793, 10106804]
314_3054	chr2	189506482	189506882	+	1000	208.0	[4.268303]	[92]	[4.392465]	[92]	[189506672]	[189506672]
314_30557	chr4	128338619	128339019	+	1000	41.0	[4.064465, 6.01237]	[58, 92]	[6.7177763]	[92]	[128338773, 128338807]	[128338807]
314_30562	chr4	152581802	152582202	+	991	41.0	[7.6537538]	[94]	[5.076393]	[94]	[152581968]	[152581968]
314_30565	chr4	158203385	158203785	+	1000	41.0	[4.399592]	[106]	[4.261176]	[106]	[158203587]	[158203587]
314_30583	chr5	62233390	62233790	+	1000	41.0	[10.383591]	[105]	[8.735081, 3.825743]	[105, 122]	[62233595]	[62233595, 62233612]
314_306	chr17	76659829	76660229	+	1000	433.0	[6.01237]	[102]	[6.7177763]	[102]	[76660030]	[76660030]
314_30601	chr5	134561965	134562365	+	744	41.0	[10.376464]	[114]	[8.742208]	[114]	[134562170]	[134562170]
314_30608	chr5	140267573	140267973	+	1000	41.0	[4.3415647]	[129]	[4.2323103]	[129]	[140267794]	[140267794]
314_30609	chr5	140401326	140401726	+	1000	41.0	[7.587974]	[131]	[5.0034866]	[131]	[140401547]	[140401547]
314_30626	chr6	6724520	6724920	+	1000	41.0	[3.7824428]	[118]	[]	[]	[6724727]	[]
314_30647	chr6	32086643	32087043	+	1000	41.0	[5.076393]	[160]	[7.6537538]	[160]	[32086871]	[32086871]
314_30651	chr6	34190104	34190504	+	1000	41.0	[]	[]	[3.7824428]	[85]	[]	[34190282]
314_3066	chr14	55103188	55103588	+	1000	207.0	[8.735081]	[97]	[10.383591]	[97]	[55103380]	[55103380]
314_30667	chr6	44079120	44079520	+	1000	41.0	[6.7389483]	[129]	[5.946591]	[129]	[44079329]	[44079329]
314_30685	chr6	111483221	111483621	+	1000	41.0	[3.8185804]	[111]	[]	[]	[111483431]	[]
314_30691	chr6	121334614	121335014	+	1000	41.0	[]	[]	[3.92216]	[167]	[]	[121334851]
314_30694	chr6	132537112	132537512	+	1000	41.0	[10.383591]	[160]	[8.735081]	[160]	[132537352]	[132537352]
314_30695	chr6	132964140	132964540	+	884	41.0	[6.64487]	[101]	[5.983505]	[101]	[132964335]	[132964335]
