#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXA3_idr.fa FOXA3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
876_2645	chr4	139841422	139841822	+	1000	83.0	[12.570299]	[93]	[7.7748694]	[145]	[139841595]	[139841647]
876_2646	chr5	103472930	103473330	+	1000	83.0	[12.570299]	[118]	[]	[]	[103473148]	[]
876_265	chr11	5621175	5621575	+	1000	269.0	[12.570299]	[96]	[12.570299]	[146]	[5621368]	[5621418]
876_2653	chr6	136465904	136466304	+	1000	83.0	[]	[]	[12.570299]	[101]	[]	[136466102]
876_2661	chr1	207321158	207321558	+	1000	82.5	[]	[]	[12.570299]	[154]	[]	[207321377]
876_2663	chr10	133278467	133278867	+	1000	82.5	[]	[]	[12.570299]	[99]	[]	[133278648]
876_2667	chr12	131895984	131896384	+	1000	82.5	[]	[]	[8.361351]	[101]	[]	[131896182]
876_2669	chr17	51640322	51640722	+	1000	82.5	[]	[]	[10.2047415]	[68]	[]	[51640475]
876_2672	chr2	39379633	39380033	+	1000	82.5	[]	[]	[10.2047415]	[146]	[]	[39379874]
876_2675	chr20	36036669	36037069	+	1000	82.5	[7.5891633, 9.53014]	[75, 147]	[]	[]	[36036839, 36036911]	[]
876_2676	chr22	29625519	29625919	+	1000	82.5	[]	[]	[8.361351]	[107]	[]	[29625715]
876_2691	chr13	46354752	46355152	+	1000	82.0	[]	[]	[9.252844, 10.2047415]	[65, 94]	[]	[46354904, 46354933]
876_2693	chr13	107853232	107853632	+	1000	82.0	[7.578352]	[155]	[]	[]	[107853481]	[]
876_2695	chr15	95857402	95857802	+	1000	82.0	[12.570299]	[113]	[]	[]	[95857608]	[]
876_2697	chr19	6273768	6274168	+	1000	82.0	[12.570299]	[135]	[]	[]	[6273976]	[]
876_2706	chr6	3291937	3292337	+	1000	82.0	[8.361351]	[132]	[]	[]	[3292165]	[]
876_2711	chr6	126064597	126064997	+	1000	82.0	[]	[]	[12.570299]	[89]	[]	[126064783]
876_2713	chr7	31408341	31408741	+	1000	82.0	[9.252844]	[100]	[]	[]	[31408540]	[]
876_2714	chr7	107009849	107010249	+	1000	82.0	[8.361351]	[55]	[]	[]	[107010004]	[]
876_2716	chr7	150476803	150477203	+	1000	82.0	[]	[]	[12.570299]	[92]	[]	[150476993]
876_2719	chrX	131894846	131895246	+	1000	82.0	[10.2047415, 8.84223]	[149, 170]	[8.84223]	[114]	[131895072, 131895093]	[131895037]
876_2721	chr1	198681914	198682314	+	1000	81.5	[8.009179]	[77]	[]	[]	[198682086]	[]
876_2744	chr5	140261254	140261654	+	1000	81.5	[8.264141, 9.252844]	[74, 122]	[]	[]	[140261425, 140261473]	[]
876_2749	chr7	127986926	127987326	+	1000	81.5	[]	[]	[10.2047415]	[207]	[]	[127987164]
876_2762	chr22	22729045	22729445	+	1000	81.0	[]	[]	[7.553737]	[130]	[]	[22729226]
876_2770	chr6	160101450	160101850	+	1000	81.0	[]	[]	[9.53014]	[129]	[]	[160101654]
876_2773	chr8	73312335	73312735	+	1000	81.0	[10.2047415]	[112]	[]	[]	[73312526]	[]
876_2774	chr8	102366977	102367377	+	1000	81.0	[12.570299]	[121]	[7.7748694]	[144]	[102367191]	[102367214]
876_2782	chr1	196651784	196652184	+	1000	80.5	[]	[]	[10.2047415]	[92]	[]	[196651962]
876_2788	chr13	66835115	66835515	+	1000	80.5	[]	[]	[8.361351]	[86]	[]	[66835301]
876_279	chr22	22559114	22559514	+	1000	262.5	[8.361351]	[110]	[]	[]	[22559317]	[]
876_2790	chr2	28359209	28359609	+	1000	80.5	[7.553737]	[98]	[]	[]	[28359406]	[]
876_2797	chr3	15797979	15798379	+	1000	80.5	[12.570299]	[120]	[]	[]	[15798197]	[]
876_280	chr1	151988306	151988706	+	1000	262.0	[12.570299]	[95]	[]	[]	[151988499]	[]
876_2800	chr5	38608161	38608561	+	1000	80.5	[9.252844]	[86]	[]	[]	[38608343]	[]
876_2804	chr6	150815029	150815429	+	1000	80.5	[8.84223, 8.361351]	[91, 126]	[]	[]	[150815200, 150815235]	[]
876_2805	chr7	16428750	16429150	+	1000	80.5	[10.2047415]	[91]	[]	[]	[16428940]	[]
876_2808	chr10	70404882	70405282	+	1000	80.0	[]	[]	[12.570299]	[118]	[]	[70405088]
876_2810	chr10	121831798	121832198	+	1000	80.0	[12.570299]	[90]	[]	[]	[121831983]	[]
876_2811	chr11	27207006	27207406	+	1000	80.0	[]	[]	[12.570299]	[100]	[]	[27207201]
876_2813	chr12	58310700	58311100	+	1000	80.0	[]	[]	[12.570299]	[82]	[]	[58310867]
876_2817	chr16	68079728	68080128	+	1000	80.0	[12.570299]	[119]	[]	[]	[68079933]	[]
876_2819	chr2	37390444	37390844	+	1000	80.0	[8.361351]	[107]	[]	[]	[37390651]	[]
876_282	chr17	75071901	75072301	+	1000	261.5	[]	[]	[8.361351]	[100]	[]	[75072100]
876_2826	chr4	6695707	6696107	+	1000	80.0	[10.2047415, 12.570299]	[78, 112]	[]	[]	[6695879, 6695913]	[]
876_2827	chr4	74451225	74451625	+	1000	80.0	[10.2047415]	[117]	[9.252844]	[143]	[74451410]	[74451436]
876_2828	chr4	152956601	152957001	+	1000	80.0	[]	[]	[12.570299]	[110]	[]	[152956808]
876_2836	chr9	104791844	104792244	+	1000	80.0	[12.570299]	[74]	[]	[]	[104792015]	[]
876_2844	chr16	56932902	56933302	+	1000	79.5	[8.361351]	[78]	[10.2047415]	[146]	[56933068]	[56933136]
876_2845	chr18	3449010	3449410	+	1000	79.5	[7.676677]	[148]	[12.570299]	[78]	[3449257]	[3449187]
876_2851	chr20	28602575	28602975	+	1000	79.5	[12.570299]	[135]	[]	[]	[28602779]	[]
876_2854	chr3	4904813	4905213	+	1000	79.5	[8.361351]	[114]	[]	[]	[4905015]	[]
876_2855	chr3	9422638	9423038	+	1000	79.5	[7.764176]	[120]	[7.764176]	[119]	[9422821]	[9422820]
876_2856	chr3	138833482	138833882	+	1000	79.5	[]	[]	[12.570299, 9.53014]	[105, 180]	[]	[138833658, 138833733]
876_2858	chr5	56251874	56252274	+	1000	79.5	[8.361351]	[61]	[]	[]	[56252027]	[]
876_286	chr3	4986789	4987189	+	1000	261.0	[]	[]	[8.361351]	[100]	[]	[4986978]
876_2860	chr6	7975171	7975571	+	1000	79.5	[8.361351, 9.53014]	[119, 131]	[]	[]	[7975378, 7975390]	[]
876_2864	chr7	116802816	116803216	+	1000	79.5	[12.570299]	[89]	[]	[]	[116803000]	[]
876_2867	chr8	30324627	30325027	+	1000	79.5	[10.2047415]	[148]	[12.570299]	[60]	[30324867]	[30324779]
876_2869	chrX	2463866	2464266	+	1000	79.5	[9.252844, 9.252844]	[92, 142]	[]	[]	[2464030, 2464080]	[]
876_287	chr6	106046435	106046835	+	1000	260.5	[]	[]	[8.361351]	[102]	[]	[106046633]
876_2875	chr10	5516113	5516513	+	1000	79.0	[]	[]	[12.570299]	[108]	[]	[5516318]
876_2877	chr16	85558273	85558673	+	1000	79.0	[]	[]	[12.570299]	[105]	[]	[85558470]
876_2878	chr17	48522169	48522569	+	1000	79.0	[10.2047415]	[118]	[]	[]	[48522376]	[]
876_288	chr8	65717359	65717759	+	1000	260.0	[12.570299]	[115]	[]	[]	[65717569]	[]
876_2882	chr2	43227062	43227462	+	1000	79.0	[12.570299]	[126]	[]	[]	[43227279]	[]
876_289	chr2	151853307	151853707	+	1000	259.5	[]	[]	[12.570299]	[92]	[]	[151853497]
876_2890	chr3	184371578	184371978	+	1000	79.0	[]	[]	[8.009179, 7.676677]	[138, 150]	[]	[184371809, 184371821]
876_2893	chr5	143207617	143208017	+	1000	79.0	[]	[]	[9.53014]	[137]	[]	[143207810]
876_290	chr2	54572253	54572653	+	1000	259.0	[]	[]	[12.570299]	[106]	[]	[54572434]
876_2902	chr1	204287051	204287451	+	1000	78.5	[9.252844]	[129]	[]	[]	[204287271]	[]
876_2911	chr17	64332018	64332418	+	1000	78.5	[8.361351]	[109]	[]	[]	[64332195]	[]
876_2913	chr2	21056305	21056705	+	1000	78.5	[]	[]	[8.361351]	[60]	[]	[21056465]
876_2915	chr2	100064492	100064892	+	1000	78.5	[9.53014]	[122]	[]	[]	[100064697]	[]
876_2918	chr3	16906665	16907065	+	1000	78.5	[]	[]	[12.570299]	[121]	[]	[16906866]
876_2920	chr3	193922300	193922700	+	1000	78.5	[8.84223, 8.361351]	[105, 149]	[]	[]	[193922485, 193922529]	[]
876_2926	chr6	163579896	163580296	+	1000	78.5	[8.361351]	[113]	[]	[]	[163580099]	[]
876_2927	chr7	135147743	135148143	+	1000	78.5	[8.009179]	[95]	[12.570299]	[128]	[135147933]	[135147966]
876_2931	chr9	14098064	14098464	+	1000	78.5	[]	[]	[9.53014, 12.570299]	[75, 107]	[]	[14098235, 14098267]
876_2933	chrX	65601576	65601976	+	1000	78.5	[]	[]	[12.570299]	[114]	[]	[65601764]
876_2937	chr10	73999346	73999746	+	1000	78.0	[10.2047415]	[109]	[]	[]	[73999551]	[]
876_2938	chr11	748446	748846	+	1000	78.0	[]	[]	[9.53014]	[107]	[]	[748650]
876_2942	chr13	44258973	44259373	+	1000	78.0	[]	[]	[12.570299]	[106]	[]	[44259163]
876_2950	chr2	58906090	58906490	+	1000	78.0	[8.361351]	[85]	[]	[]	[58906260]	[]
876_2952	chr2	157453163	157453563	+	1000	78.0	[12.570299]	[106]	[]	[]	[157453352]	[]
876_2957	chr4	2963250	2963650	+	1000	78.0	[12.570299]	[155]	[]	[]	[2963454]	[]
876_2961	chr7	87907534	87907934	+	1000	78.0	[9.53014]	[111]	[10.2047415]	[82]	[87907744]	[87907715]
876_2962	chr8	38380248	38380648	+	1000	78.0	[]	[]	[12.570299, 8.361351]	[100, 127]	[]	[38380419, 38380446]
876_2963	chr8	58595796	58596196	+	1000	78.0	[8.361351]	[85]	[]	[]	[58595968]	[]
876_297	chr4	154205513	154205913	+	1000	257.0	[12.570299]	[93]	[]	[]	[154205705]	[]
876_2970	chr1	109274731	109275131	+	1000	77.5	[12.570299]	[119]	[]	[]	[109274936]	[]
876_2972	chr10	42070383	42070783	+	1000	77.5	[7.5891633]	[67]	[]	[]	[42070539]	[]
876_2974	chr12	91588979	91589379	+	1000	77.5	[12.570299]	[90]	[]	[]	[91589168]	[]
876_2976	chr13	80591826	80592226	+	1000	77.5	[]	[]	[12.570299]	[134]	[]	[80592033]
876_2978	chr15	98896804	98897204	+	1000	77.5	[9.53014]	[109]	[]	[]	[98897010]	[]
876_2983	chr2	144582614	144583014	+	1000	77.5	[]	[]	[8.84223, 8.361351]	[70, 85]	[]	[144582774, 144582789]
876_2984	chr20	63520973	63521373	+	1000	77.5	[10.2047415]	[138]	[]	[]	[63521190]	[]
876_2985	chr21	35019775	35020175	+	1000	77.5	[]	[]	[12.570299]	[120]	[]	[35019986]
876_2990	chr5	126875315	126875715	+	1000	77.5	[]	[]	[12.570299]	[100]	[]	[126875512]
876_3003	chr22	21624203	21624603	+	1000	77.0	[7.764176]	[92]	[8.182752]	[104]	[21624354]	[21624366]
876_301	chr3	47282378	47282778	+	1000	255.5	[]	[]	[9.252844]	[99]	[]	[47282575]
876_3013	chr6	26596728	26597128	+	1000	77.0	[8.361351]	[173]	[]	[]	[26596977]	[]
876_3018	chr1	1728518	1728918	+	1000	76.5	[7.578352]	[137]	[12.570299]	[92]	[1728754]	[1728709]
876_302	chr6	47420433	47420833	+	1000	255.5	[10.2047415]	[85]	[]	[]	[47420617]	[]
876_3022	chr1	200242995	200243395	+	1000	76.5	[]	[]	[12.570299]	[111]	[]	[200243189]
876_3023	chr1	205711107	205711507	+	1000	76.5	[8.361351]	[158]	[]	[]	[205711334]	[]
876_3024	chr1	206380951	206381351	+	1000	76.5	[9.53014]	[72]	[7.578352]	[158]	[206381105]	[206381191]
876_3027	chr10	59832130	59832530	+	1000	76.5	[7.553737]	[182]	[]	[]	[59832366]	[]
876_3029	chr11	65505525	65505925	+	1000	76.5	[7.764176]	[178]	[7.764176]	[177]	[65505733]	[65505732]
876_3039	chr2	121596355	121596755	+	1000	76.5	[8.361351, 9.53014]	[84, 107]	[]	[]	[121596535, 121596558]	[]
876_3041	chr2	170363146	170363546	+	1000	76.5	[12.570299]	[135]	[8.264141]	[72]	[170363366]	[170363303]
876_3047	chr4	17490665	17491065	+	1000	76.5	[]	[]	[10.2047415]	[148]	[]	[17490873]
876_3050	chr8	9082084	9082484	+	1000	76.5	[]	[]	[8.361351]	[106]	[]	[9082288]
876_3053	chr1	35641479	35641879	+	1000	76.0	[]	[]	[12.570299]	[157]	[]	[35641707]
876_3055	chr1	150516586	150516986	+	1000	76.0	[12.570299]	[113]	[]	[]	[150516799]	[]
876_3057	chr11	14892266	14892666	+	1000	76.0	[]	[]	[8.361351]	[119]	[]	[14892478]
876_306	chr2	175935270	175935670	+	1000	254.0	[]	[]	[12.570299]	[85]	[]	[175935454]
876_3064	chr19	54959743	54960143	+	1000	76.0	[9.252844, 7.676677]	[92, 116]	[]	[]	[54959931, 54959955]	[]
876_3065	chr2	11203482	11203882	+	1000	76.0	[7.7748694]	[107]	[12.570299]	[78]	[11203685]	[11203656]
876_3068	chr21	29647414	29647814	+	1000	76.0	[]	[]	[8.361351]	[118]	[]	[29647619]
876_3074	chr5	95924729	95925129	+	1000	76.0	[]	[]	[10.2047415]	[100]	[]	[95924925]
876_3075	chr5	118946151	118946551	+	1000	76.0	[12.570299]	[96]	[]	[]	[118946343]	[]
876_3076	chr5	141849617	141850017	+	1000	76.0	[]	[]	[12.570299]	[103]	[]	[141849813]
876_3087	chrX	70134057	70134457	+	1000	76.0	[]	[]	[9.252844, 12.570299]	[148, 157]	[]	[70134266, 70134275]
876_309	chr6	49556502	49556902	+	1000	251.5	[12.570299]	[101]	[]	[]	[49556702]	[]
876_3096	chr11	76916757	76917157	+	1000	75.5	[]	[]	[8.264141]	[139]	[]	[76916971]
876_3105	chr2	169891670	169892070	+	1000	75.5	[]	[]	[12.570299]	[109]	[]	[169891868]
876_3116	chr6	133956675	133957075	+	1000	75.5	[7.676677]	[85]	[7.677661]	[150]	[133956832]	[133956897]
876_3121	chr1	32939661	32940061	+	1000	75.0	[]	[]	[10.2047415]	[131]	[]	[32939882]
876_3124	chr1	101199302	101199702	+	1000	75.0	[12.570299]	[107]	[]	[]	[101199496]	[]
876_3136	chr15	77067350	77067750	+	1000	75.0	[12.570299]	[123]	[9.53014]	[153]	[77067571]	[77067601]
876_3140	chr2	158687320	158687720	+	1000	75.0	[]	[]	[9.53014]	[130]	[]	[158687541]
876_3142	chr22	17639409	17639809	+	1000	75.0	[]	[]	[8.361351, 9.53014, 8.182752]	[81, 131, 162]	[]	[17639576, 17639626, 17639657]
876_3144	chr3	32502014	32502414	+	1000	75.0	[9.53014]	[124]	[]	[]	[32502217]	[]
876_3147	chr3	143444043	143444443	+	1000	75.0	[12.570299, 8.264141]	[121, 153]	[]	[]	[143444257, 143444289]	[]
876_3154	chr6	106077819	106078219	+	1000	75.0	[]	[]	[12.570299]	[80]	[]	[106077979]
876_3155	chr7	103980992	103981392	+	1000	75.0	[8.361351]	[188]	[]	[]	[103981216]	[]
876_3157	chr9	130858948	130859348	+	1000	75.0	[]	[]	[8.361351]	[96]	[]	[130859105]
876_3161	chr1	113928138	113928538	+	1000	74.5	[]	[]	[12.570299]	[94]	[]	[113928313]
876_3169	chr13	91359734	91360134	+	1000	74.5	[8.009179, 7.7748694]	[94, 159]	[]	[]	[91359914, 91359979]	[]
876_3173	chr15	41495904	41496304	+	1000	74.5	[]	[]	[8.361351]	[151]	[]	[41496128]
876_3176	chr17	7933047	7933447	+	1000	74.5	[]	[]	[10.2047415]	[102]	[]	[7933248]
876_3178	chr2	72780569	72780969	+	1000	74.5	[10.2047415]	[136]	[]	[]	[72780768]	[]
876_3183	chr22	22929713	22930113	+	1000	74.5	[8.361351]	[146]	[]	[]	[22929938]	[]
876_3186	chr6	32192717	32193117	+	1000	74.5	[8.361351]	[92]	[]	[]	[32192908]	[]
876_3192	chr7	130960385	130960785	+	1000	74.5	[9.252844]	[144]	[]	[]	[130960604]	[]
876_3196	chr1	32321708	32322108	+	1000	74.0	[9.53014]	[75]	[10.2047415, 12.570299]	[107, 126]	[32321879]	[32321911, 32321930]
876_3199	chr1	67688697	67689097	+	1000	74.0	[8.264141]	[85]	[]	[]	[67688863]	[]
876_320	chr1	172746321	172746721	+	1000	247.5	[]	[]	[8.361351]	[127]	[]	[172746537]
876_3206	chr14	69149851	69150251	+	1000	74.0	[7.764176, 10.2047415]	[90, 120]	[7.764176, 9.252844]	[89, 101]	[69150041, 69150071]	[69150040, 69150052]
876_3209	chr15	66617366	66617766	+	1000	74.0	[]	[]	[12.570299]	[127]	[]	[66617588]
876_321	chr17	58391461	58391861	+	1000	247.5	[]	[]	[12.570299]	[69]	[]	[58391623]
876_3210	chr15	66679673	66680073	+	1000	74.0	[]	[]	[12.570299]	[112]	[]	[66679872]
876_322	chr20	38854722	38855122	+	1000	247.0	[]	[]	[12.570299]	[101]	[]	[38854915]
876_3225	chr6	166929600	166930000	+	1000	74.0	[12.570299]	[106]	[]	[]	[166929798]	[]
876_3227	chr8	31034015	31034415	+	1000	74.0	[]	[]	[12.570299]	[104]	[]	[31034216]
876_323	chr19	11344288	11344688	+	1000	246.5	[10.2047415]	[113]	[]	[]	[11344493]	[]
876_3240	chr12	75944105	75944505	+	1000	73.5	[10.2047415]	[101]	[]	[]	[75944301]	[]
876_3242	chr12	94127220	94127620	+	1000	73.5	[]	[]	[12.570299]	[126]	[]	[94127432]
876_3245	chr13	107881393	107881793	+	1000	73.5	[10.2047415]	[116]	[]	[]	[107881593]	[]
876_3248	chr16	88617339	88617739	+	1000	73.5	[12.570299]	[113]	[]	[]	[88617547]	[]
876_3250	chr18	4196382	4196782	+	1000	73.5	[9.252844]	[100]	[]	[]	[4196575]	[]
876_3253	chr2	33342651	33343051	+	1000	73.5	[12.570299]	[127]	[]	[]	[33342852]	[]
876_3257	chr22	16600561	16600961	+	1000	73.5	[]	[]	[7.7748694]	[160]	[]	[16600790]
876_3259	chr3	30292179	30292579	+	1000	73.5	[10.2047415]	[124]	[]	[]	[30292380]	[]
876_326	chr8	90167994	90168394	+	1000	245.5	[8.361351]	[105]	[]	[]	[90168192]	[]
876_3262	chr3	150447775	150448175	+	1000	73.5	[12.570299]	[123]	[]	[]	[150447987]	[]
876_3266	chr4	94533874	94534274	+	1000	73.5	[9.252844]	[127]	[9.53014]	[142]	[94534101]	[94534116]
876_3271	chr6	106520791	106521191	+	1000	73.5	[8.361351]	[113]	[8.009179]	[71]	[106520995]	[106520953]
876_3274	chr6	157665182	157665582	+	1000	73.5	[9.53014]	[54]	[12.570299]	[109]	[157665335]	[157665390]
876_3280	chr9	72592672	72593072	+	1000	73.5	[]	[]	[10.2047415]	[123]	[]	[72592872]
876_3283	chr1	121595090	121595490	+	1000	73.0	[]	[]	[8.84223]	[92]	[]	[121595267]
876_3286	chr1	201126788	201127188	+	1000	73.0	[12.570299]	[103]	[]	[]	[201126981]	[]
876_330	chr1	51518014	51518414	+	1000	243.5	[]	[]	[12.570299, 8.009179, 8.182752]	[104, 124, 165]	[]	[51518195, 51518215, 51518256]
876_3310	chr5	76583097	76583497	+	1000	73.0	[12.570299, 9.53014, 7.5891633]	[109, 126, 146]	[]	[]	[76583301, 76583318, 76583338]	[]
876_3312	chr5	95730641	95731041	+	1000	73.0	[]	[]	[8.361351]	[146]	[]	[95730868]
876_3313	chr5	109410392	109410792	+	1000	73.0	[]	[]	[12.570299]	[184]	[]	[109410618]
876_3315	chr5	131747651	131748051	+	1000	73.0	[]	[]	[12.570299]	[98]	[]	[131747839]
876_3325	chrX	9646588	9646988	+	1000	73.0	[]	[]	[12.570299]	[103]	[]	[9646780]
876_3337	chr16	29805263	29805663	+	1000	72.5	[10.2047415]	[158]	[]	[]	[29805508]	[]
876_3345	chr21	35520298	35520698	+	1000	72.5	[7.764176, 8.361351]	[104, 120]	[7.764176]	[103]	[35520475, 35520491]	[35520474]
876_3356	chr5	1185770	1186170	+	1000	72.5	[12.570299]	[167]	[]	[]	[1186018]	[]
876_3360	chr6	27808756	27809156	+	1000	72.5	[10.2047415]	[175]	[]	[]	[27808988]	[]
876_3363	chr6	41895395	41895795	+	1000	72.5	[10.2047415]	[156]	[]	[]	[41895621]	[]
876_3365	chr6	105522622	105523022	+	1000	72.5	[12.570299]	[101]	[]	[]	[105522805]	[]
876_3367	chr7	76077445	76077845	+	1000	72.5	[7.553737]	[167]	[]	[]	[76077647]	[]
876_3383	chr11	2781503	2781903	+	1000	72.0	[]	[]	[12.570299, 9.53014]	[94, 110]	[]	[2781680, 2781696]
876_3395	chr15	78291814	78292214	+	1000	72.0	[]	[]	[12.570299]	[107]	[]	[78292006]
876_3397	chr17	55654064	55654464	+	1000	72.0	[7.764176]	[93]	[7.764176]	[92]	[55654256]	[55654255]
876_34	chr16	46386231	46386631	+	1000	754.5	[]	[]	[8.264141]	[100]	[]	[46386429]
876_3407	chr21	34190466	34190866	+	1000	72.0	[]	[]	[10.2047415]	[120]	[]	[34190677]
876_341	chr10	30069913	30070313	+	1000	240.5	[9.53014]	[127]	[]	[]	[30070136]	[]
876_3410	chr22	39946470	39946870	+	1000	72.0	[]	[]	[12.570299]	[156]	[]	[39946705]
876_3411	chr3	49349682	49350082	+	1000	72.0	[9.252844]	[116]	[]	[]	[49349894]	[]
876_3413	chr4	78732642	78733042	+	1000	72.0	[8.009179]	[122]	[]	[]	[78732849]	[]
876_3415	chr6	10314512	10314912	+	1000	72.0	[8.361351]	[132]	[12.570299, 10.2047415]	[66, 90]	[10314729]	[10314663, 10314687]
876_3416	chr6	26199361	26199761	+	1000	72.0	[]	[]	[9.53014]	[104]	[]	[26199547]
876_3419	chr6	132513230	132513630	+	1000	72.0	[9.252844]	[140]	[]	[]	[132513469]	[]
876_342	chr13	98975892	98976292	+	1000	240.5	[]	[]	[12.570299]	[91]	[]	[98976079]
876_3421	chr7	72690190	72690590	+	1000	72.0	[]	[]	[7.7748694]	[105]	[]	[72690362]
876_3426	chr1	12528312	12528712	+	1000	71.5	[]	[]	[8.84223]	[144]	[]	[12528534]
876_3428	chr1	35809284	35809684	+	1000	71.5	[]	[]	[12.570299]	[94]	[]	[35809473]
876_3430	chr10	13115800	13116200	+	1000	71.5	[]	[]	[12.570299]	[94]	[]	[13115991]
876_3431	chr10	97319035	97319435	+	1000	71.5	[]	[]	[12.570299]	[108]	[]	[97319239]
876_3435	chr13	40181515	40181915	+	1000	71.5	[12.570299]	[103]	[]	[]	[40181715]	[]
876_3437	chr14	73467742	73468142	+	1000	71.5	[10.2047415]	[109]	[]	[]	[73467942]	[]
876_3444	chr17	59565356	59565756	+	1000	71.5	[12.570299]	[135]	[]	[]	[59565577]	[]
876_3454	chr22	21734982	21735382	+	1000	71.5	[10.2047415, 9.53014]	[149, 221]	[]	[]	[21735148, 21735220]	[]
876_3458	chr3	179020184	179020584	+	1000	71.5	[]	[]	[10.2047415]	[114]	[]	[179020361]
876_3459	chr4	38621021	38621421	+	1000	71.5	[12.570299]	[167]	[10.2047415]	[134]	[38621259]	[38621226]
876_3465	chr6	292224	292624	+	1000	71.5	[]	[]	[8.361351]	[100]	[]	[292407]
876_3470	chr6	33271713	33272113	+	1000	71.5	[8.009179]	[114]	[]	[]	[33271923]	[]
876_3474	chr6	167041253	167041653	+	1000	71.5	[12.570299]	[158]	[]	[]	[167041460]	[]
876_3478	chr8	127215235	127215635	+	1000	71.5	[8.009179]	[122]	[]	[]	[127215418]	[]
876_3479	chr8	130329739	130330139	+	1000	71.5	[8.361351]	[75]	[10.2047415]	[53]	[130329914]	[130329892]
876_3480	chr9	1460153	1460553	+	1000	71.5	[]	[]	[8.009179, 8.84223]	[62, 106]	[]	[1460315, 1460359]
876_3488	chr1	155983651	155984051	+	1000	71.0	[]	[]	[10.2047415]	[112]	[]	[155983860]
876_349	chr10	75430318	75430718	+	1000	238.5	[12.570299]	[100]	[]	[]	[75430515]	[]
876_3496	chr13	22428129	22428529	+	1000	71.0	[9.53014]	[94]	[]	[]	[22428319]	[]
876_3499	chr16	54927095	54927495	+	1000	71.0	[8.361351]	[96]	[]	[]	[54927290]	[]
876_3500	chr18	10213569	10213969	+	1000	71.0	[]	[]	[8.361351]	[106]	[]	[10213761]
876_3503	chr19	45717197	45717597	+	1000	71.0	[]	[]	[8.361351]	[114]	[]	[45717400]
876_3505	chr2	219177675	219178075	+	1000	71.0	[]	[]	[12.570299]	[74]	[]	[219177847]
876_351	chr10	22133851	22134251	+	1000	238.0	[]	[]	[10.2047415]	[82]	[]	[22134033]
876_3511	chr3	105614284	105614684	+	1000	71.0	[8.361351]	[137]	[]	[]	[105614503]	[]
876_3512	chr3	172919230	172919630	+	1000	71.0	[]	[]	[9.252844]	[146]	[]	[172919450]
876_352	chr15	65832619	65833019	+	1000	238.0	[]	[]	[8.361351]	[97]	[]	[65832813]
876_3524	chr8	23022632	23023032	+	1000	71.0	[]	[]	[8.361351]	[107]	[]	[23022820]
876_3526	chr9	32904044	32904444	+	1000	71.0	[10.2047415]	[121]	[]	[]	[32904250]	[]
876_3530	chr9	131185033	131185433	+	1000	71.0	[9.252844]	[83]	[]	[]	[131185209]	[]
876_3532	chr1	61299455	61299855	+	1000	70.5	[9.252844]	[141]	[]	[]	[61299689]	[]
876_3533	chr1	113928883	113929283	+	1000	70.5	[12.570299]	[112]	[]	[]	[113929072]	[]
876_3534	chr10	61793691	61794091	+	1000	70.5	[9.53014, 10.2047415]	[71, 102]	[]	[]	[61793859, 61793890]	[]
876_3539	chr12	56636893	56637293	+	1000	70.5	[12.570299]	[131]	[]	[]	[56637102]	[]
876_3543	chr14	56660000	56660400	+	1000	70.5	[8.009179]	[117]	[10.2047415]	[148]	[56660216]	[56660247]
876_3544	chr15	72168351	72168751	+	1000	70.5	[8.84223]	[91]	[]	[]	[72168523]	[]
876_3549	chr17	16289119	16289519	+	1000	70.5	[8.361351]	[82]	[]	[]	[16289299]	[]
876_355	chr16	87854180	87854580	+	1000	237.5	[12.570299, 8.84223]	[84, 149]	[7.7748694]	[121]	[87854343, 87854408]	[87854380]
876_3553	chr20	53738452	53738852	+	1000	70.5	[12.570299]	[88]	[]	[]	[53738639]	[]
876_3571	chr6	143157985	143158385	+	1000	70.5	[]	[]	[8.361351]	[106]	[]	[143158189]
876_3578	chr7	101017446	101017846	+	1000	70.5	[]	[]	[8.361351]	[118]	[]	[101017645]
876_358	chr5	138337729	138338129	+	1000	236.0	[]	[]	[12.570299]	[143]	[]	[138337949]
876_3580	chr8	29225588	29225988	+	1000	70.5	[7.5891633]	[60]	[12.570299]	[75]	[29225746]	[29225761]
876_3585	chrX	123960114	123960514	+	1000	70.5	[]	[]	[12.570299]	[101]	[]	[123960315]
876_3588	chr1	152185546	152185946	+	1000	70.0	[7.676677]	[131]	[8.361351]	[96]	[152185752]	[152185717]
876_3596	chr14	56117917	56118317	+	1000	70.0	[]	[]	[12.570299]	[128]	[]	[56118136]
876_3598	chr14	77826027	77826427	+	1000	70.0	[10.2047415]	[97]	[]	[]	[77826222]	[]
876_3600	chr15	43769572	43769972	+	1000	70.0	[]	[]	[12.570299]	[100]	[]	[43769770]
876_3602	chr16	29308049	29308449	+	1000	70.0	[]	[]	[12.570299]	[88]	[]	[29308230]
876_3605	chr17	28466662	28467062	+	1000	70.0	[8.361351]	[128]	[]	[]	[28466878]	[]
876_3609	chr2	181892672	181893072	+	1000	70.0	[]	[]	[8.361351]	[110]	[]	[181892857]
