#PeakID(python identify_motif.py ./ENCODE_processed_files/CTCF_idr.fa CTCF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
322_39948	chr1	192108074	192108474	+	1000	56.0	[]	[]	[4.4269915]	[122]	[]	[192108257]
322_39949	chr1	202101207	202101607	+	1000	56.0	[7.8910556]	[100]	[]	[]	[202101399]	[]
322_3995	chr6	34163790	34164190	+	1000	314.0	[22.070503]	[101]	[]	[]	[34163990]	[]
322_39950	chr1	203797941	203798341	+	1000	56.0	[]	[]	[12.005678]	[98]	[]	[203798138]
322_39952	chr1	207692268	207692668	+	1000	56.0	[]	[]	[15.642864]	[102]	[]	[207692456]
322_39953	chr1	227219903	227220303	+	1000	56.0	[]	[]	[7.706092, 4.844194]	[99, 109]	[]	[227220100, 227220110]
322_39955	chr1	236510145	236510545	+	1000	56.0	[8.61584, 11.542562, 4.7143073]	[98, 101, 127]	[]	[]	[236510337, 236510340, 236510366]	[]
322_39956	chr10	6624782	6625182	+	1000	56.0	[4.6309724, 5.4861045]	[95, 107]	[5.6132607, 9.55366, 5.9497786]	[107, 110, 129]	[6624975, 6624987]	[6624987, 6624990, 6625009]
322_39962	chr10	43317074	43317474	+	1000	56.0	[7.23343, 8.486931]	[109, 117]	[]	[]	[43317271, 43317279]	[]
322_39963	chr10	44966727	44967127	+	812	56.0	[10.518305]	[125]	[]	[]	[44966940]	[]
322_39966	chr10	71462156	71462556	+	1000	56.0	[4.498655]	[123]	[8.607261, 8.814058]	[96, 117]	[71462369]	[71462342, 71462363]
322_39969	chr10	77934287	77934687	+	1000	56.0	[11.043206]	[110]	[15.341026]	[110]	[77934495]	[77934495]
322_3997	chr7	154927526	154927926	+	1000	314.0	[14.661038]	[90]	[]	[]	[154927711]	[]
322_39970	chr10	78231939	78232339	+	1000	56.0	[15.730111]	[117]	[6.52943]	[117]	[78232155]	[78232155]
322_39974	chr10	95558906	95559306	+	1000	56.0	[]	[]	[11.215153]	[98]	[]	[95559096]
322_39976	chr10	113301550	113301950	+	1000	56.0	[]	[]	[7.8578997]	[114]	[]	[113301764]
322_39978	chr10	114458974	114459374	+	1000	56.0	[]	[]	[7.312372]	[107]	[]	[114459179]
322_39980	chr10	117462389	117462789	+	1000	56.0	[]	[]	[8.744148, 14.522857, 11.621287]	[79, 82, 120]	[]	[117462561, 117462564, 117462602]
322_39982	chr10	127870438	127870838	+	1000	56.0	[6.969681, 14.080899]	[109, 138]	[]	[]	[127870620, 127870649]	[]
322_39985	chr10	132371784	132372184	+	879	56.0	[]	[]	[11.202389]	[108]	[]	[132371989]
322_39986	chr10	133304728	133305128	+	1000	56.0	[16.390333]	[62]	[]	[]	[133304885]	[]
322_39988	chr11	14623029	14623429	+	1000	56.0	[7.703995]	[116]	[]	[]	[14623229]	[]
322_39989	chr11	17107725	17108125	+	1000	56.0	[4.6473722]	[115]	[4.413586]	[115]	[17107931]	[17107931]
322_39991	chr11	46615077	46615477	+	1000	56.0	[9.053278]	[83]	[]	[]	[46615260]	[]
322_39992	chr11	48116809	48117209	+	1000	56.0	[11.6803665]	[116]	[]	[]	[48117023]	[]
322_39996	chr11	88886805	88887205	+	1000	56.0	[]	[]	[12.15566]	[96]	[]	[88886989]
322_400	chr11	66694674	66695074	+	1000	544.0	[17.233925]	[76]	[5.591803]	[152]	[66694828]	[66694904]
322_40001	chr11	120548426	120548826	+	1000	56.0	[]	[]	[13.8080845]	[123]	[]	[120548638]
322_40002	chr11	123033817	123034217	+	1000	56.0	[5.8270936]	[99]	[]	[]	[123034002]	[]
322_40005	chr12	49673446	49673846	+	1000	56.0	[]	[]	[7.5698676]	[100]	[]	[49673630]
322_40008	chr12	96063042	96063442	+	1000	56.0	[12.712228]	[94]	[]	[]	[96063229]	[]
322_40009	chr12	98002876	98003276	+	1000	56.0	[]	[]	[14.567937]	[103]	[]	[98003075]
322_40010	chr12	98838371	98838771	+	1000	56.0	[8.654325]	[119]	[]	[]	[98838576]	[]
322_40011	chr12	108516527	108516927	+	1000	56.0	[16.337173]	[111]	[]	[]	[108516728]	[]
322_40013	chr12	132445916	132446316	+	1000	56.0	[7.7176538]	[87]	[]	[]	[132446101]	[]
322_40015	chr13	43132269	43132669	+	1000	56.0	[]	[]	[10.741723]	[116]	[]	[43132484]
322_40017	chr13	99446254	99446654	+	1000	56.0	[4.3277097]	[82]	[5.6156836, 19.343866]	[79, 82]	[99446436]	[99446433, 99446436]
322_40018	chr13	111216220	111216620	+	1000	56.0	[8.46757]	[101]	[17.843554]	[101]	[111216408]	[111216408]
322_4002	chr1	36553808	36554208	+	1000	313.0	[21.38607]	[98]	[]	[]	[36554001]	[]
322_40020	chr14	20904393	20904793	+	1000	56.0	[9.142318]	[99]	[]	[]	[20904584]	[]
322_40021	chr14	21241211	21241611	+	1000	56.0	[13.91753]	[104]	[]	[]	[21241404]	[]
322_40023	chr14	62179375	62179775	+	1000	56.0	[13.421982]	[101]	[4.4688854]	[101]	[62179566]	[62179566]
322_40024	chr14	73868210	73868610	+	1000	56.0	[]	[]	[14.219544]	[112]	[]	[73868403]
322_40025	chr14	103980586	103980986	+	1000	56.0	[4.883428]	[54]	[16.390333]	[134]	[103980739]	[103980819]
322_40026	chr14	106061870	106062270	+	1000	56.0	[]	[]	[18.355093, 7.7810836]	[105, 125]	[]	[106062074, 106062094]
322_4003	chr1	67853618	67854018	+	1000	313.0	[15.418563]	[91]	[4.8840737]	[91]	[67853807]	[67853807]
322_40032	chr15	48914740	48915140	+	1000	56.0	[]	[]	[10.068583]	[78]	[]	[48914911]
322_40033	chr15	52765748	52766148	+	1000	56.0	[19.158495]	[127]	[]	[]	[52765965]	[]
322_40035	chr15	63203715	63204115	+	1000	56.0	[7.3850517]	[105]	[]	[]	[63203905]	[]
322_40039	chr15	80308002	80308402	+	1000	56.0	[]	[]	[12.432478]	[95]	[]	[80308196]
322_4004	chr1	151836429	151836829	+	1000	313.0	[5.9187074]	[91]	[8.158247, 17.752869]	[88, 91]	[151836615]	[151836612, 151836615]
322_40040	chr15	85005311	85005711	+	1000	56.0	[]	[]	[13.299859]	[113]	[]	[85005523]
322_40041	chr15	91068986	91069386	+	1000	56.0	[9.864174]	[95]	[]	[]	[91069177]	[]
322_40042	chr15	92425844	92426244	+	1000	56.0	[11.357326]	[125]	[10.6648]	[96]	[92426056]	[92426027]
322_40043	chr15	95826821	95827221	+	1000	56.0	[6.7741933, 5.9590783]	[101, 145]	[11.808119]	[91]	[95827013, 95827057]	[95827003]
322_40044	chr15	95888720	95889120	+	1000	56.0	[9.519395]	[131]	[]	[]	[95888935]	[]
322_40045	chr15	96491599	96491999	+	1000	56.0	[12.587442]	[94]	[6.8508515, 5.481423]	[70, 147]	[96491788]	[96491764, 96491841]
322_40046	chr16	3363738	3364138	+	1000	56.0	[14.930842]	[95]	[]	[]	[3363927]	[]
322_40052	chr16	65576630	65577030	+	1000	56.0	[9.786061]	[108]	[]	[]	[65576837]	[]
322_40053	chr16	65722446	65722846	+	1000	56.0	[11.14884]	[84]	[]	[]	[65722619]	[]
322_40054	chr16	72021083	72021483	+	1000	56.0	[]	[]	[14.489649]	[111]	[]	[72021293]
322_40055	chr16	82367932	82368332	+	1000	56.0	[19.223019]	[110]	[6.6867404]	[110]	[82368131]	[82368131]
322_40056	chr16	84144193	84144593	+	1000	56.0	[6.8128424]	[156]	[]	[]	[84144431]	[]
322_40057	chr16	88445171	88445571	+	1000	56.0	[4.580048]	[102]	[]	[]	[88445373]	[]
322_40061	chr17	10754101	10754501	+	1000	56.0	[17.34449]	[95]	[]	[]	[10754286]	[]
322_40063	chr17	28008471	28008871	+	1000	56.0	[5.652554]	[91]	[7.6939306]	[128]	[28008660]	[28008697]
322_40064	chr17	30805944	30806344	+	1000	56.0	[13.557351]	[89]	[]	[]	[30806133]	[]
322_40065	chr17	34562384	34562784	+	1000	56.0	[13.37012]	[112]	[]	[]	[34562588]	[]
322_40067	chr17	37489989	37490389	+	1000	56.0	[]	[]	[12.045985]	[124]	[]	[37490201]
322_40068	chr17	37737123	37737523	+	1000	56.0	[]	[]	[7.164961]	[96]	[]	[37737315]
322_40069	chr17	41534945	41535345	+	1000	56.0	[5.452084]	[152]	[13.504404]	[94]	[41535193]	[41535135]
322_40072	chr17	55652817	55653217	+	1000	56.0	[]	[]	[6.853524]	[91]	[]	[55652995]
322_40073	chr17	58344850	58345250	+	1000	56.0	[10.2012005]	[83]	[9.88279]	[83]	[58345026]	[58345026]
322_40074	chr17	58433185	58433585	+	1000	56.0	[]	[]	[12.783358]	[75]	[]	[58433358]
322_40075	chr17	62484934	62485334	+	1000	56.0	[]	[]	[15.209697]	[121]	[]	[62485155]
322_40081	chr18	1078281	1078681	+	1000	56.0	[8.038684]	[107]	[]	[]	[1078478]	[]
322_40082	chr18	3238771	3239171	+	1000	56.0	[]	[]	[9.10778]	[65]	[]	[3238936]
322_40083	chr18	12686093	12686493	+	1000	56.0	[14.0712185]	[87]	[]	[]	[12686279]	[]
322_40084	chr18	13216068	13216468	+	1000	56.0	[6.228006]	[99]	[]	[]	[13216257]	[]
322_40085	chr18	21704721	21705121	+	1000	56.0	[4.9557714]	[128]	[6.222597]	[128]	[21704935]	[21704935]
322_40088	chr18	57906823	57907223	+	1000	56.0	[11.549556]	[109]	[]	[]	[57907019]	[]
322_4009	chr1	209576693	209577093	+	1000	313.0	[5.398512, 15.757634]	[61, 112]	[]	[]	[209576844, 209576895]	[]
322_40090	chr18	76306671	76307071	+	1000	56.0	[]	[]	[9.039236]	[120]	[]	[76306879]
322_40091	chr19	704166	704566	+	1000	56.0	[]	[]	[6.7456994]	[82]	[]	[704331]
322_40092	chr19	2171256	2171656	+	1000	56.0	[13.035862, 8.857546, 5.3336363]	[104, 114, 150]	[5.020125, 11.775753]	[104, 114]	[2171437, 2171447, 2171483]	[2171437, 2171447]
322_40093	chr19	10695787	10696187	+	1000	56.0	[]	[]	[5.705621]	[130]	[]	[10696016]
322_40094	chr19	11384211	11384611	+	1000	56.0	[6.364935, 11.805899]	[105, 141]	[]	[]	[11384397, 11384433]	[]
322_40095	chr19	11888009	11888409	+	1000	56.0	[]	[]	[8.14977]	[112]	[]	[11888212]
322_40096	chr19	15025229	15025629	+	1000	56.0	[]	[]	[7.583991, 4.6111307, 4.616773]	[79, 98, 127]	[]	[15025407, 15025426, 15025455]
322_40098	chr19	17716510	17716910	+	1000	56.0	[]	[]	[13.34124]	[118]	[]	[17716724]
322_40099	chr19	33219410	33219810	+	1000	56.0	[4.347773, 7.6114554, 8.565649]	[88, 91, 116]	[]	[]	[33219594, 33219597, 33219622]	[]
322_401	chr15	40903972	40904372	+	1000	544.0	[18.671112]	[113]	[]	[]	[40904184]	[]
322_4010	chr1	246753896	246754296	+	1000	313.0	[5.2731895]	[103]	[13.212519, 4.755382]	[100, 103]	[246754098]	[246754095, 246754098]
322_40102	chr19	41896007	41896407	+	1000	56.0	[]	[]	[4.843574, 14.6282, 5.4765015]	[69, 97, 162]	[]	[41896164, 41896192, 41896257]
322_40107	chr19	56211707	56212107	+	1000	56.0	[7.554214, 9.346753]	[103, 145]	[]	[]	[56211907, 56211949]	[]
322_40108	chr2	18149662	18150062	+	1000	56.0	[]	[]	[13.732604]	[104]	[]	[18149854]
322_40109	chr2	21372646	21373046	+	1000	56.0	[12.651564]	[112]	[]	[]	[21372856]	[]
322_4011	chr10	4815245	4815645	+	1000	313.0	[22.08143]	[103]	[]	[]	[4815438]	[]
322_40110	chr2	27489050	27489450	+	1000	56.0	[]	[]	[7.0278163]	[101]	[]	[27489238]
322_40112	chr2	42979480	42979880	+	1000	56.0	[11.281964]	[107]	[5.0787554]	[106]	[42979668]	[42979667]
322_40118	chr2	83782148	83782548	+	1000	56.0	[15.17876]	[101]	[]	[]	[83782332]	[]
322_40119	chr2	85503062	85503462	+	1000	56.0	[5.1259456]	[109]	[7.0522823]	[96]	[85503263]	[85503250]
322_40124	chr2	105617816	105618216	+	1000	56.0	[4.572006]	[107]	[]	[]	[105618018]	[]
322_40125	chr2	123993725	123994125	+	1000	56.0	[]	[]	[15.853607]	[97]	[]	[123993911]
322_40126	chr2	126650917	126651317	+	871	56.0	[5.9753547]	[100]	[5.1164446]	[99]	[126651112]	[126651111]
322_40128	chr2	162318556	162318956	+	1000	56.0	[5.2757998]	[109]	[13.259319]	[122]	[162318756]	[162318769]
322_40129	chr2	177753941	177754341	+	1000	56.0	[]	[]	[8.186649]	[73]	[]	[177754112]
322_4013	chr10	68550749	68551149	+	1000	313.0	[7.5383434]	[107]	[]	[]	[68550951]	[]
322_40131	chr2	200054778	200055178	+	1000	56.0	[14.428872]	[106]	[]	[]	[200054982]	[]
322_40132	chr2	202278918	202279318	+	1000	56.0	[7.6858006]	[131]	[]	[]	[202279131]	[]
322_40133	chr2	203122513	203122913	+	1000	56.0	[]	[]	[11.947913]	[131]	[]	[203122732]
322_40134	chr2	206502738	206503138	+	1000	56.0	[12.515764]	[83]	[]	[]	[206502920]	[]
322_40135	chr2	216877051	216877451	+	1000	56.0	[9.945039]	[108]	[]	[]	[216877249]	[]
322_40136	chr2	227774259	227774659	+	1000	56.0	[13.630971, 5.4462066]	[93, 125]	[]	[]	[227774442, 227774474]	[]
322_40137	chr2	229733591	229733991	+	1000	56.0	[]	[]	[16.910378, 8.496905]	[89, 137]	[]	[229733776, 229733824]
322_40145	chr21	27802850	27803250	+	1000	56.0	[]	[]	[18.479187]	[133]	[]	[27803059]
322_40149	chr21	37533281	37533681	+	1000	56.0	[]	[]	[11.634443]	[88]	[]	[37533463]
322_40153	chr22	32474583	32474983	+	1000	56.0	[11.764534]	[112]	[6.01404]	[125]	[32474775]	[32474788]
322_40154	chr22	37731803	37732203	+	1000	56.0	[8.450595, 6.3218174]	[128, 131]	[5.4946685]	[131]	[37732016, 37732019]	[37732019]
322_40156	chr22	39185739	39186139	+	1000	56.0	[9.261249]	[124]	[7.426694]	[85]	[39185943]	[39185904]
322_40158	chr22	39446244	39446644	+	1000	56.0	[6.2745204, 4.4385695]	[73, 109]	[12.492877]	[70]	[39446417, 39446453]	[39446414]
322_4016	chr11	71864006	71864406	+	1000	313.0	[8.155543]	[110]	[5.0366254]	[59]	[71864213]	[71864162]
322_40160	chr22	43270389	43270789	+	1000	56.0	[]	[]	[10.416896]	[61]	[]	[43270548]
322_40162	chr22	49317366	49317766	+	1000	56.0	[]	[]	[11.791048]	[111]	[]	[49317566]
322_40163	chr22	50756996	50757396	+	1000	56.0	[]	[]	[8.393112]	[104]	[]	[50757190]
322_40164	chr3	4996764	4997164	+	1000	56.0	[7.414507]	[114]	[4.8145814]	[113]	[4996966]	[4996965]
322_40166	chr3	5769790	5770190	+	1000	56.0	[8.779504]	[128]	[11.11661]	[127]	[5770000]	[5769999]
322_40167	chr3	6779107	6779507	+	1000	56.0	[10.547497]	[97]	[]	[]	[6779299]	[]
322_40172	chr3	22089185	22089585	+	1000	56.0	[16.388056]	[103]	[]	[]	[22089386]	[]
322_40173	chr3	25556486	25556886	+	1000	56.0	[7.5252976]	[105]	[]	[]	[25556677]	[]
322_40174	chr3	53258936	53259336	+	1000	56.0	[6.2575026]	[107]	[]	[]	[53259127]	[]
322_40175	chr3	54374429	54374829	+	1000	56.0	[5.3301415]	[147]	[12.543773]	[147]	[54374644]	[54374644]
322_40176	chr3	57635086	57635486	+	1000	56.0	[9.225464]	[93]	[9.198312]	[93]	[57635274]	[57635274]
322_40177	chr3	71879109	71879509	+	1000	56.0	[5.433158]	[81]	[]	[]	[71879289]	[]
322_4018	chr11	108648270	108648670	+	1000	313.0	[]	[]	[13.608269]	[114]	[]	[108648472]
322_40182	chr3	113535893	113536293	+	1000	56.0	[11.704014]	[103]	[]	[]	[113536096]	[]
322_40183	chr3	122921732	122922132	+	1000	56.0	[4.558081]	[106]	[6.130637, 5.6466036]	[82, 96]	[122921920]	[122921896, 122921910]
322_40184	chr3	123656703	123657103	+	811	56.0	[10.085972]	[87]	[5.0980425, 16.437462]	[84, 87]	[123656881]	[123656878, 123656881]
322_40185	chr3	126490603	126491003	+	1000	56.0	[4.3592653, 10.771031]	[60, 123]	[]	[]	[126490757, 126490820]	[]
322_40186	chr3	127002163	127002563	+	1000	56.0	[]	[]	[7.777681]	[108]	[]	[127002371]
322_4019	chr12	54294186	54294586	+	1000	313.0	[16.815363]	[109]	[]	[]	[54294386]	[]
322_40193	chr3	177816926	177817326	+	1000	56.0	[]	[]	[10.872649]	[125]	[]	[177817145]
322_40195	chr4	6382243	6382643	+	1000	56.0	[]	[]	[14.665289]	[91]	[]	[6382427]
322_40196	chr4	8406872	8407272	+	1000	56.0	[]	[]	[16.390333]	[124]	[]	[8407096]
322_4020	chr12	120201147	120201547	+	1000	313.0	[]	[]	[16.37002, 10.142433]	[102, 161]	[]	[120201337, 120201396]
322_40203	chr4	77432676	77433076	+	1000	56.0	[]	[]	[13.338822]	[121]	[]	[77432884]
322_40204	chr4	82218328	82218728	+	1000	56.0	[]	[]	[16.494955]	[83]	[]	[82218509]
322_40205	chr4	83093009	83093409	+	1000	56.0	[]	[]	[5.77546]	[118]	[]	[83093227]
322_40207	chr4	109676901	109677301	+	1000	56.0	[14.630229]	[106]	[]	[]	[109677097]	[]
322_40210	chr4	125741864	125742264	+	1000	56.0	[]	[]	[12.384933]	[91]	[]	[125742045]
322_40211	chr4	164700329	164700729	+	1000	56.0	[14.366133]	[126]	[]	[]	[164700551]	[]
322_40213	chr5	843921	844321	+	1000	56.0	[15.438807]	[80]	[6.8650045, 4.7277513]	[79, 104]	[844099]	[844098, 844123]
322_40215	chr5	1653920	1654320	+	1000	56.0	[]	[]	[15.239613, 5.2799]	[54, 64]	[]	[1654074, 1654084]
322_40216	chr5	10576373	10576773	+	1000	56.0	[]	[]	[6.4798155]	[116]	[]	[10576581]
322_40217	chr5	67166097	67166497	+	1000	56.0	[14.48268]	[126]	[]	[]	[67166317]	[]
322_40218	chr5	78678278	78678678	+	1000	56.0	[]	[]	[6.1438694]	[107]	[]	[78678481]
322_40219	chr5	95673894	95674294	+	1000	56.0	[4.827104]	[97]	[]	[]	[95674087]	[]
322_40222	chr5	149125264	149125664	+	1000	56.0	[12.453541, 8.816078]	[125, 135]	[]	[]	[149125461, 149125471]	[]
322_40223	chr5	157583041	157583441	+	1000	56.0	[15.438985]	[74]	[]	[]	[157583210]	[]
322_40224	chr5	177891746	177892146	+	1000	56.0	[17.083265]	[144]	[12.82865]	[143]	[177891988]	[177891987]
322_40225	chr5	180156044	180156444	+	1000	56.0	[16.690237, 6.0251384]	[74, 104]	[9.293007]	[122]	[180156208, 180156238]	[180156256]
322_40226	chr6	2596226	2596626	+	1000	56.0	[13.864027]	[126]	[4.475076]	[125]	[2596437]	[2596436]
322_40234	chr6	32475811	32476211	+	1000	56.0	[]	[]	[7.7536654]	[120]	[]	[32476031]
322_40237	chr6	35195360	35195760	+	1000	56.0	[]	[]	[13.32547]	[129]	[]	[35195568]
322_40238	chr6	35496668	35497068	+	1000	56.0	[6.573644]	[140]	[5.6508102, 5.522641]	[104, 107]	[35496904]	[35496868, 35496871]
322_40239	chr6	35684484	35684884	+	1000	56.0	[]	[]	[12.88994]	[105]	[]	[35684686]
322_40240	chr6	37580942	37581342	+	1000	56.0	[11.316408]	[78]	[]	[]	[37581119]	[]
322_40243	chr6	41967620	41968020	+	1000	56.0	[]	[]	[7.1074405]	[115]	[]	[41967825]
322_40244	chr6	42199220	42199620	+	1000	56.0	[5.6402764, 4.322635]	[130, 173]	[]	[]	[42199414, 42199457]	[]
322_40249	chr6	100078486	100078886	+	1000	56.0	[16.008884]	[106]	[]	[]	[100078681]	[]
322_40250	chr6	113089056	113089456	+	1000	56.0	[]	[]	[14.825038]	[130]	[]	[113089257]
322_40251	chr6	116633713	116634113	+	1000	56.0	[13.501861]	[109]	[8.640598]	[109]	[116633916]	[116633916]
322_40253	chr6	132598435	132598835	+	1000	56.0	[5.5464177]	[99]	[]	[]	[132598633]	[]
322_40256	chr6	157557993	157558393	+	1000	56.0	[]	[]	[10.125936]	[92]	[]	[157558185]
322_40257	chr6	158629259	158629659	+	1000	56.0	[14.38183]	[120]	[6.548767, 9.902141]	[80, 120]	[158629461]	[158629421, 158629461]
322_40258	chr7	5396421	5396821	+	1000	56.0	[9.438472]	[114]	[5.8002095, 7.0766473]	[111, 135]	[5396628]	[5396625, 5396649]
322_40259	chr7	19982817	19983217	+	1000	56.0	[12.272252]	[90]	[]	[]	[19982998]	[]
322_4026	chr17	42763415	42763815	+	1000	313.0	[5.4866257]	[109]	[19.195501]	[85]	[42763624]	[42763600]
322_40260	chr7	24821348	24821748	+	1000	56.0	[6.7668114, 5.7858677]	[85, 88]	[]	[]	[24821530, 24821533]	[]
322_40264	chr7	32164612	32165012	+	1000	56.0	[]	[]	[12.860734]	[120]	[]	[32164822]
322_40269	chr7	73593234	73593634	+	1000	56.0	[]	[]	[6.404135]	[107]	[]	[73593441]
322_4027	chr19	5048249	5048649	+	1000	313.0	[7.782309, 17.139587]	[90, 100]	[]	[]	[5048433, 5048443]	[]
322_40271	chr7	74932465	74932865	+	1000	56.0	[]	[]	[5.2891903]	[110]	[]	[74932674]
322_40276	chr7	103664565	103664965	+	1000	56.0	[14.133124]	[89]	[]	[]	[103664752]	[]
322_40277	chr7	105700807	105701207	+	1000	56.0	[]	[]	[12.4445305]	[95]	[]	[105701002]
322_40278	chr7	122532661	122533061	+	1000	56.0	[]	[]	[15.127522]	[117]	[]	[122532862]
322_40279	chr7	134084712	134085112	+	1000	56.0	[]	[]	[9.092766]	[91]	[]	[134084890]
322_4028	chr19	14406137	14406537	+	1000	313.0	[8.279532, 8.089001]	[91, 112]	[17.586452, 15.264687]	[112, 153]	[14406321, 14406342]	[14406342, 14406383]
322_40280	chr7	139827062	139827462	+	1000	56.0	[]	[]	[13.703968]	[113]	[]	[139827274]
322_40285	chr8	22234049	22234449	+	1000	56.0	[]	[]	[10.366024]	[136]	[]	[22234265]
322_40286	chr8	22570050	22570450	+	1000	56.0	[7.908747, 7.6851487]	[92, 102]	[]	[]	[22570236, 22570246]	[]
322_40288	chr8	38226555	38226955	+	1000	56.0	[16.661324]	[117]	[15.38605]	[117]	[38226766]	[38226766]
322_40289	chr8	41096888	41097288	+	1000	56.0	[12.203908]	[108]	[]	[]	[41097082]	[]
322_40290	chr8	48174096	48174496	+	1000	56.0	[11.657352]	[85]	[6.5929527, 5.8954034]	[142, 152]	[48174273]	[48174330, 48174340]
322_40292	chr8	60121781	60122181	+	1000	56.0	[6.932101]	[173]	[]	[]	[60122030]	[]
322_40293	chr8	69631929	69632329	+	1000	56.0	[13.078097]	[98]	[4.5476856]	[94]	[69632126]	[69632122]
322_40294	chr8	73449104	73449504	+	1000	56.0	[19.159052]	[102]	[]	[]	[73449298]	[]
322_40297	chr8	101101456	101101856	+	1000	56.0	[6.6525965]	[95]	[4.365787]	[85]	[101101636]	[101101626]
322_40298	chr8	138184858	138185258	+	1000	56.0	[]	[]	[11.359484]	[91]	[]	[138185045]
322_40299	chr8	142653496	142653896	+	1000	56.0	[12.912265]	[95]	[5.5381255]	[95]	[142653691]	[142653691]
322_40302	chr9	26656253	26656653	+	1000	56.0	[]	[]	[18.144053]	[118]	[]	[26656442]
322_40303	chr9	26723479	26723879	+	1000	56.0	[18.10951, 5.709623]	[95, 118]	[]	[]	[26723674, 26723697]	[]
322_40304	chr9	33264687	33265087	+	898	56.0	[]	[]	[15.986579]	[89]	[]	[33264872]
322_40305	chr9	35914366	35914766	+	1000	56.0	[7.781115]	[77]	[]	[]	[35914543]	[]
322_40306	chr9	39828441	39828841	+	1000	56.0	[]	[]	[17.787043]	[66]	[]	[39828607]
322_40308	chr9	75855502	75855902	+	1000	56.0	[]	[]	[9.05214]	[109]	[]	[75855710]
322_40309	chr9	77674362	77674762	+	1000	56.0	[12.803343]	[93]	[]	[]	[77674552]	[]
322_40310	chr9	83912172	83912572	+	1000	56.0	[7.7605443]	[102]	[13.504335]	[102]	[83912367]	[83912367]
322_40313	chr9	98038880	98039280	+	1000	56.0	[]	[]	[6.7543607]	[113]	[]	[98039086]
322_40315	chr9	119289771	119290171	+	1000	56.0	[]	[]	[18.22919]	[106]	[]	[119289962]
322_40316	chr9	122186280	122186680	+	1000	56.0	[15.047302]	[92]	[]	[]	[122186468]	[]
322_40317	chr9	125602029	125602429	+	1000	56.0	[12.615966]	[107]	[]	[]	[125602227]	[]
322_40320	chr9	130058179	130058579	+	1000	56.0	[]	[]	[5.089626]	[141]	[]	[130058413]
322_40322	chr9	136779800	136780200	+	1000	56.0	[11.69509]	[117]	[6.829956]	[114]	[136780003]	[136780000]
322_40324	chrUn_KI270442v1	231274	231674	+	1000	56.0	[12.72355, 6.0232515, 4.397576]	[70, 100, 114]	[]	[]	[231438, 231468, 231482]	[]
322_40325	chrX	1537348	1537748	+	1000	56.0	[]	[]	[8.680773]	[120]	[]	[1537567]
322_40326	chrX	10326624	10327024	+	1000	56.0	[4.8420672]	[99]	[13.587357]	[98]	[10326816]	[10326815]
322_40327	chrX	17160979	17161379	+	1000	56.0	[19.622042]	[108]	[5.5188837]	[159]	[17161168]	[17161219]
322_40330	chrX	58026004	58026404	+	1000	56.0	[]	[]	[15.218584]	[97]	[]	[58026194]
322_40331	chrX	70096055	70096455	+	1000	56.0	[]	[]	[6.509348]	[89]	[]	[70096243]
322_40332	chrX	76555784	76556184	+	1000	56.0	[15.327993]	[106]	[]	[]	[76555986]	[]
322_40335	chrX	134727335	134727735	+	1000	56.0	[10.522026]	[103]	[]	[]	[134727535]	[]
322_40336	chrX	138026211	138026611	+	1000	56.0	[]	[]	[15.88353]	[102]	[]	[138026405]
322_40338	chr1	4777954	4778354	+	1000	55.0	[14.781175]	[103]	[]	[]	[4778156]	[]
322_40339	chr1	12232575	12232975	+	1000	55.0	[]	[]	[14.265203]	[138]	[]	[12232793]
322_40340	chr1	21946833	21947233	+	1000	55.0	[7.991794]	[115]	[]	[]	[21947020]	[]
322_40341	chr1	22039538	22039938	+	1000	55.0	[9.631483]	[99]	[4.402584]	[109]	[22039718]	[22039728]
322_40342	chr1	30353580	30353980	+	1000	55.0	[7.1338906]	[128]	[]	[]	[30353799]	[]
322_40343	chr1	36412252	36412652	+	1000	55.0	[]	[]	[14.624591, 6.8710155]	[119, 131]	[]	[36412466, 36412478]
322_40345	chr1	46876050	46876450	+	1000	55.0	[15.545313]	[87]	[]	[]	[46876234]	[]
322_40347	chr1	60925425	60925825	+	1000	55.0	[13.694477]	[107]	[6.603401]	[65]	[60925622]	[60925580]
322_40348	chr1	66607484	66607884	+	1000	55.0	[17.76026]	[91]	[]	[]	[66607670]	[]
322_40349	chr1	70196336	70196736	+	1000	55.0	[9.811487]	[96]	[]	[]	[70196524]	[]
322_4035	chr20	34129642	34130042	+	1000	313.0	[]	[]	[17.344465]	[100]	[]	[34129841]
322_40351	chr1	118185369	118185769	+	1000	55.0	[5.437551]	[99]	[10.27629]	[96]	[118185565]	[118185562]
322_40354	chr1	160098481	160098881	+	1000	55.0	[]	[]	[4.8491697]	[140]	[]	[160098713]
322_40355	chr1	180028856	180029256	+	1000	55.0	[]	[]	[17.335592]	[116]	[]	[180029054]
322_40356	chr1	182035351	182035751	+	1000	55.0	[8.998363]	[114]	[13.245622]	[107]	[182035565]	[182035558]
322_40357	chr1	185284587	185284987	+	1000	55.0	[6.4208717]	[129]	[]	[]	[185284796]	[]
322_40358	chr1	189429502	189429902	+	1000	55.0	[16.501814]	[107]	[]	[]	[189429703]	[]
