#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD4_idr.fa TEAD4 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
171_4865	chr7	135650861	135651261	+	1000	234.0	[]	[]	[10.370207]	[122]	[]	[135651063]
171_48657	chr7	26676740	26677140	+	1000	47.0	[]	[]	[6.910793]	[103]	[]	[26676931]
171_48658	chr7	30800663	30801063	+	857	47.0	[6.660366]	[70]	[]	[]	[30800828]	[]
171_48660	chr7	35709413	35709813	+	1000	47.0	[]	[]	[9.9073105]	[102]	[]	[35709606]
171_48664	chr7	37902144	37902544	+	1000	47.0	[11.988031]	[186]	[]	[]	[37902390]	[]
171_48667	chr7	44196359	44196759	+	1000	47.0	[6.920983]	[78]	[]	[]	[44196521]	[]
171_48669	chr7	55409897	55410297	+	990	47.0	[]	[]	[8.913587]	[115]	[]	[55410088]
171_48670	chr7	65477299	65477699	+	981	47.0	[7.3263307, 6.729318]	[94, 162]	[]	[]	[65477477, 65477545]	[]
171_48672	chr7	66326799	66327199	+	889	47.0	[]	[]	[6.7918687]	[93]	[]	[66326984]
171_48676	chr7	72684034	72684434	+	730	47.0	[6.6825495]	[132]	[]	[]	[72684253]	[]
171_48679	chr7	93015934	93016334	+	897	47.0	[10.314102]	[123]	[]	[]	[93016140]	[]
171_48682	chr7	100624123	100624523	+	994	47.0	[]	[]	[9.9073105]	[141]	[]	[100624342]
171_48687	chr7	105377922	105378322	+	1000	47.0	[6.678365, 14.352782]	[63, 89]	[]	[]	[105378082, 105378108]	[]
171_48689	chr7	107544801	107545201	+	1000	47.0	[11.344251]	[103]	[]	[]	[107545000]	[]
171_48690	chr7	108102662	108103062	+	941	47.0	[]	[]	[7.9493513]	[127]	[]	[108102815]
171_48693	chr7	116598256	116598656	+	1000	47.0	[8.962336]	[145]	[]	[]	[116598489]	[]
171_48695	chr7	117757434	117757834	+	978	47.0	[7.3263307]	[85]	[]	[]	[117757593]	[]
171_48696	chr7	120089918	120090318	+	774	47.0	[6.7918687]	[87]	[]	[]	[120090089]	[]
171_48702	chr7	129877302	129877702	+	918	47.0	[6.729318]	[117]	[]	[]	[129877514]	[]
171_48703	chr7	130152686	130153086	+	1000	47.0	[10.603825]	[112]	[]	[]	[130152890]	[]
171_48704	chr7	130224845	130225245	+	1000	47.0	[8.9615]	[94]	[]	[]	[130225037]	[]
171_48705	chr7	130695860	130696260	+	688	47.0	[11.970033]	[143]	[]	[]	[130696093]	[]
171_48706	chr7	134513178	134513578	+	730	47.0	[6.920983]	[85]	[6.938982, 7.5700417]	[92, 109]	[134513333]	[134513340, 134513357]
171_48707	chr7	135704071	135704471	+	1000	47.0	[]	[]	[6.7683716]	[159]	[]	[135704315]
171_48708	chr7	138126934	138127334	+	611	47.0	[7.9874573]	[110]	[14.352782, 6.910793]	[103, 121]	[138127096]	[138127089, 138127107]
171_48709	chr7	139242964	139243364	+	1000	47.0	[]	[]	[6.7712426]	[145]	[]	[139243203]
171_4871	chr1	211614681	211615081	+	1000	233.0	[9.258564]	[125]	[]	[]	[211614894]	[]
171_48717	chr7	150359853	150360253	+	1000	47.0	[8.913587, 8.913587]	[131, 160]	[]	[]	[150360057, 150360086]	[]
171_48718	chr7	150406214	150406614	+	1000	47.0	[]	[]	[11.988031, 6.660366]	[185, 245]	[]	[150406400, 150406460]
171_48720	chr7	151465281	151465681	+	716	47.0	[]	[]	[11.970033]	[124]	[]	[151465483]
171_48721	chr7	151507127	151507527	+	879	47.0	[]	[]	[7.5245605]	[83]	[]	[151507295]
171_48723	chr7	154504015	154504415	+	794	47.0	[]	[]	[6.6825495]	[119]	[]	[154504234]
171_48725	chr7	155768280	155768680	+	1000	47.0	[]	[]	[6.8938127]	[162]	[]	[155768527]
171_48729	chr8	2086582	2086982	+	1000	47.0	[14.352782, 7.9493513, 7.931352]	[110, 134, 141]	[]	[]	[2086790, 2086814, 2086821]	[]
171_48731	chr8	23692584	23692984	+	1000	47.0	[]	[]	[7.5952926]	[106]	[]	[23692765]
171_48732	chr8	23785739	23786139	+	647	47.0	[]	[]	[8.9795]	[96]	[]	[23785934]
171_48734	chr8	26670489	26670889	+	819	47.0	[]	[]	[10.370207, 6.938982]	[127, 141]	[]	[26670652, 26670666]
171_48735	chr8	27666680	27667080	+	724	47.0	[]	[]	[6.938982]	[165]	[]	[27666909]
171_48738	chr8	38106921	38107321	+	982	47.0	[]	[]	[9.395648]	[100]	[]	[38107109]
171_48745	chr8	54162091	54162491	+	1000	47.0	[7.3616753, 11.970033]	[63, 126]	[]	[]	[54162247, 54162310]	[]
171_48746	chr8	55918901	55919301	+	884	47.0	[10.603825]	[65]	[9.174619]	[87]	[55919061]	[55919083]
171_48762	chr8	107334938	107335338	+	780	47.0	[14.352782]	[162]	[]	[]	[107335140]	[]
171_48769	chr8	128138697	128139097	+	927	47.0	[]	[]	[11.970033]	[102]	[]	[128138880]
171_48774	chr9	210103	210503	+	1000	47.0	[]	[]	[6.920983]	[141]	[]	[210333]
171_48777	chr9	14529094	14529494	+	919	47.0	[]	[]	[8.9795]	[199]	[]	[14529338]
171_48778	chr9	32378492	32378892	+	1000	47.0	[]	[]	[7.012898]	[79]	[]	[32378664]
171_48779	chr9	32572213	32572613	+	988	47.0	[7.588041]	[103]	[9.174619]	[85]	[32572390]	[32572372]
171_48789	chr9	83982086	83982486	+	895	47.0	[]	[]	[7.9874573]	[200]	[]	[83982329]
171_4879	chr14	77604728	77605128	+	1000	233.0	[]	[]	[6.938982, 10.0733185]	[110, 153]	[]	[77604923, 77604966]
171_48793	chr9	92094650	92095050	+	1000	47.0	[]	[]	[6.678365]	[127]	[]	[92094849]
171_48794	chr9	92706417	92706817	+	1000	47.0	[]	[]	[9.9073105]	[100]	[]	[92706593]
171_48797	chr9	98016238	98016638	+	682	47.0	[6.938982]	[158]	[6.729318]	[134]	[98016431]	[98016407]
171_48800	chr9	98908608	98909008	+	1000	47.0	[]	[]	[14.352782]	[116]	[]	[98908822]
171_48805	chr9	120872041	120872441	+	934	47.0	[]	[]	[6.729318]	[111]	[]	[120872197]
171_48807	chr9	120974203	120974603	+	956	47.0	[]	[]	[14.352782]	[108]	[]	[120974397]
171_48812	chr9	129268648	129269048	+	972	47.0	[]	[]	[14.352782]	[132]	[]	[129268875]
171_48815	chr9	130921556	130921956	+	994	47.0	[6.6825495]	[140]	[]	[]	[130921769]	[]
171_4882	chr17	69857397	69857797	+	1000	233.0	[6.938982]	[63]	[]	[]	[69857560]	[]
171_48822	chr9	131147275	131147675	+	728	47.0	[6.6825495]	[87]	[]	[]	[131147452]	[]
171_48823	chr9	131200699	131201099	+	793	47.0	[]	[]	[6.910793]	[142]	[]	[131200867]
171_48824	chr9	132355190	132355590	+	918	47.0	[]	[]	[9.9073105]	[151]	[]	[132355432]
171_48826	chr9	136996966	136997366	+	1000	47.0	[11.344251]	[129]	[]	[]	[136997185]	[]
171_48829	chrX	1392106	1392506	+	998	47.0	[6.678365]	[106]	[]	[]	[1392279]	[]
171_48831	chrX	13028994	13029394	+	1000	47.0	[9.258564, 14.352782, 10.370207]	[84, 104, 154]	[11.970033]	[135]	[13029162, 13029182, 13029232]	[13029213]
171_48838	chrX	30949578	30949978	+	1000	47.0	[]	[]	[6.910793]	[109]	[]	[30949776]
171_4884	chr2	32836983	32837383	+	1000	233.0	[]	[]	[9.691082]	[76]	[]	[32837155]
171_48841	chrX	41737179	41737579	+	962	47.0	[]	[]	[9.691082]	[145]	[]	[41737410]
171_48843	chrX	49190672	49191072	+	1000	47.0	[11.344251]	[146]	[]	[]	[49190897]	[]
171_48844	chrX	53688271	53688671	+	928	47.0	[]	[]	[6.678365]	[115]	[]	[53688469]
171_48846	chrX	70979356	70979756	+	960	47.0	[6.9998927]	[128]	[7.012898]	[96]	[70979556]	[70979524]
171_48853	chrX	129959480	129959880	+	1000	47.0	[10.370207]	[99]	[9.952792]	[132]	[129959661]	[129959694]
171_48856	chrX	135066256	135066656	+	608	47.0	[]	[]	[6.747317]	[158]	[]	[135066505]
171_48857	chrX	135889011	135889411	+	912	47.0	[]	[]	[9.605281]	[117]	[]	[135889225]
171_4886	chr2	204539003	204539403	+	1000	233.0	[6.938982]	[147]	[]	[]	[204539250]	[]
171_48866	chr1	1777579	1777979	+	1000	46.0	[]	[]	[11.344251]	[140]	[]	[1777792]
171_48871	chr1	3483779	3484179	+	1000	46.0	[14.352782, 6.729318]	[86, 154]	[]	[]	[3483960, 3484028]	[]
171_48876	chr1	15924735	15925135	+	996	46.0	[9.605281]	[107]	[11.988031]	[101]	[15924941]	[15924935]
171_48880	chr1	18820722	18821122	+	1000	46.0	[]	[]	[7.6905684]	[118]	[]	[18820928]
171_48883	chr1	20978420	20978820	+	898	46.0	[9.691082]	[127]	[6.7503724]	[79]	[20978639]	[20978591]
171_48884	chr1	21334651	21335051	+	1000	46.0	[8.962336]	[153]	[]	[]	[21334898]	[]
171_48886	chr1	21673124	21673524	+	884	46.0	[6.938982]	[141]	[]	[]	[21673313]	[]
171_48888	chr1	23380731	23381131	+	992	46.0	[]	[]	[6.6825495]	[152]	[]	[23380960]
171_4889	chr5	10504097	10504497	+	1000	233.0	[9.043116]	[93]	[]	[]	[10504289]	[]
171_48890	chr1	25898257	25898657	+	1000	46.0	[6.9287915]	[110]	[]	[]	[25898444]	[]
171_48891	chr1	26350750	26351150	+	990	46.0	[]	[]	[8.9795]	[76]	[]	[26350922]
171_48892	chr1	26351575	26351975	+	932	46.0	[]	[]	[9.293543]	[141]	[]	[26351813]
171_48897	chr1	27418250	27418650	+	922	46.0	[]	[]	[6.747317]	[102]	[]	[27418434]
171_489	chr7	44995133	44995533	+	1000	581.0	[8.913587]	[140]	[]	[]	[44995373]	[]
171_48900	chr1	30760377	30760777	+	997	46.0	[6.660366]	[132]	[]	[]	[30760554]	[]
171_48901	chr1	31905861	31906261	+	799	46.0	[]	[]	[6.8987784]	[157]	[]	[31906048]
171_48905	chr1	32985616	32986016	+	958	46.0	[9.605281]	[107]	[]	[]	[32985813]	[]
171_48906	chr1	33456506	33456906	+	1000	46.0	[6.789242]	[57]	[9.9073105]	[151]	[33456662]	[33456756]
171_48911	chr1	36372460	36372860	+	986	46.0	[7.3263307]	[148]	[]	[]	[36372628]	[]
171_48913	chr1	38525940	38526340	+	977	46.0	[8.9615]	[143]	[]	[]	[38526164]	[]
171_48914	chr1	40182976	40183376	+	832	46.0	[]	[]	[9.9073105]	[160]	[]	[40183222]
171_48917	chr1	43060263	43060663	+	981	46.0	[9.952792]	[92]	[]	[]	[43060450]	[]
171_48919	chr1	44946682	44947082	+	935	46.0	[]	[]	[9.605281]	[59]	[]	[44946837]
171_4892	chr7	158819782	158820182	+	1000	233.0	[7.3616753]	[65]	[9.133122]	[146]	[158819946]	[158820027]
171_48921	chr1	51964167	51964567	+	825	46.0	[]	[]	[14.352782]	[162]	[]	[51964393]
171_48925	chr1	61357015	61357415	+	1000	46.0	[7.588041]	[153]	[]	[]	[61357259]	[]
171_48926	chr1	63441593	63441993	+	999	46.0	[7.931352]	[108]	[]	[]	[63441776]	[]
171_48930	chr1	66494536	66494936	+	985	46.0	[]	[]	[9.133122]	[56]	[]	[66494692]
171_48931	chr1	67489614	67490014	+	976	46.0	[]	[]	[7.5700417]	[94]	[]	[67489792]
171_48932	chr1	67832004	67832404	+	1000	46.0	[7.5952926]	[119]	[]	[]	[67832197]	[]
171_48934	chr1	69523047	69523447	+	602	46.0	[9.303733]	[99]	[7.931352, 6.910793]	[106, 168]	[69523211]	[69523218, 69523280]
171_48935	chr1	70985692	70986092	+	950	46.0	[8.239074]	[166]	[]	[]	[70985933]	[]
171_48942	chr1	89540528	89540928	+	1000	46.0	[]	[]	[6.729318]	[146]	[]	[89540686]
171_48943	chr1	92818344	92818744	+	1000	46.0	[6.660366]	[96]	[]	[]	[92818539]	[]
171_48958	chr1	117608225	117608625	+	918	46.0	[10.603825]	[110]	[]	[]	[117608430]	[]
171_48959	chr1	119646647	119647047	+	1000	46.0	[]	[]	[8.962336]	[108]	[]	[119646824]
171_4896	chr9	128845710	128846110	+	1000	233.0	[6.621249]	[54]	[]	[]	[128845861]	[]
171_48967	chr1	159005657	159006057	+	739	46.0	[8.913587]	[102]	[7.012898]	[71]	[159005840]	[159005809]
171_48972	chr1	165883065	165883465	+	963	46.0	[]	[]	[11.970033]	[99]	[]	[165883256]
171_48979	chr1	168141953	168142353	+	1000	46.0	[]	[]	[7.3083315]	[84]	[]	[168142111]
171_48980	chr1	168321909	168322309	+	1000	46.0	[7.9493513]	[92]	[]	[]	[168322071]	[]
171_48981	chr1	172487088	172487488	+	1000	46.0	[6.920983]	[96]	[]	[]	[172487275]	[]
171_48982	chr1	173913137	173913537	+	863	46.0	[9.9073105]	[90]	[]	[]	[173913319]	[]
171_48986	chr1	184030450	184030850	+	1000	46.0	[7.9874573]	[123]	[]	[]	[184030632]	[]
171_48987	chr1	185334195	185334595	+	916	46.0	[10.370207]	[94]	[]	[]	[185334379]	[]
171_48988	chr1	200454433	200454833	+	845	46.0	[]	[]	[7.9874573]	[144]	[]	[200454672]
171_48991	chr1	202624710	202625110	+	805	46.0	[]	[]	[9.952792]	[149]	[]	[202624890]
171_48995	chr1	204494911	204495311	+	958	46.0	[]	[]	[8.9615]	[161]	[]	[204495127]
171_48998	chr1	206905374	206905774	+	772	46.0	[11.988031]	[130]	[]	[]	[206905576]	[]
171_48999	chr1	206982012	206982412	+	993	46.0	[10.370207]	[67]	[]	[]	[206982178]	[]
171_490	chr8	95093140	95093540	+	1000	581.0	[]	[]	[9.605281]	[74]	[]	[95093311]
171_49001	chr1	209627620	209628020	+	1000	46.0	[9.112068]	[96]	[]	[]	[209627804]	[]
171_49002	chr1	211653270	211653670	+	977	46.0	[]	[]	[11.988031]	[115]	[]	[211653483]
171_49004	chr1	212221773	212222173	+	913	46.0	[]	[]	[11.970033]	[58]	[]	[212221929]
171_49006	chr1	222543756	222544156	+	997	46.0	[]	[]	[6.729318]	[132]	[]	[222543986]
171_49008	chr1	223531685	223532085	+	906	46.0	[10.370207]	[150]	[]	[]	[223531900]	[]
171_49011	chr1	225981681	225982081	+	958	46.0	[6.9287915]	[88]	[]	[]	[225981867]	[]
171_49014	chr1	227589504	227589904	+	999	46.0	[]	[]	[10.314102]	[134]	[]	[227589737]
171_49015	chr1	227754942	227755342	+	937	46.0	[6.660366]	[152]	[]	[]	[227755178]	[]
171_49016	chr1	228081098	228081498	+	1000	46.0	[]	[]	[9.9073105]	[166]	[]	[228081329]
171_49020	chr1	234955105	234955505	+	573	46.0	[6.747317]	[141]	[]	[]	[234955317]	[]
171_49025	chr10	5448607	5449007	+	979	46.0	[6.747317]	[113]	[]	[]	[5448806]	[]
171_49028	chr10	7956522	7956922	+	542	46.0	[7.588041]	[131]	[]	[]	[7956728]	[]
171_49029	chr10	12318393	12318793	+	1000	46.0	[9.258564]	[63]	[]	[]	[12318554]	[]
171_49034	chr10	22710375	22710775	+	953	46.0	[6.621249]	[87]	[]	[]	[22710532]	[]
171_49040	chr10	43402279	43402679	+	977	46.0	[]	[]	[8.9795]	[61]	[]	[43402433]
171_49044	chr10	58299489	58299889	+	981	46.0	[7.5245605]	[126]	[]	[]	[58299714]	[]
171_4905	chr17	28189688	28190088	+	1000	232.0	[7.3083315]	[158]	[]	[]	[28189937]	[]
171_49053	chr10	71862573	71862973	+	814	46.0	[10.603825, 7.3083315]	[85, 98]	[]	[]	[71862735, 71862748]	[]
171_49058	chr10	84008792	84009192	+	856	46.0	[10.603825]	[170]	[]	[]	[84009027]	[]
171_49060	chr10	89645777	89646177	+	985	46.0	[11.344251]	[99]	[]	[]	[89645971]	[]
171_49061	chr10	92290775	92291175	+	1000	46.0	[]	[]	[6.938982]	[132]	[]	[92290968]
171_49062	chr10	92967620	92968020	+	764	46.0	[]	[]	[7.3616753]	[152]	[]	[92967857]
171_49070	chr10	112380052	112380452	+	1000	46.0	[]	[]	[6.9442596]	[153]	[]	[112380279]
171_49076	chr11	1652639	1653039	+	603	46.0	[11.344251]	[66]	[]	[]	[1652804]	[]
171_49077	chr11	3380840	3381240	+	999	46.0	[]	[]	[11.970033]	[190]	[]	[3381081]
171_49078	chr11	3511354	3511754	+	1000	46.0	[]	[]	[9.174619]	[93]	[]	[3511546]
171_49081	chr11	8794754	8795154	+	998	46.0	[]	[]	[7.3083315]	[95]	[]	[8794943]
171_49085	chr11	12828137	12828537	+	1000	46.0	[8.097427]	[208]	[]	[]	[12828385]	[]
171_49086	chr11	13335216	13335616	+	1000	46.0	[]	[]	[10.603825]	[144]	[]	[13335449]
171_49090	chr11	34063092	34063492	+	859	46.0	[9.293543]	[127]	[14.352782, 7.9493513]	[96, 113]	[34063300]	[34063269, 34063286]
171_49093	chr11	44110187	44110587	+	999	46.0	[9.043116]	[66]	[]	[]	[44110343]	[]
171_49095	chr11	47204285	47204685	+	813	46.0	[]	[]	[9.9073105]	[77]	[]	[47204447]
171_49098	chr11	57249712	57250112	+	952	46.0	[]	[]	[7.931352]	[74]	[]	[57249879]
171_49101	chr11	59756789	59757189	+	595	46.0	[7.9874573]	[144]	[]	[]	[59756946]	[]
171_49102	chr11	59944043	59944443	+	763	46.0	[9.605281, 9.258564]	[124, 171]	[]	[]	[59944247, 59944294]	[]
171_49104	chr11	61835648	61836048	+	1000	46.0	[6.7503724]	[153]	[]	[]	[61835868]	[]
171_49110	chr11	64915411	64915811	+	821	46.0	[11.988031]	[84]	[]	[]	[64915592]	[]
171_49114	chr11	67758164	67758564	+	746	46.0	[]	[]	[14.352782]	[170]	[]	[67758395]
171_49115	chr11	68437215	68437615	+	1000	46.0	[9.133122]	[108]	[]	[]	[68437414]	[]
171_49120	chr11	72080748	72081148	+	945	46.0	[6.729318]	[203]	[]	[]	[72080971]	[]
171_49124	chr11	75689810	75690210	+	655	46.0	[6.729318]	[214]	[9.9073105]	[166]	[75690041]	[75689993]
171_49127	chr11	78424409	78424809	+	1000	46.0	[]	[]	[7.012898]	[129]	[]	[78424570]
171_49128	chr11	83166164	83166564	+	903	46.0	[10.603825]	[201]	[]	[]	[83166373]	[]
171_49136	chr11	119015272	119015672	+	746	46.0	[]	[]	[7.5700417]	[69]	[]	[119015438]
171_49139	chr11	123301300	123301700	+	999	46.0	[]	[]	[9.9073105]	[65]	[]	[123301461]
171_4914	chr6	25608535	25608935	+	1000	232.0	[6.7503724]	[125]	[]	[]	[25608741]	[]
171_49146	chr12	2958004	2958404	+	580	46.0	[6.8758135]	[159]	[]	[]	[2958251]	[]
171_49153	chr12	10618340	10618740	+	895	46.0	[7.9493513]	[162]	[]	[]	[10618583]	[]
171_49158	chr12	42409145	42409545	+	1000	46.0	[]	[]	[9.9073105]	[113]	[]	[42409338]
171_49159	chr12	45336325	45336725	+	1000	46.0	[8.9615]	[97]	[7.030897]	[142]	[45336519]	[45336564]
171_49160	chr12	47280906	47281306	+	1000	46.0	[9.605281]	[116]	[]	[]	[47281118]	[]
171_49164	chr12	49121099	49121499	+	1000	46.0	[]	[]	[8.9615]	[129]	[]	[49121320]
171_49165	chr12	49428875	49429275	+	598	46.0	[6.789242]	[98]	[]	[]	[49429055]	[]
171_49166	chr12	51025541	51025941	+	1000	46.0	[]	[]	[7.9493513]	[80]	[]	[51025718]
171_49167	chr12	53078755	53079155	+	985	46.0	[10.314102]	[127]	[]	[]	[53078954]	[]
171_49172	chr12	55742782	55743182	+	933	46.0	[6.621249]	[98]	[]	[]	[55742965]	[]
171_49177	chr12	62813151	62813551	+	1000	46.0	[]	[]	[6.7918687]	[156]	[]	[62813333]
171_49178	chr12	66233994	66234394	+	1000	46.0	[]	[]	[7.3083315]	[170]	[]	[66234223]
171_49179	chr12	68236550	68236950	+	848	46.0	[]	[]	[7.0647864]	[152]	[]	[68236780]
171_49180	chr12	68746833	68747233	+	968	46.0	[8.962336]	[131]	[]	[]	[68747052]	[]
171_49181	chr12	69470785	69471185	+	1000	46.0	[9.691082]	[190]	[]	[]	[69471018]	[]
171_49184	chr12	93595275	93595675	+	651	46.0	[8.9795, 7.5245605]	[98, 158]	[11.988031]	[190]	[93595429, 93595489]	[93595521]
171_49185	chr12	94134280	94134680	+	887	46.0	[]	[]	[9.691082]	[165]	[]	[94134511]
171_49192	chr12	110639790	110640190	+	897	46.0	[]	[]	[9.691082]	[100]	[]	[110639981]
171_49200	chr12	119840567	119840967	+	904	46.0	[7.3083315]	[193]	[]	[]	[119840768]	[]
171_49201	chr12	120126147	120126547	+	1000	46.0	[8.9795]	[128]	[]	[]	[120126371]	[]
171_49202	chr12	120316767	120317167	+	865	46.0	[]	[]	[7.9874573]	[69]	[]	[120316935]
171_49203	chr12	121552598	121552998	+	1000	46.0	[]	[]	[6.678365]	[99]	[]	[121552783]
171_49204	chr12	122024448	122024848	+	1000	46.0	[7.5425596]	[118]	[]	[]	[122024629]	[]
171_49206	chr12	123919604	123920004	+	737	46.0	[7.9874573, 14.352782]	[98, 121]	[]	[]	[123919793, 123919816]	[]
171_49207	chr12	130868379	130868779	+	716	46.0	[8.5457]	[73]	[7.012898]	[168]	[130868533]	[130868628]
171_4921	chr7	123538172	123538572	+	1000	232.0	[10.603825]	[139]	[]	[]	[123538404]	[]
171_49210	chr13	26222225	26222625	+	603	46.0	[6.938982]	[217]	[]	[]	[26222458]	[]
171_49211	chr13	28693619	28694019	+	1000	46.0	[8.9615]	[117]	[]	[]	[28693822]	[]
171_49213	chr13	46698938	46699338	+	896	46.0	[9.952792]	[153]	[7.3263307]	[98]	[46699171]	[46699116]
171_49216	chr13	59743198	59743598	+	1000	46.0	[]	[]	[9.952792]	[103]	[]	[59743365]
171_4922	chrX	154751699	154752099	+	1000	232.0	[9.303733]	[62]	[]	[]	[154751856]	[]
171_49220	chr13	95314413	95314813	+	1000	46.0	[7.5245605]	[91]	[]	[]	[95314599]	[]
171_49223	chr13	113723390	113723790	+	1000	46.0	[6.910793]	[77]	[]	[]	[113723564]	[]
171_49234	chr14	90235327	90235727	+	952	46.0	[]	[]	[7.588041]	[102]	[]	[90235513]
171_49235	chr14	91173080	91173480	+	1000	46.0	[7.3616753]	[89]	[]	[]	[91173239]	[]
171_49239	chr14	103250909	103251309	+	1000	46.0	[7.9874573]	[72]	[]	[]	[103251081]	[]
171_4924	chr1	43044821	43045221	+	1000	231.0	[9.174619]	[160]	[]	[]	[43045066]	[]
171_49241	chr15	22979645	22980045	+	981	46.0	[9.303733]	[156]	[]	[]	[22979882]	[]
171_49248	chr15	41904537	41904937	+	1000	46.0	[]	[]	[7.5425596]	[79]	[]	[41904712]
171_49250	chr15	49190548	49190948	+	766	46.0	[6.660366]	[112]	[]	[]	[49190752]	[]
171_49255	chr15	58115615	58116015	+	745	46.0	[]	[]	[10.0733185]	[148]	[]	[58115852]
171_49256	chr15	58241934	58242334	+	1000	46.0	[9.303733]	[103]	[]	[]	[58242134]	[]
171_49257	chr15	58585585	58585985	+	965	46.0	[7.6905684]	[190]	[]	[]	[58585815]	[]
171_4926	chr1	193111563	193111963	+	1000	231.0	[]	[]	[11.988031]	[104]	[]	[193111766]
171_49260	chr15	63796716	63797116	+	864	46.0	[7.3616753]	[138]	[]	[]	[63796932]	[]
171_49261	chr15	64728182	64728582	+	1000	46.0	[6.9287915, 7.030897]	[111, 144]	[]	[]	[64728367, 64728400]	[]
171_49262	chr15	65401277	65401677	+	1000	46.0	[]	[]	[8.913587]	[130]	[]	[65401486]
171_49267	chr15	70825106	70825506	+	1000	46.0	[]	[]	[8.9615]	[142]	[]	[70825342]
171_4927	chr10	86079082	86079482	+	1000	231.0	[]	[]	[7.931352]	[120]	[]	[86079302]
171_49276	chr15	82810442	82810842	+	905	46.0	[6.6825495]	[168]	[]	[]	[82810639]	[]
171_49278	chr15	88428802	88429202	+	1000	46.0	[]	[]	[6.7918687]	[77]	[]	[88428958]
171_49286	chr15	99558605	99559005	+	719	46.0	[7.5425596]	[146]	[11.988031]	[140]	[99558841]	[99558835]
171_49290	chr16	3016130	3016530	+	740	46.0	[8.962336]	[118]	[]	[]	[3016342]	[]
171_49291	chr16	3610350	3610750	+	1000	46.0	[]	[]	[10.314102]	[88]	[]	[3610513]
171_49292	chr16	11253799	11254199	+	584	46.0	[]	[]	[7.6905684]	[186]	[]	[11254043]
171_49299	chr16	29152579	29152979	+	791	46.0	[6.8987784]	[116]	[]	[]	[29152772]	[]
171_493	chr3	105614290	105614690	+	1000	579.0	[14.352782]	[88]	[]	[]	[105614477]	[]
171_49301	chr16	29962385	29962785	+	1000	46.0	[6.9442596]	[140]	[]	[]	[29962606]	[]
171_49308	chr16	46748274	46748674	+	1000	46.0	[11.970033]	[123]	[]	[]	[46748481]	[]
171_4931	chr12	93177656	93178056	+	1000	231.0	[7.5425596]	[104]	[]	[]	[93177851]	[]
171_49310	chr16	49883954	49884354	+	797	46.0	[]	[]	[7.5425596]	[153]	[]	[49884195]
171_49312	chr16	57417032	57417432	+	1000	46.0	[9.303733]	[157]	[]	[]	[57417269]	[]
171_49315	chr16	66936910	66937310	+	1000	46.0	[11.988031]	[145]	[]	[]	[66937140]	[]
171_49317	chr16	68091473	68091873	+	983	46.0	[7.012898]	[106]	[]	[]	[68091671]	[]
171_49319	chr16	69367941	69368341	+	787	46.0	[]	[]	[7.6905684]	[147]	[]	[69368161]
171_49321	chr16	70287456	70287856	+	795	46.0	[14.352782]	[160]	[]	[]	[70287706]	[]
171_49323	chr16	71449093	71449493	+	1000	46.0	[9.043116]	[173]	[8.913587]	[123]	[71449338]	[71449288]
171_49326	chr16	75627827	75628227	+	761	46.0	[7.6905684]	[145]	[6.910793]	[90]	[75628060]	[75628005]
171_49332	chr17	597252	597652	+	1000	46.0	[]	[]	[9.691082]	[125]	[]	[597475]
171_49339	chr17	8190226	8190626	+	1000	46.0	[8.9615]	[126]	[]	[]	[8190435]	[]
171_49344	chr17	16521231	16521631	+	835	46.0	[]	[]	[8.962336]	[126]	[]	[16521433]
171_49345	chr17	19448821	19449221	+	1000	46.0	[11.970033]	[103]	[]	[]	[19449023]	[]
171_49348	chr17	28903996	28904396	+	1000	46.0	[6.621249, 6.747317]	[113, 153]	[]	[]	[28904195, 28904235]	[]
171_49349	chr17	29568188	29568588	+	1000	46.0	[7.9493513]	[117]	[]	[]	[29568354]	[]
171_49351	chr17	33903103	33903503	+	889	46.0	[11.344251]	[99]	[6.809868]	[84]	[33903298]	[33903283]
171_49353	chr17	35568425	35568825	+	1000	46.0	[7.9874573]	[91]	[]	[]	[35568593]	[]
171_49372	chr17	51119562	51119962	+	1000	46.0	[]	[]	[9.605281]	[62]	[]	[51119717]
171_49376	chr17	58703111	58703511	+	582	46.0	[]	[]	[9.9073105]	[137]	[]	[58703346]
171_49381	chr17	68441330	68441730	+	726	46.0	[]	[]	[10.603825]	[123]	[]	[68441543]
171_49387	chr17	78352902	78353302	+	932	46.0	[6.910793]	[106]	[]	[]	[78353100]	[]
171_49390	chr17	80426868	80427268	+	1000	46.0	[9.952792]	[134]	[]	[]	[80427074]	[]
171_49392	chr17	81511524	81511924	+	971	46.0	[7.3263307]	[97]	[]	[]	[81511703]	[]
171_49393	chr17	82346471	82346871	+	1000	46.0	[]	[]	[14.352782]	[136]	[]	[82346670]
171_4940	chr3	71928213	71928613	+	1000	231.0	[]	[]	[6.910793]	[148]	[]	[71928459]
171_49402	chr18	3260400	3260800	+	1000	46.0	[11.988031]	[154]	[]	[]	[3260625]	[]
171_49405	chr18	3622327	3622727	+	960	46.0	[]	[]	[10.603825]	[102]	[]	[3622493]
171_49409	chr18	11937849	11938249	+	1000	46.0	[]	[]	[7.012898]	[106]	[]	[11938053]
