#PeakID(python identify_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_24734	chr3	29683705	29684105	+	548	47.5	[]	[]	[12.638885]	[118]	[]	[29683920]
36_2474	chr4	44713131	44713531	+	1000	398.5	[9.390787]	[106]	[]	[]	[44713337]	[]
36_24740	chr4	40057371	40057771	+	548	47.5	[]	[]	[10.354999]	[110]	[]	[40057526]
36_24741	chr4	53497699	53498099	+	541	47.5	[8.99568]	[142]	[]	[]	[53497919]	[]
36_24748	chr6	11064891	11065291	+	554	47.5	[]	[]	[12.948277]	[97]	[]	[11065073]
36_24752	chr6	148799172	148799572	+	550	47.5	[9.506689]	[90]	[9.761811, 14.959101]	[140, 144]	[148799339]	[148799389, 148799393]
36_24755	chr7	121081009	121081409	+	553	47.5	[7.5287027]	[120]	[]	[]	[121081222]	[]
36_24756	chr8	9074915	9075315	+	551	47.5	[10.229236]	[110]	[7.4340253]	[117]	[9075114]	[9075121]
36_24758	chr9	4979946	4980346	+	549	47.5	[]	[]	[8.245836]	[108]	[]	[4980145]
36_24759	chr9	83956457	83956857	+	545	47.5	[7.8029227]	[182]	[]	[]	[83956624]	[]
36_2476	chr9	128218742	128219142	+	1000	398.5	[]	[]	[7.355974, 7.482768]	[100, 138]	[]	[128218906, 128218944]
36_2477	chr1	231041682	231042082	+	1000	398.0	[7.482593, 14.959101]	[66, 100]	[]	[]	[231041845, 231041879]	[]
36_24773	chr12	47278017	47278417	+	545	47.0	[9.310323]	[149]	[]	[]	[47278243]	[]
36_2478	chr10	14838049	14838449	+	1000	398.0	[11.857753]	[112]	[]	[]	[14838246]	[]
36_24813	chr7	129168918	129169318	+	540	46.5	[]	[]	[7.8048544]	[152]	[]	[129169102]
36_2488	chr11	95068610	95069010	+	1000	396.5	[]	[]	[7.6738567, 7.2774377, 8.363305]	[104, 120, 124]	[]	[95068806, 95068822, 95068826]
36_249	chr10	99620355	99620755	+	1000	856.0	[]	[]	[10.337806]	[114]	[]	[99620565]
36_2494	chr13	106535583	106535983	+	1000	396.0	[8.249403]	[139]	[7.9360037]	[89]	[106535817]	[106535767]
36_2496	chr3	14178617	14179017	+	1000	396.0	[9.08124]	[86]	[]	[]	[14178803]	[]
36_2501	chr15	65339961	65340361	+	1000	395.5	[]	[]	[8.661665]	[98]	[]	[65340152]
36_2502	chr17	66468294	66468694	+	1000	395.5	[10.829789]	[118]	[]	[]	[66468503]	[]
36_2504	chr11	59142499	59142899	+	1000	395.0	[11.350836]	[106]	[]	[]	[59142702]	[]
36_2508	chr6	110815755	110816155	+	1000	395.0	[7.7265677, 7.167125]	[81, 98]	[]	[]	[110815929, 110815946]	[]
36_251	chr5	157142734	157143134	+	1000	856.0	[10.821276]	[80]	[]	[]	[157142913]	[]
36_2510	chr11	45722066	45722466	+	1000	394.5	[]	[]	[14.959101]	[97]	[]	[45722256]
36_2511	chr5	94746662	94747062	+	1000	394.5	[]	[]	[14.492824]	[95]	[]	[94746849]
36_252	chr11	65615337	65615737	+	1000	855.5	[]	[]	[10.88456]	[62]	[]	[65615499]
36_2522	chr12	104220031	104220431	+	1000	393.0	[11.865117]	[99]	[]	[]	[104220226]	[]
36_2524	chr16	85381848	85382248	+	1000	393.0	[]	[]	[10.956583]	[78]	[]	[85381999]
36_2525	chr19	40750586	40750986	+	1000	393.0	[10.262825, 9.294079]	[86, 159]	[]	[]	[40750762, 40750835]	[]
36_2528	chr22	41468555	41468955	+	1000	392.5	[]	[]	[7.697594]	[110]	[]	[41468757]
36_2529	chr1	45491114	45491514	+	1000	391.5	[]	[]	[8.07561]	[138]	[]	[45491351]
36_253	chr12	2812350	2812750	+	1000	855.5	[]	[]	[14.492824]	[101]	[]	[2812551]
36_2535	chr5	83077222	83077622	+	1000	391.0	[7.2873273]	[159]	[7.160374]	[102]	[83077450]	[83077393]
36_2537	chr12	47273241	47273641	+	1000	390.5	[12.213435]	[103]	[7.22998]	[115]	[47273440]	[47273452]
36_2538	chr13	45362960	45363360	+	1000	390.5	[]	[]	[10.97638]	[93]	[]	[45363153]
36_2542	chr7	93046578	93046978	+	1000	390.5	[]	[]	[7.354904, 7.6738567]	[76, 93]	[]	[93046749, 93046766]
36_2544	chr12	123126631	123127031	+	1000	390.0	[9.28826, 13.044986]	[92, 166]	[]	[]	[123126799, 123126873]	[]
36_2545	chr12	124917176	124917576	+	1000	389.5	[10.589416]	[100]	[]	[]	[124917375]	[]
36_255	chr20	45881003	45881403	+	1000	855.5	[]	[]	[11.865117]	[97]	[]	[45881200]
36_2551	chr14	99481080	99481480	+	1000	389.0	[11.304902]	[148]	[]	[]	[99481328]	[]
36_2552	chr15	56923149	56923549	+	1000	389.0	[7.5568366]	[107]	[7.578486]	[117]	[56923353]	[56923363]
36_2553	chr21	42371102	42371502	+	1000	389.0	[]	[]	[10.510103]	[102]	[]	[42371300]
36_2558	chr11	34890805	34891205	+	1000	388.0	[7.412284]	[137]	[8.026925]	[65]	[34891037]	[34890965]
36_2560	chr15	39782370	39782770	+	1000	388.0	[]	[]	[8.261673]	[55]	[]	[39782525]
36_2565	chr15	57235911	57236311	+	1000	387.5	[]	[]	[7.6974354, 7.2228217]	[53, 96]	[]	[57236062, 57236105]
36_2568	chr5	138213348	138213748	+	1000	387.5	[12.017504]	[128]	[]	[]	[138213574]	[]
36_257	chr17	41786717	41787117	+	1000	855.0	[]	[]	[8.0962305]	[101]	[]	[41786915]
36_2573	chrX	52995275	52995675	+	1000	387.0	[]	[]	[8.099306]	[83]	[]	[52995457]
36_258	chr17	43170934	43171334	+	1000	855.0	[8.930298]	[97]	[9.168581, 8.50106]	[72, 114]	[43171131]	[43171106, 43171148]
36_2583	chr10	21195134	21195534	+	1000	385.5	[14.492824]	[93]	[]	[]	[21195326]	[]
36_2586	chr17	28001087	28001487	+	1000	385.0	[]	[]	[14.959101]	[100]	[]	[28001278]
36_259	chr1	21906848	21907248	+	1000	854.5	[12.638885]	[90]	[8.789415]	[146]	[21907038]	[21907094]
36_2591	chr19	14091762	14092162	+	1000	384.5	[12.430346]	[97]	[]	[]	[14091956]	[]
36_2594	chr12	53997830	53998230	+	1000	384.0	[14.959101]	[91]	[]	[]	[53998021]	[]
36_2599	chr8	91069970	91070370	+	1000	383.5	[]	[]	[9.328998]	[98]	[]	[91070168]
36_26	chr19	58572700	58573100	+	1000	1088.0	[11.925329]	[98]	[]	[]	[58572893]	[]
36_260	chr16	2155380	2155780	+	1000	854.5	[13.053981]	[94]	[8.07561]	[111]	[2155573]	[2155590]
36_2607	chr19	39310994	39311394	+	1000	383.0	[7.040283, 7.167077]	[78, 119]	[]	[]	[39311155, 39311196]	[]
36_261	chr22	38705389	38705789	+	1000	854.5	[]	[]	[12.290566, 7.2170777]	[115, 119]	[]	[38705604, 38705608]
36_2611	chr19	15283125	15283525	+	1000	382.5	[]	[]	[12.638885]	[98]	[]	[15283321]
36_2612	chr21	34190437	34190837	+	1000	382.5	[]	[]	[10.711831]	[118]	[]	[34190647]
36_2619	chr2	102138197	102138597	+	1000	382.0	[]	[]	[7.3857517, 10.711831]	[94, 98]	[]	[102138389, 102138393]
36_2623	chr7	87345384	87345784	+	1000	382.0	[8.8627205]	[112]	[9.374846]	[83]	[87345588]	[87345559]
36_2624	chrX	7927147	7927547	+	1000	381.5	[]	[]	[13.053981]	[105]	[]	[7927348]
36_2625	chr11	13440132	13440532	+	1000	381.0	[8.488936, 12.430346]	[107, 111]	[]	[]	[13440329, 13440333]	[]
36_2626	chr1	116420352	116420752	+	1000	380.5	[11.785644]	[114]	[]	[]	[116420559]	[]
36_2629	chr20	33630494	33630894	+	1000	380.5	[14.492824]	[104]	[]	[]	[33630692]	[]
36_2631	chr10	60313356	60313756	+	1000	380.0	[]	[]	[7.797315, 7.63498]	[107, 111]	[]	[60313561, 60313565]
36_2632	chr4	82125900	82126300	+	1000	380.0	[10.831086]	[115]	[]	[]	[82126097]	[]
36_2634	chr15	67125217	67125617	+	1000	379.5	[]	[]	[9.157936]	[196]	[]	[67125461]
36_2637	chr6	67896540	67896940	+	1000	379.5	[]	[]	[7.265854]	[95]	[]	[67896732]
36_2638	chr6	137867544	137867944	+	1000	379.5	[11.785644]	[96]	[]	[]	[137867740]	[]
36_2639	chr10	17161775	17162175	+	1000	379.0	[]	[]	[14.492824]	[91]	[]	[17161960]
36_264	chr19	2739921	2740321	+	1000	853.5	[]	[]	[12.830319]	[110]	[]	[2740131]
36_2647	chr6	123529806	123530206	+	1000	378.0	[]	[]	[8.668286, 10.736993]	[109, 115]	[]	[123530010, 123530016]
36_2648	chr12	75964122	75964522	+	1000	377.5	[]	[]	[9.761811, 14.492824]	[95, 99]	[]	[75964313, 75964317]
36_265	chr3	38164970	38165370	+	1000	853.5	[10.426273]	[81]	[]	[]	[38165149]	[]
36_2652	chr9	128099372	128099772	+	1000	377.0	[]	[]	[10.053806]	[108]	[]	[128099574]
36_2657	chr8	109362889	109363289	+	1000	376.5	[]	[]	[12.290566]	[112]	[]	[109363095]
36_2659	chr1	230124149	230124549	+	1000	376.0	[]	[]	[12.430346]	[103]	[]	[230124342]
36_2662	chr12	53321195	53321595	+	1000	376.0	[]	[]	[10.419522]	[91]	[]	[53321380]
36_2663	chr15	49155456	49155856	+	1000	376.0	[]	[]	[9.040413, 7.7953963]	[89, 117]	[]	[49155643, 49155671]
36_2666	chr5	131994426	131994826	+	1000	375.5	[9.574439]	[94]	[]	[]	[131994607]	[]
36_267	chr19	2950553	2950953	+	1000	853.0	[7.6356454]	[117]	[]	[]	[2950736]	[]
36_2670	chr20	47357428	47357828	+	1000	375.0	[]	[]	[10.829789]	[104]	[]	[47357630]
36_2673	chr12	9447743	9448143	+	1000	374.5	[]	[]	[11.925329]	[88]	[]	[9447916]
36_2683	chr1	23790834	23791234	+	1000	373.0	[13.044986]	[95]	[]	[]	[23791020]	[]
36_2685	chr16	81006287	81006687	+	1000	373.0	[11.391476]	[112]	[]	[]	[81006473]	[]
36_2690	chr14	58298045	58298445	+	1000	372.5	[]	[]	[9.150573, 7.465719]	[94, 151]	[]	[58298226, 58298283]
36_270	chr8	143368565	143368965	+	1000	853.0	[7.167077]	[72]	[7.22998]	[88]	[143368734]	[143368750]
36_2704	chr3	46565570	46565970	+	1000	371.0	[]	[]	[12.638885]	[98]	[]	[46565766]
36_2707	chr1	206651914	206652314	+	1000	370.5	[12.638885]	[118]	[]	[]	[206652124]	[]
36_272	chr11	118928469	118928869	+	1000	852.5	[]	[]	[14.610782]	[103]	[]	[118928671]
36_2720	chr12	53494067	53494467	+	1000	369.5	[]	[]	[14.492824, 11.304902]	[116, 126]	[]	[53494275, 53494285]
36_2722	chr1	181088440	181088840	+	1000	369.0	[11.857753]	[118]	[]	[]	[181088649]	[]
36_2725	chr2	65366636	65367036	+	1000	369.0	[7.899369]	[140]	[]	[]	[65366867]	[]
36_2728	chr1	24419190	24419590	+	1000	368.5	[]	[]	[9.657484]	[110]	[]	[24419382]
36_2729	chr10	11612293	11612693	+	1000	368.5	[7.175591, 7.474393]	[92, 107]	[]	[]	[11612477, 11612492]	[]
36_273	chr17	60601912	60602312	+	1000	852.5	[10.163565]	[95]	[]	[]	[60602106]	[]
36_2730	chr10	43648933	43649333	+	1000	368.5	[14.959101]	[96]	[]	[]	[43649125]	[]
36_2734	chr5	21473999	21474399	+	1000	368.5	[14.492824, 7.6738567, 8.88784]	[99, 103, 152]	[8.114096]	[115]	[21474194, 21474198, 21474247]	[21474210]
36_2735	chr6	143060055	143060455	+	1000	368.5	[14.959101]	[97]	[]	[]	[143060248]	[]
36_274	chr19	7629438	7629838	+	1000	852.5	[12.082027]	[95]	[]	[]	[7629633]	[]
36_2741	chr15	75455661	75456061	+	1000	367.5	[]	[]	[10.426273]	[102]	[]	[75455858]
36_2742	chr19	45492705	45493105	+	1000	367.5	[14.492824]	[97]	[]	[]	[45492898]	[]
36_2744	chr11	10899865	10900265	+	1000	367.0	[]	[]	[12.082027]	[101]	[]	[10900065]
36_2747	chr4	122480883	122481283	+	1000	367.0	[]	[]	[11.351634]	[116]	[]	[122481095]
36_275	chr19	38543946	38544346	+	1000	852.5	[9.794609]	[108]	[]	[]	[38544154]	[]
36_2750	chr19	6828812	6829212	+	1000	366.5	[10.736993]	[142]	[]	[]	[6829030]	[]
36_2755	chr1	110963868	110964268	+	1000	365.5	[]	[]	[9.158371]	[127]	[]	[110964070]
36_276	chr19	55080568	55080968	+	1000	852.5	[13.296596]	[96]	[]	[]	[55080762]	[]
36_2764	chr7	107564181	107564581	+	1000	365.0	[10.97638]	[106]	[]	[]	[107564387]	[]
36_2765	chr1	221716788	221717188	+	1000	364.5	[12.172607]	[79]	[7.5943837]	[107]	[221716966]	[221716994]
36_277	chr2	73071180	73071580	+	1000	852.0	[10.3468]	[98]	[]	[]	[73071378]	[]
36_2773	chr2	47402853	47403253	+	1000	364.0	[8.132104]	[72]	[]	[]	[47403020]	[]
36_2775	chr5	119070925	119071325	+	1000	364.0	[11.391476]	[95]	[]	[]	[119071099]	[]
36_278	chr3	149086364	149086764	+	1000	852.0	[10.628061]	[90]	[]	[]	[149086554]	[]
36_2786	chr3	183976930	183977330	+	1000	362.5	[9.018479]	[109]	[12.213435, 9.794609]	[96, 100]	[183977132]	[183977119, 183977123]
36_2787	chr6	146991050	146991450	+	1000	362.5	[]	[]	[9.7657]	[157]	[]	[146991269]
36_2789	chr16	84879801	84880201	+	1000	362.0	[12.290566, 7.8184385]	[97, 101]	[]	[]	[84879997, 84880001]	[]
36_279	chr9	34989311	34989711	+	1000	852.0	[]	[]	[9.537537]	[109]	[]	[34989518]
36_2794	chr1	26126317	26126717	+	1000	361.5	[10.643184]	[157]	[8.132104]	[121]	[26126558]	[26126522]
36_2796	chr15	49752481	49752881	+	1000	361.5	[7.6580224]	[139]	[14.492824, 7.1954646]	[103, 136]	[49752717]	[49752681, 49752714]
36_28	chr1	24415577	24415977	+	1000	1082.5	[12.948277]	[101]	[]	[]	[24415730]	[]
36_280	chr1	21607832	21608232	+	1000	851.0	[]	[]	[9.9317045]	[144]	[]	[21608057]
36_2806	chr7	103657519	103657919	+	1000	360.5	[8.913801]	[131]	[8.5077]	[128]	[103657748]	[103657745]
36_281	chr12	51238983	51239383	+	1000	851.0	[8.022175]	[96]	[]	[]	[51239178]	[]
36_2813	chr9	137223441	137223841	+	1000	359.5	[]	[]	[9.07126]	[109]	[]	[137223648]
36_2815	chr16	85601729	85602129	+	1000	359.0	[9.640777, 8.095773]	[94, 116]	[]	[]	[85601920, 85601942]	[]
36_2819	chr11	67826236	67826636	+	1000	358.5	[12.430346]	[101]	[]	[]	[67826433]	[]
36_282	chr2	26345851	26346251	+	1000	851.0	[8.8627205]	[205]	[]	[]	[26346056]	[]
36_2821	chr14	21014705	21015105	+	1000	358.5	[12.213435]	[114]	[8.559237]	[60]	[21014910]	[21014856]
36_2822	chr15	59104807	59105207	+	1000	358.5	[]	[]	[7.1417403]	[94]	[]	[59104995]
36_2823	chr19	40777922	40778322	+	1000	358.5	[]	[]	[9.150573]	[219]	[]	[40778170]
36_2826	chr1	27556421	27556821	+	1000	358.0	[]	[]	[14.492824]	[102]	[]	[27556621]
36_283	chr12	57078851	57079251	+	1000	850.5	[10.831086]	[93]	[]	[]	[57079044]	[]
36_2830	chr16	85566413	85566813	+	1000	358.0	[14.492824]	[95]	[]	[]	[85566596]	[]
36_2831	chr17	1928966	1929366	+	1000	358.0	[14.492824, 9.474763, 7.286491]	[100, 111, 115]	[8.6082115]	[127]	[1929162, 1929173, 1929177]	[1929189]
36_2832	chr20	62774669	62775069	+	1000	358.0	[8.302331]	[125]	[]	[]	[62774885]	[]
36_2834	chr3	139340720	139341120	+	1000	358.0	[]	[]	[14.610782]	[112]	[]	[139340911]
36_2835	chr6	68719712	68720112	+	1000	358.0	[7.7953963, 7.7529383, 14.959101]	[111, 115, 119]	[]	[]	[68719919, 68719923, 68719927]	[]
36_2839	chr2	151799813	151800213	+	1000	357.5	[7.797315]	[122]	[]	[]	[151800027]	[]
36_284	chr14	23007064	23007464	+	1000	850.5	[]	[]	[12.017504]	[98]	[]	[23007262]
36_2841	chr4	98747267	98747667	+	1000	357.0	[8.06066]	[52]	[9.4543295]	[100]	[98747419]	[98747467]
36_2847	chr5	14666362	14666762	+	1000	356.5	[7.5250506, 8.661665, 7.7497163]	[85, 94, 100]	[]	[]	[14666542, 14666551, 14666557]	[]
36_2849	chr8	141338595	141338995	+	1000	356.5	[12.213435]	[88]	[]	[]	[141338776]	[]
36_2851	chr18	46946533	46946933	+	1000	356.0	[10.55093]	[87]	[]	[]	[46946703]	[]
36_2855	chr1	11178223	11178623	+	1000	355.5	[8.907162]	[115]	[]	[]	[11178430]	[]
36_2859	chr2	233857726	233858126	+	1000	355.5	[]	[]	[10.171764]	[108]	[]	[233857918]
36_286	chr19	6372387	6372787	+	1000	850.5	[]	[]	[8.682302]	[118]	[]	[6372602]
36_2860	chr2	237691652	237692052	+	1000	355.5	[12.430346]	[96]	[]	[]	[237691847]	[]
36_2865	chr5	148808836	148809236	+	1000	355.5	[8.661665]	[83]	[]	[]	[148809012]	[]
36_2868	chr10	3220777	3221177	+	1000	355.0	[7.456384]	[118]	[12.213435, 12.638885, 12.213435]	[82, 105, 128]	[3220986]	[3220950, 3220973, 3220996]
36_287	chr9	125143448	125143848	+	1000	850.5	[]	[]	[9.758735]	[85]	[]	[125143630]
36_288	chr11	66289096	66289496	+	1000	850.0	[11.964068]	[61]	[]	[]	[66289257]	[]
36_2883	chr3	150546844	150547244	+	1000	353.5	[]	[]	[8.302331, 7.2236195]	[99, 103]	[]	[150547041, 150547045]
36_2885	chr1	154963685	154964085	+	1000	353.0	[7.73407, 12.290566]	[84, 122]	[]	[]	[154963856, 154963894]	[]
36_2886	chr18	23354608	23355008	+	1000	353.0	[14.610782]	[99]	[10.229236]	[156]	[23354791]	[23354848]
36_2887	chr22	47129956	47130356	+	1000	353.0	[]	[]	[8.099306, 7.0413136]	[53, 122]	[]	[47130108, 47130177]
36_2889	chr3	140942465	140942865	+	1000	353.0	[]	[]	[10.308315]	[111]	[]	[140942670]
36_289	chr12	54279624	54280024	+	1000	850.0	[]	[]	[7.727292]	[90]	[]	[54279800]
36_2896	chr22	37242439	37242839	+	1000	352.5	[10.569666]	[114]	[]	[]	[37242638]	[]
36_2897	chr1	75423553	75423953	+	1000	352.0	[12.172607]	[102]	[]	[]	[75423741]	[]
36_2898	chr1	155011966	155012366	+	1000	352.0	[]	[]	[10.821276]	[108]	[]	[155012173]
36_290	chr13	19863584	19863984	+	1000	850.0	[]	[]	[9.077388, 12.082027]	[81, 121]	[]	[19863764, 19863804]
36_2900	chr17	48107334	48107734	+	1000	352.0	[8.07561]	[66]	[10.525226]	[122]	[48107498]	[48107554]
36_2902	chr1	109399294	109399694	+	1000	351.5	[8.518409]	[100]	[]	[]	[109399488]	[]
36_2905	chr12	71469226	71469626	+	1000	351.5	[7.7539153]	[88]	[11.785644]	[112]	[71469412]	[71469436]
36_2913	chr5	1783163	1783563	+	1000	351.0	[10.991502]	[126]	[]	[]	[1783386]	[]
36_292	chr19	35748311	35748711	+	1000	850.0	[11.826905]	[95]	[]	[]	[35748504]	[]
36_2921	chr1	182300046	182300446	+	1000	350.0	[8.131445, 9.761811]	[138, 142]	[]	[]	[182300269, 182300273]	[]
36_2925	chr6	26478077	26478477	+	1000	350.0	[14.492824]	[94]	[]	[]	[26478270]	[]
36_2926	chr7	107998112	107998512	+	1000	350.0	[]	[]	[9.236158]	[116]	[]	[107998311]
36_293	chr3	15601375	15601775	+	1000	850.0	[12.082027]	[96]	[]	[]	[15601569]	[]
36_2930	chr20	10434341	10434741	+	1000	349.5	[]	[]	[7.1693687]	[120]	[]	[10434552]
36_2931	chr16	85171952	85172352	+	1000	349.0	[]	[]	[7.351545, 9.336362]	[66, 91]	[]	[85172116, 85172141]
36_2937	chr6	43833212	43833612	+	1000	348.5	[]	[]	[12.830319, 14.610782]	[94, 133]	[]	[43833391, 43833430]
36_2942	chr15	64246790	64247190	+	1000	348.0	[]	[]	[12.799472]	[142]	[]	[64247022]
36_2943	chr15	74621846	74622246	+	1000	348.0	[12.290566]	[96]	[10.107054]	[112]	[74622040]	[74622056]
36_2945	chr17	59707274	59707674	+	1000	348.0	[7.8048544]	[102]	[8.876314]	[139]	[59707460]	[59707497]
36_2946	chr19	48170364	48170764	+	1000	348.0	[9.310323, 12.948277]	[100, 104]	[]	[]	[48170554, 48170558]	[]
36_295	chr7	77696128	77696528	+	1000	850.0	[8.50106]	[85]	[]	[]	[77696313]	[]
36_2953	chr10	21919917	21920317	+	1000	347.0	[]	[]	[14.610782]	[135]	[]	[21920135]
36_2955	chr2	126657640	126658040	+	1000	347.0	[7.2228217]	[115]	[]	[]	[126657851]	[]
36_296	chr8	25458306	25458706	+	1000	850.0	[10.597214]	[86]	[7.302327, 10.821276]	[89, 134]	[25458492]	[25458495, 25458540]
36_2964	chr1	33127235	33127635	+	1000	345.5	[9.077388]	[110]	[]	[]	[33127430]	[]
36_2965	chr10	43455460	43455860	+	1000	345.5	[11.136967]	[139]	[]	[]	[43455683]	[]
36_2967	chr6	89819647	89820047	+	1000	345.5	[]	[]	[7.826244, 7.070417]	[93, 112]	[]	[89819829, 89819848]
36_2968	chr7	128658423	128658823	+	1000	345.5	[12.017504, 12.948277]	[94, 98]	[]	[]	[128658616, 128658620]	[]
36_297	chr15	45402091	45402491	+	1000	849.5	[]	[]	[7.3831406]	[100]	[]	[45402289]
36_2982	chr15	64566688	64567088	+	1000	344.0	[]	[]	[12.172607]	[117]	[]	[64566897]
36_2984	chr19	45442816	45443216	+	1000	344.0	[8.004651]	[145]	[]	[]	[45443037]	[]
36_2987	chr10	25493167	25493567	+	1000	343.5	[]	[]	[9.031418, 10.053806]	[75, 142]	[]	[25493328, 25493395]
36_299	chr17	7572446	7572846	+	1000	849.5	[8.447625]	[114]	[]	[]	[7572658]	[]
36_2991	chr3	198109845	198110245	+	1000	343.5	[12.830319]	[77]	[]	[]	[198110018]	[]
36_2996	chr7	123557662	123558062	+	1000	343.5	[]	[]	[9.145273]	[185]	[]	[123557877]
36_2997	chr7	157022797	157023197	+	1000	343.5	[12.172607]	[88]	[]	[]	[157022981]	[]
36_3	chr19	54463894	54464294	+	1000	1662.0	[8.60517]	[103]	[]	[]	[54464061]	[]
36_300	chrX	47560913	47561313	+	1000	849.5	[7.897518]	[89]	[]	[]	[47561102]	[]
36_3002	chr3	122415879	122416279	+	1000	343.0	[]	[]	[9.506689]	[91]	[]	[122416066]
36_3007	chr22	23220122	23220522	+	1000	342.5	[7.8240004]	[139]	[]	[]	[23220330]	[]
36_3008	chr3	10350970	10351370	+	1000	342.5	[10.643184]	[106]	[10.821276]	[146]	[10351171]	[10351211]
36_3015	chr19	38595987	38596387	+	1000	342.0	[]	[]	[9.68913]	[95]	[]	[38596177]
36_3017	chr6	118537632	118538032	+	1000	342.0	[]	[]	[7.3310385, 7.1821637]	[142, 169]	[]	[118537838, 118537865]
36_3018	chr7	103660487	103660887	+	1000	342.0	[7.59214]	[158]	[12.017504]	[114]	[103660731]	[103660687]
36_3021	chr16	54370598	54370998	+	1000	341.5	[13.053981]	[95]	[12.799472]	[70]	[54370790]	[54370765]
36_3022	chr19	49435217	49435617	+	1000	341.5	[]	[]	[13.296596, 11.178108]	[103, 130]	[]	[49435411, 49435438]
36_3023	chr9	128275808	128276208	+	1000	341.5	[]	[]	[9.389796, 8.481263]	[120, 124]	[]	[128276003, 128276007]
36_3025	chr1	165768740	165769140	+	1000	341.0	[]	[]	[7.7832117]	[168]	[]	[165768965]
36_3028	chr11	58963555	58963955	+	1000	341.0	[]	[]	[8.559237, 10.520082]	[60, 121]	[]	[58963706, 58963767]
36_3029	chr2	136025494	136025894	+	1000	341.0	[8.779605]	[58]	[10.419522]	[101]	[136025649]	[136025692]
36_3030	chr2	222709438	222709838	+	1000	341.0	[13.296596]	[105]	[]	[]	[222709640]	[]
36_3032	chr3	122001208	122001608	+	1000	341.0	[]	[]	[10.956583, 8.779605]	[165, 169]	[]	[122001443, 122001447]
36_3033	chr4	108954962	108955362	+	1000	341.0	[]	[]	[14.959101]	[105]	[]	[108955161]
36_3037	chr19	14496262	14496662	+	1000	340.5	[8.99568, 8.8627205]	[120, 149]	[10.597214]	[123]	[14496470, 14496499]	[14496473]
36_304	chr10	42367912	42368312	+	1000	848.5	[14.492824, 8.751872]	[93, 136]	[]	[]	[42368104, 42368147]	[]
36_3042	chr13	67128113	67128513	+	1000	340.0	[12.172607]	[128]	[12.213435]	[94]	[67128337]	[67128303]
36_3050	chr14	103098649	103099049	+	1000	339.5	[]	[]	[10.831086, 9.256888]	[106, 121]	[]	[103098842, 103098857]
36_3052	chr17	30824576	30824976	+	1000	339.5	[13.520257]	[112]	[]	[]	[30824780]	[]
36_3055	chr9	97518868	97519268	+	1000	339.5	[]	[]	[7.1954646, 7.2228217]	[62, 100]	[]	[97519021, 97519059]
36_3060	chr6	31665706	31666106	+	1000	339.0	[7.900244]	[168]	[]	[]	[31665956]	[]
36_3063	chr9	132982437	132982837	+	1000	339.0	[]	[]	[12.213435]	[110]	[]	[132982636]
36_307	chr11	22625702	22626102	+	1000	848.0	[]	[]	[10.520082]	[123]	[]	[22625925]
36_3070	chr4	26701712	26702112	+	1000	338.5	[7.6580224]	[250]	[]	[]	[26701912]	[]
36_3075	chr8	127949583	127949983	+	1000	338.5	[7.1768875, 8.99568]	[88, 99]	[]	[]	[127949761, 127949772]	[]
36_3089	chr17	80791859	80792259	+	1000	337.0	[]	[]	[7.9360037, 7.1120214]	[98, 102]	[]	[80792055, 80792059]
36_3095	chr3	46406949	46407349	+	1000	337.0	[]	[]	[10.141148]	[78]	[]	[46407127]
36_3096	chr4	41209233	41209633	+	1000	337.0	[8.668286, 7.1286316]	[114, 139]	[10.821276, 7.511961]	[88, 105]	[41209446, 41209471]	[41209420, 41209437]
36_3097	chr6	68640129	68640529	+	1000	337.0	[8.661665]	[117]	[]	[]	[68640327]	[]
36_310	chr9	83980124	83980524	+	1000	848.0	[]	[]	[10.774591]	[100]	[]	[83980324]
36_3100	chr9	124659353	124659753	+	1000	337.0	[14.492824]	[97]	[]	[]	[124659548]	[]
36_3101	chr1	9539032	9539432	+	1000	336.5	[]	[]	[12.135462]	[102]	[]	[9539224]
36_3102	chr1	25818052	25818452	+	1000	336.5	[10.084654]	[108]	[]	[]	[25818249]	[]
36_3103	chr1	151070257	151070657	+	1000	336.5	[10.851724]	[94]	[]	[]	[151070442]	[]
36_3106	chr10	102280591	102280991	+	1000	336.5	[14.492824]	[97]	[]	[]	[102280784]	[]
36_3107	chr2	215435468	215435868	+	1000	336.5	[14.610782]	[97]	[]	[]	[215435663]	[]
36_3109	chr4	139266471	139266871	+	1000	336.5	[]	[]	[11.350836]	[79]	[]	[139266644]
36_3118	chr1	16216144	16216544	+	1000	335.0	[]	[]	[8.114096]	[94]	[]	[16216321]
36_3122	chr4	78610515	78610915	+	1000	335.0	[8.348711]	[152]	[]	[]	[78610726]	[]
36_3126	chr14	77320220	77320620	+	1000	334.5	[]	[]	[10.364809]	[108]	[]	[77320423]
36_3134	chr1	179081597	179081997	+	1000	334.0	[14.959101]	[99]	[]	[]	[179081793]	[]
36_3139	chr3	57951468	57951868	+	1000	334.0	[]	[]	[7.615973]	[99]	[]	[57951667]
36_3140	chr5	81851470	81851870	+	1000	334.0	[]	[]	[12.91743]	[101]	[]	[81851669]
