#PeakID(python scan_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_312	chr10	29760126	29760526	+	1000	437.0	[7.312882, 11.476549]	[86, 109]	[11.476549, 11.476549, 7.312882]	[101, 130, 147]	[29760307, 29760330]	[29760322, 29760351, 29760368]
420_31200	chr5	178499343	178499743	+	905	39.0	[8.216044]	[137]	[]	[]	[178499561]	[]
420_31201	chr5	178859705	178860105	+	941	39.0	[7.2262077]	[89]	[]	[]	[178859867]	[]
420_31202	chr5	179054843	179055243	+	825	39.0	[11.476549]	[115]	[]	[]	[179055052]	[]
420_31204	chr6	2952441	2952841	+	892	39.0	[7.312882, 5.659805, 11.476549]	[100, 146, 157]	[5.659805]	[163]	[2952592, 2952638, 2952649]	[2952655]
420_31209	chr6	10262514	10262914	+	966	39.0	[11.476549]	[95]	[7.312882]	[138]	[10262709]	[10262752]
420_31210	chr6	10889395	10889795	+	886	39.0	[5.659805]	[185]	[]	[]	[10889611]	[]
420_31213	chr6	15207913	15208313	+	780	39.0	[5.659805]	[123]	[]	[]	[15208126]	[]
420_31214	chr6	15308550	15308950	+	975	39.0	[]	[]	[7.312882]	[182]	[]	[15308792]
420_31215	chr6	15598268	15598668	+	970	39.0	[7.312882, 11.476549]	[109, 118]	[]	[]	[15598472, 15598481]	[]
420_31217	chr6	16163418	16163818	+	830	39.0	[7.2262077]	[100]	[]	[]	[16163618]	[]
420_31218	chr6	18725449	18725849	+	740	39.0	[7.2262077]	[105]	[7.2262077]	[107]	[18725650]	[18725652]
420_3122	chr2	204964414	204964814	+	1000	180.0	[11.476549]	[106]	[]	[]	[204964615]	[]
420_31220	chr6	27263870	27264270	+	961	39.0	[]	[]	[11.476549]	[116]	[]	[27264077]
420_31221	chr6	27274935	27275335	+	617	39.0	[7.2262077]	[124]	[5.659805, 5.659805]	[137, 185]	[27275092]	[27275105, 27275153]
420_31223	chr6	28756433	28756833	+	945	39.0	[11.476549]	[110]	[]	[]	[28756638]	[]
420_31225	chr6	28809819	28810219	+	984	39.0	[5.659805]	[106]	[]	[]	[28809988]	[]
420_3123	chr20	8008731	8009131	+	1000	180.0	[]	[]	[11.476549]	[100]	[]	[8008928]
420_31233	chr6	32119295	32119695	+	948	39.0	[]	[]	[7.312882]	[96]	[]	[32119473]
420_31236	chr6	34363312	34363712	+	883	39.0	[11.476549]	[115]	[]	[]	[34363524]	[]
420_31237	chr6	34383307	34383707	+	817	39.0	[]	[]	[11.476549]	[112]	[]	[34383517]
420_3124	chr20	8959187	8959587	+	1000	180.0	[]	[]	[11.476549]	[94]	[]	[8959377]
420_31240	chr6	36140329	36140729	+	962	39.0	[11.476549]	[118]	[]	[]	[36140540]	[]
420_31246	chr6	43070010	43070410	+	972	39.0	[11.476549, 5.659805]	[117, 136]	[]	[]	[43070192, 43070211]	[]
420_31250	chr6	43937239	43937639	+	943	39.0	[7.2262077]	[209]	[]	[]	[43937463]	[]
420_31254	chr6	44466928	44467328	+	810	39.0	[]	[]	[11.476549]	[128]	[]	[44467140]
420_31258	chr6	52598164	52598564	+	790	39.0	[8.216044]	[196]	[]	[]	[52598392]	[]
420_3126	chr4	128841404	128841804	+	1000	180.0	[]	[]	[11.476549]	[97]	[]	[128841597]
420_31260	chr6	70436295	70436695	+	655	39.0	[11.476549]	[130]	[]	[]	[70436521]	[]
420_31261	chr6	78666771	78667171	+	982	39.0	[8.216044]	[103]	[]	[]	[78666967]	[]
420_31262	chr6	79048536	79048936	+	974	39.0	[]	[]	[7.312882]	[166]	[]	[79048785]
420_31263	chr6	82006207	82006607	+	966	39.0	[11.476549]	[110]	[]	[]	[82006417]	[]
420_31264	chr6	86508222	86508622	+	846	39.0	[]	[]	[8.216044]	[106]	[]	[86508425]
420_31265	chr6	87700742	87701142	+	948	39.0	[5.659805]	[156]	[]	[]	[87700963]	[]
420_31266	chr6	87941864	87942264	+	870	39.0	[8.216044]	[108]	[8.216044]	[174]	[87942024]	[87942090]
420_31267	chr6	95576668	95577068	+	962	39.0	[11.476549]	[144]	[]	[]	[95576861]	[]
420_31268	chr6	104461038	104461438	+	634	39.0	[11.476549]	[117]	[]	[]	[104461217]	[]
420_31269	chr6	109058636	109059036	+	804	39.0	[11.476549]	[98]	[]	[]	[109058832]	[]
420_3127	chr5	56402822	56403222	+	1000	180.0	[]	[]	[8.216044, 7.312882]	[92, 131]	[]	[56403011, 56403050]
420_31270	chr6	111337949	111338349	+	958	39.0	[]	[]	[11.476549]	[139]	[]	[111338162]
420_31272	chr6	118128742	118129142	+	763	39.0	[7.312882]	[113]	[]	[]	[118128949]	[]
420_31273	chr6	118548181	118548581	+	854	39.0	[]	[]	[8.216044]	[95]	[]	[118548373]
420_31274	chr6	121617358	121617758	+	663	39.0	[]	[]	[11.476549]	[140]	[]	[121617585]
420_31275	chr6	123323429	123323829	+	920	39.0	[]	[]	[7.312882, 11.476549]	[122, 139]	[]	[123323634, 123323651]
420_31276	chr6	129282042	129282442	+	925	39.0	[11.476549]	[116]	[]	[]	[129282256]	[]
420_31277	chr6	129748314	129748714	+	980	39.0	[]	[]	[5.659805]	[74]	[]	[129748472]
420_3128	chr5	62561896	62562296	+	1000	180.0	[11.476549]	[105]	[]	[]	[62562094]	[]
420_31280	chr6	134277098	134277498	+	812	39.0	[]	[]	[7.2262077]	[92]	[]	[134277267]
420_31281	chr6	135021939	135022339	+	932	39.0	[]	[]	[7.2262077]	[116]	[]	[135022147]
420_31283	chr6	135325584	135325984	+	864	39.0	[]	[]	[7.312882]	[201]	[]	[135325805]
420_31284	chr6	136593881	136594281	+	963	39.0	[]	[]	[7.2262077, 11.476549]	[109, 155]	[]	[136594073, 136594119]
420_31285	chr6	136785202	136785602	+	882	39.0	[]	[]	[5.659805]	[172]	[]	[136785422]
420_31287	chr6	138972222	138972622	+	824	39.0	[]	[]	[5.659805]	[113]	[]	[138972431]
420_31288	chr6	143802858	143803258	+	968	39.0	[]	[]	[8.216044]	[136]	[]	[143803053]
420_3129	chr5	72141882	72142282	+	1000	180.0	[]	[]	[11.476549]	[104]	[]	[72142074]
420_31290	chr6	149089529	149089929	+	599	39.0	[11.476549]	[132]	[5.659805]	[105]	[149089715]	[149089688]
420_31291	chr6	149441021	149441421	+	601	39.0	[8.216044, 5.659805, 7.2262077]	[91, 124, 132]	[5.659805]	[84]	[149441208, 149441241, 149441249]	[149441201]
420_31292	chr6	151037302	151037702	+	985	39.0	[8.216044]	[90]	[]	[]	[151037469]	[]
420_31293	chr6	153465050	153465450	+	940	39.0	[7.312882, 7.2262077]	[76, 101]	[]	[]	[153465225, 153465250]	[]
420_31294	chr6	155314685	155315085	+	667	39.0	[]	[]	[7.312882]	[120]	[]	[155314887]
420_31295	chr6	157513054	157513454	+	944	39.0	[11.476549]	[121]	[]	[]	[157513240]	[]
420_31296	chr6	157515877	157516277	+	789	39.0	[]	[]	[7.312882]	[170]	[]	[157516091]
420_313	chr11	90851189	90851589	+	1000	437.0	[11.476549]	[109]	[11.476549]	[102]	[90851392]	[90851385]
420_3130	chr5	119751108	119751508	+	1000	180.0	[]	[]	[7.2262077]	[88]	[]	[119751294]
420_31300	chr7	972654	973054	+	967	39.0	[11.476549]	[135]	[]	[]	[972868]	[]
420_31301	chr7	7881519	7881919	+	764	39.0	[11.476549]	[117]	[]	[]	[7881676]	[]
420_31304	chr7	22443384	22443784	+	798	39.0	[]	[]	[8.216044]	[73]	[]	[22443550]
420_31305	chr7	23895835	23896235	+	970	39.0	[8.216044]	[79]	[11.476549]	[100]	[23896002]	[23896023]
420_31307	chr7	26187569	26187969	+	962	39.0	[7.312882]	[209]	[]	[]	[26187820]	[]
420_31309	chr7	35702556	35702956	+	582	39.0	[11.476549]	[140]	[]	[]	[35702768]	[]
420_31312	chr7	47685821	47686221	+	549	39.0	[8.216044]	[167]	[]	[]	[47686027]	[]
420_31313	chr7	48165146	48165546	+	742	39.0	[11.476549]	[115]	[11.476549]	[56]	[48165358]	[48165299]
420_31319	chr7	67561148	67561548	+	806	39.0	[]	[]	[11.476549]	[129]	[]	[67561374]
420_3132	chr6	2730324	2730724	+	1000	180.0	[11.476549]	[113]	[]	[]	[2730529]	[]
420_31320	chr7	70325728	70326128	+	562	39.0	[7.2262077, 11.476549]	[93, 121]	[]	[]	[70325919, 70325947]	[]
420_31323	chr7	75878442	75878842	+	755	39.0	[]	[]	[7.2262077]	[167]	[]	[75878650]
420_31325	chr7	76392834	76393234	+	902	39.0	[]	[]	[7.312882]	[110]	[]	[76393036]
420_31327	chr7	81877896	81878296	+	874	39.0	[]	[]	[11.476549]	[98]	[]	[81878091]
420_31328	chr7	90951219	90951619	+	817	39.0	[7.2262077]	[119]	[]	[]	[90951437]	[]
420_3133	chr6	43310626	43311026	+	1000	180.0	[11.476549]	[148]	[]	[]	[43310847]	[]
420_31330	chr7	96928934	96929334	+	875	39.0	[]	[]	[11.476549]	[143]	[]	[96929158]
420_31331	chr7	97770820	97771220	+	577	39.0	[]	[]	[7.2262077]	[103]	[]	[97771016]
420_31332	chr7	99235930	99236330	+	578	39.0	[7.2262077]	[98]	[]	[]	[99236109]	[]
420_31334	chr7	100598478	100598878	+	946	39.0	[7.312882]	[119]	[]	[]	[100598694]	[]
420_31338	chr7	107056883	107057283	+	967	39.0	[8.216044]	[157]	[]	[]	[107057089]	[]
420_3134	chr6	137680971	137681371	+	1000	180.0	[11.476549]	[110]	[]	[]	[137681170]	[]
420_31340	chr7	107322024	107322424	+	961	39.0	[]	[]	[8.216044]	[135]	[]	[107322214]
420_31343	chr7	109044688	109045088	+	843	39.0	[]	[]	[7.312882, 5.659805]	[114, 140]	[]	[109044888, 109044914]
420_31344	chr7	111232465	111232865	+	966	39.0	[8.216044]	[99]	[]	[]	[111232662]	[]
420_31345	chr7	111294490	111294890	+	672	39.0	[]	[]	[11.476549]	[107]	[]	[111294694]
420_31348	chr7	116212115	116212515	+	933	39.0	[]	[]	[5.659805]	[157]	[]	[116212319]
420_31349	chr7	116860203	116860603	+	939	39.0	[11.476549]	[101]	[]	[]	[116860403]	[]
420_3135	chr6	148530642	148531042	+	1000	180.0	[]	[]	[11.476549]	[102]	[]	[148530844]
420_31350	chr7	117679112	117679512	+	951	39.0	[]	[]	[11.476549]	[109]	[]	[117679317]
420_31351	chr7	119931465	119931865	+	908	39.0	[7.312882]	[137]	[7.312882]	[130]	[119931691]	[119931684]
420_31353	chr7	122692850	122693250	+	922	39.0	[5.659805]	[151]	[11.476549]	[126]	[122693083]	[122693058]
420_31354	chr7	123341084	123341484	+	974	39.0	[8.216044]	[124]	[]	[]	[123341300]	[]
420_31358	chr7	128141675	128142075	+	871	39.0	[]	[]	[11.476549, 7.2262077]	[110, 145]	[]	[128141869, 128141904]
420_3136	chr7	104963869	104964269	+	1000	180.0	[]	[]	[11.476549]	[109]	[]	[104964075]
420_31360	chr7	128724317	128724717	+	914	39.0	[]	[]	[5.659805]	[115]	[]	[128724511]
420_31361	chr7	128740943	128741343	+	760	39.0	[]	[]	[11.476549]	[145]	[]	[128741180]
420_31364	chr7	134547277	134547677	+	931	39.0	[7.2262077]	[86]	[]	[]	[134547451]	[]
420_31365	chr7	136344560	136344960	+	948	39.0	[8.216044, 7.2262077, 8.216044]	[83, 111, 133]	[8.216044]	[96]	[136344730, 136344758, 136344780]	[136344743]
420_31366	chr7	137903636	137904036	+	950	39.0	[]	[]	[7.2262077]	[128]	[]	[137903829]
420_31367	chr7	139242992	139243392	+	929	39.0	[7.312882]	[98]	[]	[]	[139243179]	[]
420_31369	chr7	139700299	139700699	+	926	39.0	[8.216044, 11.476549]	[118, 121]	[]	[]	[139700467, 139700470]	[]
420_3137	chr9	6049809	6050209	+	1000	180.0	[]	[]	[11.476549]	[106]	[]	[6050013]
420_31370	chr7	140479505	140479905	+	979	39.0	[]	[]	[5.659805]	[94]	[]	[140479685]
420_31373	chr7	144127691	144128091	+	975	39.0	[]	[]	[8.216044]	[89]	[]	[144127872]
420_31374	chr7	148986049	148986449	+	989	39.0	[]	[]	[5.659805]	[115]	[]	[148986225]
420_31378	chr7	153422714	153423114	+	939	39.0	[7.2262077, 7.312882]	[151, 218]	[]	[]	[153422890, 153422957]	[]
420_31379	chr7	155296883	155297283	+	975	39.0	[5.659805]	[139]	[]	[]	[155297091]	[]
420_31380	chr7	156892011	156892411	+	873	39.0	[]	[]	[11.476549]	[107]	[]	[156892210]
420_31381	chr7	157378436	157378836	+	959	39.0	[11.476549]	[115]	[]	[]	[157378651]	[]
420_31382	chr7	157979951	157980351	+	752	39.0	[]	[]	[8.216044]	[100]	[]	[157980107]
420_31387	chr8	10472411	10472811	+	570	39.0	[11.476549]	[103]	[]	[]	[10472609]	[]
420_31388	chr8	10799765	10800165	+	887	39.0	[]	[]	[7.2262077]	[103]	[]	[10799937]
420_31389	chr8	12818759	12819159	+	808	39.0	[]	[]	[11.476549, 11.476549]	[69, 98]	[]	[12818920, 12818949]
420_3139	chr1	39711363	39711763	+	1000	179.0	[7.2262077]	[93]	[7.2262077]	[95]	[39711533]	[39711535]
420_31390	chr8	16314508	16314908	+	845	39.0	[8.216044, 7.312882]	[67, 118]	[]	[]	[16314664, 16314715]	[]
420_31391	chr8	17207853	17208253	+	667	39.0	[7.2262077, 11.476549]	[79, 118]	[]	[]	[17208030, 17208069]	[]
420_31394	chr8	29289462	29289862	+	836	39.0	[]	[]	[7.312882]	[155]	[]	[29289652]
420_31395	chr8	37916101	37916501	+	901	39.0	[]	[]	[5.659805]	[166]	[]	[37916309]
420_31398	chr8	41844815	41845215	+	935	39.0	[11.476549]	[99]	[]	[]	[41845008]	[]
420_31399	chr8	46046449	46046849	+	879	39.0	[7.2262077, 11.476549]	[76, 107]	[]	[]	[46046620, 46046651]	[]
420_314	chr22	24729277	24729677	+	1000	437.0	[11.476549, 7.312882]	[64, 112]	[11.476549]	[105]	[24729440, 24729488]	[24729481]
420_3140	chr10	1149812	1150212	+	1000	179.0	[11.476549, 11.476549]	[84, 123]	[]	[]	[1149995, 1150034]	[]
420_31400	chr8	58053174	58053574	+	1000	39.0	[]	[]	[11.476549]	[127]	[]	[58053376]
420_31402	chr8	61308322	61308722	+	697	39.0	[11.476549, 7.312882]	[116, 158]	[]	[]	[61308526, 61308568]	[]
420_31403	chr8	64810554	64810954	+	753	39.0	[11.476549]	[112]	[]	[]	[64810757]	[]
420_31404	chr8	68026001	68026401	+	856	39.0	[]	[]	[11.476549, 11.476549, 11.476549, 5.659805]	[93, 102, 111, 135]	[]	[68026188, 68026197, 68026206, 68026230]
420_31405	chr8	69711950	69712350	+	941	39.0	[]	[]	[11.476549]	[96]	[]	[69712145]
420_31406	chr8	70534428	70534828	+	635	39.0	[]	[]	[7.2262077, 7.312882, 5.659805]	[80, 124, 146]	[]	[70534606, 70534650, 70534672]
420_31408	chr8	93133277	93133677	+	617	39.0	[]	[]	[7.312882, 8.216044]	[94, 155]	[]	[93133463, 93133524]
420_31409	chr8	98526667	98527067	+	649	39.0	[]	[]	[7.312882]	[127]	[]	[98526860]
420_3141	chr10	119658265	119658665	+	1000	179.0	[11.476549]	[105]	[7.2262077, 8.216044]	[57, 98]	[119658469]	[119658421, 119658462]
420_31414	chr8	123416960	123417360	+	980	39.0	[11.476549]	[156]	[]	[]	[123417197]	[]
420_31415	chr8	123589214	123589614	+	895	39.0	[8.216044]	[104]	[]	[]	[123589405]	[]
420_31416	chr8	125962412	125962812	+	836	39.0	[]	[]	[7.312882]	[129]	[]	[125962618]
420_31419	chr8	129571744	129572144	+	1000	39.0	[11.476549]	[102]	[]	[]	[129571902]	[]
420_3142	chr11	62368231	62368631	+	1000	179.0	[]	[]	[11.476549]	[134]	[]	[62368437]
420_31420	chr8	130264043	130264443	+	909	39.0	[]	[]	[11.476549]	[130]	[]	[130264261]
420_31421	chr8	132393699	132394099	+	848	39.0	[]	[]	[11.476549]	[110]	[]	[132393889]
420_31422	chr8	133200444	133200844	+	951	39.0	[]	[]	[7.2262077]	[93]	[]	[133200631]
420_31424	chr8	134685515	134685915	+	886	39.0	[8.216044]	[142]	[]	[]	[134685726]	[]
420_31425	chr8	135945269	135945669	+	957	39.0	[]	[]	[11.476549]	[83]	[]	[135945446]
420_31426	chr8	140597031	140597431	+	753	39.0	[]	[]	[5.659805]	[85]	[]	[140597212]
420_31429	chr9	2214007	2214407	+	766	39.0	[]	[]	[7.2262077]	[175]	[]	[2214192]
420_3143	chr11	95543203	95543603	+	1000	179.0	[]	[]	[7.2262077]	[121]	[]	[95543418]
420_31432	chr9	19116375	19116775	+	922	39.0	[]	[]	[11.476549]	[135]	[]	[19116603]
420_31433	chr9	36664801	36665201	+	978	39.0	[]	[]	[11.476549]	[94]	[]	[36664995]
420_31435	chr9	38510342	38510742	+	740	39.0	[8.216044]	[108]	[]	[]	[38510544]	[]
420_31436	chr9	73441205	73441605	+	558	39.0	[7.2262077]	[55]	[11.476549]	[109]	[73441358]	[73441412]
420_31437	chr9	83072495	83072895	+	932	39.0	[11.476549]	[109]	[]	[]	[83072700]	[]
420_31438	chr9	87509972	87510372	+	972	39.0	[5.659805]	[167]	[]	[]	[87510219]	[]
420_3144	chr16	76007640	76008040	+	1000	179.0	[11.476549]	[110]	[]	[]	[76007849]	[]
420_31440	chr9	94726518	94726918	+	894	39.0	[]	[]	[5.659805]	[222]	[]	[94726741]
420_31442	chr9	96618280	96618680	+	815	39.0	[11.476549]	[105]	[]	[]	[96618454]	[]
420_31443	chr9	98228973	98229373	+	642	39.0	[11.476549]	[128]	[8.216044]	[120]	[98229189]	[98229181]
420_31446	chr9	108013268	108013668	+	852	39.0	[11.476549]	[122]	[]	[]	[108013482]	[]
420_3145	chr17	42323374	42323774	+	1000	179.0	[]	[]	[7.312882]	[97]	[]	[42323566]
420_31452	chr9	128164052	128164452	+	968	39.0	[5.659805, 11.476549]	[56, 122]	[]	[]	[128164203, 128164269]	[]
420_31456	chr9	130991740	130992140	+	698	39.0	[]	[]	[7.2262077]	[127]	[]	[130991949]
420_31457	chr9	131009438	131009838	+	543	39.0	[]	[]	[5.659805]	[129]	[]	[131009649]
420_31459	chr9	131235376	131235776	+	909	39.0	[7.2262077]	[130]	[]	[]	[131235548]	[]
420_3146	chr2	30608624	30609024	+	1000	179.0	[]	[]	[11.476549]	[131]	[]	[30608843]
420_31460	chr9	131755556	131755956	+	889	39.0	[7.2262077]	[123]	[]	[]	[131755767]	[]
420_31461	chr9	132075898	132076298	+	948	39.0	[]	[]	[11.476549]	[119]	[]	[132076086]
420_31463	chr9	136787495	136787895	+	702	39.0	[7.2262077]	[207]	[]	[]	[136787674]	[]
420_31464	chr9	137318994	137319394	+	929	39.0	[5.659805]	[100]	[]	[]	[137319184]	[]
420_31466	chrX	2707347	2707747	+	829	39.0	[]	[]	[5.659805, 8.216044]	[125, 128]	[]	[2707518, 2707521]
420_31467	chrX	12460933	12461333	+	840	39.0	[]	[]	[11.476549]	[104]	[]	[12461122]
420_31469	chrX	41333934	41334334	+	978	39.0	[]	[]	[11.476549]	[78]	[]	[41334103]
420_3147	chr2	86217197	86217597	+	1000	179.0	[11.476549]	[150]	[]	[]	[86217427]	[]
420_31470	chrX	46444045	46444445	+	587	39.0	[7.2262077]	[117]	[]	[]	[46444253]	[]
420_31473	chrX	49242678	49243078	+	648	39.0	[7.2262077]	[121]	[]	[]	[49242891]	[]
420_31474	chrX	52819788	52820188	+	996	39.0	[11.476549, 11.476549]	[105, 131]	[]	[]	[52819991, 52820017]	[]
420_31475	chrX	55014962	55015362	+	816	39.0	[]	[]	[7.2262077]	[117]	[]	[55015171]
420_31476	chrX	72712130	72712530	+	850	39.0	[]	[]	[11.476549]	[144]	[]	[72712356]
420_31477	chrX	86047035	86047435	+	967	39.0	[11.476549, 11.476549]	[142, 149]	[]	[]	[86047248, 86047255]	[]
420_31478	chrX	87392375	87392775	+	845	39.0	[]	[]	[11.476549]	[130]	[]	[87392599]
420_31479	chrX	104922117	104922517	+	880	39.0	[7.2262077]	[118]	[]	[]	[104922334]	[]
420_3148	chr2	116769514	116769914	+	1000	179.0	[11.476549]	[114]	[11.476549]	[120]	[116769720]	[116769726]
420_31480	chrX	121894737	121895137	+	976	39.0	[7.312882]	[150]	[11.476549]	[129]	[121894972]	[121894951]
420_31481	chrX	125444803	125445203	+	769	39.0	[11.476549]	[110]	[]	[]	[125445009]	[]
420_31482	chrX	133410552	133410952	+	977	39.0	[]	[]	[11.476549]	[94]	[]	[133410746]
420_31483	chrX	136816945	136817345	+	713	39.0	[11.476549]	[95]	[]	[]	[136817140]	[]
420_31484	chrX	149503457	149503857	+	575	39.0	[5.659805]	[145]	[7.312882]	[166]	[149503686]	[149503707]
420_31486	chrX	152465132	152465532	+	985	39.0	[7.312882, 11.476549, 11.476549]	[87, 117, 140]	[]	[]	[152465315, 152465345, 152465368]	[]
420_3149	chr21	42251002	42251402	+	1000	179.0	[]	[]	[8.216044]	[98]	[]	[42251196]
420_31491	chr1	8424241	8424641	+	665	38.0	[8.216044]	[131]	[11.476549]	[117]	[8424464]	[8424450]
420_31492	chr1	8848852	8849252	+	945	38.0	[]	[]	[5.659805]	[191]	[]	[8849089]
420_31497	chr1	12124774	12125174	+	944	38.0	[]	[]	[5.659805]	[81]	[]	[12124951]
420_31498	chr1	13970600	13971000	+	637	38.0	[7.2262077]	[162]	[]	[]	[13970832]	[]
420_315	chr18	25408289	25408689	+	1000	436.0	[11.476549]	[107]	[7.312882]	[99]	[25408494]	[25408486]
420_3150	chr3	142976595	142976995	+	1000	179.0	[5.659805, 5.659805]	[144, 161]	[7.2262077, 5.659805]	[126, 153]	[142976826, 142976843]	[142976808, 142976835]
420_31500	chr1	15128552	15128952	+	848	38.0	[7.2262077]	[92]	[]	[]	[15128743]	[]
420_31501	chr1	15261192	15261592	+	796	38.0	[7.2262077]	[230]	[]	[]	[15261442]	[]
420_31504	chr1	16292750	16293150	+	936	38.0	[7.2262077]	[100]	[7.2262077]	[102]	[16292906]	[16292908]
420_31505	chr1	17192364	17192764	+	964	38.0	[]	[]	[11.476549]	[117]	[]	[17192566]
420_31506	chr1	17984511	17984911	+	906	38.0	[11.476549]	[139]	[]	[]	[17984741]	[]
420_31507	chr1	18327649	18328049	+	886	38.0	[]	[]	[11.476549]	[100]	[]	[18327845]
420_31508	chr1	19325301	19325701	+	813	38.0	[]	[]	[11.476549]	[153]	[]	[19325535]
420_3151	chr3	175426737	175427137	+	1000	179.0	[7.312882]	[107]	[8.216044, 11.476549, 8.216044]	[80, 100, 128]	[175426943]	[175426916, 175426936, 175426964]
420_31511	chr1	21195119	21195519	+	911	38.0	[7.2262077]	[58]	[]	[]	[21195273]	[]
420_31513	chr1	23163368	23163768	+	948	38.0	[]	[]	[11.476549]	[123]	[]	[23163576]
420_31518	chr1	26668384	26668784	+	617	38.0	[]	[]	[11.476549]	[131]	[]	[26668580]
420_3152	chr5	72504082	72504482	+	1000	179.0	[]	[]	[7.2262077]	[90]	[]	[72504260]
420_31520	chr1	26862748	26863148	+	905	38.0	[]	[]	[11.476549, 8.216044]	[165, 177]	[]	[26862964, 26862976]
420_31525	chr1	32992474	32992874	+	703	38.0	[]	[]	[7.2262077]	[80]	[]	[32992638]
420_3153	chr5	88743447	88743847	+	1000	179.0	[]	[]	[11.476549]	[102]	[]	[88743644]
420_31534	chr1	41882008	41882408	+	935	38.0	[5.659805]	[123]	[]	[]	[41882202]	[]
420_31536	chr1	43929504	43929904	+	715	38.0	[5.659805]	[126]	[]	[]	[43929729]	[]
420_31538	chr1	43994754	43995154	+	854	38.0	[5.659805]	[114]	[5.659805]	[143]	[43994957]	[43994986]
420_3154	chr7	5472538	5472938	+	1000	179.0	[]	[]	[11.476549]	[87]	[]	[5472725]
420_31542	chr1	47164567	47164967	+	823	38.0	[11.476549]	[87]	[8.216044]	[69]	[47164752]	[47164734]
420_31543	chr1	52045668	52046068	+	920	38.0	[]	[]	[11.476549]	[94]	[]	[52045858]
420_31546	chr1	56152643	56153043	+	936	38.0	[7.312882]	[84]	[]	[]	[56152805]	[]
420_31547	chr1	59013878	59014278	+	811	38.0	[]	[]	[11.476549]	[133]	[]	[59014049]
420_31548	chr1	60054364	60054764	+	928	38.0	[11.476549]	[113]	[]	[]	[60054574]	[]
420_31549	chr1	61618199	61618599	+	673	38.0	[11.476549]	[104]	[]	[]	[61618397]	[]
420_3155	chr7	77990106	77990506	+	1000	179.0	[]	[]	[11.476549]	[95]	[]	[77990301]
420_31551	chr1	64251845	64252245	+	923	38.0	[11.476549]	[108]	[]	[]	[64252047]	[]
420_31555	chr1	86828832	86829232	+	917	38.0	[5.659805]	[101]	[11.476549]	[85]	[86829030]	[86829014]
420_31556	chr1	89672140	89672540	+	719	38.0	[8.216044]	[76]	[]	[]	[89672307]	[]
420_31558	chr1	92924630	92925030	+	876	38.0	[]	[]	[11.476549]	[125]	[]	[92924832]
420_31560	chr1	101204149	101204549	+	922	38.0	[11.476549, 11.476549]	[140, 148]	[]	[]	[101204339, 101204347]	[]
420_31561	chr1	109239384	109239784	+	831	38.0	[]	[]	[7.312882]	[116]	[]	[109239576]
420_31564	chr1	110858267	110858667	+	933	38.0	[]	[]	[11.476549]	[129]	[]	[110858480]
420_31565	chr1	112880952	112881352	+	920	38.0	[]	[]	[5.659805]	[106]	[]	[112881156]
420_31566	chr1	114088459	114088859	+	866	38.0	[11.476549, 7.2262077]	[177, 185]	[]	[]	[114088691, 114088699]	[]
420_31569	chr1	118243266	118243666	+	921	38.0	[7.2262077, 11.476549]	[102, 112]	[]	[]	[118243467, 118243477]	[]
420_31570	chr1	119121875	119122275	+	938	38.0	[11.476549]	[114]	[]	[]	[119122087]	[]
420_31571	chr1	121595105	121595505	+	862	38.0	[11.476549]	[128]	[]	[]	[121595330]	[]
420_31572	chr1	143219876	143220276	+	685	38.0	[8.216044]	[63]	[]	[]	[143220039]	[]
420_31575	chr1	150386513	150386913	+	744	38.0	[]	[]	[7.312882]	[157]	[]	[150386754]
420_3158	chr9	19748859	19749259	+	1000	179.0	[11.476549]	[119]	[]	[]	[19749071]	[]
420_31580	chr1	154354462	154354862	+	928	38.0	[]	[]	[5.659805, 7.2262077, 7.312882]	[163, 176, 189]	[]	[154354676, 154354689, 154354702]
420_31582	chr1	156108053	156108453	+	555	38.0	[11.476549]	[103]	[]	[]	[156108251]	[]
420_31584	chr1	160358073	160358473	+	937	38.0	[11.476549]	[143]	[]	[]	[160358298]	[]
420_31586	chr1	161523720	161524120	+	833	38.0	[7.2262077]	[105]	[]	[]	[161523923]	[]
420_31588	chr1	168179245	168179645	+	953	38.0	[5.659805]	[141]	[]	[]	[168179465]	[]
420_31589	chr1	168751174	168751574	+	938	38.0	[11.476549]	[114]	[]	[]	[168751388]	[]
420_3159	chr9	105681685	105682085	+	1000	179.0	[]	[]	[7.2262077, 8.216044]	[93, 96]	[]	[105681878, 105681881]
420_31593	chr1	174079763	174080163	+	955	38.0	[]	[]	[7.2262077]	[133]	[]	[174079985]
420_31596	chr1	182289447	182289847	+	887	38.0	[11.476549]	[108]	[]	[]	[182289647]	[]
420_31597	chr1	183635528	183635928	+	702	38.0	[11.476549]	[92]	[]	[]	[183635708]	[]
420_31599	chr1	183987561	183987961	+	884	38.0	[]	[]	[11.476549]	[58]	[]	[183987714]
420_316	chr5	161602732	161603132	+	1000	436.0	[11.476549]	[111]	[11.476549]	[104]	[161602935]	[161602928]
420_3160	chr9	122477385	122477785	+	1000	179.0	[11.476549]	[122]	[]	[]	[122477601]	[]
