#PeakID(python identify_motif.py ./ENCODE_processed_files/JUNB_idr.fa JUNB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
771_239	chr1	236097087	236097487	+	1000	142.0	[10.846566, 10.846566, 10.846566]	[81, 110, 139]	[8.124977, 8.124977, 8.124977]	[81, 110, 139]	[236097264, 236097293, 236097322]	[236097264, 236097293, 236097322]
771_2392	chr1	155017385	155017785	+	1000	57.0	[10.545317]	[90]	[8.426227]	[90]	[155017571]	[155017571]
771_2393	chr1	162418636	162419036	+	1000	57.0	[10.861151]	[109]	[13.712336]	[109]	[162418842]	[162418842]
771_2395	chr1	223726699	223727099	+	1000	57.0	[7.246666, 13.712336]	[69, 94]	[9.667448, 10.861151]	[69, 94]	[223726857, 223726882]	[223726857, 223726882]
771_2402	chr11	32386758	32387158	+	1000	57.0	[10.861151]	[117]	[13.712336]	[117]	[32386969]	[32386969]
771_2404	chr11	64355157	64355557	+	1000	57.0	[10.770802]	[62]	[13.061545]	[62]	[64355311]	[64355311]
771_2406	chr12	406790	407190	+	1000	57.0	[13.712336]	[204]	[10.861151]	[204]	[407036]	[407036]
771_2407	chr12	7241390	7241790	+	1000	57.0	[8.715885, 10.325372]	[109, 119]	[10.191513, 7.9050317]	[109, 119]	[7241583, 7241593]	[7241583, 7241593]
771_241	chr11	46237089	46237489	+	1000	142.0	[11.066511, 7.026721]	[111, 137]	[8.646172, 9.146254]	[111, 137]	[46237288, 46237314]	[46237288, 46237314]
771_2410	chr12	71299549	71299949	+	1000	57.0	[10.846566]	[114]	[8.124977]	[114]	[71299754]	[71299754]
771_2412	chr12	89756609	89757009	+	1000	57.0	[9.763456]	[149]	[12.305938]	[149]	[89756836]	[89756836]
771_2413	chr12	92002109	92002509	+	1000	57.0	[10.861151]	[149]	[13.712336]	[149]	[92002346]	[92002346]
771_2415	chr12	108838363	108838763	+	1000	57.0	[10.846566]	[132]	[8.124977]	[132]	[108838561]	[108838561]
771_2417	chr14	103417610	103418010	+	1000	57.0	[13.712336]	[89]	[10.861151]	[89]	[103417796]	[103417796]
771_2418	chr15	43440780	43441180	+	1000	57.0	[15.927315]	[96]	[13.506975]	[96]	[43440963]	[43440963]
771_2419	chr15	51228415	51228815	+	1000	57.0	[15.927315]	[115]	[13.506975]	[115]	[51228614]	[51228614]
771_2421	chr16	20746928	20747328	+	1000	57.0	[10.545317]	[78]	[8.426227]	[78]	[20747103]	[20747103]
771_2422	chr16	58264863	58265263	+	1000	57.0	[10.861151]	[150]	[13.712336]	[150]	[58265084]	[58265084]
771_2423	chr16	85050529	85050929	+	1000	57.0	[7.027282]	[129]	[9.440167]	[129]	[85050740]	[85050740]
771_2424	chr16	89026209	89026609	+	1000	57.0	[6.620499, 15.927315]	[97, 175]	[13.506975]	[175]	[89026375, 89026453]	[89026453]
771_2425	chr17	41678444	41678844	+	1000	57.0	[9.89249]	[149]	[11.882428]	[149]	[41678668]	[41678668]
771_2426	chr17	50050995	50051395	+	1000	57.0	[10.846566, 10.325372]	[85, 96]	[8.124977, 7.9050317]	[85, 96]	[50051179, 50051190]	[50051179, 50051190]
771_2427	chr17	75189205	75189605	+	1000	57.0	[13.191141]	[92]	[10.641206]	[92]	[75189364]	[75189364]
771_2429	chr18	62555161	62555561	+	777	57.0	[12.305938, 13.506975, 7.2471085]	[85, 113, 124]	[9.763456, 15.927315, 9.667006]	[85, 113, 124]	[62555339, 62555367, 62555378]	[62555339, 62555367, 62555378]
771_2430	chr19	39430623	39431023	+	1000	57.0	[13.506975]	[98]	[15.927315]	[98]	[39430818]	[39430818]
771_2432	chr2	68423871	68424271	+	1000	57.0	[10.846566]	[98]	[8.124977]	[98]	[68424065]	[68424065]
771_2434	chr2	97911364	97911764	+	1000	57.0	[10.119268, 11.882428, 7.3936696]	[122, 186, 198]	[7.7989426, 9.89249]	[122, 186]	[97911536, 97911600, 97911612]	[97911536, 97911600]
771_2438	chr2	177245017	177245417	+	1000	57.0	[15.927315]	[82]	[13.506975]	[82]	[177245187]	[177245187]
771_2439	chr2	235444237	235444637	+	1000	57.0	[10.846566, 10.641206]	[109, 136]	[8.124977, 13.191141]	[109, 136]	[235444430, 235444457]	[235444430, 235444457]
771_2442	chr21	34186119	34186519	+	1000	57.0	[15.927315]	[103]	[13.506975]	[103]	[34186318]	[34186318]
771_2449	chr22	41311505	41311905	+	1000	57.0	[15.927315]	[112]	[13.506975]	[112]	[41311699]	[41311699]
771_245	chr6	143806348	143806748	+	1000	141.0	[13.712336]	[99]	[10.861151]	[99]	[143806527]	[143806527]
771_2451	chr3	15339833	15340233	+	1000	57.0	[15.927315, 6.9073806]	[106, 119]	[13.506975]	[106]	[15340035, 15340048]	[15340035]
771_2452	chr3	33775409	33775809	+	1000	57.0	[12.4798975]	[84]	[12.491025]	[84]	[33775573]	[33775573]
771_2453	chr3	33905087	33905487	+	1000	57.0	[11.066511]	[80]	[8.646172]	[80]	[33905266]	[33905266]
771_2454	chr3	46400192	46400592	+	1000	57.0	[9.447061]	[110]	[6.725914]	[110]	[46400394]	[46400394]
771_2457	chr4	112170414	112170814	+	1000	57.0	[13.506975]	[93]	[15.927315]	[93]	[112170603]	[112170603]
771_2461	chr5	68460073	68460473	+	1000	57.0	[6.889081]	[173]	[6.8779535]	[173]	[68460316]	[68460316]
771_2465	chr5	149134510	149134910	+	1000	57.0	[15.927315, 9.614127]	[81, 106]	[13.506975, 6.7108865, 7.5734572, 9.75485]	[81, 95, 99, 106]	[149134691, 149134716]	[149134691, 149134705, 149134709, 149134716]
771_2467	chr6	15062590	15062990	+	1000	57.0	[10.33729, 6.570135]	[98, 159]	[7.9716325]	[98]	[15062744, 15062805]	[15062744]
771_2471	chr6	90411278	90411678	+	1000	57.0	[10.641206]	[121]	[13.191141]	[121]	[90411486]	[90411486]
771_2473	chr7	28037276	28037676	+	1000	57.0	[15.927315, 13.061545, 11.291996]	[66, 91, 138]	[13.506975, 10.770802, 13.28149]	[66, 91, 138]	[28037428, 28037453, 28037500]	[28037428, 28037453, 28037500]
771_2475	chr7	99224414	99224814	+	1000	57.0	[13.191141, 11.882428]	[61, 136]	[10.641206, 9.89249]	[61, 136]	[99224575, 99224650]	[99224575, 99224650]
771_2476	chr7	99274195	99274595	+	1000	57.0	[10.770802]	[116]	[13.061545, 6.91942]	[116, 136]	[99274390]	[99274390, 99274410]
771_2478	chr7	127983766	127984166	+	1000	57.0	[]	[]	[7.232081]	[188]	[]	[127984016]
771_2479	chr7	131244289	131244689	+	1000	57.0	[7.9050317, 11.066511, 7.383095]	[73, 85, 94]	[10.325372, 8.646172]	[73, 85]	[131244461, 131244473, 131244482]	[131244461, 131244473]
771_248	chr13	100392723	100393123	+	1000	140.0	[11.066511, 11.066511, 11.066511]	[76, 93, 116]	[8.646172, 8.646172, 8.646172]	[76, 93, 116]	[100392895, 100392912, 100392935]	[100392895, 100392912, 100392935]
771_2483	chr8	128176827	128177227	+	1000	57.0	[9.885598]	[104]	[12.183796]	[104]	[128177029]	[128177029]
771_2484	chr8	129708001	129708401	+	1000	57.0	[13.506975]	[104]	[15.927315]	[104]	[129708190]	[129708190]
771_2485	chr8	141026653	141027053	+	634	57.0	[7.026721]	[157]	[9.146254]	[157]	[141026882]	[141026882]
771_2488	chr9	131122829	131123229	+	1000	57.0	[13.061545]	[114]	[10.770802]	[114]	[131123022]	[131123022]
771_2489	chr1	15692288	15692688	+	1000	56.0	[7.246666]	[174]	[9.667448]	[174]	[15692517]	[15692517]
771_2493	chr10	34758372	34758772	+	1000	56.0	[13.506975]	[126]	[15.927315]	[126]	[34758591]	[34758591]
771_2497	chr10	96840878	96841278	+	1000	56.0	[11.291996]	[123]	[13.28149]	[123]	[96841086]	[96841086]
771_2498	chr10	102455846	102456246	+	1000	56.0	[7.9050317, 6.475763]	[131, 155]	[10.325372]	[131]	[102456049, 102456073]	[102456049]
771_2500	chr10	103504338	103504738	+	1000	56.0	[15.927315]	[118]	[13.506975]	[118]	[103504527]	[103504527]
771_2502	chr11	100969669	100970069	+	1000	56.0	[10.861151]	[89]	[13.712336]	[89]	[100969848]	[100969848]
771_2506	chr12	121888365	121888765	+	1000	56.0	[10.641206]	[103]	[13.191141]	[103]	[121888562]	[121888562]
771_2507	chr14	73741492	73741892	+	1000	56.0	[11.066511]	[134]	[8.646172]	[134]	[73741714]	[73741714]
771_251	chr19	4145707	4146107	+	1000	140.0	[13.191141, 8.646172]	[88, 108]	[10.641206, 11.066511]	[88, 108]	[4145888, 4145908]	[4145888, 4145908]
771_2511	chr16	30994497	30994897	+	960	56.0	[11.066511, 9.236603]	[97, 113]	[8.646172, 7.677511]	[97, 113]	[30994678, 30994694]	[30994678, 30994694]
771_2513	chr16	81482631	81483031	+	1000	56.0	[10.545317]	[126]	[8.426227]	[126]	[81482838]	[81482838]
771_2515	chr16	86664500	86664900	+	1000	56.0	[7.9050317, 15.927315]	[121, 148]	[10.325372, 13.506975]	[121, 148]	[86664702, 86664729]	[86664702, 86664729]
771_2518	chr17	81349856	81350256	+	1000	56.0	[12.4798975]	[97]	[12.491025]	[97]	[81350051]	[81350051]
771_2520	chr18	3339952	3340352	+	1000	56.0	[9.78519, 8.646172]	[69, 90]	[7.6843505, 11.066511]	[69, 90]	[3340110, 3340131]	[3340110, 3340131]
771_2523	chr19	9790314	9790714	+	1000	56.0	[11.291996]	[120]	[13.28149]	[120]	[9790533]	[9790533]
771_2524	chr19	11821498	11821898	+	1000	56.0	[10.191513, 8.40005, 10.641206]	[66, 92, 99]	[8.715885, 13.191141]	[66, 99]	[11821657, 11821683, 11821690]	[11821657, 11821690]
771_2527	chr2	90385062	90385462	+	1000	56.0	[6.337772]	[136]	[6.6684]	[136]	[90385298]	[90385298]
771_2532	chr22	20495956	20496356	+	1000	56.0	[6.5886245]	[78]	[]	[]	[20496128]	[]
771_2533	chr22	20784293	20784693	+	1000	56.0	[7.5262027]	[116]	[]	[]	[20784484]	[]
771_2537	chr22	22728387	22728787	+	1000	56.0	[10.861151]	[117]	[13.712336]	[117]	[22728602]	[22728602]
771_2538	chr3	24260065	24260465	+	1000	56.0	[8.646172]	[81]	[11.066511]	[81]	[24260239]	[24260239]
771_2540	chr3	43522879	43523279	+	1000	56.0	[15.927315]	[131]	[13.506975]	[131]	[43523101]	[43523101]
771_2543	chr3	72269958	72270358	+	1000	56.0	[13.061545]	[121]	[10.770802]	[121]	[72270157]	[72270157]
771_2545	chr3	172550528	172550928	+	1000	56.0	[13.061545]	[109]	[6.9073806, 10.770802, 7.381787]	[102, 109, 142]	[172550725]	[172550718, 172550725, 172550758]
771_2548	chr4	108987639	108988039	+	1000	56.0	[15.927315]	[112]	[13.506975]	[112]	[108987847]	[108987847]
771_255	chr6	47134686	47135086	+	1000	139.0	[13.28149]	[88]	[11.291996]	[88]	[47134859]	[47134859]
771_2552	chr5	69213781	69214181	+	1000	56.0	[13.506975]	[103]	[15.927315]	[103]	[69213959]	[69213959]
771_2556	chr5	140310915	140311315	+	1000	56.0	[15.927315]	[104]	[13.506975]	[104]	[140311105]	[140311105]
771_2559	chr5	174532541	174532941	+	1000	56.0	[10.770802]	[105]	[13.061545]	[105]	[174532692]	[174532692]
771_2562	chr6	73224220	73224620	+	1000	56.0	[13.712336]	[144]	[10.861151]	[144]	[73224431]	[73224431]
771_2570	chr7	135160102	135160502	+	1000	56.0	[10.846566]	[122]	[8.124977]	[122]	[135160303]	[135160303]
771_2574	chr9	135468839	135469239	+	1000	56.0	[7.3206153, 10.325372, 7.4588656]	[72, 107, 131]	[7.9050317]	[107]	[135469009, 135469044, 135469068]	[135469044]
771_2575	chrX	153766310	153766710	+	1000	56.0	[11.066511]	[100]	[8.646172]	[100]	[153766507]	[153766507]
771_2576	chr1	10459102	10459502	+	1000	55.0	[15.927315]	[85]	[13.506975]	[85]	[10459253]	[10459253]
771_2577	chr1	15345886	15346286	+	1000	55.0	[13.061545]	[103]	[10.770802]	[103]	[15346084]	[15346084]
771_258	chr6	30769546	30769946	+	1000	138.0	[11.291996]	[104]	[13.28149]	[104]	[30769735]	[30769735]
771_2580	chr1	31483364	31483764	+	1000	55.0	[]	[]	[8.569311]	[127]	[]	[31483574]
771_2582	chr1	44072197	44072597	+	1000	55.0	[11.291996, 7.8418097]	[121, 175]	[13.28149]	[121]	[44072366, 44072420]	[44072366]
771_2584	chr1	53047659	53048059	+	1000	55.0	[10.325372]	[150]	[7.9050317]	[150]	[53047888]	[53047888]
771_2586	chr1	151945734	151946134	+	1000	55.0	[13.506975]	[114]	[15.927315]	[114]	[151945943]	[151945943]
771_2588	chr1	156660112	156660512	+	1000	55.0	[8.426227]	[110]	[10.545317]	[110]	[156660318]	[156660318]
771_2595	chr10	13040181	13040581	+	1000	55.0	[11.291996]	[121]	[13.28149]	[121]	[13040394]	[13040394]
771_2599	chr11	22795896	22796296	+	1000	55.0	[10.770802]	[103]	[13.061545]	[103]	[22796087]	[22796087]
771_2601	chr11	59566118	59566518	+	1000	55.0	[9.667006]	[152]	[7.2471085]	[152]	[59566354]	[59566354]
771_2606	chr13	80599740	80600140	+	1000	55.0	[7.771173, 13.061545]	[100, 119]	[11.136225, 10.770802]	[100, 119]	[80599928, 80599947]	[80599928, 80599947]
771_2608	chr14	61562821	61563221	+	1000	55.0	[7.1273255, 13.061545, 7.027282]	[67, 117, 151]	[10.770802, 9.440167]	[117, 151]	[61562980, 61563030, 61563064]	[61563030, 61563064]
771_261	chr7	107035392	107035792	+	1000	137.0	[13.506975]	[143]	[15.927315]	[143]	[107035600]	[107035600]
771_2611	chr16	29943960	29944360	+	1000	55.0	[10.325372]	[122]	[7.9050317]	[122]	[29944170]	[29944170]
771_2613	chr16	75624821	75625221	+	1000	55.0	[11.291996]	[90]	[13.28149]	[90]	[75625001]	[75625001]
771_2615	chr17	40844514	40844914	+	1000	55.0	[6.725914]	[133]	[9.447061]	[133]	[40844733]	[40844733]
771_2617	chr17	42518472	42518872	+	1000	55.0	[6.7718644, 8.124977]	[61, 94]	[6.682978, 10.846566]	[61, 94]	[42518627, 42518660]	[42518627, 42518660]
771_2619	chr18	62420613	62421013	+	1000	55.0	[15.927315]	[88]	[13.506975]	[88]	[62420792]	[62420792]
771_2620	chr19	3828412	3828812	+	1000	55.0	[8.646172]	[80]	[11.066511]	[80]	[3828591]	[3828591]
771_2621	chr19	11496372	11496772	+	1000	55.0	[13.28149]	[125]	[11.291996]	[125]	[11496597]	[11496597]
771_2622	chr19	18392548	18392948	+	1000	55.0	[13.712336]	[116]	[10.861151]	[116]	[18392719]	[18392719]
771_2625	chr19	47743069	47743469	+	1000	55.0	[9.968816, 10.846566]	[109, 132]	[7.2397733, 8.124977]	[109, 132]	[47743257, 47743280]	[47743257, 47743280]
771_2629	chr2	8304825	8305225	+	1000	55.0	[13.061545]	[122]	[10.770802]	[122]	[8305038]	[8305038]
771_263	chr19	6087862	6088262	+	1000	136.0	[8.426227]	[107]	[10.545317]	[107]	[6088063]	[6088063]
771_2631	chr2	64137549	64137949	+	1000	55.0	[11.291996]	[98]	[13.28149]	[98]	[64137739]	[64137739]
771_2634	chr20	32682392	32682792	+	1000	55.0	[10.861151]	[97]	[13.712336]	[97]	[32682581]	[32682581]
771_2640	chr22	40177019	40177419	+	1000	55.0	[13.061545]	[112]	[10.770802]	[112]	[40177221]	[40177221]
771_2645	chr3	157512487	157512887	+	1000	55.0	[13.061545]	[105]	[10.770802]	[105]	[157512673]	[157512673]
771_2646	chr3	158168128	158168528	+	1000	55.0	[9.462089]	[85]	[12.31283]	[85]	[158168305]	[158168305]
771_2647	chr3	169760511	169760911	+	1000	55.0	[13.506975]	[135]	[15.927315]	[135]	[169760732]	[169760732]
771_2648	chr3	187098956	187099356	+	1000	55.0	[15.927315]	[98]	[13.506975]	[98]	[187099119]	[187099119]
771_2650	chr3	196022483	196022883	+	1000	55.0	[13.28149]	[156]	[11.291996]	[156]	[196022719]	[196022719]
771_2652	chr4	15153545	15153945	+	1000	55.0	[8.124977]	[135]	[10.846566]	[135]	[15153762]	[15153762]
771_2653	chr4	55729714	55730114	+	1000	55.0	[7.3936696]	[124]	[]	[]	[55729933]	[]
771_2655	chr4	83757036	83757436	+	1000	55.0	[10.846566]	[133]	[8.124977]	[133]	[83757256]	[83757256]
771_2656	chr5	38807552	38807952	+	1000	55.0	[13.28149]	[167]	[6.4423046, 11.291996]	[119, 167]	[38807798]	[38807750, 38807798]
771_2658	chr5	108711775	108712175	+	1000	55.0	[6.744095]	[118]	[7.699934]	[118]	[108711981]	[108711981]
771_2660	chr5	149798507	149798907	+	1000	55.0	[7.1910195]	[78]	[7.253499]	[131]	[149798680]	[149798733]
771_2662	chr5	173764424	173764824	+	1000	55.0	[7.0198283, 10.861151]	[103, 126]	[9.447621, 13.712336]	[103, 126]	[173764610, 173764633]	[173764610, 173764633]
771_2669	chr6	109384423	109384823	+	1000	55.0	[13.191141]	[117]	[10.641206]	[117]	[109384635]	[109384635]
771_267	chr1	11798469	11798869	+	1000	135.0	[7.0216236]	[125]	[]	[]	[11798692]	[]
771_2670	chr6	135291754	135292154	+	1000	55.0	[15.927315]	[128]	[13.506975]	[128]	[135291958]	[135291958]
771_2671	chr6	158854420	158854820	+	1000	55.0	[13.061545]	[143]	[10.770802]	[143]	[158854645]	[158854645]
771_2675	chr7	99665256	99665656	+	1000	55.0	[9.743723]	[89]	[9.625255]	[89]	[99665441]	[99665441]
771_2678	chr7	117124698	117125098	+	1000	55.0	[6.500429, 7.995023]	[142, 158]	[]	[]	[117124920, 117124936]	[]
771_2683	chr8	29289507	29289907	+	1000	55.0	[10.861151]	[133]	[13.712336]	[133]	[29289715]	[29289715]
771_2684	chr8	58842028	58842428	+	1000	55.0	[8.426227, 8.426227, 8.426227]	[86, 104, 122]	[10.545317, 10.545317, 10.545317]	[86, 104, 122]	[58842196, 58842214, 58842232]	[58842196, 58842214, 58842232]
771_2685	chr8	124866548	124866948	+	1000	55.0	[10.861151]	[90]	[13.712336]	[90]	[124866726]	[124866726]
771_2688	chr9	127955400	127955800	+	1000	55.0	[15.927315, 9.614127]	[114, 150]	[7.8418097, 13.506975, 9.75485]	[83, 114, 150]	[127955585, 127955621]	[127955554, 127955585, 127955621]
771_2694	chr1	8899912	8900312	+	1000	54.0	[10.276045]	[91]	[9.834072]	[91]	[8900083]	[8900083]
771_2697	chr1	23907733	23908133	+	1000	54.0	[8.87654, 11.291996]	[93, 111]	[8.43501, 13.28149]	[93, 111]	[23907922, 23907940]	[23907922, 23907940]
771_2703	chr1	153985275	153985675	+	1000	54.0	[10.861151, 10.325372]	[101, 114]	[13.712336, 7.9050317]	[101, 114]	[153985475, 153985488]	[153985475, 153985488]
771_2705	chr1	223715255	223715655	+	1000	54.0	[]	[]	[6.532526]	[92]	[]	[223715407]
771_2707	chr10	23047653	23048053	+	1000	54.0	[10.641206]	[136]	[13.191141]	[136]	[23047880]	[23047880]
771_2712	chr11	3058612	3059012	+	1000	54.0	[7.5641775, 7.383095, 10.861151]	[101, 123, 144]	[13.712336]	[144]	[3058790, 3058812, 3058833]	[3058833]
771_2713	chr11	64304325	64304725	+	1000	54.0	[6.7108865]	[176]	[]	[]	[64304575]	[]
771_2715	chr11	100808933	100809333	+	1000	54.0	[11.291996]	[142]	[13.28149]	[142]	[100809164]	[100809164]
771_2716	chr12	129659966	129660366	+	1000	54.0	[15.927315]	[85]	[13.506975]	[85]	[129660139]	[129660139]
771_272	chr2	216775054	216775454	+	1000	134.0	[7.452026, 15.927315]	[84, 145]	[13.506975]	[145]	[216775221, 216775282]	[216775282]
771_2723	chr16	8870769	8871169	+	1000	54.0	[11.882428]	[115]	[9.89249]	[115]	[8870962]	[8870962]
771_2724	chr16	67268195	67268595	+	1000	54.0	[13.28149]	[104]	[11.291996]	[104]	[67268394]	[67268394]
771_2725	chr16	67504504	67504904	+	1000	54.0	[13.28149]	[85]	[11.291996]	[85]	[67504685]	[67504685]
771_2726	chr17	27446783	27447183	+	1000	54.0	[9.146254]	[100]	[7.026721]	[100]	[27446977]	[27446977]
771_2727	chr17	80254745	80255145	+	1000	54.0	[10.846566, 7.0198283]	[129, 171]	[8.124977, 9.447621]	[129, 171]	[80254946, 80254988]	[80254946, 80254988]
771_2728	chr18	1513512	1513912	+	1000	54.0	[15.927315]	[112]	[13.506975]	[112]	[1513714]	[1513714]
771_2729	chr18	9828275	9828675	+	1000	54.0	[10.276045]	[89]	[9.834072]	[89]	[9828452]	[9828452]
771_273	chr3	43770639	43771039	+	1000	134.0	[11.291996]	[111]	[13.28149]	[111]	[43770847]	[43770847]
771_2732	chr19	18304465	18304865	+	1000	54.0	[8.124977]	[180]	[10.846566]	[180]	[18304705]	[18304705]
771_2733	chr19	21573835	21574235	+	1000	54.0	[15.927315]	[114]	[7.52174, 13.506975]	[98, 114]	[21574022]	[21574006, 21574022]
771_2734	chr2	11187114	11187514	+	1000	54.0	[11.291996]	[152]	[13.28149]	[152]	[11187346]	[11187346]
771_2738	chr2	47250944	47251344	+	1000	54.0	[13.28149]	[117]	[11.291996]	[117]	[47251148]	[47251148]
771_2743	chr2	118738531	118738931	+	1000	54.0	[13.28149]	[107]	[11.291996]	[107]	[118738714]	[118738714]
771_2745	chr2	169050731	169051131	+	1000	54.0	[9.447061, 10.427367, 8.87654]	[84, 113, 129]	[6.725914, 7.607272, 8.43501]	[84, 113, 129]	[169050884, 169050913, 169050929]	[169050884, 169050913, 169050929]
771_2747	chr21	42433958	42434358	+	1000	54.0	[7.0198283]	[67]	[9.447621]	[67]	[42434119]	[42434119]
771_275	chr1	12604345	12604745	+	1000	133.0	[12.305938]	[87]	[9.763456]	[87]	[12604525]	[12604525]
771_2759	chr3	150727758	150728158	+	1000	54.0	[7.9050317]	[150]	[10.325372]	[150]	[150727998]	[150727998]
771_276	chr1	37999522	37999922	+	1000	133.0	[13.712336]	[101]	[10.861151]	[101]	[37999721]	[37999721]
771_2763	chr4	151032004	151032404	+	1000	54.0	[9.146254, 8.715885]	[98, 143]	[7.026721, 10.191513]	[98, 143]	[151032165, 151032210]	[151032165, 151032210]
771_2764	chr5	32537423	32537823	+	1000	54.0	[13.28149]	[131]	[11.291996]	[131]	[32537631]	[32537631]
771_2766	chr5	135437523	135437923	+	1000	54.0	[11.066511]	[74]	[8.646172]	[74]	[135437697]	[135437697]
771_2769	chr6	11920977	11921377	+	1000	54.0	[10.545317]	[125]	[8.426227]	[125]	[11921185]	[11921185]
771_2772	chr6	28996808	28997208	+	923	54.0	[10.846566]	[155]	[8.124977]	[155]	[28997033]	[28997033]
771_2773	chr6	86685217	86685617	+	1000	54.0	[6.9445543, 6.8162637]	[116, 166]	[6.9009995, 10.097851]	[116, 166]	[86685387, 86685437]	[86685387, 86685437]
771_2776	chr6	150078814	150079214	+	1000	54.0	[13.712336]	[161]	[10.861151]	[161]	[150079010]	[150079010]
771_2777	chr7	1028821	1029221	+	1000	54.0	[10.861151]	[114]	[13.712336]	[114]	[1029030]	[1029030]
771_2779	chr7	67019671	67020071	+	1000	54.0	[7.027282]	[175]	[6.504784, 9.440167]	[83, 175]	[67019919]	[67019827, 67019919]
771_278	chr17	33942396	33942796	+	1000	133.0	[11.291996]	[131]	[13.28149]	[131]	[33942607]	[33942607]
771_2781	chr7	108246239	108246639	+	1000	54.0	[8.426227]	[162]	[10.545317]	[162]	[108246443]	[108246443]
771_2787	chr7	152711141	152711541	+	1000	54.0	[8.646172]	[137]	[11.066511]	[137]	[152711336]	[152711336]
771_2791	chr9	109117817	109118217	+	1000	54.0	[13.506975]	[172]	[15.927315]	[172]	[109118049]	[109118049]
771_2793	chr9	129762495	129762895	+	1000	54.0	[11.291996]	[82]	[13.28149]	[82]	[129762649]	[129762649]
771_2796	chr1	1318169	1318569	+	1000	53.0	[13.712336]	[130]	[10.861151]	[130]	[1318387]	[1318387]
771_2797	chr1	11790897	11791297	+	1000	53.0	[8.426227]	[106]	[10.545317]	[106]	[11791077]	[11791077]
771_2801	chr1	45191076	45191476	+	1000	53.0	[]	[]	[7.3535123]	[91]	[]	[45191264]
771_2802	chr1	52530579	52530979	+	676	53.0	[11.066511]	[91]	[8.646172]	[91]	[52530732]	[52530732]
771_2803	chr1	67889875	67890275	+	662	53.0	[13.28149]	[197]	[11.291996]	[197]	[67890119]	[67890119]
771_2805	chr1	110858221	110858621	+	1000	53.0	[6.8162637]	[116]	[10.097851]	[116]	[110858400]	[110858400]
771_2807	chr1	156661267	156661667	+	1000	53.0	[10.846566]	[201]	[8.124977]	[201]	[156661513]	[156661513]
771_2809	chr1	168373838	168374238	+	1000	53.0	[13.191141]	[119]	[10.641206]	[119]	[168374052]	[168374052]
771_2810	chr1	179017829	179018229	+	1000	53.0	[12.4798975]	[139]	[12.491025]	[139]	[179018058]	[179018058]
771_2815	chr1	236531627	236532027	+	1000	53.0	[13.28149, 6.955682]	[98, 131]	[11.291996, 6.889872]	[98, 131]	[236531816, 236531849]	[236531816, 236531849]
771_2817	chr10	30510563	30510963	+	1000	53.0	[13.712336]	[122]	[10.861151]	[122]	[30510775]	[30510775]
771_282	chr1	116827243	116827643	+	1000	132.0	[15.927315]	[96]	[13.506975]	[96]	[116827437]	[116827437]
771_2821	chr10	69222650	69223050	+	1000	53.0	[10.770802]	[117]	[13.061545]	[117]	[69222827]	[69222827]
771_2822	chr10	77907146	77907546	+	705	53.0	[13.712336]	[91]	[10.861151]	[91]	[77907308]	[77907308]
771_2824	chr10	112383324	112383724	+	1000	53.0	[10.846566]	[83]	[8.124977]	[83]	[112383503]	[112383503]
771_2826	chr11	19995081	19995481	+	1000	53.0	[15.927315, 7.976533]	[75, 151]	[13.506975]	[75]	[19995253, 19995329]	[19995253]
771_2827	chr11	47265190	47265590	+	730	53.0	[11.066511]	[103]	[8.646172]	[103]	[47265384]	[47265384]
771_2829	chr11	93000483	93000883	+	1000	53.0	[7.1563168, 13.712336]	[70, 111]	[9.016658, 10.861151]	[70, 111]	[93000636, 93000677]	[93000636, 93000677]
771_2833	chr12	108628449	108628849	+	1000	53.0	[8.426227]	[158]	[10.545317]	[158]	[108628666]	[108628666]
771_2834	chr12	121619404	121619804	+	1000	53.0	[10.861151]	[105]	[13.712336]	[105]	[121619599]	[121619599]
771_2840	chr15	64247976	64248376	+	1000	53.0	[13.506975]	[109]	[15.927315]	[109]	[64248175]	[64248175]
771_2841	chr15	72237437	72237837	+	1000	53.0	[10.770802]	[148]	[13.061545]	[148]	[72237652]	[72237652]
771_2843	chr16	70435949	70436349	+	1000	53.0	[11.066511]	[114]	[8.646172]	[114]	[70436157]	[70436157]
771_2845	chr17	15920688	15921088	+	1000	53.0	[13.28149]	[106]	[11.291996]	[106]	[15920882]	[15920882]
771_2850	chr19	10303856	10304256	+	1000	53.0	[10.846566]	[112]	[8.124977]	[112]	[10304039]	[10304039]
771_2852	chr19	17473091	17473491	+	1000	53.0	[13.506975]	[116]	[15.927315]	[116]	[17473301]	[17473301]
771_2857	chr2	44155752	44156152	+	882	53.0	[10.861151]	[85]	[13.712336]	[85]	[44155935]	[44155935]
771_2860	chr20	4222417	4222817	+	1000	53.0	[8.124977]	[113]	[10.846566]	[113]	[4222608]	[4222608]
771_2861	chr20	5737191	5737591	+	1000	53.0	[7.232081]	[122]	[]	[]	[5737396]	[]
771_287	chr7	107836277	107836677	+	1000	132.0	[7.2471085]	[92]	[9.667006]	[92]	[107836466]	[107836466]
771_2871	chr3	13574866	13575266	+	1000	53.0	[10.097851]	[129]	[6.8162637]	[129]	[13575082]	[13575082]
