#PeakID(python identify_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_35082	chr20	62263216	62263616	+	975	45.5	[7.5565295]	[102]	[]	[]	[62263418]	[]
758_35085	chr21	34022517	34022917	+	1000	45.5	[]	[]	[7.5565295]	[98]	[]	[34022709]
758_3509	chr12	92078191	92078591	+	1000	192.5	[]	[]	[7.6377397]	[136]	[]	[92078413]
758_35095	chr22	22060560	22060960	+	945	45.5	[6.673559]	[128]	[]	[]	[22060714]	[]
758_35098	chr22	23275698	23276098	+	943	45.5	[6.7661796]	[152]	[6.738754]	[97]	[23275919]	[23275864]
758_35102	chr22	38395016	38395416	+	920	45.5	[6.743228]	[226]	[]	[]	[38395258]	[]
758_35108	chr3	23826354	23826754	+	875	45.5	[9.56255]	[119]	[]	[]	[23826533]	[]
758_3511	chr17	17913873	17914273	+	1000	192.5	[]	[]	[6.7687325]	[93]	[]	[17914064]
758_35110	chr3	31532479	31532879	+	1000	45.5	[]	[]	[7.3734775]	[122]	[]	[31532681]
758_35117	chr3	65732226	65732626	+	1000	45.5	[]	[]	[8.245038]	[87]	[]	[65732392]
758_35121	chr3	124513192	124513592	+	997	45.5	[]	[]	[9.442706, 7.25846]	[58, 76]	[]	[124513348, 124513366]
758_35124	chr3	141738272	141738672	+	908	45.5	[6.773207]	[85]	[]	[]	[141738441]	[]
758_35128	chr3	158110399	158110799	+	1000	45.5	[6.8930507]	[162]	[7.3734775]	[100]	[158110617]	[158110555]
758_35138	chr4	1566200	1566600	+	1000	45.5	[8.87635]	[105]	[]	[]	[1566396]	[]
758_35143	chr4	40897607	40898007	+	1000	45.5	[7.3734775, 7.5565295]	[86, 124]	[]	[]	[40897792, 40897830]	[]
758_3516	chr2	54568973	54569373	+	1000	192.5	[7.87297]	[100]	[]	[]	[54569170]	[]
758_35169	chr5	138334792	138335192	+	857	45.5	[]	[]	[9.957938]	[85]	[]	[138334953]
758_3517	chr2	95165247	95165647	+	1000	192.5	[6.5722647, 6.5722647]	[69, 75]	[]	[]	[95165410, 95165416]	[]
758_35174	chr5	154445436	154445836	+	1000	45.5	[]	[]	[6.873926]	[132]	[]	[154445600]
758_35181	chr6	14727910	14728310	+	1000	45.5	[11.575829]	[76]	[]	[]	[14728082]	[]
758_35183	chr6	16712844	16713244	+	1000	45.5	[]	[]	[8.693299, 6.743228]	[131, 150]	[]	[16713066, 16713085]
758_35187	chr6	28161693	28162093	+	1000	45.5	[7.652416]	[129]	[]	[]	[28161909]	[]
758_35189	chr6	30466248	30466648	+	1000	45.5	[]	[]	[6.780856]	[142]	[]	[30466461]
758_35196	chr6	36825240	36825640	+	1000	45.5	[6.673559]	[202]	[]	[]	[36825486]	[]
758_352	chr6	31737962	31738362	+	1000	496.5	[7.0754085]	[139]	[11.575829, 11.575829]	[73, 85]	[31738187]	[31738121, 31738133]
758_35201	chr6	104705132	104705532	+	1000	45.5	[7.220394, 9.919872]	[135, 161]	[8.458068]	[110]	[104705318, 104705344]	[104705293]
758_35210	chr6	147059041	147059441	+	1000	45.5	[]	[]	[7.25846]	[113]	[]	[147059224]
758_35211	chr6	150900082	150900482	+	617	45.5	[]	[]	[8.245038]	[178]	[]	[150900320]
758_35213	chr6	154932684	154933084	+	952	45.5	[11.362798, 11.575829]	[87, 93]	[]	[]	[154932845, 154932851]	[]
758_35215	chr6	167858001	167858401	+	1000	45.5	[]	[]	[6.743228]	[76]	[]	[167858168]
758_35221	chr7	30740395	30740795	+	1000	45.5	[]	[]	[8.245038]	[124]	[]	[30740611]
758_35226	chr7	74405193	74405593	+	1000	45.5	[7.1035194]	[115]	[]	[]	[74405401]	[]
758_3523	chr6	4322802	4323202	+	1000	192.5	[]	[]	[8.734424]	[85]	[]	[4322984]
758_35232	chr7	99539384	99539784	+	977	45.5	[]	[]	[6.9204674]	[93]	[]	[99539543]
758_35235	chr7	101282889	101283289	+	1000	45.5	[11.127567]	[70]	[]	[]	[101283055]	[]
758_35236	chr7	102284943	102285343	+	1000	45.5	[]	[]	[8.458068]	[56]	[]	[102285097]
758_35250	chr7	130913299	130913699	+	1000	45.5	[]	[]	[11.575829]	[88]	[]	[130913456]
758_35262	chr8	38347379	38347779	+	1000	45.5	[]	[]	[11.575829, 6.8401775]	[112, 124]	[]	[38347579, 38347591]
758_35264	chr8	60651422	60651822	+	1000	45.5	[7.5565295]	[172]	[]	[]	[60651666]	[]
758_35275	chr9	113247150	113247550	+	1000	45.5	[7.3734775]	[59]	[]	[]	[113247301]	[]
758_35287	chr9	131189864	131190264	+	1000	45.5	[7.6377397]	[130]	[]	[]	[131190075]	[]
758_3530	chr1	150561713	150562113	+	1000	192.0	[7.6377397, 6.7687325, 7.6377397]	[71, 94, 133]	[]	[]	[150561879, 150561902, 150561941]	[]
758_35301	chr1	2256047	2256447	+	861	45.0	[]	[]	[11.362798, 11.362798, 11.362798, 11.362798]	[67, 99, 124, 158]	[]	[2256199, 2256231, 2256256, 2256290]
758_35306	chr1	12656413	12656813	+	1000	45.0	[7.2884393, 8.859356]	[130, 143]	[]	[]	[12656625, 12656638]	[]
758_35316	chr1	32063335	32063735	+	998	45.0	[]	[]	[8.056022]	[170]	[]	[32063562]
758_35321	chr1	41579040	41579440	+	799	45.0	[10.7555, 7.6377397]	[127, 134]	[]	[]	[41579202, 41579209]	[]
758_35326	chr1	50471755	50472155	+	889	45.0	[8.220124, 10.7555, 6.7687325]	[113, 151, 158]	[]	[]	[50471933, 50471971, 50471978]	[]
758_35330	chr1	53964133	53964533	+	1000	45.0	[]	[]	[11.575829, 8.693299, 6.7687325]	[69, 79, 84]	[]	[53964288, 53964298, 53964303]
758_35333	chr1	67687776	67688176	+	1000	45.0	[7.6377397, 9.957938, 10.7555]	[103, 121, 137]	[]	[]	[67687968, 67687986, 67688002]	[]
758_35340	chr1	100265965	100266365	+	945	45.0	[]	[]	[6.8401775]	[145]	[]	[100266202]
758_35355	chr1	169483544	169483944	+	1000	45.0	[]	[]	[6.863072]	[144]	[]	[169483761]
758_35356	chr1	173917075	173917475	+	854	45.0	[]	[]	[6.9204674]	[85]	[]	[173917238]
758_3537	chr2	156341425	156341825	+	1000	192.0	[6.8401775, 7.5565295]	[74, 110]	[]	[]	[156341597, 156341633]	[]
758_35374	chr10	22618063	22618463	+	1000	45.0	[]	[]	[6.773207, 8.056022]	[102, 136]	[]	[22618241, 22618275]
758_35377	chr10	33005491	33005891	+	967	45.0	[]	[]	[6.8401775]	[118]	[]	[33005648]
758_35382	chr10	70673549	70673949	+	1000	45.0	[]	[]	[8.245038]	[140]	[]	[70673783]
758_354	chr5	95730790	95731190	+	1000	495.0	[]	[]	[7.3734775]	[143]	[]	[95731032]
758_3540	chr5	43212448	43212848	+	1000	192.0	[]	[]	[6.738754]	[71]	[]	[43212611]
758_35405	chr11	61890429	61890829	+	994	45.0	[]	[]	[7.5565295]	[72]	[]	[61890601]
758_35411	chr11	67368050	67368450	+	724	45.0	[]	[]	[7.220394]	[88]	[]	[67368236]
758_35418	chr11	102226690	102227090	+	917	45.0	[10.7555]	[124]	[]	[]	[102226911]	[]
758_35424	chr12	47207273	47207673	+	873	45.0	[7.87297]	[105]	[]	[]	[47207475]	[]
758_35430	chr12	55972103	55972503	+	1000	45.0	[6.6800203]	[80]	[7.2884393]	[153]	[55972276]	[55972349]
758_35435	chr12	74172617	74173017	+	1000	45.0	[6.8401775]	[161]	[]	[]	[74172857]	[]
758_35438	chr12	93966538	93966938	+	958	45.0	[]	[]	[6.8930507, 7.2884393]	[98, 177]	[]	[93966703, 93966782]
758_35440	chr12	96445735	96446135	+	712	45.0	[14.245327]	[223]	[6.873926]	[193]	[96445970]	[96445940]
758_35444	chr12	122946784	122947184	+	795	45.0	[8.428089]	[103]	[]	[]	[122946986]	[]
758_35453	chr14	72480388	72480788	+	1000	45.0	[6.7661796]	[113]	[]	[]	[72480585]	[]
758_35461	chr15	41790955	41791355	+	1000	45.0	[9.081597]	[90]	[]	[]	[41791119]	[]
758_35465	chr15	45157077	45157477	+	1000	45.0	[]	[]	[6.7687325]	[145]	[]	[45157294]
758_35468	chr15	58036656	58037056	+	1000	45.0	[7.2884393]	[77]	[]	[]	[58036824]	[]
758_35471	chr15	66236961	66237361	+	1000	45.0	[6.738754]	[149]	[]	[]	[66237181]	[]
758_35481	chr15	95259448	95259848	+	1000	45.0	[8.056022]	[107]	[8.693299]	[132]	[95259652]	[95259677]
758_35484	chr16	1923545	1923945	+	793	45.0	[6.780856]	[72]	[8.428089]	[150]	[1923709]	[1923787]
758_35488	chr16	11851505	11851905	+	977	45.0	[]	[]	[6.5722647]	[129]	[]	[11851708]
758_3549	chr2	121610467	121610867	+	1000	191.5	[8.458068, 11.575829, 11.575829]	[90, 96, 138]	[]	[]	[121610643, 121610649, 121610691]	[]
758_35503	chr16	89599425	89599825	+	1000	45.0	[6.6800203]	[108]	[]	[]	[89599615]	[]
758_35524	chr17	75153214	75153614	+	1000	45.0	[8.734424]	[171]	[]	[]	[75153445]	[]
758_35525	chr17	77772523	77772923	+	1000	45.0	[]	[]	[6.863072]	[149]	[]	[77772760]
758_35532	chr18	48563025	48563425	+	1000	45.0	[11.127567]	[132]	[]	[]	[48563257]	[]
758_35537	chr19	1811455	1811855	+	652	45.0	[]	[]	[7.220394]	[110]	[]	[1811629]
758_35541	chr19	6100268	6100668	+	1000	45.0	[10.770176]	[179]	[]	[]	[6100460]	[]
758_35547	chr19	13833423	13833823	+	873	45.0	[]	[]	[8.245038]	[84]	[]	[13833582]
758_35550	chr19	14786382	14786782	+	928	45.0	[]	[]	[7.3734775]	[145]	[]	[14786564]
758_35557	chr19	45075637	45076037	+	941	45.0	[9.411099]	[94]	[]	[]	[45075793]	[]
758_3556	chr10	102434581	102434981	+	1000	191.0	[]	[]	[11.127567]	[81]	[]	[102434760]
758_35564	chr2	11742455	11742855	+	1000	45.0	[]	[]	[6.6800203, 8.245038]	[133, 170]	[]	[11742660, 11742697]
758_35571	chr2	69012623	69013023	+	1000	45.0	[7.6377397]	[100]	[]	[]	[69012820]	[]
758_35573	chr2	74026792	74027192	+	1000	45.0	[]	[]	[9.438231]	[209]	[]	[74027037]
758_35587	chr2	189517944	189518344	+	1000	45.0	[]	[]	[7.87297]	[85]	[]	[189518127]
758_35592	chr2	232550411	232550811	+	961	45.0	[9.241764]	[134]	[]	[]	[232550639]	[]
758_35598	chr20	31515557	31515957	+	1000	45.0	[]	[]	[7.3734775]	[147]	[]	[31515791]
758_3561	chr11	96213459	96213859	+	1000	191.0	[]	[]	[7.5565295]	[100]	[]	[96213636]
758_35620	chr22	22929696	22930096	+	1000	45.0	[]	[]	[6.8930507]	[153]	[]	[22929861]
758_35638	chr3	71231700	71232100	+	998	45.0	[9.373037]	[59]	[7.5565295]	[129]	[71231855]	[71231925]
758_35641	chr3	121749128	121749528	+	1000	45.0	[6.780856]	[77]	[]	[]	[121749289]	[]
758_35646	chr3	143473204	143473604	+	851	45.0	[]	[]	[14.245327, 11.575829]	[104, 115]	[]	[143473381, 143473392]
758_35658	chr3	196609470	196609870	+	1000	45.0	[8.458068]	[155]	[]	[]	[196609662]	[]
758_35668	chr4	121696173	121696573	+	1000	45.0	[7.25846]	[133]	[]	[]	[121696406]	[]
758_35672	chr5	38809770	38810170	+	1000	45.0	[]	[]	[8.245038]	[73]	[]	[38809934]
758_35673	chr5	39283212	39283612	+	971	45.0	[]	[]	[6.8401775]	[151]	[]	[39283460]
758_35674	chr5	40796464	40796864	+	1000	45.0	[]	[]	[8.458068, 6.863072]	[99, 155]	[]	[40796619, 40796675]
758_35681	chr5	126656348	126656748	+	1000	45.0	[]	[]	[6.5722647, 7.037342]	[155, 161]	[]	[126656577, 126656583]
758_35688	chr5	173833078	173833478	+	541	45.0	[11.575829, 8.859356]	[99, 105]	[]	[]	[173833275, 173833281]	[]
758_3569	chr7	106285393	106285793	+	1000	191.0	[]	[]	[6.8930507]	[122]	[]	[106285584]
758_35694	chr6	13573567	13573967	+	1000	45.0	[10.7555]	[166]	[]	[]	[13573813]	[]
758_35699	chr6	20126819	20127219	+	842	45.0	[]	[]	[11.362798]	[163]	[]	[20127006]
758_35705	chr6	27829842	27830242	+	1000	45.0	[]	[]	[6.863072]	[151]	[]	[27830062]
758_35706	chr6	28525657	28526057	+	680	45.0	[6.660896]	[113]	[]	[]	[28525839]	[]
758_35725	chr6	106155224	106155624	+	574	45.0	[6.7035384, 6.7661796]	[86, 173]	[]	[]	[106155376, 106155463]	[]
758_3573	chrUn_GL000219v1	42380	42780	+	1000	191.0	[]	[]	[6.7035384]	[129]	[]	[42592]
758_35731	chr6	155154048	155154448	+	909	45.0	[9.957938]	[178]	[]	[]	[155154294]	[]
758_35766	chr8	38411577	38411977	+	705	45.0	[6.660896, 11.362798]	[138, 154]	[7.220394]	[129]	[38411811, 38411827]	[38411802]
758_35768	chr8	53879685	53880085	+	703	45.0	[]	[]	[7.87297]	[63]	[]	[53879836]
758_3577	chr1	156130187	156130587	+	1000	190.5	[11.127567]	[126]	[7.220394]	[93]	[156130409]	[156130376]
758_35770	chr8	60736076	60736476	+	1000	45.0	[]	[]	[14.245327]	[143]	[]	[60736313]
758_35775	chr8	125664365	125664765	+	558	45.0	[]	[]	[9.802997]	[166]	[]	[125664600]
758_35785	chr9	88652144	88652544	+	1000	45.0	[9.56255]	[100]	[]	[]	[88652331]	[]
758_35793	chr9	108150684	108151084	+	1000	45.0	[11.575829, 6.873926, 6.7116218]	[79, 111, 120]	[8.1006775]	[63]	[108150863, 108150895, 108150904]	[108150847]
758_35794	chr9	114502718	114503118	+	1000	45.0	[11.575829]	[123]	[]	[]	[114502905]	[]
758_35800	chr9	129006737	129007137	+	913	45.0	[8.1006775]	[105]	[7.87297]	[119]	[129006920]	[129006934]
758_3581	chr11	61966752	61967152	+	1000	190.5	[8.87635]	[107]	[]	[]	[61966958]	[]
758_35813	chrX	40273330	40273730	+	973	45.0	[]	[]	[6.673559]	[161]	[]	[40273574]
758_35817	chrX	119685694	119686094	+	825	45.0	[]	[]	[11.127567, 8.458068, 9.438231]	[63, 92, 95]	[]	[119685855, 119685884, 119685887]
758_35819	chrX	156001605	156002005	+	741	45.0	[]	[]	[7.037342]	[149]	[]	[156001796]
758_35820	chr1	9691567	9691967	+	1000	44.5	[7.6377397]	[147]	[]	[]	[9691810]	[]
758_35825	chr1	20361674	20362074	+	1000	44.5	[]	[]	[7.3734775]	[114]	[]	[20361881]
758_35830	chr1	26338016	26338416	+	829	44.5	[7.5565295]	[122]	[]	[]	[26338217]	[]
758_35839	chr1	39410821	39411221	+	1000	44.5	[7.652416]	[173]	[]	[]	[39411011]	[]
758_35842	chr1	54200996	54201396	+	1000	44.5	[6.773207]	[150]	[]	[]	[54201240]	[]
758_35844	chr1	89938293	89938693	+	866	44.5	[9.802997]	[119]	[7.220394]	[138]	[89938467]	[89938486]
758_35849	chr1	93184479	93184879	+	1000	44.5	[]	[]	[6.8930507, 9.802997]	[95, 138]	[]	[93184654, 93184697]
758_3585	chr3	38137325	38137725	+	1000	190.5	[]	[]	[8.1006775]	[188]	[]	[38137531]
758_3586	chr3	184176566	184176966	+	1000	190.5	[14.245327]	[157]	[]	[]	[184176784]	[]
758_35862	chr1	150233357	150233757	+	1000	44.5	[]	[]	[7.25846, 10.256007]	[78, 152]	[]	[150233528, 150233602]
758_35863	chr1	150487093	150487493	+	1000	44.5	[]	[]	[6.780856]	[129]	[]	[150487308]
758_35866	chr1	155010499	155010899	+	1000	44.5	[]	[]	[7.5565295]	[118]	[]	[155010675]
758_35875	chr1	168320929	168321329	+	925	44.5	[6.863072]	[150]	[]	[]	[168321169]	[]
758_35878	chr1	179824148	179824548	+	1000	44.5	[]	[]	[8.693299, 6.660896]	[123, 132]	[]	[179824349, 179824358]
758_35881	chr1	182586412	182586812	+	1000	44.5	[]	[]	[11.575829, 6.780856]	[194, 200]	[]	[182586636, 182586642]
758_35882	chr1	183633694	183634094	+	780	44.5	[10.7555]	[105]	[]	[]	[183633893]	[]
758_35884	chr1	201565857	201566257	+	1000	44.5	[]	[]	[11.54585]	[150]	[]	[201566080]
758_35885	chr1	202200085	202200485	+	1000	44.5	[11.575829]	[144]	[]	[]	[202200238]	[]
758_35891	chr1	207848192	207848592	+	751	44.5	[7.220394, 6.873926]	[102, 172]	[7.037342]	[90]	[207848371, 207848441]	[207848359]
758_35896	chr1	230120936	230121336	+	1000	44.5	[]	[]	[6.7661796]	[114]	[]	[230121147]
758_35900	chr1	235503605	235504005	+	986	44.5	[6.8401775]	[126]	[]	[]	[235503781]	[]
758_35903	chr10	11798894	11799294	+	1000	44.5	[7.1035194]	[150]	[11.54585]	[116]	[11799114]	[11799080]
758_35907	chr10	23055920	23056320	+	1000	44.5	[11.127567, 8.87635]	[162, 179]	[]	[]	[23056152, 23056169]	[]
758_35923	chr10	80751948	80752348	+	946	44.5	[]	[]	[6.863072]	[163]	[]	[80752168]
758_35928	chr10	102738630	102739030	+	988	44.5	[]	[]	[7.3734775]	[159]	[]	[102738858]
758_35929	chr10	123133104	123133504	+	981	44.5	[6.7416005]	[122]	[]	[]	[123133287]	[]
758_35933	chr11	12086591	12086991	+	771	44.5	[14.245327]	[120]	[]	[]	[12086803]	[]
758_3594	chr11	118689990	118690390	+	1000	190.0	[]	[]	[6.7116218, 7.3734775]	[64, 134]	[]	[118690143, 118690213]
758_35942	chr11	59810638	59811038	+	721	44.5	[]	[]	[8.428089]	[195]	[]	[59810872]
758_35946	chr11	68128177	68128577	+	1000	44.5	[7.6377397]	[118]	[]	[]	[68128388]	[]
758_35947	chr11	69442927	69443327	+	1000	44.5	[7.3734775]	[71]	[]	[]	[69443090]	[]
758_35953	chr11	83194650	83195050	+	1000	44.5	[]	[]	[10.7555]	[133]	[]	[83194813]
758_35954	chr11	95705578	95705978	+	1000	44.5	[8.693299]	[159]	[6.7687325]	[63]	[95705828]	[95705732]
758_3596	chr12	119877283	119877683	+	1000	190.0	[9.411099]	[102]	[8.056022]	[84]	[119877477]	[119877459]
758_35963	chr12	47282197	47282597	+	956	44.5	[7.25846]	[92]	[14.245327]	[119]	[47282374]	[47282401]
758_35964	chr12	49260053	49260453	+	1000	44.5	[8.056022]	[145]	[]	[]	[49260295]	[]
758_35968	chr12	55708396	55708796	+	1000	44.5	[10.7555, 7.87297, 8.693299, 10.770176]	[104, 109, 119, 196]	[]	[]	[55708552, 55708557, 55708567, 55708644]	[]
758_35969	chr12	57093683	57094083	+	633	44.5	[6.873926, 11.127567]	[74, 87]	[]	[]	[57093849, 57093862]	[]
758_3597	chr15	40559392	40559792	+	1000	190.0	[]	[]	[7.3734775]	[84]	[]	[40559573]
758_3598	chr16	85171923	85172323	+	1000	190.0	[8.87635]	[144]	[]	[]	[85172124]	[]
758_35980	chr13	91352066	91352466	+	1000	44.5	[6.773207]	[123]	[]	[]	[91352230]	[]
758_35985	chr14	67359883	67360283	+	813	44.5	[6.873926]	[152]	[]	[]	[67360112]	[]
758_35990	chr14	102504384	102504784	+	896	44.5	[]	[]	[8.1006775]	[110]	[]	[102504578]
758_35991	chr15	23565387	23565787	+	1000	44.5	[11.54585]	[98]	[6.673559]	[119]	[23565579]	[23565600]
758_360	chr2	121596258	121596658	+	1000	492.5	[8.056022]	[177]	[]	[]	[121596505]	[]
758_3600	chr4	128810963	128811363	+	1000	190.0	[]	[]	[6.660896]	[148]	[]	[128811179]
758_3601	chr5	178417351	178417751	+	1000	190.0	[6.8401775, 6.8439474]	[133, 143]	[]	[]	[178417575, 178417585]	[]
758_36026	chr16	68930043	68930443	+	985	44.5	[8.690641]	[118]	[]	[]	[68930257]	[]
758_36027	chr16	75463549	75463949	+	923	44.5	[]	[]	[7.3734775]	[150]	[]	[75463775]
758_36035	chr17	5283976	5284376	+	1000	44.5	[]	[]	[6.7035384, 6.7661796]	[103, 129]	[]	[5284168, 5284194]
758_36037	chr17	7857742	7858142	+	986	44.5	[]	[]	[6.7116218]	[112]	[]	[7857932]
758_36042	chr17	21272952	21273352	+	1000	44.5	[]	[]	[6.7687325]	[79]	[]	[21273127]
758_36043	chr17	22266383	22266783	+	795	44.5	[7.5565295]	[110]	[]	[]	[22266591]	[]
758_36047	chr17	42135581	42135981	+	555	44.5	[]	[]	[8.1006775, 10.256007, 14.245327]	[76, 118, 166]	[]	[42135732, 42135774, 42135822]
758_36050	chr17	48542858	48543258	+	1000	44.5	[8.458068]	[101]	[]	[]	[48543055]	[]
758_36082	chr19	35510404	35510804	+	1000	44.5	[6.773207]	[98]	[]	[]	[35510569]	[]
758_36085	chr19	39328017	39328417	+	1000	44.5	[]	[]	[8.1006775]	[182]	[]	[39328258]
758_36097	chr2	12717079	12717479	+	1000	44.5	[8.056022]	[157]	[]	[]	[12717283]	[]
758_3610	chr14	22700063	22700463	+	1000	189.5	[14.245327]	[130]	[]	[]	[22700271]	[]
758_36108	chr2	99335677	99336077	+	857	44.5	[]	[]	[10.7555]	[111]	[]	[99335874]
758_36110	chr2	130371855	130372255	+	907	44.5	[]	[]	[8.458068]	[135]	[]	[130372062]
758_36112	chr2	137947764	137948164	+	1000	44.5	[]	[]	[11.575829]	[130]	[]	[137947992]
758_36115	chr2	177604428	177604828	+	1000	44.5	[]	[]	[9.543426, 7.652416]	[82, 89]	[]	[177604580, 177604587]
758_36116	chr2	191013720	191014120	+	1000	44.5	[]	[]	[8.87635]	[108]	[]	[191013890]
758_36117	chr2	191844677	191845077	+	1000	44.5	[]	[]	[8.1006775, 8.458068]	[111, 135]	[]	[191844852, 191844876]
758_36132	chr20	59007911	59008311	+	1000	44.5	[6.7416005]	[175]	[]	[]	[59008147]	[]
758_36157	chr22	25148323	25148723	+	729	44.5	[7.652416]	[85]	[]	[]	[25148499]	[]
758_36161	chr22	37818006	37818406	+	815	44.5	[]	[]	[9.373037]	[86]	[]	[37818189]
758_36168	chr3	16906680	16907080	+	669	44.5	[7.3734775]	[54]	[]	[]	[16906833]	[]
758_36172	chr3	47164620	47165020	+	978	44.5	[]	[]	[6.738754]	[149]	[]	[47164858]
758_36174	chr3	49007392	49007792	+	910	44.5	[6.863072]	[132]	[]	[]	[49007599]	[]
758_36177	chr3	58535784	58536184	+	1000	44.5	[]	[]	[11.575829, 8.693299]	[85, 144]	[]	[58535966, 58536025]
758_3618	chr4	183241120	183241520	+	1000	189.5	[]	[]	[6.863072, 6.8439474]	[66, 134]	[]	[183241276, 183241344]
758_36184	chr3	156643746	156644146	+	1000	44.5	[]	[]	[8.693299, 7.250373]	[68, 77]	[]	[156643912, 156643921]
758_36185	chr3	171309786	171310186	+	1000	44.5	[]	[]	[8.693299]	[89]	[]	[171309948]
758_36189	chr4	6720283	6720683	+	1000	44.5	[6.743228]	[146]	[]	[]	[6720526]	[]
758_3619	chr6	15481813	15482213	+	1000	189.5	[]	[]	[7.220394]	[84]	[]	[15481984]
758_36192	chr4	70722044	70722444	+	1000	44.5	[8.693299]	[172]	[]	[]	[70722294]	[]
758_36194	chr4	87055496	87055896	+	1000	44.5	[7.0754085, 6.7416005]	[105, 125]	[]	[]	[87055679, 87055699]	[]
758_36197	chr4	98261892	98262292	+	985	44.5	[6.773207]	[72]	[]	[]	[98262052]	[]
758_362	chr3	178170592	178170992	+	1000	492.0	[14.245327]	[108]	[]	[]	[178170795]	[]
758_36201	chr4	143337447	143337847	+	1000	44.5	[]	[]	[11.127567, 7.652416]	[135, 146]	[]	[143337604, 143337615]
758_36222	chr6	2769866	2770266	+	990	44.5	[7.250373, 10.7555]	[63, 69]	[9.957938]	[135]	[2770024, 2770030]	[2770096]
758_36229	chr6	14509991	14510391	+	1000	44.5	[]	[]	[6.773207]	[81]	[]	[14510172]
758_36234	chr6	27506291	27506691	+	1000	44.5	[7.220394]	[192]	[]	[]	[27506536]	[]
758_36238	chr6	28738134	28738534	+	977	44.5	[10.7555]	[138]	[]	[]	[28738370]	[]
758_36239	chr6	30752407	30752807	+	1000	44.5	[11.575829]	[153]	[]	[]	[30752650]	[]
758_36243	chr6	32186815	32187215	+	1000	44.5	[7.25846]	[183]	[]	[]	[32187025]	[]
758_36245	chr6	33251591	33251991	+	1000	44.5	[]	[]	[6.773207]	[144]	[]	[33251811]
758_36248	chr6	36029470	36029870	+	1000	44.5	[]	[]	[7.25846, 14.245327]	[52, 83]	[]	[36029621, 36029652]
758_3625	chr11	119106765	119107165	+	1000	189.0	[7.5565295]	[110]	[]	[]	[119106975]	[]
758_36250	chr6	41736146	41736546	+	1000	44.5	[]	[]	[8.693299]	[102]	[]	[41736334]
758_36262	chr6	107941553	107941953	+	1000	44.5	[7.6377397]	[62]	[]	[]	[107941710]	[]
758_36268	chr6	139764639	139765039	+	1000	44.5	[7.037342, 8.458068]	[69, 125]	[]	[]	[139764795, 139764851]	[]
758_3627	chr15	92904322	92904722	+	1000	189.0	[10.7555]	[77]	[6.780856]	[122]	[92904494]	[92904539]
758_36271	chr6	147194936	147195336	+	897	44.5	[6.7035384]	[153]	[]	[]	[147195151]	[]
758_36283	chr7	99666201	99666601	+	1000	44.5	[6.738754]	[101]	[6.738754]	[93]	[99666400]	[99666392]
758_36285	chr7	100836457	100836857	+	903	44.5	[6.780856, 7.652416]	[74, 144]	[]	[]	[100836621, 100836691]	[]
758_36295	chr7	129427780	129428180	+	1000	44.5	[]	[]	[11.127567]	[64]	[]	[129427935]
758_36306	chr8	27328096	27328496	+	1000	44.5	[8.1006775]	[142]	[]	[]	[27328333]	[]
758_36311	chr8	66429860	66430260	+	971	44.5	[6.7687325, 8.458068, 7.2884393, 11.575829]	[80, 83, 107, 140]	[]	[]	[66430035, 66430038, 66430062, 66430095]	[]
758_36316	chr8	91070947	91071347	+	742	44.5	[6.7687325, 8.458068]	[162, 165]	[]	[]	[91071182, 91071185]	[]
758_3632	chr19	4402096	4402496	+	1000	189.0	[]	[]	[7.250373]	[86]	[]	[4402276]
758_36320	chr8	128326943	128327343	+	768	44.5	[7.1035194]	[133]	[]	[]	[128327165]	[]
758_36337	chr9	130756053	130756453	+	1000	44.5	[]	[]	[6.780856, 6.7035384, 7.652416]	[122, 138, 150]	[]	[130756275, 130756291, 130756303]
758_36344	chrX	12978460	12978860	+	891	44.5	[7.6377397]	[156]	[]	[]	[12978685]	[]
758_3635	chr4	151016076	151016476	+	1000	189.0	[7.5865083]	[151]	[]	[]	[151016323]	[]
758_36356	chrX	129905799	129906199	+	1000	44.5	[7.87297]	[88]	[]	[]	[129905987]	[]
758_36357	chrX	131812913	131813313	+	1000	44.5	[8.1006775]	[177]	[]	[]	[131813135]	[]
758_36372	chr1	26005451	26005851	+	945	44.0	[]	[]	[11.127567]	[195]	[]	[26005694]
758_36383	chr1	36304513	36304913	+	812	44.0	[]	[]	[9.919872]	[126]	[]	[36304728]
758_36384	chr1	38053403	38053803	+	1000	44.0	[9.919872]	[88]	[6.780856, 6.738754]	[104, 114]	[38053590]	[38053606, 38053616]
758_36387	chr1	44948109	44948509	+	955	44.0	[]	[]	[8.693299]	[136]	[]	[44948321]
758_3639	chr6	4728086	4728486	+	1000	189.0	[]	[]	[6.673559]	[231]	[]	[4728324]
758_3641	chr6	106847065	106847465	+	1000	189.0	[]	[]	[6.7416005]	[76]	[]	[106847233]
758_36412	chr1	180494799	180495199	+	1000	44.0	[6.6800203]	[159]	[]	[]	[180495036]	[]
758_36421	chr1	202988164	202988564	+	1000	44.0	[]	[]	[10.7555]	[143]	[]	[202988381]
758_36428	chr1	212667403	212667803	+	865	44.0	[]	[]	[6.780856]	[141]	[]	[212667634]
