#PeakID(python identify_motif.py ./ENCODE_processed_files/PBX2_idr.fa PBX2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
919_3654	chr9	130980729	130981129	+	1000	46.0	[]	[]	[7.3489094]	[157]	[]	[130980904]
919_3655	chr9	130983816	130984216	+	1000	46.0	[8.685505]	[155]	[]	[]	[130983973]	[]
919_3659	chr9	131091854	131092254	+	1000	46.0	[]	[]	[12.475059]	[176]	[]	[131092047]
919_366	chr14	49620463	49620863	+	1000	188.0	[8.138656]	[101]	[]	[]	[49620662]	[]
919_3662	chr9	131187633	131188033	+	1000	46.0	[]	[]	[7.9820952, 9.946344, 7.560086]	[91, 109, 123]	[]	[131187816, 131187834, 131187848]
919_3664	chr9	131203894	131204294	+	1000	46.0	[]	[]	[9.734841]	[154]	[]	[131204103]
919_3667	chr1	12005522	12005922	+	1000	45.0	[8.721576]	[143]	[]	[]	[12005750]	[]
919_3668	chr1	16499544	16499944	+	1000	45.0	[8.787421]	[121]	[]	[]	[16499753]	[]
919_367	chr6	154593009	154593409	+	1000	188.0	[]	[]	[8.123892]	[99]	[]	[154593203]
919_3671	chr1	30769053	30769453	+	1000	45.0	[]	[]	[6.9739804]	[96]	[]	[30769230]
919_3672	chr1	45687021	45687421	+	1000	45.0	[]	[]	[6.9739804]	[232]	[]	[45687187]
919_3673	chr1	46673697	46674097	+	1000	45.0	[10.668542]	[104]	[]	[]	[46673897]	[]
919_3675	chr1	153433321	153433721	+	1000	45.0	[]	[]	[7.560086]	[151]	[]	[153433572]
919_3676	chr1	181088453	181088853	+	1000	45.0	[7.6864405]	[97]	[]	[]	[181088649]	[]
919_3677	chr1	204398491	204398891	+	1000	45.0	[]	[]	[11.295278]	[109]	[]	[204398694]
919_3678	chr1	212485891	212486291	+	1000	45.0	[6.8849363, 8.013846]	[91, 139]	[]	[]	[212486073, 212486121]	[]
919_3681	chr10	24944786	24945186	+	1000	45.0	[]	[]	[11.995326]	[101]	[]	[24944985]
919_3685	chr11	61979055	61979455	+	1000	45.0	[13.767965]	[101]	[]	[]	[61979255]	[]
919_3686	chr11	94152233	94152633	+	1000	45.0	[8.653753]	[94]	[8.661762]	[77]	[94152407]	[94152390]
919_3687	chr12	33588084	33588484	+	1000	45.0	[]	[]	[6.682185]	[155]	[]	[33588334]
919_3689	chr12	68498747	68499147	+	1000	45.0	[13.767965]	[98]	[7.249742]	[72]	[68498944]	[68498918]
919_369	chr19	16111636	16112036	+	1000	187.0	[6.9863925]	[101]	[]	[]	[16111835]	[]
919_3690	chr12	74537260	74537660	+	1000	45.0	[8.880494]	[60]	[10.930472, 8.436447]	[97, 106]	[74537411]	[74537448, 74537457]
919_3691	chr12	93242543	93242943	+	1000	45.0	[7.3688555]	[75]	[]	[]	[93242715]	[]
919_3693	chr13	113988761	113989161	+	1000	45.0	[]	[]	[8.810179]	[78]	[]	[113988923]
919_3695	chr15	63896813	63897213	+	1000	45.0	[]	[]	[11.98683]	[121]	[]	[63897026]
919_3697	chr15	80054247	80054647	+	1000	45.0	[15.3284025]	[124]	[]	[]	[80054460]	[]
919_3698	chr15	92904004	92904404	+	1000	45.0	[8.270616]	[140]	[]	[]	[92904223]	[]
919_3699	chr16	16120932	16121332	+	1000	45.0	[]	[]	[7.3269696, 6.9043694]	[117, 130]	[]	[16121138, 16121151]
919_37	chr19	19385374	19385774	+	1000	384.0	[]	[]	[13.096307]	[102]	[]	[19385576]
919_370	chr5	132098200	132098600	+	1000	187.0	[]	[]	[11.295278]	[105]	[]	[132098389]
919_3701	chr16	69406989	69407389	+	1000	45.0	[11.995326]	[102]	[]	[]	[69407183]	[]
919_3703	chr16	79833579	79833979	+	1000	45.0	[]	[]	[8.661762, 13.096307]	[70, 116]	[]	[79833746, 79833792]
919_3704	chr17	16380961	16381361	+	1000	45.0	[11.995326]	[109]	[]	[]	[16381154]	[]
919_3705	chr17	44095848	44096248	+	1000	45.0	[]	[]	[11.2828665]	[126]	[]	[44096050]
919_3706	chr17	60390145	60390545	+	1000	45.0	[]	[]	[10.668542]	[89]	[]	[60390327]
919_3707	chr17	61443574	61443974	+	1000	45.0	[8.001171]	[106]	[]	[]	[61443776]	[]
919_3708	chr17	62633580	62633980	+	1000	45.0	[13.767965]	[142]	[]	[]	[62633815]	[]
919_3709	chr17	64145749	64146149	+	1000	45.0	[]	[]	[7.2086043]	[160]	[]	[64145967]
919_371	chr1	228166410	228166810	+	1000	186.0	[13.767965]	[100]	[]	[]	[228166606]	[]
919_3711	chr18	496989	497389	+	1000	45.0	[8.698377, 9.76323]	[97, 101]	[]	[]	[497185, 497189]	[]
919_3713	chr19	21457747	21458147	+	1000	45.0	[]	[]	[8.661762]	[149]	[]	[21457982]
919_3714	chr19	40580015	40580415	+	1000	45.0	[]	[]	[7.9515624]	[87]	[]	[40580184]
919_3715	chr19	49128039	49128439	+	1000	45.0	[10.434889]	[104]	[]	[]	[49128243]	[]
919_3716	chr19	54164711	54165111	+	1000	45.0	[]	[]	[7.9622016]	[101]	[]	[54164905]
919_3718	chr1_KI270713v1_random	33331	33731	+	1000	45.0	[10.222199]	[182]	[]	[]	[33549]	[]
919_372	chr14	23007064	23007464	+	1000	186.0	[7.249742]	[141]	[9.370035]	[102]	[23007302]	[23007263]
919_3720	chr2	62287810	62288210	+	1000	45.0	[]	[]	[6.9234715]	[105]	[]	[62288009]
919_3723	chr2	169828446	169828846	+	1000	45.0	[9.549196]	[162]	[6.7459693]	[138]	[169828684]	[169828660]
919_3725	chr2	196076768	196077168	+	1000	45.0	[13.767965, 11.995326]	[111, 133]	[]	[]	[196076973, 196076995]	[]
919_3726	chr2	222709420	222709820	+	1000	45.0	[11.995326]	[130]	[]	[]	[222709640]	[]
919_3727	chr20	23152314	23152714	+	1000	45.0	[]	[]	[13.767965, 10.25316]	[100, 113]	[]	[23152511, 23152524]
919_3729	chr20	33689890	33690290	+	1000	45.0	[13.096307]	[93]	[8.655526]	[125]	[33690083]	[33690115]
919_373	chr16	67892928	67893328	+	1000	186.0	[11.995326]	[108]	[]	[]	[67893130]	[]
919_3730	chr20	49046571	49046971	+	1000	45.0	[7.597396]	[95]	[]	[]	[49046743]	[]
919_3735	chr22	19419721	19420121	+	1000	45.0	[6.9218564]	[153]	[]	[]	[19419960]	[]
919_3736	chr22	20019229	20019629	+	1000	45.0	[]	[]	[6.951835, 6.7459693]	[147, 164]	[]	[20019437, 20019454]
919_3737	chr22	20111024	20111424	+	1000	45.0	[7.2781315]	[163]	[]	[]	[20111250]	[]
919_3739	chr22	20546473	20546873	+	1000	45.0	[13.767965]	[100]	[12.034296]	[153]	[20546662]	[20546715]
919_374	chr19	11738815	11739215	+	1000	186.0	[15.3284025]	[100]	[]	[]	[11739005]	[]
919_3742	chr22	21635446	21635846	+	1000	45.0	[]	[]	[10.914621]	[125]	[]	[21635652]
919_3743	chr22	21636076	21636476	+	1000	45.0	[7.9622016]	[210]	[6.798939]	[180]	[21636316]	[21636286]
919_3753	chr22	22342890	22343290	+	1000	45.0	[]	[]	[9.946344]	[165]	[]	[22343083]
919_3757	chr22	22745037	22745437	+	1000	45.0	[9.510227]	[141]	[]	[]	[22745222]	[]
919_3759	chr22	22823720	22824120	+	1000	45.0	[13.767965]	[75]	[]	[]	[22823892]	[]
919_376	chr3	25664754	25665154	+	1000	186.0	[]	[]	[13.096307]	[102]	[]	[25664955]
919_3766	chr22	23103242	23103642	+	1000	45.0	[]	[]	[11.315171]	[117]	[]	[23103451]
919_3767	chr22	23158593	23158993	+	1000	45.0	[]	[]	[7.249742]	[168]	[]	[23158786]
919_3769	chr22	37242434	37242834	+	1000	45.0	[7.636366]	[111]	[]	[]	[37242638]	[]
919_377	chr5	146447065	146447465	+	1000	186.0	[8.534417]	[123]	[]	[]	[146447283]	[]
919_3770	chr3	33798453	33798853	+	1000	45.0	[]	[]	[8.013846]	[91]	[]	[33798622]
919_3771	chr3	33936322	33936722	+	1000	45.0	[]	[]	[8.942274]	[100]	[]	[33936520]
919_3773	chr3	157089387	157089787	+	1000	45.0	[10.434889]	[96]	[]	[]	[157089580]	[]
919_3774	chr4	78613441	78613841	+	1000	45.0	[]	[]	[7.983867, 7.9622016]	[66, 157]	[]	[78613600, 78613691]
919_3777	chr5	132495719	132496119	+	1000	45.0	[]	[]	[10.611208]	[96]	[]	[132495901]
919_3778	chr5	164355312	164355712	+	1000	45.0	[]	[]	[7.218759]	[142]	[]	[164355539]
919_3779	chr6	28838875	28839275	+	1000	45.0	[8.976292]	[145]	[]	[]	[28839079]	[]
919_3780	chr6	44246049	44246449	+	1000	45.0	[11.019517]	[113]	[]	[]	[44246252]	[]
919_3781	chr6	46437887	46438287	+	1000	45.0	[8.580075]	[144]	[]	[]	[46438123]	[]
919_3782	chr6	169921255	169921655	+	1000	45.0	[10.434889, 10.434889]	[87, 111]	[]	[]	[169921441, 169921465]	[]
919_3783	chr7	32846627	32847027	+	1000	45.0	[11.295278]	[122]	[]	[]	[32846840]	[]
919_3784	chr7	66867229	66867629	+	1000	45.0	[]	[]	[11.295278]	[133]	[]	[66867448]
919_3785	chr7	75866514	75866914	+	1000	45.0	[]	[]	[9.514142]	[109]	[]	[75866711]
919_3788	chr7	112414893	112415293	+	1000	45.0	[]	[]	[11.995326]	[136]	[]	[112415109]
919_379	chr17	43170935	43171335	+	1000	185.0	[9.734841]	[100]	[7.597396]	[118]	[43171131]	[43171149]
919_3791	chr8	42223950	42224350	+	1000	45.0	[10.434889]	[85]	[]	[]	[42224119]	[]
919_3794	chr8	66922071	66922471	+	1000	45.0	[9.850762]	[139]	[]	[]	[66922305]	[]
919_3796	chr8	100310327	100310727	+	1000	45.0	[10.2141905]	[145]	[]	[]	[100310551]	[]
919_3797	chr8	124351862	124352262	+	1000	45.0	[12.034296, 8.270616]	[101, 105]	[]	[]	[124352039, 124352043]	[]
919_3799	chr9	3475247	3475647	+	1000	45.0	[15.3284025, 8.661762]	[108, 125]	[7.990104]	[92]	[3475442, 3475459]	[3475426]
919_3800	chr9	114551915	114552315	+	1000	45.0	[8.34459]	[114]	[]	[]	[114552110]	[]
919_3803	chr9	128445746	128446146	+	1000	45.0	[]	[]	[7.8151984]	[97]	[]	[128445929]
919_3804	chr9	130689911	130690311	+	1000	45.0	[9.905027]	[123]	[7.597396]	[141]	[130690117]	[130690135]
919_3809	chr9	130900650	130901050	+	1000	45.0	[8.685505]	[81]	[]	[]	[130900806]	[]
919_381	chr20	37178783	37179183	+	1000	185.0	[13.767965]	[96]	[]	[]	[37178978]	[]
919_3814	chrUn_KI270742v1	1830	2230	+	1000	45.0	[8.129065]	[119]	[]	[]	[2020]	[]
919_3815	chrX	107655116	107655516	+	1000	45.0	[]	[]	[7.9515624, 9.514142]	[94, 103]	[]	[107655295, 107655304]
919_3819	chr1	15472652	15473052	+	1000	44.0	[]	[]	[13.767965]	[117]	[]	[15472851]
919_382	chr3	15601372	15601772	+	1000	185.0	[9.063183]	[104]	[]	[]	[15601569]	[]
919_3823	chr1	28884459	28884859	+	1000	44.0	[11.2828665, 13.096307]	[115, 139]	[7.417628]	[73]	[28884661, 28884685]	[28884619]
919_3824	chr1	32251833	32252233	+	1000	44.0	[8.810179]	[142]	[11.295278]	[112]	[32252071]	[32252041]
919_3825	chr1	54052400	54052800	+	1000	44.0	[]	[]	[9.905027]	[106]	[]	[54052595]
919_3826	chr1	65480899	65481299	+	1000	44.0	[8.698377]	[120]	[]	[]	[65481091]	[]
919_3827	chr1	70219922	70220322	+	1000	44.0	[8.580075, 8.270616, 8.34459]	[81, 85, 134]	[12.475059]	[145]	[70220088, 70220092, 70220141]	[70220152]
919_3828	chr1	77347612	77348012	+	1000	44.0	[7.990104]	[148]	[7.922723]	[117]	[77347844]	[77347813]
919_3829	chr1	108814797	108815197	+	1000	44.0	[]	[]	[10.914621]	[112]	[]	[108814998]
919_383	chr1	5992411	5992811	+	1000	184.0	[7.335466]	[59]	[7.597396]	[115]	[5992566]	[5992622]
919_3830	chr1	147084833	147085233	+	1000	44.0	[9.765003]	[70]	[10.436662]	[68]	[147084997]	[147084995]
919_3831	chr1	148155950	148156350	+	1000	44.0	[]	[]	[9.905027]	[82]	[]	[148156131]
919_3832	chr1	153790925	153791325	+	1000	44.0	[11.995326]	[117]	[]	[]	[153791140]	[]
919_3833	chr1	164787340	164787740	+	1000	44.0	[]	[]	[9.45908]	[98]	[]	[164787531]
919_3835	chr1	213728555	213728955	+	1000	44.0	[]	[]	[11.995326, 11.2828665]	[116, 135]	[]	[213728753, 213728772]
919_3838	chr10	72340387	72340787	+	1000	44.0	[6.920084]	[179]	[13.767965]	[168]	[72340628]	[72340617]
919_3839	chr11	353897	354297	+	1000	44.0	[9.905027]	[91]	[]	[]	[354086]	[]
919_3840	chr11	875644	876044	+	1000	44.0	[8.270616]	[109]	[]	[]	[875851]	[]
919_3841	chr11	3115365	3115765	+	1000	44.0	[8.721576]	[157]	[]	[]	[3115553]	[]
919_3842	chr11	10899545	10899945	+	1000	44.0	[8.661762]	[89]	[]	[]	[10899703]	[]
919_3843	chr11	67826240	67826640	+	1000	44.0	[11.295278]	[94]	[]	[]	[67826433]	[]
919_3844	chr11	78377796	78378196	+	1000	44.0	[8.4530525]	[127]	[13.767965]	[97]	[78378012]	[78377982]
919_3845	chr12	56360035	56360435	+	1000	44.0	[]	[]	[8.70122]	[121]	[]	[56360249]
919_3846	chr12	120709926	120710326	+	1000	44.0	[]	[]	[7.9622016]	[100]	[]	[120710124]
919_3847	chr12	121590125	121590525	+	1000	44.0	[11.295278]	[88]	[]	[]	[121590287]	[]
919_3848	chr13	45362962	45363362	+	1000	44.0	[]	[]	[11.995326]	[100]	[]	[45363154]
919_3850	chr14	45134399	45134799	+	1000	44.0	[9.45908]	[99]	[]	[]	[45134594]	[]
919_3853	chr14_GL000225v1_random	34444	34844	+	1000	44.0	[]	[]	[7.9346805]	[137]	[]	[34678]
919_3854	chr14_GL000225v1_random	67991	68391	+	1000	44.0	[]	[]	[7.3269696]	[176]	[]	[68227]
919_3857	chr15	40330473	40330873	+	1000	44.0	[]	[]	[7.760843]	[116]	[]	[40330662]
919_3858	chr15	41566067	41566467	+	1000	44.0	[13.767965]	[145]	[]	[]	[41566291]	[]
919_386	chr7	30284238	30284638	+	1000	184.0	[7.4158554]	[111]	[11.295278]	[93]	[30284449]	[30284431]
919_3860	chr15	64566725	64567125	+	1000	44.0	[]	[]	[13.767965]	[101]	[]	[64566898]
919_3861	chr15	90845364	90845764	+	1000	44.0	[13.767965]	[123]	[]	[]	[90845584]	[]
919_3862	chr16	15022114	15022514	+	1000	44.0	[9.76323, 10.434889]	[75, 117]	[]	[]	[15022276, 15022318]	[]
919_3864	chr16	57603335	57603735	+	1000	44.0	[8.155379, 13.767965, 7.6186666]	[81, 102, 120]	[]	[]	[57603514, 57603535, 57603553]	[]
919_3865	chr16	70428100	70428500	+	1000	44.0	[]	[]	[8.461827]	[144]	[]	[70428332]
919_3866	chr16	87057539	87057939	+	1000	44.0	[15.3284025]	[116]	[]	[]	[87057754]	[]
919_3867	chr17	13941260	13941660	+	1000	44.0	[]	[]	[8.664022]	[124]	[]	[13941462]
919_3868	chr17	40317978	40318378	+	1000	44.0	[9.734841]	[119]	[]	[]	[40318196]	[]
919_3869	chr17	43350803	43351203	+	1000	44.0	[9.905027]	[86]	[]	[]	[43350985]	[]
919_387	chr9	112717913	112718313	+	1000	184.0	[8.787421]	[117]	[]	[]	[112718117]	[]
919_3870	chr17	54969755	54970155	+	1000	44.0	[15.3284025]	[100]	[7.781394]	[104]	[54969951]	[54969955]
919_3876	chr19	3700493	3700893	+	1000	44.0	[13.547267]	[97]	[7.0516834]	[117]	[3700673]	[3700693]
919_3877	chr19	6692917	6693317	+	1000	44.0	[]	[]	[10.245942]	[128]	[]	[6693137]
919_388	chr12	2812354	2812754	+	1000	183.0	[]	[]	[13.767965]	[98]	[]	[2812552]
919_3880	chr19	11568089	11568489	+	1000	44.0	[9.108106]	[104]	[10.434889, 8.129065]	[126, 156]	[11568281]	[11568303, 11568333]
919_3883	chr2	11582685	11583085	+	1000	44.0	[]	[]	[13.767965]	[76]	[]	[11582859]
919_3886	chr2	240604360	240604760	+	1000	44.0	[]	[]	[9.370035]	[101]	[]	[240604558]
919_3887	chr20	625241	625641	+	1000	44.0	[10.2141905]	[130]	[8.161369]	[103]	[625466]	[625439]
919_389	chr19	7629433	7629833	+	1000	183.0	[9.063183, 8.077128]	[110, 127]	[]	[]	[7629633, 7629650]	[]
919_3893	chr22	20102294	20102694	+	1000	44.0	[9.734841, 7.983867, 7.9622016]	[149, 155, 180]	[]	[]	[20102450, 20102456, 20102481]	[]
919_3895	chr22	21602013	21602413	+	1000	44.0	[8.129065]	[92]	[]	[]	[21602200]	[]
919_3899	chr22	21848611	21849011	+	1000	44.0	[]	[]	[7.169635]	[89]	[]	[21848770]
919_39	chr1	167721692	167722092	+	1000	370.0	[11.295278]	[97]	[]	[]	[167721887]	[]
919_390	chr19	19865532	19865932	+	1000	183.0	[]	[]	[11.98683, 13.767965]	[68, 108]	[]	[19865698, 19865738]
919_391	chr21	42463859	42464259	+	1000	183.0	[11.995326]	[99]	[]	[]	[42464054]	[]
919_3912	chr22	23106303	23106703	+	1000	44.0	[]	[]	[9.514142]	[187]	[]	[23106513]
919_3918	chr22	29907749	29908149	+	1000	44.0	[10.502711]	[88]	[]	[]	[29907933]	[]
919_392	chr1	173269438	173269838	+	1000	182.0	[7.7142496]	[67]	[]	[]	[173269601]	[]
919_3920	chr3	39021826	39022226	+	1000	44.0	[]	[]	[9.905027]	[109]	[]	[39022024]
919_3921	chr3	39152632	39153032	+	1000	44.0	[7.990104, 7.677944, 10.077273]	[106, 128, 138]	[]	[]	[39152826, 39152848, 39152858]	[]
919_3922	chr3	46422625	46423025	+	1000	44.0	[]	[]	[9.514142]	[119]	[]	[46422837]
919_3923	chr3	139340734	139341134	+	1000	44.0	[]	[]	[13.096307]	[87]	[]	[139340912]
919_3925	chr3	171811425	171811825	+	1000	44.0	[6.880627, 7.392598, 8.461827]	[68, 94, 132]	[]	[]	[171811585, 171811611, 171811649]	[]
919_3926	chr3	186105472	186105872	+	1000	44.0	[]	[]	[15.3284025]	[103]	[]	[186105670]
919_3927	chr4	1010708	1011108	+	1000	44.0	[]	[]	[9.549196]	[105]	[]	[1010906]
919_3928	chr4	17535242	17535642	+	1000	44.0	[8.069627]	[138]	[15.3284025]	[111]	[17535473]	[17535446]
919_393	chr11	117144071	117144471	+	1000	182.0	[10.434889]	[93]	[]	[]	[117144264]	[]
919_3932	chr4	122807070	122807470	+	1000	44.0	[]	[]	[7.068398]	[132]	[]	[122807301]
919_3934	chr5	10537191	10537591	+	1000	44.0	[]	[]	[7.5889]	[122]	[]	[10537401]
919_3935	chr5	54736453	54736853	+	1000	44.0	[]	[]	[7.776671, 13.096307]	[104, 117]	[]	[54736649, 54736662]
919_3936	chr5	65971633	65972033	+	1000	44.0	[10.930472]	[95]	[]	[]	[65971818]	[]
919_3937	chr5	95843089	95843489	+	1000	44.0	[]	[]	[10.434889]	[104]	[]	[95843292]
919_3938	chr5	141814021	141814421	+	1000	44.0	[]	[]	[9.734841]	[96]	[]	[141814209]
919_3939	chr5	149930781	149931181	+	1000	44.0	[]	[]	[8.787421]	[97]	[]	[149930969]
919_3940	chr5	164356731	164357131	+	1000	44.0	[13.096307]	[98]	[7.94979]	[119]	[164356920]	[164356941]
919_3946	chr7	100801929	100802329	+	1000	44.0	[]	[]	[8.810179]	[161]	[]	[100802173]
919_3947	chr7	117124661	117125061	+	1000	44.0	[6.920084]	[146]	[7.471763]	[150]	[117124877]	[117124881]
919_3948	chr7	123597028	123597428	+	1000	44.0	[10.01349]	[180]	[]	[]	[123597277]	[]
919_395	chr19	55080566	55080966	+	1000	182.0	[11.995326]	[98]	[]	[]	[55080762]	[]
919_3951	chr7	149719350	149719750	+	1000	44.0	[]	[]	[11.295278]	[116]	[]	[149719547]
919_3952	chr7	149776364	149776764	+	1000	44.0	[11.2828665]	[113]	[]	[]	[149776571]	[]
919_3953	chr7	151925986	151926386	+	1000	44.0	[13.767965]	[103]	[]	[]	[151926176]	[]
919_3954	chr8	77000479	77000879	+	1000	44.0	[]	[]	[8.787421]	[111]	[]	[77000686]
919_3955	chr8	123154794	123155194	+	1000	44.0	[9.905027]	[117]	[]	[]	[123155007]	[]
919_3963	chr9	130785091	130785491	+	1000	44.0	[7.171407]	[183]	[]	[]	[130785277]	[]
919_397	chr12	122064798	122065198	+	1000	181.0	[15.3284025]	[90]	[]	[]	[122064988]	[]
919_3970	chr9	130969297	130969697	+	1000	44.0	[8.359376]	[157]	[]	[]	[130969532]	[]
919_3975	chr9	131131219	131131619	+	1000	44.0	[7.7371]	[164]	[]	[]	[131131439]	[]
919_3979	chrX	15530415	15530815	+	1000	44.0	[]	[]	[7.9515624]	[157]	[]	[15530666]
919_398	chr15	74584862	74585262	+	1000	181.0	[13.096307]	[140]	[]	[]	[74585096]	[]
919_3984	chr1	37690641	37691041	+	1000	43.0	[9.180952]	[77]	[]	[]	[37690806]	[]
919_3985	chr1	40794021	40794421	+	1000	43.0	[15.3284025]	[143]	[]	[]	[40794239]	[]
919_3988	chr1	114381028	114381428	+	1000	43.0	[8.359376]	[87]	[13.767965]	[128]	[114381205]	[114381246]
919_3989	chr1	114388299	114388699	+	1000	43.0	[13.547267]	[72]	[6.798939]	[137]	[114388455]	[114388520]
919_3991	chr1	171762190	171762590	+	1000	43.0	[7.94979, 6.6607985]	[104, 147]	[]	[]	[171762392, 171762435]	[]
919_3993	chr1	184912449	184912849	+	1000	43.0	[10.242963]	[123]	[]	[]	[184912662]	[]
919_3994	chr1	206562880	206563280	+	1000	43.0	[10.2141905]	[127]	[]	[]	[206563083]	[]
919_3996	chr1	222711935	222712335	+	1000	43.0	[8.942274]	[96]	[]	[]	[222712131]	[]
919_3997	chr1	231041673	231042073	+	1000	43.0	[15.3284025]	[117]	[]	[]	[231041879]	[]
919_400	chr17	48048030	48048430	+	1000	181.0	[7.953706]	[118]	[11.995326]	[110]	[48048246]	[48048238]
919_4005	chr11	85653000	85653400	+	1000	43.0	[13.767965]	[128]	[]	[]	[85653210]	[]
919_4006	chr11	95363739	95364139	+	1000	43.0	[11.019517]	[104]	[]	[]	[95363941]	[]
919_4007	chr12	25195062	25195462	+	1000	43.0	[10.242963, 7.2820473]	[88, 135]	[]	[]	[25195235, 25195282]	[]
919_4008	chr12	92408121	92408521	+	1000	43.0	[8.70122]	[162]	[]	[]	[92408354]	[]
919_4009	chr13	90867328	90867728	+	1000	43.0	[7.392598]	[88]	[]	[]	[90867507]	[]
919_401	chr19	12484702	12485102	+	1000	181.0	[13.767965]	[96]	[]	[]	[12484891]	[]
919_4012	chr15	66323329	66323729	+	1000	43.0	[6.8908954]	[89]	[12.034296]	[87]	[66323483]	[66323481]
919_4014	chr17	29037956	29038356	+	1000	43.0	[]	[]	[15.3284025]	[87]	[]	[29038139]
919_4015	chr17	34082398	34082798	+	1000	43.0	[7.3998165]	[146]	[]	[]	[34082632]	[]
919_4016	chr17	39929369	39929769	+	1000	43.0	[13.767965]	[97]	[8.655526]	[154]	[39929561]	[39929618]
919_4017	chr17	77886318	77886718	+	1000	43.0	[9.765003]	[97]	[]	[]	[77886497]	[]
919_4024	chr19	35643645	35644045	+	1000	43.0	[11.315171]	[94]	[]	[]	[35643837]	[]
919_4025	chr19	41364060	41364460	+	1000	43.0	[11.295278]	[105]	[]	[]	[41364240]	[]
919_4026	chr19	42269528	42269928	+	1000	43.0	[8.013846]	[91]	[]	[]	[42269699]	[]
919_4027	chr19	48170369	48170769	+	1000	43.0	[6.8849363, 9.76323]	[90, 94]	[]	[]	[48170554, 48170558]	[]
919_4029	chr19	54159845	54160245	+	1000	43.0	[7.597396]	[107]	[]	[]	[54160045]	[]
919_403	chr21	46184504	46184904	+	1000	181.0	[7.9622016]	[100]	[]	[]	[46184704]	[]
919_4032	chr2	37564371	37564771	+	1000	43.0	[7.2086043, 7.287168]	[159, 176]	[]	[]	[37564604, 37564621]	[]
919_4033	chr2	111100770	111101170	+	1000	43.0	[]	[]	[10.930472, 7.636366]	[103, 161]	[]	[111100955, 111101013]
919_4034	chr2	118088151	118088551	+	1000	43.0	[12.475059]	[179]	[]	[]	[118088382]	[]
919_4035	chr2	144660982	144661382	+	1000	43.0	[6.798939]	[152]	[]	[]	[144661213]	[]
919_4037	chr2	177168329	177168729	+	1000	43.0	[10.245942]	[84]	[]	[]	[177168508]	[]
919_404	chr1	28886841	28887241	+	1000	180.0	[]	[]	[7.6864405]	[108]	[]	[28887047]
919_4040	chr20	33709803	33710203	+	1000	43.0	[]	[]	[10.434889]	[118]	[]	[33709987]
919_4041	chr20	60750171	60750571	+	1000	43.0	[]	[]	[8.698377]	[107]	[]	[60750370]
919_4042	chr20	63834892	63835292	+	1000	43.0	[]	[]	[7.483721]	[101]	[]	[63835071]
919_4043	chr20	63949213	63949613	+	1000	43.0	[]	[]	[13.096307]	[111]	[]	[63949419]
919_4045	chr21	38805379	38805779	+	1000	43.0	[10.748932]	[138]	[]	[]	[38805590]	[]
919_4046	chr21	44801013	44801413	+	1000	43.0	[11.2828665]	[111]	[]	[]	[44801220]	[]
919_405	chr13	19633417	19633817	+	1000	180.0	[]	[]	[11.98683]	[96]	[]	[19633609]
919_406	chr19	32675059	32675459	+	1000	180.0	[7.677944]	[97]	[]	[]	[32675253]	[]
919_4060	chr22	21824905	21825305	+	1000	43.0	[8.942274]	[162]	[]	[]	[21825135]	[]
919_4062	chr22	22038347	22038747	+	1000	43.0	[]	[]	[7.59513]	[154]	[]	[22038527]
919_4063	chr22	22126051	22126451	+	1000	43.0	[6.656883]	[119]	[]	[]	[22126221]	[]
919_407	chr19	35702240	35702640	+	1000	180.0	[]	[]	[8.011045]	[90]	[]	[35702429]
919_4074	chr22	22897926	22898326	+	1000	43.0	[]	[]	[7.417628]	[163]	[]	[22898129]
919_4080	chr22	23033127	23033527	+	1000	43.0	[8.664022]	[138]	[]	[]	[23033279]	[]
919_4081	chr22	23113626	23114026	+	1000	43.0	[]	[]	[8.580075]	[160]	[]	[23113827]
919_4082	chr22	23260372	23260772	+	1000	43.0	[]	[]	[7.6186666]	[147]	[]	[23260618]
919_4085	chr3	101147010	101147410	+	1000	43.0	[]	[]	[10.930472]	[89]	[]	[101147196]
919_4086	chr3	150738408	150738808	+	1000	43.0	[10.502711, 10.668542]	[65, 130]	[]	[]	[150738564, 150738629]	[]
919_4088	chr3	196287566	196287966	+	1000	43.0	[]	[]	[12.843303]	[110]	[]	[196287767]
919_409	chr12	57455001	57455401	+	1000	179.0	[7.9622016]	[100]	[]	[]	[57455201]	[]
919_4090	chr5	32534787	32535187	+	1000	43.0	[]	[]	[8.787421]	[102]	[]	[32534986]
919_4091	chr5	36820945	36821345	+	1000	43.0	[]	[]	[8.290325]	[58]	[]	[36821102]
919_4092	chr5	38887998	38888398	+	1000	43.0	[7.335466, 6.8908954]	[69, 110]	[12.034296]	[108]	[38888160, 38888201]	[38888199]
919_4093	chr5	54390585	54390985	+	1000	43.0	[15.3284025]	[104]	[]	[]	[54390782]	[]
919_4094	chr5	89129171	89129571	+	1000	43.0	[7.1601453]	[117]	[11.98683, 7.9515624]	[94, 121]	[89129384]	[89129361, 89129388]
919_4095	chr5	90657732	90658132	+	1000	43.0	[8.887406]	[127]	[]	[]	[90657949]	[]
919_4096	chr5	138970775	138971175	+	1000	43.0	[8.580075, 10.434889]	[90, 143]	[]	[]	[138970960, 138971013]	[]
