#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_2383	chr1	1305543	1305943	+	1000	47.0	[16.412586]	[101]	[7.2059402]	[99]	[1305744]	[1305742]
593_2384	chr1	27145926	27146326	+	1000	47.0	[12.540544, 12.673135]	[61, 121]	[10.945392]	[119]	[27146077, 27146137]	[27146135]
593_2388	chr1	181129797	181130197	+	1000	47.0	[]	[]	[6.1916084]	[85]	[]	[181129970]
593_2390	chr1	225817667	225818067	+	1000	47.0	[7.2059402]	[96]	[16.412586]	[94]	[225817847]	[225817845]
593_2397	chr11	34371381	34371781	+	1000	47.0	[12.673135]	[110]	[10.945392]	[108]	[34371581]	[34371579]
593_2401	chr12	119061182	119061582	+	1000	47.0	[]	[]	[11.999462]	[118]	[]	[119061369]
593_241	chr16	69726797	69727197	+	1000	197.0	[]	[]	[16.412586]	[112]	[]	[69727007]
593_2410	chr17	12438776	12439176	+	1000	47.0	[16.412586]	[59]	[]	[]	[12438935]	[]
593_2411	chr17	16815840	16816240	+	1000	47.0	[13.902448]	[72]	[12.673135, 16.412586]	[70, 112]	[16816009]	[16816007, 16816049]
593_2420	chr2	113858704	113859104	+	1000	47.0	[]	[]	[16.412586]	[118]	[]	[113858911]
593_2421	chr2	239280219	239280619	+	1000	47.0	[13.902448, 16.412586]	[111, 121]	[7.407627, 7.2059402]	[109, 119]	[239280424, 239280434]	[239280422, 239280432]
593_2425	chr20	50111331	50111731	+	1000	47.0	[12.540544, 16.412586]	[68, 122]	[10.162996, 6.1846833]	[66, 101]	[50111490, 50111544]	[50111488, 50111523]
593_2442	chr4	7031914	7032314	+	1000	47.0	[12.32841]	[106]	[13.902448]	[104]	[7032120]	[7032118]
593_2444	chr5	26893081	26893481	+	1000	47.0	[7.0733485]	[91]	[16.412586]	[89]	[26893267]	[26893265]
593_2457	chr7	106449200	106449600	+	1000	47.0	[6.9960446]	[148]	[6.614336]	[136]	[106449402]	[106449390]
593_2458	chr7	138935422	138935822	+	1000	47.0	[12.082088]	[110]	[]	[]	[138935626]	[]
593_2460	chr8	122760307	122760707	+	1000	47.0	[12.082088, 13.902448]	[88, 114]	[16.412586]	[112]	[122760485, 122760511]	[122760509]
593_2471	chr1	16266522	16266922	+	1000	46.0	[12.082088, 6.864906]	[107, 156]	[]	[]	[16266717, 16266766]	[]
593_2476	chr1	145994479	145994879	+	1000	46.0	[13.902448]	[117]	[12.540544]	[115]	[145994680]	[145994678]
593_248	chr10	106942261	106942661	+	1000	193.0	[7.4181294]	[137]	[]	[]	[106942492]	[]
593_2487	chr10	110083970	110084370	+	1000	46.0	[7.2059402]	[99]	[16.412586]	[97]	[110084164]	[110084162]
593_2488	chr10	119595281	119595681	+	1000	46.0	[10.945392]	[147]	[16.412586]	[145]	[119595501]	[119595499]
593_2489	chr10	124547602	124548002	+	1000	46.0	[7.8001075]	[87]	[]	[]	[124547784]	[]
593_2491	chr11	69297406	69297806	+	1000	46.0	[9.636316, 12.673135]	[111, 136]	[9.716079, 10.030405]	[109, 134]	[69297601, 69297626]	[69297599, 69297624]
593_2492	chr11	93737902	93738302	+	1000	46.0	[12.32841]	[104]	[13.902448]	[102]	[93738101]	[93738099]
593_2498	chr15	39942322	39942722	+	1000	46.0	[7.981068, 10.945392]	[137, 165]	[13.45553]	[163]	[39942531, 39942559]	[39942557]
593_2499	chr15	81939612	81940012	+	1000	46.0	[8.210046, 11.6737585]	[100, 165]	[]	[]	[81939763, 81939828]	[]
593_250	chr7	112422876	112423276	+	1000	193.0	[16.412586]	[113]	[10.945392]	[111]	[112423081]	[112423079]
593_2500	chr16	14503186	14503586	+	1000	46.0	[9.5834875]	[89]	[13.902448]	[87]	[14503358]	[14503356]
593_2503	chr17	37488135	37488535	+	1000	46.0	[6.6792603]	[156]	[16.412586]	[154]	[37488383]	[37488381]
593_2505	chr19	10230350	10230750	+	1000	46.0	[9.163619]	[129]	[12.32841]	[127]	[10230528]	[10230526]
593_2513	chr2	166091406	166091806	+	1000	46.0	[11.85311]	[102]	[]	[]	[166091607]	[]
593_2515	chr2	236579704	236580104	+	1000	46.0	[]	[]	[16.412586]	[118]	[]	[236579902]
593_2516	chr21	32131941	32132341	+	1000	46.0	[10.945392]	[97]	[16.412586]	[95]	[32132127]	[32132125]
593_2517	chr21	36964347	36964747	+	1000	46.0	[11.300851]	[141]	[]	[]	[36964581]	[]
593_252	chr19	4374574	4374974	+	1000	192.0	[9.818272, 16.412586]	[89, 105]	[12.673135, 9.818272]	[87, 103]	[4374752, 4374768]	[4374750, 4374766]
593_2522	chr22	38181551	38181951	+	1000	46.0	[6.7076573, 11.85311]	[169, 183]	[9.57195]	[181]	[38181776, 38181790]	[38181788]
593_2529	chr3	172097066	172097466	+	1000	46.0	[11.85311]	[126]	[6.6148934]	[124]	[172097278]	[172097276]
593_2537	chr4	122412582	122412982	+	1000	46.0	[6.6792603]	[127]	[16.412586]	[125]	[122412765]	[122412763]
593_2538	chr4	139189049	139189449	+	1000	46.0	[10.162996]	[183]	[16.412586]	[181]	[139189275]	[139189273]
593_2539	chr5	91314243	91314643	+	1000	46.0	[16.412586]	[125]	[10.945392]	[123]	[91314448]	[91314446]
593_254	chr12	120086831	120087231	+	1000	191.0	[9.342972]	[95]	[]	[]	[120087024]	[]
593_2540	chr5	150757075	150757475	+	1000	46.0	[13.45553]	[146]	[9.636316]	[144]	[150757299]	[150757297]
593_2546	chr6	31736347	31736747	+	1000	46.0	[12.32841]	[99]	[6.6991796, 13.902448]	[81, 97]	[31736537]	[31736519, 31736535]
593_255	chr12	71125982	71126382	+	1000	190.0	[9.163619]	[107]	[16.412586]	[105]	[71126177]	[71126175]
593_2555	chr7	135169157	135169557	+	1000	46.0	[16.412586]	[100]	[9.636316]	[98]	[135169310]	[135169308]
593_2556	chr8	13203706	13204106	+	1000	46.0	[9.189399]	[104]	[13.902448]	[102]	[13203907]	[13203905]
593_2557	chr8	38347359	38347759	+	1000	46.0	[7.2059402]	[107]	[13.45553]	[105]	[38347557]	[38347555]
593_256	chr15	36428258	36428658	+	1000	190.0	[10.945392]	[144]	[12.673135]	[142]	[36428470]	[36428468]
593_2561	chr8	109072411	109072811	+	1000	46.0	[16.412586]	[112]	[10.162996]	[110]	[109072621]	[109072619]
593_2562	chr9	38039141	38039541	+	1000	46.0	[]	[]	[12.082088]	[158]	[]	[38039385]
593_2563	chr9	114551885	114552285	+	993	46.0	[12.673135, 8.601364, 8.11366]	[99, 128, 165]	[9.636316]	[97]	[114552067, 114552096, 114552133]	[114552065]
593_2573	chr1	182149456	182149856	+	1000	45.0	[]	[]	[11.977605, 16.412586]	[89, 104]	[]	[182149639, 182149654]
593_2575	chr10	47406840	47407240	+	1000	45.0	[]	[]	[6.3859158]	[76]	[]	[47407010]
593_2576	chr10	61786596	61786996	+	1000	45.0	[6.514101, 7.904591, 7.2059402]	[98, 123, 155]	[6.3787093, 9.189399]	[96, 153]	[61786786, 61786811, 61786843]	[61786784, 61786841]
593_2577	chr10	69088912	69089312	+	1000	45.0	[]	[]	[11.6737585]	[83]	[]	[69089093]
593_2579	chr10	79178806	79179206	+	1000	45.0	[8.4563675]	[163]	[13.902448]	[161]	[79179042]	[79179040]
593_2583	chr12	113863423	113863823	+	1000	45.0	[7.2059402]	[111]	[16.412586]	[109]	[113863634]	[113863632]
593_2603	chr2	186485914	186486314	+	1000	45.0	[]	[]	[6.6652546]	[125]	[]	[186486105]
593_2604	chr2	196331081	196331481	+	1000	45.0	[16.412586]	[101]	[10.030405]	[99]	[196331279]	[196331277]
593_2607	chr22	19855387	19855787	+	1000	45.0	[7.505198]	[146]	[]	[]	[19855594]	[]
593_261	chr1	243939219	243939619	+	1000	187.0	[12.082088, 12.082088]	[96, 124]	[]	[]	[243939411, 243939439]	[]
593_2618	chr22	38872474	38872874	+	1000	45.0	[6.86587]	[119]	[]	[]	[38872683]	[]
593_2620	chr3	129686967	129687367	+	1000	45.0	[13.902448]	[97]	[9.189399]	[95]	[129687156]	[129687154]
593_2621	chr3	158679493	158679893	+	1000	45.0	[6.6792603, 8.624022]	[80, 95]	[13.45553]	[78]	[158679652, 158679667]	[158679650]
593_2623	chr3	196287649	196288049	+	1000	45.0	[7.9689574, 11.13416]	[69, 111]	[]	[]	[196287808, 196287850]	[]
593_2626	chr4	108887028	108887428	+	1000	45.0	[8.495638]	[145]	[12.235088]	[106]	[108887269]	[108887230]
593_2634	chr6	119347402	119347802	+	1000	45.0	[13.45553]	[117]	[10.162996]	[115]	[119347607]	[119347605]
593_2636	chr7	36526928	36527328	+	1000	45.0	[13.902448, 6.6148934]	[139, 171]	[9.189399, 8.896054]	[137, 169]	[36527142, 36527174]	[36527140, 36527172]
593_264	chr5	10689297	10689697	+	1000	186.0	[7.2059402, 6.8832946]	[115, 126]	[16.412586]	[113]	[10689511, 10689522]	[10689509]
593_2643	chr8	102567873	102568273	+	1000	45.0	[13.902448]	[176]	[7.934307, 12.082088]	[174, 186]	[102568111]	[102568109, 102568121]
593_265	chr7	76380036	76380436	+	1000	186.0	[16.412586]	[101]	[11.409169]	[148]	[76380237]	[76380284]
593_2658	chr1	167928483	167928883	+	1000	44.0	[12.235088]	[138]	[]	[]	[167928694]	[]
593_2665	chr10	50275655	50276055	+	1000	44.0	[10.949082]	[164]	[]	[]	[50275894]	[]
593_2672	chr11	119368381	119368781	+	1000	44.0	[13.902448]	[110]	[13.45553]	[108]	[119368584]	[119368582]
593_2674	chr12	26114054	26114454	+	1000	44.0	[]	[]	[12.235088, 7.669718]	[89, 114]	[]	[26114231, 26114256]
593_2680	chr15	29062314	29062714	+	1000	44.0	[13.902448]	[93]	[16.412586]	[91]	[29062497]	[29062495]
593_2682	chr15	73376333	73376733	+	1000	44.0	[]	[]	[6.417672]	[76]	[]	[73376494]
593_2687	chr16	53224903	53225303	+	1000	44.0	[16.412586]	[146]	[]	[]	[53225148]	[]
593_2690	chr17	80704498	80704898	+	1000	44.0	[16.412586]	[97]	[7.0733485]	[95]	[80704689]	[80704687]
593_2695	chr2	225226401	225226801	+	1000	44.0	[]	[]	[16.412586]	[157]	[]	[225226642]
593_2696	chr20	4018409	4018809	+	1000	44.0	[7.5900736]	[75]	[12.235088]	[97]	[4018572]	[4018594]
593_2712	chr3	44223199	44223599	+	1000	44.0	[16.412586]	[114]	[7.2059402, 11.977605]	[112, 132]	[44223403]	[44223401, 44223421]
593_2716	chr4	51895811	51896211	+	1000	44.0	[16.412586]	[122]	[9.818272]	[120]	[51896020]	[51896018]
593_2717	chr5	5340324	5340724	+	1000	44.0	[8.896054, 16.412586]	[134, 153]	[10.945392]	[151]	[5340540, 5340559]	[5340557]
593_2720	chr5	121746729	121747129	+	1000	44.0	[13.45553]	[105]	[7.017528, 7.2059402]	[96, 103]	[121746929]	[121746920, 121746927]
593_2723	chr5	173303876	173304276	+	922	44.0	[16.412586]	[132]	[7.2059402]	[130]	[173304097]	[173304095]
593_2725	chr6	5179866	5180266	+	1000	44.0	[16.412586]	[124]	[6.6792603]	[122]	[5180071]	[5180069]
593_2727	chr6	11143709	11144109	+	1000	44.0	[10.945392, 6.919791]	[107, 141]	[9.716079]	[105]	[11143912, 11143946]	[11143910]
593_2730	chr6	34657369	34657769	+	1000	44.0	[7.904591]	[157]	[]	[]	[34657597]	[]
593_2736	chr7	134855501	134855901	+	1000	44.0	[6.3859158]	[140]	[12.082088]	[138]	[134855728]	[134855726]
593_2738	chr7	151039351	151039751	+	1000	44.0	[12.32841]	[105]	[]	[]	[151039504]	[]
593_2744	chr9	131143853	131144253	+	1000	44.0	[6.210254]	[67]	[]	[]	[131144009]	[]
593_275	chr1	91591185	91591585	+	1000	183.0	[9.716079]	[98]	[13.902448, 7.23946]	[96, 113]	[91591369]	[91591367, 91591384]
593_2756	chr1	234608033	234608433	+	1000	43.0	[13.45553, 6.6765213]	[133, 152]	[10.030405, 6.887727]	[131, 150]	[234608252, 234608271]	[234608250, 234608269]
593_276	chr1	109823807	109824207	+	1000	183.0	[10.854122, 16.412586]	[77, 110]	[]	[]	[109823977, 109824010]	[]
593_2762	chr10	113326169	113326569	+	1000	43.0	[13.45553, 12.673135]	[73, 103]	[6.6792603]	[101]	[113326328, 113326358]	[113326356]
593_2763	chr10	131918671	131919071	+	1000	43.0	[7.9689574, 7.9689574, 6.6766243]	[136, 168, 200]	[]	[]	[131918841, 131918873, 131918905]	[]
593_2764	chr11	119087661	119088061	+	1000	43.0	[16.412586]	[109]	[]	[]	[119087822]	[]
593_2768	chr14	56219997	56220397	+	1000	43.0	[12.146455, 6.7715845]	[104, 114]	[13.902448]	[102]	[56220169, 56220179]	[56220167]
593_277	chr11	20363896	20364296	+	1000	183.0	[7.1146708, 16.412586]	[64, 107]	[8.624022]	[62]	[20364052, 20364095]	[20364050]
593_2774	chr17	32445972	32446372	+	1000	43.0	[7.2059402]	[95]	[7.934307]	[93]	[32446142]	[32446140]
593_2776	chr17	63827510	63827910	+	1000	43.0	[8.085031, 10.162996]	[93, 113]	[12.235088, 12.32841]	[91, 111]	[63827666, 63827686]	[63827664, 63827684]
593_2778	chr17	78058991	78059391	+	1000	43.0	[11.999462]	[82]	[]	[]	[78059163]	[]
593_2779	chr17	81097360	81097760	+	1000	43.0	[10.162996]	[84]	[16.412586]	[82]	[81097542]	[81097540]
593_278	chr11	9565963	9566363	+	1000	182.0	[12.32841, 10.945392]	[102, 113]	[9.163619, 12.146455]	[100, 111]	[9566154, 9566165]	[9566152, 9566163]
593_2784	chr2	108662101	108662501	+	1000	43.0	[10.030405]	[134]	[16.412586]	[132]	[108662330]	[108662328]
593_2790	chr22	22100479	22100879	+	1000	43.0	[]	[]	[7.0327816]	[137]	[]	[22100697]
593_2796	chr3	129490280	129490680	+	1000	43.0	[7.424376, 6.1846833]	[121, 140]	[6.535958]	[103]	[129490476, 129490495]	[129490458]
593_2816	chr6	81938357	81938757	+	1000	43.0	[12.082088, 9.636316]	[116, 129]	[6.3859158, 9.716079]	[114, 127]	[81938568, 81938581]	[81938566, 81938579]
593_2818	chr6	139533593	139533993	+	1000	43.0	[]	[]	[11.977605]	[85]	[]	[139533766]
593_2824	chr7	76359271	76359671	+	1000	43.0	[7.8934293]	[123]	[6.86587, 11.999462]	[100, 121]	[76359488]	[76359465, 76359486]
593_2825	chr7	98360512	98360912	+	1000	43.0	[12.082088, 8.036991]	[123, 144]	[7.2122426]	[142]	[98360728, 98360749]	[98360747]
593_2828	chr7	103981045	103981445	+	1000	43.0	[7.1189213]	[104]	[]	[]	[103981237]	[]
593_2833	chr7	158508278	158508678	+	1000	43.0	[16.412586]	[110]	[]	[]	[158508488]	[]
593_2838	chr8	129751954	129752354	+	1000	43.0	[7.7689347]	[127]	[12.235088]	[87]	[129752170]	[129752130]
593_284	chr1	196078694	196079094	+	1000	179.0	[16.412586]	[103]	[7.0733485]	[101]	[196078889]	[196078887]
593_2848	chrX	108036379	108036779	+	1000	43.0	[6.685174, 9.5834875]	[96, 111]	[13.902448]	[109]	[108036568, 108036583]	[108036581]
593_2854	chr1	35894230	35894630	+	1000	42.0	[7.0733485]	[126]	[16.412586]	[124]	[35894421]	[35894419]
593_2857	chr1	94545095	94545495	+	1000	42.0	[16.412586]	[96]	[]	[]	[94545281]	[]
593_2863	chr1	173479651	173480051	+	1000	42.0	[11.977605]	[126]	[]	[]	[173479865]	[]
593_2868	chr1	217275937	217276337	+	1000	42.0	[13.45553, 9.278032]	[125, 146]	[7.2059402]	[123]	[217276144, 217276165]	[217276142]
593_2870	chr10	5284436	5284836	+	1000	42.0	[6.7600446]	[155]	[]	[]	[5284673]	[]
593_2871	chr10	9331543	9331943	+	1000	42.0	[6.6652546]	[141]	[]	[]	[9331764]	[]
593_2872	chr10	11684784	11685184	+	1000	42.0	[10.945392]	[108]	[9.716079, 6.1916084]	[106, 128]	[11684979]	[11684977, 11684999]
593_2876	chr10	125816454	125816854	+	1000	42.0	[11.195025]	[106]	[]	[]	[125816655]	[]
593_2877	chr11	748413	748813	+	1000	42.0	[]	[]	[7.58698]	[144]	[]	[748635]
593_2879	chr11	67379542	67379942	+	1000	42.0	[6.7296214, 7.2059402]	[95, 166]	[16.412586]	[164]	[67379715, 67379786]	[67379784]
593_2881	chr12	45234458	45234858	+	1000	42.0	[9.716079, 6.3859158]	[71, 104]	[6.6792603, 8.210046, 6.782292]	[69, 102, 120]	[45234619, 45234652]	[45234617, 45234650, 45234668]
593_2882	chr12	49265409	49265809	+	1000	42.0	[9.818272]	[165]	[16.412586]	[163]	[49265653]	[49265651]
593_2884	chr12	108691656	108692056	+	1000	42.0	[]	[]	[8.062279]	[148]	[]	[108691881]
593_2885	chr14	58245012	58245412	+	1000	42.0	[]	[]	[16.412586]	[116]	[]	[58245207]
593_290	chr2	175769201	175769601	+	1000	178.0	[7.2059402]	[103]	[7.8347774, 16.412586]	[61, 101]	[175769402]	[175769360, 175769400]
593_2906	chr2	143458565	143458965	+	1000	42.0	[16.412586]	[95]	[7.0733485]	[93]	[143458754]	[143458752]
593_2908	chr2	233700061	233700461	+	1000	42.0	[7.4555745]	[129]	[6.1916084]	[93]	[233700287]	[233700251]
593_2913	chr21	44025912	44026312	+	1000	42.0	[7.3432603]	[127]	[7.078671]	[108]	[44026128]	[44026109]
593_292	chr2	189516464	189516864	+	1000	177.0	[]	[]	[9.72495]	[117]	[]	[189516668]
593_2926	chr3	36992181	36992581	+	1000	42.0	[10.162996]	[173]	[13.45553]	[171]	[36992431]	[36992429]
593_2928	chr3	133007572	133007972	+	1000	42.0	[13.902448]	[121]	[16.412586]	[119]	[133007768]	[133007766]
593_2940	chr6	43798827	43799227	+	1000	42.0	[12.673135]	[114]	[13.45553, 10.945392]	[101, 112]	[43799031]	[43799018, 43799029]
593_2941	chr6	125843593	125843993	+	1000	42.0	[16.412586]	[130]	[]	[]	[125843801]	[]
593_2943	chr6	157514995	157515395	+	1000	42.0	[10.945392]	[97]	[9.189399]	[95]	[157515189]	[157515187]
593_2946	chr7	117792190	117792590	+	1000	42.0	[]	[]	[6.514101]	[201]	[]	[117792394]
593_2954	chr9	96858258	96858658	+	1000	42.0	[10.162996]	[102]	[16.412586]	[100]	[96858435]	[96858433]
593_2972	chr10	73413377	73413777	+	1000	41.0	[]	[]	[12.235088]	[153]	[]	[73413617]
593_2977	chr11	62458287	62458687	+	1000	41.0	[6.437567]	[93]	[6.1916084]	[129]	[62458477]	[62458513]
593_2978	chr11	63682997	63683397	+	1000	41.0	[8.790712]	[149]	[]	[]	[63683211]	[]
593_2979	chr11	66678204	66678604	+	1000	41.0	[]	[]	[12.082088]	[196]	[]	[66678441]
593_2983	chr11	112302292	112302692	+	1000	41.0	[16.412586]	[102]	[6.6792603]	[100]	[112302494]	[112302492]
593_2985	chr12	67269018	67269418	+	1000	41.0	[8.495638]	[128]	[]	[]	[67269212]	[]
593_2988	chr13	19646062	19646462	+	1000	41.0	[10.030405]	[155]	[16.412586]	[153]	[19646273]	[19646271]
593_2990	chr13	75963297	75963697	+	1000	41.0	[11.999462]	[137]	[9.020549]	[135]	[75963516]	[75963514]
593_2992	chr14	20302042	20302442	+	1000	41.0	[11.111503, 12.082088]	[85, 107]	[]	[]	[20302221, 20302243]	[]
593_3	chrM	12376	12776	+	1000	759.0	[]	[]	[6.5879908]	[86]	[]	[12536]
593_300	chr18	48545701	48546101	+	1000	174.0	[]	[]	[12.235088]	[118]	[]	[48545911]
593_3010	chr2	47783075	47783475	+	1000	41.0	[]	[]	[10.791834]	[134]	[]	[47783281]
593_302	chr7	134448673	134449073	+	1000	174.0	[6.782292]	[99]	[12.235088, 11.977605]	[80, 90]	[134448864]	[134448845, 134448855]
593_3029	chr3	43145078	43145478	+	1000	41.0	[]	[]	[16.412586]	[133]	[]	[43145283]
593_3030	chr3	129195697	129196097	+	1000	41.0	[12.32841]	[110]	[10.162996]	[108]	[129195904]	[129195902]
593_3035	chr3	183538479	183538879	+	1000	41.0	[8.2620945]	[109]	[]	[]	[183538681]	[]
593_3036	chr3	194489609	194490009	+	1000	41.0	[9.818272]	[115]	[16.412586]	[113]	[194489812]	[194489810]
593_3050	chr6	31777110	31777510	+	1000	41.0	[]	[]	[6.7076573]	[136]	[]	[31777322]
593_3052	chr6	35346660	35347060	+	1000	41.0	[12.673135]	[141]	[13.902448]	[139]	[35346899]	[35346897]
593_3055	chr7	50355743	50356143	+	1000	41.0	[12.540544]	[164]	[]	[]	[50355967]	[]
593_3056	chr7	75771939	75772339	+	1000	41.0	[6.8076787]	[115]	[]	[]	[75772124]	[]
593_3058	chr7	100428770	100429170	+	1000	41.0	[11.244649]	[107]	[]	[]	[100428943]	[]
593_3062	chr7	153191010	153191410	+	1000	41.0	[16.412586]	[106]	[7.2059402]	[104]	[153191192]	[153191190]
593_3064	chr8	101108476	101108876	+	1000	41.0	[16.412586]	[82]	[10.162996]	[80]	[101108655]	[101108653]
593_3077	chr1	61141492	61141892	+	1000	40.0	[16.412586]	[88]	[]	[]	[61141655]	[]
593_3081	chr1	182586354	182586754	+	1000	40.0	[6.970353]	[121]	[]	[]	[182586565]	[]
593_3091	chr10	126199228	126199628	+	1000	40.0	[6.6792603, 16.412586]	[101, 150]	[9.716079, 7.2059402]	[99, 148]	[126199390, 126199439]	[126199388, 126199437]
593_3096	chr11	95985140	95985540	+	1000	40.0	[12.082088]	[118]	[]	[]	[95985344]	[]
593_3107	chr16	75620513	75620913	+	1000	40.0	[7.1146708]	[129]	[]	[]	[75620719]	[]
593_3109	chr18	3511991	3512391	+	1000	40.0	[8.085031, 9.5834875]	[95, 123]	[12.235088, 7.2059402]	[93, 121]	[3512172, 3512200]	[3512170, 3512198]
593_3116	chr2	8853370	8853770	+	1000	40.0	[]	[]	[7.078671]	[111]	[]	[8853573]
593_3119	chr2	105055588	105055988	+	1000	40.0	[10.854122, 13.902448]	[119, 162]	[13.45553]	[160]	[105055765, 105055808]	[105055806]
593_312	chr12	64452947	64453347	+	1000	170.0	[7.2059402]	[101]	[16.412586]	[99]	[64453146]	[64453144]
593_3121	chr2	205734402	205734802	+	1000	40.0	[13.902448]	[118]	[13.45553]	[116]	[205734595]	[205734593]
593_3122	chr2	233857740	233858140	+	1000	40.0	[]	[]	[7.6756134]	[74]	[]	[233857901]
593_3133	chr22	21568444	21568844	+	1000	40.0	[8.899031]	[154]	[]	[]	[21568693]	[]
593_3137	chr22	22037753	22038153	+	1000	40.0	[]	[]	[12.146455]	[233]	[]	[22037999]
593_3145	chr22	23088320	23088720	+	1000	40.0	[7.0733485]	[109]	[16.412586]	[107]	[23088527]	[23088525]
593_3149	chr3	136838874	136839274	+	1000	40.0	[8.4563675, 6.861438]	[141, 156]	[13.902448]	[139]	[136839090, 136839105]	[136839088]
593_3153	chr4	38856738	38857138	+	1000	40.0	[8.684887]	[121]	[6.437567]	[119]	[38856946]	[38856944]
593_3159	chr4	122285332	122285732	+	1000	40.0	[13.45553, 8.438943]	[58, 93]	[7.2059402, 6.7076573, 8.684887]	[56, 91, 117]	[122285489, 122285524]	[122285487, 122285522, 122285548]
593_3166	chr6	57174170	57174570	+	1000	40.0	[6.6792603]	[102]	[16.412586]	[100]	[57174355]	[57174353]
593_3167	chr6	116866436	116866836	+	1000	40.0	[16.412586]	[124]	[6.6792603]	[122]	[116866658]	[116866656]
593_3169	chr6	125889207	125889607	+	1000	40.0	[7.262118]	[85]	[16.412586]	[107]	[125889380]	[125889402]
593_3170	chr6	138007050	138007450	+	1000	40.0	[]	[]	[16.412586]	[148]	[]	[138007259]
593_3178	chr7	93591796	93592196	+	1000	40.0	[13.45553]	[70]	[7.0733485]	[68]	[93591953]	[93591951]
593_318	chr14	49934640	49935040	+	1000	168.0	[8.036991]	[97]	[11.296419, 11.85311]	[95, 117]	[49934828]	[49934826, 49934848]
593_3180	chr7	102991666	102992066	+	1000	40.0	[10.162996, 7.2059402]	[72, 99]	[9.716079, 8.4563675]	[70, 97]	[102991836, 102991863]	[102991834, 102991861]
593_3181	chr7	112573703	112574103	+	718	40.0	[8.601364]	[94]	[7.428808, 6.6750875]	[92, 123]	[112573886]	[112573884, 112573915]
593_3184	chr7	137961158	137961558	+	1000	40.0	[10.162996]	[153]	[16.412586]	[151]	[137961401]	[137961399]
593_3188	chr8	83615831	83616231	+	1000	40.0	[10.945392]	[132]	[16.412586]	[130]	[83616046]	[83616044]
593_3193	chr9	130781300	130781700	+	1000	40.0	[]	[]	[7.209631]	[136]	[]	[130781451]
593_3201	chr1	1366746	1367146	+	560	39.0	[]	[]	[6.7076573, 6.7076573]	[81, 133]	[]	[1366907, 1366959]
593_3204	chr1	23780026	23780426	+	1000	39.0	[11.296419]	[106]	[]	[]	[23780224]	[]
593_3205	chr1	35637368	35637768	+	1000	39.0	[]	[]	[7.4181294]	[111]	[]	[35637564]
593_321	chr6	159989144	159989544	+	1000	167.0	[6.6792603]	[108]	[16.412586]	[106]	[159989344]	[159989342]
593_3210	chr1	113904600	113905000	+	1000	39.0	[9.636316]	[144]	[8.11366, 9.5834875]	[127, 142]	[113904810]	[113904793, 113904808]
593_3213	chr1	207024342	207024742	+	1000	39.0	[12.146455]	[125]	[8.363047, 9.636316]	[96, 123]	[207024535]	[207024506, 207024533]
593_3216	chr1	234602768	234603168	+	1000	39.0	[12.673135]	[95]	[9.818272]	[93]	[234602951]	[234602949]
593_3226	chr12	26274670	26275070	+	1000	39.0	[7.2059402]	[107]	[7.4181294, 9.189399]	[98, 105]	[26274866]	[26274857, 26274864]
593_3228	chr12	52874250	52874650	+	1000	39.0	[16.412586]	[119]	[10.162996]	[117]	[52874453]	[52874451]
593_3230	chr12	119153545	119153945	+	1000	39.0	[16.412586]	[126]	[10.162996]	[124]	[119153764]	[119153762]
593_3235	chr15	74642765	74643165	+	1000	39.0	[11.999462]	[102]	[7.8934293]	[100]	[74642964]	[74642962]
593_3236	chr15	101455585	101455985	+	1000	39.0	[11.6737585, 8.790712]	[97, 141]	[8.154447]	[139]	[101455756, 101455800]	[101455798]
593_3237	chr16	14486546	14486946	+	1000	39.0	[11.999462]	[124]	[9.020549]	[122]	[14486757]	[14486755]
593_3240	chr17	28173014	28173414	+	1000	39.0	[6.7600446]	[95]	[]	[]	[28173174]	[]
593_3242	chr17	38871494	38871894	+	1000	39.0	[13.902448]	[76]	[12.540544, 12.235088]	[74, 159]	[38871662]	[38871660, 38871745]
593_3243	chr17	41576714	41577114	+	1000	39.0	[13.902448]	[99]	[12.673135, 16.412586]	[97, 139]	[41576908]	[41576906, 41576948]
593_3244	chr17	42459993	42460393	+	1000	39.0	[]	[]	[7.904591]	[120]	[]	[42460178]
593_3247	chr17	76737279	76737679	+	1000	39.0	[]	[]	[10.995752]	[133]	[]	[76737508]
593_3251	chr19	11736645	11737045	+	1000	39.0	[7.8970656]	[151]	[11.85311, 8.624022]	[101, 149]	[11736867]	[11736817, 11736865]
593_3257	chr2	9984352	9984752	+	1000	39.0	[16.412586]	[116]	[]	[]	[9984552]	[]
593_326	chr2	675852	676252	+	1000	165.0	[10.854122, 9.042406, 9.342972]	[100, 124, 145]	[8.342637]	[143]	[676050, 676074, 676095]	[676093]
593_3260	chr2	106115220	106115620	+	889	39.0	[9.020549]	[151]	[11.999462]	[149]	[106115449]	[106115447]
593_327	chr2	134118393	134118793	+	1000	165.0	[6.3859158, 6.670341]	[72, 118]	[8.210046]	[70]	[134118564, 134118610]	[134118562]
