#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_14124	chr4	128871980	128872380	+	709	50.5	[7.7957826]	[144]	[]	[]	[128872202]	[]
368_14126	chr4	150336718	150337118	+	730	50.5	[8.182954]	[176]	[]	[]	[150336952]	[]
368_14128	chr4	184734084	184734484	+	592	50.5	[8.968127]	[246]	[]	[]	[184734309]	[]
368_1414	chr11	72321594	72321994	+	1000	396.0	[12.567606]	[106]	[]	[]	[72321800]	[]
368_14149	chr1	2133009	2133409	+	757	50.0	[8.891774]	[220]	[]	[]	[2133244]	[]
368_1415	chr12	55412171	55412571	+	1000	396.0	[]	[]	[8.001244]	[114]	[]	[55412371]
368_14158	chr1	116878408	116878808	+	777	50.0	[7.549868]	[79]	[]	[]	[116878567]	[]
368_14162	chr1	228452566	228452966	+	750	50.0	[7.7957826]	[111]	[]	[]	[228452765]	[]
368_14165	chr11	10990141	10990541	+	737	50.0	[8.001244]	[93]	[]	[]	[10990324]	[]
368_14166	chr11	47248980	47249380	+	701	50.0	[8.228404]	[221]	[]	[]	[47249226]	[]
368_14173	chr15	27235166	27235566	+	778	50.0	[]	[]	[8.779576]	[84]	[]	[27235328]
368_14174	chr15	43514217	43514617	+	771	50.0	[8.891774]	[68]	[8.891774, 8.891774]	[67, 128]	[43514382]	[43514381, 43514442]
368_14176	chr15	75029239	75029639	+	582	50.0	[]	[]	[8.228404]	[128]	[]	[75029458]
368_14181	chr16	85436701	85437101	+	684	50.0	[8.001244]	[150]	[]	[]	[85436934]	[]
368_142	chrX	48800552	48800952	+	1000	703.0	[8.069409]	[157]	[]	[]	[48800797]	[]
368_14232	chr7	44039074	44039474	+	636	50.0	[]	[]	[8.182954]	[191]	[]	[44039280]
368_14237	chr7	140397845	140398245	+	680	50.0	[8.527855]	[189]	[]	[]	[140398026]	[]
368_14253	chr1	171756331	171756731	+	729	49.5	[]	[]	[8.891774]	[205]	[]	[171756571]
368_14265	chr11	72349735	72350135	+	780	49.5	[8.891774]	[128]	[]	[]	[72349908]	[]
368_14274	chr15	95931078	95931478	+	693	49.5	[]	[]	[8.891774]	[132]	[]	[95931252]
368_14276	chr17	1762970	1763370	+	648	49.5	[]	[]	[8.182954]	[162]	[]	[1763165]
368_14282	chr19	18267325	18267725	+	571	49.5	[]	[]	[8.228404, 7.549868]	[168, 189]	[]	[18267538, 18267559]
368_14292	chr20	3916298	3916698	+	744	49.5	[]	[]	[8.090539]	[198]	[]	[3916544]
368_143	chr10	60262757	60263157	+	1000	702.5	[8.891774, 8.090539]	[63, 109]	[8.02331]	[147]	[60262919, 60262965]	[60263003]
368_14303	chr3	47282533	47282933	+	703	49.5	[8.090539]	[165]	[]	[]	[47282740]	[]
368_14305	chr3	195001987	195002387	+	679	49.5	[]	[]	[8.069409, 8.527855]	[135, 163]	[]	[195002199, 195002227]
368_14329	chr9	91515219	91515619	+	773	49.5	[]	[]	[8.090539, 9.473919]	[104, 155]	[]	[91515387, 91515438]
368_1433	chr10	103618697	103619097	+	1000	394.5	[8.891774]	[66]	[8.891774]	[65]	[103618851]	[103618850]
368_14342	chr1	117339887	117340287	+	746	49.0	[]	[]	[8.182954]	[165]	[]	[117340130]
368_14343	chr1	167373316	167373716	+	710	49.0	[8.779576]	[109]	[]	[]	[167373497]	[]
368_14353	chr12	56158281	56158681	+	686	49.0	[]	[]	[8.228404, 8.182954]	[157, 199]	[]	[56158481, 56158523]
368_14354	chr14	56603643	56604043	+	745	49.0	[8.001244]	[114]	[]	[]	[56603826]	[]
368_14381	chr3	171375933	171376333	+	653	49.0	[]	[]	[8.891774]	[110]	[]	[171376102]
368_14388	chr5	131382490	131382890	+	740	49.0	[]	[]	[8.001244]	[236]	[]	[131382708]
368_14398	chr6	113362757	113363157	+	748	49.0	[8.069409]	[144]	[]	[]	[113362982]	[]
368_14401	chr7	26618832	26619232	+	755	49.0	[]	[]	[8.779576]	[269]	[]	[26619043]
368_14405	chr7	130205357	130205757	+	742	49.0	[8.891774]	[206]	[]	[]	[130205577]	[]
368_14406	chr7	133947428	133947828	+	693	49.0	[]	[]	[8.182954]	[148]	[]	[133947664]
368_14416	chr1	27234039	27234439	+	710	48.5	[]	[]	[8.968127, 8.182954]	[160, 210]	[]	[27234226, 27234276]
368_1442	chr10	61588752	61589152	+	1000	393.5	[]	[]	[9.473919]	[82]	[]	[61588922]
368_14420	chr1	91708598	91708998	+	566	48.5	[7.7957826, 8.02331]	[220, 229]	[]	[]	[91708836, 91708845]	[]
368_14430	chr10	46313936	46314336	+	737	48.5	[8.069409]	[81]	[8.320784]	[114]	[46314102]	[46314135]
368_14440	chr15	78212620	78213020	+	676	48.5	[8.891774, 8.001244]	[86, 113]	[]	[]	[78212781, 78212808]	[]
368_14444	chr18	2569649	2570049	+	708	48.5	[7.7957826]	[223]	[]	[]	[2569891]	[]
368_14445	chr18	78430156	78430556	+	747	48.5	[]	[]	[7.7957826]	[118]	[]	[78430362]
368_14448	chr19	40750290	40750690	+	675	48.5	[8.182954]	[111]	[]	[]	[40750467]	[]
368_14451	chr2	28508429	28508829	+	713	48.5	[7.549868]	[174]	[]	[]	[28508626]	[]
368_14452	chr2	70030068	70030468	+	706	48.5	[]	[]	[7.7957826]	[224]	[]	[70030275]
368_14453	chr2	169034209	169034609	+	677	48.5	[]	[]	[8.527855]	[172]	[]	[169034404]
368_14466	chr4	108620456	108620856	+	747	48.5	[]	[]	[7.7957826]	[210]	[]	[108620701]
368_14469	chr5	963837	964237	+	648	48.5	[8.891774]	[161]	[8.891774]	[160]	[964073]	[964072]
368_14476	chr6	156617411	156617811	+	745	48.5	[8.968127]	[142]	[]	[]	[156617652]	[]
368_14479	chr7	38335640	38336040	+	733	48.5	[]	[]	[8.001244]	[187]	[]	[38335858]
368_14487	chr1	22342078	22342478	+	751	48.0	[8.968127]	[85]	[8.891774]	[90]	[22342258]	[22342263]
368_14506	chr11	86954267	86954667	+	713	48.0	[]	[]	[8.891774]	[124]	[]	[86954457]
368_14515	chr15	74387093	74387493	+	721	48.0	[]	[]	[12.567606, 8.891774, 8.320784]	[105, 138, 146]	[]	[74387268, 74387301, 74387309]
368_14538	chr2	223488872	223489272	+	606	48.0	[8.891774]	[104]	[]	[]	[223489073]	[]
368_1455	chr11	875945	876345	+	1000	391.5	[]	[]	[8.069409, 8.779576]	[98, 110]	[]	[876139, 876151]
368_14560	chr7	101117281	101117681	+	611	48.0	[8.891774]	[151]	[]	[]	[101117435]	[]
368_14563	chr8	38153743	38154143	+	743	48.0	[8.069409]	[80]	[8.090539, 8.001244]	[70, 158]	[38153907]	[38153897, 38153985]
368_14571	chr1	31944233	31944633	+	699	47.5	[8.228404]	[154]	[8.228404]	[113]	[31944449]	[31944408]
368_14593	chr12	55414317	55414717	+	691	47.5	[12.567606]	[190]	[]	[]	[55414560]	[]
368_14598	chr14	21103823	21104223	+	722	47.5	[]	[]	[8.069409]	[133]	[]	[21103989]
368_14599	chr15	64801947	64802347	+	611	47.5	[]	[]	[8.779576]	[121]	[]	[64802123]
368_146	chr11	57424685	57425085	+	1000	699.5	[12.567606]	[73]	[]	[]	[57424850]	[]
368_14610	chr2	43054382	43054782	+	738	47.5	[8.891774]	[81]	[8.891774, 7.7957826]	[80, 103]	[43054542]	[43054541, 43054564]
368_14612	chr2	102065687	102066087	+	734	47.5	[8.320784, 8.891774]	[95, 143]	[8.228404]	[76]	[102065863, 102065911]	[102065844]
368_14619	chr20	56392267	56392667	+	736	47.5	[]	[]	[8.182954]	[158]	[]	[56392511]
368_14622	chr22	19727455	19727855	+	705	47.5	[]	[]	[8.001244]	[103]	[]	[19727643]
368_14628	chr3	45105741	45106141	+	664	47.5	[]	[]	[8.891774]	[197]	[]	[45105955]
368_14629	chr3	58535756	58536156	+	640	47.5	[8.891774]	[154]	[8.320784]	[160]	[58535985]	[58535991]
368_14638	chr5	32304644	32305044	+	725	47.5	[8.001244]	[100]	[8.069409]	[159]	[32304823]	[32304882]
368_14639	chr5	88833477	88833877	+	717	47.5	[8.891774]	[159]	[8.891774]	[158]	[88833694]	[88833693]
368_1464	chrX	39693310	39693710	+	1000	391.0	[]	[]	[8.891774, 9.473919]	[103, 130]	[]	[39693511, 39693538]
368_14648	chr6	31717509	31717909	+	685	47.5	[8.228404]	[256]	[]	[]	[31717734]	[]
368_14659	chr7	135653246	135653646	+	740	47.5	[8.891774]	[179]	[8.891774]	[178]	[135653453]	[135653452]
368_14660	chr7	140054195	140054595	+	703	47.5	[]	[]	[7.549868]	[83]	[]	[140054364]
368_14661	chr7	148708406	148708806	+	682	47.5	[]	[]	[8.02331]	[82]	[]	[148708562]
368_14666	chr9	91898987	91899387	+	737	47.5	[]	[]	[8.069409]	[109]	[]	[91899194]
368_14672	chr1	32013101	32013501	+	730	47.0	[8.228404]	[134]	[]	[]	[32013314]	[]
368_14675	chr1	44799722	44800122	+	694	47.0	[8.228404]	[171]	[]	[]	[44799952]	[]
368_14681	chr1	121184440	121184840	+	561	47.0	[8.494345]	[150]	[]	[]	[121184644]	[]
368_14696	chr15	38254490	38254890	+	727	47.0	[]	[]	[8.182954]	[137]	[]	[38254724]
368_14699	chr17	36590113	36590513	+	642	47.0	[]	[]	[8.090539]	[73]	[]	[36590281]
368_147	chr12	591527	591927	+	1000	698.0	[]	[]	[8.891774]	[123]	[]	[591733]
368_1471	chr16	17013530	17013930	+	1000	390.0	[8.779576]	[93]	[]	[]	[17013686]	[]
368_14712	chr3	170075653	170076053	+	642	47.0	[8.069409]	[158]	[]	[]	[170075903]	[]
368_14714	chr3	196632320	196632720	+	694	47.0	[8.228404]	[139]	[]	[]	[196632518]	[]
368_14716	chr4	1043708	1044108	+	697	47.0	[]	[]	[8.228404]	[309]	[]	[1043958]
368_14728	chr7	99499929	99500329	+	726	47.0	[]	[]	[8.090539]	[192]	[]	[99500103]
368_14737	chr9	131275644	131276044	+	647	47.0	[8.090539]	[156]	[]	[]	[131275854]	[]
368_14747	chr1	36628804	36629204	+	594	46.5	[]	[]	[8.069409]	[159]	[]	[36629043]
368_14753	chr1	116433950	116434350	+	634	46.5	[8.182954]	[252]	[]	[]	[116434155]	[]
368_14757	chr1	161161991	161162391	+	594	46.5	[]	[]	[8.090539]	[130]	[]	[161162182]
368_14770	chr12	47829258	47829658	+	609	46.5	[]	[]	[8.320784]	[178]	[]	[47829490]
368_14774	chr14	55388166	55388566	+	723	46.5	[8.001244]	[142]	[12.567606]	[114]	[55388380]	[55388352]
368_14786	chr17	30728579	30728979	+	718	46.5	[7.7957826]	[127]	[]	[]	[30728786]	[]
368_14787	chr17	47989697	47990097	+	611	46.5	[8.779576]	[200]	[]	[]	[47989935]	[]
368_14788	chr17	50108711	50109111	+	679	46.5	[8.779576]	[143]	[]	[]	[50108887]	[]
368_14791	chr19	49403641	49404041	+	603	46.5	[8.891774]	[187]	[]	[]	[49403877]	[]
368_14795	chr2	177219773	177220173	+	560	46.5	[12.567606]	[69]	[]	[]	[177219928]	[]
368_14811	chr5	22249169	22249569	+	549	46.5	[8.891774]	[99]	[]	[]	[22249364]	[]
368_14830	chr7	5598730	5599130	+	726	46.5	[8.228404]	[66]	[8.891774, 8.968127]	[123, 131]	[5598892]	[5598949, 5598957]
368_14849	chr1	23368677	23369077	+	668	46.0	[9.473919]	[154]	[]	[]	[23368900]	[]
368_14854	chr1	109494036	109494436	+	565	46.0	[8.320784]	[259]	[]	[]	[109494230]	[]
368_14857	chr1	245961219	245961619	+	588	46.0	[8.891774]	[178]	[]	[]	[245961465]	[]
368_14861	chr10	102132489	102132889	+	607	46.0	[]	[]	[8.02331]	[303]	[]	[102132703]
368_14878	chr14	67588612	67589012	+	669	46.0	[8.891774]	[149]	[]	[]	[67588833]	[]
368_14879	chr14	68781069	68781469	+	635	46.0	[]	[]	[7.7957826]	[103]	[]	[68781246]
368_1489	chr11	27201561	27201961	+	1000	388.5	[]	[]	[8.891774]	[106]	[]	[27201765]
368_14890	chr19	15563099	15563499	+	578	46.0	[]	[]	[8.228404, 8.891774]	[243, 249]	[]	[15563340, 15563346]
368_14896	chr2	64260871	64261271	+	591	46.0	[]	[]	[8.968127, 8.069409]	[217, 229]	[]	[64261090, 64261102]
368_14920	chr4	88758926	88759326	+	720	46.0	[]	[]	[8.891774]	[125]	[]	[88759142]
368_14929	chr6	30617317	30617717	+	713	46.0	[8.182954]	[125]	[]	[]	[30617486]	[]
368_1494	chr1	2585721	2586121	+	1000	387.5	[8.001244]	[100]	[]	[]	[2585905]	[]
368_14956	chr1	172401877	172402277	+	685	45.5	[]	[]	[12.567606]	[138]	[]	[172402070]
368_1496	chr1	42936265	42936665	+	1000	387.5	[]	[]	[8.320784]	[108]	[]	[42936472]
368_14968	chr12	52790116	52790516	+	715	45.5	[8.182954, 12.567606]	[77, 125]	[]	[]	[52790272, 52790320]	[]
368_14974	chr13	98546402	98546802	+	623	45.5	[8.320784]	[93]	[]	[]	[98546574]	[]
368_14976	chr13	113298295	113298695	+	670	45.5	[8.001244]	[178]	[]	[]	[113298533]	[]
368_14999	chr2	144475555	144475955	+	612	45.5	[]	[]	[12.567606]	[101]	[]	[144475714]
368_15	chr1	228513225	228513625	+	1000	839.0	[]	[]	[8.069409]	[58]	[]	[228513383]
368_15001	chr2	202064943	202065343	+	635	45.5	[]	[]	[8.320784]	[145]	[]	[202065166]
368_15013	chr6	14452652	14453052	+	675	45.5	[8.069409, 8.320784]	[87, 167]	[]	[]	[14452813, 14452893]	[]
368_15019	chr7	99848832	99849232	+	588	45.5	[]	[]	[12.567606]	[117]	[]	[99849020]
368_15030	chr9	128339654	128340054	+	670	45.5	[]	[]	[8.779576]	[211]	[]	[128339877]
368_15041	chr1	193070290	193070690	+	628	45.0	[]	[]	[8.069409]	[263]	[]	[193070473]
368_15042	chr1	206663902	206664302	+	679	45.0	[8.494345]	[197]	[]	[]	[206664101]	[]
368_15049	chr10	107032349	107032749	+	547	45.0	[8.891774]	[113]	[]	[]	[107032509]	[]
368_1505	chr13	28408509	28408909	+	1000	386.5	[8.182954, 8.069409]	[98, 101]	[]	[]	[28408701, 28408704]	[]
368_15056	chr12	54280165	54280565	+	683	45.0	[8.805163]	[91]	[]	[]	[54280324]	[]
368_15065	chr15	98904443	98904843	+	687	45.0	[]	[]	[8.001244]	[120]	[]	[98904618]
368_15068	chr16	75062472	75062872	+	570	45.0	[]	[]	[7.7957826]	[150]	[]	[75062716]
368_15070	chr17	77834555	77834955	+	618	45.0	[]	[]	[8.228404]	[159]	[]	[77834799]
368_15080	chr2	24016178	24016578	+	683	45.0	[]	[]	[12.567606]	[136]	[]	[24016405]
368_15092	chr3	15269491	15269891	+	658	45.0	[8.069409]	[192]	[]	[]	[15269737]	[]
368_151	chr1	47181198	47181598	+	1000	695.5	[]	[]	[12.567606]	[146]	[]	[47181444]
368_15109	chr6	27893286	27893686	+	619	45.0	[8.069409]	[234]	[]	[]	[27893485]	[]
368_15110	chr6	34190153	34190553	+	705	45.0	[]	[]	[8.891774]	[138]	[]	[34190368]
368_15119	chr7	106865439	106865839	+	599	45.0	[]	[]	[12.567606]	[116]	[]	[106865610]
368_15124	chr9	124512886	124513286	+	697	45.0	[]	[]	[8.494345]	[174]	[]	[124513093]
368_1515	chr6	10749736	10750136	+	1000	386.0	[]	[]	[8.228404]	[128]	[]	[10749935]
368_15158	chr11	116840758	116841158	+	693	44.5	[8.228404]	[154]	[]	[]	[116841008]	[]
368_15164	chr14	72965209	72965609	+	676	44.5	[8.320784]	[218]	[]	[]	[72965457]	[]
368_15171	chr17	68436176	68436576	+	631	44.5	[]	[]	[12.567606]	[188]	[]	[68436344]
368_15174	chr19	12985161	12985561	+	681	44.5	[8.891774]	[174]	[]	[]	[12985346]	[]
368_15176	chr19	17969851	17970251	+	665	44.5	[]	[]	[8.069409]	[148]	[]	[17970075]
368_15178	chr19	45873768	45874168	+	690	44.5	[]	[]	[8.228404, 8.182954]	[153, 159]	[]	[45874013, 45874019]
368_15179	chr19	48638022	48638422	+	573	44.5	[]	[]	[8.228404]	[110]	[]	[48638205]
368_15216	chr6	52027705	52028105	+	570	44.5	[]	[]	[8.001244]	[141]	[]	[52027910]
368_15224	chr7	112480683	112481083	+	687	44.5	[9.473919]	[127]	[8.069409]	[166]	[112480888]	[112480927]
368_15238	chr1	1376101	1376501	+	553	44.0	[8.001244]	[222]	[8.069409]	[174]	[1376304]	[1376256]
368_15241	chr1	45687954	45688354	+	661	44.0	[]	[]	[7.549868]	[84]	[]	[45688114]
368_15245	chr1	201019397	201019797	+	678	44.0	[8.182954]	[122]	[]	[]	[201019562]	[]
368_15247	chr10	3825234	3825634	+	594	44.0	[]	[]	[8.001244]	[87]	[]	[3825400]
368_15250	chr11	5581074	5581474	+	545	44.0	[8.001244, 8.228404]	[215, 225]	[]	[]	[5581308, 5581318]	[]
368_1527	chr10	18735758	18736158	+	1000	384.5	[]	[]	[8.069409, 7.7957826]	[134, 140]	[]	[18735978, 18735984]
368_15274	chr2	23690552	23690952	+	560	44.0	[8.069409, 8.891774]	[83, 158]	[8.891774]	[157]	[23690713, 23690788]	[23690787]
368_15277	chr2	218731565	218731965	+	681	44.0	[]	[]	[8.090539]	[105]	[]	[218731761]
368_15281	chr21	33491562	33491962	+	684	44.0	[7.7957826, 8.182954, 9.473919]	[189, 198, 279]	[8.182954]	[220]	[33491713, 33491722, 33491803]	[33491744]
368_1529	chr15	82802516	82802916	+	1000	384.5	[]	[]	[7.549868]	[86]	[]	[82802698]
368_15291	chr3	73253998	73254398	+	617	44.0	[]	[]	[7.549868]	[104]	[]	[73254174]
368_15296	chr5	43042019	43042419	+	679	44.0	[8.494345, 8.891774]	[202, 284]	[8.891774]	[283]	[43042170, 43042252]	[43042251]
368_15307	chr6	163729440	163729840	+	644	44.0	[]	[]	[8.320784]	[164]	[]	[163729677]
368_1532	chr7	157398298	157398698	+	1000	384.5	[8.001244, 8.069409]	[75, 97]	[8.069409]	[60]	[157398469, 157398491]	[157398454]
368_1535	chr6	157515036	157515436	+	1000	384.0	[]	[]	[7.7957826]	[92]	[]	[157515215]
368_15407	chr1	156114078	156114478	+	656	43.0	[7.7957826]	[223]	[]	[]	[156114303]	[]
368_15408	chr1	156123478	156123878	+	596	43.0	[8.228404]	[142]	[8.069409]	[214]	[156123652]	[156123724]
368_15412	chr1	234842957	234843357	+	573	43.0	[]	[]	[8.069409]	[138]	[]	[234843151]
368_15416	chr12	9448204	9448604	+	604	43.0	[]	[]	[8.320784]	[131]	[]	[9448386]
368_15417	chr12	92224810	92225210	+	558	43.0	[]	[]	[8.090539]	[150]	[]	[92224997]
368_15435	chr19	58326958	58327358	+	654	43.0	[]	[]	[7.549868]	[183]	[]	[58327165]
368_1544	chr5	29796074	29796474	+	1000	383.0	[7.549868]	[85]	[8.001244]	[131]	[29796251]	[29796297]
368_15467	chr7	133082006	133082406	+	668	43.0	[]	[]	[8.779576]	[116]	[]	[133082216]
368_1548	chr1	234978721	234979121	+	1000	382.0	[8.069409]	[82]	[8.228404, 8.891774]	[104, 141]	[234978903]	[234978925, 234978962]
368_15490	chr10	47311552	47311952	+	600	42.5	[7.7957826]	[149]	[8.891774, 12.567606]	[87, 171]	[47311780]	[47311718, 47311802]
368_15492	chr10	68331685	68332085	+	627	42.5	[8.891774]	[170]	[9.473919]	[192]	[68331912]	[68331934]
368_15500	chr14	76956700	76957100	+	600	42.5	[]	[]	[8.228404, 8.968127]	[102, 127]	[]	[76956865, 76956890]
368_1551	chr3	143283361	143283761	+	1000	382.0	[8.069409]	[104]	[]	[]	[143283562]	[]
368_15513	chr2	68908367	68908767	+	652	42.5	[]	[]	[12.567606]	[105]	[]	[68908524]
368_15517	chr2	136327506	136327906	+	658	42.5	[]	[]	[8.891774]	[131]	[]	[136327712]
368_15518	chr2	176001555	176001955	+	643	42.5	[8.779576]	[231]	[]	[]	[176001790]	[]
368_15524	chr22	20606215	20606615	+	653	42.5	[]	[]	[8.069409]	[187]	[]	[20606392]
368_15525	chr3	4980234	4980634	+	657	42.5	[9.473919]	[176]	[]	[]	[4980473]	[]
368_15533	chr4	76687708	76688108	+	610	42.5	[]	[]	[8.069409]	[148]	[]	[76687909]
368_15535	chr5	68344498	68344898	+	540	42.5	[8.527855]	[59]	[]	[]	[68344654]	[]
368_15540	chr6	31666036	31666436	+	547	42.5	[]	[]	[8.494345]	[154]	[]	[31666205]
368_15548	chr8	60791157	60791557	+	639	42.5	[]	[]	[8.891774]	[136]	[]	[60791378]
368_15554	chr1	43389767	43390167	+	648	42.0	[]	[]	[8.182954]	[216]	[]	[43389992]
368_15568	chr11	6606792	6607192	+	583	42.0	[]	[]	[8.001244]	[132]	[]	[6606966]
368_15577	chr14	21104202	21104602	+	650	42.0	[]	[]	[8.891774]	[167]	[]	[21104442]
368_1558	chr11	120339518	120339918	+	1000	381.0	[]	[]	[9.473919]	[111]	[]	[120339723]
368_15594	chr21	43974921	43975321	+	639	42.0	[]	[]	[8.090539, 8.090539, 8.090539, 7.7957826]	[151, 161, 200, 223]	[]	[43975084, 43975094, 43975133, 43975156]
368_15596	chr22	19612452	19612852	+	650	42.0	[8.779576, 8.779576]	[232, 268]	[]	[]	[19612653, 19612689]	[]
368_156	chr1	229555103	229555503	+	1000	689.5	[12.567606]	[121]	[]	[]	[229555324]	[]
368_1560	chr9	98368366	98368766	+	1000	381.0	[8.069409]	[102]	[]	[]	[98368566]	[]
368_15603	chr4	152937586	152937986	+	554	42.0	[]	[]	[8.891774]	[102]	[]	[152937769]
368_15604	chr5	61408497	61408897	+	629	42.0	[]	[]	[8.02331]	[72]	[]	[61408653]
368_15609	chr6	26032900	26033300	+	639	42.0	[]	[]	[8.527855]	[173]	[]	[26033092]
368_15614	chr6	139375363	139375763	+	638	42.0	[]	[]	[8.182954]	[172]	[]	[139375596]
368_15640	chr12	49088531	49088931	+	589	41.5	[]	[]	[7.7957826]	[136]	[]	[49088695]
368_15642	chr12	124904750	124905150	+	553	41.5	[8.805163]	[58]	[]	[]	[124904907]	[]
368_15658	chr19	823764	824164	+	633	41.5	[]	[]	[8.228404]	[233]	[]	[823965]
368_15659	chr19	15180947	15181347	+	645	41.5	[]	[]	[8.891774, 8.069409]	[159, 204]	[]	[15181111, 15181156]
368_15660	chr19	17859608	17860008	+	578	41.5	[]	[]	[12.567606]	[222]	[]	[17859785]
368_15662	chr19	58304287	58304687	+	576	41.5	[8.182954]	[75]	[]	[]	[58304446]	[]
368_15672	chr22	32539670	32540070	+	628	41.5	[]	[]	[8.228404]	[164]	[]	[32539879]
368_15689	chr6	43019195	43019595	+	577	41.5	[]	[]	[8.779576]	[163]	[]	[43019417]
368_15690	chr6	146857630	146858030	+	602	41.5	[8.891774]	[288]	[8.891774, 8.891774, 8.494345]	[280, 287, 293]	[146857874]	[146857866, 146857873, 146857879]
368_15705	chr1	21608633	21609033	+	605	41.0	[8.182954]	[185]	[]	[]	[21608847]	[]
368_15712	chr1	156924745	156925145	+	570	41.0	[8.069409]	[180]	[]	[]	[156924987]	[]
368_15752	chr2	47176686	47177086	+	582	41.0	[8.02331]	[65]	[]	[]	[47176846]	[]
368_15755	chr2	98547351	98547751	+	597	41.0	[8.779576]	[141]	[]	[]	[98547516]	[]
368_15759	chr20	62949370	62949770	+	630	41.0	[8.494345, 8.320784]	[150, 163]	[8.069409]	[173]	[62949590, 62949603]	[62949613]
368_15788	chr1	23577395	23577795	+	584	40.5	[8.891774]	[158]	[]	[]	[23577574]	[]
368_15795	chr1	225777872	225778272	+	604	40.5	[]	[]	[8.182954]	[212]	[]	[225778104]
368_158	chr16	75043095	75043495	+	1000	688.5	[8.779576]	[74]	[]	[]	[75043264]	[]
368_15812	chr19	47227327	47227727	+	634	40.5	[9.473919]	[198]	[]	[]	[47227564]	[]
368_1582	chr14	75539810	75540210	+	1000	378.0	[]	[]	[8.527855]	[96]	[]	[75540000]
368_15826	chr3	48016190	48016590	+	615	40.5	[12.567606]	[158]	[]	[]	[48016389]	[]
368_15832	chr4	38674461	38674861	+	556	40.5	[]	[]	[12.567606]	[152]	[]	[38674624]
368_1584	chr9	125477195	125477595	+	1000	378.0	[7.549868]	[79]	[]	[]	[125477372]	[]
368_15852	chr7	100450374	100450774	+	617	40.5	[8.320784]	[169]	[]	[]	[100450624]	[]
368_15859	chr7	139133286	139133686	+	587	40.5	[7.7957826]	[62]	[]	[]	[139133442]	[]
368_15873	chr1	54355917	54356317	+	603	40.0	[8.527855]	[84]	[]	[]	[54356088]	[]
368_15883	chr10	5317626	5318026	+	612	40.0	[9.473919]	[179]	[]	[]	[5317827]	[]
368_15912	chr20	2872529	2872929	+	610	40.0	[]	[]	[8.968127]	[135]	[]	[2872694]
368_15916	chr22	21043410	21043810	+	618	40.0	[8.320784]	[179]	[12.567606]	[204]	[21043623]	[21043648]
368_15954	chr10	50561823	50562223	+	542	39.5	[]	[]	[8.779576]	[279]	[]	[50562001]
368_1596	chr3	167941694	167942094	+	1000	376.0	[8.228404]	[153]	[]	[]	[167941944]	[]
368_15961	chr11	117327733	117328133	+	615	39.5	[]	[]	[8.968127]	[114]	[]	[117327901]
368_15964	chr12	56222073	56222473	+	594	39.5	[7.549868]	[150]	[]	[]	[56222267]	[]
368_15965	chr12	89101339	89101739	+	615	39.5	[8.779576]	[110]	[8.090539]	[85]	[89101539]	[89101514]
368_15969	chr13	107901791	107902191	+	557	39.5	[8.527855]	[160]	[]	[]	[107901965]	[]
368_15970	chr15	72228537	72228937	+	589	39.5	[8.069409]	[146]	[8.228404]	[206]	[72228699]	[72228759]
368_15978	chr19	48965026	48965426	+	592	39.5	[8.069409]	[164]	[]	[]	[48965213]	[]
368_15983	chr2	112692647	112693047	+	588	39.5	[8.069409]	[185]	[]	[]	[112692843]	[]
368_15988	chr22	22647695	22648095	+	610	39.5	[]	[]	[8.320784]	[145]	[]	[22647876]
368_1599	chr12	108689336	108689736	+	1000	375.0	[]	[]	[8.891774]	[117]	[]	[108689544]
368_15998	chr5	177366856	177367256	+	555	39.5	[]	[]	[8.228404]	[220]	[]	[177367080]
368_16011	chr7	123557517	123557917	+	563	39.5	[8.968127]	[126]	[]	[]	[123557697]	[]
368_16029	chr10	45246557	45246957	+	594	39.0	[7.549868]	[108]	[]	[]	[45246726]	[]
368_1604	chr9	76359290	76359690	+	1000	375.0	[8.320784]	[135]	[]	[]	[76359494]	[]
368_16048	chr19	45092836	45093236	+	600	39.0	[8.968127]	[174]	[]	[]	[45093027]	[]
368_16052	chr2	55232130	55232530	+	581	39.0	[]	[]	[8.182954]	[169]	[]	[55232295]
368_16059	chr22	21447866	21448266	+	601	39.0	[8.779576]	[160]	[]	[]	[21448039]	[]
368_16076	chr6	27791829	27792229	+	565	39.0	[]	[]	[8.228404]	[184]	[]	[27792061]
368_16077	chr6	31676884	31677284	+	605	39.0	[8.001244]	[246]	[]	[]	[31677071]	[]
368_16104	chr11	75143038	75143438	+	585	38.5	[8.891774]	[211]	[8.891774]	[210]	[75143278]	[75143277]
368_16107	chr15	50764768	50765168	+	560	38.5	[]	[]	[8.069409]	[177]	[]	[50764961]
368_16108	chr16	79972091	79972491	+	586	38.5	[]	[]	[7.549868]	[197]	[]	[79972306]
368_16113	chr18	8912228	8912628	+	597	38.5	[8.069409, 8.494345]	[113, 122]	[]	[]	[8912441, 8912450]	[]
368_16114	chr19	1266229	1266629	+	578	38.5	[]	[]	[8.320784]	[208]	[]	[1266411]
368_16116	chr19	36014322	36014722	+	584	38.5	[12.567606]	[149]	[]	[]	[36014565]	[]
