#PeakID(python identify_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_22511	chr3	4821954	4822354	+	764	24.0	[]	[]	[10.389162, 9.683048]	[79, 116]	[]	[4822116, 4822153]
503_22520	chr3	12953888	12954288	+	769	24.0	[]	[]	[8.681774]	[153]	[]	[12954105]
503_22522	chr3	14216150	14216550	+	755	24.0	[7.1016955]	[127]	[]	[]	[14216329]	[]
503_22528	chr3	17730301	17730701	+	936	24.0	[7.753163]	[87]	[]	[]	[17730470]	[]
503_22557	chr3	184005953	184006353	+	872	24.0	[6.9121566]	[146]	[]	[]	[184006173]	[]
503_2256	chr9	127802881	127803281	+	1000	90.0	[]	[]	[9.875317]	[151]	[]	[127803131]
503_22564	chr3	195657383	195657783	+	802	24.0	[11.455031]	[136]	[]	[]	[195657616]	[]
503_22567	chr3	196181890	196182290	+	976	24.0	[]	[]	[7.8463583]	[126]	[]	[196182107]
503_22569	chr3	197739537	197739937	+	877	24.0	[8.497711]	[108]	[]	[]	[197739741]	[]
503_22589	chr4	109148548	109148948	+	844	24.0	[]	[]	[7.4201775]	[137]	[]	[109148766]
503_2259	chr9	136944518	136944918	+	1000	90.0	[]	[]	[6.8739552]	[148]	[]	[136944763]
503_22593	chr4	170027194	170027594	+	643	24.0	[7.2023387]	[98]	[]	[]	[170027386]	[]
503_22594	chr4	183183318	183183718	+	928	24.0	[11.455031]	[135]	[]	[]	[183183501]	[]
503_226	chr8	66667085	66667485	+	1000	206.0	[]	[]	[10.421151]	[156]	[]	[66667268]
503_22616	chr5	132962601	132963001	+	1000	24.0	[9.326159]	[113]	[]	[]	[132962787]	[]
503_22637	chr5	173866300	173866700	+	804	24.0	[10.897183]	[95]	[]	[]	[173866495]	[]
503_22640	chr5	178209871	178210271	+	934	24.0	[]	[]	[6.751365]	[156]	[]	[178210063]
503_22643	chr5	181239366	181239766	+	833	24.0	[8.130486]	[200]	[]	[]	[181239596]	[]
503_22644	chr6	2920860	2921260	+	719	24.0	[]	[]	[7.208534]	[101]	[]	[2921047]
503_22650	chr6	6696803	6697203	+	827	24.0	[]	[]	[8.261184]	[140]	[]	[6697001]
503_22653	chr6	7172528	7172928	+	896	24.0	[]	[]	[6.4858923, 8.830775]	[132, 220]	[]	[7172681, 7172769]
503_22655	chr6	11975531	11975931	+	752	24.0	[]	[]	[9.196355]	[79]	[]	[11975708]
503_22658	chr6	13624711	13625111	+	715	24.0	[7.57576]	[129]	[]	[]	[13624889]	[]
503_22680	chr6	30716378	30716778	+	945	24.0	[]	[]	[6.8419666]	[147]	[]	[30716575]
503_22685	chr6	31789367	31789767	+	1000	24.0	[]	[]	[9.783327]	[118]	[]	[31789552]
503_2271	chr11	356162	356562	+	1000	89.0	[]	[]	[11.455031]	[171]	[]	[356390]
503_22712	chr6	116631479	116631879	+	920	24.0	[9.783327]	[65]	[8.722507]	[140]	[116631631]	[116631706]
503_22719	chr6	147222275	147222675	+	974	24.0	[]	[]	[7.259386]	[207]	[]	[147222488]
503_2273	chr11	70398363	70398763	+	1000	89.0	[14.901949]	[107]	[]	[]	[70398532]	[]
503_2274	chr11	116772832	116773232	+	1000	89.0	[12.885004]	[135]	[]	[]	[116773057]	[]
503_22745	chr7	64849770	64850170	+	966	24.0	[]	[]	[7.915865]	[142]	[]	[64849956]
503_22748	chr7	66500062	66500462	+	937	24.0	[8.00715]	[159]	[7.3587046]	[171]	[66500278]	[66500290]
503_2275	chr12	121686964	121687364	+	1000	89.0	[12.885004]	[130]	[]	[]	[121687177]	[]
503_22752	chr7	74587427	74587827	+	883	24.0	[]	[]	[11.819135, 6.615002]	[121, 146]	[]	[74587631, 74587656]
503_22756	chr7	76364178	76364578	+	936	24.0	[6.8936343]	[228]	[]	[]	[76364413]	[]
503_22777	chr7	111527020	111527420	+	960	24.0	[]	[]	[8.423885]	[124]	[]	[111527199]
503_22782	chr7	129051952	129052352	+	983	24.0	[]	[]	[13.471976]	[179]	[]	[129052200]
503_22794	chr7	143382774	143383174	+	958	24.0	[]	[]	[6.486581]	[96]	[]	[143382932]
503_22797	chr7	148724396	148724796	+	884	24.0	[]	[]	[10.389162]	[144]	[]	[148724574]
503_22800	chr7	149026701	149027101	+	971	24.0	[11.206739]	[143]	[]	[]	[149026930]	[]
503_22807	chr7	151108346	151108746	+	792	24.0	[]	[]	[7.475481]	[89]	[]	[151108526]
503_2281	chr17	46922966	46923366	+	1000	89.0	[11.206739]	[69]	[]	[]	[46923121]	[]
503_22815	chr7	157041871	157042271	+	1000	24.0	[6.7845144]	[164]	[]	[]	[157042098]	[]
503_22817	chr7	157302389	157302789	+	988	24.0	[10.897183]	[83]	[8.830775]	[110]	[157302568]	[157302595]
503_22846	chr8	130194606	130195006	+	948	24.0	[6.862329]	[80]	[]	[]	[130194772]	[]
503_22855	chr8	144401884	144402284	+	919	24.0	[8.880239, 7.8463583]	[116, 173]	[]	[]	[144402054, 144402111]	[]
503_22856	chr9	2017339	2017739	+	840	24.0	[9.005733]	[232]	[]	[]	[2017583]	[]
503_22858	chr9	36136122	36136522	+	632	24.0	[8.929101]	[150]	[]	[]	[36136305]	[]
503_22861	chr9	83622915	83623315	+	862	24.0	[7.7103596]	[155]	[]	[]	[83623137]	[]
503_22870	chr9	114238930	114239330	+	808	24.0	[6.924771]	[72]	[]	[]	[114239099]	[]
503_22874	chr9	120866754	120867154	+	976	24.0	[6.4858923]	[123]	[]	[]	[120866934]	[]
503_22888	chr9	129167159	129167559	+	963	24.0	[]	[]	[7.208534]	[77]	[]	[129167333]
503_22895	chr9	130889054	130889454	+	961	24.0	[7.57576]	[114]	[]	[]	[130889254]	[]
503_22898	chr9	131231908	131232308	+	652	24.0	[]	[]	[8.631947]	[197]	[]	[131232151]
503_22900	chr9	131407818	131408218	+	741	24.0	[]	[]	[6.993913]	[126]	[]	[131408023]
503_22908	chr9	136787682	136788082	+	953	24.0	[]	[]	[7.3005238]	[110]	[]	[136787882]
503_22915	chrUn_GL000220v1	119679	120079	+	809	24.0	[]	[]	[8.226053]	[116]	[]	[119895]
503_22921	chrX	47563731	47564131	+	960	24.0	[]	[]	[7.3005238]	[159]	[]	[47563980]
503_22923	chrX	48470246	48470646	+	988	24.0	[10.796905]	[172]	[]	[]	[48470473]	[]
503_22930	chrX	120468926	120469326	+	981	24.0	[8.404206]	[190]	[]	[]	[120469154]	[]
503_22932	chrX	147911707	147912107	+	1000	24.0	[]	[]	[14.901949]	[192]	[]	[147911951]
503_22934	chrX	154123752	154124152	+	950	24.0	[9.80219]	[229]	[]	[]	[154124002]	[]
503_22954	chr1	11969236	11969636	+	871	23.0	[8.423885]	[85]	[]	[]	[11969402]	[]
503_22986	chr1	26129244	26129644	+	580	23.0	[7.915865]	[172]	[]	[]	[26129469]	[]
503_22991	chr1	27097351	27097751	+	702	23.0	[8.322755]	[141]	[]	[]	[27097592]	[]
503_23021	chr1	44005559	44005959	+	632	23.0	[]	[]	[7.208534]	[189]	[]	[44005760]
503_23027	chr1	51850788	51851188	+	761	23.0	[6.4858923]	[99]	[]	[]	[51850969]	[]
503_23037	chr1	109803193	109803593	+	947	23.0	[]	[]	[6.862329]	[163]	[]	[109803394]
503_23045	chr1	113677258	113677658	+	668	23.0	[]	[]	[6.730932, 7.6478944]	[70, 141]	[]	[113677415, 113677486]
503_23069	chr1	156516807	156517207	+	857	23.0	[]	[]	[7.2023387]	[67]	[]	[156516961]
503_2307	chr7	106598721	106599121	+	1000	89.0	[]	[]	[8.722507]	[101]	[]	[106598917]
503_23091	chr1	201448008	201448408	+	748	23.0	[]	[]	[6.730932]	[183]	[]	[201448197]
503_23096	chr1	202203526	202203926	+	883	23.0	[7.099728]	[146]	[]	[]	[202203765]	[]
503_23118	chr1	234999667	235000067	+	555	23.0	[6.615002]	[205]	[]	[]	[234999904]	[]
503_2312	chr9	127424189	127424589	+	1000	89.0	[14.901949]	[78]	[]	[]	[127424367]	[]
503_23128	chr10	41315328	41315728	+	926	23.0	[6.6002345]	[58]	[]	[]	[41315485]	[]
503_2314	chr9	132406621	132407021	+	1000	89.0	[11.405568, 11.851124]	[107, 130]	[9.1897955]	[151]	[132406820, 132406843]	[132406864]
503_23142	chr10	72981842	72982242	+	956	23.0	[8.880239]	[97]	[]	[]	[72982012]	[]
503_23153	chr10	101067771	101068171	+	833	23.0	[7.6478944, 12.327155]	[118, 154]	[]	[]	[101067973, 101068009]	[]
503_23160	chr10	132453056	132453456	+	771	23.0	[10.698719]	[184]	[]	[]	[132453277]	[]
503_23171	chr11	9652218	9652618	+	817	23.0	[]	[]	[10.897183]	[128]	[]	[9652430]
503_23186	chr11	58770765	58771165	+	878	23.0	[6.8936343]	[130]	[]	[]	[58770987]	[]
503_232	chr5	168579480	168579880	+	1000	203.0	[]	[]	[8.404206]	[91]	[]	[168579659]
503_23204	chr11	67071660	67072060	+	821	23.0	[]	[]	[7.3005238]	[107]	[]	[67071856]
503_23207	chr11	69010897	69011297	+	788	23.0	[10.897548]	[105]	[7.349987]	[84]	[69011082]	[69011061]
503_23214	chr11	73288650	73289050	+	944	23.0	[]	[]	[10.796905]	[118]	[]	[73288867]
503_23219	chr11	83287633	83288033	+	858	23.0	[]	[]	[8.830775]	[103]	[]	[83287827]
503_2322	chr1	16054075	16054475	+	1000	88.0	[]	[]	[11.819135]	[52]	[]	[16054226]
503_23220	chr11	94768693	94769093	+	584	23.0	[]	[]	[6.859596]	[209]	[]	[94768944]
503_23229	chr11	126310473	126310873	+	864	23.0	[]	[]	[7.753163]	[107]	[]	[126310635]
503_23236	chr12	23423073	23423473	+	666	23.0	[]	[]	[9.5422535]	[85]	[]	[23423252]
503_23237	chr12	26832896	26833296	+	841	23.0	[]	[]	[10.389162]	[144]	[]	[26833058]
503_23255	chr12	64608982	64609382	+	857	23.0	[]	[]	[8.672809]	[151]	[]	[64609136]
503_23257	chr12	69330949	69331349	+	938	23.0	[]	[]	[11.405568]	[169]	[]	[69331176]
503_23259	chr12	108559683	108560083	+	669	23.0	[10.389162]	[150]	[]	[]	[108559898]	[]
503_23262	chr12	111578091	111578491	+	882	23.0	[]	[]	[12.327155]	[173]	[]	[111578328]
503_23263	chr12	111753150	111753550	+	845	23.0	[6.615002]	[104]	[]	[]	[111753333]	[]
503_23279	chr13	91312348	91312748	+	854	23.0	[]	[]	[6.6215615]	[85]	[]	[91312510]
503_2329	chr10	45727016	45727416	+	1000	88.0	[]	[]	[6.8936343, 9.975595]	[128, 180]	[]	[45727198, 45727250]
503_23292	chr13	113585171	113585571	+	661	23.0	[]	[]	[6.4858923]	[91]	[]	[113585339]
503_23293	chr14	20820450	20820850	+	664	23.0	[]	[]	[7.081232]	[72]	[]	[20820602]
503_23307	chr14	99518437	99518837	+	859	23.0	[]	[]	[6.615002, 8.155915]	[131, 141]	[]	[99518646, 99518656]
503_23312	chr14	102776862	102777262	+	908	23.0	[7.2023387]	[191]	[]	[]	[102777111]	[]
503_23329	chr15	78979598	78979998	+	934	23.0	[9.366932]	[196]	[]	[]	[78979841]	[]
503_23332	chr15	81275014	81275414	+	829	23.0	[7.3005238]	[72]	[9.683048]	[154]	[81275172]	[81275254]
503_23346	chr16	8871011	8871411	+	919	23.0	[12.327155]	[118]	[]	[]	[8871204]	[]
503_23347	chr16	10405335	10405735	+	733	23.0	[]	[]	[8.77996, 8.77996]	[144, 184]	[]	[10405538, 10405578]
503_2335	chr14	49767904	49768304	+	1000	88.0	[]	[]	[10.150553, 11.455031]	[70, 109]	[]	[49768066, 49768105]
503_23370	chr16	69529521	69529921	+	896	23.0	[6.993913]	[171]	[7.4008026]	[133]	[69529766]	[69529728]
503_23386	chr16	89491987	89492387	+	902	23.0	[]	[]	[6.655864]	[181]	[]	[89492191]
503_23393	chr17	27566758	27567158	+	725	23.0	[]	[]	[6.993913]	[82]	[]	[27566928]
503_234	chr15	40807347	40807747	+	1000	202.0	[6.406941]	[138]	[]	[]	[40807576]	[]
503_23403	chr17	37081277	37081677	+	621	23.0	[]	[]	[8.76831]	[81]	[]	[37081430]
503_23421	chr17	49708857	49709257	+	812	23.0	[6.406941]	[149]	[]	[]	[49709100]	[]
503_23424	chr17	57440861	57441261	+	834	23.0	[7.6661034]	[105]	[]	[]	[57441052]	[]
503_23432	chr17	66462931	66463331	+	955	23.0	[6.4858923]	[178]	[]	[]	[66463175]	[]
503_23441	chr17	80219503	80219903	+	801	23.0	[14.901949]	[113]	[]	[]	[80219681]	[]
503_23449	chr18	23454999	23455399	+	724	23.0	[]	[]	[7.7103596]	[93]	[]	[23455159]
503_23451	chr18	48828819	48829219	+	787	23.0	[6.993913]	[138]	[]	[]	[48829051]	[]
503_23455	chr18	79601205	79601605	+	852	23.0	[]	[]	[7.8463583, 8.76831]	[67, 120]	[]	[79601370, 79601423]
503_23460	chr19	1189417	1189817	+	683	23.0	[]	[]	[8.631947]	[124]	[]	[1189607]
503_23467	chr19	3710495	3710895	+	872	23.0	[10.421151]	[100]	[]	[]	[3710654]	[]
503_23480	chr19	10260188	10260588	+	902	23.0	[]	[]	[12.327155]	[219]	[]	[10260424]
503_23484	chr19	11203848	11204248	+	596	23.0	[7.916553]	[146]	[]	[]	[11204087]	[]
503_23498	chr19	18833990	18834390	+	860	23.0	[6.7005134]	[164]	[]	[]	[18834161]	[]
503_23506	chr19	35044252	35044652	+	671	23.0	[6.406941]	[95]	[]	[]	[35044427]	[]
503_23509	chr19	38619750	38620150	+	892	23.0	[7.259386]	[161]	[]	[]	[38619948]	[]
503_2351	chr19	39335898	39336298	+	1000	88.0	[]	[]	[10.796905]	[95]	[]	[39336090]
503_23513	chr19	41930201	41930601	+	912	23.0	[]	[]	[12.327155]	[125]	[]	[41930387]
503_23517	chr19	45262990	45263390	+	776	23.0	[]	[]	[11.455031, 6.615002]	[193, 224]	[]	[45263202, 45263233]
503_23519	chr19	46529979	46530379	+	724	23.0	[]	[]	[10.796905]	[154]	[]	[46530143]
503_23520	chr19	46718239	46718639	+	569	23.0	[]	[]	[9.875317]	[229]	[]	[46718486]
503_23527	chr19	47698119	47698519	+	873	23.0	[]	[]	[6.7055626]	[124]	[]	[47698336]
503_23529	chr19	48943130	48943530	+	783	23.0	[]	[]	[8.445345]	[97]	[]	[48943317]
503_23548	chr19	56080687	56081087	+	954	23.0	[]	[]	[7.57576]	[178]	[]	[56080894]
503_23561	chr2	33275673	33276073	+	886	23.0	[]	[]	[11.206739]	[116]	[]	[33275864]
503_23566	chr2	55159236	55159636	+	622	23.0	[]	[]	[6.751365]	[81]	[]	[55159415]
503_23569	chr2	64854739	64855139	+	820	23.0	[7.8463583]	[156]	[7.4008026]	[166]	[64854933]	[64854943]
503_23571	chr2	65819046	65819446	+	855	23.0	[]	[]	[6.7005134]	[97]	[]	[65819221]
503_23578	chr2	85501192	85501592	+	741	23.0	[8.261184]	[123]	[]	[]	[85501352]	[]
503_23587	chr2	105851380	105851780	+	871	23.0	[10.421151]	[156]	[6.993913]	[130]	[105851617]	[105851591]
503_23588	chr2	118738544	118738944	+	658	23.0	[]	[]	[9.80219]	[161]	[]	[118738771]
503_23595	chr2	169732728	169733128	+	801	23.0	[]	[]	[7.4008026]	[133]	[]	[169732921]
503_23601	chr2	177252773	177253173	+	584	23.0	[]	[]	[6.8936343]	[78]	[]	[177252931]
503_23607	chr2	230908588	230908988	+	871	23.0	[]	[]	[10.421151]	[99]	[]	[230908781]
503_23614	chr20	23143079	23143479	+	735	23.0	[]	[]	[10.310211]	[95]	[]	[23143270]
503_23620	chr20	35171940	35172340	+	746	23.0	[7.475481]	[116]	[]	[]	[35172150]	[]
503_2363	chr22	23177147	23177547	+	1000	88.0	[]	[]	[7.259386, 6.8936343]	[103, 164]	[]	[23177323, 23177384]
503_23643	chr21	43802326	43802726	+	851	23.0	[10.897548]	[196]	[]	[]	[43802527]	[]
503_23649	chr22	16608992	16609392	+	842	23.0	[]	[]	[9.1684675]	[89]	[]	[16609169]
503_2365	chr3	9649242	9649642	+	1000	88.0	[12.885004]	[165]	[11.354753]	[143]	[9649457]	[9649435]
503_23662	chr22	19300297	19300697	+	655	23.0	[]	[]	[8.125774]	[79]	[]	[19300474]
503_2368	chr4	139084102	139084502	+	1000	88.0	[10.897183]	[160]	[]	[]	[139084353]	[]
503_23693	chr22	20301029	20301429	+	872	23.0	[7.3005238]	[156]	[]	[]	[20301252]	[]
503_23723	chr22	22109187	22109587	+	873	23.0	[]	[]	[6.780644]	[113]	[]	[22109338]
503_23730	chr22	22416904	22417304	+	906	23.0	[8.5297]	[151]	[]	[]	[22417075]	[]
503_23734	chr22	22480611	22481011	+	897	23.0	[]	[]	[6.6002345]	[195]	[]	[22480835]
503_23744	chr22	22909075	22909475	+	862	23.0	[]	[]	[7.0677395]	[121]	[]	[22909243]
503_23746	chr22	23171179	23171579	+	955	23.0	[8.830775]	[78]	[]	[]	[23171330]	[]
503_23754	chr22	36544429	36544829	+	877	23.0	[6.4858923]	[209]	[]	[]	[36544667]	[]
503_23764	chr22	50498437	50498837	+	658	23.0	[]	[]	[6.4858923]	[127]	[]	[50498640]
503_23766	chr3	8894744	8895144	+	878	23.0	[]	[]	[8.423885]	[237]	[]	[8894984]
503_23767	chr3	8987859	8988259	+	722	23.0	[12.327155]	[126]	[]	[]	[8988056]	[]
503_23777	chr3	15012489	15012889	+	740	23.0	[]	[]	[6.8936343]	[139]	[]	[15012720]
503_23780	chr3	19811700	19812100	+	690	23.0	[6.8936343]	[101]	[]	[]	[19811879]	[]
503_23789	chr3	41026466	41026866	+	907	23.0	[8.76831]	[97]	[]	[]	[41026637]	[]
503_23807	chr3	50519443	50519843	+	928	23.0	[6.486581, 6.615002]	[150, 189]	[]	[]	[50519642, 50519681]	[]
503_23810	chr3	57935485	57935885	+	619	23.0	[8.226053]	[89]	[]	[]	[57935653]	[]
503_23812	chr3	87227126	87227526	+	926	23.0	[]	[]	[6.4858923]	[160]	[]	[87227313]
503_23822	chr3	140910822	140911222	+	948	23.0	[7.915865]	[194]	[]	[]	[140911050]	[]
503_23827	chr3	153051928	153052328	+	875	23.0	[7.7103596]	[79]	[]	[]	[153052098]	[]
503_23829	chr3	157239052	157239452	+	831	23.0	[]	[]	[7.750857]	[148]	[]	[157239243]
503_2383	chr1	1658834	1659234	+	1000	87.0	[]	[]	[12.327155, 7.4201775]	[108, 146]	[]	[1659002, 1659040]
503_23833	chr3	193928666	193929066	+	695	23.0	[8.261184]	[147]	[]	[]	[193928912]	[]
503_23834	chr3	194556253	194556653	+	905	23.0	[]	[]	[7.57576]	[115]	[]	[194556435]
503_23842	chr4	2764055	2764455	+	899	23.0	[]	[]	[8.214487]	[79]	[]	[2764218]
503_2385	chr1	21791672	21792072	+	1000	87.0	[]	[]	[10.796905, 6.730932]	[74, 144]	[]	[21791828, 21791898]
503_23851	chr4	80127310	80127710	+	869	23.0	[]	[]	[9.005733]	[139]	[]	[80127541]
503_23853	chr4	94532419	94532819	+	908	23.0	[]	[]	[7.7103596]	[103]	[]	[94532579]
503_23856	chr4	119628841	119629241	+	778	23.0	[10.150553]	[149]	[]	[]	[119629011]	[]
503_23864	chr5	10339882	10340282	+	783	23.0	[]	[]	[7.4008026]	[181]	[]	[10340129]
503_23889	chr5	177557067	177557467	+	846	23.0	[9.276331]	[138]	[]	[]	[177557247]	[]
503_23897	chr6	10510594	10510994	+	909	23.0	[]	[]	[6.4858923]	[68]	[]	[10510757]
503_2390	chr1	77683227	77683627	+	1000	87.0	[]	[]	[6.7055626, 11.206739]	[133, 155]	[]	[77683423, 77683445]
503_23908	chr6	17701803	17702203	+	944	23.0	[]	[]	[7.3383374]	[123]	[]	[17702006]
503_23912	chr6	20204568	20204968	+	889	23.0	[6.633814]	[68]	[]	[]	[20204724]	[]
503_23916	chr6	27049958	27050358	+	845	23.0	[]	[]	[6.593675]	[140]	[]	[27050125]
503_23924	chr6	29028947	29029347	+	669	23.0	[]	[]	[9.437122]	[133]	[]	[29029158]
503_23956	chr6	41734178	41734578	+	890	23.0	[6.486581]	[136]	[]	[]	[41734400]	[]
503_23963	chr6	44057672	44058072	+	843	23.0	[]	[]	[6.993913]	[240]	[]	[44057919]
503_23967	chr6	109349625	109350025	+	768	23.0	[]	[]	[6.615002]	[136]	[]	[109349802]
503_23978	chr6	158009461	158009861	+	874	23.0	[11.819135, 12.327155]	[79, 107]	[]	[]	[158009624, 158009652]	[]
503_23983	chr6	161103352	161103752	+	949	23.0	[6.6215615]	[114]	[]	[]	[161103512]	[]
503_23998	chr7	23183281	23183681	+	860	23.0	[]	[]	[7.766382]	[116]	[]	[23183468]
503_24000	chr7	42706588	42706988	+	569	23.0	[8.261184]	[109]	[8.880239]	[74]	[42706796]	[42706761]
503_24037	chr7	107007909	107008309	+	782	23.0	[7.2925353, 7.57576]	[98, 115]	[]	[]	[107008090, 107008107]	[]
503_24040	chr7	107270241	107270641	+	800	23.0	[]	[]	[8.77996]	[104]	[]	[107270417]
503_24045	chr7	127504713	127505113	+	847	23.0	[]	[]	[7.259386]	[89]	[]	[127504880]
503_2406	chr15	65304567	65304967	+	1000	87.0	[]	[]	[7.2088985]	[70]	[]	[65304727]
503_24071	chr7	143391327	143391727	+	884	23.0	[]	[]	[6.993913]	[143]	[]	[143391492]
503_24089	chr7	157370767	157371167	+	913	23.0	[6.862329]	[196]	[]	[]	[157370985]	[]
503_24092	chr7	158688706	158689106	+	921	23.0	[]	[]	[7.259386]	[203]	[]	[158688955]
503_24107	chr8	53884521	53884921	+	876	23.0	[]	[]	[11.819135]	[156]	[]	[53884688]
503_24108	chr8	53945139	53945539	+	737	23.0	[]	[]	[7.3731055]	[154]	[]	[53945364]
503_2411	chr18	812266	812666	+	1000	87.0	[]	[]	[9.1897955]	[95]	[]	[812448]
503_24119	chr8	134906056	134906456	+	887	23.0	[7.01007]	[156]	[]	[]	[134906298]	[]
503_24122	chr8	141059838	141060238	+	580	23.0	[]	[]	[6.993913]	[176]	[]	[141060065]
503_24124	chr8	141432948	141433348	+	735	23.0	[7.896186]	[144]	[]	[]	[141433172]	[]
503_24135	chr9	19123988	19124388	+	859	23.0	[10.897183]	[120]	[]	[]	[19124185]	[]
503_24140	chr9	37511007	37511407	+	734	23.0	[8.123926]	[107]	[]	[]	[37511214]	[]
503_24142	chr9	71768297	71768697	+	915	23.0	[7.4008026]	[68]	[]	[]	[71768463]	[]
503_2416	chr19	48881726	48882126	+	1000	87.0	[]	[]	[7.5180907]	[158]	[]	[48881968]
503_24198	chrX	152177037	152177437	+	785	23.0	[6.6215615, 6.862329]	[68, 105]	[]	[]	[152177188, 152177225]	[]
503_24211	chr1	1647871	1648271	+	728	22.0	[]	[]	[6.7005134]	[85]	[]	[1648039]
503_24216	chr1	3745455	3745855	+	591	22.0	[]	[]	[9.366932]	[167]	[]	[3745631]
503_24222	chr1	6391780	6392180	+	892	22.0	[]	[]	[8.130486]	[109]	[]	[6391936]
503_24226	chr1	9540767	9541167	+	585	22.0	[]	[]	[8.638506]	[194]	[]	[9540981]
503_24231	chr1	11929871	11930271	+	658	22.0	[10.389162]	[235]	[]	[]	[11930107]	[]
503_24237	chr1	14779075	14779475	+	818	22.0	[]	[]	[8.77996]	[220]	[]	[14779308]
503_24239	chr1	15692282	15692682	+	562	22.0	[9.467575]	[120]	[]	[]	[15692479]	[]
503_24242	chr1	16606719	16607119	+	714	22.0	[6.4858923]	[129]	[]	[]	[16606907]	[]
503_24243	chr1	17360199	17360599	+	849	22.0	[]	[]	[6.8936343]	[139]	[]	[17360438]
503_24245	chr1	19508959	19509359	+	604	22.0	[]	[]	[10.796905, 6.730932]	[62, 119]	[]	[19509115, 19509172]
503_2425	chr22	49704524	49704924	+	1000	87.0	[]	[]	[14.393928]	[110]	[]	[49704728]
503_24251	chr1	21628976	21629376	+	898	22.0	[9.276331, 9.005733]	[131, 182]	[]	[]	[21629152, 21629203]	[]
503_24257	chr1	25814067	25814467	+	705	22.0	[]	[]	[8.830775]	[128]	[]	[25814290]
503_24258	chr1	25863482	25863882	+	570	22.0	[8.02168]	[114]	[]	[]	[25863650]	[]
503_2426	chr3	17742402	17742802	+	1000	87.0	[6.924771]	[92]	[]	[]	[17742575]	[]
503_24272	chr1	29259750	29260150	+	840	22.0	[]	[]	[7.4008026]	[124]	[]	[29259925]
503_24285	chr1	39657976	39658376	+	819	22.0	[6.7005134]	[109]	[]	[]	[39658158]	[]
503_24310	chr1	71081702	71082102	+	618	22.0	[7.4008026]	[139]	[]	[]	[71081909]	[]
503_24314	chr1	89906682	89907082	+	656	22.0	[]	[]	[7.753163]	[105]	[]	[89906874]
503_2434	chr5	138463983	138464383	+	1000	87.0	[]	[]	[8.445345]	[146]	[]	[138464193]
503_24344	chr1	156445790	156446190	+	694	22.0	[7.3383374]	[177]	[]	[]	[156446027]	[]
503_24346	chr1	156609016	156609416	+	884	22.0	[]	[]	[6.615002]	[162]	[]	[156609258]
503_24360	chr1	180609676	180610076	+	588	22.0	[9.005733]	[169]	[]	[]	[180609927]	[]
503_24364	chr1	197915816	197916216	+	742	22.0	[6.7055626]	[162]	[]	[]	[197916036]	[]
503_24370	chr1	203117801	203118201	+	804	22.0	[]	[]	[9.783327]	[109]	[]	[203117977]
503_24382	chr1	219174557	219174957	+	841	22.0	[8.497711]	[171]	[]	[]	[219174779]	[]
503_24384	chr1	220086133	220086533	+	820	22.0	[]	[]	[9.834179]	[128]	[]	[220086351]
503_24401	chr1	230861443	230861843	+	591	22.0	[]	[]	[7.475481]	[154]	[]	[230861674]
503_24406	chr1	234984055	234984455	+	828	22.0	[]	[]	[8.638506]	[200]	[]	[234984287]
503_2443	chr6	41073034	41073434	+	1000	87.0	[]	[]	[6.406941]	[148]	[]	[41073262]
503_24442	chr10	73957762	73958162	+	794	22.0	[]	[]	[8.130486]	[175]	[]	[73957959]
503_24444	chr10	75022261	75022661	+	865	22.0	[10.389162]	[83]	[]	[]	[75022432]	[]
503_24450	chr10	79350131	79350531	+	795	22.0	[]	[]	[10.897183]	[152]	[]	[79350325]
503_24453	chr10	84327474	84327874	+	805	22.0	[9.975595]	[98]	[]	[]	[84327652]	[]
503_24462	chr10	131962564	131962964	+	769	22.0	[]	[]	[9.834179]	[173]	[]	[131962812]
503_2447	chr7	38909007	38909407	+	1000	87.0	[10.897548, 7.3383374]	[103, 113]	[8.404206]	[65]	[38909202, 38909212]	[38909164]
503_24480	chr11	17528136	17528536	+	629	22.0	[]	[]	[6.406941]	[102]	[]	[17528324]
503_24495	chr11	66368531	66368931	+	844	22.0	[6.8419666]	[191]	[]	[]	[66368742]	[]
503_24498	chr11	66886109	66886509	+	837	22.0	[8.880239]	[64]	[]	[]	[66886270]	[]
503_24502	chr11	68955217	68955617	+	824	22.0	[]	[]	[11.433704]	[165]	[]	[68955405]
503_24504	chr11	74459476	74459876	+	853	22.0	[]	[]	[8.638506]	[77]	[]	[74459631]
503_24506	chr11	75313926	75314326	+	806	22.0	[]	[]	[6.6215615]	[169]	[]	[75314110]
503_24510	chr11	77171865	77172265	+	831	22.0	[6.993913]	[176]	[]	[]	[77172091]	[]
503_24527	chr11	123742226	123742626	+	762	22.0	[]	[]	[8.638506]	[139]	[]	[123742414]
503_2453	chr7	158829839	158830239	+	1000	87.0	[7.4201775]	[154]	[6.4858923]	[106]	[158830075]	[158830027]
503_24532	chr12	7962937	7963337	+	840	22.0	[10.897183]	[134]	[]	[]	[7963154]	[]
503_24537	chr12	38904744	38905144	+	583	22.0	[7.7103596, 8.830775]	[110, 145]	[]	[]	[38904921, 38904956]	[]
