#PeakID(python scan_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_31961	chr2	11829123	11829523	+	795	25.0	[]	[]	[7.3683157]	[130]	[]	[11829346]
39_31964	chr2	16438846	16439246	+	787	25.0	[8.909202]	[111]	[7.3683157, 8.260495]	[130, 148]	[16439033]	[16439052, 16439070]
39_3198	chr1	146035473	146035873	+	1000	54.0	[7.397283]	[141]	[8.502309]	[75]	[146035705]	[146035639]
39_31981	chr2	33020920	33021320	+	770	25.0	[8.892592]	[132]	[]	[]	[33021138]	[]
39_31984	chr2	38514624	38515024	+	575	25.0	[]	[]	[12.064187]	[86]	[]	[38514796]
39_31986	chr2	39403220	39403620	+	555	25.0	[7.151105]	[176]	[9.738007]	[144]	[39403457]	[39403425]
39_31990	chr2	42132858	42133258	+	686	25.0	[]	[]	[9.738007]	[116]	[]	[42133011]
39_31991	chr2	43425598	43425998	+	716	25.0	[8.044104]	[148]	[]	[]	[43425824]	[]
39_31995	chr2	48120743	48121143	+	656	25.0	[12.064187]	[144]	[]	[]	[48120897]	[]
39_31998	chr2	55418751	55419151	+	771	25.0	[]	[]	[10.370103]	[157]	[]	[55418969]
39_32	chr12	120291680	120292080	+	1000	247.0	[]	[]	[8.044104]	[106]	[]	[120291867]
39_32004	chr2	62201981	62202381	+	608	25.0	[7.151105, 8.329008]	[128, 167]	[]	[]	[62202148, 62202187]	[]
39_32005	chr2	62725140	62725540	+	787	25.0	[7.2151175, 8.329008]	[103, 111]	[]	[]	[62725298, 62725306]	[]
39_32006	chr2	64064387	64064787	+	694	25.0	[]	[]	[7.2151175]	[128]	[]	[64064589]
39_32008	chr2	65344621	65345021	+	697	25.0	[]	[]	[12.064187]	[162]	[]	[65344863]
39_3201	chr1	168281595	168281995	+	1000	54.0	[8.017088, 8.329008, 8.017088]	[106, 112, 139]	[]	[]	[168281800, 168281806, 168281833]	[]
39_32010	chr2	65437456	65437856	+	806	25.0	[]	[]	[8.017088]	[119]	[]	[65437661]
39_32011	chr2	68646251	68646651	+	704	25.0	[12.064187]	[80]	[]	[]	[68646422]	[]
39_32013	chr2	69604232	69604632	+	788	25.0	[8.892592]	[121]	[]	[]	[69604404]	[]
39_32014	chr2	69948929	69949329	+	707	25.0	[]	[]	[8.329008]	[133]	[]	[69949109]
39_32016	chr2	71742993	71743393	+	677	25.0	[]	[]	[12.064187, 8.329008]	[138, 143]	[]	[71743179, 71743184]
39_32019	chr2	74037311	74037711	+	830	25.0	[12.064187]	[92]	[]	[]	[74037496]	[]
39_3202	chr1	169893826	169894226	+	1000	54.0	[8.260495]	[158]	[]	[]	[169894063]	[]
39_32026	chr2	85907862	85908262	+	791	25.0	[8.260495, 8.260495]	[96, 177]	[]	[]	[85908030, 85908111]	[]
39_32029	chr2	86079864	86080264	+	720	25.0	[]	[]	[12.064187]	[97]	[]	[86080022]
39_3203	chr1	172443897	172444297	+	1000	54.0	[8.892592]	[135]	[]	[]	[172444067]	[]
39_32033	chr2	96174234	96174634	+	828	25.0	[]	[]	[8.017088]	[123]	[]	[96174420]
39_32048	chr2	102074136	102074536	+	614	25.0	[8.044104]	[139]	[]	[]	[102074310]	[]
39_32056	chr2	120912714	120913114	+	748	25.0	[]	[]	[9.738007]	[176]	[]	[120912939]
39_32057	chr2	126528117	126528517	+	777	25.0	[]	[]	[12.064187]	[86]	[]	[126528271]
39_32061	chr2	135797452	135797852	+	778	25.0	[]	[]	[7.151105]	[145]	[]	[135797688]
39_32067	chr2	157784429	157784829	+	695	25.0	[]	[]	[10.586677]	[166]	[]	[157784660]
39_3207	chr1	201704163	201704563	+	1000	54.0	[8.892592]	[124]	[8.892592]	[90]	[201704383]	[201704349]
39_32070	chr2	157930613	157931013	+	609	25.0	[7.397283]	[198]	[]	[]	[157930841]	[]
39_32071	chr2	166378015	166378415	+	617	25.0	[7.3683157, 8.329008]	[140, 160]	[]	[]	[166378235, 166378255]	[]
39_32075	chr2	169670122	169670522	+	548	25.0	[8.909202]	[74]	[]	[]	[169670282]	[]
39_32076	chr2	169775058	169775458	+	799	25.0	[8.017088]	[100]	[]	[]	[169775255]	[]
39_32080	chr2	170365668	170366068	+	812	25.0	[8.017088]	[161]	[]	[]	[170365869]	[]
39_32085	chr2	172931423	172931823	+	727	25.0	[]	[]	[10.370103, 12.064187]	[114, 142]	[]	[172931605, 172931633]
39_32086	chr2	173041753	173042153	+	846	25.0	[8.329008]	[157]	[]	[]	[173041972]	[]
39_32087	chr2	174058902	174059302	+	766	25.0	[12.064187]	[135]	[]	[]	[174059126]	[]
39_32098	chr2	177256661	177257061	+	782	25.0	[]	[]	[8.892592]	[141]	[]	[177256826]
39_32100	chr2	177349370	177349770	+	770	25.0	[12.064187]	[186]	[]	[]	[177349586]	[]
39_32102	chr2	178315577	178315977	+	735	25.0	[]	[]	[8.892592]	[78]	[]	[178315746]
39_32103	chr2	178344096	178344496	+	758	25.0	[8.017088]	[71]	[]	[]	[178344251]	[]
39_32109	chr2	201258240	201258640	+	778	25.0	[]	[]	[12.064187]	[145]	[]	[201258420]
39_3211	chr1	207815810	207816210	+	1000	54.0	[10.586677]	[134]	[12.064187]	[145]	[207816041]	[207816052]
39_32110	chr2	202069364	202069764	+	577	25.0	[10.586677]	[107]	[]	[]	[202069569]	[]
39_32111	chr2	202104265	202104665	+	766	25.0	[12.064187]	[147]	[8.329008, 8.892592]	[67, 82]	[202104508]	[202104428, 202104443]
39_32114	chr2	207765613	207766013	+	591	25.0	[12.064187]	[126]	[]	[]	[207765825]	[]
39_32118	chr2	230416016	230416416	+	607	25.0	[]	[]	[10.370103]	[112]	[]	[230416216]
39_32119	chr2	237940161	237940561	+	684	25.0	[8.260495]	[114]	[]	[]	[237940356]	[]
39_32121	chr2	238288087	238288487	+	778	25.0	[]	[]	[8.502309]	[158]	[]	[238288292]
39_32123	chr2	240513816	240514216	+	707	25.0	[]	[]	[12.064187, 8.892592]	[108, 168]	[]	[240514004, 240514064]
39_32124	chr2	241864714	241865114	+	826	25.0	[8.329008, 8.329008, 8.329008, 8.329008, 8.329008, 8.329008]	[110, 142, 154, 163, 179, 197]	[]	[]	[241864867, 241864899, 241864911, 241864920, 241864936, 241864954]	[]
39_32125	chr20	298101	298501	+	807	25.0	[8.329008]	[111]	[]	[]	[298312]	[]
39_32127	chr20	561746	562146	+	782	25.0	[9.738007]	[117]	[8.017088]	[150]	[561918]	[561951]
39_3213	chr1	228458397	228458797	+	1000	54.0	[]	[]	[9.738007]	[80]	[]	[228458554]
39_32139	chr20	31712553	31712953	+	857	25.0	[8.892592]	[192]	[]	[]	[31712781]	[]
39_3214	chr10	3665242	3665642	+	1000	54.0	[8.260495]	[97]	[]	[]	[3665429]	[]
39_32145	chr20	33415971	33416371	+	759	25.0	[7.2151175]	[125]	[]	[]	[33416194]	[]
39_32147	chr20	38452787	38453187	+	791	25.0	[8.892592]	[156]	[]	[]	[38452971]	[]
39_32149	chr20	41261948	41262348	+	550	25.0	[]	[]	[7.2151175]	[153]	[]	[41262178]
39_32150	chr20	41738604	41739004	+	601	25.0	[]	[]	[10.370103]	[71]	[]	[41738770]
39_32159	chr20	49706523	49706923	+	657	25.0	[]	[]	[8.260495]	[109]	[]	[49706711]
39_32160	chr20	49766594	49766994	+	763	25.0	[7.7944894]	[182]	[8.329008]	[145]	[49766836]	[49766799]
39_32161	chr20	50344341	50344741	+	818	25.0	[8.892592]	[115]	[]	[]	[50344550]	[]
39_32162	chr20	50510989	50511389	+	828	25.0	[]	[]	[8.017088]	[163]	[]	[50511234]
39_32164	chr20	50638571	50638971	+	799	25.0	[]	[]	[7.151105]	[79]	[]	[50638743]
39_32165	chr20	50744091	50744491	+	802	25.0	[7.7944894]	[195]	[]	[]	[50744302]	[]
39_32167	chr20	53869747	53870147	+	773	25.0	[8.017088, 12.064187]	[109, 131]	[]	[]	[53869926, 53869948]	[]
39_32169	chr20	53918866	53919266	+	796	25.0	[]	[]	[7.7944894]	[160]	[]	[53919079]
39_32173	chr20	57522479	57522879	+	686	25.0	[]	[]	[7.151105]	[149]	[]	[57522727]
39_32174	chr20	59019207	59019607	+	846	25.0	[]	[]	[10.586677]	[166]	[]	[59019425]
39_32175	chr20	62141508	62141908	+	775	25.0	[]	[]	[10.370103]	[155]	[]	[62141693]
39_32178	chr20	62388077	62388477	+	618	25.0	[7.151105]	[204]	[]	[]	[62388286]	[]
39_32179	chr20	62716348	62716748	+	769	25.0	[12.064187]	[110]	[]	[]	[62716539]	[]
39_3218	chr10	70673092	70673492	+	1000	54.0	[10.370103]	[112]	[]	[]	[70673288]	[]
39_32180	chr20	63732110	63732510	+	606	25.0	[9.738007, 9.738007, 9.738007]	[82, 112, 142]	[]	[]	[63732276, 63732306, 63732336]	[]
39_32181	chr20	63957937	63958337	+	715	25.0	[]	[]	[7.7944894]	[132]	[]	[63958131]
39_32182	chr21	14273635	14274035	+	608	25.0	[]	[]	[7.7944894]	[121]	[]	[14273836]
39_32183	chr21	17454610	17455010	+	679	25.0	[]	[]	[8.017088]	[107]	[]	[17454773]
39_32185	chr21	17818611	17819011	+	813	25.0	[]	[]	[8.044104]	[148]	[]	[17818768]
39_32188	chr21	33402504	33402904	+	761	25.0	[]	[]	[7.7944894]	[170]	[]	[33402752]
39_32189	chr21	33643164	33643564	+	799	25.0	[8.329008]	[178]	[]	[]	[33643383]	[]
39_32190	chr21	33817933	33818333	+	762	25.0	[10.370103, 7.151105, 7.151105]	[163, 173, 188]	[]	[]	[33818150, 33818160, 33818175]	[]
39_32191	chr21	34031925	34032325	+	689	25.0	[7.151105]	[97]	[]	[]	[34032113]	[]
39_32193	chr21	34726590	34726990	+	693	25.0	[]	[]	[10.370103]	[82]	[]	[34726749]
39_32194	chr21	34865628	34866028	+	766	25.0	[]	[]	[8.044104]	[87]	[]	[34865785]
39_32195	chr21	34867826	34868226	+	815	25.0	[]	[]	[8.017088, 8.892592]	[99, 114]	[]	[34867982, 34867997]
39_32200	chr21	37548329	37548729	+	805	25.0	[12.064187]	[198]	[]	[]	[37548537]	[]
39_32204	chr21	39454364	39454764	+	799	25.0	[]	[]	[8.892592]	[133]	[]	[39454552]
39_32207	chr21	42978836	42979236	+	813	25.0	[7.397283]	[159]	[]	[]	[42979000]	[]
39_3221	chr10	79083226	79083626	+	1000	54.0	[10.370103]	[88]	[]	[]	[79083398]	[]
39_32213	chr21	43895866	43896266	+	697	25.0	[7.7944894]	[156]	[]	[]	[43896092]	[]
39_32216	chr21	44870825	44871225	+	798	25.0	[]	[]	[8.892592]	[68]	[]	[44870979]
39_32217	chr21	45973876	45974276	+	844	25.0	[8.017088]	[191]	[]	[]	[45974118]	[]
39_32224	chr22	16747790	16748190	+	781	25.0	[]	[]	[8.017088]	[155]	[]	[16748014]
39_32225	chr22	16772468	16772868	+	706	25.0	[8.017088, 7.7944894]	[138, 174]	[]	[]	[16772633, 16772669]	[]
39_32226	chr22	16811040	16811440	+	696	25.0	[]	[]	[8.329008, 10.586677]	[59, 121]	[]	[16811195, 16811257]
39_32227	chr22	16818434	16818834	+	707	25.0	[]	[]	[8.329008]	[54]	[]	[16818586]
39_32228	chr22	17359570	17359970	+	661	25.0	[]	[]	[12.064187]	[133]	[]	[17359748]
39_32229	chr22	17891742	17892142	+	795	25.0	[8.892592]	[120]	[10.370103]	[68]	[17891954]	[17891902]
39_32232	chr22	18992684	18993084	+	741	25.0	[]	[]	[9.738007]	[188]	[]	[18992892]
39_32233	chr22	19079667	19080067	+	768	25.0	[8.892592, 7.151105]	[152, 171]	[]	[]	[19079829, 19079848]	[]
39_32234	chr22	19081961	19082361	+	767	25.0	[]	[]	[8.329008]	[152]	[]	[19082200]
39_32235	chr22	19091992	19092392	+	656	25.0	[8.329008, 10.586677]	[193, 209]	[]	[]	[19092204, 19092220]	[]
39_32237	chr22	19205826	19206226	+	735	25.0	[]	[]	[7.2151175]	[168]	[]	[19206074]
39_32238	chr22	19321047	19321447	+	776	25.0	[10.586677]	[138]	[]	[]	[19321270]	[]
39_32239	chr22	19337779	19338179	+	691	25.0	[7.7944894]	[174]	[]	[]	[19337980]	[]
39_3224	chr11	66694619	66695019	+	1000	54.0	[]	[]	[8.329008]	[154]	[]	[66694853]
39_32245	chr22	19697897	19698297	+	806	25.0	[10.586677]	[221]	[]	[]	[19698142]	[]
39_32252	chr22	20177843	20178243	+	773	25.0	[8.260495]	[193]	[]	[]	[20178075]	[]
39_32254	chr22	20233901	20234301	+	662	25.0	[]	[]	[9.738007, 8.260495]	[143, 151]	[]	[20234136, 20234144]
39_3226	chr11	95108988	95109388	+	1000	54.0	[7.151105]	[132]	[10.586677]	[99]	[95109214]	[95109181]
39_32261	chr22	20645397	20645797	+	812	25.0	[9.738007, 9.738007]	[109, 153]	[]	[]	[20645602, 20645646]	[]
39_32262	chr22	20662758	20663158	+	606	25.0	[7.7944894]	[148]	[]	[]	[20662944]	[]
39_32266	chr22	20820115	20820515	+	770	25.0	[]	[]	[9.738007]	[69]	[]	[20820276]
39_32268	chr22	20973574	20973974	+	630	25.0	[8.502309]	[160]	[]	[]	[20973745]	[]
39_32269	chr22	21106086	21106486	+	815	25.0	[]	[]	[8.044104]	[149]	[]	[21106299]
39_32272	chr22	22077982	22078382	+	815	25.0	[]	[]	[7.151105]	[154]	[]	[22078223]
39_32275	chr22	22248684	22249084	+	781	25.0	[7.3683157]	[66]	[]	[]	[22248849]	[]
39_32276	chr22	22334671	22335071	+	813	25.0	[]	[]	[8.329008]	[89]	[]	[22334841]
39_3228	chr11	120339502	120339902	+	1000	54.0	[7.2151175]	[130]	[]	[]	[120339719]	[]
39_32280	chr22	22653501	22653901	+	728	25.0	[7.3683157]	[147]	[]	[]	[22653731]	[]
39_32281	chr22	22699079	22699479	+	776	25.0	[]	[]	[8.892592]	[137]	[]	[22699314]
39_32284	chr22	26493594	26493994	+	815	25.0	[]	[]	[8.892592]	[183]	[]	[26493839]
39_32288	chr22	31970670	31971070	+	783	25.0	[7.3683157]	[171]	[]	[]	[31970897]	[]
39_32290	chr22	36451768	36452168	+	784	25.0	[]	[]	[10.586677]	[101]	[]	[36451959]
39_32291	chr22	36470141	36470541	+	733	25.0	[9.738007]	[142]	[]	[]	[36470323]	[]
39_32294	chr22	37570390	37570790	+	705	25.0	[]	[]	[7.151105]	[141]	[]	[37570598]
39_32297	chr22	39500880	39501280	+	668	25.0	[12.064187]	[204]	[]	[]	[39501119]	[]
39_3230	chr12	11798888	11799288	+	1000	54.0	[]	[]	[10.586677]	[120]	[]	[11799102]
39_32301	chr22	42581828	42582228	+	568	25.0	[8.502309]	[127]	[]	[]	[42582036]	[]
39_32303	chr22	43089057	43089457	+	659	25.0	[8.260495]	[220]	[10.370103]	[168]	[43089278]	[43089226]
39_32304	chr22	43184240	43184640	+	747	25.0	[]	[]	[7.748347]	[199]	[]	[43184442]
39_32305	chr22	45979210	45979610	+	662	25.0	[]	[]	[8.329008, 8.329008]	[170, 194]	[]	[45979433, 45979457]
39_32308	chr22	50327397	50327797	+	766	25.0	[10.586677]	[223]	[]	[]	[50327625]	[]
39_32309	chr22	50337829	50338229	+	711	25.0	[9.738007, 8.329008, 8.017088, 8.329008, 8.329008, 8.329008]	[110, 138, 143, 157, 171, 180]	[]	[]	[50337998, 50338026, 50338031, 50338045, 50338059, 50338068]	[]
39_32310	chr22	50524279	50524679	+	703	25.0	[]	[]	[7.151105]	[116]	[]	[50524433]
39_32314	chr3	4804657	4805057	+	752	25.0	[9.738007, 8.892592]	[95, 184]	[]	[]	[4804811, 4804900]	[]
39_32318	chr3	9641811	9642211	+	791	25.0	[]	[]	[12.064187]	[166]	[]	[9641990]
39_32319	chr3	9704151	9704551	+	784	25.0	[9.738007]	[146]	[]	[]	[9704367]	[]
39_32321	chr3	10170864	10171264	+	644	25.0	[]	[]	[10.370103]	[68]	[]	[10171031]
39_32325	chr3	12755790	12756190	+	699	25.0	[]	[]	[8.909202]	[192]	[]	[12756032]
39_32326	chr3	12935221	12935621	+	803	25.0	[]	[]	[10.370103]	[182]	[]	[12935406]
39_32328	chr3	13001057	13001457	+	798	25.0	[8.260495]	[156]	[]	[]	[13001304]	[]
39_32329	chr3	13041867	13042267	+	797	25.0	[]	[]	[8.017088, 8.892592]	[138, 151]	[]	[13042025, 13042038]
39_3233	chr13	41995918	41996318	+	1000	54.0	[8.892592]	[184]	[9.738007]	[196]	[41996157]	[41996169]
39_32330	chr3	13651833	13652233	+	795	25.0	[]	[]	[7.7944894]	[196]	[]	[13652059]
39_32332	chr3	14253467	14253867	+	851	25.0	[7.151105, 8.260495]	[178, 191]	[]	[]	[14253664, 14253677]	[]
39_32337	chr3	15097859	15098259	+	830	25.0	[]	[]	[10.586677, 8.329008, 7.2151175, 8.044104]	[92, 113, 124, 162]	[]	[15098017, 15098038, 15098049, 15098087]
39_3234	chr13	107929571	107929971	+	1000	54.0	[7.2151175]	[155]	[]	[]	[107929760]	[]
39_32342	chr3	17382503	17382903	+	877	25.0	[8.909202, 7.7944894]	[180, 199]	[]	[]	[17382731, 17382750]	[]
39_32343	chr3	17729400	17729800	+	673	25.0	[8.909202]	[84]	[]	[]	[17729570]	[]
39_32349	chr3	33897959	33898359	+	705	25.0	[10.586677]	[100]	[]	[]	[33898156]	[]
39_32352	chr3	37223089	37223489	+	769	25.0	[]	[]	[12.064187]	[223]	[]	[37223336]
39_32353	chr3	37283452	37283852	+	711	25.0	[]	[]	[8.329008]	[138]	[]	[37283677]
39_32357	chr3	39413209	39413609	+	819	25.0	[8.909202]	[113]	[7.7944894]	[121]	[39413367]	[39413375]
39_32358	chr3	39415851	39416251	+	798	25.0	[10.586677]	[182]	[]	[]	[39416084]	[]
39_32359	chr3	40314064	40314464	+	762	25.0	[7.397283]	[166]	[]	[]	[40314306]	[]
39_3236	chr15	40826087	40826487	+	1000	54.0	[]	[]	[9.738007]	[132]	[]	[40826306]
39_32365	chr3	45023622	45024022	+	777	25.0	[]	[]	[7.151105]	[202]	[]	[45023826]
39_32367	chr3	45100908	45101308	+	766	25.0	[]	[]	[12.064187]	[188]	[]	[45101113]
39_32371	chr3	45554193	45554593	+	811	25.0	[]	[]	[8.329008, 8.329008, 8.329008, 8.909202, 8.329008]	[68, 73, 96, 103, 120]	[]	[45554346, 45554351, 45554374, 45554381, 45554398]
39_32373	chr3	46932384	46932784	+	771	25.0	[]	[]	[8.892592]	[176]	[]	[46932590]
39_32378	chr3	48048078	48048478	+	634	25.0	[]	[]	[10.370103]	[140]	[]	[48048278]
39_32379	chr3	48739998	48740398	+	591	25.0	[]	[]	[8.892592]	[116]	[]	[48740208]
39_3238	chr15	80153878	80154278	+	1000	54.0	[8.260495, 12.064187]	[72, 117]	[]	[]	[80154046, 80154091]	[]
39_32380	chr3	49412810	49413210	+	829	25.0	[8.017088]	[172]	[]	[]	[49413039]	[]
39_32382	chr3	49465625	49466025	+	779	25.0	[]	[]	[9.738007]	[59]	[]	[49465778]
39_32388	chr3	52239157	52239557	+	724	25.0	[9.738007]	[144]	[]	[]	[52239384]	[]
39_32389	chr3	52372751	52373151	+	579	25.0	[8.017088]	[58]	[]	[]	[52372905]	[]
39_32390	chr3	52446972	52447372	+	639	25.0	[]	[]	[10.586677]	[79]	[]	[52447145]
39_32392	chr3	53083895	53084295	+	759	25.0	[12.064187]	[95]	[]	[]	[53084084]	[]
39_32393	chr3	53113992	53114392	+	766	25.0	[8.329008]	[209]	[10.586677]	[150]	[53114207]	[53114148]
39_32394	chr3	53350638	53351038	+	770	25.0	[7.748347]	[125]	[]	[]	[53350856]	[]
39_32399	chr3	69084751	69085151	+	576	25.0	[]	[]	[8.502309]	[139]	[]	[69084933]
39_324	chr6	3392920	3393320	+	1000	113.0	[7.2151175, 9.738007]	[122, 139]	[]	[]	[3393133, 3393150]	[]
39_32406	chr3	139120371	139120771	+	700	25.0	[10.586677]	[144]	[]	[]	[139120557]	[]
39_32407	chr3	141881660	141882060	+	815	25.0	[8.329008]	[93]	[]	[]	[141881846]	[]
39_32409	chr3	142999109	142999509	+	823	25.0	[]	[]	[8.329008]	[90]	[]	[142999264]
39_32412	chr3	150607405	150607805	+	740	25.0	[8.329008]	[185]	[10.586677]	[135]	[150607614]	[150607564]
39_32414	chr3	152192051	152192451	+	733	25.0	[12.064187]	[132]	[]	[]	[152192241]	[]
39_32416	chr3	155382389	155382789	+	712	25.0	[]	[]	[8.892592]	[163]	[]	[155382618]
39_32418	chr3	170414140	170414540	+	794	25.0	[7.7944894, 8.909202]	[113, 149]	[7.397283]	[59]	[170414348, 170414384]	[170414294]
39_32426	chr3	179268278	179268678	+	756	25.0	[]	[]	[8.909202]	[111]	[]	[179268458]
39_32427	chr3	182739669	182740069	+	717	25.0	[]	[]	[8.017088]	[148]	[]	[182739852]
39_32428	chr3	184016226	184016626	+	785	25.0	[8.892592]	[68]	[]	[]	[184016387]	[]
39_3243	chr16	21536673	21537073	+	1000	54.0	[]	[]	[7.151105]	[101]	[]	[21536867]
39_32430	chr3	186209872	186210272	+	736	25.0	[8.502309]	[87]	[]	[]	[186210059]	[]
39_32432	chr3	195177395	195177795	+	772	25.0	[]	[]	[12.064187]	[122]	[]	[195177583]
39_32437	chr3	196423044	196423444	+	700	25.0	[8.260495]	[101]	[]	[]	[196423240]	[]
39_32438	chr3	196515025	196515425	+	761	25.0	[12.064187]	[152]	[]	[]	[196515192]	[]
39_32439	chr3	196533328	196533728	+	785	25.0	[]	[]	[8.502309]	[192]	[]	[196533575]
39_32443	chr4	1027692	1028092	+	637	25.0	[]	[]	[8.260495]	[143]	[]	[1027861]
39_32448	chr4	2794666	2795066	+	702	25.0	[]	[]	[8.260495]	[114]	[]	[2794862]
39_32451	chr4	6575114	6575514	+	770	25.0	[]	[]	[10.370103]	[128]	[]	[6575313]
39_32456	chr4	6908591	6908991	+	834	25.0	[]	[]	[9.738007]	[126]	[]	[6908780]
39_32458	chr4	6942133	6942533	+	779	25.0	[]	[]	[7.2151175]	[87]	[]	[6942292]
39_32461	chr4	10260859	10261259	+	682	25.0	[]	[]	[10.586677]	[176]	[]	[10261055]
39_32462	chr4	10371768	10372168	+	733	25.0	[10.370103, 8.260495]	[132, 162]	[8.329008]	[93]	[10371971, 10372001]	[10371932]
39_32464	chr4	14856435	14856835	+	808	25.0	[]	[]	[10.370103]	[93]	[]	[14856601]
39_32467	chr4	39085890	39086290	+	682	25.0	[]	[]	[9.738007, 8.502309]	[153, 166]	[]	[39086123, 39086136]
39_32468	chr4	40577066	40577466	+	766	25.0	[]	[]	[7.7944894]	[135]	[]	[40577254]
39_32469	chr4	40924434	40924834	+	812	25.0	[]	[]	[10.370103]	[102]	[]	[40924599]
39_32470	chr4	48228982	48229382	+	661	25.0	[]	[]	[7.2151175]	[121]	[]	[48229182]
39_32472	chr4	55668518	55668918	+	704	25.0	[]	[]	[7.2151175]	[87]	[]	[55668693]
39_32474	chr4	67713261	67713661	+	788	25.0	[7.748347]	[170]	[]	[]	[67713438]	[]
39_32476	chr4	77158138	77158538	+	778	25.0	[]	[]	[7.2151175]	[131]	[]	[77158344]
39_32477	chr4	78650368	78650768	+	792	25.0	[]	[]	[10.370103]	[146]	[]	[78650593]
39_3248	chr16	88526047	88526447	+	1000	54.0	[7.2151175]	[170]	[]	[]	[88526229]	[]
39_32480	chr4	81447866	81448266	+	694	25.0	[12.064187]	[85]	[]	[]	[81448033]	[]
39_32481	chr4	81807311	81807711	+	723	25.0	[]	[]	[7.3683157, 7.151105]	[194, 199]	[]	[81807529, 81807534]
39_32483	chr4	82739287	82739687	+	807	25.0	[9.738007]	[75]	[10.370103]	[141]	[82739459]	[82739525]
39_32493	chr4	163332702	163333102	+	804	25.0	[7.151105, 8.892592]	[132, 166]	[]	[]	[163332890, 163332924]	[]
39_32496	chr4	182806347	182806747	+	649	25.0	[8.909202]	[133]	[]	[]	[182806548]	[]
39_32498	chr4	184355127	184355527	+	680	25.0	[]	[]	[7.2151175, 8.017088]	[79, 95]	[]	[184355294, 184355310]
39_3250	chr17	28912335	28912735	+	1000	54.0	[8.892592]	[97]	[]	[]	[28912522]	[]
39_32505	chr5	1644866	1645266	+	792	25.0	[10.586677]	[142]	[8.260495]	[126]	[1645066]	[1645050]
39_32506	chr5	5558070	5558470	+	562	25.0	[8.892592]	[135]	[8.892592]	[189]	[5558258]	[5558312]
39_32507	chr5	6820845	6821245	+	681	25.0	[8.892592]	[93]	[]	[]	[6821035]	[]
39_3251	chr17	41792839	41793239	+	1000	54.0	[9.738007]	[129]	[]	[]	[41793008]	[]
39_32511	chr5	31638564	31638964	+	708	25.0	[7.397283, 8.892592]	[112, 137]	[]	[]	[31638724, 31638749]	[]
39_32512	chr5	34191083	34191483	+	621	25.0	[]	[]	[10.370103, 7.748347]	[64, 107]	[]	[34191238, 34191281]
39_32515	chr5	38382788	38383188	+	673	25.0	[]	[]	[10.370103]	[105]	[]	[38382971]
39_3252	chr17	42561925	42562325	+	1000	54.0	[8.502309]	[128]	[]	[]	[42562136]	[]
39_32520	chr5	55146561	55146961	+	837	25.0	[8.909202]	[99]	[]	[]	[55146758]	[]
39_32521	chr5	56812096	56812496	+	708	25.0	[]	[]	[8.329008]	[123]	[]	[56812300]
39_32522	chr5	56984000	56984400	+	788	25.0	[8.892592]	[137]	[]	[]	[56984237]	[]
39_32525	chr5	68426231	68426631	+	794	25.0	[8.329008]	[155]	[]	[]	[68426477]	[]
39_32526	chr5	72953557	72953957	+	757	25.0	[]	[]	[7.7944894]	[99]	[]	[72953748]
39_32529	chr5	75049795	75050195	+	668	25.0	[7.151105, 8.329008]	[70, 145]	[8.260495]	[107]	[75049953, 75050028]	[75049990]
39_3253	chr17	59290435	59290835	+	1000	54.0	[7.397283]	[122]	[]	[]	[59290649]	[]
39_32530	chr5	76181033	76181433	+	801	25.0	[]	[]	[12.064187]	[121]	[]	[76181233]
39_32534	chr5	79255662	79256062	+	786	25.0	[8.892592]	[174]	[]	[]	[79255844]	[]
39_32535	chr5	79586883	79587283	+	758	25.0	[]	[]	[8.329008]	[168]	[]	[79587076]
39_32540	chr5	90740616	90741016	+	750	25.0	[]	[]	[9.738007]	[193]	[]	[90740818]
39_32542	chr5	95707489	95707889	+	649	25.0	[]	[]	[7.2151175]	[105]	[]	[95707664]
39_32543	chr5	112969462	112969862	+	719	25.0	[9.738007]	[164]	[]	[]	[112969647]	[]
39_3255	chr17	62681509	62681909	+	1000	54.0	[]	[]	[7.7944894]	[118]	[]	[62681722]
39_32555	chr5	138975343	138975743	+	823	25.0	[8.329008]	[105]	[]	[]	[138975536]	[]
39_32556	chr5	139295738	139296138	+	774	25.0	[]	[]	[8.329008]	[146]	[]	[139295975]
39_32561	chr5	141970343	141970743	+	861	25.0	[]	[]	[12.064187]	[137]	[]	[141970542]
39_32563	chr5	143214451	143214851	+	675	25.0	[]	[]	[8.017088]	[90]	[]	[143214604]
39_32566	chr5	149930822	149931222	+	717	25.0	[]	[]	[9.738007]	[203]	[]	[149931052]
39_32570	chr5	150517718	150518118	+	781	25.0	[7.151105]	[190]	[]	[]	[150517924]	[]
39_32576	chr5	157342875	157343275	+	736	25.0	[8.892592]	[146]	[]	[]	[157343083]	[]
39_32577	chr5	157732627	157733027	+	831	25.0	[]	[]	[7.151105]	[198]	[]	[157732878]
39_32578	chr5	159106774	159107174	+	775	25.0	[]	[]	[10.370103]	[111]	[]	[159106973]
39_32580	chr5	171985096	171985496	+	766	25.0	[]	[]	[12.064187]	[147]	[]	[171985288]
39_32581	chr5	172008818	172009218	+	834	25.0	[10.370103]	[93]	[8.329008]	[180]	[172008972]	[172009059]
