#PeakID(python identify_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_27929	chr2	227466247	227466647	+	568	36.0	[4.611834, 4.611834]	[97, 104]	[4.611834, 4.611834]	[97, 104]	[227466410, 227466417]	[227466410, 227466417]
345_27931	chr20	258144	258544	+	1000	36.0	[4.611834]	[98]	[4.611834]	[98]	[258324]	[258324]
345_27932	chr20	656270	656670	+	1000	36.0	[4.611834]	[73]	[4.611834]	[73]	[656442]	[656442]
345_27933	chr20	4004827	4005227	+	976	36.0	[4.611834]	[112]	[9.465482]	[112]	[4005037]	[4005037]
345_27934	chr20	5369660	5370060	+	1000	36.0	[4.611834, 4.611834]	[148, 156]	[4.611834, 4.611834]	[148, 156]	[5369903, 5369911]	[5369903, 5369911]
345_27935	chr20	5659609	5660009	+	1000	36.0	[4.611834, 4.611834]	[92, 147]	[9.465482, 4.611834]	[92, 147]	[5659788, 5659843]	[5659788, 5659843]
345_27936	chr20	31566664	31567064	+	582	36.0	[5.088419]	[193]	[4.611834]	[193]	[31566893]	[31566893]
345_27938	chr20	35997533	35997933	+	999	36.0	[9.465482, 9.465482]	[112, 119]	[4.611834, 4.611834]	[112, 119]	[35997708, 35997715]	[35997708, 35997715]
345_27939	chr20	37394257	37394657	+	1000	36.0	[9.465482]	[105]	[4.611834]	[105]	[37394460]	[37394460]
345_27941	chr20	49936243	49936643	+	870	36.0	[4.611834, 11.270045]	[86, 110]	[4.611834, 11.270045]	[86, 110]	[49936425, 49936449]	[49936425, 49936449]
345_27943	chr20	53271132	53271532	+	614	36.0	[11.270045, 4.611834, 4.611834]	[80, 100, 103]	[11.270045, 4.611834, 4.611834]	[80, 100, 103]	[53271302, 53271322, 53271325]	[53271302, 53271322, 53271325]
345_27944	chr20	53907048	53907448	+	1000	36.0	[4.611834]	[138]	[9.465482]	[138]	[53907286]	[53907286]
345_27947	chr21	21205592	21205992	+	964	36.0	[8.356634, 4.611834, 4.611834]	[93, 102, 128]	[4.611834, 4.611834, 4.611834]	[93, 102, 128]	[21205760, 21205769, 21205795]	[21205760, 21205769, 21205795]
345_27950	chr21	33211975	33212375	+	1000	36.0	[4.611834, 11.270045]	[88, 98]	[9.465482, 11.270045]	[88, 98]	[33212153, 33212163]	[33212153, 33212163]
345_27953	chr21	39312306	39312706	+	719	36.0	[8.356634]	[160]	[4.611834]	[160]	[39312523]	[39312523]
345_27954	chr21	39349389	39349789	+	1000	36.0	[4.611834]	[166]	[4.611834]	[166]	[39349624]	[39349624]
345_27957	chr22	20644030	20644430	+	1000	36.0	[8.356634]	[76]	[4.611834]	[76]	[20644205]	[20644205]
345_2796	chr20	43318718	43319118	+	1000	354.0	[4.611834, 4.611834]	[61, 95]	[4.611834, 4.611834]	[61, 95]	[43318872, 43318906]	[43318872, 43318906]
345_27964	chr22	22709675	22710075	+	1000	36.0	[4.611834, 11.270045]	[105, 169]	[4.611834, 11.270045]	[105, 169]	[22709847, 22709911]	[22709847, 22709911]
345_27971	chr22	26483945	26484345	+	875	36.0	[4.611834]	[120]	[9.465482]	[120]	[26484165]	[26484165]
345_27973	chr22	34905884	34906284	+	720	36.0	[4.611834]	[59]	[4.611834]	[59]	[34906036]	[34906036]
345_27974	chr22	36184305	36184705	+	924	36.0	[4.611834]	[107]	[5.088419]	[107]	[36184501]	[36184501]
345_27975	chr22	37008443	37008843	+	775	36.0	[4.611834]	[114]	[4.611834]	[114]	[37008656]	[37008656]
345_27977	chr22	45702972	45703372	+	867	36.0	[4.611834]	[158]	[9.465482]	[158]	[45703218]	[45703218]
345_27978	chr3	4976091	4976491	+	854	36.0	[11.270045]	[83]	[11.270045]	[83]	[4976251]	[4976251]
345_27980	chr3	5429712	5430112	+	1000	36.0	[4.611834]	[168]	[4.611834]	[168]	[5429949]	[5429949]
345_27981	chr3	9470174	9470574	+	1000	36.0	[4.611834]	[103]	[5.088419]	[103]	[9470372]	[9470372]
345_27985	chr3	14805245	14805645	+	702	36.0	[4.611834, 11.270045, 11.270045]	[104, 109, 129]	[4.611834, 11.270045, 11.270045]	[104, 109, 129]	[14805424, 14805429, 14805449]	[14805424, 14805429, 14805449]
345_27986	chr3	17693331	17693731	+	1000	36.0	[4.611834, 4.611834]	[72, 155]	[4.611834, 4.611834]	[72, 155]	[17693486, 17693569]	[17693486, 17693569]
345_27987	chr3	34268029	34268429	+	1000	36.0	[11.270045]	[86]	[11.270045]	[86]	[34268194]	[34268194]
345_27989	chr3	36912518	36912918	+	1000	36.0	[5.088419, 9.465482]	[65, 157]	[4.611834, 4.611834]	[65, 157]	[36912675, 36912767]	[36912675, 36912767]
345_2799	chr4	109148524	109148924	+	1000	354.0	[9.465482]	[107]	[4.611834]	[107]	[109148731]	[109148731]
345_27993	chr3	46558275	46558675	+	902	36.0	[4.611834]	[90]	[4.611834]	[90]	[46558457]	[46558457]
345_27995	chr3	49205216	49205616	+	744	36.0	[4.611834]	[165]	[4.611834]	[165]	[49205447]	[49205447]
345_27998	chr3	56838407	56838807	+	1000	36.0	[11.270045, 11.270045]	[90, 156]	[11.270045, 11.270045]	[90, 156]	[56838592, 56838658]	[56838592, 56838658]
345_27999	chr3	60394988	60395388	+	614	36.0	[11.270045, 4.611834]	[79, 98]	[11.270045, 4.611834]	[79, 98]	[60395165, 60395184]	[60395165, 60395184]
345_28001	chr3	122921325	122921725	+	985	36.0	[4.611834, 4.611834]	[92, 104]	[9.465482, 9.465482]	[92, 104]	[122921509, 122921521]	[122921509, 122921521]
345_28013	chr3	183443415	183443815	+	548	36.0	[4.611834]	[139]	[5.088419]	[139]	[183443641]	[183443641]
345_28014	chr3	191459641	191460041	+	1000	36.0	[4.611834]	[147]	[8.356634]	[147]	[191459865]	[191459865]
345_28015	chr3	196055752	196056152	+	637	36.0	[4.611834]	[126]	[4.611834]	[126]	[196055971]	[196055971]
345_2802	chrX	66009257	66009657	+	1000	354.0	[4.611834]	[91]	[5.088419]	[91]	[66009445]	[66009445]
345_28021	chr4	48244651	48245051	+	1000	36.0	[11.270045]	[97]	[11.270045]	[97]	[48244848]	[48244848]
345_28022	chr4	68119920	68120320	+	858	36.0	[9.465482]	[134]	[4.611834]	[134]	[68120140]	[68120140]
345_28029	chr4	112156104	112156504	+	1000	36.0	[4.611834, 4.611834]	[107, 136]	[4.611834, 4.611834]	[107, 136]	[112156295, 112156324]	[112156295, 112156324]
345_2803	chr1	213605710	213606110	+	1000	353.0	[5.088419]	[85]	[4.611834]	[85]	[213605883]	[213605883]
345_28032	chr4	139208339	139208739	+	1000	36.0	[8.356634, 9.465482, 4.611834]	[99, 110, 127]	[4.611834, 4.611834, 9.465482]	[99, 110, 127]	[139208506, 139208517, 139208534]	[139208506, 139208517, 139208534]
345_28033	chr4	143248844	143249244	+	752	36.0	[4.611834]	[142]	[4.611834]	[142]	[143249056]	[143249056]
345_28038	chr4	172990454	172990854	+	1000	36.0	[11.270045, 4.611834]	[114, 131]	[11.270045, 4.611834]	[114, 131]	[172990628, 172990645]	[172990628, 172990645]
345_28039	chr4	174714801	174715201	+	1000	36.0	[4.611834]	[68]	[4.611834]	[68]	[174714967]	[174714967]
345_2804	chr1	244350865	244351265	+	1000	353.0	[11.270045]	[102]	[11.270045]	[102]	[244351066]	[244351066]
345_28040	chr4	186758868	186759268	+	794	36.0	[4.611834, 4.611834]	[228, 231]	[4.611834, 4.611834]	[228, 231]	[186759100, 186759103]	[186759100, 186759103]
345_28043	chr5	19413050	19413450	+	1000	36.0	[5.088419]	[77]	[4.611834]	[77]	[19413225]	[19413225]
345_28046	chr5	55307846	55308246	+	1000	36.0	[4.611834]	[97]	[4.611834]	[97]	[55308035]	[55308035]
345_28049	chr5	71455545	71455945	+	1000	36.0	[4.611834, 4.611834]	[189, 201]	[4.611834, 4.611834]	[189, 201]	[71455747, 71455759]	[71455747, 71455759]
345_28050	chr5	72366287	72366687	+	1000	36.0	[4.611834]	[172]	[4.611834]	[172]	[72366533]	[72366533]
345_28056	chr5	90582456	90582856	+	1000	36.0	[4.611834]	[141]	[4.611834]	[141]	[90582693]	[90582693]
345_28059	chr5	131758483	131758883	+	1000	36.0	[9.465482, 4.611834]	[67, 88]	[4.611834, 4.611834]	[67, 88]	[131758637, 131758658]	[131758637, 131758658]
345_2806	chr2	80079317	80079717	+	1000	353.0	[4.611834]	[122]	[4.611834]	[122]	[80079532]	[80079532]
345_28060	chr5	133938116	133938516	+	1000	36.0	[4.611834]	[87]	[4.611834]	[87]	[133938292]	[133938292]
345_28062	chr5	136720668	136721068	+	1000	36.0	[4.611834]	[108]	[9.465482]	[108]	[136720873]	[136720873]
345_28063	chr5	138488418	138488818	+	917	36.0	[4.611834]	[156]	[4.611834]	[156]	[138488616]	[138488616]
345_28065	chr5	150763347	150763747	+	1000	36.0	[8.356634, 4.611834]	[103, 139]	[4.611834, 4.611834]	[103, 139]	[150763523, 150763559]	[150763523, 150763559]
345_28066	chr5	160188702	160189102	+	942	36.0	[11.270045, 4.611834]	[140, 153]	[11.270045, 4.611834]	[140, 153]	[160188936, 160188949]	[160188936, 160188949]
345_28075	chr6	26476163	26476563	+	642	36.0	[4.611834, 9.465482]	[57, 148]	[4.611834, 4.611834]	[57, 148]	[26476314, 26476405]	[26476314, 26476405]
345_28076	chr6	26516487	26516887	+	1000	36.0	[4.611834]	[134]	[9.465482]	[134]	[26516719]	[26516719]
345_28077	chr6	27897991	27898391	+	896	36.0	[4.611834, 4.611834]	[131, 165]	[8.356634, 9.465482]	[131, 165]	[27898206, 27898240]	[27898206, 27898240]
345_28079	chr6	30345031	30345431	+	886	36.0	[5.088419]	[110]	[4.611834]	[110]	[30345226]	[30345226]
345_28081	chr6	31973040	31973440	+	781	36.0	[9.465482]	[205]	[4.611834]	[205]	[31973262]	[31973262]
345_28085	chr6	34559874	34560274	+	760	36.0	[8.356634]	[69]	[4.611834]	[69]	[34560030]	[34560030]
345_28089	chr6	37699004	37699404	+	853	36.0	[4.611834, 4.611834]	[98, 107]	[5.088419, 5.088419]	[98, 107]	[37699199, 37699208]	[37699199, 37699208]
345_28092	chr6	43013328	43013728	+	796	36.0	[4.611834]	[115]	[4.611834]	[115]	[43013487]	[43013487]
345_28103	chr6	131875487	131875887	+	808	36.0	[11.270045]	[153]	[11.270045]	[153]	[131875734]	[131875734]
345_28105	chr6	137826545	137826945	+	941	36.0	[4.611834, 11.270045]	[88, 113]	[4.611834, 11.270045]	[88, 113]	[137826724, 137826749]	[137826724, 137826749]
345_28109	chr6	143789216	143789616	+	1000	36.0	[9.465482]	[142]	[4.611834]	[142]	[143789433]	[143789433]
345_28116	chr6	158007882	158008282	+	1000	36.0	[4.611834]	[179]	[9.465482]	[179]	[158008126]	[158008126]
345_28118	chr6	160986581	160986981	+	1000	36.0	[4.611834, 4.611834]	[86, 89]	[4.611834, 4.611834]	[86, 89]	[160986750, 160986753]	[160986750, 160986753]
345_28127	chr7	32357577	32357977	+	994	36.0	[4.611834, 11.270045]	[71, 163]	[9.465482, 11.270045]	[71, 163]	[32357729, 32357821]	[32357729, 32357821]
345_28128	chr7	40148738	40149138	+	940	36.0	[8.356634]	[137]	[4.611834]	[137]	[40148969]	[40148969]
345_28130	chr7	64849461	64849861	+	992	36.0	[11.270045, 4.611834]	[62, 134]	[11.270045, 4.611834]	[62, 134]	[64849616, 64849688]	[64849616, 64849688]
345_28131	chr7	65064522	65064922	+	1000	36.0	[4.611834, 4.611834]	[99, 143]	[4.611834, 9.465482]	[99, 143]	[65064718, 65064762]	[65064718, 65064762]
345_28134	chr7	103504970	103505370	+	922	36.0	[4.611834, 4.611834, 4.611834, 4.611834]	[83, 89, 115, 130]	[4.611834, 4.611834, 4.611834, 4.611834]	[83, 89, 115, 130]	[103505137, 103505143, 103505169, 103505184]	[103505137, 103505143, 103505169, 103505184]
345_28136	chr7	105008632	105009032	+	1000	36.0	[9.465482]	[147]	[4.611834]	[147]	[105008857]	[105008857]
345_28138	chr7	105600789	105601189	+	979	36.0	[4.611834]	[119]	[5.088419]	[119]	[105601001]	[105601001]
345_28139	chr7	106504599	106504999	+	814	36.0	[4.611834]	[115]	[4.611834]	[115]	[106504782]	[106504782]
345_28140	chr7	111638260	111638660	+	1000	36.0	[5.088419]	[90]	[4.611834]	[90]	[111638444]	[111638444]
345_28141	chr7	117071533	117071933	+	865	36.0	[5.088419, 4.611834, 9.465482]	[90, 117, 142]	[4.611834, 4.611834, 4.611834]	[90, 117, 142]	[117071717, 117071744, 117071769]	[117071717, 117071744, 117071769]
345_28142	chr7	129066430	129066830	+	1000	36.0	[4.611834]	[187]	[4.611834]	[187]	[129066639]	[129066639]
345_28144	chr7	138247918	138248318	+	1000	36.0	[4.611834, 4.611834]	[98, 152]	[4.611834, 4.611834]	[98, 152]	[138248114, 138248168]	[138248114, 138248168]
345_28145	chr7	138354062	138354462	+	913	36.0	[4.611834]	[99]	[4.611834]	[99]	[138354224]	[138354224]
345_28147	chr7	149504371	149504771	+	730	36.0	[5.088419]	[132]	[4.611834]	[132]	[149504582]	[149504582]
345_28148	chr7	150307102	150307502	+	748	36.0	[9.465482]	[115]	[4.611834]	[115]	[150307300]	[150307300]
345_28149	chr7	150992666	150993066	+	904	36.0	[4.611834, 9.465482]	[68, 94]	[4.611834, 4.611834]	[68, 94]	[150992823, 150992849]	[150992823, 150992849]
345_2815	chr14	96803009	96803409	+	1000	352.0	[4.611834]	[133]	[4.611834]	[133]	[96803240]	[96803240]
345_28151	chr7	153408787	153409187	+	931	36.0	[4.611834, 8.356634, 9.465482]	[109, 183, 195]	[4.611834, 4.611834, 4.611834]	[109, 183, 195]	[153408940, 153409014, 153409026]	[153408940, 153409014, 153409026]
345_28152	chr7	153412040	153412440	+	868	36.0	[4.611834]	[163]	[4.611834]	[163]	[153412226]	[153412226]
345_28155	chr7	158595061	158595461	+	1000	36.0	[4.611834]	[147]	[4.611834]	[147]	[158595307]	[158595307]
345_28159	chr8	40572819	40573219	+	1000	36.0	[4.611834]	[135]	[9.465482]	[135]	[40573028]	[40573028]
345_2816	chr16	50263349	50263749	+	1000	352.0	[4.611834]	[107]	[4.611834]	[107]	[50263547]	[50263547]
345_28160	chr8	52629450	52629850	+	1000	36.0	[4.611834]	[169]	[9.465482]	[169]	[52629695]	[52629695]
345_28163	chr8	93857419	93857819	+	1000	36.0	[4.611834, 4.611834]	[100, 112]	[4.611834, 9.465482]	[100, 112]	[93857590, 93857602]	[93857590, 93857602]
345_28165	chr8	97208326	97208726	+	912	36.0	[4.611834]	[128]	[4.611834]	[128]	[97208522]	[97208522]
345_28166	chr8	98775399	98775799	+	967	36.0	[4.611834, 4.611834]	[143, 146]	[4.611834, 4.611834]	[143, 146]	[98775624, 98775627]	[98775624, 98775627]
345_28171	chr8	140307642	140308042	+	948	36.0	[4.611834, 4.611834, 4.611834]	[108, 114, 121]	[4.611834, 4.611834, 9.465482]	[108, 114, 121]	[140307841, 140307847, 140307854]	[140307841, 140307847, 140307854]
345_28172	chr8	141340335	141340735	+	1000	36.0	[9.465482, 4.611834]	[153, 170]	[4.611834, 4.611834]	[153, 170]	[141340563, 141340580]	[141340563, 141340580]
345_28174	chr9	37846975	37847375	+	958	36.0	[4.611834]	[64]	[4.611834]	[64]	[37847137]	[37847137]
345_28179	chr9	88513811	88514211	+	1000	36.0	[4.611834, 9.465482]	[75, 117]	[4.611834, 4.611834]	[75, 117]	[88513980, 88514022]	[88513980, 88514022]
345_2818	chr18	2659330	2659730	+	1000	352.0	[11.270045, 4.611834]	[91, 103]	[11.270045, 5.088419]	[91, 103]	[2659513, 2659525]	[2659513, 2659525]
345_28183	chr9	98432189	98432589	+	729	36.0	[4.611834, 9.465482, 4.611834]	[72, 85, 140]	[4.611834, 4.611834, 4.611834]	[72, 85, 140]	[98432341, 98432354, 98432409]	[98432341, 98432354, 98432409]
345_28184	chr9	98832240	98832640	+	986	36.0	[4.611834, 4.611834]	[78, 159]	[4.611834, 4.611834]	[78, 159]	[98832407, 98832488]	[98832407, 98832488]
345_28190	chr9	127422159	127422559	+	1000	36.0	[4.611834]	[123]	[4.611834]	[123]	[127422374]	[127422374]
345_28191	chr9	128768639	128769039	+	1000	36.0	[4.611834]	[133]	[5.088419]	[133]	[128768864]	[128768864]
345_28197	chr9	130862509	130862909	+	1000	36.0	[4.611834]	[183]	[4.611834]	[183]	[130862760]	[130862760]
345_28198	chr9	130951967	130952367	+	1000	36.0	[5.088419]	[92]	[4.611834]	[92]	[130952157]	[130952157]
345_28199	chr9	131016500	131016900	+	988	36.0	[11.270045]	[88]	[11.270045]	[88]	[131016664]	[131016664]
345_282	chr14	96917329	96917729	+	1000	680.0	[5.088419, 4.611834, 4.611834]	[92, 120, 132]	[4.611834, 8.356634, 9.465482]	[92, 120, 132]	[96917515, 96917543, 96917555]	[96917515, 96917543, 96917555]
345_2820	chr2	105477280	105477680	+	1000	352.0	[4.611834]	[82]	[4.611834]	[82]	[105477456]	[105477456]
345_28200	chr9	133014738	133015138	+	857	36.0	[4.611834]	[126]	[4.611834]	[126]	[133014962]	[133014962]
345_28207	chrX	39534886	39535286	+	1000	36.0	[4.611834, 4.611834, 4.611834]	[68, 118, 163]	[9.465482, 4.611834, 4.611834]	[68, 118, 163]	[39535037, 39535087, 39535132]	[39535037, 39535087, 39535132]
345_28208	chrX	41010204	41010604	+	640	36.0	[4.611834, 4.611834]	[77, 153]	[4.611834, 4.611834]	[77, 153]	[41010365, 41010441]	[41010365, 41010441]
345_28209	chrX	47711290	47711690	+	991	36.0	[4.611834, 4.611834, 9.465482]	[94, 118, 152]	[9.465482, 4.611834, 4.611834]	[94, 118, 152]	[47711472, 47711496, 47711530]	[47711472, 47711496, 47711530]
345_28211	chrX	75158642	75159042	+	905	36.0	[4.611834]	[95]	[5.088419]	[95]	[75158806]	[75158806]
345_28212	chrX	134798444	134798844	+	972	36.0	[4.611834, 4.611834]	[82, 92]	[8.356634, 4.611834]	[82, 92]	[134798608, 134798618]	[134798608, 134798618]
345_28213	chrX	152155601	152156001	+	1000	36.0	[4.611834, 4.611834]	[80, 105]	[4.611834, 4.611834]	[80, 105]	[152155778, 152155803]	[152155778, 152155803]
345_28217	chr1	8876762	8877162	+	1000	35.0	[5.088419]	[144]	[4.611834]	[144]	[8876986]	[8876986]
345_28221	chr1	15218460	15218860	+	1000	35.0	[9.465482]	[103]	[4.611834]	[103]	[15218622]	[15218622]
345_28222	chr1	23899012	23899412	+	929	35.0	[4.611834]	[103]	[4.611834]	[103]	[23899182]	[23899182]
345_28225	chr1	27527048	27527448	+	744	35.0	[4.611834, 11.270045, 4.611834]	[157, 209, 228]	[4.611834, 11.270045, 4.611834]	[157, 209, 228]	[27527217, 27527269, 27527288]	[27527217, 27527269, 27527288]
345_28226	chr1	27863189	27863589	+	980	35.0	[4.611834]	[78]	[4.611834]	[78]	[27863344]	[27863344]
345_28227	chr1	28576862	28577262	+	921	35.0	[4.611834]	[173]	[4.611834]	[173]	[28577112]	[28577112]
345_28228	chr1	30779390	30779790	+	1000	35.0	[4.611834]	[145]	[4.611834]	[145]	[30779612]	[30779612]
345_28231	chr1	36401109	36401509	+	1000	35.0	[4.611834, 4.611834, 4.611834]	[182, 191, 226]	[4.611834, 4.611834, 4.611834]	[182, 191, 226]	[36401305, 36401314, 36401349]	[36401305, 36401314, 36401349]
345_28232	chr1	39204478	39204878	+	1000	35.0	[4.611834, 4.611834]	[111, 148]	[4.611834, 4.611834]	[111, 148]	[39204670, 39204707]	[39204670, 39204707]
345_28233	chr1	40708033	40708433	+	1000	35.0	[4.611834, 4.611834]	[72, 96]	[5.088419, 4.611834]	[72, 96]	[40708186, 40708210]	[40708186, 40708210]
345_28234	chr1	44241080	44241480	+	1000	35.0	[4.611834]	[141]	[9.465482]	[141]	[44241306]	[44241306]
345_28235	chr1	46348039	46348439	+	1000	35.0	[4.611834]	[124]	[4.611834]	[124]	[46348258]	[46348258]
345_28238	chr1	53220248	53220648	+	1000	35.0	[4.611834]	[133]	[4.611834]	[133]	[53220420]	[53220420]
345_2824	chr5	124583850	124584250	+	1000	352.0	[4.611834]	[147]	[4.611834]	[147]	[124584092]	[124584092]
345_28246	chr1	92851651	92852051	+	940	35.0	[4.611834, 4.611834]	[121, 173]	[9.465482, 4.611834]	[121, 173]	[92851836, 92851888]	[92851836, 92851888]
345_2825	chr6	27834826	27835226	+	1000	352.0	[4.611834]	[118]	[4.611834]	[118]	[27835043]	[27835043]
345_28254	chr1	116546668	116547068	+	902	35.0	[4.611834]	[55]	[4.611834]	[55]	[116546819]	[116546819]
345_28256	chr1	117020763	117021163	+	1000	35.0	[4.611834, 4.611834]	[90, 93]	[4.611834, 4.611834]	[90, 93]	[117020948, 117020951]	[117020948, 117020951]
345_28258	chr1	146036933	146037333	+	790	35.0	[4.611834, 8.356634, 4.611834]	[133, 148, 198]	[4.611834, 4.611834, 4.611834]	[133, 148, 198]	[146037085, 146037100, 146037150]	[146037085, 146037100, 146037150]
345_28259	chr1	151070898	151071298	+	869	35.0	[4.611834]	[177]	[4.611834]	[177]	[151071077]	[151071077]
345_2826	chr6	29967503	29967903	+	1000	352.0	[4.611834, 11.270045, 11.270045]	[77, 105, 117]	[4.611834, 11.270045, 11.270045]	[77, 105, 117]	[29967677, 29967705, 29967717]	[29967677, 29967705, 29967717]
345_28260	chr1	151254499	151254899	+	929	35.0	[11.270045]	[169]	[11.270045]	[169]	[151254676]	[151254676]
345_28263	chr1	156282564	156282964	+	1000	35.0	[4.611834, 4.611834]	[171, 217]	[4.611834, 4.611834]	[171, 217]	[156282766, 156282812]	[156282766, 156282812]
345_2827	chr6	161379811	161380211	+	1000	352.0	[9.465482]	[66]	[4.611834]	[66]	[161379974]	[161379974]
345_28270	chr1	179052815	179053215	+	1000	35.0	[4.611834]	[134]	[4.611834]	[134]	[179053020]	[179053020]
345_28275	chr1	185533610	185534010	+	1000	35.0	[11.270045, 4.611834]	[71, 149]	[11.270045, 4.611834]	[71, 149]	[185533777, 185533855]	[185533777, 185533855]
345_28277	chr1	192260069	192260469	+	984	35.0	[4.611834]	[66]	[9.465482]	[66]	[192260233]	[192260233]
345_28280	chr1	202164430	202164830	+	970	35.0	[4.611834, 4.611834]	[103, 150]	[4.611834, 4.611834]	[103, 150]	[202164603, 202164650]	[202164603, 202164650]
345_28282	chr1	207463568	207463968	+	806	35.0	[4.611834]	[97]	[9.465482]	[97]	[207463761]	[207463761]
345_28284	chr1	211578966	211579366	+	1000	35.0	[11.270045]	[73]	[11.270045]	[73]	[211579127]	[211579127]
345_28288	chr1	224511024	224511424	+	793	35.0	[8.356634]	[60]	[4.611834]	[60]	[224511183]	[224511183]
345_28289	chr1	228109027	228109427	+	834	35.0	[4.611834, 4.611834]	[76, 146]	[4.611834, 4.611834]	[76, 146]	[228109202, 228109272]	[228109202, 228109272]
345_28290	chr1	229314467	229314867	+	850	35.0	[9.465482, 4.611834]	[96, 112]	[4.611834, 9.465482]	[96, 112]	[229314658, 229314674]	[229314658, 229314674]
345_28292	chr1	234829996	234830396	+	637	35.0	[4.611834]	[158]	[9.465482]	[158]	[234830242]	[234830242]
345_28293	chr1	241735416	241735816	+	859	35.0	[4.611834]	[158]	[4.611834]	[158]	[241735663]	[241735663]
345_28294	chr1	244084748	244085148	+	894	35.0	[4.611834]	[107]	[4.611834]	[107]	[244084951]	[244084951]
345_28298	chr10	3227881	3228281	+	902	35.0	[4.611834]	[145]	[4.611834]	[145]	[3228114]	[3228114]
345_28304	chr10	21273595	21273995	+	689	35.0	[11.270045, 4.611834]	[66, 116]	[11.270045, 4.611834]	[66, 116]	[21273749, 21273799]	[21273749, 21273799]
345_28309	chr10	50574285	50574685	+	805	35.0	[4.611834]	[118]	[5.088419]	[118]	[50574453]	[50574453]
345_2831	chr10	22389824	22390224	+	1000	351.0	[4.611834, 4.611834]	[116, 119]	[4.611834, 4.611834]	[116, 119]	[22390040, 22390043]	[22390040, 22390043]
345_28310	chr10	61981505	61981905	+	814	35.0	[5.088419]	[118]	[4.611834]	[118]	[61981701]	[61981701]
345_28311	chr10	68561342	68561742	+	924	35.0	[4.611834]	[185]	[4.611834]	[185]	[68561568]	[68561568]
345_28315	chr10	84254550	84254950	+	867	35.0	[4.611834]	[69]	[9.465482]	[69]	[84254717]	[84254717]
345_28316	chr10	84327870	84328270	+	1000	35.0	[4.611834]	[121]	[4.611834]	[121]	[84328052]	[84328052]
345_28327	chr11	3507484	3507884	+	954	35.0	[4.611834]	[108]	[4.611834]	[108]	[3507685]	[3507685]
345_28329	chr11	10309527	10309927	+	784	35.0	[4.611834, 11.270045, 4.611834]	[82, 102, 119]	[4.611834, 11.270045, 4.611834]	[82, 102, 119]	[10309692, 10309712, 10309729]	[10309692, 10309712, 10309729]
345_28336	chr11	47642267	47642667	+	996	35.0	[4.611834]	[83]	[5.088419]	[83]	[47642442]	[47642442]
345_28338	chr11	58711873	58712273	+	1000	35.0	[4.611834]	[108]	[4.611834]	[108]	[58712068]	[58712068]
345_2834	chr11	126159855	126160255	+	1000	351.0	[4.611834, 4.611834, 4.611834, 4.611834]	[58, 90, 100, 112]	[4.611834, 4.611834, 4.611834, 4.611834]	[58, 90, 100, 112]	[126160008, 126160040, 126160050, 126160062]	[126160008, 126160040, 126160050, 126160062]
345_28341	chr11	61922553	61922953	+	996	35.0	[4.611834, 9.465482]	[82, 146]	[4.611834, 4.611834]	[82, 146]	[61922719, 61922783]	[61922719, 61922783]
345_28344	chr11	64630184	64630584	+	947	35.0	[11.270045]	[170]	[11.270045]	[170]	[64630428]	[64630428]
345_28345	chr11	64854952	64855352	+	990	35.0	[11.270045]	[163]	[11.270045]	[163]	[64855199]	[64855199]
345_2835	chr14	73753440	73753840	+	1000	351.0	[11.270045]	[126]	[11.270045]	[126]	[73753666]	[73753666]
345_28350	chr11	82763128	82763528	+	885	35.0	[4.611834, 4.611834]	[91, 99]	[4.611834, 4.611834]	[91, 99]	[82763312, 82763320]	[82763312, 82763320]
345_28352	chr11	108303373	108303773	+	1000	35.0	[4.611834, 4.611834, 4.611834]	[144, 161, 164]	[9.465482, 9.465482, 4.611834]	[144, 161, 164]	[108303594, 108303611, 108303614]	[108303594, 108303611, 108303614]
345_28353	chr11	111682941	111683341	+	1000	35.0	[4.611834]	[96]	[9.465482]	[96]	[111683136]	[111683136]
345_2836	chr16	67984781	67985181	+	1000	351.0	[4.611834]	[108]	[5.088419]	[108]	[67984989]	[67984989]
345_28360	chr12	22651222	22651622	+	910	35.0	[11.270045, 4.611834, 4.611834]	[82, 85, 133]	[11.270045, 4.611834, 4.611834]	[82, 85, 133]	[22651384, 22651387, 22651435]	[22651384, 22651387, 22651435]
345_2837	chr18	774156	774556	+	1000	351.0	[4.611834]	[71]	[5.088419]	[71]	[774318]	[774318]
345_28370	chr12	56124238	56124638	+	1000	35.0	[4.611834]	[120]	[5.088419]	[120]	[56124444]	[56124444]
345_28371	chr12	56661826	56662226	+	994	35.0	[4.611834]	[126]	[4.611834]	[126]	[56662036]	[56662036]
345_28374	chr12	76446084	76446484	+	1000	35.0	[4.611834]	[107]	[4.611834]	[107]	[76446289]	[76446289]
345_28376	chr12	92877864	92878264	+	672	35.0	[4.611834]	[133]	[4.611834]	[133]	[92878093]	[92878093]
345_2838	chr19	13717310	13717710	+	1000	351.0	[4.611834, 9.465482]	[73, 97]	[4.611834, 4.611834]	[73, 97]	[13717483, 13717507]	[13717483, 13717507]
345_28381	chr12	106300516	106300916	+	1000	35.0	[4.611834]	[151]	[4.611834]	[151]	[106300758]	[106300758]
