#PeakID(python scan_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_2798	chr19	48325878	48326278	+	1000	170.0	[7.981569]	[90]	[7.3805842]	[91]	[48326061]	[48326062]
640_27980	chr6	39934313	39934713	+	1000	37.0	[8.415534]	[185]	[8.344066]	[186]	[39934556]	[39934557]
640_27981	chr6	40998595	40998995	+	965	37.0	[9.957076]	[165]	[12.820818]	[166]	[40998840]	[40998841]
640_27984	chr6	42136402	42136802	+	1000	37.0	[9.081068]	[145]	[]	[]	[42136639]	[]
640_27985	chr6	42344769	42345169	+	1000	37.0	[9.859796]	[104]	[12.820818, 8.415787]	[105, 116]	[42344973]	[42344974, 42344985]
640_2799	chr22	45314011	45314411	+	1000	170.0	[9.081068]	[78]	[8.415787]	[79]	[45314186]	[45314187]
640_27999	chr6	136610084	136610484	+	1000	37.0	[]	[]	[7.3538165]	[150]	[]	[136610329]
640_2800	chr3	37996809	37997209	+	1000	170.0	[9.859796]	[95]	[9.3206]	[96]	[37996996]	[37996997]
640_28000	chr6	137218492	137218892	+	992	37.0	[8.415787]	[88]	[]	[]	[137218648]	[]
640_28001	chr6	137258113	137258513	+	968	37.0	[8.415787]	[161]	[]	[]	[137258363]	[]
640_28002	chr6	137711506	137711906	+	1000	37.0	[12.820818]	[123]	[12.820818]	[124]	[137711717]	[137711718]
640_28003	chr6	137978188	137978588	+	1000	37.0	[]	[]	[7.1483927]	[79]	[]	[137978367]
640_28006	chr6	160127792	160128192	+	1000	37.0	[7.4328523, 12.820818]	[69, 143]	[9.859796]	[144]	[160127948, 160128022]	[160128023]
640_28009	chr7	636400	636800	+	1000	37.0	[7.5613456]	[148]	[8.334265]	[149]	[636629]	[636630]
640_2801	chr3	185813898	185814298	+	1000	170.0	[12.820818]	[100]	[9.957076, 9.081068]	[101, 142]	[185814092]	[185814093, 185814134]
640_28010	chr7	1531165	1531565	+	1000	37.0	[8.415534]	[95]	[]	[]	[1531349]	[]
640_28014	chr7	7274804	7275204	+	733	37.0	[7.3805842, 9.859796]	[84, 137]	[7.981569, 9.3206]	[85, 138]	[7274973, 7275026]	[7274974, 7275027]
640_28018	chr7	30740428	30740828	+	1000	37.0	[8.334265]	[149]	[7.5613456]	[150]	[30740653]	[30740654]
640_2802	chr4	185395807	185396207	+	1000	170.0	[]	[]	[8.415534]	[151]	[]	[185396053]
640_28024	chr7	74482610	74483010	+	1000	37.0	[9.081068]	[77]	[]	[]	[74482764]	[]
640_28028	chr7	97119781	97120181	+	992	37.0	[12.820818]	[178]	[7.3538165, 12.820818]	[158, 179]	[97119991]	[97119971, 97119992]
640_28029	chr7	98841743	98842143	+	588	37.0	[8.334265]	[100]	[]	[]	[98841939]	[]
640_2803	chr5	472807	473207	+	1000	170.0	[]	[]	[7.981569]	[108]	[]	[473010]
640_28030	chr7	101542770	101543170	+	1000	37.0	[7.5613456]	[132]	[8.334265, 9.081068]	[133, 153]	[101542990]	[101542991, 101543011]
640_28031	chr7	103423445	103423845	+	607	37.0	[9.081068]	[86]	[]	[]	[103423629]	[]
640_28036	chr7	111527629	111528029	+	1000	37.0	[]	[]	[8.415787]	[115]	[]	[111527836]
640_28039	chr7	117210399	117210799	+	1000	37.0	[9.957076]	[106]	[12.820818]	[107]	[117210592]	[117210593]
640_2804	chr5	55307612	55308012	+	1000	170.0	[8.344066]	[70]	[]	[]	[55307782]	[]
640_28043	chr7	131618343	131618743	+	907	37.0	[8.344066]	[97]	[8.415534]	[98]	[131618506]	[131618507]
640_28045	chr7	134114993	134115393	+	677	37.0	[12.820818]	[116]	[9.957076]	[117]	[134115205]	[134115206]
640_28047	chr7	137899100	137899500	+	1000	37.0	[9.081068]	[130]	[8.415787]	[131]	[137899295]	[137899296]
640_28049	chr7	139560650	139561050	+	1000	37.0	[7.3805842]	[133]	[7.981569]	[134]	[139560881]	[139560882]
640_2805	chr5	79235896	79236296	+	1000	170.0	[9.957076, 7.981569]	[118, 139]	[9.957076, 7.3805842]	[119, 140]	[79236086, 79236107]	[79236087, 79236108]
640_28051	chr7	143299802	143300202	+	882	37.0	[7.5613456]	[156]	[]	[]	[143300048]	[]
640_28056	chr7	156401652	156402052	+	1000	37.0	[]	[]	[9.081068]	[121]	[]	[156401860]
640_28057	chr7	157502687	157503087	+	1000	37.0	[12.820818]	[98]	[12.820818]	[99]	[157502872]	[157502873]
640_28059	chr7	158861469	158861869	+	1000	37.0	[7.1483927]	[201]	[9.081068]	[211]	[158861702]	[158861712]
640_28061	chr8	6816222	6816622	+	1000	37.0	[7.5613456, 7.3984704]	[88, 137]	[8.334265, 7.4328523]	[89, 138]	[6816406, 6816455]	[6816407, 6816456]
640_28062	chr8	11765419	11765819	+	1000	37.0	[9.957076]	[131]	[9.859796]	[132]	[11765645]	[11765646]
640_28066	chr8	27879564	27879964	+	1000	37.0	[8.334265]	[109]	[]	[]	[27879763]	[]
640_28067	chr8	29230458	29230858	+	1000	37.0	[9.957076]	[96]	[9.3206]	[97]	[29230651]	[29230652]
640_28075	chr8	66752444	66752844	+	543	37.0	[]	[]	[8.415787]	[96]	[]	[66752639]
640_28076	chr8	67342161	67342561	+	1000	37.0	[]	[]	[8.415787]	[166]	[]	[67342409]
640_28077	chr8	89759070	89759470	+	1000	37.0	[8.415534]	[89]	[]	[]	[89759251]	[]
640_28079	chr8	97778422	97778822	+	1000	37.0	[]	[]	[7.5613456]	[174]	[]	[97778666]
640_28080	chr8	97890807	97891207	+	838	37.0	[8.415787]	[161]	[9.081068]	[162]	[97891036]	[97891037]
640_28082	chr8	102737333	102737733	+	1000	37.0	[9.859796]	[95]	[12.820818]	[96]	[102737519]	[102737520]
640_28084	chr8	116804240	116804640	+	1000	37.0	[12.820818]	[100]	[9.3206]	[101]	[116804433]	[116804434]
640_28085	chr8	122760171	122760571	+	858	37.0	[8.334265]	[123]	[8.344066]	[91]	[122760363]	[122760331]
640_28086	chr8	122919118	122919518	+	1000	37.0	[9.081068]	[97]	[]	[]	[122919282]	[]
640_28089	chr8	128824410	128824810	+	861	37.0	[]	[]	[8.415787]	[92]	[]	[128824602]
640_28092	chr9	15293780	15294180	+	1000	37.0	[8.415787]	[102]	[9.081068]	[103]	[15293969]	[15293970]
640_28093	chr9	33297476	33297876	+	1000	37.0	[8.334265]	[155]	[]	[]	[33297717]	[]
640_28096	chr9	37905188	37905588	+	1000	37.0	[]	[]	[8.334265]	[135]	[]	[37905400]
640_28097	chr9	38184238	38184638	+	1000	37.0	[9.081068]	[109]	[]	[]	[38184443]	[]
640_281	chr7	157404940	157405340	+	1000	378.0	[9.859796, 8.415787]	[70, 103]	[9.957076, 8.415787]	[71, 106]	[157405103, 157405136]	[157405104, 157405139]
640_2810	chr7	16646124	16646524	+	1000	170.0	[7.5613456]	[112]	[]	[]	[16646301]	[]
640_28106	chr9	101894242	101894642	+	1000	37.0	[]	[]	[9.081068]	[135]	[]	[101894471]
640_28107	chr9	112793197	112793597	+	1000	37.0	[9.081068]	[98]	[8.415787, 7.3538165]	[99, 132]	[112793395]	[112793396, 112793429]
640_28109	chr9	127540278	127540678	+	1000	37.0	[9.081068, 9.859796]	[109, 144]	[9.957076]	[145]	[127540479, 127540514]	[127540515]
640_2811	chr7	116630960	116631360	+	1000	170.0	[9.957076]	[113]	[9.859796]	[114]	[116631171]	[116631172]
640_28115	chr9	130800225	130800625	+	1000	37.0	[9.081068]	[159]	[]	[]	[130800437]	[]
640_28118	chr9	131089525	131089925	+	792	37.0	[9.081068]	[157]	[8.415787]	[158]	[131089745]	[131089746]
640_28122	chr9	136727446	136727846	+	1000	37.0	[7.3805842]	[142]	[7.981569]	[143]	[136727638]	[136727639]
640_28123	chrX	2967933	2968333	+	1000	37.0	[9.957076]	[75]	[9.957076]	[76]	[2968099]	[2968100]
640_28128	chrX	24464976	24465376	+	1000	37.0	[8.415534]	[125]	[]	[]	[24465182]	[]
640_2813	chr8	96261406	96261806	+	1000	170.0	[12.820818]	[146]	[12.820818]	[147]	[96261632]	[96261633]
640_28134	chrX	135543137	135543537	+	1000	37.0	[9.081068]	[90]	[]	[]	[135543323]	[]
640_28135	chrX	153793341	153793741	+	806	37.0	[7.5613456]	[147]	[]	[]	[153793576]	[]
640_28139	chr1	2059221	2059621	+	1000	36.0	[12.820818, 12.820818]	[104, 126]	[7.3984704, 9.957076, 9.957076]	[60, 105, 127]	[2059422, 2059444]	[2059378, 2059423, 2059445]
640_28142	chr1	5991398	5991798	+	1000	36.0	[]	[]	[8.344066, 8.415534]	[147, 161]	[]	[5991595, 5991609]
640_28143	chr1	8423854	8424254	+	1000	36.0	[7.1483927]	[137]	[]	[]	[8424081]	[]
640_28146	chr1	10690485	10690885	+	1000	36.0	[]	[]	[9.081068]	[76]	[]	[10690649]
640_28147	chr1	14850570	14850970	+	995	36.0	[8.334265]	[135]	[]	[]	[14850781]	[]
640_28150	chr1	19495227	19495627	+	1000	36.0	[8.415787]	[116]	[]	[]	[19495443]	[]
640_28151	chr1	20008408	20008808	+	930	36.0	[7.5613456]	[126]	[]	[]	[20008626]	[]
640_28156	chr1	25810786	25811186	+	642	36.0	[7.981569]	[153]	[]	[]	[25811016]	[]
640_28159	chr1	27557324	27557724	+	1000	36.0	[8.415787]	[167]	[]	[]	[27557573]	[]
640_28164	chr1	31593967	31594367	+	1000	36.0	[]	[]	[7.3538165]	[56]	[]	[31594121]
640_28165	chr1	31861385	31861785	+	1000	36.0	[12.820818]	[100]	[9.3206]	[101]	[31861577]	[31861578]
640_28168	chr1	37793764	37794164	+	913	36.0	[]	[]	[7.3538165]	[140]	[]	[37793998]
640_28169	chr1	38293542	38293942	+	1000	36.0	[12.820818]	[93]	[12.820818]	[94]	[38293729]	[38293730]
640_28171	chr1	42816482	42816882	+	820	36.0	[7.5613456]	[185]	[]	[]	[42816679]	[]
640_28173	chr1	45410916	45411316	+	1000	36.0	[]	[]	[8.415787]	[122]	[]	[45411111]
640_28174	chr1	46065382	46065782	+	941	36.0	[9.081068]	[92]	[]	[]	[46065549]	[]
640_28177	chr1	54672010	54672410	+	776	36.0	[]	[]	[8.334265]	[168]	[]	[54672258]
640_28182	chr1	85303695	85304095	+	707	36.0	[]	[]	[8.415787]	[115]	[]	[85303881]
640_2819	chr1	42334286	42334686	+	1000	169.0	[12.820818]	[66]	[12.820818]	[67]	[42334441]	[42334442]
640_28190	chr1	108678685	108679085	+	829	36.0	[9.957076]	[74]	[9.957076]	[75]	[108678858]	[108678859]
640_2820	chr1	51878866	51879266	+	1000	169.0	[8.415534]	[100]	[]	[]	[51879051]	[]
640_28200	chr1	146934290	146934690	+	1000	36.0	[9.081068]	[123]	[]	[]	[146934508]	[]
640_28203	chr1	150982031	150982431	+	1000	36.0	[7.2921777]	[99]	[]	[]	[150982191]	[]
640_28205	chr1	153797200	153797600	+	1000	36.0	[7.4328523]	[132]	[7.5613456]	[151]	[153797431]	[153797450]
640_28206	chr1	154324559	154324959	+	1000	36.0	[]	[]	[7.5613456]	[115]	[]	[154324768]
640_28207	chr1	156486919	156487319	+	1000	36.0	[]	[]	[9.081068]	[81]	[]	[156487095]
640_28209	chr1	159957783	159958183	+	910	36.0	[]	[]	[8.334265]	[100]	[]	[159957968]
640_2821	chr1	92785250	92785650	+	1000	169.0	[]	[]	[8.415534]	[112]	[]	[92785450]
640_28213	chr1	165369266	165369666	+	1000	36.0	[8.415787]	[131]	[]	[]	[165369494]	[]
640_28214	chr1	167190881	167191281	+	920	36.0	[12.820818]	[131]	[12.820818]	[132]	[167191084]	[167191085]
640_28216	chr1	168145781	168146181	+	1000	36.0	[7.5613456]	[157]	[8.334265]	[158]	[168146022]	[168146023]
640_28224	chr1	202329990	202330390	+	1000	36.0	[]	[]	[9.081068]	[162]	[]	[202330225]
640_28225	chr1	204410337	204410737	+	1000	36.0	[7.3805842]	[145]	[7.981569]	[146]	[204410575]	[204410576]
640_28226	chr1	205430750	205431150	+	1000	36.0	[]	[]	[8.344066]	[58]	[]	[205430901]
640_28227	chr1	206664188	206664588	+	1000	36.0	[]	[]	[7.3538165]	[163]	[]	[206664423]
640_2823	chr1	156660184	156660584	+	1000	169.0	[8.415534]	[98]	[]	[]	[156660378]	[]
640_28236	chr1	234509426	234509826	+	1000	36.0	[12.820818]	[106]	[9.859796]	[107]	[234509621]	[234509622]
640_28238	chr1	243269414	243269814	+	909	36.0	[]	[]	[8.415787]	[88]	[]	[243269599]
640_2824	chr1	203726352	203726752	+	1000	169.0	[9.081068]	[87]	[8.415787, 8.415787]	[80, 88]	[203726536]	[203726529, 203726537]
640_28240	chr1	246608904	246609304	+	1000	36.0	[9.957076]	[114]	[12.820818]	[115]	[246609099]	[246609100]
640_28241	chr10	5888917	5889317	+	763	36.0	[7.981569]	[110]	[]	[]	[5889123]	[]
640_28245	chr10	22927917	22928317	+	1000	36.0	[7.3984704]	[123]	[7.4328523]	[124]	[22928117]	[22928118]
640_28246	chr10	31133612	31134012	+	611	36.0	[7.2921777, 9.3206]	[149, 163]	[9.3206]	[164]	[31133836, 31133850]	[31133851]
640_28250	chr10	43105445	43105845	+	879	36.0	[8.334265]	[113]	[]	[]	[43105653]	[]
640_28253	chr10	46223090	46223490	+	922	36.0	[]	[]	[8.415787]	[57]	[]	[46223244]
640_28257	chr10	68599460	68599860	+	1000	36.0	[12.820818]	[139]	[12.820818]	[140]	[68599686]	[68599687]
640_28265	chr10	80029183	80029583	+	1000	36.0	[12.820818]	[69]	[9.859796]	[70]	[80029343]	[80029344]
640_2827	chr11	67391672	67392072	+	1000	169.0	[9.3206, 9.3206, 9.3206]	[84, 113, 145]	[9.3206, 9.3206, 9.3206]	[85, 114, 146]	[67391843, 67391872, 67391904]	[67391844, 67391873, 67391905]
640_28277	chr10	133242844	133243244	+	987	36.0	[9.3206, 9.957076, 9.3206]	[82, 108, 132]	[9.859796, 12.820818, 9.859796]	[83, 109, 133]	[133243014, 133243040, 133243064]	[133243015, 133243041, 133243065]
640_2828	chr11	78574585	78574985	+	1000	169.0	[]	[]	[9.957076]	[55]	[]	[78574736]
640_28284	chr11	16299876	16300276	+	1000	36.0	[7.3805842]	[90]	[]	[]	[16300042]	[]
640_2829	chr11	125592389	125592789	+	1000	169.0	[7.3984704]	[78]	[7.4328523]	[79]	[125592550]	[125592551]
640_28293	chr11	46664514	46664914	+	847	36.0	[]	[]	[8.415787]	[126]	[]	[46664732]
640_28297	chr11	57349799	57350199	+	1000	36.0	[8.334265]	[122]	[7.5613456]	[123]	[57350007]	[57350008]
640_283	chr20	362425	362825	+	1000	377.0	[9.859796]	[130]	[12.820818]	[131]	[362642]	[362643]
640_28305	chr11	65110273	65110673	+	689	36.0	[7.5613456]	[119]	[8.334265]	[120]	[65110478]	[65110479]
640_28306	chr11	65636153	65636553	+	970	36.0	[]	[]	[7.4328523]	[83]	[]	[65636332]
640_2831	chr12	50400935	50401335	+	1000	169.0	[9.081068]	[93]	[7.5613456]	[148]	[50401101]	[50401156]
640_28311	chr11	68780928	68781328	+	1000	36.0	[8.415787]	[153]	[]	[]	[68781135]	[]
640_28316	chr11	76318761	76319161	+	970	36.0	[9.081068]	[124]	[8.415787]	[125]	[76318973]	[76318974]
640_2832	chr12	107903617	107904017	+	1000	169.0	[7.1483927]	[145]	[]	[]	[107903839]	[]
640_28322	chr11	86934672	86935072	+	1000	36.0	[9.081068]	[99]	[]	[]	[86934861]	[]
640_28324	chr11	95069609	95070009	+	814	36.0	[]	[]	[8.334265]	[156]	[]	[95069857]
640_28327	chr11	118226338	118226738	+	914	36.0	[12.820818]	[78]	[12.820818]	[79]	[118226512]	[118226513]
640_28329	chr11	120169048	120169448	+	1000	36.0	[7.3984704]	[128]	[]	[]	[120169275]	[]
640_2833	chr12	124939841	124940241	+	1000	169.0	[9.3206]	[148]	[12.820818]	[149]	[124940069]	[124940070]
640_28331	chr12	2792850	2793250	+	1000	36.0	[]	[]	[9.081068]	[111]	[]	[2793043]
640_28332	chr12	4388662	4389062	+	1000	36.0	[7.4328523]	[115]	[]	[]	[4388866]	[]
640_28334	chr12	8844665	8845065	+	1000	36.0	[12.820818]	[85]	[12.820818]	[86]	[8844837]	[8844838]
640_28342	chr12	50103772	50104172	+	1000	36.0	[12.820818]	[138]	[9.859796]	[139]	[50103965]	[50103966]
640_28349	chr12	54579702	54580102	+	1000	36.0	[7.3538165]	[82]	[]	[]	[54579857]	[]
640_28350	chr12	54975815	54976215	+	1000	36.0	[7.3538165, 9.957076]	[85, 134]	[12.820818]	[135]	[54975975, 54976024]	[54976025]
640_28352	chr12	64608788	64609188	+	1000	36.0	[9.3206]	[167]	[12.820818]	[168]	[64609006]	[64609007]
640_28354	chr12	71755305	71755705	+	1000	36.0	[7.3984704]	[153]	[7.4328523]	[154]	[71755525]	[71755526]
640_28358	chr12	96061868	96062268	+	1000	36.0	[7.5613456]	[80]	[8.334265]	[81]	[96062045]	[96062046]
640_2836	chr18	11980546	11980946	+	1000	169.0	[12.820818]	[106]	[9.957076]	[107]	[11980737]	[11980738]
640_2837	chr19	3108675	3109075	+	1000	169.0	[12.820818]	[136]	[12.820818]	[137]	[3108905]	[3108906]
640_28370	chr12	127147734	127148134	+	1000	36.0	[12.820818]	[156]	[12.820818]	[157]	[127147950]	[127147951]
640_28371	chr13	22041056	22041456	+	546	36.0	[12.820818]	[104]	[12.820818]	[105]	[22041242]	[22041243]
640_28372	chr13	23161102	23161502	+	1000	36.0	[]	[]	[7.3538165]	[63]	[]	[23161265]
640_28373	chr13	28077154	28077554	+	565	36.0	[8.415787]	[92]	[9.081068, 9.081068]	[93, 144]	[28077325]	[28077326, 28077377]
640_28375	chr13	36999814	37000214	+	993	36.0	[]	[]	[7.1483927]	[126]	[]	[37000021]
640_28379	chr13	99307288	99307688	+	1000	36.0	[7.981569]	[132]	[]	[]	[99307511]	[]
640_28386	chr14	68210915	68211315	+	1000	36.0	[8.415787]	[129]	[9.081068]	[130]	[68211139]	[68211140]
640_28388	chr14	81267937	81268337	+	1000	36.0	[7.981569]	[168]	[]	[]	[81268177]	[]
640_28389	chr14	88554696	88555096	+	972	36.0	[7.3984704]	[158]	[7.4328523]	[159]	[88554914]	[88554915]
640_2839	chr19	3360462	3360862	+	1000	169.0	[8.415534, 12.820818]	[80, 98]	[9.957076]	[99]	[3360628, 3360646]	[3360647]
640_28390	chr14	105050565	105050965	+	1000	36.0	[8.415787]	[94]	[]	[]	[105050753]	[]
640_28392	chr15	26891351	26891751	+	896	36.0	[7.3805842, 7.981569]	[87, 106]	[7.981569]	[88]	[26891531, 26891550]	[26891532]
640_28395	chr15	40334193	40334593	+	1000	36.0	[9.957076]	[135]	[9.3206]	[136]	[40334427]	[40334428]
640_28397	chr15	50107504	50107904	+	1000	36.0	[8.415787]	[126]	[]	[]	[50107706]	[]
640_284	chr9	92325190	92325590	+	1000	377.0	[9.3206]	[67]	[9.859796]	[68]	[92325353]	[92325354]
640_28400	chr15	57312490	57312890	+	1000	36.0	[8.415787]	[115]	[]	[]	[57312705]	[]
640_28404	chr15	65049416	65049816	+	872	36.0	[7.5613456]	[176]	[]	[]	[65049593]	[]
640_28405	chr15	65054258	65054658	+	1000	36.0	[7.5613456]	[110]	[8.334265]	[111]	[65054456]	[65054457]
640_28406	chr15	65323038	65323438	+	925	36.0	[9.081068]	[132]	[8.415787]	[133]	[65323268]	[65323269]
640_28408	chr15	69059084	69059484	+	727	36.0	[7.3805842]	[78]	[]	[]	[69059254]	[]
640_28411	chr15	78303895	78304295	+	555	36.0	[7.981569]	[67]	[7.3805842]	[68]	[78304055]	[78304056]
640_28412	chr15	78747785	78748185	+	1000	36.0	[8.334265, 9.859796]	[70, 91]	[7.5613456, 12.820818]	[71, 92]	[78747954, 78747975]	[78747955, 78747976]
640_28413	chr15	81275034	81275434	+	1000	36.0	[7.3805842]	[106]	[]	[]	[81275223]	[]
640_28415	chr15	83062653	83063053	+	1000	36.0	[7.981569]	[96]	[]	[]	[83062817]	[]
640_28418	chr15	96491606	96492006	+	1000	36.0	[]	[]	[8.334265]	[89]	[]	[96491795]
640_28420	chr16	10972790	10973190	+	852	36.0	[9.081068]	[161]	[]	[]	[10973020]	[]
640_28421	chr16	11493063	11493463	+	1000	36.0	[]	[]	[8.334265]	[111]	[]	[11493273]
640_28423	chr16	11624898	11625298	+	1000	36.0	[9.081068]	[165]	[8.415787]	[166]	[11625119]	[11625120]
640_28424	chr16	15022199	15022599	+	1000	36.0	[9.957076]	[115]	[9.859796]	[116]	[15022412]	[15022413]
640_28427	chr16	19696246	19696646	+	866	36.0	[12.820818]	[101]	[9.3206]	[102]	[19696434]	[19696435]
640_28429	chr16	21224759	21225159	+	1000	36.0	[8.415787]	[88]	[]	[]	[21224942]	[]
640_28430	chr16	21263729	21264129	+	602	36.0	[12.820818]	[115]	[9.859796]	[116]	[21263883]	[21263884]
640_28434	chr16	31880432	31880832	+	900	36.0	[]	[]	[7.3538165]	[94]	[]	[31880614]
640_28435	chr16	47141660	47142060	+	1000	36.0	[7.4328523]	[119]	[]	[]	[47141877]	[]
640_28436	chr16	50425718	50426118	+	1000	36.0	[9.957076]	[178]	[7.3538165, 9.859796]	[123, 179]	[50425966]	[50425911, 50425967]
640_2844	chr2	39124237	39124637	+	1000	169.0	[]	[]	[7.981569]	[63]	[]	[39124397]
640_28442	chr16	67055662	67056062	+	1000	36.0	[]	[]	[8.415787]	[113]	[]	[67055861]
640_28443	chr16	67546956	67547356	+	1000	36.0	[]	[]	[7.3984704]	[68]	[]	[67547123]
640_28444	chr16	67892630	67893030	+	1000	36.0	[]	[]	[9.081068]	[102]	[]	[67892825]
640_28445	chr16	68261535	68261935	+	1000	36.0	[8.334265]	[144]	[]	[]	[68261763]	[]
640_28448	chr16	81623370	81623770	+	995	36.0	[7.5613456]	[110]	[8.334265]	[111]	[81623566]	[81623567]
640_28449	chr16	81779080	81779480	+	1000	36.0	[9.3206]	[100]	[12.820818]	[101]	[81779263]	[81779264]
640_2845	chr2	137952484	137952884	+	1000	169.0	[9.859796, 12.820818]	[82, 145]	[12.820818, 12.820818]	[83, 146]	[137952650, 137952713]	[137952651, 137952714]
640_28450	chr16	83830095	83830495	+	1000	36.0	[12.820818]	[92]	[9.957076]	[93]	[83830278]	[83830279]
640_28452	chr16	85137431	85137831	+	1000	36.0	[9.081068]	[124]	[]	[]	[85137636]	[]
640_28456	chr16	88488033	88488433	+	765	36.0	[]	[]	[8.334265]	[95]	[]	[88488211]
640_28457	chr16	88870491	88870891	+	913	36.0	[7.2921777]	[135]	[]	[]	[88870704]	[]
640_28459	chr16	89219463	89219863	+	870	36.0	[7.3538165]	[157]	[]	[]	[89219697]	[]
640_2846	chr20	2872635	2873035	+	1000	169.0	[9.081068]	[115]	[]	[]	[2872850]	[]
640_28463	chr17	7021934	7022334	+	934	36.0	[7.981569]	[120]	[7.3805842]	[121]	[7022152]	[7022153]
640_28465	chr17	8859371	8859771	+	897	36.0	[9.081068, 9.3206]	[138, 153]	[8.415787, 9.3206]	[139, 154]	[8859592, 8859607]	[8859593, 8859608]
640_28467	chr17	15257203	15257603	+	1000	36.0	[8.415534]	[187]	[8.344066]	[188]	[15257439]	[15257440]
640_28468	chr17	17204612	17205012	+	755	36.0	[12.820818, 8.415787]	[93, 113]	[9.957076, 9.081068]	[94, 114]	[17204804, 17204824]	[17204805, 17204825]
640_28469	chr17	18158066	18158466	+	1000	36.0	[7.3538165]	[147]	[7.2921777]	[106]	[18158306]	[18158265]
640_2847	chr22	45263754	45264154	+	1000	169.0	[12.820818, 7.1483927]	[64, 143]	[9.957076]	[65]	[45263918, 45263997]	[45263919]
640_28471	chr17	27559836	27560236	+	719	36.0	[12.820818]	[131]	[9.081068, 12.820818]	[86, 132]	[27560060]	[27560015, 27560061]
640_28475	chr17	34366057	34366457	+	1000	36.0	[]	[]	[9.081068]	[101]	[]	[34366248]
640_28476	chr17	38444092	38444492	+	1000	36.0	[7.4328523]	[119]	[]	[]	[38444296]	[]
640_28477	chr17	38706096	38706496	+	995	36.0	[]	[]	[9.081068]	[120]	[]	[38706294]
640_28478	chr17	39617668	39618068	+	1000	36.0	[9.957076]	[136]	[9.957076]	[137]	[39617864]	[39617865]
640_2848	chr3	184363242	184363642	+	1000	169.0	[]	[]	[7.3805842]	[135]	[]	[184363476]
640_28480	chr17	41697299	41697699	+	1000	36.0	[12.820818]	[119]	[9.3206]	[120]	[41697511]	[41697512]
640_28481	chr17	42272470	42272870	+	1000	36.0	[8.415787]	[105]	[9.081068, 8.415787]	[106, 171]	[42272637]	[42272638, 42272703]
640_28489	chr17	55731501	55731901	+	1000	36.0	[9.081068]	[119]	[]	[]	[55731697]	[]
640_28494	chr17	74457501	74457901	+	1000	36.0	[8.334265]	[145]	[7.5613456]	[146]	[74457731]	[74457732]
640_28495	chr17	75091229	75091629	+	1000	36.0	[]	[]	[9.081068]	[164]	[]	[75091467]
640_28499	chr17	78559673	78560073	+	1000	36.0	[8.334265]	[121]	[7.5613456]	[122]	[78559870]	[78559871]
640_285	chr1	42681948	42682348	+	1000	376.0	[7.981569]	[88]	[7.1483927, 7.3805842]	[60, 89]	[42682133]	[42682105, 42682134]
640_2850	chr4	89056985	89057385	+	1000	169.0	[8.415787, 9.3206]	[74, 144]	[9.081068, 9.3206]	[75, 145]	[89057157, 89057227]	[89057158, 89057228]
640_28501	chr17	82336465	82336865	+	1000	36.0	[12.820818]	[104]	[9.3206]	[105]	[82336645]	[82336646]
640_28502	chr17	82456224	82456624	+	931	36.0	[]	[]	[8.415787]	[139]	[]	[82456447]
640_28511	chr18	50803582	50803982	+	812	36.0	[12.820818]	[135]	[12.820818]	[136]	[50803798]	[50803799]
640_28517	chr19	1067062	1067462	+	1000	36.0	[9.3206]	[179]	[12.820818]	[180]	[1067280]	[1067281]
640_28520	chr19	3573124	3573524	+	1000	36.0	[8.415534]	[139]	[]	[]	[3573344]	[]
640_28526	chr19	7868320	7868720	+	1000	36.0	[9.859796, 8.334265]	[84, 143]	[12.820818, 7.5613456]	[85, 144]	[7868494, 7868553]	[7868495, 7868554]
640_28529	chr19	8705722	8706122	+	1000	36.0	[9.859796]	[147]	[9.859796]	[148]	[8705959]	[8705960]
640_2853	chr7	50360450	50360850	+	1000	169.0	[9.859796]	[92]	[9.859796]	[93]	[50360636]	[50360637]
640_28533	chr19	14348422	14348822	+	1000	36.0	[8.334265]	[112]	[]	[]	[14348633]	[]
640_28535	chr19	17420324	17420724	+	1000	36.0	[7.5613456]	[70]	[7.1483927]	[139]	[17420481]	[17420550]
640_28539	chr19	19377809	19378209	+	1000	36.0	[8.415787]	[99]	[]	[]	[19377982]	[]
640_28541	chr19	28564872	28565272	+	1000	36.0	[8.415787]	[135]	[9.081068]	[136]	[28565078]	[28565079]
640_28542	chr19	29595947	29596347	+	896	36.0	[12.820818]	[97]	[9.859796]	[98]	[29596129]	[29596130]
640_28545	chr19	33263250	33263650	+	1000	36.0	[9.957076]	[102]	[12.820818]	[103]	[33263412]	[33263413]
640_28547	chr19	38634574	38634974	+	1000	36.0	[]	[]	[7.4328523]	[143]	[]	[38634816]
640_28550	chr19	41449341	41449741	+	1000	36.0	[8.334265, 7.5613456]	[84, 110]	[8.334265]	[111]	[41449505, 41449531]	[41449532]
640_28551	chr19	42401765	42402165	+	1000	36.0	[8.344066]	[146]	[]	[]	[42401988]	[]
640_28552	chr19	43766419	43766819	+	989	36.0	[7.5613456]	[118]	[]	[]	[43766599]	[]
640_28557	chr19	48753551	48753951	+	1000	36.0	[9.3206]	[123]	[9.3206]	[124]	[48753773]	[48753774]
