#PeakID(python identify_motif.py ./ENCODE_processed_files/CTCF_idr.fa CTCF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
322_32411	chr21	37496967	37497367	+	1000	81.0	[14.460545, 5.3109913]	[93, 116]	[10.263241]	[93]	[37497157, 37497180]	[37497157]
322_32412	chr21	46188359	46188759	+	1000	81.0	[5.211618]	[66]	[4.893185, 5.3222847]	[60, 66]	[46188521]	[46188515, 46188521]
322_32413	chr22	22369118	22369518	+	1000	81.0	[16.434288]	[105]	[]	[]	[22369312]	[]
322_3242	chr5	111158108	111158508	+	1000	329.0	[11.959038]	[100]	[]	[]	[111158300]	[]
322_32424	chr3	107938016	107938416	+	1000	81.0	[17.727343]	[110]	[]	[]	[107938223]	[]
322_32425	chr3	124513247	124513647	+	1000	81.0	[8.159276]	[102]	[5.8230524]	[101]	[124513447]	[124513446]
322_3243	chr5	132007821	132008221	+	1000	329.0	[7.1604686]	[101]	[17.444798]	[101]	[132008021]	[132008021]
322_32430	chr3	156576854	156577254	+	1000	81.0	[10.712562]	[92]	[]	[]	[156577043]	[]
322_32434	chr4	39410471	39410871	+	1000	81.0	[]	[]	[5.538063, 14.277844]	[98, 108]	[]	[39410659, 39410669]
322_32435	chr4	64781741	64782141	+	1000	81.0	[13.318574]	[81]	[]	[]	[64781920]	[]
322_3244	chr6	4155868	4156268	+	1000	329.0	[4.579976]	[101]	[16.249205]	[101]	[4156067]	[4156067]
322_32440	chr5	1026249	1026649	+	1000	81.0	[]	[]	[6.951557, 4.659863]	[87, 125]	[]	[1026435, 1026473]
322_32443	chr5	93915071	93915471	+	1000	81.0	[]	[]	[15.63852]	[107]	[]	[93915277]
322_32446	chr5	121870483	121870883	+	1000	81.0	[]	[]	[6.6337786, 11.032921]	[99, 127]	[]	[121870668, 121870696]
322_32449	chr5	144192020	144192420	+	1000	81.0	[]	[]	[12.392255]	[115]	[]	[144192235]
322_32451	chr6	27472666	27473066	+	1000	81.0	[8.619513, 6.638566]	[80, 127]	[]	[]	[27472846, 27472893]	[]
322_32456	chr6	50655830	50656230	+	1000	81.0	[17.680706, 4.4182987]	[112, 115]	[14.5344515]	[112]	[50656031, 50656034]	[50656031]
322_32457	chr6	129252092	129252492	+	1000	81.0	[]	[]	[11.497733]	[94]	[]	[129252283]
322_32458	chr6	133040000	133040400	+	1000	81.0	[]	[]	[11.265923]	[122]	[]	[133040189]
322_32461	chr6	169930798	169931198	+	1000	81.0	[]	[]	[14.901983]	[114]	[]	[169930996]
322_32462	chr7	2718896	2719296	+	1000	81.0	[]	[]	[5.1564755, 12.7331705]	[74, 111]	[]	[2719067, 2719104]
322_32464	chr7	7182619	7183019	+	1000	81.0	[6.454282]	[61]	[]	[]	[7182779]	[]
322_32466	chr7	28272344	28272744	+	1000	81.0	[]	[]	[18.617886, 4.7424097, 5.705557]	[97, 115, 118]	[]	[28272537, 28272555, 28272558]
322_32471	chr7	104862703	104863103	+	1000	81.0	[]	[]	[13.643893]	[102]	[]	[104862902]
322_32475	chr7	151745320	151745720	+	1000	81.0	[]	[]	[5.2315974, 5.1305757]	[106, 109]	[]	[151745524, 151745527]
322_32478	chr8	94642268	94642668	+	1000	81.0	[9.838082]	[96]	[]	[]	[94642459]	[]
322_32484	chr8	143553373	143553773	+	1000	81.0	[]	[]	[6.9399934]	[95]	[]	[143553556]
322_32485	chr9	504239	504639	+	1000	81.0	[5.925069]	[148]	[4.565419, 4.8483267]	[97, 127]	[504477]	[504426, 504456]
322_32486	chr9	26744375	26744775	+	1000	81.0	[16.31453]	[113]	[]	[]	[26744558]	[]
322_32492	chr9	121734987	121735387	+	1000	81.0	[14.122709]	[92]	[]	[]	[121735173]	[]
322_32494	chr9	127828306	127828706	+	1000	81.0	[]	[]	[7.8287406]	[100]	[]	[127828504]
322_32497	chr9	131475925	131476325	+	1000	81.0	[4.827664]	[97]	[15.238754]	[97]	[131476122]	[131476122]
322_325	chr16	28945537	28945937	+	1000	569.0	[]	[]	[18.08614]	[86]	[]	[28945722]
322_32502	chrX	118226034	118226434	+	1000	81.0	[]	[]	[14.246213]	[95]	[]	[118226229]
322_32503	chrX	123173836	123174236	+	1000	81.0	[14.07329]	[116]	[5.586137]	[116]	[123174034]	[123174034]
322_32504	chrX	153744426	153744826	+	1000	81.0	[5.0572586, 14.565937]	[80, 90]	[7.0732837]	[144]	[153744595, 153744605]	[153744659]
322_32505	chr1	3858202	3858602	+	1000	80.0	[4.848322, 4.714953]	[99, 102]	[9.848958]	[143]	[3858389, 3858392]	[3858433]
322_3251	chr7	36367096	36367496	+	1000	329.0	[4.812174, 4.4633384]	[86, 114]	[]	[]	[36367281, 36367309]	[]
322_32513	chr1	44747885	44748285	+	1000	80.0	[9.712191]	[105]	[]	[]	[44748084]	[]
322_32514	chr1	45750097	45750497	+	1000	80.0	[]	[]	[9.222543]	[107]	[]	[45750292]
322_32519	chr1	152735637	152736037	+	1000	80.0	[8.23746]	[108]	[5.9206223, 7.364145, 16.5832]	[66, 69, 107]	[152735838]	[152735796, 152735799, 152735837]
322_32520	chr1	157363538	157363938	+	1000	80.0	[15.764604]	[106]	[4.652861]	[95]	[157363738]	[157363727]
322_32522	chr1	178885861	178886261	+	1000	80.0	[]	[]	[16.739334]	[115]	[]	[178886066]
322_32523	chr1	196372964	196373364	+	1000	80.0	[5.9109406]	[81]	[14.709326]	[80]	[196373140]	[196373139]
322_32525	chr1	205810485	205810885	+	1000	80.0	[5.607266]	[96]	[]	[]	[205810676]	[]
322_32528	chr1	235557477	235557877	+	1000	80.0	[16.498812]	[106]	[]	[]	[235557681]	[]
322_32529	chr10	17249752	17250152	+	1000	80.0	[8.630068]	[97]	[10.048881]	[97]	[17249943]	[17249943]
322_32538	chr10	111207544	111207944	+	1000	80.0	[]	[]	[18.10951]	[93]	[]	[111207727]
322_3254	chr7	108497109	108497509	+	1000	329.0	[]	[]	[12.797507]	[92]	[]	[108497301]
322_32540	chr10	122112598	122112998	+	1000	80.0	[5.8213086]	[80]	[]	[]	[122112774]	[]
322_32542	chr10	126749027	126749427	+	1000	80.0	[4.5564528]	[81]	[20.307255, 5.5714383]	[114, 160]	[126749193]	[126749226, 126749272]
322_32543	chr10	128178330	128178730	+	1000	80.0	[15.131255]	[105]	[]	[]	[128178531]	[]
322_32544	chr10	133351407	133351807	+	1000	80.0	[]	[]	[9.382216]	[96]	[]	[133351600]
322_32546	chr11	8794798	8795198	+	1000	80.0	[4.7206936]	[148]	[12.548246]	[97]	[8795040]	[8794989]
322_32547	chr11	11621991	11622391	+	1000	80.0	[]	[]	[16.348108]	[77]	[]	[11622167]
322_3255	chr7	121366819	121367219	+	1000	329.0	[16.064455]	[107]	[]	[]	[121367020]	[]
322_32551	chr11	35412320	35412720	+	1000	80.0	[]	[]	[13.194325]	[101]	[]	[35412504]
322_32552	chr11	64316867	64317267	+	1000	80.0	[6.9670534, 11.915167]	[106, 109]	[]	[]	[64317057, 64317060]	[]
322_32553	chr11	65113093	65113493	+	1000	80.0	[]	[]	[5.9165773]	[95]	[]	[65113275]
322_3256	chr7	129472322	129472722	+	1000	329.0	[]	[]	[13.189492]	[95]	[]	[129472514]
322_32560	chr11	121104175	121104575	+	1000	80.0	[]	[]	[8.442714]	[115]	[]	[121104386]
322_32562	chr12	23504009	23504409	+	1000	80.0	[5.724866, 9.198904, 11.632993]	[83, 108, 111]	[]	[]	[23504178, 23504203, 23504206]	[]
322_32563	chr12	24109422	24109822	+	1000	80.0	[13.5337515]	[107]	[]	[]	[24109618]	[]
322_32566	chr12	52380164	52380564	+	1000	80.0	[8.7802305, 4.4191976, 13.039512]	[111, 114, 124]	[]	[]	[52380373, 52380376, 52380386]	[]
322_3257	chr7	144127705	144128105	+	1000	329.0	[5.173604]	[64]	[18.921144]	[106]	[144127864]	[144127906]
322_32575	chr14	93936243	93936643	+	1000	80.0	[]	[]	[4.560095, 18.82509]	[104, 107]	[]	[93936444, 93936447]
322_32578	chr14	104820695	104821095	+	1000	80.0	[5.622733]	[129]	[6.223092, 4.537265, 9.307734]	[70, 98, 101]	[104820917]	[104820858, 104820886, 104820889]
322_32579	chr14	105200035	105200435	+	1000	80.0	[]	[]	[16.141687, 7.4337964]	[110, 139]	[]	[105200242, 105200271]
322_3258	chr8	22622849	22623249	+	1000	329.0	[18.359285, 7.183473]	[96, 141]	[]	[]	[22623039, 22623084]	[]
322_32580	chr14	105532761	105533161	+	1000	80.0	[]	[]	[15.204109]	[117]	[]	[105532976]
322_32581	chr15	29938684	29939084	+	1000	80.0	[5.3370414]	[113]	[14.008629]	[113]	[29938893]	[29938893]
322_32584	chr15	58185476	58185876	+	1000	80.0	[9.7156515]	[93]	[]	[]	[58185668]	[]
322_32589	chr15	92226010	92226410	+	1000	80.0	[]	[]	[20.60641]	[98]	[]	[92226197]
322_3259	chr8	41528785	41529185	+	1000	329.0	[6.7245555]	[141]	[8.878664, 10.116111]	[86, 141]	[41529024]	[41528969, 41529024]
322_32592	chr16	2770372	2770772	+	1000	80.0	[]	[]	[14.315222]	[107]	[]	[2770566]
322_32593	chr16	4682936	4683336	+	1000	80.0	[5.9858]	[71]	[15.023498]	[71]	[4683107]	[4683107]
322_32597	chr16	56643453	56643853	+	1000	80.0	[]	[]	[13.385643]	[117]	[]	[56643657]
322_326	chr16	88838957	88839357	+	1000	569.0	[4.942761, 4.489317]	[73, 118]	[]	[]	[88839129, 88839174]	[]
322_32601	chr16	80317774	80318174	+	1000	80.0	[5.0595303]	[94]	[]	[]	[80317965]	[]
322_32603	chr17	5019658	5020058	+	1000	80.0	[11.142728]	[104]	[12.424481]	[124]	[5019839]	[5019859]
322_32615	chr18	50287553	50287953	+	1000	80.0	[12.909558]	[115]	[]	[]	[50287765]	[]
322_32616	chr18	57644534	57644934	+	1000	80.0	[7.6254354]	[113]	[]	[]	[57644737]	[]
322_32619	chr19	4580240	4580640	+	1000	80.0	[]	[]	[9.274945]	[102]	[]	[4580430]
322_3262	chr9	128035159	128035559	+	1000	329.0	[]	[]	[13.157779]	[102]	[]	[128035357]
322_32621	chr19	10001869	10002269	+	1000	80.0	[18.043406]	[101]	[]	[]	[10002052]	[]
322_32622	chr19	19051511	19051911	+	1000	80.0	[7.9329014]	[128]	[6.0758615]	[116]	[19051735]	[19051723]
322_32632	chr2	21175804	21176204	+	1000	80.0	[17.458883]	[104]	[]	[]	[21176005]	[]
322_32636	chr2	65320399	65320799	+	1000	80.0	[12.432094]	[106]	[8.228077]	[106]	[65320595]	[65320595]
322_32639	chr2	85132815	85133215	+	1000	80.0	[14.306538]	[90]	[]	[]	[85132998]	[]
322_3264	chr1	16644574	16644974	+	1000	328.0	[8.238821]	[112]	[]	[]	[16644781]	[]
322_32641	chr2	129587334	129587734	+	1000	80.0	[14.9487095]	[111]	[]	[]	[129587535]	[]
322_32646	chr2	207625849	207626249	+	1000	80.0	[7.3648243]	[102]	[5.501566]	[102]	[207626042]	[207626042]
322_32652	chr21	44461421	44461821	+	1000	80.0	[14.89166]	[115]	[]	[]	[44461624]	[]
322_32653	chr21	45386890	45387290	+	1000	80.0	[10.66657]	[84]	[]	[]	[45387068]	[]
322_32654	chr22	17201251	17201651	+	1000	80.0	[5.1061907]	[87]	[9.924923]	[87]	[17201434]	[17201434]
322_32655	chr22	20115976	20116376	+	1000	80.0	[]	[]	[14.851285]	[105]	[]	[20116169]
322_32659	chr22	33203205	33203605	+	1000	80.0	[]	[]	[7.4236054, 11.669262]	[94, 115]	[]	[33203385, 33203406]
322_32660	chr22	38214411	38214811	+	1000	80.0	[5.179399, 12.022615]	[81, 109]	[]	[]	[38214574, 38214602]	[]
322_32661	chr22	38843246	38843646	+	1000	80.0	[]	[]	[9.891286, 4.8636527]	[87, 102]	[]	[38843432, 38843447]
322_32668	chr3	122305820	122306220	+	1000	80.0	[15.088834]	[88]	[9.254107]	[88]	[122306004]	[122306004]
322_3267	chr1	32886552	32886952	+	1000	328.0	[7.17584, 10.572632]	[87, 90]	[13.616681]	[84]	[32886739, 32886742]	[32886736]
322_32671	chr3	150603188	150603588	+	1000	80.0	[]	[]	[12.069954]	[97]	[]	[150603377]
322_32672	chr3	152026184	152026584	+	1000	80.0	[13.044255]	[86]	[]	[]	[152026368]	[]
322_32683	chr4	168514252	168514652	+	1000	80.0	[16.798258]	[130]	[]	[]	[168514460]	[]
322_32689	chr5	96901387	96901787	+	1000	80.0	[6.560444]	[145]	[10.06843, 7.0358834]	[88, 91]	[96901628]	[96901571, 96901574]
322_32690	chr5	126837937	126838337	+	1000	80.0	[10.435619]	[107]	[]	[]	[126838130]	[]
322_32691	chr5	132490063	132490463	+	1000	80.0	[]	[]	[12.382221, 8.194742]	[100, 110]	[]	[132490260, 132490270]
322_32694	chr5	148729180	148729580	+	1000	80.0	[]	[]	[11.587804]	[99]	[]	[148729369]
322_32696	chr5	170791356	170791756	+	1000	80.0	[6.348068]	[86]	[18.512688]	[86]	[170791539]	[170791539]
322_32698	chr6	3295591	3295991	+	1000	80.0	[8.962908, 6.639331]	[80, 136]	[5.5720124, 4.7965903]	[80, 136]	[3295771, 3295827]	[3295771, 3295827]
322_32701	chr6	18990337	18990737	+	1000	80.0	[13.941086]	[116]	[]	[]	[18990544]	[]
322_32709	chr6	105509934	105510334	+	1000	80.0	[5.849474]	[86]	[]	[]	[105510119]	[]
322_3271	chr1	206664167	206664567	+	1000	328.0	[]	[]	[12.658539]	[100]	[]	[206664365]
322_32711	chr6	123802528	123802928	+	1000	80.0	[8.296799, 14.444581, 5.066891]	[79, 107, 117]	[10.961067]	[107]	[123802705, 123802733, 123802743]	[123802733]
322_32712	chr6	131199660	131200060	+	1000	80.0	[10.479373]	[91]	[]	[]	[131199850]	[]
322_32714	chr6	148746523	148746923	+	1000	80.0	[5.236711, 7.406735]	[76, 100]	[5.5737476, 9.751758]	[58, 99]	[148746692, 148746716]	[148746674, 148746715]
322_32715	chr6	149648427	149648827	+	1000	80.0	[4.3442082]	[110]	[8.746218, 7.429975]	[110, 125]	[149648622]	[149648622, 149648637]
322_32717	chr7	4738762	4739162	+	1000	80.0	[]	[]	[6.1668425]	[109]	[]	[4738966]
322_32719	chr7	12674832	12675232	+	1000	80.0	[12.298422]	[103]	[]	[]	[12675033]	[]
322_3272	chr10	13586666	13587066	+	1000	328.0	[5.147454, 11.216267]	[78, 91]	[]	[]	[13586842, 13586855]	[]
322_32720	chr7	13525088	13525488	+	1000	80.0	[17.112656]	[99]	[]	[]	[13525282]	[]
322_32721	chr7	35055730	35056130	+	1000	80.0	[9.565841]	[102]	[]	[]	[35055930]	[]
322_32723	chr7	44231055	44231455	+	1000	80.0	[]	[]	[14.053332]	[72]	[]	[44231222]
322_32724	chr7	50679242	50679642	+	1000	80.0	[]	[]	[11.725371]	[107]	[]	[50679444]
322_32726	chr7	76613791	76614191	+	1000	80.0	[5.054614]	[110]	[8.895972, 16.586958]	[69, 110]	[76613999]	[76613958, 76613999]
322_32728	chr7	80060216	80060616	+	1000	80.0	[15.6932335]	[90]	[]	[]	[80060402]	[]
322_32730	chr7	99325799	99326199	+	1000	80.0	[10.308678]	[116]	[5.167575]	[145]	[99326009]	[99326038]
322_32736	chr7	134666421	134666821	+	1000	80.0	[7.50309]	[100]	[12.9299345]	[100]	[134666616]	[134666616]
322_32737	chr7	157466834	157467234	+	1000	80.0	[5.680461]	[107]	[10.570331]	[107]	[157467032]	[157467032]
322_3274	chr11	3408735	3409135	+	1000	328.0	[5.0537963]	[81]	[16.085411, 15.165841]	[70, 108]	[3408916]	[3408905, 3408943]
322_32742	chr8	26635263	26635663	+	1000	80.0	[12.81562]	[123]	[11.211112]	[122]	[26635469]	[26635468]
322_32746	chr8	56925232	56925632	+	1000	80.0	[]	[]	[5.0051103]	[102]	[]	[56925424]
322_32750	chr8	142149293	142149693	+	1000	80.0	[14.77866]	[109]	[]	[]	[142149500]	[]
322_32759	chrX	87664388	87664788	+	1000	80.0	[]	[]	[13.442416]	[97]	[]	[87664576]
322_32761	chrX	131366377	131366777	+	1000	80.0	[]	[]	[13.218214]	[104]	[]	[131366573]
322_32762	chrX	149545518	149545918	+	1000	80.0	[]	[]	[12.523881]	[95]	[]	[149545711]
322_32764	chr1	8464976	8465376	+	1000	79.0	[7.8167386]	[111]	[]	[]	[8465166]	[]
322_3277	chr12	48542311	48542711	+	1000	328.0	[14.952472]	[83]	[6.0657687]	[130]	[48542492]	[48542539]
322_32773	chr1	119449973	119450373	+	1000	79.0	[11.460327]	[98]	[]	[]	[119450161]	[]
322_32775	chr1	152623222	152623622	+	1000	79.0	[]	[]	[13.891169]	[100]	[]	[152623412]
322_32778	chr1	160550429	160550829	+	1000	79.0	[13.689072]	[128]	[]	[]	[160550639]	[]
322_3278	chr12	48996714	48997114	+	1000	328.0	[12.463654]	[101]	[]	[]	[48996911]	[]
322_32784	chr1	214271479	214271879	+	1000	79.0	[16.26128]	[119]	[]	[]	[214271689]	[]
322_32785	chr1	226569898	226570298	+	1000	79.0	[]	[]	[5.491465, 6.769001, 11.955349]	[71, 74, 99]	[]	[226570059, 226570062, 226570087]
322_32787	chr1	235866021	235866421	+	1000	79.0	[5.4745584]	[104]	[]	[]	[235866224]	[]
322_32788	chr1	242828254	242828654	+	1000	79.0	[10.965582, 9.937698]	[62, 121]	[]	[]	[242828415, 242828474]	[]
322_32790	chr10	45442574	45442974	+	1000	79.0	[]	[]	[13.859848]	[88]	[]	[45442756]
322_32794	chr10	113616249	113616649	+	1000	79.0	[]	[]	[13.7540045]	[95]	[]	[113616440]
322_32797	chr11	3468963	3469363	+	1000	79.0	[]	[]	[10.527041]	[78]	[]	[3469140]
322_32798	chr11	9078354	9078754	+	1000	79.0	[9.423105]	[105]	[]	[]	[9078544]	[]
322_32807	chr11	86802553	86802953	+	1000	79.0	[]	[]	[8.203861]	[96]	[]	[86802749]
322_32809	chr11	111851633	111852033	+	1000	79.0	[]	[]	[10.578354]	[94]	[]	[111851822]
322_32811	chr11	116077993	116078393	+	1000	79.0	[5.735727]	[138]	[6.2000375]	[109]	[116078222]	[116078193]
322_32815	chr11	133163443	133163843	+	1000	79.0	[]	[]	[15.077691]	[96]	[]	[133163637]
322_32818	chr12	51004433	51004833	+	1000	79.0	[11.021701]	[91]	[]	[]	[51004621]	[]
322_32819	chr12	64145240	64145640	+	1000	79.0	[10.185335]	[89]	[]	[]	[64145421]	[]
322_32821	chr12	121089361	121089761	+	1000	79.0	[10.876874, 5.3858724, 5.677675]	[101, 129, 132]	[]	[]	[121089560, 121089588, 121089591]	[]
322_32825	chr14	23433481	23433881	+	1000	79.0	[9.215885]	[113]	[]	[]	[23433682]	[]
322_32826	chr14	29536895	29537295	+	1000	79.0	[]	[]	[17.46657]	[108]	[]	[29537092]
322_32827	chr14	63544647	63545047	+	1000	79.0	[4.838279]	[123]	[9.816147, 4.608939]	[98, 140]	[63544863]	[63544838, 63544880]
322_32829	chr14	77124926	77125326	+	941	79.0	[]	[]	[14.861397]	[96]	[]	[77125108]
322_32832	chr15	43777357	43777757	+	1000	79.0	[5.4364805]	[111]	[6.6211567, 12.707967]	[96, 111]	[43777561]	[43777546, 43777561]
322_32834	chr15	60340652	60341052	+	1000	79.0	[5.3544326, 12.367788]	[59, 94]	[]	[]	[60340807, 60340842]	[]
322_32836	chr15	68372508	68372908	+	1000	79.0	[]	[]	[9.527618]	[94]	[]	[68372696]
322_32839	chr15	81199423	81199823	+	1000	79.0	[5.745917, 14.479717]	[75, 122]	[]	[]	[81199594, 81199641]	[]
322_3284	chr15	96356824	96357224	+	1000	328.0	[9.568221]	[107]	[]	[]	[96357029]	[]
322_32843	chr16	685995	686395	+	1000	79.0	[8.350415, 5.941935]	[95, 116]	[15.755799, 7.7077837]	[95, 145]	[686180, 686201]	[686180, 686230]
322_32847	chr16	30352839	30353239	+	1000	79.0	[13.223577]	[91]	[]	[]	[30353028]	[]
322_32852	chr17	4017406	4017806	+	1000	79.0	[]	[]	[4.601328]	[150]	[]	[4017653]
322_32857	chr17	63710355	63710755	+	1000	79.0	[]	[]	[13.476287]	[86]	[]	[63710534]
322_32862	chr17	80970370	80970770	+	1000	79.0	[13.264837]	[117]	[18.502409]	[117]	[80970585]	[80970585]
322_32863	chr18	6482542	6482942	+	1000	79.0	[]	[]	[14.947185]	[123]	[]	[6482741]
322_32866	chr18	68735742	68736142	+	1000	79.0	[]	[]	[5.4413943]	[93]	[]	[68735924]
322_32867	chr18	69469308	69469708	+	1000	79.0	[13.699745]	[104]	[]	[]	[69469510]	[]
322_32869	chr18	78984949	78985349	+	1000	79.0	[16.03594]	[99]	[]	[]	[78985139]	[]
322_3287	chr17	39152829	39153229	+	1000	328.0	[5.141103]	[111]	[16.685617]	[110]	[39153040]	[39153039]
322_32873	chr19	12648109	12648509	+	1000	79.0	[14.029072]	[106]	[5.6453676]	[106]	[12648303]	[12648303]
322_32874	chr19	13804772	13805172	+	1000	79.0	[7.8891187, 17.018469]	[69, 108]	[]	[]	[13804931, 13804970]	[]
322_32878	chr2	3805132	3805532	+	1000	79.0	[]	[]	[17.21985]	[82]	[]	[3805312]
322_3288	chr17	41647867	41648267	+	1000	328.0	[]	[]	[22.50797]	[97]	[]	[41648063]
322_32882	chr2	61165867	61166267	+	1000	79.0	[]	[]	[4.5208592, 11.0803385]	[105, 108]	[]	[61166064, 61166067]
322_32885	chr2	73851224	73851624	+	1000	79.0	[5.3895793]	[114]	[]	[]	[73851431]	[]
322_32888	chr2	175964205	175964605	+	1000	79.0	[15.7259245]	[99]	[]	[]	[175964398]	[]
322_3289	chr19	7925136	7925536	+	1000	328.0	[5.8630853, 5.5522]	[111, 132]	[17.651325]	[95]	[7925341, 7925362]	[7925325]
322_32890	chr2	190121967	190122367	+	1000	79.0	[]	[]	[14.039565]	[100]	[]	[190122155]
322_32891	chr2	229273721	229274121	+	1000	79.0	[]	[]	[13.096256]	[106]	[]	[229273920]
322_32893	chr2	236512934	236513334	+	1000	79.0	[13.181521]	[101]	[9.90737]	[101]	[236513133]	[236513133]
322_32897	chr20	3889144	3889544	+	1000	79.0	[13.103326]	[132]	[]	[]	[3889364]	[]
322_32899	chr20	36548021	36548421	+	1000	79.0	[]	[]	[4.828567]	[93]	[]	[36548201]
322_329	chr14	106417572	106417972	+	1000	568.0	[]	[]	[6.0139694, 19.112467, 13.27135, 21.980259, 13.5068655]	[55, 75, 93, 112, 151]	[]	[106417723, 106417743, 106417761, 106417780, 106417819]
322_32900	chr20	37755656	37756056	+	1000	79.0	[10.45281]	[104]	[]	[]	[37755846]	[]
322_32901	chr20	40966027	40966427	+	1000	79.0	[11.526399]	[100]	[5.0177913]	[100]	[40966221]	[40966221]
322_32902	chr20	56516005	56516405	+	1000	79.0	[]	[]	[13.950639]	[105]	[]	[56516209]
322_32906	chr22	22048741	22049141	+	1000	79.0	[]	[]	[9.195804]	[107]	[]	[22048940]
322_32907	chr22	38927307	38927707	+	1000	79.0	[6.6532784]	[82]	[]	[]	[38927481]	[]
322_32909	chr3	38024488	38024888	+	1000	79.0	[10.950387]	[110]	[10.287331]	[152]	[38024659]	[38024701]
322_3291	chr19	17205236	17205636	+	1000	328.0	[8.073856, 11.892458, 20.307442]	[69, 72, 118]	[]	[]	[17205388, 17205391, 17205437]	[]
322_32916	chr3	100710599	100710999	+	1000	79.0	[]	[]	[4.599758]	[103]	[]	[100710800]
322_3292	chr21	32258333	32258733	+	1000	328.0	[]	[]	[14.1731615]	[94]	[]	[32258526]
322_32923	chr4	22410620	22411020	+	1000	79.0	[17.09526]	[115]	[]	[]	[22410826]	[]
322_32924	chr4	107757874	107758274	+	1000	79.0	[15.032488]	[101]	[]	[]	[107758071]	[]
322_32925	chr4	142840545	142840945	+	1000	79.0	[6.3986635]	[140]	[15.354673, 5.147323]	[90, 140]	[142840767]	[142840717, 142840767]
322_32927	chr4	185593090	185593490	+	1000	79.0	[]	[]	[12.231501]	[118]	[]	[185593293]
322_32928	chr5	17620636	17621036	+	1000	79.0	[16.25046]	[102]	[8.703751, 9.546694]	[101, 115]	[17620836]	[17620835, 17620849]
322_32929	chr5	21810709	21811109	+	1000	79.0	[10.477741]	[86]	[]	[]	[21810889]	[]
322_32930	chr5	40798612	40799012	+	1000	79.0	[4.891576]	[95]	[4.3391995, 5.932246]	[137, 140]	[40798799]	[40798841, 40798844]
322_32939	chr6	3068052	3068452	+	1000	79.0	[4.6656694]	[95]	[6.689911]	[150]	[3068233]	[3068288]
322_32940	chr6	4806024	4806424	+	1000	79.0	[]	[]	[5.342365, 15.308733]	[58, 114]	[]	[4806180, 4806236]
322_32945	chr6	30101937	30102337	+	1000	79.0	[5.255055]	[103]	[10.699059]	[100]	[30102132]	[30102129]
322_3295	chr5	134289497	134289897	+	1000	328.0	[]	[]	[14.393837]	[134]	[]	[134289716]
322_32951	chr6	56844130	56844530	+	1000	79.0	[]	[]	[10.376523]	[98]	[]	[56844322]
322_32954	chr6	88919034	88919434	+	1000	79.0	[]	[]	[13.167702]	[103]	[]	[88919227]
322_32957	chr6	170292858	170293258	+	1000	79.0	[7.391461, 6.877643]	[71, 110]	[14.690243]	[110]	[170293028, 170293067]	[170293067]
322_32958	chr7	1709867	1710267	+	1000	79.0	[17.646133]	[94]	[]	[]	[1710056]	[]
322_3296	chr5	146446884	146447284	+	1000	328.0	[15.088523]	[91]	[]	[]	[146447069]	[]
322_32960	chr7	21568772	21569172	+	1000	79.0	[]	[]	[9.17588]	[100]	[]	[21568968]
322_32961	chr7	39791886	39792286	+	1000	79.0	[]	[]	[11.619553, 5.0438147, 17.137358]	[74, 127, 137]	[]	[39792042, 39792095, 39792105]
322_32962	chr7	88345224	88345624	+	1000	79.0	[14.73138]	[119]	[]	[]	[88345419]	[]
322_32963	chr7	99184819	99185219	+	1000	79.0	[]	[]	[13.647715]	[114]	[]	[99185027]
322_32964	chr7	124155374	124155774	+	1000	79.0	[10.806777]	[110]	[]	[]	[124155584]	[]
322_32967	chr7	138726290	138726690	+	1000	79.0	[]	[]	[14.430257]	[104]	[]	[138726486]
322_32969	chr8	30000795	30001195	+	1000	79.0	[]	[]	[12.8287]	[99]	[]	[30000983]
322_3297	chr5	176416442	176416842	+	1000	328.0	[12.852416]	[102]	[]	[]	[176416632]	[]
322_32971	chr8	51810270	51810670	+	1000	79.0	[]	[]	[15.592183]	[90]	[]	[51810460]
322_32973	chr8	99865814	99866214	+	1000	79.0	[7.4924297]	[108]	[]	[]	[99866018]	[]
322_32975	chr8	122858220	122858620	+	1000	79.0	[]	[]	[14.32263, 7.125506]	[95, 98]	[]	[122858402, 122858405]
322_32982	chr9	107465554	107465954	+	1000	79.0	[12.359712]	[102]	[4.542895]	[98]	[107465754]	[107465750]
322_32984	chr9	124358080	124358480	+	1000	79.0	[]	[]	[11.2997265]	[116]	[]	[124358288]
322_32987	chr9	131954297	131954697	+	1000	79.0	[]	[]	[14.543216]	[98]	[]	[131954492]
322_32989	chrX	12702459	12702859	+	1000	79.0	[16.15147]	[102]	[]	[]	[12702652]	[]
322_3299	chr6	30482033	30482433	+	1000	328.0	[10.397604]	[106]	[]	[]	[30482238]	[]
322_32992	chrX	71101098	71101498	+	1000	79.0	[6.9841037, 7.379205]	[83, 101]	[]	[]	[71101269, 71101287]	[]
322_32993	chrX	103464075	103464475	+	1000	79.0	[11.016388]	[104]	[5.7478094, 4.677034]	[53, 104]	[103464278]	[103464227, 103464278]
322_32994	chrX	134246296	134246696	+	1000	79.0	[12.325604]	[95]	[]	[]	[134246478]	[]
