#PeakID(python identify_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_23116	chr1	234528072	234528472	+	928	23.0	[]	[]	[8.638506]	[162]	[]	[234528294]
503_23121	chr10	5284380	5284780	+	963	23.0	[9.276331]	[97]	[]	[]	[5284573]	[]
503_23122	chr10	5496342	5496742	+	890	23.0	[]	[]	[8.631947]	[196]	[]	[5496585]
503_23150	chr10	92699359	92699759	+	922	23.0	[]	[]	[8.00715]	[108]	[]	[92699519]
503_23166	chr11	3154047	3154447	+	927	23.0	[8.77996]	[194]	[]	[]	[3154282]	[]
503_23198	chr11	66021003	66021403	+	913	23.0	[7.57576]	[126]	[8.830775]	[110]	[66021178]	[66021162]
503_23211	chr11	72414147	72414547	+	933	23.0	[6.892782]	[143]	[]	[]	[72414384]	[]
503_2323	chr1	23558291	23558691	+	1000	88.0	[]	[]	[7.896186]	[64]	[]	[23558452]
503_2324	chr1	24413458	24413858	+	1000	88.0	[7.916553]	[109]	[]	[]	[24413656]	[]
503_23241	chr12	47808959	47809359	+	917	23.0	[10.897183]	[106]	[]	[]	[47809148]	[]
503_23250	chr12	53701771	53702171	+	760	23.0	[7.1016955]	[165]	[]	[]	[53702019]	[]
503_2326	chr1	45550671	45551071	+	1000	88.0	[]	[]	[7.916553]	[123]	[]	[45550888]
503_23267	chr12	121629721	121630121	+	926	23.0	[]	[]	[6.892782, 10.310211]	[90, 134]	[]	[121629902, 121629946]
503_23268	chr12	124715572	124715972	+	691	23.0	[6.7055626]	[138]	[]	[]	[124715738]	[]
503_2327	chr1	155563039	155563439	+	1000	88.0	[]	[]	[8.372218]	[89]	[]	[155563216]
503_23273	chr13	49628305	49628705	+	772	23.0	[7.208534]	[88]	[]	[]	[49628468]	[]
503_2328	chr1	204411640	204412040	+	1000	88.0	[8.819032]	[132]	[]	[]	[204411858]	[]
503_23289	chr13	107873964	107874364	+	890	23.0	[]	[]	[8.322755]	[117]	[]	[107874174]
503_23296	chr14	54902058	54902458	+	789	23.0	[9.642532]	[96]	[8.830775, 8.372218]	[103, 123]	[54902234]	[54902241, 54902261]
503_233	chr11	65422628	65423028	+	1000	202.0	[7.259386]	[124]	[]	[]	[65422843]	[]
503_23311	chr14	101711109	101711509	+	852	23.0	[10.389162]	[175]	[]	[]	[101711353]	[]
503_23319	chr15	40239369	40239769	+	585	23.0	[6.406941]	[153]	[]	[]	[40239558]	[]
503_23328	chr15	77944252	77944652	+	920	23.0	[]	[]	[9.642532]	[204]	[]	[77944487]
503_2333	chr12	54473396	54473796	+	1000	88.0	[]	[]	[12.885004]	[122]	[]	[54473607]
503_2334	chr12	111409810	111410210	+	1000	88.0	[9.875317]	[154]	[]	[]	[111410038]	[]
503_2336	chr16	720917	721317	+	1000	88.0	[6.486581]	[56]	[14.901949]	[133]	[721069]	[721146]
503_23369	chr16	67987412	67987812	+	885	23.0	[6.406941]	[144]	[]	[]	[67987641]	[]
503_23378	chr16	85170484	85170884	+	898	23.0	[]	[]	[8.631947]	[139]	[]	[85170720]
503_2338	chr16	67191948	67192348	+	1000	88.0	[7.766382, 10.421151, 9.783327, 11.851124]	[125, 131, 173, 179]	[]	[]	[67192110, 67192116, 67192158, 67192164]	[]
503_23389	chr17	2192508	2192908	+	836	23.0	[12.327155]	[162]	[]	[]	[2192749]	[]
503_23400	chr17	32275095	32275495	+	741	23.0	[7.2887807]	[130]	[]	[]	[32275265]	[]
503_2342	chr17	1516435	1516835	+	1000	88.0	[]	[]	[7.5145535, 7.766382]	[120, 147]	[]	[1516618, 1516645]
503_23431	chr17	64965842	64966242	+	653	23.0	[6.4167504]	[56]	[8.372218]	[132]	[64965996]	[64966072]
503_23436	chr17	75652837	75653237	+	878	23.0	[]	[]	[8.423885]	[111]	[]	[75653011]
503_23446	chr18	961674	962074	+	600	23.0	[9.92478]	[118]	[]	[]	[961869]	[]
503_23452	chr18	57820059	57820459	+	850	23.0	[]	[]	[9.005733]	[144]	[]	[57820288]
503_2346	chr17	75131402	75131802	+	1000	88.0	[7.4008026, 8.404206]	[85, 139]	[]	[]	[75131572, 75131626]	[]
503_23487	chr19	12141029	12141429	+	903	23.0	[7.4008026]	[142]	[]	[]	[12141240]	[]
503_23495	chr19	16518793	16519193	+	742	23.0	[]	[]	[8.261184]	[186]	[]	[16519027]
503_23501	chr19	21835998	21836398	+	883	23.0	[9.975595]	[165]	[]	[]	[21836199]	[]
503_23502	chr19	27793000	27793400	+	732	23.0	[8.261184]	[143]	[]	[]	[27793242]	[]
503_23515	chr19	44356496	44356896	+	889	23.0	[9.834179]	[105]	[]	[]	[44356666]	[]
503_2352	chr19	48965160	48965560	+	1000	88.0	[]	[]	[8.76831]	[153]	[]	[48965403]
503_2353	chr19	58554816	58555216	+	1000	88.0	[]	[]	[9.913131, 9.975595]	[137, 143]	[]	[58555008, 58555014]
503_23544	chr19	54517510	54517910	+	877	23.0	[7.4008026]	[112]	[]	[]	[54517709]	[]
503_2355	chr2	37925260	37925660	+	1000	88.0	[11.343102]	[138]	[8.423885]	[147]	[37925497]	[37925506]
503_2356	chr2	47176278	47176678	+	1000	88.0	[]	[]	[6.993913]	[75]	[]	[47176453]
503_23573	chr2	69307312	69307712	+	923	23.0	[]	[]	[7.8463583]	[82]	[]	[69307490]
503_2359	chr20	2840466	2840866	+	1000	88.0	[8.404206, 11.851124]	[134, 140]	[]	[]	[2840694, 2840700]	[]
503_23591	chr2	132347288	132347688	+	852	23.0	[]	[]	[9.834179]	[117]	[]	[132347503]
503_23611	chr20	20232967	20233367	+	891	23.0	[]	[]	[10.846732]	[99]	[]	[20233144]
503_23631	chr20	51599857	51600257	+	726	23.0	[6.406941]	[127]	[]	[]	[51600073]	[]
503_23632	chr20	53678022	53678422	+	920	23.0	[]	[]	[8.631947]	[140]	[]	[53678256]
503_23634	chr20	58268851	58269251	+	629	23.0	[12.327155]	[234]	[]	[]	[58269100]	[]
503_23639	chr21	33948633	33949033	+	647	23.0	[11.580525]	[124]	[]	[]	[33948849]	[]
503_23646	chr21	44819125	44819525	+	820	23.0	[7.7460794]	[205]	[]	[]	[44819353]	[]
503_23672	chr22	19520683	19521083	+	914	23.0	[]	[]	[9.276331]	[113]	[]	[19520872]
503_23681	chr22	20134461	20134861	+	758	23.0	[]	[]	[6.993913]	[183]	[]	[20134660]
503_23695	chr22	20306218	20306618	+	647	23.0	[]	[]	[8.830775]	[110]	[]	[20306420]
503_2370	chr6	17705945	17706345	+	1000	88.0	[]	[]	[8.722507]	[102]	[]	[17706110]
503_23700	chr22	20713063	20713463	+	929	23.0	[6.406941]	[211]	[]	[]	[20713283]	[]
503_23725	chr22	22154899	22155299	+	954	23.0	[8.261184]	[213]	[]	[]	[22155147]	[]
503_2375	chr6	42217659	42218059	+	1000	88.0	[]	[]	[9.975595]	[126]	[]	[42217876]
503_23762	chr22	45639026	45639426	+	874	23.0	[]	[]	[6.751365]	[109]	[]	[45639222]
503_2378	chr7	128409524	128409924	+	1000	88.0	[8.445345]	[108]	[]	[]	[128409719]	[]
503_2380	chr9	131102648	131103048	+	1000	88.0	[]	[]	[10.897183, 7.795907]	[101, 170]	[]	[131102830, 131102899]
503_23814	chr3	113514924	113515324	+	595	23.0	[6.486581]	[132]	[6.406941, 9.975595]	[123, 173]	[113515129]	[113515120, 113515170]
503_23836	chr3	196650874	196651274	+	874	23.0	[7.8463583]	[90]	[]	[]	[196651052]	[]
503_23845	chr4	38094368	38094768	+	681	23.0	[8.77996]	[196]	[]	[]	[38094590]	[]
503_2387	chr1	44739585	44739985	+	1000	87.0	[8.404206]	[96]	[]	[]	[44739777]	[]
503_23870	chr5	80654057	80654457	+	682	23.0	[8.423885]	[207]	[6.615002]	[190]	[80654306]	[80654289]
503_23872	chr5	82388847	82389247	+	890	23.0	[9.005733]	[134]	[]	[]	[82389047]	[]
503_23880	chr5	136088239	136088639	+	810	23.0	[]	[]	[8.497711]	[148]	[]	[136088413]
503_23884	chr5	140549532	140549932	+	685	23.0	[]	[]	[6.406941]	[67]	[]	[140549697]
503_23885	chr5	142466534	142466934	+	696	23.0	[]	[]	[12.327155]	[151]	[]	[142466773]
503_23886	chr5	149455988	149456388	+	907	23.0	[6.9674606]	[158]	[]	[]	[149456174]	[]
503_2389	chr1	53014719	53015119	+	1000	87.0	[8.681774]	[120]	[]	[]	[53014934]	[]
503_23898	chr6	11942155	11942555	+	807	23.0	[9.80219]	[153]	[]	[]	[11942358]	[]
503_23903	chr6	15365251	15365651	+	948	23.0	[8.303927]	[110]	[]	[]	[15365460]	[]
503_23925	chr6	30481276	30481676	+	873	23.0	[7.915865]	[193]	[]	[]	[30481484]	[]
503_23932	chr6	31712427	31712827	+	928	23.0	[8.123926, 7.659544, 8.423885]	[168, 177, 233]	[]	[]	[31712597, 31712606, 31712662]	[]
503_23955	chr6	37535883	37536283	+	818	23.0	[6.751365]	[194]	[]	[]	[37536117]	[]
503_2396	chr11	61967512	61967912	+	1000	87.0	[]	[]	[11.206739]	[196]	[]	[61967719]
503_23972	chr6	139882333	139882733	+	882	23.0	[8.130486, 7.259386]	[165, 175]	[]	[]	[139882572, 139882582]	[]
503_23974	chr6	156662057	156662457	+	623	23.0	[]	[]	[7.081232, 6.6215615]	[136, 152]	[]	[156662227, 156662243]
503_23975	chr6	157393783	157394183	+	889	23.0	[]	[]	[8.76831]	[120]	[]	[157393976]
503_2398	chr11	66002004	66002404	+	1000	87.0	[]	[]	[12.885004, 6.4371176]	[51, 142]	[]	[66002155, 66002246]
503_23981	chr6	159981773	159982173	+	816	23.0	[6.633814]	[224]	[6.633814]	[238]	[159982008]	[159982022]
503_23987	chr6	168035918	168036318	+	903	23.0	[]	[]	[11.819135]	[187]	[]	[168036106]
503_2399	chr11	68271849	68272249	+	1000	87.0	[12.885004]	[148]	[]	[]	[68272080]	[]
503_23990	chr7	2357122	2357522	+	734	23.0	[7.57576]	[164]	[]	[]	[2357343]	[]
503_23997	chr7	13989616	13990016	+	790	23.0	[]	[]	[6.655864]	[147]	[]	[13989776]
503_24	chr22	21665783	21666183	+	1000	385.0	[11.405568]	[124]	[9.467575]	[102]	[21666006]	[21665984]
503_2400	chr11	95923902	95924302	+	1000	87.0	[13.471976]	[129]	[]	[]	[95924078]	[]
503_24002	chr7	44565383	44565783	+	924	23.0	[6.615002]	[180]	[]	[]	[44565594]	[]
503_24010	chr7	73581983	73582383	+	803	23.0	[6.751365]	[94]	[]	[]	[73582177]	[]
503_24015	chr7	76461696	76462096	+	917	23.0	[11.206739]	[128]	[]	[]	[76461924]	[]
503_2402	chr12	6663122	6663522	+	1000	87.0	[]	[]	[8.303927, 8.404206]	[59, 132]	[]	[6663279, 6663352]
503_24021	chr7	100153242	100153642	+	920	23.0	[]	[]	[10.947011]	[168]	[]	[100153470]
503_24030	chr7	102272094	102272494	+	833	23.0	[]	[]	[6.8936343]	[168]	[]	[102272287]
503_24048	chr7	128841346	128841746	+	935	23.0	[6.993913]	[177]	[]	[]	[128841548]	[]
503_24058	chr7	133044627	133045027	+	946	23.0	[7.4008026]	[106]	[]	[]	[133044809]	[]
503_2407	chr16	89657561	89657961	+	1000	87.0	[]	[]	[14.901949]	[148]	[]	[89657714]
503_24073	chr7	148964127	148964527	+	861	23.0	[]	[]	[9.005733]	[84]	[]	[148964286]
503_2408	chr17	2041825	2042225	+	1000	87.0	[]	[]	[10.421151, 13.471976, 7.766382]	[97, 118, 127]	[]	[2041992, 2042013, 2042022]
503_24101	chr8	27592153	27592553	+	885	23.0	[]	[]	[7.208534]	[117]	[]	[27592312]
503_24102	chr8	29225726	29226126	+	923	23.0	[6.7005134]	[69]	[]	[]	[29225883]	[]
503_24136	chr9	33452808	33453208	+	924	23.0	[]	[]	[10.421151]	[182]	[]	[33453056]
503_2414	chr19	32405368	32405768	+	1000	87.0	[11.851124]	[130]	[9.1897955]	[148]	[32405594]	[32405612]
503_24148	chr9	91037148	91037548	+	740	23.0	[]	[]	[10.421151]	[158]	[]	[91037378]
503_24159	chr9	123835107	123835507	+	923	23.0	[9.276331, 8.830775]	[109, 157]	[6.4858923]	[146]	[123835285, 123835333]	[123835322]
503_24178	chr9	134065990	134066390	+	682	23.0	[7.7103596]	[135]	[]	[]	[134066224]	[]
503_24185	chrUn_GL000195v1	86281	86681	+	766	23.0	[7.3005238]	[151]	[]	[]	[86531]	[]
503_2419	chr20	49915296	49915696	+	1000	87.0	[9.467575, 10.897548]	[144, 159]	[]	[]	[49915521, 49915536]	[]
503_242	chr18	79679260	79679660	+	1000	200.0	[7.916553]	[78]	[]	[]	[79679434]	[]
503_24201	chrX	153947289	153947689	+	922	23.0	[]	[]	[7.57576]	[126]	[]	[153947515]
503_24202	chrX	154002323	154002723	+	631	23.0	[]	[]	[8.503526]	[155]	[]	[154002551]
503_24204	chr1	1115182	1115582	+	707	22.0	[]	[]	[6.406941]	[158]	[]	[1115418]
503_24207	chr1	1244234	1244634	+	811	22.0	[]	[]	[7.099728]	[145]	[]	[1244396]
503_24212	chr1	1954849	1955249	+	769	22.0	[12.327155, 14.901949, 14.901949, 14.901949]	[94, 112, 130, 148]	[]	[]	[1955016, 1955034, 1955052, 1955070]	[]
503_24240	chr1	15950511	15950911	+	670	22.0	[7.2428365]	[90]	[]	[]	[15950672]	[]
503_2429	chr3	198080525	198080925	+	1000	87.0	[10.150553]	[128]	[]	[]	[198080728]	[]
503_24297	chr1	45569913	45570313	+	662	22.0	[]	[]	[6.7925034]	[192]	[]	[45570162]
503_24305	chr1	52927167	52927567	+	844	22.0	[6.406941]	[90]	[]	[]	[52927349]	[]
503_24312	chr1	84724390	84724790	+	861	22.0	[]	[]	[7.915865]	[163]	[]	[84724618]
503_2433	chr5	132556768	132557168	+	1000	87.0	[8.880239]	[173]	[]	[]	[132557000]	[]
503_24351	chr1	161201022	161201422	+	786	22.0	[6.406941]	[198]	[]	[]	[161201242]	[]
503_24352	chr1	161622130	161622530	+	822	22.0	[]	[]	[7.349987, 12.963955]	[73, 99]	[]	[161622296, 161622322]
503_24353	chr1	162411793	162412193	+	805	22.0	[7.4008026]	[190]	[]	[]	[162412035]	[]
503_2437	chr6	20401685	20402085	+	1000	87.0	[]	[]	[7.4008026]	[152]	[]	[20401896]
503_24380	chr1	212485944	212486344	+	744	22.0	[]	[]	[7.3005238]	[153]	[]	[212486192]
503_24385	chr1	224430470	224430870	+	760	22.0	[10.389162]	[139]	[6.633814]	[103]	[224430670]	[224430634]
503_24409	chr1	246425089	246425489	+	853	22.0	[6.4858923, 8.929101]	[53, 121]	[]	[]	[246425241, 246425309]	[]
503_24419	chr10	17348468	17348868	+	611	22.0	[]	[]	[7.7851515]	[139]	[]	[17348698]
503_24422	chr10	45557551	45557951	+	765	22.0	[8.261184]	[67]	[]	[]	[45557707]	[]
503_24437	chr10	70743518	70743918	+	815	22.0	[]	[]	[6.406941]	[104]	[]	[70743706]
503_24438	chr10	70887289	70887689	+	764	22.0	[8.423885]	[159]	[]	[]	[70887511]	[]
503_24443	chr10	74854987	74855387	+	780	22.0	[6.615002]	[141]	[]	[]	[74855218]	[]
503_24458	chr10	102121152	102121552	+	563	22.0	[10.389162]	[116]	[]	[]	[102121361]	[]
503_24469	chr11	820908	821308	+	847	22.0	[]	[]	[7.8463583]	[150]	[]	[821148]
503_24472	chr11	2419668	2420068	+	824	22.0	[6.7055626]	[103]	[]	[]	[2419859]	[]
503_24473	chr11	2779515	2779915	+	638	22.0	[]	[]	[7.349987]	[111]	[]	[2779683]
503_24477	chr11	12845724	12846124	+	850	22.0	[8.123926]	[84]	[]	[]	[12845893]	[]
503_24485	chr11	57459399	57459799	+	835	22.0	[9.276331]	[218]	[]	[]	[57459638]	[]
503_24490	chr11	61753768	61754168	+	804	22.0	[]	[]	[8.77996]	[153]	[]	[61754013]
503_24516	chr11	111230273	111230673	+	707	22.0	[]	[]	[7.915865]	[122]	[]	[111230433]
503_24517	chr11	114220044	114220444	+	813	22.0	[]	[]	[8.423885]	[170]	[]	[114220227]
503_24533	chr12	9647772	9648172	+	709	22.0	[]	[]	[8.880239]	[80]	[]	[9647938]
503_2455	chr9	124861710	124862110	+	1000	87.0	[9.276331]	[151]	[]	[]	[124861954]	[]
503_24559	chr12	75977874	75978274	+	758	22.0	[8.76831]	[128]	[]	[]	[75978088]	[]
503_2456	chr9	129175796	129176196	+	1000	87.0	[]	[]	[8.638506]	[149]	[]	[129175996]
503_2457	chr9	130860802	130861202	+	1000	87.0	[]	[]	[11.851124]	[85]	[]	[130860984]
503_24579	chr12	125183164	125183564	+	802	22.0	[6.993913]	[158]	[]	[]	[125183409]	[]
503_2458	chr9	137205478	137205878	+	1000	87.0	[]	[]	[14.901949]	[95]	[]	[137205670]
503_24581	chr12	132475499	132475899	+	808	22.0	[8.880239]	[111]	[]	[]	[132475697]	[]
503_24582	chr13	19601675	19602075	+	860	22.0	[]	[]	[11.851124, 7.2925353]	[207, 213]	[]	[19601898, 19601904]
503_24583	chr13	32261533	32261933	+	622	22.0	[7.57576]	[119]	[]	[]	[32261712]	[]
503_24586	chr13	92512816	92513216	+	876	22.0	[]	[]	[7.3005238]	[140]	[]	[92512998]
503_24619	chr14	105199109	105199509	+	641	22.0	[]	[]	[8.880239]	[93]	[]	[105199298]
503_2462	chr1	42952482	42952882	+	1000	86.0	[10.310211]	[145]	[]	[]	[42952716]	[]
503_24626	chr15	41782875	41783275	+	734	22.0	[6.993913]	[119]	[]	[]	[41783064]	[]
503_24648	chr15	87610303	87610703	+	734	22.0	[]	[]	[6.461904]	[92]	[]	[87610483]
503_2465	chr1	157138309	157138709	+	1000	86.0	[]	[]	[9.834179]	[167]	[]	[157138535]
503_24657	chr16	785508	785908	+	842	22.0	[6.615002]	[137]	[]	[]	[785701]	[]
503_2466	chr1	161314205	161314605	+	1000	86.0	[8.503526]	[128]	[9.196355]	[116]	[161314393]	[161314381]
503_2468	chr1	225444819	225445219	+	1000	86.0	[10.310211]	[135]	[7.475481]	[95]	[225445036]	[225444996]
503_24683	chr16	55509015	55509415	+	822	22.0	[9.834179]	[109]	[]	[]	[55509202]	[]
503_24691	chr16	67672678	67673078	+	797	22.0	[]	[]	[7.475481]	[80]	[]	[67672835]
503_24734	chr17	9575571	9575971	+	706	22.0	[10.150553]	[92]	[]	[]	[9575731]	[]
503_24735	chr17	15257367	15257767	+	718	22.0	[11.941725]	[184]	[]	[]	[15257599]	[]
503_24739	chr17	28880245	28880645	+	700	22.0	[8.261184]	[73]	[8.423885]	[109]	[28880404]	[28880440]
503_24743	chr17	36928137	36928537	+	775	22.0	[10.835977]	[124]	[]	[]	[36928336]	[]
503_24744	chr17	36937803	36938203	+	846	22.0	[]	[]	[8.322755]	[156]	[]	[36938045]
503_24748	chr17	38728258	38728658	+	859	22.0	[10.421151]	[83]	[]	[]	[38728413]	[]
503_2475	chr12	52069807	52070207	+	1000	86.0	[]	[]	[13.471976]	[86]	[]	[52069974]
503_24750	chr17	39665934	39666334	+	822	22.0	[7.4008026]	[146]	[]	[]	[39666088]	[]
503_24756	chr17	43544038	43544438	+	770	22.0	[6.892782]	[95]	[]	[]	[43544212]	[]
503_2476	chr12	57752207	57752607	+	1000	86.0	[6.4167504, 6.780644, 6.862329]	[151, 178, 225]	[]	[]	[57752364, 57752391, 57752438]	[]
503_24760	chr17	45218908	45219308	+	806	22.0	[]	[]	[6.751365]	[146]	[]	[45219137]
503_24770	chr17	64390647	64391047	+	875	22.0	[6.8936343, 6.4858923, 8.497711]	[104, 147, 185]	[]	[]	[64390815, 64390858, 64390896]	[]
503_24773	chr17	75754469	75754869	+	721	22.0	[6.730932]	[117]	[]	[]	[75754633]	[]
503_24783	chr17	81704443	81704843	+	786	22.0	[7.3005238]	[178]	[]	[]	[81704647]	[]
503_24789	chr18	9706464	9706864	+	824	22.0	[7.1922565]	[158]	[]	[]	[9706673]	[]
503_24815	chr19	6100469	6100869	+	685	22.0	[14.901949]	[93]	[7.0677395, 7.659544]	[85, 150]	[6100649]	[6100641, 6100706]
503_24825	chr19	10553938	10554338	+	823	22.0	[]	[]	[7.8463583, 8.261184]	[178, 184]	[]	[10554156, 10554162]
503_24827	chr19	11227228	11227628	+	860	22.0	[7.4008026]	[87]	[]	[]	[11227396]	[]
503_2483	chr15	72783520	72783920	+	1000	86.0	[]	[]	[7.3395963]	[137]	[]	[72783744]
503_24834	chr19	14058926	14059326	+	842	22.0	[]	[]	[6.993913]	[138]	[]	[14059132]
503_24842	chr19	18104251	18104651	+	638	22.0	[]	[]	[7.2887807]	[178]	[]	[18104498]
503_2485	chr16	2968714	2969114	+	1000	86.0	[13.371697]	[108]	[]	[]	[2968906]	[]
503_24851	chr19	36838165	36838565	+	731	22.0	[12.327155]	[163]	[]	[]	[36838408]	[]
503_24900	chr2	54955614	54956014	+	876	22.0	[]	[]	[7.3395963]	[142]	[]	[54955836]
503_24903	chr2	64228222	64228622	+	861	22.0	[7.6478944]	[154]	[]	[]	[64228422]	[]
503_24907	chr2	65344646	65345046	+	703	22.0	[]	[]	[8.631947]	[107]	[]	[65344819]
503_2492	chr17	4987292	4987692	+	1000	86.0	[7.766382]	[86]	[]	[]	[4987459]	[]
503_24922	chr2	112626618	112627018	+	622	22.0	[9.366932]	[206]	[]	[]	[112626838]	[]
503_24923	chr2	118855560	118855960	+	808	22.0	[7.750857]	[131]	[6.993913]	[101]	[118855748]	[118855718]
503_24924	chr2	127067935	127068335	+	795	22.0	[11.206739]	[89]	[]	[]	[127068120]	[]
503_24926	chr2	130355044	130355444	+	731	22.0	[9.975595]	[144]	[]	[]	[130355259]	[]
503_2493	chr17	73192806	73193206	+	1000	86.0	[8.404206]	[80]	[8.404206]	[89]	[73192981]	[73192990]
503_24931	chr2	159497259	159497659	+	668	22.0	[]	[]	[9.005733]	[86]	[]	[159497428]
503_24934	chr2	170408971	170409371	+	789	22.0	[]	[]	[8.700586]	[183]	[]	[170409177]
503_24937	chr2	186884665	186885065	+	789	22.0	[10.897183, 7.753163]	[93, 135]	[]	[]	[186884848, 186884890]	[]
503_24951	chr20	25223156	25223556	+	597	22.0	[7.4008026]	[168]	[]	[]	[25223390]	[]
503_24954	chr20	34873935	34874335	+	816	22.0	[6.406941]	[140]	[7.108255]	[99]	[34874157]	[34874116]
503_24959	chr20	38863083	38863483	+	773	22.0	[]	[]	[8.830775]	[63]	[]	[38863238]
503_2496	chr18	9914482	9914882	+	1000	86.0	[]	[]	[7.367616]	[67]	[]	[9914646]
503_24960	chr20	44388469	44388869	+	678	22.0	[7.4008026]	[140]	[]	[]	[44388706]	[]
503_2498	chr19	13847588	13847988	+	1000	86.0	[]	[]	[12.327155]	[123]	[]	[13847799]
503_24984	chr20	64069633	64070033	+	676	22.0	[]	[]	[6.6002345, 6.4858923]	[138, 168]	[]	[64069822, 64069852]
503_25	chr1	53838410	53838810	+	1000	384.0	[9.276331]	[88]	[]	[]	[53838598]	[]
503_2500	chr19	17751280	17751680	+	1000	86.0	[9.196355]	[168]	[10.897183]	[118]	[17751500]	[17751450]
503_25013	chr22	19135252	19135652	+	772	22.0	[]	[]	[6.655864]	[178]	[]	[19135489]
503_2502	chr2	68157693	68158093	+	1000	86.0	[]	[]	[10.897548]	[134]	[]	[68157925]
503_2503	chr2	176269224	176269624	+	1000	86.0	[8.404206, 12.885004]	[117, 149]	[]	[]	[176269403, 176269435]	[]
503_25039	chr22	20307628	20308028	+	797	22.0	[9.366932]	[119]	[]	[]	[20307782]	[]
503_25068	chr22	22198435	22198835	+	736	22.0	[]	[]	[8.77996]	[101]	[]	[22198612]
503_25070	chr22	22363351	22363751	+	548	22.0	[]	[]	[7.915865]	[128]	[]	[22363514]
503_25072	chr22	22446660	22447060	+	870	22.0	[]	[]	[6.730932]	[199]	[]	[22446878]
503_25079	chr22	22633415	22633815	+	555	22.0	[]	[]	[7.716919]	[91]	[]	[22633586]
503_2508	chr21	25607344	25607744	+	1000	86.0	[9.467575]	[86]	[]	[]	[25607523]	[]
503_25084	chr22	22825467	22825867	+	755	22.0	[6.993913]	[135]	[]	[]	[22825682]	[]
503_25088	chr22	23521826	23522226	+	786	22.0	[]	[]	[8.681774]	[140]	[]	[23522065]
503_25089	chr22	29470271	29470671	+	887	22.0	[7.2887807]	[155]	[]	[]	[29470512]	[]
503_25090	chr22	29799205	29799605	+	857	22.0	[]	[]	[10.897183]	[105]	[]	[29799388]
503_251	chr7	123748978	123749378	+	1000	196.0	[]	[]	[9.1897955]	[119]	[]	[123749197]
503_25100	chr22	41512783	41513183	+	773	22.0	[7.475481]	[89]	[]	[]	[41512958]	[]
503_25123	chr3	14532672	14533072	+	570	22.0	[9.4167595]	[64]	[]	[]	[14532826]	[]
503_25127	chr3	25663240	25663640	+	592	22.0	[]	[]	[8.155915]	[135]	[]	[25663472]
503_2514	chr4	76148320	76148720	+	1000	86.0	[9.1897955]	[149]	[14.901949]	[210]	[76148500]	[76148561]
503_25140	chr3	50365205	50365605	+	624	22.0	[]	[]	[6.591707]	[68]	[]	[50365364]
503_25141	chr3	51682054	51682454	+	838	22.0	[]	[]	[10.310211]	[106]	[]	[51682218]
503_25143	chr3	52052815	52053215	+	816	22.0	[]	[]	[12.327155]	[122]	[]	[52053010]
503_25147	chr3	126389257	126389657	+	626	22.0	[6.8739552]	[96]	[]	[]	[126389441]	[]
503_25149	chr3	133892438	133892838	+	752	22.0	[11.819135]	[94]	[]	[]	[133892597]	[]
503_25173	chr4	40205377	40205777	+	720	22.0	[]	[]	[11.819135]	[175]	[]	[40205620]
503_25179	chr4	56958135	56958535	+	814	22.0	[8.372218]	[145]	[]	[]	[56958376]	[]
503_25182	chr4	80265529	80265929	+	737	22.0	[]	[]	[6.615002]	[158]	[]	[80265722]
503_25192	chr5	672986	673386	+	880	22.0	[10.897548]	[113]	[]	[]	[673197]	[]
503_25195	chr5	5495018	5495418	+	850	22.0	[]	[]	[7.8463583]	[121]	[]	[5495218]
503_252	chr9	131278021	131278421	+	1000	196.0	[]	[]	[8.130486, 6.882673]	[102, 141]	[]	[131278212, 131278251]
503_25212	chr5	65721278	65721678	+	841	22.0	[]	[]	[6.993913]	[88]	[]	[65721464]
503_25221	chr5	132103628	132104028	+	715	22.0	[]	[]	[12.327155]	[91]	[]	[132103790]
503_25241	chr5	180868954	180869354	+	831	22.0	[]	[]	[8.130486]	[69]	[]	[180869119]
503_25248	chr6	3338795	3339195	+	739	22.0	[7.4008026, 7.7460794]	[121, 193]	[]	[]	[3338949, 3339021]	[]
503_25261	chr6	14473050	14473450	+	817	22.0	[]	[]	[7.1016955]	[151]	[]	[14473280]
503_25274	chr6	26366509	26366909	+	770	22.0	[]	[]	[7.8463583]	[144]	[]	[26366726]
503_253	chr22	19891524	19891924	+	1000	195.0	[11.819135]	[92]	[]	[]	[19891714]	[]
503_2530	chr9	95875814	95876214	+	1000	86.0	[7.659544, 6.4167504]	[125, 156]	[7.7103596]	[82]	[95876034, 95876065]	[95875991]
503_25308	chr6	43129440	43129840	+	804	22.0	[]	[]	[8.880239]	[155]	[]	[43129644]
503_25315	chr6	45436755	45437155	+	628	22.0	[]	[]	[8.261184]	[175]	[]	[45436978]
503_25318	chr6	104705078	104705478	+	856	22.0	[8.77996]	[97]	[]	[]	[104705270]	[]
503_2532	chr9	132354763	132355163	+	1000	86.0	[11.851124]	[124]	[]	[]	[132354978]	[]
503_25325	chr6	139625497	139625897	+	880	22.0	[]	[]	[6.615002]	[172]	[]	[139625737]
503_25326	chr6	149043466	149043866	+	723	22.0	[7.3005238]	[147]	[]	[]	[149043711]	[]
