#PeakID(python scan_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_29862	chr11	118522707	118523107	+	1000	51.0	[]	[]	[6.8930507, 7.87297]	[75, 95]	[]	[118522877, 118522897]
758_29863	chr12	9749118	9749518	+	1000	51.0	[10.7555]	[169]	[]	[]	[9749355]	[]
758_29864	chr12	47361361	47361761	+	1000	51.0	[]	[]	[9.957938]	[104]	[]	[47361549]
758_29865	chr12	49366769	49367169	+	1000	51.0	[]	[]	[6.7416005, 7.87297]	[98, 142]	[]	[49366966, 49367010]
758_29867	chr12	52064505	52064905	+	1000	51.0	[]	[]	[6.8930507, 8.458068]	[84, 123]	[]	[52064674, 52064713]
758_29868	chr12	52927224	52927624	+	1000	51.0	[9.438231, 8.458068]	[136, 142]	[8.245038]	[93]	[52927455, 52927461]	[52927412]
758_2987	chr15	48925792	48926192	+	1000	208.5	[9.957938, 14.245327]	[130, 136]	[]	[]	[48926011, 48926017]	[]
758_29873	chr12	93708301	93708701	+	1000	51.0	[]	[]	[8.87635]	[148]	[]	[93708512]
758_29874	chr12	95203168	95203568	+	1000	51.0	[]	[]	[6.773207, 8.693299]	[102, 108]	[]	[95203358, 95203364]
758_29875	chr12	100267053	100267453	+	1000	51.0	[]	[]	[7.6377397]	[83]	[]	[100267232]
758_29876	chr12	104171682	104172082	+	1000	51.0	[]	[]	[6.780856]	[142]	[]	[104171905]
758_29877	chr12	104788732	104789132	+	1000	51.0	[14.245327, 6.7416005]	[104, 179]	[]	[]	[104788889, 104788964]	[]
758_29881	chr12	124867425	124867825	+	1000	51.0	[6.743228, 10.7555]	[93, 115]	[]	[]	[124867588, 124867610]	[]
758_29883	chr13	19634277	19634677	+	1000	51.0	[7.25846]	[164]	[]	[]	[19634498]	[]
758_29884	chr13	52652046	52652446	+	1000	51.0	[7.5565295]	[162]	[]	[]	[52652267]	[]
758_29885	chr13	95227009	95227409	+	1000	51.0	[6.8401775]	[90]	[11.575829]	[99]	[95227182]	[95227191]
758_29886	chr13	95280504	95280904	+	1000	51.0	[10.770176, 7.87297]	[136, 141]	[11.127567, 6.780856]	[80, 99]	[95280725, 95280730]	[95280669, 95280688]
758_29887	chr13	113862919	113863319	+	1000	51.0	[]	[]	[6.780856, 11.575829]	[141, 202]	[]	[113863105, 113863166]
758_29889	chr14	35374287	35374687	+	1000	51.0	[10.770176]	[152]	[7.250373]	[160]	[35374495]	[35374503]
758_29890	chr14	37027317	37027717	+	1000	51.0	[]	[]	[11.575829]	[114]	[]	[37027526]
758_29891	chr14	68748626	68749026	+	1000	51.0	[11.54585]	[111]	[6.738754, 7.220394]	[80, 128]	[68748836]	[68748805, 68748853]
758_29892	chr14	76720368	76720768	+	1000	51.0	[8.245038]	[207]	[]	[]	[76720609]	[]
758_29893	chr14	95536029	95536429	+	1000	51.0	[8.458068]	[150]	[]	[]	[95536267]	[]
758_29896	chr14	105480875	105481275	+	1000	51.0	[6.8401775]	[120]	[]	[]	[105481065]	[]
758_29899	chr15	63840931	63841331	+	1000	51.0	[]	[]	[6.8439474]	[88]	[]	[63841111]
758_2990	chr19	49717477	49717877	+	1000	208.5	[8.458068]	[135]	[14.245327, 9.411099]	[158, 180]	[49717676]	[49717699, 49717721]
758_29900	chr15	64426954	64427354	+	925	51.0	[6.8401775, 14.245327]	[108, 121]	[14.245327]	[174]	[64427131, 64427144]	[64427197]
758_29901	chr15	75150053	75150453	+	1000	51.0	[7.5565295]	[148]	[]	[]	[75150229]	[]
758_29902	chr15	83192786	83193186	+	1000	51.0	[]	[]	[8.693299, 9.438231]	[97, 102]	[]	[83192964, 83192969]
758_29904	chr15	90872231	90872631	+	1000	51.0	[]	[]	[9.802997]	[107]	[]	[90872422]
758_29905	chr16	4374118	4374518	+	1000	51.0	[]	[]	[7.250373]	[116]	[]	[4374328]
758_29908	chr16	30570973	30571373	+	974	51.0	[9.56255]	[139]	[]	[]	[30571133]	[]
758_29909	chr16	58020511	58020911	+	1000	51.0	[]	[]	[11.362798, 11.362798, 8.693299, 8.693299]	[95, 124, 158, 175]	[]	[58020666, 58020695, 58020729, 58020746]
758_29911	chr16	88461876	88462276	+	1000	51.0	[8.245038]	[132]	[]	[]	[88462083]	[]
758_29912	chr17	6452848	6453248	+	1000	51.0	[]	[]	[11.362798, 8.693299, 7.87297, 8.87635, 7.87297]	[92, 126, 140, 149, 159]	[]	[6453027, 6453061, 6453075, 6453084, 6453094]
758_29913	chr17	7356185	7356585	+	1000	51.0	[7.652416]	[124]	[]	[]	[7356387]	[]
758_29915	chr17	28475415	28475815	+	1000	51.0	[]	[]	[7.2884393, 6.7661796]	[113, 159]	[]	[28475604, 28475650]
758_29918	chr17	45353028	45353428	+	1000	51.0	[]	[]	[11.575829, 6.7416005]	[82, 105]	[]	[45353208, 45353231]
758_29919	chr17	46156533	46156933	+	1000	51.0	[]	[]	[11.575829]	[96]	[]	[46156723]
758_2992	chr22	22547695	22548095	+	1000	208.5	[]	[]	[6.7416005]	[102]	[]	[22547888]
758_29921	chr17	48580593	48580993	+	1000	51.0	[]	[]	[7.6377397]	[184]	[]	[48580785]
758_29923	chr17	57432595	57432995	+	1000	51.0	[]	[]	[7.037342, 11.54585]	[84, 127]	[]	[57432769, 57432812]
758_29925	chr17	64496566	64496966	+	1000	51.0	[]	[]	[6.773207]	[146]	[]	[64496725]
758_29928	chr17	76237313	76237713	+	1000	51.0	[]	[]	[8.1006775]	[91]	[]	[76237494]
758_29929	chr17	76382909	76383309	+	1000	51.0	[]	[]	[14.245327]	[184]	[]	[76383158]
758_2993	chr7	106590425	106590825	+	1000	208.5	[7.6377397, 14.245327, 8.056022]	[71, 97, 116]	[]	[]	[106590591, 106590617, 106590636]	[]
758_29930	chr17	77957399	77957799	+	1000	51.0	[6.6800203, 6.6800203]	[95, 109]	[6.7687325]	[84]	[77957576, 77957590]	[77957565]
758_29935	chr18	9829075	9829475	+	1000	51.0	[6.5722647]	[141]	[]	[]	[9829305]	[]
758_29936	chr18	31702362	31702762	+	1000	51.0	[9.438231]	[153]	[]	[]	[31702584]	[]
758_29938	chr19	1876292	1876692	+	1000	51.0	[]	[]	[6.8930507]	[98]	[]	[1876465]
758_29939	chr19	1930221	1930621	+	1000	51.0	[9.081597]	[60]	[]	[]	[1930377]	[]
758_29940	chr19	3579588	3579988	+	1000	51.0	[8.87635]	[65]	[8.245038]	[135]	[3579753]	[3579823]
758_29941	chr19	5401719	5402119	+	1000	51.0	[8.245038, 7.6377397, 7.6377397]	[107, 114, 142]	[]	[]	[5401900, 5401907, 5401935]	[]
758_29942	chr19	8578898	8579298	+	613	51.0	[6.7035384]	[106]	[]	[]	[8579062]	[]
758_29943	chr19	9115351	9115751	+	1000	51.0	[7.6377397]	[133]	[]	[]	[9115576]	[]
758_29947	chr19	32361579	32361979	+	1000	51.0	[]	[]	[7.87297, 7.87297, 7.87297, 10.7555, 7.87297, 7.87297, 7.87297]	[59, 64, 73, 78, 119, 145, 150]	[]	[32361732, 32361737, 32361746, 32361751, 32361792, 32361818, 32361823]
758_29948	chr19	34232525	34232925	+	1000	51.0	[]	[]	[6.738754]	[103]	[]	[34232715]
758_29952	chr19	47035013	47035413	+	1000	51.0	[7.6377397]	[185]	[]	[]	[47035217]	[]
758_29955	chr19	50738712	50739112	+	1000	51.0	[]	[]	[7.6377397, 8.458068, 7.87297]	[137, 170, 177]	[]	[50738899, 50738932, 50738939]
758_29956	chr19	51810268	51810668	+	1000	51.0	[]	[]	[6.8930507]	[97]	[]	[51810454]
758_29958	chr19	53102025	53102425	+	1000	51.0	[]	[]	[6.7035384, 9.56255]	[155, 193]	[]	[53102223, 53102261]
758_2996	chr1	53196437	53196837	+	1000	208.0	[6.7416005]	[100]	[7.0754085]	[81]	[53196626]	[53196607]
758_29961	chr19	56125849	56126249	+	1000	51.0	[11.362798]	[103]	[]	[]	[56126048]	[]
758_29965	chr2	11279298	11279698	+	1000	51.0	[9.081597]	[202]	[]	[]	[11279546]	[]
758_29966	chr2	11747148	11747548	+	1000	51.0	[7.3734775]	[112]	[]	[]	[11747346]	[]
758_29968	chr2	26768135	26768535	+	1000	51.0	[]	[]	[6.780856, 10.7555]	[106, 138]	[]	[26768329, 26768361]
758_2997	chr1	146021639	146022039	+	1000	208.0	[6.780856]	[121]	[]	[]	[146021847]	[]
758_29973	chr2	68878239	68878639	+	1000	51.0	[7.652416, 6.8930507]	[126, 132]	[]	[]	[68878445, 68878451]	[]
758_29974	chr2	69995518	69995918	+	899	51.0	[11.127567, 6.8930507, 11.127567, 7.6377397]	[79, 85, 139, 146]	[]	[]	[69995684, 69995690, 69995744, 69995751]	[]
758_29975	chr2	70141734	70142134	+	1000	51.0	[6.7416005]	[156]	[]	[]	[70141942]	[]
758_29977	chr2	98457250	98457650	+	1000	51.0	[9.543426]	[66]	[]	[]	[98457410]	[]
758_29979	chr2	118730065	118730465	+	725	51.0	[]	[]	[8.458068]	[193]	[]	[118730279]
758_2998	chr1	175125364	175125764	+	1000	208.0	[]	[]	[6.8930507, 7.87297, 7.6377397, 6.8930507, 7.2884393]	[85, 107, 126, 141, 151]	[]	[175125528, 175125550, 175125569, 175125584, 175125594]
758_29982	chr2	174224545	174224945	+	1000	51.0	[6.7416005]	[152]	[6.8439474]	[139]	[174224774]	[174224761]
758_29984	chr2	219475280	219475680	+	919	51.0	[6.660896, 6.773207, 6.6800203]	[69, 104, 142]	[]	[]	[219475431, 219475466, 219475504]	[]
758_29986	chr2	232696998	232697398	+	1000	51.0	[7.87297]	[122]	[]	[]	[232697209]	[]
758_29987	chr20	3839311	3839711	+	1000	51.0	[7.87297]	[145]	[]	[]	[3839533]	[]
758_29988	chr20	6055161	6055561	+	1000	51.0	[]	[]	[8.458068]	[128]	[]	[6055376]
758_29989	chr20	20410710	20411110	+	1000	51.0	[]	[]	[6.8930507]	[146]	[]	[20410939]
758_2999	chr11	78392877	78393277	+	1000	208.0	[9.919872]	[127]	[]	[]	[78393100]	[]
758_29990	chr20	35306951	35307351	+	1000	51.0	[7.5565295]	[174]	[]	[]	[35307201]	[]
758_29991	chr20	38997591	38997991	+	1000	51.0	[6.873926]	[109]	[]	[]	[38997778]	[]
758_29994	chr20	44736126	44736526	+	1000	51.0	[]	[]	[8.693299]	[109]	[]	[44736327]
758_29997	chr20	47315702	47316102	+	1000	51.0	[7.220394]	[137]	[]	[]	[47315934]	[]
758_29998	chr20	49700535	49700935	+	1000	51.0	[8.056022]	[102]	[]	[]	[49700737]	[]
758_29999	chr20	50436170	50436570	+	1000	51.0	[10.256007]	[96]	[6.780856]	[72]	[50436358]	[50436334]
758_300	chr19	14206795	14207195	+	1000	516.5	[]	[]	[7.87297]	[83]	[]	[14206966]
758_30003	chr21	37273327	37273727	+	869	51.0	[8.458068, 6.8930507, 6.7687325]	[104, 110, 143]	[]	[]	[37273512, 37273518, 37273551]	[]
758_30004	chr22	19244880	19245280	+	1000	51.0	[11.362798, 9.957938, 9.373037]	[159, 181, 187]	[]	[]	[19245086, 19245108, 19245114]	[]
758_30007	chr22	20437002	20437402	+	999	51.0	[]	[]	[8.458068, 8.056022]	[121, 181]	[]	[20437170, 20437230]
758_3001	chr12	47080465	47080865	+	1000	208.0	[9.56255, 8.245038]	[70, 103]	[]	[]	[47080634, 47080667]	[]
758_30010	chr22	21716424	21716824	+	1000	51.0	[7.6377397]	[208]	[]	[]	[21716650]	[]
758_30012	chr22	21887635	21888035	+	1000	51.0	[]	[]	[10.7555]	[115]	[]	[21887836]
758_30015	chr22	22509579	22509979	+	1000	51.0	[]	[]	[7.2884393]	[173]	[]	[22509829]
758_30019	chr22	41048725	41049125	+	641	51.0	[]	[]	[6.7035384, 11.575829]	[90, 138]	[]	[41048881, 41048929]
758_30020	chr22	42940219	42940619	+	1000	51.0	[14.245327]	[104]	[11.362798, 8.458068]	[96, 140]	[42940418]	[42940410, 42940454]
758_30021	chr22	45159668	45160068	+	1000	51.0	[]	[]	[14.245327, 14.245327]	[97, 146]	[]	[45159850, 45159899]
758_30023	chr3	9638928	9639328	+	1000	51.0	[]	[]	[7.87297, 7.87297, 7.87297]	[87, 96, 127]	[]	[9639110, 9639119, 9639150]
758_30025	chr3	33650475	33650875	+	1000	51.0	[10.770176, 11.575829, 6.7687325]	[127, 133, 169]	[]	[]	[33650659, 33650665, 33650701]	[]
758_30026	chr3	38030240	38030640	+	995	51.0	[]	[]	[9.543426]	[192]	[]	[38030461]
758_30029	chr3	42581370	42581770	+	1000	51.0	[]	[]	[7.652416]	[193]	[]	[42581605]
758_3003	chr2	170139219	170139619	+	1000	208.0	[6.7416005]	[80]	[]	[]	[170139396]	[]
758_30030	chr3	45126062	45126462	+	906	51.0	[7.0754085]	[148]	[7.87297, 7.6377397]	[79, 95]	[45126297]	[45126228, 45126244]
758_30032	chr3	47722792	47723192	+	1000	51.0	[6.7416005]	[218]	[]	[]	[47723039]	[]
758_30034	chr3	50242859	50243259	+	700	51.0	[11.575829, 9.442706]	[87, 160]	[]	[]	[50243033, 50243106]	[]
758_30035	chr3	52080855	52081255	+	1000	51.0	[]	[]	[6.685237, 6.780856]	[106, 128]	[]	[52081056, 52081078]
758_30037	chr3	84224238	84224638	+	1000	51.0	[]	[]	[7.87297, 6.863072]	[96, 136]	[]	[84224424, 84224464]
758_30040	chr3	134243173	134243573	+	1000	51.0	[]	[]	[6.8930507]	[94]	[]	[134243341]
758_30042	chr3	139329377	139329777	+	1000	51.0	[6.780856]	[112]	[]	[]	[139329573]	[]
758_30043	chr3	150414267	150414667	+	1000	51.0	[6.780856]	[123]	[]	[]	[150414478]	[]
758_30046	chr3	194098391	194098791	+	563	51.0	[8.428089, 6.7687325, 8.693299]	[135, 162, 167]	[]	[]	[194098601, 194098628, 194098633]	[]
758_30048	chr4	1632080	1632480	+	1000	51.0	[7.1035194, 11.575829, 6.6800203]	[107, 113, 164]	[]	[]	[1632273, 1632279, 1632330]	[]
758_30049	chr4	1788586	1788986	+	793	51.0	[7.3734775]	[134]	[]	[]	[1788814]	[]
758_30050	chr4	1910570	1910970	+	1000	51.0	[]	[]	[9.081597, 6.8401775]	[123, 153]	[]	[1910783, 1910813]
758_30051	chr4	2020103	2020503	+	1000	51.0	[]	[]	[7.87297]	[163]	[]	[2020291]
758_30052	chr4	4859160	4859560	+	1000	51.0	[7.6377397, 7.25846]	[122, 157]	[]	[]	[4859366, 4859401]	[]
758_30057	chr4	40150120	40150520	+	1000	51.0	[8.87635]	[122]	[]	[]	[40150316]	[]
758_30058	chr4	40621632	40622032	+	1000	51.0	[6.7687325, 9.56255]	[65, 86]	[]	[]	[40621787, 40621808]	[]
758_30059	chr4	48285617	48286017	+	1000	51.0	[]	[]	[11.575829]	[131]	[]	[48285843]
758_30060	chr4	55667143	55667543	+	872	51.0	[6.7661796, 11.575829]	[124, 131]	[6.780856]	[148]	[55667360, 55667367]	[55667384]
758_30063	chr4	86973592	86973992	+	1000	51.0	[]	[]	[7.87297, 7.87297, 7.87297, 10.7555, 7.87297, 7.87297]	[62, 84, 92, 97, 104, 116]	[]	[86973748, 86973770, 86973778, 86973783, 86973790, 86973802]
758_30066	chr4	128737199	128737599	+	1000	51.0	[10.770176]	[130]	[14.245327]	[122]	[128737425]	[128737417]
758_30067	chr4	144058001	144058401	+	1000	51.0	[]	[]	[7.87297]	[161]	[]	[144058247]
758_30068	chr4	172960269	172960669	+	1000	51.0	[10.7555]	[215]	[]	[]	[172960505]	[]
758_30069	chr4	173264561	173264961	+	1000	51.0	[]	[]	[7.25846]	[53]	[]	[173264712]
758_3007	chr5	43073987	43074387	+	1000	208.0	[6.7416005, 8.220124]	[100, 122]	[11.127567]	[83]	[43074161, 43074183]	[43074144]
758_30071	chr4	177907781	177908181	+	839	51.0	[]	[]	[6.780856]	[88]	[]	[177907963]
758_30074	chr5	56003149	56003549	+	1000	51.0	[7.5565295]	[165]	[]	[]	[56003400]	[]
758_30075	chr5	75338716	75339116	+	1000	51.0	[]	[]	[9.919872, 7.6377397]	[68, 110]	[]	[75338881, 75338923]
758_30076	chr5	79774499	79774899	+	1000	51.0	[]	[]	[8.458068]	[126]	[]	[79774721]
758_30078	chr5	119334979	119335379	+	1000	51.0	[]	[]	[6.673559]	[124]	[]	[119335185]
758_30081	chr6	3000556	3000956	+	1000	51.0	[]	[]	[8.690641]	[162]	[]	[3000736]
758_30084	chr6	14720538	14720938	+	1000	51.0	[8.056022, 8.734424, 7.2884393]	[97, 109, 119]	[]	[]	[14720703, 14720715, 14720725]	[]
758_30085	chr6	19851790	19852190	+	1000	51.0	[]	[]	[11.127567, 10.256007]	[75, 105]	[]	[19851957, 19851987]
758_3009	chr6	159966361	159966761	+	1000	208.0	[]	[]	[6.773207, 7.2884393]	[136, 146]	[]	[159966593, 159966603]
758_30091	chr6	37115502	37115902	+	1000	51.0	[6.7416005]	[153]	[]	[]	[37115730]	[]
758_30092	chr6	41766948	41767348	+	1000	51.0	[6.743228]	[144]	[7.220394]	[130]	[41767160]	[41767146]
758_30096	chr6	109292106	109292506	+	1000	51.0	[7.280349]	[111]	[]	[]	[109292283]	[]
758_30097	chr6	111250888	111251288	+	1000	51.0	[10.256007]	[79]	[6.9204674]	[133]	[111251061]	[111251115]
758_30098	chr6	129711643	129712043	+	1000	51.0	[]	[]	[6.773207]	[115]	[]	[129711818]
758_30099	chr6	133804371	133804771	+	1000	51.0	[14.245327]	[119]	[]	[]	[133804581]	[]
758_3010	chr7	150317972	150318372	+	1000	208.0	[]	[]	[8.428089, 8.734424]	[117, 137]	[]	[150318185, 150318205]
758_30100	chr6	156717903	156718303	+	1000	51.0	[7.6377397, 8.458068]	[86, 107]	[]	[]	[156718080, 156718101]	[]
758_30101	chr6	157460379	157460779	+	1000	51.0	[7.87297]	[155]	[]	[]	[157460584]	[]
758_30102	chr6	157786231	157786631	+	1000	51.0	[10.7555, 10.7555]	[132, 161]	[]	[]	[157786447, 157786476]	[]
758_30103	chr6	158814052	158814452	+	1000	51.0	[]	[]	[6.863072]	[113]	[]	[158814258]
758_30105	chr6	167834068	167834468	+	1000	51.0	[]	[]	[6.873926]	[83]	[]	[167834247]
758_30106	chr7	1875371	1875771	+	1000	51.0	[7.87297, 8.693299]	[77, 130]	[]	[]	[1875541, 1875594]	[]
758_30107	chr7	4905179	4905579	+	1000	51.0	[6.7687325, 8.458068, 11.575829, 6.7416005, 6.7687325, 8.458068, 6.7416005, 8.458068, 6.7416005]	[103, 118, 124, 130, 136, 139, 145, 157, 186]	[]	[]	[4905342, 4905357, 4905363, 4905369, 4905375, 4905378, 4905384, 4905396, 4905425]	[]
758_30110	chr7	55425359	55425759	+	1000	51.0	[]	[]	[7.6377397, 11.575829, 6.6800203]	[70, 106, 159]	[]	[55425510, 55425546, 55425599]
758_30111	chr7	65762898	65763298	+	1000	51.0	[]	[]	[9.957938]	[110]	[]	[65763081]
758_30113	chr7	74057969	74058369	+	1000	51.0	[]	[]	[11.575829, 7.6377397, 6.8930507, 8.458068]	[78, 104, 114, 120]	[]	[74058135, 74058161, 74058171, 74058177]
758_30118	chr7	128199938	128200338	+	1000	51.0	[]	[]	[8.458068]	[102]	[]	[128200108]
758_30129	chr8	28386586	28386986	+	1000	51.0	[]	[]	[8.056022]	[148]	[]	[28386801]
758_3013	chr11	65135061	65135461	+	1000	207.5	[6.6800203]	[119]	[]	[]	[65135280]	[]
758_30130	chr8	30324609	30325009	+	1000	51.0	[]	[]	[11.575829]	[137]	[]	[30324833]
758_30136	chr8	127945468	127945868	+	861	51.0	[]	[]	[9.56255, 10.7555, 7.0754085]	[101, 107, 157]	[]	[127945662, 127945668, 127945718]
758_30139	chr9	68747891	68748291	+	1000	51.0	[10.7555]	[134]	[9.957938, 7.25846]	[93, 99]	[68748124]	[68748083, 68748089]
758_30142	chr9	92312900	92313300	+	1000	51.0	[7.0754085]	[133]	[8.245038, 11.575829]	[77, 148]	[92313126]	[92313070, 92313141]
758_30143	chr9	93577465	93577865	+	1000	51.0	[8.245038]	[105]	[]	[]	[93577657]	[]
758_30145	chr9	98415715	98416115	+	659	51.0	[]	[]	[9.438231]	[79]	[]	[98415869]
758_30146	chr9	128914070	128914470	+	1000	51.0	[7.5565295]	[151]	[]	[]	[128914288]	[]
758_30147	chr9	130714799	130715199	+	1000	51.0	[]	[]	[6.7661796]	[124]	[]	[130715012]
758_3015	chr17	78665881	78666281	+	1000	207.5	[]	[]	[7.3734775, 6.660896]	[153, 164]	[]	[78666078, 78666089]
758_30152	chr9	136927794	136928194	+	1000	51.0	[]	[]	[9.919872, 9.919872, 9.957938]	[82, 91, 130]	[]	[136927958, 136927967, 136928006]
758_30155	chrX	2426311	2426711	+	860	51.0	[]	[]	[6.8930507, 7.87297, 8.458068, 7.6377397, 6.8930507]	[121, 128, 168, 175, 196]	[]	[2426485, 2426492, 2426532, 2426539, 2426560]
758_30158	chrX	118727352	118727752	+	1000	51.0	[6.773207, 6.8930507]	[116, 122]	[]	[]	[118727565, 118727571]	[]
758_3016	chr19	7903324	7903724	+	1000	207.5	[6.780856]	[158]	[]	[]	[7903534]	[]
758_30160	chrX	154719203	154719603	+	1000	51.0	[6.780856]	[136]	[]	[]	[154719433]	[]
758_30162	chr1	1399360	1399760	+	1000	50.5	[]	[]	[6.673559]	[137]	[]	[1399596]
758_30166	chr1	11881327	11881727	+	1000	50.5	[9.919872]	[130]	[6.7416005]	[145]	[11881534]	[11881549]
758_30167	chr1	12014193	12014593	+	1000	50.5	[]	[]	[14.245327, 8.245038]	[130, 136]	[]	[12014399, 12014405]
758_30170	chr1	23375120	23375520	+	1000	50.5	[10.7555]	[66]	[]	[]	[23375285]	[]
758_30172	chr1	23557181	23557581	+	1000	50.5	[7.6377397]	[168]	[6.8930507]	[116]	[23557421]	[23557369]
758_30173	chr1	24641521	24641921	+	1000	50.5	[8.056022]	[67]	[]	[]	[24641675]	[]
758_30174	chr1	25992121	25992521	+	1000	50.5	[7.250373, 8.458068, 11.575829]	[63, 86, 118]	[]	[]	[25992277, 25992300, 25992332]	[]
758_30176	chr1	36217656	36218056	+	1000	50.5	[]	[]	[9.56255, 9.56255]	[93, 121]	[]	[36217829, 36217857]
758_3018	chr2	12852117	12852517	+	1000	207.5	[]	[]	[9.919872, 9.411099]	[92, 100]	[]	[12852287, 12852295]
758_30181	chr1	51740674	51741074	+	1000	50.5	[11.127567, 7.220394]	[92, 124]	[8.87635]	[82]	[51740866, 51740898]	[51740856]
758_30182	chr1	61055012	61055412	+	1000	50.5	[14.245327, 8.056022]	[117, 147]	[8.245038]	[163]	[61055190, 61055220]	[61055236]
758_30183	chr1	62135721	62136121	+	1000	50.5	[]	[]	[7.280349]	[56]	[]	[62135875]
758_30184	chr1	65323278	65323678	+	1000	50.5	[]	[]	[14.245327]	[114]	[]	[65323478]
758_30185	chr1	70041631	70042031	+	963	50.5	[11.127567]	[142]	[8.693299]	[78]	[70041859]	[70041795]
758_30188	chr1	95119279	95119679	+	1000	50.5	[6.685237]	[150]	[]	[]	[95119484]	[]
758_30192	chr1	124377008	124377408	+	1000	50.5	[9.802997]	[104]	[]	[]	[124377204]	[]
758_30193	chr1	146012987	146013387	+	893	50.5	[6.773207]	[136]	[]	[]	[146013200]	[]
758_30194	chr1	150764823	150765223	+	1000	50.5	[6.780856, 9.56255]	[65, 116]	[]	[]	[150764988, 150765039]	[]
758_30195	chr1	155242932	155243332	+	1000	50.5	[]	[]	[6.780856]	[112]	[]	[155243119]
758_30196	chr1	156161401	156161801	+	972	50.5	[8.245038, 7.1035194]	[121, 162]	[]	[]	[156161592, 156161633]	[]
758_30197	chr1	156497888	156498288	+	1000	50.5	[7.5565295]	[112]	[]	[]	[156498089]	[]
758_30198	chr1	160399008	160399408	+	956	50.5	[7.87297]	[123]	[8.859356]	[138]	[160399159]	[160399174]
758_30199	chr1	160626739	160627139	+	1000	50.5	[]	[]	[7.87297, 7.037342, 6.6800203]	[101, 121, 147]	[]	[160626922, 160626942, 160626968]
758_302	chr7	50359944	50360344	+	1000	516.5	[6.6800203]	[87]	[]	[]	[50360129]	[]
758_30200	chr1	167637047	167637447	+	1000	50.5	[]	[]	[6.780856]	[164]	[]	[167637259]
758_30202	chr1	174144406	174144806	+	1000	50.5	[]	[]	[6.863072]	[162]	[]	[174144638]
758_30204	chr1	201999618	202000018	+	1000	50.5	[7.037342]	[164]	[]	[]	[201999835]	[]
758_30205	chr1	203268929	203269329	+	1000	50.5	[]	[]	[14.245327, 6.8401775, 8.245038]	[105, 150, 176]	[]	[203269102, 203269147, 203269173]
758_30207	chr1	207671095	207671495	+	905	50.5	[9.919872]	[143]	[]	[]	[207671323]	[]
758_30208	chr1	211515719	211516119	+	1000	50.5	[8.428089]	[178]	[]	[]	[211515943]	[]
758_30212	chr1	244332837	244333237	+	1000	50.5	[7.87297, 7.87297, 7.87297, 7.87297]	[133, 138, 143, 148]	[]	[]	[244333005, 244333010, 244333015, 244333020]	[]
758_30218	chr10	23330861	23331261	+	893	50.5	[9.56255]	[130]	[]	[]	[23331062]	[]
758_30220	chr10	58218023	58218423	+	979	50.5	[7.2884393]	[116]	[]	[]	[58218234]	[]
758_30222	chr10	72682708	72683108	+	943	50.5	[]	[]	[7.220394]	[128]	[]	[72682926]
758_30224	chr10	74039817	74040217	+	1000	50.5	[]	[]	[9.442706, 7.652416]	[58, 86]	[]	[74039974, 74040002]
758_30228	chr10	98236752	98237152	+	976	50.5	[]	[]	[6.780856, 6.773207]	[59, 94]	[]	[98236907, 98236942]
758_3023	chr6	34756894	34757294	+	1000	207.5	[]	[]	[9.438231]	[137]	[]	[34757130]
758_30231	chr11	861915	862315	+	1000	50.5	[7.3734775]	[122]	[]	[]	[862067]	[]
758_30237	chr11	64998604	64999004	+	1000	50.5	[10.256007]	[221]	[9.56255, 6.780856]	[189, 212]	[64998842]	[64998810, 64998833]
758_30238	chr11	66431320	66431720	+	1000	50.5	[10.7555, 7.87297, 7.6377397, 7.6377397, 11.575829]	[88, 100, 120, 128, 139]	[]	[]	[66431475, 66431487, 66431507, 66431515, 66431526]	[]
758_30239	chr11	70261285	70261685	+	1000	50.5	[]	[]	[6.685237]	[120]	[]	[70261488]
758_3024	chr6	143163645	143164045	+	1000	207.5	[]	[]	[6.6800203, 9.438231]	[70, 129]	[]	[143163806, 143163865]
758_30241	chr11	76184687	76185087	+	1000	50.5	[11.54585]	[78]	[7.250373]	[106]	[76184865]	[76184893]
758_30245	chr11	111949650	111950050	+	943	50.5	[]	[]	[9.56255, 9.919872, 9.543426]	[128, 142, 164]	[]	[111949853, 111949867, 111949889]
758_30247	chr11	130913283	130913683	+	1000	50.5	[]	[]	[6.8930507]	[122]	[]	[130913503]
758_30248	chr12	6614800	6615200	+	1000	50.5	[7.6377397]	[149]	[]	[]	[6615038]	[]
758_3025	chr8	124848015	124848415	+	1000	207.5	[]	[]	[11.575829]	[111]	[]	[124848213]
758_30250	chr12	44972715	44973115	+	834	50.5	[]	[]	[7.87297, 7.87297, 7.6377397, 7.87297]	[75, 91, 99, 111]	[]	[44972878, 44972894, 44972902, 44972914]
758_30254	chr12	50614103	50614503	+	1000	50.5	[]	[]	[7.250373, 8.87635, 9.373037]	[102, 151, 157]	[]	[50614283, 50614332, 50614338]
758_30259	chr12	93192854	93193254	+	1000	50.5	[7.87297]	[164]	[]	[]	[93193096]	[]
758_30260	chr12	101709471	101709871	+	962	50.5	[7.280349]	[172]	[]	[]	[101709706]	[]
758_30261	chr12	112108855	112109255	+	1000	50.5	[]	[]	[9.438231]	[161]	[]	[112109077]
