#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2C2_idr.fa NR2C2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
151_27451	chr10	43253609	43254009	+	933	49.0	[]	[]	[9.443364, 7.7064734, 9.443364]	[74, 94, 106]	[]	[43253776, 43253796, 43253808]
151_27455	chr10	60236841	60237241	+	858	49.0	[]	[]	[9.164563]	[111]	[]	[60237022]
151_27457	chr10	68722475	68722875	+	588	49.0	[9.443364]	[137]	[]	[]	[68722707]	[]
151_2746	chr17	39229191	39229591	+	1000	251.0	[]	[]	[9.443364]	[117]	[]	[39229399]
151_27462	chr10	71159843	71160243	+	797	49.0	[9.164563]	[106]	[9.164563]	[85]	[71160022]	[71160001]
151_27463	chr10	79195451	79195851	+	941	49.0	[]	[]	[7.9852743]	[74]	[]	[79195615]
151_27464	chr10	79533650	79534050	+	896	49.0	[]	[]	[9.443364]	[138]	[]	[79533882]
151_27467	chr10	117005766	117006166	+	897	49.0	[9.443364]	[66]	[]	[]	[117005921]	[]
151_27468	chr10	125303925	125304325	+	868	49.0	[]	[]	[9.164563]	[135]	[]	[125304113]
151_27475	chr11	9003639	9004039	+	879	49.0	[7.9852743]	[93]	[]	[]	[9003808]	[]
151_27477	chr11	12172585	12172985	+	622	49.0	[9.443364]	[108]	[]	[]	[12172778]	[]
151_27478	chr11	12418154	12418554	+	748	49.0	[]	[]	[9.443364]	[138]	[]	[12418389]
151_27485	chr11	60762710	60763110	+	931	49.0	[9.443364]	[168]	[]	[]	[60762945]	[]
151_2749	chr20	41137571	41137971	+	1000	251.0	[9.443364]	[145]	[7.7064734]	[123]	[41137796]	[41137774]
151_27492	chr11	72758236	72758636	+	656	49.0	[]	[]	[9.164563]	[163]	[]	[72758485]
151_27498	chr11	78390826	78391226	+	792	49.0	[]	[]	[9.443364]	[120]	[]	[78391025]
151_275	chr21	44012561	44012961	+	1000	1068.0	[]	[]	[9.443364, 7.9852743, 9.164563]	[85, 101, 108]	[]	[44012739, 44012755, 44012762]
151_27502	chr11	110075700	110076100	+	910	49.0	[9.443364]	[164]	[]	[]	[110075948]	[]
151_27506	chr11	125333296	125333696	+	927	49.0	[]	[]	[9.443364]	[134]	[]	[125333511]
151_27508	chr12	2876522	2876922	+	768	49.0	[9.443364]	[72]	[]	[]	[2876689]	[]
151_27509	chr12	6263934	6264334	+	643	49.0	[9.443364]	[171]	[]	[]	[6264125]	[]
151_2751	chr3	194476729	194477129	+	1000	251.0	[9.443364]	[98]	[]	[]	[194476921]	[]
151_27511	chr12	12403770	12404170	+	847	49.0	[]	[]	[9.443364]	[79]	[]	[12403943]
151_27512	chr12	28340098	28340498	+	669	49.0	[9.443364]	[219]	[]	[]	[28340348]	[]
151_27513	chr12	29152270	29152670	+	915	49.0	[]	[]	[9.443364]	[164]	[]	[29152453]
151_27514	chr12	32612644	32613044	+	925	49.0	[]	[]	[9.164563]	[113]	[]	[32612834]
151_27515	chr12	34350461	34350861	+	571	49.0	[9.164563]	[115]	[]	[]	[34350667]	[]
151_2752	chr7	140398354	140398754	+	1000	251.0	[]	[]	[9.164563]	[95]	[]	[140398544]
151_27522	chr12	68175609	68176009	+	935	49.0	[9.164563]	[140]	[9.443364]	[113]	[68175817]	[68175790]
151_27524	chr12	76786998	76787398	+	770	49.0	[9.443364, 9.443364]	[124, 143]	[]	[]	[76787217, 76787236]	[]
151_27526	chr12	93025534	93025934	+	920	49.0	[]	[]	[9.443364]	[108]	[]	[93025735]
151_27532	chr12	117076834	117077234	+	769	49.0	[]	[]	[9.443364]	[84]	[]	[117076990]
151_27535	chr12	120692473	120692873	+	887	49.0	[9.164563]	[152]	[]	[]	[120692716]	[]
151_27536	chr12	122966223	122966623	+	791	49.0	[7.9852743]	[140]	[]	[]	[122966447]	[]
151_27537	chr12	124273552	124273952	+	905	49.0	[]	[]	[9.443364]	[209]	[]	[124273766]
151_27539	chr12	124910652	124911052	+	839	49.0	[9.443364]	[167]	[]	[]	[124910855]	[]
151_2754	chr1	40863682	40864082	+	1000	250.0	[]	[]	[9.443364, 7.9852743]	[121, 132]	[]	[40863850, 40863861]
151_27544	chr13	95317358	95317758	+	922	49.0	[]	[]	[9.443364]	[177]	[]	[95317564]
151_27545	chr13	97889752	97890152	+	921	49.0	[9.164563]	[167]	[]	[]	[97889989]	[]
151_27546	chr13	107875889	107876289	+	901	49.0	[9.443364]	[186]	[]	[]	[107876101]	[]
151_27548	chr14	22897996	22898396	+	824	49.0	[9.443364]	[139]	[]	[]	[22898159]	[]
151_27550	chr14	25048202	25048602	+	932	49.0	[]	[]	[9.443364]	[122]	[]	[25048413]
151_27551	chr14	33652673	33653073	+	641	49.0	[]	[]	[9.443364]	[186]	[]	[33652906]
151_27554	chr14	60249348	60249748	+	870	49.0	[]	[]	[9.443364, 9.164563]	[110, 134]	[]	[60249547, 60249571]
151_27556	chr14	65263239	65263639	+	924	49.0	[9.164563]	[120]	[]	[]	[65263410]	[]
151_27559	chr14	74880993	74881393	+	764	49.0	[]	[]	[9.443364]	[84]	[]	[74881163]
151_2756	chr10	75429963	75430363	+	1000	250.0	[]	[]	[9.443364]	[84]	[]	[75430131]
151_27560	chr14	75427683	75428083	+	951	49.0	[9.443364]	[119]	[]	[]	[75427848]	[]
151_27563	chr14	90533505	90533905	+	834	49.0	[9.164563]	[125]	[9.164563]	[80]	[90533712]	[90533667]
151_27569	chr15	27091488	27091888	+	898	49.0	[9.443364]	[154]	[]	[]	[27091719]	[]
151_27570	chr15	36195379	36195779	+	735	49.0	[9.164563]	[147]	[]	[]	[36195581]	[]
151_27572	chr15	39802960	39803360	+	925	49.0	[]	[]	[9.443364]	[136]	[]	[39803196]
151_27577	chr15	45118126	45118526	+	700	49.0	[9.443364]	[138]	[]	[]	[45118336]	[]
151_27581	chr15	64835696	64836096	+	899	49.0	[9.443364]	[163]	[]	[]	[64835945]	[]
151_27582	chr15	66853305	66853705	+	936	49.0	[7.7064734]	[108]	[]	[]	[66853461]	[]
151_27583	chr15	70308259	70308659	+	683	49.0	[9.443364]	[82]	[]	[]	[70308414]	[]
151_27586	chr15	79032713	79033113	+	840	49.0	[9.443364]	[166]	[]	[]	[79032937]	[]
151_27588	chr15	82806050	82806450	+	886	49.0	[9.443364]	[177]	[]	[]	[82806250]	[]
151_2759	chr17	31489729	31490129	+	1000	250.0	[]	[]	[9.443364]	[143]	[]	[31489955]
151_27594	chr15	99550029	99550429	+	835	49.0	[9.443364]	[126]	[]	[]	[99550241]	[]
151_27595	chr16	19649	20049	+	876	49.0	[]	[]	[9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563]	[57, 63, 87, 93, 99, 105, 111, 118, 124, 130, 136, 143, 149]	[]	[19804, 19810, 19834, 19840, 19846, 19852, 19858, 19865, 19871, 19877, 19883, 19890, 19896]
151_27597	chr16	2512578	2512978	+	739	49.0	[]	[]	[9.164563]	[162]	[]	[2512810]
151_27598	chr16	3101366	3101766	+	783	49.0	[9.164563]	[119]	[]	[]	[3101556]	[]
151_2760	chr2	238426813	238427213	+	1000	250.0	[7.7064734, 9.164563]	[94, 128]	[]	[]	[238427004, 238427038]	[]
151_27602	chr16	21278199	21278599	+	913	49.0	[]	[]	[7.7064734]	[144]	[]	[21278429]
151_27608	chr16	67959561	67959961	+	924	49.0	[9.443364]	[136]	[]	[]	[67959790]	[]
151_27609	chr16	68078195	68078595	+	593	49.0	[]	[]	[9.164563]	[87]	[]	[68078377]
151_27612	chr16	75452835	75453235	+	854	49.0	[]	[]	[9.164563]	[115]	[]	[75453022]
151_27614	chr16	86901468	86901868	+	915	49.0	[9.443364]	[150]	[]	[]	[86901687]	[]
151_27617	chr16	89484819	89485219	+	796	49.0	[]	[]	[9.443364]	[93]	[]	[89485010]
151_27618	chr17	2511505	2511905	+	768	49.0	[]	[]	[9.164563, 9.164563]	[153, 189]	[]	[2511715, 2511751]
151_2762	chr5	74595079	74595479	+	1000	250.0	[]	[]	[9.164563]	[83]	[]	[74595261]
151_27623	chr17	28597944	28598344	+	862	49.0	[]	[]	[9.443364]	[184]	[]	[28598192]
151_27624	chr17	29836625	29837025	+	580	49.0	[9.164563]	[159]	[]	[]	[29836870]	[]
151_2763	chr6	11393017	11393417	+	1000	250.0	[9.164563]	[126]	[]	[]	[11393223]	[]
151_27630	chr17	42121065	42121465	+	926	49.0	[7.7064734]	[119]	[]	[]	[42121277]	[]
151_27631	chr17	43353290	43353690	+	934	49.0	[9.443364]	[145]	[]	[]	[43353494]	[]
151_27634	chr17	49381069	49381469	+	840	49.0	[9.443364]	[140]	[]	[]	[49381296]	[]
151_27636	chr17	61591104	61591504	+	903	49.0	[9.443364]	[247]	[]	[]	[61591313]	[]
151_27638	chr17	75326387	75326787	+	953	49.0	[9.443364]	[129]	[]	[]	[75326569]	[]
151_2764	chr6	28225080	28225480	+	1000	250.0	[7.9852743]	[98]	[]	[]	[28225267]	[]
151_27640	chr17	76239740	76240140	+	907	49.0	[]	[]	[9.164563]	[158]	[]	[76239934]
151_27641	chr17	76525572	76525972	+	771	49.0	[9.443364]	[120]	[]	[]	[76525770]	[]
151_27642	chr17	78709517	78709917	+	824	49.0	[9.443364]	[148]	[]	[]	[78709720]	[]
151_27645	chr17	82032050	82032450	+	583	49.0	[7.9852743, 7.9852743]	[108, 126]	[7.7064734]	[162]	[82032223, 82032241]	[82032277]
151_27647	chr17	82754801	82755201	+	933	49.0	[9.443364]	[85]	[]	[]	[82754983]	[]
151_27652	chr18	2998959	2999359	+	933	49.0	[]	[]	[9.443364]	[152]	[]	[2999205]
151_27656	chr18	12653018	12653418	+	613	49.0	[]	[]	[9.443364]	[154]	[]	[12653264]
151_27657	chr18	21111370	21111770	+	927	49.0	[7.9852743]	[184]	[]	[]	[21111579]	[]
151_2766	chr7	30026491	30026891	+	1000	250.0	[9.164563]	[105]	[]	[]	[30026672]	[]
151_27664	chr19	290084	290484	+	929	49.0	[]	[]	[9.443364]	[88]	[]	[290254]
151_27665	chr19	962190	962590	+	710	49.0	[]	[]	[9.443364]	[120]	[]	[962360]
151_27668	chr19	2345879	2346279	+	917	49.0	[]	[]	[9.164563]	[143]	[]	[2346101]
151_2767	chr8	123630308	123630708	+	1000	250.0	[]	[]	[9.164563]	[91]	[]	[123630485]
151_27673	chr19	6767159	6767559	+	892	49.0	[]	[]	[9.164563]	[81]	[]	[6767313]
151_27675	chr19	10074103	10074503	+	942	49.0	[9.164563]	[200]	[9.443364]	[186]	[10074342]	[10074328]
151_27676	chr19	10432117	10432517	+	938	49.0	[9.164563]	[183]	[]	[]	[10432307]	[]
151_27677	chr19	11361371	11361771	+	893	49.0	[]	[]	[7.9852743]	[231]	[]	[11361622]
151_27681	chr19	16497778	16498178	+	899	49.0	[]	[]	[9.164563]	[148]	[]	[16498025]
151_27682	chr19	16828928	16829328	+	883	49.0	[9.443364]	[163]	[]	[]	[16829134]	[]
151_27686	chr19	29671647	29672047	+	622	49.0	[]	[]	[9.164563]	[111]	[]	[29671823]
151_27689	chr19	40718736	40719136	+	919	49.0	[]	[]	[9.164563]	[152]	[]	[40718900]
151_2769	chr9	128771810	128772210	+	1000	250.0	[]	[]	[7.7064734]	[72]	[]	[128771979]
151_27692	chr19	48724123	48724523	+	926	49.0	[9.443364, 9.164563]	[118, 125]	[]	[]	[48724302, 48724309]	[]
151_27696	chr19	51541410	51541810	+	875	49.0	[]	[]	[9.164563]	[98]	[]	[51541565]
151_27699	chr2	8894159	8894559	+	918	49.0	[9.443364]	[217]	[]	[]	[8894384]	[]
151_277	chr6	145814727	145815127	+	1000	1067.0	[]	[]	[9.164563]	[91]	[]	[145814894]
151_27700	chr2	9168187	9168587	+	864	49.0	[9.443364]	[124]	[]	[]	[9168349]	[]
151_27703	chr2	21042837	21043237	+	873	49.0	[7.7064734]	[180]	[]	[]	[21043084]	[]
151_27712	chr2	48221916	48222316	+	852	49.0	[9.443364]	[133]	[]	[]	[48222124]	[]
151_27715	chr2	55885505	55885905	+	921	49.0	[]	[]	[7.7064734]	[206]	[]	[55885732]
151_2772	chr1	183936023	183936423	+	1000	249.0	[9.443364, 9.443364]	[100, 114]	[]	[]	[183936209, 183936223]	[]
151_27720	chr2	64262076	64262476	+	903	49.0	[]	[]	[9.443364]	[95]	[]	[64262249]
151_27722	chr2	65294710	65295110	+	837	49.0	[9.443364]	[168]	[]	[]	[65294946]	[]
151_2773	chr10	102245574	102245974	+	1000	249.0	[9.443364]	[109]	[]	[]	[102245780]	[]
151_27731	chr2	112674188	112674588	+	933	49.0	[9.443364]	[117]	[]	[]	[112674344]	[]
151_27732	chr2	112724791	112725191	+	937	49.0	[]	[]	[9.443364]	[112]	[]	[112724968]
151_27734	chr2	150133664	150134064	+	915	49.0	[]	[]	[9.443364]	[124]	[]	[150133847]
151_27738	chr2	166766717	166767117	+	713	49.0	[]	[]	[7.9852743, 9.443364]	[107, 114]	[]	[166766910, 166766917]
151_2774	chr11	77474074	77474474	+	1000	249.0	[]	[]	[7.7064734]	[125]	[]	[77474296]
151_27745	chr2	181790940	181791340	+	861	49.0	[]	[]	[9.443364]	[102]	[]	[181791117]
151_2775	chr16	53099429	53099829	+	1000	249.0	[]	[]	[9.443364]	[181]	[]	[53099630]
151_27751	chr2	222919899	222920299	+	821	49.0	[9.443364]	[127]	[]	[]	[222920114]	[]
151_27754	chr20	3314411	3314811	+	893	49.0	[]	[]	[9.443364, 9.443364]	[144, 187]	[]	[3314602, 3314645]
151_27758	chr20	33673906	33674306	+	952	49.0	[9.443364, 9.443364]	[118, 137]	[]	[]	[33674068, 33674087]	[]
151_27759	chr20	36421549	36421949	+	886	49.0	[7.9852743]	[132]	[]	[]	[36421758]	[]
151_2776	chr17	8420382	8420782	+	1000	249.0	[9.443364]	[136]	[9.443364]	[83]	[8420606]	[8420553]
151_27766	chr20	47220116	47220516	+	925	49.0	[9.443364]	[100]	[]	[]	[47220314]	[]
151_2777	chr18	13726369	13726769	+	1000	249.0	[]	[]	[7.9852743]	[72]	[]	[13726528]
151_27770	chr20	63847702	63848102	+	944	49.0	[]	[]	[9.164563]	[138]	[]	[63847906]
151_27772	chr21	8758956	8759356	+	941	49.0	[7.7064734]	[149]	[]	[]	[8759137]	[]
151_27773	chr21	14525893	14526293	+	921	49.0	[]	[]	[9.443364]	[110]	[]	[14526095]
151_27774	chr21	15444208	15444608	+	874	49.0	[9.443364]	[139]	[]	[]	[15444383]	[]
151_27779	chr21	37368550	37368950	+	938	49.0	[9.443364]	[145]	[]	[]	[37368723]	[]
151_27783	chr21	45590957	45591357	+	879	49.0	[7.9852743]	[100]	[]	[]	[45591151]	[]
151_27786	chr22	19848742	19849142	+	912	49.0	[9.443364]	[135]	[]	[]	[19848897]	[]
151_27791	chr22	22511174	22511574	+	724	49.0	[9.443364]	[152]	[9.443364]	[127]	[22511400]	[22511375]
151_27792	chr22	22533368	22533768	+	675	49.0	[9.443364]	[106]	[]	[]	[22533563]	[]
151_278	chr15	59689094	59689494	+	1000	1064.0	[]	[]	[9.164563]	[115]	[]	[59689306]
151_27800	chr22	29023098	29023498	+	861	49.0	[]	[]	[9.443364]	[184]	[]	[29023329]
151_27802	chr22	35604835	35605235	+	917	49.0	[9.443364]	[154]	[]	[]	[35605064]	[]
151_27804	chr22	36145111	36145511	+	848	49.0	[9.443364]	[83]	[]	[]	[36145290]	[]
151_27805	chr22	39021150	39021550	+	850	49.0	[]	[]	[9.443364]	[114]	[]	[39021335]
151_27806	chr22	46250954	46251354	+	842	49.0	[]	[]	[9.443364]	[170]	[]	[46251204]
151_2781	chr7	23490377	23490777	+	1000	249.0	[9.164563, 7.7064734]	[107, 137]	[]	[]	[23490557, 23490587]	[]
151_27812	chr3	24270691	24271091	+	887	49.0	[]	[]	[9.164563]	[176]	[]	[24270912]
151_27815	chr3	39322881	39323281	+	871	49.0	[9.443364]	[225]	[]	[]	[39323109]	[]
151_27817	chr3	40336676	40337076	+	583	49.0	[]	[]	[9.164563]	[132]	[]	[40336887]
151_2782	chrX	1452412	1452812	+	1000	249.0	[9.164563, 9.164563]	[85, 155]	[]	[]	[1452573, 1452643]	[]
151_27822	chr3	71641750	71642150	+	910	49.0	[]	[]	[9.164563]	[118]	[]	[71641909]
151_27830	chr3	123046515	123046915	+	719	49.0	[9.443364]	[85]	[]	[]	[123046668]	[]
151_27831	chr3	123642293	123642693	+	930	49.0	[9.443364]	[120]	[]	[]	[123642513]	[]
151_2784	chr1	47436643	47437043	+	1000	248.0	[9.443364]	[143]	[]	[]	[47436881]	[]
151_27844	chr3	171965278	171965678	+	639	49.0	[9.164563]	[162]	[]	[]	[171965480]	[]
151_27845	chr3	172523043	172523443	+	949	49.0	[]	[]	[9.443364]	[161]	[]	[172523249]
151_27847	chr3	196140152	196140552	+	905	49.0	[]	[]	[7.7064734]	[128]	[]	[196140354]
151_27849	chr3	196837823	196838223	+	926	49.0	[]	[]	[9.164563]	[110]	[]	[196837992]
151_2785	chr1	70041583	70041983	+	1000	248.0	[]	[]	[9.164563]	[144]	[]	[70041806]
151_27853	chr4	37687307	37687707	+	942	49.0	[9.443364]	[90]	[]	[]	[37687484]	[]
151_27855	chr4	40550953	40551353	+	906	49.0	[9.164563]	[176]	[9.443364]	[131]	[40551190]	[40551145]
151_27857	chr4	71807431	71807831	+	682	49.0	[9.443364]	[102]	[]	[]	[71807620]	[]
151_27858	chr4	73450437	73450837	+	911	49.0	[]	[]	[9.443364]	[169]	[]	[73450650]
151_27859	chr4	75400936	75401336	+	793	49.0	[9.443364, 9.443364]	[118, 169]	[]	[]	[75401135, 75401186]	[]
151_2786	chr10	15860426	15860826	+	1000	248.0	[]	[]	[9.443364]	[120]	[]	[15860629]
151_27863	chr4	118968042	118968442	+	833	49.0	[9.164563]	[112]	[]	[]	[118968243]	[]
151_27866	chr4	151021630	151022030	+	731	49.0	[9.443364]	[156]	[]	[]	[151021828]	[]
151_27867	chr4	165326005	165326405	+	929	49.0	[9.164563]	[91]	[9.443364]	[107]	[165326178]	[165326194]
151_27868	chr4	180827260	180827660	+	841	49.0	[9.443364]	[78]	[]	[]	[180827429]	[]
151_27869	chr4	183507883	183508283	+	914	49.0	[9.443364]	[77]	[]	[]	[183508053]	[]
151_27870	chr4	184940475	184940875	+	749	49.0	[7.7064734]	[187]	[]	[]	[184940705]	[]
151_27877	chr5	39437458	39437858	+	862	49.0	[]	[]	[9.443364]	[91]	[]	[39437625]
151_2788	chr10	58266393	58266793	+	1000	248.0	[9.164563]	[97]	[]	[]	[58266578]	[]
151_27880	chr5	78076418	78076818	+	935	49.0	[]	[]	[9.443364]	[176]	[]	[78076649]
151_27881	chr5	91071082	91071482	+	596	49.0	[9.443364]	[61]	[]	[]	[91071242]	[]
151_27884	chr5	109703848	109704248	+	907	49.0	[9.443364]	[181]	[]	[]	[109704071]	[]
151_27888	chr5	134296543	134296943	+	899	49.0	[9.443364]	[104]	[]	[]	[134296733]	[]
151_27889	chr5	134438791	134439191	+	910	49.0	[9.443364, 9.443364]	[219, 226]	[]	[]	[134439013, 134439020]	[]
151_2789	chr11	9551851	9552251	+	1000	248.0	[9.443364]	[152]	[]	[]	[9552082]	[]
151_27894	chr5	139263493	139263893	+	916	49.0	[9.443364]	[173]	[]	[]	[139263740]	[]
151_27897	chr5	145697416	145697816	+	703	49.0	[]	[]	[9.164563]	[143]	[]	[145697647]
151_27898	chr5	149904398	149904798	+	779	49.0	[]	[]	[9.443364, 9.443364, 9.164563]	[109, 115, 186]	[]	[149904558, 149904564, 149904635]
151_27899	chr5	154776170	154776570	+	583	49.0	[]	[]	[9.443364]	[124]	[]	[154776334]
151_279	chr2	43595811	43596211	+	1000	1064.0	[9.164563]	[141]	[]	[]	[43596042]	[]
151_27901	chr5	171433268	171433668	+	739	49.0	[9.443364]	[118]	[]	[]	[171433475]	[]
151_27904	chr6	4133929	4134329	+	925	49.0	[9.443364]	[180]	[]	[]	[4134144]	[]
151_27905	chr6	7171615	7172015	+	887	49.0	[9.443364]	[111]	[]	[]	[7171795]	[]
151_27906	chr6	7261370	7261770	+	900	49.0	[7.7064734]	[118]	[]	[]	[7261528]	[]
151_27907	chr6	11598736	11599136	+	936	49.0	[9.443364]	[97]	[]	[]	[11598920]	[]
151_27910	chr6	35475649	35476049	+	735	49.0	[9.164563, 9.443364]	[85, 92]	[]	[]	[35475832, 35475839]	[]
151_27916	chr6	47111725	47112125	+	900	49.0	[]	[]	[9.443364]	[139]	[]	[47111947]
151_27918	chr6	51121517	51121917	+	869	49.0	[9.164563]	[178]	[]	[]	[51121709]	[]
151_2792	chr12	121748781	121749181	+	1000	248.0	[]	[]	[9.443364]	[175]	[]	[121749030]
151_27923	chr6	109332801	109333201	+	895	49.0	[9.443364]	[157]	[]	[]	[109333013]	[]
151_27924	chr6	117494244	117494644	+	893	49.0	[9.443364]	[200]	[]	[]	[117494494]	[]
151_2793	chr12	123232862	123233262	+	1000	248.0	[9.164563]	[163]	[]	[]	[123233103]	[]
151_27933	chr7	5553483	5553883	+	738	49.0	[9.164563]	[156]	[]	[]	[5553710]	[]
151_27937	chr7	22725599	22725999	+	843	49.0	[9.443364]	[205]	[]	[]	[22725821]	[]
151_27942	chr7	44113619	44114019	+	762	49.0	[]	[]	[9.164563]	[108]	[]	[44113816]
151_27945	chr7	66113996	66114396	+	927	49.0	[9.443364]	[59]	[]	[]	[66114154]	[]
151_27946	chr7	77694118	77694518	+	645	49.0	[9.164563]	[215]	[]	[]	[77694367]	[]
151_27947	chr7	99602939	99603339	+	851	49.0	[]	[]	[9.443364]	[134]	[]	[99603172]
151_27948	chr7	101699901	101700301	+	871	49.0	[]	[]	[9.164563]	[144]	[]	[101700109]
151_2795	chr15	83112946	83113346	+	1000	248.0	[]	[]	[9.443364, 9.443364, 9.443364]	[122, 129, 136]	[]	[83113162, 83113169, 83113176]
151_27952	chr7	105777211	105777611	+	694	49.0	[]	[]	[7.9852743]	[118]	[]	[105777406]
151_27955	chr7	123798071	123798471	+	831	49.0	[9.443364, 9.443364]	[79, 94]	[]	[]	[123798247, 123798262]	[]
151_27957	chr7	129840981	129841381	+	928	49.0	[9.164563]	[99]	[]	[]	[129841141]	[]
151_27958	chr7	134585904	134586304	+	921	49.0	[9.443364]	[135]	[]	[]	[134586094]	[]
151_27959	chr7	136076940	136077340	+	721	49.0	[]	[]	[9.443364]	[81]	[]	[136077106]
151_2796	chr17	10697333	10697733	+	1000	248.0	[]	[]	[9.164563]	[121]	[]	[10697532]
151_27960	chr7	138666304	138666704	+	866	49.0	[9.443364]	[110]	[]	[]	[138666501]	[]
151_27962	chr7	139918583	139918983	+	780	49.0	[]	[]	[9.164563]	[164]	[]	[139918782]
151_27964	chr7	140478264	140478664	+	859	49.0	[]	[]	[7.7064734]	[175]	[]	[140478505]
151_27965	chr7	140656300	140656700	+	894	49.0	[]	[]	[9.164563]	[73]	[]	[140656470]
151_27966	chr7	155414737	155415137	+	925	49.0	[9.443364]	[124]	[]	[]	[155414922]	[]
151_27968	chr7	157124656	157125056	+	847	49.0	[9.164563]	[155]	[]	[]	[157124875]	[]
151_27969	chr8	10661272	10661672	+	922	49.0	[]	[]	[9.443364]	[149]	[]	[10661486]
151_27975	chr8	47513394	47513794	+	940	49.0	[9.443364]	[118]	[]	[]	[47513592]	[]
151_27976	chr8	60679905	60680305	+	921	49.0	[9.164563]	[151]	[]	[]	[60680120]	[]
151_27977	chr8	61000515	61000915	+	948	49.0	[9.164563]	[135]	[]	[]	[61000737]	[]
151_27980	chr8	74276130	74276530	+	580	49.0	[9.443364]	[148]	[9.443364]	[117]	[74276378]	[74276347]
151_27984	chr8	102107681	102108081	+	823	49.0	[]	[]	[9.164563]	[166]	[]	[102107871]
151_27986	chr8	106891671	106892071	+	860	49.0	[9.443364]	[163]	[]	[]	[106891883]	[]
151_27987	chr8	122828226	122828626	+	828	49.0	[9.164563]	[114]	[]	[]	[122828424]	[]
151_27992	chr8	127864007	127864407	+	907	49.0	[9.164563, 9.443364]	[136, 141]	[]	[]	[127864199, 127864204]	[]
151_27994	chr8	130248374	130248774	+	899	49.0	[]	[]	[9.443364]	[161]	[]	[130248603]
151_27995	chr9	34611692	34612092	+	852	49.0	[9.443364, 9.443364]	[145, 165]	[]	[]	[34611862, 34611882]	[]
151_27997	chr9	79571601	79572001	+	920	49.0	[7.7064734]	[169]	[]	[]	[79571841]	[]
151_27998	chr9	87711799	87712199	+	687	49.0	[9.443364]	[140]	[]	[]	[87712011]	[]
151_28	chr11	86302046	86302446	+	1000	1264.0	[9.443364]	[126]	[]	[]	[86302272]	[]
151_28000	chr9	91208009	91208409	+	892	49.0	[9.443364]	[189]	[]	[]	[91208259]	[]
151_28003	chr9	109011147	109011547	+	805	49.0	[]	[]	[9.164563]	[151]	[]	[109011341]
151_28004	chr9	116269422	116269822	+	945	49.0	[9.443364]	[73]	[9.164563]	[143]	[116269593]	[116269663]
151_28006	chr9	124003597	124003997	+	914	49.0	[]	[]	[9.443364]	[97]	[]	[124003792]
151_28008	chr9	128148456	128148856	+	928	49.0	[]	[]	[9.443364, 9.164563]	[118, 155]	[]	[128148642, 128148679]
151_28011	chr9	131121475	131121875	+	822	49.0	[9.443364]	[144]	[]	[]	[131121702]	[]
151_28020	chrX	39619651	39620051	+	873	49.0	[]	[]	[9.443364]	[182]	[]	[39619899]
151_28025	chrX	66163093	66163493	+	880	49.0	[]	[]	[9.443364]	[162]	[]	[66163303]
151_28027	chrX	71171423	71171823	+	893	49.0	[]	[]	[9.443364]	[88]	[]	[71171611]
151_28029	chrX	119625268	119625668	+	660	49.0	[9.443364]	[143]	[]	[]	[119625466]	[]
151_2803	chr1	114780535	114780935	+	1000	247.0	[]	[]	[9.164563]	[184]	[]	[114780769]
151_28039	chr1	3793430	3793830	+	660	48.0	[9.443364]	[94]	[]	[]	[3793589]	[]
151_2804	chr10	71868198	71868598	+	1000	247.0	[9.164563, 9.164563]	[111, 152]	[]	[]	[71868398, 71868439]	[]
151_28041	chr1	8668170	8668570	+	911	48.0	[9.164563]	[126]	[9.443364]	[108]	[8668380]	[8668362]
151_28042	chr1	9847935	9848335	+	894	48.0	[9.443364]	[113]	[]	[]	[9848125]	[]
151_28043	chr1	10421293	10421693	+	768	48.0	[9.443364]	[145]	[]	[]	[10421506]	[]
151_28046	chr1	16506598	16506998	+	571	48.0	[]	[]	[9.443364]	[65]	[]	[16506751]
151_28049	chr1	21607447	21607847	+	896	48.0	[]	[]	[9.443364]	[82]	[]	[21607606]
151_2805	chr10	75191942	75192342	+	1000	247.0	[9.443364]	[161]	[]	[]	[75192179]	[]
151_28054	chr1	31523844	31524244	+	903	48.0	[]	[]	[9.443364]	[95]	[]	[31524030]
151_28055	chr1	33097201	33097601	+	828	48.0	[9.443364]	[76]	[]	[]	[33097357]	[]
151_2806	chr11	75031260	75031660	+	1000	247.0	[]	[]	[9.164563]	[93]	[]	[75031443]
151_28060	chr1	40078536	40078936	+	860	48.0	[]	[]	[9.164563]	[113]	[]	[40078743]
151_28065	chr1	52700922	52701322	+	646	48.0	[9.443364]	[155]	[]	[]	[52701116]	[]
151_28066	chr1	54229399	54229799	+	826	48.0	[9.443364]	[161]	[]	[]	[54229647]	[]
151_2807	chr17	5438943	5439343	+	1000	247.0	[]	[]	[7.9852743]	[126]	[]	[5439133]
151_28081	chr1	150144530	150144930	+	909	48.0	[9.443364]	[153]	[]	[]	[150144776]	[]
151_2809	chr2	71748216	71748616	+	1000	247.0	[]	[]	[9.443364]	[125]	[]	[71748438]
